ticker,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-05-12,12.311,12.258,12.722,14.4794,11.7805,UP,1
2014-05-13,12.677,12.251,12.4937,14.3988,11.8007,UP,1
2014-05-14,12.708,12.597,12.3507,14.3132,11.8194,DOWN,0
2014-05-15,12.573,12.665,12.484,14.2278,11.8383,UP,1
2014-05-16,12.771,12.597,12.608,14.1459,11.8574,UP,1
2014-05-19,13.073,12.715,12.7603,14.0791,11.8776,DOWN,0
2014-05-20,13.02,13.129,12.8288,14.021,11.8967,UP,1
2014-05-21,13.297,13.079,12.9465,13.9744,11.915,UP,1
2014-05-22,13.659,13.357,13.1637,13.9256,11.9359,UP,1
2014-05-23,13.82,13.635,13.3736,13.885,11.9602,UP,1
2014-05-27,14.104,13.901,13.5799,13.8591,11.9796,DOWN,0
2014-05-28,14.016,14.001,13.7791,13.8274,11.9987,DOWN,0
2014-05-29,14.016,14.038,13.9229,13.7877,12.0196,DOWN,0
2014-05-30,13.851,14.02,13.9615,13.7503,12.0404,DOWN,0
2014-06-02,13.647,13.822,13.9268,13.71,12.0622,UP,1
2014-06-03,13.663,13.566,13.8385,13.6781,12.084,DOWN,0
2014-06-04,13.599,13.623,13.7552,13.6565,12.1046,UP,1
2014-06-05,13.793,13.631,13.7107,13.6384,12.1253,UP,1
2014-06-06,13.878,13.983,13.716,13.632,12.1448,DOWN,0
2014-06-09,13.687,13.863,13.7241,13.6294,12.164,DOWN,0
2014-06-10,13.487,13.629,13.6889,13.6159,12.179,UP,1
2014-06-11,13.631,13.433,13.6953,13.6106,12.1932,DOWN,0
2014-06-12,13.568,13.673,13.6503,13.5927,12.2063,UP,1
2014-06-13,13.761,13.652,13.6269,13.5609,12.2195,UP,1
2014-06-16,14.974,13.784,13.8843,13.5598,12.2389,UP,1
2014-06-17,15.445,14.941,14.2759,13.5857,12.2607,DOWN,0
2014-06-18,15.141,15.433,14.5779,13.6119,12.2801,UP,1
2014-06-19,15.186,15.259,14.9015,13.6283,12.2997,UP,1
2014-06-20,15.306,15.235,15.2104,13.6452,12.3194,UP,1
2014-06-23,15.815,15.301,15.3785,13.6892,12.3418,DOWN,0
2014-06-24,15.5,15.931,15.3896,13.7275,12.3637,UP,1
2014-06-25,15.793,15.537,15.5199,13.7793,12.3891,DOWN,0
2014-06-26,15.707,15.811,15.624,13.8349,12.4121,UP,1
2014-06-27,15.937,15.646,15.7503,13.8881,12.4373,UP,1
2014-06-30,16.004,15.97,15.7881,13.944,12.4624,DOWN,0
2014-07-01,15.981,16.164,15.8844,13.9912,12.4871,DOWN,0
2014-07-02,15.295,16.044,15.7849,14.0055,12.508,DOWN,0
2014-07-03,15.283,15.419,15.7002,14.0339,12.529,DOWN,0
2014-07-07,14.844,15.167,15.4815,14.0536,12.5478,DOWN,0
2014-07-08,14.605,14.577,15.2017,14.0792,12.5616,UP,1
2014-07-09,14.871,14.751,14.9795,14.112,12.5748,DOWN,0
2014-07-10,14.631,14.479,14.8467,14.1287,12.5876,DOWN,0
2014-07-11,14.542,14.707,14.6984,14.1424,12.5995,UP,1
2014-07-14,15.113,14.666,14.7523,14.1676,12.6133,DOWN,0
2014-07-15,14.639,15.115,14.7591,14.1792,12.6236,DOWN,0
2014-07-16,14.477,14.788,14.6804,14.1799,12.6324,DOWN,0
2014-07-17,14.36,14.411,14.6263,14.1908,12.6397,UP,1
2014-07-18,14.668,14.397,14.6515,14.2157,12.6487,UP,1
2014-07-21,14.703,14.483,14.5693,14.2716,12.6619,DOWN,0
2014-07-22,14.639,14.813,14.5693,14.3214,12.6774,UP,1
2014-07-23,14.833,14.667,14.6404,14.3718,12.6912,UP,1
2014-07-24,14.903,14.883,14.7489,14.4163,12.7047,UP,1
2014-07-25,14.905,14.848,14.7963,14.4602,12.721,UP,1
2014-07-28,14.988,14.95,14.8533,14.5085,12.7396,UP,1
2014-07-29,15.001,15.107,14.9257,14.5531,12.757,UP,1
2014-07-30,15.261,14.795,15.0115,14.5969,12.7737,DOWN,0
2014-07-31,14.887,15.284,15.0083,14.6342,12.7883,UP,1
2014-08-01,15.551,15.073,15.1376,14.6793,12.8047,UP,1
2014-08-04,15.901,15.625,15.3203,14.7242,12.823,DOWN,0
2014-08-05,15.899,15.831,15.5,14.7658,12.8416,UP,1
2014-08-06,16.595,15.927,15.7668,14.8156,12.8634,UP,1
2014-08-07,16.826,16.675,16.1547,14.8718,12.89,DOWN,0
2014-08-08,16.542,16.744,16.3528,14.9223,12.9156,UP,1
2014-08-11,17.288,17.032,16.6301,14.991,12.9472,UP,1
2014-08-12,17.331,17.205,16.9164,15.0647,12.9761,UP,1
2014-08-13,17.354,17.467,17.0681,15.1386,13.0063,UP,1
2014-08-14,17.425,17.499,17.188,15.2151,13.0392,UP,1
2014-08-15,17.467,17.432,17.3731,15.2886,13.0717,DOWN,0
2014-08-18,17.329,17.55,17.3813,15.3576,13.1053,DOWN,0
2014-08-19,17.117,17.258,17.3387,15.4262,13.1375,DOWN,0
2014-08-20,17.047,16.978,17.2773,15.4974,13.1687,DOWN,0
2014-08-21,16.956,17.101,17.1835,15.5639,13.1951,UP,1
2014-08-22,17.119,16.969,17.1137,15.6349,13.2217,UP,1
2014-08-25,17.503,17.213,17.1485,15.7097,13.2589,DOWN,0
2014-08-26,17.449,17.665,17.2149,15.7592,13.2995,UP,1
2014-08-27,17.55,17.567,17.3155,15.8014,13.3413,UP,1
2014-08-28,17.591,17.459,17.4424,15.8503,13.381,UP,1
2014-08-29,17.98,17.913,17.6147,15.9062,13.425,UP,1
2014-09-02,18.941,18.367,17.9023,15.9789,13.4735,DOWN,0
2014-09-03,18.746,19.178,18.1616,16.0376,13.5213,UP,1
2014-09-04,19.069,18.934,18.4655,16.1089,13.5715,DOWN,0
2014-09-05,18.493,18.837,18.6459,16.1629,13.6235,UP,1
2014-09-08,18.807,18.508,18.8113,16.225,13.6755,DOWN,0
2014-09-09,18.565,18.866,18.7361,16.2775,13.7279,UP,1
2014-09-10,18.74,18.633,18.7349,16.3322,13.7809,DOWN,0
2014-09-11,18.687,18.697,18.6585,16.3864,13.8339,DOWN,0
2014-09-12,18.613,18.7,18.6827,16.4527,13.8867,DOWN,0
2014-09-15,16.924,18.291,18.306,16.4855,13.9311,UP,1
2014-09-16,17.383,17.01,18.0695,16.5363,13.9757,UP,1
2014-09-17,17.425,17.494,17.8065,16.5927,14.0204,UP,1
2014-09-18,17.588,17.557,17.5867,16.6471,14.067,DOWN,0
2014-09-19,17.288,17.199,17.3216,16.7002,14.1052,DOWN,0
2014-09-22,16.669,17.0,17.2705,16.7427,14.1422,UP,1
2014-09-23,16.694,16.348,17.1328,16.7744,14.1789,UP,1
2014-09-24,16.809,16.741,17.0096,16.8178,14.2171,DOWN,0
2014-09-25,16.463,16.835,16.7847,16.8575,14.2522,DOWN,0
2014-09-26,16.44,16.55,16.6151,16.8991,14.287,DOWN,0
2014-09-29,16.351,16.267,16.5515,16.9327,14.3222,DOWN,0
2014-09-30,16.179,16.461,16.4484,16.9623,14.354,DOWN,0
2014-10-01,16.016,16.147,16.2897,16.9898,14.3848,UP,1
2014-10-02,16.761,16.68,16.3493,17.0284,14.4193,UP,1
2014-10-03,17.014,16.871,16.4641,17.0706,14.4536,UP,1
2014-10-06,17.375,17.275,16.6689,17.12,14.4911,DOWN,0
2014-10-07,17.305,17.235,16.8941,17.1663,14.5308,DOWN,0
2014-10-08,17.285,17.34,17.148,17.212,14.5694,DOWN,0
2014-10-09,17.134,17.483,17.2225,17.2495,14.6073,DOWN,0
2014-10-10,15.794,16.309,16.9785,17.2676,14.6358,DOWN,0
2014-10-13,14.973,15.905,16.4981,17.2561,14.6588,UP,1
2014-10-14,15.137,15.217,16.0647,17.2408,14.6841,UP,1
2014-10-15,15.313,14.667,15.6703,17.2291,14.7099,DOWN,0
2014-10-16,15.09,14.648,15.2615,17.199,14.7352,UP,1
2014-10-17,15.165,15.559,15.1357,17.1657,14.761,UP,1
2014-10-20,15.365,15.115,15.2141,17.1422,14.7879,UP,1
2014-10-21,15.689,15.618,15.3245,17.1102,14.8174,DOWN,0
2014-10-22,15.407,15.546,15.3432,17.0717,14.8446,UP,1
2014-10-23,15.686,15.644,15.4624,17.0384,14.8726,DOWN,0
2014-10-24,15.683,15.751,15.5659,17.0035,14.9019,DOWN,0
2014-10-27,14.778,15.617,15.4485,16.9497,14.9272,UP,1
2014-10-28,16.185,15.307,15.5476,16.9269,14.9616,DOWN,0
2014-10-29,15.873,16.075,15.6409,16.902,14.9873,UP,1
2014-10-30,15.911,15.876,15.6859,16.8792,15.0121,UP,1
2014-10-31,16.113,16.167,15.772,16.8624,15.0357,UP,1
2014-11-03,16.173,16.2,16.0509,16.8435,15.0599,DOWN,0
2014-11-04,15.929,16.033,15.9997,16.812,15.0806,DOWN,0
2014-11-05,15.398,16.067,15.9047,16.7709,15.0981,UP,1
2014-11-06,16.081,15.633,15.9388,16.7416,15.118,DOWN,0
2014-11-07,16.013,16.146,15.9188,16.71,15.1399,UP,1
2014-11-10,16.129,15.941,15.91,16.673,15.164,UP,1
2014-11-11,16.739,16.17,16.072,16.6289,15.1882,DOWN,0
2014-11-12,16.607,16.648,16.3137,16.5862,15.2128,UP,1
2014-11-13,16.78,16.708,16.4535,16.5404,15.2358,UP,1
2014-11-14,17.245,16.667,16.6999,16.5154,15.2615,DOWN,0
2014-11-17,16.932,17.166,16.8605,16.4779,15.2872,UP,1
2014-11-18,17.18,17.057,16.9488,16.4502,15.3135,DOWN,0
2014-11-19,16.516,16.707,16.9307,16.4057,15.3379,UP,1
2014-11-20,16.581,16.53,16.8908,16.3636,15.3614,DOWN,0
2014-11-21,16.185,16.814,16.6788,16.315,15.3801,UP,1
2014-11-24,16.448,16.347,16.582,16.3055,15.3968,UP,1
2014-11-25,16.539,16.49,16.4539,16.2887,15.414,UP,1
2014-11-26,16.563,16.556,16.4632,16.2714,15.4317,DOWN,0
2014-11-28,16.301,16.357,16.4073,16.2457,15.4467,DOWN,0
2014-12-01,15.443,16.077,16.2588,16.2088,15.4578,DOWN,0
2014-12-02,15.429,15.638,16.0549,16.184,15.467,DOWN,0
2014-12-03,15.287,15.083,15.8044,16.1558,15.4789,DOWN,0
2014-12-04,15.219,15.24,15.5356,16.124,15.485,DOWN,0
2014-12-05,14.914,15.245,15.2581,16.093,15.4897,DOWN,0
2014-12-08,14.291,14.769,15.0277,16.05,15.4886,UP,1
2014-12-09,14.459,13.956,14.8339,16.0122,15.4783,DOWN,0
2014-12-10,13.989,14.275,14.5744,15.9684,15.4639,DOWN,0
2014-12-11,13.925,14.035,14.3157,15.9266,15.4493,DOWN,0
2014-12-12,13.8,13.655,14.0929,15.8674,15.4367,DOWN,0
2014-12-15,13.603,13.953,13.9553,15.7991,15.4212,DOWN,0
2014-12-16,13.187,13.393,13.7009,15.7154,15.4022,UP,1
2014-12-17,13.721,12.871,13.6473,15.6437,15.3866,UP,1
2014-12-18,14.551,14.159,13.7724,15.589,15.375,UP,1
2014-12-19,14.619,14.679,13.9363,15.5387,15.3661,UP,1
2014-12-22,14.84,14.667,14.1837,15.5197,15.3606,DOWN,0
2014-12-23,14.731,14.921,14.4925,15.5148,15.3562,UP,1
2014-12-24,14.817,14.651,14.7117,15.5084,15.3498,UP,1
2014-12-26,15.188,14.767,14.8392,15.5059,15.3464,DOWN,0
2014-12-29,15.047,15.127,14.9248,15.5051,15.3447,DOWN,0
2014-12-30,14.815,14.933,14.9199,15.4981,15.3408,UP,1
2014-12-31,14.827,14.873,14.9391,15.4873,15.3349,DOWN,0
2015-01-02,14.621,14.858,14.8997,15.466,15.3294,DOWN,0
2015-01-05,14.006,14.303,14.6633,15.4379,15.3211,UP,1
2015-01-06,14.085,14.004,14.4709,15.4059,15.3152,DOWN,0
2015-01-07,14.063,14.223,14.3205,15.3735,15.3122,DOWN,0
2015-01-08,14.041,14.187,14.1633,15.3588,15.3089,DOWN,0
2015-01-09,13.777,13.928,13.9946,15.3107,15.3068,DOWN,0
2015-01-12,13.481,13.537,13.8895,15.2628,15.3051,UP,1
2015-01-13,13.617,13.555,13.7958,15.2169,15.3024,DOWN,0
2015-01-14,12.846,12.389,13.5523,15.1516,15.2971,DOWN,0
2015-01-15,12.791,12.966,13.3024,15.084,15.2888,UP,1
2015-01-16,12.871,12.713,13.1212,15.0228,15.2763,DOWN,0
2015-01-20,12.795,12.925,12.9841,14.9708,15.2652,UP,1
2015-01-21,13.105,12.637,12.8817,14.9112,15.26,UP,1
2015-01-22,13.441,13.133,13.0008,14.8598,15.258,DOWN,0
2015-01-23,13.419,13.353,13.1264,14.8056,15.2533,UP,1
2015-01-26,13.77,13.455,13.3061,14.7462,15.2498,DOWN,0
2015-01-27,13.732,13.628,13.4935,14.6887,15.2504,DOWN,0
2015-01-28,13.291,13.741,13.5308,14.619,15.249,UP,1
2015-01-29,13.68,13.405,13.5785,14.5476,15.2513,DOWN,0
2015-01-30,13.573,13.597,13.6093,14.4805,15.2546,UP,1
2015-02-02,14.063,13.598,13.6679,14.4181,15.2585,UP,1
2015-02-03,14.557,14.215,13.8329,14.379,15.2652,UP,1
2015-02-04,14.57,14.553,14.0887,14.3387,15.27,UP,1
2015-02-05,14.733,14.659,14.2992,14.3097,15.2707,DOWN,0
2015-02-06,14.491,14.8,14.4827,14.2705,15.2739,UP,1
2015-02-09,14.499,14.359,14.5699,14.2297,15.2771,DOWN,0
2015-02-10,14.419,14.503,14.5423,14.1869,15.2826,DOWN,0
2015-02-11,14.187,14.147,14.4656,14.1446,15.2873,DOWN,0
2015-02-12,13.525,12.905,14.2241,14.1062,15.286,UP,1
2015-02-13,13.585,13.527,14.0429,14.0693,15.2846,UP,1
2015-02-17,13.623,13.713,13.8679,14.0361,15.2835,UP,1
2015-02-18,13.631,13.611,13.7101,14.0043,15.2813,UP,1
2015-02-19,14.114,13.667,13.6955,13.9883,15.2797,UP,1
2015-02-20,14.474,14.052,13.8853,13.992,15.283,DOWN,0
2015-02-23,13.822,14.377,13.9328,13.9792,15.285,DOWN,0
2015-02-24,13.607,13.819,13.9296,13.9716,15.2935,DOWN,0
2015-02-25,13.584,13.663,13.9203,13.9648,15.3006,UP,1
2015-02-26,13.813,13.6,13.8601,13.965,15.3081,DOWN,0
2015-02-27,13.556,13.793,13.6765,13.9641,15.3125,DOWN,0
2015-03-02,13.155,13.513,13.543,13.9634,15.3148,UP,1
2015-03-03,13.304,13.121,13.4823,13.9551,15.3184,UP,1
2015-03-04,13.496,13.283,13.4647,13.934,15.3221,DOWN,0
2015-03-05,13.375,13.523,13.3772,13.9091,15.3236,DOWN,0
2015-03-06,12.925,13.281,13.2511,13.8708,15.3231,DOWN,0
2015-03-09,12.725,12.959,13.1651,13.8307,15.3202,DOWN,0
2015-03-10,12.688,12.564,13.0419,13.7881,15.3154,UP,1
2015-03-11,12.916,12.743,12.926,13.7427,15.3109,DOWN,0
2015-03-12,12.738,12.917,12.7985,13.6965,15.304,DOWN,0
2015-03-13,12.579,12.597,12.7292,13.6518,15.2968,UP,1
2015-03-16,13.047,12.8,12.7935,13.6161,15.292,DOWN,0
2015-03-17,12.982,13.029,12.8523,13.5834,15.2877,UP,1
2015-03-18,13.381,12.997,12.9452,13.5709,15.2863,DOWN,0
2015-03-19,13.043,13.467,13.0063,13.55,15.2832,UP,1
2015-03-20,13.205,13.163,13.1316,13.5329,15.2813,UP,1
2015-03-23,13.309,13.233,13.184,13.5182,15.2788,UP,1
2015-03-24,13.448,13.439,13.2772,13.5116,15.2767,DOWN,0
2015-03-25,12.953,13.218,13.1917,13.5011,15.273,DOWN,0
2015-03-26,12.694,12.928,13.1218,13.4826,15.269,DOWN,0
2015-03-27,12.333,12.605,12.9474,13.4724,15.2626,UP,1
2015-03-30,12.705,12.39,12.8266,13.4706,15.2582,DOWN,0
2015-03-31,12.585,12.902,12.6539,13.4649,15.2524,DOWN,0
2015-04-01,12.506,12.58,12.5645,13.4591,15.24,UP,1
2015-04-02,12.733,12.682,12.5724,13.4517,15.2265,UP,1
2015-04-06,13.54,13.2,12.8137,13.4537,15.2185,UP,1
2015-04-07,13.55,13.501,12.9828,13.4563,15.2103,UP,1
2015-04-08,13.845,13.88,13.2348,13.4578,15.203,UP,1
2015-04-09,14.006,13.895,13.5348,13.4632,15.1939,UP,1
2015-04-10,14.06,13.99,13.8001,13.4786,15.1867,DOWN,0
2015-04-13,13.985,14.029,13.8892,13.4847,15.1777,DOWN,0
2015-04-14,13.831,13.905,13.9453,13.4899,15.1683,UP,1
2015-04-15,13.855,13.831,13.9475,13.4857,15.1579,DOWN,0
2015-04-16,13.78,13.847,13.9023,13.4702,15.1468,UP,1
2015-04-17,13.786,13.666,13.8475,13.4545,15.1358,DOWN,0
2015-04-20,13.685,13.785,13.7873,13.4335,15.1277,UP,1
2015-04-21,13.961,13.72,13.8133,13.4229,15.1211,UP,1
2015-04-22,14.629,14.167,13.9681,13.4256,15.1201,DOWN,0
2015-04-23,14.573,14.551,14.1268,13.4286,15.1199,DOWN,0
2015-04-24,14.562,14.7,14.2819,13.4361,15.1184,UP,1
2015-04-27,15.437,14.837,14.6323,13.4744,15.1224,DOWN,0
2015-04-28,15.365,15.65,14.9133,13.51,15.1265,UP,1
2015-04-29,15.497,15.337,15.0867,13.5474,15.1284,DOWN,0
2015-04-30,15.07,15.359,15.1861,13.5762,15.1306,DOWN,0
2015-05-01,15.069,15.329,15.2875,13.5953,15.1335,UP,1
2015-05-04,15.367,15.212,15.2736,13.6132,15.1386,UP,1
2015-05-05,15.53,15.851,15.3065,13.6473,15.1429,DOWN,0
2015-05-06,15.362,15.607,15.2796,13.6824,15.1462,UP,1
2015-05-07,15.787,14.733,15.4229,13.7265,15.1519,DOWN,0
2015-05-08,15.774,15.733,15.564,13.7657,15.1566,UP,1
2015-05-11,15.966,15.753,15.6837,13.8139,15.1619,UP,1
2015-05-12,16.316,16.007,15.8409,13.8771,15.169,DOWN,0
2015-05-13,16.212,16.507,16.0109,13.9353,15.1751,UP,1
2015-05-14,16.273,16.321,16.1083,13.9909,15.1815,UP,1
2015-05-15,16.589,16.262,16.2713,14.0551,15.1881,DOWN,0
2015-05-18,16.583,16.467,16.3948,14.1283,15.1966,DOWN,0
2015-05-19,16.476,16.562,16.4268,14.2033,15.2012,DOWN,0
2015-05-20,16.29,16.475,16.4424,14.2753,15.2032,UP,1
2015-05-21,16.375,16.202,16.4627,14.3445,15.2055,UP,1
2015-05-22,16.515,16.359,16.4479,14.4201,15.2051,DOWN,0
2015-05-26,16.497,16.512,16.4306,14.4984,15.2035,DOWN,0
2015-05-27,16.495,16.567,16.4345,14.5674,15.2033,UP,1
2015-05-28,16.763,16.469,16.5291,14.643,15.2006,DOWN,0
2015-05-29,16.72,16.733,16.5982,14.7098,15.1976,DOWN,0
2015-06-01,16.63,16.761,16.6211,14.7816,15.194,DOWN,0
2015-06-02,16.557,16.595,16.6331,14.8486,15.1896,UP,1
2015-06-03,16.599,16.547,16.6539,14.9144,15.1853,DOWN,0
2015-06-04,16.395,16.5,16.5801,14.9733,15.1806,UP,1
2015-06-05,16.609,16.4,16.558,15.0464,15.1781,UP,1
2015-06-08,17.086,16.723,16.6492,15.1343,15.1783,DOWN,0
2015-06-09,17.067,17.027,16.7512,15.229,15.1788,DOWN,0
2015-06-10,16.713,16.793,16.774,15.3091,15.1768,UP,1
2015-06-11,16.761,16.884,16.8472,15.3927,15.1731,DOWN,0
2015-06-12,16.713,16.681,16.8679,15.4768,15.1694,DOWN,0
2015-06-15,16.692,16.647,16.7891,15.556,15.1651,UP,1
2015-06-16,16.875,16.675,16.7507,15.6227,15.1615,UP,1
2015-06-17,17.361,16.811,16.8801,15.6989,15.1584,UP,1
2015-06-18,17.459,17.467,17.0199,15.7712,15.151,UP,1
2015-06-19,17.501,17.493,17.1775,15.8411,15.1448,DOWN,0
2015-06-22,17.319,17.477,17.3029,15.9062,15.136,UP,1
2015-06-23,17.845,17.355,17.4969,15.9834,15.1328,DOWN,0
2015-06-24,17.678,17.799,17.5604,16.0604,15.1272,UP,1
2015-06-25,17.919,17.763,17.6524,16.1417,15.1239,DOWN,0
2015-06-26,17.806,17.926,17.7135,16.2222,15.1193,DOWN,0
2015-06-29,17.468,17.463,17.7432,16.2958,15.1132,UP,1
2015-06-30,17.884,17.653,17.7511,16.3798,15.1095,UP,1
2015-07-01,17.943,18.074,17.8041,16.4595,15.1146,UP,1
2015-07-02,18.668,18.68,17.9539,16.5402,15.121,DOWN,0
2015-07-06,18.648,18.592,18.1223,16.6217,15.1272,DOWN,0
2015-07-07,17.859,18.333,18.2004,16.6877,15.1285,DOWN,0
2015-07-08,16.997,17.288,18.0231,16.7189,15.1271,UP,1
2015-07-09,17.195,17.272,17.8733,16.7555,15.1297,UP,1
2015-07-10,17.277,17.481,17.5951,16.7911,15.1326,UP,1
2015-07-13,17.477,17.483,17.3609,16.8392,15.1359,UP,1
2015-07-14,17.71,17.473,17.3312,16.892,15.1422,DOWN,0
2015-07-15,17.543,17.783,17.4403,16.9355,15.1477,UP,1
2015-07-16,17.779,17.615,17.5571,16.9805,15.1548,UP,1
2015-07-17,18.311,18.167,17.7639,17.0395,15.1655,UP,1
2015-07-20,18.817,18.333,18.0319,17.1001,15.1795,DOWN,0
2015-07-21,17.785,18.003,18.0468,17.1403,15.1846,UP,1
2015-07-22,17.858,17.418,18.1099,17.1782,15.1888,DOWN,0
2015-07-23,17.813,17.977,18.1168,17.2081,15.191,DOWN,0
2015-07-24,17.694,17.825,17.9935,17.2377,15.193,DOWN,0
2015-07-27,16.867,17.495,17.6035,17.2496,15.1909,UP,1
2015-07-28,17.655,17.05,17.5775,17.2709,15.1935,DOWN,0
2015-07-29,17.588,17.618,17.5235,17.291,15.2025,UP,1
2015-07-30,17.786,17.513,17.518,17.3172,15.2165,DOWN,0
2015-07-31,17.743,17.84,17.5279,17.3463,15.2295,DOWN,0
2015-08-03,17.333,17.753,17.6209,17.3654,15.2396,UP,1
2015-08-04,17.752,17.334,17.6404,17.3902,15.253,UP,1
2015-08-05,18.009,17.572,17.7245,17.4204,15.2672,DOWN,0
2015-08-06,16.409,16.636,17.4491,17.4187,15.2724,DOWN,0
2015-08-07,16.167,16.239,17.1339,17.4068,15.2748,DOWN,0
2015-08-10,16.076,15.877,16.8825,17.3939,15.2781,DOWN,0
2015-08-11,15.825,15.81,16.4971,17.3778,15.2788,UP,1
2015-08-12,15.878,15.667,16.0709,17.3642,15.2798,UP,1
2015-08-13,16.167,15.991,16.0227,17.3556,15.2867,UP,1
2015-08-14,16.21,16.483,16.0312,17.3519,15.2869,UP,1
2015-08-17,16.999,17.037,16.2159,17.3597,15.2925,UP,1
2015-08-18,17.381,17.025,16.5272,17.3656,15.2999,DOWN,0
2015-08-19,17.017,17.355,16.7549,17.3646,15.3044,DOWN,0
2015-08-20,16.145,16.804,16.7505,17.3532,15.3042,DOWN,0
2015-08-21,15.385,15.733,16.5855,17.3257,15.3015,DOWN,0
2015-08-24,14.591,13.519,16.1039,17.2833,15.2975,UP,1
2015-08-25,14.669,15.368,15.5613,17.2428,15.2904,UP,1
2015-08-26,14.989,15.195,15.1559,17.2051,15.2853,UP,1
2015-08-27,16.199,15.4,15.1667,17.1819,15.2857,UP,1
2015-08-28,16.565,16.124,15.4028,17.164,15.2848,UP,1
2015-08-31,16.604,16.375,15.8053,17.1461,15.2848,DOWN,0
2015-09-01,15.909,16.023,16.0533,17.1178,15.2804,UP,1
2015-09-02,16.513,16.353,16.358,17.0912,15.2768,DOWN,0
2015-09-03,16.371,16.804,16.3924,17.0651,15.2739,DOWN,0
2015-09-04,16.129,16.059,16.3051,17.0293,15.2687,UP,1
2015-09-08,16.545,16.337,16.2932,17.004,15.2688,UP,1
2015-09-09,16.594,16.803,16.4303,16.9865,15.2689,DOWN,0
2015-09-10,16.565,16.482,16.4408,16.9602,15.2708,UP,1
2015-09-11,16.683,16.509,16.5031,16.935,15.272,UP,1
2015-09-14,16.879,16.74,16.6532,16.8992,15.2737,UP,1
2015-09-15,16.905,16.85,16.7252,16.8643,15.2754,UP,1
2015-09-16,17.483,16.869,16.9031,16.8568,15.2813,DOWN,0
2015-09-17,17.471,17.597,17.0843,16.8663,15.2914,DOWN,0
2015-09-18,17.375,17.197,17.2227,16.8699,15.3012,UP,1
2015-09-21,17.613,17.599,17.3695,16.8766,15.3128,DOWN,0
2015-09-22,17.396,17.269,17.4677,16.875,15.3237,UP,1
2015-09-23,17.404,17.463,17.4519,16.8689,15.3361,UP,1
2015-09-24,17.541,17.302,17.4659,16.8689,15.3524,DOWN,0
2015-09-25,17.127,17.774,17.4164,16.8558,15.3657,DOWN,0
2015-09-28,16.562,17.157,17.2061,16.8209,15.3786,DOWN,0
2015-09-29,16.443,16.697,17.0156,16.7734,15.3912,UP,1
2015-09-30,16.56,16.8,16.8468,16.7489,15.405,DOWN,0
2015-10-01,15.992,16.501,16.5369,16.7116,15.4169,UP,1
2015-10-02,16.505,15.707,16.4124,16.6854,15.4335,DOWN,0
2015-10-05,16.41,16.589,16.382,16.6597,15.447,DOWN,0
2015-10-06,16.097,16.0,16.3128,16.6443,15.4547,DOWN,0
2015-10-07,15.464,15.775,16.0936,16.6005,15.4589,DOWN,0
2015-10-08,15.115,15.339,15.9181,16.551,15.4603,DOWN,0
2015-10-09,14.713,14.729,15.5597,16.4896,15.4602,DOWN,0
2015-10-12,14.372,14.866,15.1521,16.4221,15.458,UP,1
2015-10-13,14.617,14.219,14.856,16.3678,15.4551,DOWN,0
2015-10-14,14.459,14.711,14.6549,16.3019,15.4522,UP,1
2015-10-15,14.754,14.429,14.5828,16.2369,15.4519,UP,1
2015-10-16,15.134,14.869,14.6671,16.2114,15.4534,UP,1
2015-10-19,15.207,15.1,14.834,16.1921,15.4563,DOWN,0
2015-10-20,14.202,15.181,14.7511,16.1547,15.4573,DOWN,0
2015-10-21,14.006,14.133,14.6605,16.1183,15.4569,UP,1
2015-10-22,14.115,14.104,14.5327,16.083,15.4572,DOWN,0
2015-10-23,13.939,14.333,14.2937,16.0385,15.4567,UP,1
2015-10-26,14.351,14.092,14.1225,16.0013,15.4595,DOWN,0
2015-10-27,14.023,14.323,14.0868,15.9418,15.4622,UP,1
2015-10-28,14.197,14.087,14.1251,15.8781,15.4651,DOWN,0
2015-10-29,14.109,14.117,14.1239,15.8199,15.4715,DOWN,0
2015-10-30,13.795,14.027,14.0951,15.7729,15.4765,UP,1
2015-11-02,14.253,13.928,14.0755,15.7503,15.4834,DOWN,0
2015-11-03,13.89,14.257,14.0488,15.7363,15.4889,UP,1
2015-11-04,15.442,15.133,14.2977,15.7517,15.5005,UP,1
2015-11-05,15.451,15.372,14.5663,15.761,15.5106,UP,1
2015-11-06,15.491,15.38,14.9053,15.7468,15.5209,DOWN,0
2015-11-09,15.022,15.533,15.0592,15.7159,15.5272,DOWN,0
2015-11-10,14.433,14.899,15.1679,15.6725,15.5307,UP,1
2015-11-11,14.605,14.518,15.0005,15.6464,15.5373,DOWN,0
2015-11-12,14.196,14.523,14.7495,15.6001,15.5399,DOWN,0
2015-11-13,13.813,14.197,14.4139,15.5489,15.5411,UP,1
2015-11-16,14.287,13.739,14.2669,15.5121,15.5422,DOWN,0
2015-11-17,14.267,14.347,14.2336,15.4665,15.5407,UP,1
2015-11-18,14.738,14.3,14.2601,15.4294,15.5416,UP,1
2015-11-19,14.787,14.703,14.3783,15.3939,15.5418,DOWN,0
2015-11-20,14.667,14.899,14.5492,15.3535,15.5427,DOWN,0
