ticker,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-04-07,1.816,1.79,1.7723,1.5928,,DOWN,0
2011-04-08,1.766,1.839,1.77,1.5949,,DOWN,0
2011-04-11,1.685,1.765,1.7625,1.5966,1.5792,DOWN,0
2011-04-12,1.643,1.672,1.7352,1.5973,1.5817,UP,1
2011-04-13,1.662,1.675,1.7144,1.5986,1.5821,UP,1
2011-04-14,1.676,1.658,1.6864,1.6002,1.5825,UP,1
2011-04-15,1.705,1.71,1.6743,1.6028,1.5837,DOWN,0
2011-04-18,1.669,1.675,1.6711,1.6049,1.5857,UP,1
2011-04-19,1.677,1.684,1.6779,1.6077,1.5887,UP,1
2011-04-20,1.717,1.713,1.6888,1.6094,1.592,UP,1
2011-04-21,1.783,1.723,1.7101,1.6141,1.5951,DOWN,0
2011-04-25,1.759,1.78,1.7209,1.6183,1.5981,UP,1
2011-04-26,1.795,1.777,1.7463,1.6233,1.6014,UP,1
2011-04-27,1.805,1.795,1.7719,1.6286,1.6044,UP,1
2011-04-28,1.844,1.805,1.7973,1.635,1.607,DOWN,0
2011-04-29,1.84,1.846,1.8088,1.6388,1.6096,DOWN,0
2011-05-02,1.83,1.84,1.8229,1.644,1.6118,DOWN,0
2011-05-03,1.791,1.825,1.8221,1.6489,1.6135,DOWN,0
2011-05-04,1.779,1.785,1.8169,1.6553,1.6156,DOWN,0
2011-05-05,1.763,1.813,1.8007,1.6615,1.6177,UP,1
2011-05-06,1.808,1.793,1.7943,1.6676,1.6197,UP,1
2011-05-09,1.861,1.8,1.8004,1.6733,1.6219,UP,1
2011-05-10,1.889,1.883,1.8199,1.6792,1.6244,DOWN,0
2011-05-11,1.805,1.88,1.8249,1.6834,1.6266,UP,1
2011-05-12,1.845,1.805,1.8413,1.6883,1.6289,DOWN,0
2011-05-13,1.837,1.867,1.8471,1.6925,1.6313,DOWN,0
2011-05-16,1.773,1.866,1.8296,1.6947,1.6335,DOWN,0
2011-05-17,1.731,1.8,1.798,1.6961,1.6352,UP,1
2011-05-18,1.757,1.74,1.7884,1.6983,1.6366,UP,1
2011-05-19,1.88,1.802,1.7955,1.703,1.639,DOWN,0
2011-05-20,1.865,1.884,1.8011,1.7083,1.6415,DOWN,0
2011-05-23,1.788,1.841,1.804,1.7119,1.6439,DOWN,0
2011-05-24,1.781,1.801,1.8141,1.7166,1.6462,UP,1
2011-05-25,1.932,1.793,1.8492,1.7246,1.6496,UP,1
2011-05-26,1.965,1.921,1.8663,1.7335,1.6534,UP,1
2011-05-27,1.97,1.969,1.8873,1.7425,1.6574,UP,1
2011-05-31,2.009,1.979,1.9316,1.752,1.6613,DOWN,0
2011-06-01,1.901,2.0,1.9556,1.7598,1.6646,UP,1
2011-06-02,1.917,1.901,1.9526,1.7685,1.6678,UP,1
2011-06-03,2.009,1.997,1.9613,1.7791,1.6716,DOWN,0
2011-06-06,1.913,2.007,1.95,1.7876,1.6749,DOWN,0
2011-06-07,1.891,1.929,1.9264,1.7951,1.678,DOWN,0
2011-06-08,1.808,1.896,1.9077,1.8002,1.6803,UP,1
2011-06-09,1.841,1.829,1.8925,1.8052,1.6831,UP,1
2011-06-10,1.857,1.835,1.8623,1.8107,1.6858,UP,1
2011-06-13,1.895,1.871,1.8587,1.8116,1.6887,UP,1
2011-06-14,1.907,1.903,1.8617,1.8142,1.6916,DOWN,0
2011-06-15,1.821,1.896,1.8644,1.8162,1.6941,DOWN,0
2011-06-16,1.767,1.845,1.8495,1.8159,1.6965,DOWN,0
2011-06-17,1.767,1.791,1.8313,1.8159,1.6985,DOWN,0
2011-06-20,1.734,1.753,1.7991,1.8143,1.7001,UP,1
2011-06-21,1.835,1.749,1.7848,1.8157,1.7023,DOWN,0
2011-06-22,1.814,1.825,1.7833,1.8182,1.7045,UP,1
2011-06-23,1.847,1.813,1.7995,1.8223,1.7068,DOWN,0
2011-06-24,1.838,1.843,1.8137,1.8258,1.7091,DOWN,0
2011-06-27,1.831,1.849,1.833,1.8289,1.7115,UP,1
2011-06-28,1.874,1.853,1.8407,1.8323,1.714,UP,1
2011-06-29,1.886,1.9,1.8551,1.8367,1.7163,UP,1
2011-06-30,1.942,1.9,1.8741,1.8419,1.7187,DOWN,0
2011-07-01,1.935,1.938,1.8935,1.8463,1.7214,UP,1
2011-07-05,1.943,1.935,1.9159,1.8495,1.7244,DOWN,0
2011-07-06,1.931,1.943,1.9272,1.8529,1.727,UP,1
2011-07-07,1.982,1.943,1.9464,1.8567,1.73,DOWN,0
2011-07-08,1.921,1.993,1.9421,1.859,1.733,DOWN,0
2011-07-11,1.89,1.893,1.9332,1.8599,1.7359,DOWN,0
2011-07-12,1.878,1.891,1.9203,1.8607,1.7386,UP,1
2011-07-13,1.909,1.895,1.916,1.8622,1.7413,DOWN,0
2011-07-14,1.841,1.902,1.8877,1.8632,1.7434,DOWN,0
2011-07-15,1.839,1.853,1.8713,1.8644,1.7452,DOWN,0
2011-07-18,1.815,1.823,1.8564,1.8655,1.7475,UP,1
2011-07-19,1.859,1.839,1.8527,1.8665,1.75,UP,1
2011-07-20,1.913,1.867,1.8533,1.8675,1.7525,DOWN,0
2011-07-21,1.913,1.927,1.8679,1.868,1.755,UP,1
2011-07-22,1.953,1.913,1.8907,1.871,1.758,DOWN,0
2011-07-25,1.899,1.934,1.9075,1.8721,1.7607,DOWN,0
2011-07-26,1.867,1.887,1.9089,1.8727,1.7632,DOWN,0
2011-07-27,1.843,1.9,1.8949,1.8741,1.7657,UP,1
2011-07-28,1.878,1.84,1.8879,1.877,1.7683,DOWN,0
2011-07-29,1.878,1.853,1.8729,1.8794,1.7709,UP,1
2011-08-01,1.918,1.911,1.8767,1.8802,1.7735,DOWN,0
2011-08-02,1.823,1.913,1.8679,1.8794,1.7758,DOWN,0
2011-08-03,1.813,1.833,1.862,1.8799,1.7781,DOWN,0
2011-08-04,1.65,1.767,1.8164,1.8772,1.7797,DOWN,0
2011-08-05,1.616,1.666,1.764,1.8709,1.7809,DOWN,0
2011-08-08,1.576,1.54,1.6956,1.8631,1.7818,UP,1
2011-08-09,1.671,1.61,1.6652,1.8571,1.7833,DOWN,0
2011-08-10,1.588,1.696,1.6201,1.8487,1.7843,UP,1
2011-08-11,1.687,1.603,1.6275,1.8444,1.7856,UP,1
2011-08-12,1.754,1.707,1.6551,1.8412,1.7874,DOWN,0
2011-08-15,1.749,1.775,1.6896,1.836,1.789,DOWN,0
2011-08-16,1.74,1.742,1.7035,1.8325,1.7905,DOWN,0
2011-08-17,1.722,1.759,1.7303,1.8291,1.7919,DOWN,0
2011-08-18,1.617,1.667,1.7164,1.8253,1.7929,DOWN,0
2011-08-19,1.487,1.591,1.6629,1.8182,1.7931,DOWN,0
2011-08-22,1.463,1.541,1.6059,1.8103,1.7921,UP,1
2011-08-23,1.531,1.462,1.564,1.803,1.7916,UP,1
2011-08-24,1.591,1.54,1.5379,1.7967,1.7913,DOWN,0
2011-08-25,1.541,1.591,1.5225,1.7911,1.7908,UP,1
2011-08-26,1.582,1.514,1.5416,1.7874,1.7889,UP,1
2011-08-29,1.647,1.615,1.5784,1.785,1.7878,DOWN,0
2011-08-30,1.642,1.633,1.6007,1.7832,1.786,UP,1
2011-08-31,1.649,1.653,1.6123,1.7795,1.784,DOWN,0
2011-09-01,1.6,1.644,1.6241,1.7752,1.7821,DOWN,0
2011-09-02,1.538,1.577,1.6153,1.769,1.78,DOWN,0
2011-09-06,1.529,1.5,1.5917,1.7628,1.7777,UP,1
2011-09-07,1.589,1.559,1.5812,1.758,1.7753,DOWN,0
2011-09-08,1.574,1.572,1.5661,1.752,1.772,DOWN,0
2011-09-09,1.531,1.558,1.5524,1.7449,1.7682,DOWN,0
2011-09-12,1.525,1.5,1.5499,1.7366,1.764,UP,1
2011-09-13,1.605,1.534,1.5651,1.73,1.7602,UP,1
2011-09-14,1.623,1.617,1.5717,1.7236,1.7569,UP,1
2011-09-15,1.655,1.639,1.5879,1.7181,1.7534,UP,1
2011-09-16,1.72,1.652,1.6256,1.7128,1.7505,DOWN,0
2011-09-19,1.718,1.663,1.6641,1.7088,1.7483,UP,1
2011-09-20,1.734,1.732,1.6899,1.7057,1.7465,DOWN,0
2011-09-21,1.723,1.73,1.71,1.7026,1.745,DOWN,0
2011-09-22,1.709,1.709,1.7208,1.6986,1.7431,UP,1
2011-09-23,1.759,1.699,1.7285,1.6969,1.7411,DOWN,0
2011-09-26,1.701,1.768,1.7252,1.6942,1.7389,UP,1
2011-09-27,1.746,1.733,1.7276,1.6928,1.7371,DOWN,0
2011-09-28,1.639,1.733,1.7108,1.6884,1.7351,DOWN,0
2011-09-29,1.608,1.715,1.6907,1.6823,1.7336,UP,1
2011-09-30,1.626,1.653,1.6641,1.6765,1.7319,DOWN,0
2011-10-03,1.582,1.663,1.6403,1.6691,1.7295,DOWN,0
2011-10-04,1.577,1.553,1.6065,1.6627,1.727,UP,1
2011-10-05,1.691,1.602,1.6169,1.6592,1.7249,UP,1
2011-10-06,1.797,1.691,1.6548,1.6583,1.7231,UP,1
2011-10-07,1.799,1.799,1.6895,1.6567,1.7212,UP,1
2011-10-10,1.859,1.821,1.7448,1.6563,1.7205,DOWN,0
2011-10-11,1.841,1.834,1.7975,1.6548,1.7212,UP,1
2011-10-12,1.853,1.817,1.8299,1.6554,1.7216,UP,1
2011-10-13,1.863,1.842,1.8429,1.6564,1.7217,UP,1
2011-10-14,1.87,1.867,1.8571,1.6608,1.7222,DOWN,0
2011-10-17,1.828,1.857,1.8509,1.665,1.7225,UP,1
2011-10-18,1.889,1.82,1.8607,1.6713,1.7231,DOWN,0
2011-10-19,1.838,1.868,1.8576,1.6746,1.7234,DOWN,0
2011-10-20,1.823,1.829,1.8496,1.6793,1.7235,UP,1
2011-10-21,1.869,1.827,1.8493,1.683,1.7236,UP,1
2011-10-24,1.903,1.858,1.8644,1.6859,1.7237,DOWN,0
2011-10-25,1.883,1.882,1.8632,1.6886,1.7236,DOWN,0
2011-10-26,1.865,1.879,1.8687,1.6911,1.724,UP,1
2011-10-27,1.917,1.889,1.8876,1.6951,1.7246,UP,1
2011-10-28,1.991,1.9,1.9121,1.7025,1.7258,DOWN,0
2011-10-31,1.958,1.967,1.9231,1.712,1.727,DOWN,0
2011-11-01,1.925,1.893,1.9315,1.7212,1.7281,DOWN,0
2011-11-02,1.914,1.933,1.9412,1.7289,1.7296,UP,1
2011-11-03,2.164,2.0,1.9905,1.7403,1.7329,DOWN,0
2011-11-04,2.154,2.097,2.0231,1.7526,1.736,DOWN,0
2011-11-07,2.085,2.109,2.0484,1.7626,1.7383,UP,1
2011-11-08,2.123,2.091,2.0879,1.7721,1.7406,DOWN,0
2011-11-09,2.059,2.058,2.1168,1.7805,1.7427,UP,1
2011-11-10,2.089,2.063,2.1017,1.7893,1.7448,UP,1
2011-11-11,2.243,2.127,2.1195,1.8021,1.748,DOWN,0
2011-11-14,2.215,2.2,2.1455,1.8157,1.7511,UP,1
2011-11-15,2.262,2.195,2.1733,1.8303,1.7544,UP,1
2011-11-16,2.329,2.232,2.2275,1.8451,1.7581,DOWN,0
2011-11-17,2.245,2.3,2.2588,1.8585,1.7614,DOWN,0
2011-11-18,2.173,2.243,2.2449,1.8714,1.7645,DOWN,0
2011-11-21,2.117,2.163,2.2255,1.8832,1.7674,UP,1
2011-11-22,2.138,2.117,2.2007,1.8939,1.7699,DOWN,0
2011-11-23,2.097,2.117,2.1541,1.9033,1.7726,UP,1
2011-11-25,2.111,2.103,2.1272,1.9125,1.7755,UP,1
2011-11-28,2.171,2.133,2.1267,1.9215,1.7786,DOWN,0
2011-11-29,2.117,2.166,2.1265,1.9295,1.7815,UP,1
2011-11-30,2.183,2.167,2.1355,1.9384,1.7848,DOWN,0
2011-12-01,2.173,2.171,2.1508,1.9474,1.7874,UP,1
2011-12-02,2.22,2.189,2.1727,1.9577,1.7906,UP,1
2011-12-05,2.295,2.235,2.1975,1.9684,1.7944,UP,1
2011-12-06,2.325,2.28,2.2391,1.9808,1.7987,DOWN,0
2011-12-07,2.279,2.309,2.2584,1.9915,1.8028,DOWN,0
2011-12-08,2.059,2.056,2.2356,1.9999,1.8056,UP,1
2011-12-09,2.069,2.036,2.2055,2.0091,1.8081,DOWN,0
2011-12-12,2.027,2.029,2.152,2.0172,1.8102,DOWN,0
2011-12-13,1.963,2.038,2.0797,2.0248,1.8121,DOWN,0
2011-12-14,1.902,1.967,2.0043,2.0313,1.8136,UP,1
2011-12-15,1.908,1.911,1.974,2.0356,1.815,DOWN,0
2011-12-16,1.867,1.919,1.9335,2.037,1.816,DOWN,0
2011-12-19,1.85,1.873,1.898,2.038,1.817,UP,1
2011-12-20,1.86,1.87,1.8773,2.038,1.818,DOWN,0
2011-12-21,1.838,1.861,1.8645,2.038,1.819,UP,1
2011-12-22,1.851,1.84,1.8532,2.0379,1.8202,UP,1
2011-12-23,1.86,1.867,1.8519,2.0379,1.8215,UP,1
2011-12-27,1.905,1.844,1.8628,2.0386,1.8233,DOWN,0
2011-12-28,1.901,1.933,1.8709,2.04,1.8251,UP,1
2011-12-29,1.915,1.906,1.8864,2.0406,1.8271,DOWN,0
2011-12-30,1.904,1.899,1.8969,2.0419,1.829,DOWN,0
2012-01-03,1.872,1.929,1.8993,2.0429,1.8307,DOWN,0
2012-01-04,1.847,1.881,1.8879,2.0424,1.8324,DOWN,0
2012-01-05,1.808,1.851,1.8693,2.0405,1.834,DOWN,0
2012-01-06,1.794,1.813,1.8451,2.0387,1.8356,UP,1
2012-01-09,1.817,1.8,1.8276,2.0378,1.8372,UP,1
2012-01-10,1.841,1.829,1.8215,2.0363,1.8389,UP,1
2012-01-11,1.882,1.841,1.8284,2.0341,1.8405,UP,1
2012-01-12,1.883,1.899,1.8435,2.0326,1.842,DOWN,0
2012-01-13,1.519,1.893,1.7885,2.0245,1.8417,UP,1
2012-01-17,1.773,1.775,1.7799,2.0216,1.8413,UP,1
2012-01-18,1.787,1.779,1.7691,2.0141,1.8413,DOWN,0
2012-01-19,1.784,1.813,1.7495,2.0067,1.8416,DOWN,0
2012-01-20,1.773,1.793,1.7275,2.0005,1.8416,UP,1
2012-01-23,1.785,1.787,1.7805,1.9937,1.8417,UP,1
2012-01-24,1.828,1.775,1.7915,1.9891,1.8418,UP,1
2012-01-25,1.865,1.818,1.8069,1.9846,1.8423,UP,1
2012-01-26,1.929,1.871,1.836,1.9784,1.8435,UP,1
2012-01-27,1.955,1.9,1.8724,1.9732,1.845,UP,1
2012-01-30,1.971,1.966,1.9097,1.9674,1.8466,DOWN,0
2012-01-31,1.938,1.993,1.9317,1.9595,1.8479,UP,1
2012-02-01,1.972,1.938,1.9532,1.9541,1.8492,UP,1
2012-02-02,2.017,1.981,1.9707,1.9509,1.851,UP,1
2012-02-03,2.077,2.027,1.9949,1.9501,1.853,UP,1
2012-02-06,2.12,2.073,2.0247,1.9498,1.855,DOWN,0
2012-02-07,2.107,2.12,2.0584,1.95,1.8566,UP,1
2012-02-08,2.129,2.107,2.0897,1.9503,1.8585,UP,1
2012-02-09,2.172,2.133,2.1208,1.9503,1.8603,DOWN,0
2012-02-10,2.073,2.151,2.1201,1.9495,1.8617,UP,1
2012-02-13,2.099,2.103,2.116,1.9478,1.863,UP,1
2012-02-14,2.211,2.116,2.1369,1.9486,1.8648,UP,1
2012-02-15,2.24,2.207,2.1592,1.949,1.8669,UP,1
2012-02-16,2.279,2.233,2.1805,1.9487,1.8693,UP,1
2012-02-17,2.331,2.266,2.2321,1.9488,1.8721,DOWN,0
2012-02-21,2.3,2.325,2.2723,1.9492,1.8747,DOWN,0
2012-02-22,2.281,2.3,2.2863,1.9536,1.8771,UP,1
2012-02-23,2.302,2.266,2.2987,1.9583,1.8793,DOWN,0
2012-02-24,2.25,2.282,2.2929,1.9627,1.8811,DOWN,0
2012-02-27,2.241,2.227,2.2749,1.9683,1.8833,UP,1
2012-02-28,2.254,2.243,2.2657,1.9753,1.8854,DOWN,0
2012-02-29,2.227,2.254,2.2549,1.9817,1.8873,UP,1
2012-03-01,2.294,2.234,2.2533,1.9903,1.8899,DOWN,0
2012-03-02,2.269,2.293,2.2572,1.9987,1.8926,DOWN,0
2012-03-05,2.251,2.29,2.2592,2.0065,1.8951,DOWN,0
2012-03-06,2.207,2.217,2.2499,2.0139,1.8967,UP,1
2012-03-07,2.208,2.208,2.246,2.021,1.8984,DOWN,0
2012-03-08,2.205,2.207,2.2281,2.0279,1.9005,UP,1
2012-03-09,2.316,2.213,2.2375,2.0361,1.9032,UP,1
2012-03-12,2.401,2.313,2.2673,2.0461,1.9055,UP,1
2012-03-13,2.406,2.434,2.3071,2.0559,1.9077,DOWN,0
2012-03-14,2.353,2.4,2.336,2.0649,1.9096,DOWN,0
2012-03-15,2.333,2.352,2.3617,2.0741,1.9113,UP,1
2012-03-16,2.355,2.327,2.3695,2.0843,1.9135,DOWN,0
2012-03-19,2.332,2.351,2.3557,2.0948,1.9156,DOWN,0
2012-03-20,2.331,2.332,2.3407,2.1055,1.9172,UP,1
2012-03-21,2.343,2.329,2.3388,2.116,1.9194,DOWN,0
2012-03-22,2.293,2.331,2.3308,2.1251,1.9214,DOWN,0
2012-03-23,2.272,2.284,2.3143,2.1329,1.9237,UP,1
2012-03-26,2.493,2.373,2.3465,2.1451,1.927,UP,1
2012-03-27,2.529,2.477,2.3863,2.1653,1.9303,DOWN,0
2012-03-28,2.523,2.519,2.4223,2.1803,1.9335,DOWN,0
2012-03-29,2.489,2.546,2.4613,2.1943,1.9364,DOWN,0
2012-03-30,2.483,2.501,2.5035,2.2083,1.9397,DOWN,0
2012-04-02,2.439,2.489,2.4925,2.2216,1.943,UP,1
2012-04-03,2.534,2.447,2.4935,2.2366,1.9469,DOWN,0
2012-04-04,2.333,2.351,2.4555,2.2467,1.9499,DOWN,0
2012-04-05,2.299,2.34,2.4175,2.2554,1.9522,DOWN,0
2012-04-09,2.21,2.273,2.3629,2.261,1.9542,DOWN,0
2012-04-10,2.164,2.21,2.308,2.2651,1.9557,UP,1
2012-04-11,2.206,2.216,2.2424,2.2698,1.9576,UP,1
2012-04-12,2.229,2.251,2.2216,2.2757,1.9596,UP,1
2012-04-13,2.239,2.263,2.2097,2.281,1.9614,DOWN,0
2012-04-16,2.15,2.227,2.1977,2.2837,1.9627,DOWN,0
2012-04-17,2.149,2.162,2.1948,2.2851,1.9638,UP,1
2012-04-18,2.177,2.139,2.1891,2.2863,1.965,UP,1
2012-04-19,2.211,2.183,2.1853,2.2884,1.9663,DOWN,0
2012-04-20,2.211,2.209,2.1796,2.29,1.9677,DOWN,0
2012-04-23,2.129,2.191,2.1755,2.2891,1.9685,DOWN,0
2012-04-24,2.121,2.121,2.1699,2.2901,1.9695,UP,1
2012-04-25,2.194,2.138,2.1732,2.292,1.971,UP,1
2012-04-26,2.233,2.197,2.1776,2.2924,1.9728,DOWN,0
2012-04-27,2.223,2.24,2.18,2.2921,1.9743,DOWN,0
2012-04-30,2.209,2.218,2.1959,2.2907,1.9762,UP,1
2012-05-01,2.252,2.209,2.222,2.2891,1.9782,UP,1
2012-05-02,2.263,2.233,2.2357,2.2883,1.9805,DOWN,0
2012-05-03,2.164,2.261,2.222,2.286,1.982,DOWN,0
2012-05-04,2.122,2.155,2.2019,2.2824,1.983,UP,1
2012-05-07,2.165,2.131,2.1931,2.2807,1.9843,DOWN,0
2012-05-08,2.013,2.167,2.1452,2.2761,1.9846,DOWN,0
2012-05-09,2.004,2.02,2.0935,2.2711,1.9851,UP,1
2012-05-10,2.197,2.198,2.1001,2.2705,1.9868,DOWN,0
2012-05-11,2.15,2.166,2.1057,2.2676,1.9883,DOWN,0
2012-05-14,2.004,2.128,2.0736,2.2623,1.9889,DOWN,0
2012-05-15,1.962,2.017,2.0635,2.2565,1.9894,DOWN,0
2012-05-16,1.945,1.972,2.0517,2.2513,1.9895,DOWN,0
2012-05-17,1.905,1.953,1.9932,2.2452,1.9899,DOWN,0
2012-05-18,1.837,1.891,1.9307,2.2379,1.99,UP,1
2012-05-21,1.918,1.839,1.9135,2.2299,1.9914,UP,1
2012-05-22,2.053,2.007,1.9316,2.223,1.9935,UP,1
2012-05-23,2.068,2.037,1.9561,2.2162,1.996,DOWN,0
2012-05-24,2.021,2.083,1.9795,2.2096,1.9978,DOWN,0
2012-05-25,1.987,2.011,2.0095,2.2027,1.9998,UP,1
2012-05-29,2.113,2.001,2.0484,2.1978,2.0019,DOWN,0
2012-05-30,2.027,2.072,2.0433,2.1917,2.0032,DOWN,0
2012-05-31,1.967,2.005,2.0231,2.1845,2.0043,DOWN,0
2012-06-01,1.877,1.902,1.9941,2.1751,2.005,DOWN,0
2012-06-04,1.859,1.869,1.9684,2.1664,2.0057,UP,1
2012-06-05,1.861,1.856,1.918,2.1582,2.0069,UP,1
2012-06-06,1.948,1.88,1.9021,2.1473,2.0092,DOWN,0
2012-06-07,1.929,1.987,1.8945,2.1353,2.0116,UP,1
2012-06-08,2.005,1.924,1.9203,2.1249,2.0139,DOWN,0
2012-06-11,1.941,2.021,1.9368,2.114,2.0157,UP,1
2012-06-12,1.977,1.949,1.9601,2.1039,2.0179,UP,1
2012-06-13,1.985,1.97,1.9675,2.0948,2.0199,DOWN,0
2012-06-14,1.959,2.012,1.9736,2.0833,2.0214,UP,1
2012-06-15,1.994,1.959,1.9713,2.0765,2.0232,UP,1
2012-06-18,2.123,1.996,2.0076,2.073,2.0256,UP,1
2012-06-19,2.139,2.135,2.04,2.0716,2.0283,UP,1
2012-06-20,2.252,2.233,2.0935,2.0733,2.0318,DOWN,0
2012-06-21,2.146,2.284,2.1308,2.0721,2.0349,UP,1
2012-06-22,2.252,2.173,2.1825,2.0726,2.0382,DOWN,0
2012-06-25,2.207,2.263,2.1994,2.072,2.0414,DOWN,0
2012-06-26,2.107,2.137,2.193,2.0711,2.0443,UP,1
2012-06-27,2.131,2.127,2.1687,2.0707,2.0473,DOWN,0
2012-06-28,2.094,2.127,2.1583,2.0691,2.0497,DOWN,0
2012-06-29,2.086,2.187,2.1251,2.0666,2.0521,DOWN,0
2012-07-02,2.027,2.09,2.0889,2.0629,2.0539,UP,1
2012-07-03,2.044,2.04,2.0763,2.0612,2.0555,UP,1
2012-07-05,2.082,2.054,2.0665,2.0604,2.0574,DOWN,0
2012-07-06,2.066,2.066,2.0609,2.0578,2.059,UP,1
2012-07-09,2.099,2.063,2.0636,2.0552,2.0609,DOWN,0
2012-07-10,2.085,2.103,2.0752,2.0524,2.0628,UP,1
2012-07-11,2.101,2.105,2.0865,2.0502,2.0645,UP,1
2012-07-12,2.18,2.086,2.1061,2.0488,2.0669,UP,1
2012-07-13,2.283,2.198,2.1496,2.0492,2.0696,UP,1
2012-07-16,2.397,2.288,2.2092,2.0539,2.0734,DOWN,0
2012-07-17,2.223,2.333,2.2369,2.0559,2.0764,DOWN,0
2012-07-18,2.143,2.095,2.2455,2.0555,2.079,UP,1
2012-07-19,2.151,2.181,2.2397,2.0583,2.0819,DOWN,0
2012-07-20,2.119,2.138,2.2069,2.0606,2.0846,DOWN,0
2012-07-23,2.044,2.07,2.1363,2.0575,2.0863,DOWN,0
2012-07-24,1.989,2.044,2.0895,2.0543,2.0873,DOWN,0
2012-07-25,1.93,1.995,2.0468,2.0528,2.088,DOWN,0
2012-07-26,1.875,1.993,1.9916,2.0511,2.088,UP,1
2012-07-27,1.967,1.914,1.9612,2.0515,2.0887,DOWN,0
2012-07-30,1.823,1.967,1.9171,2.0499,2.0885,UP,1
2012-07-31,1.828,1.836,1.8848,2.0497,2.0883,DOWN,0
2012-08-01,1.75,1.866,1.8488,2.0463,2.0877,DOWN,0
2012-08-02,1.74,1.789,1.8217,2.0401,2.0873,UP,1
2012-08-03,1.818,1.793,1.7919,2.0351,2.087,UP,1
2012-08-06,1.885,1.837,1.8041,2.0324,2.0872,UP,1
2012-08-07,2.017,1.918,1.8419,2.0329,2.0882,DOWN,0
2012-08-08,1.939,1.993,1.8797,2.0295,2.0885,UP,1
2012-08-09,1.961,1.968,1.9239,2.0281,2.0888,UP,1
2012-08-10,1.996,1.954,1.9595,2.0287,2.0894,UP,1
2012-08-13,2.078,1.979,1.9981,2.0328,2.0904,DOWN,0
2012-08-14,1.961,2.05,1.9871,2.0348,2.0906,DOWN,0
2012-08-15,1.96,1.959,1.9912,2.0368,2.0905,UP,1
2012-08-16,2.02,1.969,2.0031,2.0382,2.0908,DOWN,0
2012-08-17,2.001,2.019,2.004,2.0397,2.0912,DOWN,0
2012-08-20,1.967,2.01,1.9819,2.0389,2.0914,DOWN,0
2012-08-21,1.941,1.972,1.9777,2.0389,2.0903,UP,1
2012-08-22,1.997,1.934,1.9851,2.0393,2.0895,UP,1
2012-08-23,2.049,2.0,1.9908,2.0406,2.0894,DOWN,0
2012-08-24,1.967,2.004,1.984,2.0407,2.0886,DOWN,0
2012-08-27,1.888,1.971,1.9681,2.0386,2.0877,UP,1
2012-08-28,1.913,1.893,1.9625,2.0344,2.0868,DOWN,0
2012-08-29,1.894,1.899,1.942,2.0295,2.0851,DOWN,0
2012-08-30,1.894,1.907,1.9111,2.0223,2.0835,UP,1
2012-08-31,1.901,1.907,1.898,2.0174,2.0817,DOWN,0
2012-09-04,1.876,1.901,1.8956,2.0099,2.0794,DOWN,0
2012-09-05,1.863,1.867,1.8856,2.003,2.0775,UP,1
2012-09-06,1.903,1.867,1.8875,1.9989,2.0762,UP,1
2012-09-07,1.957,1.903,1.9,1.9955,2.0754,DOWN,0
2012-09-10,1.825,1.947,1.8847,1.9901,2.0738,UP,1
2012-09-11,1.853,1.851,1.8801,1.9854,2.0726,UP,1
2012-09-12,1.885,1.86,1.8847,1.9826,2.0714,UP,1
2012-09-13,1.965,1.905,1.8971,1.981,2.0704,UP,1
2012-09-14,2.026,2.0,1.9109,1.9799,2.07,UP,1
2012-09-17,2.169,2.157,1.9799,1.982,2.0699,DOWN,0
2012-09-18,2.089,2.125,2.0271,1.9818,2.0695,DOWN,0
2012-09-19,2.07,2.067,2.064,1.9815,2.0687,DOWN,0
2012-09-20,2.06,2.062,2.0829,1.9807,2.0676,DOWN,0
2012-09-21,2.001,2.073,2.078,1.9771,2.0659,UP,1
2012-09-24,2.044,1.967,2.0529,1.9723,2.0648,DOWN,0
2012-09-25,1.844,1.908,2.0039,1.9612,2.0637,DOWN,0
2012-09-26,1.836,1.844,1.9571,1.9535,2.0625,UP,1
2012-09-27,1.899,1.855,1.9249,1.9486,2.0619,UP,1
2012-09-28,1.952,1.915,1.9151,1.9446,2.0618,DOWN,0
2012-10-01,1.944,1.967,1.8951,1.9411,2.062,UP,1
2012-10-02,1.987,1.952,1.9236,1.94,2.0624,DOWN,0
2012-10-03,1.953,1.983,1.9471,1.9392,2.0629,UP,1
2012-10-04,1.96,2.0,1.9592,1.9398,2.0634,DOWN,0
2012-10-05,1.926,1.98,1.954,1.9409,2.0637,UP,1
2012-10-08,1.95,1.924,1.9552,1.9405,2.0643,DOWN,0
2012-10-09,1.891,1.941,1.9361,1.9419,2.0645,UP,1
2012-10-10,1.893,1.893,1.9241,1.9432,2.0647,DOWN,0
2012-10-11,1.888,1.929,1.9097,1.9459,2.0646,DOWN,0
2012-10-12,1.843,1.888,1.8931,1.948,2.0643,DOWN,0
2012-10-15,1.822,1.868,1.8675,1.9481,2.0638,UP,1
2012-10-16,1.871,1.845,1.8633,1.9478,2.0637,UP,1
2012-10-17,1.921,1.883,1.8689,1.9459,2.0639,DOWN,0
2012-10-18,1.869,1.933,1.8652,1.9445,2.064,DOWN,0
