ticker,GRMN US Equity,GRMN US Equity,GRMN US Equity,GRMN US Equity,GRMN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-09-14,33.21,32.98,33.098,32.2902,32.7055,UP,1
2011-09-15,33.64,33.62,33.17,32.2986,32.7289,UP,1
2011-09-16,33.73,33.66,33.356,32.2984,32.748,DOWN,0
2011-09-19,33.44,33.53,33.37,32.2952,32.7623,DOWN,0
2011-09-20,33.21,33.66,33.446,32.2908,32.7692,DOWN,0
2011-09-21,32.57,33.14,33.318,32.2814,32.7736,DOWN,0
2011-09-22,31.28,32.03,32.846,32.2478,32.7764,DOWN,0
2011-09-23,30.74,31.0,32.248,32.2136,32.7783,UP,1
2011-09-26,31.91,31.0,31.942,32.2072,32.7879,UP,1
2011-09-27,32.02,32.51,31.704,32.206,32.7968,DOWN,0
2011-09-28,31.46,32.19,31.482,32.1906,32.8016,UP,1
2011-09-29,31.83,31.96,31.592,32.1872,32.8041,DOWN,0
2011-09-30,31.77,31.39,31.798,32.1684,32.8068,DOWN,0
2011-10-03,30.6,31.78,31.536,32.126,32.8024,UP,1
2011-10-04,32.19,30.34,31.57,32.1186,32.8046,UP,1
2011-10-05,32.65,32.01,31.808,32.1144,32.8109,DOWN,0
2011-10-06,32.46,32.74,31.934,32.1206,32.8169,UP,1
2011-10-07,32.47,32.55,32.074,32.128,32.8264,UP,1
2011-10-10,33.39,32.92,32.632,32.1432,32.8416,UP,1
2011-10-11,33.66,33.39,32.926,32.1726,32.8577,DOWN,0
2011-10-12,33.47,33.98,33.09,32.2114,32.874,UP,1
2011-10-13,33.68,33.47,33.334,32.2678,32.8908,UP,1
2011-10-14,34.2,33.86,33.68,32.349,32.9069,UP,1
2011-10-17,34.24,34.07,33.85,32.3948,32.9231,UP,1
2011-10-18,34.64,34.2,34.046,32.4676,32.9403,DOWN,0
2011-10-19,34.5,34.69,34.252,32.5178,32.9574,DOWN,0
2011-10-20,34.42,34.65,34.4,32.5958,32.9722,UP,1
2011-10-21,34.61,34.79,34.482,32.67,32.9908,UP,1
2011-10-24,35.34,35.66,34.702,32.7504,33.0148,DOWN,0
2011-10-25,34.62,35.03,34.698,32.809,33.0356,UP,1
2011-10-26,34.7,34.92,34.738,32.8584,33.0552,UP,1
2011-10-27,34.8,35.16,34.814,32.9146,33.0747,UP,1
2011-10-28,35.09,34.8,34.91,32.9988,33.0964,DOWN,0
2011-10-31,34.39,34.8,34.72,33.0666,33.1141,DOWN,0
2011-11-01,34.19,33.88,34.634,33.118,33.1254,UP,1
2011-11-02,35.71,36.51,34.836,33.1902,33.1461,UP,1
2011-11-03,35.88,35.89,35.052,33.2646,33.1703,DOWN,0
2011-11-04,35.7,35.6,35.174,33.3458,33.1948,UP,1
2011-11-07,36.34,35.58,35.564,33.4178,33.2189,UP,1
2011-11-08,36.5,36.5,36.026,33.4808,33.2428,DOWN,0
2011-11-09,35.15,36.17,35.914,33.5138,33.2609,DOWN,0
2011-11-10,34.97,35.54,35.732,33.5426,33.2781,DOWN,0
2011-11-11,34.87,35.15,35.566,33.5912,33.2984,UP,1
2011-11-14,34.95,34.68,35.288,33.6502,33.319,UP,1
2011-11-15,35.65,34.84,35.118,33.7216,33.3433,DOWN,0
2011-11-16,35.39,35.35,35.166,33.7702,33.3673,DOWN,0
2011-11-17,35.2,35.42,35.212,33.8086,33.3899,DOWN,0
2011-11-18,35.13,35.07,35.264,33.8552,33.4059,DOWN,0
2011-11-21,34.97,34.82,35.268,33.8872,33.4208,DOWN,0
2011-11-22,34.73,34.96,35.084,33.9252,33.4322,DOWN,0
2011-11-23,34.58,34.6,34.922,33.9526,33.444,DOWN,0
2011-11-25,34.53,34.43,34.788,33.9704,33.4538,UP,1
2011-11-28,35.16,34.56,34.794,33.999,33.4642,UP,1
2011-11-29,35.6,35.0,34.92,34.0422,33.4797,UP,1
2011-11-30,36.59,36.14,35.292,34.1098,33.5,DOWN,0
2011-12-01,36.56,36.39,35.688,34.1896,33.5214,UP,1
2011-12-02,37.12,36.82,36.206,34.3064,33.5398,UP,1
2011-12-05,37.25,37.39,36.624,34.4366,33.561,DOWN,0
2011-12-06,37.04,37.38,36.912,34.5392,33.5855,UP,1
2011-12-07,37.06,36.99,37.006,34.64,33.609,UP,1
2011-12-08,37.25,36.8,37.144,34.7558,33.6329,UP,1
2011-12-09,37.9,37.37,37.3,34.8772,33.6566,UP,1
2011-12-12,37.96,37.89,37.442,35.001,33.6766,UP,1
2011-12-13,38.38,38.17,37.71,35.1566,33.7025,DOWN,0
2011-12-14,37.47,38.09,37.792,35.2622,33.723,DOWN,0
2011-12-15,37.34,37.56,37.81,35.356,33.7387,UP,1
2011-12-16,38.0,37.62,37.83,35.4668,33.7549,UP,1
2011-12-19,38.02,38.09,37.842,35.5778,33.7728,UP,1
2011-12-20,38.99,38.31,37.964,35.6898,33.7974,UP,1
2011-12-21,39.56,38.99,38.382,35.8078,33.8246,DOWN,0
2011-12-22,39.45,39.66,38.804,35.9274,33.8521,UP,1
2011-12-23,39.99,39.74,39.202,36.0536,33.8813,UP,1
2011-12-27,40.18,39.96,39.634,36.1732,33.9129,DOWN,0
2011-12-28,39.71,40.04,39.778,36.2826,33.9397,UP,1
2011-12-29,40.39,39.73,39.944,36.3976,33.9726,DOWN,0
2011-12-30,39.81,40.18,40.016,36.5038,34.0042,DOWN,0
2012-01-03,39.6,40.2,39.938,36.6074,34.0331,DOWN,0
2012-01-04,39.36,39.55,39.774,36.7024,34.0608,UP,1
2012-01-05,39.64,39.36,39.76,36.7884,34.0902,DOWN,0
2012-01-06,39.41,39.66,39.564,36.8842,34.1184,UP,1
2012-01-09,39.77,39.48,39.556,36.9856,34.1478,UP,1
2012-01-10,40.76,40.0,39.788,37.1048,34.181,UP,1
2012-01-11,41.07,40.9,40.13,37.2244,34.2169,DOWN,0
2012-01-12,40.8,41.07,40.362,37.3526,34.2502,DOWN,0
2012-01-13,40.67,40.58,40.614,37.4822,34.2836,UP,1
2012-01-17,40.8,40.83,40.82,37.584,34.3183,UP,1
2012-01-18,41.1,40.8,40.888,37.6884,34.3551,UP,1
2012-01-19,42.22,41.71,41.118,37.8188,34.3973,DOWN,0
2012-01-20,42.0,42.3,41.358,37.932,34.4384,DOWN,0
2012-01-23,41.71,41.94,41.566,38.0362,34.4773,DOWN,0
2012-01-24,41.54,41.66,41.714,38.164,34.5162,UP,1
2012-01-25,41.87,41.46,41.868,38.302,34.5568,DOWN,0
2012-01-26,41.73,41.76,41.77,38.4392,34.5954,DOWN,0
2012-01-27,41.36,41.73,41.642,38.5674,34.6334,DOWN,0
2012-01-30,40.85,41.0,41.47,38.6714,34.6699,UP,1
2012-01-31,41.7,41.13,41.502,38.7976,34.7096,UP,1
2012-02-01,42.48,42.11,41.624,38.9432,34.7525,UP,1
2012-02-02,43.53,42.63,41.984,39.1112,34.8014,UP,1
2012-02-03,44.1,43.9,42.532,39.2938,34.854,DOWN,0
2012-02-06,43.72,43.99,43.106,39.4736,34.9028,UP,1
2012-02-07,43.74,43.84,43.514,39.6568,34.9507,DOWN,0
2012-02-08,43.23,43.63,43.664,39.8308,34.9946,UP,1
2012-02-09,43.48,43.3,43.654,39.9972,35.0387,UP,1
2012-02-10,43.585,43.21,43.551,40.1569,35.0831,UP,1
2012-02-13,43.95,43.88,43.597,40.3041,35.1316,DOWN,0
2012-02-14,43.91,43.75,43.631,40.4511,35.18,UP,1
2012-02-15,43.96,44.0,43.777,40.5879,35.2297,UP,1
2012-02-16,44.18,44.04,43.917,40.7265,35.2832,DOWN,0
2012-02-17,44.18,44.2,44.036,40.8693,35.3277,UP,1
2012-02-21,44.69,44.76,44.184,41.0219,35.3762,UP,1
2012-02-22,48.86,49.03,45.174,41.2541,35.4448,DOWN,0
2012-02-23,48.29,48.86,46.04,41.4619,35.5113,DOWN,0
2012-02-24,48.05,48.5,46.814,41.6637,35.575,DOWN,0
2012-02-27,47.53,47.73,47.484,41.8467,35.6373,UP,1
2012-02-28,47.8,47.19,48.106,42.0533,35.7001,DOWN,0
2012-02-29,47.19,47.86,47.772,42.2503,35.7605,DOWN,0
2012-03-01,47.15,47.39,47.544,42.4333,35.823,DOWN,0
2012-03-02,46.67,47.02,47.268,42.6063,35.8821,UP,1
2012-03-05,47.19,47.11,47.2,42.7703,35.9432,DOWN,0
2012-03-06,46.94,46.83,47.028,42.9179,36.0018,UP,1
2012-03-07,47.0,46.94,46.99,43.0689,36.0619,UP,1
2012-03-08,47.43,47.24,47.046,43.2177,36.1282,UP,1
2012-03-09,47.51,47.46,47.214,43.3643,36.1987,DOWN,0
2012-03-12,47.46,47.41,47.268,43.5193,36.2698,UP,1
2012-03-13,47.57,47.27,47.394,43.6629,36.3411,UP,1
2012-03-14,47.88,47.5,47.57,43.8243,36.4134,DOWN,0
2012-03-15,47.11,47.8,47.506,43.9745,36.4785,DOWN,0
2012-03-16,46.89,46.9,47.382,44.1251,36.5427,UP,1
2012-03-19,47.38,46.87,47.366,44.2799,36.6113,DOWN,0
2012-03-20,46.99,47.22,47.25,44.4315,36.6795,UP,1
2012-03-21,47.22,46.89,47.118,44.5805,36.7492,UP,1
2012-03-22,47.53,47.04,47.202,44.7159,36.8211,UP,1
2012-03-23,47.63,47.58,47.35,44.8471,36.8926,UP,1
2012-03-26,47.78,47.83,47.43,44.9867,36.963,UP,1
2012-03-27,47.8,47.71,47.592,45.1293,37.0343,DOWN,0
2012-03-28,47.32,47.7,47.612,45.2597,37.1081,UP,1
2012-03-29,47.34,47.18,47.574,45.3845,37.1806,DOWN,0
2012-03-30,46.98,47.46,47.444,45.4797,37.2521,UP,1
2012-04-02,47.3,47.05,47.348,45.5857,37.3236,UP,1
2012-04-03,47.51,47.15,47.29,45.7017,37.3929,DOWN,0
2012-04-04,46.44,47.35,47.114,45.7997,37.4567,DOWN,0
2012-04-05,46.22,46.4,46.89,45.8867,37.5179,DOWN,0
2012-04-09,45.51,45.7,46.596,45.9623,37.5756,DOWN,0
2012-04-10,44.47,45.34,46.03,46.0245,37.6279,UP,1
2012-04-11,44.91,44.92,45.51,46.1057,37.6852,UP,1
2012-04-12,45.3,44.81,45.282,46.1777,37.7506,DOWN,0
2012-04-13,44.91,45.08,45.02,46.2263,37.8156,DOWN,0
2012-04-16,44.59,44.88,44.836,46.2475,37.8783,UP,1
2012-04-17,45.28,44.84,44.998,46.2711,37.9395,DOWN,0
2012-04-18,45.17,45.28,45.05,46.3001,37.9975,DOWN,0
2012-04-19,44.81,45.04,44.952,46.3215,38.0553,DOWN,0
2012-04-20,44.54,45.16,44.878,46.3477,38.1119,DOWN,0
2012-04-23,44.15,44.45,44.79,46.3611,38.1639,UP,1
2012-04-24,44.5,44.32,44.634,46.3794,38.2184,UP,1
2012-04-25,45.67,44.76,44.734,46.4138,38.2796,UP,1
2012-04-26,47.28,45.44,45.228,46.4812,38.3508,DOWN,0
2012-04-27,46.81,47.18,45.682,46.5382,38.4201,UP,1
2012-04-30,47.13,46.75,46.278,46.5972,38.4935,UP,1
2012-05-01,47.49,47.22,46.876,46.6634,38.5698,UP,1
2012-05-02,49.33,49.91,47.608,46.7562,38.656,DOWN,0
2012-05-03,48.13,49.19,47.778,46.7416,38.7355,DOWN,0
2012-05-04,46.81,47.62,47.778,46.712,38.8096,UP,1
2012-05-07,47.02,46.44,47.756,46.6914,38.8811,DOWN,0
2012-05-08,45.92,46.7,47.442,46.6592,38.9471,DOWN,0
2012-05-09,45.38,45.45,46.652,46.6108,39.0112,UP,1
2012-05-10,45.39,45.64,46.104,46.5748,39.0739,DOWN,0
2012-05-11,45.19,45.3,45.78,46.5356,39.1391,DOWN,0
2012-05-14,44.36,44.92,45.248,46.4894,39.2004,UP,1
2012-05-15,44.58,44.48,44.98,46.4372,39.2601,UP,1
2012-05-16,44.75,44.47,44.854,46.3934,39.3229,DOWN,0
2012-05-17,43.68,44.68,44.512,46.327,39.3837,DOWN,0
2012-05-18,42.98,43.8,44.07,46.238,39.4443,UP,1
2012-05-21,43.79,42.94,43.956,46.1636,39.5125,UP,1
2012-05-22,43.83,43.64,43.806,46.091,39.5719,DOWN,0
2012-05-23,43.81,43.64,43.618,46.0158,39.636,DOWN,0
2012-05-24,43.72,43.9,43.626,45.9326,39.6946,DOWN,0
2012-05-25,43.19,43.75,43.668,45.8542,39.758,UP,1
2012-05-29,43.9,43.53,43.69,45.7944,39.823,DOWN,0
2012-05-30,43.32,43.46,43.588,45.7132,39.883,DOWN,0
2012-05-31,42.96,43.24,43.418,45.6326,39.9393,DOWN,0
2012-06-01,41.6,42.47,42.994,45.5202,39.9862,DOWN,0
2012-06-04,41.58,41.67,42.672,45.4012,40.0341,UP,1
2012-06-05,42.12,41.58,42.316,45.291,40.0903,DOWN,0
2012-06-06,41.9,42.47,42.032,45.1734,40.1448,DOWN,0
2012-06-07,41.07,42.41,41.654,45.0388,40.1921,UP,1
2012-06-08,41.77,40.89,41.688,44.9278,40.2404,DOWN,0
2012-06-11,38.195,41.1,41.011,44.7449,40.2706,UP,1
2012-06-12,39.51,37.93,40.489,44.5955,40.31,DOWN,0
2012-06-13,38.37,38.96,39.783,44.4169,40.3381,DOWN,0
2012-06-14,37.45,38.36,39.059,44.2157,40.3586,UP,1
2012-06-15,37.78,37.37,38.261,44.0425,40.38,UP,1
2012-06-18,38.21,37.56,38.264,43.8823,40.4034,UP,1
2012-06-19,38.94,38.13,38.15,43.7509,40.4359,DOWN,0
2012-06-20,38.34,38.88,38.144,43.6283,40.4676,DOWN,0
2012-06-21,37.4,38.33,38.134,43.4781,40.4942,DOWN,0
2012-06-22,36.98,37.45,37.974,43.3117,40.5143,DOWN,0
2012-06-25,36.82,36.74,37.696,43.1499,40.532,UP,1
2012-06-26,36.84,37.27,37.276,42.9949,40.5522,UP,1
2012-06-27,37.25,36.84,37.058,42.8343,40.5716,DOWN,0
2012-06-28,36.76,36.92,36.93,42.6661,40.5913,UP,1
2012-06-29,38.29,37.4,37.192,42.5357,40.6167,UP,1
2012-07-02,38.31,38.19,37.49,42.4111,40.64,UP,1
2012-07-03,38.64,38.6,37.85,42.3009,40.6646,DOWN,0
2012-07-05,37.92,38.54,37.984,42.1693,40.687,DOWN,0
2012-07-06,37.38,37.9,38.108,42.0035,40.7078,UP,1
2012-07-09,37.46,37.47,37.942,41.8071,40.7323,DOWN,0
2012-07-10,36.71,37.5,37.622,41.6051,40.7594,DOWN,0
2012-07-11,36.64,36.7,37.222,41.3953,40.7889,DOWN,0
2012-07-12,36.06,36.36,36.85,41.1667,40.8097,UP,1
2012-07-13,36.32,36.09,36.638,40.9065,40.8312,DOWN,0
2012-07-16,36.21,36.2,36.388,40.6681,40.8549,UP,1
2012-07-17,36.46,36.36,36.338,40.4611,40.8781,UP,1
2012-07-18,37.29,36.35,36.468,40.2665,40.9057,DOWN,0
2012-07-19,37.28,37.45,36.712,40.0937,40.9391,DOWN,0
2012-07-20,36.86,37.3,36.82,39.9233,40.9624,DOWN,0
2012-07-23,35.84,36.47,36.746,39.7323,40.9784,UP,1
2012-07-24,37.03,36.0,36.86,39.5691,41.0012,UP,1
2012-07-25,37.5,37.14,36.902,39.4319,41.0264,DOWN,0
2012-07-26,37.37,37.84,36.92,39.2877,41.0463,UP,1
2012-07-27,38.64,37.62,37.276,39.1655,41.0712,DOWN,0
2012-07-30,38.56,38.5,37.82,39.0631,41.0966,UP,1
2012-07-31,38.61,38.36,38.136,38.9757,41.1213,UP,1
2012-08-01,39.37,41.76,38.51,38.8873,41.1471,UP,1
2012-08-02,40.35,39.94,39.106,38.8177,41.1777,DOWN,0
2012-08-03,40.26,40.77,39.43,38.7467,41.2058,DOWN,0
2012-08-06,40.04,40.53,39.726,38.6731,41.2335,UP,1
2012-08-07,40.73,40.38,40.15,38.6239,41.265,UP,1
2012-08-08,40.98,40.65,40.472,38.5655,41.2969,UP,1
2012-08-09,41.44,40.92,40.69,38.5279,41.3274,UP,1
2012-08-10,41.8,41.39,40.998,38.5047,41.3633,DOWN,0
2012-08-13,41.43,41.66,41.276,38.5013,41.3969,DOWN,0
2012-08-14,41.08,41.64,41.346,38.4913,41.4283,DOWN,0
2012-08-15,40.97,40.99,41.344,38.4683,41.4577,UP,1
2012-08-16,41.15,41.14,41.286,38.4533,41.4915,UP,1
2012-08-17,41.18,41.39,41.162,38.4555,41.5265,UP,1
2012-08-20,41.84,41.29,41.244,38.4569,41.5571,DOWN,0
2012-08-21,41.66,41.85,41.36,38.5262,41.586,DOWN,0
2012-08-22,41.59,41.61,41.484,38.5678,41.6155,DOWN,0
2012-08-23,40.72,41.62,41.398,38.6148,41.6374,DOWN,0
2012-08-24,40.5,40.5,41.262,38.6758,41.6574,DOWN,0
2012-08-27,40.28,40.6,40.95,38.7258,41.683,UP,1
2012-08-28,40.5,40.37,40.718,38.7716,41.7107,UP,1
2012-08-29,40.66,40.6,40.532,38.806,41.7396,DOWN,0
2012-08-30,39.97,40.26,40.382,38.8386,41.7647,UP,1
2012-08-31,40.35,40.25,40.352,38.8976,41.7882,DOWN,0
2012-09-04,39.85,40.28,40.266,38.955,41.8105,UP,1
2012-09-05,39.99,39.7,40.164,39.0184,41.8345,UP,1
2012-09-06,40.7418,40.35,40.1804,39.0964,41.8625,UP,1
2012-09-07,41.52,40.97,40.4904,39.1818,41.8953,DOWN,0
2012-09-10,40.35,41.47,40.4904,39.2536,41.9234,DOWN,0
2012-09-11,40.29,40.26,40.5784,39.2936,41.9519,UP,1
2012-09-12,40.99,40.23,40.7784,39.3472,41.9842,UP,1
2012-09-13,41.42,40.37,40.914,39.4028,42.0155,UP,1
2012-09-14,42.45,41.5,41.1,39.4934,42.0498,DOWN,0
2012-09-17,42.3,42.5,41.49,39.5918,42.0783,DOWN,0
2012-09-18,41.89,42.19,41.81,39.6804,42.105,UP,1
2012-09-19,42.06,41.98,42.024,39.7874,42.1297,DOWN,0
2012-09-20,41.81,41.89,42.102,39.8908,42.1525,UP,1
2012-09-21,41.94,41.82,42.0,40.0084,42.177,UP,1
2012-09-24,42.09,41.99,41.958,40.1238,42.2021,DOWN,0
2012-09-25,41.05,42.17,41.79,40.2206,42.2211,DOWN,0
2012-09-26,40.85,41.25,41.548,40.3084,42.2359,UP,1
2012-09-27,41.99,41.27,41.584,40.4024,42.256,DOWN,0
2012-09-28,41.74,41.9,41.544,40.4916,42.2728,UP,1
2012-10-01,41.78,41.78,41.482,40.59,42.2944,DOWN,0
2012-10-02,41.57,41.99,41.586,40.7046,42.3155,UP,1
2012-10-03,41.68,41.82,41.752,40.7976,42.3339,UP,1
2012-10-04,42.57,41.64,41.868,40.899,42.3567,UP,1
2012-10-05,42.73,42.84,42.066,41.0062,42.3754,DOWN,0
2012-10-08,42.4,42.38,42.19,41.0814,42.3896,DOWN,0
2012-10-09,40.72,42.34,42.02,41.1246,42.3959,DOWN,0
2012-10-10,40.06,40.77,41.696,41.1536,42.3963,UP,1
2012-10-11,40.44,40.5,41.27,41.175,42.3976,DOWN,0
2012-10-12,40.17,40.44,40.758,41.1714,42.3999,DOWN,0
2012-10-15,40.11,40.3,40.3,41.1684,42.3985,DOWN,0
2012-10-16,39.97,40.21,40.15,41.167,42.3993,DOWN,0
2012-10-17,39.6,40.04,40.058,41.1444,42.3993,UP,1
2012-10-18,39.75,39.51,39.92,41.1198,42.4012,DOWN,0
2012-10-19,38.93,39.84,39.672,41.0696,42.3977,UP,1
2012-10-22,39.38,38.82,39.526,41.0212,42.3975,DOWN,0
2012-10-23,39.21,39.13,39.374,40.9768,42.3947,UP,1
2012-10-24,39.29,39.47,39.312,40.941,42.3874,DOWN,0
2012-10-25,39.26,39.51,39.214,40.9068,42.3783,DOWN,0
2012-10-26,38.99,39.11,39.226,40.8636,42.3693,DOWN,0
2012-10-31,38.0,39.33,38.95,40.8,42.3559,UP,1
2012-11-01,38.1,38.1,38.728,40.7252,42.3424,DOWN,0
2012-11-02,37.5,38.17,38.37,40.642,42.3244,DOWN,0
2012-11-05,37.5,37.4,38.018,40.5602,42.3008,UP,1
2012-11-06,37.9,37.79,37.8,40.5038,42.2803,DOWN,0
2012-11-07,37.21,37.44,37.642,40.438,42.2578,DOWN,0
2012-11-08,36.41,37.19,37.304,40.3606,42.2322,UP,1
2012-11-09,37.01,36.31,37.206,40.2908,42.2079,DOWN,0
2012-11-12,36.52,35.77,37.01,40.208,42.1818,DOWN,0
2012-11-13,36.4,36.25,36.71,40.1366,42.157,DOWN,0
2012-11-14,36.12,36.46,36.492,40.052,42.1334,UP,1
2012-11-15,37.15,36.06,36.64,39.998,42.1106,UP,1
2012-11-16,37.18,37.09,36.674,39.9418,42.0841,UP,1
2012-11-19,37.73,37.79,36.916,39.8816,42.0551,UP,1
2012-11-20,38.12,37.59,37.26,39.8136,42.0252,DOWN,0
2012-11-21,38.05,38.05,37.646,39.7676,41.9969,UP,1
2012-11-23,38.61,38.29,37.938,39.734,41.9712,DOWN,0
2012-11-26,38.39,38.49,38.18,39.682,41.947,DOWN,0
2012-11-27,37.89,38.25,38.212,39.6114,41.9191,UP,1
2012-11-28,38.74,37.89,38.336,39.5372,41.8948,UP,1
2012-11-29,38.78,38.87,38.482,39.4668,41.869,UP,1
2012-11-30,38.89,39.0,38.538,39.4068,41.8439,UP,1
2012-12-03,39.88,39.39,38.836,39.3632,41.8235,UP,1
2012-12-04,39.9,39.95,39.238,39.325,41.8021,DOWN,0
2012-12-05,39.71,39.73,39.432,39.2804,41.7797,UP,1
2012-12-06,41.99,41.65,40.074,39.2784,41.7662,DOWN,0
2012-12-07,41.7,42.04,40.636,39.2914,41.7304,UP,1
2012-12-10,42.16,41.69,41.092,39.3176,41.6998,UP,1
2012-12-11,42.4,42.26,41.592,39.3258,41.6715,DOWN,0
2012-12-12,41.08,42.23,41.866,39.3126,41.6393,UP,1
2012-12-13,41.16,41.01,41.7,39.3002,41.6061,DOWN,0
2012-12-14,40.68,41.0,41.496,39.2824,41.5735,UP,1
2012-12-17,41.42,40.7,41.348,39.2772,41.5449,UP,1
2012-12-18,42.62,41.42,41.392,39.2782,41.5246,DOWN,0
2012-12-19,42.05,42.56,41.586,39.2646,41.4989,DOWN,0
2012-12-20,41.43,41.99,41.64,39.2452,41.4714,DOWN,0
2012-12-21,41.07,40.96,41.718,39.2522,41.4417,DOWN,0
2012-12-24,40.66,41.19,41.566,39.2642,41.4079,UP,1
2012-12-26,40.71,40.61,41.184,39.2696,41.3739,UP,1
2012-12-27,41.315,40.68,41.037,39.2925,41.3432,DOWN,0
2012-12-28,40.0,40.96,40.751,39.2903,41.3053,UP,1
2012-12-31,40.75,40.0,40.687,39.3059,41.2697,UP,1
2013-01-02,42.15,41.48,40.985,39.3569,41.2449,DOWN,0
2013-01-03,42.09,42.0,41.261,39.4037,41.2209,DOWN,0
2013-01-04,42.09,42.14,41.416,39.4669,41.1944,DOWN,0
2013-01-07,42.08,42.06,41.832,39.5209,41.1699,UP,1
2013-01-08,42.25,41.93,42.132,39.5817,41.145,DOWN,0
2013-01-09,39.3,42.06,41.562,39.5819,41.1039,UP,1
2013-01-10,39.39,39.5,41.022,39.5845,41.0627,UP,1
2013-01-11,39.6,39.5,40.524,39.5967,41.0218,UP,1
2013-01-14,39.91,39.6,40.09,39.6349,40.9823,UP,1
2013-01-15,40.03,39.67,39.646,39.6735,40.9459,DOWN,0
2013-01-16,39.83,39.77,39.752,39.7201,40.9083,DOWN,0
2013-01-17,39.61,40.07,39.796,39.7623,40.8715,DOWN,0
2013-01-18,39.52,39.57,39.78,39.7947,40.8326,DOWN,0
2013-01-22,38.89,39.61,39.576,39.8283,40.7895,DOWN,0
2013-01-23,38.3,38.99,39.23,39.8661,40.7488,UP,1
2013-01-24,38.59,38.79,38.982,39.8977,40.7106,UP,1
2013-01-25,38.77,38.82,38.814,39.9427,40.6769,DOWN,0
2013-01-28,38.57,38.75,38.624,39.9861,40.6474,UP,1
2013-01-29,38.58,38.55,38.562,40.0353,40.6158,DOWN,0
2013-01-30,38.04,38.75,38.51,40.0531,40.5795,DOWN,0
2013-01-31,37.89,38.15,38.37,40.0673,40.5444,UP,1
2013-02-01,38.5,38.16,38.316,40.0827,40.5139,DOWN,0
2013-02-04,37.98,38.4,38.198,40.0799,40.4774,DOWN,0
2013-02-05,37.7,38.28,38.022,40.0729,40.4401,UP,1
2013-02-06,37.95,37.68,38.004,40.0597,40.4058,UP,1
2013-02-07,38.16,37.79,38.058,40.0551,40.3739,DOWN,0
2013-02-08,38.08,38.11,37.974,40.0589,40.3435,DOWN,0
2013-02-11,37.87,38.21,37.952,40.0415,40.3104,DOWN,0
2013-02-12,37.68,37.69,37.948,40.0195,40.2704,UP,1
2013-02-13,38.56,37.96,38.07,40.0129,40.2268,UP,1
2013-02-14,38.97,38.48,38.232,39.9947,40.1876,UP,1
2013-02-15,39.14,39.22,38.444,39.9795,40.1477,UP,1
2013-02-19,39.24,39.25,38.718,39.9701,40.1064,DOWN,0
2013-02-20,35.54,35.51,38.29,39.8411,40.0375,DOWN,0
2013-02-21,35.02,35.4,37.582,39.7075,39.9719,DOWN,0
2013-02-22,35.0,35.16,36.788,39.5643,39.9129,DOWN,0
2013-02-25,34.2,35.12,35.8,39.4003,39.8488,UP,1
2013-02-26,34.31,34.11,34.814,39.2649,39.7907,UP,1
2013-02-27,34.68,34.21,34.642,39.1353,39.7372,DOWN,0
2013-02-28,34.36,34.5,34.51,39.0089,39.6821,UP,1
2013-03-01,35.14,34.27,34.538,38.8833,39.6318,UP,1
2013-03-04,35.41,35.15,34.78,38.7391,39.5871,DOWN,0
2013-03-05,35.26,35.4,34.97,38.6033,39.5405,UP,1
2013-03-06,35.3,35.4,35.094,38.4807,39.4932,DOWN,0
2013-03-07,35.02,35.29,35.226,38.3597,39.4499,UP,1
2013-03-08,35.61,35.29,35.32,38.2587,39.4131,UP,1
2013-03-11,35.72,35.53,35.382,38.1589,39.3727,DOWN,0
2013-03-12,35.7,35.74,35.47,38.0466,39.3321,DOWN,0
2013-03-13,34.68,35.42,35.346,37.9402,39.2864,UP,1
2013-03-14,34.9,34.74,35.322,37.8232,39.2423,DOWN,0
2013-03-15,34.56,34.75,35.112,37.6714,39.1992,DOWN,0
2013-03-18,34.36,34.36,34.84,37.5168,39.1515,DOWN,0
2013-03-19,33.61,34.5,34.422,37.3472,39.1029,DOWN,0
2013-03-20,33.469,33.93,34.1798,37.175,39.0555,DOWN,0
2013-03-21,33.15,33.44,33.8298,36.993,39.0132,UP,1
2013-03-22,33.25,33.23,33.5678,36.872,38.9716,UP,1
2013-03-25,33.44,33.29,33.3838,36.753,38.9282,DOWN,0
2013-03-26,33.29,33.43,33.3198,36.6268,38.8851,DOWN,0
2013-03-27,32.97,33.18,33.22,36.488,38.8446,UP,1
2013-03-28,33.05,32.98,33.2,36.3484,38.801,DOWN,0
2013-04-01,32.6,33.18,33.07,36.2038,38.773,UP,1
2013-04-02,34.25,33.35,33.232,36.0966,38.7467,DOWN,0
2013-04-03,33.43,34.4,33.26,35.9748,38.722,DOWN,0
2013-04-04,33.43,33.43,33.352,35.8656,38.7019,UP,1
2013-04-05,33.59,33.01,33.46,35.7714,38.681,UP,1
2013-04-08,33.76,33.61,33.692,35.6748,38.6587,DOWN,0
2013-04-09,33.65,33.73,33.572,35.5724,38.6323,UP,1
2013-04-10,34.4,33.91,33.766,35.489,38.6126,UP,1
2013-04-11,34.46,34.46,33.972,35.4066,38.5979,UP,1
2013-04-12,34.72,34.5,34.198,35.3402,38.5866,DOWN,0
2013-04-15,33.66,34.51,34.178,35.2556,38.5708,UP,1
2013-04-16,33.7,33.72,34.188,35.1596,38.5551,DOWN,0
