ticker,NDAQ US Equity,NDAQ US Equity,NDAQ US Equity,NDAQ US Equity,NDAQ US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2006-12-01,12.44,12.7667,13.1173,11.8163,11.2355,UP,1
2006-12-04,12.6667,12.4933,12.984,11.8611,11.2325,UP,1
2006-12-05,12.7433,12.8,12.8727,11.9116,11.23,DOWN,0
2006-12-06,12.6367,12.6933,12.774,11.9555,11.2268,DOWN,0
2006-12-07,12.15,12.6633,12.5273,11.9937,11.2212,UP,1
2006-12-08,12.2333,12.06,12.486,12.0349,11.214,DOWN,0
2006-12-11,12.1,12.1933,12.3727,12.0753,11.205,DOWN,0
2006-12-12,11.9167,12.1333,12.2073,12.1182,11.1971,UP,1
2006-12-13,11.9733,11.9367,12.0747,12.161,11.1894,DOWN,0
2006-12-14,11.7667,11.96,11.998,12.1913,11.1816,UP,1
2006-12-15,11.85,11.9367,11.9213,12.2168,11.173,UP,1
2006-12-18,11.9967,11.8767,11.9007,12.2447,11.1664,DOWN,0
2006-12-19,11.35,11.5833,11.7873,12.255,11.1594,UP,1
2006-12-20,11.3833,11.4167,11.6693,12.2587,11.152,DOWN,0
2006-12-21,10.9667,11.4333,11.5093,12.2567,11.141,DOWN,0
2006-12-22,10.6033,11.0,11.26,12.2374,11.1215,DOWN,0
2006-12-26,10.3467,10.64,10.93,12.2112,11.101,UP,1
2006-12-27,10.3667,10.3567,10.7333,12.1881,11.0808,UP,1
2006-12-28,10.4333,10.3333,10.5433,12.1635,11.0583,DOWN,0
2006-12-29,10.2633,10.5,10.4027,12.1354,11.0359,UP,1
2007-01-03,10.3367,10.38,10.3493,12.1007,11.0146,UP,1
2007-01-04,10.63,10.3567,10.406,12.0717,10.9943,UP,1
2007-01-05,11.0333,10.66,10.5393,12.0462,10.9772,UP,1
2007-01-08,11.3467,11.0733,10.722,12.0233,10.964,DOWN,0
2007-01-09,11.2767,11.3333,10.9247,12.0022,10.9517,UP,1
2007-01-10,11.76,11.2767,11.2093,11.9887,10.9429,DOWN,0
2007-01-11,11.54,11.7967,11.3913,11.9747,10.9313,DOWN,0
2007-01-12,11.43,11.5967,11.4707,11.9617,10.9193,UP,1
2007-01-16,11.5767,11.5767,11.5167,11.9551,10.9075,UP,1
2007-01-17,11.8167,11.5,11.6247,11.956,10.8997,DOWN,0
2007-01-18,11.4467,11.84,11.562,11.9479,10.8902,UP,1
2007-01-19,11.5233,11.45,11.5587,11.9393,10.8819,DOWN,0
2007-01-22,11.3067,11.5033,11.534,11.9195,10.8724,DOWN,0
2007-01-23,11.17,10.9767,11.4527,11.9005,10.8615,UP,1
2007-01-24,11.3633,11.1533,11.362,11.8857,10.8498,DOWN,0
2007-01-25,11.3567,11.43,11.344,11.8727,10.838,UP,1
2007-01-26,11.3733,11.4333,11.314,11.8483,10.8259,DOWN,0
2007-01-29,11.24,11.3267,11.3007,11.8225,10.814,DOWN,0
2007-01-30,11.16,11.1967,11.2987,11.7873,10.7995,UP,1
2007-01-31,11.3333,11.1533,11.2927,11.764,10.7857,DOWN,0
2007-02-01,11.2767,11.32,11.2767,11.7463,10.7704,DOWN,0
2007-02-02,11.18,11.2667,11.238,11.7261,10.7533,UP,1
2007-02-05,11.2233,11.1067,11.2347,11.6992,10.7365,UP,1
2007-02-06,11.4133,11.2667,11.2853,11.672,10.7231,UP,1
2007-02-07,11.6667,11.34,11.352,11.6331,10.7128,UP,1
2007-02-08,12.07,11.67,11.5107,11.6037,10.707,UP,1
2007-02-09,12.4,12.1133,11.7547,11.585,10.7044,DOWN,0
2007-02-12,11.7,12.25,11.85,11.553,10.6982,DOWN,0
2007-02-13,10.3667,11.8787,11.6407,11.4977,10.6878,UP,1
2007-02-14,10.5333,10.5833,11.414,11.4407,10.6781,UP,1
2007-02-15,10.5633,10.54,11.1127,11.4032,10.6721,UP,1
2007-02-16,10.7733,10.5633,10.7873,11.3653,10.6662,UP,1
2007-02-20,10.9167,10.72,10.6307,11.3288,10.6615,UP,1
2007-02-21,11.04,10.94,10.7653,11.2969,10.6575,DOWN,0
2007-02-22,10.86,11.1067,10.8307,11.2711,10.6505,DOWN,0
2007-02-23,10.77,10.9133,10.872,11.2418,10.6399,DOWN,0
2007-02-26,10.6,10.7767,10.8373,11.2118,10.629,DOWN,0
2007-02-27,10.1,10.4167,10.674,11.1755,10.6158,DOWN,0
2007-02-28,9.9767,10.1,10.4613,11.1355,10.6044,DOWN,0
2007-03-01,9.7667,9.6525,10.2427,11.0955,10.5931,DOWN,0
2007-03-02,9.4167,9.47,9.972,11.0469,10.5813,DOWN,0
2007-03-05,9.17,9.2533,9.686,10.9903,10.5655,UP,1
2007-03-06,9.55,9.43,9.576,10.9543,10.5555,DOWN,0
2007-03-07,9.33,9.56,9.4467,10.9133,10.5488,UP,1
2007-03-08,9.51,9.49,9.3953,10.8841,10.5413,UP,1
2007-03-09,9.52,9.7367,9.416,10.8625,10.5366,DOWN,0
2007-03-12,9.4967,9.5133,9.4813,10.8455,10.5337,DOWN,0
2007-03-13,9.2233,9.4333,9.416,10.8226,10.5319,DOWN,0
2007-03-14,9.1667,9.19,9.3833,10.7973,10.5273,UP,1
2007-03-15,9.2133,9.2533,9.324,10.7763,10.5202,UP,1
2007-03-16,9.27,9.2133,9.274,10.7549,10.5155,UP,1
2007-03-19,9.4933,9.2667,9.2733,10.7322,10.5122,DOWN,0
2007-03-20,9.4467,9.5467,9.318,10.7005,10.5093,UP,1
2007-03-21,9.7,9.4367,9.4247,10.6675,10.5077,UP,1
2007-03-22,9.8733,9.8233,9.5567,10.6395,10.5086,DOWN,0
2007-03-23,9.75,9.8367,9.6527,10.5993,10.5105,UP,1
2007-03-26,9.8333,9.7967,9.7207,10.5651,10.5141,UP,1
2007-03-27,9.8533,9.8267,9.802,10.5336,10.5189,DOWN,0
2007-03-28,9.7433,9.7167,9.8107,10.4969,10.5219,UP,1
2007-03-29,9.83,9.8533,9.802,10.4572,10.5289,DOWN,0
2007-03-30,9.8033,9.88,9.8127,10.4243,10.5374,UP,1
2007-04-02,9.86,9.8067,9.818,10.3911,10.5449,UP,1
2007-04-03,9.8933,9.8867,9.826,10.3628,10.5491,DOWN,0
2007-04-04,9.8667,9.9167,9.8507,10.3367,10.5537,UP,1
2007-04-05,9.89,9.77,9.8627,10.3073,10.5601,DOWN,0
2007-04-09,9.85,9.8867,9.872,10.2771,10.5652,UP,1
2007-04-10,9.8767,9.8533,9.8753,10.2472,10.5685,DOWN,0
2007-04-11,9.8,10.0733,9.8567,10.2184,10.5715,UP,1
2007-04-12,9.8633,9.81,9.856,10.1925,10.5756,UP,1
2007-04-13,10.41,9.9733,9.96,10.174,10.5807,UP,1
2007-04-16,10.4867,10.27,10.0873,10.1582,10.5887,DOWN,0
2007-04-17,10.4767,10.5,10.2073,10.1441,10.5975,DOWN,0
2007-04-18,10.42,10.4,10.3313,10.1281,10.6025,DOWN,0
2007-04-19,10.4,10.2567,10.4387,10.1078,10.6047,UP,1
2007-04-20,10.7133,10.56,10.4993,10.0887,10.6091,UP,1
2007-04-23,11.0167,10.9733,10.6053,10.0677,10.6146,UP,1
2007-04-24,11.0467,11.2167,10.7193,10.0406,10.6213,UP,1
2007-04-25,11.2067,11.06,10.8767,10.0307,10.6304,DOWN,0
2007-04-26,11.11,11.23,11.0187,10.0456,10.6387,DOWN,0
2007-04-27,10.9533,11.07,11.0667,10.054,10.6455,DOWN,0
2007-04-30,10.8533,11.0533,11.034,10.0598,10.6527,UP,1
2007-05-01,11.1167,10.9033,11.048,10.0667,10.6637,DOWN,0
2007-05-02,11.1133,11.1133,11.0293,10.0706,10.6755,DOWN,0
2007-05-03,10.9067,11.0,10.9887,10.0679,10.6863,UP,1
2007-05-04,10.9267,10.9667,10.9833,10.0693,10.6973,DOWN,0
2007-05-07,10.8267,10.8733,10.978,10.0704,10.7055,DOWN,0
2007-05-08,10.67,10.7567,10.8887,10.0718,10.7128,UP,1
2007-05-09,10.6933,10.5967,10.8047,10.0837,10.7212,DOWN,0
2007-05-10,10.51,10.69,10.7253,10.0943,10.7273,DOWN,0
2007-05-11,10.5067,10.5067,10.6413,10.1091,10.7333,UP,1
2007-05-14,10.6,10.4267,10.596,10.1328,10.7401,DOWN,0
2007-05-15,10.4067,10.5033,10.5433,10.1575,10.7454,UP,1
2007-05-16,10.49,10.4967,10.5027,10.1763,10.7497,UP,1
2007-05-17,10.5,10.43,10.5007,10.1997,10.7561,DOWN,0
2007-05-18,10.4533,10.57,10.49,10.2186,10.7646,UP,1
2007-05-21,10.74,10.42,10.518,10.243,10.7743,UP,1
2007-05-22,11.0733,10.7767,10.6513,10.2745,10.7856,DOWN,0
2007-05-23,11.0633,11.1133,10.766,10.3113,10.7961,UP,1
2007-05-24,11.3267,11.04,10.9313,10.3545,10.8077,DOWN,0
2007-05-25,10.9467,10.7667,11.03,10.3892,10.8184,DOWN,0
2007-05-29,10.73,10.9833,11.028,10.4184,10.8274,UP,1
2007-05-30,11.2933,10.7,11.072,10.4544,10.8388,DOWN,0
2007-05-31,11.0933,11.2733,11.078,10.4873,10.8498,DOWN,0
2007-06-01,11.07,10.9667,11.0267,10.5147,10.86,UP,1
2007-06-04,11.3267,11.0667,11.1027,10.5438,10.8689,DOWN,0
2007-06-05,11.25,11.27,11.2067,10.5738,10.8764,DOWN,0
2007-06-06,11.0,11.2,11.148,10.5971,10.8816,DOWN,0
2007-06-07,10.87,10.99,11.1033,10.6175,10.8868,UP,1
2007-06-08,10.9033,10.84,11.07,10.6407,10.8942,DOWN,0
2007-06-11,10.82,10.85,10.9687,10.6605,10.9012,DOWN,0
2007-06-12,10.7633,10.7267,10.8713,10.6797,10.9085,DOWN,0
2007-06-13,10.6533,10.8,10.802,10.6955,10.9162,DOWN,0
2007-06-14,10.6333,10.58,10.7547,10.7103,10.9244,DOWN,0
2007-06-15,10.5367,10.63,10.6813,10.7237,10.9324,DOWN,0
2007-06-18,10.3333,10.5967,10.584,10.7326,10.939,DOWN,0
2007-06-19,10.2367,10.35,10.4787,10.7403,10.9444,DOWN,0
2007-06-20,10.1867,10.2467,10.3853,10.7465,10.9478,DOWN,0
2007-06-21,10.0833,10.11,10.2753,10.7522,10.951,DOWN,0
2007-06-22,9.9633,10.0867,10.1607,10.7542,10.9542,DOWN,0
