ticker,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-07-23,81.39,82.11,82.154,80.1182,76.0112,DOWN,0
2015-07-24,79.03,81.34,81.312,80.0834,76.0196,DOWN,0
2015-07-27,76.72,78.0,80.19,79.9852,76.0074,UP,1
2015-07-28,78.65,76.8,79.524,79.9372,76.0176,UP,1
2015-07-29,80.03,78.55,79.164,79.9112,76.0361,DOWN,0
2015-07-30,79.12,79.49,78.71,79.8796,76.0665,UP,1
2015-07-31,79.5,78.47,78.804,79.8592,76.111,DOWN,0
2015-08-03,78.68,78.67,79.196,79.8128,76.165,DOWN,0
2015-08-04,78.26,79.11,79.118,79.7586,76.2077,UP,1
2015-08-05,78.28,79.57,78.768,79.737,76.2381,UP,1
2015-08-06,79.64,78.45,78.872,79.746,76.2745,DOWN,0
2015-08-07,79.62,79.27,78.896,79.7472,76.2886,UP,1
2015-08-10,82.52,80.07,79.664,79.8152,76.3242,UP,1
2015-08-11,83.7,81.07,80.752,79.9022,76.3621,UP,1
2015-08-12,84.32,83.37,81.96,80.0066,76.4013,DOWN,0
2015-08-13,83.08,83.2,82.648,80.1022,76.4393,DOWN,0
2015-08-14,82.3,82.7,83.184,80.2006,76.4631,UP,1
2015-08-17,83.06,81.92,83.292,80.3008,76.4965,UP,1
2015-08-18,83.25,82.68,83.202,80.4222,76.5257,DOWN,0
2015-08-19,80.8,82.7,82.498,80.5024,76.5372,DOWN,0
2015-08-20,79.53,80.24,81.788,80.537,76.5515,DOWN,0
2015-08-21,75.74,78.69,80.476,80.4784,76.5577,DOWN,0
2015-08-24,71.66,71.93,78.196,80.3586,76.5423,DOWN,0
2015-08-25,70.55,73.62,75.656,80.208,76.518,UP,1
2015-08-26,73.3,72.5,74.156,80.1062,76.511,UP,1
2015-08-27,75.02,75.03,73.254,80.0298,76.5136,UP,1
2015-08-28,77.23,75.14,73.552,79.9738,76.5315,UP,1
2015-08-31,79.07,79.5,75.034,79.9618,76.5617,DOWN,0
2015-09-01,77.59,78.13,76.442,79.9216,76.5955,UP,1
2015-09-02,78.56,79.14,77.494,79.8866,76.6294,DOWN,0
2015-09-03,78.46,79.1,78.182,79.872,76.6578,DOWN,0
2015-09-04,77.2,77.5,78.176,79.8382,76.674,UP,1
2015-09-08,79.88,78.21,78.338,79.8434,76.6945,UP,1
2015-09-09,80.65,80.06,78.95,79.8866,76.7086,UP,1
2015-09-10,81.02,81.21,79.442,79.8958,76.7166,DOWN,0
2015-09-11,80.6,80.83,79.87,79.8818,76.7225,DOWN,0
2015-09-14,78.21,80.53,80.072,79.817,76.7159,UP,1
2015-09-15,79.21,78.4,79.938,79.7704,76.7155,DOWN,0
2015-09-16,79.19,79.4,79.646,79.7072,76.7464,UP,1
2015-09-17,79.31,79.48,79.304,79.7234,76.7836,DOWN,0
2015-09-18,78.59,78.09,78.902,79.7062,76.8078,UP,1
2015-09-21,79.26,78.81,79.112,79.6616,76.8299,DOWN,0
2015-09-22,78.17,78.12,78.904,79.5566,76.8459,DOWN,0
2015-09-23,77.85,78.55,78.636,79.4432,76.8701,DOWN,0
2015-09-24,77.65,77.61,78.304,79.3608,76.9137,UP,1
2015-09-25,77.94,78.18,78.174,79.2554,76.9593,DOWN,0
2015-09-28,74.11,77.46,77.144,79.0728,76.9943,UP,1
2015-09-29,74.51,74.81,76.412,78.9164,77.0328,UP,1
2015-09-30,76.84,76.21,76.21,78.8136,77.0886,UP,1
2015-10-01,77.93,77.63,76.266,78.7356,77.1528,UP,1
2015-10-02,79.48,77.11,76.574,78.6974,77.215,UP,1
2015-10-05,81.82,79.94,78.116,78.7532,77.2823,UP,1
2015-10-06,82.58,81.71,79.73,78.8704,77.35,UP,1
2015-10-07,83.24,82.93,81.01,78.9622,77.4072,UP,1
2015-10-08,84.58,82.97,82.34,79.0532,77.4739,DOWN,0
2015-10-09,83.52,84.61,83.148,79.1412,77.5287,UP,1
2015-10-12,83.87,83.75,83.558,79.2286,77.5876,DOWN,0
2015-10-13,82.16,83.0,83.474,79.2982,77.6351,UP,1
2015-10-14,82.47,82.16,83.32,79.3824,77.6834,UP,1
2015-10-15,83.49,83.03,83.102,79.4866,77.7362,UP,1
2015-10-16,84.12,84.03,83.222,79.5762,77.7983,DOWN,0
2015-10-19,81.62,83.42,82.772,79.6162,77.845,DOWN,0
2015-10-20,81.6,81.32,82.66,79.5978,77.9134,DOWN,0
2015-10-21,80.5,81.88,82.266,79.5338,77.9858,UP,1
2015-10-22,82.61,81.33,82.09,79.4996,78.0673,UP,1
2015-10-23,83.35,82.61,81.936,79.505,78.1396,DOWN,0
2015-10-26,83.0,83.31,82.212,79.519,78.218,UP,1
2015-10-27,83.56,82.34,82.604,79.529,78.3146,UP,1
2015-10-28,84.89,83.69,83.482,79.5618,78.4316,UP,1
2015-10-29,86.43,84.52,84.246,79.6744,78.5666,UP,1
2015-10-30,89.05,88.32,85.386,79.8648,78.7164,UP,1
2015-11-02,90.6,88.39,86.906,80.162,78.8653,UP,1
2015-11-03,92.67,90.72,88.728,80.5822,79.0105,UP,1
2015-11-04,93.33,93.0,90.416,81.0378,79.1459,UP,1
2015-11-05,93.68,93.34,91.866,81.4454,79.2778,DOWN,0
2015-11-06,92.75,93.21,92.606,81.8,79.3989,DOWN,0
2015-11-09,92.01,92.75,92.888,82.0956,79.517,UP,1
2015-11-10,92.1,91.39,92.774,82.3562,79.6295,DOWN,0
2015-11-11,90.59,91.81,92.226,82.6162,79.7406,DOWN,0
2015-11-12,89.24,89.96,91.338,82.8298,79.8344,DOWN,0
2015-11-13,89.08,89.26,90.604,83.0422,79.9282,UP,1
2015-11-16,91.07,88.98,90.416,83.3196,80.0195,UP,1
2015-11-17,91.12,90.77,90.22,83.5444,80.1007,UP,1
2015-11-18,92.54,91.28,90.61,83.7822,80.1913,DOWN,0
2015-11-19,92.38,92.36,91.238,84.0094,80.2772,DOWN,0
2015-11-20,91.67,92.55,91.756,84.2308,80.355,UP,1
2015-11-23,92.17,90.49,91.976,84.51,80.4362,UP,1
2015-11-24,93.13,92.1,92.378,84.7884,80.5235,DOWN,0
2015-11-25,92.77,93.07,92.424,85.06,80.6164,DOWN,0
2015-11-27,92.76,92.29,92.5,85.329,80.7047,DOWN,0
2015-11-30,91.53,93.09,92.472,85.5878,80.7792,UP,1
2015-12-01,92.67,92.33,92.572,85.856,80.8581,DOWN,0
2015-12-02,90.44,92.16,92.034,86.1014,80.9305,DOWN,0
2015-12-03,88.57,91.0,91.194,86.3158,80.9862,UP,1
2015-12-04,90.2,90.35,90.682,86.5668,81.0505,DOWN,0
2015-12-07,86.69,88.62,89.714,86.7418,81.0873,DOWN,0
2015-12-08,86.45,85.57,88.47,86.9886,81.1196,DOWN,0
2015-12-09,86.09,86.51,87.6,87.2202,81.1546,UP,1
2015-12-10,86.75,86.48,87.236,87.4184,81.188,DOWN,0
2015-12-11,82.78,85.46,85.752,87.5154,81.2096,DOWN,0
2015-12-14,81.4,82.32,84.694,87.5538,81.2316,UP,1
2015-12-15,81.78,82.42,83.76,87.553,81.2501,UP,1
2015-12-16,83.06,81.55,83.154,87.5626,81.2756,DOWN,0
2015-12-17,81.78,83.0,82.16,87.5334,81.3001,DOWN,0
2015-12-18,80.56,81.5,81.716,87.453,81.3261,UP,1
2015-12-21,80.62,81.02,81.56,87.395,81.3477,UP,1
2015-12-22,81.7,80.92,81.544,87.3516,81.3861,UP,1
2015-12-23,84.8,82.71,81.892,87.4044,81.4373,DOWN,0
2015-12-24,84.36,84.53,82.408,87.4422,81.4883,DOWN,0
2015-12-28,82.46,83.18,82.788,87.4216,81.5274,UP,1
2015-12-29,82.77,83.72,83.218,87.3946,81.5598,DOWN,0
2015-12-30,82.01,82.31,83.28,87.4024,81.5901,DOWN,0
2015-12-31,81.8,81.5,82.68,87.4064,81.6085,DOWN,0
2016-01-04,80.08,81.21,81.824,87.398,81.6214,UP,1
2016-01-05,81.0,80.37,81.532,87.3658,81.6321,DOWN,0
2016-01-06,78.03,79.12,80.584,87.2594,81.6296,DOWN,0
2016-01-07,76.45,76.67,79.472,87.1284,81.6237,DOWN,0
2016-01-08,75.21,76.92,78.154,86.9614,81.6047,UP,1
2016-01-11,76.18,75.86,77.374,86.7872,81.5934,UP,1
2016-01-12,77.82,76.71,76.738,86.615,81.5945,DOWN,0
2016-01-13,75.25,78.91,76.182,86.339,81.5729,UP,1
2016-01-14,79.28,75.93,76.748,86.1126,81.5763,DOWN,0
2016-01-15,78.47,76.92,77.4,85.8286,81.569,UP,1
2016-01-19,78.67,80.38,77.898,85.5354,81.5715,DOWN,0
2016-01-20,76.93,76.9,77.72,85.2004,81.5634,DOWN,0
2016-01-21,76.04,76.71,77.878,84.8662,81.5547,UP,1
2016-01-22,80.03,78.45,78.028,84.6266,81.5678,DOWN,0
2016-01-25,76.23,79.07,77.58,84.3092,81.5599,UP,1
2016-01-26,77.76,76.91,77.398,84.0526,81.557,DOWN,0
2016-01-27,77.73,77.14,77.558,83.8224,81.561,UP,1
2016-01-28,78.7,79.24,78.09,83.6148,81.5654,UP,1
2016-01-29,80.15,78.1,78.114,83.3964,81.5714,DOWN,0
2016-02-01,79.48,79.68,78.764,83.1636,81.5726,DOWN,0
2016-02-02,78.5,78.58,78.912,82.8828,81.5751,UP,1
2016-02-03,79.1,79.51,79.186,82.6172,81.5741,UP,1
2016-02-04,79.88,79.09,79.422,82.3814,81.576,DOWN,0
2016-02-05,78.33,79.63,79.058,82.1046,81.563,DOWN,0
2016-02-08,76.28,78.33,78.418,81.7676,81.5383,DOWN,0
2016-02-09,75.44,75.77,77.806,81.421,81.5075,DOWN,0
2016-02-10,75.29,76.02,77.044,81.0716,81.4786,DOWN,0
2016-02-11,72.9,73.53,75.648,80.699,81.4351,UP,1
2016-02-12,75.2,74.0,75.022,80.3496,81.4061,UP,1
2016-02-16,78.25,76.76,75.416,80.1058,81.4008,UP,1
2016-02-17,80.59,79.09,76.446,79.9462,81.3957,DOWN,0
2016-02-18,79.44,81.34,77.276,79.731,81.3887,UP,1
2016-02-19,80.09,78.75,78.714,79.599,81.3869,UP,1
2016-02-22,80.87,81.05,79.848,79.4874,81.3922,DOWN,0
2016-02-23,78.56,80.4,79.91,79.3368,81.3853,UP,1
2016-02-24,79.09,77.52,79.61,79.1836,81.3726,DOWN,0
2016-02-25,78.76,79.25,79.474,79.1032,81.3637,UP,1
2016-02-26,79.1,79.52,79.276,79.0572,81.3567,UP,1
2016-02-29,79.39,79.4,78.98,79.0094,81.3498,UP,1
2016-03-01,83.41,80.01,79.95,79.0164,81.3587,UP,1
2016-03-02,84.57,83.15,81.046,79.0722,81.3763,UP,1
2016-03-03,86.09,84.94,82.512,79.1828,81.4001,DOWN,0
2016-03-04,85.78,86.5,83.848,79.286,81.4255,UP,1
2016-03-07,87.41,85.38,85.452,79.4002,81.4599,DOWN,0
2016-03-08,84.8,86.89,85.73,79.4002,81.4789,UP,1
2016-03-09,86.09,85.52,86.034,79.4348,81.5045,DOWN,0
2016-03-10,85.43,86.07,85.902,79.4942,81.5349,UP,1
2016-03-11,86.43,86.25,86.032,79.5674,81.5711,DOWN,0
2016-03-14,86.18,85.67,85.786,79.6508,81.6042,UP,1
2016-03-15,86.6,85.0,86.146,79.7468,81.6416,UP,1
2016-03-16,87.57,86.63,86.442,79.8966,81.6827,UP,1
2016-03-17,88.38,88.01,87.032,80.0442,81.7291,UP,1
2016-03-18,89.41,88.8,87.628,80.2718,81.7846,UP,1
2016-03-21,89.69,89.15,88.33,80.5366,81.8462,UP,1
2016-03-22,90.16,89.62,89.042,80.8356,81.9067,DOWN,0
2016-03-23,88.12,89.94,89.152,81.0744,81.9614,DOWN,0
2016-03-24,88.06,86.97,89.088,81.2792,82.0178,DOWN,0
2016-03-28,87.49,87.87,88.704,81.524,82.0662,DOWN,0
2016-03-29,87.43,86.8,88.252,81.687,82.11,UP,1
2016-03-30,87.62,88.19,87.744,81.87,82.1599,DOWN,0
2016-03-31,86.59,87.27,87.438,82.0284,82.2024,DOWN,0
2016-04-01,85.67,85.6,86.96,82.2032,82.2388,UP,1
2016-04-04,85.73,85.7,86.608,82.397,82.2733,DOWN,0
2016-04-05,84.81,85.08,86.084,82.4926,82.2972,UP,1
2016-04-06,85.02,85.35,85.564,82.6684,82.3239,DOWN,0
2016-04-07,84.51,84.6,85.148,82.8034,82.3485,UP,1
2016-04-08,86.06,85.8,85.226,82.97,82.3772,DOWN,0
2016-04-11,84.58,86.5,84.996,83.0876,82.4042,UP,1
2016-04-12,85.98,84.67,85.23,83.2042,82.4396,UP,1
2016-04-13,87.01,86.48,85.628,83.3548,82.4766,DOWN,0
2016-04-14,86.92,87.11,86.11,83.5232,82.5187,DOWN,0
2016-04-15,84.85,86.66,85.868,83.6382,82.5402,UP,1
2016-04-18,85.65,84.01,86.082,83.7536,82.5619,UP,1
2016-04-19,86.42,85.72,86.17,83.9154,82.5868,UP,1
2016-04-20,86.69,85.91,86.106,84.1236,82.6125,UP,1
2016-04-21,87.4,86.84,86.202,84.3628,82.6378,UP,1
2016-04-22,87.98,87.64,86.828,84.6166,82.6852,DOWN,0
2016-04-25,87.93,87.9,87.284,84.9172,82.7276,UP,1
2016-04-26,88.4,88.45,87.68,85.1812,82.7621,UP,1
2016-04-27,88.95,88.85,88.132,85.3952,82.7898,DOWN,0
2016-04-28,87.79,88.36,88.21,85.5392,82.8111,DOWN,0
2016-04-29,82.11,85.21,87.036,85.5926,82.8128,UP,1
2016-05-02,82.2,82.44,85.89,85.6348,82.8078,DOWN,0
2016-05-03,80.01,80.7,84.212,85.6176,82.7916,DOWN,0
2016-05-04,79.32,79.9,82.286,85.6328,82.7766,DOWN,0
2016-05-05,79.08,80.02,80.544,85.6326,82.7621,DOWN,0
2016-05-06,78.52,78.71,79.826,85.6278,82.7455,DOWN,0
2016-05-09,78.32,78.5,79.05,85.6122,82.7302,UP,1
2016-05-10,79.25,78.76,78.898,85.6094,82.7313,UP,1
2016-05-11,79.39,79.16,78.912,85.529,82.7446,DOWN,0
2016-05-12,78.25,80.0,78.746,85.4026,82.7426,UP,1
2016-05-13,78.34,78.25,78.71,85.2476,82.7342,UP,1
2016-05-16,78.68,78.22,78.782,85.1056,82.732,DOWN,0
2016-05-17,78.31,78.56,78.594,84.9236,82.726,DOWN,0
2016-05-18,78.13,78.29,78.342,84.7902,82.7233,DOWN,0
2016-05-19,77.65,77.55,78.222,84.6214,82.7202,UP,1
2016-05-20,77.9,78.15,78.134,84.4708,82.7183,DOWN,0
2016-05-23,77.82,77.51,77.962,84.2986,82.7092,UP,1
2016-05-24,79.7,78.6,78.24,84.169,82.7096,UP,1
2016-05-25,80.13,80.09,78.64,84.0396,82.6977,DOWN,0
2016-05-26,80.04,80.42,79.118,83.889,82.6794,UP,1
2016-05-27,80.63,80.05,79.664,83.734,82.6609,DOWN,0
2016-05-31,80.36,80.9,80.172,83.553,82.6473,UP,1
2016-06-01,80.85,79.9,80.402,83.3762,82.6401,DOWN,0
2016-06-02,80.83,80.57,80.542,83.1896,82.6289,DOWN,0
2016-06-03,80.13,80.61,80.56,83.0298,82.6133,UP,1
2016-06-06,80.76,80.61,80.586,82.8838,82.6131,UP,1
2016-06-07,81.32,80.87,80.778,82.7604,82.6221,UP,1
2016-06-08,82.37,81.58,81.082,82.6592,82.6552,DOWN,0
2016-06-09,81.13,81.65,81.142,82.5294,82.7026,DOWN,0
2016-06-10,80.07,80.25,81.13,82.399,82.7502,DOWN,0
2016-06-13,78.8,79.73,80.738,82.2616,82.7777,UP,1
2016-06-14,78.9,78.63,80.254,82.125,82.7971,UP,1
2016-06-15,79.14,78.63,79.608,82.0116,82.8066,UP,1
2016-06-16,79.43,78.47,79.268,81.8998,82.8084,DOWN,0
2016-06-17,78.5,79.34,78.954,81.7796,82.813,UP,1
2016-06-20,79.06,79.53,79.006,81.6396,82.8155,UP,1
2016-06-21,79.35,79.3,79.096,81.535,82.8199,UP,1
2016-06-22,79.54,79.37,79.176,81.4062,82.8316,UP,1
2016-06-23,80.87,80.02,79.464,81.2834,82.8366,DOWN,0
2016-06-24,78.62,78.29,79.488,81.1174,82.8264,DOWN,0
2016-06-27,76.9,78.19,79.056,80.9584,82.8058,UP,1
2016-06-28,78.75,78.0,78.936,80.8204,82.7966,UP,1
2016-06-29,79.7,79.21,78.968,80.686,82.804,DOWN,0
2016-06-30,79.34,79.4,78.662,80.539,82.8047,UP,1
2016-07-01,79.78,79.07,78.894,80.3866,82.8076,DOWN,0
2016-07-05,77.93,78.97,79.1,80.1856,82.8007,DOWN,0
2016-07-06,76.37,77.26,78.624,79.9544,82.7896,DOWN,0
2016-07-07,74.27,76.59,77.538,79.6718,82.7647,UP,1
2016-07-08,74.85,74.54,76.64,79.3898,82.7481,UP,1
2016-07-11,75.21,74.85,75.726,79.1382,82.7349,UP,1
2016-07-12,76.4,75.99,75.42,79.024,82.7286,DOWN,0
2016-07-13,76.25,76.08,75.396,78.905,82.7202,UP,1
2016-07-14,76.61,76.36,75.864,78.837,82.7327,DOWN,0
2016-07-15,75.66,76.91,76.026,78.7638,82.7384,DOWN,0
2016-07-18,75.65,75.77,76.114,78.6952,82.7325,UP,1
2016-07-19,75.74,75.73,75.982,78.6396,82.7215,DOWN,0
2016-07-20,75.34,75.74,75.8,78.58,82.7008,DOWN,0
2016-07-21,75.12,75.55,75.502,78.4974,82.6673,UP,1
2016-07-22,75.39,75.12,75.448,78.4174,82.6314,DOWN,0
2016-07-25,74.47,75.03,75.212,78.3418,82.5875,UP,1
2016-07-26,76.23,74.47,75.31,78.2996,82.5458,DOWN,0
2016-07-27,75.4,76.43,75.322,78.234,82.5052,UP,1
2016-07-28,76.25,75.69,75.548,78.1928,82.4671,DOWN,0
2016-07-29,76.06,75.38,75.682,78.1514,82.4366,DOWN,0
2016-08-01,74.26,75.3,75.64,78.0836,82.3955,UP,1
2016-08-02,76.15,74.53,75.624,78.0486,82.3588,UP,1
2016-08-03,78.66,76.6,76.276,78.0654,82.3315,DOWN,0
2016-08-04,77.54,78.37,76.534,78.0222,82.3111,UP,1
2016-08-05,78.28,77.71,76.978,77.9852,82.2945,UP,1
2016-08-08,78.58,78.89,77.842,77.956,82.2849,DOWN,0
2016-08-09,76.72,78.76,77.956,77.8778,82.2555,UP,1
2016-08-10,76.95,76.89,77.614,77.8096,82.2235,UP,1
2016-08-11,78.16,77.42,77.738,77.7558,82.1993,UP,1
2016-08-12,78.81,78.39,77.844,77.7154,82.1755,DOWN,0
2016-08-15,78.59,79.15,77.846,77.6846,82.144,DOWN,0
2016-08-16,77.98,78.12,78.098,77.629,82.1018,DOWN,0
2016-08-17,77.71,78.06,78.25,77.5568,82.0451,UP,1
2016-08-18,77.95,77.98,78.208,77.4684,81.9818,UP,1
2016-08-19,78.05,77.63,78.056,77.4068,81.9087,DOWN,0
2016-08-22,76.97,77.52,77.732,77.3448,81.8269,UP,1
2016-08-23,77.82,77.17,77.7,77.3252,81.7476,DOWN,0
2016-08-24,77.68,77.8,77.694,77.3008,81.6723,UP,1
2016-08-25,79.07,77.89,77.918,77.2994,81.6076,DOWN,0
2016-08-26,78.62,79.1,78.032,77.2832,81.5402,UP,1
2016-08-29,78.88,78.86,78.414,77.2908,81.4816,UP,1
2016-08-30,79.33,79.46,78.716,77.2962,81.4321,DOWN,0
2016-08-31,78.45,79.15,78.87,77.2782,81.3789,DOWN,0
2016-09-01,78.29,78.93,78.714,77.2532,81.315,UP,1
2016-09-02,78.87,78.97,78.764,77.2132,81.2538,UP,1
2016-09-06,79.11,79.28,78.81,77.223,81.1866,UP,1
2016-09-07,79.59,79.24,78.862,77.2768,81.1227,UP,1
2016-09-08,80.08,79.8,79.188,77.3034,81.0647,DOWN,0
2016-09-09,77.86,79.39,79.102,77.2666,80.9932,UP,1
2016-09-12,78.84,77.49,79.096,77.2566,80.9217,DOWN,0
2016-09-13,77.25,78.0,78.724,77.206,80.8441,DOWN,0
2016-09-14,76.97,77.14,78.2,77.1868,80.7652,UP,1
2016-09-15,79.1,77.43,78.004,77.2414,80.703,DOWN,0
2016-09-16,79.09,78.32,78.25,77.3378,80.6351,UP,1
2016-09-19,80.35,79.76,78.552,77.4478,80.5847,DOWN,0
2016-09-20,79.58,80.35,79.018,77.5352,80.5397,UP,1
2016-09-21,80.07,79.82,79.638,77.6086,80.4891,DOWN,0
2016-09-22,80.03,80.5,79.824,77.6842,80.4558,DOWN,0
2016-09-23,79.58,79.69,79.922,77.7436,80.4214,DOWN,0
2016-09-26,79.47,79.78,79.746,77.8198,80.3883,DOWN,0
2016-09-27,79.41,79.02,79.712,77.895,80.3516,UP,1
2016-09-28,81.19,79.73,79.936,78.004,80.3437,DOWN,0
2016-09-29,79.28,81.05,79.786,78.0828,80.3331,UP,1
2016-09-30,80.55,79.92,79.98,78.1914,80.3269,DOWN,0
2016-10-03,80.41,80.42,80.168,78.2918,80.3137,DOWN,0
2016-10-04,79.82,80.34,80.25,78.3988,80.3039,UP,1
2016-10-05,81.09,80.59,80.23,78.496,80.3065,DOWN,0
2016-10-06,80.77,81.18,80.528,78.6034,80.3073,DOWN,0
2016-10-07,80.39,81.0,80.496,78.6862,80.3007,UP,1
2016-10-10,81.3,80.86,80.674,78.791,80.2832,DOWN,0
2016-10-11,80.56,81.24,80.822,78.917,80.2642,DOWN,0
2016-10-12,79.81,80.56,80.566,78.9902,80.251,DOWN,0
2016-10-13,79.15,79.18,80.242,79.0,80.2329,UP,1
2016-10-14,79.31,79.74,80.026,79.0354,80.2194,DOWN,0
2016-10-17,79.14,79.31,79.594,79.0526,80.2061,UP,1
2016-10-18,79.59,79.73,79.4,79.0728,80.2036,UP,1
2016-10-19,79.67,79.91,79.372,79.1318,80.197,UP,1
2016-10-20,79.74,79.4,79.49,79.1876,80.2055,UP,1
2016-10-21,80.35,79.21,79.698,79.2314,80.225,UP,1
2016-10-24,80.59,80.53,79.988,79.267,80.2519,UP,1
2016-10-25,80.76,80.29,80.222,79.3104,80.2748,UP,1
2016-10-26,81.06,80.28,80.5,79.372,80.291,DOWN,0
2016-10-27,79.99,81.12,80.55,79.4176,80.3147,UP,1
2016-10-28,80.13,79.23,80.506,79.4612,80.319,UP,1
2016-10-31,81.15,80.2,80.618,79.5232,80.3324,DOWN,0
2016-11-01,80.25,82.35,80.516,79.5888,80.3403,DOWN,0
2016-11-02,78.34,79.5,79.972,79.5992,80.3473,UP,1
2016-11-03,79.08,78.59,79.79,79.6272,80.3625,DOWN,0
2016-11-04,78.6,78.88,79.484,79.6178,80.3554,UP,1
2016-11-07,79.93,79.62,79.24,79.644,80.3739,DOWN,0
2016-11-08,79.89,79.72,79.168,79.6642,80.3845,UP,1
2016-11-09,82.45,79.29,79.99,79.7266,80.4081,UP,1
2016-11-10,83.09,82.34,80.792,79.8194,80.4301,DOWN,0
2016-11-11,82.22,82.9,81.516,79.898,80.4404,UP,1
2016-11-14,83.36,82.22,82.202,79.9878,80.4598,UP,1
2016-11-15,83.7,83.36,82.964,80.0796,80.4858,DOWN,0
2016-11-16,83.0,83.65,83.074,80.1478,80.5053,UP,1
2016-11-17,83.83,83.72,83.222,80.2228,80.5251,DOWN,0
2016-11-18,83.64,83.89,83.506,80.3384,80.5516,UP,1
2016-11-21,84.86,84.48,83.806,80.4588,80.5945,UP,1
2016-11-22,84.88,84.96,84.042,80.6114,80.6417,UP,1
2016-11-23,85.06,84.84,84.454,80.7732,80.6906,DOWN,0
2016-11-25,84.89,84.82,84.666,80.889,80.7505,DOWN,0
2016-11-28,84.09,84.8,84.756,80.989,80.795,DOWN,0
2016-11-29,82.39,83.36,84.262,81.0298,80.8157,UP,1
2016-11-30,83.08,83.1,83.902,81.0998,80.8281,UP,1
2016-12-01,84.98,83.92,83.886,81.198,80.8558,DOWN,0
2016-12-02,84.88,84.75,83.884,81.295,80.8798,UP,1
2016-12-05,85.44,85.38,84.154,81.4122,80.9026,DOWN,0
2016-12-06,84.91,85.13,84.658,81.521,80.9344,UP,1
2016-12-07,87.01,85.08,85.444,81.673,80.974,UP,1
2016-12-08,87.63,87.06,85.974,81.8018,81.0183,DOWN,0
2016-12-09,87.16,87.69,86.43,81.9594,81.0586,UP,1
2016-12-12,87.3,88.0,86.802,82.0944,81.0982,UP,1
2016-12-13,88.17,87.74,87.454,82.2496,81.122,DOWN,0
2016-12-14,86.42,87.65,87.336,82.3816,81.1312,UP,1
2016-12-15,86.57,86.12,87.124,82.4912,81.1336,UP,1
2016-12-16,87.46,86.8,87.184,82.625,81.142,DOWN,0
2016-12-19,87.17,87.19,87.158,82.7606,81.1408,DOWN,0
2016-12-20,86.94,87.38,86.912,82.8734,81.1515,DOWN,0
2016-12-21,86.78,87.11,86.984,82.9978,81.155,UP,1
2016-12-22,87.56,86.7,87.182,83.1528,81.1656,UP,1
2016-12-23,87.72,87.28,87.234,83.3242,81.1721,UP,1
2016-12-27,87.74,87.87,87.348,83.4928,81.1799,DOWN,0
2016-12-28,87.12,87.73,87.384,83.6524,81.1825,DOWN,0
2016-12-29,86.65,87.01,87.358,83.7936,81.1779,DOWN,0
2016-12-30,86.41,86.65,87.128,83.9284,81.168,UP,1
2017-01-03,86.79,87.31,86.942,84.0694,81.1549,UP,1
2017-01-04,87.26,87.17,86.846,84.2076,81.1428,DOWN,0
2017-01-05,86.74,87.26,86.77,84.3306,81.1257,DOWN,0
2017-01-06,85.4,86.78,86.52,84.4234,81.1121,DOWN,0
2017-01-09,84.02,84.91,86.042,84.4826,81.0919,DOWN,0
2017-01-10,83.76,84.0,85.436,84.558,81.0732,UP,1
2017-01-11,84.89,83.91,84.962,84.6532,81.0605,DOWN,0
2017-01-12,84.34,85.09,84.482,84.717,81.0441,DOWN,0
2017-01-13,83.29,84.06,84.06,84.7778,81.0276,UP,1
2017-01-17,83.56,83.21,83.968,84.8822,81.0171,UP,1
2017-01-18,84.13,83.52,84.042,84.9832,81.0091,DOWN,0
2017-01-19,82.99,83.95,83.662,85.071,81.0,UP,1
2017-01-20,83.04,83.49,83.402,85.1332,80.9901,DOWN,0
2017-01-23,82.2,83.28,83.184,85.1794,80.9785,UP,1
2017-01-24,84.19,82.64,83.31,85.2142,80.9692,UP,1
2017-01-25,85.0,84.71,83.484,85.2524,80.9713,DOWN,0
2017-01-26,84.24,85.18,83.734,85.2928,80.9626,DOWN,0
2017-01-27,82.77,84.01,83.68,85.281,80.9414,DOWN,0
2017-01-30,82.33,82.5,83.706,85.2536,80.9184,DOWN,0
2017-01-31,81.62,82.0,83.192,85.226,80.9023,DOWN,0
2017-02-01,80.75,82.11,82.342,85.1644,80.8778,UP,1
2017-02-02,81.05,80.93,81.704,85.1126,80.8509,DOWN,0
2017-02-03,79.95,80.5,81.14,85.0144,80.8172,DOWN,0
2017-02-06,79.14,80.0,80.502,84.8996,80.7759,DOWN,0
2017-02-07,78.55,79.1,79.888,84.7694,80.7288,UP,1
2017-02-08,78.86,78.25,79.51,84.6488,80.6834,UP,1
2017-02-09,79.25,79.4,79.15,84.552,80.6377,UP,1
2017-02-10,79.86,79.42,79.132,84.5014,80.5922,UP,1
2017-02-13,79.9,79.86,79.284,84.4378,80.5528,UP,1
2017-02-14,79.98,79.98,79.57,84.3378,80.5421,UP,1
2017-02-15,80.08,79.73,79.814,84.2418,80.5315,DOWN,0
2017-02-16,78.5,79.6,79.664,84.103,80.524,UP,1
2017-02-17,78.66,78.49,79.424,83.978,80.5207,UP,1
2017-02-21,79.03,79.08,79.25,83.8184,80.5204,DOWN,0
2017-02-22,78.38,79.0,78.93,83.6334,80.5197,UP,1
