ticker,FTNT US Equity,FTNT US Equity,FTNT US Equity,FTNT US Equity,FTNT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2010-07-06,1.627,1.631,1.6446,1.6523,,UP,1
2010-07-07,1.6703,1.63,1.6373,1.6532,,UP,1
2010-07-08,1.701,1.681,1.6487,1.6544,,DOWN,0
2010-07-09,1.697,1.696,1.6629,1.6547,,DOWN,0
2010-07-12,1.666,1.687,1.6723,1.6524,,UP,1
2010-07-13,1.685,1.68,1.6839,1.6505,,DOWN,0
2010-07-14,1.685,1.682,1.6868,1.647,,DOWN,0
2010-07-15,1.66,1.679,1.6786,1.6444,,DOWN,0
2010-07-16,1.628,1.647,1.6648,1.6417,,DOWN,0
2010-07-19,1.614,1.628,1.6544,1.6396,,DOWN,0
2010-07-20,1.612,1.594,1.6398,1.6389,,DOWN,0
2010-07-21,1.6,1.62,1.6228,1.6371,,UP,1
2010-07-22,1.732,1.624,1.6372,1.6382,,UP,1
2010-07-23,1.781,1.72,1.6678,1.6395,,UP,1
2010-07-26,1.808,1.781,1.7066,1.6422,,DOWN,0
2010-07-27,1.794,1.8,1.743,1.6458,,DOWN,0
2010-07-28,1.772,1.785,1.7774,1.6477,,UP,1
2010-07-29,1.78,1.775,1.787,1.6502,,UP,1
2010-07-30,1.801,1.756,1.791,1.6531,,UP,1
2010-08-02,1.816,1.81,1.7926,1.657,,UP,1
2010-08-03,1.819,1.815,1.7976,1.6609,,UP,1
2010-08-04,1.841,1.823,1.8114,1.6656,,DOWN,0
2010-08-05,1.798,1.829,1.815,1.6701,,UP,1
2010-08-06,1.819,1.78,1.8186,1.6741,,DOWN,0
2010-08-09,1.817,1.816,1.8188,1.678,,DOWN,0
2010-08-10,1.787,1.795,1.8124,1.6811,,DOWN,0
2010-08-11,1.721,1.762,1.7884,1.6841,,UP,1
2010-08-12,1.736,1.705,1.776,1.6868,,UP,1
2010-08-13,1.756,1.726,1.7634,1.6904,,UP,1
2010-08-16,1.77,1.741,1.754,1.6954,,UP,1
2010-08-17,1.808,1.785,1.7582,1.7015,,UP,1
2010-08-18,1.821,1.792,1.7782,1.7079,,DOWN,0
2010-08-19,1.78,1.82,1.787,1.7133,,UP,1
2010-08-20,1.838,1.771,1.8034,1.7192,,UP,1
2010-08-23,1.841,1.84,1.8176,1.7244,,UP,1
2010-08-24,1.843,1.813,1.8246,1.7289,,UP,1
2010-08-25,1.86,1.828,1.8324,1.7332,,UP,1
2010-08-26,1.883,1.86,1.853,1.7384,,UP,1
2010-08-27,1.999,1.897,1.8852,1.7454,,UP,1
2010-08-30,2.0025,2.0,1.9175,1.7511,,UP,1
2010-08-31,2.038,2.005,1.9565,1.7578,,UP,1
2010-09-01,2.098,2.052,2.0041,1.7658,,UP,1
2010-09-02,2.183,2.094,2.0641,1.7759,1.724,DOWN,0
2010-09-03,2.117,2.2,2.0877,1.7841,1.7284,DOWN,0
2010-09-07,2.047,2.118,2.0966,1.7899,1.7303,UP,1
2010-09-08,2.088,2.044,2.1066,1.7967,1.7323,UP,1
2010-09-09,2.201,2.107,2.1272,1.8066,1.7348,DOWN,0
2010-09-10,2.151,2.211,2.1208,1.8167,1.7371,UP,1
2010-09-13,2.19,2.226,2.1354,1.828,1.7396,UP,1
2010-09-14,2.292,2.173,2.1844,1.8415,1.7424,DOWN,0
2010-09-15,2.24,2.292,2.2148,1.8537,1.7452,UP,1
2010-09-16,2.28,2.237,2.2306,1.8659,1.7481,UP,1
2010-09-17,2.5,2.305,2.3004,1.8819,1.7522,UP,1
2010-09-20,2.511,2.5,2.3646,1.8982,1.7564,DOWN,0
2010-09-21,2.467,2.5,2.3996,1.9142,1.7604,DOWN,0
2010-09-22,2.382,2.468,2.428,1.9281,1.7637,DOWN,0
2010-09-23,2.367,2.35,2.4454,1.9418,1.7671,UP,1
2010-09-24,2.4,2.406,2.4254,1.9566,1.7708,UP,1
2010-09-27,2.467,2.396,2.4166,1.9734,1.7746,DOWN,0
2010-09-28,2.436,2.477,2.4104,1.9898,1.7784,UP,1
2010-09-29,2.521,2.44,2.4382,2.008,1.7825,DOWN,0
2010-09-30,2.5,2.54,2.4648,2.026,1.7865,DOWN,0
2010-10-01,2.5,2.523,2.4848,2.0414,1.7905,UP,1
2010-10-04,2.553,2.505,2.502,2.0568,1.7941,DOWN,0
2010-10-05,2.553,2.561,2.5254,2.0717,1.7979,DOWN,0
2010-10-06,2.419,2.57,2.505,2.0842,1.8012,DOWN,0
2010-10-07,2.408,2.423,2.4866,2.0969,1.8045,UP,1
2010-10-08,2.419,2.4,2.4704,2.1097,1.8079,UP,1
2010-10-11,2.5,2.417,2.4598,2.1237,1.8115,DOWN,0
2010-10-12,2.499,2.487,2.449,2.1373,1.8148,UP,1
2010-10-13,2.502,2.508,2.4656,2.151,1.8184,UP,1
2010-10-14,2.528,2.5,2.4896,2.1647,1.8219,UP,1
2010-10-15,2.603,2.553,2.5264,2.1808,1.8259,UP,1
2010-10-18,2.612,2.6,2.5488,2.1967,1.8302,DOWN,0
2010-10-19,2.518,2.583,2.5526,2.2107,1.8338,DOWN,0
2010-10-20,2.516,2.525,2.5554,2.2253,1.8371,DOWN,0
2010-10-21,2.47,2.537,2.5438,2.2403,1.8398,UP,1
2010-10-22,2.963,2.7,2.6158,2.2648,1.8449,UP,1
2010-10-25,3.025,2.964,2.6984,2.2902,1.8499,UP,1
2010-10-26,3.137,2.997,2.8222,2.3175,1.8556,DOWN,0
2010-10-27,3.134,3.129,2.9458,2.344,1.8614,DOWN,0
2010-10-28,3.0,3.057,3.0518,2.3676,1.8667,DOWN,0
2010-10-29,3.0,3.005,3.0592,2.392,1.8717,UP,1
2010-11-01,3.188,3.672,3.0918,2.419,1.8778,DOWN,0
2010-11-02,3.099,3.235,3.0842,2.4442,1.8834,UP,1
2010-11-03,3.1,3.108,3.0774,2.4693,1.8894,DOWN,0
2010-11-04,3.056,3.101,3.0886,2.4932,1.8955,UP,1
2010-11-05,3.129,3.04,3.1144,2.5182,1.9022,DOWN,0
2010-11-08,3.098,3.1,3.0964,2.5401,1.9087,UP,1
2010-11-09,3.119,3.098,3.1004,2.5625,1.9151,DOWN,0
2010-11-10,3.098,3.114,3.1,2.5837,1.9213,DOWN,0
2010-11-11,3.043,3.055,3.0974,2.6026,1.9276,DOWN,0
2010-11-12,3.032,3.019,3.078,2.6196,1.9341,UP,1
2010-11-15,3.1,3.06,3.0784,2.6392,1.9409,UP,1
2010-11-16,3.138,3.092,3.0822,2.661,1.948,DOWN,0
2010-11-17,3.128,3.118,3.0882,2.6818,1.9555,UP,1
2010-11-18,3.256,3.156,3.1308,2.7029,1.9639,DOWN,0
2010-11-19,3.194,3.26,3.1632,2.7238,1.972,DOWN,0
2010-11-22,3.166,3.171,3.1764,2.7433,1.9799,DOWN,0
2010-11-23,3.144,3.138,3.1776,2.7604,1.9873,UP,1
2010-11-24,3.187,3.172,3.1894,2.7793,1.9948,DOWN,0
2010-11-26,3.17,3.186,3.1722,2.7971,2.0023,DOWN,0
2010-11-29,3.152,3.148,3.1638,2.8101,2.0098,UP,1
2010-11-30,3.187,3.13,3.168,2.8237,2.0175,UP,1
2010-12-01,3.22,3.23,3.1832,2.8387,2.0252,UP,1
2010-12-02,3.244,3.17,3.1946,2.856,2.0327,UP,1
2010-12-03,3.326,3.241,3.2258,2.8751,2.0407,DOWN,0
2010-12-06,3.291,3.339,3.2536,2.893,2.0486,DOWN,0
2010-12-07,3.271,3.317,3.2704,2.909,2.0567,DOWN,0
2010-12-08,3.269,3.271,3.2802,2.9257,2.0647,UP,1
2010-12-09,3.346,3.295,3.3006,2.9422,2.0731,DOWN,0
2010-12-10,3.333,3.355,3.302,2.9589,2.0811,DOWN,0
2010-12-13,3.191,3.352,3.282,2.9727,2.0881,DOWN,0
2010-12-14,3.108,3.198,3.2494,2.9838,2.0949,UP,1
2010-12-15,3.141,3.111,3.2238,2.9955,2.1021,UP,1
2010-12-16,3.178,3.154,3.1902,3.0107,2.1095,UP,1
2010-12-17,3.21,3.175,3.1656,3.0268,2.1171,DOWN,0
2010-12-20,3.202,3.2,3.1678,3.0424,2.1244,DOWN,0
2010-12-21,3.198,3.21,3.1858,3.0564,2.1319,DOWN,0
2010-12-22,3.168,3.181,3.1912,3.0698,2.1394,DOWN,0
2010-12-23,3.135,3.17,3.1826,3.0824,2.1469,UP,1
2010-12-27,3.251,3.133,3.1908,3.0969,2.155,DOWN,0
2010-12-28,3.165,3.253,3.1834,3.1081,2.1627,UP,1
2010-12-29,3.218,3.179,3.1874,3.1202,2.1705,DOWN,0
2010-12-30,3.218,3.212,3.1974,3.1342,2.1781,UP,1
2010-12-31,3.235,3.225,3.2174,3.1486,2.1857,UP,1
2011-01-03,3.31,3.265,3.2292,3.1654,2.1937,UP,1
2011-01-04,3.497,3.338,3.2956,3.1761,2.2027,UP,1
2011-01-05,3.65,3.5,3.382,3.1886,2.2122,DOWN,0
2011-01-06,3.638,3.648,3.466,3.1986,2.2218,DOWN,0
2011-01-07,3.523,3.655,3.5236,3.2064,2.2308,UP,1
2011-01-10,3.601,3.548,3.5818,3.2184,2.2403,UP,1
2011-01-11,3.606,3.647,3.6036,3.2305,2.2496,UP,1
2011-01-12,3.658,3.64,3.6052,3.2399,2.2591,UP,1
2011-01-13,3.679,3.687,3.6134,3.2515,2.2687,UP,1
2011-01-14,3.737,3.699,3.6562,3.2643,2.2785,DOWN,0
2011-01-18,3.667,3.74,3.6694,3.2765,2.2882,DOWN,0
2011-01-19,3.559,3.582,3.66,3.2851,2.2974,DOWN,0
2011-01-20,3.495,3.45,3.6274,3.293,2.3062,UP,1
2011-01-21,3.509,3.524,3.5934,3.3008,2.3153,DOWN,0
2011-01-24,3.449,3.49,3.5358,3.3079,2.3241,DOWN,0
2011-01-25,3.392,3.401,3.4808,3.3148,2.3325,UP,1
2011-01-26,3.965,3.557,3.562,3.3335,2.3441,DOWN,0
2011-01-27,3.78,3.974,3.619,3.3471,2.3545,DOWN,0
2011-01-28,3.695,3.805,3.6562,3.3582,2.3648,UP,1
