ticker,MCHP US Equity,MCHP US Equity,MCHP US Equity,MCHP US Equity,MCHP US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-02-24,18.185,18.19,17.5765,18.279,18.2203,DOWN,0
2012-02-27,18.17,18.06,17.5654,18.196,18.2439,UP,1
2012-02-28,18.38,18.25,17.554,18.209,18.2746,DOWN,0
2012-02-29,18.035,18.39,17.542,18.186,18.2973,UP,1
2012-03-01,18.07,18.16,17.5316,18.168,18.3139,DOWN,0
2012-03-02,17.85,17.965,17.5227,18.101,18.3308,DOWN,0
2012-03-05,17.585,17.83,17.5103,17.984,18.3255,UP,1
2012-03-06,17.665,17.5,17.4984,17.841,18.3243,UP,1
2012-03-07,17.835,17.715,17.4877,17.801,18.3181,UP,1
2012-03-08,17.925,17.88,17.479,17.772,18.3106,UP,1
2012-03-09,18.065,17.86,17.4723,17.815,18.3047,DOWN,0
2012-03-12,17.93,18.065,17.4645,17.884,18.3004,UP,1
2012-03-13,18.295,18.015,17.4587,18.01,18.2979,DOWN,0
2012-03-14,18.27,18.3,17.4522,18.097,18.297,UP,1
2012-03-15,18.445,18.24,17.4456,18.201,18.3083,DOWN,0
2012-03-16,18.24,18.41,17.4411,18.236,18.3149,UP,1
2012-03-19,18.37,18.16,17.4371,18.324,18.3211,DOWN,0
2012-03-20,18.295,18.285,17.4352,18.324,18.3308,UP,1
2012-03-21,18.405,18.295,17.4334,18.351,18.3391,DOWN,0
2012-03-22,18.35,18.275,17.4318,18.332,18.3462,DOWN,0
2012-03-23,18.285,18.31,17.4308,18.341,18.3539,UP,1
2012-03-26,18.485,18.415,17.4308,18.364,18.3661,DOWN,0
2012-03-27,18.46,18.455,17.4319,18.397,18.3792,DOWN,0
2012-03-28,18.3,18.425,17.4331,18.376,18.3835,UP,1
2012-03-29,18.37,18.21,17.4336,18.38,18.3687,UP,1
2012-03-30,18.6,18.515,17.4364,18.443,18.3619,UP,1
2012-04-02,18.66,18.585,17.4401,18.478,18.3614,DOWN,0
2012-04-03,18.355,18.585,17.4427,18.457,18.3568,DOWN,0
2012-04-04,18.075,18.19,17.4431,18.412,18.3452,DOWN,0
2012-04-05,18.07,18.075,17.4413,18.352,18.3387,DOWN,0
2012-04-09,17.72,17.875,17.4385,18.176,18.3218,DOWN,0
2012-04-10,17.535,17.67,17.4331,17.951,18.3046,UP,1
2012-04-11,17.775,17.745,17.4306,17.835,18.2914,UP,1
2012-04-12,18.09,17.77,17.4287,17.838,18.2842,DOWN,0
2012-04-13,17.905,18.11,17.4255,17.805,18.2667,DOWN,0
2012-04-16,17.85,18.035,17.4216,17.831,18.2468,UP,1
2012-04-17,18.19,18.015,17.4178,17.962,18.2264,DOWN,0
2012-04-18,18.11,18.05,17.4125,18.029,18.2084,DOWN,0
2012-04-19,17.88,18.12,17.4071,17.987,18.193,DOWN,0
2012-04-20,17.64,17.99,17.4002,17.934,18.173,DOWN,0
2012-04-23,17.35,17.475,17.3909,17.834,18.1467,DOWN,0
2012-04-24,17.285,17.44,17.3827,17.653,18.1255,UP,1
2012-04-25,17.455,17.43,17.3763,17.522,18.1081,UP,1
2012-04-26,17.68,17.445,17.3823,17.482,18.0923,UP,1
2012-04-27,17.705,17.755,17.3898,17.495,18.0794,DOWN,0
2012-04-30,17.685,17.69,17.3982,17.562,18.0618,DOWN,0
2012-05-01,17.615,17.65,17.4055,17.628,18.0424,DOWN,0
2012-05-02,17.46,17.495,17.4128,17.629,18.0253,DOWN,0
2012-05-03,17.345,17.49,17.4174,17.562,18.0092,DOWN,0
2012-05-04,16.895,17.18,17.4202,17.4,17.9839,DOWN,0
2012-05-07,16.73,16.79,17.4205,17.209,17.9548,DOWN,0
2012-05-08,16.35,16.59,17.4169,16.956,17.9184,DOWN,0
2012-05-09,16.0,16.185,17.4126,16.664,17.8708,DOWN,0
2012-05-10,15.965,16.045,17.4069,16.388,17.8294,DOWN,0
2012-05-11,15.95,15.965,17.4028,16.199,17.787,DOWN,0
2012-05-14,15.85,15.825,17.3974,16.023,17.747,DOWN,0
2012-05-15,15.67,15.615,17.3913,15.887,17.7087,DOWN,0
2012-05-16,15.665,15.78,17.3854,15.82,17.6687,DOWN,0
2012-05-17,15.495,15.64,17.3808,15.726,17.6219,DOWN,0
2012-05-18,15.245,15.535,17.3744,15.585,17.5683,UP,1
2012-05-21,15.445,15.32,17.3722,15.504,17.5159,UP,1
2012-05-22,15.474,15.42,17.3716,15.4648,17.4668,UP,1
2012-05-23,15.595,15.415,17.374,15.4508,17.4128,DOWN,0
2012-05-24,15.43,15.575,17.3724,15.4378,17.356,UP,1
2012-05-25,15.465,15.47,17.3729,15.4818,17.2964,UP,1
2012-05-29,15.675,15.625,17.3711,15.5278,17.2451,DOWN,0
2012-05-30,15.65,15.635,17.3692,15.563,17.1907,DOWN,0
2012-05-31,15.51,15.61,17.3659,15.546,17.135,DOWN,0
2012-06-01,15.2,15.27,17.3635,15.5,17.0709,UP,1
2012-06-04,15.255,15.24,17.3622,15.458,17.009,UP,1
2012-06-05,15.395,15.265,17.3649,15.402,16.9512,UP,1
2012-06-06,15.85,15.545,17.3701,15.442,16.8985,UP,1
2012-06-07,15.87,16.015,17.374,15.514,16.8467,UP,1
2012-06-08,16.005,15.79,17.3748,15.675,16.8008,DOWN,0
2012-06-11,15.7875,16.105,17.3744,15.7815,16.7491,UP,1
2012-06-12,16.13,15.825,17.3764,15.9285,16.6997,DOWN,0
2012-06-13,15.93,16.065,17.3753,15.9445,16.6451,DOWN,0
2012-06-14,15.915,15.96,17.3715,15.9535,16.5963,UP,1
2012-06-15,16.24,15.96,17.3706,16.0005,16.5596,UP,1
2012-06-18,16.43,16.18,17.3707,16.129,16.5268,UP,1
2012-06-19,16.525,16.52,17.372,16.208,16.5029,UP,1
2012-06-20,16.62,16.62,17.3767,16.346,16.4846,DOWN,0
2012-06-21,16.2575,16.6,17.3794,16.4145,16.4543,UP,1
2012-06-22,16.6,16.37,17.3808,16.4865,16.4245,DOWN,0
2012-06-25,16.06,16.405,17.3805,16.4125,16.3876,UP,1
2012-06-26,16.1825,16.105,17.3813,16.344,16.3542,UP,1
2012-06-27,16.245,16.275,17.3807,16.269,16.3153,DOWN,0
2012-06-28,16.12,16.17,17.3773,16.2415,16.2755,UP,1
2012-06-29,16.54,16.4,17.3738,16.2295,16.2487,DOWN,0
2012-07-02,16.405,16.625,17.3701,16.2985,16.224,UP,1
2012-07-03,16.53,16.375,17.3663,16.368,16.2076,UP,1
2012-07-05,16.55,16.53,17.3636,16.429,16.1929,DOWN,0
2012-07-06,16.1,16.48,17.3598,16.425,16.1658,DOWN,0
2012-07-09,15.885,16.035,17.3562,16.294,16.1299,DOWN,0
2012-07-10,15.71,15.915,17.3545,16.155,16.09,DOWN,0
2012-07-11,15.695,15.735,17.3507,15.988,16.0502,DOWN,0
2012-07-12,15.515,15.54,17.347,15.781,16.0082,UP,1
2012-07-13,15.815,15.525,17.343,15.724,15.9753,DOWN,0
2012-07-16,15.775,15.8,17.3409,15.702,15.9439,UP,1
2012-07-17,15.805,15.89,17.3399,15.721,15.9221,UP,1
2012-07-18,16.285,15.825,17.3435,15.839,15.9132,UP,1
2012-07-19,16.41,16.33,17.3495,16.018,15.9144,DOWN,0
2012-07-20,16.195,16.4,17.3513,16.094,15.9183,DOWN,0
2012-07-23,15.9,15.975,17.3491,16.119,15.917,DOWN,0
2012-07-24,15.735,15.92,17.3446,16.105,15.9127,UP,1
2012-07-25,15.96,15.745,17.3402,16.04,15.9149,UP,1
2012-07-26,16.235,16.305,17.3355,16.005,15.9262,UP,1
2012-07-27,16.45,16.4,17.3319,16.056,15.9419,UP,1
2012-07-30,16.68,16.455,17.3292,16.212,15.9656,UP,1
2012-07-31,16.69,16.685,17.3244,16.403,15.9945,UP,1
2012-08-01,16.795,16.835,17.3247,16.57,16.0215,DOWN,0
2012-08-02,16.7,16.465,17.3248,16.663,16.0461,UP,1
2012-08-03,17.35,17.0,17.3273,16.843,16.0812,DOWN,0
2012-08-06,17.32,17.35,17.3303,16.971,16.119,UP,1
2012-08-07,17.445,17.345,17.3349,17.122,16.1586,UP,1
2012-08-08,17.465,17.415,17.3378,17.256,16.1944,DOWN,0
2012-08-09,17.43,17.38,17.3382,17.402,16.23,UP,1
2012-08-10,17.53,17.405,17.3395,17.438,16.2704,DOWN,0
2012-08-13,17.5,17.48,17.339,17.474,16.3164,UP,1
2012-08-14,17.625,17.5,17.3362,17.51,16.3638,UP,1
2012-08-15,17.675,17.575,17.3334,17.552,16.4094,UP,1
2012-08-16,17.805,17.68,17.332,17.627,16.4485,UP,1
2012-08-17,17.865,17.86,17.3351,17.694,16.4884,DOWN,0
2012-08-20,17.535,17.685,17.3363,17.701,16.519,DOWN,0
2012-08-21,17.51,17.61,17.3344,17.678,16.5534,DOWN,0
2012-08-22,17.45,17.48,17.3291,17.633,16.5798,DOWN,0
2012-08-23,17.26,17.5,17.324,17.524,16.6064,UP,1
2012-08-24,17.365,17.285,17.3185,17.424,16.6354,DOWN,0
2012-08-27,17.275,17.4,17.3163,17.372,16.6561,UP,1
2012-08-28,17.38,17.215,17.3138,17.346,16.6751,DOWN,0
2012-08-29,17.37,17.315,17.3087,17.33,16.692,DOWN,0
2012-08-30,17.22,17.25,17.3037,17.322,16.704,UP,1
2012-08-31,17.375,17.37,17.2984,17.324,16.7264,DOWN,0
2012-09-04,17.21,17.39,17.2929,17.311,16.7386,DOWN,0
2012-09-05,17.04,17.12,17.2912,17.243,16.7582,UP,1
2012-09-06,17.465,17.21,17.292,17.262,16.7838,DOWN,0
2012-09-07,17.335,17.38,17.2937,17.285,16.8056,DOWN,0
2012-09-10,17.07,17.335,17.2961,17.224,16.8246,DOWN,0
2012-09-11,17.035,17.1,17.2999,17.189,16.8345,DOWN,0
2012-09-12,16.905,17.12,17.3036,17.162,16.8445,UP,1
2012-09-13,17.175,16.875,17.3068,17.104,16.8574,DOWN,0
2012-09-14,17.175,17.185,17.3103,17.072,16.8699,DOWN,0
2012-09-17,17.095,17.16,17.3085,17.077,16.8898,UP,1
2012-09-18,17.16,17.06,17.3071,17.102,16.9153,DOWN,0
2012-09-19,17.105,17.125,17.306,17.142,16.9432,UP,1
2012-09-20,17.115,17.11,17.3043,17.13,16.9716,DOWN,0
2012-09-21,17.035,17.16,17.3023,17.102,17.002,DOWN,0
2012-09-24,16.875,16.99,17.2989,17.058,17.0232,DOWN,0
2012-09-25,16.47,16.95,17.2946,16.92,17.0371,DOWN,0
2012-09-26,16.3575,16.455,17.2894,16.7705,17.0482,UP,1
2012-09-27,16.4575,16.415,17.285,16.639,17.0516,DOWN,0
2012-09-28,16.37,16.375,17.2819,16.506,17.0508,UP,1
2012-10-01,16.45,16.41,17.2799,16.421,17.0559,UP,1
2012-10-02,16.685,16.775,17.2788,16.464,17.0716,DOWN,0
2012-10-03,16.615,16.71,17.2757,16.5155,17.0892,DOWN,0
2012-10-04,16.58,16.645,17.2736,16.54,17.1016,UP,1
2012-10-05,16.625,16.625,17.2674,16.591,17.1094,DOWN,0
2012-10-08,16.495,16.52,17.2613,16.6,17.1103,DOWN,0
2012-10-09,16.23,16.405,17.2517,16.509,17.1013,DOWN,0
2012-10-10,16.025,16.215,17.2403,16.391,17.088,DOWN,0
2012-10-11,16.025,16.135,17.2287,16.28,17.0726,DOWN,0
2012-10-12,15.855,16.025,17.2172,16.126,17.0557,UP,1
2012-10-15,16.1,15.935,17.2056,16.047,17.0307,UP,1
2012-10-16,16.315,16.085,17.1956,16.064,17.0106,DOWN,0
2012-10-17,16.26,16.23,17.1875,16.111,16.9869,DOWN,0
2012-10-18,15.86,16.257,17.1773,16.078,16.9548,DOWN,0
2012-10-19,15.675,15.88,17.1653,16.042,16.9197,DOWN,0
2012-10-22,15.645,15.6506,17.1545,15.951,16.882,UP,1
2012-10-23,15.82,15.525,17.1437,15.852,16.8484,DOWN,0
2012-10-24,15.755,15.87,17.1325,15.751,16.811,DOWN,0
2012-10-25,15.705,15.84,17.1215,15.72,16.7716,UP,1
2012-10-26,15.865,15.715,17.1114,15.758,16.7328,DOWN,0
2012-10-31,15.6703,15.88,17.1008,15.7631,16.6889,UP,1
2012-11-01,16.25,15.735,17.0916,15.8491,16.6632,DOWN,0
2012-11-02,16.07,16.225,17.0764,15.9121,16.6344,UP,1
2012-11-05,16.195,15.985,17.0627,16.0101,16.6093,UP,1
2012-11-06,16.5761,16.275,17.0521,16.1523,16.5956,DOWN,0
2012-11-07,16.055,16.385,17.0395,16.2292,16.5694,DOWN,0
2012-11-08,15.955,16.075,17.026,16.1702,16.543,DOWN,0
2012-11-09,15.31,15.54,17.0106,16.0182,16.5016,DOWN,0
2012-11-12,15.175,15.305,16.9936,15.8142,16.4577,DOWN,0
2012-11-13,15.065,15.095,16.977,15.512,16.4146,DOWN,0
2012-11-14,14.955,15.105,16.9596,15.292,16.3662,DOWN,0
2012-11-15,14.805,14.95,16.9413,15.062,16.3181,DOWN,0
2012-11-16,14.685,14.795,16.9209,14.937,16.271,UP,1
2012-11-19,14.97,14.615,16.9015,14.896,16.2211,DOWN,0
2012-11-20,14.81,14.895,16.8795,14.845,16.1706,DOWN,0
2012-11-21,14.705,14.84,16.858,14.795,16.1233,UP,1
2012-11-23,14.995,14.835,16.8397,14.833,16.0825,DOWN,0
2012-11-26,14.85,14.95,16.8207,14.866,16.0414,UP,1
2012-11-27,14.87,14.865,16.8018,14.846,15.9953,UP,1
2012-11-28,15.13,14.85,16.7857,14.91,15.9544,DOWN,0
2012-11-29,15.085,15.145,16.7695,14.986,15.9142,UP,1
2012-11-30,15.21,15.1,16.7532,15.029,15.8752,DOWN,0
2012-12-03,14.955,15.28,16.7362,15.05,15.8322,DOWN,0
2012-12-04,14.91,14.96,16.7179,15.058,15.7881,UP,1
2012-12-05,14.965,14.91,16.6998,15.025,15.7467,UP,1
2012-12-06,15.255,14.975,16.6845,15.059,15.7143,UP,1
2012-12-07,15.425,15.345,16.6709,15.102,15.6934,UP,1
2012-12-10,15.495,15.375,16.6576,15.21,15.6762,UP,1
2012-12-11,15.735,15.58,16.6453,15.375,15.6617,UP,1
2012-12-12,15.85,15.84,16.6337,15.552,15.6513,UP,1
2012-12-13,15.875,15.975,16.6212,15.676,15.6398,DOWN,0
2012-12-14,15.82,15.825,16.6101,15.755,15.6225,UP,1
2012-12-17,15.93,15.85,16.5994,15.842,15.6088,UP,1
2012-12-18,16.16,15.915,16.591,15.927,15.6004,UP,1
2012-12-19,16.23,16.205,16.5842,16.003,15.5925,UP,1
2012-12-20,16.315,16.235,16.5775,16.091,15.5889,DOWN,0
2012-12-21,16.295,16.165,16.5698,16.186,15.5902,DOWN,0
2012-12-24,16.28,16.245,16.5615,16.256,15.5953,DOWN,0
2012-12-26,16.28,16.26,16.5526,16.28,15.6004,DOWN,0
2012-12-27,16.16,16.275,16.5438,16.266,15.6065,DOWN,0
2012-12-28,16.055,16.05,16.5326,16.214,15.6056,UP,1
2012-12-31,16.295,15.985,16.5227,16.214,15.6052,UP,1
2013-01-02,16.875,16.585,16.5148,16.333,15.6175,DOWN,0
2013-01-03,16.7,16.87,16.5071,16.417,15.6343,DOWN,0
2013-01-04,16.605,16.75,16.4983,16.506,15.6529,DOWN,0
2013-01-07,16.585,16.545,16.4898,16.612,15.6717,DOWN,0
2013-01-08,16.2903,16.525,16.4792,16.611,15.6811,UP,1
2013-01-09,16.47,16.375,16.4698,16.53,15.6954,UP,1
2013-01-10,16.775,16.555,16.4622,16.545,15.7168,UP,1
2013-01-11,16.795,16.73,16.4538,16.583,15.7354,DOWN,0
2013-01-14,16.555,16.69,16.4443,16.577,15.7531,DOWN,0
2013-01-15,16.51,16.53,16.4353,16.621,15.7583,UP,1
2013-01-16,16.68,16.515,16.4269,16.663,15.7705,UP,1
2013-01-17,16.805,16.75,16.4179,16.669,15.7827,DOWN,0
2013-01-18,16.765,16.73,16.4084,16.663,15.7865,DOWN,0
2013-01-22,16.615,16.795,16.3997,16.675,15.7977,DOWN,0
2013-01-23,16.575,16.66,16.3922,16.688,15.8101,UP,1
2013-01-24,16.625,16.605,16.385,16.677,15.8364,UP,1
2013-01-25,16.65,16.64,16.3796,16.646,15.8659,UP,1
2013-01-28,16.86,16.77,16.3763,16.665,15.9018,DOWN,0
2013-01-29,16.79,16.8,16.3713,16.7,15.9385,UP,1
2013-01-30,16.885,16.785,16.3653,16.762,15.9801,DOWN,0
2013-01-31,16.725,16.87,16.3594,16.782,16.0209,UP,1
2013-02-01,17.26,16.96,16.3565,16.904,16.0667,DOWN,0
2013-02-04,17.0,17.435,16.3505,16.932,16.1105,UP,1
2013-02-05,17.11,17.075,16.3455,16.996,16.1586,UP,1
2013-02-06,17.225,16.985,16.3422,17.064,16.2032,DOWN,0
2013-02-07,16.97,17.385,16.3389,17.113,16.2456,UP,1
2013-02-08,18.195,18.5,16.3431,17.3,16.3121,UP,1
2013-02-11,18.22,18.095,16.3478,17.544,16.3739,UP,1
2013-02-12,18.31,18.135,16.3521,17.784,16.4384,UP,1
2013-02-13,18.385,18.24,16.3556,18.016,16.5019,UP,1
2013-02-14,18.66,18.27,16.3604,18.354,16.576,DOWN,0
2013-02-15,18.5375,18.62,16.3646,18.4225,16.6486,UP,1
2013-02-19,18.575,18.375,16.3694,18.4935,16.7208,DOWN,0
2013-02-20,18.225,18.54,16.3733,18.4765,16.7802,DOWN,0
2013-02-21,18.07,18.265,16.3769,18.4135,16.8331,UP,1
2013-02-22,18.435,18.2758,16.3846,18.3685,16.8919,DOWN,0
2013-02-25,18.055,18.5,16.3912,18.272,16.9383,UP,1
2013-02-26,18.22,18.14,16.4006,18.201,16.9857,UP,1
2013-02-27,18.365,18.195,16.4124,18.229,17.0355,DOWN,0
2013-02-28,18.235,18.39,16.4237,18.262,17.0838,DOWN,0
2013-03-01,18.23,18.195,16.4351,18.221,17.1298,DOWN,0
2013-03-04,18.17,18.305,16.4467,18.244,17.17,UP,1
2013-03-05,18.46,18.265,16.4607,18.292,17.2146,DOWN,0
2013-03-06,18.39,18.475,16.4743,18.297,17.2561,DOWN,0
2013-03-07,18.38,18.45,16.4887,18.326,17.2978,UP,1
2013-03-08,18.425,18.485,16.5046,18.365,17.3407,UP,1
2013-03-11,18.475,18.315,16.5198,18.426,17.3846,DOWN,0
2013-03-12,18.415,18.4,16.5345,18.417,17.4297,DOWN,0
2013-03-13,18.315,18.4,16.5481,18.402,17.4749,UP,1
2013-03-14,18.37,18.41,16.5628,18.4,17.5164,DOWN,0
2013-03-15,18.14,18.27,16.5762,18.343,17.5417,DOWN,0
2013-03-18,18.01,17.9,16.5878,18.25,17.5679,UP,1
2013-03-19,18.015,18.09,16.5997,18.17,17.5961,UP,1
2013-03-20,18.18,18.16,16.613,18.143,17.628,DOWN,0
2013-03-21,17.865,17.995,16.6263,18.042,17.6595,UP,1
2013-03-22,18.1,17.985,16.6406,18.034,17.6921,UP,1
2013-03-25,18.11,18.19,16.6541,18.054,17.7188,UP,1
2013-03-26,18.355,18.185,16.6667,18.122,17.75,DOWN,0
2013-03-27,18.25,18.185,16.6786,18.136,17.7839,UP,1
2013-03-28,18.385,18.245,16.6905,18.24,17.8214,DOWN,0
2013-04-01,18.135,18.415,16.7022,18.247,17.8505,DOWN,0
2013-04-02,18.045,18.15,16.7118,18.234,17.8753,DOWN,0
2013-04-03,17.685,18.06,16.7205,18.1,17.8937,UP,1
2013-04-04,17.83,17.66,16.7301,18.016,17.918,DOWN,0
2013-04-05,17.77,17.55,16.7378,17.893,17.9419,UP,1
2013-04-08,17.85,17.735,16.7449,17.836,17.9664,UP,1
2013-04-09,17.96,17.87,16.752,17.819,17.9926,UP,1
2013-04-10,18.37,18.04,16.7608,17.956,18.0228,DOWN,0
2013-04-11,18.35,18.285,16.7713,18.06,18.054,DOWN,0
2013-04-12,18.1525,18.325,16.779,18.1365,18.0793,DOWN,0
2013-04-15,17.935,18.035,16.7884,18.1535,18.1035,UP,1
2013-04-16,18.15,18.0,16.7982,18.1915,18.1213,DOWN,0
2013-04-17,17.465,17.95,16.8043,18.0105,18.1306,DOWN,0
2013-04-18,17.115,17.65,16.8093,17.7635,18.1307,UP,1
2013-04-19,17.17,17.045,16.8125,17.567,18.1296,UP,1
2013-04-22,17.355,17.195,16.8172,17.451,18.1373,UP,1
2013-04-23,17.7,17.46,16.8231,17.361,18.1274,UP,1
2013-04-24,17.875,17.75,16.8297,17.443,18.1205,UP,1
2013-04-25,18.145,17.965,16.8399,17.649,18.1172,DOWN,0
2013-04-26,17.8,18.135,16.8495,17.775,18.1055,UP,1
2013-04-29,17.98,17.825,16.8608,17.9,18.0919,UP,1
2013-04-30,18.21,17.96,16.8734,18.002,18.0854,DOWN,0
2013-05-01,18.05,18.155,16.8861,18.037,18.0749,UP,1
2013-05-02,18.305,18.045,16.8985,18.069,18.0765,UP,1
2013-05-03,18.775,18.855,16.9135,18.264,18.0906,DOWN,0
2013-05-06,18.705,18.655,16.928,18.409,18.096,DOWN,0
2013-05-07,18.58,18.69,16.9395,18.483,18.1065,UP,1
2013-05-08,18.73,18.585,16.9511,18.619,18.1167,DOWN,0
2013-05-09,18.55,18.675,16.9629,18.668,18.1204,UP,1
2013-05-10,18.605,18.565,16.9764,18.634,18.1278,DOWN,0
2013-05-13,18.58,18.5,16.9906,18.609,18.1348,UP,1
2013-05-14,18.7,18.645,17.0043,18.633,18.1454,UP,1
2013-05-15,18.815,18.65,17.0172,18.65,18.1525,DOWN,0
2013-05-16,18.79,18.78,17.0289,18.698,18.1605,DOWN,0
2013-05-17,18.54,18.735,17.0382,18.685,18.1637,DOWN,0
2013-05-20,18.34,18.505,17.0465,18.637,18.162,DOWN,0
2013-05-21,18.335,18.33,17.0542,18.564,18.1592,DOWN,0
2013-05-22,18.16,18.345,17.0615,18.433,18.1541,UP,1
2013-05-23,18.17,18.07,17.0656,18.309,18.1512,DOWN,0
2013-05-24,18.16,18.085,17.0698,18.233,18.147,UP,1
2013-05-28,18.22,18.31,17.0737,18.209,18.1486,UP,1
2013-05-29,18.295,18.36,17.0778,18.201,18.1543,UP,1
2013-05-30,18.62,18.355,17.0838,18.293,18.1664,DOWN,0
2013-05-31,18.24,18.505,17.0873,18.307,18.1676,UP,1
2013-06-03,18.42,18.25,17.0919,18.359,18.1787,UP,1
2013-06-04,18.545,19.105,17.0965,18.424,18.1876,DOWN,0
2013-06-05,18.22,18.45,17.0992,18.409,18.1898,DOWN,0
2013-06-06,18.105,18.28,17.1007,18.306,18.1848,UP,1
2013-06-07,18.35,18.205,17.1032,18.328,18.1868,UP,1
2013-06-10,18.41,18.35,17.1075,18.326,18.1873,DOWN,0
2013-06-11,18.385,18.24,17.1119,18.294,18.1923,DOWN,0
2013-06-12,18.17,18.555,17.1155,18.284,18.1948,UP,1
2013-06-13,18.625,18.185,17.1223,18.388,18.2136,DOWN,0
2013-06-14,18.52,18.61,17.1281,18.422,18.2274,UP,1
2013-06-17,18.775,18.66,17.1356,18.495,18.2475,UP,1
2013-06-18,19.02,18.745,17.1438,18.622,18.2709,DOWN,0
2013-06-19,18.705,19.005,17.1505,18.729,18.2858,DOWN,0
2013-06-20,18.22,18.445,17.1555,18.648,18.2828,UP,1
2013-06-21,18.375,18.27,17.1605,18.619,18.2833,DOWN,0
2013-06-24,18.15,18.26,17.1652,18.494,18.2832,UP,1
2013-06-25,18.405,18.35,17.172,18.371,18.2926,UP,1
2013-06-26,18.475,18.585,17.1771,18.325,18.2991,UP,1
2013-06-27,18.545,18.575,17.1831,18.39,18.3207,UP,1
2013-06-28,18.625,18.45,17.1909,18.44,18.3509,UP,1
2013-07-01,18.685,18.785,17.1991,18.547,18.3812,UP,1
2013-07-02,18.725,18.62,17.2082,18.611,18.4086,UP,1
2013-07-03,18.9,18.665,17.2169,18.696,18.4326,UP,1
2013-07-05,19.115,19.035,17.2266,18.81,18.4574,DOWN,0
2013-07-08,18.72,19.21,17.2347,18.829,18.4689,UP,1
2013-07-09,18.9,18.865,17.2434,18.872,18.4909,UP,1
2013-07-10,19.015,18.83,17.2529,18.93,18.5116,UP,1
2013-07-11,19.46,19.275,17.2647,19.042,18.5366,UP,1
2013-07-12,19.72,19.47,17.2781,19.163,18.57,DOWN,0
2013-07-15,19.685,19.705,17.2921,19.356,18.5976,UP,1
2013-07-16,19.805,19.725,17.3088,19.537,18.6182,UP,1
2013-07-17,19.995,19.885,17.327,19.733,18.644,UP,1
2013-07-18,20.015,20.07,17.3448,19.844,18.6727,DOWN,0
2013-07-19,19.935,19.96,17.3626,19.887,18.6968,DOWN,0
2013-07-22,19.89,20.04,17.3798,19.928,18.7236,UP,1
2013-07-23,20.005,20.02,17.3964,19.968,18.7516,DOWN,0
2013-07-24,19.74,20.135,17.412,19.917,18.7748,UP,1
2013-07-25,19.84,19.785,17.4283,19.882,18.7976,DOWN,0
2013-07-26,19.645,19.65,17.4434,19.824,18.8142,DOWN,0
2013-07-29,19.605,19.545,17.459,19.767,18.8305,UP,1
2013-07-30,19.625,19.66,17.476,19.691,18.8522,UP,1
2013-07-31,19.87,19.675,17.4952,19.717,18.8828,UP,1
2013-08-01,20.845,20.5,17.5193,19.918,18.933,DOWN,0
2013-08-02,20.74,20.605,17.5437,20.137,18.9846,UP,1
2013-08-05,20.84,20.64,17.5674,20.384,19.038,DOWN,0
2013-08-06,20.655,20.75,17.5891,20.59,19.0879,DOWN,0
2013-08-07,20.505,20.64,17.6103,20.717,19.1336,DOWN,0
2013-08-08,20.425,20.665,17.6332,20.633,19.1762,DOWN,0
2013-08-09,20.305,20.42,17.6563,20.546,19.2099,UP,1
2013-08-12,20.38,20.25,17.68,20.454,19.2527,UP,1
2013-08-13,20.44,20.445,17.7031,20.411,19.2931,DOWN,0
2013-08-14,20.175,20.4,17.7252,20.345,19.3257,DOWN,0
2013-08-15,19.705,20.005,17.7452,20.201,19.3554,UP,1
2013-08-16,19.755,19.625,17.7646,20.091,19.3884,DOWN,0
2013-08-19,19.46,19.49,17.7836,19.907,19.4106,UP,1
2013-08-20,19.555,19.5,17.8001,19.73,19.4335,DOWN,0
2013-08-21,19.42,19.485,17.8169,19.579,19.4542,UP,1
2013-08-22,19.53,19.43,17.8335,19.544,19.4814,UP,1
2013-08-23,19.54,19.53,17.8484,19.501,19.4997,UP,1
2013-08-26,19.585,19.57,17.866,19.526,19.521,DOWN,0
2013-08-27,19.27,19.395,17.8826,19.469,19.5309,UP,1
2013-08-28,19.4875,19.295,17.9035,19.4825,19.5403,UP,1
2013-08-29,19.515,19.45,17.9252,19.4795,19.5565,DOWN,0
2013-08-30,19.405,19.22,17.9469,19.4525,19.5802,UP,1
2013-09-03,19.595,19.595,17.9701,19.4545,19.6046,UP,1
2013-09-04,19.785,19.3,17.995,19.5575,19.6373,DOWN,0
2013-09-05,19.555,19.725,18.0193,19.571,19.6603,DOWN,0
2013-09-06,19.45,19.7,18.0417,19.558,19.6798,UP,1
2013-09-09,19.47,19.54,18.065,19.571,19.6983,UP,1
2013-09-10,19.715,19.635,18.0901,19.595,19.7201,DOWN,0
2013-09-11,19.715,19.65,18.1137,19.581,19.7407,UP,1
2013-09-12,19.735,19.725,18.1381,19.617,19.7609,UP,1
2013-09-13,19.8,19.755,18.1627,19.687,19.7789,UP,1
2013-09-16,20.035,20.04,18.1873,19.8,19.7973,UP,1
2013-09-17,20.14,20.125,18.2125,19.885,19.8257,UP,1
2013-09-18,20.215,20.135,18.2376,19.985,19.852,UP,1
2013-09-19,20.225,20.25,18.2639,20.083,19.8762,DOWN,0
2013-09-20,20.12,20.225,18.29,20.147,19.8894,UP,1
