ticker,NEE US Equity,NEE US Equity,NEE US Equity,NEE US Equity,NEE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-07-30,7.7363,7.8063,7.5197,7.7867,8.1251,DOWN,0
2003-07-31,7.7088,7.7625,7.5246,7.7705,8.1224,DOWN,0
2003-08-01,7.65,7.7125,7.5287,7.731,8.12,DOWN,0
2003-08-04,7.625,7.65,7.5337,7.694,8.1158,DOWN,0
2003-08-05,7.5375,7.625,7.5374,7.6515,8.1034,UP,1
2003-08-06,7.5775,7.5388,7.5407,7.6197,8.0891,UP,1
2003-08-07,7.6913,7.6,7.5432,7.6162,8.0774,UP,1
2003-08-08,7.6938,7.7188,7.5465,7.625,8.0675,UP,1
2003-08-11,7.7113,7.7063,7.5491,7.6422,8.0556,UP,1
2003-08-12,7.795,7.725,7.5521,7.6937,8.0445,DOWN,0
2003-08-13,7.7888,7.8263,7.5544,7.736,8.0307,UP,1
2003-08-14,7.8,7.8125,7.5567,7.7577,8.0177,DOWN,0
2003-08-15,7.7713,7.8,7.5586,7.7732,8.0064,UP,1
2003-08-18,7.7838,7.8375,7.5604,7.7877,7.997,DOWN,0
2003-08-19,7.7613,7.7875,7.5624,7.781,7.9878,UP,1
2003-08-20,7.8375,7.7663,7.5646,7.7907,7.9823,UP,1
2003-08-21,7.8513,7.8688,7.5657,7.801,7.9754,DOWN,0
2003-08-22,7.8063,7.8825,7.567,7.808,7.9659,UP,1
2003-08-25,7.8625,7.82,7.5688,7.8237,7.9589,UP,1
2003-08-26,7.8688,7.8775,7.5724,7.8452,7.9488,DOWN,0
2003-08-27,7.75,7.7938,7.5759,7.8277,7.9376,DOWN,0
2003-08-28,7.715,7.7538,7.5796,7.8005,7.9242,UP,1
2003-08-29,7.7325,7.715,7.5838,7.7857,7.9097,UP,1
2003-09-02,7.805,7.7338,7.5885,7.7742,7.8973,DOWN,0
2003-09-03,7.7488,7.7638,7.5925,7.7502,7.8843,DOWN,0
2003-09-04,7.7188,7.7188,7.5955,7.744,7.872,DOWN,0
2003-09-05,7.6925,7.7188,7.5983,7.7395,7.8597,DOWN,0
2003-09-08,7.6875,7.6875,7.601,7.7305,7.8447,DOWN,0
2003-09-09,7.6475,7.675,7.6027,7.699,7.8307,UP,1
2003-09-10,7.675,7.6538,7.6044,7.6842,7.8171,UP,1
2003-09-11,7.7263,7.7125,7.6056,7.6857,7.8045,UP,1
2003-09-12,7.8225,7.75,7.6074,7.7117,7.7925,DOWN,0
2003-09-15,7.7463,7.8225,7.6098,7.7235,7.7819,UP,1
2003-09-16,7.8188,7.7463,7.6121,7.7577,7.7744,DOWN,0
2003-09-17,7.8063,7.8188,7.6144,7.784,7.7676,UP,1
2003-09-18,7.91,7.84,7.618,7.8207,7.7664,DOWN,0
2003-09-19,7.8188,7.885,7.6204,7.82,7.7652,DOWN,0
2003-09-22,7.6913,7.82,7.6228,7.809,7.7598,UP,1
2003-09-23,7.725,7.7,7.6255,7.7902,7.7549,DOWN,0
2003-09-24,7.7025,7.7125,7.6282,7.7695,7.7525,UP,1
2003-09-25,7.7575,7.7,7.6302,7.739,7.7531,UP,1
2003-09-26,7.8513,7.7575,7.6324,7.7455,7.7555,UP,1
2003-09-29,7.915,7.8938,7.6351,7.7902,7.757,DOWN,0
2003-09-30,7.9,7.9025,7.6374,7.8252,7.7601,UP,1
2003-10-01,7.9563,7.9,7.6399,7.876,7.7632,UP,1
2003-10-02,8.0638,7.9588,7.6428,7.9372,7.7688,UP,1
2003-10-03,8.1,8.0625,7.646,7.987,7.775,UP,1
2003-10-06,8.1013,8.0887,7.649,8.0242,7.7801,DOWN,0
2003-10-07,8.0563,8.075,7.6523,8.0555,7.785,DOWN,0
2003-10-08,8.0125,8.0488,7.6551,8.0667,7.7902,UP,1
2003-10-09,8.06,8.0438,7.6579,8.066,7.7967,UP,1
2003-10-10,8.0613,8.07,7.661,8.0582,7.8037,DOWN,0
2003-10-13,8.05,8.0925,7.6638,8.048,7.8118,DOWN,0
2003-10-14,8.0463,8.0313,7.667,8.046,7.8202,DOWN,0
2003-10-15,7.96,7.975,7.669,8.0355,7.8286,DOWN,0
2003-10-16,7.945,7.95,7.6712,8.0125,7.836,DOWN,0
2003-10-17,7.9,7.935,7.6723,7.9802,7.8401,UP,1
2003-10-20,7.93,7.8813,7.6737,7.9562,7.8449,DOWN,0
2003-10-21,7.92,7.9425,7.6737,7.931,7.849,UP,1
2003-10-22,7.9513,7.92,7.6755,7.9292,7.8522,UP,1
2003-10-23,7.955,7.9513,7.6773,7.9312,7.8555,UP,1
2003-10-24,7.9813,7.9425,7.6791,7.9475,7.8591,UP,1
2003-10-27,7.985,7.9763,7.6813,7.9585,7.8634,UP,1
2003-10-28,7.9913,8.0063,7.6842,7.9727,7.8675,DOWN,0
2003-10-29,7.975,8.0,7.6867,7.9775,7.8718,UP,1
2003-10-30,8.0,7.9738,7.6895,7.9865,7.8751,DOWN,0
2003-10-31,7.9675,8.0,7.6928,7.9837,7.8774,UP,1
2003-11-03,8.035,7.9563,7.6965,7.9937,7.882,UP,1
2003-11-04,8.04,8.035,7.7008,8.0035,7.8855,DOWN,0
2003-11-05,8.02,8.02,7.7044,8.0125,7.8885,UP,1
2003-11-06,8.0275,8.005,7.708,8.018,7.8941,DOWN,0
2003-11-07,8.0125,8.0125,7.7119,8.027,7.9,UP,1
2003-11-10,8.0313,8.025,7.7162,8.0262,7.906,UP,1
2003-11-11,8.0338,8.0188,7.7201,8.025,7.9106,UP,1
2003-11-12,8.05,8.0225,7.7237,8.031,7.9166,UP,1
2003-11-13,8.1025,8.0563,7.728,8.046,7.9243,UP,1
2003-11-14,8.1413,8.11,7.7322,8.0717,7.9333,DOWN,0
2003-11-17,8.0075,8.1525,7.7357,8.067,7.9397,DOWN,0
2003-11-18,7.8638,8.0275,7.739,8.033,7.944,UP,1
2003-11-19,7.93,7.8488,7.743,8.009,7.9491,DOWN,0
2003-11-20,7.905,7.9,7.7469,7.9695,7.9527,UP,1
2003-11-21,7.9113,7.945,7.7511,7.9235,7.9544,UP,1
2003-11-24,7.9813,7.9425,7.7556,7.9182,7.9591,DOWN,0
2003-11-25,7.9313,7.875,7.7608,7.9317,7.9614,UP,1
2003-11-26,7.9713,7.9363,7.7668,7.94,7.9647,DOWN,0
2003-11-28,7.9438,7.975,7.7721,7.9477,7.9654,UP,1
2003-12-01,7.95,7.9875,7.776,7.9555,7.968,DOWN,0
2003-12-02,7.94,7.9563,7.7797,7.9472,7.973,DOWN,0
2003-12-03,7.9063,7.9375,7.7835,7.9422,7.9766,UP,1
2003-12-04,7.9563,7.9313,7.7876,7.9392,7.9817,UP,1
2003-12-05,8.07,7.9575,7.7922,7.9645,7.9879,UP,1
2003-12-08,8.0863,8.085,7.7969,7.9917,7.9926,DOWN,0
2003-12-09,8.0413,8.0913,7.8006,8.012,7.9951,DOWN,0
2003-12-10,8.0038,8.0438,7.8053,8.0315,7.9972,UP,1
2003-12-11,8.0275,8.0275,7.8103,8.0458,7.9986,UP,1
2003-12-12,8.04,8.0313,7.8155,8.0398,7.9982,DOWN,0
2003-12-15,8.0063,8.075,7.82,8.0238,7.9963,DOWN,0
2003-12-16,7.9438,7.9938,7.8243,8.0043,7.9931,UP,1
2003-12-17,7.9675,7.925,7.8283,7.997,7.9914,UP,1
2003-12-18,8.0338,7.9688,7.8323,7.9983,7.9918,UP,1
2003-12-19,8.0375,8.0313,7.8364,7.9978,7.9913,UP,1
2003-12-22,8.0763,8.0125,7.8412,8.0118,7.9916,UP,1
2003-12-23,8.11,8.0825,7.846,8.045,7.9928,UP,1
2003-12-24,8.1113,8.1113,7.8506,8.0738,7.9941,DOWN,0
2003-12-26,8.0887,8.105,7.855,8.0848,7.9967,UP,1
2003-12-29,8.17,8.1688,7.86,8.1113,8.0012,UP,1
2003-12-30,8.2238,8.1425,7.8651,8.1408,8.0077,DOWN,0
2003-12-31,8.1775,8.2,7.8695,8.1543,8.0127,DOWN,0
2004-01-02,8.1288,8.1775,7.8736,8.1578,8.0168,DOWN,0
2004-01-05,8.0238,8.16,7.8771,8.1448,8.0183,DOWN,0
2004-01-06,7.9813,8.0025,7.8797,8.107,8.0188,UP,1
2004-01-07,7.9875,7.9788,7.883,8.0598,8.0189,DOWN,0
2004-01-08,7.9425,7.9813,7.8858,8.0128,8.0181,UP,1
2004-01-09,7.9688,7.9613,7.8888,7.9808,8.0176,UP,1
2004-01-12,8.04,8.025,7.892,7.984,8.0189,UP,1
2004-01-13,8.12,8.06,7.8959,8.0118,8.0213,UP,1
2004-01-14,8.21,8.1875,7.9001,8.0563,8.0262,DOWN,0
2004-01-15,8.195,8.2063,7.9042,8.1068,8.0294,DOWN,0
2004-01-16,8.1563,8.1962,7.9079,8.1443,8.0317,DOWN,0
2004-01-20,8.1438,8.1438,7.9124,8.165,8.0342,UP,1
2004-01-21,8.2488,8.1563,7.917,8.1908,8.0386,UP,1
2004-01-22,8.3363,8.195,7.9219,8.216,8.0451,DOWN,0
2004-01-23,8.2275,8.3125,7.9262,8.2225,8.049,DOWN,0
2004-01-26,8.1438,8.2288,7.9303,8.22,8.0512,DOWN,0
2004-01-27,8.0938,8.1438,7.9338,8.21,8.0521,UP,1
2004-01-28,8.1663,8.1,7.9376,8.1935,8.0534,UP,1
2004-01-29,8.2425,8.1725,7.942,8.1748,8.0554,DOWN,0
2004-01-30,8.2188,8.2137,7.9457,8.173,8.0596,DOWN,0
2004-02-02,8.135,8.225,7.949,8.1713,8.065,UP,1
2004-02-03,8.1563,8.125,7.9524,8.1838,8.0696,DOWN,0
2004-02-04,8.0875,8.1313,7.9557,8.168,8.0732,DOWN,0
2004-02-05,7.9913,8.0913,7.9586,8.1178,8.0748,UP,1
2004-02-06,7.9975,7.995,7.9617,8.0735,8.0751,UP,1
2004-02-09,8.0,8.0025,7.964,8.0465,8.0765,UP,1
2004-02-10,8.0788,8.0063,7.9671,8.031,8.0787,UP,1
2004-02-11,8.15,8.06,7.9698,8.0435,8.0828,DOWN,0
2004-02-12,8.115,8.15,7.9722,8.0683,8.0861,DOWN,0
2004-02-13,8.08,8.1337,7.9746,8.0848,8.0889,UP,1
2004-02-17,8.1813,8.125,7.9779,8.121,8.0944,UP,1
2004-02-18,8.2813,8.1938,7.9815,8.1615,8.1009,DOWN,0
2004-02-19,8.2788,8.2688,7.9852,8.1873,8.1051,DOWN,0
2004-02-20,8.2313,8.31,7.9888,8.2105,8.1079,UP,1
2004-02-23,8.3175,8.2438,7.993,8.258,8.1135,DOWN,0
2004-02-24,8.3125,8.3125,7.997,8.2843,8.1197,DOWN,0
2004-02-25,8.2063,8.2488,8.0004,8.2693,8.1232,DOWN,0
2004-02-26,8.155,8.2075,8.0032,8.2445,8.1255,UP,1
2004-02-27,8.2063,8.175,8.0059,8.2395,8.1295,UP,1
2004-03-01,8.2813,8.2188,8.0088,8.2323,8.1363,DOWN,0
2004-03-02,8.2325,8.25,8.0113,8.2163,8.1416,UP,1
2004-03-03,8.2913,8.225,8.0136,8.2333,8.1467,UP,1
2004-03-04,8.3988,8.375,8.0168,8.282,8.1539,UP,1
2004-03-05,8.4688,8.3625,8.0199,8.3345,8.1618,UP,1
2004-03-08,8.55,8.4688,8.0238,8.3883,8.1706,DOWN,0
2004-03-09,8.5313,8.525,8.0273,8.448,8.179,DOWN,0
2004-03-10,8.425,8.53,8.0286,8.4748,8.1857,DOWN,0
2004-03-11,8.2838,8.375,8.0286,8.4518,8.188,UP,1
2004-03-12,8.3613,8.2913,8.029,8.4303,8.1907,DOWN,0
2004-03-15,8.325,8.3625,8.0297,8.3853,8.1937,UP,1
2004-03-16,8.3713,8.375,8.03,8.3533,8.1985,UP,1
2004-03-17,8.4775,8.3938,8.0307,8.3638,8.2076,DOWN,0
2004-03-18,8.4313,8.4775,8.0304,8.3933,8.2166,DOWN,0
2004-03-19,8.4213,8.3938,8.0303,8.4053,8.2253,DOWN,0
2004-03-22,8.3038,8.4213,8.0301,8.401,8.2325,DOWN,0
2004-03-23,8.2863,8.3088,8.0303,8.384,8.2389,DOWN,0
2004-03-24,8.2313,8.2988,8.0303,8.3348,8.2427,DOWN,0
2004-03-25,8.2313,8.225,8.0309,8.2948,8.2449,UP,1
2004-03-26,8.305,8.2313,8.0314,8.2715,8.2468,UP,1
2004-03-29,8.3488,8.3138,8.0318,8.2805,8.2499,UP,1
2004-03-30,8.375,8.35,8.0326,8.2983,8.2543,DOWN,0
2004-03-31,8.3563,8.3638,8.0325,8.3233,8.2585,UP,1
2004-04-01,8.3588,8.34,8.0327,8.3488,8.2607,DOWN,0
2004-04-02,8.2888,8.3875,8.0323,8.3455,8.2598,UP,1
2004-04-05,8.3113,8.3125,8.0315,8.338,8.2614,DOWN,0
2004-04-06,8.2963,8.3,8.0309,8.3223,8.2645,DOWN,0
2004-04-07,8.2288,8.2975,8.0301,8.2968,8.2672,DOWN,0
2004-04-08,8.21,8.2663,8.0294,8.267,8.2681,DOWN,0
2004-04-12,8.0525,8.2188,8.0282,8.2198,8.2643,DOWN,0
2004-04-13,7.9488,8.0438,8.0257,8.1473,8.2589,UP,1
2004-04-14,7.975,7.9313,8.0239,8.083,8.2557,DOWN,0
2004-04-15,7.9625,7.975,8.0219,8.0298,8.2518,UP,1
2004-04-16,8.0038,7.9663,8.0201,7.9885,8.2501,DOWN,0
2004-04-19,7.9675,8.0025,8.0178,7.9715,8.2496,UP,1
2004-04-20,7.9688,7.9675,8.0163,7.9755,8.2491,DOWN,0
2004-04-21,7.9263,7.9625,8.015,7.9658,8.2476,UP,1
2004-04-22,8.04,7.9188,8.0144,7.9813,8.2468,UP,1
2004-04-23,8.1813,8.0413,8.0155,8.0168,8.2474,DOWN,0
2004-04-26,8.1375,8.15,8.0168,8.0508,8.2479,DOWN,0
2004-04-27,8.075,8.1688,8.0174,8.072,8.2478,DOWN,0
2004-04-28,8.0712,8.0813,8.0179,8.101,8.2456,DOWN,0
2004-04-29,7.9688,8.0775,8.0186,8.0868,8.2393,DOWN,0
2004-04-30,7.9525,7.9888,8.0197,8.041,8.2328,UP,1
2004-05-03,7.98,7.9625,8.021,8.0095,8.2278,UP,1
2004-05-04,8.0213,7.975,8.0219,7.9988,8.2219,DOWN,0
2004-05-05,7.94,8.0188,8.0229,7.9725,8.2144,UP,1
2004-05-06,7.965,7.94,8.0237,7.9718,8.2096,DOWN,0
2004-05-07,7.7688,7.9125,8.0236,7.935,8.2019,DOWN,0
2004-05-10,7.6438,7.75,8.0229,7.8678,8.1906,UP,1
2004-05-11,7.6725,7.65,8.022,7.798,8.1784,DOWN,0
2004-05-12,7.6213,7.6738,8.021,7.7343,8.1662,UP,1
2004-05-13,7.65,7.6063,8.0205,7.6713,8.1534,UP,1
2004-05-14,7.7,7.65,8.0204,7.6575,8.1394,DOWN,0
2004-05-17,7.6788,7.6938,8.0202,7.6645,8.1236,UP,1
2004-05-18,7.6975,7.7488,8.0204,7.6695,8.1066,DOWN,0
2004-05-19,7.6563,7.7375,8.0206,7.6765,8.0891,UP,1
2004-05-20,7.6788,7.6625,8.0213,7.6823,8.0741,DOWN,0
2004-05-21,7.675,7.6963,8.0218,7.6773,8.062,UP,1
2004-05-24,7.7813,7.6813,8.0222,7.6978,8.0504,UP,1
2004-05-25,7.8625,7.7938,8.0231,7.7308,8.0411,UP,1
2004-05-26,7.8688,7.8625,8.0239,7.7733,8.0311,UP,1
2004-05-27,7.9563,7.89,8.0247,7.8288,8.0206,UP,1
2004-05-28,7.9688,7.9438,8.0256,7.8875,8.0114,UP,1
2004-06-01,8.05,8.0313,8.0268,7.9413,8.004,DOWN,0
2004-06-02,7.9063,7.9875,8.0275,7.95,7.996,DOWN,0
2004-06-03,7.9063,7.9063,8.0281,7.9575,7.9884,UP,1
2004-06-04,7.915,7.95,8.0289,7.9493,7.9821,UP,1
2004-06-07,7.9363,7.92,8.0294,7.9428,7.9762,DOWN,0
2004-06-08,7.8913,7.9425,8.0296,7.911,7.9679,DOWN,0
2004-06-09,7.8413,7.9,8.0298,7.898,7.9578,UP,1
2004-06-10,7.9238,7.8875,8.0301,7.9015,7.9487,UP,1
2004-06-14,7.925,7.9238,8.0303,7.9035,7.9401,UP,1
2004-06-15,7.955,7.95,8.0314,7.9073,7.932,UP,1
2004-06-16,7.9688,7.9988,8.0326,7.9228,7.9256,UP,1
2004-06-17,7.98,7.9975,8.0339,7.9505,7.919,UP,1
2004-06-18,7.9813,7.9813,8.0348,7.962,7.9127,UP,1
2004-06-21,7.9925,7.9938,8.036,7.9755,7.908,DOWN,0
2004-06-22,7.9638,7.9938,8.0372,7.9773,7.9031,UP,1
2004-06-23,8.0113,7.98,8.0388,7.9858,7.9022,DOWN,0
2004-06-24,8.005,8.0188,8.0404,7.9908,7.9034,DOWN,0
2004-06-25,7.98,8.0175,8.042,7.9905,7.9035,UP,1
2004-06-28,8.0063,8.0063,8.0437,7.9933,7.9043,DOWN,0
2004-06-29,7.9325,8.0163,8.0447,7.987,7.9029,UP,1
2004-06-30,7.9938,7.9338,8.0456,7.9835,7.9034,DOWN,0
2004-07-01,7.88,8.0,8.0463,7.9585,7.9017,UP,1
2004-07-02,7.9325,7.925,8.0468,7.949,7.9018,DOWN,0
2004-07-06,7.8975,7.9325,8.0473,7.9273,7.8989,DOWN,0
2004-07-07,7.8563,7.8813,8.047,7.912,7.8924,DOWN,0
2004-07-08,7.85,7.8638,8.0472,7.8833,7.8867,DOWN,0
2004-07-09,7.8275,7.85,8.0479,7.8728,7.8817,DOWN,0
2004-07-12,7.8263,7.8275,8.0484,7.8515,7.8768,UP,1
2004-07-13,7.835,7.8275,8.049,7.839,7.8742,UP,1
2004-07-14,7.9438,7.8325,8.05,7.8565,7.874,UP,1
2004-07-15,7.9663,7.945,8.0505,7.8798,7.8737,UP,1
2004-07-16,8.0125,8.0188,8.051,7.9168,7.8735,UP,1
2004-07-19,8.025,8.0138,8.0516,7.9565,7.8752,DOWN,0
2004-07-20,8.015,8.0063,8.0519,7.9925,7.8762,DOWN,0
2004-07-21,7.9313,8.025,8.0513,7.99,7.8795,DOWN,0
2004-07-22,7.9,7.9438,8.0503,7.9768,7.8846,UP,1
2004-07-23,8.22,8.0938,8.0509,8.0183,7.8956,DOWN,0
2004-07-26,8.1925,8.22,8.0515,8.0518,7.907,UP,1
2004-07-27,8.2225,8.2438,8.0526,8.0933,7.9184,UP,1
2004-07-28,8.3212,8.225,8.0539,8.1713,7.9309,UP,1
2004-07-29,8.3938,8.3425,8.0556,8.27,7.9452,UP,1
2004-07-30,8.4163,8.395,8.0574,8.3093,7.9595,UP,1
2004-08-02,8.4625,8.395,8.0595,8.3633,7.9757,DOWN,0
2004-08-03,8.4538,8.4625,8.0619,8.4095,7.9912,UP,1
2004-08-04,8.4675,8.4538,8.0646,8.4388,8.007,DOWN,0
2004-08-05,8.3925,8.4875,8.067,8.4385,8.0192,UP,1
2004-08-06,8.4663,8.3925,8.0697,8.4485,8.0313,DOWN,0
2004-08-09,8.3963,8.4875,8.0721,8.4353,8.0419,UP,1
2004-08-10,8.4875,8.4213,8.0748,8.442,8.0525,UP,1
2004-08-11,8.5525,8.4875,8.0778,8.459,8.0642,DOWN,0
2004-08-12,8.5413,8.5213,8.0806,8.4888,8.074,DOWN,0
2004-08-13,8.4588,8.5513,8.0829,8.4873,8.085,UP,1
2004-08-16,8.5038,8.4275,8.0855,8.5088,8.097,UP,1
2004-08-17,8.5113,8.525,8.0882,8.5135,8.1089,UP,1
2004-08-18,8.5875,8.4913,8.0911,8.5205,8.122,DOWN,0
2004-08-19,8.5563,8.5875,8.094,8.5235,8.1352,DOWN,0
2004-08-20,8.4988,8.5125,8.0964,8.5315,8.1484,UP,1
2004-08-23,8.5138,8.52,8.0987,8.5335,8.1602,UP,1
2004-08-24,8.5613,8.535,8.1014,8.5435,8.1729,DOWN,0
2004-08-25,8.56,8.5,8.1041,8.538,8.185,DOWN,0
2004-08-26,8.5488,8.5475,8.1068,8.5365,8.1966,UP,1
2004-08-27,8.5688,8.5688,8.1095,8.5505,8.2084,UP,1
2004-08-30,8.585,8.5813,8.1122,8.5648,8.2205,UP,1
2004-08-31,8.65,8.5963,8.1152,8.5825,8.2336,DOWN,0
2004-09-01,8.6125,8.65,8.1178,8.593,8.2466,UP,1
2004-09-02,8.6625,8.6225,8.1204,8.6158,8.2596,DOWN,0
2004-09-03,8.63,8.6563,8.1235,8.628,8.2721,UP,1
2004-09-07,8.6875,8.6425,8.1276,8.6485,8.2863,DOWN,0
2004-09-08,8.6163,8.6713,8.131,8.6418,8.2985,DOWN,0
2004-09-09,8.5875,8.6125,8.1345,8.6368,8.3116,UP,1
2004-09-10,8.6125,8.5813,8.138,8.6268,8.3239,DOWN,0
2004-09-13,8.4938,8.6,8.1405,8.5995,8.3362,DOWN,0
2004-09-14,8.4637,8.525,8.1432,8.5548,8.3468,UP,1
2004-09-15,8.4675,8.4875,8.1457,8.525,8.3582,UP,1
2004-09-16,8.5,8.5063,8.1485,8.5075,8.3711,DOWN,0
2004-09-17,8.495,8.5338,8.1512,8.484,8.384,DOWN,0
2004-09-20,8.495,8.4738,8.154,8.4843,8.3974,UP,1
2004-09-21,8.5,8.5125,8.1569,8.4915,8.4108,DOWN,0
2004-09-22,8.4875,8.5,8.1596,8.4955,8.4239,DOWN,0
2004-09-23,8.3988,8.4625,8.1612,8.4753,8.433,UP,1
2004-09-24,8.4788,8.3988,8.1632,8.472,8.4432,UP,1
2004-09-27,8.4963,8.4438,8.1655,8.4723,8.4529,UP,1
2004-09-28,8.5663,8.5238,8.1683,8.4855,8.4637,DOWN,0
2004-09-29,8.5388,8.5675,8.1708,8.4958,8.4742,UP,1
2004-09-30,8.54,8.5388,8.1733,8.524,8.4864,UP,1
2004-10-01,8.5725,8.5563,8.1762,8.5428,8.4998,DOWN,0
2004-10-04,8.545,8.5875,8.1792,8.5525,8.5063,UP,1
2004-10-05,8.5563,8.5763,8.1821,8.5505,8.5136,UP,1
2004-10-06,8.5788,8.5588,8.1848,8.5585,8.5207,DOWN,0
2004-10-07,8.4988,8.605,8.1871,8.5503,8.5243,UP,1
2004-10-08,8.5675,8.5262,8.1896,8.5493,8.5278,DOWN,0
2004-10-11,8.565,8.575,8.1919,8.5533,8.5307,UP,1
2004-10-12,8.615,8.565,8.1944,8.565,8.5338,DOWN,0
2004-10-13,8.5188,8.625,8.1965,8.553,8.5351,DOWN,0
2004-10-14,8.5138,8.52,8.1983,8.556,8.536,UP,1
2004-10-15,8.5975,8.545,8.2001,8.562,8.5401,DOWN,0
2004-10-18,8.5375,8.6013,8.2019,8.5565,8.5415,DOWN,0
2004-10-19,8.4913,8.5375,8.2037,8.5318,8.5434,DOWN,0
2004-10-20,8.465,8.5188,8.2059,8.521,8.543,UP,1
2004-10-21,8.475,8.465,8.2084,8.5133,8.5414,UP,1
2004-10-22,8.5887,8.4763,8.2114,8.5115,8.5424,UP,1
2004-10-25,8.5988,8.6075,8.2147,8.5238,8.5452,UP,1
2004-10-26,8.7125,8.6163,8.2184,8.568,8.5494,DOWN,0
2004-10-27,8.6825,8.7125,8.2216,8.6115,8.5528,DOWN,0
2004-10-28,8.6075,8.6825,8.2241,8.638,8.5532,UP,1
2004-10-29,8.6125,8.6075,8.2261,8.6428,8.5543,UP,1
2004-11-01,8.6163,8.6213,8.2282,8.6463,8.5567,DOWN,0
2004-11-02,8.5,8.6,8.2299,8.6038,8.5564,UP,1
2004-11-03,8.7088,8.5563,8.2327,8.609,8.5593,UP,1
2004-11-04,8.8713,8.725,8.2358,8.6618,8.5656,DOWN,0
2004-11-05,8.81,8.8625,8.2382,8.7013,8.5708,UP,1
2004-11-08,8.875,8.8225,8.2415,8.753,8.5769,UP,1
2004-11-09,8.9375,8.8913,8.2454,8.8405,8.584,DOWN,0
2004-11-10,8.875,8.975,8.2493,8.8738,8.5885,UP,1
2004-11-11,8.9775,8.91,8.2534,8.895,8.5958,UP,1
2004-11-12,9.07,9.0,8.2575,8.947,8.6039,DOWN,0
2004-11-15,9.0438,9.07,8.2616,8.9808,8.6122,DOWN,0
2004-11-16,9.02,9.0538,8.2661,8.9973,8.6188,DOWN,0
2004-11-17,8.9788,9.0625,8.2702,9.018,8.6261,UP,1
2004-11-18,9.0425,8.9788,8.275,9.031,8.6352,DOWN,0
2004-11-19,8.9763,9.0425,8.2799,9.0123,8.6425,UP,1
2004-11-22,9.1563,9.0375,8.2857,9.0348,8.6557,DOWN,0
2004-11-23,9.105,9.0825,8.2912,9.0518,8.6686,UP,1
2004-11-24,9.1063,9.1438,8.2963,9.0773,8.6813,DOWN,0
2004-11-26,9.0887,9.125,8.301,9.0865,8.6931,DOWN,0
2004-11-29,8.9637,9.09,8.3053,9.084,8.7025,DOWN,0
2004-11-30,8.7913,8.9938,8.3088,9.011,8.7084,DOWN,0
2004-12-01,8.7688,8.8225,8.3118,8.9438,8.7138,DOWN,0
2004-12-02,8.7338,8.77,8.314,8.8693,8.7187,UP,1
2004-12-03,8.8763,8.7688,8.317,8.8268,8.7282,UP,1
2004-12-06,9.0075,8.905,8.3209,8.8355,8.7388,DOWN,0
2004-12-07,8.96,9.0325,8.3241,8.8693,8.7481,DOWN,0
2004-12-08,8.96,9.0,8.3274,8.9075,8.756,UP,1
2004-12-09,8.9725,8.96,8.3312,8.9553,8.7647,UP,1
2004-12-10,9.0638,9.1,8.3357,8.9928,8.7751,UP,1
2004-12-13,9.2238,9.105,8.3408,9.036,8.7882,UP,1
2004-12-14,9.2713,9.2238,8.3458,9.0983,8.8027,UP,1
2004-12-15,9.3338,9.2938,8.3513,9.173,8.8182,UP,1
2004-12-16,9.3525,9.3513,8.3566,9.249,8.8337,DOWN,0
2004-12-17,9.3363,9.3525,8.3613,9.3035,8.8505,UP,1
