ticker,D US Equity,D US Equity,D US Equity,D US Equity,D US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2010-04-13,41.67,41.65,36.4452,41.636,39.356,DOWN,0
2010-04-14,41.48,41.61,36.4856,41.602,39.4306,DOWN,0
2010-04-15,41.44,41.32,36.5235,41.596,39.4996,DOWN,0
2010-04-16,41.18,41.38,36.5623,41.514,39.5704,UP,1
2010-04-19,41.28,41.05,36.5976,41.41,39.6588,UP,1
2010-04-20,41.42,41.46,36.6387,41.36,39.7522,DOWN,0
2010-04-21,41.36,41.33,36.6781,41.336,39.854,DOWN,0
2010-04-22,41.35,41.21,36.7212,41.318,39.9496,UP,1
2010-04-23,41.77,41.4,36.767,41.436,40.053,UP,1
2010-04-26,41.86,41.68,36.8123,41.552,40.1488,DOWN,0
2010-04-27,41.14,41.63,36.8557,41.496,40.2288,UP,1
2010-04-28,41.42,41.24,36.8977,41.508,40.2924,DOWN,0
2010-04-29,41.3,41.44,36.9387,41.498,40.3508,UP,1
2010-04-30,41.8,41.36,36.9818,41.504,40.4124,UP,1
2010-05-03,42.47,41.9,37.0283,41.626,40.4784,DOWN,0
2010-05-04,41.68,42.0,37.0724,41.734,40.532,UP,1
2010-05-05,41.78,41.5,37.117,41.806,40.5912,DOWN,0
2010-05-06,40.21,41.56,37.1529,41.588,40.6248,UP,1
2010-05-07,40.22,40.04,37.1884,41.272,40.6624,UP,1
2010-05-10,41.91,41.09,37.2285,41.16,40.7408,DOWN,0
2010-05-11,41.8,41.57,37.2645,41.184,40.8108,UP,1
2010-05-12,41.85,41.75,37.2998,41.198,40.8782,DOWN,0
2010-05-13,41.54,41.8,37.3368,41.464,40.9368,DOWN,0
2010-05-14,40.99,41.41,37.371,41.618,40.9816,UP,1
2010-05-17,41.27,41.13,37.4047,41.49,41.0248,DOWN,0
2010-05-18,40.71,41.33,37.4392,41.272,41.0574,DOWN,0
2010-05-19,40.43,40.44,37.4718,40.988,41.0816,DOWN,0
2010-05-20,39.24,39.83,37.4992,40.528,41.0788,UP,1
2010-05-21,39.53,38.73,37.5285,40.236,41.0764,DOWN,0
2010-05-24,39.25,39.31,37.5555,39.832,41.0676,DOWN,0
2010-05-25,39.23,38.53,37.5837,39.536,41.058,DOWN,0
2010-05-26,38.56,39.32,37.6085,39.162,41.0314,UP,1
2010-05-27,39.14,39.13,37.6368,39.142,41.003,DOWN,0
2010-05-28,38.96,39.02,37.6631,39.028,40.972,DOWN,0
2010-06-01,38.59,38.7,37.688,38.896,40.9298,UP,1
2010-06-02,39.72,38.83,37.7188,38.994,40.9216,UP,1
2010-06-03,40.15,39.89,37.7539,39.312,40.9208,DOWN,0
2010-06-04,39.005,39.72,37.783,39.285,40.8993,UP,1
2010-06-07,39.33,39.14,37.8125,39.359,40.8807,UP,1
2010-06-08,40.16,39.3,37.8449,39.673,40.8719,DOWN,0
2010-06-09,39.92,40.29,37.8734,39.713,40.8467,UP,1
2010-06-10,40.81,40.37,37.9053,39.845,40.8377,DOWN,0
2010-06-11,40.6,40.41,37.9367,40.164,40.8275,DOWN,0
2010-06-14,40.48,41.0,37.9717,40.394,40.8005,UP,1
2010-06-15,41.28,40.78,38.0108,40.618,40.7899,UP,1
2010-06-16,41.67,41.01,38.0531,40.968,40.7893,UP,1
2010-06-17,41.85,41.62,38.0969,41.176,40.7933,UP,1
2010-06-18,42.0,41.84,38.1419,41.456,40.8039,DOWN,0
2010-06-21,41.82,42.41,38.1873,41.724,40.8085,DOWN,0
2010-06-22,40.86,41.95,38.2279,41.64,40.7897,DOWN,0
2010-06-23,40.23,40.69,38.264,41.352,40.7609,DOWN,0
2010-06-24,40.15,40.25,38.2997,41.012,40.7343,UP,1
2010-06-25,40.17,40.17,38.3351,40.646,40.7089,UP,1
2010-06-28,40.57,40.25,38.3739,40.396,40.6967,DOWN,0
2010-06-29,39.27,40.23,38.4063,40.078,40.6565,DOWN,0
2010-06-30,38.74,39.29,38.434,39.78,40.6029,UP,1
2010-07-01,38.98,38.93,38.4616,39.546,40.5553,DOWN,0
2010-07-02,38.67,39.14,38.4843,39.246,40.5017,UP,1
2010-07-06,39.14,38.86,38.5099,38.96,40.4491,UP,1
2010-07-07,40.18,39.12,38.5392,39.142,40.4155,UP,1
2010-07-08,40.75,40.41,38.572,39.544,40.4077,UP,1
2010-07-09,40.9,40.66,38.6061,39.928,40.3973,UP,1
2010-07-12,40.99,40.73,38.6408,40.392,40.3911,UP,1
