ticker,AAL US Equity,AAL US Equity,AAL US Equity,AAL US Equity,AAL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2017-03-03,46.82,45.85,46.462,46.8524,39.5604,DOWN,0
2017-03-06,45.31,46.41,46.26,46.7742,39.6239,DOWN,0
2017-03-07,44.84,45.02,45.956,46.6816,39.6873,UP,1
2017-03-08,44.89,44.79,45.516,46.6056,39.7517,DOWN,0
2017-03-09,43.33,44.5,45.038,46.5026,39.8097,UP,1
2017-03-10,43.9,43.46,44.454,46.4084,39.8685,DOWN,0
2017-03-13,42.37,43.73,43.866,46.3024,39.9195,DOWN,0
2017-03-14,41.21,42.06,43.14,46.1816,39.968,UP,1
2017-03-15,42.09,40.5,42.58,46.0896,40.0202,UP,1
2017-03-16,42.13,42.18,42.34,46.0062,40.0713,DOWN,0
2017-03-17,41.72,42.0,41.904,45.9066,40.1201,DOWN,0
2017-03-20,41.7,42.18,41.77,45.8228,40.1703,DOWN,0
2017-03-21,40.42,41.88,41.612,45.707,40.2183,DOWN,0
2017-03-22,40.35,39.78,41.264,45.5724,40.2638,UP,1
2017-03-23,41.41,40.7,41.12,45.431,40.309,UP,1
2017-03-24,41.73,41.69,41.122,45.2928,40.3551,UP,1
2017-03-27,41.74,41.07,41.13,45.1656,40.3968,UP,1
2017-03-28,42.6,41.83,41.566,45.0646,40.4441,DOWN,0
2017-03-29,41.96,42.69,41.888,44.9688,40.4949,UP,1
2017-03-30,42.54,41.85,42.114,44.8668,40.5558,DOWN,0
2017-03-31,42.3,42.37,42.228,44.7676,40.6149,UP,1
2017-04-03,42.45,42.33,42.37,44.6566,40.6814,DOWN,0
2017-04-04,40.9,42.09,42.03,44.5358,40.7392,UP,1
2017-04-05,41.31,41.15,41.9,44.4112,40.7972,UP,1
2017-04-06,41.72,41.4,41.736,44.2874,40.8557,UP,1
2017-04-07,41.81,41.53,41.638,44.1318,40.9153,UP,1
2017-04-10,42.32,41.81,41.612,44.0392,40.9753,UP,1
2017-04-11,43.93,42.78,42.218,44.0198,41.0597,UP,1
2017-04-12,43.96,44.79,42.748,44.014,41.1531,DOWN,0
2017-04-13,43.35,43.95,43.074,44.0,41.236,UP,1
2017-04-17,44.23,43.47,43.558,44.0044,41.3187,DOWN,0
2017-04-18,43.81,44.03,43.856,43.9966,41.3962,UP,1
2017-04-19,44.4,44.07,43.95,43.9786,41.4715,UP,1
2017-04-20,45.22,44.71,44.202,43.9796,41.5529,DOWN,0
2017-04-21,45.15,45.5,44.562,43.9814,41.6369,UP,1
2017-04-24,46.44,45.5,45.004,43.9842,41.7221,UP,1
2017-04-25,46.61,46.8,45.564,43.9874,41.805,DOWN,0
2017-04-26,46.4,46.51,45.964,43.9672,41.8812,DOWN,0
2017-04-27,43.98,43.91,45.716,43.9154,41.9278,DOWN,0
2017-04-28,42.62,44.02,45.21,43.817,41.9686,DOWN,0
2017-05-01,42.08,42.76,44.338,43.7192,41.9996,UP,1
2017-05-02,43.87,42.06,43.79,43.6584,42.0396,UP,1
2017-05-03,43.92,43.67,43.294,43.6006,42.079,DOWN,0
2017-05-04,43.91,44.18,43.28,43.5524,42.1185,UP,1
2017-05-05,44.51,44.0,43.658,43.5206,42.1614,UP,1
2017-05-08,44.94,44.6,44.23,43.4938,42.2114,UP,1
2017-05-09,47.08,45.4,44.872,43.509,42.265,UP,1
2017-05-10,47.3,47.03,45.548,43.5278,42.3224,DOWN,0
2017-05-11,46.54,47.21,46.074,43.5168,42.3724,DOWN,0
2017-05-12,45.83,46.26,46.338,43.519,42.4206,UP,1
2017-05-15,46.68,45.7,46.686,43.5162,42.4723,UP,1
2017-05-16,46.94,46.79,46.658,43.5488,42.5295,DOWN,0
2017-05-17,44.92,46.25,46.182,43.5504,42.5761,DOWN,0
2017-05-18,44.65,44.4,45.804,43.5456,42.6318,UP,1
2017-05-19,45.22,44.8,45.682,43.5834,42.6905,UP,1
2017-05-22,46.21,45.33,45.588,43.6296,42.7536,UP,1
2017-05-23,46.66,46.27,45.532,43.7154,42.8147,UP,1
2017-05-24,46.77,46.74,45.902,43.8266,42.8768,UP,1
2017-05-25,48.02,46.99,46.576,43.9452,42.9439,UP,1
2017-05-26,48.74,47.79,47.28,44.0774,43.0167,DOWN,0
2017-05-30,47.96,48.32,47.63,44.2022,43.0817,UP,1
2017-05-31,48.41,48.2,47.98,44.3364,43.1492,UP,1
2017-06-01,49.05,48.5,48.436,44.509,43.2151,UP,1
2017-06-02,49.52,49.56,48.736,44.6924,43.2789,UP,1
2017-06-05,49.74,49.53,48.936,44.859,43.3446,DOWN,0
2017-06-06,49.74,49.47,49.292,45.0192,43.41,UP,1
2017-06-07,50.86,49.44,49.782,45.2016,43.4818,UP,1
2017-06-08,51.43,50.86,50.258,45.3782,43.559,DOWN,0
2017-06-09,50.27,51.61,50.408,45.5444,43.6283,DOWN,0
2017-06-12,49.48,50.1,50.356,45.6832,43.6925,DOWN,0
2017-06-13,49.45,49.56,50.298,45.8262,43.7562,DOWN,0
2017-06-14,49.39,49.64,50.004,45.965,43.8219,DOWN,0
2017-06-15,49.11,49.14,49.54,46.1292,43.8867,DOWN,0
2017-06-16,48.79,48.9,49.244,46.2788,43.9454,UP,1
2017-06-19,49.66,49.13,49.28,46.4376,44.0122,DOWN,0
2017-06-20,48.03,49.22,48.996,46.562,44.0711,UP,1
2017-06-21,48.43,48.33,48.804,46.6842,44.1306,UP,1
2017-06-22,48.97,50.5,48.776,46.785,44.1907,DOWN,0
2017-06-23,48.63,49.0,48.744,46.8784,44.2401,UP,1
2017-06-26,48.78,48.81,48.568,46.987,44.2872,DOWN,0
2017-06-27,48.5,48.6,48.662,47.0724,44.3373,UP,1
2017-06-28,49.25,48.82,48.826,47.1812,44.3918,UP,1
2017-06-29,49.62,49.28,48.956,47.2856,44.4531,UP,1
2017-06-30,50.32,49.92,49.294,47.3876,44.5227,UP,1
2017-07-03,50.39,50.78,49.616,47.4924,44.5926,UP,1
2017-07-05,51.26,50.44,50.168,47.5888,44.6715,UP,1
2017-07-06,52.05,50.97,50.728,47.6976,44.7545,UP,1
2017-07-07,53.03,52.3,51.41,47.8302,44.8439,DOWN,0
2017-07-10,52.66,52.98,51.878,48.0038,44.9339,DOWN,0
2017-07-11,51.61,52.58,52.122,48.1836,45.0157,UP,1
2017-07-12,53.8,53.12,52.63,48.418,45.1069,UP,1
2017-07-13,53.81,53.4,52.982,48.6168,45.2013,UP,1
2017-07-14,54.22,53.8,53.22,48.8228,45.2924,DOWN,0
2017-07-17,53.87,54.21,53.462,49.022,45.3826,DOWN,0
2017-07-18,53.15,53.83,53.77,49.1948,45.4692,DOWN,0
2017-07-19,52.61,52.26,53.532,49.3482,45.5492,DOWN,0
2017-07-20,52.34,52.72,53.238,49.4534,45.6224,DOWN,0
2017-07-21,51.91,52.13,52.776,49.5456,45.6938,DOWN,0
2017-07-24,51.28,51.79,52.258,49.6404,45.7609,DOWN,0
2017-07-25,50.61,51.5,51.75,49.736,45.8231,UP,1
2017-07-26,51.01,50.63,51.43,49.8226,45.8895,DOWN,0
2017-07-27,50.0,50.34,50.962,49.8838,45.945,UP,1
2017-07-28,50.49,49.02,50.678,49.9952,46.0065,DOWN,0
2017-07-31,50.44,50.85,50.51,50.111,46.0718,UP,1
2017-08-01,51.06,51.13,50.6,50.2278,46.1309,DOWN,0
2017-08-02,50.45,50.89,50.488,50.3126,46.1899,UP,1
2017-08-03,50.55,50.56,50.598,50.3904,46.2497,UP,1
2017-08-04,50.8,50.67,50.66,50.471,46.307,DOWN,0
2017-08-07,50.58,50.82,50.688,50.5222,46.3567,DOWN,0
2017-08-08,50.0,50.68,50.476,50.5474,46.4038,DOWN,0
2017-08-09,49.4,49.74,50.266,50.5762,46.4513,DOWN,0
2017-08-10,48.55,49.03,49.866,50.579,46.4949,DOWN,0
2017-08-11,48.35,48.5,49.376,50.565,46.5382,UP,1
2017-08-14,48.81,48.86,49.022,50.5508,46.5856,DOWN,0
2017-08-15,48.52,48.76,48.726,50.5264,46.6287,DOWN,0
2017-08-16,48.41,48.64,48.528,50.4998,46.6704,DOWN,0
2017-08-17,46.03,48.25,48.024,50.4032,46.6976,DOWN,0
2017-08-18,45.55,46.3,47.464,50.2856,46.7263,UP,1
2017-08-21,45.71,45.73,46.844,50.1944,46.7563,DOWN,0
2017-08-22,45.41,45.85,46.222,50.113,46.7865,DOWN,0
2017-08-23,43.97,45.17,45.334,50.0034,46.8076,DOWN,0
2017-08-24,42.92,44.13,44.712,49.874,46.8148,UP,1
2017-08-25,45.25,43.09,44.652,49.7968,46.8325,DOWN,0
2017-08-28,44.95,45.23,44.5,49.72,46.8452,DOWN,0
2017-08-29,44.56,44.53,44.33,49.618,46.8565,DOWN,0
2017-08-30,44.32,44.54,44.4,49.5438,46.8635,UP,1
2017-08-31,44.74,44.54,44.764,49.47,46.8702,UP,1
2017-09-01,45.31,44.85,44.776,49.3968,46.8729,DOWN,0
2017-09-05,43.92,44.79,44.57,49.3026,46.8703,UP,1
2017-09-06,44.31,43.09,44.52,49.2132,46.8627,DOWN,0
2017-09-07,43.84,44.19,44.424,49.12,46.8506,DOWN,0
2017-09-08,43.6,43.81,44.196,49.007,46.8382,UP,1
2017-09-11,45.86,44.01,44.306,48.9318,46.8371,UP,1
2017-09-12,46.29,45.9,44.78,48.8512,46.8368,UP,1
2017-09-13,47.0,46.35,45.318,48.7834,46.8377,DOWN,0
2017-09-14,46.19,46.79,45.788,48.682,46.8362,DOWN,0
2017-09-15,46.0,45.3,46.268,48.561,46.8317,DOWN,0
2017-09-18,45.31,46.02,46.158,48.4066,46.8261,DOWN,0
2017-09-19,44.38,45.28,45.776,48.241,46.8192,UP,1
2017-09-20,45.42,44.92,45.46,48.1172,46.8158,UP,1
2017-09-21,46.29,45.47,45.48,47.967,46.8187,UP,1
2017-09-22,47.06,46.57,45.692,47.832,46.8218,UP,1
2017-09-25,47.7,46.98,46.17,47.7016,46.8171,DOWN,0
2017-09-26,47.58,47.84,46.81,47.5758,46.8147,DOWN,0
2017-09-27,46.85,47.58,47.096,47.4498,46.8008,UP,1
2017-09-28,47.49,46.78,47.336,47.3474,46.8003,DOWN,0
2017-09-29,47.49,47.49,47.422,47.2504,46.7985,UP,1
2017-10-02,47.73,47.52,47.428,47.1668,46.7976,UP,1
2017-10-03,50.51,47.66,48.014,47.1514,46.8086,UP,1
2017-10-04,50.73,50.5,48.79,47.1538,46.8241,DOWN,0
2017-10-05,50.56,50.85,49.404,47.1448,46.834,UP,1
2017-10-06,51.3,50.7,50.166,47.1708,46.8444,DOWN,0
2017-10-09,50.6,51.23,50.74,47.173,46.8501,UP,1
2017-10-10,53.03,52.0,51.244,47.2248,46.8718,DOWN,0
2017-10-11,52.83,53.1,51.664,47.2602,46.8935,DOWN,0
2017-10-12,52.65,52.72,52.082,47.3042,46.9137,UP,1
2017-10-13,52.7,52.67,52.362,47.3472,46.9389,DOWN,0
2017-10-16,52.27,52.52,52.696,47.3766,46.964,DOWN,0
2017-10-17,52.07,52.72,52.504,47.4064,46.9909,DOWN,0
2017-10-18,52.03,52.11,52.344,47.447,47.0195,DOWN,0
2017-10-19,51.51,51.57,52.116,47.4892,47.0436,UP,1
2017-10-20,51.93,51.56,51.962,47.5568,47.0738,DOWN,0
2017-10-23,50.98,51.92,51.704,47.6094,47.0976,UP,1
2017-10-24,51.95,51.02,51.68,47.6722,47.122,DOWN,0
2017-10-25,51.02,51.78,51.478,47.7222,47.1347,DOWN,0
2017-10-26,48.61,52.0,50.898,47.7262,47.1345,DOWN,0
2017-10-27,47.56,48.41,50.024,47.7568,47.1318,DOWN,0
2017-10-30,47.25,47.65,49.278,47.7908,47.1298,DOWN,0
2017-10-31,46.82,47.22,48.252,47.813,47.1302,UP,1
2017-11-01,47.84,48.0,47.616,47.8616,47.1312,DOWN,0
2017-11-02,47.36,47.79,47.366,47.9294,47.1317,UP,1
2017-11-03,47.45,47.36,47.344,48.02,47.1289,UP,1
2017-11-06,47.51,47.46,47.396,48.0652,47.1318,DOWN,0
2017-11-07,46.46,47.51,47.324,48.0954,47.1264,DOWN,0
2017-11-08,46.37,46.42,47.03,48.1316,47.1187,DOWN,0
2017-11-09,45.77,45.85,46.712,48.1606,47.0996,UP,1
2017-11-10,45.82,45.64,46.386,48.1822,47.0939,DOWN,0
2017-11-13,45.74,45.63,46.032,48.1908,47.0981,UP,1
2017-11-14,45.81,45.3,45.902,48.2286,47.1059,UP,1
2017-11-15,47.19,45.71,46.066,48.2862,47.1216,UP,1
2017-11-16,47.68,47.26,46.448,48.363,47.14,DOWN,0
2017-11-17,47.39,47.6,46.762,48.4388,47.1559,UP,1
2017-11-20,47.69,47.33,47.152,48.4754,47.1679,UP,1
2017-11-21,48.65,47.89,47.72,48.5226,47.1853,UP,1
2017-11-22,48.66,48.58,48.014,48.5558,47.2033,DOWN,0
2017-11-24,48.56,48.66,48.19,48.6032,47.2146,DOWN,0
2017-11-27,48.42,48.61,48.396,48.6516,47.2244,UP,1
2017-11-28,49.22,48.44,48.702,48.7298,47.2335,UP,1
2017-11-29,49.25,49.38,48.822,48.8272,47.2469,UP,1
2017-11-30,50.49,49.76,49.188,48.9286,47.2616,DOWN,0
2017-12-01,49.0,49.67,49.276,48.9828,47.2718,UP,1
2017-12-04,49.93,50.1,49.578,49.0402,47.2869,DOWN,0
2017-12-05,49.47,49.85,49.628,49.0756,47.3002,UP,1
2017-12-06,49.61,49.39,49.7,49.1162,47.3166,UP,1
2017-12-07,50.88,49.53,49.778,49.1968,47.3405,UP,1
2017-12-08,51.02,51.23,50.182,49.2674,47.3642,UP,1
2017-12-11,51.3,50.78,50.456,49.3436,47.3891,DOWN,0
2017-12-12,50.47,51.27,50.656,49.3984,47.4097,DOWN,0
2017-12-13,50.09,50.58,50.752,49.39,47.4247,UP,1
2017-12-14,50.21,50.59,50.618,49.3796,47.4471,UP,1
2017-12-15,51.06,50.67,50.626,49.3896,47.4683,UP,1
2017-12-18,51.49,51.25,50.664,49.3934,47.4992,DOWN,0
2017-12-19,51.44,51.6,50.858,49.4102,47.5322,UP,1
2017-12-20,51.92,51.57,51.224,49.388,47.5674,UP,1
2017-12-21,52.79,52.16,51.74,49.3872,47.6147,DOWN,0
2017-12-22,52.59,52.72,52.046,49.386,47.6581,UP,1
2017-12-26,52.85,52.35,52.318,49.389,47.7105,DOWN,0
2017-12-27,52.4,52.8,52.51,49.3916,47.7665,UP,1
2017-12-28,52.46,52.45,52.618,49.3994,47.8183,DOWN,0
2017-12-29,52.03,52.42,52.466,49.3994,47.8678,UP,1
2018-01-02,52.99,52.33,52.546,49.429,47.9242,DOWN,0
2018-01-03,52.34,52.86,52.444,49.4372,47.9774,UP,1
2018-01-04,52.67,52.48,52.498,49.471,48.0386,DOWN,0
2018-01-05,52.65,52.78,52.536,49.485,48.1001,DOWN,0
2018-01-08,52.13,52.6,52.556,49.5072,48.1537,DOWN,0
2018-01-09,52.08,52.97,52.374,49.5766,48.2055,UP,1
2018-01-10,53.78,53.23,52.662,49.701,48.2657,UP,1
2018-01-11,56.42,54.49,53.412,49.8844,48.3348,UP,1
2018-01-12,58.47,56.56,54.576,50.1174,48.4173,DOWN,0
2018-01-16,57.98,58.79,55.746,50.3202,48.4945,UP,1
2018-01-17,58.16,58.31,56.962,50.5362,48.5738,UP,1
2018-01-18,58.34,58.0,57.874,50.754,48.6533,DOWN,0
2018-01-19,58.06,58.59,58.202,50.965,48.7391,UP,1
2018-01-22,58.1,57.99,58.128,51.1978,48.823,UP,1
2018-01-23,58.29,57.74,58.19,51.4362,48.9059,DOWN,0
2018-01-24,54.79,54.35,57.516,51.6166,48.9708,DOWN,0
2018-01-25,53.05,54.0,56.458,51.7612,49.0244,UP,1
2018-01-26,53.07,53.65,55.46,51.9078,49.0701,DOWN,0
2018-01-29,52.68,52.79,54.376,52.0452,49.1137,DOWN,0
2018-01-30,52.59,52.45,53.236,52.1532,49.1599,UP,1
2018-01-31,54.32,53.08,53.142,52.286,49.2104,DOWN,0
2018-02-01,53.88,54.0,53.308,52.4158,49.2607,DOWN,0
2018-02-02,52.1,53.49,53.114,52.504,49.2992,DOWN,0
2018-02-05,49.76,51.99,52.53,52.5262,49.3219,UP,1
2018-02-06,51.18,49.32,52.248,52.5766,49.3521,UP,1
2018-02-07,51.4,50.91,51.664,52.6334,49.3769,DOWN,0
2018-02-08,48.6,51.44,50.608,52.637,49.3868,DOWN,0
2018-02-09,48.36,49.7,49.86,52.6198,49.3966,UP,1
2018-02-12,50.09,48.79,49.926,52.6366,49.4272,UP,1
2018-02-13,50.87,49.7,49.864,52.6442,49.4684,UP,1
2018-02-14,51.07,50.24,49.798,52.6856,49.5134,UP,1
2018-02-15,51.67,51.45,50.412,52.7204,49.5524,DOWN,0
2018-02-16,51.58,51.8,51.056,52.7626,49.5907,UP,1
2018-02-20,51.72,51.23,51.382,52.8048,49.6297,UP,1
2018-02-21,52.78,51.96,51.764,52.8428,49.6711,UP,1
2018-02-22,52.98,53.24,52.146,52.882,49.7113,UP,1
2018-02-23,53.39,53.3,52.49,52.9238,49.7428,UP,1
2018-02-26,55.0,53.99,53.174,53.0144,49.7813,DOWN,0
2018-02-27,54.26,54.89,53.682,53.0978,49.8199,DOWN,0
2018-02-28,54.25,54.41,53.976,53.1786,49.862,DOWN,0
2018-03-01,53.48,54.14,54.076,53.227,49.896,DOWN,0
2018-03-02,53.18,52.9,54.034,53.2608,49.9272,UP,1
2018-03-05,53.19,52.9,53.672,53.2958,49.9686,UP,1
2018-03-06,53.57,53.34,53.534,53.3288,50.0132,UP,1
2018-03-07,54.11,53.12,53.506,53.3552,50.0576,UP,1
2018-03-08,54.79,54.33,53.768,53.3992,50.1005,UP,1
2018-03-09,56.07,55.05,54.346,53.4636,50.1476,UP,1
2018-03-12,56.5,56.26,55.008,53.5456,50.1962,DOWN,0
2018-03-13,56.23,56.86,55.54,53.621,50.2373,DOWN,0
2018-03-14,55.28,56.57,55.774,53.686,50.27,DOWN,0
2018-03-15,55.17,55.35,55.85,53.7296,50.306,UP,1
2018-03-16,55.4,55.31,55.716,53.7908,50.341,DOWN,0
2018-03-19,54.62,55.33,55.34,53.8298,50.3688,UP,1
2018-03-20,55.32,54.93,55.158,53.8832,50.3978,DOWN,0
2018-03-21,54.09,54.21,54.92,53.9224,50.4196,DOWN,0
2018-03-22,52.31,53.58,54.348,53.927,50.4324,DOWN,0
2018-03-23,51.01,52.63,53.47,53.8716,50.4332,UP,1
2018-03-26,51.86,51.94,52.918,53.7804,50.4353,DOWN,0
2018-03-27,50.9,52.3,52.034,53.629,50.4385,DOWN,0
2018-03-28,50.85,50.9,51.386,53.4864,50.4453,UP,1
2018-03-29,51.96,51.3,51.316,53.3624,50.4579,DOWN,0
2018-04-02,49.78,51.77,51.07,53.1912,50.4598,UP,1
2018-04-03,51.47,50.23,50.992,53.0594,50.4716,UP,1
2018-04-04,52.04,50.6,51.22,52.9382,50.4879,UP,1
2018-04-05,52.14,52.5,51.478,52.8152,50.5003,DOWN,0
2018-04-06,50.29,51.71,51.144,52.7252,50.5116,DOWN,0
2018-04-09,49.82,50.5,51.152,52.6606,50.5185,DOWN,0
2018-04-10,47.46,50.52,50.35,52.5484,50.511,DOWN,0
2018-04-11,45.4,47.15,49.022,52.4028,50.4948,UP,1
2018-04-12,46.57,46.03,47.908,52.2824,50.4838,DOWN,0
2018-04-13,45.87,46.75,47.024,52.1134,50.4706,UP,1
2018-04-16,46.4,46.13,46.34,51.9638,50.4564,DOWN,0
2018-04-17,45.75,46.75,45.998,51.8368,50.437,UP,1
2018-04-18,47.76,46.5,46.47,51.7968,50.4242,DOWN,0
2018-04-19,46.88,47.53,46.532,51.7108,50.4067,DOWN,0
2018-04-20,46.78,46.91,46.714,51.6184,50.3843,DOWN,0
2018-04-23,46.68,46.85,46.77,51.58,50.3574,DOWN,0
2018-04-24,45.69,46.72,46.758,51.5266,50.3207,DOWN,0
2018-04-25,45.25,45.67,46.256,51.4298,50.2837,DOWN,0
2018-04-26,42.37,43.49,45.354,51.2598,50.2375,UP,1
2018-04-27,43.4,42.55,44.678,51.1064,50.1855,DOWN,0
2018-04-30,42.93,43.5,43.928,50.9316,50.1311,UP,1
2018-05-01,43.36,42.86,43.462,50.7672,50.0768,DOWN,0
2018-05-02,42.24,43.23,42.86,50.5776,50.0186,DOWN,0
2018-05-03,42.11,42.25,42.808,50.3642,49.9634,UP,1
2018-05-04,42.86,41.75,42.7,50.1618,49.9147,DOWN,0
2018-05-07,42.44,42.92,42.602,49.9428,49.8652,UP,1
2018-05-08,43.0,42.33,42.53,49.7028,49.8206,DOWN,0
2018-05-09,41.5,42.93,42.382,49.4476,49.7717,UP,1
2018-05-10,42.04,41.51,42.368,49.2034,49.7289,UP,1
2018-05-11,42.6,42.08,42.316,48.9858,49.6868,DOWN,0
2018-05-14,42.46,42.75,42.32,48.7714,49.6491,UP,1
2018-05-15,43.19,42.02,42.358,48.5714,49.6126,UP,1
2018-05-16,44.06,43.13,42.87,48.3812,49.5807,DOWN,0
2018-05-17,43.63,43.9,43.188,48.1716,49.5436,DOWN,0
2018-05-18,43.38,43.56,43.344,47.9434,49.5082,UP,1
2018-05-21,44.28,43.74,43.708,47.7076,49.4769,DOWN,0
2018-05-22,42.88,44.5,43.646,47.4352,49.4373,DOWN,0
2018-05-23,42.8,42.64,43.394,47.1666,49.3984,UP,1
2018-05-24,43.56,42.94,43.38,46.9322,49.3662,UP,1
2018-05-25,44.91,43.82,43.686,46.727,49.3437,DOWN,0
2018-05-29,43.59,44.6,43.548,46.4908,49.3189,DOWN,0
2018-05-30,43.3,43.68,43.632,46.2644,49.2937,UP,1
2018-05-31,43.54,43.4,43.78,46.0288,49.2673,UP,1
2018-06-01,44.0,44.05,43.868,45.827,49.2447,UP,1
2018-06-04,44.86,44.04,43.858,45.678,49.227,DOWN,0
2018-06-05,44.18,44.78,43.976,45.5414,49.2177,UP,1
2018-06-06,44.19,43.45,44.154,45.388,49.2109,DOWN,0
2018-06-07,43.84,44.28,44.214,45.2468,49.2016,DOWN,0
2018-06-08,43.11,43.96,44.036,45.092,49.1901,UP,1
2018-06-11,44.16,43.25,43.896,44.936,49.191,DOWN,0
2018-06-12,43.41,44.23,43.742,44.8086,49.1935,DOWN,0
2018-06-13,42.92,43.39,43.488,44.6376,49.1818,UP,1
2018-06-14,43.08,43.06,43.336,44.4584,49.1725,DOWN,0
2018-06-15,42.77,43.06,43.268,44.271,49.1635,DOWN,0
2018-06-18,42.44,42.63,42.924,44.114,49.1541,DOWN,0
2018-06-19,41.51,42.03,42.544,43.9478,49.138,UP,1
2018-06-20,42.03,41.65,42.366,43.8392,49.1216,DOWN,0
2018-06-21,41.49,42.03,42.048,43.761,49.1094,DOWN,0
2018-06-22,41.35,41.46,41.764,43.6566,49.0946,DOWN,0
2018-06-25,39.68,41.09,41.212,43.5328,49.0738,DOWN,0
2018-06-26,39.09,39.87,40.728,43.3866,49.0513,DOWN,0
2018-06-27,38.26,39.09,39.974,43.2368,49.0133,DOWN,0
2018-06-28,38.2,38.33,39.316,43.0456,48.9728,DOWN,0
2018-06-29,37.96,38.25,38.638,42.8672,48.9276,UP,1
2018-07-02,38.36,37.74,38.374,42.6988,48.8885,DOWN,0
2018-07-03,37.75,37.64,38.106,42.5202,48.8472,UP,1
2018-07-05,37.99,37.85,38.052,42.3662,48.8106,UP,1
2018-07-06,38.09,38.19,38.03,42.223,48.7792,UP,1
2018-07-09,39.31,38.21,38.3,42.1618,48.7486,DOWN,0
2018-07-10,39.12,39.38,38.452,42.0762,48.7128,DOWN,0
2018-07-11,35.96,38.31,38.094,41.9368,48.6573,UP,1
2018-07-12,36.33,36.4,37.762,41.7962,48.6004,UP,1
2018-07-13,37.12,36.31,37.568,41.6938,48.5481,UP,1
2018-07-16,37.28,37.26,37.162,41.5972,48.5003,UP,1
2018-07-17,37.38,37.1,36.814,41.4876,48.4497,UP,1
2018-07-18,38.37,38.0,37.296,41.4062,48.4041,DOWN,0
2018-07-19,38.13,38.32,37.656,41.3088,48.3561,DOWN,0
2018-07-20,37.88,37.96,37.808,41.2364,48.293,UP,1
2018-07-23,38.04,37.65,37.96,41.1564,48.2295,DOWN,0
2018-07-24,37.45,38.19,37.974,41.0534,48.164,UP,1
2018-07-25,38.19,37.32,37.938,40.968,48.0984,UP,1
2018-07-26,40.02,37.85,38.316,40.9046,48.0455,DOWN,0
2018-07-27,39.69,39.93,38.678,40.8172,47.9788,DOWN,0
2018-07-30,38.97,39.88,38.864,40.724,47.9095,UP,1
2018-07-31,39.54,39.26,39.282,40.6472,47.844,DOWN,0
2018-08-01,38.14,39.38,39.272,40.5244,47.7712,DOWN,0
2018-08-02,37.93,37.86,38.854,40.4254,47.6995,UP,1
2018-08-03,38.42,38.06,38.6,40.3378,47.6312,DOWN,0
2018-08-06,38.41,38.26,38.488,40.2348,47.5631,DOWN,0
2018-08-07,38.26,38.65,38.232,40.1018,47.4969,UP,1
2018-08-08,38.38,38.41,38.28,39.9976,47.4291,DOWN,0
2018-08-09,37.92,38.55,38.278,39.89,47.3638,DOWN,0
2018-08-10,37.26,37.75,38.046,39.7644,47.2904,DOWN,0
2018-08-13,36.79,37.29,37.722,39.6202,47.2192,UP,1
2018-08-14,37.09,36.84,37.488,39.4648,47.1616,UP,1
2018-08-15,37.44,36.96,37.3,39.33,47.111,UP,1
2018-08-16,38.16,37.75,37.348,39.2094,47.0656,DOWN,0
2018-08-17,37.79,37.99,37.454,39.0884,47.0204,UP,1
2018-08-20,39.99,38.04,38.094,39.026,46.9812,UP,1
2018-08-21,40.33,39.98,38.742,38.9494,46.946,DOWN,0
2018-08-22,39.19,40.08,39.092,38.865,46.9047,DOWN,0
2018-08-23,38.83,39.19,39.226,38.7832,46.8613,DOWN,0
2018-08-24,38.82,38.9,39.432,38.698,46.8231,UP,1
2018-08-27,39.52,39.02,39.338,38.633,46.7889,UP,1
2018-08-28,40.69,39.67,39.41,38.598,46.7635,DOWN,0
2018-08-29,40.5,40.66,39.672,38.5778,46.7369,DOWN,0
2018-08-30,40.4,40.36,39.986,38.5452,46.7102,UP,1
2018-08-31,40.48,40.25,40.318,38.525,46.6835,UP,1
2018-09-04,40.77,40.32,40.568,38.5134,46.6514,DOWN,0
2018-09-05,39.67,40.81,40.364,38.5132,46.6114,DOWN,0
2018-09-06,38.48,39.48,39.96,38.501,46.5668,DOWN,0
2018-09-07,38.43,38.31,39.566,38.5044,46.5205,UP,1
2018-09-10,39.43,38.66,39.356,38.529,46.4744,UP,1
2018-09-11,40.18,39.33,39.238,38.5734,46.432,DOWN,0
2018-09-12,39.26,40.26,39.156,38.5914,46.3855,UP,1
2018-09-13,39.48,39.49,39.356,38.626,46.3408,UP,1
2018-09-14,39.74,39.54,39.618,38.661,46.2934,UP,1
2018-09-17,40.32,39.7,39.796,38.7056,46.2488,UP,1
2018-09-18,40.79,40.36,39.918,38.7352,46.2003,UP,1
2018-09-19,41.6,40.79,40.386,38.7848,46.1633,UP,1
2018-09-20,41.89,41.82,40.868,38.9034,46.1231,UP,1
2018-09-21,43.6,42.04,41.64,39.0488,46.0937,DOWN,0
2018-09-24,41.98,43.27,41.972,39.146,46.0556,DOWN,0
2018-09-25,40.81,42.0,41.976,39.2166,46.0052,UP,1
2018-09-26,41.04,40.84,41.864,39.2898,45.9553,UP,1
2018-09-27,41.5,41.23,41.786,39.3524,45.9063,DOWN,0
2018-09-28,41.33,41.37,41.332,39.4164,45.8606,DOWN,0
2018-10-01,39.61,41.41,40.858,39.451,45.8082,DOWN,0
