ticker,DDOG US Equity,DDOG US Equity,DDOG US Equity,DDOG US Equity,DDOG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2020-04-07,35.9,37.0,35.27,40.9149,,UP,1
2020-04-08,37.15,36.1,35.724,40.8147,,DOWN,0
2020-04-09,36.95,37.0,36.194,40.6753,,UP,1
2020-04-13,37.87,37.69,36.83,40.4919,,UP,1
2020-04-14,38.91,38.57,37.356,40.3459,,DOWN,0
2020-04-15,38.74,38.58,37.924,40.2155,,UP,1
2020-04-16,39.64,39.1,38.422,40.0563,,UP,1
2020-04-17,40.4,40.0,39.112,39.9497,,UP,1
2020-04-20,40.99,39.97,39.736,39.8485,,DOWN,0
2020-04-21,40.0,41.03,39.954,39.7049,,UP,1
2020-04-22,40.29,40.56,40.264,39.5517,,DOWN,0
2020-04-23,40.15,40.01,40.366,39.3985,,UP,1
2020-04-24,41.81,40.89,40.648,39.2345,,UP,1
2020-04-27,43.23,42.25,41.096,39.1291,,UP,1
2020-04-28,43.6,43.56,41.816,39.0605,,UP,1
2020-04-29,44.65,43.85,42.688,39.0119,,UP,1
2020-04-30,45.12,44.93,43.682,38.9683,,DOWN,0
2020-05-01,44.98,44.0,44.316,38.9481,,UP,1
2020-05-04,45.83,44.9,44.836,38.9511,,UP,1
2020-05-05,46.6,46.33,45.436,38.9839,,DOWN,0
2020-05-06,46.56,47.0,45.818,39.0289,,UP,1
2020-05-07,49.61,47.5,46.716,39.1429,,UP,1
2020-05-08,51.73,51.325,48.066,39.2597,,UP,1
2020-05-11,55.69,52.99,50.038,39.4705,,UP,1
2020-05-12,68.86,61.87,54.49,39.9519,,UP,1
2020-05-13,69.99,66.64,59.176,40.4837,,DOWN,0
2020-05-14,65.19,66.38,62.292,40.897,,UP,1
2020-05-15,67.16,65.0,65.378,41.2942,,UP,1
2020-05-18,67.41,69.0,67.722,41.77,,UP,1
2020-05-19,70.06,67.75,67.962,42.3948,,UP,1
2020-05-20,70.7,71.01,68.104,43.0488,,DOWN,0
2020-05-21,69.89,70.0,69.044,43.7354,,UP,1
2020-05-22,73.04,70.05,70.22,44.5342,,DOWN,0
2020-05-26,71.0,74.59,70.938,45.249,,DOWN,0
2020-05-27,66.82,69.85,70.29,46.0062,,UP,1
2020-05-28,67.13,64.9,69.576,46.6664,,UP,1
2020-05-29,71.27,68.76,69.852,47.4502,,DOWN,0
2020-06-01,69.49,70.61,69.142,48.178,,UP,1
2020-06-02,70.81,69.49,69.104,48.9266,,UP,1
2020-06-03,72.89,70.78,70.318,49.7264,,DOWN,0
2020-06-04,71.76,73.13,71.244,50.4718,,DOWN,0
2020-06-05,70.66,69.95,71.122,51.2112,,UP,1
2020-06-08,76.54,71.38,72.532,52.056,,DOWN,0
2020-06-09,73.74,76.39,73.118,52.8398,,UP,1
2020-06-10,78.26,75.72,74.192,53.71,,DOWN,0
2020-06-11,76.05,76.12,75.05,54.5114,,UP,1
2020-06-12,78.05,77.9,76.528,55.3748,,UP,1
2020-06-15,81.52,78.15,77.524,56.3132,,UP,1
2020-06-16,81.99,82.04,79.174,57.2592,,UP,1
2020-06-17,83.04,83.37,80.13,58.1944,,UP,1
2020-06-18,86.65,83.88,82.25,59.2094,,UP,1
2020-06-19,86.79,88.25,83.998,60.2022,,UP,1
2020-06-22,89.01,87.67,85.496,61.2434,,UP,1
2020-06-23,89.69,90.0,87.036,62.2798,,DOWN,0
2020-06-24,88.5,90.06,88.128,63.2716,,UP,1
2020-06-25,89.6,88.14,88.718,64.2888,,DOWN,0
2020-06-26,84.5,90.56,88.26,65.186,,DOWN,0
2020-06-29,83.72,85.02,87.202,66.0524,,UP,1
2020-06-30,86.95,84.29,86.654,66.9716,,UP,1
2020-07-01,89.38,87.19,86.83,67.9592,,UP,1
2020-07-02,89.59,90.5,86.828,68.9452,45.8877,DOWN,0
2020-07-06,88.96,91.35,87.72,69.9214,46.1975,UP,1
2020-07-07,90.09,90.01,88.994,70.887,46.4602,UP,1
2020-07-08,96.13,91.85,90.83,71.945,46.7601,DOWN,0
2020-07-09,96.1,97.99,92.174,72.995,47.0601,UP,1
2020-07-10,96.41,96.82,93.538,74.0302,47.3696,DOWN,0
2020-07-13,86.66,97.77,93.078,74.861,47.6267,UP,1
2020-07-14,88.89,87.6,92.838,75.7392,47.9089,DOWN,0
2020-07-15,88.48,88.97,91.308,76.5922,48.19,DOWN,0
2020-07-16,85.315,87.65,89.151,77.3665,48.447,UP,1
2020-07-17,87.3,85.6,87.329,78.1813,48.7216,UP,1
2020-07-20,92.14,88.31,88.425,79.0319,49.0268,DOWN,0
2020-07-21,90.72,92.77,88.791,79.8117,49.3159,DOWN,0
2020-07-22,89.5,90.88,88.995,80.4879,49.5898,DOWN,0
2020-07-23,85.22,88.85,88.976,80.8151,49.8319,DOWN,0
2020-07-24,84.84,83.4,88.484,81.1121,50.0788,UP,1
2020-07-27,87.83,86.2,87.622,81.5649,50.3342,UP,1
2020-07-28,88.28,87.72,87.134,81.9873,50.5976,UP,1
2020-07-29,90.13,89.22,87.26,82.4417,50.8699,UP,1
2020-07-30,92.76,89.79,88.768,82.8957,51.1683,UP,1
2020-07-31,93.86,94.7881,90.572,83.3589,51.4636,UP,1
2020-08-03,95.67,95.82,92.14,83.8745,51.7809,DOWN,0
2020-08-04,94.22,95.76,93.328,84.2981,52.0822,UP,1
2020-08-05,94.32,94.31,94.166,84.7645,52.396,DOWN,0
2020-08-06,90.01,92.72,93.616,85.2283,52.696,DOWN,0
2020-08-07,75.28,82.6,89.9,85.3913,52.9322,UP,1
2020-08-10,76.365,77.61,86.039,85.4932,53.1702,DOWN,0
2020-08-11,75.68,75.31,82.331,85.617,53.3861,UP,1
2020-08-12,76.61,76.0,78.789,85.733,53.5976,UP,1
2020-08-13,82.42,77.84,77.271,85.9236,53.8433,DOWN,0
2020-08-14,81.24,83.0,78.463,86.1132,54.0813,UP,1
2020-08-17,83.45,81.61,79.88,86.369,54.3245,UP,1
2020-08-18,83.46,83.09,81.436,86.5074,54.5738,DOWN,0
2020-08-19,82.47,83.05,82.608,86.682,54.8161,UP,1
2020-08-20,85.78,82.26,83.28,86.8324,55.0728,UP,1
2020-08-21,86.12,85.52,84.256,87.0338,55.3288,DOWN,0
2020-08-24,84.34,87.01,84.434,87.1596,55.5852,DOWN,0
2020-08-25,83.77,83.67,84.496,87.2046,55.8476,UP,1
2020-08-26,86.28,85.77,85.258,87.2904,56.115,DOWN,0
2020-08-27,83.54,86.28,84.81,87.3004,56.365,DOWN,0
2020-08-28,82.98,82.7414,84.182,87.227,56.6079,UP,1
2020-08-31,83.55,83.49,84.024,87.1622,56.8246,UP,1
2020-09-01,85.77,83.99,84.424,87.0974,57.0466,DOWN,0
2020-09-02,84.19,87.91,84.006,86.9874,57.2645,DOWN,0
2020-09-03,80.1,81.5,83.318,86.8194,57.4634,DOWN,0
2020-09-04,79.57,78.5,82.636,86.6188,57.6655,UP,1
2020-09-08,79.98,77.0,81.922,86.5284,57.8734,UP,1
2020-09-09,81.98,81.53,81.164,86.4936,58.0831,DOWN,0
2020-09-10,80.67,82.2,80.46,86.368,58.2812,DOWN,0
2020-09-11,80.36,81.5,80.512,86.1876,58.469,UP,1
2020-09-14,84.39,81.44,81.476,86.0836,58.6882,UP,1
2020-09-15,88.54,85.06,83.188,86.0752,58.9216,UP,1
2020-09-16,89.38,88.2,84.668,86.061,59.1647,DOWN,0
2020-09-17,87.25,85.56,85.984,85.8834,59.4029,DOWN,0
2020-09-18,85.69,88.44,87.05,85.6752,59.6425,UP,1
2020-09-21,88.14,84.39,87.8,85.5098,59.8986,UP,1
2020-09-22,93.41,88.33,88.774,85.6448,60.1863,DOWN,0
2020-09-23,91.1,91.98,89.118,85.689,60.4623,DOWN,0
2020-09-24,88.37,88.79,89.342,85.6868,60.7283,UP,1
2020-09-25,90.65,89.0,90.334,85.7935,61.0076,UP,1
2020-09-28,92.25,91.86,91.156,85.8925,61.2911,DOWN,0
2020-09-29,90.92,92.06,90.658,85.8681,61.567,UP,1
2020-09-30,102.16,90.92,92.87,86.0969,61.8839,UP,1
2020-10-01,103.51,101.43,95.898,86.3771,62.2074,DOWN,0
2020-10-02,103.49,101.31,98.466,86.7425,62.539,UP,1
2020-10-05,106.89,104.75,101.394,87.1835,62.8824,DOWN,0
2020-10-06,103.92,106.89,103.994,87.5053,63.2115,UP,1
2020-10-07,104.43,105.43,104.448,87.8283,63.5411,DOWN,0
2020-10-08,102.66,105.26,104.278,88.0789,63.8654,UP,1
2020-10-09,111.79,104.65,105.938,88.4595,64.2389,UP,1
2020-10-12,112.2,112.25,107.0,88.8263,64.6101,UP,1
2020-10-13,116.87,112.65,109.59,89.2503,65.0139,DOWN,0
2020-10-14,113.55,117.55,111.414,89.6369,65.396,DOWN,0
2020-10-15,113.29,107.2,113.54,90.0163,65.7736,DOWN,0
2020-10-16,112.36,114.84,113.654,90.4633,66.1519,DOWN,0
2020-10-19,111.66,112.25,113.546,91.1909,66.5231,DOWN,0
2020-10-20,108.59,112.31,111.89,91.8354,66.8665,DOWN,0
2020-10-21,102.17,110.0,109.614,92.3652,67.1771,DOWN,0
2020-10-22,98.94,102.87,106.744,92.8118,67.472,UP,1
2020-10-23,102.08,99.61,104.688,93.205,67.7814,DOWN,0
2020-10-26,99.76,100.65,102.308,93.5754,68.0794,UP,1
2020-10-27,101.33,101.2496,100.856,93.933,68.3813,DOWN,0
2020-10-28,97.03,99.25,99.828,94.2044,68.6701,DOWN,0
2020-10-29,96.41,97.99,99.322,94.4832,68.951,DOWN,0
2020-10-30,90.75,94.86,97.056,94.5826,69.2017,DOWN,0
2020-11-02,88.33,91.78,94.77,94.6268,69.4374,UP,1
2020-11-03,90.14,88.53,92.532,94.7428,69.6825,UP,1
2020-11-04,97.62,95.76,92.65,95.0198,69.9594,UP,1
2020-11-05,101.95,102.2573,93.758,95.3332,70.2551,DOWN,0
2020-11-06,100.35,102.0,95.678,95.6694,70.5466,DOWN,0
2020-11-09,94.89,98.76,96.99,95.9076,70.8147,DOWN,0
2020-11-10,92.6,94.71,97.482,96.0886,71.0669,DOWN,0
2020-11-11,86.83,85.15,95.324,96.1098,71.2815,UP,1
2020-11-12,90.01,88.08,92.936,96.2262,71.4963,DOWN,0
2020-11-13,85.82,87.89,90.03,96.3406,71.6944,UP,1
2020-11-16,86.36,83.41,88.324,96.4764,71.8999,UP,1
2020-11-17,88.09,87.35,87.422,96.6386,72.1023,DOWN,0
2020-11-18,87.3,88.0,87.516,96.745,72.3102,UP,1
2020-11-19,88.89,87.15,87.292,96.9094,72.5244,UP,1
2020-11-20,89.09,89.68,87.946,97.084,72.7339,UP,1
2020-11-23,91.04,89.78,88.882,97.217,72.9494,DOWN,0
2020-11-24,89.18,90.315,89.1,97.2298,73.1562,UP,1
2020-11-25,93.51,89.39,90.342,97.3124,73.3737,UP,1
2020-11-27,96.42,95.0,91.848,97.4958,73.6133,UP,1
2020-11-30,98.92,97.01,93.814,97.7604,73.8728,DOWN,0
2020-12-01,95.67,98.6,94.74,97.911,74.1157,DOWN,0
2020-12-02,93.5,93.77,95.604,97.9128,74.3467,UP,1
2020-12-03,97.36,95.09,96.374,98.038,74.6036,UP,1
2020-12-04,101.57,97.75,97.404,98.302,74.883,DOWN,0
2020-12-07,99.16,101.9,97.452,98.4722,75.154,UP,1
2020-12-08,99.85,99.39,98.288,98.6242,75.4317,DOWN,0
2020-12-09,95.65,100.0,98.718,98.7188,75.6904,UP,1
2020-12-10,101.53,94.51,99.552,98.7062,75.9686,DOWN,0
2020-12-11,98.98,99.57,99.034,98.6156,76.2378,UP,1
2020-12-14,102.27,100.0,99.656,98.5912,76.5252,DOWN,0
2020-12-15,101.23,103.0797,99.932,98.478,76.8143,UP,1
2020-12-16,104.55,101.5325,101.712,98.4906,77.1145,UP,1
2020-12-17,108.7,105.53,103.146,98.576,77.4215,DOWN,0
2020-12-18,107.72,109.24,104.894,98.6772,77.742,DOWN,0
2020-12-21,106.46,105.97,105.732,98.5706,78.0802,UP,1
2020-12-22,111.07,107.96,107.7,98.548,78.4455,DOWN,0
2020-12-23,107.44,110.71,108.278,98.3594,78.8049,DOWN,0
2020-12-24,106.28,107.04,107.794,98.214,79.1708,DOWN,0
2020-12-28,100.22,107.27,106.294,97.9526,79.4956,DOWN,0
2020-12-29,98.92,100.78,104.786,97.6838,79.8454,UP,1
2020-12-30,99.31,99.9707,102.434,97.4368,80.1714,DOWN,0
2020-12-31,98.44,98.6,100.634,97.2338,80.5032,DOWN,0
2021-01-04,91.23,98.69,97.624,97.015,80.7938,UP,1
2021-01-05,93.03,92.0,96.186,96.8968,81.0921,DOWN,0
2021-01-06,91.33,91.25,94.668,96.6818,81.3842,UP,1
2021-01-07,96.64,92.1,94.134,96.6194,81.695,UP,1
2021-01-08,99.94,97.55,94.434,96.5916,82.0262,UP,1
2021-01-11,104.25,101.75,97.038,96.736,82.376,UP,1
2021-01-12,105.58,104.28,99.548,96.9194,82.7311,DOWN,0
2021-01-13,104.85,105.0,102.252,97.2014,83.0816,DOWN,0
2021-01-14,101.84,105.41,103.292,97.4716,83.4109,DOWN,0
2021-01-15,99.84,102.3,103.272,97.6656,83.7357,DOWN,0
2021-01-19,99.09,100.98,102.24,97.695,84.0582,UP,1
2021-01-20,104.28,101.35,101.98,97.7416,84.4061,DOWN,0
2021-01-21,103.34,105.095,101.678,97.8014,84.7414,UP,1
2021-01-22,105.0,102.8,102.31,98.0036,85.0869,UP,1
2021-01-25,108.97,106.368,104.136,98.331,85.446,DOWN,0
2021-01-26,103.52,109.37,105.022,98.6648,85.7789,DOWN,0
2021-01-27,98.0,102.185,103.766,98.8246,86.0795,UP,1
2021-01-28,100.0,98.04,103.098,99.1082,86.385,UP,1
2021-01-29,102.75,99.51,102.648,99.436,86.705,DOWN,0
2021-02-01,101.79,103.47,101.212,99.71,87.0158,UP,1
2021-02-02,106.01,103.81,101.71,100.0842,87.3438,UP,1
2021-02-03,110.52,107.5,104.214,100.5168,87.6915,UP,1
2021-02-04,111.92,111.99,106.598,100.9734,88.0511,UP,1
2021-02-05,114.9,111.38,109.028,101.4506,88.4241,UP,1
2021-02-08,116.42,115.8918,111.954,101.9954,88.8055,UP,1
2021-02-09,117.85,116.48,114.322,102.4822,89.1857,DOWN,0
2021-02-10,115.55,118.51,115.328,102.8648,89.5473,UP,1
2021-02-11,117.6,116.59,116.464,103.2384,89.9173,DOWN,0
2021-02-12,112.86,111.75,116.056,103.5822,90.2583,DOWN,0
2021-02-16,107.56,111.43,114.284,103.8634,90.5705,DOWN,0
2021-02-17,103.08,103.5,111.33,103.9778,90.861,UP,1
2021-02-18,106.4,103.05,109.5,104.0744,91.1639,DOWN,0
2021-02-19,105.05,107.09,106.99,104.1922,91.4561,DOWN,0
2021-02-22,99.7,102.01,104.358,104.1892,91.7218,DOWN,0
2021-02-23,98.67,95.96,102.58,104.2496,91.9671,UP,1
2021-02-24,99.36,98.84,101.836,104.2062,92.2053,DOWN,0
2021-02-25,95.0,99.75,99.556,104.1266,92.4018,UP,1
2021-02-26,95.41,95.85,97.628,103.9894,92.5346,UP,1
2021-03-01,97.61,96.78,97.21,103.917,92.6727,DOWN,0
2021-03-02,93.51,98.6052,96.178,103.6962,92.8143,DOWN,0
2021-03-03,90.0,93.51,94.306,103.3222,92.9285,DOWN,0
2021-03-04,85.0,88.6762,92.306,102.8678,93.0164,DOWN,0
2021-03-05,82.2,85.2777,89.664,102.3826,93.0771,DOWN,0
2021-03-08,77.52,82.19,85.646,101.7116,93.1112,UP,1
2021-03-09,82.0,81.54,83.344,101.2028,93.1718,DOWN,0
2021-03-10,80.7,84.375,81.484,100.6912,93.2101,UP,1
2021-03-11,86.24,83.44,81.732,100.4116,93.2863,DOWN,0
2021-03-12,83.0,83.6386,81.892,100.0932,93.3672,UP,1
2021-03-15,87.61,82.55,83.91,99.8592,93.4696,DOWN,0
2021-03-16,86.37,89.26,84.784,99.6178,93.5451,UP,1
2021-03-17,86.54,85.5497,85.952,99.524,93.6303,DOWN,0
2021-03-18,81.89,85.0,85.082,99.3012,93.6857,UP,1
2021-03-19,84.03,82.32,85.288,99.1552,93.7414,UP,1
2021-03-22,85.18,84.81,84.802,98.926,93.8085,DOWN,0
2021-03-23,85.17,85.48,84.562,98.6306,93.8811,DOWN,0
2021-03-24,81.26,85.08,83.506,98.1708,93.9046,DOWN,0
2021-03-25,78.26,78.8,82.78,97.6244,93.9272,UP,1
2021-03-26,80.29,78.87,82.032,97.1332,93.9374,DOWN,0
2021-03-29,77.04,79.73,80.404,96.6372,93.9423,UP,1
2021-03-30,77.37,76.32,78.844,96.1878,93.9389,UP,1
2021-03-31,83.34,79.38,79.26,95.8728,93.948,UP,1
2021-04-01,87.2,86.95,81.048,95.5312,93.9741,DOWN,0
2021-04-05,83.24,87.84,81.638,95.1292,93.9751,UP,1
2021-04-06,88.89,83.3,84.008,94.807,93.9863,DOWN,0
2021-04-07,86.6,88.87,85.854,94.3596,93.9853,UP,1
2021-04-08,88.32,87.55,86.85,94.0556,93.9819,UP,1
2021-04-09,88.8,87.4,87.17,93.8716,93.9774,UP,1
2021-04-12,90.46,87.73,88.614,93.6808,93.9872,UP,1
2021-04-13,94.21,91.1,89.678,93.51,94.0103,DOWN,0
2021-04-14,93.25,94.89,91.008,93.3392,94.054,UP,1
2021-04-15,95.27,94.04,92.398,93.1244,94.1118,DOWN,0
2021-04-16,90.34,94.549,92.706,92.7208,94.1287,DOWN,0
2021-04-19,87.89,90.01,92.192,92.2402,94.1213,DOWN,0
2021-04-20,83.96,88.4,90.142,91.6214,94.0931,UP,1
2021-04-21,84.78,83.96,88.448,90.9886,94.0722,UP,1
2021-04-22,84.81,85.65,86.356,90.3278,94.0458,UP,1
2021-04-23,89.57,86.33,86.202,89.8082,94.013,UP,1
2021-04-26,93.14,89.4,87.252,89.319,93.9982,UP,1
2021-04-27,93.8,92.73,89.22,88.9378,93.9852,DOWN,0
2021-04-28,91.56,93.14,90.576,88.6178,94.0097,DOWN,0
2021-04-29,88.84,91.94,91.382,88.333,94.0094,DOWN,0
2021-04-30,85.77,86.38,90.622,87.9204,93.9959,DOWN,0
2021-05-03,80.17,86.33,88.028,87.4228,93.9702,DOWN,0
2021-05-04,77.86,79.035,84.84,86.986,93.923,DOWN,0
2021-05-05,76.74,78.91,81.876,86.5474,93.846,DOWN,0
2021-05-06,71.36,75.68,78.38,85.9874,93.7492,UP,1
2021-05-07,77.29,79.34,76.684,85.6332,93.6881,DOWN,0
2021-05-10,76.86,76.5,76.022,85.2622,93.6463,UP,1
2021-05-11,78.62,73.14,76.174,84.8824,93.6152,DOWN,0
2021-05-12,76.84,77.67,76.194,84.549,93.5603,UP,1
2021-05-13,77.39,77.97,77.4,84.2968,93.5058,UP,1
2021-05-14,82.51,78.14,78.444,84.247,93.4677,DOWN,0
2021-05-17,81.03,80.08,79.278,84.2236,93.4091,UP,1
2021-05-18,83.11,81.7059,80.176,84.3354,93.3553,UP,1
2021-05-19,83.67,81.3,81.542,84.3688,93.2953,UP,1
2021-05-20,88.12,84.75,83.688,84.5172,93.2648,UP,1
2021-05-21,88.95,90.21,84.976,84.5714,93.238,UP,1
2021-05-24,89.76,89.5,86.722,84.7066,93.2367,DOWN,0
2021-05-25,89.58,89.9,88.016,84.746,93.3082,UP,1
2021-05-26,91.43,90.65,89.568,84.8472,93.3835,UP,1
2021-05-27,92.31,90.14,90.406,84.9626,93.4667,DOWN,0
2021-05-28,91.05,93.27,90.826,85.1458,93.5389,UP,1
2021-06-01,91.88,91.35,91.25,85.3028,93.5862,DOWN,0
2021-06-02,91.6,91.5,91.654,85.4312,93.638,DOWN,0
2021-06-03,88.69,91.19,91.106,85.5016,93.6642,DOWN,0
2021-06-04,88.45,88.98,90.334,85.6454,93.6891,UP,1
2021-06-07,90.62,87.82,90.248,85.8926,93.7299,UP,1
2021-06-08,92.48,91.49,90.368,86.1364,93.7634,DOWN,0
2021-06-09,91.72,92.44,90.392,86.43,93.7914,UP,1
2021-06-10,94.5,91.56,91.554,86.7726,93.8422,UP,1
2021-06-11,95.48,94.91,92.96,87.0154,93.9007,UP,1
2021-06-14,97.25,96.0,94.286,87.2164,93.9556,DOWN,0
2021-06-15,96.59,96.92,95.108,87.4834,94.0208,UP,1
2021-06-16,98.38,96.6,96.44,87.6732,94.0978,UP,1
2021-06-17,101.75,97.26,97.89,87.9762,94.1888,UP,1
2021-06-18,103.26,102.52,99.446,88.275,94.2763,DOWN,0
2021-06-21,102.35,101.75,100.466,88.546,94.3671,UP,1
2021-06-22,104.54,102.63,102.056,88.8276,94.4893,UP,1
2021-06-23,106.53,104.74,103.686,89.074,94.6241,DOWN,0
2021-06-24,106.44,106.91,104.624,89.3378,94.7564,DOWN,0
2021-06-25,106.06,106.7,105.184,89.5536,94.8768,UP,1
2021-06-28,106.44,106.0,106.002,89.8756,95.0056,UP,1
2021-06-29,107.2,106.5,106.534,90.2618,95.1398,DOWN,0
2021-06-30,104.08,106.58,106.044,90.6642,95.2383,UP,1
2021-07-01,104.57,103.51,105.67,91.06,95.3184,UP,1
2021-07-02,106.47,105.32,105.752,91.4932,95.4039,UP,1
2021-07-06,108.68,106.66,106.2,91.8754,95.511,DOWN,0
2021-07-07,107.31,109.52,106.222,92.1588,95.6191,DOWN,0
2021-07-08,107.1,105.87,106.826,92.4248,95.7139,UP,1
2021-07-09,108.12,107.0,107.536,92.756,95.7875,DOWN,0
2021-07-12,107.76,109.23,107.794,93.1344,95.8708,DOWN,0
2021-07-13,106.59,107.64,107.376,93.5508,95.9619,DOWN,0
2021-07-14,104.67,107.16,106.848,94.0408,96.032,DOWN,0
2021-07-15,103.48,104.55,106.124,94.5532,96.0881,UP,1
2021-07-16,104.64,104.62,105.428,95.1112,96.1567,UP,1
2021-07-19,104.83,102.51,104.842,95.7806,96.1701,UP,1
