ticker,DG US Equity,DG US Equity,DG US Equity,DG US Equity,DG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-02-11,45.75,45.85,45.748,45.0792,48.8587,DOWN,0
2013-02-12,45.04,45.74,45.648,44.9828,48.8524,DOWN,0
2013-02-13,44.39,45.13,45.316,44.8706,48.8373,UP,1
2013-02-14,45.03,44.39,45.242,44.796,48.8236,DOWN,0
2013-02-15,44.37,45.12,44.916,44.7246,48.8081,DOWN,0
2013-02-19,43.96,44.11,44.558,44.6718,48.7889,DOWN,0
2013-02-20,43.8,43.9,44.31,44.6192,48.767,UP,1
2013-02-21,45.51,43.61,44.534,44.5934,48.7541,UP,1
2013-02-22,46.03,45.59,44.734,44.5826,48.7465,DOWN,0
2013-02-25,45.45,46.17,44.95,44.6328,48.7327,DOWN,0
2013-02-26,44.95,45.6,45.148,44.644,48.7219,UP,1
2013-02-27,46.56,46.28,45.7,44.6762,48.7205,DOWN,0
2013-02-28,46.34,46.37,45.866,44.7264,48.7175,UP,1
2013-03-01,47.57,46.26,46.174,44.7952,48.7195,UP,1
2013-03-04,48.65,47.6,46.814,44.8842,48.7286,UP,1
2013-03-05,48.92,48.75,47.608,44.997,48.7382,DOWN,0
2013-03-06,48.2,49.09,47.936,45.0816,48.7412,DOWN,0
2013-03-07,47.46,47.85,48.16,45.1582,48.7485,UP,1
2013-03-08,47.79,47.72,48.204,45.2448,48.7592,DOWN,0
2013-03-11,47.48,47.79,47.97,45.3354,48.7649,UP,1
2013-03-12,47.76,47.5,47.738,45.4282,48.7742,UP,1
2013-03-13,48.03,47.71,47.704,45.5348,48.7798,UP,1
2013-03-14,48.77,48.01,47.966,45.6284,48.7854,DOWN,0
2013-03-15,48.18,48.64,48.044,45.7336,48.7884,DOWN,0
2013-03-18,48.11,47.74,48.17,45.8492,48.7887,DOWN,0
2013-03-19,47.77,48.12,48.172,45.9126,48.7847,UP,1
2013-03-20,49.79,48.26,48.524,46.034,48.7891,UP,1
2013-03-21,49.81,49.41,48.732,46.163,48.7951,UP,1
2013-03-22,50.07,50.09,49.11,46.3046,48.803,UP,1
2013-03-25,51.08,52.53,49.704,46.4586,48.8246,UP,1
2013-03-26,52.22,51.23,50.594,46.6362,48.8422,DOWN,0
2013-03-27,50.95,50.88,50.826,46.7948,48.852,DOWN,0
2013-03-28,50.58,50.3,50.98,46.9136,48.8535,UP,1
2013-04-01,50.62,50.77,51.09,47.0334,48.8557,DOWN,0
2013-04-02,50.54,50.73,50.982,47.1472,48.8567,DOWN,0
2013-04-03,50.12,50.68,50.562,47.2566,48.8564,UP,1
2013-04-04,50.73,50.22,50.518,47.3718,48.8573,DOWN,0
2013-04-05,50.4,50.23,50.482,47.4786,48.8484,DOWN,0
2013-04-08,50.36,50.28,50.43,47.5584,48.842,DOWN,0
2013-04-09,49.85,50.48,50.292,47.6186,48.8303,UP,1
2013-04-10,50.24,49.9,50.316,47.6834,48.8185,UP,1
2013-04-11,50.28,50.31,50.226,47.7458,48.808,UP,1
2013-04-12,50.31,50.24,50.208,47.8166,48.7965,DOWN,0
2013-04-15,49.9,50.01,50.116,47.8902,48.7801,UP,1
2013-04-16,50.47,49.98,50.24,47.974,48.7577,UP,1
2013-04-17,51.9,50.18,50.572,48.1016,48.7471,DOWN,0
2013-04-18,51.3,51.9,50.776,48.2168,48.7349,UP,1
2013-04-19,51.82,51.47,51.078,48.3322,48.7221,DOWN,0
2013-04-22,51.63,51.74,51.424,48.4568,48.7066,UP,1
2013-04-23,52.15,51.81,51.76,48.5798,48.6985,DOWN,0
2013-04-24,52.09,52.33,51.798,48.7066,48.6875,UP,1
2013-04-25,52.71,52.24,52.08,48.86,48.6781,UP,1
2013-04-26,52.83,52.57,52.282,49.0288,48.668,DOWN,0
2013-04-29,52.18,52.82,52.392,49.1718,48.6509,DOWN,0
2013-04-30,52.09,52.24,52.38,49.3262,48.6367,DOWN,0
2013-05-01,52.03,52.0,52.368,49.4876,48.6269,UP,1
2013-05-02,52.39,52.02,52.304,49.6594,48.6162,UP,1
2013-05-03,52.49,52.49,52.236,49.799,48.6056,UP,1
2013-05-06,53.58,53.11,52.516,49.95,48.5982,DOWN,0
2013-05-07,53.44,53.43,52.786,50.1098,48.5967,DOWN,0
2013-05-08,53.42,53.42,53.064,50.2792,48.6023,DOWN,0
2013-05-09,52.68,53.53,53.122,50.4016,48.604,UP,1
2013-05-10,52.8,52.58,53.184,50.5308,48.6064,DOWN,0
2013-05-13,52.59,52.84,52.986,50.6312,48.607,UP,1
2013-05-14,52.79,52.67,52.856,50.714,48.6145,UP,1
2013-05-15,53.32,52.85,52.836,50.802,48.6247,DOWN,0
2013-05-16,53.26,53.15,52.952,50.9032,48.636,UP,1
2013-05-17,54.08,53.5,53.208,51.0356,48.6517,DOWN,0
2013-05-20,53.84,53.98,53.458,51.1566,48.6658,UP,1
2013-05-21,54.47,53.9,53.794,51.2964,48.6829,DOWN,0
2013-05-22,53.86,54.34,53.902,51.4184,48.6948,UP,1
2013-05-23,54.45,53.64,54.14,51.5468,48.7076,DOWN,0
2013-05-24,54.42,54.22,54.208,51.6598,48.722,UP,1
2013-05-28,54.48,54.87,54.336,51.7858,48.7308,DOWN,0
2013-05-29,53.93,54.23,54.228,51.9022,48.7399,DOWN,0
2013-05-30,53.67,53.94,54.19,52.0202,48.7515,DOWN,0
2013-05-31,52.8,53.7,53.86,52.0804,48.7567,UP,1
2013-06-03,53.55,53.06,53.686,52.1552,48.7617,DOWN,0
2013-06-04,48.64,50.0,52.518,52.1266,48.7434,UP,1
2013-06-05,50.19,49.3,51.77,52.1088,48.7355,UP,1
2013-06-06,51.32,50.43,51.3,52.0908,48.736,DOWN,0
2013-06-07,51.09,51.49,50.958,52.0936,48.7347,DOWN,0
2013-06-10,50.35,51.11,50.318,52.089,48.7325,UP,1
2013-06-11,51.67,50.33,50.924,52.11,48.737,DOWN,0
2013-06-12,51.09,51.75,51.104,52.121,48.7398,UP,1
2013-06-13,51.2,51.18,51.08,52.1426,48.7472,DOWN,0
2013-06-14,51.18,51.15,51.098,52.1516,48.7548,DOWN,0
2013-06-17,51.13,51.37,51.254,52.1662,48.7662,UP,1
2013-06-18,52.29,51.1,51.378,52.2048,48.7836,DOWN,0
2013-06-19,51.33,52.36,51.426,52.2344,48.7975,DOWN,0
2013-06-20,49.88,51.17,51.162,52.2272,48.7966,UP,1
2013-06-21,50.21,50.3,50.968,52.2258,48.7923,DOWN,0
2013-06-24,50.0,49.78,50.742,52.2196,48.789,UP,1
2013-06-25,50.51,50.16,50.386,52.2318,48.7862,UP,1
2013-06-26,51.17,50.54,50.354,52.2458,48.7889,UP,1
2013-06-27,51.64,51.28,50.706,52.2406,48.7978,DOWN,0
2013-06-28,50.43,51.45,50.75,52.2232,48.8051,UP,1
2013-07-01,52.43,51.03,51.236,52.2354,48.8231,DOWN,0
2013-07-02,51.36,52.19,51.406,52.23,48.8313,DOWN,0
2013-07-03,51.11,51.25,51.394,52.2092,48.8332,UP,1
2013-07-05,52.01,51.46,51.468,52.2076,48.8424,UP,1
2013-07-08,52.12,52.0,51.806,52.1958,48.8525,DOWN,0
2013-07-09,51.8,52.32,51.68,52.1752,48.8602,UP,1
2013-07-10,54.78,52.87,52.364,52.2272,48.8782,UP,1
2013-07-11,55.65,55.05,53.272,52.2984,48.8942,DOWN,0
2013-07-12,53.77,54.14,53.624,52.3332,48.8984,UP,1
2013-07-15,53.96,53.93,53.992,52.3646,48.9056,DOWN,0
2013-07-16,53.9,53.71,54.412,52.3928,48.9116,DOWN,0
2013-07-17,53.65,54.15,54.186,52.3942,48.9156,DOWN,0
2013-07-18,53.45,53.71,53.746,52.3944,48.9228,DOWN,0
2013-07-19,53.3,53.51,53.652,52.392,48.9316,UP,1
2013-07-22,53.54,53.37,53.568,52.4092,48.9413,UP,1
2013-07-23,53.82,53.63,53.552,52.4296,48.9526,UP,1
2013-07-24,54.23,53.76,53.668,52.4624,48.966,DOWN,0
2013-07-25,54.23,54.1,53.824,52.4912,48.9768,DOWN,0
2013-07-26,53.78,54.03,53.92,52.5004,48.9873,UP,1
2013-07-29,54.18,53.81,54.048,52.5188,49.0029,DOWN,0
2013-07-30,54.06,54.15,54.096,52.5184,49.0222,UP,1
2013-07-31,54.67,54.2,54.184,52.535,49.0432,UP,1
2013-08-01,55.42,54.97,54.422,52.554,49.0725,UP,1
2013-08-02,55.79,55.4,54.824,52.5926,49.1052,DOWN,0
2013-08-05,55.25,55.52,55.038,52.6086,49.1348,DOWN,0
2013-08-06,54.87,55.04,55.2,52.6176,49.1577,DOWN,0
2013-08-07,54.12,54.76,55.09,52.6104,49.1871,UP,1
2013-08-08,54.73,54.36,54.952,52.6264,49.2243,DOWN,0
2013-08-09,54.25,54.7,54.644,52.638,49.2597,UP,1
2013-08-12,54.35,54.14,54.464,52.669,49.2967,UP,1
2013-08-13,54.6,54.36,54.41,52.69,49.3341,DOWN,0
2013-08-14,54.5,54.41,54.486,52.8072,49.3705,DOWN,0
2013-08-15,53.5,54.19,54.24,52.8734,49.4015,DOWN,0
2013-08-16,52.47,53.23,53.884,52.8964,49.4257,UP,1
2013-08-19,54.09,53.5,53.832,52.9564,49.4531,DOWN,0
2013-08-20,53.37,54.16,53.586,53.0168,49.4774,UP,1
2013-08-21,54.4,53.4,53.566,53.0714,49.5106,UP,1
2013-08-22,55.45,54.34,53.956,53.1586,49.5492,DOWN,0
2013-08-23,55.05,55.51,54.472,53.2356,49.5844,UP,1
2013-08-26,55.59,55.43,54.772,53.3238,49.6225,DOWN,0
2013-08-27,54.65,55.0,55.028,53.3942,49.6551,DOWN,0
2013-08-28,54.48,54.65,55.044,53.438,49.6926,DOWN,0
2013-08-29,54.37,54.4,54.828,53.4988,49.7309,DOWN,0
2013-08-30,53.97,54.61,54.612,53.5806,49.7677,DOWN,0
2013-09-03,53.88,54.47,54.27,53.654,49.8012,UP,1
2013-09-04,56.39,56.06,54.618,53.7818,49.8434,UP,1
2013-09-05,57.38,56.58,55.198,53.9192,49.8868,DOWN,0
2013-09-06,56.96,57.61,55.716,54.035,49.9292,UP,1
2013-09-09,57.47,57.2,56.416,54.1516,49.9786,DOWN,0
2013-09-10,57.33,57.24,57.106,54.2896,50.0253,UP,1
2013-09-11,57.36,57.4,57.3,54.3882,50.065,DOWN,0
2013-09-12,57.14,57.46,57.252,54.5038,50.1042,DOWN,0
2013-09-13,56.83,57.25,57.226,54.6182,50.1408,UP,1
2013-09-16,57.0,57.4,57.132,54.718,50.1779,UP,1
2013-09-17,57.33,57.07,57.132,54.8222,50.2152,UP,1
2013-09-18,57.92,57.35,57.244,54.9446,50.2548,UP,1
2013-09-19,58.49,58.1,57.514,55.0188,50.3035,DOWN,0
2013-09-20,57.65,58.42,57.678,55.0588,50.352,UP,1
2013-09-23,58.19,57.68,57.916,55.1472,50.41,DOWN,0
2013-09-24,58.11,58.22,58.072,55.2302,50.4684,DOWN,0
2013-09-25,57.0,58.09,57.888,55.2922,50.5194,DOWN,0
2013-09-26,56.75,57.15,57.54,55.3542,50.5703,DOWN,0
2013-09-27,56.59,56.7,57.328,55.417,50.6385,DOWN,0
2013-09-30,56.46,56.23,56.982,55.4802,50.6989,UP,1
2013-10-01,57.78,56.59,56.916,55.565,50.763,UP,1
2013-10-02,57.9,57.44,57.096,55.6466,50.8334,DOWN,0
2013-10-03,57.75,57.9,57.296,55.717,50.9015,UP,1
2013-10-04,58.77,57.66,57.732,55.8078,50.9743,DOWN,0
2013-10-07,57.14,58.36,57.868,55.875,51.0436,DOWN,0
2013-10-08,56.35,57.0,57.582,55.9184,51.1055,UP,1
2013-10-09,56.7,56.35,57.342,55.9712,51.1709,UP,1
2013-10-10,57.54,57.1,57.3,56.0286,51.2413,UP,1
2013-10-11,57.83,57.4,57.112,56.0768,51.3157,DOWN,0
2013-10-14,57.05,57.52,57.094,56.102,51.3853,DOWN,0
2013-10-15,56.75,57.03,57.174,56.132,51.4556,UP,1
2013-10-16,57.37,57.19,57.308,56.182,51.522,UP,1
2013-10-17,58.82,57.24,57.564,56.276,51.6015,UP,1
2013-10-18,58.89,59.13,57.776,56.3592,51.6843,UP,1
2013-10-21,58.92,58.88,58.15,56.4526,51.7559,UP,1
2013-10-22,59.37,58.98,58.674,56.553,51.8341,DOWN,0
2013-10-23,58.98,59.38,58.996,56.6406,51.9122,UP,1
2013-10-24,59.75,59.13,59.182,56.7456,51.996,DOWN,0
2013-10-25,59.5,59.74,59.304,56.8656,52.0766,DOWN,0
2013-10-28,59.17,59.4,59.354,56.9996,52.1558,UP,1
2013-10-29,59.34,59.46,59.348,57.1046,52.2374,DOWN,0
2013-10-30,58.57,59.48,59.266,57.2086,52.307,DOWN,0
2013-10-31,57.78,58.5,58.872,57.2762,52.3728,DOWN,0
2013-11-01,57.77,57.83,58.526,57.3226,52.4374,DOWN,0
2013-11-04,57.53,57.99,58.198,57.3722,52.5018,UP,1
2013-11-05,58.11,57.41,57.952,57.4226,52.5675,DOWN,0
2013-11-06,58.01,58.11,57.84,57.4898,52.6322,DOWN,0
2013-11-07,57.22,58.09,57.728,57.5446,52.6865,UP,1
2013-11-08,57.28,57.19,57.63,57.6028,52.7387,UP,1
2013-11-11,58.01,57.33,57.726,57.6836,52.7937,UP,1
2013-11-12,58.47,58.0,57.798,57.7754,52.8503,UP,1
2013-11-13,59.24,58.34,58.044,57.8324,52.9126,UP,1
2013-11-14,59.49,59.1,58.498,57.8746,52.979,DOWN,0
2013-11-15,59.26,59.22,58.894,57.9206,53.0439,DOWN,0
2013-11-18,58.88,59.44,59.068,57.9488,53.1107,DOWN,0
2013-11-19,58.7,58.79,59.114,57.9762,53.1765,DOWN,0
2013-11-20,58.33,58.83,58.932,57.9956,53.2379,DOWN,0
2013-11-21,57.94,56.99,58.622,58.0116,53.3006,UP,1
2013-11-22,58.4,58.14,58.45,58.043,53.3626,UP,1
2013-11-25,58.49,58.73,58.372,58.0728,53.4263,UP,1
2013-11-26,58.79,58.87,58.39,58.102,53.495,DOWN,0
2013-11-27,57.35,58.78,58.194,58.0906,53.5598,DOWN,0
2013-11-29,56.94,57.53,57.994,58.0596,53.6194,DOWN,0
2013-12-02,56.29,56.91,57.572,58.0324,53.679,UP,1
2013-12-03,56.48,56.27,57.17,57.9982,53.7416,DOWN,0
2013-12-04,56.37,56.03,56.686,57.9634,53.8044,UP,1
2013-12-05,59.81,58.31,57.178,58.0196,53.8759,UP,1
2013-12-06,60.2,60.56,57.83,58.0886,53.9468,UP,1
2013-12-09,61.08,60.17,58.788,58.1784,54.0249,DOWN,0
2013-12-10,60.74,60.95,59.64,58.264,54.1039,UP,1
2013-12-11,61.31,60.78,60.628,58.3346,54.1776,DOWN,0
2013-12-12,60.46,60.59,60.758,58.3858,54.2482,UP,1
2013-12-13,60.48,60.83,60.814,58.4404,54.3128,DOWN,0
2013-12-16,59.49,61.0,60.496,58.4548,54.367,DOWN,0
2013-12-17,59.03,59.61,60.154,58.4926,54.4175,UP,1
2013-12-18,60.03,59.08,59.898,58.5662,54.4767,DOWN,0
2013-12-19,59.56,59.9,59.718,58.6234,54.5372,UP,1
2013-12-20,60.08,59.79,59.638,58.6742,54.5986,UP,1
2013-12-23,61.59,60.25,60.058,58.7494,54.6692,DOWN,0
2013-12-24,61.47,61.37,60.546,58.8378,54.7377,DOWN,0
2013-12-26,60.93,61.46,60.726,58.9214,54.8022,DOWN,0
2013-12-27,60.11,61.19,60.836,58.9762,54.8589,UP,1
2013-12-30,60.7,60.33,60.96,59.0138,54.9215,DOWN,0
2013-12-31,60.32,60.92,60.706,59.0424,54.9826,UP,1
2014-01-02,61.2,60.38,60.652,59.088,55.0497,DOWN,0
2014-01-03,60.98,61.22,60.662,59.1202,55.1057,DOWN,0
2014-01-06,59.61,61.22,60.562,59.1328,55.1547,UP,1
2014-01-07,59.89,59.82,60.4,59.1356,55.2038,DOWN,0
2014-01-08,59.7,59.88,60.276,59.1396,55.2469,UP,1
2014-01-09,61.54,59.01,60.344,59.187,55.2935,UP,1
2014-01-10,62.87,61.42,60.722,59.2576,55.3531,DOWN,0
2014-01-13,60.69,62.63,60.938,59.3,55.4036,UP,1
2014-01-14,61.59,60.96,61.278,59.3762,55.4585,DOWN,0
2014-01-15,61.19,61.35,61.576,59.4446,55.5117,DOWN,0
2014-01-16,60.57,61.22,61.382,59.5054,55.564,DOWN,0
2014-01-17,60.1,60.76,60.828,59.5452,55.6108,DOWN,0
2014-01-21,58.67,60.18,60.424,59.5584,55.6522,DOWN,0
2014-01-22,57.95,58.55,59.696,59.573,55.6901,DOWN,0
2014-01-23,57.59,57.96,58.976,59.5792,55.7288,DOWN,0
2014-01-24,57.35,57.18,58.332,59.566,55.7644,UP,1
2014-01-27,57.51,57.55,57.814,59.5468,55.8005,DOWN,0
2014-01-28,57.27,57.72,57.534,59.5074,55.8353,DOWN,0
2014-01-29,56.62,56.87,57.268,59.45,55.8689,DOWN,0
2014-01-30,56.5,56.93,57.05,59.3948,55.8991,DOWN,0
2014-01-31,56.32,55.92,56.844,59.3436,55.9212,DOWN,0
2014-02-03,55.51,56.48,56.444,59.2798,55.9422,UP,1
2014-02-04,55.79,55.53,56.148,59.229,55.9621,UP,1
2014-02-05,56.14,56.35,56.052,59.193,55.9846,UP,1
2014-02-06,57.24,56.25,56.2,59.1698,56.0101,DOWN,0
2014-02-07,57.1,57.46,56.356,59.142,56.0351,DOWN,0
2014-02-10,56.66,57.2,56.586,59.0994,56.0549,UP,1
2014-02-11,56.7,56.57,56.768,59.0864,56.0742,DOWN,0
2014-02-12,56.27,56.86,56.794,59.073,56.0947,DOWN,0
2014-02-13,55.91,56.08,56.528,59.0654,56.1138,UP,1
2014-02-14,57.26,56.11,56.56,59.081,56.1399,UP,1
2014-02-18,58.02,57.5,56.832,59.114,56.1681,DOWN,0
2014-02-19,57.44,57.27,56.98,59.0666,56.1928,DOWN,0
2014-02-20,57.1,57.15,57.146,59.0046,56.2104,UP,1
2014-02-21,57.49,57.34,57.462,58.9328,56.2307,UP,1
2014-02-24,58.03,57.55,57.616,58.8786,56.2537,DOWN,0
2014-02-25,58.02,57.87,57.616,58.8128,56.2804,UP,1
2014-02-26,59.88,58.05,58.104,58.8012,56.3158,DOWN,0
2014-02-27,59.77,59.8,58.638,58.787,56.3517,UP,1
2014-02-28,59.9,59.84,59.12,58.7952,56.3873,DOWN,0
2014-03-03,59.84,59.58,59.482,58.8114,56.4199,DOWN,0
2014-03-04,59.82,60.19,59.842,58.8072,56.4527,DOWN,0
2014-03-05,59.71,59.93,59.808,58.8102,56.4808,DOWN,0
2014-03-06,59.41,59.72,59.736,58.7968,56.5087,DOWN,0
2014-03-07,59.39,59.77,59.634,58.7528,56.5333,UP,1
2014-03-10,59.4,59.38,59.546,58.7114,56.561,DOWN,0
2014-03-11,59.4,59.37,59.462,58.6808,56.5857,DOWN,0
2014-03-12,59.29,59.09,59.378,58.6644,56.6101,DOWN,0
2014-03-13,57.66,58.02,59.028,58.6036,56.626,DOWN,0
2014-03-14,57.19,57.44,58.588,58.541,56.6423,UP,1
2014-03-17,57.72,57.29,58.252,58.4714,56.6625,UP,1
2014-03-18,57.91,57.73,57.954,58.41,56.6881,DOWN,0
2014-03-19,57.85,57.82,57.666,58.3748,56.7096,DOWN,0
2014-03-20,57.58,57.81,57.65,58.3286,56.7543,UP,1
2014-03-21,58.03,58.06,57.818,58.2952,56.7935,DOWN,0
2014-03-24,56.29,58.07,57.532,58.1902,56.8183,DOWN,0
2014-03-25,55.2,56.51,56.99,58.0368,56.8389,UP,1
2014-03-26,55.59,55.55,56.538,57.9348,56.8651,UP,1
2014-03-27,55.67,55.84,56.156,57.8164,56.8851,DOWN,0
2014-03-28,55.4,55.53,55.63,57.7006,56.9066,UP,1
2014-03-31,55.48,55.67,55.468,57.5988,56.928,UP,1
2014-04-01,56.42,55.5,55.712,57.5252,56.9542,UP,1
2014-04-02,57.22,56.39,56.038,57.4962,56.9847,UP,1
2014-04-03,57.31,56.98,56.366,57.4834,57.0098,DOWN,0
2014-04-04,56.68,57.5,56.622,57.4652,57.0365,DOWN,0
2014-04-07,55.38,56.41,56.602,57.4258,57.064,UP,1
2014-04-08,55.45,55.31,56.408,57.3846,57.0902,UP,1
2014-04-09,56.36,55.47,56.236,57.3664,57.122,DOWN,0
2014-04-10,55.45,56.37,55.864,57.343,57.1467,DOWN,0
2014-04-11,54.74,55.05,55.476,57.3078,57.1646,UP,1
2014-04-14,55.2,55.09,55.44,57.2854,57.1824,DOWN,0
2014-04-15,54.97,55.3,55.344,57.2746,57.2051,DOWN,0
2014-04-16,54.88,55.46,55.048,57.2564,57.2173,UP,1
2014-04-17,55.43,54.79,55.044,57.2422,57.2377,DOWN,0
2014-04-21,55.09,55.35,55.114,57.1992,57.2576,DOWN,0
2014-04-22,55.09,55.02,55.092,57.159,57.273,UP,1
2014-04-23,55.33,55.14,55.164,57.1324,57.289,DOWN,0
2014-04-24,55.31,55.42,55.25,57.1046,57.3066,UP,1
2014-04-25,56.33,55.29,55.43,57.1058,57.3143,DOWN,0
2014-04-28,56.26,56.4,55.664,57.1128,57.3174,DOWN,0
2014-04-29,56.02,56.5,55.85,57.088,57.3286,UP,1
2014-04-30,56.44,56.05,56.072,57.0564,57.341,UP,1
2014-05-01,56.65,56.71,56.34,57.0406,57.3548,UP,1
2014-05-02,57.0,56.76,56.474,57.0386,57.3715,DOWN,0
2014-05-05,56.89,56.69,56.6,57.0266,57.3887,UP,1
2014-05-06,56.92,56.79,56.78,57.0044,57.4068,DOWN,0
2014-05-07,56.76,56.93,56.844,56.9792,57.4229,DOWN,0
2014-05-08,56.72,56.7,56.858,56.916,57.4374,UP,1
2014-05-09,56.74,56.79,56.806,56.8554,57.45,UP,1
2014-05-12,57.01,56.86,56.83,56.7976,57.4639,DOWN,0
2014-05-13,56.4,57.0,56.726,56.7288,57.477,DOWN,0
2014-05-14,56.24,56.47,56.622,56.6572,57.4873,DOWN,0
2014-05-15,55.26,55.97,56.33,56.5682,57.4933,UP,1
2014-05-16,55.63,55.33,56.108,56.4926,57.4981,UP,1
2014-05-19,56.0,55.63,55.906,56.4248,57.501,DOWN,0
2014-05-20,54.72,55.8,55.57,56.3312,57.4956,DOWN,0
2014-05-21,54.7,54.65,55.262,56.2372,57.4929,UP,1
2014-05-22,55.42,55.76,55.294,56.1598,57.4956,UP,1
2014-05-23,55.74,55.42,55.316,56.1214,57.5037,UP,1
2014-05-27,56.3,55.81,55.376,56.1036,57.5116,DOWN,0
2014-05-28,54.6,55.13,55.352,56.0412,57.5133,DOWN,0
2014-05-29,53.5,53.92,55.112,55.953,57.5091,UP,1
2014-05-30,53.78,53.62,54.784,55.8716,57.505,UP,1
2014-06-02,54.3,53.79,54.496,55.806,57.504,UP,1
2014-06-03,56.41,55.65,54.518,55.7736,57.5185,UP,1
2014-06-04,56.62,56.43,54.922,55.7802,57.5393,UP,1
2014-06-05,57.69,56.51,55.76,55.83,57.5573,UP,1
2014-06-06,57.99,57.75,56.602,55.878,57.5804,UP,1
2014-06-09,62.25,63.43,58.192,56.0096,57.6196,DOWN,0
2014-06-10,61.14,62.06,59.138,56.1244,57.6481,DOWN,0
2014-06-11,60.48,61.04,59.91,56.2244,57.6752,DOWN,0
2014-06-12,60.19,60.52,60.41,56.2998,57.6982,UP,1
2014-06-13,60.69,60.19,60.95,56.3692,57.7284,UP,1
2014-06-16,61.55,60.71,60.81,56.454,57.7638,DOWN,0
2014-06-17,61.53,61.1,60.888,56.551,57.7996,DOWN,0
2014-06-18,61.43,61.39,61.078,56.672,57.8369,UP,1
2014-06-19,61.52,61.66,61.344,56.7934,57.8751,UP,1
2014-06-20,62.82,62.01,61.77,56.9226,57.9072,DOWN,0
2014-06-23,61.66,62.52,61.792,57.0468,57.9286,UP,1
2014-06-24,61.69,61.14,61.824,57.1858,57.9523,DOWN,0
2014-06-25,61.48,61.46,61.834,57.3114,57.9723,UP,1
2014-06-26,61.68,61.54,61.866,57.4456,57.9941,DOWN,0
2014-06-27,57.19,61.28,60.74,57.4918,57.9932,UP,1
2014-06-30,57.36,57.0,59.88,57.5304,57.9943,UP,1
2014-07-01,57.71,57.57,59.084,57.5828,57.9987,UP,1
2014-07-02,58.12,57.59,58.412,57.6434,58.0043,UP,1
2014-07-03,58.22,58.12,57.72,57.7012,58.0088,DOWN,0
2014-07-07,57.74,57.76,57.83,57.7498,58.0079,DOWN,0
2014-07-08,57.36,57.6,57.83,57.7704,58.0022,UP,1
2014-07-09,57.53,57.65,57.794,57.7958,58.0016,DOWN,0
2014-07-10,57.36,57.14,57.642,57.8226,57.9975,DOWN,0
2014-07-11,56.79,57.44,57.356,57.8296,57.9909,DOWN,0
2014-07-14,56.64,56.96,57.136,57.8294,57.9891,DOWN,0
2014-07-15,55.94,56.37,56.852,57.8082,57.985,DOWN,0
2014-07-16,55.57,56.06,56.46,57.7818,57.9799,DOWN,0
2014-07-17,54.41,55.31,55.87,57.7316,57.9697,UP,1
2014-07-18,55.45,54.57,55.602,57.7054,57.958,DOWN,0
2014-07-21,55.33,55.45,55.34,57.6776,57.9452,DOWN,0
2014-07-22,55.12,55.47,55.176,57.6452,57.932,UP,1
2014-07-23,55.82,55.0,55.226,57.6214,57.9173,UP,1
2014-07-24,56.04,55.77,55.552,57.6142,57.9118,DOWN,0
2014-07-25,55.61,55.9,55.584,57.6016,57.9081,DOWN,0
2014-07-28,55.56,53.8,55.63,57.6076,57.9024,UP,1
2014-07-29,56.1,55.78,55.826,57.617,57.8952,UP,1
2014-07-30,56.88,56.36,56.038,57.6346,57.8904,DOWN,0
2014-07-31,55.23,56.24,55.876,57.6448,57.8813,UP,1
2014-08-01,55.77,55.31,55.908,57.6662,57.8764,UP,1
2014-08-04,55.91,55.77,55.978,57.676,57.8691,UP,1
2014-08-05,57.79,55.51,56.316,57.717,57.864,DOWN,0
2014-08-06,57.56,57.53,56.452,57.7422,57.8573,UP,1
2014-08-07,57.68,57.81,56.942,57.8038,57.8511,UP,1
2014-08-08,58.05,57.94,57.398,57.8948,57.8445,DOWN,0
2014-08-11,57.45,57.94,57.706,57.9682,57.8369,DOWN,0
2014-08-12,57.19,57.33,57.586,58.026,57.8241,DOWN,0
2014-08-13,57.01,57.23,57.476,58.038,57.8116,UP,1
2014-08-14,57.88,57.25,57.516,58.0632,57.8052,DOWN,0
2014-08-15,57.46,57.68,57.398,58.0586,57.7958,UP,1
2014-08-18,64.14,64.0,58.736,58.1816,57.8236,DOWN,0
2014-08-19,63.59,64.49,60.016,58.2084,57.8527,UP,1
2014-08-20,63.76,63.39,61.366,58.2608,57.8826,DOWN,0
2014-08-21,63.61,63.02,62.512,58.3234,57.913,UP,1
2014-08-22,63.68,63.59,63.756,58.3932,57.9409,UP,1
2014-08-25,63.9,64.0,63.708,58.4574,57.9703,DOWN,0
2014-08-26,63.52,63.83,63.694,58.4968,58.0018,UP,1
2014-08-27,63.7,63.86,63.682,58.5402,58.0339,UP,1
2014-08-28,64.2,63.66,63.8,58.5956,58.0649,DOWN,0
2014-08-29,63.99,64.3,63.862,58.645,58.0925,UP,1
2014-09-02,64.36,64.5,63.954,58.6758,58.1181,UP,1
2014-09-03,64.48,64.38,64.146,58.7322,58.143,DOWN,0
2014-09-04,64.48,64.12,64.302,58.788,58.1691,DOWN,0
2014-09-05,63.01,63.25,64.064,58.8186,58.1898,UP,1
2014-09-08,63.39,63.04,63.944,58.8528,58.2132,UP,1
2014-09-09,63.42,63.26,63.756,58.9774,58.2387,UP,1
2014-09-10,63.7,63.58,63.6,59.1042,58.2675,UP,1
