ticker,ABBV US Equity,ABBV US Equity,ABBV US Equity,ABBV US Equity,ABBV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-06-03,43.36,42.88,43.974,43.641,,UP,1
2013-06-04,43.63,43.42,43.622,43.7342,,DOWN,0
2013-06-05,43.04,43.49,43.454,43.8086,,UP,1
2013-06-06,43.5,43.22,43.244,43.8744,,UP,1
2013-06-07,44.0,43.72,43.506,43.9514,,DOWN,0
2013-06-10,43.92,44.33,43.618,44.0142,,DOWN,0
2013-06-11,43.59,43.31,43.61,44.0636,,DOWN,0
2013-06-12,42.77,43.91,43.556,44.1048,,UP,1
2013-06-13,43.15,42.42,43.486,44.1564,,UP,1
2013-06-14,43.21,42.98,43.328,44.1886,,DOWN,0
2013-06-17,43.01,43.4,43.146,44.2226,,UP,1
2013-06-18,43.54,42.97,43.136,44.258,,DOWN,0
2013-06-19,43.04,43.56,43.19,44.2678,,DOWN,0
2013-06-20,41.06,42.65,42.772,44.2166,,UP,1
2013-06-21,42.62,41.66,42.654,44.205,,DOWN,0
2013-06-24,41.89,42.07,42.43,44.181,,UP,1
2013-06-25,42.63,42.15,42.248,44.2048,,UP,1
2013-06-26,43.38,43.1,42.316,44.2234,,DOWN,0
2013-06-27,43.13,43.56,42.73,44.2412,,DOWN,0
2013-06-28,41.34,42.53,42.474,44.2216,,UP,1
2013-07-01,41.61,41.4,42.418,44.206,,UP,1
2013-07-02,42.21,41.58,42.334,44.1662,,UP,1
2013-07-03,42.23,41.88,42.104,44.108,,UP,1
2013-07-05,42.72,42.45,42.022,44.076,,UP,1
2013-07-08,43.68,42.9,42.49,44.0648,,DOWN,0
2013-07-09,43.32,44.0,42.832,44.0144,,UP,1
2013-07-10,43.91,43.36,43.172,43.988,,DOWN,0
2013-07-11,43.78,43.94,43.482,43.9426,,UP,1
2013-07-12,45.05,43.93,43.948,43.9326,,DOWN,0
2013-07-15,44.62,44.95,44.136,43.9452,,DOWN,0
2013-07-16,43.81,44.54,44.234,43.9278,,UP,1
2013-07-17,43.96,43.97,44.244,43.9152,,UP,1
2013-07-18,44.32,43.96,44.352,43.9034,,UP,1
2013-07-19,44.52,44.49,44.246,43.924,,UP,1
2013-07-22,44.97,44.3,44.316,43.9386,,DOWN,0
2013-07-23,44.31,44.92,44.416,43.9246,,DOWN,0
2013-07-24,43.64,44.28,44.352,43.9066,,UP,1
2013-07-25,44.24,43.41,44.336,43.8844,,UP,1
2013-07-26,44.79,45.01,44.39,43.8596,,UP,1
2013-07-29,45.06,44.72,44.408,43.8366,,DOWN,0
2013-07-30,44.7,45.08,44.486,43.7872,,UP,1
2013-07-31,45.48,44.84,44.854,43.7716,,DOWN,0
2013-08-01,45.25,45.14,45.056,43.7458,,UP,1
2013-08-02,45.32,45.11,45.162,43.717,,DOWN,0
2013-08-05,44.71,45.05,45.092,43.6794,,UP,1
2013-08-06,44.88,44.42,45.128,43.6682,,DOWN,0
2013-08-07,44.57,44.7,44.946,43.6518,,UP,1
2013-08-08,45.06,44.86,44.908,43.6754,,DOWN,0
2013-08-09,44.71,44.9,44.786,43.6786,,UP,1
2013-08-12,45.04,44.71,44.852,43.7256,,DOWN,0
2013-08-13,44.93,45.12,44.862,43.757,,DOWN,0
2013-08-14,44.58,44.85,44.864,43.776,,DOWN,0
2013-08-15,43.21,44.6,44.494,43.7794,,DOWN,0
2013-08-16,43.0,42.94,44.152,43.7694,,UP,1
2013-08-19,43.37,43.01,43.818,43.7568,,DOWN,0
2013-08-20,42.97,43.29,43.426,43.7378,,DOWN,0
2013-08-21,42.31,42.82,42.972,43.7122,,UP,1
2013-08-22,42.92,42.4,42.914,43.7152,,UP,1
2013-08-23,43.43,43.01,43.0,43.7208,,UP,1
2013-08-26,43.45,43.43,43.016,43.7256,,DOWN,0
2013-08-27,42.63,43.02,42.948,43.718,,DOWN,0
2013-08-28,42.56,42.53,42.998,43.6984,,UP,1
2013-08-29,42.62,42.32,42.938,43.69,,DOWN,0
2013-08-30,42.61,42.76,42.774,43.721,,DOWN,0
2013-09-03,42.59,43.0,42.602,43.7204,,UP,1
2013-09-04,43.13,42.6,42.702,43.7452,,UP,1
2013-09-05,43.51,43.03,42.892,43.7628,,UP,1
2013-09-06,43.89,43.53,43.146,43.773,,UP,1
2013-09-09,44.43,43.88,43.51,43.799,,UP,1
2013-09-10,44.78,44.58,43.948,43.8678,,UP,1
2013-09-11,44.95,44.81,44.312,43.9346,,DOWN,0
2013-09-12,44.7,44.84,44.55,43.9844,,UP,1
2013-09-13,44.89,44.71,44.75,44.0376,,UP,1
2013-09-16,45.82,45.32,45.028,44.0996,,UP,1
2013-09-17,47.6,45.92,45.592,44.178,,UP,1
2013-09-18,47.92,47.19,46.186,44.27,,DOWN,0
2013-09-19,47.4,48.21,46.726,44.3398,,UP,1
2013-09-20,47.84,47.44,47.316,44.421,,DOWN,0
2013-09-23,47.1,47.56,47.572,44.462,,DOWN,0
2013-09-24,45.98,46.95,47.248,44.4892,,DOWN,0
2013-09-25,45.33,46.09,46.73,44.5196,41.1968,DOWN,0
2013-09-26,45.0,45.33,46.25,44.5404,41.2468,DOWN,0
2013-09-27,44.33,44.87,45.548,44.5406,41.2919,UP,1
2013-09-30,44.73,44.52,45.074,44.5448,41.3487,UP,1
2013-10-01,45.8,44.81,45.038,44.5614,41.4087,UP,1
2013-10-02,45.95,45.34,45.162,44.5942,41.4735,UP,1
2013-10-03,46.01,45.6,45.364,44.6416,41.5365,UP,1
2013-10-04,46.8,46.18,45.858,44.6928,41.5984,DOWN,0
2013-10-07,46.09,46.12,46.13,44.7188,41.6576,DOWN,0
2013-10-08,44.52,46.29,45.874,44.708,41.7086,UP,1
2013-10-09,44.81,44.72,45.646,44.7102,41.7559,UP,1
2013-10-10,45.68,45.1,45.58,44.7142,41.808,DOWN,0
2013-10-11,45.65,45.7,45.35,44.7222,41.8618,UP,1
2013-10-14,46.33,45.21,45.398,44.7424,41.9186,DOWN,0
2013-10-15,46.08,46.05,45.71,44.7698,41.9764,UP,1
2013-10-16,47.06,46.31,46.16,44.8134,42.0409,UP,1
2013-10-17,48.17,46.95,46.658,44.8854,42.1061,UP,1
2013-10-18,48.33,48.38,47.194,44.9508,42.1736,UP,1
2013-10-21,48.35,48.08,47.598,45.0236,42.2434,UP,1
2013-10-22,49.0,48.39,48.182,45.1028,42.3161,DOWN,0
2013-10-23,48.33,48.76,48.436,45.1708,42.3892,DOWN,0
2013-10-24,47.93,48.63,48.388,45.2378,42.4594,UP,1
2013-10-25,49.3,49.1,48.582,45.3596,42.5359,UP,1
2013-10-28,49.42,49.13,48.796,45.488,42.6137,UP,1
2013-10-29,49.79,49.48,48.954,45.6164,42.6922,DOWN,0
2013-10-30,48.8,49.57,49.048,45.733,42.7632,DOWN,0
2013-10-31,48.45,48.68,49.152,45.8558,42.8278,UP,1
2013-11-01,48.96,48.64,49.084,45.9766,42.8905,DOWN,0
2013-11-04,48.76,49.19,48.952,46.0832,42.9477,DOWN,0
2013-11-05,48.17,48.59,48.628,46.1776,43.0064,DOWN,0
2013-11-06,48.05,48.5,48.478,46.286,43.0577,DOWN,0
2013-11-07,47.24,48.17,48.236,46.3796,43.1066,UP,1
2013-11-08,48.03,47.13,48.05,46.4878,43.1587,UP,1
2013-11-11,48.57,48.23,48.012,46.607,43.2171,DOWN,0
2013-11-12,47.48,48.45,47.874,46.7048,43.268,UP,1
2013-11-13,47.85,47.36,47.834,46.7992,43.3226,UP,1
2013-11-14,48.04,47.99,47.994,46.8898,43.3793,UP,1
2013-11-15,48.44,48.03,48.076,46.9808,43.4356,UP,1
2013-11-18,48.87,48.89,48.136,47.0696,43.4936,DOWN,0
2013-11-19,48.46,48.73,48.332,47.1432,43.5499,DOWN,0
2013-11-20,47.95,48.42,48.352,47.2032,43.6039,UP,1
2013-11-21,48.57,48.28,48.458,47.2806,43.6647,UP,1
2013-11-22,48.94,48.65,48.558,47.3616,43.7281,DOWN,0
2013-11-25,48.41,49.0,48.466,47.4134,43.7909,UP,1
2013-11-26,48.6,48.38,48.494,47.4334,43.8568,DOWN,0
2013-11-27,48.25,48.83,48.554,47.44,43.9217,UP,1
2013-11-29,48.45,48.43,48.53,47.461,43.9811,DOWN,0
2013-12-02,48.39,48.49,48.42,47.472,44.0352,UP,1
2013-12-03,49.97,49.13,48.732,47.5294,44.0941,DOWN,0
2013-12-04,49.67,49.75,48.946,47.6032,44.1494,UP,1
2013-12-05,49.76,49.42,49.248,47.6918,44.2043,UP,1
2013-12-06,51.35,50.17,49.828,47.8188,44.2687,DOWN,0
2013-12-09,51.21,51.45,50.392,47.9564,44.3379,UP,1
2013-12-10,52.14,51.245,50.826,48.1046,44.4132,UP,1
2013-12-11,52.67,52.67,51.426,48.242,44.4929,DOWN,0
2013-12-12,52.39,52.56,51.952,48.3708,44.5702,DOWN,0
2013-12-13,52.37,52.3,52.156,48.498,44.643,UP,1
2013-12-16,53.37,53.42,52.588,48.6294,44.7187,UP,1
2013-12-17,53.63,53.43,52.886,48.7802,44.7993,UP,1
2013-12-18,54.32,52.78,53.216,48.9762,44.8822,DOWN,0
2013-12-19,52.63,53.21,53.264,49.1326,44.9579,DOWN,0
2013-12-20,52.59,52.77,53.308,49.2708,45.0341,DOWN,0
2013-12-23,52.58,52.73,53.15,49.4094,45.1087,DOWN,0
2013-12-24,52.36,52.78,52.896,49.53,45.1846,UP,1
2013-12-26,52.99,52.59,52.63,49.6682,45.2637,DOWN,0
2013-12-27,52.55,52.92,52.614,49.778,45.3387,UP,1
2013-12-30,53.01,52.73,52.698,49.8748,45.4112,DOWN,0
2013-12-31,52.81,52.99,52.744,49.9644,45.4845,DOWN,0
2014-01-02,51.98,52.12,52.668,50.037,45.5526,UP,1
2014-01-03,52.3,52.25,52.53,50.103,45.6188,DOWN,0
2014-01-06,50.39,52.7,52.098,50.1442,45.6783,UP,1
2014-01-07,50.49,50.84,51.594,50.1954,45.7359,DOWN,0
2014-01-08,50.36,50.63,51.104,50.2166,45.7911,UP,1
2014-01-09,51.22,50.59,50.952,50.2526,45.8461,DOWN,0
2014-01-10,50.9,51.27,50.672,50.2748,45.8999,DOWN,0
2014-01-13,49.83,50.66,50.56,50.2954,45.9451,UP,1
2014-01-14,50.6,49.94,50.582,50.3384,45.9925,DOWN,0
2014-01-15,50.11,50.65,50.532,50.3614,46.0395,UP,1
2014-01-16,50.5,50.1,50.388,50.3962,46.0892,DOWN,0
2014-01-17,50.06,50.64,50.22,50.434,46.1315,DOWN,0
2014-01-21,50.0,50.26,50.254,50.473,46.1749,DOWN,0
2014-01-22,49.08,49.98,49.95,50.5098,46.2115,DOWN,0
2014-01-23,48.87,48.74,49.702,50.5266,46.2431,DOWN,0
2014-01-24,47.79,48.42,49.16,50.511,46.2639,DOWN,0
2014-01-27,46.83,47.79,48.514,50.498,46.2821,UP,1
2014-01-28,47.69,47.08,48.052,50.4948,46.3051,DOWN,0
2014-01-29,47.61,47.15,47.758,50.4862,46.3359,UP,1
2014-01-30,48.31,47.97,47.646,50.4836,46.3652,UP,1
2014-01-31,49.23,49.94,47.934,50.4908,46.4002,DOWN,0
2014-02-03,47.35,49.4,48.038,50.4686,46.4253,UP,1
2014-02-04,47.95,47.18,48.09,50.4686,46.4531,DOWN,0
2014-02-05,47.73,47.76,48.114,50.4518,46.4708,UP,1
2014-02-06,47.93,47.89,48.038,50.4316,46.4847,UP,1
2014-02-07,48.89,48.0,47.97,50.4412,46.5076,UP,1
2014-02-10,49.55,48.75,48.41,50.4602,46.5341,UP,1
2014-02-11,49.66,49.41,48.752,50.4884,46.5532,UP,1
2014-02-12,50.56,49.63,49.318,50.5306,46.5799,DOWN,0
2014-02-13,50.35,50.3,49.802,50.5698,46.6014,UP,1
2014-02-14,50.73,50.56,50.17,50.585,46.6273,UP,1
2014-02-18,51.46,50.64,50.552,50.6208,46.6646,DOWN,0
2014-02-19,51.19,51.17,50.858,50.6494,46.6972,UP,1
2014-02-20,51.86,51.19,51.118,50.6596,46.7335,DOWN,0
2014-02-21,51.04,51.82,51.256,50.6562,46.7642,DOWN,0
2014-02-24,50.85,51.01,51.28,50.6304,46.801,DOWN,0
2014-02-25,50.72,50.93,51.132,50.5914,46.8334,UP,1
2014-02-26,50.74,49.95,51.042,50.5584,46.862,UP,1
2014-02-27,50.91,50.6,50.852,50.5292,46.8939,DOWN,0
2014-02-28,50.91,50.84,50.826,50.48,46.9217,DOWN,0
2014-03-03,50.09,50.34,50.674,50.4092,46.942,UP,1
2014-03-04,51.59,50.73,50.848,50.3546,46.9689,UP,1
2014-03-05,51.7,51.68,51.04,50.336,46.9915,UP,1
2014-03-06,52.04,52.04,51.266,50.325,47.0204,DOWN,0
2014-03-07,51.46,52.25,51.376,50.3026,47.045,UP,1
2014-03-10,51.66,51.9,51.69,50.2886,47.0695,UP,1
2014-03-11,51.75,51.68,51.722,50.2638,47.0953,DOWN,0
2014-03-12,51.64,51.46,51.71,50.2456,47.1263,DOWN,0
2014-03-13,51.32,51.89,51.566,50.2118,47.156,DOWN,0
2014-03-14,51.21,51.25,51.516,50.1798,47.1926,UP,1
2014-03-17,51.98,51.47,51.58,50.1798,47.2298,UP,1
2014-03-18,53.1,52.08,51.85,50.1958,47.2818,UP,1
2014-03-19,53.11,53.09,52.144,50.2502,47.3306,UP,1
2014-03-20,53.68,52.86,52.616,50.314,47.3808,DOWN,0
2014-03-21,53.46,54.22,53.066,50.376,47.4329,DOWN,0
2014-03-24,51.36,53.53,52.942,50.3788,47.4722,UP,1
2014-03-25,51.69,51.68,52.66,50.3946,47.5107,DOWN,0
2014-03-26,51.5,52.0,52.338,50.428,47.5486,UP,1
2014-03-27,51.66,51.53,51.934,50.4492,47.5889,DOWN,0
2014-03-28,50.98,51.83,51.438,50.4666,47.63,UP,1
2014-03-31,51.4,51.34,51.446,50.4846,47.6712,UP,1
2014-04-01,52.1,51.62,51.528,50.5254,47.7157,UP,1
2014-04-02,53.34,52.1,51.896,50.5922,47.7673,UP,1
2014-04-03,53.5,53.35,52.264,50.6806,47.8171,DOWN,0
2014-04-04,52.2,53.78,52.508,50.7472,47.8629,DOWN,0
2014-04-07,50.62,51.68,52.352,50.8038,47.9107,DOWN,0
2014-04-08,49.1,50.35,51.752,50.8492,47.9431,UP,1
2014-04-09,50.63,49.49,51.21,50.908,47.9868,DOWN,0
2014-04-10,47.35,50.08,49.98,50.9028,48.0104,DOWN,0
2014-04-11,46.46,46.58,48.832,50.8658,48.0258,UP,1
2014-04-14,46.83,47.1,48.074,50.8178,48.0443,UP,1
2014-04-15,47.86,47.42,47.826,50.828,48.0769,UP,1
2014-04-16,48.12,48.58,47.324,50.8314,48.1095,UP,1
2014-04-17,48.55,47.92,47.564,50.8478,48.1412,UP,1
2014-04-21,49.43,48.5,48.158,50.8778,48.1772,UP,1
2014-04-22,50.01,49.49,48.794,50.9002,48.2136,UP,1
2014-04-23,50.14,50.14,49.25,50.912,48.2459,DOWN,0
2014-04-24,49.32,50.13,49.49,50.9052,48.2759,DOWN,0
2014-04-25,49.14,50.21,49.608,50.8768,48.3021,UP,1
2014-04-28,50.87,49.55,49.896,50.8872,48.3375,UP,1
2014-04-29,51.37,50.94,50.168,50.9,48.3691,UP,1
2014-04-30,52.08,51.38,50.556,50.9124,48.4064,DOWN,0
2014-05-01,51.61,51.89,51.014,50.9208,48.4454,DOWN,0
2014-05-02,51.18,51.41,51.422,50.9072,48.4815,UP,1
2014-05-05,51.36,50.99,51.52,50.9136,48.5167,DOWN,0
2014-05-06,50.91,51.2,51.428,50.9148,48.5487,UP,1
2014-05-07,52.79,52.38,51.57,50.9562,48.5878,DOWN,0
2014-05-08,52.15,52.69,51.678,50.9844,48.627,UP,1
2014-05-09,52.26,52.07,51.894,51.0114,48.6701,UP,1
2014-05-12,52.37,52.36,52.096,51.0406,48.7107,DOWN,0
2014-05-13,52.2,52.45,52.354,51.0828,48.7478,UP,1
2014-05-14,52.87,52.23,52.37,51.1084,48.7868,DOWN,0
2014-05-15,52.69,52.96,52.478,51.1282,48.8268,UP,1
2014-05-16,52.93,52.65,52.612,51.146,48.864,UP,1
2014-05-19,54.11,52.84,52.96,51.199,48.9083,DOWN,0
2014-05-20,53.54,53.86,53.228,51.2366,48.9494,DOWN,0
2014-05-21,53.27,53.5,53.308,51.267,48.9922,UP,1
2014-05-22,53.63,53.29,53.496,51.3068,49.036,UP,1
2014-05-23,53.95,53.94,53.7,51.3594,49.0829,UP,1
2014-05-27,53.99,54.2,53.676,51.415,49.1275,UP,1
2014-05-28,54.07,53.96,53.782,51.4568,49.1743,DOWN,0
2014-05-29,54.03,54.1,53.934,51.4754,49.2193,UP,1
2014-05-30,54.33,53.98,54.074,51.4998,49.2663,DOWN,0
2014-06-02,54.15,54.43,54.114,51.5092,49.3141,UP,1
2014-06-03,54.37,54.06,54.19,51.5274,49.3699,UP,1
2014-06-04,54.58,53.92,54.292,51.5918,49.4278,UP,1
2014-06-05,55.3,54.55,54.546,51.664,49.4875,DOWN,0
2014-06-06,55.1,55.32,54.7,51.736,49.5481,DOWN,0
2014-06-09,53.84,54.42,54.638,51.7796,49.6058,UP,1
2014-06-10,53.97,53.14,54.558,51.8394,49.661,UP,1
2014-06-11,54.23,53.85,54.488,51.896,49.715,DOWN,0
2014-06-12,53.66,54.22,54.16,51.9272,49.7661,UP,1
2014-06-13,54.16,53.67,53.972,51.9436,49.8237,DOWN,0
2014-06-16,54.0,54.18,54.004,51.9536,49.8809,UP,1
2014-06-17,54.3,54.49,54.07,51.9956,49.9393,UP,1
2014-06-18,54.57,54.27,54.138,52.0746,49.9991,DOWN,0
2014-06-19,54.19,54.14,54.244,52.1764,50.0571,DOWN,0
2014-06-20,53.3,55.62,54.072,52.2298,50.108,UP,1
2014-06-23,53.75,53.76,54.022,52.3578,50.1592,DOWN,0
2014-06-24,53.59,53.74,53.88,52.5004,50.2077,UP,1
2014-06-25,55.0,53.52,53.966,52.6638,50.2605,UP,1
2014-06-26,56.51,55.07,54.43,52.8368,50.3192,UP,1
2014-06-27,56.79,56.58,55.128,53.0102,50.3784,DOWN,0
2014-06-30,56.44,56.51,55.666,53.168,50.4371,UP,1
2014-07-01,56.89,56.42,56.326,53.3172,50.4971,UP,1
2014-07-02,58.11,57.46,56.948,53.4792,50.5585,UP,1
2014-07-03,58.22,57.9,57.29,53.6408,50.6116,DOWN,0
2014-07-07,57.4,57.91,57.412,53.8024,50.659,DOWN,0
2014-07-08,55.69,56.68,57.262,53.9334,50.7005,DOWN,0
2014-07-09,55.01,55.56,56.886,54.0162,50.7363,UP,1
2014-07-10,55.79,54.5,56.422,54.1046,50.7798,DOWN,0
2014-07-11,54.96,55.34,55.77,54.1622,50.8247,DOWN,0
2014-07-14,54.85,53.89,55.26,54.227,50.8723,DOWN,0
2014-07-15,53.44,54.52,54.81,54.2722,50.9145,UP,1
2014-07-16,53.65,53.25,54.538,54.318,50.9611,DOWN,0
2014-07-17,53.52,53.21,54.084,54.3702,51.005,UP,1
2014-07-18,54.91,53.0,54.074,54.4126,51.0506,DOWN,0
2014-07-21,54.0,54.14,53.904,54.4496,51.0908,UP,1
2014-07-22,54.05,53.82,54.026,54.4854,51.131,UP,1
2014-07-23,54.48,54.48,54.192,54.5276,51.1694,DOWN,0
2014-07-24,54.08,54.22,54.304,54.5652,51.2094,DOWN,0
2014-07-25,53.18,54.4,53.958,54.5714,51.2527,UP,1
2014-07-28,53.74,53.42,53.906,54.5924,51.2973,DOWN,0
2014-07-29,53.43,53.55,53.782,54.6024,51.3361,UP,1
2014-07-30,53.75,53.28,53.636,54.5952,51.3766,DOWN,0
2014-07-31,52.34,53.13,53.288,54.5712,51.4066,UP,1
2014-08-01,52.48,52.03,53.148,54.5554,51.4386,UP,1
2014-08-04,53.29,52.58,53.058,54.5486,51.4698,DOWN,0
2014-08-05,52.79,52.77,52.93,54.5254,51.4929,DOWN,0
2014-08-06,52.05,51.48,52.59,54.4866,51.5115,UP,1
2014-08-07,52.43,51.59,52.608,54.4538,51.5319,UP,1
2014-08-08,52.82,52.72,52.676,54.4296,51.551,UP,1
2014-08-11,53.31,53.0,52.68,54.4092,51.5759,DOWN,0
2014-08-12,52.84,53.22,52.69,54.383,51.6004,UP,1
2014-08-13,53.6,52.97,53.0,54.3676,51.6219,UP,1
2014-08-14,54.19,53.62,53.352,54.3598,51.6458,DOWN,0
2014-08-15,53.9,54.34,53.568,54.3318,51.6663,UP,1
2014-08-18,54.31,54.39,53.768,54.316,51.6939,UP,1
2014-08-19,55.29,54.48,54.258,54.345,51.7281,DOWN,0
2014-08-20,55.06,54.82,54.55,54.3668,51.7586,DOWN,0
2014-08-21,54.96,54.79,54.704,54.3814,51.7896,UP,1
2014-08-22,55.2,54.87,54.964,54.4122,51.8247,UP,1
2014-08-25,55.87,55.38,55.276,54.4464,51.8638,DOWN,0
2014-08-26,55.75,55.68,55.368,54.4814,51.9064,DOWN,0
2014-08-27,55.7,55.85,55.496,54.5094,51.9447,DOWN,0
2014-08-28,55.6,55.52,55.624,54.53,51.9799,DOWN,0
2014-08-29,55.28,55.75,55.64,54.5518,52.0189,DOWN,0
2014-09-02,55.07,55.43,55.48,54.5872,52.055,UP,1
2014-09-03,55.51,55.16,55.432,54.6224,52.0923,UP,1
2014-09-04,55.54,55.36,55.4,54.6614,52.1278,UP,1
2014-09-05,55.94,55.49,55.468,54.6802,52.1632,DOWN,0
2014-09-08,55.57,55.78,55.526,54.6614,52.1987,UP,1
2014-09-09,56.95,55.53,55.902,54.6646,52.2437,UP,1
2014-09-10,57.19,56.9,56.238,54.6796,52.2868,UP,1
2014-09-11,57.85,57.0,56.7,54.6988,52.3314,UP,1
2014-09-12,57.88,57.85,57.088,54.6942,52.3787,UP,1
2014-09-15,57.93,57.75,57.56,54.6884,52.4254,UP,1
2014-09-16,58.6,57.63,57.89,54.7124,52.4771,UP,1
2014-09-17,59.62,58.89,58.376,54.791,52.533,DOWN,0
2014-09-18,59.45,59.6,58.696,54.8798,52.5883,DOWN,0
2014-09-19,59.06,59.84,58.932,54.9452,52.6337,DOWN,0
2014-09-22,58.71,59.23,59.088,55.0202,52.6789,DOWN,0
2014-09-23,57.56,56.8,58.88,55.0744,52.7179,UP,1
2014-09-24,59.05,57.66,58.766,55.1866,52.7564,DOWN,0
2014-09-25,58.0,58.47,58.476,55.2736,52.7904,UP,1
2014-09-26,59.19,58.54,58.502,55.387,52.8256,DOWN,0
2014-09-29,58.52,58.14,58.464,55.4592,52.8549,DOWN,0
2014-09-30,57.76,58.26,58.504,55.5344,52.8817,DOWN,0
2014-10-01,57.23,57.93,58.14,55.598,52.906,DOWN,0
2014-10-02,56.67,57.54,57.874,55.6418,52.9225,UP,1
2014-10-03,58.69,57.42,57.774,55.734,52.9478,DOWN,0
2014-10-06,57.81,58.59,57.632,55.8266,52.9653,DOWN,0
2014-10-07,56.65,57.6,57.41,55.8848,52.9854,UP,1
2014-10-08,58.34,56.54,57.632,55.983,53.0141,DOWN,0
2014-10-09,56.72,58.52,57.642,56.0424,53.0348,DOWN,0
2014-10-10,54.97,55.99,56.898,56.095,53.0479,DOWN,0
2014-10-13,53.62,54.88,56.06,56.1178,53.051,UP,1
2014-10-14,54.13,53.59,55.556,56.1346,53.0589,UP,1
2014-10-15,54.63,52.33,54.814,56.1714,53.067,DOWN,0
2014-10-16,52.9,55.8,54.05,56.1884,53.0675,UP,1
2014-10-17,53.37,53.78,53.73,56.2072,53.0744,UP,1
2014-10-20,54.41,52.56,53.888,56.239,53.085,UP,1
2014-10-21,56.29,55.3,54.32,56.2986,53.1145,UP,1
2014-10-22,56.9,56.96,54.774,56.3798,53.1465,UP,1
2014-10-23,59.52,58.1,56.098,56.4982,53.1923,UP,1
2014-10-24,60.29,59.34,57.482,56.6202,53.2377,UP,1
2014-10-27,60.49,60.35,58.698,56.752,53.2856,UP,1
2014-10-28,60.93,60.76,59.626,56.8844,53.3411,DOWN,0
2014-10-29,59.98,60.99,60.242,56.9782,53.388,UP,1
2014-10-30,61.18,60.0,60.574,57.1006,53.4434,UP,1
2014-10-31,63.46,63.06,61.208,57.2706,53.5082,DOWN,0
2014-11-03,63.25,63.66,61.76,57.4316,53.5741,DOWN,0
2014-11-04,62.66,63.21,62.106,57.5674,53.6374,DOWN,0
2014-11-05,62.54,63.49,62.618,57.7032,53.7047,UP,1
2014-11-06,62.71,62.75,62.924,57.8434,53.7739,DOWN,0
2014-11-07,61.5,62.31,62.532,57.9614,53.8425,UP,1
2014-11-10,63.79,61.99,62.64,58.1316,53.9273,UP,1
2014-11-11,63.85,63.69,62.878,58.3072,54.0081,DOWN,0
2014-11-12,63.76,63.56,63.122,58.4722,54.0888,DOWN,0
2014-11-13,63.63,64.25,63.306,58.634,54.1654,UP,1
2014-11-14,64.0,63.98,63.806,58.7952,54.2393,UP,1
2014-11-17,65.04,64.08,64.056,58.9846,54.3277,UP,1
2014-11-18,66.05,64.78,64.496,59.1666,54.4182,DOWN,0
2014-11-19,65.5,65.88,64.844,59.3328,54.5071,DOWN,0
2014-11-20,65.19,65.04,65.156,59.4796,54.5934,UP,1
2014-11-21,67.36,66.41,65.828,59.6692,54.6857,UP,1
2014-11-24,67.78,67.4,66.376,59.8662,54.7769,UP,1
2014-11-25,68.06,67.64,66.778,60.0554,54.8689,UP,1
2014-11-26,68.7,68.34,67.418,60.237,54.9596,UP,1
2014-11-28,69.2,69.0,68.22,60.432,55.0538,DOWN,0
2014-12-01,69.11,69.08,68.57,60.633,55.1457,UP,1
2014-12-02,69.27,68.88,68.868,60.8442,55.2348,DOWN,0
2014-12-03,68.5,69.17,68.956,61.063,55.3213,UP,1
2014-12-04,69.57,68.35,69.13,61.2734,55.4099,UP,1
2014-12-05,69.71,69.52,69.232,61.5076,55.5032,DOWN,0
2014-12-08,69.42,69.81,69.294,61.7122,55.5961,DOWN,0
2014-12-09,69.14,68.21,69.268,61.9246,55.6882,DOWN,0
2014-12-10,67.58,69.44,69.084,62.121,55.7724,DOWN,0
2014-12-11,67.03,66.48,68.576,62.317,55.853,DOWN,0
2014-12-12,65.27,66.53,67.688,62.489,55.9248,UP,1
2014-12-15,65.62,65.75,66.928,62.6276,56.0024,DOWN,0
2014-12-16,65.25,65.11,66.15,62.7764,56.0707,UP,1
2014-12-17,66.57,65.5,65.948,62.9748,56.1451,UP,1
2014-12-18,67.92,67.86,66.126,63.1664,56.2245,DOWN,0
2014-12-19,67.71,67.69,66.614,63.3862,56.3057,DOWN,0
2014-12-22,66.97,68.04,66.884,63.6262,56.3823,DOWN,0
2014-12-23,64.35,67.23,66.704,63.8408,56.4453,UP,1
2014-12-24,66.21,64.75,66.632,64.0824,56.5181,UP,1
2014-12-26,66.98,66.51,66.444,64.3294,56.5964,UP,1
2014-12-29,67.14,66.58,66.33,64.6142,56.6761,DOWN,0
2014-12-30,66.3,66.77,66.196,64.8728,56.7477,DOWN,0
2014-12-31,65.44,66.72,66.414,65.0934,56.8094,UP,1
2015-01-02,65.89,65.62,66.35,65.2854,56.8733,DOWN,0
2015-01-05,64.65,65.5,65.884,65.4404,56.9281,DOWN,0
2015-01-06,64.33,65.62,65.322,65.5366,56.9825,UP,1
2015-01-07,66.93,64.57,65.448,65.6694,57.0603,UP,1
2015-01-08,67.63,68.16,65.886,65.8122,57.14,DOWN,0
2015-01-09,65.78,66.69,65.864,65.9092,57.2114,DOWN,0
2015-01-12,65.76,66.34,66.086,66.0248,57.2819,DOWN,0
2015-01-13,63.39,65.72,65.898,66.069,57.344,UP,1
2015-01-14,63.7,62.62,65.252,66.0738,57.4055,DOWN,0
