ticker,ODFL US Equity,ODFL US Equity,ODFL US Equity,ODFL US Equity,ODFL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2010-10-28,12.4311,12.5289,10.3952,11.976,11.2885,UP,1
2010-10-29,12.4667,12.4089,10.4144,12.1289,11.3187,DOWN,0
2010-11-01,12.2089,12.5067,10.4333,12.2178,11.3422,UP,1
2010-11-02,12.3689,12.3689,10.4538,12.3787,11.3714,UP,1
2010-11-03,12.5822,12.4,10.476,12.4116,11.4119,UP,1
2010-11-04,12.7511,12.6978,10.4999,12.4756,11.452,DOWN,0
2010-11-05,12.68,12.7867,10.524,12.5182,11.4915,DOWN,0
2010-11-08,12.6267,12.6222,10.5476,12.6018,11.5213,DOWN,0
2010-11-09,12.3244,12.68,10.5692,12.5929,11.5534,UP,1
2010-11-10,12.3644,12.3778,10.5907,12.5493,11.5941,UP,1
2010-11-11,12.4,12.2356,10.6118,12.4791,11.62,DOWN,0
2010-11-12,12.3733,12.3022,10.6329,12.4178,11.6447,DOWN,0
2010-11-15,12.2667,12.4222,10.6526,12.3458,11.6675,DOWN,0
2010-11-16,12.2,12.1556,10.6721,12.3209,11.6905,UP,1
2010-11-17,12.3867,12.2311,10.692,12.3253,11.7119,UP,1
2010-11-18,12.4578,12.5156,10.7131,12.3369,11.7385,UP,1
2010-11-19,12.68,12.4356,10.7356,12.3982,11.7712,UP,1
2010-11-22,12.7511,12.6311,10.7584,12.4951,11.801,UP,1
2010-11-23,12.8533,12.6844,10.7808,12.6258,11.8336,UP,1
2010-11-24,13.1867,12.9333,10.805,12.7858,11.8724,DOWN,0
2010-11-26,13.0533,13.1067,10.8282,12.9049,11.904,DOWN,0
2010-11-29,12.9867,13.0267,10.8509,12.9662,11.9327,DOWN,0
2010-11-30,12.8356,12.8889,10.8731,12.9831,11.9592,UP,1
2010-12-01,13.12,13.0667,10.8959,13.0364,11.9913,UP,1
2010-12-02,13.3778,13.12,10.92,13.0747,12.031,UP,1
2010-12-03,13.6222,13.3022,10.945,13.1884,12.082,UP,1
2010-12-06,13.7111,13.6,10.9694,13.3333,12.1271,UP,1
2010-12-07,13.9044,13.8,10.9951,13.5471,12.1756,DOWN,0
2010-12-08,13.6667,13.9778,11.0188,13.6564,12.2188,DOWN,0
2010-12-09,13.6089,13.7867,11.0417,13.7027,12.2615,UP,1
2010-12-10,13.76,13.6267,11.065,13.7302,12.3108,DOWN,0
2010-12-13,13.4711,13.8622,11.0872,13.6822,12.3578,UP,1
2010-12-14,13.5378,13.5511,11.11,13.6089,12.4094,DOWN,0
2010-12-15,13.52,13.5644,11.1321,13.5796,12.4538,UP,1
2010-12-16,13.7067,13.5956,11.1553,13.5991,12.5049,DOWN,0
2010-12-17,13.6089,13.6978,11.1772,13.5689,12.5531,UP,1
2010-12-20,13.6533,13.6667,11.198,13.6053,12.6016,UP,1
2010-12-21,14.0667,13.7556,11.2189,13.7111,12.6599,DOWN,0
2010-12-22,14.0444,14.1022,11.2398,13.816,12.7145,UP,1
2010-12-23,14.0822,14.0444,11.2605,13.8911,12.765,UP,1
2010-12-27,14.1511,14.0578,11.2816,13.9996,12.8185,DOWN,0
2010-12-28,14.0178,14.1778,11.302,14.0724,12.8684,UP,1
2010-12-29,14.0622,14.0667,11.3213,14.0716,12.9188,UP,1
2010-12-30,14.24,14.0889,11.3421,14.1107,12.9766,DOWN,0
2010-12-31,14.2178,14.24,11.3633,14.1378,13.0284,UP,1
2011-01-03,14.4356,14.3333,11.3861,14.1947,13.0854,DOWN,0
2011-01-04,14.4356,14.4889,11.4086,14.2782,13.1401,DOWN,0
2011-01-05,14.4133,14.3778,11.431,14.3484,13.1931,UP,1
2011-01-06,14.5111,14.7556,11.4543,14.4027,13.252,UP,1
2011-01-07,14.5467,14.6,11.478,14.4684,13.2946,DOWN,0
2011-01-10,14.52,14.4622,11.5016,14.4853,13.3364,DOWN,0
2011-01-11,14.4089,14.5333,11.5247,14.48,13.3752,UP,1
2011-01-12,14.5378,14.5467,11.5479,14.5049,13.4218,UP,1
2011-01-13,14.6711,14.3778,11.5718,14.5369,13.4678,UP,1
2011-01-14,14.76,14.64,11.5965,14.5796,13.5114,DOWN,0
2011-01-18,14.6933,14.76,11.62,14.6142,13.5502,DOWN,0
2011-01-19,14.3511,14.7022,11.6408,14.6027,13.5836,DOWN,0
2011-01-20,14.1822,14.2222,11.6604,14.5316,13.6148,DOWN,0
2011-01-21,14.1422,14.2489,11.6794,14.4258,13.6511,UP,1
2011-01-24,14.2711,14.1244,11.6992,14.328,13.6892,UP,1
2011-01-25,14.3778,14.1822,11.7197,14.2649,13.7288,UP,1
2011-01-26,14.52,14.4578,11.7411,14.2987,13.7717,UP,1
2011-01-27,14.8311,14.5333,11.762,14.4284,13.823,DOWN,0
2011-01-28,14.3067,14.7778,11.7783,14.4613,13.8652,DOWN,0
2011-01-31,14.2978,14.3422,11.7948,14.4667,13.9034,UP,1
2011-02-01,14.5289,14.4533,11.8131,14.4969,13.9448,DOWN,0
2011-02-02,13.68,14.0756,11.8277,14.3289,13.9648,DOWN,0
2011-02-03,13.3733,13.4267,11.8404,14.0373,13.9772,UP,1
2011-02-04,13.5511,13.3733,11.8537,13.8862,13.9912,DOWN,0
2011-02-07,13.4178,13.5111,11.8654,13.7102,13.9958,UP,1
2011-02-08,13.4533,13.4444,11.8764,13.4951,14.0038,DOWN,0
2011-02-09,13.36,13.7244,11.8876,13.4311,14.0113,UP,1
2011-02-10,13.64,13.2489,11.903,13.4844,14.0274,UP,1
2011-02-11,13.8133,13.6133,11.9173,13.5369,14.0412,UP,1
2011-02-14,13.9956,13.7644,11.9341,13.6524,14.0536,UP,1
2011-02-15,14.0311,13.9289,11.9497,13.768,14.0618,UP,1
2011-02-16,14.0756,13.9778,11.9665,13.9111,14.0691,UP,1
2011-02-17,14.1733,14.0844,11.9836,14.0178,14.0744,UP,1
2011-02-18,14.3556,14.2844,12.0031,14.1262,14.0882,DOWN,0
2011-02-22,13.8889,14.1778,12.022,14.1049,14.0938,DOWN,0
2011-02-23,13.5289,13.8756,12.0355,14.0044,14.0892,DOWN,0
2011-02-24,13.4578,13.5022,12.047,13.8809,14.0889,UP,1
2011-02-25,13.7244,13.4578,12.0593,13.7911,14.0927,DOWN,0
2011-02-28,13.6756,13.7644,12.0727,13.6551,14.0958,DOWN,0
2011-03-01,13.4578,13.7111,12.085,13.5689,14.0908,UP,1
2011-03-02,13.4756,13.4089,12.0967,13.5582,14.0881,UP,1
2011-03-03,14.2489,13.6133,12.1128,13.7164,14.1,UP,1
2011-03-04,14.3289,14.3244,12.1292,13.8373,14.1053,DOWN,0
2011-03-07,14.2444,14.36,12.1493,13.9511,14.1093,UP,1
2011-03-08,14.6222,14.2311,12.1702,14.184,14.1201,DOWN,0
2011-03-09,14.5644,14.6178,12.1918,14.4018,14.1284,DOWN,0
2011-03-10,14.3778,14.4667,12.2125,14.4276,14.1356,UP,1
2011-03-11,14.6267,14.7733,12.2342,14.4871,14.1468,DOWN,0
2011-03-14,14.5467,14.4756,12.2533,14.5476,14.153,UP,1
2011-03-15,14.5911,14.1111,12.2735,14.5413,14.1604,UP,1
2011-03-16,14.7022,14.6133,12.2953,14.5689,14.1658,UP,1
2011-03-17,14.9689,15.0578,12.3171,14.6871,14.1764,UP,1
2011-03-18,15.0978,15.1244,12.3381,14.7813,14.1901,UP,1
2011-03-21,15.2889,15.2578,12.3633,14.9298,14.2057,DOWN,0
2011-03-22,15.1067,15.2889,12.3902,15.0329,14.2169,UP,1
2011-03-23,15.1422,15.0222,12.4176,15.1209,14.2293,UP,1
2011-03-24,15.2444,15.2267,12.4436,15.176,14.246,UP,1
2011-03-25,15.2489,15.3778,12.4675,15.2062,14.2603,DOWN,0
2011-03-28,15.1956,15.2622,12.4902,15.1876,14.2708,UP,1
2011-03-29,15.2356,15.1644,12.512,15.2133,14.2803,UP,1
2011-03-30,15.5556,15.3556,12.5348,15.296,14.2975,UP,1
2011-03-31,15.5956,15.5778,12.5583,15.3662,14.3224,UP,1
2011-04-01,15.6756,15.6667,12.5827,15.4516,14.3523,UP,1
2011-04-04,15.88,15.7467,12.6071,15.5884,14.387,UP,1
2011-04-05,15.9511,15.8089,12.6323,15.7316,14.4206,UP,1
2011-04-06,16.0889,16.0489,12.6617,15.8382,14.4548,DOWN,0
2011-04-07,15.9067,16.0622,12.6894,15.9004,14.4826,DOWN,0
2011-04-08,15.6489,16.0444,12.7163,15.8951,14.4989,DOWN,0
2011-04-11,15.5156,15.6444,12.7424,15.8222,14.5231,DOWN,0
2011-04-12,15.4178,15.5111,12.767,15.7156,14.5455,DOWN,0
2011-04-13,15.2756,15.4667,12.7912,15.5529,14.5604,UP,1
2011-04-14,15.4622,15.2089,12.8164,15.464,14.5961,DOWN,0
2011-04-15,15.3867,15.36,12.8418,15.4116,14.6364,DOWN,0
2011-04-18,15.1644,15.2711,12.8659,15.3413,14.6686,DOWN,0
2011-04-19,15.1422,15.2311,12.8915,15.2862,14.7031,UP,1
2011-04-20,15.2756,15.32,12.9158,15.2862,14.7396,UP,1
2011-04-21,15.4133,15.4222,12.9402,15.2764,14.7806,DOWN,0
2011-04-25,15.0533,15.3378,12.9623,15.2098,14.8089,UP,1
2011-04-26,15.3378,15.16,12.986,15.2444,14.8394,UP,1
2011-04-27,16.72,16.1467,13.0152,15.56,14.8939,UP,1
2011-04-28,16.8889,16.8622,13.0449,15.8827,14.951,DOWN,0
2011-04-29,16.6311,16.9689,13.0746,16.1262,15.0021,DOWN,0
2011-05-02,16.5956,16.6756,13.1044,16.4347,15.0506,DOWN,0
2011-05-03,16.4622,16.5556,13.1329,16.6596,15.0927,DOWN,0
2011-05-04,16.3644,16.5156,13.1605,16.5884,15.1422,UP,1
2011-05-05,16.5156,16.2844,13.1907,16.5138,15.202,DOWN,0
2011-05-06,16.4889,16.6756,13.219,16.4853,15.2626,UP,1
2011-05-09,16.6267,16.4311,13.2461,16.4916,15.3206,UP,1
2011-05-10,16.7911,16.7244,13.2729,16.5573,15.3829,DOWN,0
2011-05-11,16.4756,16.7467,13.2989,16.5796,15.4433,DOWN,0
2011-05-12,16.4044,16.3778,13.3214,16.5573,15.5019,DOWN,0
2011-05-13,16.1733,16.3867,13.3437,16.4942,15.5404,DOWN,0
2011-05-16,16.0,16.1067,13.3653,16.3689,15.5738,DOWN,0
2011-05-17,15.7733,15.92,13.3865,16.1653,15.6044,UP,1
2011-05-18,16.0444,15.8356,13.4106,16.0791,15.6328,UP,1
2011-05-19,16.12,16.1733,13.4338,16.0222,15.6639,UP,1
2011-05-20,16.1911,16.0178,13.4592,16.0258,15.7002,DOWN,0
2011-05-23,16.1422,15.88,13.4844,16.0542,15.7305,DOWN,0
2011-05-24,15.8889,16.1867,13.5075,16.0773,15.7573,UP,1
2011-05-25,16.0533,15.8356,13.5332,16.0791,15.7866,UP,1
2011-05-26,16.4844,16.0711,13.5626,16.152,15.8222,DOWN,0
2011-05-27,16.3911,16.5467,13.5908,16.192,15.8507,UP,1
2011-05-31,16.5911,16.52,13.6211,16.2818,15.8805,DOWN,0
2011-06-01,15.5644,16.5556,13.6455,16.2169,15.886,UP,1
2011-06-02,15.7511,15.7333,13.6692,16.1564,15.8989,DOWN,0
2011-06-03,15.3467,15.5689,13.6893,15.9289,15.903,DOWN,0
2011-06-06,15.1689,15.32,13.7104,15.6844,15.9015,UP,1
2011-06-07,15.2444,15.2889,13.7314,15.4151,15.9014,DOWN,0
2011-06-08,15.1422,15.1644,13.7526,15.3307,15.9004,UP,1
2011-06-09,15.4311,15.7511,13.7769,15.2667,15.9043,DOWN,0
2011-06-10,15.3089,15.3022,13.7998,15.2591,15.8993,DOWN,0
2011-06-13,15.28,15.4133,13.8226,15.2813,15.893,UP,1
2011-06-14,15.8267,15.4844,13.8461,15.3978,15.896,DOWN,0
2011-06-15,15.4889,15.7244,13.8699,15.4671,15.8882,UP,1
2011-06-16,15.6178,15.5111,13.8964,15.5044,15.8816,UP,1
2011-06-17,15.6267,15.7022,13.919,15.568,15.8723,UP,1
2011-06-20,15.7244,15.5511,13.9419,15.6569,15.8687,UP,1
2011-06-21,16.1867,15.8889,13.9672,15.7289,15.8794,DOWN,0
2011-06-22,16.0933,16.1378,13.9924,15.8498,15.891,UP,1
2011-06-23,16.1644,16.0756,14.0167,15.9591,15.9059,DOWN,0
2011-06-24,16.0578,16.2222,14.0413,16.0453,15.9216,DOWN,0
2011-06-27,16.0089,16.0089,14.0661,16.1022,15.9325,UP,1
2011-06-28,16.2489,16.04,14.0911,16.1147,15.9497,DOWN,0
2011-06-29,16.2356,16.2622,14.1162,16.1431,15.9712,UP,1
2011-06-30,16.5778,16.3378,14.1428,16.2258,15.9999,UP,1
2011-07-01,16.8533,16.6222,14.1697,16.3849,16.0314,UP,1
2011-07-05,16.8711,16.8533,14.1963,16.5573,16.0606,UP,1
2011-07-06,17.5156,16.84,14.2263,16.8107,16.1098,UP,1
2011-07-07,17.6667,17.7689,14.2571,17.0969,16.1564,DOWN,0
2011-07-08,17.5422,17.4622,14.2878,17.2898,16.1728,DOWN,0
2011-07-11,17.16,17.3689,14.3183,17.3511,16.1783,DOWN,0
2011-07-12,17.1556,17.1111,14.3468,17.408,16.1888,UP,1
2011-07-13,17.2533,17.3556,14.3756,17.3556,16.2019,DOWN,0
2011-07-14,16.9911,17.3644,14.4031,17.2204,16.2125,DOWN,0
2011-07-15,16.9778,17.04,14.4306,17.1076,16.2248,DOWN,0
2011-07-18,16.6667,16.9156,14.4574,17.0089,16.2278,UP,1
2011-07-19,16.7422,16.7822,14.4855,16.9262,16.2328,UP,1
2011-07-20,16.7689,16.8356,14.5146,16.8293,16.2357,DOWN,0
2011-07-21,16.6578,16.8267,14.5414,16.7627,16.233,UP,1
2011-07-22,16.7556,16.6933,14.5694,16.7182,16.2386,DOWN,0
2011-07-25,16.6222,16.5956,14.5965,16.7093,16.243,DOWN,0
2011-07-26,16.1289,16.4622,14.621,16.5867,16.2421,DOWN,0
2011-07-27,15.6889,16.2133,14.6437,16.3707,16.2359,UP,1
2011-07-28,16.2578,16.6,14.6684,16.2907,16.2456,UP,1
2011-07-29,16.4667,16.0489,14.693,16.2329,16.254,DOWN,0
2011-08-01,16.3,16.7689,14.7171,16.1684,16.2576,DOWN,0
2011-08-02,15.3867,16.2667,14.7364,16.02,16.2415,UP,1
2011-08-03,15.4089,15.4578,14.7558,15.964,16.2268,DOWN,0
2011-08-04,14.3911,15.1689,14.771,15.5907,16.1969,DOWN,0
2011-08-05,14.2489,14.6533,14.784,15.1471,16.1608,DOWN,0
2011-08-08,12.8533,13.8178,14.7904,14.4578,16.0882,UP,1
2011-08-09,13.5956,13.2089,14.7999,14.0996,16.0323,DOWN,0
2011-08-10,13.1333,13.1911,14.8067,13.6444,15.9631,UP,1
2011-08-11,13.7778,13.1822,14.8178,13.5218,15.9274,UP,1
2011-08-12,14.3778,13.9022,14.8276,13.5476,15.8999,DOWN,0
2011-08-15,14.28,14.4933,14.8368,13.8329,15.8786,DOWN,0
2011-08-16,13.92,14.0978,14.8441,13.8978,15.8536,DOWN,0
2011-08-17,13.7556,13.9689,14.8518,14.0222,15.8238,DOWN,0
2011-08-18,12.7156,13.3156,14.8536,13.8098,15.7753,DOWN,0
2011-08-19,12.4578,12.4311,14.8529,13.4258,15.7158,UP,1
2011-08-22,12.7289,12.8,14.8528,13.1156,15.6642,UP,1
2011-08-23,13.3289,12.7378,14.8561,12.9973,15.6252,UP,1
2011-08-24,13.4044,13.2889,14.86,12.9271,15.5768,DOWN,0
2011-08-25,13.0044,13.4933,14.8634,12.9849,15.5271,UP,1
2011-08-26,13.5511,12.8667,14.8693,13.2036,15.4857,UP,1
2011-08-29,14.2089,13.6933,14.8783,13.4996,15.4574,UP,1
2011-08-30,14.4133,14.1067,14.8885,13.7164,15.4312,DOWN,0
2011-08-31,14.2756,14.5422,14.8986,13.8907,15.3929,DOWN,0
2011-09-01,13.9067,14.3111,14.9071,14.0711,15.3492,DOWN,0
2011-09-02,13.64,13.8044,14.9134,14.0889,15.2987,DOWN,0
2011-09-06,13.4844,13.1822,14.9185,13.944,15.2472,UP,1
2011-09-07,14.0711,13.6667,14.9255,13.8756,15.2085,DOWN,0
2011-09-08,13.9244,13.9778,14.9313,13.8053,15.162,DOWN,0
2011-09-09,13.56,13.7022,14.9349,13.736,15.1085,UP,1
2011-09-12,13.5644,13.2933,14.9368,13.7209,15.0482,UP,1
2011-09-13,14.0222,13.6622,14.9416,13.8284,14.9916,UP,1
2011-09-14,14.5156,14.1467,14.9492,13.9173,14.9445,UP,1
2011-09-15,14.6844,14.6267,14.9585,14.0693,14.8879,UP,1
2011-09-16,14.7689,14.7733,14.9667,14.3111,14.8299,DOWN,0
2011-09-19,14.4889,14.5022,14.9723,14.496,14.7688,DOWN,0
2011-09-20,14.0489,14.5689,14.9744,14.5013,14.7066,DOWN,0
2011-09-21,13.0667,14.0178,14.9712,14.2116,14.6248,DOWN,0
2011-09-22,12.6711,12.6178,14.965,13.8089,14.5332,UP,1
2011-09-23,12.9689,12.6578,14.9615,13.4489,14.4528,UP,1
2011-09-26,13.0889,13.1022,14.9589,13.1689,14.375,UP,1
2011-09-27,13.6267,13.2844,14.9583,13.0844,14.3142,DOWN,0
2011-09-28,13.0178,13.68,14.956,13.0747,14.2397,UP,1
2011-09-29,13.1111,13.3644,14.9539,13.1627,14.1665,DOWN,0
2011-09-30,12.8756,12.8889,14.9507,13.144,14.0909,DOWN,0
2011-10-03,12.36,12.7156,14.9439,12.9982,14.003,UP,1
2011-10-04,13.4667,12.1778,14.9432,12.9662,13.9399,UP,1
2011-10-05,13.5467,13.4756,14.9427,13.072,13.8882,UP,1
2011-10-06,14.0089,13.6578,14.9424,13.2516,13.8546,DOWN,0
2011-10-07,13.56,14.0889,14.94,13.3884,13.8007,UP,1
2011-10-10,14.2444,13.7867,14.9408,13.7653,13.7562,UP,1
2011-10-11,14.2978,14.0978,14.9415,13.9316,13.7162,UP,1
2011-10-12,14.72,14.4311,14.945,14.1662,13.7028,DOWN,0
2011-10-13,14.7111,14.6044,14.9483,14.3067,13.6889,UP,1
2011-10-14,15.1556,14.96,14.9528,14.6258,13.7042,DOWN,0
2011-10-17,14.6533,15.0667,14.955,14.7076,13.7123,UP,1
2011-10-18,15.0978,14.6844,14.9583,14.8676,13.7572,DOWN,0
2011-10-19,14.7733,15.0267,14.96,14.8782,13.7807,UP,1
2011-10-20,15.2089,14.8533,14.964,14.9778,13.8222,UP,1
2011-10-21,15.32,15.5022,14.968,15.0107,13.8531,UP,1
2011-10-24,15.8356,15.4133,14.9745,15.2471,13.8822,DOWN,0
2011-10-25,15.5289,15.6667,14.9795,15.3333,13.9072,UP,1
2011-10-26,15.7378,15.7778,14.9862,15.5262,13.9436,UP,1
2011-10-27,16.8489,16.2044,14.9977,15.8542,14.0054,DOWN,0
2011-10-28,16.5333,16.8222,15.007,16.0969,14.0818,DOWN,0
2011-10-31,16.2444,16.2533,15.0145,16.1787,14.1575,DOWN,0
2011-11-01,15.7511,15.5911,15.0198,16.2231,14.218,UP,1
2011-11-02,16.2622,16.0933,15.0293,16.328,14.2766,UP,1
2011-11-03,16.6533,16.4533,15.0417,16.2889,14.3416,DOWN,0
2011-11-04,16.5644,16.4133,15.0538,16.2951,14.4128,UP,1
2011-11-07,16.5778,16.6133,15.0653,16.3618,14.4733,UP,1
2011-11-08,16.7644,16.7867,15.0772,16.5644,14.5244,DOWN,0
2011-11-09,16.48,16.3733,15.087,16.608,14.5658,DOWN,0
2011-11-10,16.4711,16.7644,15.0952,16.5716,14.6097,UP,1
2011-11-11,17.1644,16.7156,15.1095,16.6916,14.6748,DOWN,0
2011-11-14,17.0844,17.1556,15.1235,16.7929,14.7437,UP,1
2011-11-15,17.3644,16.9422,15.1376,16.9129,14.8213,DOWN,0
2011-11-16,17.0533,17.1378,15.1545,17.0276,14.881,DOWN,0
2011-11-17,16.7422,17.0711,15.1714,17.0818,14.9373,UP,1
2011-11-18,16.7689,16.7778,15.1874,17.0027,15.0015,DOWN,0
2011-11-21,16.4844,16.5022,15.2028,16.8827,15.0599,DOWN,0
2011-11-22,16.0933,16.5244,15.216,16.6284,15.1013,DOWN,0
2011-11-23,15.7822,15.9956,15.2281,16.3742,15.1267,DOWN,0
2011-11-25,15.5778,15.6978,15.2378,16.1413,15.1445,UP,1
2011-11-28,16.4044,16.1911,15.2507,16.0684,15.1772,UP,1
2011-11-29,16.4533,16.3911,15.263,16.0622,15.2165,UP,1
2011-11-30,17.2489,17.1244,15.2791,16.2933,15.2805,DOWN,0
2011-12-01,16.9333,17.1733,15.2934,16.5236,15.3579,UP,1
2011-12-02,17.1467,17.2089,15.3083,16.8373,15.4474,UP,1
2011-12-05,17.5022,17.4311,15.324,17.0569,15.538,UP,1
2011-12-06,17.7111,17.4711,15.3431,17.3084,15.6305,DOWN,0
2011-12-07,17.5333,17.6267,15.3631,17.3653,15.7086,DOWN,0
2011-12-08,17.0178,17.3289,15.3809,17.3822,15.7886,UP,1
2011-12-09,17.7556,17.0533,15.4011,17.504,15.8815,DOWN,0
2011-12-12,17.5467,17.5289,15.4204,17.5129,15.9749,DOWN,0
2011-12-13,17.3289,17.72,15.4398,17.4364,16.0743,DOWN,0
2011-12-14,16.8711,17.1333,15.4568,17.304,16.1424,UP,1
2011-12-15,17.1911,17.2044,15.4715,17.3387,16.2153,UP,1
2011-12-16,17.3733,17.3956,15.4867,17.2622,16.2826,DOWN,0
2011-12-19,17.0978,17.6311,15.501,17.1724,16.3533,UP,1
2011-12-20,17.96,17.4889,15.5177,17.2987,16.4276,UP,1
2011-12-21,18.1111,17.9644,15.5354,17.5467,16.5039,DOWN,0
2011-12-22,18.1022,17.7822,15.554,17.7289,16.5716,UP,1
2011-12-23,18.2622,18.2133,15.5722,17.9067,16.6426,UP,1
2011-12-27,18.3822,18.1911,15.5914,18.1636,16.7071,DOWN,0
2011-12-28,18.0133,18.4133,15.6085,18.1742,16.7743,UP,1
2011-12-29,18.3156,18.0978,15.6266,18.2151,16.8387,DOWN,0
2011-12-30,18.0133,18.2889,15.6418,18.1973,16.9035,UP,1
2012-01-03,18.1422,18.3822,15.657,18.1733,16.9621,DOWN,0
2012-01-04,17.8844,18.0178,15.67,18.0738,17.0134,DOWN,0
2012-01-05,17.5333,17.7289,15.6821,17.9778,17.0474,DOWN,0
2012-01-06,17.3022,17.5778,15.6929,17.7751,17.0828,DOWN,0
2012-01-09,17.2267,17.3244,15.7028,17.6178,17.1126,UP,1
2012-01-10,17.6044,17.4756,15.7146,17.5102,17.1277,UP,1
2012-01-11,18.0089,17.4889,15.7287,17.5351,17.1572,UP,1
2012-01-12,18.0622,18.1156,15.7428,17.6409,17.1936,DOWN,0
2012-01-13,17.8711,17.7822,15.7544,17.7547,17.236,UP,1
2012-01-17,17.9022,18.1067,15.7659,17.8898,17.2688,UP,1
2012-01-18,18.04,17.9422,15.7777,17.9769,17.2965,UP,1
2012-01-19,18.3467,18.1378,15.7901,18.0444,17.3322,DOWN,0
2012-01-20,18.2044,18.2667,15.8013,18.0729,17.3647,DOWN,0
2012-01-23,18.1511,18.1911,15.8116,18.1289,17.3924,UP,1
2012-01-24,18.2267,18.1333,15.8232,18.1938,17.4274,UP,1
2012-01-25,18.3333,18.2533,15.8367,18.2524,17.4646,UP,1
2012-01-26,18.6707,18.4356,15.8524,18.3172,17.4947,UP,1
2012-01-27,18.7022,18.5022,15.8689,18.4168,17.5271,DOWN,0
2012-01-30,18.4444,18.5911,15.8847,18.4755,17.5487,UP,1
2012-01-31,18.9422,18.6089,15.9021,18.6186,17.5865,UP,1
2012-02-01,19.0222,19.0667,15.9203,18.7564,17.6321,UP,1
2012-02-02,19.3689,19.8578,15.9413,18.896,17.6841,UP,1
2012-02-03,19.84,19.4444,15.9648,19.1236,17.7512,DOWN,0
2012-02-06,19.7289,19.7378,15.9871,19.3804,17.8239,DOWN,0
2012-02-07,19.6,19.5422,16.008,19.512,17.9003,DOWN,0
2012-02-08,19.52,19.6267,16.0303,19.6116,17.9791,DOWN,0
2012-02-09,19.5111,19.6267,16.0512,19.64,18.0412,DOWN,0
2012-02-10,19.4889,19.3111,16.065,19.5698,18.1019,UP,1
2012-02-13,19.8222,19.7289,16.0797,19.5884,18.1534,DOWN,0
2012-02-14,19.4978,19.7556,16.094,19.568,18.2047,DOWN,0
2012-02-15,19.28,19.6711,16.1075,19.52,18.2474,UP,1
2012-02-16,19.8933,19.3511,16.1246,19.5964,18.2952,DOWN,0
2012-02-17,19.7644,20.0089,16.1416,19.6516,18.3363,DOWN,0
2012-02-21,19.4889,19.7956,16.1565,19.5849,18.3754,DOWN,0
2012-02-22,19.3333,19.3956,16.1707,19.552,18.4217,UP,1
2012-02-23,19.6667,19.4,16.1859,19.6293,18.4599,UP,1
2012-02-24,19.68,19.6933,16.2004,19.5867,18.5026,DOWN,0
2012-02-27,19.6578,19.4756,16.2163,19.5653,18.5491,DOWN,0
2012-02-28,19.4178,19.7556,16.2313,19.5511,18.6001,DOWN,0
2012-02-29,19.3378,19.4978,16.2472,19.552,18.643,UP,1
2012-03-01,20.1067,19.5378,16.2677,19.64,18.6977,DOWN,0
2012-03-02,20.0,20.1689,16.2888,19.704,18.7557,UP,1
2012-03-05,20.2178,19.8933,16.3097,19.816,18.8009,DOWN,0
2012-03-06,19.7867,20.3289,16.328,19.8898,18.8344,UP,1
2012-03-07,20.0,19.8933,16.3471,20.0222,18.8723,UP,1
2012-03-08,20.5022,20.1378,16.3689,20.1013,18.9171,UP,1
2012-03-09,20.9644,20.4844,16.3942,20.2942,18.9688,UP,1
2012-03-12,21.0044,21.0311,16.419,20.4516,19.0286,UP,1
2012-03-13,21.3422,21.2267,16.4433,20.7627,19.0891,DOWN,0
2012-03-14,21.1644,21.2711,16.4672,20.9956,19.1522,UP,1
2012-03-15,21.8533,21.1867,16.4935,21.2658,19.2264,DOWN,0
2012-03-16,21.2044,21.8,16.5217,21.3138,19.2928,UP,1
2012-03-19,21.5156,21.2533,16.5505,21.416,19.3724,DOWN,0
2012-03-20,21.2,21.4533,16.5798,21.3876,19.4504,UP,1
2012-03-21,21.4267,21.3733,16.611,21.44,19.5344,DOWN,0
2012-03-22,21.0889,21.2267,16.6403,21.2871,19.6041,UP,1
2012-03-23,21.2578,21.1778,16.6708,21.2978,19.6691,UP,1
2012-03-26,21.48,21.5733,16.7011,21.2907,19.7374,DOWN,0
2012-03-27,21.3244,21.4267,16.7312,21.3156,19.8065,DOWN,0
2012-03-28,21.2311,21.3956,16.7609,21.2764,19.8731,DOWN,0
2012-03-29,21.2267,21.1556,16.7879,21.304,19.9368,DOWN,0
2012-03-30,21.1867,21.4178,16.8164,21.2898,19.9936,UP,1
2012-04-02,21.4622,21.1867,16.8456,21.2862,20.0587,DOWN,0
2012-04-03,21.4089,21.5333,16.8745,21.3031,20.1239,DOWN,0
2012-04-04,21.1467,21.16,16.9017,21.2862,20.1823,UP,1
2012-04-05,21.2667,20.9822,16.9271,21.2942,20.241,DOWN,0
2012-04-09,20.8489,20.9022,16.9508,21.2267,20.2845,DOWN,0
2012-04-10,20.5244,20.7244,16.9726,21.0391,20.321,UP,1
2012-04-11,20.84,20.7422,16.9965,20.9253,20.3689,UP,1
2012-04-12,21.2356,20.9067,17.0227,20.9431,20.4148,DOWN,0
2012-04-13,21.0267,21.0933,17.0466,20.8951,20.4548,UP,1
2012-04-16,21.3867,21.2267,17.0723,21.0027,20.4952,UP,1
2012-04-17,21.5867,21.56,17.0974,21.2151,20.5301,UP,1
