ticker,UNH US Equity,UNH US Equity,UNH US Equity,UNH US Equity,UNH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2018-01-25,245.18,244.75,197.7019,244.43,223.6352,UP,1
2018-01-26,248.47,245.0,198.1151,245.454,224.3514,DOWN,0
2018-01-29,247.41,249.28,198.5243,246.224,225.0654,DOWN,0
2018-01-30,236.65,232.88,198.8828,244.512,225.6012,UP,1
2018-01-31,236.78,242.84,199.2308,242.898,226.1142,DOWN,0
2018-02-01,235.22,235.26,199.5639,240.906,226.6206,DOWN,0
2018-02-02,231.88,233.0,199.8771,237.588,227.0532,DOWN,0
2018-02-05,220.02,230.79,200.1195,232.11,227.2016,UP,1
2018-02-06,225.18,212.2,200.3896,229.816,227.4808,UP,1
2018-02-07,225.82,222.33,200.657,227.624,227.747,DOWN,0
2018-02-08,216.46,225.33,200.8691,223.872,227.8282,UP,1
2018-02-09,220.96,218.0,201.102,221.688,227.9246,UP,1
2018-02-12,225.69,222.44,201.3573,222.822,227.9808,UP,1
2018-02-13,226.64,223.15,201.6161,223.114,227.9502,UP,1
2018-02-14,228.78,224.95,201.8871,223.706,227.9902,DOWN,0
2018-02-15,226.02,229.27,202.1465,225.618,228.0822,UP,1
2018-02-16,229.37,225.99,202.4306,227.3,228.2678,DOWN,0
2018-02-20,226.66,227.91,202.6938,227.494,228.4022,DOWN,0
2018-02-21,225.13,226.15,202.9489,227.192,228.5018,UP,1
2018-02-22,227.09,226.3,203.2121,226.854,228.5654,UP,1
2018-02-23,230.16,227.9,203.4967,227.682,228.7132,UP,1
2018-02-26,234.06,231.64,203.8001,228.62,228.9446,DOWN,0
2018-02-27,232.52,234.4,204.0961,229.792,229.108,DOWN,0
2018-02-28,226.16,234.42,204.3678,229.998,229.2062,DOWN,0
2018-03-01,224.45,225.7,204.6324,229.47,229.2588,UP,1
2018-03-02,225.19,223.21,204.9178,228.476,229.3092,UP,1
2018-03-05,228.38,223.37,205.2154,227.34,229.436,DOWN,0
2018-03-06,226.18,228.92,205.489,226.072,229.512,UP,1
2018-03-07,227.27,224.35,205.7624,226.294,229.6236,DOWN,0
2018-03-08,224.73,227.93,206.0126,226.35,229.7182,UP,1
2018-03-09,225.43,226.11,206.2636,226.398,229.8348,DOWN,0
2018-03-12,222.77,226.21,206.4995,225.276,229.8818,UP,1
2018-03-13,226.94,223.53,206.744,225.428,229.9652,DOWN,0
2018-03-14,225.38,227.13,206.9834,225.05,230.0636,UP,1
2018-03-15,229.48,225.83,207.2478,226.0,230.23,DOWN,0
2018-03-16,227.86,229.66,207.5112,226.486,230.3176,DOWN,0
2018-03-19,225.05,227.31,207.7386,226.942,230.3296,UP,1
2018-03-20,226.78,225.16,207.9755,226.91,230.2906,DOWN,0
2018-03-21,222.82,226.45,208.1928,226.398,230.2518,DOWN,0
2018-03-22,215.21,221.65,208.3647,223.544,230.0384,DOWN,0
2018-03-23,212.55,215.75,208.5114,220.482,229.8054,UP,1
2018-03-26,219.07,215.19,208.6983,219.286,229.679,DOWN,0
2018-03-27,217.96,220.32,208.8808,217.522,229.4654,UP,1
2018-03-28,218.5,218.89,209.0771,216.658,229.1774,DOWN,0
2018-03-29,214.0,219.38,209.2418,216.416,228.6888,UP,1
2018-04-02,217.2,218.46,209.416,217.346,228.1696,UP,1
2018-04-03,224.58,220.34,209.637,218.448,227.7942,UP,1
2018-04-04,228.79,220.69,209.8728,220.614,227.4988,UP,1
2018-04-05,229.07,229.46,210.1031,222.728,227.176,DOWN,0
2018-04-06,223.96,226.65,210.3065,224.72,226.7582,DOWN,0
2018-04-09,222.73,225.58,210.4956,225.826,226.3092,UP,1
2018-04-10,226.79,225.4,210.6971,226.268,225.8756,DOWN,0
2018-04-11,221.9,224.27,210.8803,224.89,225.3654,UP,1
2018-04-12,224.24,224.04,211.0759,223.924,225.1172,UP,1
2018-04-13,224.28,225.1,211.2743,223.988,224.8672,UP,1
2018-04-16,230.32,227.11,211.4974,225.506,224.7692,UP,1
2018-04-17,238.55,239.31,211.7638,227.858,224.9026,DOWN,0
2018-04-18,236.4,239.0,212.0187,230.758,225.2302,DOWN,0
2018-04-19,235.76,236.2,212.2643,233.062,225.4418,DOWN,0
2018-04-20,235.06,236.05,212.4983,235.218,225.6266,DOWN,0
2018-04-23,234.34,235.29,212.7353,236.022,225.9842,DOWN,0
2018-04-24,234.22,235.95,212.9666,235.156,226.2494,UP,1
2018-04-25,234.9,233.45,213.2064,234.856,226.4336,UP,1
2018-04-26,237.03,235.73,213.4618,235.11,226.6414,UP,1
2018-04-27,240.18,237.63,213.7292,236.134,226.8694,DOWN,0
2018-04-30,236.4,241.0,213.9838,236.546,227.077,UP,1
2018-05-01,236.85,237.0,214.2336,237.072,227.2266,DOWN,0
2018-05-02,233.46,235.38,214.4691,236.784,227.3626,UP,1
2018-05-03,234.15,231.97,214.7056,236.208,227.543,UP,1
2018-05-04,235.9,233.1,214.9392,235.352,227.7192,DOWN,0
2018-05-07,233.78,235.88,215.1506,234.828,227.7916,DOWN,0
2018-05-08,232.03,233.72,215.3518,233.864,227.751,DOWN,0
2018-05-09,229.21,233.05,215.5434,233.014,227.6848,UP,1
2018-05-10,233.71,230.15,215.76,232.926,227.8358,UP,1
2018-05-11,238.28,233.58,215.9976,233.402,228.1124,UP,1
2018-05-14,242.9,238.9,216.2675,235.226,228.4666,DOWN,0
2018-05-15,239.5,241.86,216.5092,236.72,228.689,UP,1
2018-05-16,241.72,239.65,216.7588,239.222,228.9998,UP,1
2018-05-17,242.96,241.49,217.0124,241.072,229.3136,UP,1
2018-05-18,244.64,243.37,217.2706,242.344,229.7118,UP,1
2018-05-21,247.9,245.0,217.5363,243.344,230.1612,DOWN,0
2018-05-22,245.18,248.0,217.7878,244.48,230.6094,DOWN,0
2018-05-23,244.26,244.03,218.0352,244.988,230.9558,DOWN,0
2018-05-24,242.73,244.57,218.2743,244.942,231.3028,UP,1
2018-05-25,244.95,242.95,218.5249,245.004,231.6122,DOWN,0
2018-05-29,242.17,243.86,218.7729,243.858,231.8984,UP,1
2018-05-30,244.94,243.74,219.0325,243.81,232.2962,DOWN,0
2018-05-31,241.51,244.21,219.2715,243.26,232.5908,UP,1
2018-06-01,243.35,243.74,219.5158,243.384,233.0014,UP,1
2018-06-04,244.63,244.0,219.7701,243.32,233.5898,DOWN,0
2018-06-05,244.43,245.09,220.0287,243.772,234.2274,UP,1
2018-06-06,248.65,246.32,220.3179,244.514,234.819,UP,1
2018-06-07,248.98,249.76,220.6026,246.008,235.4394,UP,1
2018-06-08,250.68,249.46,220.8821,247.474,236.083,UP,1
2018-06-11,253.78,250.84,221.1798,249.304,236.8786,DOWN,0
2018-06-12,253.58,253.2,221.4739,251.134,237.6062,DOWN,0
2018-06-13,252.87,254.14,221.7665,251.978,238.172,UP,1
2018-06-14,255.33,254.47,222.0677,253.248,238.7028,UP,1
2018-06-15,255.98,254.27,222.3639,254.308,239.241,DOWN,0
2018-06-18,254.87,254.0,222.6589,254.526,239.8592,DOWN,0
2018-06-19,253.02,252.97,222.9295,254.414,240.465,DOWN,0
2018-06-20,252.81,253.315,223.1948,254.402,240.9854,DOWN,0
2018-06-21,251.89,252.95,223.4577,253.714,241.5852,UP,1
2018-06-22,254.37,252.24,223.7376,253.392,242.1878,DOWN,0
2018-06-25,250.71,254.36,224.0003,252.56,242.7164,DOWN,0
2018-06-26,249.77,250.56,224.2604,251.91,243.1054,DOWN,0
2018-06-27,248.17,250.29,224.5034,250.982,243.2978,DOWN,0
2018-06-28,244.9,247.13,224.7405,249.584,243.4678,UP,1
2018-06-29,245.34,244.9,224.9756,247.778,243.6594,UP,1
2018-07-02,247.48,245.0,225.2243,247.132,243.9078,DOWN,0
2018-07-03,246.98,248.3,225.4683,246.574,244.1606,UP,1
2018-07-05,250.5,249.11,225.7299,247.04,244.4862,UP,1
2018-07-06,250.76,251.01,226.0104,248.212,244.8034,UP,1
2018-07-09,253.67,252.13,226.3,249.878,245.1362,UP,1
2018-07-10,255.54,254.18,226.6017,251.49,245.4434,DOWN,0
2018-07-11,254.59,255.14,226.9095,253.012,245.8072,UP,1
2018-07-12,256.05,256.18,227.231,254.122,246.1912,UP,1
2018-07-13,258.7,256.39,227.561,255.71,246.696,DOWN,0
2018-07-16,256.98,258.29,227.8734,256.372,247.1526,DOWN,0
2018-07-17,250.29,251.55,228.1444,255.322,247.4404,UP,1
2018-07-18,255.42,251.11,228.4422,255.488,247.8732,DOWN,0
2018-07-19,252.93,255.32,228.7197,254.864,248.2912,DOWN,0
2018-07-20,252.7,251.17,228.99,253.664,248.761,UP,1
2018-07-23,252.74,252.91,229.2513,252.816,249.1416,UP,1
2018-07-24,253.76,254.86,229.5306,253.51,249.4512,UP,1
2018-07-25,254.86,254.81,229.8146,253.398,249.6904,UP,1
2018-07-26,257.0,256.25,230.1181,254.212,250.0404,DOWN,0
2018-07-27,255.95,257.79,230.4245,254.862,250.325,DOWN,0
2018-07-30,253.84,255.91,230.7174,255.082,250.5426,DOWN,0
2018-07-31,253.22,254.14,231.0189,254.974,250.7142,UP,1
2018-08-01,253.37,256.1,231.3231,254.676,250.8236,UP,1
2018-08-02,256.08,253.5,231.6375,254.492,251.0416,UP,1
2018-08-03,257.22,256.45,231.9042,254.746,251.3008,DOWN,0
2018-08-06,256.76,256.5,232.1618,255.33,251.5814,UP,1
2018-08-07,257.65,257.64,232.4338,256.216,251.8354,UP,1
2018-08-08,258.81,258.11,232.6904,257.304,252.1682,UP,1
2018-08-09,261.59,259.91,232.9633,258.406,252.5012,DOWN,0
2018-08-10,260.36,260.49,233.2244,259.034,252.8782,UP,1
2018-08-13,260.91,261.0,233.4911,259.864,253.2294,UP,1
2018-08-14,263.48,260.89,233.7628,261.03,253.6064,DOWN,0
2018-08-15,260.61,261.98,234.0028,261.39,253.93,UP,1
2018-08-16,263.1,261.57,234.2714,261.692,254.219,DOWN,0
2018-08-17,262.33,263.55,234.5319,262.086,254.486,UP,1
2018-08-20,262.4,263.0,234.7963,262.384,254.7204,DOWN,0
2018-08-21,261.69,261.85,235.0492,262.026,254.8786,DOWN,0
2018-08-22,260.74,261.95,235.2886,262.052,255.0218,UP,1
2018-08-23,261.42,261.02,235.5351,261.716,255.1928,UP,1
2018-08-24,264.28,261.75,235.793,262.106,255.3718,UP,1
2018-08-27,267.08,265.0,236.0745,263.042,255.5938,UP,1
2018-08-28,268.51,268.54,236.3593,264.406,255.8666,UP,1
2018-08-29,269.0,268.39,236.6489,266.058,256.1862,DOWN,0
2018-08-30,268.39,269.46,236.9276,267.452,256.4978,UP,1
2018-08-31,268.46,268.28,237.2113,268.288,256.8292,UP,1
2018-09-04,268.51,268.0,237.5046,268.574,257.112,DOWN,0
2018-09-05,267.64,268.56,237.7871,268.4,257.4506,UP,1
2018-09-06,269.65,267.6,238.0859,268.53,257.8482,DOWN,0
2018-09-07,268.28,269.64,238.376,268.508,258.2504,DOWN,0
2018-09-10,259.73,266.78,238.6117,266.762,258.547,UP,1
2018-09-11,261.04,257.92,238.8608,265.268,258.861,UP,1
2018-09-12,262.67,261.12,239.1116,264.274,259.1648,UP,1
2018-09-13,265.49,264.16,239.377,263.442,259.535,DOWN,0
2018-09-14,265.31,265.4,239.6229,262.848,259.8312,DOWN,0
2018-09-17,263.87,266.5,239.8278,263.676,260.0934,DOWN,0
2018-09-18,263.29,262.93,240.0034,264.126,260.2858,UP,1
2018-09-19,265.33,264.47,240.1962,264.658,260.4816,UP,1
2018-09-20,266.39,266.08,240.421,264.838,260.7176,UP,1
2018-09-21,266.67,266.1,240.6539,265.11,260.93,UP,1
2018-09-24,267.36,267.01,240.891,265.808,261.1032,DOWN,0
2018-09-25,263.51,267.3,241.1078,265.852,261.2338,DOWN,0
2018-09-26,262.91,264.5,241.3028,265.368,261.4862,UP,1
2018-09-27,264.65,263.0,241.5122,265.02,261.6708,UP,1
2018-09-28,266.04,264.38,241.73,264.894,261.933,UP,1
2018-10-01,269.1,267.25,241.9537,265.242,262.261,UP,1
2018-10-02,270.63,269.0,242.2006,266.666,262.6188,UP,1
2018-10-03,270.9,272.0,242.446,268.264,262.9616,DOWN,0
2018-10-04,268.32,271.0,242.6743,268.998,263.2308,UP,1
2018-10-05,269.2,268.65,242.9101,269.63,263.4748,DOWN,0
2018-10-08,269.01,268.84,243.1432,269.612,263.736,UP,1
2018-10-09,270.11,269.19,243.3853,269.508,264.0614,DOWN,0
2018-10-10,263.08,270.6,243.6007,267.944,264.2586,DOWN,0
2018-10-11,257.12,262.0,243.7883,265.704,264.3336,UP,1
2018-10-12,259.61,259.7,243.9843,263.786,264.4042,UP,1
2018-10-15,260.25,260.13,244.1717,262.034,264.4648,UP,1
2018-10-16,272.57,269.69,244.4322,262.526,264.781,DOWN,0
2018-10-17,267.3,270.19,244.6629,263.37,264.974,DOWN,0
2018-10-18,266.81,267.35,244.8796,265.308,265.134,DOWN,0
2018-10-19,265.3,266.62,245.0838,266.446,265.2082,DOWN,0
2018-10-22,262.19,266.75,245.2511,266.834,265.2448,UP,1
2018-10-23,264.86,259.72,245.4516,265.292,265.3238,DOWN,0
2018-10-24,256.32,264.01,245.6038,263.096,265.1806,UP,1
2018-10-25,264.24,258.16,245.804,262.582,265.2532,DOWN,0
2018-10-26,258.18,261.5,245.968,261.158,265.1548,DOWN,0
2018-10-29,256.52,259.72,246.1074,260.024,265.0386,UP,1
2018-10-30,258.28,256.69,246.2343,258.708,264.9562,UP,1
2018-10-31,261.35,260.87,246.3489,259.714,264.9494,DOWN,0
2018-11-01,260.93,262.92,246.4377,259.052,264.9532,UP,1
2018-11-02,261.01,264.61,246.526,259.618,264.945,DOWN,0
2018-11-05,261.01,262.15,246.6133,260.516,264.8796,UP,1
2018-11-06,263.54,260.7,246.7049,261.568,264.8088,UP,1
2018-11-07,274.63,266.9,246.8538,264.224,264.9312,UP,1
2018-11-08,276.65,276.0,247.0112,267.368,265.0842,DOWN,0
2018-11-09,276.55,276.86,247.1516,270.476,265.2474,DOWN,0
2018-11-12,272.38,276.0,247.2764,272.75,265.3258,DOWN,0
2018-11-13,269.22,272.58,247.4393,273.886,265.34,DOWN,0
2018-11-14,264.96,269.29,247.5802,271.952,265.2864,DOWN,0
2018-11-15,264.94,264.0,247.7288,269.61,265.1922,UP,1
2018-11-16,271.11,264.99,247.9249,268.522,265.2488,DOWN,0
2018-11-19,266.05,271.48,248.1551,267.256,265.3752,DOWN,0
2018-11-20,261.5,265.62,248.3367,265.712,265.3844,DOWN,0
2018-11-21,260.55,262.59,248.5103,264.83,265.342,UP,1
2018-11-23,261.62,260.0,248.7361,264.166,265.2646,UP,1
2018-11-26,266.16,264.62,248.9621,263.176,265.2816,UP,1
2018-11-27,271.15,265.57,249.1894,264.196,265.4272,UP,1
2018-11-28,280.95,272.82,249.461,268.086,265.7804,UP,1
2018-11-29,282.55,280.43,249.7298,272.486,266.1248,DOWN,0
2018-11-30,281.36,282.99,250.0065,276.434,266.4242,UP,1
2018-12-03,286.33,283.0,250.2913,280.468,266.8174,DOWN,0
2018-12-04,278.55,286.15,250.5508,281.948,267.0412,DOWN,0
2018-12-06,276.85,273.02,250.8094,281.128,267.308,DOWN,0
2018-12-07,269.18,273.76,251.0198,278.454,267.4334,DOWN,0
2018-12-10,266.53,268.59,251.2017,275.488,267.471,UP,1
2018-12-11,267.22,269.58,251.3675,271.666,267.4946,UP,1
2018-12-12,270.64,271.95,251.5581,270.084,267.5254,UP,1
2018-12-13,272.15,270.86,251.788,269.144,267.5558,DOWN,0
2018-12-14,265.02,270.36,251.9909,268.312,267.4382,DOWN,0
2018-12-17,258.07,261.04,252.1553,266.62,267.2332,DOWN,0
2018-12-18,252.97,259.7,252.2782,263.77,266.9086,DOWN,0
2018-12-19,250.31,252.37,252.3989,259.704,266.5346,DOWN,0
2018-12-20,242.44,248.5,252.4747,253.762,265.9812,DOWN,0
2018-12-21,238.34,240.73,252.5428,248.426,265.4864,DOWN,0
2018-12-24,232.94,236.24,252.5803,243.4,265.0028,UP,1
2018-12-26,243.35,232.7,252.6832,241.476,264.6776,UP,1
2018-12-27,245.97,239.1,252.7784,240.608,264.392,UP,1
2018-12-28,246.24,246.71,252.8827,241.368,263.8654,UP,1
2018-12-31,249.12,248.06,252.9809,243.524,263.5018,DOWN,0
2019-01-02,243.49,245.0,253.059,245.634,263.0354,DOWN,0
2019-01-03,236.85,243.48,253.118,244.334,262.4664,UP,1
2019-01-04,239.62,239.8,253.1822,243.064,262.015,UP,1
2019-01-07,240.08,240.4,253.2685,241.832,261.5194,UP,1
2019-01-08,243.29,242.33,253.4089,240.666,261.2588,UP,1
2019-01-09,243.64,244.76,253.5644,240.696,260.8468,UP,1
2019-01-10,244.87,242.08,253.6934,242.3,260.5806,UP,1
2019-01-11,247.67,243.45,253.8419,243.91,260.4036,UP,1
2019-01-14,248.06,246.59,253.9897,245.506,260.1992,UP,1
2019-01-15,256.87,250.0,254.2041,248.222,260.1096,UP,1
2019-01-16,261.46,258.73,254.4254,251.786,260.1202,DOWN,0
2019-01-17,259.77,260.99,254.6013,254.766,260.0954,UP,1
2019-01-18,265.5,262.6,254.7849,258.332,260.1852,UP,1
2019-01-22,265.69,264.06,254.968,261.858,260.2282,UP,1
2019-01-23,267.02,267.75,255.1833,263.888,260.076,DOWN,0
2019-01-24,266.13,266.8,255.4003,264.822,259.8656,UP,1
2019-01-25,268.05,268.8,255.6066,266.478,259.6956,DOWN,0
2019-01-28,266.77,266.9,255.8309,266.732,259.5834,UP,1
2019-01-29,267.34,266.0,256.0464,267.062,259.5458,UP,1
2019-01-30,270.37,269.69,256.2769,267.732,259.654,DOWN,0
2019-01-31,270.2,270.48,256.4763,268.546,259.7592,DOWN,0
2019-02-01,268.72,268.47,256.6271,268.68,259.7114,DOWN,0
2019-02-04,268.21,268.31,256.7862,268.968,259.7546,DOWN,0
2019-02-05,266.31,270.12,256.9389,268.762,259.8508,UP,1
2019-02-06,269.5,265.14,257.1111,268.588,260.0298,DOWN,0
2019-02-07,269.0,268.64,257.2844,268.348,260.1774,DOWN,0
2019-02-08,261.9,267.5,257.4228,266.984,260.0922,DOWN,0
2019-02-11,257.14,261.17,257.534,264.77,259.812,UP,1
2019-02-12,263.5,259.22,257.6664,264.208,259.463,UP,1
2019-02-13,263.8,263.52,257.7845,263.068,259.088,UP,1
2019-02-14,265.33,263.24,257.9291,262.334,258.7674,UP,1
2019-02-15,271.13,267.79,258.1005,264.18,258.4634,DOWN,0
2019-02-19,270.41,271.17,258.2853,266.834,258.3006,DOWN,0
2019-02-20,269.51,269.21,258.4621,268.036,258.1538,DOWN,0
2019-02-21,266.4,269.47,258.6146,268.556,258.0982,UP,1
2019-02-22,267.11,266.5,258.7812,268.912,258.1098,DOWN,0
2019-02-25,264.6,267.58,258.9441,267.606,258.0574,DOWN,0
2019-02-26,262.98,264.66,259.1129,266.12,257.9042,DOWN,0
2019-02-27,250.08,261.61,259.1948,262.234,257.4628,DOWN,0
2019-02-28,242.22,249.7,259.2145,257.398,257.0068,UP,1
2019-03-01,246.15,243.56,259.2307,253.206,256.7684,DOWN,0
2019-03-04,236.02,248.12,259.2133,247.49,256.4294,UP,1
2019-03-05,241.43,236.53,259.2119,243.18,256.2518,DOWN,0
2019-03-06,239.07,241.74,259.1924,240.978,256.1844,DOWN,0
2019-03-07,236.7,240.3,259.1527,239.874,256.1516,UP,1
2019-03-08,237.29,235.15,259.0997,238.102,256.2386,UP,1
2019-03-11,243.15,239.21,259.0895,239.528,256.2346,UP,1
2019-03-12,245.88,244.95,259.0976,240.418,256.2328,UP,1
2019-03-13,252.25,247.96,259.1452,243.054,256.353,UP,1
2019-03-14,253.27,253.0,259.1868,246.368,256.436,DOWN,0
2019-03-15,251.4,254.34,259.233,249.19,256.5942,UP,1
2019-03-18,255.0,252.66,259.2833,251.56,256.9572,UP,1
2019-03-19,257.13,255.95,259.3614,253.81,257.3074,DOWN,0
2019-03-20,250.5,257.43,259.3971,253.46,257.5158,UP,1
2019-03-21,252.02,249.19,259.4341,253.21,257.6904,DOWN,0
2019-03-22,247.09,250.57,259.4474,252.348,257.7594,DOWN,0
2019-03-25,246.86,247.42,259.4384,250.72,257.7992,DOWN,0
2019-03-26,243.39,247.26,259.4105,247.972,257.7136,DOWN,0
2019-03-27,241.71,242.94,259.3656,246.214,257.5866,UP,1
2019-03-28,242.23,242.59,259.3079,244.256,257.2938,UP,1
2019-03-29,247.26,244.29,259.2763,244.29,257.0098,DOWN,0
2019-04-01,245.54,249.71,259.2396,244.026,256.7252,DOWN,0
2019-04-02,244.41,245.51,259.185,244.23,256.3034,UP,1
2019-04-03,245.84,246.31,259.1343,245.056,255.9064,UP,1
2019-04-04,247.39,245.48,259.0969,246.088,255.5138,UP,1
2019-04-05,248.78,248.95,259.0757,246.392,255.1668,DOWN,0
2019-04-08,248.75,249.68,259.0554,247.034,254.7808,UP,1
2019-04-09,248.79,247.57,259.0399,247.91,254.4212,DOWN,0
2019-04-10,246.03,248.78,258.9982,247.948,253.995,DOWN,0
2019-04-11,235.42,246.05,258.9218,245.554,253.296,DOWN,0
2019-04-12,223.22,236.5,258.789,240.442,252.3564,UP,1
2019-04-15,230.2,225.77,258.6992,236.732,251.586,DOWN,0
2019-04-16,220.96,238.01,258.5795,231.166,250.641,DOWN,0
2019-04-17,216.84,223.79,258.437,225.328,249.6516,UP,1
2019-04-18,221.75,217.14,258.3083,222.594,248.6966,UP,1
2019-04-22,227.11,224.0,258.209,223.372,247.8588,UP,1
2019-04-23,230.58,228.25,258.1094,223.448,247.2324,DOWN,0
2019-04-24,230.35,230.09,258.0073,225.326,246.6966,UP,1
2019-04-25,230.79,228.53,257.8929,228.116,246.0424,UP,1
2019-04-26,237.0,232.14,257.8002,231.166,245.5064,UP,1
2019-04-29,237.45,237.4,257.7145,233.234,244.9488,DOWN,0
2019-04-30,233.07,238.08,257.5996,233.732,244.1876,DOWN,0
2019-05-01,231.95,233.07,257.4659,234.052,243.4184,UP,1
2019-05-02,232.45,230.9,257.3432,234.384,242.6772,DOWN,0
2019-05-03,231.95,232.84,257.2515,233.374,241.9882,UP,1
2019-05-06,240.5,228.17,257.1769,233.984,241.456,DOWN,0
2019-05-07,238.05,239.19,257.1025,234.98,240.925,UP,1
2019-05-08,239.15,238.0,257.0348,236.42,240.4484,DOWN,0
2019-05-09,237.97,236.6,256.9609,237.524,240.2062,UP,1
2019-05-10,240.59,239.97,256.8951,239.252,240.1736,DOWN,0
2019-05-13,239.55,236.45,256.8185,239.062,240.0416,DOWN,0
2019-05-14,236.43,240.64,256.7157,238.738,240.0498,DOWN,0
2019-05-15,236.08,235.0,256.6163,238.124,239.9428,UP,1
2019-05-16,236.79,235.89,256.5311,237.888,239.8972,UP,1
2019-05-17,241.38,236.17,256.4719,238.046,239.9908,UP,1
2019-05-20,245.99,240.0,256.435,239.334,240.1648,UP,1
2019-05-21,249.94,247.01,256.4043,242.036,240.3006,DOWN,0
2019-05-22,249.34,249.1,256.3649,244.688,240.3698,DOWN,0
2019-05-23,246.5,247.98,256.3136,246.63,240.2548,UP,1
2019-05-24,247.63,247.25,256.2635,247.88,240.142,DOWN,0
2019-05-28,242.06,248.5,256.1797,247.094,239.9552,UP,1
2019-05-29,242.4,239.85,256.0838,245.586,239.7032,UP,1
2019-05-30,243.5,241.92,255.9995,244.418,239.4306,DOWN,0
2019-05-31,241.8,241.95,255.9039,243.478,239.2566,DOWN,0
2019-06-03,236.56,241.49,255.7693,241.264,238.9474,UP,1
2019-06-04,240.76,238.13,255.6701,241.004,238.8208,UP,1
2019-06-05,242.77,243.17,255.5684,241.078,238.739,DOWN,0
2019-06-06,241.82,243.13,255.4659,240.742,238.7076,UP,1
2019-06-07,246.77,242.9,255.3877,241.736,238.8088,UP,1
2019-06-10,248.14,247.08,255.32,244.052,238.927,DOWN,0
2019-06-11,245.87,248.52,255.2456,245.074,238.8992,DOWN,0
2019-06-12,244.5,246.2,255.161,245.42,238.8784,UP,1
2019-06-13,244.96,244.82,255.0644,246.048,238.8894,UP,1
2019-06-14,245.37,244.72,254.9559,245.768,238.88,UP,1
2019-06-17,245.97,246.0,254.8432,245.334,238.8516,DOWN,0
2019-06-18,245.7,247.5,254.7267,245.3,238.79,UP,1
2019-06-19,250.19,246.0,254.6357,246.438,238.8188,DOWN,0
2019-06-20,247.76,251.6,254.5322,246.998,238.7982,UP,1
2019-06-21,252.28,248.78,254.451,248.38,238.9232,DOWN,0
2019-06-24,249.64,251.33,254.361,249.114,239.2076,DOWN,0
2019-06-25,247.66,249.3,254.2511,249.506,239.6964,DOWN,0
2019-06-26,243.47,248.0,254.127,248.162,239.9618,UP,1
2019-06-27,246.34,244.26,254.0601,247.878,240.4694,DOWN,0
2019-06-28,244.01,246.5,253.9749,246.224,241.0128,DOWN,0
2019-07-01,242.64,245.95,253.8748,244.824,241.4306,UP,1
2019-07-02,243.97,242.59,253.7672,244.086,241.7678,UP,1
2019-07-03,245.21,244.32,253.6667,244.434,242.0604,UP,1
2019-07-05,246.99,244.39,253.5823,244.564,242.3932,UP,1
2019-07-08,247.84,246.41,253.505,245.33,242.7342,DOWN,0
2019-07-09,246.0,244.63,253.4084,246.002,242.9142,UP,1
2019-07-10,247.48,246.82,253.3138,246.704,243.1148,UP,1
2019-07-11,261.16,255.8,253.2863,249.894,243.6766,UP,1
2019-07-12,265.9,261.63,253.279,253.676,244.3556,UP,1
2019-07-15,265.96,265.06,253.2912,257.3,245.0258,DOWN,0
2019-07-16,264.66,265.33,253.3,261.032,245.68,UP,1
2019-07-17,266.65,264.0,253.31,264.866,246.203,DOWN,0
2019-07-18,260.6,265.64,253.2828,264.754,246.654,DOWN,0
2019-07-19,256.65,261.1,253.2205,262.904,247.004,DOWN,0
2019-07-22,255.32,258.14,253.144,260.776,247.351,DOWN,0
2019-07-23,255.01,254.47,253.0645,258.846,247.6394,DOWN,0
2019-07-24,251.13,252.79,252.9786,255.742,247.871,DOWN,0
2019-07-25,248.7,251.13,252.8761,253.362,248.1164,UP,1
2019-07-26,252.94,249.02,252.7957,252.62,248.4536,UP,1
2019-07-29,253.82,252.84,252.7143,252.32,248.7942,UP,1
2019-07-30,254.93,252.66,252.6735,252.304,249.0652,DOWN,0
2019-07-31,249.01,256.32,252.633,251.88,249.1256,UP,1
2019-08-01,249.25,249.19,252.5812,251.99,249.1118,UP,1
2019-08-02,250.05,249.69,252.5302,251.412,249.126,DOWN,0
2019-08-05,245.06,248.13,252.3926,249.66,249.0972,UP,1
2019-08-06,248.28,245.93,252.2975,248.33,249.1102,DOWN,0
2019-08-07,246.45,246.27,252.1957,247.818,249.198,UP,1
2019-08-08,247.62,246.19,252.1073,247.492,249.3024,UP,1
2019-08-09,248.63,247.72,252.0395,247.208,249.405,DOWN,0
2019-08-12,243.2,246.79,251.9312,246.836,249.433,UP,1
2019-08-13,249.22,241.68,251.8957,247.024,249.6862,DOWN,0
2019-08-14,243.2,246.73,251.7905,246.374,249.735,UP,1
2019-08-15,244.25,244.35,251.7209,245.7,249.7646,UP,1
2019-08-16,245.69,245.38,251.6667,245.112,249.842,DOWN,0
2019-08-19,244.71,247.49,251.5989,245.414,249.8008,DOWN,0
2019-08-20,240.16,244.21,251.4929,243.602,249.6412,UP,1
2019-08-21,240.35,240.19,251.39,243.032,249.5308,DOWN,0
2019-08-22,232.94,240.35,251.2497,240.77,249.2996,DOWN,0
2019-08-23,230.66,232.9,251.0979,237.764,249.0136,UP,1
2019-08-26,231.08,232.52,250.9356,235.038,248.7278,DOWN,0
2019-08-27,222.93,231.72,250.6771,231.592,248.267,UP,1
