ticker,UNH US Equity,UNH US Equity,UNH US Equity,UNH US Equity,UNH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-01-23,57.99,59.51,54.3156,60.2,61.5816,UP,1
2006-01-24,58.31,58.05,54.3611,59.662,61.6006,DOWN,0
2006-01-25,57.98,58.73,54.408,59.046,61.5744,DOWN,0
2006-01-26,57.89,57.99,54.4545,58.33,61.5392,UP,1
2006-01-27,58.54,58.24,54.5073,58.142,61.5272,DOWN,0
2006-01-30,57.77,58.4,54.5613,58.098,61.4876,UP,1
2006-01-31,59.42,58.17,54.6253,58.32,61.4684,UP,1
2006-02-01,59.5,59.397,54.6948,58.624,61.4388,DOWN,0
2006-02-02,59.36,59.478,54.7586,58.918,61.4068,UP,1
2006-02-03,59.62,59.36,54.8264,59.134,61.3832,DOWN,0
2006-02-06,58.54,59.34,54.888,59.288,61.3406,DOWN,0
2006-02-07,57.73,58.5,54.9485,58.95,61.2846,DOWN,0
2006-02-08,57.59,57.52,55.0096,58.568,61.2332,UP,1
2006-02-09,58.08,58.5,55.0748,58.312,61.2268,UP,1
2006-02-10,58.6,58.15,55.1361,58.108,61.1974,DOWN,0
2006-02-13,58.59,58.5,55.1978,58.118,61.172,UP,1
2006-02-14,59.45,58.5,55.2588,58.462,61.1316,DOWN,0
2006-02-15,59.0,59.4,55.3171,58.744,61.0722,DOWN,0
2006-02-16,58.5,59.24,55.3678,58.828,60.9954,DOWN,0
2006-02-17,58.0,58.25,55.4146,58.708,60.8906,UP,1
2006-02-21,58.17,58.8,55.4624,58.624,60.8018,UP,1
2006-02-22,59.54,58.34,55.5141,58.642,60.7334,DOWN,0
2006-02-23,59.45,59.88,55.5649,58.732,60.649,DOWN,0
2006-02-24,58.89,59.1,55.6147,58.81,60.5628,UP,1
2006-02-27,58.94,59.0,55.6644,58.998,60.473,DOWN,0
2006-02-28,58.23,58.93,55.7104,59.01,60.3776,UP,1
2006-03-01,58.43,58.23,55.7641,58.788,60.2796,DOWN,0
2006-03-02,57.58,58.0,55.8099,58.414,60.1684,DOWN,0
2006-03-03,56.6,57.35,55.8495,57.956,60.0634,UP,1
2006-03-06,56.7,56.3,55.8935,57.508,59.9362,DOWN,0
2006-03-07,56.42,56.22,55.9341,57.146,59.7888,UP,1
2006-03-08,57.2,56.43,55.9788,56.9,59.6578,DOWN,0
2006-03-09,56.34,57.5,56.017,56.652,59.5116,DOWN,0
2006-03-10,56.17,56.39,56.0546,56.566,59.363,DOWN,0
2006-03-13,55.73,56.06,56.0915,56.372,59.2086,UP,1
2006-03-14,56.89,55.708,56.1331,56.466,59.0884,UP,1
2006-03-15,57.34,56.9,56.1754,56.494,58.9924,DOWN,0
2006-03-16,56.57,57.29,56.2154,56.54,58.8892,UP,1
2006-03-17,56.69,56.9,56.2527,56.644,58.7854,DOWN,0
2006-03-20,56.53,56.58,56.2834,56.804,58.6822,DOWN,0
2006-03-21,56.21,56.74,56.3115,56.668,58.5484,UP,1
2006-03-22,56.64,55.0,56.3397,56.528,58.4532,DOWN,0
2006-03-23,56.37,56.25,56.363,56.488,58.3284,DOWN,0
2006-03-24,55.78,56.18,56.386,56.306,58.207,DOWN,0
2006-03-27,54.93,55.455,56.4019,55.986,58.055,DOWN,0
2006-03-28,54.32,54.56,56.4196,55.608,57.9226,UP,1
2006-03-29,55.98,55.63,56.4435,55.476,57.8222,UP,1
2006-03-30,56.26,55.75,56.4665,55.454,57.7262,DOWN,0
2006-03-31,55.86,56.26,56.488,55.47,57.614,DOWN,0
2006-04-03,55.47,56.6,56.5076,55.578,57.5338,DOWN,0
2006-04-04,55.3,55.4,56.5249,55.774,57.48,DOWN,0
2006-04-05,55.3,55.17,56.5434,55.638,57.4198,DOWN,0
2006-04-06,54.51,55.35,56.5566,55.288,57.3504,DOWN,0
2006-04-07,53.69,54.65,56.5682,54.854,57.2664,DOWN,0
2006-04-10,52.43,53.6,56.5719,54.246,57.1442,DOWN,0
2006-04-11,51.55,52.65,56.5731,53.496,57.0198,UP,1
2006-04-12,53.46,51.55,56.5838,53.128,56.9006,UP,1
2006-04-13,53.5,53.46,56.5879,52.926,56.7806,DOWN,0
2006-04-17,51.67,53.03,56.5805,52.522,56.6268,DOWN,0
2006-04-18,49.67,52.7,56.5682,51.97,56.4278,DOWN,0
2006-04-19,49.18,49.67,56.55,51.496,56.2406,UP,1
2006-04-20,50.12,49.35,56.5345,50.828,56.0884,DOWN,0
2006-04-21,49.57,50.51,56.5148,50.042,55.928,UP,1
2006-04-24,50.16,49.48,56.4982,49.74,55.7696,DOWN,0
2006-04-25,49.36,50.2,56.4797,49.678,55.5848,DOWN,0
2006-04-26,48.97,49.59,56.4624,49.636,55.3924,DOWN,0
2006-04-27,47.75,48.49,56.4423,49.162,55.1584,UP,1
2006-04-28,49.74,48.0,56.434,49.196,54.9732,UP,1
2006-05-01,49.8,49.3,56.4317,49.124,54.7992,DOWN,0
2006-05-02,48.58,49.3,56.4205,48.968,54.6108,DOWN,0
2006-05-03,46.61,48.31,56.3995,48.496,54.3796,DOWN,0
2006-05-04,46.53,46.6,56.3793,48.252,54.1194,DOWN,0
2006-05-05,46.39,46.69,56.3625,47.582,53.8582,DOWN,0
2006-05-08,45.08,46.15,56.3421,46.638,53.582,DOWN,0
2006-05-09,43.8,44.68,56.3071,45.682,53.2792,UP,1
2006-05-10,46.17,44.79,56.2839,45.594,53.038,DOWN,0
2006-05-11,44.37,45.1,56.2458,45.162,52.7568,UP,1
2006-05-12,45.84,43.93,56.2179,45.052,52.522,UP,1
2006-05-15,46.7,45.85,56.1868,45.376,52.324,UP,1
2006-05-16,47.01,47.07,56.1603,46.018,52.1302,DOWN,0
2006-05-17,46.89,46.78,56.1317,46.162,51.9396,DOWN,0
2006-05-18,45.3,46.1,56.093,46.348,51.7016,DOWN,0
2006-05-19,44.42,45.3,56.0493,46.064,51.4632,DOWN,0
2006-05-22,43.52,44.43,56.0021,45.428,51.2102,DOWN,0
2006-05-23,42.82,44.0,55.9559,44.59,50.952,DOWN,0
2006-05-24,42.09,42.77,55.9105,43.63,50.656,UP,1
2006-05-25,42.42,42.1,55.8637,43.054,50.3576,UP,1
2006-05-26,43.12,42.5,55.8212,42.794,50.0886,UP,1
2006-05-30,43.33,42.81,55.776,42.756,49.8214,UP,1
2006-05-31,43.96,43.75,55.7354,42.984,49.57,UP,1
2006-06-01,45.72,44.14,55.7041,43.71,49.3602,UP,1
2006-06-02,46.98,46.28,55.6835,44.622,49.167,DOWN,0
2006-06-05,46.22,46.7,55.6583,45.242,48.964,DOWN,0
2006-06-06,46.18,46.3,55.6327,45.812,48.772,UP,1
2006-06-07,46.28,46.49,55.6082,46.276,48.599,DOWN,0
2006-06-08,46.25,46.72,55.5826,46.382,48.4376,DOWN,0
2006-06-09,45.77,46.0,55.5562,46.14,48.2334,DOWN,0
2006-06-12,45.16,45.77,55.5288,45.928,48.0114,UP,1
2006-06-13,45.43,44.82,55.5028,45.778,47.8028,DOWN,0
2006-06-14,44.98,44.76,55.4754,45.518,47.593,DOWN,0
2006-06-15,44.75,45.0,55.4452,45.218,47.382,DOWN,0
2006-06-16,44.29,44.9,55.4142,44.922,47.1618,DOWN,0
2006-06-19,43.5,44.49,55.3742,44.59,46.9416,UP,1
2006-06-20,43.71,43.85,55.3325,44.246,46.742,UP,1
2006-06-21,44.07,43.5,55.2902,44.064,46.5748,UP,1
2006-06-22,44.43,44.2,55.2464,44.0,46.4324,UP,1
2006-06-23,45.23,44.14,55.2053,44.188,46.2678,DOWN,0
2006-06-26,44.94,45.11,55.1609,44.476,46.0966,DOWN,0
2006-06-27,44.22,44.72,55.1094,44.578,45.9476,UP,1
2006-06-28,44.43,44.49,55.0602,44.65,45.8428,UP,1
2006-06-29,45.01,44.43,55.0201,44.766,45.7594,DOWN,0
2006-06-30,44.78,45.02,54.9793,44.676,45.6526,UP,1
2006-07-03,45.01,44.85,54.9374,44.69,45.5614,UP,1
2006-07-05,45.11,45.0,54.8927,44.868,45.4604,DOWN,0
2006-07-06,44.83,44.83,54.8493,44.948,45.3698,UP,1
2006-07-07,45.39,45.02,54.8132,45.024,45.2982,UP,1
2006-07-10,46.82,45.45,54.7843,45.432,45.2796,UP,1
2006-07-11,48.09,46.94,54.7566,46.048,45.2466,DOWN,0
2006-07-12,48.06,48.39,54.7219,46.638,45.2118,DOWN,0
2006-07-13,48.01,48.07,54.685,47.274,45.2004,DOWN,0
2006-07-14,47.55,47.86,54.6464,47.706,45.2192,UP,1
2006-07-17,47.65,47.32,54.608,47.872,45.2416,UP,1
2006-07-18,48.4,47.64,54.5714,47.934,45.2818,UP,1
2006-07-19,50.93,49.91,54.545,48.508,45.3988,DOWN,0
2006-07-20,50.21,51.15,54.5122,48.948,45.527,DOWN,0
2006-07-21,50.0,50.4,54.4769,49.438,45.6036,UP,1
2006-07-24,50.8,50.1,54.4486,50.068,45.7322,UP,1
2006-07-25,51.49,50.81,54.424,50.686,45.8452,DOWN,0
2006-07-26,50.53,51.25,54.3948,50.606,45.9218,DOWN,0
2006-07-27,49.46,48.7,54.3627,50.456,45.9708,DOWN,0
2006-07-28,47.85,49.58,54.3261,50.026,45.99,DOWN,0
2006-07-31,47.83,48.3,54.2901,49.432,46.0406,DOWN,0
2006-08-01,47.82,47.5,54.2582,48.698,46.1086,UP,1
2006-08-02,48.57,49.0,54.2189,48.306,46.2096,DOWN,0
2006-08-03,47.77,48.64,54.1755,47.968,46.3086,UP,1
2006-08-04,48.56,48.29,54.1358,48.11,46.438,DOWN,0
2006-08-07,48.49,48.14,54.0872,48.242,46.5594,UP,1
2006-08-08,49.42,48.83,54.0488,48.562,46.6854,DOWN,0
2006-08-09,48.98,49.87,54.008,48.644,46.7984,DOWN,0
2006-08-10,47.4,47.41,53.959,48.57,46.8672,UP,1
2006-08-11,47.57,47.08,53.9172,48.372,46.9042,UP,1
2006-08-14,47.66,47.99,53.8856,48.206,46.9178,UP,1
2006-08-15,48.13,48.29,53.8532,47.948,46.956,UP,1
2006-08-16,48.14,48.29,53.8102,47.78,46.9952,UP,1
2006-08-17,49.04,48.14,53.766,48.108,47.0504,UP,1
2006-08-18,49.5,48.95,53.7185,48.494,47.1154,UP,1
2006-08-21,49.56,49.02,53.6684,48.874,47.1912,UP,1
2006-08-22,49.64,49.5,53.6283,49.176,47.2808,DOWN,0
2006-08-23,49.64,49.65,53.5864,49.476,47.365,UP,1
2006-08-24,51.16,49.69,53.5496,49.9,47.4886,DOWN,0
2006-08-25,50.88,50.75,53.5137,50.176,47.6112,UP,1
2006-08-28,51.33,50.54,53.4835,50.53,47.752,DOWN,0
2006-08-29,51.03,50.75,53.4422,50.808,47.9026,UP,1
