ticker,HII US Equity,HII US Equity,HII US Equity,HII US Equity,HII US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-08-26,30.25,29.43,29.634,32.6964,,UP,1
2011-08-29,30.8,30.4,30.114,32.5934,,DOWN,0
2011-08-30,30.62,30.39,30.388,32.486,,DOWN,0
2011-08-31,29.94,30.77,30.256,32.3578,,DOWN,0
2011-09-01,29.51,29.94,30.224,32.225,,DOWN,0
2011-09-02,27.62,29.22,29.698,32.0594,,DOWN,0
2011-09-06,27.59,27.1,29.056,31.8994,,UP,1
2011-09-07,28.69,27.92,28.67,31.7692,,DOWN,0
2011-09-08,27.14,28.38,28.11,31.6068,,DOWN,0
2011-09-09,26.73,26.94,27.554,31.445,,UP,1
2011-09-12,27.2,26.41,27.47,31.299,,UP,1
2011-09-13,27.97,27.29,27.546,31.1662,,UP,1
2011-09-14,28.4,28.09,27.488,31.0414,,DOWN,0
2011-09-15,28.23,28.59,27.706,30.901,,UP,1
2011-09-16,28.7,28.41,28.1,30.7852,,DOWN,0
2011-09-19,28.28,28.29,28.316,30.6508,,DOWN,0
2011-09-20,27.31,28.23,28.184,30.5002,,UP,1
2011-09-21,27.42,27.34,27.988,30.3606,,DOWN,0
2011-09-22,27.1,26.76,27.762,30.2218,,DOWN,0
2011-09-23,27.09,27.11,27.44,30.0926,,DOWN,0
2011-09-26,26.98,27.25,27.18,29.9618,,DOWN,0
2011-09-27,26.96,26.99,27.11,29.837,,DOWN,0
2011-09-28,24.58,26.155,26.542,29.6624,,DOWN,0
2011-09-29,24.44,24.9,26.01,29.4866,,DOWN,0
2011-09-30,24.33,24.14,25.458,29.3048,,DOWN,0
2011-10-03,23.46,24.15,24.754,29.0958,,DOWN,0
2011-10-04,23.28,23.26,24.018,28.8758,,DOWN,0
2011-10-05,22.85,23.33,23.672,28.6296,,UP,1
2011-10-06,23.68,22.85,23.52,28.4192,,UP,1
2011-10-07,23.85,23.67,23.424,28.2162,,UP,1
2011-10-10,24.41,24.26,23.614,28.0348,,UP,1
2011-10-11,25.24,24.3,24.006,27.8828,,UP,1
2011-10-12,25.39,25.46,24.514,27.7416,,UP,1
2011-10-13,25.62,25.26,24.902,27.6122,,UP,1
2011-10-14,26.52,25.91,25.436,27.5106,,DOWN,0
2011-10-17,26.5,26.5,25.854,27.418,,DOWN,0
2011-10-18,26.47,26.41,26.1,27.3496,,DOWN,0
2011-10-19,26.36,26.39,26.294,27.2824,,UP,1
2011-10-20,26.79,26.43,26.528,27.258,,UP,1
2011-10-21,27.54,27.01,26.732,27.2522,,UP,1
2011-10-24,28.73,27.63,27.178,27.2664,,UP,1
2011-10-25,28.94,28.62,27.672,27.2734,,DOWN,0
2011-10-26,28.72,29.07,28.144,27.2582,,UP,1
2011-10-27,29.26,29.81,28.638,27.2536,,UP,1
2011-10-28,29.42,29.25,29.014,27.2692,,UP,1
2011-10-31,29.5,29.16,29.168,27.2866,,DOWN,0
2011-11-01,28.45,28.91,29.07,27.2876,,UP,1
2011-11-02,28.96,28.68,29.118,27.2818,,UP,1
2011-11-03,29.78,29.21,29.222,27.2654,,DOWN,0
2011-11-04,29.76,29.57,29.29,27.2672,,DOWN,0
2011-11-07,29.6,29.81,29.31,27.2542,,UP,1
2011-11-08,30.1,29.7,29.64,27.2402,,DOWN,0
2011-11-09,29.17,29.44,29.682,27.2112,,UP,1
2011-11-10,31.0,29.87,29.926,27.2324,,DOWN,0
2011-11-11,30.54,31.15,30.082,27.253,,DOWN,0
2011-11-14,30.34,30.27,30.23,27.3074,,UP,1
2011-11-15,31.66,30.21,30.542,27.3888,,DOWN,0
2011-11-16,31.02,31.43,30.912,27.4354,,DOWN,0
2011-11-17,30.26,30.89,30.764,27.4978,,UP,1
2011-11-18,30.8,30.4,30.816,27.5792,,DOWN,0
2011-11-21,29.94,30.49,30.736,27.634,,DOWN,0
2011-11-22,29.6,29.87,30.324,27.6666,,DOWN,0
2011-11-23,29.3,29.39,29.98,27.6846,,UP,1
2011-11-25,29.45,29.2,29.818,27.709,,UP,1
2011-11-28,30.63,30.21,29.784,27.7476,,UP,1
2011-11-29,31.0,30.78,29.996,27.802,,UP,1
2011-11-30,31.75,31.59,30.426,27.8908,,DOWN,0
2011-12-01,31.7,31.61,30.906,27.9764,,DOWN,0
2011-12-02,31.2,32.0,31.256,28.0584,,UP,1
2011-12-05,31.35,31.53,31.4,28.1436,,DOWN,0
2011-12-06,31.3,31.43,31.46,28.23,,UP,1
2011-12-07,31.52,31.05,31.414,28.3212,,DOWN,0
2011-12-08,30.52,31.25,31.178,28.44,,UP,1
2011-12-09,30.83,30.57,31.104,28.5678,,DOWN,0
2011-12-12,30.12,30.5,30.858,28.6836,,UP,1
2011-12-13,30.4,30.27,30.678,28.8224,,UP,1
2011-12-14,30.96,30.18,30.566,28.976,,UP,1
2011-12-15,31.05,31.24,30.672,29.14,,UP,1
2011-12-16,31.62,31.29,30.83,29.2988,,UP,1
2011-12-19,31.84,31.71,31.174,29.4586,,UP,1
2011-12-20,32.18,32.17,31.53,29.614,,UP,1
2011-12-21,32.5,32.03,31.838,29.7592,,DOWN,0
2011-12-22,32.38,32.59,32.104,29.899,,DOWN,0
2011-12-23,32.34,32.53,32.248,30.0334,,UP,1
2011-12-27,32.43,32.13,32.366,30.1516,,DOWN,0
2011-12-28,31.51,32.31,32.232,30.2518,,UP,1
2011-12-29,31.94,31.55,32.12,30.3612,,DOWN,0
2011-12-30,31.28,31.97,31.9,30.4596,,UP,1
2012-01-03,32.38,31.85,31.908,30.5714,,DOWN,0
2012-01-04,31.8,32.2,31.782,30.6566,32.7472,UP,1
2012-01-05,31.9,31.63,31.86,30.72,32.7193,UP,1
2012-01-06,32.3,31.97,31.932,30.7872,32.6945,DOWN,0
2012-01-09,31.86,32.37,32.048,30.85,32.6676,UP,1
2012-01-10,32.64,32.17,32.1,30.9176,32.6345,UP,1
2012-01-11,33.95,32.49,32.53,31.0082,32.6155,DOWN,0
2012-01-12,33.77,34.02,32.904,31.0936,32.5969,DOWN,0
2012-01-13,33.58,33.53,33.16,31.1962,32.5738,UP,1
2012-01-17,34.2,33.72,33.628,31.301,32.5373,UP,1
2012-01-18,34.34,34.21,33.968,31.3922,32.5088,DOWN,0
2012-01-19,34.05,34.36,33.988,31.478,32.4783,DOWN,0
2012-01-20,33.74,33.93,33.982,31.5608,32.4457,UP,1
2012-01-23,34.0,33.89,34.066,31.6388,32.4173,UP,1
2012-01-24,34.16,33.81,34.058,31.7386,32.3941,UP,1
2012-01-25,35.1,34.08,34.21,31.8206,32.3771,UP,1
2012-01-26,36.48,35.29,34.696,31.9394,32.3679,UP,1
2012-01-27,37.28,36.42,35.404,32.0782,32.3641,DOWN,0
2012-01-30,37.07,37.33,36.018,32.1864,32.3594,UP,1
2012-01-31,37.68,37.25,36.722,32.3196,32.354,UP,1
2012-02-01,38.83,37.68,37.468,32.491,32.3474,DOWN,0
2012-02-02,38.56,38.82,37.884,32.6462,32.34,DOWN,0
2012-02-03,38.45,38.77,38.118,32.8164,32.3333,DOWN,0
2012-02-06,38.4,38.23,38.384,32.9924,32.325,DOWN,0
2012-02-07,37.88,38.39,38.424,33.164,32.3179,UP,1
2012-02-08,37.99,37.83,38.256,33.3348,32.3125,DOWN,0
2012-02-09,37.27,38.06,37.998,33.4676,32.3021,DOWN,0
2012-02-10,36.59,36.89,37.626,33.5794,32.285,DOWN,0
2012-02-13,36.55,36.86,37.256,33.6754,32.2678,UP,1
2012-02-14,36.69,36.43,37.018,33.7752,32.2513,DOWN,0
2012-02-15,36.6,36.75,36.74,33.8832,32.2294,DOWN,0
2012-02-16,36.43,36.6,36.572,33.9848,32.209,DOWN,0
2012-02-17,36.4,36.45,36.534,34.0868,32.1913,DOWN,0
2012-02-21,36.29,36.3,36.482,34.1822,32.1735,DOWN,0
2012-02-22,35.91,36.1,36.326,34.29,32.1556,UP,1
2012-02-23,36.37,35.96,36.28,34.4008,32.1394,DOWN,0
2012-02-24,36.37,36.36,36.268,34.5258,32.1204,DOWN,0
2012-02-27,35.92,36.0,36.172,34.6362,32.1061,DOWN,0
2012-02-28,35.51,36.02,36.016,34.7272,32.0917,UP,1
2012-02-29,35.88,35.51,36.01,34.8238,32.0788,UP,1
2012-03-01,36.38,35.92,36.012,34.919,32.0673,DOWN,0
2012-03-02,36.07,36.34,35.952,35.0036,32.0537,UP,1
2012-03-05,36.38,36.07,36.044,35.0876,32.0431,DOWN,0
2012-03-06,36.11,36.08,36.164,35.1598,32.0318,UP,1
2012-03-07,36.14,36.3,36.216,35.235,32.0222,UP,1
2012-03-08,36.3,36.39,36.2,35.3142,32.0147,UP,1
2012-03-09,37.46,36.31,36.478,35.4148,32.0161,UP,1
2012-03-12,37.84,37.44,36.77,35.5414,32.022,DOWN,0
2012-03-13,37.5,37.89,37.048,35.6526,32.0274,DOWN,0
2012-03-14,37.15,37.24,37.25,35.77,32.0302,UP,1
2012-03-15,37.5,37.23,37.49,35.8724,32.0349,UP,1
2012-03-16,37.75,37.58,37.548,35.9914,32.0431,UP,1
2012-03-19,38.18,37.7,37.616,36.117,32.0538,DOWN,0
2012-03-20,37.49,37.94,37.614,36.2208,32.0622,UP,1
2012-03-21,37.6,37.4,37.704,36.3356,32.0703,DOWN,0
2012-03-22,37.18,37.31,37.64,36.4264,32.074,UP,1
2012-03-23,37.41,37.24,37.572,36.4956,32.0762,UP,1
2012-03-26,38.1,37.6,37.556,36.5822,32.0818,DOWN,0
2012-03-27,37.9,38.07,37.638,36.6686,32.0896,UP,1
2012-03-28,40.46,38.5,38.21,36.7938,32.1094,DOWN,0
2012-03-29,40.0,40.33,38.774,36.907,32.1265,UP,1
2012-03-30,40.24,40.01,39.34,37.0308,32.1469,DOWN,0
2012-04-02,39.65,40.1,39.65,37.149,32.1651,UP,1
2012-04-03,40.0,39.76,40.07,37.269,32.1854,UP,1
2012-04-04,40.33,39.75,40.044,37.3924,32.2071,DOWN,0
2012-04-05,39.91,40.12,40.026,37.4886,32.2249,DOWN,0
2012-04-09,39.67,39.4,39.912,37.5524,32.2425,DOWN,0
2012-04-10,37.9,39.47,39.562,37.5648,32.2525,UP,1
2012-04-11,39.02,38.26,39.366,37.6038,32.2696,UP,1
2012-04-12,39.47,39.1,39.194,37.6396,32.291,DOWN,0
2012-04-13,38.73,39.24,38.958,37.6376,32.3083,DOWN,0
2012-04-16,38.47,38.8,38.718,37.6358,32.3266,UP,1
2012-04-17,38.81,38.7,38.9,37.643,32.3481,DOWN,0
2012-04-18,38.66,38.63,38.828,37.6482,32.3684,DOWN,0
2012-04-19,38.09,38.72,38.552,37.6524,32.3856,UP,1
2012-04-20,39.2,38.33,38.646,37.6766,32.4054,DOWN,0
2012-04-23,38.86,38.95,38.724,37.7084,32.4272,DOWN,0
2012-04-24,38.62,38.72,38.686,37.749,32.4453,UP,1
2012-04-25,38.69,38.77,38.692,37.7918,32.4646,UP,1
2012-04-26,38.95,38.61,38.864,37.837,32.4873,UP,1
2012-04-27,39.44,39.07,38.912,37.8938,32.5143,UP,1
2012-04-30,39.45,39.38,39.03,37.9542,32.5438,DOWN,0
2012-05-01,39.4,39.64,39.186,38.0142,32.5732,UP,1
2012-05-02,39.66,39.51,39.38,38.0816,32.6055,UP,1
2012-05-03,39.68,39.73,39.526,38.157,32.6374,DOWN,0
2012-05-04,38.74,39.58,39.386,38.2044,32.6649,UP,1
2012-05-07,39.1,38.56,39.316,38.259,32.6933,UP,1
2012-05-08,39.34,38.79,39.304,38.3274,32.7205,DOWN,0
2012-05-09,37.1,38.85,38.792,38.3592,32.7346,DOWN,0
2012-05-10,36.65,37.3,38.186,38.3746,32.742,UP,1
2012-05-11,36.68,36.54,37.774,38.3806,32.7544,DOWN,0
2012-05-14,36.43,36.28,37.24,38.3878,32.7666,UP,1
2012-05-15,36.59,36.62,36.69,38.392,32.7821,DOWN,0
2012-05-16,36.19,36.72,36.508,38.3936,32.7989,DOWN,0
2012-05-17,35.9,36.12,36.358,38.3888,32.8161,DOWN,0
2012-05-18,35.84,35.9,36.19,38.3796,32.8349,UP,1
2012-05-21,35.95,35.78,36.094,38.3494,32.8566,UP,1
2012-05-22,36.22,35.93,36.02,38.317,32.8821,DOWN,0
2012-05-23,36.07,35.95,35.996,38.2884,32.913,UP,1
2012-05-24,36.24,36.08,36.064,38.2702,32.9456,UP,1
2012-05-25,36.42,36.24,36.18,38.2486,32.9876,UP,1
2012-05-29,37.1,36.64,36.41,38.2356,33.034,DOWN,0
2012-05-30,36.61,36.81,36.488,38.2042,33.0769,UP,1
2012-05-31,36.78,36.71,36.63,38.19,33.1179,DOWN,0
2012-06-01,36.5,36.6,36.682,38.168,33.1529,DOWN,0
2012-06-04,36.45,36.5,36.688,38.1534,33.1877,DOWN,0
2012-06-05,36.13,36.29,36.494,38.1278,33.2252,UP,1
2012-06-06,36.8,36.37,36.532,38.1018,33.266,DOWN,0
2012-06-07,36.33,37.09,36.442,38.0704,33.3057,DOWN,0
2012-06-08,36.23,36.25,36.388,37.9858,33.3406,UP,1
2012-06-11,36.28,36.48,36.354,37.9114,33.369,UP,1
2012-06-12,36.71,36.17,36.47,37.8408,33.4042,UP,1
2012-06-13,37.08,36.72,36.526,37.7894,33.4383,UP,1
2012-06-14,37.74,37.04,36.808,37.7442,33.473,UP,1
2012-06-15,38.4,37.79,37.242,37.7056,33.5119,UP,1
2012-06-18,38.75,38.14,37.736,37.6824,33.556,UP,1
2012-06-19,39.07,38.65,38.208,37.6704,33.6038,UP,1
2012-06-20,40.0,39.33,38.792,37.7124,33.6657,DOWN,0
2012-06-21,39.29,40.05,39.102,37.7178,33.7242,DOWN,0
2012-06-22,39.25,39.39,39.272,37.7134,33.777,DOWN,0
2012-06-25,38.94,39.0,39.31,37.7176,33.836,DOWN,0
2012-06-26,38.92,38.9,39.28,37.7266,33.8969,UP,1
2012-06-27,39.35,38.8,39.15,37.7374,33.9577,DOWN,0
2012-06-28,39.33,39.11,39.158,37.7508,34.0145,UP,1
2012-06-29,40.24,39.92,39.356,37.7938,34.0737,DOWN,0
2012-07-02,40.08,40.33,39.584,37.8114,34.1329,UP,1
2012-07-03,40.6,40.12,39.92,37.8462,34.1924,UP,1
2012-07-05,41.13,40.35,40.276,37.8964,34.2567,UP,1
2012-07-06,41.45,40.95,40.7,37.9516,34.3274,DOWN,0
2012-07-09,41.04,41.43,40.86,37.9934,34.3955,DOWN,0
2012-07-10,40.39,41.12,40.922,38.0124,34.4619,UP,1
2012-07-11,40.57,40.35,40.916,38.0348,34.5293,DOWN,0
2012-07-12,39.65,40.24,40.62,38.0398,34.5927,UP,1
2012-07-13,39.84,39.79,40.298,38.0434,34.6571,DOWN,0
2012-07-16,39.69,39.65,40.028,38.0436,34.7326,UP,1
2012-07-17,39.71,39.82,39.892,38.063,34.809,DOWN,0
2012-07-18,39.62,39.66,39.702,38.0734,34.8854,DOWN,0
2012-07-19,39.54,39.69,39.68,38.0774,34.9658,DOWN,0
2012-07-20,38.8,39.4,39.472,38.1114,35.0434,DOWN,0
2012-07-23,38.58,38.34,39.25,38.15,35.1221,DOWN,0
2012-07-24,38.48,38.58,39.004,38.186,35.1961,UP,1
2012-07-25,39.1,38.63,38.9,38.2394,35.2723,DOWN,0
2012-07-26,38.74,39.37,38.74,38.2824,35.344,UP,1
2012-07-27,38.94,38.78,38.768,38.3374,35.4125,UP,1
2012-07-30,39.0,38.94,38.852,38.3994,35.4805,DOWN,0
2012-07-31,38.99,38.87,38.954,38.4624,35.5474,DOWN,0
2012-08-01,38.65,39.11,38.864,38.5164,35.608,DOWN,0
2012-08-02,38.17,38.47,38.75,38.5554,35.6664,UP,1
2012-08-03,39.17,38.57,38.796,38.6174,35.7299,DOWN,0
2012-08-06,38.92,39.12,38.78,38.671,35.7927,DOWN,0
2012-08-07,38.64,39.05,38.71,38.7154,35.8519,UP,1
2012-08-08,40.23,39.24,39.026,38.778,35.9154,UP,1
2012-08-09,41.2,40.63,39.632,38.8698,35.9777,DOWN,0
2012-08-10,40.47,41.09,39.892,38.9436,36.0354,DOWN,0
2012-08-13,40.34,40.5,40.176,39.0204,36.0935,DOWN,0
2012-08-14,40.26,40.52,40.5,39.0966,36.1485,DOWN,0
2012-08-15,40.04,40.25,40.462,39.1748,36.2016,UP,1
2012-08-16,40.39,40.03,40.3,39.2466,36.256,DOWN,0
2012-08-17,40.21,40.3,40.248,39.3242,36.3148,DOWN,0
2012-08-20,40.17,40.0,40.214,39.403,36.3709,UP,1
2012-08-21,40.18,40.0,40.198,39.481,36.4229,UP,1
2012-08-22,40.37,40.06,40.264,39.5542,36.4759,DOWN,0
2012-08-23,39.97,40.28,40.18,39.612,36.5278,UP,1
2012-08-24,40.06,39.98,40.15,39.6584,36.5776,DOWN,0
2012-08-27,40.03,40.34,40.122,39.691,36.6319,DOWN,0
2012-08-28,39.95,39.95,40.076,39.715,36.6766,UP,1
2012-08-29,40.0,39.95,40.002,39.7336,36.7239,DOWN,0
2012-08-30,39.69,39.81,39.946,39.7274,36.7707,UP,1
2012-08-31,40.07,39.77,39.948,39.743,36.8127,UP,1
2012-09-04,40.4,40.15,40.022,39.766,36.8596,UP,1
2012-09-05,40.57,40.4,40.146,39.7986,36.9112,UP,1
2012-09-06,40.8,40.73,40.306,39.8362,36.9612,DOWN,0
2012-09-07,40.75,40.84,40.518,39.8642,37.0152,DOWN,0
2012-09-10,40.57,40.91,40.618,39.889,37.0701,DOWN,0
2012-09-11,40.55,40.43,40.648,39.8952,37.1263,UP,1
2012-09-12,40.97,40.78,40.728,39.913,37.1839,UP,1
2012-09-13,41.36,40.91,40.84,39.9282,37.2376,UP,1
2012-09-14,41.93,41.49,41.076,39.9442,37.2922,DOWN,0
2012-09-17,41.54,41.78,41.27,39.946,37.3412,DOWN,0
2012-09-18,40.57,41.44,41.274,39.9366,37.3855,UP,1
2012-09-19,41.44,40.66,41.368,39.9576,37.4367,UP,1
2012-09-20,41.69,41.34,41.434,39.98,37.4884,DOWN,0
2012-09-21,41.6,41.86,41.368,40.019,37.5399,DOWN,0
2012-09-24,41.23,41.36,41.306,40.0468,37.5885,UP,1
2012-09-25,41.65,41.34,41.522,40.086,37.6441,DOWN,0
2012-09-26,41.49,41.72,41.532,40.1216,37.6974,UP,1
2012-09-27,42.27,41.6,41.648,40.1746,37.7582,DOWN,0
2012-09-28,42.05,42.11,41.738,40.2248,37.8164,DOWN,0
2012-10-01,42.03,42.06,41.898,40.2894,37.8718,UP,1
2012-10-02,42.72,42.08,42.112,40.3722,37.9301,DOWN,0
2012-10-03,41.37,42.18,42.088,40.43,37.9789,UP,1
2012-10-04,42.19,41.37,42.072,40.4918,38.0306,UP,1
2012-10-05,42.54,42.3,42.17,40.5678,38.0824,DOWN,0
2012-10-08,42.06,42.49,42.176,40.6302,38.1302,DOWN,0
2012-10-09,41.52,42.02,41.936,40.6806,38.1759,UP,1
2012-10-10,41.67,41.52,41.996,40.7342,38.2226,UP,1
2012-10-11,42.67,41.91,42.092,40.8146,38.2738,DOWN,0
2012-10-12,41.28,42.94,41.84,40.8768,38.3226,DOWN,0
2012-10-15,40.71,41.16,41.57,40.9076,38.3665,UP,1
2012-10-16,40.99,40.78,41.464,40.949,38.415,UP,1
2012-10-17,42.14,41.82,41.558,41.019,38.4638,DOWN,0
2012-10-18,41.99,42.08,41.422,41.0542,38.5148,UP,1
2012-10-19,42.03,41.96,41.572,41.0708,38.5654,DOWN,0
2012-10-22,41.27,41.99,41.684,41.0868,38.6103,UP,1
2012-10-23,41.82,40.95,41.85,41.1164,38.6601,DOWN,0
2012-10-24,41.37,41.9,41.696,41.1386,38.7037,UP,1
2012-10-25,42.48,41.56,41.794,41.1874,38.7464,DOWN,0
2012-10-26,41.88,42.0,41.764,41.2172,38.7869,UP,1
2012-10-31,42.38,41.84,41.986,41.2606,38.8309,UP,1
2012-11-01,43.49,40.83,42.32,41.327,38.8774,DOWN,0
2012-11-02,43.15,43.72,42.676,41.3864,38.9214,UP,1
2012-11-05,44.01,43.45,42.982,41.4592,38.9712,UP,1
2012-11-06,44.96,44.26,43.598,41.559,39.0273,DOWN,0
2012-11-07,43.46,42.93,43.814,41.627,39.0746,DOWN,0
2012-11-08,41.29,42.46,43.374,41.6522,39.1103,DOWN,0
2012-11-09,40.2,40.84,42.784,41.6572,39.1358,DOWN,0
2012-11-12,39.87,40.23,41.956,41.6546,39.1527,UP,1
2012-11-13,40.4,39.53,41.044,41.6688,39.1683,DOWN,0
2012-11-14,39.95,40.48,40.342,41.6664,39.1827,UP,1
2012-11-15,40.2,39.95,40.124,41.6624,39.1953,UP,1
2012-11-16,40.3,40.39,40.144,41.657,39.2027,UP,1
2012-11-19,40.59,40.69,40.288,41.6528,39.2128,UP,1
2012-11-20,40.62,40.45,40.332,41.6502,39.2237,UP,1
2012-11-21,40.88,40.63,40.518,41.6564,39.2361,UP,1
2012-11-23,41.0,40.91,40.678,41.6654,39.2517,UP,1
2012-11-26,41.28,40.75,40.874,41.6716,39.2681,DOWN,0
2012-11-27,41.11,41.28,40.978,41.6666,39.2873,DOWN,0
2012-11-28,40.91,40.78,41.036,41.6462,39.3089,UP,1
2012-11-29,41.0,41.0,41.06,41.6354,39.3312,DOWN,0
2012-11-30,40.85,40.99,41.03,41.641,39.352,DOWN,0
2012-12-03,40.11,40.85,40.796,41.6144,39.3695,UP,1
2012-12-04,40.27,40.11,40.628,41.586,39.3887,DOWN,0
2012-12-05,40.24,40.24,40.494,41.5588,39.4079,DOWN,0
2012-12-06,40.1,40.14,40.314,41.5362,39.427,UP,1
2012-12-07,40.71,40.19,40.286,41.5174,39.451,UP,1
2012-12-10,40.99,40.63,40.462,41.5074,39.4741,UP,1
2012-12-11,41.04,41.08,40.616,41.4828,39.4974,UP,1
2012-12-12,41.93,41.25,40.954,41.4804,39.5275,DOWN,0
2012-12-13,41.46,41.75,41.226,41.469,39.5572,UP,1
2012-12-14,41.48,41.36,41.38,41.4442,39.5852,UP,1
2012-12-17,41.63,41.43,41.508,41.4494,39.6115,UP,1
2012-12-18,42.41,41.61,41.782,41.4538,39.6432,DOWN,0
2012-12-19,42.28,42.23,41.852,41.4486,39.6727,UP,1
2012-12-20,43.2,42.24,42.2,41.4714,39.7081,DOWN,0
2012-12-21,42.95,42.26,42.494,41.5,39.7422,DOWN,0
2012-12-24,42.79,43.22,42.726,41.5224,39.7746,DOWN,0
2012-12-26,42.72,42.97,42.788,41.5234,39.8009,DOWN,0
2012-12-27,42.45,42.85,42.822,41.5468,39.824,DOWN,0
2012-12-28,42.14,42.34,42.61,41.5754,39.8472,UP,1
2012-12-31,43.34,42.01,42.688,41.6224,39.8781,UP,1
2013-01-02,44.06,43.72,42.942,41.6608,39.9109,DOWN,0
2013-01-03,43.85,44.11,43.168,41.698,39.9414,UP,1
2013-01-04,44.04,43.82,43.486,41.7382,39.9707,DOWN,0
2013-01-07,43.68,43.81,43.794,41.7864,40.0017,DOWN,0
2013-01-08,43.3,43.55,43.786,41.816,40.0302,DOWN,0
2013-01-09,43.2,43.52,43.614,41.8526,40.0603,UP,1
2013-01-10,43.46,43.45,43.536,41.8722,40.0905,DOWN,0
2013-01-11,43.28,43.54,43.384,41.9002,40.1164,UP,1
2013-01-14,43.37,43.24,43.322,41.92,40.1438,UP,1
2013-01-15,43.76,43.2,43.414,41.9254,40.1603,DOWN,0
2013-01-16,43.17,43.58,43.408,41.9258,40.1761,UP,1
2013-01-17,44.26,43.45,43.568,41.9308,40.1962,UP,1
2013-01-18,44.62,44.37,43.836,41.924,40.2211,UP,1
2013-01-22,45.0,44.7,44.162,41.9548,40.2461,UP,1
2013-01-23,45.61,45.05,44.532,42.0412,40.2725,DOWN,0
2013-01-24,45.57,45.71,45.012,42.1486,40.3008,DOWN,0
2013-01-25,45.47,45.61,45.254,42.2606,40.3298,DOWN,0
2013-01-28,44.89,45.34,45.308,42.3504,40.3647,DOWN,0
2013-01-29,44.75,44.84,45.258,42.4464,40.3934,DOWN,0
2013-01-30,44.38,44.65,45.012,42.53,40.4179,DOWN,0
2013-01-31,44.3,44.26,44.758,42.61,40.4458,UP,1
2013-02-01,44.53,44.76,44.57,42.6888,40.4761,DOWN,0
2013-02-04,44.21,44.4,44.434,42.7606,40.5031,DOWN,0
2013-02-05,44.17,44.28,44.318,42.8264,40.5306,UP,1
2013-02-06,44.39,43.99,44.32,42.8942,40.5621,UP,1
2013-02-07,44.88,44.39,44.436,42.9662,40.5905,UP,1
2013-02-08,45.39,44.81,44.608,43.0518,40.6232,DOWN,0
2013-02-11,45.23,45.23,44.812,43.1382,40.6562,UP,1
2013-02-12,45.25,45.27,45.028,43.2232,40.689,UP,1
2013-02-13,45.55,45.33,45.26,43.3172,40.722,DOWN,0
2013-02-14,45.2,45.39,45.324,43.419,40.7508,UP,1
2013-02-15,45.35,45.1,45.316,43.5206,40.7803,UP,1
2013-02-19,45.54,45.35,45.378,43.6266,40.811,DOWN,0
2013-02-20,45.44,45.45,45.416,43.7334,40.8399,DOWN,0
2013-02-21,44.63,45.35,45.232,43.8118,40.8647,UP,1
2013-02-22,44.95,44.85,45.182,43.891,40.8957,DOWN,0
2013-02-25,44.29,45.1,44.97,43.956,40.9217,UP,1
2013-02-26,45.47,44.35,44.956,44.0268,40.9523,UP,1
2013-02-27,47.12,45.47,45.292,44.14,41.0024,UP,1
2013-02-28,48.04,46.77,45.974,44.2712,41.0594,DOWN,0
2013-03-01,47.91,47.78,46.566,44.3968,41.1155,DOWN,0
2013-03-04,47.25,47.73,47.158,44.4936,41.1696,UP,1
2013-03-05,48.07,47.47,47.678,44.6094,41.227,UP,1
2013-03-06,49.17,48.37,48.088,44.7288,41.2919,DOWN,0
2013-03-07,49.05,49.16,48.29,44.8508,41.3577,UP,1
2013-03-08,50.56,49.35,48.82,45.0062,41.4313,UP,1
2013-03-11,50.9,50.25,49.55,45.1698,41.506,UP,1
2013-03-12,51.34,50.7,50.204,45.3476,41.5816,UP,1
2013-03-13,52.85,51.38,50.94,45.5618,41.6655,UP,1
2013-03-14,54.08,52.89,51.946,45.7766,41.7547,DOWN,0
2013-03-15,54.02,54.21,52.638,45.9758,41.8427,DOWN,0
2013-03-18,53.64,53.53,53.186,46.1716,41.9254,DOWN,0
2013-03-19,52.5,52.91,53.418,46.3408,42.0049,UP,1
2013-03-20,52.82,52.59,53.412,46.5236,42.0851,DOWN,0
2013-03-21,52.05,52.64,53.006,46.6986,42.1628,UP,1
2013-03-22,52.41,52.44,52.684,46.8828,42.2426,DOWN,0
2013-03-25,52.36,52.63,52.428,47.0608,42.3238,UP,1
2013-03-26,53.2,52.4,52.568,47.2592,42.4058,DOWN,0
2013-03-27,52.96,52.89,52.596,47.451,42.4889,UP,1
2013-03-28,53.33,53.08,52.852,47.6424,42.5744,UP,1
2013-04-01,53.78,53.52,53.126,47.8546,42.6619,DOWN,0
2013-04-02,52.48,53.94,53.15,48.019,42.7408,DOWN,0
2013-04-03,51.95,52.56,52.9,48.1656,42.8151,DOWN,0
2013-04-04,51.91,52.19,52.69,48.3038,42.886,DOWN,0
2013-04-05,51.58,51.19,52.34,48.4232,42.9519,DOWN,0
2013-04-08,51.3,51.92,51.844,48.5378,43.0146,DOWN,0
2013-04-09,51.08,51.26,51.564,48.65,43.0747,UP,1
2013-04-10,51.86,50.98,51.546,48.7894,43.134,UP,1
2013-04-11,52.13,51.86,51.59,48.937,43.1982,UP,1
2013-04-12,53.65,52.17,52.004,49.1224,43.2702,DOWN,0
2013-04-15,51.87,53.28,52.118,49.2738,43.3348,DOWN,0
2013-04-16,51.5,52.42,52.202,49.4132,43.3977,DOWN,0
