ticker,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-10-05,64.43,64.37,63.532,60.5378,52.8999,UP,1
2012-10-08,64.52,64.35,63.802,60.6516,53.0112,UP,1
2012-10-09,65.16,64.46,64.344,60.7666,53.1258,UP,1
2012-10-10,65.39,65.1,64.684,60.8932,53.2406,DOWN,0
2012-10-11,64.34,66.39,64.768,61.0122,53.3475,UP,1
2012-10-12,65.22,64.26,64.926,61.1474,53.4612,UP,1
2012-10-15,66.23,65.3,65.268,61.2882,53.5777,UP,1
2012-10-16,66.35,66.54,65.506,61.4152,53.6947,UP,1
2012-10-17,66.683,66.35,65.7646,61.5475,53.8126,UP,1
2012-10-18,66.7,66.6,66.2366,61.6805,53.9303,DOWN,0
2012-10-19,66.1,66.46,66.4126,61.7967,54.0451,DOWN,0
2012-10-22,65.7,66.19,66.3066,61.9025,54.1579,DOWN,0
2012-10-23,65.17,65.55,66.0706,61.9979,54.2659,UP,1
2012-10-24,65.55,65.17,65.844,62.0965,54.3724,UP,1
2012-10-25,65.78,65.99,65.66,62.1833,54.4792,UP,1
2012-10-26,66.07,65.86,65.654,62.2941,54.586,UP,1
2012-10-31,66.361,66.25,65.7863,62.4111,54.695,UP,1
2012-11-01,66.62,66.52,66.0763,62.5323,54.8053,DOWN,0
2012-11-02,66.6,66.65,66.2863,62.6695,54.913,DOWN,0
2012-11-05,66.15,66.88,66.3603,62.7999,55.0168,UP,1
2012-11-06,66.4,65.96,66.4263,62.9417,55.1239,UP,1
2012-11-07,66.98,66.29,66.55,63.0877,55.2338,UP,1
2012-11-08,67.48,66.63,66.722,63.2395,55.3475,DOWN,0
2012-11-09,67.23,67.02,66.848,63.3851,55.4583,DOWN,0
2012-11-12,67.06,67.63,67.03,63.5253,55.5686,DOWN,0
2012-11-13,66.74,67.16,67.098,63.6583,55.6732,DOWN,0
2012-11-14,66.005,66.82,66.903,63.7828,55.7749,DOWN,0
2012-11-15,64.84,65.9,66.375,63.8802,55.8705,UP,1
2012-11-16,65.97,65.43,66.123,63.9956,55.9719,UP,1
2012-11-19,67.01,66.14,66.113,64.1222,56.0792,UP,1
2012-11-20,67.08,67.1,66.181,64.263,56.1867,UP,1
2012-11-21,67.25,66.96,66.43,64.4114,56.2957,UP,1
2012-11-23,67.75,67.28,67.012,64.5656,56.408,DOWN,0
2012-11-26,67.25,67.54,67.268,64.7218,56.518,UP,1
2012-11-27,67.44,67.25,67.354,64.8695,56.6279,UP,1
2012-11-28,67.8,67.09,67.498,65.0347,56.7409,UP,1
2012-11-29,68.08,68.05,67.664,65.1979,56.8539,UP,1
2012-11-30,68.82,68.2,67.878,65.3659,56.9711,DOWN,0
2012-12-03,68.42,69.14,68.112,65.5139,57.0858,UP,1
2012-12-04,68.52,69.12,68.328,65.6655,57.1971,DOWN,0
2012-12-05,67.89,68.61,68.346,65.7933,57.3052,UP,1
2012-12-06,68.32,67.89,68.394,65.9289,57.4117,UP,1
2012-12-07,69.08,68.42,68.446,66.0862,57.5234,DOWN,0
2012-12-10,68.9,69.01,68.542,66.234,57.6331,DOWN,0
2012-12-11,68.54,68.9,68.546,66.3622,57.7416,UP,1
2012-12-12,69.22,68.81,68.812,66.4886,57.8531,DOWN,0
2012-12-13,69.06,69.34,68.96,66.6064,57.9604,UP,1
2012-12-14,69.621,68.87,69.0682,66.7498,58.0739,UP,1
2012-12-17,70.12,69.84,69.3122,66.8784,58.1892,DOWN,0
2012-12-18,69.81,70.23,69.5662,66.9962,58.3028,DOWN,0
2012-12-19,69.8,69.56,69.6822,67.1036,58.4138,UP,1
2012-12-20,70.08,69.86,69.8862,67.2148,58.5266,UP,1
2012-12-21,70.9,70.11,70.142,67.3296,58.6408,DOWN,0
2012-12-24,70.74,70.46,70.266,67.4366,58.7488,DOWN,0
2012-12-26,70.42,70.55,70.388,67.5582,58.8526,UP,1
2012-12-27,70.59,70.36,70.546,67.6656,58.9574,DOWN,0
2012-12-28,70.27,70.34,70.584,67.7464,59.0585,UP,1
2012-12-31,70.98,70.6,70.6,67.839,59.1648,UP,1
2013-01-02,72.59,72.13,70.97,67.9572,59.2795,DOWN,0
2013-01-03,71.46,71.61,71.178,68.0524,59.3871,DOWN,0
2013-01-04,70.64,71.36,71.188,68.1432,59.4894,DOWN,0
2013-01-07,69.79,70.7,71.092,68.225,59.5876,DOWN,0
2013-01-08,69.62,69.52,70.82,68.314,59.6838,UP,1
2013-01-09,69.78,69.6,70.258,68.3986,59.7791,UP,1
2013-01-10,70.62,70.02,70.09,68.4954,59.8801,UP,1
2013-01-11,70.81,70.79,70.124,68.5902,59.9806,DOWN,0
2013-01-14,70.53,70.91,70.272,68.6735,60.0797,DOWN,0
2013-01-15,70.09,70.78,70.366,68.7429,60.1777,UP,1
2013-01-16,70.78,70.335,70.566,68.8265,60.2787,UP,1
2013-01-17,71.49,70.82,70.74,68.9333,60.3821,DOWN,0
2013-01-18,71.3,71.26,70.838,69.0313,60.4841,UP,1
2013-01-22,71.6,71.59,71.052,69.1237,60.5917,DOWN,0
2013-01-23,71.34,71.48,71.302,69.2009,60.6999,UP,1
2013-01-24,71.85,71.67,71.516,69.2933,60.8068,DOWN,0
2013-01-25,71.35,71.8,71.488,69.3791,60.9091,UP,1
2013-01-28,71.42,71.53,71.512,69.4727,61.0156,DOWN,0
2013-01-29,71.04,71.3,71.4,69.5734,61.113,DOWN,0
2013-01-30,70.09,70.95,71.15,69.6784,61.2037,DOWN,0
2013-01-31,69.654,70.01,70.7108,69.7521,61.2912,UP,1
2013-02-01,70.36,69.76,70.5128,69.8191,61.3817,DOWN,0
2013-02-04,69.63,70.27,70.1548,69.8701,61.4669,UP,1
2013-02-05,70.37,69.94,70.0208,69.9325,61.5585,DOWN,0
2013-02-06,69.94,70.21,69.9908,69.9763,61.6489,DOWN,0
2013-02-07,69.25,70.26,69.91,70.0163,61.7353,UP,1
2013-02-08,69.49,69.34,69.736,70.0573,61.8247,DOWN,0
2013-02-11,69.28,69.47,69.666,70.0869,61.9135,DOWN,0
2013-02-12,68.271,69.3,69.2462,70.0907,61.9924,DOWN,0
2013-02-13,67.45,68.21,68.7482,70.0633,62.0629,UP,1
2013-02-14,68.11,67.08,68.5202,70.0571,62.1353,UP,1
2013-02-15,68.69,68.08,68.3602,70.0605,62.2098,DOWN,0
2013-02-19,67.9,68.99,68.0842,70.0607,62.2777,DOWN,0
2013-02-20,67.73,67.88,67.976,70.0489,62.3437,UP,1
2013-02-21,67.75,67.47,68.036,70.0223,62.4109,UP,1
2013-02-22,70.0,68.09,68.414,70.0443,62.4918,UP,1
2013-02-25,70.13,70.31,68.702,70.0761,62.5706,UP,1
2013-02-26,70.41,70.18,69.204,70.0999,62.6547,UP,1
2013-02-27,70.72,70.36,69.802,70.1331,62.7421,UP,1
2013-02-28,71.12,70.71,70.476,70.1631,62.8326,UP,1
2013-03-01,71.63,70.54,70.802,70.1933,62.9255,UP,1
2013-03-04,72.41,71.62,71.258,70.2453,63.028,UP,1
2013-03-05,73.03,72.54,71.782,70.3099,63.1325,DOWN,0
2013-03-06,72.99,73.99,72.236,70.3681,63.2387,UP,1
2013-03-07,73.14,73.08,72.64,70.4129,63.3527,UP,1
