ticker,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-11-11,6.52,6.495,6.7679,6.4185,6.2537,UP,1
2005-11-14,6.57,6.52,6.765,6.4565,6.2629,DOWN,0
2005-11-15,6.2975,6.425,6.76,6.451,6.2645,DOWN,0
2005-11-16,6.26,6.2875,6.7544,6.4265,6.2648,UP,1
2005-11-17,6.5,6.26,6.7507,6.4295,6.2712,DOWN,0
2005-11-18,6.455,6.575,6.7467,6.4165,6.2761,UP,1
2005-11-21,6.605,6.41,6.7438,6.4235,6.2853,UP,1
2005-11-22,6.615,6.5425,6.742,6.487,6.2956,UP,1
2005-11-23,6.7025,6.5675,6.7409,6.5755,6.3078,UP,1
2005-11-25,6.7475,6.6725,6.7399,6.625,6.3207,UP,1
2005-11-28,6.775,6.735,6.739,6.689,6.3348,UP,1
2005-11-29,6.8925,6.805,6.7388,6.7465,6.3534,DOWN,0
2005-11-30,6.875,6.87,6.7386,6.7985,6.3751,UP,1
2005-12-01,6.96,6.9,6.7388,6.85,6.3983,UP,1
2005-12-02,7.0,6.845,6.739,6.9005,6.4212,UP,1
2005-12-05,7.0025,6.93,6.7396,6.946,6.4466,DOWN,0
2005-12-06,6.8825,7.005,6.7401,6.944,6.4662,UP,1
2005-12-07,6.9225,6.845,6.7407,6.9535,6.4868,DOWN,0
2005-12-08,6.855,6.8875,6.7403,6.9325,6.5104,UP,1
2005-12-09,6.865,6.7975,6.7397,6.9055,6.5329,DOWN,0
2005-12-12,6.81,6.89,6.7387,6.867,6.5506,UP,1
2005-12-13,6.9975,6.8275,6.7384,6.89,6.5705,UP,1
2005-12-14,7.1325,6.9975,6.7381,6.932,6.5929,DOWN,0
2005-12-15,7.0575,7.1875,6.7359,6.9725,6.6137,UP,1
2005-12-16,7.065,7.1225,6.7332,7.0125,6.6301,UP,1
2005-12-19,7.095,7.125,6.7308,7.0695,6.6429,UP,1
2005-12-20,7.185,7.14,6.729,7.107,6.6568,DOWN,0
2005-12-21,7.1425,7.1725,6.7272,7.109,6.6713,UP,1
2005-12-22,7.3575,7.1675,6.7267,7.169,6.6916,UP,1
2005-12-23,7.405,7.395,6.7269,7.237,6.7122,DOWN,0
2005-12-27,7.205,7.38,6.7256,7.259,6.7278,UP,1
2005-12-28,7.2275,7.2025,6.7244,7.2675,6.7448,UP,1
2005-12-29,7.2725,7.2125,6.7246,7.2935,6.763,DOWN,0
2005-12-30,7.225,7.2275,6.7249,7.267,6.776,UP,1
2006-01-03,7.36,7.1875,6.7268,7.258,6.7946,UP,1
2006-01-04,7.4225,7.3825,6.7293,7.3015,6.8132,DOWN,0
2006-01-05,7.2725,7.4825,6.731,7.3105,6.8259,UP,1
2006-01-06,7.3525,7.37,6.7327,7.3265,6.8419,UP,1
2006-01-09,7.5475,7.295,6.7351,7.391,6.8638,UP,1
2006-01-10,7.5925,7.4825,6.7371,7.4375,6.8913,UP,1
2006-01-11,7.605,7.58,6.739,7.474,6.914,UP,1
2006-01-12,7.6175,7.6,6.7405,7.543,6.9311,UP,1
2006-01-13,7.625,7.6575,6.7422,7.5975,6.9473,DOWN,0
2006-01-17,7.5,7.5675,6.7446,7.588,6.9576,DOWN,0
2006-01-18,7.42,7.4675,6.7463,7.5535,6.9764,UP,1
2006-01-19,7.495,7.4125,6.7478,7.5315,6.9973,DOWN,0
2006-01-20,7.265,7.4975,6.7484,7.461,7.015,DOWN,0
2006-01-23,7.1375,7.2575,6.7479,7.3635,7.0312,UP,1
2006-01-24,7.2825,7.1275,6.7487,7.32,7.0492,DOWN,0
2006-01-25,7.2325,7.2425,6.7497,7.2825,7.0642,UP,1
2006-01-26,7.24,7.31,6.7498,7.2315,7.0786,UP,1
2006-01-27,7.325,7.235,6.7505,7.2435,7.0937,DOWN,0
2006-01-30,7.205,7.355,6.7516,7.257,7.1118,DOWN,0
2006-01-31,7.125,7.2275,6.7528,7.2255,7.1291,UP,1
2006-02-01,7.1325,7.0725,6.7539,7.2055,7.1418,DOWN,0
2006-02-02,6.9675,7.0675,6.7542,7.151,7.152,DOWN,0
2006-02-03,6.795,6.895,6.7542,7.045,7.1558,DOWN,0
2006-02-06,6.7875,6.7825,6.7528,6.9615,7.1593,UP,1
2006-02-07,6.8275,6.7675,6.7528,6.902,7.1618,DOWN,0
2006-02-08,6.815,6.84,6.7528,6.8385,7.1631,UP,1
2006-02-09,6.885,6.8475,6.7532,6.822,7.1653,DOWN,0
2006-02-10,6.835,6.7775,6.753,6.83,7.1642,DOWN,0
2006-02-13,6.7775,6.7925,6.7534,6.828,7.1622,DOWN,0
2006-02-14,6.7625,6.8025,6.7538,6.815,7.1583,UP,1
2006-02-15,6.885,6.775,6.7547,6.829,7.156,DOWN,0
2006-02-16,6.885,6.895,6.7553,6.829,7.1536,DOWN,0
2006-02-17,6.8025,6.9175,6.7553,6.8225,7.152,DOWN,0
2006-02-21,6.6775,6.8475,6.7556,6.8025,7.1471,UP,1
2006-02-22,7.0475,6.8125,6.758,6.8595,7.151,DOWN,0
2006-02-23,6.98,7.06,6.7601,6.8785,7.1533,UP,1
2006-02-24,7.025,7.0025,6.7625,6.9065,7.1576,UP,1
2006-02-27,7.1175,7.0625,6.7658,6.9695,7.16,DOWN,0
2006-02-28,7.08,7.0825,6.7689,7.05,7.1589,UP,1
2006-03-01,7.155,7.115,6.7729,7.0715,7.1609,DOWN,0
2006-03-02,7.1075,7.0875,6.776,7.097,7.1617,DOWN,0
2006-03-03,7.09,7.0375,6.778,7.11,7.1616,DOWN,0
2006-03-06,7.035,7.0775,6.7787,7.0935,7.1586,UP,1
2006-03-07,7.06,7.0,6.7794,7.0895,7.157,DOWN,0
2006-03-08,7.0475,7.055,6.78,7.068,7.1508,DOWN,0
2006-03-09,6.9,7.07,6.7794,7.0265,7.1407,UP,1
2006-03-10,6.9625,6.9225,6.7793,7.001,7.1358,UP,1
2006-03-13,6.965,7.01,6.7794,6.987,7.1306,UP,1
2006-03-14,7.005,6.9625,6.7795,6.976,7.1252,UP,1
2006-03-15,7.05,7.0275,6.7793,6.9765,7.1217,DOWN,0
2006-03-16,6.9525,7.09,6.7788,6.987,7.1136,DOWN,0
2006-03-17,6.865,6.9475,6.777,6.9675,7.1024,UP,1
2006-03-20,6.9775,6.895,6.775,6.97,7.0965,UP,1
2006-03-21,6.9825,6.9375,6.7732,6.9655,7.0891,UP,1
2006-03-22,7.0425,6.945,6.7713,6.964,7.079,UP,1
2006-03-23,7.1775,7.01,6.7702,7.009,7.0707,UP,1
2006-03-24,7.2325,7.205,6.77,7.0825,7.0633,DOWN,0
2006-03-27,7.2125,7.2325,6.7692,7.1295,7.0552,DOWN,0
2006-03-28,7.2125,7.2325,6.7682,7.1755,7.0469,UP,1
2006-03-29,7.2575,7.2025,6.7672,7.2185,7.0421,UP,1
2006-03-30,7.29,7.31,6.7665,7.241,7.0395,UP,1
2006-03-31,7.2975,7.3,6.7659,7.254,7.0355,DOWN,0
2006-04-03,7.2025,7.305,6.7646,7.252,7.0343,UP,1
2006-04-04,7.2625,7.19,6.7638,7.262,7.0368,UP,1
2006-04-05,7.2725,7.24,6.7637,7.265,7.0366,UP,1
2006-04-06,7.5425,7.375,6.7652,7.3155,7.0428,UP,1
2006-04-07,7.545,7.54,6.7663,7.365,7.0489,DOWN,0
2006-04-10,7.415,7.52,6.7671,7.4075,7.0507,DOWN,0
2006-04-11,7.39,7.4775,6.7684,7.433,7.0544,DOWN,0
2006-04-12,7.36,7.3775,6.7694,7.4505,7.0591,UP,1
2006-04-13,7.415,7.365,6.7701,7.425,7.0647,DOWN,0
2006-04-17,7.3775,7.405,6.7702,7.3915,7.0729,UP,1
2006-04-18,7.4875,7.4125,6.7715,7.406,7.0868,UP,1
2006-04-19,7.57,7.495,6.7734,7.442,7.1024,DOWN,0
2006-04-20,7.57,7.5575,6.7743,7.484,7.1173,DOWN,0
2006-04-21,7.395,7.61,6.7748,7.48,7.1289,DOWN,0
2006-04-24,7.35,7.3575,6.7775,7.4745,7.1382,UP,1
2006-04-25,7.455,7.3525,6.7802,7.468,7.1506,DOWN,0
2006-04-26,7.4325,7.4775,6.7829,7.4405,7.1637,UP,1
2006-04-27,7.5725,7.4425,6.7864,7.441,7.1799,UP,1
2006-04-28,7.66,7.575,6.791,7.494,7.1954,DOWN,0
2006-05-01,7.6525,7.66,6.7954,7.5545,7.2107,DOWN,0
2006-05-02,7.535,7.6525,6.799,7.5705,7.2254,UP,1
2006-05-03,7.5625,7.525,6.8028,7.5965,7.2431,DOWN,0
2006-05-04,7.36,7.5025,6.8056,7.554,7.2493,UP,1
2006-05-05,7.4375,7.43,6.8091,7.5095,7.2585,UP,1
2006-05-08,7.5,7.38,6.8133,7.479,7.268,DOWN,0
2006-05-09,7.475,7.5125,6.8173,7.467,7.2751,DOWN,0
2006-05-10,7.405,7.45,6.821,7.4355,7.2816,DOWN,0
2006-05-11,7.365,7.365,6.8245,7.4365,7.2858,DOWN,0
2006-05-12,7.1275,7.31,6.8267,7.3745,7.2862,UP,1
2006-05-15,7.215,7.11,6.8295,7.3175,7.2887,UP,1
2006-05-16,7.2475,7.1675,6.8326,7.272,7.293,DOWN,0
2006-05-17,6.9125,7.0325,6.8337,7.1735,7.29,DOWN,0
2006-05-18,6.885,6.9475,6.8345,7.0775,7.2868,UP,1
2006-05-19,6.8975,6.88,6.8359,7.0315,7.2867,UP,1
2006-05-22,7.015,6.87,6.8378,6.9915,7.2878,DOWN,0
2006-05-23,6.985,7.0325,6.8401,6.939,7.2882,UP,1
2006-05-24,7.01,6.9475,6.8423,6.9585,7.2883,DOWN,0
2006-05-25,6.9825,6.81,6.844,6.978,7.2869,DOWN,0
2006-05-26,6.97,6.9675,6.8451,6.9925,7.2873,DOWN,0
2006-05-30,6.88,6.97,6.8461,6.9655,7.2876,UP,1
2006-05-31,7.0625,6.8575,6.8479,6.981,7.2893,UP,1
2006-06-01,7.1825,7.025,6.8507,7.0155,7.2933,DOWN,0
2006-06-02,7.095,7.2175,6.8542,7.038,7.2943,DOWN,0
2006-06-05,6.9125,7.065,6.8566,7.0265,7.289,UP,1
2006-06-06,6.915,6.9075,6.86,7.0335,7.2827,DOWN,0
2006-06-07,6.75,6.9,6.8627,6.971,7.2734,DOWN,0
2006-06-08,6.7375,6.71,6.8653,6.882,7.2639,UP,1
2006-06-09,6.775,6.76,6.8681,6.818,7.2543,DOWN,0
2006-06-12,6.705,6.77,6.8706,6.7765,7.2426,DOWN,0
2006-06-13,6.6925,6.685,6.8729,6.732,7.2305,UP,1
2006-06-14,6.735,6.74,6.8756,6.729,7.2211,UP,1
2006-06-15,6.8875,6.755,6.879,6.759,7.2136,DOWN,0
2006-06-16,6.825,6.9,6.8824,6.769,7.2047,DOWN,0
2006-06-19,6.74,6.8225,6.885,6.776,7.1886,UP,1
2006-06-20,6.75,6.735,6.8884,6.7875,7.1727,UP,1
2006-06-21,6.8725,6.7725,6.8923,6.815,7.1619,DOWN,0
2006-06-22,6.8325,6.8475,6.8953,6.804,7.1507,DOWN,0
2006-06-23,6.8075,6.785,6.8981,6.8005,7.1397,UP,1
2006-06-26,6.8925,6.805,6.9017,6.831,7.1292,DOWN,0
2006-06-27,6.78,6.9225,6.9045,6.837,7.1173,UP,1
2006-06-28,6.85,6.8025,6.9081,6.8325,7.1045,UP,1
2006-06-29,7.0775,6.9125,6.913,6.8815,7.0947,DOWN,0
2006-06-30,7.0125,7.13,6.9176,6.9225,7.0835,DOWN,0
2006-07-03,6.9325,7.005,6.9217,6.9305,7.0743,DOWN,0
2006-07-05,6.6775,6.9225,6.9247,6.91,7.0608,DOWN,0
2006-07-06,6.495,6.7175,6.9274,6.839,7.0416,DOWN,0
2006-07-07,6.41,6.4675,6.9305,6.7055,7.0212,UP,1
2006-07-10,6.44,6.435,6.9337,6.591,6.9985,UP,1
2006-07-11,6.5575,6.415,6.9372,6.516,6.9765,DOWN,0
2006-07-12,6.4125,6.5325,6.9406,6.463,6.9517,DOWN,0
2006-07-13,6.2975,6.3925,6.9426,6.4235,6.9269,DOWN,0
2006-07-14,6.135,6.2725,6.9438,6.3685,6.8984,UP,1
2006-07-17,6.335,6.1675,6.9471,6.3475,6.8779,DOWN,0
2006-07-18,6.245,6.3325,6.9496,6.285,6.854,UP,1
2006-07-19,6.33,6.255,6.9517,6.2685,6.8306,DOWN,0
2006-07-20,6.175,6.2975,6.9525,6.244,6.8046,DOWN,0
2006-07-21,6.115,6.14,6.953,6.24,6.7788,UP,1
2006-07-24,6.25,6.145,6.9542,6.223,6.7565,UP,1
2006-07-25,6.4075,6.2475,6.955,6.2555,6.7421,DOWN,0
2006-07-26,6.32,6.3675,6.9543,6.2535,6.7242,DOWN,0
2006-07-27,6.125,6.3775,6.9525,6.2435,6.7018,UP,1
2006-07-28,6.2275,6.1825,6.9516,6.266,6.6881,DOWN,0
2006-07-31,6.2225,6.21,6.951,6.2605,6.6748,DOWN,0
2006-08-01,6.0825,6.1875,6.9495,6.1955,6.6585,UP,1
2006-08-02,6.09,6.0825,6.9478,6.1495,6.64,DOWN,0
2006-08-03,5.8225,5.9775,6.945,6.089,6.6168,DOWN,0
2006-08-04,5.8125,5.8625,6.9423,6.006,6.5928,DOWN,0
2006-08-07,5.81,5.8125,6.9385,5.9235,6.5694,DOWN,0
2006-08-08,5.78,5.85,6.9352,5.863,6.5456,DOWN,0
2006-08-09,5.755,5.8175,6.9315,5.796,6.5231,UP,1
2006-08-10,5.8825,5.755,6.9278,5.808,6.4995,DOWN,0
2006-08-11,5.7475,5.88,6.9237,5.795,6.4708,DOWN,0
2006-08-14,5.7,5.76,6.92,5.773,6.4429,UP,1
2006-08-15,5.9025,5.7875,6.9184,5.7975,6.4227,DOWN,0
2006-08-16,5.875,5.6625,6.9154,5.8215,6.4019,UP,1
2006-08-17,5.905,5.835,6.9111,5.826,6.385,UP,1
2006-08-18,5.965,5.965,6.9069,5.8695,6.3695,DOWN,0
2006-08-21,5.91,5.9375,6.9015,5.9115,6.3522,UP,1
2006-08-22,5.93,5.935,6.8988,5.917,6.3367,DOWN,0
2006-08-23,5.93,5.9575,6.8962,5.928,6.3215,DOWN,0
2006-08-24,5.9125,5.975,6.8938,5.9295,6.305,UP,1
2006-08-25,5.9225,5.88,6.8918,5.921,6.2857,UP,1
2006-08-28,5.9425,5.9075,6.8896,5.9275,6.2681,DOWN,0
2006-08-29,5.9425,5.925,6.8869,5.93,6.2521,UP,1
2006-08-30,6.0,5.9725,6.8843,5.944,6.2371,UP,1
2006-08-31,6.1225,6.0125,6.8821,5.986,6.2221,UP,1
2006-09-01,6.2275,6.1575,6.8817,6.047,6.21,DOWN,0
2006-09-05,6.16,6.2,6.8812,6.0905,6.1971,DOWN,0
2006-09-06,6.0975,6.0975,6.8792,6.1215,6.1812,DOWN,0
2006-09-07,6.05,6.0575,6.8772,6.1315,6.1666,UP,1
2006-09-08,6.2425,6.095,6.8754,6.1555,6.1544,UP,1
2006-09-11,6.3275,6.15,6.8739,6.1755,6.1394,UP,1
2006-09-12,6.4275,6.3025,6.8725,6.229,6.1277,DOWN,0
2006-09-13,6.2775,6.1675,6.8702,6.265,6.1146,UP,1
2006-09-14,6.4725,6.2325,6.8687,6.3495,6.1105,UP,1
2006-09-15,6.49,6.5425,6.8667,6.399,6.1104,UP,1
2006-09-18,6.5,6.4925,6.8648,6.4335,6.1122,DOWN,0
2006-09-19,6.385,6.4925,6.8619,6.425,6.1111,UP,1
2006-09-20,6.4975,6.42,6.8594,6.469,6.1099,DOWN,0
2006-09-21,6.38,6.52,6.8563,6.4505,6.1093,DOWN,0
2006-09-22,6.375,6.405,6.8538,6.4275,6.1108,UP,1
2006-09-25,6.465,6.41,6.8515,6.4205,6.1174,UP,1
2006-09-26,6.4975,6.435,6.8497,6.443,6.1207,DOWN,0
2006-09-27,6.3725,6.495,6.8472,6.418,6.1232,UP,1
2006-09-28,6.4525,6.3925,6.8454,6.4325,6.1257,DOWN,0
2006-09-29,6.3525,6.445,6.8422,6.428,6.1292,UP,1
2006-10-02,6.4375,6.3825,6.8387,6.4225,6.1357,UP,1
2006-10-03,6.5625,6.435,6.8363,6.4355,6.1419,UP,1
2006-10-04,6.7375,6.535,6.8346,6.5085,6.1485,UP,1
2006-10-05,7.22,6.8375,6.8352,6.662,6.1665,DOWN,0
2006-10-06,7.13,7.1925,6.835,6.8175,6.1866,UP,1
2006-10-09,7.2,7.125,6.8353,6.97,6.2061,UP,1
2006-10-10,7.35,7.2625,6.8352,7.1275,6.2286,DOWN,0
2006-10-11,7.305,7.2975,6.8347,7.241,6.2531,UP,1
2006-10-12,7.66,7.3125,6.837,7.329,6.2845,DOWN,0
2006-10-13,7.59,7.6075,6.8388,7.421,6.3198,UP,1
2006-10-16,7.655,7.745,6.8407,7.512,6.3567,DOWN,0
2006-10-17,7.5525,7.5925,6.8424,7.5525,6.3915,DOWN,0
2006-10-18,7.5175,7.61,6.8431,7.595,6.4263,DOWN,0
2006-10-19,7.4475,7.4825,6.8433,7.5525,6.4601,DOWN,0
2006-10-20,7.4425,7.485,6.8441,7.523,6.4913,UP,1
2006-10-23,7.695,7.405,6.8458,7.531,6.5303,DOWN,0
2006-10-24,7.5175,7.655,6.8457,7.524,6.5666,DOWN,0
2006-10-25,7.45,7.4825,6.845,7.5105,6.5976,UP,1
2006-10-26,7.585,7.4375,6.8449,7.538,6.6318,DOWN,0
2006-10-27,7.41,7.535,6.8438,7.5315,6.6619,UP,1
2006-10-30,7.5125,7.42,6.8433,7.495,6.6928,DOWN,0
2006-10-31,7.3575,7.515,6.8426,7.463,6.7218,DOWN,0
2006-11-01,7.14,7.415,6.8412,7.401,6.746,UP,1
2006-11-02,7.6275,7.1625,6.8418,7.4095,6.7799,UP,1
2006-11-03,7.6925,7.675,6.844,7.466,6.8155,UP,1
2006-11-06,7.8175,7.6975,6.8474,7.527,6.8534,DOWN,0
2006-11-07,7.7875,7.7775,6.8499,7.613,6.8903,UP,1
2006-11-08,7.84,7.7225,6.8529,7.753,6.9283,DOWN,0
2006-11-09,7.75,7.7225,6.8555,7.7775,6.9633,UP,1
2006-11-10,7.845,7.77,6.8581,7.808,6.9977,DOWN,0
2006-11-13,7.7925,7.845,6.861,7.803,7.029,DOWN,0
2006-11-14,7.575,7.755,6.8633,7.7605,7.0573,UP,1
2006-11-15,7.7875,7.6175,6.8665,7.75,7.0911,DOWN,0
2006-11-16,7.7375,7.8325,6.8704,7.7475,7.1249,DOWN,0
2006-11-17,7.6025,7.725,6.8744,7.699,7.1521,DOWN,0
2006-11-20,7.58,7.545,6.8784,7.6565,7.1771,UP,1
2006-11-21,7.615,7.5525,6.8823,7.6645,7.2009,DOWN,0
2006-11-22,7.6025,7.6475,6.8863,7.6275,7.2274,DOWN,0
2006-11-24,7.4925,7.5725,6.8893,7.5785,7.2478,DOWN,0
2006-11-27,7.38,7.4675,6.892,7.534,7.2656,DOWN,0
2006-11-28,7.3625,7.3375,6.8949,7.4905,7.2828,UP,1
2006-11-29,7.51,7.405,6.8987,7.4695,7.3053,UP,1
2006-11-30,7.7375,7.435,6.9029,7.4965,7.3301,DOWN,0
2006-12-01,7.5775,7.7175,6.9064,7.5135,7.3541,UP,1
2006-12-04,7.7225,7.615,6.911,7.582,7.381,UP,1
2006-12-05,7.7325,7.75,6.9163,7.656,7.4064,UP,1
2006-12-06,7.7375,7.725,6.9197,7.7015,7.4312,DOWN,0
2006-12-07,7.7325,7.7375,6.9235,7.7005,7.4584,DOWN,0
2006-12-08,7.5475,7.6948,6.9261,7.6945,7.4803,UP,1
2006-12-11,7.57,7.515,6.9284,7.664,7.5046,UP,1
2006-12-12,7.6,7.5875,6.931,7.6375,7.5279,DOWN,0
2006-12-13,7.5475,7.66,6.9329,7.5995,7.5476,UP,1
2006-12-14,7.6625,7.5875,6.9357,7.5855,7.5661,DOWN,0
2006-12-15,7.6525,7.785,6.9385,7.6065,7.5747,DOWN,0
2006-12-18,7.525,7.68,6.941,7.5975,7.5826,DOWN,0
2006-12-19,7.505,7.485,6.9432,7.5785,7.5887,DOWN,0
2006-12-20,7.4925,7.4825,6.9454,7.5675,7.5916,DOWN,0
2006-12-21,7.46,7.515,6.9482,7.527,7.5947,DOWN,0
2006-12-22,7.4125,7.4475,6.9505,7.479,7.5897,DOWN,0
2006-12-26,7.32,7.3625,6.9522,7.438,7.5843,UP,1
2006-12-27,7.4325,7.41,6.9544,7.4235,7.5799,UP,1
2006-12-28,7.4475,7.4125,6.9564,7.4145,7.5778,DOWN,0
2006-12-29,7.325,7.4075,6.9582,7.3875,7.5739,UP,1
2007-01-03,7.6225,7.325,6.962,7.4295,7.5774,UP,1
2007-01-04,7.8025,7.6475,6.9661,7.526,7.5846,UP,1
2007-01-05,7.8525,7.8275,6.9705,7.61,7.5878,UP,1
2007-01-08,7.8975,7.73,6.9748,7.7,7.5954,UP,1
2007-01-09,7.995,7.9,6.9789,7.834,7.6063,UP,1
2007-01-10,8.03,7.9475,6.9828,7.9155,7.6152,UP,1
2007-01-11,8.035,8.0625,6.987,7.962,7.6277,UP,1
2007-01-12,8.3225,8.0075,6.9925,8.056,7.6439,UP,1
2007-01-16,8.3425,8.27,6.9979,8.145,7.6636,DOWN,0
2007-01-17,8.275,8.295,7.0029,8.201,7.6863,DOWN,0
2007-01-18,8.2475,8.3,7.0076,8.2445,7.6987,DOWN,0
2007-01-19,8.0875,8.2975,7.012,8.255,7.7066,DOWN,0
2007-01-22,8.0175,8.0525,7.0158,8.194,7.7106,DOWN,0
2007-01-23,7.99,8.015,7.0194,8.1235,7.7146,UP,1
2007-01-24,8.045,7.995,7.0219,8.0775,7.7187,DOWN,0
2007-01-25,7.9625,8.005,7.024,8.0205,7.723,UP,1
2007-01-26,8.0,7.975,7.0269,8.003,7.7261,DOWN,0
2007-01-29,7.9925,8.0375,7.0299,7.998,7.7301,UP,1
2007-01-30,8.075,8.035,7.0335,8.015,7.7401,UP,1
2007-01-31,8.0975,8.06,7.0369,8.0255,7.7463,UP,1
2007-02-01,8.175,8.135,7.0409,8.068,7.755,DOWN,0
2007-02-02,8.15,8.185,7.0442,8.098,7.766,DOWN,0
2007-02-05,8.0025,8.1375,7.0464,8.1,7.7744,UP,1
2007-02-06,8.05,8.005,7.0488,8.095,7.7831,UP,1
2007-02-07,8.1,8.0575,7.0523,8.0955,7.7931,UP,1
2007-02-08,8.2225,8.135,7.0567,8.105,7.8077,DOWN,0
2007-02-09,8.19,8.2,7.0603,8.113,7.8239,UP,1
2007-02-12,8.2,8.1425,7.0642,8.1525,7.8406,UP,1
2007-02-13,8.35,8.2275,7.0681,8.2125,7.8574,UP,1
2007-02-14,8.6575,8.3575,7.0731,8.324,7.8758,UP,1
2007-02-15,8.6975,8.6275,7.0783,8.419,7.8982,UP,1
2007-02-16,8.7025,8.6425,7.0841,8.5215,7.9178,DOWN,0
2007-02-20,8.6275,8.5825,7.0894,8.607,7.9357,DOWN,0
2007-02-21,8.6125,8.675,7.0957,8.6595,7.9532,DOWN,0
2007-02-22,8.56,8.6025,7.1013,8.64,7.9698,DOWN,0
2007-02-23,8.53,8.545,7.1065,8.6065,7.9894,DOWN,0
2007-02-26,8.4725,8.5525,7.1115,8.5605,8.0075,DOWN,0
2007-02-27,8.23,8.41,7.1156,8.481,8.0201,DOWN,0
2007-02-28,8.1925,8.165,7.1197,8.397,8.033,DOWN,0
2007-03-01,8.1575,8.02,7.1249,8.3165,8.0429,DOWN,0
2007-03-02,8.08,8.1475,7.1292,8.2265,8.0514,DOWN,0
2007-03-05,7.94,8.06,7.1327,8.12,8.0597,UP,1
2007-03-06,7.9525,7.9725,7.1379,8.0645,8.0687,UP,1
2007-03-07,7.98,7.915,7.1433,8.022,8.0784,UP,1
2007-03-08,8.025,8.05,7.149,7.9955,8.0897,UP,1
2007-03-09,8.1175,8.125,7.1545,8.003,8.1038,UP,1
2007-03-12,8.21,8.1375,7.1606,8.057,8.1216,DOWN,0
2007-03-13,7.95,8.16,7.1653,8.0565,8.132,DOWN,0
2007-03-14,7.865,7.99,7.1697,8.0335,8.1403,UP,1
2007-03-15,7.885,7.89,7.1743,8.0055,8.1515,UP,1
2007-03-16,7.905,7.865,7.1794,7.963,8.1572,UP,1
2007-03-19,8.1225,7.95,7.1847,7.9455,8.1636,UP,1
2007-03-20,8.3325,8.0853,7.1905,8.022,8.1732,UP,1
2007-03-21,8.3375,8.4,7.1967,8.1165,8.182,UP,1
2007-03-22,8.5925,8.335,7.2051,8.258,8.1939,UP,1
2007-03-23,8.6225,8.6225,7.2136,8.4015,8.2058,UP,1
2007-03-26,8.6575,8.6075,7.2232,8.5085,8.2182,UP,1
2007-03-27,8.675,8.625,7.2328,8.577,8.2253,DOWN,0
2007-03-28,8.6175,8.6675,7.2421,8.633,8.2308,DOWN,0
2007-03-29,8.5425,8.6725,7.2512,8.623,8.2361,UP,1
2007-03-30,8.6,8.5575,7.2608,8.6185,8.2432,DOWN,0
2007-04-02,8.58,8.63,7.27,8.603,8.253,UP,1
2007-04-03,8.62,8.5925,7.2787,8.592,8.2651,DOWN,0
2007-04-04,8.6125,8.655,7.2876,8.591,8.2775,DOWN,0
2007-04-05,8.6075,8.6125,7.2969,8.604,8.2888,DOWN,0
2007-04-09,8.5925,8.6175,7.3062,8.6025,8.3014,DOWN,0
2007-04-10,8.58,8.62,7.3147,8.6025,8.313,DOWN,0
2007-04-11,8.45,8.55,7.3228,8.5685,8.3221,UP,1
2007-04-12,8.4975,8.4675,7.3312,8.5455,8.3306,DOWN,0
2007-04-13,8.3975,8.475,7.3388,8.5035,8.3366,UP,1
2007-04-16,8.6875,8.4625,7.3483,8.5225,8.3468,UP,1
2007-04-17,8.715,8.69,7.3576,8.5495,8.3581,DOWN,0
2007-04-18,8.5975,8.68,7.3652,8.579,8.37,UP,1
2007-04-19,8.6325,8.585,7.3733,8.606,8.3817,UP,1
2007-04-20,8.6625,8.76,7.382,8.659,8.3929,DOWN,0
2007-04-23,8.6225,8.665,7.3917,8.646,8.4009,DOWN,0
2007-04-24,8.5275,8.6425,7.4019,8.6085,8.4077,DOWN,0
2007-04-25,8.5225,8.5275,7.4124,8.5935,8.4141,DOWN,0
2007-04-26,8.455,8.5125,7.4225,8.558,8.4162,DOWN,0
2007-04-27,8.4275,8.555,7.4318,8.511,8.4116,DOWN,0
2007-04-30,8.2875,8.43,7.4412,8.444,8.4034,UP,1
2007-05-01,8.355,8.305,7.4515,8.4095,8.3965,UP,1
2007-05-02,8.3925,8.3425,7.4628,8.3835,8.3918,DOWN,0
2007-05-03,8.375,8.435,7.473,8.3675,8.387,DOWN,0
2007-05-04,8.31,8.3775,7.4833,8.344,8.382,UP,1
2007-05-07,8.3775,8.34,7.4936,8.362,8.379,DOWN,0
2007-05-08,8.3125,8.32,7.5042,8.3535,8.3758,UP,1
2007-05-09,8.465,8.26,7.516,8.368,8.3805,DOWN,0
2007-05-10,8.35,8.215,7.5265,8.363,8.3836,UP,1
2007-05-11,8.425,8.3375,7.5366,8.386,8.389,DOWN,0
2007-05-14,8.2925,8.3725,7.5464,8.369,8.3932,DOWN,0
2007-05-15,8.255,8.3275,7.5571,8.3575,8.3995,UP,1
2007-05-16,8.395,8.31,7.5679,8.3435,8.4084,UP,1
2007-05-17,8.4725,8.4225,7.5792,8.368,8.4182,UP,1
2007-05-18,8.63,8.545,7.5919,8.409,8.4303,DOWN,0
2007-05-21,8.615,8.6325,7.6045,8.4735,8.4403,DOWN,0
2007-05-22,8.525,8.6375,7.6181,8.5275,8.4466,DOWN,0
