ticker,ABC US Equity,ABC US Equity,ABC US Equity,ABC US Equity,ABC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-11-29,14.15,14.1063,13.5807,14.0704,13.3993,UP,1
2004-11-30,14.2979,14.15,13.5835,14.1267,13.4207,UP,1
2004-12-01,14.5017,14.3586,13.5869,14.2062,13.4444,DOWN,0
2004-12-02,14.4532,14.5017,13.5901,14.2907,13.4706,UP,1
2004-12-03,14.5138,14.4896,13.5939,14.3833,13.4953,UP,1
2004-12-06,14.9456,14.5672,13.5997,14.5425,13.5278,DOWN,0
2004-12-07,14.8826,14.9893,13.606,14.6594,13.5616,UP,1
2004-12-08,15.244,14.9189,13.6138,14.8078,13.6025,UP,1
2004-12-09,15.4308,15.2561,13.6216,15.0034,13.6481,UP,1
2004-12-10,15.4478,15.392,13.6288,15.1902,13.6965,DOWN,0
2004-12-13,15.3241,15.3459,13.635,15.2658,13.7361,UP,1
2004-12-14,15.358,15.278,13.6404,15.3609,13.781,DOWN,0
2004-12-15,15.295,15.3241,13.6461,15.3711,13.8272,DOWN,0
2004-12-16,15.2683,15.295,13.6509,15.3386,13.8701,DOWN,0
2004-12-17,14.9602,15.0402,13.654,15.2411,13.9113,UP,1
2004-12-20,15.0354,14.9796,13.6584,15.1834,13.9553,UP,1
2004-12-21,15.0427,15.033,13.6639,15.1203,13.9987,DOWN,0
2004-12-22,13.8491,14.2033,13.6641,14.8311,14.0172,DOWN,0
2004-12-23,13.7885,13.9049,13.6664,14.5352,14.0362,DOWN,0
2004-12-27,13.7254,13.8128,13.6687,14.2882,14.0546,UP,1
2004-12-28,13.9486,13.7497,13.6703,14.0709,14.0783,UP,1
2004-12-29,14.0699,13.9244,13.6729,13.8763,14.1026,UP,1
2004-12-30,14.2009,14.0699,13.6772,13.9467,14.1338,UP,1
2004-12-31,14.2349,14.2276,13.6819,14.0359,14.1714,DOWN,0
2005-01-03,14.1063,14.2349,13.6858,14.1121,14.2088,DOWN,0
2005-01-04,13.9947,14.1427,13.6905,14.1213,14.2376,DOWN,0
2005-01-05,13.968,14.019,13.6954,14.101,14.2688,UP,1
2005-01-06,14.0869,14.0699,13.7016,14.0781,14.2958,DOWN,0
2005-01-07,14.0456,14.0869,13.7081,14.0403,14.3078,DOWN,0
2005-01-10,14.0456,14.0456,13.7142,14.0282,14.3218,UP,1
2005-01-11,14.0796,14.1791,13.7197,14.0452,14.3364,UP,1
2005-01-12,14.0845,14.1403,13.7249,14.0684,14.3532,DOWN,0
2005-01-13,13.8516,14.1427,13.7291,14.0214,14.3576,UP,1
2005-01-14,13.8928,13.9122,13.7322,13.9908,14.362,UP,1
2005-01-18,14.0578,13.8952,13.7368,13.9932,14.3691,DOWN,0
2005-01-19,13.9486,14.0917,13.7401,13.967,14.3689,UP,1
2005-01-20,14.0723,13.9486,13.7438,13.9646,14.366,DOWN,0
2005-01-21,13.8297,14.0529,13.7463,13.9603,14.3567,UP,1
2005-01-24,13.9656,13.8322,13.7497,13.9748,14.3478,DOWN,0
2005-01-25,13.7109,13.9244,13.752,13.9054,14.3355,UP,1
2005-01-26,14.0408,13.8031,13.7553,13.9239,14.3301,DOWN,0
2005-01-27,13.9389,14.0893,13.7586,13.8972,14.3223,UP,1
2005-01-28,14.1597,14.1063,13.7634,13.9632,14.3224,DOWN,0
2005-01-31,14.1378,14.1912,13.7672,13.9976,14.3238,UP,1
2005-02-01,14.3028,14.1136,13.7715,14.116,14.3278,DOWN,0
2005-02-02,14.2737,14.3489,13.775,14.1626,14.3353,UP,1
2005-02-03,14.5502,14.3198,13.7803,14.2848,14.346,DOWN,0
2005-02-04,14.458,14.2518,13.7833,14.3445,14.353,DOWN,0
2005-02-07,14.4216,14.458,13.785,14.4013,14.3609,UP,1
2005-02-08,14.5866,14.4411,13.7876,14.458,14.3716,DOWN,0
2005-02-09,14.3416,14.5308,13.7884,14.4716,14.3754,UP,1
2005-02-10,14.4338,14.4022,13.7898,14.4483,14.3781,UP,1
2005-02-11,14.6375,14.4338,13.793,14.4842,14.3808,DOWN,0
2005-02-14,14.606,14.6278,13.7968,14.5211,14.3839,UP,1
2005-02-15,14.9699,14.6448,13.8014,14.5978,14.393,DOWN,0
2005-02-16,14.8534,14.9675,13.8027,14.7001,14.3912,DOWN,0
2005-02-17,14.4799,14.8122,13.8009,14.7094,14.3831,UP,1
2005-02-18,14.5551,14.5066,13.7996,14.6929,14.3693,DOWN,0
2005-02-22,14.2664,14.4459,13.7966,14.6249,14.3461,UP,1
2005-02-23,14.3586,14.4702,13.7945,14.5027,14.3243,UP,1
2005-02-24,14.5551,14.3222,13.7946,14.443,14.3089,DOWN,0
2005-02-25,14.5551,14.5793,13.7943,14.458,14.2928,DOWN,0
2005-02-28,14.5308,14.5551,13.7953,14.4532,14.2776,UP,1
2005-03-01,14.9214,14.5623,13.7987,14.5842,14.2706,UP,1
2005-03-02,14.9772,14.8826,13.802,14.7079,14.271,UP,1
2005-03-03,15.0718,15.0378,13.8067,14.8112,14.2717,UP,1
2005-03-04,15.1979,15.1324,13.8119,14.9398,14.2748,DOWN,0
2005-03-07,15.1931,15.1615,13.817,15.0723,14.3017,UP,1
2005-03-08,15.2295,15.2319,13.8231,15.1339,14.3305,DOWN,0
2005-03-09,14.6788,15.2295,13.8262,15.0742,14.3496,DOWN,0
2005-03-10,14.6545,14.7127,13.8292,14.9908,14.3637,DOWN,0
2005-03-11,14.6303,14.7006,13.8294,14.8772,14.3749,UP,1
2005-03-14,14.8122,14.6764,13.8303,14.8011,14.3871,DOWN,0
2005-03-15,14.5866,14.8122,13.8304,14.6725,14.3941,DOWN,0
2005-03-16,14.4629,14.5866,13.8299,14.6293,14.4013,UP,1
2005-03-17,14.7467,14.5551,13.8296,14.6477,14.4163,UP,1
2005-03-18,14.7637,14.7491,13.8293,14.6744,14.4322,DOWN,0
2005-03-21,14.7516,14.7249,13.8291,14.6623,14.4455,DOWN,0
2005-03-22,14.6545,14.7491,13.8276,14.6759,14.4577,UP,1
2005-03-23,14.9214,14.7079,13.8275,14.7676,14.4752,DOWN,0
2005-03-24,14.8243,14.9456,13.827,14.7831,14.4901,DOWN,0
2005-03-28,13.1068,13.3421,13.8189,14.4517,14.4706,UP,1
2005-03-29,13.1262,13.0729,13.8109,14.1267,14.456,UP,1
2005-03-30,13.5362,13.1893,13.8055,13.903,14.4489,UP,1
2005-03-31,13.8977,13.7424,13.8015,13.6983,14.4457,DOWN,0
2005-04-01,13.6721,13.8637,13.797,13.4678,14.4402,UP,1
2005-04-04,13.9996,13.7545,13.7941,13.6463,14.4387,UP,1
2005-04-05,14.2979,13.985,13.7931,13.8807,14.4481,DOWN,0
2005-04-06,14.213,14.3246,13.7922,14.016,14.453,UP,1
2005-04-07,14.361,14.2785,13.7923,14.1087,14.466,DOWN,0
2005-04-08,14.0287,14.2155,13.7905,14.18,14.4658,UP,1
2005-04-11,14.1863,14.0287,13.7904,14.2174,14.4707,UP,1
2005-04-12,14.3149,14.1863,13.7911,14.2208,14.4739,DOWN,0
2005-04-13,14.264,14.2276,13.7916,14.231,14.4764,UP,1
2005-04-14,14.458,14.3004,13.7923,14.2504,14.4795,UP,1
2005-04-15,14.6764,14.458,13.7931,14.3799,14.4875,DOWN,0
2005-04-18,14.3901,14.6788,13.7975,14.4207,14.4843,UP,1
2005-04-19,14.509,14.3489,13.8027,14.4595,14.4854,DOWN,0
2005-04-20,14.3853,14.4823,13.8091,14.4838,14.4846,UP,1
2005-04-21,14.5187,14.5551,13.8164,14.4959,14.4833,UP,1
2005-04-22,14.5551,14.5187,13.8241,14.4716,14.4875,DOWN,0
2005-04-25,14.5308,14.5551,13.8324,14.4998,14.4895,DOWN,0
2005-04-26,14.5235,14.5332,13.8412,14.5027,14.4872,UP,1
2005-04-27,14.6497,14.5332,13.8497,14.5556,14.4881,DOWN,0
2005-04-28,14.64,14.6521,13.8589,14.5798,14.4815,UP,1
2005-04-29,14.8656,14.7249,13.8691,14.6419,14.4817,UP,1
2005-05-02,15.0524,14.8389,13.8802,14.7462,14.4932,DOWN,0
2005-05-03,14.9238,15.0354,13.8902,14.8263,14.5005,UP,1
2005-05-04,15.0499,14.9481,13.9002,14.9063,14.5162,UP,1
2005-05-05,15.113,15.0378,13.912,15.0009,14.5313,UP,1
2005-05-06,15.2804,15.1567,13.9219,15.0839,14.5458,UP,1
2005-05-09,15.523,15.2731,13.9323,15.178,14.5652,DOWN,0
2005-05-10,15.4454,15.4162,13.943,15.2823,14.5835,DOWN,0
2005-05-11,15.4235,15.4454,13.9553,15.3571,14.5935,UP,1
2005-05-12,15.4817,15.4284,13.9686,15.4308,14.6036,UP,1
2005-05-13,15.506,15.5982,13.9807,15.4759,14.6123,UP,1
2005-05-16,15.7292,15.5133,13.9937,15.5172,14.6229,UP,1
2005-05-17,15.9718,15.6952,14.0082,15.6224,14.6385,UP,1
2005-05-18,16.0809,15.996,14.0233,15.7539,14.6555,DOWN,0
2005-05-19,16.0251,16.0834,14.0375,15.8626,14.6824,DOWN,0
2005-05-20,16.0033,16.0154,14.0526,15.9621,14.7094,UP,1
2005-05-23,16.0106,15.9354,14.0684,16.0183,14.737,DOWN,0
2005-05-24,16.0057,16.0106,14.0845,16.0251,14.7609,DOWN,0
2005-05-25,15.9936,15.9499,14.0999,16.0077,14.789,DOWN,0
2005-05-26,15.8869,15.7825,14.1145,15.98,14.8175,DOWN,0
2005-05-27,15.7728,15.8747,14.1291,15.9339,14.838,DOWN,0
2005-05-31,15.6637,15.8214,14.1469,15.8645,14.856,UP,1
2005-06-01,15.8165,15.6952,14.1635,15.8267,14.8773,UP,1
2005-06-02,15.8844,15.7728,14.18,15.8049,14.9019,DOWN,0
2005-06-03,15.7923,15.8577,14.1954,15.7859,14.9193,UP,1
2005-06-06,15.8723,15.7462,14.2111,15.8058,14.9403,DOWN,0
2005-06-07,15.7874,15.8844,14.226,15.8306,14.9939,DOWN,0
2005-06-08,15.7146,15.7995,14.24,15.8102,15.0457,DOWN,0
2005-06-09,15.6006,15.654,14.2537,15.7534,15.087,UP,1
2005-06-10,15.6613,15.6467,14.2673,15.7272,15.1222,UP,1
2005-06-13,15.9063,15.6224,14.2817,15.734,15.1669,UP,1
2005-06-14,16.2968,15.9378,14.2976,15.8359,15.2129,UP,1
2005-06-15,16.3041,16.2968,14.3136,15.9538,15.253,UP,1
2005-06-16,16.5006,16.2993,14.3305,16.1338,15.2987,UP,1
2005-06-17,16.537,16.5685,14.3462,16.309,15.3423,UP,1
2005-06-20,16.6461,16.4788,14.3609,16.4569,15.3946,DOWN,0
2005-06-21,16.4642,16.6437,14.3749,16.4904,15.4402,DOWN,0
2005-06-22,16.3381,16.4642,14.388,16.4972,15.4806,DOWN,0
2005-06-23,16.241,16.3381,14.4034,16.4453,15.5202,UP,1
2005-06-24,16.2653,16.2604,14.4179,16.3909,15.5563,DOWN,0
2005-06-27,16.2071,16.0809,14.4328,16.3031,15.5869,UP,1
2005-06-28,16.5006,16.2532,14.4498,16.3104,15.6291,UP,1
2005-06-29,16.6413,16.5103,14.4663,16.3711,15.6718,UP,1
2005-06-30,16.7747,16.6825,14.4837,16.4778,15.7196,UP,1
2005-07-01,16.8232,16.8572,14.501,16.5894,15.7657,UP,1
2005-07-05,16.8766,16.8572,14.5186,16.7233,15.8121,DOWN,0
2005-07-06,16.8232,16.8766,14.5366,16.7878,15.8579,UP,1
2005-07-07,16.993,16.6292,14.5549,16.8582,15.9073,UP,1
2005-07-08,17.1968,17.0125,14.5752,16.9426,15.9583,DOWN,0
2005-07-11,17.1168,17.2235,14.5944,17.0013,16.0078,DOWN,0
2005-07-12,17.0804,17.1289,14.6132,17.042,16.0521,DOWN,0
2005-07-13,16.9785,17.0416,14.6321,17.0731,16.0906,UP,1
2005-07-14,17.1265,17.0391,14.6518,17.0998,16.1347,UP,1
2005-07-15,17.1798,17.1871,14.6719,17.0964,16.1773,DOWN,0
2005-07-18,17.1483,17.0755,14.6925,17.1027,16.218,DOWN,0
2005-07-19,16.993,17.1386,14.7107,17.0852,16.2522,UP,1
2005-07-20,17.141,16.8232,14.7309,17.1177,16.2846,UP,1
2005-07-21,17.1992,17.4054,14.752,17.1323,16.3197,DOWN,0
2005-07-22,16.8135,17.1871,14.7704,17.059,16.3475,DOWN,0
2005-07-25,16.7868,16.8645,14.7899,16.9867,16.3736,UP,1
2005-07-26,17.0367,16.862,14.8109,16.9955,16.4042,UP,1
2005-07-27,17.124,17.0391,14.8321,16.9921,16.4321,UP,1
2005-07-28,17.454,17.124,14.8548,17.043,16.4617,DOWN,0
2005-07-29,17.4151,17.3933,14.8776,17.1633,16.4884,DOWN,0
2005-08-01,17.3593,17.4151,14.9004,17.2778,16.5151,UP,1
2005-08-02,17.4782,17.3496,14.924,17.3661,16.5446,DOWN,0
2005-08-03,17.4758,17.4176,14.9471,17.4365,16.5739,DOWN,0
2005-08-04,17.4345,17.4564,14.9711,17.4326,16.6025,UP,1
2005-08-05,17.4782,17.4054,14.9967,17.4452,16.6322,UP,1
2005-08-08,17.5971,17.5389,15.0235,17.4928,16.6664,UP,1
2005-08-09,17.7232,17.6504,15.0493,17.5418,16.7054,DOWN,0
2005-08-10,17.551,17.7232,15.075,17.5568,16.7431,UP,1
2005-08-11,17.8154,17.5801,15.1004,17.633,16.7831,DOWN,0
2005-08-12,17.7087,17.6844,15.1217,17.6791,16.8196,DOWN,0
2005-08-15,17.6674,17.6602,15.1434,17.6931,16.8571,DOWN,0
2005-08-16,17.5631,17.6674,15.1644,17.6611,16.8909,UP,1
2005-08-17,17.6383,17.5655,15.1864,17.6786,16.9279,DOWN,0
2005-08-18,17.6286,17.5292,15.2064,17.6412,16.9662,DOWN,0
2005-08-19,17.4394,17.6893,15.2252,17.5874,17.003,UP,1
2005-08-22,17.6286,17.4661,15.2448,17.5796,17.0423,DOWN,0
2005-08-23,17.1556,17.6044,15.2608,17.4981,17.0673,DOWN,0
2005-08-24,17.0634,17.1022,15.2751,17.3831,17.0827,UP,1
2005-08-25,17.6456,17.1507,15.2918,17.3865,17.1095,DOWN,0
2005-08-26,17.6335,17.6456,15.3079,17.4253,17.1321,UP,1
2005-08-29,17.9973,17.6116,15.3263,17.4991,17.1613,UP,1
2005-08-30,18.155,17.9634,15.3455,17.699,17.1915,DOWN,0
2005-08-31,18.1138,18.0968,15.3644,17.909,17.2245,DOWN,0
2005-09-01,18.0847,18.0847,15.3841,17.9969,17.2595,DOWN,0
2005-09-02,17.91,18.1041,15.4033,18.0522,17.2928,UP,1
2005-09-06,17.9755,17.9634,15.4227,18.0478,17.327,UP,1
2005-09-07,18.1938,17.9998,15.4441,18.0556,17.3668,DOWN,0
2005-09-08,18.0725,18.1938,15.4644,18.0473,17.3982,UP,1
2005-09-09,18.1817,18.1211,15.4848,18.0667,17.429,UP,1
2005-09-12,18.2521,18.1283,15.5059,18.1351,17.4586,UP,1
2005-09-13,18.2884,18.3151,15.5271,18.1977,17.4879,UP,1
2005-09-14,18.4073,18.4607,15.5484,18.2404,17.5185,UP,1
2005-09-15,19.0259,18.5213,15.572,18.4311,17.5625,DOWN,0
2005-09-16,18.975,19.0865,15.5944,18.5897,17.6022,DOWN,0
2005-09-19,18.827,18.776,15.6163,18.7047,17.6348,UP,1
2005-09-20,18.9216,18.8634,15.6383,18.8313,17.6709,UP,1
2005-09-21,18.9313,18.8852,15.6582,18.9361,17.7079,DOWN,0
2005-09-22,18.8246,18.9216,15.6779,18.8959,17.7448,DOWN,0
2005-09-23,18.7033,18.7397,15.6952,18.8415,17.7763,UP,1
2005-09-26,18.713,18.679,15.7116,18.8187,17.807,DOWN,0
2005-09-27,18.7033,18.713,15.7279,18.7751,17.8381,UP,1
2005-09-28,18.8246,19.1763,15.7454,18.7537,17.8747,DOWN,0
2005-09-29,18.7324,18.8246,15.7623,18.7353,17.9066,UP,1
2005-09-30,18.7518,18.6863,15.7796,18.745,17.9376,UP,1
2005-10-03,18.8149,18.8003,15.7973,18.7654,17.9776,UP,1
2005-10-04,18.8901,18.8246,15.817,18.8027,18.0197,DOWN,0
2005-10-05,18.4122,18.9701,15.8338,18.7202,18.0472,DOWN,0
2005-10-06,18.4122,18.4607,15.8507,18.6562,18.073,UP,1
2005-10-07,18.4316,18.5577,15.8736,18.5922,18.0925,DOWN,0
2005-10-10,18.2011,18.4777,15.8957,18.4694,18.1083,DOWN,0
2005-10-11,18.0604,18.2254,15.9173,18.3035,18.1223,UP,1
2005-10-12,18.1356,18.0968,15.9383,18.2482,18.1354,UP,1
2005-10-13,18.1647,18.0968,15.9587,18.1987,18.1492,DOWN,0
2005-10-14,18.1477,18.1283,15.9785,18.1419,18.1635,UP,1
2005-10-17,18.32,18.1696,15.9989,18.1657,18.1803,UP,1
2005-10-18,18.4777,18.3636,16.0208,18.2491,18.1979,DOWN,0
2005-10-19,18.4752,18.3636,16.0432,18.3171,18.213,DOWN,0
2005-10-20,18.2812,18.4,16.0647,18.3404,18.2276,DOWN,0
2005-10-21,18.2084,18.2327,16.0853,18.3525,18.2354,UP,1
2005-10-24,18.3879,18.3297,16.1071,18.3661,18.249,DOWN,0
2005-10-25,18.058,18.2787,16.1271,18.2821,18.2568,DOWN,0
2005-10-26,17.8033,17.9998,16.1457,18.1477,18.2616,UP,1
2005-10-27,17.8154,17.7936,16.1644,18.0546,18.2652,UP,1
2005-10-28,18.2763,17.8591,16.1865,18.0682,18.2781,UP,1
2005-10-31,18.5019,18.3006,16.2096,18.091,18.2994,DOWN,0
2005-11-01,18.3879,18.3758,16.2312,18.157,18.3145,UP,1
2005-11-02,18.4898,18.3758,16.2539,18.2943,18.3412,UP,1
2005-11-03,18.662,18.9216,16.2769,18.4636,18.3732,DOWN,0
2005-11-04,18.5577,18.189,16.3005,18.5199,18.3914,UP,1
2005-11-07,18.5795,18.6184,16.3236,18.5354,18.4104,UP,1
2005-11-08,18.6645,18.5723,16.3483,18.5907,18.4237,DOWN,0
2005-11-09,18.6475,18.6936,16.3714,18.6222,18.4336,UP,1
2005-11-10,18.6669,18.679,16.395,18.6232,18.4446,UP,1
2005-11-11,18.6742,18.6572,16.4176,18.6465,18.4564,DOWN,0
2005-11-14,18.6159,18.679,16.44,18.6538,18.4705,UP,1
2005-11-15,18.7057,18.7033,16.462,18.662,18.4851,UP,1
2005-11-16,18.7518,18.7882,16.4844,18.6829,18.4963,UP,1
2005-11-17,18.9216,18.7518,16.5062,18.7338,18.5133,DOWN,0
2005-11-18,18.9216,18.9895,16.5286,18.7833,18.5281,UP,1
2005-11-21,19.152,18.9701,16.5522,18.8905,18.5461,UP,1
2005-11-22,19.2248,19.1884,16.5754,18.9944,18.5648,UP,1
2005-11-23,19.2321,19.2248,16.5999,19.0904,18.5813,UP,1
2005-11-25,19.2588,19.1423,16.624,19.1579,18.586,DOWN,0
2005-11-28,19.2394,19.3194,16.647,19.2214,18.5912,UP,1
2005-11-29,19.5281,19.3,16.6716,19.2966,18.6053,DOWN,0
2005-11-30,19.4917,19.4868,16.6942,19.35,18.6167,DOWN,0
2005-12-01,19.2636,19.2855,16.7163,19.3563,18.6233,UP,1
2005-12-02,19.2758,19.1642,16.7402,19.3597,18.6323,UP,1
2005-12-05,19.6493,19.3,16.7657,19.4417,18.6513,DOWN,0
2005-12-06,19.5281,19.7464,16.792,19.4417,18.6676,DOWN,0
2005-12-07,19.5038,19.4674,16.8177,19.4441,18.6836,UP,1
2005-12-08,19.8216,19.5644,16.8441,19.5557,18.7035,DOWN,0
2005-12-09,19.7537,19.7464,16.8701,19.6513,18.7239,DOWN,0
2005-12-12,19.7537,19.71,16.8962,19.6721,18.744,UP,1
2005-12-13,19.7706,19.7828,16.9204,19.7207,18.7631,DOWN,0
2005-12-14,19.7512,19.7706,16.9443,19.7702,18.7803,DOWN,0
2005-12-15,19.71,19.71,16.9675,19.7478,18.8063,UP,1
2005-12-16,19.8749,19.6882,16.9909,19.7721,18.8355,DOWN,0
2005-12-19,19.6251,19.8434,17.013,19.7464,18.8594,UP,1
2005-12-20,19.744,19.6008,17.0356,19.741,18.8902,DOWN,0
2005-12-21,19.7148,19.7051,17.0608,19.7338,18.9233,UP,1
2005-12-22,19.8313,19.7342,17.0867,19.758,18.9573,UP,1
2005-12-23,19.8434,19.8434,17.1127,19.7517,18.9908,DOWN,0
2005-12-27,19.8167,19.7828,17.1378,19.79,19.0242,UP,1
2005-12-28,20.3213,19.7779,17.1664,19.9055,19.0642,DOWN,0
2005-12-29,20.1248,20.2752,17.1947,19.9875,19.0972,DOWN,0
2005-12-30,20.086,20.0132,17.2214,20.0385,19.1294,UP,1
2006-01-03,20.5032,20.0811,17.2501,20.1704,19.1738,DOWN,0
2006-01-04,20.3674,20.3722,17.2782,20.2805,19.217,DOWN,0
2006-01-05,20.1151,20.3771,17.3055,20.2393,19.2516,DOWN,0
2006-01-06,19.8919,20.183,17.3304,20.1927,19.2882,DOWN,0
2006-01-09,19.8919,19.824,17.3557,20.1539,19.33,UP,1
2006-01-10,19.8968,19.8774,17.3897,20.0326,19.3716,DOWN,0
2006-01-11,19.8919,19.9453,17.4235,19.9375,19.4039,UP,1
2006-01-12,20.0472,19.8919,17.456,19.924,19.4349,UP,1
2006-01-13,20.0957,20.0132,17.487,19.9647,19.469,DOWN,0
2006-01-17,19.8483,20.0957,17.5179,19.956,19.4962,UP,1
2006-01-18,19.9259,19.8919,17.5475,19.9618,19.5215,DOWN,0
2006-01-19,19.8725,19.9259,17.5754,19.9579,19.5478,UP,1
2006-01-20,19.9065,19.8677,17.6039,19.9298,19.5743,DOWN,0
2006-01-23,19.8822,19.8434,17.6315,19.8871,19.5986,UP,1
2006-01-24,20.2558,19.9162,17.6626,19.9686,19.6308,UP,1
2006-01-25,20.804,20.6197,17.6957,20.1442,19.6736,UP,1
2006-01-26,20.8914,20.8623,17.7286,20.348,19.7179,UP,1
2006-01-27,21.3862,21.0757,17.7642,20.6439,19.7733,DOWN,0
2006-01-30,21.2358,21.1049,17.7981,20.9147,19.8239,DOWN,0
2006-01-31,21.1728,21.2989,17.8306,21.0981,19.8723,UP,1
2006-02-01,21.2941,21.2941,17.8651,21.1961,19.9198,DOWN,0
2006-02-02,21.2164,21.3377,17.8986,21.2611,19.9657,DOWN,0
2006-02-03,21.1534,21.2261,17.9325,21.2145,20.0057,DOWN,0
2006-02-06,21.1,21.1776,17.9654,21.1873,20.0432,DOWN,0
2006-02-07,21.0224,21.116,17.9977,21.1572,20.079,UP,1
2006-02-08,21.0806,20.9447,18.0305,21.1146,20.1154,DOWN,0
2006-02-09,20.9884,21.1049,18.0628,21.0689,20.1504,UP,1
2006-02-10,21.1825,21.0078,18.0955,21.0748,20.1835,UP,1
2006-02-13,21.1873,21.1049,18.1282,21.0922,20.2174,DOWN,0
2006-02-14,21.1291,21.1776,18.1595,21.1136,20.2547,UP,1
2006-02-15,21.3086,21.1679,18.1908,21.1592,20.2954,UP,1
2006-02-16,21.5464,21.3193,18.2239,21.2708,20.3333,DOWN,0
2006-02-17,21.3329,21.4687,18.2553,21.3009,20.3694,UP,1
2006-02-21,21.5561,21.3086,18.2875,21.3746,20.4105,UP,1
2006-02-22,22.2159,21.6337,18.3222,21.592,20.4584,UP,1
2006-02-23,22.3469,21.8811,18.3563,21.7996,20.5102,DOWN,0
2006-02-24,22.2596,22.2693,18.3904,21.9423,20.5603,UP,1
2006-02-27,22.6719,22.3032,18.4266,22.2101,20.6184,DOWN,0
2006-02-28,22.3129,22.6331,18.4608,22.3614,20.6696,UP,1
2006-03-01,22.3178,22.3129,18.4949,22.3818,20.7218,DOWN,0
2006-03-02,22.2984,22.3129,18.5277,22.3721,20.7702,DOWN,0
2006-03-03,22.0752,22.2693,18.5582,22.3352,20.8192,DOWN,0
2006-03-06,21.9054,22.0752,18.5873,22.1819,20.8625,UP,1
2006-03-07,22.114,21.8957,18.6178,22.1421,20.9104,UP,1
2006-03-08,22.2207,22.1092,18.6489,22.1227,20.9582,UP,1
2006-03-09,22.3178,22.1819,18.6804,22.1266,21.0077,DOWN,0
2006-03-10,22.2013,22.3517,18.7114,22.1518,21.0554,UP,1
2006-03-13,22.3905,22.2159,18.7434,22.2489,21.0968,UP,1
2006-03-14,22.4876,22.3799,18.7764,22.3236,21.1441,UP,1
2006-03-15,22.7981,22.473,18.8115,22.4391,21.1983,UP,1
2006-03-16,22.9728,22.769,18.8481,22.5701,21.2477,UP,1
2006-03-17,23.1474,22.9776,18.8847,22.7593,21.3033,DOWN,0
2006-03-20,22.9679,23.128,18.9201,22.8747,21.3603,DOWN,0
2006-03-21,22.9582,23.0213,18.956,22.9689,21.4217,UP,1
2006-03-22,23.1765,22.8757,18.9925,23.0446,21.4874,DOWN,0
2006-03-23,22.8466,23.0795,19.0278,23.0193,21.5464,UP,1
2006-03-24,22.9485,22.8272,19.0639,22.9795,21.6075,DOWN,0
2006-03-27,22.7835,22.8418,19.0999,22.9427,21.6622,UP,1
2006-03-28,23.1571,22.8078,19.1373,22.9825,21.7234,UP,1
2006-03-29,23.2687,23.1474,19.1741,23.0009,21.7919,DOWN,0
2006-03-30,23.1717,23.2347,19.2085,23.0659,21.8568,UP,1
2006-03-31,23.4191,23.2299,19.2441,23.16,21.9277,UP,1
2006-04-03,23.5744,23.4822,19.2795,23.3182,22.0011,DOWN,0
2006-04-04,23.2687,23.5695,19.3131,23.3405,22.0688,UP,1
2006-04-05,23.4919,23.356,19.3474,23.3851,22.1335,DOWN,0
2006-04-06,22.9533,23.4822,19.3798,23.3415,22.1765,DOWN,0
2006-04-07,22.3663,23.0164,19.4099,23.1309,22.206,UP,1
2006-04-10,22.6428,22.3032,19.4419,22.9446,22.2311,DOWN,0
2006-04-11,22.1965,22.6671,19.4716,22.7302,22.2503,UP,1
2006-04-12,22.6234,22.2741,19.5037,22.5565,22.2793,DOWN,0
2006-04-13,22.376,22.6234,19.5331,22.441,22.301,UP,1
2006-04-17,22.7059,22.376,19.5634,22.5089,22.3308,UP,1
2006-04-18,23.0455,22.7593,19.5947,22.5895,22.3686,DOWN,0
2006-04-19,23.0407,23.1377,19.6258,22.7583,22.4074,UP,1
2006-04-20,23.0843,23.0164,19.6569,22.8505,22.4487,DOWN,0
2006-04-21,22.7496,23.2202,19.6865,22.9252,22.4821,UP,1
2006-04-24,23.0067,22.7156,19.7166,22.9854,22.5224,DOWN,0
2006-04-25,22.5604,22.9776,19.7434,22.8883,22.55,DOWN,0
2006-04-26,20.9836,21.3474,19.7627,22.4769,22.5459,UP,1
2006-04-27,20.9981,21.1049,19.7823,22.0597,22.5433,DOWN,0
2006-04-28,20.935,21.1,19.8021,21.6968,22.5358,UP,1
2006-05-01,21.0951,20.935,19.8219,21.3144,22.5268,UP,1
2006-05-02,21.2358,21.1776,19.8422,21.0495,22.5248,UP,1
2006-05-03,21.3038,21.2116,19.863,21.1136,22.5198,DOWN,0
2006-05-04,21.1485,21.2116,19.8838,21.1437,22.4985,UP,1
2006-05-05,21.3086,21.2019,19.9046,21.2184,22.4777,UP,1
2006-05-08,21.4008,21.2601,19.9256,21.2795,22.4605,UP,1
2006-05-09,21.4396,21.4057,19.9487,21.3203,22.4359,DOWN,0
2006-05-10,21.3668,21.3571,19.9716,21.3329,22.4169,UP,1
2006-05-11,21.4251,21.2698,19.9936,21.3882,22.3991,DOWN,0
2006-05-12,21.3377,21.3474,20.0147,21.394,22.3799,UP,1
2006-05-15,21.459,21.3474,20.0347,21.4057,22.3676,UP,1
2006-05-16,21.6094,21.5415,20.0556,21.4396,22.3616,DOWN,0
2006-05-17,21.265,21.459,20.0752,21.4192,22.3447,DOWN,0
