ticker,ABC US Equity,ABC US Equity,ABC US Equity,ABC US Equity,ABC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2018-03-05,94.9,93.01,88.1566,94.992,96.98,DOWN,0
2018-03-06,94.7,95.49,88.1967,94.404,96.9992,UP,1
2018-03-07,95.6,93.78,88.2289,94.492,97.0514,UP,1
2018-03-08,96.24,96.26,88.2627,95.08,97.127,UP,1
2018-03-09,99.0,96.89,88.3118,96.088,97.242,UP,1
2018-03-12,100.29,99.21,88.3634,97.166,97.3958,UP,1
2018-03-13,100.6,100.44,88.4108,98.346,97.556,DOWN,0
2018-03-14,98.58,100.88,88.4487,98.942,97.6912,DOWN,0
2018-03-15,97.36,99.05,88.4804,99.166,97.7576,DOWN,0
2018-03-16,96.61,97.43,88.5046,98.688,97.802,DOWN,0
2018-03-19,93.0,96.34,88.5039,97.23,97.7784,DOWN,0
2018-03-20,89.19,92.96,88.4819,94.948,97.6558,UP,1
2018-03-21,89.5,89.45,88.4628,93.132,97.5078,DOWN,0
2018-03-22,85.0,88.4,88.4294,90.66,97.2574,DOWN,0
2018-03-23,84.03,85.34,88.3899,88.144,96.9938,UP,1
2018-03-26,84.95,84.89,88.3568,86.534,96.73,DOWN,0
2018-03-27,84.01,84.93,88.3163,85.498,96.4302,UP,1
2018-03-28,85.11,84.45,88.2801,84.62,96.1414,UP,1
2018-03-29,86.21,85.13,88.2461,84.862,95.8396,DOWN,0
2018-04-02,82.67,86.1,88.19,84.59,95.4758,UP,1
2018-04-03,83.93,83.19,88.1374,84.386,95.1532,UP,1
2018-04-04,86.25,82.76,88.1061,84.834,94.825,UP,1
2018-04-05,87.38,85.6,88.0742,85.288,94.5164,DOWN,0
2018-04-06,85.41,86.29,88.035,85.128,94.1322,UP,1
2018-04-09,86.79,85.81,87.9909,85.952,93.7806,UP,1
2018-04-10,88.91,87.62,87.9536,86.948,93.4492,UP,1
2018-04-11,89.09,87.95,87.9199,87.516,93.1292,DOWN,0
2018-04-12,88.19,89.55,87.8809,87.678,92.8438,DOWN,0
2018-04-13,86.82,88.39,87.8374,87.96,92.5868,UP,1
2018-04-16,88.77,86.82,87.7993,88.356,92.3764,UP,1
2018-04-17,91.04,89.5,87.7757,88.782,92.2768,UP,1
2018-04-18,92.75,91.67,87.7668,89.514,92.2938,DOWN,0
2018-04-19,91.69,92.59,87.7518,90.214,92.2968,DOWN,0
2018-04-20,89.87,92.0,87.725,90.824,92.2098,UP,1
2018-04-23,90.74,90.15,87.7162,91.218,92.1936,DOWN,0
2018-04-24,90.14,91.4,87.6973,91.038,92.2126,UP,1
2018-04-25,91.43,89.92,87.692,90.774,92.2522,UP,1
2018-04-26,92.08,91.85,87.6915,90.852,92.1384,UP,1
2018-04-27,93.07,91.93,87.6908,91.492,92.0718,DOWN,0
2018-04-30,90.58,93.28,87.6794,91.46,91.9314,DOWN,0
2018-05-01,89.2,90.45,87.6606,91.272,91.7274,UP,1
2018-05-02,92.18,88.56,87.658,91.422,91.5722,DOWN,0
2018-05-03,85.37,89.25,87.628,90.08,91.3082,UP,1
2018-05-04,86.37,84.51,87.604,88.74,91.0932,DOWN,0
2018-05-07,84.69,86.45,87.5677,87.562,90.8186,DOWN,0
2018-05-08,84.69,84.58,87.533,86.66,90.5008,UP,1
2018-05-09,84.72,84.82,87.491,85.168,90.2424,UP,1
2018-05-10,85.53,85.41,87.4454,85.2,90.0498,UP,1
2018-05-11,86.88,85.6,87.4087,85.302,89.9214,UP,1
2018-05-14,87.28,87.43,87.3812,85.82,89.7878,DOWN,0
2018-05-15,85.67,86.6,87.3397,86.016,89.6032,UP,1
2018-05-16,85.99,85.93,87.3006,86.27,89.429,UP,1
2018-05-17,87.07,85.94,87.271,86.578,89.2584,DOWN,0
2018-05-18,84.77,86.84,87.2385,86.156,89.029,DOWN,0
2018-05-21,84.34,85.23,87.2517,85.568,88.7358,UP,1
2018-05-22,84.51,84.59,87.2701,85.336,88.4202,DOWN,0
2018-05-23,83.96,83.88,87.2869,84.93,88.0874,UP,1
2018-05-24,84.09,83.56,87.3057,84.334,87.7976,UP,1
2018-05-25,85.49,84.46,87.3342,84.478,87.5602,DOWN,0
2018-05-29,82.57,84.57,87.3527,84.124,87.2794,UP,1
2018-05-30,84.13,82.82,87.3732,84.048,87.102,DOWN,0
2018-05-31,82.14,84.43,87.3835,83.684,86.961,UP,1
2018-06-01,83.34,82.66,87.4002,83.534,86.8378,UP,1
2018-06-04,84.32,82.87,87.4216,83.3,86.8242,UP,1
2018-06-05,84.79,84.4,87.4459,83.744,86.8394,UP,1
2018-06-06,87.15,84.87,87.4887,84.348,86.8834,DOWN,0
2018-06-07,86.6,87.34,87.5315,85.24,86.9352,DOWN,0
2018-06-08,86.09,86.6,87.5658,85.79,86.9548,UP,1
2018-06-11,87.28,86.25,87.6115,86.382,86.9762,UP,1
2018-06-12,88.04,87.44,87.6597,87.032,87.0836,UP,1
2018-06-13,90.66,88.61,87.7225,87.734,87.2182,UP,1
2018-06-14,93.35,90.85,87.7959,89.084,87.3602,UP,1
2018-06-15,94.85,92.9,87.8773,90.836,87.5096,DOWN,0
2018-06-18,91.57,94.27,87.9435,91.694,87.6328,UP,1
2018-06-19,92.17,90.93,88.0031,92.52,87.7404,UP,1
2018-06-20,93.23,92.03,88.0681,93.034,87.8268,DOWN,0
2018-06-21,93.21,93.67,88.1357,93.006,87.9092,UP,1
2018-06-22,93.5,93.35,88.1996,92.736,88.0154,DOWN,0
2018-06-25,92.22,93.15,88.2479,92.866,88.1234,DOWN,0
2018-06-26,90.39,91.91,88.2873,92.51,88.1558,DOWN,0
2018-06-27,89.82,90.36,88.3145,91.828,88.1314,DOWN,0
2018-06-28,86.1,83.24,88.3255,90.406,87.9984,DOWN,0
2018-06-29,85.27,86.16,88.3302,88.76,87.87,UP,1
2018-07-02,85.72,84.8,88.3554,87.46,87.787,UP,1
2018-07-03,86.68,85.99,88.3808,86.718,87.7058,UP,1
2018-07-05,87.2,86.36,88.4134,86.194,87.647,UP,1
2018-07-06,87.97,87.61,88.4569,86.568,87.5778,UP,1
2018-07-09,88.25,88.3,88.5006,87.164,87.5012,DOWN,0
2018-07-10,88.14,88.94,88.5394,87.648,87.4026,DOWN,0
2018-07-11,87.14,87.11,88.5699,87.74,87.3338,DOWN,0
2018-07-12,86.8,87.76,88.599,87.66,87.2858,UP,1
2018-07-13,87.91,86.97,88.6285,87.648,87.2004,DOWN,0
2018-07-16,86.9,88.24,88.6509,87.378,87.231,DOWN,0
2018-07-17,86.82,86.67,88.68,87.114,87.24,DOWN,0
2018-07-18,86.33,86.85,88.6979,86.952,87.2728,DOWN,0
2018-07-19,85.56,86.26,88.7093,86.704,87.2902,DOWN,0
2018-07-20,84.7,84.78,88.7183,86.062,87.2898,UP,1
2018-07-23,84.75,84.72,88.7284,85.632,87.2742,DOWN,0
2018-07-24,83.93,84.85,88.7274,85.054,87.2152,UP,1
2018-07-25,84.77,84.23,88.7489,84.742,87.165,DOWN,0
2018-07-26,83.24,84.83,88.7734,84.278,87.1164,DOWN,0
2018-07-27,82.92,83.21,88.7902,83.922,87.055,DOWN,0
2018-07-30,82.91,83.11,88.8032,83.554,86.9718,DOWN,0
2018-07-31,81.83,83.21,88.8083,83.134,86.913,DOWN,0
2018-08-01,79.49,81.67,88.8086,82.078,86.816,DOWN,0
2018-08-02,78.98,78.0,88.8085,81.226,86.7054,UP,1
2018-08-03,80.97,78.98,88.8136,80.836,86.6456,UP,1
2018-08-06,82.14,80.25,88.8218,80.682,86.6066,UP,1
2018-08-07,83.44,82.01,88.828,81.004,86.5656,DOWN,0
2018-08-08,82.66,83.24,88.8253,81.638,86.5674,UP,1
2018-08-09,83.24,82.72,88.8288,82.49,86.5496,DOWN,0
2018-08-10,81.98,83.0,88.8295,82.692,86.5464,UP,1
2018-08-13,83.06,82.0,88.8337,82.876,86.5408,UP,1
2018-08-14,84.43,83.15,88.862,83.074,86.543,UP,1
2018-08-15,85.12,83.94,88.9057,83.566,86.5496,UP,1
2018-08-16,86.82,85.98,88.9551,84.282,86.543,UP,1
2018-08-17,87.72,86.38,89.009,85.43,86.5654,UP,1
2018-08-20,88.27,87.71,89.0672,86.472,86.609,DOWN,0
2018-08-21,87.99,88.35,89.141,87.184,86.6232,UP,1
2018-08-22,88.15,87.93,89.2078,87.79,86.6254,UP,1
2018-08-23,88.28,88.23,89.2749,88.082,86.5778,UP,1
2018-08-24,88.33,88.6,89.342,88.204,86.4774,UP,1
2018-08-27,88.46,88.63,89.4092,88.242,86.3496,UP,1
2018-08-28,88.87,88.81,89.4772,88.418,86.2956,UP,1
2018-08-29,89.26,88.67,89.5485,88.64,86.2374,UP,1
2018-08-30,90.06,88.9,89.6218,88.996,86.174,DOWN,0
2018-08-31,89.97,89.7,89.6947,89.324,86.1092,DOWN,0
2018-09-04,89.17,89.53,89.7529,89.466,86.0226,UP,1
2018-09-05,89.44,88.64,89.7985,89.58,85.967,DOWN,0
2018-09-06,88.38,89.61,89.8462,89.404,85.9268,UP,1
2018-09-07,88.64,88.3,89.9021,89.12,85.9032,DOWN,0
2018-09-10,88.33,88.71,89.9465,88.792,85.9478,DOWN,0
2018-09-11,84.1,87.25,89.96,87.778,85.9244,UP,1
2018-09-12,85.21,83.73,89.9799,86.932,85.9142,UP,1
2018-09-13,85.93,85.72,90.0039,86.442,85.8992,DOWN,0
2018-09-14,85.84,86.19,90.0174,85.882,85.872,UP,1
2018-09-17,86.76,86.02,90.0279,85.568,85.8478,UP,1
2018-09-18,87.33,86.56,90.0404,86.214,85.8294,UP,1
2018-09-19,89.39,87.45,90.0626,87.05,85.8544,UP,1
2018-09-20,91.06,89.79,90.0808,88.076,85.9328,DOWN,0
2018-09-21,90.13,91.16,90.102,88.934,85.9994,DOWN,0
2018-09-24,89.57,89.63,90.1199,89.496,86.0326,DOWN,0
2018-09-25,89.52,89.68,90.1379,89.934,86.085,UP,1
2018-09-26,90.31,89.61,90.1559,90.118,86.1548,UP,1
2018-09-27,91.15,90.34,90.1778,90.136,86.2512,UP,1
2018-09-28,92.22,91.12,90.1998,90.554,86.3844,UP,1
2018-10-01,92.79,92.75,90.2214,91.198,86.5462,DOWN,0
2018-10-02,91.4,92.51,90.2318,91.574,86.6792,DOWN,0
2018-10-03,91.03,92.05,90.2211,91.718,86.8212,UP,1
2018-10-04,91.04,91.36,90.2143,91.696,86.9466,DOWN,0
2018-10-05,90.58,91.01,90.1983,91.368,87.0934,UP,1
2018-10-08,91.29,90.6,90.186,91.068,87.2608,DOWN,0
2018-10-09,90.92,91.49,90.1757,90.972,87.421,DOWN,0
2018-10-10,90.84,91.05,90.1676,90.934,87.6012,DOWN,0
2018-10-11,87.31,90.53,90.1379,90.188,87.7576,UP,1
2018-10-12,88.48,88.25,90.1173,89.768,87.9476,UP,1
2018-10-15,89.54,88.07,90.102,89.418,88.119,UP,1
2018-10-16,92.57,90.03,90.1058,89.748,88.3276,UP,1
2018-10-17,93.76,92.77,90.1044,90.332,88.534,DOWN,0
2018-10-18,93.38,93.96,90.0993,91.546,88.7484,DOWN,0
2018-10-19,92.8,93.29,90.0924,92.41,88.9396,DOWN,0
2018-10-22,90.22,92.96,90.0669,92.546,89.1044,UP,1
2018-10-23,90.28,88.95,90.0338,92.088,89.2488,DOWN,0
2018-10-24,84.49,89.84,89.9687,90.234,89.25,UP,1
2018-10-25,85.72,84.63,89.9112,88.702,89.262,DOWN,0
2018-10-26,84.72,84.94,89.8441,87.086,89.22,UP,1
2018-10-29,85.99,85.91,89.7791,86.24,89.1854,UP,1
2018-10-30,87.61,86.34,89.7194,85.706,89.1722,UP,1
2018-10-31,88.0,88.01,89.6529,86.408,89.1724,UP,1
2018-11-01,90.92,88.44,89.6032,87.448,89.2278,DOWN,0
2018-11-02,88.57,91.71,89.5457,88.218,89.2336,DOWN,0
2018-11-05,88.56,89.17,89.4752,88.732,89.2382,DOWN,0
2018-11-06,84.0,83.5,89.3812,88.01,89.149,UP,1
2018-11-07,86.54,84.4,89.2908,87.718,89.1024,UP,1
2018-11-08,89.17,85.87,89.2148,87.368,89.1006,DOWN,0
2018-11-09,88.86,88.88,89.1317,87.426,89.0766,UP,1
2018-11-12,89.92,88.35,89.0558,87.698,89.0756,UP,1
2018-11-13,91.31,90.03,89.0001,89.16,89.1184,DOWN,0
2018-11-14,89.58,91.52,88.9496,89.768,89.1212,DOWN,0
2018-11-15,89.15,88.66,88.8989,89.764,89.1366,DOWN,0
2018-11-16,88.75,88.31,88.8626,89.742,89.1388,UP,1
2018-11-19,90.82,89.1,88.8572,89.922,89.1886,DOWN,0
2018-11-20,88.87,90.05,88.8438,89.434,89.284,DOWN,0
2018-11-21,87.43,88.52,88.8099,89.004,89.3284,UP,1
2018-11-23,87.66,87.18,88.7904,88.706,89.363,UP,1
2018-11-26,88.94,88.63,88.7892,88.744,89.425,UP,1
2018-11-27,89.63,88.89,88.7901,88.506,89.4824,UP,1
2018-11-28,91.24,89.7,88.7574,88.98,89.5606,DOWN,0
2018-11-29,90.5,90.89,88.7279,89.594,89.5828,DOWN,0
2018-11-30,88.9,90.68,88.6844,89.842,89.5396,UP,1
2018-12-03,89.02,88.98,88.6325,89.858,89.5174,DOWN,0
2018-12-04,87.61,88.6,88.5709,89.454,89.4782,DOWN,0
2018-12-06,85.98,86.99,88.5079,88.402,89.4074,DOWN,0
2018-12-07,84.32,85.54,88.4439,87.166,89.2876,DOWN,0
2018-12-10,83.55,84.42,88.3696,86.096,89.1356,DOWN,0
2018-12-11,82.48,84.39,88.2791,84.788,88.9408,UP,1
2018-12-12,83.22,83.08,88.207,83.91,88.7494,DOWN,0
2018-12-13,81.89,82.93,88.1406,83.092,88.5592,DOWN,0
2018-12-14,78.97,80.78,88.069,82.022,88.318,DOWN,0
2018-12-17,77.0,78.12,87.9842,80.712,88.0372,DOWN,0
2018-12-18,76.24,77.46,87.8909,79.464,87.7504,UP,1
2018-12-19,76.31,76.49,87.7989,78.082,87.4508,DOWN,0
2018-12-20,73.22,75.85,87.687,76.348,87.0968,DOWN,0
2018-12-21,71.98,73.21,87.5657,74.95,86.7196,DOWN,0
2018-12-24,70.76,71.97,87.4245,73.702,86.3886,UP,1
2018-12-26,73.04,70.9,87.2883,73.062,86.0798,UP,1
2018-12-27,73.53,72.23,87.1529,72.506,85.7596,UP,1
2018-12-28,73.96,73.9,87.0298,72.654,85.3874,UP,1
2018-12-31,74.4,74.09,86.915,73.138,85.0002,UP,1
2019-01-02,74.45,73.74,86.8042,73.876,84.6216,DOWN,0
2019-01-03,73.37,74.09,86.7061,73.942,84.233,UP,1
2019-01-04,74.22,73.66,86.6312,74.08,83.913,UP,1
2019-01-07,74.75,74.43,86.5575,74.238,83.6024,UP,1
2019-01-08,75.55,75.1,86.5102,74.468,83.4236,UP,1
2019-01-09,76.32,75.92,86.4717,74.842,83.2356,DOWN,0
2019-01-10,76.0,75.95,86.4269,75.368,83.0612,UP,1
2019-01-11,76.56,75.64,86.3897,75.836,82.8726,UP,1
2019-01-14,76.86,76.03,86.3484,76.258,82.6576,UP,1
2019-01-15,77.26,76.99,86.3037,76.6,82.4428,UP,1
2019-01-16,77.3,77.25,86.2768,76.796,82.1704,DOWN,0
2019-01-17,76.08,77.79,86.2376,76.812,81.9206,UP,1
2019-01-18,79.86,76.82,86.2056,77.472,81.7466,DOWN,0
2019-01-22,79.71,79.25,86.1673,78.042,81.6608,DOWN,0
2019-01-23,79.36,79.81,86.137,78.462,81.5172,DOWN,0
2019-01-24,78.7,79.3,86.0966,78.742,81.3078,UP,1
2019-01-25,79.66,79.21,86.0503,79.458,81.1238,UP,1
2019-01-28,80.12,79.47,86.0055,79.51,80.9278,DOWN,0
2019-01-29,79.54,80.04,85.9622,79.476,80.6924,DOWN,0
2019-01-30,78.53,79.73,85.9208,79.31,80.4714,UP,1
2019-01-31,83.37,80.48,85.8938,80.244,80.3558,UP,1
2019-02-01,83.76,81.82,85.8574,81.064,80.256,UP,1
2019-02-04,84.45,83.75,85.8159,81.93,80.1286,UP,1
2019-02-05,85.77,84.75,85.7863,83.176,80.0666,UP,1
2019-02-06,86.64,85.42,85.7701,84.798,80.0508,DOWN,0
2019-02-07,85.8,86.8,85.7454,85.284,80.0136,DOWN,0
2019-02-08,84.31,85.3,85.7163,85.394,79.921,DOWN,0
2019-02-11,83.64,84.25,85.6773,85.232,79.8012,UP,1
2019-02-12,85.79,84.14,85.6459,85.236,79.6922,UP,1
2019-02-13,86.41,85.91,85.6126,85.19,79.6104,UP,1
2019-02-14,86.45,86.02,85.5919,85.32,79.5614,UP,1
2019-02-15,86.66,86.7,85.5792,85.79,79.5142,UP,1
2019-02-19,86.85,86.4,85.5526,86.432,79.499,DOWN,0
2019-02-20,86.33,86.19,85.5574,86.54,79.506,DOWN,0
2019-02-21,84.98,86.35,85.5504,86.254,79.5192,UP,1
2019-02-22,85.67,85.39,85.5553,86.098,79.5616,DOWN,0
2019-02-25,84.67,86.3,85.5552,85.7,79.6054,DOWN,0
2019-02-26,83.92,84.8,85.5512,85.114,79.6194,DOWN,0
2019-02-27,82.79,83.67,85.5375,84.406,79.6374,UP,1
2019-02-28,83.3,82.86,85.5196,84.07,79.724,DOWN,0
2019-03-01,82.98,83.71,85.4981,83.532,79.8436,DOWN,0
2019-03-04,80.48,83.01,85.4722,82.694,79.9284,DOWN,0
2019-03-05,79.66,80.7,85.4405,81.842,79.9954,DOWN,0
2019-03-06,76.63,79.63,85.3883,80.61,80.0636,DOWN,0
2019-03-07,76.33,77.02,85.3461,79.216,80.1506,UP,1
2019-03-08,76.41,75.81,85.3065,77.902,80.2636,UP,1
2019-03-11,77.95,76.52,85.2737,77.396,80.3618,UP,1
2019-03-12,78.42,78.1,85.246,77.148,80.4596,UP,1
2019-03-13,79.79,79.04,85.2245,77.78,80.5762,DOWN,0
2019-03-14,79.51,79.62,85.1946,78.416,80.6784,UP,1
2019-03-15,80.18,79.49,85.1826,79.17,80.793,UP,1
2019-03-18,80.39,80.49,85.1639,79.658,80.9334,UP,1
2019-03-19,81.07,80.49,85.1586,80.188,81.0704,DOWN,0
2019-03-20,79.27,80.89,85.1382,80.084,81.1608,UP,1
2019-03-21,80.36,79.0,85.1184,80.254,81.257,DOWN,0
2019-03-22,78.77,80.14,85.0883,79.972,81.306,DOWN,0
2019-03-25,77.1,78.77,85.0381,79.314,81.328,DOWN,0
2019-03-26,76.56,77.56,84.9879,78.412,81.328,DOWN,0
2019-03-27,76.5,76.36,84.9399,77.858,81.3208,UP,1
2019-03-28,77.89,77.05,84.893,77.364,81.3334,UP,1
2019-03-29,79.52,78.31,84.8504,77.514,81.3778,DOWN,0
2019-04-01,79.09,80.04,84.7925,77.912,81.438,DOWN,0
2019-04-02,74.49,76.88,84.6982,77.498,81.3306,UP,1
2019-04-03,75.05,75.07,84.5992,77.208,81.2374,UP,1
2019-04-04,75.97,75.27,84.5212,76.824,81.1696,UP,1
2019-04-05,77.27,76.37,84.4467,76.374,81.141,UP,1
2019-04-08,78.12,77.1,84.3712,76.18,81.1102,DOWN,0
2019-04-09,77.43,77.72,84.2923,76.768,81.0564,DOWN,0
2019-04-10,74.0,75.35,84.1948,76.558,80.9456,UP,1
2019-04-11,74.18,74.51,84.1046,76.2,80.8586,UP,1
2019-04-12,74.74,74.58,84.0263,75.694,80.686,UP,1
2019-04-15,76.11,75.06,83.9578,75.292,80.533,DOWN,0
2019-04-16,75.35,76.29,83.904,74.876,80.351,DOWN,0
2019-04-17,72.3,75.59,83.8392,74.536,80.0816,UP,1
2019-04-18,72.45,72.3,83.7728,74.19,79.7978,DOWN,0
2019-04-22,71.06,72.43,83.6947,73.454,79.503,UP,1
2019-04-23,73.43,71.2,83.6259,72.918,79.2854,UP,1
2019-04-24,74.09,73.61,83.5565,72.666,79.0944,DOWN,0
2019-04-25,73.72,73.83,83.4838,72.95,78.853,UP,1
2019-04-26,74.05,74.09,83.4134,73.27,78.6058,UP,1
2019-04-29,74.51,74.03,83.3502,73.96,78.367,UP,1
2019-04-30,74.76,74.8,83.29,74.226,78.129,DOWN,0
2019-05-01,73.39,75.13,83.2174,74.086,77.8598,UP,1
2019-05-02,77.06,75.52,83.1682,74.754,77.6744,UP,1
2019-05-03,79.14,77.98,83.1298,75.772,77.5576,DOWN,0
2019-05-06,78.31,78.13,83.0897,76.532,77.4104,DOWN,0
2019-05-07,77.46,77.61,83.0492,77.072,77.2662,UP,1
2019-05-08,78.72,77.84,83.0193,78.138,77.1622,UP,1
2019-05-09,79.18,77.73,82.9915,78.562,77.09,DOWN,0
2019-05-10,77.47,78.9,82.9592,78.228,76.9734,DOWN,0
2019-05-13,75.68,76.04,82.9137,77.702,76.8274,UP,1
2019-05-14,76.69,75.94,82.881,77.548,76.7516,UP,1
2019-05-15,77.86,76.29,82.8557,77.376,76.7156,DOWN,0
2019-05-16,77.59,77.84,82.8291,77.058,76.7348,UP,1
2019-05-17,77.73,76.84,82.8086,77.11,76.7628,UP,1
2019-05-20,79.23,77.08,82.8073,77.82,76.8192,UP,1
2019-05-21,80.57,79.78,82.8152,78.596,76.8716,UP,1
2019-05-22,81.8,80.47,82.8194,79.384,76.9392,DOWN,0
2019-05-23,80.44,81.16,82.8109,79.954,76.9522,UP,1
2019-05-24,80.68,80.44,82.7971,80.544,76.9756,UP,1
2019-05-28,80.89,80.57,82.7882,80.876,76.9898,DOWN,0
2019-05-29,78.35,80.53,82.7638,80.432,76.949,DOWN,0
2019-05-30,78.32,78.35,82.7455,79.736,76.894,DOWN,0
2019-05-31,77.86,77.55,82.7195,79.22,76.8658,UP,1
2019-06-03,80.37,78.12,82.6992,79.158,76.866,UP,1
2019-06-04,82.21,81.29,82.6846,79.422,76.9348,DOWN,0
2019-06-05,81.65,82.86,82.6588,80.082,77.0258,UP,1
2019-06-06,81.75,81.55,82.6289,80.768,77.1296,UP,1
2019-06-07,83.48,82.33,82.605,81.892,77.2692,UP,1
2019-06-10,84.77,83.63,82.5889,82.772,77.4068,DOWN,0
2019-06-11,84.72,85.0,82.5717,83.274,77.5108,UP,1
2019-06-12,85.38,84.67,82.5572,84.02,77.6366,UP,1
2019-06-13,86.44,85.6,82.5478,84.958,77.8756,DOWN,0
2019-06-14,85.05,86.7,82.5307,85.272,78.0756,UP,1
2019-06-17,85.34,85.46,82.5131,85.386,78.263,UP,1
2019-06-18,85.45,85.94,82.494,85.532,78.4266,UP,1
2019-06-19,86.06,85.74,82.474,85.668,78.5854,DOWN,0
2019-06-20,85.56,86.97,82.452,85.492,78.748,DOWN,0
2019-06-21,84.46,85.38,82.4284,85.374,78.9572,DOWN,0
2019-06-24,83.52,84.6,82.3988,85.01,79.144,UP,1
2019-06-25,84.28,83.87,82.3783,84.776,79.3348,DOWN,0
2019-06-26,83.78,84.35,82.354,84.32,79.4882,UP,1
2019-06-27,85.63,84.39,82.3405,84.334,79.6938,DOWN,0
2019-06-28,85.26,85.83,82.3463,84.494,79.953,UP,1
2019-07-01,85.59,85.78,82.3482,84.908,80.2158,DOWN,0
2019-07-02,85.46,85.59,82.3459,85.144,80.5038,UP,1
2019-07-03,87.59,86.11,82.3546,85.906,80.787,UP,1
2019-07-05,87.97,87.4,82.3607,86.374,81.0646,DOWN,0
2019-07-08,87.83,87.62,82.3632,86.888,81.3468,UP,1
2019-07-09,88.23,87.42,82.3574,87.416,81.6304,UP,1
2019-07-10,89.3,88.83,82.3486,88.184,81.9262,UP,1
2019-07-11,90.53,91.76,82.3506,88.772,82.2416,DOWN,0
2019-07-12,89.85,90.4,82.352,89.148,82.5708,UP,1
2019-07-15,89.93,90.01,82.354,89.568,82.8282,DOWN,0
2019-07-16,89.0,89.87,82.3475,89.722,83.0254,DOWN,0
2019-07-17,85.46,88.39,82.319,88.954,83.1684,UP,1
2019-07-18,86.76,85.48,82.2917,88.2,83.3544,DOWN,0
2019-07-19,85.52,86.64,82.2554,87.334,83.4904,DOWN,0
2019-07-22,85.05,85.85,82.2236,86.358,83.6078,UP,1
2019-07-23,85.81,85.27,82.1975,85.72,83.7746,UP,1
2019-07-24,86.89,86.01,82.1768,86.006,83.9988,DOWN,0
2019-07-25,85.93,87.23,82.1535,85.84,84.1836,UP,1
2019-07-26,86.12,86.26,82.1277,85.96,84.3488,UP,1
2019-07-29,87.23,86.11,82.1092,86.396,84.5416,UP,1
2019-07-30,88.72,86.5,82.0986,86.978,84.7614,DOWN,0
2019-07-31,87.15,88.72,82.0978,87.03,84.9198,UP,1
2019-08-01,91.7,90.88,82.1139,88.184,85.1424,DOWN,0
2019-08-02,90.44,91.95,82.1184,89.048,85.3152,DOWN,0
2019-08-05,88.7,89.58,82.0991,89.342,85.4804,DOWN,0
2019-08-06,84.11,89.3,82.0508,88.42,85.549,UP,1
2019-08-07,85.85,83.78,82.0132,88.16,85.6482,UP,1
2019-08-08,87.89,85.8,81.9886,87.398,85.839,DOWN,0
2019-08-09,87.45,87.94,81.9748,86.8,86.0216,DOWN,0
2019-08-12,87.38,87.37,81.9603,86.536,86.212,UP,1
2019-08-13,89.26,87.61,81.9841,87.566,86.3898,DOWN,0
2019-08-14,86.34,88.48,81.9872,87.664,86.4724,DOWN,0
2019-08-15,85.97,86.43,81.9935,87.28,86.5588,UP,1
2019-08-16,87.34,86.15,82.0002,87.258,86.6706,UP,1
2019-08-19,87.75,88.21,82.0009,87.332,86.756,DOWN,0
2019-08-20,86.3,88.04,81.9924,86.74,86.7866,UP,1
2019-08-21,86.32,86.44,81.9694,86.736,86.8186,DOWN,0
2019-08-22,85.55,86.56,81.9543,86.652,86.822,DOWN,0
2019-08-23,83.54,85.46,81.9292,85.892,86.764,UP,1
2019-08-26,85.9,84.41,81.9387,85.522,86.781,DOWN,0
2019-08-27,81.28,85.94,81.9124,84.518,86.6998,DOWN,0
2019-08-28,81.01,81.03,81.8716,83.456,86.611,UP,1
2019-08-29,81.91,81.83,81.8369,82.728,86.528,UP,1
2019-08-30,82.27,82.3,81.7986,82.474,86.4622,UP,1
2019-09-03,84.04,81.87,81.7623,82.102,86.4538,UP,1
2019-09-04,85.18,84.36,81.7403,82.882,86.487,UP,1
2019-09-05,86.04,86.29,81.7247,83.888,86.5222,UP,1
2019-09-06,86.32,86.12,81.7126,84.77,86.573,UP,1
2019-09-09,87.13,86.31,81.6941,85.742,86.603,DOWN,0
2019-09-10,85.88,86.46,81.6792,86.11,86.6154,UP,1
2019-09-11,87.79,86.05,81.681,86.632,86.6594,DOWN,0
2019-09-12,84.64,87.88,81.6659,86.352,86.643,DOWN,0
2019-09-13,83.42,85.19,81.6383,85.772,86.5596,UP,1
2019-09-16,83.79,82.68,81.6091,85.104,86.476,DOWN,0
2019-09-17,83.18,84.17,81.5688,84.564,86.383,DOWN,0
2019-09-18,83.0,83.28,81.5313,83.606,86.2784,UP,1
2019-09-19,84.63,83.25,81.5099,83.604,86.185,UP,1
2019-09-20,85.12,84.95,81.4904,83.944,86.0768,DOWN,0
2019-09-23,83.85,84.87,81.4716,83.956,85.9568,DOWN,0
2019-09-24,82.7,84.23,81.4552,83.86,85.8122,UP,1
2019-09-25,83.23,82.17,81.4498,83.906,85.6968,DOWN,0
2019-09-26,82.0,83.43,81.442,83.38,85.6276,DOWN,0
2019-09-27,80.94,82.33,81.4343,82.544,85.5112,UP,1
2019-09-30,82.33,81.0,81.4299,82.24,85.4474,DOWN,0
2019-10-01,82.12,82.48,81.431,82.124,85.3888,DOWN,0
2019-10-02,80.98,81.32,81.4411,81.674,85.2922,UP,1
2019-10-03,81.34,80.81,81.4628,81.542,85.1812,UP,1
2019-10-04,81.85,81.3,81.4908,81.724,85.0996,UP,1
