ticker,CRWD US Equity,CRWD US Equity,CRWD US Equity,CRWD US Equity,CRWD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2020-01-08,55.66,54.2,53.142,51.2629,,UP,1
2020-01-09,55.94,56.95,54.442,51.4227,,UP,1
2020-01-10,57.2,56.49,55.732,51.6107,,UP,1
2020-01-13,58.97,57.36,56.504,51.7612,,UP,1
2020-01-14,59.24,59.23,57.402,51.9478,,UP,1
2020-01-15,60.25,59.23,58.32,52.1828,,UP,1
2020-01-16,62.24,61.5,59.58,52.4346,,UP,1
2020-01-17,63.45,63.05,60.83,52.7296,,DOWN,0
2020-01-21,62.24,63.02,61.484,53.0178,,UP,1
2020-01-22,62.57,63.0,62.15,53.3592,,DOWN,0
2020-01-23,61.55,62.57,62.41,53.646,,DOWN,0
2020-01-24,59.25,62.0,61.812,53.907,,DOWN,0
2020-01-27,58.06,56.58,60.734,54.1272,,UP,1
2020-01-28,59.07,58.66,60.1,54.2686,,UP,1
2020-01-29,60.26,60.0,59.638,54.4192,,UP,1
2020-01-30,62.45,60.0,59.818,54.4732,,DOWN,0
2020-01-31,61.09,62.5,60.186,54.5536,,DOWN,0
2020-02-03,61.08,61.13,60.79,54.6552,,UP,1
2020-02-04,63.555,61.92,61.687,54.8287,,DOWN,0
2020-02-05,61.815,64.21,61.998,54.9896,,UP,1
2020-02-06,62.19,61.6,61.946,55.1494,,DOWN,0
2020-02-07,62.09,62.0,62.146,55.2744,,UP,1
2020-02-10,63.3,62.33,62.59,55.4288,,UP,1
2020-02-11,65.19,66.0,62.917,55.6068,,DOWN,0
2020-02-12,65.08,65.19,63.57,55.7484,,UP,1
2020-02-13,65.31,64.25,64.194,55.9544,,DOWN,0
2020-02-14,64.85,65.81,64.746,56.104,,UP,1
2020-02-18,66.04,65.0,65.294,56.3252,,DOWN,0
2020-02-19,66.03,66.63,65.462,56.5868,,DOWN,0
2020-02-20,63.38,65.7,65.122,56.8366,,DOWN,0
2020-02-21,60.93,62.58,64.246,57.0752,,DOWN,0
2020-02-24,58.08,56.4,62.892,57.2858,,DOWN,0
2020-02-25,57.74,59.5,61.232,57.486,,UP,1
2020-02-26,58.46,58.39,59.718,57.7092,,DOWN,0
2020-02-27,57.5,56.15,58.542,57.871,,UP,1
2020-02-28,59.64,55.6,58.284,58.0748,,DOWN,0
2020-03-02,59.13,60.2,58.494,58.2896,,DOWN,0
2020-03-03,56.48,59.61,58.242,58.4164,,UP,1
2020-03-04,57.2,57.18,57.99,58.571,,DOWN,0
2020-03-05,55.92,56.08,57.674,58.6996,,DOWN,0
2020-03-06,51.96,54.24,56.138,58.7818,,DOWN,0
2020-03-09,45.74,46.81,53.46,58.7416,,UP,1
2020-03-10,46.91,48.47,51.546,58.6792,,DOWN,0
2020-03-11,42.85,45.96,48.676,58.5578,,DOWN,0
2020-03-12,37.82,38.6,45.056,58.3136,,UP,1
2020-03-13,39.55,39.9,42.574,58.1072,,DOWN,0
2020-03-16,33.01,36.0,40.028,57.7786,,UP,1
2020-03-17,38.01,33.93,38.248,57.5238,,UP,1
2020-03-18,38.63,35.76,37.404,57.1942,,UP,1
2020-03-19,41.74,40.43,38.188,56.934,,UP,1
2020-03-20,49.01,49.955,40.08,56.801,,UP,1
2020-03-23,51.45,46.24,43.768,56.7112,,UP,1
2020-03-24,57.33,54.92,47.632,56.7138,,DOWN,0
2020-03-25,55.78,56.0,51.062,56.65,63.1522,UP,1
2020-03-26,58.64,55.84,54.442,56.638,63.2754,UP,1
2020-03-27,58.79,57.02,56.398,56.6088,63.2794,DOWN,0
2020-03-30,57.72,58.81,57.652,56.5184,63.2302,DOWN,0
2020-03-31,55.68,57.03,57.322,56.363,63.1878,DOWN,0
2020-04-01,54.58,54.0,57.082,56.2098,63.1106,UP,1
2020-04-02,56.69,54.51,56.692,56.0922,63.0116,UP,1
2020-04-03,57.82,55.85,56.498,56.0176,62.9146,UP,1
2020-04-06,59.07,59.08,56.768,56.014,62.8357,UP,1
2020-04-07,59.6,59.45,57.552,56.0448,62.7725,UP,1
2020-04-08,60.32,59.65,58.7,56.0698,62.7343,DOWN,0
2020-04-09,58.15,60.48,58.992,56.0276,62.7174,UP,1
2020-04-13,58.77,58.0,59.182,55.954,62.698,UP,1
2020-04-14,60.89,59.99,59.546,55.95,62.6861,UP,1
2020-04-15,61.82,59.34,59.99,55.9648,62.6537,UP,1
2020-04-16,63.45,62.0,60.616,55.9627,62.655,UP,1
2020-04-17,64.74,64.46,61.934,56.0212,62.6561,UP,1
2020-04-20,68.43,64.87,63.866,56.146,62.662,DOWN,0
2020-04-21,66.07,68.66,64.902,56.2256,62.6563,UP,1
2020-04-22,68.07,67.67,66.152,56.321,62.6621,UP,1
2020-04-23,68.91,68.06,67.244,56.3954,62.6644,UP,1
2020-04-24,72.0,69.0,68.696,56.5338,62.6527,UP,1
2020-04-27,73.6,73.0,69.73,56.6996,62.6663,DOWN,0
2020-04-28,70.13,74.0,70.542,56.8052,62.6495,DOWN,0
2020-04-29,69.28,71.0,70.784,56.87,62.6379,DOWN,0
2020-04-30,67.66,69.28,70.534,56.9026,62.6285,UP,1
2020-05-01,69.21,66.28,69.976,57.0192,62.6195,UP,1
2020-05-04,73.43,68.35,69.942,57.2692,62.6229,DOWN,0
2020-05-05,71.59,74.27,70.234,57.5394,62.5633,UP,1
2020-05-06,72.44,71.94,70.866,57.8334,62.4871,UP,1
2020-05-07,75.49,74.0,72.432,58.174,62.4308,UP,1
2020-05-08,76.7,76.55,73.93,58.558,62.377,DOWN,0
2020-05-11,76.23,77.05,74.49,58.8898,62.2968,DOWN,0
2020-05-12,76.15,77.0,75.402,59.2302,62.2131,UP,1
2020-05-13,76.57,77.86,76.228,59.632,62.1598,UP,1
2020-05-14,77.14,76.0,76.558,60.0308,62.0755,DOWN,0
2020-05-15,77.14,77.5,76.646,60.4552,62.0159,DOWN,0
2020-05-18,76.1,78.11,76.62,60.938,61.9387,UP,1
2020-05-19,78.55,76.53,77.1,61.5942,61.8914,UP,1
2020-05-20,80.97,80.72,77.98,62.2754,61.8689,DOWN,0
2020-05-21,80.6,81.62,78.672,63.0304,61.8457,UP,1
2020-05-22,82.22,81.0,79.688,63.9184,61.8357,DOWN,0
2020-05-26,79.35,83.39,80.338,64.7144,61.7742,DOWN,0
2020-05-27,77.99,79.0,80.226,65.614,61.6896,UP,1
2020-05-28,79.5,78.2,79.932,66.4438,61.6221,UP,1
2020-05-29,87.81,83.19,81.374,67.4274,61.5629,UP,1
2020-06-01,94.84,90.56,83.898,68.4894,61.567,DOWN,0
2020-06-02,92.25,96.59,86.478,69.3542,61.5599,UP,1
2020-06-03,98.1,99.98,90.5,70.2872,61.5702,DOWN,0
2020-06-04,95.98,94.23,93.796,71.0602,61.5531,DOWN,0
2020-06-05,93.93,92.73,95.02,71.8232,61.527,UP,1
2020-06-08,95.43,93.87,95.138,72.559,61.5212,DOWN,0
