ticker,PANW US Equity,PANW US Equity,PANW US Equity,PANW US Equity,PANW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-12-17,16.67,16.613,16.46,18.6716,,UP,1
2012-12-18,17.32,16.833,16.6647,18.5796,,UP,1
2012-12-19,17.363,17.333,16.854,18.5135,,DOWN,0
2012-12-20,17.26,17.497,17.042,18.4449,,UP,1
2012-12-21,18.22,17.09,17.3667,18.3963,,UP,1
2012-12-24,18.26,17.963,17.6847,18.3519,,DOWN,0
2012-12-26,17.763,18.22,17.7733,18.3007,,DOWN,0
2012-12-27,17.623,17.713,17.8253,18.2335,,DOWN,0
2012-12-28,17.543,17.42,17.882,18.1473,,UP,1
2012-12-31,17.84,17.623,17.806,18.067,,DOWN,0
2013-01-02,17.077,18.173,17.5693,17.9719,,DOWN,0
2013-01-03,16.45,17.273,17.3067,17.8882,,DOWN,0
2013-01-04,16.083,16.613,16.9987,17.8097,,DOWN,0
2013-01-07,15.743,16.037,16.6387,17.7246,,UP,1
2013-01-08,15.877,15.867,16.246,17.6438,,UP,1
2013-01-09,16.66,16.093,16.1627,17.5787,,UP,1
2013-01-10,16.867,16.727,16.246,17.529,,UP,1
2013-01-11,17.603,16.887,16.55,17.5057,,DOWN,0
2013-01-14,17.45,17.51,16.8913,17.4882,,UP,1
2013-01-15,18.023,17.327,17.3207,17.4741,,UP,1
2013-01-16,18.25,18.14,17.6387,17.4751,,DOWN,0
2013-01-17,18.163,18.32,17.898,17.4663,,UP,1
2013-01-18,18.453,18.707,18.068,17.4659,,DOWN,0
2013-01-22,18.417,18.463,18.2613,17.4749,,UP,1
2013-01-23,18.633,18.133,18.3833,17.5012,,UP,1
2013-01-24,18.673,18.573,18.468,17.528,,UP,1
2013-01-25,18.907,18.673,18.6167,17.5575,,UP,1
2013-01-28,19.147,18.87,18.7553,17.5858,,DOWN,0
2013-01-29,18.94,19.073,18.86,17.6153,,DOWN,0
2013-01-30,17.977,18.917,18.7287,17.6322,,UP,1
2013-01-31,18.453,18.41,18.6847,17.6463,,DOWN,0
2013-02-01,18.137,18.563,18.5307,17.6356,,DOWN,0
2013-02-04,17.783,18.407,18.258,17.6285,,UP,1
2013-02-05,17.943,17.803,18.0587,17.6177,,UP,1
2013-02-06,18.047,17.933,18.0727,17.6092,,UP,1
2013-02-07,18.053,18.01,17.9927,17.5977,,UP,1
2013-02-08,18.353,18.02,18.036,17.5912,,DOWN,0
2013-02-11,18.323,18.35,18.144,17.5938,,UP,1
2013-02-12,18.903,18.333,18.336,17.5994,,DOWN,0
2013-02-13,18.387,18.833,18.404,17.6043,,UP,1
2013-02-14,18.577,18.333,18.5087,17.6315,,DOWN,0
2013-02-15,18.4,18.693,18.518,17.6418,,UP,1
2013-02-19,18.5,18.53,18.5533,17.6645,,DOWN,0
2013-02-20,18.267,18.55,18.426,17.6878,,DOWN,0
2013-02-21,18.207,18.3,18.39,17.7099,,UP,1
2013-02-22,19.097,18.513,18.494,17.7663,,DOWN,0
2013-02-25,19.077,19.29,18.6293,17.8219,,DOWN,0
2013-02-26,18.997,19.0,18.7287,17.8735,,UP,1
2013-02-27,19.307,19.097,18.9367,17.9333,,UP,1
2013-02-28,20.377,19.32,19.3707,18.0089,,DOWN,0
2013-03-01,19.517,19.517,19.4547,18.0658,,DOWN,0
2013-03-04,18.667,18.753,19.3727,18.0927,,UP,1
2013-03-05,18.947,18.703,19.3627,18.1244,,DOWN,0
2013-03-06,18.793,18.987,19.26,18.1551,,UP,1
2013-03-07,18.797,19.033,18.944,18.1666,,DOWN,0
2013-03-08,18.65,18.813,18.7707,18.1744,,DOWN,0
2013-03-11,18.583,18.59,18.754,18.1908,,UP,1
2013-03-12,18.687,18.447,18.702,18.2121,,UP,1
2013-03-13,18.8,18.777,18.7033,18.2372,,UP,1
2013-03-14,18.86,19.117,18.716,18.2576,,DOWN,0
2013-03-15,18.763,18.75,18.7387,18.2913,,DOWN,0
2013-03-18,18.703,18.753,18.7627,18.3364,,DOWN,0
2013-03-19,18.66,18.677,18.7573,18.3879,,DOWN,0
2013-03-20,18.643,18.603,18.726,18.4459,,DOWN,0
2013-03-21,18.547,18.6,18.6633,18.4993,,DOWN,0
2013-03-22,18.173,18.577,18.5453,18.5296,,UP,1
2013-03-25,18.18,18.23,18.4407,18.5559,,DOWN,0
2013-03-26,17.993,18.243,18.3073,18.5637,,UP,1
2013-03-27,18.84,17.893,18.3467,18.5915,,UP,1
2013-03-28,18.867,18.813,18.4107,18.6083,,DOWN,0
2013-04-01,18.447,18.833,18.4653,18.6123,,DOWN,0
2013-04-02,18.293,18.417,18.488,18.6149,,DOWN,0
2013-04-03,17.883,18.25,18.466,18.6035,,DOWN,0
2013-04-04,17.677,17.877,18.2333,18.5887,,DOWN,0
2013-04-05,17.67,17.25,17.994,18.5694,,DOWN,0
2013-04-08,17.267,17.627,17.758,18.5413,,UP,1
2013-04-09,17.65,17.393,17.6293,18.5161,,UP,1
2013-04-10,18.237,17.867,17.7,18.4979,,DOWN,0
2013-04-11,18.053,17.727,17.7753,18.4802,,DOWN,0
2013-04-12,17.717,17.923,17.7847,18.475,,DOWN,0
2013-04-15,17.237,17.623,17.7787,18.4507,,UP,1
2013-04-16,17.517,17.34,17.752,18.4383,,DOWN,0
2013-04-17,17.313,17.297,17.5673,18.4289,,DOWN,0
2013-04-18,17.167,17.3,17.39,18.4133,,DOWN,0
2013-04-19,16.903,17.207,17.2273,18.3905,,UP,1
2013-04-22,17.127,17.047,17.2053,18.3719,,UP,1
2013-04-23,17.703,17.163,17.2427,18.3589,,UP,1
2013-04-24,18.003,17.583,17.3807,18.3525,,UP,1
2013-04-25,18.053,17.997,17.558,18.3355,,DOWN,0
2013-04-26,17.87,17.943,17.7513,18.3252,,UP,1
2013-04-29,18.023,17.913,17.9307,18.3141,,UP,1
2013-04-30,18.033,18.0,17.9967,18.3068,,DOWN,0
2013-05-01,17.227,17.963,17.8413,18.2813,,UP,1
2013-05-02,17.6,17.36,17.7507,18.268,,UP,1
2013-05-03,18.13,17.733,17.8027,18.2665,,DOWN,0
2013-05-06,17.96,18.107,17.79,18.2437,,DOWN,0
2013-05-07,17.573,17.953,17.698,18.2137,18.9707,DOWN,0
2013-05-08,16.553,17.617,17.5633,18.1648,18.9835,UP,1
2013-05-09,16.57,17.123,17.3573,18.1101,18.9778,UP,1
2013-05-10,16.577,16.61,17.0467,18.0341,18.9748,UP,1
2013-05-13,16.76,16.49,16.8067,17.9789,18.9661,UP,1
2013-05-14,17.42,16.8,16.776,17.954,18.9549,UP,1
2013-05-15,17.543,17.287,16.974,17.9259,18.9429,UP,1
2013-05-16,18.03,18.333,17.266,17.9107,18.938,UP,1
2013-05-17,18.81,18.243,17.7127,17.9109,18.9404,DOWN,0
2013-05-20,18.09,18.833,17.9787,17.8997,18.9356,DOWN,0
2013-05-21,17.543,18.023,18.0033,17.8789,18.9297,DOWN,0
2013-05-22,17.403,17.66,17.9753,17.8533,18.9249,DOWN,0
2013-05-23,17.37,17.167,17.8433,17.8247,18.9204,UP,1
2013-05-24,17.46,17.37,17.5733,17.7967,18.9164,UP,1
2013-05-28,17.927,17.713,17.5407,17.7799,18.9114,UP,1
2013-05-29,18.253,18.283,17.6827,17.7709,18.9011,DOWN,0
2013-05-30,18.13,18.333,17.828,17.7603,18.8895,DOWN,0
2013-05-31,16.173,15.867,17.5887,17.7109,18.8682,DOWN,0
2013-06-03,15.277,16.233,17.152,17.6455,18.84,DOWN,0
2013-06-04,14.687,15.273,16.504,17.5758,18.8138,UP,1
2013-06-05,14.803,14.567,15.814,17.5083,18.7833,UP,1
2013-06-06,15.0,14.737,15.188,17.4484,18.7474,UP,1
2013-06-07,15.4,15.07,15.0333,17.3796,18.7123,UP,1
2013-06-10,15.487,15.367,15.0753,17.312,18.6806,UP,1
2013-06-11,15.593,15.203,15.2567,17.2549,18.6514,DOWN,0
2013-06-12,15.197,15.663,15.3353,17.193,18.6219,DOWN,0
2013-06-13,15.07,15.097,15.3493,17.1367,18.5904,DOWN,0
2013-06-14,14.373,15.01,15.144,17.0707,18.5543,UP,1
2013-06-17,14.383,14.533,14.9233,17.0049,18.5201,DOWN,0
2013-06-18,13.867,14.037,14.578,16.9369,18.4829,UP,1
2013-06-19,14.02,13.843,14.3427,16.8643,18.4451,DOWN,0
2013-06-20,13.953,13.787,14.1193,16.7787,18.4092,DOWN,0
2013-06-21,13.683,14.047,13.9813,16.6913,18.3703,DOWN,0
2013-06-24,13.187,13.407,13.742,16.6007,18.3192,UP,1
2013-06-25,13.857,13.2,13.74,16.5331,18.2718,UP,1
2013-06-26,14.027,13.817,13.7413,16.4633,18.2229,UP,1
2013-06-27,14.793,14.17,13.9093,16.4129,18.179,DOWN,0
2013-06-28,14.053,14.663,13.9833,16.3506,18.1297,UP,1
2013-07-01,14.073,14.077,14.1607,16.294,18.0891,DOWN,0
2013-07-02,13.717,14.027,14.1327,16.2258,18.0495,UP,1
2013-07-03,14.3,13.68,14.1873,16.1577,18.0077,DOWN,0
2013-07-05,14.097,14.287,14.048,16.0796,17.9666,UP,1
2013-07-08,14.28,14.04,14.0933,16.0041,17.9248,UP,1
2013-07-09,14.363,14.32,14.1513,15.934,17.8813,UP,1
2013-07-10,14.74,14.433,14.356,15.8683,17.8417,UP,1
2013-07-11,15.59,15.02,14.614,15.8195,17.8112,DOWN,0
2013-07-12,15.477,15.557,14.89,15.7845,17.7819,UP,1
2013-07-15,15.603,15.613,15.1547,15.7445,17.7521,DOWN,0
2013-07-16,15.503,15.577,15.3827,15.692,17.7227,UP,1
2013-07-17,15.78,15.557,15.5907,15.6484,17.6962,UP,1
2013-07-18,16.23,15.947,15.7187,15.6215,17.6689,UP,1
2013-07-19,16.603,16.333,15.944,15.6225,17.6493,DOWN,0
2013-07-22,16.517,16.593,16.1267,15.6215,17.6309,DOWN,0
2013-07-23,16.18,16.95,16.262,15.6135,17.6084,DOWN,0
2013-07-24,16.18,16.303,16.342,15.6019,17.5796,UP,1
2013-07-25,16.62,16.267,16.42,15.5859,17.5531,DOWN,0
2013-07-26,16.43,16.5,16.3853,15.5637,17.5319,DOWN,0
2013-07-29,16.247,16.29,16.3313,15.528,17.5097,UP,1
2013-07-30,16.257,16.47,16.3467,15.4769,17.4877,UP,1
2013-07-31,16.313,16.233,16.3733,15.4414,17.4669,UP,1
2013-08-01,16.387,16.42,16.3267,15.4183,17.4472,UP,1
2013-08-02,16.437,16.39,16.328,15.3989,17.4244,UP,1
2013-08-05,16.68,16.557,16.4147,15.3851,17.3986,DOWN,0
2013-08-06,16.463,16.6,16.456,15.3652,17.3716,DOWN,0
2013-08-07,16.02,16.463,16.3973,15.3271,17.3426,UP,1
2013-08-08,16.503,16.14,16.4207,15.2921,17.3219,DOWN,0
2013-08-09,16.383,16.42,16.41,15.2571,17.3038,UP,1
2013-08-12,16.41,16.35,16.356,15.2619,17.2858,DOWN,0
2013-08-13,16.37,16.4,16.3373,15.2837,17.2681,UP,1
2013-08-14,16.61,16.433,16.4553,15.3222,17.2516,DOWN,0
2013-08-15,16.257,16.333,16.406,15.3513,17.2361,DOWN,0
2013-08-16,15.94,16.18,16.3173,15.3701,17.222,UP,1
2013-08-19,15.98,15.947,16.2313,15.3817,17.2102,DOWN,0
2013-08-20,15.957,15.937,16.1487,15.3911,17.1964,DOWN,0
2013-08-21,15.89,15.933,16.0047,15.397,17.1848,UP,1
2013-08-22,15.92,15.9,15.9373,15.4115,17.1714,DOWN,0
2013-08-23,15.9,15.917,15.9293,15.4281,17.1586,DOWN,0
2013-08-26,15.87,15.953,15.9073,15.458,17.1481,DOWN,0
2013-08-27,15.783,16.037,15.8727,15.486,17.1404,DOWN,0
2013-08-28,15.767,15.82,15.848,15.524,17.1326,UP,1
2013-08-29,15.91,15.833,15.846,15.5618,17.1249,UP,1
2013-08-30,16.007,16.007,15.8673,15.6029,17.1163,DOWN,0
2013-09-03,15.503,15.91,15.794,15.6393,17.1065,DOWN,0
2013-09-04,15.337,15.47,15.7047,15.6823,17.0975,DOWN,0
2013-09-05,15.173,15.267,15.586,15.7086,17.0847,DOWN,0
2013-09-06,14.933,15.19,15.3907,15.7267,17.066,UP,1
2013-09-09,15.613,14.937,15.312,15.7431,17.0533,UP,1
2013-09-10,15.98,16.563,15.4073,15.7817,17.0408,DOWN,0
2013-09-11,15.493,15.923,15.4387,15.8101,17.0259,UP,1
2013-09-12,15.757,15.487,15.5553,15.8509,17.0116,UP,1
2013-09-13,15.903,15.773,15.7493,15.8829,16.9977,DOWN,0
2013-09-16,15.827,16.0,15.792,15.9175,16.9859,UP,1
2013-09-17,16.02,15.69,15.8,15.9523,16.9729,DOWN,0
2013-09-18,15.847,15.9,15.8707,15.982,16.9614,UP,1
2013-09-19,15.993,15.907,15.918,16.0071,16.9553,UP,1
2013-09-20,16.33,15.993,16.0033,16.0219,16.9475,DOWN,0
2013-09-23,15.82,16.257,16.002,16.0287,16.9398,DOWN,0
2013-09-24,15.53,15.743,15.904,16.0273,16.9319,DOWN,0
2013-09-25,15.43,15.507,15.8207,16.0258,16.9235,UP,1
2013-09-26,15.537,15.49,15.7293,16.0209,16.9199,DOWN,0
2013-09-27,15.52,15.517,15.5673,16.0067,16.916,DOWN,0
2013-09-30,15.273,15.343,15.458,15.9801,16.9103,DOWN,0
2013-10-01,15.02,15.223,15.356,15.9502,16.9038,UP,1
2013-10-02,15.51,15.0,15.372,15.9368,16.8983,UP,1
2013-10-03,15.557,15.507,15.376,15.9243,16.8928,UP,1
2013-10-04,15.973,15.53,15.4667,15.9114,16.886,DOWN,0
2013-10-07,15.943,15.827,15.6007,15.9017,16.8789,DOWN,0
2013-10-08,15.44,15.963,15.6847,15.8855,16.8698,DOWN,0
2013-10-09,15.223,15.45,15.6273,15.8649,16.8548,DOWN,0
2013-10-10,15.11,15.35,15.538,15.8408,16.8391,UP,1
2013-10-11,15.187,15.02,15.3807,15.8168,16.8262,DOWN,0
2013-10-14,15.167,15.043,15.2253,15.7914,16.8139,DOWN,0
2013-10-15,14.643,15.14,15.066,15.7507,16.7994,DOWN,0
2013-10-16,14.39,14.65,14.8993,15.7092,16.7822,UP,1
2013-10-17,14.423,14.38,14.762,15.6773,16.7689,DOWN,0
2013-10-18,14.417,14.533,14.608,15.6355,16.7587,UP,1
2013-10-21,14.65,14.493,14.5047,15.6009,16.7516,DOWN,0
2013-10-22,14.457,14.657,14.4673,15.5618,16.7451,UP,1
2013-10-23,14.64,14.333,14.5173,15.5272,16.739,UP,1
2013-10-24,14.9,14.783,14.6127,15.493,16.7302,DOWN,0
2013-10-25,14.617,14.957,14.6527,15.4602,16.7189,DOWN,0
2013-10-28,14.24,14.657,14.5707,15.4262,16.7021,UP,1
2013-10-29,14.5,14.397,14.5793,15.3966,16.6873,DOWN,0
2013-10-30,14.35,14.54,14.5213,15.3645,16.669,DOWN,0
2013-10-31,14.053,14.303,14.352,15.3277,16.648,DOWN,0
2013-11-01,13.977,14.04,14.224,15.2889,16.6271,UP,1
2013-11-04,14.147,14.0,14.2053,15.2538,16.6055,DOWN,0
2013-11-05,13.843,14.163,14.074,15.2133,16.5827,UP,1
2013-11-06,13.937,13.947,13.9913,15.1763,16.5592,DOWN,0
2013-11-07,13.763,14.023,13.9333,15.1363,16.5346,DOWN,0
2013-11-08,13.663,13.853,13.8707,15.0913,16.5084,UP,1
2013-11-11,13.957,13.617,13.8327,15.0503,16.4825,DOWN,0
2013-11-12,13.76,13.957,13.816,15.0155,16.4566,UP,1
2013-11-13,13.817,13.667,13.792,14.9851,16.4358,UP,1
2013-11-14,14.067,13.773,13.8527,14.9629,16.4138,UP,1
2013-11-15,15.237,14.053,14.1673,14.969,16.3993,DOWN,0
2013-11-18,14.817,15.243,14.3393,14.9531,16.3845,DOWN,0
2013-11-19,14.637,14.75,14.5147,14.9262,16.368,UP,1
2013-11-20,14.66,14.78,14.6833,14.9095,16.351,UP,1
2013-11-21,14.973,14.653,14.8647,14.8939,16.3356,UP,1
2013-11-22,15.1,14.987,14.8373,14.8778,16.3194,UP,1
2013-11-25,15.367,15.203,14.9473,14.8686,16.3046,UP,1
2013-11-26,16.497,16.743,15.3193,14.8781,16.2925,UP,1
2013-11-27,16.623,16.473,15.712,14.8937,16.2837,UP,1
2013-11-29,16.65,16.75,16.0473,14.9068,16.2741,DOWN,0
2013-12-02,16.497,16.377,16.3267,14.9101,16.2646,DOWN,0
2013-12-03,16.283,16.313,16.51,14.9194,16.2535,UP,1
2013-12-04,16.66,16.267,16.5427,14.942,16.2455,DOWN,0
2013-12-05,16.62,16.57,16.542,14.9658,16.2375,UP,1
2013-12-06,17.257,16.667,16.6633,15.0002,16.2283,UP,1
2013-12-09,17.397,17.257,16.8433,15.0377,16.2199,DOWN,0
2013-12-10,17.333,17.377,17.0533,15.0789,16.2116,DOWN,0
2013-12-11,17.21,17.293,17.1633,15.1227,16.2011,UP,1
2013-12-12,17.363,17.23,17.312,15.1598,16.1861,UP,1
2013-12-13,17.98,17.363,17.4567,15.2083,16.1784,UP,1
2013-12-16,18.243,17.937,17.626,15.2537,16.1763,UP,1
2013-12-17,18.613,18.197,17.882,15.3071,16.1746,UP,1
2013-12-18,18.893,18.583,18.2187,15.3761,16.1751,UP,1
2013-12-19,19.167,18.763,18.5793,15.455,16.1769,DOWN,0
2013-12-20,18.82,19.047,18.7473,15.5292,16.1778,UP,1
2013-12-23,18.847,18.813,18.868,15.6024,16.1791,UP,1
2013-12-24,18.95,18.887,18.9353,15.6781,16.1804,DOWN,0
2013-12-26,18.733,19.04,18.9033,15.7599,16.1801,UP,1
2013-12-27,19.267,18.667,18.9233,15.8574,16.1821,DOWN,0
2013-12-30,19.163,19.203,18.992,15.9522,16.1841,DOWN,0
2013-12-31,19.157,19.123,19.054,16.047,16.1864,DOWN,0
2014-01-02,18.553,18.903,18.9747,16.1251,16.1859,UP,1
2014-01-03,19.147,18.723,19.0573,16.2189,16.1884,UP,1
2014-01-06,19.28,19.093,19.06,16.3117,16.192,UP,1
2014-01-07,19.997,19.877,19.2267,16.4136,16.2012,UP,1
2014-01-08,20.017,19.88,19.3987,16.5216,16.2103,UP,1
2014-01-09,20.213,20.02,19.7307,16.6411,16.2214,UP,1
2014-01-10,20.217,20.217,19.9447,16.7554,16.2283,DOWN,0
2014-01-13,19.69,20.083,20.0267,16.8622,16.2324,UP,1
2014-01-14,20.207,19.733,20.0687,16.9853,16.2412,UP,1
2014-01-15,20.967,20.243,20.2587,17.1251,16.2546,UP,1
2014-01-16,21.223,20.973,20.4607,17.2666,16.2713,DOWN,0
2014-01-17,20.96,21.267,20.6093,17.4089,16.2877,DOWN,0
2014-01-21,20.49,20.937,20.7693,17.54,16.3018,UP,1
2014-01-22,20.673,20.6,20.8627,17.6782,16.3189,DOWN,0
2014-01-23,20.593,21.03,20.788,17.8168,16.3336,DOWN,0
2014-01-24,20.133,20.573,20.57,17.9403,16.3431,DOWN,0
2014-01-27,19.9,20.09,20.358,18.0631,16.3523,UP,1
2014-01-28,20.48,20.033,20.356,18.1964,16.3661,DOWN,0
2014-01-29,19.893,20.4,20.2,18.3129,16.3794,UP,1
2014-01-30,20.707,19.88,20.2227,18.4223,16.3953,DOWN,0
2014-01-31,19.817,20.543,20.1593,18.5223,16.4079,DOWN,0
2014-02-03,19.237,20.36,20.0267,18.6143,16.4182,UP,1
2014-02-04,20.063,19.533,19.9433,18.7224,16.434,DOWN,0
2014-02-05,19.983,20.157,19.9613,18.8226,16.4483,UP,1
2014-02-06,22.313,20.033,20.2827,18.9669,16.4713,DOWN,0
2014-02-07,21.92,22.377,20.7033,19.0979,16.4909,UP,1
2014-02-10,22.587,21.917,21.3733,19.2197,16.5136,UP,1
2014-02-11,22.963,22.667,21.9533,19.3465,16.5391,DOWN,0
2014-02-12,22.923,22.47,22.5413,19.472,16.5636,UP,1
2014-02-13,24.157,22.933,22.91,19.6252,16.5942,UP,1
2014-02-14,24.267,24.23,23.3793,19.7849,16.6294,UP,1
2014-02-18,24.553,24.333,23.7727,19.9427,16.6641,DOWN,0
2014-02-19,23.967,24.443,23.9733,20.0897,16.6933,UP,1
2014-02-20,24.38,24.117,24.2647,20.2321,16.7254,UP,1
2014-02-21,24.54,24.467,24.3413,20.375,16.7603,UP,1
2014-02-24,25.593,26.167,24.6067,20.5402,16.8055,DOWN,0
2014-02-25,24.983,25.56,24.6927,20.6957,16.8475,UP,1
2014-02-26,25.353,24.55,24.97,20.8555,16.8914,DOWN,0
2014-02-27,24.163,25.103,24.9267,20.9791,16.9284,DOWN,0
2014-02-28,23.717,24.233,24.762,21.0886,16.9599,DOWN,0
2014-03-03,22.6,23.263,24.1633,21.1683,16.9852,UP,1
2014-03-04,23.543,23.14,23.8753,21.2613,17.0127,DOWN,0
2014-03-05,23.133,22.913,23.4313,21.3407,17.0344,UP,1
2014-03-06,23.15,23.103,23.2287,21.4273,17.0597,UP,1
2014-03-07,25.707,23.38,23.6267,21.5645,17.1005,UP,1
2014-03-10,26.087,25.603,24.324,21.7072,17.1439,DOWN,0
2014-03-11,25.72,26.123,24.7593,21.8469,17.1856,UP,1
2014-03-12,25.973,25.4,25.3273,21.9811,17.2282,DOWN,0
2014-03-13,25.48,25.96,25.7933,22.1074,17.266,UP,1
2014-03-14,25.597,25.403,25.7713,22.2362,17.3027,UP,1
2014-03-17,26.17,25.853,25.788,22.3885,17.3429,UP,1
2014-03-18,26.607,26.083,25.9653,22.5377,17.3951,DOWN,0
2014-03-19,26.22,26.597,26.0147,22.6765,17.4498,DOWN,0
2014-03-20,26.173,26.22,26.1533,22.8001,17.5072,DOWN,0
2014-03-21,25.52,26.437,26.138,22.9101,17.5608,DOWN,0
2014-03-24,24.377,25.8,25.7793,22.9934,17.6077,DOWN,0
2014-03-25,24.23,25.0,25.304,23.0737,17.6518,DOWN,0
2014-03-26,23.127,24.587,24.6853,23.1424,17.69,UP,1
2014-03-27,23.75,23.197,24.2007,23.2133,17.7308,DOWN,0
2014-03-28,23.253,23.573,23.7473,23.259,17.7711,DOWN,0
2014-03-31,22.867,23.55,23.4453,23.2919,17.8101,UP,1
2014-04-01,23.653,23.5,23.33,23.3457,17.8565,UP,1
2014-04-02,23.68,23.77,23.4407,23.4095,17.903,DOWN,0
2014-04-03,21.76,23.51,23.0427,23.4313,17.9424,DOWN,0
2014-04-04,21.02,21.947,22.596,23.4398,17.9774,DOWN,0
2014-04-07,20.077,20.853,22.038,23.4387,18.008,UP,1
2014-04-08,21.163,20.347,21.54,23.4639,18.0454,UP,1
2014-04-09,22.71,21.263,21.346,23.5085,18.0931,DOWN,0
2014-04-10,21.267,22.767,21.2473,23.536,18.1301,UP,1
2014-04-11,21.433,20.78,21.33,23.5505,18.1671,UP,1
2014-04-14,21.98,22.0,21.7107,23.5938,18.2031,UP,1
2014-04-15,22.787,22.093,22.0353,23.6648,18.2467,UP,1
2014-04-16,23.28,23.0,22.1493,23.7291,18.2928,UP,1
2014-04-17,23.32,23.267,22.56,23.7959,18.3408,DOWN,0
2014-04-21,22.793,23.35,22.832,23.8055,18.3833,UP,1
2014-04-22,23.73,22.613,23.182,23.8417,18.4314,DOWN,0
2014-04-23,23.017,23.637,23.228,23.8503,18.4751,DOWN,0
2014-04-24,22.67,23.497,23.106,23.8444,18.5166,DOWN,0
2014-04-25,22.053,22.62,22.8527,23.827,18.5532,DOWN,0
2014-04-28,21.44,22.2,22.582,23.7727,18.5825,UP,1
2014-04-29,21.453,21.343,22.1267,23.7164,18.6124,DOWN,0
2014-04-30,21.193,21.427,21.762,23.6492,18.6403,UP,1
2014-05-01,21.757,21.3,21.5793,23.605,18.6716,DOWN,0
2014-05-02,21.693,21.79,21.5073,23.5513,18.7011,UP,1
2014-05-05,22.34,21.407,21.6873,23.5073,18.7317,DOWN,0
2014-05-06,21.903,22.173,21.7773,23.4335,18.7582,DOWN,0
2014-05-07,19.997,21.35,21.538,23.3337,18.7756,DOWN,0
2014-05-08,19.87,19.833,21.1607,23.2241,18.794,DOWN,0
2014-05-09,19.503,19.78,20.7227,23.1309,18.8106,UP,1
2014-05-12,20.74,19.777,20.4027,23.0713,18.8312,DOWN,0
2014-05-13,20.627,20.75,20.1473,23.0319,18.8522,DOWN,0
2014-05-14,20.043,20.547,20.1567,22.9619,18.8712,DOWN,0
2014-05-15,19.87,20.143,20.1567,22.8966,18.8893,UP,1
2014-05-16,20.44,19.99,20.344,22.8424,18.9099,UP,1
2014-05-19,20.893,20.273,20.3747,22.7461,18.9324,UP,1
2014-05-20,21.007,21.0,20.4507,22.6445,18.9553,UP,1
2014-05-21,21.173,20.997,20.6767,22.5536,18.9778,UP,1
2014-05-22,22.213,21.153,21.1453,22.4784,19.0065,UP,1
2014-05-23,22.33,22.22,21.5233,22.4154,19.0381,UP,1
2014-05-27,23.203,22.817,21.9853,22.3675,19.0716,DOWN,0
2014-05-28,23.17,23.277,22.418,22.3075,19.1055,UP,1
2014-05-29,24.39,25.847,23.0613,22.2632,19.1454,UP,1
2014-05-30,24.97,24.467,23.6127,22.2382,19.1884,DOWN,0
2014-06-02,24.563,25.04,24.0593,22.206,19.2282,UP,1
2014-06-03,24.753,24.43,24.3693,22.1907,19.2706,UP,1
2014-06-04,25.113,24.633,24.758,22.2054,19.3165,UP,1
2014-06-05,25.667,25.37,25.0133,22.2341,19.3649,UP,1
2014-06-06,25.993,25.933,25.218,22.2915,19.4151,DOWN,0
2014-06-09,25.8,25.993,25.4653,22.3325,19.4647,UP,1
2014-06-10,26.047,25.743,25.724,22.3883,19.5153,UP,1
2014-06-11,26.067,25.76,25.9147,22.4523,19.5661,UP,1
2014-06-12,26.17,25.923,26.0153,22.5027,19.6176,UP,1
2014-06-13,26.267,26.08,26.07,22.5544,19.6701,UP,1
2014-06-16,26.877,26.187,26.2853,22.6567,19.7256,UP,1
2014-06-17,26.887,26.947,26.4533,22.7741,19.7805,DOWN,0
2014-06-18,26.833,27.037,26.6067,22.9092,19.8346,DOWN,0
2014-06-19,26.733,26.97,26.7193,23.0206,19.8908,UP,1
2014-06-20,26.747,26.693,26.8153,23.1013,19.9478,DOWN,0
2014-06-23,26.723,26.68,26.7847,23.2105,20.0056,DOWN,0
2014-06-24,26.257,26.58,26.6587,23.3069,20.0622,UP,1
2014-06-25,26.583,26.237,26.6087,23.399,20.117,UP,1
2014-06-26,26.96,26.98,26.654,23.4825,20.1719,UP,1
2014-06-27,27.07,26.943,26.7187,23.5583,20.2298,UP,1
2014-06-30,27.95,27.717,26.964,23.6509,20.2908,DOWN,0
2014-07-01,27.42,28.077,27.1967,23.7434,20.3484,DOWN,0
2014-07-02,27.29,27.79,27.338,23.8146,20.4057,UP,1
2014-07-03,27.407,27.347,27.4273,23.9024,20.4626,DOWN,0
2014-07-07,26.523,27.32,27.318,23.9795,20.516,DOWN,0
2014-07-08,25.12,26.503,26.752,24.0408,20.5617,UP,1
2014-07-09,25.387,25.2,26.3453,24.1197,20.6069,UP,1
2014-07-10,25.57,24.713,26.0013,24.2021,20.6557,UP,1
2014-07-11,25.64,25.46,25.648,24.291,20.7062,DOWN,0
2014-07-14,25.407,25.82,25.4247,24.364,20.7561,DOWN,0
2014-07-15,25.327,25.497,25.466,24.4367,20.8051,UP,1
2014-07-16,25.863,26.013,25.5613,24.5071,20.8568,DOWN,0
2014-07-17,25.753,25.8,25.598,24.5841,20.9092,UP,1
2014-07-18,26.403,25.77,25.7507,24.7123,20.9661,UP,1
2014-07-21,26.677,26.233,26.0047,24.8484,21.0219,UP,1
2014-07-22,27.25,26.727,26.3893,25.0033,21.0804,DOWN,0
2014-07-23,27.163,27.2,26.6493,25.1318,21.1363,UP,1
