ticker,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2006-06-13,27.75,27.78,28.388,31.7642,33.3549,UP,1
2006-06-14,28.02,27.65,28.19,31.636,33.3266,UP,1
2006-06-15,29.67,28.14,28.404,31.5432,33.3079,UP,1
2006-06-16,29.81,29.72,28.632,31.4496,33.2946,DOWN,0
2006-06-19,29.49,29.76,28.948,31.3344,33.2761,DOWN,0
2006-06-20,28.91,29.39,29.18,31.2056,33.2587,UP,1
2006-06-21,28.95,28.91,29.366,31.088,33.2444,DOWN,0
2006-06-22,28.66,28.88,29.164,30.9764,33.226,DOWN,0
2006-06-23,28.5,28.5,28.902,30.873,33.2021,UP,1
2006-06-26,28.51,28.66,28.706,30.7732,33.1803,DOWN,0
2006-06-27,27.82,28.51,28.488,30.651,33.1533,UP,1
2006-06-28,28.64,28.2,28.426,30.5254,33.1304,UP,1
2006-06-29,29.59,28.64,28.612,30.4254,33.1134,UP,1
2006-06-30,29.9,29.84,28.892,30.3192,33.1003,DOWN,0
2006-07-03,29.49,29.97,29.088,30.2076,33.0865,DOWN,0
2006-07-05,28.79,28.85,29.282,30.0794,33.0697,UP,1
2006-07-06,29.26,28.77,29.406,30.0074,33.0578,DOWN,0
2006-07-07,28.48,29.1,29.184,29.9224,33.0471,DOWN,0
2006-07-10,28.32,28.54,28.868,29.8352,33.0374,DOWN,0
2006-07-11,28.26,28.31,28.622,29.74,33.0206,DOWN,0
2006-07-12,27.61,28.31,28.386,29.6438,32.9966,DOWN,0
2006-07-13,27.38,27.3,28.01,29.535,32.972,DOWN,0
2006-07-14,26.43,27.35,27.6,29.3994,32.9406,DOWN,0
2006-07-17,26.21,26.33,27.178,29.263,32.9154,DOWN,0
2006-07-18,25.58,26.0,26.642,29.1374,32.8874,UP,1
2006-07-19,26.79,25.68,26.478,29.0348,32.8645,DOWN,0
2006-07-20,26.57,27.1,26.316,28.9278,32.8416,DOWN,0
2006-07-21,26.31,26.75,26.292,28.821,32.8191,UP,1
2006-07-24,27.23,26.5,26.496,28.7402,32.8018,UP,1
2006-07-25,27.93,27.27,26.966,28.6858,32.7854,DOWN,0
2006-07-26,27.31,27.76,27.07,28.6192,32.7652,UP,1
2006-07-27,27.56,27.69,27.268,28.5638,32.7486,UP,1
2006-07-28,28.14,27.9,27.634,28.5276,32.7366,UP,1
2006-07-31,28.71,29.2,27.93,28.4916,32.7355,UP,1
2006-08-01,29.5,28.72,28.244,28.481,32.7368,DOWN,0
2006-08-02,29.33,29.79,28.648,28.4792,32.7311,UP,1
2006-08-03,30.16,29.58,29.168,28.493,32.7279,DOWN,0
2006-08-04,30.02,30.58,29.544,28.5248,32.7254,DOWN,0
2006-08-07,29.84,29.85,29.77,28.5308,32.7162,DOWN,0
2006-08-08,29.81,29.87,29.832,28.529,32.7067,DOWN,0
2006-08-09,29.7,29.81,29.906,28.543,32.6939,UP,1
2006-08-10,30.14,29.52,29.902,28.5642,32.6884,DOWN,0
2006-08-11,29.99,30.0,29.896,28.564,32.6772,DOWN,0
2006-08-14,29.97,30.1,29.922,28.5654,32.6651,UP,1
2006-08-15,30.79,30.21,30.118,28.5878,32.6617,UP,1
2006-08-16,31.36,30.97,30.45,28.6276,32.6602,DOWN,0
2006-08-17,31.18,31.21,30.658,28.671,32.6552,UP,1
2006-08-18,31.3,31.18,30.92,28.725,32.6495,DOWN,0
2006-08-21,30.75,30.85,31.076,28.7666,32.6384,UP,1
2006-08-22,31.43,31.43,31.204,28.837,32.6257,DOWN,0
2006-08-23,30.56,31.4,31.044,28.8932,32.6074,DOWN,0
2006-08-24,29.28,29.39,30.664,28.9184,32.58,DOWN,0
2006-08-25,29.01,29.18,30.206,28.9052,32.5554,UP,1
2006-08-28,29.51,29.02,29.958,28.8992,32.5337,UP,1
2006-08-29,29.94,29.35,29.66,28.9082,32.5084,UP,1
2006-08-30,30.31,30.05,29.61,28.9362,32.4869,DOWN,0
2006-08-31,30.19,30.17,29.792,28.961,32.4659,UP,1
2006-09-01,30.91,30.54,30.172,29.006,32.4541,UP,1
2006-09-05,31.0,30.91,30.47,29.056,32.4396,DOWN,0
2006-09-06,30.63,30.86,30.608,29.0984,32.4216,UP,1
2006-09-07,30.81,30.45,30.708,29.1582,32.4035,UP,1
2006-09-08,31.88,30.82,31.046,29.223,32.3887,DOWN,0
2006-09-11,31.42,31.64,31.148,29.2596,32.3718,UP,1
2006-09-12,33.43,31.5,31.634,29.3302,32.3592,UP,1
2006-09-13,33.69,33.17,32.246,29.4142,32.3445,UP,1
2006-09-14,33.84,33.35,32.852,29.5152,32.3373,UP,1
2006-09-15,33.86,33.84,33.248,29.6072,32.3278,DOWN,0
2006-09-18,33.71,33.86,33.706,29.7118,32.3242,UP,1
2006-09-19,34.08,33.95,33.836,29.827,32.3186,UP,1
2006-09-20,34.62,34.25,34.022,29.9542,32.3165,DOWN,0
2006-09-21,34.0,34.58,34.054,30.082,32.3115,DOWN,0
2006-09-22,33.64,34.0,34.01,30.2072,32.3019,UP,1
2006-09-25,34.4,34.02,34.148,30.3666,32.2992,UP,1
2006-09-26,34.65,34.3,34.262,30.5354,32.2974,DOWN,0
2006-09-27,34.4,34.67,34.218,30.7118,32.2939,DOWN,0
2006-09-28,34.08,34.6,34.234,30.8576,32.2908,UP,1
2006-09-29,34.4,34.19,34.386,31.0142,32.2915,DOWN,0
2006-10-02,34.2,34.47,34.346,31.172,32.291,UP,1
2006-10-03,34.58,34.4,34.332,31.319,32.2924,UP,1
2006-10-04,35.5,34.59,34.552,31.4704,32.3005,UP,1
2006-10-05,36.1,35.65,34.956,31.6462,32.3154,DOWN,0
2006-10-06,35.35,36.1,35.146,31.802,32.324,UP,1
2006-10-09,35.44,35.0,35.394,31.948,32.3314,UP,1
2006-10-10,35.79,35.66,35.636,32.0896,32.3416,DOWN,0
2006-10-11,35.39,35.6,35.614,32.2074,32.3515,UP,1
2006-10-12,35.65,35.74,35.524,32.3338,32.3669,UP,1
2006-10-13,36.49,35.7,35.752,32.4604,32.381,UP,1
2006-10-16,36.78,36.5,36.02,32.5956,32.3971,DOWN,0
2006-10-17,36.31,36.7,36.124,32.725,32.4119,DOWN,0
2006-10-18,36.12,36.72,36.27,32.8512,32.426,DOWN,0
2006-10-19,35.36,35.92,36.212,32.9644,32.4393,DOWN,0
2006-10-20,35.27,35.43,35.968,33.067,32.4496,UP,1
2006-10-23,36.33,35.36,35.878,33.1938,32.4647,UP,1
2006-10-24,39.21,37.98,36.458,33.3786,32.4881,UP,1
2006-10-25,39.95,39.25,37.224,33.5618,32.5165,DOWN,0
2006-10-26,39.65,39.93,38.082,33.7276,32.547,DOWN,0
2006-10-27,39.01,39.24,38.83,33.8842,32.5782,UP,1
2006-10-30,40.0,39.01,39.564,34.0582,32.6123,DOWN,0
2006-10-31,39.64,40.0,39.65,34.236,32.6477,UP,1
2006-11-01,39.65,39.64,39.59,34.4004,32.6819,DOWN,0
2006-11-02,39.62,39.34,39.584,34.5816,32.7157,DOWN,0
2006-11-03,38.61,39.78,39.504,34.7682,32.75,UP,1
2006-11-06,39.35,39.0,39.374,34.975,32.7864,UP,1
2006-11-07,39.49,39.73,39.344,35.1746,32.8094,DOWN,0
2006-11-08,38.98,39.49,39.21,35.3554,32.8276,DOWN,0
2006-11-09,38.62,39.17,39.01,35.5216,32.8418,UP,1
2006-11-10,38.74,38.77,39.036,35.6926,32.856,UP,1
2006-11-13,39.25,38.9,39.016,35.8594,32.8714,UP,1
2006-11-14,40.4,39.25,39.198,36.0474,32.8937,UP,1
2006-11-15,42.2,40.75,39.842,36.2788,32.9234,UP,1
2006-11-16,42.34,42.65,40.586,36.5094,32.9526,DOWN,0
2006-11-17,42.04,41.97,41.246,36.7126,32.9819,DOWN,0
2006-11-20,41.8,42.04,41.756,36.9202,33.0074,UP,1
2006-11-21,42.2,41.9,42.116,37.0956,33.0398,UP,1
2006-11-22,42.66,42.1,42.208,37.275,33.0736,UP,1
2006-11-24,42.78,42.66,42.296,37.4538,33.1094,DOWN,0
2006-11-27,42.11,42.35,42.31,37.6188,33.1426,DOWN,0
2006-11-28,41.84,41.88,42.318,37.7814,33.1752,UP,1
2006-11-29,42.91,42.55,42.46,37.958,33.2115,UP,1
2006-11-30,43.21,42.95,42.57,38.1298,33.2503,DOWN,0
2006-12-01,42.63,43.31,42.54,38.3024,33.283,UP,1
2006-12-04,43.33,42.94,42.784,38.4962,33.3187,UP,1
2006-12-05,43.65,43.49,43.146,38.6812,33.3565,UP,1
2006-12-06,43.76,43.76,43.316,38.8634,33.3923,DOWN,0
2006-12-07,43.56,44.02,43.386,39.0466,33.429,DOWN,0
2006-12-08,43.13,43.75,43.486,39.2276,33.464,DOWN,0
2006-12-11,43.0,43.03,43.42,39.3996,33.4976,DOWN,0
2006-12-12,42.45,43.0,43.18,39.5646,33.5312,DOWN,0
2006-12-13,42.42,42.89,42.912,39.7214,33.5639,UP,1
2006-12-14,43.26,42.42,42.852,39.8766,33.599,DOWN,0
2006-12-15,43.03,43.28,42.832,40.0152,33.6336,DOWN,0
2006-12-18,42.03,43.35,42.638,40.1488,33.6657,UP,1
2006-12-19,43.05,41.86,42.758,40.301,33.7042,UP,1
2006-12-20,44.28,43.46,43.13,40.4708,33.7495,DOWN,0
2006-12-21,43.86,44.09,43.25,40.6402,33.7921,DOWN,0
2006-12-22,43.58,44.0,43.36,40.7988,33.8275,DOWN,0
2006-12-26,43.43,42.5,43.64,40.9376,33.8618,DOWN,0
2006-12-27,43.31,43.58,43.692,41.0682,33.8935,UP,1
2006-12-28,43.64,43.12,43.564,41.2148,33.9283,DOWN,0
2006-12-29,42.96,43.47,43.384,41.3516,33.9618,UP,1
2007-01-03,43.82,43.58,43.432,41.5208,34.0031,UP,1
2007-01-04,45.0,44.3,43.746,41.7154,34.0501,DOWN,0
2007-01-05,44.0,44.85,43.884,41.8688,34.0938,UP,1
2007-01-08,44.01,44.25,43.958,41.9648,34.1359,UP,1
2007-01-09,44.45,44.03,44.256,42.0548,34.1816,DOWN,0
2007-01-10,44.45,44.98,44.382,42.1508,34.2266,UP,1
2007-01-11,45.62,44.5,44.506,42.283,34.2798,UP,1
2007-01-12,45.82,45.5,44.87,42.3994,34.3372,UP,1
2007-01-16,46.34,46.2,45.336,42.5334,34.3943,DOWN,0
2007-01-17,45.86,46.36,45.618,42.6576,34.4489,DOWN,0
2007-01-18,45.05,45.23,45.738,42.7662,34.5013,DOWN,0
2007-01-19,45.0,45.15,45.614,42.894,34.5541,DOWN,0
2007-01-22,43.98,45.0,45.246,42.9866,34.6025,DOWN,0
2007-01-23,43.91,44.01,44.76,43.075,34.6496,UP,1
2007-01-24,44.8,43.52,44.548,43.1914,34.6973,DOWN,0
2007-01-25,43.82,44.93,44.302,43.2954,34.7397,UP,1
2007-01-26,43.84,44.11,44.07,43.3974,34.7847,UP,1
2007-01-29,44.52,43.88,44.178,43.5028,34.8361,UP,1
2007-01-30,44.82,44.65,44.36,43.5912,34.8919,UP,1
2007-01-31,45.86,44.94,44.572,43.6644,34.9537,UP,1
2007-02-01,46.76,46.45,45.16,43.7528,35.0178,UP,1
2007-02-02,47.11,46.91,45.814,43.8542,35.0788,DOWN,0
2007-02-05,46.56,47.11,46.222,43.9494,35.1386,UP,1
2007-02-06,47.05,46.84,46.668,44.0464,35.1978,UP,1
2007-02-07,47.44,47.06,46.984,44.142,35.2597,UP,1
2007-02-08,47.51,47.31,47.134,44.2366,35.3212,DOWN,0
2007-02-09,46.86,47.59,47.084,44.3316,35.3912,UP,1
2007-02-12,47.21,46.86,47.214,44.439,35.4636,UP,1
2007-02-13,48.25,47.29,47.454,44.5458,35.5415,UP,1
2007-02-14,49.38,48.25,47.842,44.6692,35.6233,DOWN,0
2007-02-15,49.29,49.25,48.198,44.8024,35.7076,UP,1
2007-02-16,49.98,49.29,48.822,44.9354,35.7934,UP,1
2007-02-20,50.83,50.0,49.546,45.079,35.8815,DOWN,0
2007-02-21,49.95,50.83,49.886,45.2028,35.9661,DOWN,0
2007-02-22,49.73,49.85,49.956,45.3262,36.0555,UP,1
2007-02-23,49.97,49.95,50.092,45.463,36.1457,DOWN,0
2007-02-26,48.93,50.3,49.882,45.5816,36.2308,DOWN,0
2007-02-27,46.01,47.3,48.918,45.6528,36.3026,UP,1
2007-02-28,47.19,46.12,48.366,45.7482,36.3822,UP,1
2007-03-01,48.18,47.0,48.056,45.8466,36.4698,DOWN,0
2007-03-02,47.66,48.18,47.594,45.9392,36.5549,DOWN,0
2007-03-05,46.67,47.25,47.142,46.032,36.6366,UP,1
2007-03-06,47.83,47.05,47.506,46.1276,36.726,UP,1
2007-03-07,48.22,47.83,47.712,46.2064,36.8146,UP,1
2007-03-08,49.16,48.75,47.908,46.3124,36.9102,UP,1
2007-03-09,49.32,49.84,48.24,46.4272,37.0097,UP,1
2007-03-12,50.0,49.5,48.906,46.5586,37.1124,DOWN,0
2007-03-13,48.74,49.93,49.088,46.6672,37.2139,UP,1
2007-03-14,48.8,48.27,49.204,46.7704,37.3102,UP,1
2007-03-15,49.17,48.8,49.206,46.8946,37.4066,DOWN,0
2007-03-16,48.77,49.2,49.096,46.9936,37.5054,UP,1
2007-03-19,49.35,49.13,48.966,47.0806,37.6068,UP,1
2007-03-20,50.0,49.49,49.218,47.2006,37.7068,UP,1
2007-03-21,50.23,50.0,49.504,47.325,37.8084,UP,1
2007-03-22,50.79,50.49,49.828,47.4518,37.914,UP,1
2007-03-23,50.96,50.79,50.266,47.582,38.022,DOWN,0
2007-03-26,50.89,51.83,50.574,47.6874,38.1314,DOWN,0
2007-03-27,50.65,50.88,50.704,47.784,38.2416,DOWN,0
2007-03-28,49.86,50.25,50.63,47.8544,38.3476,DOWN,0
2007-03-29,49.8,50.25,50.432,47.9332,38.457,UP,1
2007-03-30,50.05,49.99,50.25,48.0332,38.5685,UP,1
2007-04-02,50.19,50.08,50.11,48.137,38.6794,UP,1
2007-04-03,50.97,50.31,50.174,48.2768,38.7859,UP,1
2007-04-04,51.64,51.04,50.53,48.4314,38.895,DOWN,0
2007-04-05,51.4,51.75,50.85,48.5634,39.0046,DOWN,0
2007-04-09,51.3,51.61,51.1,48.713,39.1165,UP,1
2007-04-10,51.44,51.35,51.35,48.865,39.229,DOWN,0
2007-04-11,51.25,51.79,51.406,48.9996,39.3419,UP,1
2007-04-12,52.86,51.4,51.65,49.1604,39.4637,DOWN,0
2007-04-13,51.99,53.5,51.768,49.283,39.5811,UP,1
2007-04-16,52.97,52.39,52.102,49.4072,39.7069,DOWN,0
2007-04-17,52.23,52.97,52.26,49.5096,39.8248,UP,1
2007-04-18,52.74,52.23,52.558,49.6332,39.9406,DOWN,0
2007-04-19,51.83,52.3,52.352,49.7288,40.0502,UP,1
2007-04-20,53.79,52.95,52.712,49.8558,40.1717,DOWN,0
2007-04-23,53.35,53.87,52.788,49.9726,40.2945,DOWN,0
2007-04-24,50.26,52.5,52.394,50.0406,40.3995,UP,1
2007-04-25,50.75,51.13,51.996,50.1114,40.5109,UP,1
2007-04-26,51.28,51.06,51.886,50.172,40.6257,DOWN,0
2007-04-27,51.25,51.28,51.378,50.2094,40.7406,DOWN,0
2007-04-30,48.83,51.12,50.474,50.2002,40.8467,DOWN,0
2007-05-01,48.1,49.1,50.042,50.1626,40.9503,UP,1
2007-05-02,48.6,48.57,49.612,50.118,41.0612,DOWN,0
2007-05-03,47.75,48.6,48.906,50.074,41.1689,UP,1
2007-05-04,49.14,47.8,48.484,50.0622,41.2867,DOWN,0
2007-05-07,48.2,49.42,48.358,50.0268,41.3937,UP,1
2007-05-08,48.55,48.09,48.448,50.0192,41.5036,UP,1
2007-05-09,49.33,48.55,48.594,50.0856,41.6187,DOWN,0
2007-05-10,48.12,49.02,48.668,50.1042,41.7232,DOWN,0
2007-05-11,47.84,48.5,48.408,50.0974,41.8227,DOWN,0
2007-05-14,47.36,47.5,48.24,50.0914,41.923,DOWN,0
2007-05-15,46.1,47.01,47.75,50.08,42.0157,UP,1
2007-05-16,47.46,46.29,47.376,50.0726,42.1123,UP,1
2007-05-17,47.9,47.46,47.332,50.0662,42.2082,UP,1
2007-05-18,47.96,47.96,47.356,50.0422,42.3005,UP,1
2007-05-21,48.58,48.0,47.6,50.0274,42.3968,UP,1
2007-05-22,49.23,48.98,48.226,50.012,42.4921,UP,1
2007-05-23,49.26,49.45,48.586,50.0224,42.5883,DOWN,0
2007-05-24,48.61,49.36,48.728,50.0186,42.6822,UP,1
2007-05-25,48.66,48.0,48.868,50.0084,42.7764,UP,1
2007-05-29,49.11,49.0,48.974,50.0152,42.8735,UP,1
2007-05-30,51.15,48.99,49.358,50.0512,42.9785,UP,1
2007-05-31,51.36,51.27,49.778,50.0784,43.0854,DOWN,0
2007-06-01,51.34,51.46,50.324,50.1006,43.1922,UP,1
2007-06-04,51.55,51.4,50.902,50.1158,43.296,DOWN,0
2007-06-05,50.34,51.47,51.148,50.1034,43.3909,DOWN,0
2007-06-06,49.12,50.24,50.742,50.068,43.4806,DOWN,0
2007-06-07,47.86,49.4,50.042,50.0122,43.5634,UP,1
2007-06-08,49.02,47.87,49.578,49.9954,43.6548,DOWN,0
2007-06-11,48.07,49.03,48.882,49.9608,43.738,DOWN,0
2007-06-12,47.48,48.07,48.31,49.9094,43.8226,UP,1
2007-06-13,48.89,47.95,48.264,49.8834,43.9206,DOWN,0
2007-06-14,48.87,48.89,48.466,49.8414,44.0199,DOWN,0
2007-06-15,48.69,49.15,48.4,49.7824,44.1158,DOWN,0
2007-06-18,48.63,48.77,48.512,49.727,44.2093,UP,1
2007-06-19,49.57,48.56,48.93,49.6924,44.3056,DOWN,0
2007-06-20,48.02,49.64,48.756,49.624,44.3947,UP,1
2007-06-21,48.03,48.02,48.588,49.5596,44.4803,DOWN,0
2007-06-22,47.12,47.99,48.274,49.4448,44.5609,DOWN,0
2007-06-25,46.51,47.25,47.85,49.3352,44.6403,UP,1
2007-06-26,46.62,46.8,47.26,49.2082,44.7194,UP,1
2007-06-27,47.24,46.25,47.104,49.1084,44.7962,UP,1
2007-06-28,47.34,47.31,46.966,49.0004,44.8758,UP,1
2007-06-29,47.39,47.61,47.02,48.9116,44.9456,DOWN,0
2007-07-02,47.25,47.65,47.168,48.7808,45.0134,UP,1
2007-07-03,47.58,47.54,47.36,48.6654,45.0821,UP,1
2007-07-05,47.9,48.0,47.492,48.6182,45.1523,UP,1
2007-07-06,49.37,47.8,47.898,48.5906,45.2306,UP,1
2007-07-09,49.43,49.37,48.306,48.5536,45.3073,DOWN,0
2007-07-10,49.14,49.3,48.684,48.5114,45.3799,DOWN,0
2007-07-11,48.72,49.51,48.912,48.5092,45.4535,UP,1
2007-07-12,50.7,49.25,49.472,48.5612,45.5388,DOWN,0
2007-07-13,49.84,50.52,49.566,48.586,45.616,DOWN,0
2007-07-16,48.84,49.2,49.448,48.6078,45.687,UP,1
2007-07-17,49.12,48.9,49.444,48.6074,45.7606,DOWN,0
2007-07-18,48.97,48.99,49.494,48.6228,45.835,UP,1
2007-07-19,49.88,49.49,49.33,48.6494,45.9124,DOWN,0
2007-07-20,48.87,50.25,49.136,48.6402,45.9858,UP,1
2007-07-23,49.05,49.08,49.178,48.6588,46.0581,DOWN,0
2007-07-24,49.0,49.82,49.154,48.682,46.1256,DOWN,0
2007-07-25,48.1,49.0,48.98,48.6968,46.1856,DOWN,0
2007-07-26,46.83,47.7,48.37,48.7114,46.243,DOWN,0
2007-07-27,45.56,47.05,47.708,48.6734,46.2936,UP,1
2007-07-30,47.87,45.9,47.472,48.6728,46.354,DOWN,0
2007-07-31,45.46,48.21,46.764,48.6228,46.4044,UP,1
2007-08-01,47.41,45.83,46.626,48.5994,46.4632,UP,1
2007-08-02,47.96,47.75,46.852,48.574,46.5205,DOWN,0
2007-08-03,45.96,47.95,46.932,48.508,46.5664,UP,1
2007-08-06,46.73,46.1,46.704,48.4704,46.6185,UP,1
2007-08-07,48.55,46.73,47.322,48.4682,46.6807,DOWN,0
2007-08-08,46.28,48.52,47.096,48.4116,46.7353,DOWN,0
2007-08-09,44.15,45.68,46.334,48.2716,46.7797,UP,1
2007-08-10,44.99,42.5,46.14,48.1442,46.823,UP,1
2007-08-13,45.89,46.61,45.972,48.0352,46.8564,DOWN,0
2007-08-14,43.93,45.42,45.048,47.8828,46.8763,DOWN,0
2007-08-15,43.4,43.6,44.472,47.744,46.895,UP,1
2007-08-16,43.42,42.34,44.326,47.63,46.9171,UP,1
2007-08-17,44.32,44.7,44.192,47.5592,46.9387,UP,1
2007-08-20,44.53,44.33,43.92,47.4694,46.9631,DOWN,0
2007-08-21,43.79,44.28,43.892,47.3838,46.9838,DOWN,0
2007-08-22,43.67,44.01,43.946,47.3076,47.0041,UP,1
2007-08-23,44.14,43.67,44.09,47.2126,47.0317,UP,1
2007-08-24,45.0,43.73,44.226,47.1352,47.06,DOWN,0
2007-08-27,42.79,44.94,43.878,47.0172,47.0765,DOWN,0
2007-08-28,41.46,42.72,43.412,46.8738,47.0889,UP,1
2007-08-29,41.88,41.47,43.054,46.72,47.1052,UP,1
2007-08-30,43.03,41.72,42.832,46.6202,47.1266,UP,1
2007-08-31,44.53,43.58,42.738,46.5502,47.153,DOWN,0
2007-09-04,44.44,44.11,43.068,46.4966,47.1732,UP,1
2007-09-05,45.81,43.9,43.938,46.4826,47.1913,UP,1
2007-09-06,45.95,46.12,44.752,46.4692,47.2093,DOWN,0
2007-09-07,44.67,44.7,45.08,46.4178,47.2225,DOWN,0
2007-09-10,43.93,45.0,44.96,46.3496,47.2331,UP,1
2007-09-11,45.88,43.95,45.248,46.3194,47.2515,UP,1
2007-09-12,46.0,45.13,45.286,46.2944,47.2682,UP,1
2007-09-13,47.48,46.28,45.592,46.2924,47.2917,UP,1
2007-09-14,47.94,46.99,46.246,46.2932,47.3209,DOWN,0
2007-09-17,46.52,47.43,46.764,46.2362,47.3443,UP,1
2007-09-18,47.83,46.74,47.154,46.2042,47.3689,UP,1
2007-09-19,50.07,48.7,47.968,46.2228,47.4032,DOWN,0
2007-09-20,48.73,49.65,48.218,46.223,47.4337,DOWN,0
2007-09-21,48.28,48.84,48.286,46.1746,47.4584,DOWN,0
2007-09-24,47.67,48.62,48.516,46.1312,47.4785,DOWN,0
2007-09-25,46.96,46.95,48.342,46.0936,47.4945,UP,1
2007-09-26,46.99,47.27,47.726,46.051,47.5117,UP,1
2007-09-27,47.6,46.98,47.5,46.0236,47.534,DOWN,0
2007-09-28,47.27,47.51,47.298,45.9714,47.5554,DOWN,0
2007-10-01,47.07,47.82,47.178,45.9354,47.5785,UP,1
2007-10-02,47.2,47.0,47.226,45.8984,47.6024,DOWN,0
2007-10-03,46.92,47.3,47.212,45.8568,47.6207,DOWN,0
2007-10-04,45.96,46.92,46.884,45.814,47.6353,UP,1
2007-10-05,47.42,46.62,46.914,45.8258,47.6623,DOWN,0
2007-10-08,46.65,47.49,46.83,45.8476,47.6803,DOWN,0
2007-10-09,45.1,46.65,46.41,45.7922,47.6844,UP,1
2007-10-10,45.31,44.74,46.088,45.7892,47.6916,DOWN,0
2007-10-11,44.27,45.56,45.75,45.7264,47.6951,DOWN,0
2007-10-12,43.97,44.38,45.06,45.6466,47.6978,DOWN,0
2007-10-15,41.74,43.95,44.078,45.5622,47.6899,UP,1
2007-10-16,41.8,41.86,43.418,45.4636,47.6807,UP,1
2007-10-17,43.1,42.71,42.976,45.3546,47.6814,DOWN,0
2007-10-18,42.7,42.22,42.662,45.283,47.6758,DOWN,0
2007-10-19,41.28,42.55,42.124,45.2256,47.6572,UP,1
2007-10-22,41.47,41.05,42.07,45.1552,47.6446,DOWN,0
2007-10-23,36.6,38.0,41.03,44.9694,47.6075,DOWN,0
2007-10-24,36.4,36.93,39.69,44.8188,47.5673,DOWN,0
2007-10-25,35.18,36.33,38.186,44.6544,47.5209,UP,1
2007-10-26,36.16,35.56,37.162,44.5092,47.4736,UP,1
2007-10-29,37.1,36.29,36.288,44.3648,47.43,DOWN,0
2007-10-30,35.9,36.69,36.148,44.1922,47.3778,UP,1
2007-10-31,36.56,36.21,36.18,44.0476,47.3313,DOWN,0
2007-11-01,35.14,36.11,36.172,43.877,47.2818,UP,1
2007-11-02,35.18,34.71,35.976,43.6978,47.2327,DOWN,0
2007-11-05,33.93,34.9,35.342,43.4764,47.1824,DOWN,0
2007-11-06,33.4,33.74,34.842,43.2886,47.1299,DOWN,0
2007-11-07,33.07,32.57,34.144,43.1208,47.0712,DOWN,0
2007-11-08,32.3,33.52,33.576,42.9292,47.0136,UP,1
2007-11-09,32.58,32.45,33.056,42.7202,46.9573,UP,1
2007-11-12,33.69,32.59,33.008,42.5034,46.9032,UP,1
2007-11-13,35.94,35.05,33.516,42.3334,46.8588,DOWN,0
2007-11-14,34.89,36.5,33.88,42.115,46.8039,DOWN,0
2007-11-15,34.26,34.82,34.272,41.8812,46.7414,UP,1
2007-11-16,34.32,34.56,34.62,41.6742,46.6775,UP,1
2007-11-19,34.42,34.91,34.766,41.484,46.6168,UP,1
2007-11-20,35.21,34.44,34.62,41.2706,46.5576,DOWN,0
2007-11-21,34.83,34.15,34.608,41.0472,46.4945,UP,1
2007-11-23,35.91,34.99,34.938,40.8158,46.4365,DOWN,0
2007-11-26,34.77,36.43,35.028,40.5524,46.3761,UP,1
2007-11-27,35.0,34.88,35.144,40.322,46.315,UP,1
2007-11-28,37.18,35.19,35.538,40.109,46.2597,DOWN,0
2007-11-29,35.79,37.14,35.73,39.8234,46.1917,UP,1
2007-11-30,37.14,36.59,35.976,39.5916,46.131,DOWN,0
2007-12-03,36.38,37.5,36.298,39.3536,46.063,DOWN,0
2007-12-04,35.74,36.24,36.446,39.115,45.9875,UP,1
2007-12-05,36.34,36.3,36.278,38.9026,45.9195,UP,1
2007-12-06,36.67,36.33,36.454,38.6962,45.8542,DOWN,0
2007-12-07,36.6,36.51,36.346,38.4762,45.7873,UP,1
2007-12-10,37.37,36.63,36.544,38.2782,45.7295,DOWN,0
2007-12-11,35.81,37.5,36.558,38.053,45.6785,DOWN,0
2007-12-12,35.05,36.6,36.3,37.81,45.6178,UP,1
2007-12-13,35.23,35.93,36.012,37.5762,45.5531,DOWN,0
2007-12-14,34.2,34.8,35.532,37.341,45.4858,DOWN,0
2007-12-17,32.97,34.0,34.652,37.052,45.4173,DOWN,0
2007-12-18,31.13,33.18,33.716,36.7416,45.3338,DOWN,0
2007-12-19,30.41,31.2,32.788,36.4478,45.2447,UP,1
2007-12-20,31.59,30.57,32.06,36.1734,45.1569,DOWN,0
2007-12-21,31.47,31.8,31.514,35.9174,45.0676,UP,1
2007-12-24,31.58,31.45,31.236,35.6696,44.9755,DOWN,0
2007-12-26,30.88,31.59,31.186,35.4524,44.8862,UP,1
2007-12-27,30.93,30.6,31.29,35.235,44.7969,DOWN,0
2007-12-28,30.47,31.11,31.066,34.9824,44.7034,UP,1
2007-12-31,30.58,30.32,30.888,34.74,44.6124,DOWN,0
2008-01-02,30.55,30.62,30.682,34.5254,44.5184,DOWN,0
2008-01-03,29.71,30.58,30.448,34.2902,44.417,DOWN,0
2008-01-04,28.09,29.4,29.88,34.12,44.3063,UP,1
2008-01-07,28.29,28.21,29.444,33.9578,44.1938,DOWN,0
2008-01-08,28.23,28.49,28.974,33.8188,44.0801,DOWN,0
2008-01-09,27.32,27.21,28.328,33.642,43.9623,UP,1
2008-01-10,28.87,27.0,28.16,33.4774,43.8534,DOWN,0
2008-01-11,26.85,28.8,27.912,33.2964,43.7383,DOWN,0
2008-01-14,25.72,26.03,27.398,33.0796,43.6179,DOWN,0
