ticker,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2018-01-11,45.52,45.2,45.36,42.4604,43.1086,UP,1
2018-01-12,45.78,45.49,45.434,42.557,43.1306,UP,1
2018-01-16,45.9,45.75,45.556,42.6614,43.1516,UP,1
2018-01-17,46.99,46.11,45.884,42.7742,43.1799,UP,1
2018-01-18,47.31,46.96,46.3,42.8974,43.2134,UP,1
2018-01-19,47.76,47.58,46.748,43.023,43.2544,DOWN,0
2018-01-22,47.51,47.67,47.094,43.1346,43.2952,UP,1
2018-01-23,47.58,47.51,47.43,43.2846,43.3329,DOWN,0
2018-01-24,47.54,47.73,47.54,43.4322,43.3725,DOWN,0
2018-01-25,47.43,47.75,47.564,43.5644,43.4115,UP,1
2018-01-26,47.74,47.67,47.56,43.7104,43.4499,UP,1
2018-01-29,48.44,47.74,47.746,43.8752,43.4914,DOWN,0
2018-01-30,47.85,47.98,47.8,44.027,43.532,DOWN,0
2018-01-31,47.04,47.78,47.7,44.1478,43.5686,DOWN,0
2018-02-01,46.96,46.75,47.606,44.2538,43.6058,DOWN,0
2018-02-02,45.96,46.95,47.25,44.3316,43.6386,DOWN,0
2018-02-05,44.97,45.89,46.556,44.406,43.6645,UP,1
2018-02-06,49.02,46.9,46.79,44.5658,43.7141,UP,1
2018-02-07,50.1,48.93,47.402,44.7506,43.7681,DOWN,0
2018-02-08,48.85,48.76,47.78,44.9158,43.8145,UP,1
2018-02-09,49.06,49.12,48.4,45.084,43.8627,UP,1
2018-02-12,49.91,49.11,49.388,45.252,43.9131,UP,1
2018-02-13,50.14,49.91,49.612,45.421,43.9669,UP,1
2018-02-14,50.49,49.97,49.69,45.6,44.0256,UP,1
2018-02-15,50.63,50.5,50.046,45.7796,44.063,DOWN,0
2018-02-16,50.06,50.36,50.246,45.9478,44.1,DOWN,0
2018-02-20,49.41,49.79,50.146,46.1018,44.1343,UP,1
2018-02-21,49.58,49.5,50.034,46.2538,44.1689,UP,1
2018-02-22,49.77,49.66,49.89,46.404,44.1942,UP,1
2018-02-23,50.65,50.0,49.894,46.5892,44.2214,UP,1
2018-02-26,51.16,50.77,50.114,46.7822,44.2475,DOWN,0
2018-02-27,50.65,51.37,50.362,46.9498,44.2721,UP,1
2018-02-28,50.91,50.71,50.628,47.1116,44.3003,DOWN,0
2018-03-01,50.27,50.83,50.728,47.2604,44.3246,UP,1
2018-03-02,50.95,50.0,50.788,47.4096,44.3544,UP,1
2018-03-05,50.98,50.55,50.752,47.5596,44.3856,UP,1
2018-03-06,51.2,50.99,50.862,47.718,44.4182,DOWN,0
2018-03-07,50.69,50.67,50.818,47.8464,44.4451,UP,1
2018-03-08,51.96,50.66,51.156,47.998,44.4762,UP,1
2018-03-09,52.49,52.21,51.464,48.1488,44.5086,DOWN,0
2018-03-12,52.46,52.59,51.76,48.305,44.5403,UP,1
2018-03-13,52.98,52.67,52.116,48.4778,44.5749,DOWN,0
2018-03-14,52.48,53.06,52.474,48.6428,44.6056,DOWN,0
2018-03-15,52.37,52.58,52.556,48.785,44.6371,UP,1
2018-03-16,52.77,52.37,52.612,48.935,44.6699,DOWN,0
2018-03-19,52.21,52.67,52.562,49.0752,44.7002,UP,1
2018-03-20,53.18,52.39,52.602,49.2306,44.7361,DOWN,0
2018-03-21,52.97,53.15,52.7,49.3842,44.7681,DOWN,0
2018-03-22,51.95,52.58,52.616,49.5162,44.7954,DOWN,0
2018-03-23,51.74,52.23,52.41,49.6464,44.8223,UP,1
2018-03-26,53.24,52.18,52.616,49.8008,44.8561,DOWN,0
2018-03-27,53.11,53.46,52.602,49.9474,44.888,DOWN,0
2018-03-28,52.51,53.32,52.51,50.0796,44.9187,UP,1
2018-03-29,52.61,52.77,52.642,50.192,44.9511,DOWN,0
2018-04-02,51.48,52.5,52.59,50.2754,44.977,UP,1
2018-04-03,51.81,51.71,52.304,50.3564,45.0057,UP,1
2018-04-04,52.62,51.36,52.206,50.4586,45.0377,UP,1
2018-04-05,54.0,52.75,52.504,50.587,45.0749,DOWN,0
2018-04-06,52.47,53.505,52.476,50.6856,45.1088,UP,1
2018-04-09,52.61,52.75,52.702,50.7892,45.1391,UP,1
2018-04-10,53.07,52.51,52.954,50.8958,45.172,DOWN,0
2018-04-11,52.46,52.82,52.922,50.9762,45.2008,UP,1
2018-04-12,52.68,52.69,52.658,51.0728,45.2279,DOWN,0
2018-04-13,52.51,52.93,52.666,51.1822,45.2548,UP,1
2018-04-16,53.19,52.75,52.782,51.3068,45.2841,UP,1
2018-04-17,53.7,53.78,52.908,51.4616,45.3183,DOWN,0
2018-04-18,53.33,53.86,53.082,51.6288,45.3483,DOWN,0
2018-04-19,53.29,53.32,53.204,51.7142,45.3781,DOWN,0
2018-04-20,53.03,53.36,53.308,51.7728,45.4077,UP,1
2018-04-23,53.56,53.27,53.382,51.867,45.4421,DOWN,0
2018-04-24,53.16,53.74,53.274,51.949,45.4695,UP,1
2018-04-25,53.44,53.13,53.296,52.0196,45.4989,UP,1
2018-04-26,54.61,53.45,53.56,52.109,45.5369,UP,1
2018-04-27,54.64,54.61,53.882,52.192,45.5748,DOWN,0
2018-04-30,53.77,54.97,53.924,52.2548,45.6065,DOWN,0
2018-05-01,47.46,46.87,52.784,52.2028,45.6038,DOWN,0
2018-05-02,46.37,47.0,51.37,52.142,45.596,DOWN,0
2018-05-03,46.09,46.17,49.666,52.0722,45.5877,UP,1
2018-05-04,46.16,45.75,47.97,52.0,45.5777,DOWN,0
2018-05-07,45.41,46.13,46.298,51.8952,45.5644,UP,1
2018-05-08,45.54,45.42,45.914,51.7828,45.5484,DOWN,0
2018-05-09,45.4,45.45,45.72,51.6778,45.5326,UP,1
2018-05-10,45.95,46.45,45.692,51.5786,45.5198,UP,1
2018-05-11,46.04,45.84,45.668,51.494,45.5105,DOWN,0
2018-05-14,45.7,46.04,45.726,51.389,45.4992,DOWN,0
2018-05-15,45.24,45.55,45.666,51.2742,45.4819,DOWN,0
2018-05-16,44.34,45.47,45.454,51.137,45.4679,UP,1
2018-05-17,44.42,44.34,45.148,51.0116,45.4511,UP,1
2018-05-18,44.48,44.4,44.836,50.862,45.4424,UP,1
2018-05-21,44.99,44.88,44.694,50.712,45.4366,DOWN,0
2018-05-22,43.93,45.04,44.432,50.5414,45.4212,UP,1
2018-05-23,44.61,43.9,44.486,50.374,45.4064,DOWN,0
2018-05-24,44.57,44.36,44.516,50.2158,45.3901,DOWN,0
2018-05-25,44.29,44.6,44.478,50.0542,45.3727,DOWN,0
2018-05-29,43.79,43.92,44.238,49.8746,45.3562,UP,1
2018-05-30,43.96,43.82,44.244,49.7096,45.3383,DOWN,0
2018-05-31,43.72,44.18,44.066,49.5204,45.3173,UP,1
2018-06-01,44.5,44.07,44.052,49.351,45.3366,UP,1
2018-06-04,45.15,44.7,44.224,49.215,45.3587,DOWN,0
2018-06-05,44.76,45.04,44.418,49.0754,45.3775,UP,1
2018-06-06,45.74,44.94,44.774,48.9254,45.4043,UP,1
2018-06-07,45.83,45.58,45.196,48.7798,45.429,UP,1
2018-06-08,46.24,45.77,45.544,48.6544,45.4553,UP,1
2018-06-11,46.31,46.25,45.776,48.5284,45.4821,DOWN,0
2018-06-12,45.82,46.29,45.988,48.4152,45.5046,DOWN,0
2018-06-13,45.47,46.07,45.934,48.2884,45.5226,UP,1
2018-06-14,45.53,45.54,45.874,48.1466,45.5407,UP,1
2018-06-15,46.41,45.16,45.908,47.9948,45.5643,UP,1
2018-06-18,46.93,46.2,46.032,47.884,45.5929,DOWN,0
2018-06-19,46.88,46.41,46.244,47.7694,45.6188,UP,1
2018-06-20,47.04,46.76,46.558,47.6488,45.6441,UP,1
2018-06-21,48.04,47.59,47.06,47.5604,45.6775,DOWN,0
2018-06-22,47.27,48.3,47.232,47.4522,45.7063,DOWN,0
2018-06-25,47.06,47.7,47.258,47.3432,45.7383,UP,1
2018-06-26,47.14,47.15,47.31,47.2222,45.7718,DOWN,0
2018-06-27,46.22,47.22,47.146,47.0726,45.7989,UP,1
2018-06-28,46.82,46.1,46.902,46.9424,45.8266,DOWN,0
2018-06-29,46.71,47.19,46.79,46.8108,45.8496,DOWN,0
2018-07-02,46.37,46.02,46.652,46.6776,45.8733,UP,1
2018-07-03,46.45,46.61,46.514,46.5354,45.8986,DOWN,0
2018-07-05,46.26,46.62,46.522,46.3974,45.9276,UP,1
2018-07-06,46.8,46.51,46.518,46.2646,45.9598,DOWN,0
2018-07-09,46.41,46.62,46.458,46.1006,45.9945,UP,1
2018-07-10,46.5,46.45,46.484,45.9378,46.029,DOWN,0
2018-07-11,45.5,45.71,46.294,45.7724,46.0567,UP,1
2018-07-12,45.63,45.71,46.168,45.7358,46.0891,UP,1
2018-07-13,46.53,45.65,46.114,45.739,46.1234,UP,1
2018-07-16,47.03,46.44,46.238,45.7578,46.1573,UP,1
2018-07-17,47.39,47.03,46.416,45.7824,46.1937,DOWN,0
2018-07-18,47.3,46.98,46.776,45.8202,46.2288,UP,1
2018-07-19,48.02,47.29,47.254,45.8698,46.2655,UP,1
2018-07-20,48.32,47.99,47.612,45.9282,46.308,DOWN,0
2018-07-23,48.24,48.32,47.854,45.974,46.3506,DOWN,0
2018-07-24,47.97,48.46,47.97,46.0126,46.3914,UP,1
2018-07-25,48.05,47.9,48.12,46.0596,46.4325,DOWN,0
2018-07-26,47.99,48.05,48.114,46.1146,46.474,DOWN,0
2018-07-27,47.57,48.0,47.964,46.1792,46.5119,DOWN,0
2018-07-30,47.53,47.47,47.822,46.2414,46.5552,DOWN,0
2018-07-31,47.12,47.53,47.652,46.2942,46.5937,DOWN,0
2018-08-01,46.47,46.64,47.336,46.3238,46.6282,UP,1
2018-08-02,46.53,45.83,47.044,46.3758,46.6642,DOWN,0
2018-08-03,46.53,46.5,46.836,46.4142,46.6987,DOWN,0
2018-08-06,45.41,46.44,46.412,46.431,46.7284,UP,1
2018-08-07,45.76,45.5,46.14,46.4604,46.7599,UP,1
2018-08-08,47.05,45.99,46.256,46.5256,46.7933,UP,1
2018-08-09,47.54,47.08,46.458,46.5972,46.8321,UP,1
2018-08-10,47.93,47.31,46.738,46.6814,46.8704,DOWN,0
2018-08-13,47.46,47.99,47.148,46.7406,46.9064,UP,1
2018-08-14,53.16,50.85,48.628,46.9008,46.9702,DOWN,0
2018-08-15,52.07,52.43,49.632,47.047,47.0292,DOWN,0
2018-08-16,51.38,51.75,50.4,47.1598,47.0866,UP,1
2018-08-17,51.41,51.48,51.096,47.2714,47.1389,UP,1
2018-08-20,52.19,51.8,52.042,47.3904,47.1964,DOWN,0
2018-08-21,52.03,52.09,51.816,47.5048,47.2498,DOWN,0
2018-08-22,51.65,51.82,51.732,47.6214,47.3023,DOWN,0
2018-08-23,51.39,51.69,51.734,47.7398,47.3519,DOWN,0
2018-08-24,51.03,51.35,51.658,47.8498,47.3974,DOWN,0
2018-08-27,50.74,51.21,51.368,47.9364,47.4507,UP,1
2018-08-28,51.36,50.64,51.234,48.025,47.5067,DOWN,0
2018-08-29,51.32,51.21,51.168,48.1138,47.5592,DOWN,0
2018-08-30,50.61,51.12,51.012,48.1852,47.61,UP,1
2018-08-31,50.69,50.71,50.944,48.2382,47.6625,UP,1
2018-09-04,50.86,50.38,50.968,48.31,47.7155,DOWN,0
2018-09-05,50.43,50.62,50.782,48.3774,47.7626,DOWN,0
2018-09-06,49.96,50.48,50.51,48.4338,47.8041,DOWN,0
2018-09-07,49.18,49.65,50.224,48.493,47.8397,UP,1
2018-09-10,49.75,49.3,50.036,48.5516,47.8822,UP,1
2018-09-11,50.12,49.82,49.888,48.6198,47.9276,UP,1
2018-09-12,50.53,50.24,49.908,48.703,47.976,DOWN,0
2018-09-13,49.96,50.34,49.908,48.7732,48.0228,DOWN,0
2018-09-14,49.94,50.11,50.06,48.8468,48.0693,UP,1
2018-09-17,50.51,50.3,50.212,48.921,48.1143,UP,1
2018-09-18,50.82,50.38,50.352,49.0092,48.1599,DOWN,0
2018-09-19,50.43,50.74,50.332,49.0878,48.2044,DOWN,0
2018-09-20,50.34,50.66,50.408,49.1846,48.2478,DOWN,0
2018-09-21,50.2,50.32,50.46,49.276,48.2906,DOWN,0
2018-09-24,49.33,50.16,50.224,49.332,48.3287,DOWN,0
2018-09-25,49.25,49.55,49.91,49.3764,48.3651,UP,1
2018-09-26,49.69,49.28,49.762,49.4224,48.4022,UP,1
2018-09-27,50.14,49.69,49.722,49.4792,48.446,UP,1
2018-09-28,50.27,50.04,49.736,49.5242,48.4898,UP,1
2018-10-01,50.34,50.64,49.938,49.5646,48.5301,DOWN,0
2018-10-02,49.83,51.04,50.054,49.5964,48.5652,UP,1
2018-10-03,50.14,49.91,50.144,49.6398,48.6017,DOWN,0
2018-10-04,48.43,49.88,49.802,49.6474,48.6264,DOWN,0
2018-10-05,47.96,48.49,49.34,49.6468,48.6488,UP,1
2018-10-08,48.26,47.73,48.924,49.6606,48.6737,DOWN,0
2018-10-09,47.78,48.3,48.514,49.6656,48.6912,DOWN,0
2018-10-10,43.77,46.78,47.24,49.5986,48.6882,DOWN,0
2018-10-11,42.68,43.68,46.09,49.5228,48.6769,UP,1
2018-10-12,43.82,43.82,45.262,49.4686,48.6727,DOWN,0
2018-10-15,43.06,43.24,44.222,49.3992,48.6663,UP,1
2018-10-16,44.47,44.3,43.56,49.3804,48.6675,DOWN,0
2018-10-17,43.99,44.34,43.604,49.345,48.6612,DOWN,0
2018-10-18,43.44,44.01,43.756,49.2728,48.652,DOWN,0
2018-10-19,42.51,43.38,43.494,49.1722,48.6385,UP,1
2018-10-22,42.62,42.85,43.406,49.066,48.6246,DOWN,0
2018-10-23,42.44,41.77,43.0,48.9656,48.6103,DOWN,0
2018-10-24,41.7,42.71,42.542,48.7364,48.5921,DOWN,0
2018-10-25,41.52,41.69,42.158,48.5254,48.5736,DOWN,0
2018-10-26,41.24,41.03,41.904,48.3226,48.5522,DOWN,0
2018-10-29,40.8,42.02,41.54,48.1104,48.5272,DOWN,0
2018-10-30,40.32,43.0,41.116,47.873,48.4993,UP,1
2018-10-31,42.31,40.94,41.238,47.6786,48.4759,UP,1
2018-11-01,42.94,42.31,41.522,47.5044,48.4541,DOWN,0
2018-11-02,42.81,43.42,41.836,47.3328,48.4293,DOWN,0
2018-11-05,42.75,42.85,42.226,47.1672,48.4055,DOWN,0
2018-11-06,42.45,42.24,42.652,47.0014,48.3799,DOWN,0
2018-11-07,42.43,42.25,42.676,46.8228,48.3543,UP,1
2018-11-08,43.03,42.37,42.694,46.657,48.3324,DOWN,0
2018-11-09,42.0,42.75,42.532,46.4848,48.3037,DOWN,0
2018-11-12,41.27,42.2,42.236,46.2964,48.2678,DOWN,0
2018-11-13,41.1,41.27,41.966,46.1012,48.234,DOWN,0
2018-11-14,41.09,42.01,41.698,45.9144,48.2043,DOWN,0
2018-11-15,41.01,40.57,41.294,45.7354,48.1745,DOWN,0
2018-11-16,40.63,40.79,41.02,45.5644,48.1479,DOWN,0
2018-11-19,39.14,40.72,40.594,45.3522,48.1188,DOWN,0
2018-11-20,38.07,38.5,39.988,45.1112,48.064,DOWN,0
2018-11-21,37.87,38.29,39.344,44.858,48.0028,DOWN,0
2018-11-23,37.67,37.65,38.676,44.6122,47.9469,UP,1
2018-11-26,38.73,37.9,38.296,44.388,47.8953,DOWN,0
2018-11-27,37.34,38.55,37.936,44.1246,47.8325,UP,1
2018-11-28,38.5,37.53,38.022,43.8782,47.7743,DOWN,0
2018-11-29,38.01,38.24,38.05,43.6298,47.7119,UP,1
2018-11-30,38.93,38.04,38.302,43.4016,47.6534,UP,1
2018-12-03,39.54,39.82,38.464,43.1884,47.6008,DOWN,0
2018-12-04,38.22,39.53,38.64,42.9662,47.5448,DOWN,0
2018-12-06,37.58,37.36,38.456,42.7328,47.4848,DOWN,0
2018-12-07,35.34,37.5,37.922,42.4458,47.4127,UP,1
2018-12-10,35.84,35.36,37.304,42.1598,47.3386,DOWN,0
2018-12-11,34.96,36.35,36.388,41.8536,47.2576,UP,1
2018-12-12,36.04,35.8,35.952,41.5676,47.1846,DOWN,0
2018-12-13,34.83,36.03,35.402,41.2676,47.1042,DOWN,0
2018-12-14,34.6,34.57,35.254,40.9568,47.0258,UP,1
2018-12-17,34.73,34.32,35.032,40.6828,46.9447,DOWN,0
2018-12-18,34.68,35.03,34.976,40.4172,46.8632,DOWN,0
2018-12-19,33.95,34.56,34.558,40.131,46.777,DOWN,0
2018-12-20,33.41,33.91,34.274,39.8436,46.6906,DOWN,0
2018-12-21,32.81,33.42,33.916,39.6244,46.5948,DOWN,0
2018-12-24,32.3,32.6,33.43,39.4168,46.4939,UP,1
2018-12-26,33.89,32.32,33.272,39.2182,46.401,UP,1
2018-12-27,34.15,33.43,33.312,39.04,46.3069,DOWN,0
2018-12-28,33.81,34.21,33.392,38.8268,46.2135,DOWN,0
2018-12-31,33.75,33.86,33.58,38.622,46.1204,UP,1
2019-01-02,34.41,33.22,34.002,38.4414,46.0286,DOWN,0
2019-01-03,33.02,34.07,33.828,38.2516,45.9327,UP,1
2019-01-04,34.27,33.47,33.852,38.0846,45.8381,UP,1
2019-01-07,34.61,34.38,34.012,37.928,45.7463,UP,1
2019-01-08,35.42,35.15,34.346,37.8024,45.6637,UP,1
2019-01-09,37.0,35.77,34.864,37.712,45.59,DOWN,0
2019-01-10,36.11,35.69,35.482,37.6094,45.5043,UP,1
2019-01-11,36.35,36.37,35.898,37.5204,45.4205,DOWN,0
2019-01-14,36.14,36.01,36.204,37.4368,45.3387,DOWN,0
2019-01-15,35.9,36.36,36.3,37.3086,45.2551,DOWN,0
2019-01-16,35.3,35.76,35.96,37.1558,45.1742,UP,1
2019-01-17,36.12,35.2,35.962,37.022,45.0958,UP,1
2019-01-18,37.08,36.53,36.108,36.9086,45.0181,DOWN,0
2019-01-22,36.35,37.0,36.15,36.7866,44.9298,UP,1
2019-01-23,36.51,36.6,36.272,36.6682,44.85,DOWN,0
2019-01-24,36.12,36.2,36.436,36.53,44.7676,UP,1
2019-01-25,37.5,36.8,36.712,36.44,44.6897,UP,1
2019-01-28,37.88,37.19,36.872,36.3722,44.6168,DOWN,0
2019-01-29,37.79,37.76,37.16,36.306,44.5424,UP,1
2019-01-30,38.38,38.26,37.534,36.2518,44.4717,UP,1
2019-01-31,38.71,38.38,38.052,36.2058,44.3993,DOWN,0
2019-02-01,38.63,38.7,38.278,36.1658,44.324,DOWN,0
2019-02-04,38.48,38.34,38.398,36.1526,44.2497,UP,1
2019-02-05,38.74,38.89,38.588,36.166,44.177,UP,1
2019-02-06,39.31,39.33,38.774,36.1948,44.1083,DOWN,0
2019-02-07,33.48,33.72,37.728,36.111,44.0079,UP,1
2019-02-08,33.86,33.48,36.774,36.0136,43.9114,UP,1
2019-02-11,34.65,34.1,36.008,35.9598,43.8175,UP,1
2019-02-12,35.35,34.97,35.33,35.8968,43.7212,DOWN,0
2019-02-13,35.1,35.49,34.488,35.8386,43.6235,UP,1
2019-02-14,35.15,34.63,34.822,35.763,43.5304,UP,1
2019-02-15,35.91,35.5,35.232,35.6904,43.4726,DOWN,0
2019-02-19,35.53,35.9,35.408,35.6366,43.4184,DOWN,0
2019-02-20,34.99,35.81,35.336,35.5848,43.3629,DOWN,0
2019-02-21,34.83,34.88,35.282,35.5746,43.3063,UP,1
2019-02-22,35.46,35.01,35.344,35.567,43.2565,UP,1
2019-02-25,36.16,35.73,35.394,35.591,43.2096,DOWN,0
2019-02-26,35.66,36.4,35.42,35.5834,43.1609,DOWN,0
2019-02-27,35.45,35.32,35.512,35.5958,43.1084,DOWN,0
2019-02-28,34.94,35.56,35.534,35.6026,43.0529,UP,1
2019-03-01,35.36,35.58,35.514,35.6152,43.0012,DOWN,0
2019-03-04,34.6,35.21,35.202,35.6136,42.948,UP,1
2019-03-05,34.61,34.84,34.992,35.6268,42.8994,DOWN,0
2019-03-06,34.52,34.88,34.806,35.649,42.8499,DOWN,0
2019-03-07,34.18,34.39,34.654,35.6764,42.7984,DOWN,0
2019-03-08,33.54,33.71,34.29,35.7012,42.7412,UP,1
2019-03-11,33.86,33.65,34.142,35.7006,42.6908,DOWN,0
2019-03-12,33.78,33.94,33.976,35.6932,42.6367,UP,1
2019-03-13,33.86,33.79,33.844,35.6942,42.5831,DOWN,0
2019-03-14,33.1,33.84,33.628,35.6812,42.5272,DOWN,0
2019-03-15,32.2,33.13,33.36,35.637,42.4692,UP,1
2019-03-18,32.94,32.34,33.176,35.6354,42.4141,DOWN,0
2019-03-19,32.93,33.09,33.006,35.6086,42.3602,DOWN,0
2019-03-20,31.85,32.86,32.604,35.5534,42.2969,UP,1
2019-03-21,31.95,31.9,32.374,35.484,42.2309,DOWN,0
2019-03-22,30.93,31.54,32.12,35.3626,42.1618,UP,1
2019-03-25,31.57,30.92,31.846,35.2718,42.0909,UP,1
2019-03-26,31.95,31.7,31.65,35.1838,42.0215,UP,1
2019-03-27,32.48,32.11,31.776,35.1106,41.9527,UP,1
2019-03-28,32.71,32.92,31.928,35.0468,41.8847,DOWN,0
2019-03-29,32.49,32.95,32.24,34.9906,41.8181,UP,1
2019-04-01,33.39,32.7,32.604,34.936,41.7577,DOWN,0
2019-04-02,33.24,33.56,32.862,34.8592,41.6962,UP,1
2019-04-03,33.89,33.51,33.144,34.81,41.6336,UP,1
2019-04-04,34.45,33.9,33.492,34.7688,41.5712,DOWN,0
2019-04-05,34.25,34.56,33.844,34.7314,41.5081,DOWN,0
2019-04-08,33.81,34.11,33.928,34.6576,41.4419,DOWN,0
2019-04-09,33.56,33.51,33.992,34.5712,41.3695,DOWN,0
2019-04-10,33.41,33.56,33.896,34.4836,41.3002,DOWN,0
2019-04-11,32.9,33.6,33.586,34.374,41.2294,DOWN,0
2019-04-12,32.57,33.12,33.25,34.2512,41.1566,DOWN,0
2019-04-15,32.3,32.66,32.948,34.1246,41.087,DOWN,0
2019-04-16,32.26,32.21,32.688,34.0002,41.0142,UP,1
2019-04-17,32.3,32.55,32.466,33.8714,40.9421,UP,1
2019-04-18,32.55,32.29,32.396,33.7362,40.873,DOWN,0
2019-04-22,30.7,32.41,32.022,33.6806,40.7943,UP,1
2019-04-23,30.84,30.6,31.73,33.6202,40.7172,UP,1
2019-04-24,31.53,30.84,31.584,33.5578,40.6408,DOWN,0
2019-04-25,30.8,31.5,31.284,33.4668,40.5628,UP,1
2019-04-26,31.65,31.03,31.104,33.3978,40.4885,UP,1
2019-04-29,32.33,31.56,31.43,33.3414,40.4227,DOWN,0
2019-04-30,32.27,32.04,31.716,33.2686,40.3559,DOWN,0
2019-05-01,31.02,32.36,31.614,33.1784,40.2783,UP,1
2019-05-02,31.39,31.14,31.732,33.1064,40.2001,DOWN,0
2019-05-03,31.2,31.61,31.642,33.0338,40.1192,UP,1
2019-05-06,31.52,30.46,31.48,32.955,40.0403,DOWN,0
2019-05-07,30.72,31.22,31.17,32.8462,39.9538,UP,1
2019-05-08,30.75,30.58,31.116,32.748,39.8659,UP,1
2019-05-09,33.36,36.06,31.51,32.7062,39.7915,DOWN,0
2019-05-10,32.25,33.05,31.72,32.6524,39.7129,DOWN,0
2019-05-13,30.22,31.39,31.46,32.5496,39.6238,UP,1
2019-05-14,30.78,30.48,31.472,32.4732,39.5377,UP,1
2019-05-15,31.08,30.54,31.538,32.4026,39.4553,UP,1
2019-05-16,31.34,31.26,31.134,32.339,39.3743,DOWN,0
2019-05-17,30.78,31.08,30.84,32.271,39.2926,DOWN,0
2019-05-20,30.72,30.47,30.94,32.2146,39.2139,UP,1
2019-05-21,31.38,30.96,31.06,32.165,39.1381,DOWN,0
2019-05-22,30.86,31.1,31.016,32.1066,39.0598,DOWN,0
2019-05-23,30.23,30.51,30.794,32.034,38.9839,DOWN,0
2019-05-24,29.71,30.51,30.58,31.9662,38.9036,DOWN,0
2019-05-28,29.4,29.8,30.316,31.9102,38.8154,DOWN,0
2019-05-29,29.0,28.93,29.84,31.8314,38.7227,DOWN,0
2019-05-30,28.36,28.9,29.34,31.74,38.6248,UP,1
2019-05-31,28.56,28.04,29.006,31.6742,38.5303,UP,1
2019-06-03,28.82,28.54,28.828,31.6116,38.4086,UP,1
2019-06-04,30.05,29.25,28.958,31.594,38.2985,UP,1
2019-06-05,30.17,30.48,29.192,31.566,38.1925,DOWN,0
2019-06-06,29.61,29.8,29.442,31.5192,38.0835,UP,1
2019-06-07,30.25,29.71,29.78,31.4746,37.9738,DOWN,0
2019-06-10,29.97,30.47,30.01,31.4198,37.8635,DOWN,0
2019-06-11,29.72,30.36,29.944,31.3644,37.7538,DOWN,0
2019-06-12,28.83,29.85,29.676,31.2732,37.641,UP,1
2019-06-13,29.94,29.11,29.742,31.2072,37.5356,DOWN,0
2019-06-14,29.54,29.82,29.6,31.1202,37.4296,UP,1
2019-06-17,29.66,29.45,29.538,31.0244,37.3211,UP,1
2019-06-18,30.31,29.9,29.656,30.9456,37.216,UP,1
2019-06-19,30.48,30.3,29.986,30.879,37.1154,UP,1
2019-06-20,30.88,30.79,30.174,30.8254,37.0163,UP,1
2019-06-21,31.33,30.95,30.532,30.7838,36.9187,UP,1
2019-06-24,31.4,31.18,30.88,30.7538,36.8235,DOWN,0
2019-06-25,30.2,31.14,30.858,30.7064,36.7247,UP,1
2019-06-26,30.78,30.35,30.918,30.676,36.6327,UP,1
2019-06-27,31.04,31.33,30.95,30.6516,36.5392,UP,1
2019-06-28,31.73,31.35,31.03,30.6402,36.4472,DOWN,0
2019-07-01,31.3,32.29,31.01,30.6152,36.3511,DOWN,0
2019-07-02,30.34,31.34,31.038,30.608,36.253,UP,1
2019-07-03,30.38,30.56,30.958,30.5988,36.1552,DOWN,0
2019-07-05,30.24,30.23,30.798,30.573,36.0538,UP,1
2019-07-08,30.26,30.23,30.504,30.5622,35.951,DOWN,0
2019-07-09,29.64,30.05,30.172,30.522,35.8471,DOWN,0
2019-07-10,28.86,29.66,29.876,30.4526,35.7397,UP,1
2019-07-11,29.72,29.0,29.744,30.4016,35.6373,UP,1
2019-07-12,30.34,29.9,29.764,30.388,35.5423,UP,1
2019-07-15,30.75,30.37,29.862,30.3752,35.4498,UP,1
2019-07-16,31.2,30.79,30.174,30.3752,35.3574,DOWN,0
2019-07-17,30.27,31.02,30.456,30.3502,35.258,UP,1
2019-07-18,30.4,30.24,30.592,30.3438,35.1587,DOWN,0
2019-07-19,30.3,30.57,30.584,30.3348,35.0585,DOWN,0
2019-07-22,29.39,30.4,30.312,30.2554,34.9563,UP,1
2019-07-23,30.04,29.6,30.08,30.2112,34.8558,UP,1
2019-07-24,30.8,30.28,30.186,30.2228,34.7676,UP,1
2019-07-25,30.82,30.59,30.27,30.2236,34.6819,DOWN,0
2019-07-26,30.62,30.94,30.334,30.2144,34.5937,DOWN,0
2019-07-29,30.61,30.45,30.578,30.1998,34.5079,UP,1
2019-07-30,30.66,30.51,30.702,30.1974,34.4423,UP,1
2019-07-31,30.93,30.53,30.728,30.2016,34.3836,DOWN,0
2019-08-01,29.27,30.88,30.418,30.1594,34.3108,UP,1
2019-08-02,29.75,29.23,30.244,30.1372,34.2443,DOWN,0
2019-08-05,27.84,28.99,29.69,30.0894,34.1611,UP,1
2019-08-06,27.88,27.99,29.134,30.0528,34.0806,UP,1
2019-08-07,28.18,27.47,28.584,30.0284,34.0043,UP,1
2019-08-08,28.47,28.18,28.424,30.0178,33.9341,DOWN,0
2019-08-09,27.39,28.34,27.952,29.9984,33.8579,DOWN,0
2019-08-12,26.25,26.8,27.634,29.9522,33.777,UP,1
2019-08-13,26.71,26.45,27.4,29.91,33.702,DOWN,0
