ticker,VNO US Equity,VNO US Equity,VNO US Equity,VNO US Equity,VNO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2009-09-15,46.4214,45.4517,34.4958,44.5433,38.5181,UP,1
2009-09-16,49.3159,46.5818,34.5541,45.7638,38.9076,UP,1
2009-09-17,49.5493,49.3087,34.6501,46.9026,39.3043,UP,1
2009-09-18,49.6951,49.8482,34.7315,48.0896,39.7114,DOWN,0
2009-09-21,48.6379,48.6452,34.7929,48.7239,40.0919,UP,1
2009-09-22,50.4825,49.0389,34.8678,49.5361,40.4886,DOWN,0
2009-09-23,48.4921,50.8325,34.9121,49.3714,40.8421,DOWN,0
2009-09-24,46.6912,48.9587,34.9286,48.7997,41.1249,DOWN,0
2009-09-25,46.2683,46.2319,34.962,48.1144,41.391,UP,1
2009-09-28,49.068,46.5891,34.9934,48.2004,41.737,DOWN,0
2009-09-29,47.2234,49.2722,35.0428,47.5486,41.9985,DOWN,0
2009-09-30,46.961,47.8067,35.0724,47.2424,42.2491,DOWN,0
2009-10-01,44.5841,46.6985,35.0967,46.821,42.4352,DOWN,0
2009-10-02,44.1029,43.3519,35.0905,46.3879,42.5916,UP,1
2009-10-05,45.1601,44.6206,35.0906,45.6063,42.7616,UP,1
2009-10-06,45.2476,45.5538,35.1117,45.2111,42.9292,DOWN,0
2009-10-07,44.9924,44.7737,35.1252,44.8174,43.0957,UP,1
2009-10-08,45.7507,45.4226,35.1507,45.0507,43.2899,UP,1
2009-10-09,46.3485,45.6705,35.1759,45.4999,43.4778,DOWN,0
2009-10-12,46.0933,46.3485,35.1998,45.6865,43.6593,DOWN,0
2009-10-13,45.3059,45.8017,35.2185,45.6982,43.8136,UP,1
2009-10-14,47.1651,45.6996,35.258,46.1327,43.9739,DOWN,0
2009-10-15,46.0788,46.2902,35.2835,46.1983,44.0837,DOWN,0
2009-10-16,44.6789,45.1674,35.2943,45.8644,44.1596,UP,1
2009-10-19,46.0715,45.0726,35.3194,45.86,44.2124,DOWN,0
2009-10-20,45.1966,46.2756,35.3429,45.8382,44.2525,DOWN,0
2009-10-21,44.1831,44.9705,35.3464,45.2418,44.2929,UP,1
2009-10-22,45.007,44.2123,35.3645,45.0274,44.3447,DOWN,0
2009-10-23,44.2998,45.3351,35.3825,44.9516,44.3861,DOWN,0
2009-10-26,44.1102,44.4602,35.409,44.5593,44.4336,DOWN,0
2009-10-27,43.2936,44.0227,35.4424,44.1787,44.528,DOWN,0
2009-10-28,41.3542,43.0895,35.4583,43.613,44.5647,UP,1
2009-10-29,44.0665,42.1489,35.5002,43.4249,44.6595,DOWN,0
2009-10-30,43.4249,43.8259,35.5368,43.2499,44.7184,UP,1
2009-11-02,43.9206,43.6436,35.568,43.212,44.7683,UP,1
2009-11-03,45.0289,43.3082,35.6255,43.559,44.8524,DOWN,0
2009-11-04,43.9571,45.2549,35.657,44.0796,44.8937,UP,1
2009-11-05,45.4736,44.3581,35.7064,44.361,44.95,DOWN,0
2009-11-06,44.6346,44.8469,35.7493,44.603,44.9963,UP,1
2009-11-09,46.9842,45.0518,35.8046,45.2157,45.0951,DOWN,0
2009-11-10,46.6987,46.5816,35.8559,45.5496,45.1903,UP,1
2009-11-11,47.7308,47.2257,35.8931,46.3044,45.3441,DOWN,0
2009-11-12,46.889,47.6576,35.9404,46.5874,45.4899,UP,1
2009-11-13,47.804,47.1306,36.0004,47.2213,45.6546,UP,1
2009-11-16,48.9092,48.1699,36.0631,47.6063,45.8301,DOWN,0
2009-11-17,48.3895,48.8726,36.1267,47.9445,45.9607,UP,1
2009-11-18,49.5533,48.5359,36.1974,48.309,46.0875,DOWN,0
2009-11-19,47.7674,49.1288,36.2611,48.4847,46.1658,DOWN,0
2009-11-20,47.094,47.4014,36.3069,48.3427,46.2325,UP,1
2009-11-23,47.9211,48.0016,36.3537,48.145,46.2816,DOWN,0
2009-11-24,46.706,48.0821,36.4151,47.8083,46.2872,UP,1
2009-11-25,47.0354,46.8597,36.4726,47.3048,46.2416,DOWN,0
2009-11-27,45.4178,45.4031,36.5282,46.8348,46.159,UP,1
2009-11-30,47.9137,45.6666,36.6144,46.9988,46.1234,UP,1
2009-12-01,48.9092,48.2578,36.7222,47.1964,46.1288,UP,1
2009-12-02,50.256,48.7628,36.8337,47.9064,46.1243,DOWN,0
2009-12-03,49.9925,49.8168,36.9493,48.4978,46.1543,UP,1
2009-12-04,51.3759,50.7391,37.0609,49.6895,46.248,DOWN,0
2009-12-07,50.5122,51.0465,37.1826,50.2092,46.3329,DOWN,0
2009-12-08,50.4536,50.3292,37.2995,50.518,46.3606,UP,1
2009-12-09,50.5781,50.7757,37.4181,50.5825,46.4277,DOWN,0
2009-12-10,50.3438,50.7903,37.5449,50.6527,46.4953,UP,1
2009-12-11,50.988,50.6,37.6825,50.5751,46.6234,UP,1
2009-12-14,51.8956,51.0977,37.834,50.8518,46.7792,DOWN,0
2009-12-15,51.1343,51.4125,37.9761,50.988,46.8987,UP,1
2009-12-16,51.2368,51.5003,38.1196,51.1197,47.0185,DOWN,0
2009-12-17,50.9733,50.8928,38.2707,51.2456,47.1381,DOWN,0
2009-12-18,50.9074,51.0246,38.4202,51.2295,47.2413,UP,1
2009-12-21,51.493,51.0172,38.5715,51.149,47.3442,UP,1
2009-12-22,51.6028,51.493,38.6997,51.2427,47.4543,UP,1
2009-12-23,51.9395,51.5369,38.8321,51.3832,47.587,UP,1
2009-12-24,52.73,51.9541,38.9559,51.7345,47.6983,UP,1
2009-12-28,53.0667,53.0082,39.0873,52.1664,47.8381,DOWN,0
2009-12-29,52.2616,53.279,39.2242,52.3201,47.9897,DOWN,0
2009-12-30,52.2396,51.9395,39.3511,52.4475,48.1131,DOWN,0
2009-12-31,51.1929,52.1957,39.4659,52.2982,48.233,UP,1
2010-01-04,51.2515,51.7053,39.5897,52.0024,48.3744,DOWN,0
2010-01-05,50.8635,51.2881,39.7285,51.5618,48.4915,DOWN,0
2010-01-06,50.6586,50.9294,39.8498,51.2412,48.6187,UP,1
2010-01-07,51.4418,50.5049,39.9809,51.0816,48.7653,DOWN,0
2010-01-08,50.8708,51.0319,40.1134,51.0172,48.9169,UP,1
2010-01-11,51.0319,51.0685,40.2389,50.9733,49.1104,DOWN,0
2010-01-12,50.3292,50.6732,40.3665,50.8665,49.2357,UP,1
2010-01-13,51.5735,50.4975,40.5125,51.0494,49.3986,UP,1
2010-01-14,51.7858,51.4052,40.6522,51.1182,49.556,DOWN,0
2010-01-15,51.31,51.6101,40.788,51.2061,49.6816,UP,1
2010-01-19,51.7345,51.3393,40.9179,51.3466,49.8371,DOWN,0
2010-01-20,50.6147,51.3905,41.0253,51.4037,49.9399,DOWN,0
2010-01-21,48.675,50.6366,41.1265,50.824,50.0208,DOWN,0
2010-01-22,47.3648,48.6603,41.2374,49.9398,50.0284,UP,1
2010-01-25,47.5112,48.1333,41.3471,49.18,50.0446,DOWN,0
2010-01-26,46.9695,46.8451,41.4324,48.227,50.0294,UP,1
2010-01-27,47.6429,46.8085,41.5199,47.6327,50.0445,DOWN,0
2010-01-28,47.3501,47.9284,41.622,47.3677,50.0354,DOWN,0
2010-01-29,47.3428,47.5551,41.7108,47.3633,50.0041,UP,1
2010-02-01,48.3529,47.7015,41.799,47.5317,50.0033,UP,1
2010-02-02,48.9458,48.5066,41.8788,47.9269,49.9912,DOWN,0
2010-02-03,47.965,48.6237,41.9742,47.9913,49.9951,DOWN,0
2010-02-04,46.2083,47.6649,42.0367,47.763,49.9774,UP,1
2010-02-05,47.0427,46.3547,42.1096,47.7029,49.9599,DOWN,0
2010-02-08,46.018,46.9256,42.1725,47.236,49.9461,UP,1
2010-02-09,46.1205,46.5816,42.2282,46.6709,49.9278,DOWN,0
2010-02-10,45.9375,46.0546,42.2936,46.2654,49.9382,DOWN,0
2010-02-11,45.7398,45.8789,42.3548,46.1717,49.8947,UP,1
2010-02-12,45.8936,45.2641,42.4099,45.9419,49.8344,UP,1
2010-02-16,47.1525,46.2303,42.4703,46.1688,49.7723,DOWN,0
2010-02-17,46.728,47.5331,42.5336,46.2903,49.707,UP,1
2010-02-18,47.4526,46.6109,42.5828,46.5933,49.6286,UP,1
2010-02-19,48.0309,47.2257,42.6418,47.0515,49.5789,UP,1
2010-02-22,48.0748,48.2578,42.6891,47.4877,49.5314,DOWN,0
2010-02-23,47.2623,47.2477,42.7515,47.5097,49.4651,UP,1
2010-02-24,47.804,47.6429,42.8025,47.7249,49.4143,UP,1
2010-02-25,48.0821,47.2843,42.8638,47.8508,49.3561,UP,1
2010-02-26,48.1041,48.0528,42.9321,47.8654,49.2803,UP,1
2010-03-01,48.4481,48.3017,43.0147,47.9401,49.2266,UP,1
2010-03-02,48.5652,48.6603,43.0925,48.2007,49.1731,UP,1
2010-03-03,48.6384,48.6823,43.1749,48.3676,49.1264,UP,1
2010-03-04,49.1361,48.6237,43.2444,48.5784,49.091,UP,1
2010-03-05,50.6952,49.3923,43.3254,49.0966,49.0751,UP,1
2010-03-08,51.6248,50.7025,43.415,49.7319,49.0755,UP,1
2010-03-09,52.2908,51.3759,43.5082,50.4771,49.0825,UP,1
2010-03-10,53.2643,52.2689,43.6115,51.4022,49.0932,UP,1
2010-03-11,53.5352,52.8764,43.7053,52.2821,49.1026,UP,1
2010-03-12,54.0182,53.9743,43.8117,52.9467,49.1377,DOWN,0
2010-03-15,53.8865,53.9011,43.9123,53.399,49.1707,UP,1
2010-03-16,55.1967,54.0914,44.019,53.9802,49.2507,UP,1
2010-03-17,55.8189,55.3211,44.1202,54.4911,49.3421,DOWN,0
2010-03-18,55.6871,55.914,44.2235,54.9215,49.4386,DOWN,0
2010-03-19,55.2113,55.8115,44.3255,55.1601,49.5296,UP,1
2010-03-22,55.5334,54.7502,44.421,55.4895,49.6114,UP,1
2010-03-23,55.5993,55.6432,44.5223,55.57,49.706,UP,1
2010-03-24,55.914,55.4309,44.6227,55.589,49.8037,UP,1
2010-03-25,56.2068,56.3093,44.7234,55.693,49.9212,DOWN,0
2010-03-26,56.0238,56.4337,44.8282,55.8555,50.0102,UP,1
2010-03-29,56.3166,56.2361,44.9408,56.0121,50.1008,DOWN,0
2010-03-30,56.1775,56.2507,45.0456,56.1277,50.1982,DOWN,0
2010-03-31,55.409,55.8189,45.1547,56.0267,50.2717,UP,1
2010-04-01,55.5188,55.7896,45.2684,55.8891,50.3697,UP,1
2010-04-05,57.3633,55.7676,45.3957,56.157,50.5435,UP,1
2010-04-06,58.2563,56.9753,45.5242,56.545,50.7613,DOWN,0
2010-04-07,56.5435,58.2197,45.6433,56.6182,50.942,DOWN,0
2010-04-08,56.3825,56.2727,45.7726,56.8129,51.1302,UP,1
2010-04-09,57.9708,56.5581,45.9076,57.3033,51.3368,DOWN,0
2010-04-12,57.2681,57.883,46.0367,57.2842,51.5352,UP,1
2010-04-13,59.6616,57.2901,46.1747,57.5653,51.7815,DOWN,0
2010-04-14,59.3176,59.9764,46.3097,58.1201,52.0008,DOWN,0
2010-04-15,57.2681,59.0834,46.4348,58.2973,52.1673,DOWN,0
2010-04-16,56.0604,57.1071,46.5517,57.9152,52.3292,UP,1
2010-04-19,56.2361,55.7237,46.6678,57.7088,52.5297,UP,1
2010-04-20,57.1583,56.624,46.7995,57.2081,52.7321,UP,1
2010-04-21,58.2929,57.0925,46.9322,57.0032,52.9776,UP,1
2010-04-22,59.6031,57.7073,47.0811,57.4701,53.2472,UP,1
2010-04-23,60.3936,59.7714,47.2344,58.3368,53.5363,UP,1
2010-04-26,61.2207,60.1813,47.3939,59.3337,53.8459,DOWN,0
2010-04-27,59.303,60.7449,47.5423,59.7626,54.1141,UP,1
2010-04-28,59.6323,59.6104,47.6872,60.0305,54.3637,UP,1
2010-04-29,63.2116,60.3277,47.8492,60.7522,54.6934,DOWN,0
2010-04-30,61.0231,62.9188,47.9916,60.8781,54.9648,UP,1
2010-05-03,62.9847,61.5354,48.1417,61.2309,55.2639,DOWN,0
2010-05-04,61.1182,62.4138,48.2884,61.594,55.5248,DOWN,0
2010-05-05,60.3936,60.0935,48.4197,61.7462,55.7874,DOWN,0
2010-05-06,57.3633,59.3249,48.5343,60.5766,55.9786,DOWN,0
2010-05-07,56.0238,57.1437,48.638,59.5767,56.1374,UP,1
2010-05-10,59.9471,58.5344,48.7564,58.9692,56.3743,DOWN,0
2010-05-11,59.9324,59.0321,48.8727,58.732,56.604,UP,1
2010-05-12,60.9133,60.2545,48.9929,58.836,56.8509,DOWN,0
2010-05-13,59.9324,60.8108,49.1093,59.3498,57.0768,DOWN,0
2010-05-14,58.227,59.4786,49.2202,59.7904,57.2586,DOWN,0
2010-05-17,58.1611,58.3148,49.3262,59.4332,57.4079,DOWN,0
2010-05-18,56.3898,58.9004,49.4231,58.7247,57.5032,DOWN,0
2010-05-19,55.9213,56.097,49.5147,57.7263,57.5758,DOWN,0
2010-05-20,53.7913,54.7722,49.588,56.4981,57.5864,UP,1
2010-05-21,55.6359,52.8325,49.6632,55.9799,57.6284,DOWN,0
2010-05-24,53.9304,55.731,49.7284,55.1337,57.6266,UP,1
2010-05-25,54.5379,52.4006,49.784,54.7634,57.6397,DOWN,0
2010-05-26,54.1427,55.2772,49.8387,54.4076,57.6186,UP,1
2010-05-27,57.883,55.2699,49.9173,55.226,57.6599,DOWN,0
2010-05-28,56.8582,58.4027,49.9895,55.4704,57.6833,DOWN,0
2010-06-01,55.5261,56.3825,50.056,55.7896,57.6896,UP,1
2010-06-02,56.99,55.8555,50.1323,56.28,57.7187,DOWN,0
2010-06-03,56.3093,56.99,50.2209,56.7133,57.7329,DOWN,0
2010-06-04,52.7739,55.021,50.2872,55.6915,57.6701,DOWN,0
2010-06-07,52.547,52.9862,50.3533,54.8293,57.5969,UP,1
2010-06-08,53.2717,52.5909,50.4173,54.3784,57.5419,UP,1
2010-06-09,53.462,53.6815,50.4775,53.6728,57.4848,UP,1
2010-06-10,55.9579,54.2891,50.5531,53.6025,57.4804,UP,1
2010-06-11,56.3166,55.365,50.6253,54.311,57.4985,UP,1
2010-06-14,57.0485,56.8363,50.6972,55.2113,57.5291,UP,1
2010-06-15,58.2636,57.5682,50.7769,56.2097,57.5471,DOWN,0
2010-06-16,58.2197,57.8244,50.8578,57.1613,57.5464,UP,1
2010-06-17,58.3661,58.2782,50.9399,57.6429,57.5829,DOWN,0
2010-06-18,58.1026,58.549,51.0302,58.0001,57.6173,UP,1
2010-06-21,58.3441,58.8418,51.124,58.2592,57.6247,DOWN,0
2010-06-22,56.646,58.4319,51.2094,57.9357,57.6123,UP,1
2010-06-23,56.829,56.6533,51.2928,57.6575,57.5556,DOWN,0
2010-06-24,55.8189,56.3605,51.3626,57.1481,57.4857,UP,1
2010-06-25,57.5902,56.441,51.4345,57.0456,57.4921,DOWN,0
2010-06-28,56.5728,57.9708,51.4981,56.6913,57.5024,DOWN,0
2010-06-29,54.1427,55.7457,51.55,56.1907,57.4605,DOWN,0
2010-06-30,53.3961,54.2891,51.5897,55.5041,57.3852,UP,1
2010-07-01,53.418,53.5718,51.6247,55.024,57.2877,DOWN,0
2010-07-02,52.0639,53.4327,51.6384,53.9187,57.137,DOWN,0
2010-07-06,50.8708,53.3229,51.645,52.7783,56.9465,UP,1
2010-07-07,53.3302,51.127,51.6632,52.6158,56.7887,UP,1
2010-07-08,53.7181,53.9597,51.6886,52.6802,56.677,UP,1
2010-07-09,54.8966,53.5278,51.7107,52.9759,56.5823,UP,1
2010-07-12,55.3504,54.7209,51.7449,53.6332,56.4251,UP,1
2010-07-13,56.5801,56.0018,51.7944,54.7751,56.3362,DOWN,0
2010-07-14,56.1263,55.8701,51.8437,55.3343,56.199,UP,1
2010-07-15,56.2727,56.2507,51.8797,55.8452,56.1021,DOWN,0
2010-07-16,54.655,55.5993,51.9169,55.7969,55.9874,UP,1
2010-07-19,55.4456,54.8966,51.9593,55.8159,55.949,UP,1
2010-07-20,56.4703,54.5672,52.0187,55.794,55.9579,DOWN,0
2010-07-21,55.3065,57.1583,52.0747,55.63,55.8651,UP,1
2010-07-22,57.8976,55.7457,52.1384,55.955,55.8244,UP,1
2010-07-23,58.6442,57.8244,52.2054,56.7528,55.779,UP,1
2010-07-26,60.6498,58.7906,52.2837,57.7937,55.7934,DOWN,0
2010-07-27,60.5034,61.206,52.3575,58.6003,55.8389,UP,1
2010-07-28,60.8254,60.357,52.4298,59.7041,55.8922,DOWN,0
2010-07-29,60.3204,61.3158,52.501,60.1886,55.9708,UP,1
2010-07-30,60.5912,59.4567,52.5774,60.578,56.0642,UP,1
2010-08-02,63.2482,61.4842,52.6578,61.0977,56.2533,DOWN,0
2010-08-03,62.0624,62.5528,52.7377,61.4095,56.3819,UP,1
2010-08-04,62.6992,62.3333,52.8278,61.7843,56.5573,DOWN,0
2010-08-05,62.1795,62.2088,52.9084,62.1561,56.7101,DOWN,0
2010-08-06,62.1063,61.4842,52.9929,62.4591,56.8694,UP,1
2010-08-09,62.6407,61.8209,53.0852,62.3376,56.9645,DOWN,0
2010-08-10,61.4549,62.099,53.1675,62.2161,57.0564,DOWN,0
2010-08-11,60.2911,60.6205,53.2474,61.7345,57.1517,DOWN,0
2010-08-12,59.5006,59.4859,53.3244,61.1987,57.202,DOWN,0
2010-08-13,59.2883,59.4713,53.4043,60.6351,57.2615,UP,1
2010-08-16,59.3908,59.0541,53.4945,59.9851,57.3939,UP,1
2010-08-17,61.5135,60.1227,53.5818,59.9969,57.5732,DOWN,0
2010-08-18,61.4988,61.5135,53.6721,60.2384,57.7377,DOWN,0
2010-08-19,59.6836,61.3232,53.7509,60.275,57.8622,DOWN,0
2010-08-20,59.3322,59.2883,53.8225,60.2838,57.9297,DOWN,0
2010-08-23,59.259,59.808,53.899,60.2574,57.9885,DOWN,0
2010-08-24,58.5783,58.7247,53.9645,59.6704,58.0191,UP,1
2010-08-25,59.4494,58.2709,54.0386,59.2605,58.0428,DOWN,0
2010-08-26,58.8711,59.8007,54.098,59.098,58.0559,UP,1
2010-08-27,59.7129,59.1785,54.1631,59.1741,58.0828,DOWN,0
2010-08-30,58.9004,59.3176,54.2189,59.1024,58.0987,UP,1
2010-08-31,59.3322,58.8565,54.2811,59.2532,58.1185,UP,1
2010-09-01,61.7038,60.2911,54.3506,59.7041,58.2197,UP,1
2010-09-02,63.0506,61.8355,54.4213,60.54,58.3441,UP,1
2010-09-03,63.9801,63.4678,54.4993,61.3934,58.5073,DOWN,0
2010-09-07,62.7651,63.4019,54.5653,62.1664,58.6108,UP,1
2010-09-08,62.8676,63.1677,54.6408,62.8734,58.7367,DOWN,0
2010-09-09,61.8868,63.6435,54.7148,62.91,58.8916,UP,1
2010-09-10,62.1429,62.1722,54.7859,62.7285,59.0665,UP,1
2010-09-13,62.9701,63.1823,54.8672,62.5265,59.2576,DOWN,0
2010-09-14,62.7797,62.7944,54.946,62.5294,59.4719,UP,1
2010-09-15,63.5263,62.2601,55.0365,62.6612,59.725,DOWN,0
2010-09-16,63.0432,63.3726,55.1122,62.8925,59.9193,UP,1
2010-09-17,63.336,63.3068,55.1843,63.1311,60.1116,UP,1
2010-09-20,64.8219,63.8191,55.2571,63.5015,60.3101,DOWN,0
2010-09-21,64.6755,64.8731,55.3305,63.8806,60.4966,DOWN,0
2010-09-22,63.885,64.2071,55.3931,63.9523,60.6427,DOWN,0
2010-09-23,61.9966,63.5776,55.4505,63.743,60.7601,UP,1
2010-09-24,63.68,62.8163,55.5166,63.8118,60.9083,DOWN,0
2010-09-27,63.5703,63.4239,55.5816,63.5615,61.0866,DOWN,0
2010-09-28,63.3726,63.5263,55.6467,63.3009,61.2451,DOWN,0
2010-09-29,62.487,63.0286,55.7042,63.0213,61.3655,UP,1
2010-09-30,62.6041,62.8163,55.7578,63.1428,61.5114,UP,1
2010-10-01,62.9188,63.2994,55.8167,62.9905,61.6118,UP,1
2010-10-04,63.6215,62.9554,55.8786,63.0008,61.7114,UP,1
2010-10-05,64.6755,64.39,55.9471,63.2614,61.7919,DOWN,0
2010-10-06,63.7898,64.4266,56.0115,63.5219,61.8576,DOWN,0
2010-10-07,63.7459,64.1339,56.0728,63.7503,61.916,DOWN,0
2010-10-08,63.6435,63.8996,56.133,63.8952,61.9825,UP,1
2010-10-11,63.6581,63.6361,56.1916,63.9026,62.0438,UP,1
2010-10-12,64.0826,63.3141,56.2484,63.784,62.0605,UP,1
2010-10-13,64.4632,64.3022,56.3053,63.9187,62.1085,DOWN,0
2010-10-14,64.3095,64.2071,56.3656,64.0314,62.1407,DOWN,0
2010-10-15,63.8338,64.8658,56.4236,64.0694,62.1738,UP,1
2010-10-18,64.9536,63.9436,56.4924,64.3286,62.2308,DOWN,0
2010-10-19,64.0387,64.229,56.5563,64.3198,62.2587,UP,1
2010-10-20,65.7295,64.1265,56.6306,64.573,62.3442,UP,1
2010-10-21,66.4542,66.1394,56.7096,65.002,62.4675,UP,1
2010-10-22,66.6518,66.3004,56.7857,65.5656,62.6105,UP,1
2010-10-25,66.6664,66.8933,56.8646,65.9081,62.7581,DOWN,0
2010-10-26,65.9784,66.0735,56.9394,66.2961,62.8898,DOWN,0
2010-10-27,64.9683,65.671,57.0126,66.1438,62.9589,DOWN,0
2010-10-28,64.2656,65.2025,57.076,65.7061,63.0143,DOWN,0
2010-10-29,63.9655,64.1046,57.1369,65.1688,63.0999,UP,1
2010-11-01,64.4706,64.5072,57.2027,64.7297,63.2027,UP,1
2010-11-02,65.3489,65.2611,57.2708,64.6038,63.3245,DOWN,0
2010-11-03,64.8951,65.488,57.3422,64.5891,63.4508,UP,1
2010-11-04,65.1732,65.2098,57.4247,64.7707,63.5653,UP,1
2010-11-05,65.7661,64.9902,57.5167,65.1308,63.7032,DOWN,0
2010-11-08,64.39,65.1659,57.6011,65.1147,63.7967,DOWN,0
2010-11-09,61.8355,64.4266,57.6754,64.412,63.8554,UP,1
2010-11-10,62.3552,61.7916,57.749,63.904,63.9159,DOWN,0
2010-11-11,61.1548,61.8502,57.818,63.1003,63.9049,DOWN,0
2010-11-12,60.8181,60.6937,57.8854,62.1107,63.8603,DOWN,0
2010-11-15,60.0056,61.0597,57.9436,61.2339,63.7808,DOWN,0
2010-11-16,57.9196,59.5665,57.9885,60.4507,63.6839,DOWN,0
2010-11-17,57.8244,58.0952,58.0378,59.5445,63.583,UP,1
2010-11-18,57.9635,58.6588,58.0966,58.9062,63.5045,UP,1
2010-11-19,58.7174,58.0001,58.155,58.4861,63.436,UP,1
2010-11-22,59.259,58.5051,58.2212,58.3368,63.3618,DOWN,0
2010-11-23,59.0834,58.5564,58.286,58.5695,63.2879,UP,1
2010-11-24,60.174,59.281,58.3572,59.0395,63.2208,DOWN,0
2010-11-26,59.8446,59.5079,58.4277,59.4157,63.1568,UP,1
2010-11-29,59.9178,59.3688,58.4978,59.6558,63.0885,DOWN,0
2010-11-30,59.7129,59.4713,58.5606,59.7465,62.9863,UP,1
2010-12-01,60.0276,60.5912,58.6271,59.9354,62.8933,UP,1
2010-12-02,60.4009,60.0496,58.6919,59.9808,62.8237,UP,1
2010-12-03,60.6424,60.1374,58.7549,60.1403,62.7966,DOWN,0
2010-12-06,60.4448,60.3277,58.8168,60.2457,62.7319,UP,1
2010-12-07,61.1475,60.8327,58.8862,60.5326,62.6834,DOWN,0
2010-12-08,60.1886,61.0743,58.9481,60.5648,62.6197,DOWN,0
2010-12-09,59.6397,60.4521,59.0059,60.4126,62.5628,UP,1
2010-12-10,59.8519,59.6031,59.0646,60.2545,62.5078,UP,1
2010-12-13,60.0935,59.8958,59.1229,60.1842,62.4512,DOWN,0
2010-12-14,59.6982,59.9837,59.1785,59.8944,62.3728,DOWN,0
2010-12-15,58.7979,59.4713,59.2293,59.6162,62.2552,DOWN,0
2010-12-16,58.6149,59.0175,59.2767,59.4113,62.1517,DOWN,0
2010-12-17,58.4832,58.6076,59.3157,59.1375,62.0465,UP,1
2010-12-20,59.0321,58.4832,59.3527,58.9253,61.9542,UP,1
2010-12-21,59.8592,59.2151,59.3905,58.9575,61.8783,UP,1
2010-12-22,60.3863,59.8446,59.4261,59.2751,61.8043,DOWN,0
2010-12-23,60.1008,60.1593,59.459,59.5723,61.7171,UP,1
2010-12-27,60.7742,59.9544,59.4928,60.0305,61.6464,UP,1
2010-12-28,60.9425,60.7742,59.528,60.4126,61.5886,UP,1
2010-12-29,61.4842,61.0597,59.5595,60.7376,61.5192,DOWN,0
2010-12-30,61.2719,61.2573,59.5867,60.9147,61.4638,DOWN,0
2010-12-31,60.9938,61.25,59.6133,61.0933,61.3691,UP,1
2011-01-03,62.5236,61.4183,59.6498,61.4432,61.2905,DOWN,0
2011-01-04,61.4842,62.7797,59.6796,61.5515,61.1872,UP,1
2011-01-05,61.7111,61.2646,59.7101,61.5969,61.0881,DOWN,0
2011-01-06,61.3012,61.6306,59.7371,61.6028,60.9945,DOWN,0
2011-01-07,61.2426,61.6233,59.7623,61.6525,60.92,DOWN,0
2011-01-10,61.0523,60.7522,59.7874,61.3583,60.8557,DOWN,0
2011-01-11,60.8035,61.4329,59.8098,61.2221,60.7925,UP,1
2011-01-12,61.5208,61.8355,59.8366,61.1841,60.7335,UP,1
2011-01-13,61.755,61.6013,59.8683,61.2748,60.6616,UP,1
2011-01-14,63.0652,61.5867,59.906,61.6394,60.625,UP,1
2011-01-18,63.6727,63.153,59.9376,62.1634,60.595,DOWN,0
2011-01-19,62.6626,63.4056,59.9596,62.5353,60.5329,UP,1
2011-01-20,63.336,62.465,59.9936,62.8983,60.5119,UP,1
2011-01-21,63.3946,63.5483,60.0286,63.2262,60.543,DOWN,0
2011-01-24,63.2262,63.2409,60.0549,63.2584,60.5605,UP,1
2011-01-25,63.7898,63.1311,60.0875,63.2819,60.6132,DOWN,0
2011-01-26,63.7606,63.5995,60.108,63.5015,60.672,UP,1
2011-01-27,64.8951,64.0094,60.1359,63.8133,60.7698,DOWN,0
2011-01-28,63.8118,64.8292,60.1686,63.8967,60.8876,UP,1
2011-01-31,64.4779,64.0826,60.2107,64.147,61.0207,UP,1
2011-02-01,64.6023,64.8658,60.2525,64.3095,61.1535,DOWN,0
2011-02-02,63.724,64.3242,60.2854,64.3022,61.2536,UP,1
2011-02-03,63.7606,63.5483,60.3127,64.0753,61.3436,DOWN,0
2011-02-04,63.1091,63.9436,60.3302,63.9348,61.4242,UP,1
2011-02-07,63.8484,63.2921,60.3475,63.8089,61.4977,DOWN,0
2011-02-08,63.68,63.8484,60.3598,63.6244,61.5744,UP,1
2011-02-09,64.3315,63.336,60.3849,63.7459,61.6626,UP,1
2011-02-10,64.6316,64.0094,60.4099,63.9201,61.761,UP,1
2011-02-11,65.1366,64.4266,60.4196,64.3256,61.8632,DOWN,0
2011-02-14,64.9244,65.2025,60.4391,64.5408,61.9537,UP,1
2011-02-15,64.9317,64.5364,60.4488,64.7912,62.0394,DOWN,0
2011-02-16,64.5511,65.1513,60.466,64.8351,62.1216,UP,1
2011-02-17,64.8292,64.4266,60.4881,64.8746,62.1952,UP,1
2011-02-18,65.7515,65.2245,60.5301,64.9976,62.3065,DOWN,0
2011-02-22,65.283,64.9976,60.5764,65.0693,62.4193,DOWN,0
2011-02-23,64.595,65.3343,60.5996,65.002,62.5142,DOWN,0
2011-02-24,64.2949,64.229,60.6214,64.9507,62.5982,UP,1
2011-02-25,65.8613,64.5877,60.6462,65.1571,62.7215,UP,1
2011-02-28,68.3133,66.0443,60.6881,65.6695,62.9118,DOWN,0
2011-03-01,66.7396,68.4597,60.7306,65.9608,63.0743,DOWN,0
2011-03-02,65.6197,66.6005,60.7679,66.1658,63.217,UP,1
2011-03-03,65.8466,65.9857,60.8152,66.4761,63.3533,DOWN,0
