ticker,VMC US Equity,VMC US Equity,VMC US Equity,VMC US Equity,VMC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2010-03-19,48.57,48.41,48.2292,47.716,46.3924,UP,1
2010-03-22,49.55,48.01,48.2457,48.53,46.32,UP,1
2010-03-23,50.18,49.7,48.2661,49.268,46.2706,DOWN,0
2010-03-24,49.73,49.9,48.2915,49.284,46.2216,DOWN,0
2010-03-25,48.26,50.13,48.3097,49.258,46.1452,DOWN,0
2010-03-26,47.78,48.36,48.3287,49.1,46.045,UP,1
2010-03-29,48.22,47.97,48.3563,48.834,45.9564,DOWN,0
2010-03-30,47.68,48.3,48.3587,48.334,45.8868,DOWN,0
2010-03-31,47.24,47.61,48.3649,47.836,45.796,UP,1
2010-04-01,49.09,47.46,48.3839,48.002,45.7586,UP,1
2010-04-05,49.42,49.12,48.4101,48.33,45.7782,DOWN,0
2010-04-06,48.87,49.1,48.4369,48.46,45.8144,DOWN,0
2010-04-07,47.93,48.65,48.4587,48.51,45.8376,UP,1
2010-04-08,48.08,47.89,48.4842,48.678,45.8604,UP,1
2010-04-09,48.42,48.11,48.5095,48.544,45.9044,UP,1
2010-04-12,49.28,48.29,48.5375,48.516,45.9866,UP,1
2010-04-13,49.77,49.33,48.5612,48.696,46.0982,UP,1
2010-04-14,51.45,49.94,48.596,49.4,46.2282,UP,1
2010-04-15,53.28,51.28,48.6457,50.44,46.377,DOWN,0
2010-04-16,52.9,53.26,48.6947,51.336,46.5326,UP,1
2010-04-19,52.91,52.35,48.7451,52.062,46.7248,UP,1
2010-04-20,53.84,53.19,48.7989,52.876,46.9284,UP,1
2010-04-21,54.43,54.02,48.8522,53.472,47.147,UP,1
2010-04-22,55.95,53.99,48.927,54.006,47.4134,UP,1
2010-04-23,57.27,55.76,49.0043,54.88,47.7022,UP,1
2010-04-26,57.84,57.57,49.0801,55.866,47.998,DOWN,0
2010-04-27,55.36,57.61,49.1539,56.17,48.2464,UP,1
2010-04-28,56.06,55.6,49.2274,56.496,48.478,UP,1
2010-04-29,58.24,56.41,49.3132,56.954,48.7558,DOWN,0
2010-04-30,57.28,58.34,49.389,56.956,49.0124,UP,1
2010-05-03,58.89,56.2,49.4723,57.166,49.2802,DOWN,0
2010-05-04,55.5,57.04,49.5389,57.194,49.4738,DOWN,0
2010-05-05,54.02,54.7,49.5927,56.786,49.6506,DOWN,0
2010-05-06,51.75,53.75,49.6388,55.488,49.788,DOWN,0
2010-05-07,51.08,51.65,49.6715,54.248,49.9186,UP,1
2010-05-10,55.05,51.96,49.7129,53.48,50.1514,DOWN,0
2010-05-11,54.51,54.22,49.7479,53.282,50.3814,UP,1
2010-05-12,54.71,54.81,49.7838,53.42,50.622,DOWN,0
2010-05-13,53.88,54.43,49.8111,53.846,50.8218,DOWN,0
2010-05-14,52.88,53.27,49.844,54.206,51.004,UP,1
2010-05-17,53.29,53.06,49.8734,53.854,51.168,DOWN,0
2010-05-18,52.44,53.86,49.8982,53.44,51.2978,DOWN,0
2010-05-19,51.94,52.14,49.9189,52.886,51.4228,DOWN,0
2010-05-20,48.89,50.34,49.9155,51.888,51.4924,UP,1
2010-05-21,49.75,47.65,49.9161,51.262,51.5746,DOWN,0
2010-05-24,49.27,49.38,49.9188,50.458,51.6548,UP,1
2010-05-25,49.35,47.96,49.9136,49.84,51.7322,UP,1
2010-05-26,49.9,49.97,49.9168,49.432,51.8004,UP,1
2010-05-27,51.95,51.36,49.9351,50.044,51.8464,DOWN,0
2010-05-28,50.48,52.0,49.9417,50.19,51.8882,DOWN,0
2010-06-01,49.79,49.69,49.9445,50.294,51.9126,UP,1
2010-06-02,51.04,50.21,49.9595,50.632,51.9424,UP,1
2010-06-03,51.43,51.28,49.9861,50.938,51.9674,DOWN,0
2010-06-04,47.95,50.06,49.9901,50.138,51.9318,DOWN,0
2010-06-07,45.86,48.31,49.9793,49.214,51.8838,UP,1
2010-06-08,46.13,46.07,49.9687,48.482,51.8508,DOWN,0
2010-06-09,45.39,46.48,49.9471,47.352,51.7942,UP,1
2010-06-10,46.77,46.68,49.9379,46.42,51.776,UP,1
2010-06-11,47.01,46.32,49.9279,46.232,51.7714,DOWN,0
2010-06-14,46.9,47.43,49.9166,46.44,51.7276,UP,1
2010-06-15,47.84,47.42,49.908,46.782,51.696,DOWN,0
2010-06-16,47.74,47.31,49.8919,47.252,51.6734,DOWN,0
2010-06-17,47.32,47.9,49.8783,47.362,51.6612,UP,1
2010-06-18,47.53,47.38,49.8709,47.466,51.6502,UP,1
2010-06-21,48.72,49.17,49.8726,47.83,51.6562,DOWN,0
2010-06-22,46.84,48.68,49.864,47.63,51.6074,UP,1
2010-06-23,47.01,46.86,49.853,47.484,51.5522,DOWN,0
2010-06-24,46.12,46.59,49.8274,47.244,51.4456,DOWN,0
2010-06-25,46.07,46.69,49.7966,46.952,51.3014,DOWN,0
2010-06-28,45.77,46.05,49.7604,46.362,51.1588,DOWN,0
2010-06-29,44.24,44.94,49.7057,45.842,50.9854,DOWN,0
2010-06-30,43.83,44.23,49.651,45.206,50.7852,DOWN,0
2010-07-01,43.66,43.86,49.5876,44.714,50.5698,DOWN,0
2010-07-02,43.38,43.98,49.5012,44.176,50.3184,UP,1
2010-07-06,44.31,44.31,49.4233,43.884,50.0592,DOWN,0
2010-07-07,43.74,44.19,49.3549,43.784,49.7772,UP,1
2010-07-08,43.89,44.18,49.2907,43.796,49.5478,UP,1
2010-07-09,44.47,43.87,49.2296,43.958,49.316,DOWN,0
2010-07-12,43.89,44.45,49.1713,44.06,49.029,UP,1
2010-07-13,45.24,44.47,49.128,44.246,48.7882,DOWN,0
2010-07-14,45.07,44.97,49.0882,44.512,48.5118,DOWN,0
2010-07-15,44.47,45.0,49.0376,44.628,48.2912,DOWN,0
2010-07-16,43.24,44.09,48.9806,44.382,48.0756,DOWN,0
2010-07-19,43.2,43.43,48.9263,44.244,47.9046,UP,1
2010-07-20,44.8,42.8,48.898,44.156,47.779,DOWN,0
2010-07-21,44.15,45.44,48.8685,43.972,47.561,UP,1
2010-07-22,45.17,44.8,48.8421,44.112,47.3742,UP,1
2010-07-23,46.21,44.87,48.8138,44.706,47.2042,UP,1
2010-07-26,47.38,46.09,48.7945,45.542,47.0742,DOWN,0
2010-07-27,46.89,48.04,48.7663,45.96,46.9544,DOWN,0
2010-07-28,46.0,46.75,48.7372,46.33,46.8086,DOWN,0
2010-07-29,45.02,46.02,48.7036,46.3,46.6602,UP,1
2010-07-30,45.24,44.52,48.672,46.106,46.5262,UP,1
2010-08-02,46.85,45.78,48.6495,46.0,46.4854,DOWN,0
2010-08-03,42.56,44.07,48.5948,45.134,46.3416,DOWN,0
2010-08-04,42.26,42.79,48.5437,44.386,46.2014,DOWN,0
2010-08-05,41.6,41.45,48.4857,43.702,46.0464,UP,1
2010-08-06,41.62,41.25,48.4253,42.978,45.8808,DOWN,0
2010-08-09,41.6,41.92,48.3718,41.928,45.6738,DOWN,0
2010-08-10,40.6,41.25,48.3124,41.536,45.4762,DOWN,0
2010-08-11,39.74,40.02,48.2575,41.032,45.2752,DOWN,0
2010-08-12,38.69,39.31,48.2048,40.45,45.0282,DOWN,0
2010-08-13,38.32,38.6,48.1548,39.79,44.766,DOWN,0
2010-08-16,38.25,38.05,48.1128,39.12,44.572,UP,1
2010-08-17,38.61,38.73,48.0668,38.722,44.427,UP,1
2010-08-18,39.2,38.57,48.0327,38.614,44.2884,DOWN,0
2010-08-19,38.47,38.83,47.9894,38.57,44.15,UP,1
2010-08-20,38.9,38.02,47.9586,38.686,43.9926,DOWN,0
2010-08-23,38.31,39.03,47.9219,38.698,43.8186,DOWN,0
2010-08-24,37.0,37.38,47.8719,38.376,43.6206,UP,1
2010-08-25,37.6,36.69,47.8201,38.056,43.4158,UP,1
2010-08-26,37.7,37.75,47.765,37.902,43.215,UP,1
2010-08-27,38.48,38.01,47.7162,37.818,43.0382,DOWN,0
2010-08-30,37.45,38.27,47.6602,37.646,42.8366,DOWN,0
2010-08-31,36.76,37.11,47.6057,37.598,42.5974,UP,1
2010-09-01,37.66,37.25,47.5526,37.61,42.4138,UP,1
2010-09-02,38.39,37.76,47.4936,37.748,42.2414,UP,1
2010-09-03,38.55,38.65,47.4342,37.762,42.09,DOWN,0
2010-09-07,38.26,38.76,47.3743,37.924,41.9338,DOWN,0
2010-09-08,38.25,38.26,47.3181,38.222,41.7834,DOWN,0
2010-09-09,38.11,38.84,47.2598,38.312,41.6608,UP,1
2010-09-10,38.46,38.23,47.1995,38.326,41.5534,UP,1
2010-09-13,38.48,38.82,47.1424,38.312,41.4498,DOWN,0
2010-09-14,37.87,38.36,47.0816,38.234,41.3396,DOWN,0
2010-09-15,37.82,37.74,47.0273,38.148,41.2098,DOWN,0
2010-09-16,37.16,37.73,46.9707,37.958,41.0782,DOWN,0
2010-09-17,36.63,36.88,46.9109,37.592,40.933,DOWN,0
2010-09-20,36.63,36.62,46.8469,37.222,40.7762,UP,1
2010-09-21,37.78,37.13,46.7933,37.204,40.654,DOWN,0
2010-09-22,36.8,37.84,46.7322,37.0,40.4852,DOWN,0
2010-09-23,35.7,36.5,46.6681,36.708,40.2978,UP,1
2010-09-24,36.46,36.11,46.6102,36.674,40.1376,DOWN,0
2010-09-27,36.21,36.65,46.5528,36.59,39.997,UP,1
2010-09-28,36.74,36.31,46.4985,36.382,39.8678,UP,1
2010-09-29,36.98,36.57,46.444,36.418,39.7114,DOWN,0
2010-09-30,36.92,37.28,46.3861,36.662,39.5668,UP,1
2010-10-01,37.5,37.28,46.3329,36.87,39.4134,DOWN,0
2010-10-04,36.89,37.5,46.273,37.006,39.227,UP,1
2010-10-05,37.63,37.34,46.217,37.184,39.032,UP,1
2010-10-06,37.99,37.53,46.1581,37.386,38.854,DOWN,0
2010-10-07,37.1,38.21,46.0874,37.422,38.676,DOWN,0
2010-10-08,36.79,37.1,46.0069,37.28,38.5114,DOWN,0
2010-10-11,36.51,36.78,45.9256,37.204,38.3368,DOWN,0
2010-10-12,36.01,36.33,45.838,36.88,38.12,UP,1
2010-10-13,36.51,36.29,45.7542,36.584,37.999,DOWN,0
2010-10-14,36.43,36.54,45.6686,36.45,37.8824,UP,1
2010-10-15,36.53,36.74,45.5834,36.398,37.781,DOWN,0
2010-10-18,36.51,36.53,45.5026,36.398,37.6788,DOWN,0
2010-10-19,35.89,35.84,45.4184,36.374,37.5646,UP,1
2010-10-20,36.19,35.93,45.3347,36.31,37.4764,UP,1
2010-10-21,36.37,36.33,45.2473,36.298,37.409,UP,1
2010-10-22,36.7,36.47,45.1649,36.332,37.3692,UP,1
2010-10-25,36.94,37.01,45.0864,36.418,37.3416,DOWN,0
2010-10-26,36.75,36.7,45.0092,36.59,37.3116,DOWN,0
2010-10-27,36.23,36.34,44.93,36.598,37.264,UP,1
2010-10-28,36.26,36.55,44.8473,36.576,37.2052,UP,1
2010-10-29,36.51,36.24,44.7666,36.538,37.166,DOWN,0
2010-11-01,36.2,36.67,44.6918,36.39,37.112,UP,1
2010-11-02,39.29,35.65,44.6294,36.898,37.1316,DOWN,0
2010-11-03,38.88,39.47,44.569,37.428,37.1692,UP,1
2010-11-04,41.34,39.34,44.5335,38.444,37.244,UP,1
2010-11-05,42.39,41.36,44.5101,39.62,37.3378,UP,1
2010-11-08,43.43,42.26,44.4934,41.066,37.4368,DOWN,0
2010-11-09,42.12,43.48,44.4693,41.632,37.5302,DOWN,0
2010-11-10,41.81,42.1,44.4473,42.218,37.6312,DOWN,0
2010-11-11,41.63,41.31,44.4296,42.276,37.7106,DOWN,0
2010-11-12,40.66,41.2,44.4119,41.93,37.756,DOWN,0
2010-11-15,39.61,40.81,44.3852,41.166,37.7772,DOWN,0
2010-11-16,39.15,39.45,44.3518,40.572,37.795,DOWN,0
2010-11-17,38.94,39.08,44.3209,39.998,37.8088,UP,1
2010-11-18,39.62,39.54,44.3025,39.596,37.839,DOWN,0
2010-11-19,39.55,39.63,44.2819,39.374,37.8608,UP,1
2010-11-22,40.0,39.32,44.2644,39.452,37.8912,DOWN,0
2010-11-23,39.2,39.37,44.2473,39.462,37.9178,UP,1
2010-11-24,39.9,39.58,44.2326,39.654,37.9594,DOWN,0
2010-11-26,38.76,39.68,44.2112,39.482,37.9914,UP,1
2010-11-29,39.46,38.49,44.1938,39.464,38.048,UP,1
2010-11-30,40.12,39.05,44.172,39.488,38.1178,UP,1
2010-12-01,41.94,40.95,44.1599,40.036,38.201,UP,1
2010-12-02,42.35,42.0,44.1494,40.526,38.312,DOWN,0
2010-12-03,42.0,42.06,44.1319,41.174,38.438,DOWN,0
2010-12-06,41.67,41.95,44.1112,41.616,38.5422,UP,1
2010-12-07,42.28,42.47,44.0967,42.048,38.6636,UP,1
2010-12-08,42.29,42.41,44.0837,42.118,38.7746,UP,1
2010-12-09,42.52,42.43,44.0736,42.152,38.8854,UP,1
2010-12-10,43.28,42.5,44.0729,42.408,39.0126,UP,1
2010-12-13,44.78,43.44,44.0818,43.03,39.1582,UP,1
2010-12-14,47.37,44.89,44.1052,44.048,39.3678,DOWN,0
2010-12-15,46.39,47.28,44.1177,44.868,39.543,UP,1
2010-12-16,47.33,46.42,44.1355,45.83,39.7298,DOWN,0
2010-12-17,46.06,47.1,44.1404,46.386,39.909,DOWN,0
2010-12-20,45.5,46.09,44.1381,46.53,40.0832,UP,1
2010-12-21,45.51,45.55,44.1372,46.158,40.2632,DOWN,0
2010-12-22,45.22,45.64,44.1363,45.924,40.4474,DOWN,0
2010-12-23,44.82,45.09,44.1322,45.422,40.6136,DOWN,0
2010-12-27,44.43,44.71,44.128,45.096,40.7736,DOWN,0
2010-12-28,44.33,44.64,44.1223,44.862,40.9296,UP,1
2010-12-29,45.17,44.49,44.1157,44.794,41.1028,DOWN,0
2010-12-30,44.83,45.02,44.0916,44.716,41.2816,DOWN,0
2010-12-31,44.36,44.7,44.0714,44.624,41.445,UP,1
2011-01-03,44.46,44.91,44.0509,44.63,41.6068,DOWN,0
2011-01-04,42.14,43.41,44.0138,44.192,41.7156,DOWN,0
2011-01-05,41.26,41.72,43.9692,43.41,41.802,DOWN,0
2011-01-06,40.49,41.23,43.923,42.542,41.8768,UP,1
2011-01-07,40.5,40.5,43.8842,41.77,41.9622,DOWN,0
2011-01-10,40.37,40.33,43.8472,40.952,42.0444,UP,1
2011-01-11,40.5,40.64,43.8086,40.624,42.1242,UP,1
2011-01-12,40.71,40.86,43.7737,40.514,42.2144,DOWN,0
2011-01-13,40.51,40.77,43.7401,40.518,42.2388,UP,1
2011-01-14,41.06,40.22,43.6999,40.63,42.2824,DOWN,0
2011-01-18,40.6,41.04,43.6558,40.676,42.2676,DOWN,0
2011-01-19,40.37,40.72,43.6133,40.65,42.2272,UP,1
2011-01-20,40.65,40.23,43.5769,40.638,42.1716,DOWN,0
2011-01-21,40.51,40.93,43.5391,40.638,42.1394,UP,1
2011-01-24,42.02,40.43,43.5071,40.83,42.1436,UP,1
2011-01-25,42.23,41.96,43.4718,41.156,42.1556,UP,1
2011-01-26,43.04,42.3,43.4382,41.69,42.2032,UP,1
2011-01-27,43.16,43.09,43.3967,42.192,42.2742,DOWN,0
2011-01-28,41.72,43.25,43.3389,42.434,42.3256,UP,1
2011-01-31,42.56,41.95,43.2872,42.542,42.398,UP,1
2011-02-01,43.12,43.09,43.2383,42.72,42.468,DOWN,0
2011-02-02,42.85,42.99,43.1833,42.682,42.534,UP,1
2011-02-03,43.37,41.64,43.128,42.724,42.6014,DOWN,0
2011-02-04,42.95,43.59,43.063,42.97,42.6764,UP,1
2011-02-07,44.61,43.01,42.9997,43.38,42.7706,UP,1
2011-02-08,44.76,44.78,42.9343,43.708,42.8906,DOWN,0
2011-02-09,44.08,44.52,42.8779,43.954,42.983,UP,1
2011-02-10,44.1,43.93,42.8181,44.1,43.0626,UP,1
2011-02-11,44.47,43.85,42.7493,44.404,43.1132,DOWN,0
2011-02-14,44.46,44.49,42.6852,44.374,43.1554,DOWN,0
2011-02-15,43.76,44.34,42.6095,44.174,43.1906,UP,1
2011-02-16,45.42,43.93,42.5591,44.442,43.2656,UP,1
2011-02-17,46.98,45.26,42.5239,45.018,43.3596,DOWN,0
2011-02-18,46.73,47.17,42.4988,45.47,43.4484,DOWN,0
2011-02-22,44.21,45.51,42.4645,45.42,43.4822,DOWN,0
2011-02-23,43.41,44.38,42.4063,45.35,43.4848,DOWN,0
2011-02-24,43.3,43.37,42.3502,44.926,43.4552,UP,1
2011-02-25,44.97,43.64,42.3015,44.524,43.4072,UP,1
2011-02-28,45.85,45.14,42.2614,44.348,43.3964,DOWN,0
2011-03-01,43.63,45.92,42.2151,44.232,43.3224,UP,1
2011-03-02,43.88,43.49,42.1681,44.326,43.2788,UP,1
2011-03-03,44.35,44.49,42.1276,44.536,43.2558,DOWN,0
2011-03-04,43.67,44.26,42.0863,44.276,43.219,DOWN,0
2011-03-07,42.93,43.8,42.0565,43.692,43.1732,UP,1
2011-03-08,44.0,42.92,42.0277,43.766,43.1568,DOWN,0
2011-03-09,43.94,43.73,42.0011,43.778,43.147,DOWN,0
2011-03-10,42.34,43.2,41.966,43.376,43.1072,DOWN,0
2011-03-11,42.14,42.17,41.9272,43.07,43.0466,UP,1
2011-03-14,42.62,41.97,41.8806,43.008,43.0024,UP,1
2011-03-15,43.0,41.15,41.8432,42.808,42.9752,DOWN,0
2011-03-16,41.98,42.8,41.8041,42.416,42.9256,UP,1
2011-03-17,42.45,42.99,41.7612,42.438,42.9318,UP,1
2011-03-18,43.02,43.31,41.7191,42.614,42.967,UP,1
2011-03-21,43.63,43.43,41.6975,42.816,43.0298,DOWN,0
2011-03-22,42.92,43.57,41.6828,42.8,43.0782,UP,1
2011-03-23,43.06,42.79,41.6675,43.016,43.132,UP,1
2011-03-24,44.73,43.38,41.6642,43.472,43.2166,UP,1
2011-03-25,45.29,44.75,41.6568,43.926,43.3082,DOWN,0
2011-03-28,44.82,45.34,41.6458,44.164,43.3944,UP,1
2011-03-29,45.04,44.74,41.6365,44.588,43.474,UP,1
2011-03-30,45.62,45.46,41.6254,45.1,43.5744,DOWN,0
2011-03-31,45.6,45.53,41.6147,45.274,43.679,UP,1
2011-04-01,46.28,46.0,41.6095,45.472,43.7916,DOWN,0
2011-04-04,45.85,46.32,41.6011,45.678,43.8984,UP,1
2011-04-05,46.05,45.62,41.5878,45.88,43.979,UP,1
2011-04-06,46.12,46.42,41.5842,45.98,44.0568,DOWN,0
2011-04-07,45.79,46.0,41.5781,46.018,44.1118,DOWN,0
2011-04-08,45.0,46.18,41.5725,45.762,44.1486,DOWN,0
2011-04-11,44.56,45.0,41.5649,45.504,44.2054,DOWN,0
2011-04-12,43.95,44.13,41.5558,45.084,44.2332,DOWN,0
2011-04-13,43.68,44.28,41.553,44.596,44.2444,DOWN,0
2011-04-14,43.45,43.34,41.5511,44.128,44.2564,UP,1
2011-04-15,43.62,43.61,41.5509,43.852,44.2614,DOWN,0
2011-04-18,42.55,42.87,41.5468,43.45,44.2534,DOWN,0
2011-04-19,42.32,42.58,41.5368,43.124,44.2076,UP,1
2011-04-20,42.76,43.1,41.5319,42.94,44.1676,UP,1
2011-04-21,43.66,43.09,41.5308,42.982,44.1592,UP,1
2011-04-25,43.84,43.6,41.5276,43.026,44.154,UP,1
2011-04-26,43.98,44.19,41.5281,43.312,44.1442,UP,1
2011-04-27,44.22,44.12,41.523,43.692,44.1394,UP,1
2011-04-28,44.34,44.04,41.5193,44.008,44.151,UP,1
2011-04-29,45.2,44.43,41.523,44.316,44.1466,UP,1
2011-05-02,45.45,45.42,41.534,44.638,44.116,DOWN,0
2011-05-03,45.12,45.38,41.5436,44.866,44.0838,DOWN,0
2011-05-04,44.2,44.85,41.5406,44.862,44.0836,DOWN,0
2011-05-05,41.38,43.46,41.5268,44.27,44.043,DOWN,0
2011-05-06,40.92,42.04,41.5055,43.414,43.9954,DOWN,0
2011-05-09,40.53,41.03,41.4771,42.43,43.9066,UP,1
2011-05-10,41.76,40.78,41.449,41.758,43.8248,DOWN,0
2011-05-11,40.94,41.6,41.4193,41.106,43.771,DOWN,0
2011-05-12,40.58,40.87,41.3922,40.946,43.705,DOWN,0
2011-05-13,39.98,40.54,41.367,40.758,43.6176,UP,1
2011-05-16,40.32,39.76,41.3424,40.716,43.5506,UP,1
2011-05-17,40.57,40.12,41.311,40.478,43.5034,UP,1
2011-05-18,40.7,40.41,41.3017,40.43,43.4374,DOWN,0
2011-05-19,40.62,40.83,41.2935,40.438,43.371,DOWN,0
2011-05-20,40.26,40.48,41.2868,40.494,43.3294,DOWN,0
2011-05-23,39.32,39.81,41.2753,40.294,43.273,UP,1
2011-05-24,39.73,39.42,41.2659,40.126,43.2152,DOWN,0
2011-05-25,38.79,39.21,41.2569,39.744,43.131,UP,1
2011-05-26,39.1,38.72,41.2537,39.44,43.0734,UP,1
2011-05-27,39.53,39.32,41.2579,39.294,43.015,UP,1
2011-05-31,40.49,40.25,41.2687,39.528,42.9644,DOWN,0
2011-06-01,39.02,40.22,41.2726,39.386,42.8722,DOWN,0
2011-06-02,38.91,39.16,41.2741,39.41,42.792,DOWN,0
2011-06-03,37.78,38.37,41.267,39.146,42.6864,DOWN,0
2011-06-06,37.63,37.62,41.2628,38.766,42.5444,DOWN,0
2011-06-07,37.63,37.95,41.2564,38.194,42.3912,DOWN,0
2011-06-08,37.27,37.54,41.2512,37.844,42.2402,UP,1
2011-06-09,37.43,37.29,41.2534,37.548,42.088,DOWN,0
2011-06-10,36.97,37.13,41.2502,37.386,41.915,UP,1
2011-06-13,37.57,37.08,41.2496,37.374,41.7544,UP,1
2011-06-14,38.73,38.01,41.2508,37.594,41.6034,DOWN,0
2011-06-15,37.78,38.25,41.2525,37.696,41.442,UP,1
2011-06-16,38.0,37.78,41.2587,37.81,41.281,UP,1
2011-06-17,38.87,38.42,41.2647,38.19,41.136,UP,1
2011-06-20,39.03,38.64,41.2679,38.482,41.0008,UP,1
2011-06-21,39.59,39.26,41.2731,38.654,40.8926,DOWN,0
2011-06-22,39.08,39.3,41.2772,38.914,40.783,DOWN,0
2011-06-23,38.65,38.41,41.2792,39.044,40.677,DOWN,0
2011-06-24,38.33,38.75,41.2803,38.936,40.57,DOWN,0
2011-06-27,38.25,38.43,41.2793,38.78,40.466,UP,1
2011-06-28,38.47,38.39,41.2792,38.556,40.363,UP,1
2011-06-29,38.53,38.75,41.2825,38.446,40.2826,DOWN,0
2011-06-30,38.53,38.7,41.2861,38.422,40.2068,UP,1
2011-07-01,39.72,38.65,41.2989,38.7,40.146,DOWN,0
2011-07-05,39.56,39.74,41.3135,38.962,40.064,DOWN,0
2011-07-06,39.33,39.43,41.327,39.134,39.9738,UP,1
2011-07-07,39.69,39.79,41.3366,39.366,39.888,DOWN,0
2011-07-08,38.03,39.15,41.3427,39.266,39.7642,DOWN,0
2011-07-11,37.07,37.48,41.3496,38.736,39.6188,DOWN,0
2011-07-12,36.91,37.01,41.3518,38.206,39.453,UP,1
2011-07-13,36.93,37.05,41.3554,37.726,39.2826,DOWN,0
2011-07-14,35.92,36.83,41.3513,36.972,39.0986,DOWN,0
2011-07-15,35.67,36.03,41.3448,36.5,38.928,DOWN,0
2011-07-18,34.93,35.42,41.3348,36.072,38.799,UP,1
2011-07-19,35.37,35.07,41.3242,35.764,38.688,UP,1
2011-07-20,35.4,35.4,41.3167,35.458,38.5854,UP,1
2011-07-21,36.13,35.65,41.3092,35.5,38.4728,DOWN,0
2011-07-22,35.85,36.08,41.2985,35.536,38.371,DOWN,0
2011-07-25,35.73,35.49,41.2917,35.696,38.274,DOWN,0
2011-07-26,35.51,35.97,41.2853,35.724,38.1846,DOWN,0
2011-07-27,34.45,35.2,41.275,35.534,38.0672,DOWN,0
2011-07-28,33.83,34.5,41.2641,35.074,37.9324,UP,1
2011-07-29,34.29,33.54,41.253,34.762,37.8042,DOWN,0
2011-08-01,33.54,34.73,41.2385,34.324,37.6626,DOWN,0
2011-08-02,31.44,32.86,41.2131,33.51,37.4862,UP,1
2011-08-03,33.0,31.65,41.1955,33.22,37.3598,UP,1
2011-08-04,33.54,32.65,41.1838,33.162,37.236,UP,1
2011-08-05,33.75,34.19,41.1716,33.054,37.1352,DOWN,0
2011-08-08,32.55,32.83,41.1525,32.856,37.0042,DOWN,0
2011-08-09,32.31,33.14,41.1305,33.03,36.8598,DOWN,0
2011-08-10,30.18,31.54,41.0967,32.466,36.6536,UP,1
2011-08-11,30.68,30.26,41.0664,31.894,36.4868,DOWN,0
2011-08-12,30.25,30.88,41.0365,31.194,36.3136,UP,1
2011-08-15,32.83,30.95,41.0193,31.25,36.2146,UP,1
2011-08-16,33.15,31.85,41.0025,31.418,36.125,DOWN,0
2011-08-17,32.42,33.31,40.9836,31.866,36.0208,DOWN,0
2011-08-18,29.97,31.56,40.937,31.724,35.8748,DOWN,0
2011-08-19,29.56,29.95,40.8904,31.586,35.7174,UP,1
2011-08-22,30.02,29.9,40.8338,31.024,35.5784,UP,1
2011-08-23,31.9,30.12,40.7814,30.774,35.465,UP,1
2011-08-24,33.6,31.64,40.7322,31.01,35.3624,DOWN,0
2011-08-25,33.57,33.8,40.6895,31.73,35.2782,UP,1
2011-08-26,34.49,33.5,40.6529,32.716,35.208,UP,1
2011-08-29,35.2,35.15,40.6207,33.752,35.1346,DOWN,0
2011-08-30,35.01,35.09,40.5925,34.374,35.0542,UP,1
2011-08-31,35.03,35.46,40.5696,34.66,34.963,DOWN,0
2011-09-01,34.23,35.15,40.545,34.792,34.866,DOWN,0
2011-09-02,32.47,34.32,40.5126,34.388,34.7424,UP,1
2011-09-06,34.88,30.68,40.4889,34.324,34.6734,UP,1
2011-09-07,35.59,35.29,40.4691,34.44,34.6202,DOWN,0
2011-09-08,34.53,34.87,40.4418,34.34,34.5414,DOWN,0
2011-09-09,31.81,34.22,40.4048,33.856,34.407,UP,1
2011-09-12,32.33,31.56,40.367,33.828,34.283,UP,1
2011-09-13,32.97,32.35,40.338,33.446,34.148,UP,1
2011-09-14,33.2,33.3,40.3067,32.968,34.0208,UP,1
2011-09-15,33.26,33.66,40.2724,32.714,33.8994,DOWN,0
2011-09-16,33.18,33.45,40.2286,32.988,33.7692,DOWN,0
2011-09-19,31.36,32.5,40.1737,32.794,33.6358,DOWN,0
2011-09-20,30.77,31.5,40.1175,32.354,33.5098,DOWN,0
2011-09-21,29.92,30.63,40.0588,31.698,33.37,DOWN,0
2011-09-22,28.66,29.04,39.9907,30.778,33.2046,UP,1
2011-09-23,28.88,28.53,39.9236,29.918,33.0638,UP,1
2011-09-26,29.8,29.25,39.86,29.606,32.9464,UP,1
2011-09-27,30.2,31.04,39.7946,29.492,32.8518,DOWN,0
2011-09-28,29.42,30.38,39.7178,29.392,32.7328,DOWN,0
2011-09-29,28.95,29.76,39.6257,29.45,32.6038,DOWN,0
2011-09-30,27.56,28.47,39.5316,29.186,32.4324,DOWN,0
2011-10-03,26.19,27.58,39.4259,28.464,32.2392,UP,1
2011-10-04,27.42,25.84,39.3327,27.908,32.073,UP,1
2011-10-05,28.41,27.31,39.2472,27.706,31.931,UP,1
2011-10-06,29.07,28.35,39.165,27.73,31.8234,DOWN,0
2011-10-07,28.04,29.41,39.0791,27.826,31.7076,UP,1
2011-10-10,29.94,28.65,39.0047,28.576,31.6206,UP,1
2011-10-11,31.03,29.59,38.9377,29.298,31.5704,UP,1
2011-10-12,31.46,31.24,38.8734,29.908,31.5708,DOWN,0
2011-10-13,31.41,31.12,38.8046,30.376,31.539,UP,1
2011-10-14,32.12,31.92,38.741,31.192,31.5106,DOWN,0
2011-10-17,30.14,31.93,38.6699,31.232,31.4384,UP,1
