ticker,SGEN US Equity,SGEN US Equity,SGEN US Equity,SGEN US Equity,SGEN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2006-07-18,3.95,4.0,4.0,4.193,4.9252,UP,1
2006-07-19,3.98,3.94,3.976,4.181,4.9189,DOWN,0
2006-07-20,3.92,3.97,3.948,4.1684,4.9123,DOWN,0
2006-07-21,3.82,3.96,3.926,4.1556,4.9054,UP,1
2006-07-24,3.89,3.87,3.912,4.1482,4.8993,DOWN,0
2006-07-25,3.88,3.91,3.898,4.1402,4.8921,UP,1
2006-07-26,4.1646,3.97,3.9349,4.1395,4.8865,DOWN,0
2006-07-27,3.87,4.21,3.9249,4.1321,4.8793,UP,1
2006-07-28,4.05,3.89,3.9709,4.1327,4.8745,UP,1
2006-07-31,4.06,4.08,4.0049,4.1325,4.8722,UP,1
2006-08-01,4.1,4.02,4.0489,4.1309,4.8698,DOWN,0
2006-08-02,4.0,4.08,4.016,4.1325,4.867,UP,1
2006-08-03,4.01,3.99,4.044,4.1323,4.8633,UP,1
2006-08-04,4.05,4.1,4.044,4.1287,4.8592,DOWN,0
2006-08-07,4.05,4.01,4.042,4.1203,4.8537,DOWN,0
2006-08-08,4.05,4.03,4.032,4.1097,4.8465,DOWN,0
2006-08-09,4.05,4.06,4.042,4.1033,4.84,DOWN,0
2006-08-10,4.0,4.05,4.04,4.1003,4.8312,UP,1
2006-08-11,4.01,4.04,4.032,4.0929,4.8245,UP,1
2006-08-14,4.1,4.04,4.042,4.0879,4.8184,UP,1
2006-08-15,4.2,4.14,4.072,4.0901,4.8127,UP,1
2006-08-16,4.23,4.2,4.108,4.0939,4.8069,UP,1
2006-08-17,4.24,4.21,4.156,4.0991,4.8006,DOWN,0
2006-08-18,4.18,4.23,4.19,4.1029,4.7957,UP,1
2006-08-21,4.26,4.16,4.222,4.1045,4.7904,UP,1
2006-08-22,4.35,4.29,4.252,4.1135,4.7853,UP,1
2006-08-23,4.54,4.39,4.314,4.1231,4.7813,DOWN,0
2006-08-24,4.51,4.59,4.368,4.1285,4.7767,DOWN,0
2006-08-25,4.46,4.53,4.424,4.1303,4.7713,UP,1
2006-08-28,4.49,4.49,4.47,4.1371,4.7661,UP,1
2006-08-29,4.51,4.53,4.502,4.1475,4.7602,UP,1
2006-08-30,4.59,4.51,4.512,4.1595,4.7548,UP,1
2006-08-31,4.62,4.63,4.534,4.1699,4.7498,DOWN,0
2006-09-01,4.56,4.62,4.554,4.1799,4.7457,DOWN,0
2006-09-05,4.52,4.54,4.56,4.1893,4.742,DOWN,0
2006-09-06,4.45,4.48,4.548,4.1979,4.7371,DOWN,0
2006-09-07,4.42,4.46,4.514,4.2053,4.732,UP,1
2006-09-08,4.44,4.41,4.478,4.2129,4.7275,UP,1
2006-09-11,4.6,4.42,4.486,4.2187,4.7236,UP,1
2006-09-12,4.66,4.57,4.514,4.2199,4.7201,UP,1
2006-09-13,4.8,4.67,4.584,4.2249,4.7177,DOWN,0
2006-09-14,4.74,4.8,4.648,4.2313,4.7164,DOWN,0
2006-09-15,4.61,4.77,4.682,4.2329,4.7148,DOWN,0
2006-09-18,4.6,4.6,4.682,4.2385,4.7129,DOWN,0
2006-09-19,4.57,4.605,4.664,4.2477,4.711,UP,1
2006-09-20,4.59,4.61,4.622,4.2559,4.7092,DOWN,0
2006-09-21,4.47,4.6,4.568,4.2633,4.7076,DOWN,0
2006-09-22,4.35,4.49,4.516,4.2691,4.7047,UP,1
2006-09-25,4.48,4.35,4.492,4.2801,4.7026,UP,1
2006-09-26,4.76,4.5,4.53,4.2961,4.7011,DOWN,0
2006-09-27,4.76,4.72,4.564,4.3123,4.6989,UP,1
2006-09-28,4.79,4.76,4.628,4.3285,4.6971,UP,1
2006-09-29,4.86,4.79,4.73,4.3473,4.6954,DOWN,0
2006-10-02,4.82,4.88,4.798,4.3673,4.6935,DOWN,0
2006-10-03,4.71,4.83,4.788,4.3837,4.6919,UP,1
2006-10-04,4.77,4.67,4.79,4.4015,4.6907,UP,1
2006-10-05,4.95,4.73,4.822,4.4172,4.6917,DOWN,0
2006-10-06,4.92,4.95,4.834,4.4382,4.693,UP,1
2006-10-09,4.99,4.94,4.868,4.457,4.6947,DOWN,0
2006-10-10,4.93,4.99,4.912,4.4744,4.6941,UP,1
2006-10-11,4.95,4.93,4.948,4.4914,4.6936,DOWN,0
2006-10-12,4.89,4.98,4.936,4.5092,4.6931,UP,1
2006-10-13,5.0,4.915,4.952,4.529,4.6939,UP,1
2006-10-16,5.06,4.95,4.966,4.5492,4.695,UP,1
2006-10-17,5.1,5.08,5.0,4.5702,4.6969,UP,1
2006-10-18,5.13,5.1,5.036,4.5918,4.6989,UP,1
2006-10-19,5.17,5.23,5.092,4.6142,4.7019,DOWN,0
2006-10-20,5.1,5.18,5.112,4.6362,4.7013,DOWN,0
2006-10-23,5.1,5.15,5.12,4.658,4.7,DOWN,0
2006-10-24,4.82,5.03,5.064,4.6724,4.6969,DOWN,0
2006-10-25,4.82,4.92,5.002,4.6848,4.694,UP,1
2006-10-26,5.13,4.87,4.994,4.7028,4.6931,UP,1
2006-10-27,5.14,5.14,5.002,4.7208,4.6924,UP,1
2006-10-30,5.21,5.14,5.024,4.7414,4.6926,UP,1
2006-10-31,5.3,5.21,5.12,4.7622,4.6934,UP,1
2006-11-01,5.32,5.36,5.22,4.7816,4.6942,UP,1
2006-11-02,5.4,5.31,5.274,4.7988,4.6952,UP,1
2006-11-03,5.5,5.44,5.346,4.8186,4.6968,UP,1
2006-11-06,5.71,5.53,5.446,4.8436,4.6987,UP,1
2006-11-07,5.85,5.71,5.556,4.8708,4.7008,DOWN,0
2006-11-08,5.62,5.86,5.616,4.893,4.7018,DOWN,0
2006-11-09,5.52,5.62,5.64,4.9116,4.7011,DOWN,0
2006-11-10,5.49,5.55,5.638,4.929,4.7008,DOWN,0
2006-11-13,5.36,5.53,5.568,4.945,4.6997,DOWN,0
2006-11-14,5.32,5.34,5.462,4.961,4.6981,UP,1
2006-11-15,5.46,5.31,5.43,4.9812,4.6978,DOWN,0
2006-11-16,5.27,5.5,5.38,4.9982,4.6969,UP,1
2006-11-17,5.47,5.27,5.376,5.0188,4.697,UP,1
2006-11-20,5.52,5.48,5.408,5.0372,4.6975,UP,1
2006-11-21,5.6,5.5,5.464,5.056,4.6988,DOWN,0
2006-11-22,5.49,5.65,5.47,5.0698,4.7006,UP,1
2006-11-24,5.57,5.46,5.53,5.0864,4.7041,DOWN,0
2006-11-27,5.29,5.52,5.494,5.1,4.7065,UP,1
2006-11-28,5.32,5.3,5.454,5.1144,4.7092,UP,1
2006-11-29,5.48,5.33,5.43,5.1326,4.7115,UP,1
2006-11-30,5.5,5.47,5.432,5.1508,4.7133,UP,1
2006-12-01,5.75,5.52,5.468,5.1764,4.7162,UP,1
2006-12-04,6.2,5.74,5.65,5.2134,4.7206,UP,1
2006-12-05,6.22,6.21,5.83,5.2482,4.7252,DOWN,0
2006-12-06,6.12,6.22,5.958,5.2754,4.7293,DOWN,0
2006-12-07,5.91,6.12,6.04,5.2984,4.7327,UP,1
2006-12-08,6.15,5.99,6.12,5.3256,4.7374,DOWN,0
2006-12-11,6.08,6.19,6.096,5.35,4.7412,DOWN,0
2006-12-12,5.85,6.17,6.022,5.3706,4.7441,DOWN,0
2006-12-13,5.73,5.96,5.944,5.391,4.7461,DOWN,0
2006-12-14,5.69,5.77,5.9,5.4094,4.7481,UP,1
2006-12-15,5.71,5.69,5.812,5.4246,4.7506,DOWN,0
2006-12-18,5.7,5.76,5.736,5.4402,4.7533,DOWN,0
2006-12-19,5.59,5.65,5.684,5.4522,4.755,DOWN,0
2006-12-20,5.51,5.57,5.64,5.4638,4.7565,UP,1
2006-12-21,5.62,5.56,5.626,5.4772,4.7593,UP,1
2006-12-22,5.63,5.63,5.61,5.492,4.7609,UP,1
2006-12-26,5.65,5.63,5.6,5.505,4.7624,UP,1
2006-12-27,5.665,5.61,5.615,5.5171,4.7639,DOWN,0
2006-12-28,5.43,5.63,5.599,5.5237,4.7646,DOWN,0
2006-12-29,5.33,5.39,5.541,5.5277,4.7647,DOWN,0
2007-01-03,5.28,5.27,5.471,5.5299,4.7644,UP,1
2007-01-04,5.29,5.21,5.399,5.5337,4.763,DOWN,0
2007-01-05,5.29,5.23,5.324,5.5375,4.7618,UP,1
2007-01-08,6.56,6.84,5.55,5.5723,4.7674,DOWN,0
2007-01-09,6.4,6.75,5.764,5.6039,4.7716,UP,1
2007-01-10,6.89,6.43,6.086,5.6391,4.7773,UP,1
2007-01-11,7.13,6.99,6.454,5.6789,4.7842,DOWN,0
2007-01-12,7.11,7.21,6.818,5.7169,4.791,UP,1
2007-01-16,7.26,7.15,6.958,5.7561,4.8014,DOWN,0
2007-01-17,7.15,7.25,7.108,5.7927,4.8114,DOWN,0
2007-01-18,6.86,7.19,7.102,5.8219,4.8199,UP,1
2007-01-19,6.99,6.82,7.074,5.8517,4.83,DOWN,0
2007-01-22,6.95,7.03,7.042,5.8765,4.8394,DOWN,0
2007-01-23,6.9299,6.93,6.976,5.8981,4.8482,UP,1
2007-01-24,6.95,6.98,6.936,5.9247,4.8577,UP,1
2007-01-25,6.98,6.97,6.96,5.9539,4.8678,UP,1
2007-01-26,7.05,6.95,6.972,5.9851,4.8781,UP,1
2007-01-29,7.23,7.12,7.028,6.0225,4.89,DOWN,0
2007-01-30,7.04,7.3,7.05,6.0569,4.9009,UP,1
2007-01-31,7.24,7.07,7.108,6.0925,4.9129,UP,1
2007-02-01,8.35,7.25,7.382,6.1541,4.93,UP,1
2007-02-02,9.3,8.3,7.832,6.2307,4.9517,UP,1
2007-02-05,9.39,9.34,8.264,6.3081,4.9744,DOWN,0
2007-02-06,9.25,9.39,8.706,6.3811,4.9964,DOWN,0
2007-02-07,9.08,9.17,9.074,6.4529,5.0167,DOWN,0
2007-02-08,9.03,9.0,9.21,6.5221,5.0373,DOWN,0
2007-02-09,8.64,9.0,9.078,6.5891,5.0567,UP,1
2007-02-12,8.77,8.63,8.954,6.6581,5.0756,UP,1
2007-02-13,9.16,9.24,8.936,6.7317,5.0968,UP,1
2007-02-14,9.46,9.22,9.012,6.8109,5.1196,DOWN,0
2007-02-15,9.02,9.45,9.01,6.8763,5.1407,DOWN,0
2007-02-16,9.02,9.03,9.086,6.9327,5.1624,DOWN,0
2007-02-20,8.89,9.0,9.11,6.9861,5.1838,DOWN,0
2007-02-21,8.73,8.9,9.024,7.0383,5.2043,DOWN,0
2007-02-22,8.49,8.73,8.83,7.0899,5.2234,DOWN,0
2007-02-23,8.3,8.42,8.686,7.1329,5.242,DOWN,0
2007-02-26,8.1899,8.29,8.52,7.1751,5.2602,DOWN,0
2007-02-27,7.73,8.0556,8.288,7.2127,5.2765,UP,1
2007-02-28,7.8,7.82,8.102,7.2541,5.2942,DOWN,0
2007-03-01,7.65,7.74,7.934,7.2933,5.3111,DOWN,0
2007-03-02,7.33,7.64,7.74,7.3257,5.3267,DOWN,0
2007-03-05,7.0499,7.15,7.512,7.3527,5.3408,UP,1
2007-03-06,7.32,7.09,7.43,7.3873,5.3573,DOWN,0
2007-03-07,7.19,7.28,7.308,7.4209,5.3729,UP,1
2007-03-08,7.69,7.31,7.316,7.4623,5.3904,DOWN,0
2007-03-09,7.55,7.59,7.36,7.5007,5.4086,UP,1
2007-03-12,7.65,7.57,7.48,7.5407,5.4267,DOWN,0
2007-03-13,7.19,7.59,7.454,7.5712,5.4415,UP,1
2007-03-14,7.27,7.34,7.47,7.608,5.4555,UP,1
2007-03-15,7.29,7.2,7.39,7.6472,5.4691,DOWN,0
2007-03-16,7.06,7.36,7.292,7.6828,5.4825,UP,1
2007-03-19,7.37,7.17,7.236,7.7244,5.4986,UP,1
2007-03-20,7.97,7.38,7.392,7.778,5.5166,UP,1
2007-03-21,8.36,7.98,7.61,7.814,5.5366,DOWN,0
2007-03-22,8.19,8.36,7.79,7.8498,5.5571,DOWN,0
2007-03-23,8.03,8.17,7.984,7.8726,5.5771,UP,1
2007-03-26,8.06,8.03,8.122,7.8912,5.5975,UP,1
2007-03-27,8.15,8.21,8.158,7.912,5.6183,DOWN,0
2007-03-28,8.06,8.15,8.098,7.928,5.6377,DOWN,0
2007-03-29,7.95,8.06,8.05,7.944,5.6579,UP,1
2007-03-30,8.19,7.85,8.082,7.9706,5.6786,UP,1
2007-04-02,8.24,8.19,8.118,7.9956,5.6986,UP,1
2007-04-03,8.41,8.31,8.17,8.0248,5.7188,UP,1
2007-04-04,8.64,8.44,8.286,8.059,5.7412,DOWN,0
2007-04-05,8.48,8.53,8.392,8.0896,5.7637,UP,1
2007-04-09,8.5,8.42,8.454,8.12,5.7862,UP,1
2007-04-10,8.625,8.53,8.531,8.1515,5.8089,UP,1
2007-04-11,8.88,8.68,8.625,8.1845,5.833,UP,1
2007-04-12,9.09,8.87,8.715,8.2255,5.8582,UP,1
2007-04-13,9.13,9.01,8.845,8.2633,5.8837,UP,1
2007-04-16,9.18,9.25,8.981,8.2799,5.9094,DOWN,0
2007-04-17,9.18,9.25,9.092,8.2775,5.935,UP,1
2007-04-18,9.29,9.03,9.174,8.2755,5.9599,DOWN,0
2007-04-19,9.05,9.13,9.166,8.2715,5.9821,UP,1
2007-04-20,9.08,9.16,9.156,8.2715,6.0048,UP,1
2007-04-23,9.46,9.08,9.212,8.2801,6.03,UP,1
2007-04-24,9.938,9.5,9.3636,8.3061,6.057,DOWN,0
2007-04-25,9.72,9.79,9.4496,8.3251,6.084,UP,1
2007-04-26,9.85,9.77,9.6096,8.3389,6.1127,DOWN,0
2007-04-27,9.62,9.73,9.7176,8.3421,6.1399,DOWN,0
2007-04-30,9.51,9.6,9.7276,8.3519,6.167,DOWN,0
2007-05-01,9.35,9.49,9.61,8.3585,6.1934,UP,1
2007-05-02,9.55,9.14,9.576,8.3717,6.2215,UP,1
2007-05-03,9.62,9.55,9.53,8.3895,6.2498,DOWN,0
2007-05-04,9.53,9.69,9.512,8.4103,6.2777,UP,1
2007-05-07,9.69,9.54,9.548,8.4381,6.3063,DOWN,0
2007-05-08,9.44,9.64,9.566,8.4631,6.3339,DOWN,0
2007-05-09,9.37,9.34,9.53,8.4959,6.3616,DOWN,0
2007-05-10,9.25,9.35,9.456,8.5249,6.3884,UP,1
2007-05-11,9.32,9.21,9.414,8.5583,6.4156,DOWN,0
2007-05-14,9.29,9.32,9.334,8.5975,6.4412,UP,1
2007-05-15,9.34,9.31,9.314,8.6433,6.4686,UP,1
2007-05-16,9.79,9.37,9.398,8.6927,6.4973,UP,1
2007-05-17,10.38,9.79,9.624,8.7565,6.5289,UP,1
2007-05-18,10.41,10.45,9.842,8.8109,6.5604,UP,1
2007-05-21,10.6,10.41,10.104,8.8719,6.5934,UP,1
2007-05-22,10.79,10.55,10.394,8.9347,6.6273,UP,1
2007-05-23,11.11,10.92,10.658,9.0131,6.6626,DOWN,0
2007-05-24,10.11,10.94,10.604,9.0699,6.6929,UP,1
2007-05-25,10.2,10.44,10.562,9.1281,6.7237,DOWN,0
2007-05-29,10.2,10.22,10.482,9.1909,6.7544,UP,1
2007-05-30,10.4,10.17,10.404,9.2515,6.7864,UP,1
2007-05-31,10.52,10.47,10.286,9.3025,6.819,DOWN,0
2007-06-01,10.35,10.43,10.334,9.3423,6.8502,UP,1
2007-06-04,10.52,10.32,10.398,9.3889,6.8818,UP,1
2007-06-05,10.57,10.5,10.472,9.4397,6.9135,DOWN,0
2007-06-06,10.54,10.7,10.5,9.4893,6.945,DOWN,0
2007-06-07,10.1825,10.44,10.4325,9.5299,6.9751,DOWN,0
2007-06-08,10.11,10.13,10.3845,9.5709,7.0043,DOWN,0
2007-06-11,10.1,10.08,10.3005,9.6139,7.0331,DOWN,0
2007-06-12,9.43,10.03,10.0725,9.6387,7.0575,UP,1
2007-06-13,9.82,9.46,9.9285,9.6703,7.0841,DOWN,0
2007-06-14,9.82,9.76,9.856,9.6985,7.1109,UP,1
2007-06-15,9.91,9.95,9.816,9.7239,7.138,DOWN,0
2007-06-18,9.51,9.92,9.698,9.7445,7.163,UP,1
2007-06-19,9.85,9.5,9.782,9.7715,7.1893,UP,1
2007-06-20,10.12,9.92,9.842,9.8014,7.2168,DOWN,0
2007-06-21,9.7,10.1,9.818,9.8178,7.2425,DOWN,0
2007-06-22,9.5,9.69,9.736,9.826,7.2674,UP,1
2007-06-25,9.51,9.47,9.736,9.8336,7.2927,DOWN,0
2007-06-26,9.5,9.5,9.666,9.84,7.3181,UP,1
2007-06-27,9.95,9.5,9.632,9.8554,7.3456,DOWN,0
2007-06-28,9.95,9.96,9.682,9.8686,7.3724,DOWN,0
2007-06-29,9.81,9.98,9.744,9.8838,7.3981,UP,1
2007-07-02,10.11,9.87,9.864,9.9044,7.4247,UP,1
2007-07-03,10.19,10.0,10.002,9.919,7.4519,DOWN,0
2007-07-05,10.16,10.24,10.044,9.9235,7.4797,DOWN,0
2007-07-06,10.12,10.19,10.078,9.9315,7.5073,UP,1
2007-07-09,10.29,10.12,10.174,9.9403,7.5359,DOWN,0
2007-07-10,10.02,10.17,10.156,9.9483,7.563,UP,1
2007-07-11,10.24,10.0,10.166,9.9629,7.5919,DOWN,0
2007-07-12,10.2,10.26,10.174,9.9799,7.6211,UP,1
2007-07-13,10.24,10.18,10.198,9.9937,7.6499,DOWN,0
2007-07-16,9.86,10.25,10.112,9.9985,7.6754,UP,1
2007-07-17,9.94,9.76,10.096,10.0067,7.7013,DOWN,0
2007-07-18,9.72,9.9,9.992,10.0073,7.726,UP,1
2007-07-19,9.92,9.84,9.936,10.0169,7.7513,DOWN,0
2007-07-20,9.81,9.9,9.85,10.0257,7.7762,UP,1
2007-07-23,9.84,9.83,9.846,10.0375,7.8019,DOWN,0
2007-07-24,9.62,9.8,9.782,10.0435,7.8261,UP,1
2007-07-25,9.64,9.57,9.766,10.0505,7.8496,DOWN,0
2007-07-26,9.6,9.5,9.702,10.0557,7.873,DOWN,0
2007-07-27,9.5,9.64,9.64,10.0499,7.8955,UP,1
2007-07-30,9.52,9.51,9.576,10.0327,7.9185,UP,1
2007-07-31,9.53,9.6,9.558,10.0151,7.9414,DOWN,0
2007-08-01,9.52,9.5,9.534,9.9935,7.9645,UP,1
2007-08-02,9.53,9.49,9.52,9.9683,7.9872,DOWN,0
2007-08-03,8.81,9.5,9.382,9.9223,8.0059,UP,1
2007-08-06,8.98,8.77,9.274,9.8997,8.0253,DOWN,0
2007-08-07,8.85,8.91,9.138,9.8727,8.0439,UP,1
2007-08-08,9.48,8.95,9.13,9.8583,8.0655,DOWN,0
2007-08-09,9.36,9.17,9.096,9.8375,8.0868,UP,1
2007-08-10,9.78,9.18,9.29,9.8227,8.1102,UP,1
2007-08-13,10.16,9.86,9.526,9.8189,8.1369,UP,1
2007-08-14,10.34,10.14,9.824,9.8153,8.1645,UP,1
2007-08-15,10.5,10.34,10.028,9.8139,8.1913,UP,1
2007-08-16,10.7,10.45,10.296,9.8171,8.2191,UP,1
2007-08-17,11.17,11.05,10.574,9.8368,8.2489,DOWN,0
2007-08-20,11.16,11.2,10.774,9.8578,8.2782,DOWN,0
2007-08-21,10.94,11.0,10.894,9.8746,8.3063,UP,1
2007-08-22,11.02,11.07,10.998,9.9064,8.3344,DOWN,0
2007-08-23,10.44,11.0,10.946,9.9188,8.3591,DOWN,0
2007-08-24,10.42,10.39,10.796,9.9308,8.3827,DOWN,0
2007-08-27,10.27,10.34,10.618,9.938,8.4048,UP,1
2007-08-28,10.29,10.16,10.488,9.9536,8.4281,UP,1
2007-08-29,10.67,10.37,10.418,9.97,8.4539,DOWN,0
2007-08-30,10.42,10.51,10.414,9.976,8.4785,DOWN,0
2007-08-31,10.26,10.62,10.382,9.9872,8.503,UP,1
2007-09-04,10.43,10.35,10.414,10.0058,8.5286,DOWN,0
2007-09-05,10.33,10.34,10.422,10.0222,8.5529,UP,1
2007-09-06,10.86,10.34,10.46,10.0494,8.5809,DOWN,0
2007-09-07,10.62,10.64,10.5,10.0628,8.6066,UP,1
2007-09-10,10.69,10.67,10.586,10.0776,8.6325,UP,1
2007-09-11,11.0,10.79,10.7,10.1014,8.6595,UP,1
2007-09-12,11.05,10.98,10.844,10.1202,8.6873,DOWN,0
2007-09-13,10.9,11.15,10.852,10.1344,8.7139,DOWN,0
2007-09-14,10.74,10.79,10.876,10.146,8.7412,DOWN,0
2007-09-17,10.72,10.73,10.882,10.158,8.7682,UP,1
2007-09-18,11.4,10.76,10.962,10.1802,8.7978,DOWN,0
2007-09-19,11.32,11.47,11.016,10.2062,8.8269,UP,1
2007-09-20,11.68,11.34,11.172,10.235,8.8565,UP,1
2007-09-21,11.8,11.79,11.384,10.267,8.8845,DOWN,0
2007-09-24,11.6,11.76,11.56,10.2942,8.9114,UP,1
2007-09-25,11.83,11.55,11.646,10.3336,8.94,UP,1
2007-09-26,11.89,11.93,11.76,10.3726,8.9699,DOWN,0
2007-09-27,11.59,11.92,11.742,10.41,8.9971,DOWN,0
2007-09-28,11.24,11.58,11.63,10.4364,9.0229,UP,1
2007-10-01,11.81,11.23,11.672,10.4764,9.0527,UP,1
2007-10-02,11.83,11.87,11.672,10.5162,9.0832,DOWN,0
2007-10-03,11.68,11.75,11.63,10.5574,9.1131,DOWN,0
2007-10-04,11.63,11.75,11.638,10.5972,9.1427,UP,1
2007-10-05,11.97,11.78,11.784,10.6446,9.1741,DOWN,0
2007-10-08,11.87,11.95,11.796,10.692,9.2055,UP,1
2007-10-09,12.14,11.88,11.858,10.7444,9.2386,UP,1
2007-10-10,12.66,12.15,12.054,10.807,9.2738,DOWN,0
2007-10-11,12.62,12.7,12.252,10.869,9.3088,UP,1
2007-10-12,13.04,12.62,12.466,10.9392,9.3457,DOWN,0
2007-10-15,12.68,12.89,12.628,11.0166,9.3808,UP,1
2007-10-16,12.79,12.57,12.758,11.0928,9.4176,UP,1
2007-10-17,13.08,12.96,12.842,11.1774,9.4563,DOWN,0
2007-10-18,12.62,13.05,12.842,11.2402,9.493,DOWN,0
2007-10-19,12.37,12.62,12.708,11.3004,9.5284,DOWN,0
2007-10-22,11.93,12.2,12.558,11.3434,9.5616,UP,1
2007-10-23,12.0,12.0,12.4,11.3802,9.5888,DOWN,0
2007-10-24,11.53,11.86,12.09,11.404,9.6145,DOWN,0
2007-10-25,11.39,11.55,11.844,11.4218,9.637,UP,1
2007-10-26,11.85,11.39,11.74,11.4448,9.6606,UP,1
2007-10-29,12.03,11.94,11.76,11.462,9.6852,DOWN,0
2007-10-30,11.99,12.0,11.758,11.4786,9.7088,UP,1
2007-10-31,12.01,11.95,11.854,11.5,9.7331,DOWN,0
2007-11-01,10.95,11.8,11.766,11.4986,9.7536,DOWN,0
2007-11-02,10.83,11.06,11.562,11.5064,9.7728,DOWN,0
2007-11-05,10.49,10.74,11.254,11.5078,9.7905,UP,1
2007-11-06,11.24,10.51,11.104,11.5272,9.812,DOWN,0
2007-11-07,10.52,11.1,10.806,11.5318,9.8299,UP,1
2007-11-08,10.97,10.61,10.81,11.5378,9.8498,DOWN,0
2007-11-09,10.49,10.78,10.742,11.5392,9.867,UP,1
2007-11-12,10.74,10.55,10.792,11.5488,9.8846,UP,1
2007-11-13,11.01,10.86,10.746,11.5604,9.9044,UP,1
2007-11-14,11.04,11.08,10.85,11.5746,9.9234,DOWN,0
2007-11-15,10.43,11.04,10.742,11.566,9.9338,UP,1
2007-11-16,10.5,10.46,10.744,11.5636,9.9398,UP,1
2007-11-19,10.51,10.43,10.698,11.56,9.9454,DOWN,0
2007-11-20,10.32,10.53,10.56,11.5464,9.9508,DOWN,0
2007-11-21,9.88,10.24,10.328,11.523,9.9548,UP,1
2007-11-23,10.0,9.98,10.242,11.505,9.9596,DOWN,0
2007-11-26,9.83,9.91,10.108,11.4868,9.9656,UP,1
2007-11-27,10.17,9.85,10.04,11.4758,9.9726,UP,1
2007-11-28,11.11,10.3,10.198,11.47,9.9823,DOWN,0
2007-11-29,11.02,11.1,10.426,11.464,9.9901,DOWN,0
2007-11-30,10.99,11.2,10.624,11.4502,10.0,UP,1
2007-12-03,11.75,11.0,11.008,11.4492,10.0136,UP,1
2007-12-04,13.13,11.62,11.6,11.4798,10.0348,DOWN,0
2007-12-05,12.75,13.05,11.928,11.4982,10.0549,DOWN,0
2007-12-06,12.72,12.65,12.268,11.5148,10.0761,DOWN,0
2007-12-07,12.5,12.76,12.57,11.533,10.0971,DOWN,0
2007-12-10,12.19,12.73,12.658,11.552,10.1171,DOWN,0
2007-12-11,11.24,12.23,12.28,11.5406,10.1346,UP,1
2007-12-12,11.76,11.81,12.082,11.5392,10.1544,DOWN,0
2007-12-13,11.47,11.6,11.832,11.535,10.1735,DOWN,0
2007-12-14,10.91,11.2,11.514,11.5206,10.1914,DOWN,0
2007-12-17,10.65,10.82,11.206,11.4942,10.2094,UP,1
2007-12-18,11.0,10.8,11.158,11.4768,10.2278,UP,1
2007-12-19,11.14,10.96,11.034,11.4568,10.2476,UP,1
2007-12-20,11.43,11.29,11.026,11.4322,10.2663,UP,1
2007-12-21,11.86,11.63,11.216,11.417,10.2878,UP,1
2007-12-24,11.98,11.9,11.482,11.3958,10.3095,UP,1
2007-12-26,12.55,11.95,11.792,11.3932,10.3363,DOWN,0
2007-12-27,11.7,12.5,11.904,11.3714,10.3584,DOWN,0
2007-12-28,11.43,11.88,11.904,11.3384,10.3791,DOWN,0
2007-12-31,11.4,11.41,11.812,11.314,10.4008,DOWN,0
2008-01-02,11.3,11.43,11.676,11.2926,10.4205,DOWN,0
2008-01-03,10.81,11.28,11.328,11.2702,10.4347,DOWN,0
2008-01-04,10.38,10.82,11.064,11.2378,10.4448,UP,1
2008-01-07,11.14,10.45,11.006,11.23,10.4595,UP,1
2008-01-08,11.3,11.23,10.986,11.2282,10.4759,UP,1
2008-01-09,11.53,11.32,11.032,11.2218,10.4932,UP,1
2008-01-10,11.89,11.4,11.248,11.219,10.5119,DOWN,0
2008-01-11,11.69,11.82,11.51,11.213,10.5301,DOWN,0
2008-01-14,10.29,11.05,11.34,11.1786,10.5418,DOWN,0
2008-01-15,10.0,9.91,11.08,11.1596,10.5508,UP,1
2008-01-16,10.13,9.95,10.8,11.1456,10.5603,DOWN,0
2008-01-17,9.7,10.14,10.362,11.1298,10.5667,DOWN,0
2008-01-18,9.07,9.24,9.838,11.0864,10.5689,UP,1
2008-01-22,9.13,8.68,9.606,11.0586,10.5721,UP,1
2008-01-23,9.5,9.06,9.506,11.0292,10.5771,UP,1
2008-01-24,9.8,9.6,9.44,11.0154,10.583,DOWN,0
2008-01-25,9.34,9.95,9.368,10.9874,10.5853,UP,1
2008-01-28,9.87,9.34,9.528,10.9646,10.5892,DOWN,0
2008-01-29,9.76,9.9,9.654,10.939,10.5924,DOWN,0
2008-01-30,9.24,9.67,9.602,10.9152,10.5927,DOWN,0
2008-01-31,9.16,9.13,9.474,10.8884,10.5926,UP,1
2008-02-01,9.86,9.18,9.578,10.8754,10.5954,DOWN,0
2008-02-04,9.52,9.53,9.508,10.8594,10.5978,DOWN,0
2008-02-05,9.01,9.28,9.358,10.842,10.5974,DOWN,0
2008-02-06,8.99,9.12,9.308,10.8218,10.5951,UP,1
2008-02-07,9.18,9.0,9.312,10.8088,10.5913,DOWN,0
2008-02-08,9.12,9.14,9.164,10.7878,10.5883,DOWN,0
2008-02-11,9.06,9.11,9.072,10.7468,10.5843,UP,1
2008-02-12,9.33,9.25,9.136,10.713,10.5829,UP,1
2008-02-13,9.68,9.42,9.274,10.6868,10.5837,DOWN,0
2008-02-14,9.35,9.74,9.308,10.6388,10.5837,UP,1
2008-02-15,9.58,9.3,9.4,10.5678,10.5839,UP,1
