ticker,SGEN US Equity,SGEN US Equity,SGEN US Equity,SGEN US Equity,SGEN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2017-04-24,65.53,66.27,66.225,65.1259,57.4957,UP,1
2017-04-25,66.8,65.85,66.255,65.2587,57.6224,UP,1
2017-04-26,66.93,67.04,66.328,65.3655,57.7452,UP,1
2017-04-27,68.26,67.25,66.572,65.4731,57.8738,UP,1
2017-04-28,68.3,68.61,67.164,65.5345,58.0087,DOWN,0
2017-05-01,68.13,68.75,67.684,65.5911,58.1393,DOWN,0
2017-05-02,64.18,67.8,67.16,65.5647,58.2454,DOWN,0
2017-05-03,62.59,63.64,66.292,65.5029,58.3469,UP,1
2017-05-04,63.74,62.9,65.388,65.4861,58.4579,DOWN,0
2017-05-05,61.82,63.92,64.092,65.4611,58.55,DOWN,0
2017-05-08,60.32,61.62,62.53,65.4129,58.6296,UP,1
2017-05-09,61.74,60.52,62.042,65.3293,58.7183,UP,1
2017-05-10,62.52,61.54,62.028,65.2667,58.8085,DOWN,0
2017-05-11,62.09,62.74,61.698,65.1303,58.9001,UP,1
2017-05-12,63.11,62.23,61.956,65.0369,58.9757,DOWN,0
2017-05-15,62.83,63.18,62.458,64.9153,59.053,UP,1
2017-05-16,63.41,62.75,62.792,64.8241,59.1298,DOWN,0
2017-05-17,62.72,62.32,62.832,64.7361,59.1973,UP,1
2017-05-18,66.71,62.72,63.756,64.7217,59.2882,DOWN,0
2017-05-19,66.6,66.93,64.454,64.7117,59.3762,DOWN,0
2017-05-22,66.51,66.82,65.19,64.6827,59.4686,UP,1
2017-05-23,66.67,66.56,65.842,64.6483,59.5622,UP,1
2017-05-24,67.45,66.62,66.788,64.6541,59.6659,DOWN,0
2017-05-25,66.02,67.86,66.65,64.6289,59.7639,DOWN,0
2017-05-26,65.57,66.07,66.444,64.6055,59.8629,DOWN,0
2017-05-30,63.32,65.59,65.806,64.5375,59.947,UP,1
2017-05-31,63.98,63.57,65.268,64.4567,60.0326,DOWN,0
2017-06-01,63.5,64.0,64.478,64.4877,60.1144,UP,1
2017-06-02,65.95,63.66,64.464,64.5461,60.2153,DOWN,0
2017-06-05,65.25,66.19,64.4,64.5867,60.3137,DOWN,0
2017-06-06,64.84,64.69,64.704,64.6097,60.4083,DOWN,0
2017-06-07,64.21,64.97,64.75,64.6061,60.5024,UP,1
2017-06-08,64.71,64.11,64.992,64.6109,60.5907,UP,1
2017-06-09,64.81,64.94,64.764,64.6357,60.6758,DOWN,0
2017-06-12,63.26,64.89,64.366,64.6397,60.7665,DOWN,0
2017-06-13,62.94,63.26,63.986,64.6413,60.8613,UP,1
2017-06-14,63.94,62.79,63.932,64.6633,60.9545,UP,1
2017-06-15,64.02,63.27,63.794,64.6799,61.0478,UP,1
2017-06-16,64.52,64.28,63.736,64.7325,61.1438,DOWN,0
2017-06-19,61.88,57.48,63.46,64.6993,61.2304,DOWN,0
2017-06-20,61.81,61.32,63.234,64.6563,61.315,UP,1
2017-06-21,63.47,62.09,63.14,64.6571,61.4084,DOWN,0
2017-06-22,63.25,63.94,62.986,64.6533,61.4939,DOWN,0
2017-06-23,61.74,62.95,62.43,64.6021,61.5564,DOWN,0
2017-06-26,56.55,55.9,61.364,64.4129,61.5866,DOWN,0
2017-06-27,51.39,56.73,59.28,64.1097,61.5924,UP,1
2017-06-28,54.72,52.0,57.53,63.8711,61.6071,DOWN,0
2017-06-29,53.25,54.52,55.53,63.6048,61.6149,DOWN,0
2017-06-30,51.74,53.83,53.53,63.2988,61.6033,UP,1
2017-07-03,52.21,51.97,52.662,63.0362,61.5964,UP,1
2017-07-05,52.53,52.22,52.89,62.7762,61.5908,DOWN,0
2017-07-06,51.15,52.09,52.176,62.4632,61.5761,UP,1
2017-07-07,51.37,51.37,51.8,62.152,61.559,DOWN,0
2017-07-10,51.28,51.39,51.708,61.8124,61.5349,UP,1
2017-07-11,51.78,51.26,51.622,61.482,61.5129,UP,1
2017-07-12,53.74,52.3,51.864,61.1942,61.5024,UP,1
2017-07-13,54.09,53.73,52.452,60.9924,61.4943,DOWN,0
2017-07-14,53.73,54.24,52.924,60.8152,61.4801,DOWN,0
2017-07-17,53.73,53.89,53.414,60.615,61.4721,DOWN,0
2017-07-18,53.33,53.44,53.724,60.4452,61.4723,UP,1
2017-07-19,54.0,53.95,53.776,60.3188,61.4723,UP,1
2017-07-20,54.14,54.17,53.786,60.1668,61.4717,UP,1
2017-07-21,54.39,54.19,53.918,60.0042,61.471,UP,1
2017-07-24,55.02,54.53,54.176,59.8628,61.4685,DOWN,0
2017-07-25,54.51,55.43,54.412,59.6908,61.4694,UP,1
2017-07-26,55.02,54.72,54.616,59.5346,61.4686,DOWN,0
2017-07-27,52.97,54.97,54.382,59.3258,61.4472,DOWN,0
2017-07-28,51.18,54.0,53.74,59.095,61.4232,DOWN,0
2017-07-31,50.5,51.2,52.836,58.7708,61.4102,DOWN,0
2017-08-01,49.22,50.62,51.778,58.4232,61.3949,DOWN,0
2017-08-02,48.5,49.15,50.474,58.063,61.3858,UP,1
2017-08-03,49.09,48.51,49.698,57.7114,61.3806,UP,1
2017-08-04,49.16,49.21,49.294,57.3456,61.3727,DOWN,0
2017-08-07,48.88,49.18,48.97,57.0028,61.3607,UP,1
2017-08-08,49.06,48.86,48.938,56.6726,61.348,DOWN,0
2017-08-09,48.72,48.29,48.982,56.3806,61.3375,DOWN,0
2017-08-10,46.2,48.47,48.404,56.025,61.3167,UP,1
2017-08-11,46.32,45.96,47.836,55.6814,61.2964,DOWN,0
2017-08-14,45.92,46.72,47.244,55.2808,61.2743,UP,1
2017-08-15,46.83,45.86,46.798,54.9124,61.2588,UP,1
2017-08-16,47.17,47.03,46.488,54.559,61.2404,DOWN,0
2017-08-17,46.37,46.7,46.522,54.2022,61.2138,DOWN,0
2017-08-18,46.3,46.44,46.518,53.834,61.1666,DOWN,0
2017-08-21,46.2,46.45,46.574,53.4618,61.1159,UP,1
2017-08-22,47.5,46.46,46.708,53.1466,61.0684,UP,1
2017-08-23,47.65,47.13,46.804,52.8408,61.0255,UP,1
2017-08-24,47.88,47.7,47.106,52.5196,60.9662,DOWN,0
2017-08-25,47.2,48.14,47.286,52.1832,60.9051,UP,1
2017-08-28,48.76,47.66,47.798,51.868,60.8031,UP,1
2017-08-29,49.25,48.52,48.148,51.6154,60.7096,UP,1
2017-08-30,49.78,49.3,48.574,51.3748,60.6181,UP,1
2017-08-31,52.53,49.99,49.504,51.156,60.5329,UP,1
2017-09-01,52.55,52.53,50.574,50.942,60.4349,DOWN,0
2017-09-05,51.88,52.37,51.198,50.7448,60.3402,UP,1
2017-09-06,51.9,52.0,51.728,50.6518,60.2312,UP,1
2017-09-07,54.19,51.8,52.61,50.7078,60.1487,DOWN,0
2017-09-08,52.99,53.92,52.702,50.6732,60.053,UP,1
2017-09-11,53.64,53.76,52.92,50.681,59.9751,DOWN,0
2017-09-12,53.15,53.86,53.174,50.7092,59.8884,UP,1
2017-09-13,53.4,52.96,53.474,50.733,59.7962,DOWN,0
2017-09-14,53.14,53.41,53.264,50.7452,59.7269,UP,1
2017-09-15,53.79,53.52,53.424,50.798,59.664,DOWN,0
2017-09-18,52.89,53.74,53.274,50.8284,59.6044,DOWN,0
2017-09-19,51.79,53.21,53.002,50.8386,59.5298,UP,1
2017-09-20,52.84,51.57,52.89,50.8598,59.4605,DOWN,0
2017-09-21,52.36,52.87,52.734,50.8322,59.391,UP,1
2017-09-22,52.48,52.4,52.472,50.8,59.3202,UP,1
2017-09-25,52.97,52.5,52.488,50.7848,59.2596,DOWN,0
2017-09-26,52.565,52.8,52.643,50.7615,59.1877,UP,1
2017-09-27,53.37,52.78,52.749,50.7623,59.1302,UP,1
2017-09-28,53.96,53.5,53.069,50.7615,59.0809,UP,1
2017-09-29,54.41,53.89,53.455,50.7669,59.0372,UP,1
2017-10-02,58.72,57.0,54.605,50.8535,59.0163,DOWN,0
2017-10-03,57.94,58.8,55.68,50.9119,58.9874,UP,1
2017-10-04,58.24,58.02,56.654,50.9865,58.9655,UP,1
2017-10-05,58.34,58.16,57.53,51.0529,58.9506,DOWN,0
2017-10-06,57.51,58.04,58.15,51.1437,58.9278,UP,1
2017-10-09,57.57,57.73,57.92,51.2715,58.9087,UP,1
2017-10-10,57.715,57.74,57.875,51.4158,58.894,UP,1
2017-10-11,61.47,57.84,58.521,51.6608,58.8921,UP,1
2017-10-12,61.77,61.63,59.207,51.9262,58.9391,UP,1
2017-10-13,63.0,61.75,60.305,52.2044,58.9887,DOWN,0
2017-10-16,62.89,63.11,61.369,52.479,59.0362,UP,1
2017-10-17,64.08,62.79,62.642,52.783,59.0928,DOWN,0
2017-10-18,63.68,64.0,63.084,53.0754,59.1462,UP,1
2017-10-19,64.01,63.1,63.532,53.3812,59.1902,DOWN,0
2017-10-20,63.86,65.0,63.704,53.7344,59.2351,DOWN,0
2017-10-23,62.37,63.94,63.6,54.0554,59.2592,DOWN,0
2017-10-24,62.36,63.1,63.256,54.3842,59.277,DOWN,0
2017-10-25,62.0,62.3,62.92,54.6876,59.2919,DOWN,0
2017-10-26,61.19,61.47,62.356,54.968,59.3189,UP,1
2017-10-27,62.73,65.0,62.13,55.2952,59.3382,DOWN,0
2017-10-30,62.69,62.55,62.194,55.623,59.3561,DOWN,0
2017-10-31,61.31,62.95,61.984,55.9252,59.374,DOWN,0
2017-11-01,60.29,61.59,61.642,56.181,59.3803,UP,1
2017-11-02,60.78,60.15,61.56,56.4436,59.3878,UP,1
2017-11-03,61.38,60.5,61.29,56.7136,59.4008,DOWN,0
2017-11-06,58.76,61.24,60.504,56.9448,59.402,DOWN,0
2017-11-07,58.45,58.92,59.932,57.1386,59.4039,DOWN,0
2017-11-08,57.87,58.31,59.448,57.311,59.4011,UP,1
2017-11-09,57.91,57.42,58.874,57.4736,59.4004,UP,1
2017-11-10,57.96,57.84,58.19,57.5822,59.3977,DOWN,0
2017-11-13,57.12,57.67,57.862,57.6736,59.3972,UP,1
2017-11-14,57.2,56.81,57.612,57.78,59.382,UP,1
2017-11-15,57.6,56.89,57.558,57.894,59.3715,UP,1
2017-11-16,59.29,57.83,57.834,57.996,59.368,UP,1
2017-11-17,59.79,58.7,58.2,58.132,59.3614,DOWN,0
2017-11-20,58.7,59.62,58.516,58.2332,59.3472,UP,1
2017-11-21,59.05,59.01,58.886,58.3512,59.3385,UP,1
2017-11-22,59.13,59.06,59.192,58.4658,59.3266,DOWN,0
2017-11-24,58.94,59.29,59.122,58.5818,59.3073,DOWN,0
2017-11-27,58.63,59.08,58.89,58.6786,59.2996,UP,1
2017-11-28,58.69,58.76,58.888,58.7946,59.2851,UP,1
2017-11-29,59.14,57.78,58.906,58.9416,59.2664,UP,1
2017-11-30,60.93,59.6,59.266,59.1034,59.2449,DOWN,0
2017-12-01,59.45,60.81,59.368,59.2452,59.2157,DOWN,0
2017-12-04,57.88,59.55,59.218,59.3532,59.1776,DOWN,0
2017-12-05,56.05,57.9,58.69,59.4148,59.1294,UP,1
2017-12-06,56.75,56.09,58.212,59.4985,59.0903,UP,1
2017-12-07,57.27,56.95,57.48,59.5765,59.0613,UP,1
2017-12-08,59.26,57.56,57.442,59.6825,59.0439,DOWN,0
2017-12-11,55.265,55.0,56.919,59.6996,58.9906,DOWN,0
2017-12-12,54.61,55.01,56.631,59.6174,58.9354,UP,1
2017-12-13,55.71,55.06,56.423,59.5728,58.8694,DOWN,0
2017-12-14,51.82,55.87,55.333,59.4444,58.7896,UP,1
2017-12-15,52.55,51.95,53.991,59.3286,58.7078,DOWN,0
2017-12-18,52.41,52.57,53.42,59.2266,58.63,UP,1
2017-12-19,52.57,52.23,53.012,59.1266,58.5573,DOWN,0
2017-12-20,52.37,52.98,52.344,59.0197,58.482,UP,1
2017-12-21,52.77,52.24,52.534,58.8457,58.4103,UP,1
2017-12-22,53.43,52.78,52.71,58.6789,58.3377,UP,1
2017-12-26,53.59,53.54,52.946,58.4907,58.2637,UP,1
2017-12-27,54.68,53.76,53.368,58.3265,58.2013,UP,1
2017-12-28,55.04,54.94,53.902,58.1457,58.1401,DOWN,0
2017-12-29,53.5,55.17,54.048,57.9421,58.0739,UP,1
2018-01-02,56.13,53.64,54.588,57.7845,58.0209,UP,1
2018-01-03,56.61,56.3,55.192,57.6395,57.9639,DOWN,0
2018-01-04,55.53,56.74,55.362,57.5027,57.9318,DOWN,0
2018-01-05,55.01,55.98,55.356,57.3557,57.8917,DOWN,0
2018-01-08,54.68,55.12,55.592,57.2093,57.849,UP,1
2018-01-09,55.43,54.86,55.452,57.0941,57.8077,DOWN,0
2018-01-10,53.38,55.02,54.806,56.9071,57.7526,DOWN,0
2018-01-11,51.78,53.41,54.056,56.6889,57.6892,UP,1
2018-01-12,52.36,51.71,53.526,56.5099,57.6331,DOWN,0
2018-01-16,50.95,52.64,52.78,56.3231,57.5726,UP,1
2018-01-17,52.56,51.48,52.206,56.1587,57.5211,UP,1
2018-01-18,53.45,52.5,52.22,56.0001,57.4742,UP,1
2018-01-19,53.48,53.44,52.56,55.8945,57.4256,UP,1
2018-01-22,56.29,54.02,53.346,55.8513,57.3976,UP,1
2018-01-23,56.76,56.25,54.508,55.8291,57.3637,DOWN,0
2018-01-24,55.96,56.8,55.188,55.7901,57.3237,DOWN,0
2018-01-25,55.59,56.29,55.616,55.7427,57.2845,UP,1
2018-01-26,56.08,55.22,56.136,55.7219,57.2477,UP,1
2018-01-29,56.6,55.88,56.198,55.7099,57.2092,DOWN,0
2018-01-30,55.21,55.82,55.888,55.6621,57.1552,DOWN,0
2018-01-31,52.3,53.99,55.156,55.5223,57.084,UP,1
2018-02-01,56.15,55.32,55.268,55.4495,57.0314,DOWN,0
2018-02-02,55.9,55.76,55.232,55.3935,56.9781,DOWN,0
2018-02-05,53.27,55.58,54.566,55.2779,56.9093,UP,1
2018-02-06,54.24,53.47,54.372,55.1801,56.8538,DOWN,0
2018-02-07,51.9,53.4,54.292,55.0393,56.7856,DOWN,0
2018-02-08,50.54,51.92,53.17,54.8775,56.7043,DOWN,0
2018-02-09,50.14,50.93,52.018,54.7065,56.6204,UP,1
2018-02-12,52.31,50.71,51.826,54.5699,56.5406,DOWN,0
2018-02-13,52.15,52.11,51.408,54.3943,56.4599,UP,1
2018-02-14,54.06,53.62,51.84,54.2865,56.3895,UP,1
2018-02-15,54.85,54.53,52.702,54.2259,56.3429,DOWN,0
2018-02-16,54.48,54.8,53.57,54.1945,56.3023,DOWN,0
2018-02-20,54.16,54.0,53.94,54.1427,56.2544,DOWN,0
2018-02-21,54.11,54.35,54.332,54.0795,56.2159,DOWN,0
2018-02-22,53.78,54.32,54.276,53.9699,56.1832,UP,1
2018-02-23,55.35,53.96,54.376,53.9716,56.1512,UP,1
2018-02-26,55.92,55.24,54.664,53.9978,56.1182,DOWN,0
2018-02-27,55.55,56.0,54.942,53.9946,56.0855,DOWN,0
2018-02-28,54.0,55.52,54.92,54.0382,56.04,DOWN,0
2018-03-01,52.27,54.09,54.618,54.0326,55.9872,UP,1
2018-03-02,52.8,51.73,54.108,54.0404,55.9341,UP,1
2018-03-05,54.71,52.71,53.866,54.0832,55.8941,UP,1
2018-03-06,55.27,54.66,53.81,54.1412,55.8369,UP,1
2018-03-07,56.25,54.99,54.26,54.2108,55.7851,UP,1
2018-03-08,56.97,57.04,55.2,54.2816,55.7374,UP,1
2018-03-09,57.19,57.48,56.078,54.3536,55.69,UP,1
2018-03-12,58.68,57.47,56.872,54.4336,55.6462,UP,1
2018-03-13,59.32,58.71,57.682,54.5192,55.6127,DOWN,0
2018-03-14,58.59,59.81,58.15,54.621,55.5778,DOWN,0
2018-03-15,57.68,58.86,58.292,54.652,55.5496,UP,1
2018-03-16,57.7,57.8,58.394,54.6738,55.5182,DOWN,0
2018-03-19,55.73,57.25,57.804,54.6778,55.4793,DOWN,0
2018-03-20,54.86,56.1,56.912,54.6748,55.4239,DOWN,0
2018-03-21,54.12,54.79,56.018,54.6636,55.3682,DOWN,0
2018-03-22,53.21,53.94,55.124,54.6192,55.3101,DOWN,0
2018-03-23,50.95,52.89,53.774,54.5706,55.2438,UP,1
2018-03-26,53.57,51.62,53.342,54.6064,55.1881,DOWN,0
2018-03-27,51.2,53.57,52.61,54.5832,55.12,UP,1
2018-03-28,51.68,50.98,52.122,54.5978,55.0621,UP,1
2018-03-29,52.34,51.77,51.948,54.5934,55.0091,DOWN,0
2018-04-02,50.94,51.83,51.946,54.5432,54.9441,DOWN,0
2018-04-03,50.27,51.19,51.286,54.479,54.8754,UP,1
2018-04-04,53.07,49.75,51.66,54.4146,54.8181,DOWN,0
2018-04-05,51.87,53.28,51.698,54.3168,54.7681,DOWN,0
2018-04-06,50.07,51.39,51.244,54.199,54.7094,UP,1
2018-04-09,50.2,50.66,51.096,54.0912,54.643,UP,1
2018-04-10,51.69,50.93,51.38,54.0034,54.5852,DOWN,0
2018-04-11,51.65,51.41,51.096,53.9044,54.5348,DOWN,0
2018-04-12,51.63,51.79,51.048,53.8328,54.5102,DOWN,0
2018-04-13,50.24,51.75,51.082,53.7916,54.5044,UP,1
2018-04-16,50.32,50.49,51.106,53.675,54.4824,UP,1
2018-04-17,51.72,51.1,51.112,53.5914,54.4748,DOWN,0
2018-04-18,50.79,51.78,50.94,53.5418,54.47,DOWN,0
2018-04-19,49.57,50.72,50.528,53.4484,54.4568,UP,1
2018-04-20,49.68,49.44,50.416,53.404,54.4426,UP,1
2018-04-23,49.8,49.89,50.312,53.3892,54.4358,DOWN,0
2018-04-24,48.78,49.89,49.724,53.362,54.4229,DOWN,0
2018-04-25,48.13,48.87,49.192,53.2784,54.4071,UP,1
2018-04-26,48.86,48.52,49.05,53.2126,54.3925,UP,1
2018-04-27,51.58,50.75,49.43,53.163,54.3817,DOWN,0
2018-04-30,51.19,51.47,49.708,53.0898,54.3672,UP,1
2018-05-01,52.52,51.32,50.456,53.0506,54.3612,UP,1
2018-05-02,54.43,52.21,51.716,53.056,54.3647,DOWN,0
2018-05-03,53.98,54.55,52.74,53.0534,54.3679,DOWN,0
2018-05-04,52.72,53.77,52.968,53.0322,54.3615,UP,1
2018-05-07,54.05,52.69,53.54,53.0062,54.3611,UP,1
2018-05-08,54.08,53.91,53.852,52.9694,54.3595,UP,1
2018-05-09,55.5,54.6,54.066,52.9684,54.3619,UP,1
2018-05-10,55.6,55.5,54.39,53.0004,54.3674,UP,1
2018-05-11,56.92,55.34,55.23,53.0934,54.3769,UP,1
2018-05-14,57.58,56.87,55.936,53.189,54.3999,DOWN,0
2018-05-15,57.3,57.24,56.58,53.2408,54.4305,UP,1
2018-05-16,58.5,57.42,57.18,53.3054,54.4705,DOWN,0
2018-05-17,57.33,58.67,57.526,53.327,54.5111,DOWN,0
2018-05-18,56.77,57.33,57.496,53.323,54.5524,DOWN,0
2018-05-21,55.39,56.77,57.058,53.287,54.5839,DOWN,0
2018-05-22,55.23,55.4,56.644,53.218,54.6143,UP,1
2018-05-23,55.43,55.11,56.03,53.1402,54.647,DOWN,0
2018-05-24,55.37,55.54,55.638,53.0758,54.6786,UP,1
2018-05-25,55.79,55.45,55.442,53.038,54.7139,DOWN,0
2018-05-29,55.54,55.58,55.472,52.9948,54.7606,UP,1
2018-05-30,56.78,55.9,55.782,53.0158,54.8129,UP,1
2018-05-31,60.49,56.96,56.794,53.1284,54.8858,UP,1
2018-06-01,61.62,60.71,58.044,53.2784,54.9597,DOWN,0
2018-06-04,61.51,61.94,59.188,53.4444,55.0314,UP,1
2018-06-05,63.05,61.46,60.69,53.6864,55.1148,UP,1
2018-06-06,65.36,63.29,62.406,53.9222,55.2101,UP,1
2018-06-07,65.59,65.45,63.426,54.21,55.3071,DOWN,0
2018-06-08,65.01,65.33,64.104,54.4766,55.3946,UP,1
2018-06-11,66.74,66.94,65.15,54.7646,55.4901,UP,1
2018-06-12,69.21,66.97,66.382,55.13,55.5967,DOWN,0
2018-06-13,68.05,69.12,66.92,55.4856,55.701,DOWN,0
2018-06-14,65.49,68.46,66.9,55.734,55.7846,DOWN,0
2018-06-15,65.11,66.0,66.92,55.9988,55.8639,UP,1
2018-06-18,65.75,64.34,66.722,56.3124,55.9438,UP,1
2018-06-19,65.78,65.34,66.036,56.624,56.01,UP,1
2018-06-20,66.76,66.43,65.778,56.9254,56.0811,DOWN,0
2018-06-21,66.61,66.22,66.002,57.2246,56.1547,UP,1
2018-06-22,66.85,66.25,66.35,57.529,56.2295,DOWN,0
2018-06-25,66.51,66.61,66.502,57.8544,56.2911,DOWN,0
2018-06-26,65.67,66.5,66.48,58.1614,56.3545,DOWN,0
2018-06-27,64.81,65.64,66.09,58.4232,56.4103,UP,1
2018-06-28,64.96,64.59,65.76,58.7066,56.4694,UP,1
2018-06-29,66.39,65.42,65.668,59.043,56.5343,UP,1
2018-07-02,67.2,65.93,65.806,59.3934,56.6046,UP,1
2018-07-03,68.13,67.82,66.298,59.76,56.6763,UP,1
2018-07-05,68.53,68.63,67.042,60.155,56.7545,UP,1
2018-07-06,69.67,68.8,67.984,60.5858,56.8439,DOWN,0
2018-07-09,68.77,69.84,68.46,60.984,56.9236,UP,1
2018-07-10,69.29,69.29,68.878,61.3382,57.0082,UP,1
2018-07-11,69.44,68.9,69.14,61.7032,57.093,UP,1
2018-07-12,70.52,70.0,69.538,62.0632,57.1808,DOWN,0
2018-07-13,70.45,70.23,69.694,62.3836,57.2702,DOWN,0
2018-07-16,68.99,70.52,69.738,62.6838,57.3483,DOWN,0
2018-07-17,67.94,68.75,69.468,62.9882,57.4182,UP,1
2018-07-18,68.03,68.0,69.186,63.2678,57.4863,UP,1
2018-07-19,70.52,67.85,69.186,63.5966,57.5453,DOWN,0
2018-07-20,70.26,70.6,69.148,63.8918,57.6069,DOWN,0
2018-07-23,69.55,69.98,69.26,64.1708,57.6635,UP,1
2018-07-24,69.71,70.34,69.614,64.4266,57.7203,UP,1
2018-07-25,70.94,69.85,70.196,64.6938,57.7875,UP,1
2018-07-26,71.25,70.45,70.342,64.9728,57.8559,UP,1
2018-07-27,72.98,73.0,70.886,65.2624,57.9322,DOWN,0
2018-07-30,69.55,72.8,70.886,65.5068,57.9726,UP,1
2018-07-31,70.4,69.25,71.024,65.7794,58.0157,DOWN,0
2018-08-01,69.62,70.6,70.76,66.064,58.0488,UP,1
2018-08-02,71.69,69.12,70.848,66.3932,58.0928,DOWN,0
2018-08-03,71.46,71.63,70.544,66.7138,58.1297,DOWN,0
2018-08-06,71.0,71.4,70.834,67.0264,58.1663,UP,1
2018-08-07,72.96,71.45,71.346,67.3698,58.2111,DOWN,0
2018-08-08,72.16,73.04,71.854,67.7022,58.2526,DOWN,0
2018-08-09,72.06,72.74,71.928,68.0078,58.301,UP,1
2018-08-10,73.33,71.54,72.302,68.2646,58.3559,UP,1
2018-08-13,73.8,73.18,72.862,68.5082,58.4149,UP,1
2018-08-14,74.63,74.02,73.196,68.7706,58.4821,DOWN,0
2018-08-15,73.9,73.91,73.544,68.9876,58.5379,UP,1
2018-08-16,74.21,74.26,73.974,69.1646,58.5955,UP,1
2018-08-17,74.64,74.35,74.236,69.3456,58.6622,DOWN,0
2018-08-20,74.45,74.61,74.366,69.5344,58.733,UP,1
2018-08-21,75.31,74.59,74.502,69.7058,58.8056,UP,1
2018-08-22,75.88,75.12,74.898,69.8392,58.8781,DOWN,0
2018-08-23,75.66,75.87,75.188,69.9914,58.9626,DOWN,0
2018-08-24,74.59,75.6,75.178,70.1734,59.0433,UP,1
2018-08-27,74.8,74.7,75.248,70.3672,59.128,UP,1
2018-08-28,75.08,74.75,75.202,70.5538,59.2138,UP,1
2018-08-29,76.34,74.82,75.294,70.765,59.3057,UP,1
2018-08-30,76.86,76.15,75.534,70.967,59.4044,DOWN,0
2018-08-31,76.76,76.88,75.968,71.17,59.5022,UP,1
2018-09-04,77.06,76.12,76.42,71.3742,59.5995,DOWN,0
2018-09-05,76.96,77.06,76.796,71.5832,59.6879,DOWN,0
2018-09-06,76.45,76.71,76.818,71.7988,59.7712,UP,1
2018-09-07,77.45,76.39,76.936,72.0516,59.8649,UP,1
2018-09-10,77.78,77.62,77.14,72.308,59.9586,UP,1
2018-09-11,78.39,77.44,77.406,72.548,60.0549,DOWN,0
2018-09-12,77.06,78.51,77.426,72.7452,60.1455,UP,1
2018-09-13,77.26,77.43,77.588,72.9278,60.2386,UP,1
2018-09-14,78.16,77.29,77.73,73.1204,60.336,DOWN,0
2018-09-17,76.16,78.25,77.406,73.2502,60.4211,UP,1
2018-09-18,77.71,76.79,77.27,73.429,60.505,DOWN,0
2018-09-19,77.5,77.48,77.358,73.5932,60.5952,UP,1
2018-09-20,79.0,77.77,77.706,73.7844,60.7008,DOWN,0
2018-09-21,77.76,79.01,77.626,73.9292,60.8094,UP,1
2018-09-24,78.53,77.49,78.1,74.0908,60.9183,UP,1
2018-09-25,79.87,79.21,78.532,74.3084,61.0313,UP,1
2018-09-26,80.06,80.23,79.044,74.5508,61.1353,DOWN,0
2018-09-27,78.25,80.32,78.894,74.7552,61.2502,DOWN,0
2018-09-28,77.12,78.2,78.766,74.8872,61.3628,UP,1
2018-10-01,81.16,77.78,79.292,75.1052,61.49,UP,1
2018-10-02,81.26,81.28,79.57,75.3394,61.6372,UP,1
2018-10-03,82.76,81.81,80.11,75.6004,61.7883,DOWN,0
2018-10-04,79.53,82.28,80.366,75.7722,61.9239,DOWN,0
2018-10-05,78.48,80.19,80.638,75.9168,62.0534,DOWN,0
2018-10-08,77.07,78.02,79.82,75.9986,62.1769,DOWN,0
2018-10-09,74.84,76.9,78.536,76.1044,62.2873,DOWN,0
2018-10-10,71.56,74.87,76.296,76.1276,62.3779,DOWN,0
2018-10-11,70.88,71.14,74.566,76.1528,62.4644,UP,1
2018-10-12,72.77,72.34,73.424,76.1744,62.5548,UP,1
2018-10-15,73.07,72.74,72.624,76.2066,62.645,UP,1
2018-10-16,74.75,73.92,72.606,76.2816,62.7512,DOWN,0
2018-10-17,74.6,74.75,73.214,76.3144,62.8436,DOWN,0
2018-10-18,73.72,74.27,73.782,76.3456,62.9291,DOWN,0
2018-10-19,71.8,74.03,73.588,76.3404,63.0104,DOWN,0
2018-10-22,71.18,71.61,73.21,76.2974,63.0913,DOWN,0
2018-10-23,69.59,70.21,72.178,76.2132,63.1658,DOWN,0
2018-10-24,63.67,69.66,69.992,75.994,63.207,UP,1
2018-10-25,65.35,64.16,68.318,75.823,63.2669,DOWN,0
2018-10-26,55.3,51.14,65.018,75.4448,63.2845,DOWN,0
2018-10-29,54.59,57.02,61.7,75.0438,63.2956,DOWN,0
2018-10-30,54.44,54.05,58.67,74.6436,63.3131,UP,1
2018-10-31,56.13,55.14,57.162,74.26,63.3309,UP,1
2018-11-01,58.14,56.36,55.72,73.9052,63.3544,DOWN,0
2018-11-02,56.45,58.35,55.95,73.521,63.3692,UP,1
2018-11-05,57.32,56.54,56.496,73.1756,63.3744,UP,1
2018-11-06,58.06,57.04,57.22,72.8408,63.3809,UP,1
2018-11-07,60.95,58.58,58.184,72.5582,63.4058,DOWN,0
2018-11-08,60.56,60.8,58.668,72.2426,63.4307,DOWN,0
2018-11-09,58.06,60.43,58.99,71.8666,63.4406,DOWN,0
2018-11-12,54.98,57.99,58.522,71.431,63.4325,DOWN,0
2018-11-13,54.84,55.42,57.878,70.9866,63.4306,DOWN,0
2018-11-14,53.08,55.07,56.304,70.509,63.4345,UP,1
2018-11-15,54.39,53.5,55.07,70.0678,63.4257,UP,1
2018-11-16,57.43,54.63,54.944,69.6674,63.4334,DOWN,0
2018-11-19,57.06,56.99,55.36,69.253,63.4523,DOWN,0
