ticker,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2006-03-08,75.76,75.4,75.264,75.3992,69.9202,DOWN,0
2006-03-09,75.62,75.55,75.27,75.4254,69.9936,UP,1
2006-03-10,76.04,75.52,75.532,75.4654,70.0684,DOWN,0
2006-03-13,75.26,75.91,75.638,75.4894,70.1433,UP,1
2006-03-14,76.42,75.238,75.82,75.543,70.214,UP,1
2006-03-15,77.06,76.13,76.08,75.6204,70.2855,DOWN,0
2006-03-16,76.37,77.038,76.23,75.634,70.3508,UP,1
2006-03-17,76.54,76.86,76.33,75.6366,70.4153,UP,1
2006-03-20,77.08,77.0,76.694,75.6616,70.4899,DOWN,0
2006-03-21,76.26,77.12,76.662,75.6718,70.566,UP,1
2006-03-22,76.37,74.52,76.524,75.6698,70.6325,UP,1
2006-03-23,76.42,76.22,76.534,75.6792,70.7007,DOWN,0
2006-03-24,76.18,76.34,76.462,75.6724,70.7671,UP,1
2006-03-27,77.43,76.48,76.532,75.7112,70.8378,DOWN,0
2006-03-28,77.22,77.4,76.724,75.7454,70.9055,UP,1
2006-03-29,77.3,77.23,76.91,75.7908,70.9756,DOWN,0
2006-03-30,76.67,77.05,76.96,75.8324,71.0405,DOWN,0
2006-03-31,75.81,76.59,76.886,75.8706,71.1001,DOWN,0
2006-04-03,75.61,75.84,76.522,75.919,71.1584,UP,1
2006-04-04,76.69,75.81,76.416,75.9642,71.2214,UP,1
2006-04-05,76.98,76.69,76.352,76.0058,71.2823,DOWN,0
2006-04-06,76.82,76.45,76.382,76.0454,71.341,DOWN,0
2006-04-07,76.19,76.87,76.458,76.0426,71.3939,DOWN,0
2006-04-10,75.9,76.19,76.516,76.0406,71.4493,DOWN,0
2006-04-11,75.32,75.89,76.242,76.0314,71.5019,DOWN,0
2006-04-12,74.92,75.06,75.83,76.023,71.5488,DOWN,0
2006-04-13,74.82,74.9,75.43,76.0008,71.5915,DOWN,0
2006-04-17,74.43,74.75,75.078,75.9892,71.6321,UP,1
2006-04-18,75.85,74.51,75.068,76.0138,71.6831,UP,1
2006-04-19,76.33,75.8,75.27,76.0354,71.7323,UP,1
2006-04-20,76.45,75.87,75.576,76.0684,71.7777,DOWN,0
2006-04-21,76.38,76.79,75.888,76.0832,71.8266,DOWN,0
2006-04-24,76.21,76.38,76.244,76.1012,71.8761,DOWN,0
2006-04-25,75.98,76.21,76.27,76.1158,71.9186,UP,1
2006-04-26,77.5,76.28,76.504,76.1736,71.9683,UP,1
2006-04-27,78.89,77.4,76.992,76.2284,72.0232,DOWN,0
2006-04-28,78.13,78.9,77.342,76.2756,72.0738,DOWN,0
2006-05-01,77.66,78.2,77.632,76.3076,72.1314,UP,1
2006-05-02,78.79,77.9,78.194,76.377,72.196,DOWN,0
2006-05-03,78.58,78.25,78.41,76.4378,72.2576,DOWN,0
2006-05-04,76.99,77.52,78.03,76.447,72.3058,UP,1
2006-05-05,78.34,77.5,78.072,76.4828,72.3638,DOWN,0
2006-05-08,77.37,78.0,78.014,76.4818,72.421,DOWN,0
2006-05-09,77.15,77.38,77.686,76.4752,72.4796,UP,1
2006-05-10,78.75,76.75,77.72,76.5094,72.5462,DOWN,0
2006-05-11,77.69,79.5,77.86,76.5418,72.6062,DOWN,0
2006-05-12,76.84,77.77,77.56,76.5668,72.6537,UP,1
2006-05-15,78.54,76.92,77.794,76.643,72.7116,DOWN,0
2006-05-16,78.12,77.0,77.988,76.7108,72.7677,DOWN,0
2006-05-17,76.08,77.22,77.454,76.7222,72.8139,DOWN,0
2006-05-18,75.5,75.3,77.016,76.717,72.8557,UP,1
2006-05-19,76.73,75.74,76.994,76.7392,72.9001,DOWN,0
2006-05-22,75.54,76.73,76.394,76.7292,72.9457,UP,1
2006-05-23,75.6,76.2,75.89,76.736,72.9987,UP,1
2006-05-24,75.75,75.85,75.824,76.7226,73.0534,UP,1
2006-05-25,75.99,76.05,75.922,76.7012,73.1096,DOWN,0
2006-05-26,75.78,75.89,75.732,76.6894,73.1656,DOWN,0
2006-05-30,75.03,75.02,75.63,76.6592,73.215,UP,1
2006-05-31,76.15,74.85,75.74,76.6406,73.2706,UP,1
2006-06-01,77.35,76.15,76.06,76.6624,73.3289,UP,1
2006-06-02,77.73,77.23,76.408,76.6896,73.3956,DOWN,0
2006-06-05,76.52,77.72,76.556,76.6916,73.4545,UP,1
2006-06-06,77.01,77.02,76.952,76.7082,73.5167,DOWN,0
2006-06-07,76.78,77.39,77.078,76.6952,73.5755,UP,1
2006-06-08,77.44,76.9,77.096,76.6996,73.6378,DOWN,0
2006-06-09,77.03,77.19,76.956,76.6942,73.702,DOWN,0
2006-06-12,76.01,77.02,76.854,76.681,73.762,DOWN,0
2006-06-13,74.9,76.05,76.432,76.6628,73.8124,DOWN,0
2006-06-14,74.45,74.8,75.966,76.6396,73.8636,UP,1
2006-06-15,76.22,74.45,75.722,76.6302,73.925,DOWN,0
2006-06-16,75.62,75.66,75.44,76.603,73.9877,DOWN,0
2006-06-19,75.15,75.98,75.268,76.5696,74.0416,UP,1
2006-06-20,75.74,75.3,75.436,76.5606,74.0868,UP,1
2006-06-21,76.35,75.6,75.816,76.5696,74.1402,DOWN,0
2006-06-22,75.6,76.3,75.692,76.5752,74.1817,DOWN,0
2006-06-23,75.38,75.26,75.644,76.5844,74.2194,UP,1
2006-06-26,76.8,75.28,75.974,76.624,74.2661,DOWN,0
2006-06-27,75.77,76.0,75.98,76.6508,74.3079,UP,1
2006-06-28,76.22,75.77,75.954,76.6582,74.3543,UP,1
2006-06-29,77.92,76.73,76.418,76.69,74.4109,DOWN,0
2006-06-30,77.7,78.0,76.882,76.715,74.4686,UP,1
2006-07-03,79.06,77.77,77.334,76.7686,74.5257,DOWN,0
2006-07-05,78.0,78.5,77.78,76.8044,74.5769,UP,1
2006-07-06,78.11,77.9,78.158,76.847,74.6282,DOWN,0
2006-07-07,77.56,78.12,78.086,76.8482,74.6745,UP,1
2006-07-10,78.45,77.81,78.236,76.8394,74.7319,UP,1
2006-07-11,79.06,78.45,78.236,76.858,74.7987,DOWN,0
2006-07-12,78.26,79.07,78.288,76.87,74.8632,DOWN,0
2006-07-13,76.86,77.76,78.038,76.8314,74.9227,DOWN,0
2006-07-14,76.5,76.7,77.826,76.7898,74.9795,UP,1
2006-07-17,77.04,76.45,77.544,76.7908,75.0375,DOWN,0
2006-07-18,76.57,76.8,77.046,76.7554,75.0837,UP,1
2006-07-19,77.36,76.57,76.866,76.7552,75.1327,UP,1
2006-07-20,77.4,76.88,76.974,76.7602,75.1831,UP,1
2006-07-21,77.74,76.6,77.222,76.74,75.238,UP,1
2006-07-24,78.73,78.1,77.56,76.7608,75.3018,UP,1
2006-07-25,78.83,78.73,78.012,76.8006,75.368,DOWN,0
2006-07-26,77.97,78.35,78.134,76.7892,75.4324,DOWN,0
2006-07-27,77.51,78.45,78.156,76.777,75.4968,UP,1
2006-07-28,78.71,78.05,78.35,76.8296,75.5661,DOWN,0
2006-07-31,78.64,78.4,78.332,76.8924,75.6377,DOWN,0
2006-08-01,78.42,78.8,78.25,76.9262,75.7135,DOWN,0
2006-08-02,78.28,78.35,78.312,76.981,75.7814,DOWN,0
2006-08-03,73.66,75.0,77.542,76.9422,75.8257,DOWN,0
2006-08-04,72.36,73.66,76.272,76.8744,75.8621,DOWN,0
2006-08-07,72.06,71.5,74.956,76.7958,75.8835,DOWN,0
2006-08-08,71.91,73.7,73.654,76.7184,75.9103,UP,1
2006-08-09,71.95,72.38,72.388,76.6568,75.9351,UP,1
2006-08-10,72.29,72.05,72.114,76.5796,75.9496,UP,1
2006-08-11,72.5,71.84,72.142,76.4826,75.9682,DOWN,0
2006-08-14,71.96,73.15,72.122,76.3672,75.9771,UP,1
2006-08-15,72.6,72.12,72.26,76.2888,75.9841,DOWN,0
2006-08-16,72.42,72.99,72.354,76.197,75.9907,DOWN,0
2006-08-17,72.09,72.36,72.314,76.1032,75.9872,UP,1
2006-08-18,72.98,72.13,72.41,76.014,75.9921,DOWN,0
2006-08-21,72.89,72.99,72.596,75.9312,75.9976,DOWN,0
2006-08-22,71.87,72.92,72.45,75.8484,75.9789,UP,1
2006-08-23,71.98,71.95,72.362,75.79,75.9692,UP,1
2006-08-24,72.8,72.7,72.504,75.757,75.9621,UP,1
2006-08-25,72.89,72.55,72.486,75.6904,75.958,UP,1
2006-08-28,73.72,72.89,72.652,75.6524,75.956,UP,1
2006-08-29,73.75,73.57,73.028,75.6244,75.9573,DOWN,0
2006-08-30,73.03,73.75,73.238,75.5702,75.9493,UP,1
2006-08-31,73.41,73.0,73.36,75.5114,75.9447,DOWN,0
2006-09-01,73.15,73.65,73.412,75.4624,75.9387,DOWN,0
2006-09-05,72.83,72.89,73.234,75.4114,75.9273,DOWN,0
2006-09-06,72.1,72.79,72.904,75.3174,75.9053,DOWN,0
2006-09-07,71.47,72.05,72.592,75.2314,75.8829,UP,1
2006-09-08,72.0,72.45,72.31,75.147,75.8606,UP,1
2006-09-11,73.05,71.75,72.29,75.0496,75.8394,UP,1
2006-09-12,73.09,73.55,72.342,74.9574,75.8191,DOWN,0
2006-09-13,72.8,72.9,72.482,74.8322,75.7981,UP,1
2006-09-14,73.0,72.9,72.788,74.7322,75.7779,UP,1
2006-09-15,73.94,73.94,73.176,74.6488,75.7578,DOWN,0
2006-09-18,73.89,74.35,73.344,74.5754,75.7402,DOWN,0
2006-09-19,73.73,74.1,73.472,74.481,75.7228,UP,1
2006-09-20,74.9,73.9,73.892,74.3978,75.7135,DOWN,0
2006-09-21,74.57,75.0,74.206,74.324,75.7041,UP,1
2006-09-22,75.15,74.69,74.448,74.2898,75.701,UP,1
2006-09-25,76.09,75.77,74.888,74.2816,75.7038,DOWN,0
2006-09-26,75.34,75.6,75.21,74.2476,75.6994,UP,1
2006-09-27,75.7,75.35,75.37,74.2302,75.699,UP,1
2006-09-28,76.92,76.08,75.84,74.2214,75.7042,DOWN,0
2006-09-29,76.25,76.5,76.06,74.1984,75.7039,UP,1
2006-10-02,76.31,76.25,76.104,74.1698,75.7034,DOWN,0
2006-10-03,76.03,75.98,76.242,74.1158,75.7036,UP,1
2006-10-04,77.16,76.0,76.534,74.0824,75.7154,UP,1
2006-10-05,77.65,76.97,76.68,74.076,75.7298,DOWN,0
2006-10-06,77.38,77.3,76.906,74.0734,75.738,DOWN,0
2006-10-09,77.27,76.95,77.098,74.0446,75.7452,DOWN,0
2006-10-10,76.87,77.23,77.266,74.0092,75.7544,UP,1
2006-10-11,77.63,76.64,77.36,73.9934,75.7711,DOWN,0
2006-10-12,77.29,77.5,77.288,73.9736,75.7873,UP,1
2006-10-13,77.79,77.17,77.37,74.0562,75.806,DOWN,0
2006-10-16,77.45,77.51,77.406,74.158,75.8245,UP,1
2006-10-17,77.55,77.15,77.542,74.2678,75.8463,UP,1
2006-10-18,78.44,77.8,77.704,74.3984,75.8601,DOWN,0
2006-10-19,77.92,78.04,77.83,74.5178,75.8676,DOWN,0
2006-10-20,77.26,78.08,77.724,74.6172,75.8748,UP,1
2006-10-23,77.87,77.27,77.808,74.7246,75.8854,DOWN,0
2006-10-24,77.52,77.72,77.802,74.8358,75.8906,UP,1
2006-10-25,78.36,77.98,77.786,74.951,75.9027,UP,1
2006-10-26,78.62,78.5,77.926,75.075,75.9132,DOWN,0
2006-10-27,77.58,78.37,77.99,75.1848,75.9236,DOWN,0
2006-10-30,77.54,77.59,77.924,75.276,75.9338,DOWN,0
2006-10-31,76.93,77.55,77.806,75.3568,75.9433,DOWN,0
2006-11-01,76.32,77.15,77.398,75.4458,75.9519,UP,1
2006-11-02,78.93,78.23,77.46,75.5848,75.9771,DOWN,0
2006-11-03,78.51,79.31,77.646,75.699,76.0037,UP,1
2006-11-06,79.26,78.41,77.99,75.8264,76.0278,UP,1
2006-11-07,79.44,79.0,78.492,75.9408,76.0505,DOWN,0
2006-11-08,79.3,79.44,79.088,76.0518,76.0728,DOWN,0
2006-11-09,78.1,79.16,78.922,76.1532,76.0817,DOWN,0
2006-11-10,78.03,78.2,78.826,76.2456,76.0918,UP,1
2006-11-13,79.25,78.27,78.824,76.3676,76.1092,UP,1
2006-11-14,79.58,79.75,78.852,76.5026,76.1304,UP,1
2006-11-15,81.0,79.65,79.192,76.6806,76.1557,UP,1
2006-11-16,82.15,81.55,80.002,76.8942,76.1914,DOWN,0
2006-11-17,81.54,81.8,80.704,77.085,76.226,DOWN,0
2006-11-20,81.45,81.2,81.144,77.253,76.257,DOWN,0
2006-11-21,80.72,81.4,81.372,77.4056,76.2866,DOWN,0
2006-11-22,80.47,80.02,81.266,77.559,76.3108,DOWN,0
2006-11-24,80.29,80.01,80.894,77.7048,76.3357,DOWN,0
2006-11-27,79.26,79.91,80.438,77.8112,76.3557,UP,1
2006-11-28,79.77,79.15,80.102,77.9288,76.3815,UP,1
2006-11-29,80.23,80.02,80.004,78.0588,76.4019,UP,1
2006-11-30,81.48,80.23,80.206,78.1904,76.4305,UP,1
2006-12-01,81.86,81.41,80.52,78.3362,76.4595,UP,1
2006-12-04,82.24,82.0,81.116,78.478,76.4941,UP,1
2006-12-05,84.28,82.23,82.018,78.6418,76.5378,UP,1
2006-12-06,86.59,85.5,83.29,78.8668,76.5881,UP,1
2006-12-07,86.84,86.84,84.362,79.0896,76.6395,DOWN,0
2006-12-08,86.24,86.56,85.238,79.276,76.6836,UP,1
2006-12-11,86.31,86.57,86.052,79.4772,76.7278,UP,1
2006-12-12,86.67,86.56,86.53,79.6844,76.7759,DOWN,0
2006-12-13,86.09,86.7,86.43,79.8856,76.826,UP,1
2006-12-14,86.24,86.35,86.31,80.0672,76.8793,DOWN,0
2006-12-15,86.05,86.24,86.272,80.2352,76.9359,DOWN,0
2006-12-18,85.43,86.3,86.096,80.3962,76.9894,UP,1
2006-12-19,86.31,86.0,86.024,80.577,77.0434,UP,1
2006-12-20,86.34,86.47,86.074,80.7664,77.0963,DOWN,0
2006-12-21,85.31,86.58,85.888,80.92,77.1447,UP,1
2006-12-22,85.4,85.94,85.758,81.0822,77.1915,UP,1
2006-12-26,85.95,85.5,85.862,81.2454,77.245,UP,1
2006-12-27,86.16,86.45,85.832,81.4196,77.2937,DOWN,0
2006-12-28,85.91,85.79,85.746,81.5868,77.3379,DOWN,0
2006-12-29,85.86,85.7,85.856,81.7352,77.3854,UP,1
2007-01-03,86.25,85.97,86.026,81.9018,77.4339,DOWN,0
2007-01-04,85.9,86.25,86.016,82.0746,77.478,DOWN,0
2007-01-05,85.69,85.57,85.922,82.231,77.5252,UP,1
2007-01-08,86.22,85.54,85.984,82.405,77.5744,DOWN,0
2007-01-09,85.88,86.5,85.988,82.5554,77.6217,UP,1
2007-01-10,86.94,85.73,86.126,82.7218,77.6755,UP,1
2007-01-11,87.78,86.86,86.502,82.9258,77.7273,DOWN,0
2007-01-12,87.68,87.8,86.9,83.1286,77.7796,UP,1
2007-01-16,88.61,87.79,87.378,83.3622,77.8361,DOWN,0
2007-01-17,87.98,88.5,87.798,83.5954,77.8927,UP,1
2007-01-18,88.05,88.47,88.02,83.7778,77.9539,UP,1
2007-01-19,88.56,88.48,88.176,83.9788,78.0186,DOWN,0
2007-01-22,88.18,88.36,88.276,84.1572,78.0761,DOWN,0
2007-01-23,88.16,87.98,88.186,84.3316,78.132,UP,1
2007-01-24,88.67,88.15,88.324,84.519,78.1912,DOWN,0
2007-01-25,87.57,88.5,88.228,84.7084,78.2481,UP,1
2007-01-26,87.95,87.58,88.106,84.9068,78.3084,UP,1
2007-01-29,88.16,88.0,88.102,85.085,78.3726,UP,1
2007-01-30,88.97,88.48,88.264,85.2728,78.4428,UP,1
2007-01-31,89.13,88.45,88.356,85.4354,78.5143,UP,1
2007-02-01,90.01,89.13,88.844,85.5926,78.5922,UP,1
2007-02-02,90.33,90.0,89.32,85.7684,78.6647,DOWN,0
2007-02-05,89.86,90.44,89.66,85.9366,78.7323,DOWN,0
2007-02-06,89.73,89.77,89.812,86.1168,78.7987,UP,1
2007-02-07,90.37,89.65,90.06,86.3148,78.8687,UP,1
2007-02-08,92.14,91.5,90.486,86.5518,78.9483,DOWN,0
2007-02-09,91.33,92.7,90.686,86.7932,79.0251,DOWN,0
2007-02-12,91.05,91.32,90.924,87.0188,79.0928,UP,1
2007-02-13,91.73,90.79,91.324,87.2488,79.157,UP,1
2007-02-14,92.55,91.73,91.76,87.4702,79.2291,DOWN,0
2007-02-15,91.84,92.0,91.7,87.6698,79.3,UP,1
2007-02-16,92.51,91.4,91.936,87.8752,79.3686,UP,1
2007-02-20,93.1,92.51,92.346,88.0516,79.4412,DOWN,0
2007-02-21,92.63,92.4,92.526,88.1724,79.5194,UP,1
2007-02-22,92.69,92.5,92.554,88.2894,79.5912,DOWN,0
2007-02-23,92.45,92.47,92.676,88.4136,79.6666,DOWN,0
2007-02-26,92.37,92.45,92.648,88.5348,79.7427,DOWN,0
2007-02-27,90.21,92.26,92.07,88.6056,79.8,UP,1
2007-02-28,90.94,90.21,91.732,88.7026,79.8662,DOWN,0
2007-03-01,90.38,90.95,91.27,88.7854,79.9339,DOWN,0
2007-03-02,89.91,90.22,90.762,88.8626,79.9907,DOWN,0
2007-03-05,89.28,89.74,90.144,88.9396,80.0465,UP,1
2007-03-06,89.75,89.75,90.052,89.0084,80.1149,DOWN,0
2007-03-07,89.56,89.51,89.776,89.0728,80.1852,UP,1
2007-03-08,90.29,90.0,89.758,89.1724,80.253,UP,1
2007-03-09,90.31,90.54,89.838,89.2706,80.3268,DOWN,0
2007-03-12,90.17,89.91,90.016,89.355,80.3997,DOWN,0
2007-03-13,87.91,89.78,89.648,89.39,80.4605,UP,1
2007-03-14,88.66,88.0,89.468,89.445,80.5238,UP,1
2007-03-15,89.15,88.6,89.24,89.5108,80.5907,DOWN,0
2007-03-16,88.65,89.36,88.908,89.5588,80.6588,UP,1
2007-03-19,89.79,89.44,88.832,89.6366,80.727,UP,1
2007-03-20,90.21,89.9,89.292,89.727,80.7913,UP,1
2007-03-21,91.14,90.16,89.788,89.8254,80.8583,DOWN,0
2007-03-22,91.04,91.14,90.166,89.9286,80.9309,UP,1
2007-03-23,91.23,90.79,90.682,90.0144,81.002,DOWN,0
2007-03-26,91.05,91.23,90.934,90.0798,81.0734,DOWN,0
2007-03-27,90.6,90.65,91.012,90.1382,81.1392,DOWN,0
2007-03-28,89.97,89.94,90.778,90.1654,81.2039,UP,1
2007-03-29,90.11,90.19,90.592,90.208,81.2744,UP,1
2007-03-30,90.26,90.28,90.398,90.2522,81.3512,DOWN,0
2007-04-02,90.21,90.4,90.23,90.2852,81.43,UP,1
2007-04-03,91.41,90.46,90.392,90.3498,81.5059,UP,1
2007-04-04,91.61,91.43,90.72,90.4188,81.5859,UP,1
2007-04-05,91.66,91.61,91.03,90.4786,81.6684,UP,1
2007-04-09,91.68,91.91,91.314,90.5608,81.7481,DOWN,0
2007-04-10,91.63,91.61,91.598,90.6344,81.8245,DOWN,0
2007-04-11,91.35,91.75,91.586,90.6982,81.9033,UP,1
2007-04-12,91.98,91.05,91.66,90.7584,81.9863,UP,1
2007-04-13,92.07,92.34,91.742,90.8172,82.0626,UP,1
2007-04-16,93.0,92.06,92.006,90.877,82.1488,UP,1
2007-04-17,93.23,93.03,92.326,90.935,82.2338,UP,1
2007-04-18,93.96,93.11,92.848,91.017,82.314,DOWN,0
2007-04-19,93.65,93.13,93.182,91.0954,82.3938,UP,1
2007-04-20,94.23,94.03,93.614,91.1726,82.4696,DOWN,0
2007-04-23,93.88,94.03,93.79,91.2074,82.549,UP,1
2007-04-24,94.08,93.85,93.96,91.2624,82.6289,UP,1
2007-04-25,95.74,94.75,94.316,91.3562,82.7198,DOWN,0
2007-04-26,95.41,94.84,94.668,91.4298,82.8046,UP,1
2007-04-27,95.45,95.42,94.912,91.4878,82.8865,DOWN,0
2007-04-30,95.0,95.7,95.136,91.551,82.9702,UP,1
2007-05-01,95.22,95.48,95.364,91.6052,83.062,UP,1
2007-05-02,96.8,95.33,95.576,91.6792,83.1635,UP,1
2007-05-03,99.65,98.01,96.424,91.8196,83.2766,UP,1
2007-05-04,100.61,99.85,97.456,91.978,83.3968,UP,1
2007-05-07,101.25,100.85,98.706,92.154,83.5162,DOWN,0
2007-05-08,101.02,100.61,99.866,92.327,83.6343,UP,1
2007-05-09,101.61,101.1,100.828,92.555,83.7537,DOWN,0
2007-05-10,101.51,101.42,101.2,92.7664,83.8676,UP,1
2007-05-11,102.28,101.72,101.534,93.0044,83.9848,DOWN,0
2007-05-14,101.78,102.0,101.64,93.2418,84.1039,DOWN,0
2007-05-15,101.44,101.89,101.724,93.485,84.2235,UP,1
2007-05-16,101.92,101.7,101.786,93.7284,84.3396,UP,1
2007-05-17,102.3,101.99,101.944,93.9832,84.4579,UP,1
2007-05-18,102.92,102.45,102.072,94.2358,84.5804,UP,1
2007-05-21,103.17,102.91,102.35,94.493,84.7048,DOWN,0
2007-05-22,102.72,103.17,102.606,94.744,84.8501,DOWN,0
2007-05-23,101.35,102.73,102.492,95.0128,84.9951,DOWN,0
2007-05-24,100.31,101.3,102.094,95.2458,85.1363,UP,1
2007-05-25,100.37,100.24,101.584,95.4702,85.2786,UP,1
2007-05-29,101.53,100.22,101.256,95.7278,85.4265,UP,1
2007-05-30,101.73,100.95,101.058,95.9666,85.5737,UP,1
2007-05-31,102.02,102.5,101.192,96.2028,85.7213,DOWN,0
2007-06-01,101.63,102.53,101.456,96.4126,85.8697,DOWN,0
2007-06-04,100.75,101.15,101.532,96.6068,86.0104,DOWN,0
2007-06-05,100.57,100.95,101.34,96.7936,86.1512,DOWN,0
2007-06-06,99.46,100.75,100.886,96.9618,86.288,DOWN,0
2007-06-07,97.49,98.98,99.98,97.0996,86.4106,UP,1
2007-06-08,99.09,97.49,99.472,97.282,86.5416,UP,1
2007-06-11,99.49,99.09,99.22,97.4696,86.6797,DOWN,0
2007-06-12,98.36,98.78,98.778,97.6316,86.8116,UP,1
2007-06-13,100.81,99.5,99.048,97.8436,86.9516,DOWN,0
2007-06-14,100.77,100.81,99.704,98.0308,87.091,UP,1
2007-06-15,101.69,101.57,100.224,98.2324,87.2309,UP,1
2007-06-18,102.16,102.25,100.758,98.4424,87.3729,UP,1
2007-06-19,102.81,102.01,101.648,98.665,87.5218,DOWN,0
2007-06-20,100.35,103.0,101.556,98.8394,87.6565,DOWN,0
2007-06-21,99.51,99.48,101.304,99.0026,87.7883,DOWN,0
2007-06-22,97.25,99.34,100.416,99.108,87.9104,DOWN,0
2007-06-25,97.04,97.26,99.392,99.2074,88.0351,DOWN,0
2007-06-26,96.86,97.75,98.202,99.2846,88.1621,UP,1
2007-06-27,98.44,96.66,97.82,99.3888,88.2943,DOWN,0
2007-06-28,97.91,98.07,97.5,99.4678,88.4186,DOWN,0
2007-06-29,97.23,98.16,97.496,99.5394,88.5393,UP,1
2007-07-02,98.59,97.91,97.806,99.6266,88.6682,UP,1
2007-07-03,98.71,98.63,98.176,99.7232,88.7968,DOWN,0
2007-07-05,97.61,98.69,98.01,99.7938,88.9151,UP,1
2007-07-06,97.87,97.6,98.002,99.8364,89.035,DOWN,0
2007-07-09,97.36,97.81,98.028,99.8754,89.1532,DOWN,0
2007-07-10,94.73,96.55,97.256,99.861,89.2523,UP,1
2007-07-11,95.98,94.25,96.71,99.8806,89.3594,UP,1
2007-07-12,96.55,95.99,96.498,99.9072,89.4664,UP,1
2007-07-13,97.05,96.86,96.334,99.9122,89.5712,UP,1
2007-07-16,97.12,96.66,96.286,99.8616,89.6801,DOWN,0
2007-07-17,96.22,97.05,96.584,99.7738,89.7827,DOWN,0
2007-07-18,95.78,96.08,96.544,99.6644,89.877,UP,1
2007-07-19,96.57,96.0,96.548,99.5754,89.9786,DOWN,0
2007-07-20,94.63,96.57,96.064,99.4358,90.0702,UP,1
2007-07-23,96.19,95.35,95.878,99.3294,90.171,DOWN,0
2007-07-24,94.16,95.17,95.466,99.167,90.256,DOWN,0
2007-07-25,93.69,94.39,95.048,99.0052,90.3362,DOWN,0
2007-07-26,91.61,92.43,94.056,98.8086,90.4073,DOWN,0
2007-07-27,89.76,91.55,93.082,98.5654,90.4698,DOWN,0
2007-07-30,89.52,89.76,91.748,98.3098,90.533,DOWN,0
2007-07-31,88.63,90.45,90.642,98.024,90.588,DOWN,0
2007-08-01,88.0,88.63,89.504,97.7206,90.6416,UP,1
2007-08-02,89.45,89.28,89.072,97.4552,90.6999,DOWN,0
2007-08-03,85.18,89.01,88.156,97.1318,90.7385,UP,1
2007-08-06,86.96,85.58,87.644,96.8648,90.7856,DOWN,0
2007-08-07,86.53,86.06,87.224,96.588,90.826,UP,1
2007-08-08,90.49,87.0,87.722,96.3672,90.8889,DOWN,0
2007-08-09,86.72,89.0,87.176,96.067,90.9362,DOWN,0
2007-08-10,86.67,85.87,87.474,95.76,90.9802,UP,1
2007-08-13,87.58,87.3,87.598,95.479,91.0305,DOWN,0
2007-08-14,84.52,87.58,87.196,95.1544,91.0613,DOWN,0
2007-08-15,84.28,83.75,85.954,94.8286,91.0896,UP,1
2007-08-16,84.6,83.48,85.53,94.5314,91.1247,UP,1
2007-08-17,90.15,87.93,86.226,94.3846,91.1877,DOWN,0
2007-08-20,88.32,90.15,86.374,94.1692,91.2447,UP,1
2007-08-21,89.25,88.51,87.32,93.9644,91.3093,UP,1
2007-08-22,89.83,90.49,88.43,93.7938,91.3638,DOWN,0
2007-08-23,88.18,90.2,89.146,93.5412,91.4122,UP,1
2007-08-24,90.69,88.5,89.254,93.3396,91.4693,DOWN,0
2007-08-27,89.92,90.67,89.574,93.1042,91.5217,DOWN,0
2007-08-28,86.21,89.92,88.966,92.7852,91.5563,UP,1
2007-08-29,89.84,87.02,88.968,92.5258,91.615,DOWN,0
2007-08-30,88.49,88.6,89.03,92.2886,91.6673,UP,1
2007-08-31,89.78,89.85,88.848,92.094,91.7199,UP,1
2007-09-04,90.03,89.75,88.87,91.9496,91.7722,DOWN,0
2007-09-05,88.35,88.81,89.298,91.7758,91.8089,DOWN,0
2007-09-06,87.46,88.16,88.822,91.5878,91.8355,DOWN,0
2007-09-07,86.43,86.57,88.41,91.3476,91.8599,DOWN,0
2007-09-10,86.26,86.65,87.706,91.1146,91.884,UP,1
2007-09-11,87.56,86.22,87.212,90.9212,91.9182,UP,1
2007-09-12,88.13,87.22,87.168,90.712,91.9565,UP,1
2007-09-13,91.07,89.01,87.89,90.5592,92.0104,UP,1
2007-09-14,91.74,90.65,88.952,90.4418,92.0728,DOWN,0
2007-09-17,90.76,91.35,89.852,90.2996,92.1277,UP,1
2007-09-18,95.2,91.03,91.38,90.2564,92.2026,DOWN,0
2007-09-19,94.97,95.63,92.748,90.2612,92.27,DOWN,0
2007-09-20,93.6,94.77,93.254,90.2136,92.3287,UP,1
2007-09-21,94.93,94.36,93.892,90.1812,92.3922,DOWN,0
2007-09-24,92.23,94.34,94.186,90.0848,92.4319,DOWN,0
2007-09-25,92.01,91.63,93.548,89.9826,92.459,UP,1
2007-09-26,94.33,92.09,93.42,89.9448,92.4965,UP,1
2007-09-27,96.8,94.41,94.06,89.9652,92.5493,UP,1
2007-09-28,97.58,96.9,94.59,89.9854,92.6056,UP,1
2007-10-01,100.13,97.43,96.17,90.0954,92.6729,DOWN,0
2007-10-02,99.08,99.99,97.584,90.1532,92.7379,DOWN,0
2007-10-03,98.21,98.6,98.36,90.2342,92.7977,UP,1
2007-10-04,98.3,98.62,98.66,90.3264,92.859,UP,1
2007-10-05,99.6,99.04,99.064,90.4862,92.9298,DOWN,0
2007-10-08,98.51,99.75,98.74,90.6612,92.9908,UP,1
