ticker,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-03-18,35.26,35.58,35.872,34.5805,34.3714,UP,1
2013-03-19,35.3,35.39,35.842,34.6365,34.3826,UP,1
2013-03-20,35.93,35.68,35.83,34.7087,34.3968,DOWN,0
2013-03-21,35.56,35.41,35.61,34.7779,34.4197,UP,1
2013-03-22,35.8,35.77,35.57,34.8377,34.446,DOWN,0
2013-03-25,35.52,35.87,35.622,34.8777,34.4666,UP,1
2013-03-26,35.79,35.67,35.72,34.9067,34.4807,DOWN,0
2013-03-27,35.64,35.47,35.662,34.9281,34.4941,UP,1
2013-03-28,35.9,35.8,35.73,34.9687,34.5044,DOWN,0
2013-04-01,35.34,35.82,35.638,34.9843,34.5149,DOWN,0
2013-04-02,34.88,35.57,35.51,34.9857,34.5197,DOWN,0
2013-04-03,34.31,34.88,35.214,34.9831,34.5211,UP,1
2013-04-04,34.6,34.24,35.006,34.9863,34.5275,DOWN,0
2013-04-05,34.33,34.01,34.692,34.9845,34.5288,UP,1
2013-04-08,34.66,34.25,34.556,34.9991,34.5283,UP,1
2013-04-09,34.78,34.71,34.536,35.0115,34.5287,UP,1
2013-04-10,35.38,34.81,34.75,35.0295,34.5293,UP,1
2013-04-11,35.63,35.24,34.956,35.0507,34.535,DOWN,0
2013-04-12,34.91,35.5,35.072,35.0479,34.5356,DOWN,0
2013-04-15,33.78,34.68,34.896,35.0081,34.5334,UP,1
2013-04-16,34.58,34.08,34.856,34.9745,34.5344,DOWN,0
2013-04-17,32.405,33.75,34.261,34.919,34.5219,DOWN,0
2013-04-18,31.37,33.1,33.409,34.8382,34.5072,DOWN,0
2013-04-19,31.26,31.25,32.679,34.7506,34.484,UP,1
2013-04-22,31.58,31.36,32.239,34.683,34.4644,UP,1
2013-04-23,32.37,31.86,31.797,34.624,34.4476,UP,1
2013-04-24,32.62,32.37,31.84,34.5684,34.4328,UP,1
2013-04-25,32.63,32.81,32.092,34.5182,34.4235,DOWN,0
2013-04-26,32.11,32.59,32.262,34.457,34.4176,UP,1
2013-04-29,32.53,32.35,32.452,34.3948,34.4131,DOWN,0
2013-04-30,31.96,32.47,32.37,34.3312,34.4074,DOWN,0
2013-05-01,31.32,32.06,32.11,34.2467,34.4011,UP,1
2013-05-02,32.09,31.55,32.002,34.1951,34.3958,DOWN,0
2013-05-03,31.88,32.16,31.956,34.1593,34.3915,UP,1
2013-05-06,32.8,32.05,32.01,34.1335,34.3903,DOWN,0
2013-05-07,32.54,32.92,32.126,34.1253,34.3841,UP,1
2013-05-08,33.5,32.63,32.562,34.1327,34.3714,UP,1
2013-05-09,33.87,33.48,32.918,34.1363,34.3643,UP,1
2013-05-10,34.06,33.96,33.354,34.1331,34.3622,DOWN,0
2013-05-13,33.62,33.83,33.518,34.1315,34.3594,UP,1
2013-05-14,33.7,33.58,33.75,34.1347,34.3568,UP,1
2013-05-15,34.18,33.66,33.886,34.1317,34.3505,UP,1
2013-05-16,34.205,34.17,33.953,34.1216,34.3409,UP,1
2013-05-17,34.43,34.49,34.027,34.1108,34.3332,UP,1
2013-05-20,34.44,34.24,34.191,34.0942,34.3209,UP,1
2013-05-21,35.09,34.61,34.469,34.0908,34.3129,DOWN,0
2013-05-22,34.56,34.98,34.545,34.073,34.303,DOWN,0
2013-05-23,33.97,34.24,34.498,34.0326,34.2873,UP,1
2013-05-24,34.1,33.86,34.432,33.9814,34.2725,UP,1
2013-05-28,34.44,34.53,34.432,33.9502,34.2577,DOWN,0
2013-05-29,34.43,34.37,34.3,33.9336,34.2424,UP,1
2013-05-30,37.82,36.2,34.952,33.984,34.2449,DOWN,0
2013-05-31,37.73,37.33,35.704,34.02,34.2478,DOWN,0
2013-06-03,37.3,37.68,36.344,34.0548,34.253,UP,1
2013-06-04,37.8,37.4,37.016,34.0948,34.2612,DOWN,0
2013-06-05,37.0,37.74,37.53,34.1244,34.2633,DOWN,0
2013-06-06,36.75,37.19,37.316,34.1436,34.2625,UP,1
2013-06-07,37.29,36.76,37.228,34.1766,34.2648,DOWN,0
2013-06-10,36.83,37.5,37.134,34.1952,34.2691,DOWN,0
2013-06-11,36.29,36.43,36.832,34.2142,34.2687,DOWN,0
2013-06-12,35.98,36.66,36.628,34.2362,34.2661,UP,1
2013-06-13,37.11,35.74,36.7,34.2922,34.2716,UP,1
2013-06-14,37.59,37.14,36.76,34.352,34.2793,UP,1
2013-06-17,38.09,37.8,37.012,34.4272,34.2909,UP,1
2013-06-18,38.75,38.04,37.504,34.509,34.3033,DOWN,0
2013-06-19,38.07,38.69,37.922,34.5748,34.3106,DOWN,0
2013-06-20,37.06,37.71,37.912,34.6084,34.3158,UP,1
2013-06-21,37.38,37.04,37.87,34.6434,34.3199,DOWN,0
2013-06-24,36.69,36.98,37.59,34.679,34.3239,UP,1
2013-06-25,37.1,37.13,37.26,34.7454,34.3335,UP,1
2013-06-26,37.25,37.39,37.096,34.7988,34.3367,UP,1
2013-06-27,37.32,37.48,37.148,34.8971,34.3423,UP,1
2013-06-28,37.38,37.0,37.148,35.0173,34.3542,UP,1
2013-07-01,37.61,37.85,37.332,35.1443,34.3674,UP,1
2013-07-02,38.48,37.95,37.608,35.2823,34.3837,UP,1
2013-07-03,38.59,38.39,37.876,35.4067,34.4013,UP,1
2013-07-05,38.81,38.62,38.174,35.5305,34.42,DOWN,0
2013-07-08,37.27,38.93,38.152,35.6233,34.43,UP,1
2013-07-09,37.58,37.72,38.146,35.7327,34.4421,UP,1
2013-07-10,38.33,37.58,38.116,35.8487,34.4585,UP,1
2013-07-11,38.59,37.53,38.116,35.9813,34.4827,UP,1
2013-07-12,38.95,38.69,38.144,36.1339,34.4999,DOWN,0
2013-07-15,38.01,38.98,38.292,36.2523,34.5169,UP,1
2013-07-16,38.87,38.16,38.55,36.3921,34.5462,UP,1
2013-07-17,38.92,39.01,38.668,36.5145,34.5735,DOWN,0
2013-07-18,37.6,38.75,38.47,36.6157,34.587,UP,1
2013-07-19,37.85,37.75,38.25,36.7027,34.602,DOWN,0
2013-07-22,37.79,38.23,38.206,36.7811,34.6175,DOWN,0
2013-07-23,37.61,38.08,37.954,36.8521,34.6334,DOWN,0
2013-07-24,36.89,37.27,37.548,36.9175,34.645,UP,1
2013-07-25,36.9,36.5,37.408,36.9815,34.6574,DOWN,0
2013-07-26,36.78,36.53,37.194,37.0335,34.6691,DOWN,0
2013-07-29,36.59,36.62,36.954,37.0812,34.6827,UP,1
2013-07-30,36.85,36.75,36.802,37.1296,34.699,DOWN,0
2013-07-31,36.68,37.01,36.76,37.1744,34.7194,UP,1
2013-08-01,37.4,37.03,36.86,37.2206,34.7418,UP,1
2013-08-02,37.49,37.29,37.002,37.2792,34.7643,DOWN,0
2013-08-05,37.02,37.22,37.088,37.3402,34.7835,DOWN,0
2013-08-06,36.86,36.93,37.09,37.3954,34.796,UP,1
2013-08-07,37.29,36.97,37.212,37.4524,34.8119,UP,1
2013-08-08,37.32,37.6,37.196,37.5102,34.8283,DOWN,0
2013-08-09,36.83,37.18,37.064,37.4904,34.8465,UP,1
2013-08-12,37.7,36.84,37.2,37.4898,34.868,UP,1
2013-08-13,38.02,37.84,37.432,37.5042,34.8919,DOWN,0
2013-08-14,37.22,37.9,37.418,37.4926,34.9143,DOWN,0
2013-08-15,36.02,36.14,37.158,37.473,34.9259,UP,1
2013-08-16,36.25,35.97,37.042,37.463,34.938,DOWN,0
2013-08-19,36.25,36.32,36.752,37.4422,34.9541,UP,1
2013-08-20,36.79,36.34,36.506,37.4414,34.9656,DOWN,0
2013-08-21,36.59,36.64,36.38,37.4474,34.9787,UP,1
2013-08-22,36.61,36.22,36.498,37.46,34.9901,UP,1
2013-08-23,36.74,36.79,36.596,37.4526,34.9974,UP,1
2013-08-26,37.48,36.95,36.842,37.4504,35.015,DOWN,0
2013-08-27,36.555,37.84,36.795,37.4197,35.0286,UP,1
2013-08-28,38.28,38.93,37.133,37.4103,35.0526,UP,1
2013-08-29,38.95,38.4,37.601,37.4279,35.0793,DOWN,0
2013-08-30,38.51,38.96,37.955,37.4569,35.1055,DOWN,0
2013-09-03,38.35,38.82,38.129,37.4763,35.1321,UP,1
2013-09-04,38.98,38.58,38.614,37.5221,35.1657,DOWN,0
2013-09-05,38.79,39.15,38.716,37.5559,35.2,DOWN,0
2013-09-06,38.56,39.18,38.638,37.5821,35.229,UP,1
2013-09-09,38.77,38.87,38.69,37.6111,35.2588,UP,1
2013-09-10,39.66,39.0,38.952,37.6567,35.293,DOWN,0
2013-09-11,39.25,39.23,39.006,37.6895,35.3215,DOWN,0
2013-09-12,39.03,39.33,39.054,37.7005,35.3465,DOWN,0
2013-09-13,38.99,39.16,39.14,37.7085,35.3708,UP,1
2013-09-16,39.28,39.37,39.242,37.7179,35.3944,UP,1
2013-09-17,40.12,39.75,39.334,37.7749,35.4195,UP,1
2013-09-18,40.67,40.22,39.618,37.8367,35.4474,UP,1
2013-09-19,40.75,40.75,39.962,37.8851,35.4771,UP,1
2013-09-20,41.62,41.155,40.488,37.9457,35.5106,UP,1
2013-09-23,41.87,42.58,41.006,38.0041,35.5473,UP,1
2013-09-24,42.41,41.85,41.464,38.0921,35.5837,DOWN,0
2013-09-25,42.21,42.52,41.772,38.1589,35.6235,UP,1
2013-09-26,42.27,42.47,42.076,38.2259,35.6626,UP,1
2013-09-27,42.7,42.11,42.292,38.3279,35.7033,UP,1
2013-09-30,43.08,42.1,42.534,38.4325,35.7459,UP,1
2013-10-01,43.42,43.14,42.736,38.5451,35.7945,DOWN,0
2013-10-02,43.41,43.07,42.976,38.6611,35.8558,DOWN,0
2013-10-03,43.3,43.39,43.182,38.7893,35.9124,UP,1
2013-10-04,43.5,43.42,43.342,38.9213,35.9685,DOWN,0
2013-10-07,43.0,43.5,43.326,39.0457,36.0236,DOWN,0
2013-10-08,42.6,43.11,43.162,39.1659,36.0771,DOWN,0
2013-10-09,42.2,42.97,42.92,39.2729,36.1313,UP,1
2013-10-10,43.51,43.31,42.962,39.4095,36.1931,DOWN,0
2013-10-11,43.29,43.25,42.92,39.5273,36.2551,UP,1
2013-10-14,44.23,43.13,43.166,39.6621,36.3194,DOWN,0
2013-10-15,43.74,44.27,43.394,39.7965,36.3824,UP,1
2013-10-16,44.5,44.08,43.854,39.9493,36.4466,UP,1
2013-10-17,45.1,44.09,44.172,40.1055,36.5094,UP,1
2013-10-18,46.06,46.28,44.726,40.2803,36.5761,UP,1
2013-10-21,47.05,46.15,45.29,40.4847,36.6489,DOWN,0
2013-10-22,46.87,47.06,45.916,40.6681,36.7216,DOWN,0
2013-10-23,45.39,46.51,46.094,40.8155,36.7881,UP,1
2013-10-24,45.49,45.28,46.172,40.9809,36.8515,UP,1
2013-10-25,45.63,45.18,46.086,41.1731,36.912,DOWN,0
2013-10-28,45.51,45.35,45.778,41.3583,36.9679,UP,1
2013-10-29,45.8,45.87,45.564,41.5493,37.024,DOWN,0
2013-10-30,44.85,46.06,45.456,41.7105,37.0789,UP,1
2013-10-31,45.43,45.0,45.444,41.8873,37.1333,DOWN,0
2013-11-01,44.72,45.79,45.262,42.0495,37.1828,UP,1
2013-11-04,45.04,45.09,45.168,42.2155,37.2358,DOWN,0
2013-11-05,45.03,45.04,45.014,42.3665,37.2888,UP,1
2013-11-06,45.37,45.18,45.118,42.5428,37.3435,DOWN,0
2013-11-07,43.66,45.36,44.764,42.6504,37.3922,UP,1
2013-11-08,44.35,43.73,44.69,42.7584,37.4431,DOWN,0
2013-11-11,44.21,44.44,44.524,42.8724,37.4918,UP,1
2013-11-12,45.13,44.56,44.544,43.008,37.5446,UP,1
2013-11-13,45.38,44.35,44.546,43.136,37.5963,DOWN,0
2013-11-14,42.95,44.9,44.404,43.2192,37.6321,UP,1
2013-11-15,44.61,42.98,44.456,43.3402,37.6739,DOWN,0
2013-11-18,43.96,44.61,44.406,43.444,37.7178,DOWN,0
2013-11-19,42.95,43.84,43.97,43.5098,37.7555,DOWN,0
2013-11-20,42.7,43.25,43.434,43.5788,37.7908,UP,1
2013-11-21,43.05,42.93,43.454,43.6592,37.8312,UP,1
2013-11-22,43.3,43.06,43.192,43.7454,37.8711,UP,1
2013-11-25,43.71,43.93,43.142,43.834,37.9127,UP,1
2013-11-26,44.75,43.79,43.502,43.9266,37.9607,DOWN,0
2013-11-27,44.67,44.5,43.896,44.0066,38.0082,UP,1
2013-11-29,44.73,44.99,44.232,44.0862,38.0537,UP,1
2013-12-02,45.0,45.49,44.572,44.1538,38.103,DOWN,0
2013-12-03,44.78,44.93,44.786,44.212,38.1492,DOWN,0
2013-12-04,44.5,44.48,44.736,44.2538,38.1983,UP,1
2013-12-05,47.59,45.53,45.32,44.3614,38.2679,DOWN,0
2013-12-06,46.96,48.31,45.766,44.4552,38.3323,UP,1
2013-12-09,47.37,47.09,46.24,44.5486,38.4044,DOWN,0
2013-12-10,46.6,47.37,46.604,44.619,38.4717,DOWN,0
2013-12-11,46.11,46.76,46.926,44.6728,38.5338,DOWN,0
2013-12-12,45.75,46.45,46.558,44.7196,38.5915,DOWN,0
2013-12-13,45.65,46.03,46.296,44.7666,38.6512,UP,1
2013-12-16,50.1,49.71,46.842,44.8986,38.734,UP,1
2013-12-17,53.56,50.35,48.234,45.1098,38.8302,DOWN,0
2013-12-18,53.15,53.45,49.642,45.3208,38.9224,DOWN,0
2013-12-19,51.44,52.95,50.78,45.5056,39.0047,UP,1
2013-12-20,51.65,51.43,51.98,45.6684,39.0866,UP,1
2013-12-23,52.06,52.28,52.372,45.8438,39.1706,UP,1
2013-12-24,52.62,52.31,52.184,46.0116,39.2565,UP,1
2013-12-26,52.72,52.83,52.098,46.1912,39.3401,UP,1
2013-12-27,52.78,52.89,52.366,46.3568,39.4207,DOWN,0
2013-12-30,52.7,52.79,52.576,46.5088,39.5042,UP,1
2013-12-31,52.879,52.87,52.7398,46.6452,39.5923,DOWN,0
2014-01-02,52.65,52.85,52.7458,46.7572,39.6791,UP,1
2014-01-03,52.85,52.45,52.7718,46.8768,39.7637,DOWN,0
2014-01-06,52.49,52.8,52.7138,47.0188,39.8483,UP,1
2014-01-07,52.994,52.82,52.7726,47.1689,39.9343,UP,1
2014-01-08,53.78,53.11,52.9528,47.3319,40.0256,DOWN,0
2014-01-09,53.23,54.0,53.0688,47.4863,40.1128,UP,1
2014-01-10,53.3,53.94,53.1588,47.6363,40.2011,DOWN,0
2014-01-13,52.64,53.62,53.1888,47.7921,40.2848,UP,1
2014-01-14,55.27,53.32,53.644,47.9889,40.3844,UP,1
2014-01-15,56.97,55.68,54.282,48.2339,40.4949,DOWN,0
2014-01-16,55.43,56.76,54.722,48.4417,40.6005,UP,1
2014-01-17,56.14,55.26,55.29,48.6639,40.7082,DOWN,0
2014-01-21,56.11,56.61,55.984,48.8787,40.8171,UP,1
2014-01-22,57.15,56.2,56.36,49.1485,40.9295,DOWN,0
2014-01-23,56.05,56.73,56.176,49.3825,41.0359,DOWN,0
2014-01-24,54.49,55.7,55.988,49.5881,41.1314,DOWN,0
2014-01-27,54.45,54.62,55.65,49.7745,41.2255,UP,1
2014-01-28,54.72,54.4,55.372,49.9613,41.3246,DOWN,0
2014-01-29,54.07,53.94,54.756,50.1837,41.426,UP,1
2014-01-30,55.05,54.82,54.556,50.3925,41.5284,DOWN,0
2014-01-31,54.6375,53.83,54.5855,50.606,41.6396,DOWN,0
2014-02-03,53.26,54.8,54.3475,50.8122,41.749,UP,1
2014-02-04,54.01,53.51,54.2055,51.0384,41.8628,DOWN,0
2014-02-05,53.98,53.72,54.1875,51.257,41.9748,UP,1
2014-02-06,55.2,53.99,54.2175,51.495,42.0889,UP,1
2014-02-07,56.57,55.47,54.604,51.7522,42.2087,DOWN,0
2014-02-10,56.31,56.19,55.214,51.9834,42.3271,UP,1
2014-02-11,58.07,56.2,56.026,52.2514,42.4569,UP,1
2014-02-12,58.94,58.2,57.018,52.5356,42.5889,UP,1
2014-02-13,59.08,57.43,57.794,52.8172,42.7245,DOWN,0
2014-02-14,58.08,57.5,58.096,53.0832,42.8583,UP,1
2014-02-18,58.37,58.51,58.508,53.3606,42.9897,DOWN,0
2014-02-19,57.7,58.19,58.434,53.5628,43.1188,UP,1
2014-02-20,59.0,58.04,58.446,53.8036,43.2498,DOWN,0
2014-02-21,58.55,59.43,58.34,54.0272,43.3799,UP,1
2014-02-24,59.57,58.51,58.638,54.2866,43.5102,DOWN,0
2014-02-25,59.0,60.0,58.764,54.5444,43.6359,UP,1
2014-02-26,61.9,60.0,59.604,54.8674,43.7751,DOWN,0
2014-02-27,61.38,61.19,60.08,55.182,43.9139,UP,1
2014-02-28,61.7,61.15,60.71,55.414,44.0539,UP,1
2014-03-03,61.74,61.15,61.144,55.5776,44.1917,UP,1
2014-03-04,63.35,62.5,62.014,55.7816,44.3374,DOWN,0
2014-03-05,63.08,63.16,62.25,56.0144,44.4806,UP,1
2014-03-06,63.64,63.29,62.702,56.2542,44.6266,DOWN,0
2014-03-07,62.75,63.95,62.912,56.468,44.7649,UP,1
