ticker,CTVA US Equity,CTVA US Equity,CTVA US Equity,CTVA US Equity,CTVA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2022-08-16,62.1,61.64,61.166,55.8372,53.0333,DOWN,0
2022-08-17,61.87,61.5,61.522,55.8402,53.1269,UP,1
2022-08-18,62.37,62.29,61.942,55.84,53.2238,DOWN,0
2022-08-19,61.33,62.05,61.856,55.8266,53.3162,DOWN,0
2022-08-22,61.04,60.73,61.742,55.8258,53.3974,UP,1
2022-08-23,61.77,61.23,61.676,55.9016,53.4692,UP,1
2022-08-24,61.9,61.9,61.682,56.0148,53.5407,UP,1
2022-08-25,63.24,62.41,61.856,56.1518,53.6242,DOWN,0
2022-08-26,62.32,63.48,62.054,56.2876,53.6966,DOWN,0
2022-08-29,61.91,61.6,62.228,56.445,53.7677,DOWN,0
2022-08-30,61.77,61.58,62.228,56.616,53.8381,DOWN,0
2022-08-31,61.43,61.74,62.134,56.7372,53.9017,DOWN,0
2022-09-01,60.81,60.78,61.648,56.8848,53.9639,UP,1
2022-09-02,61.24,61.56,61.432,57.091,54.028,DOWN,0
2022-09-06,60.32,61.61,61.114,57.2262,54.0878,UP,1
2022-09-07,61.82,59.885,61.124,57.3778,54.1536,UP,1
2022-09-08,62.04,61.37,61.246,57.5332,54.2247,UP,1
2022-09-09,62.52,62.59,61.588,57.693,54.2996,DOWN,0
2022-09-12,62.11,62.87,61.762,57.8524,54.3707,UP,1
2022-09-13,62.65,61.06,62.228,58.023,54.446,UP,1
2022-09-14,63.81,63.03,62.626,58.2572,54.5309,DOWN,0
2022-09-15,62.12,63.81,62.642,58.4588,54.6086,DOWN,0
2022-09-16,61.35,61.23,62.408,58.6288,54.6904,UP,1
2022-09-19,61.42,60.5,62.27,58.8026,54.7742,DOWN,0
2022-09-20,61.4,60.84,62.02,58.9724,54.8502,DOWN,0
2022-09-21,59.23,62.22,61.104,59.1058,54.9161,UP,1
2022-09-22,59.76,59.55,60.632,59.2616,54.9794,DOWN,0
2022-09-23,57.92,58.78,59.946,59.3902,55.0303,DOWN,0
2022-09-26,57.61,57.88,59.184,59.5024,55.0778,DOWN,0
2022-09-27,57.26,58.25,58.356,59.6028,55.1239,UP,1
2022-09-28,58.38,57.49,58.186,59.6956,55.176,DOWN,0
2022-09-29,57.21,57.85,57.676,59.7594,55.2289,DOWN,0
2022-09-30,57.15,56.94,57.522,59.8248,55.2831,UP,1
2022-10-03,59.18,58.48,57.836,59.9282,55.3486,UP,1
2022-10-04,61.76,59.98,58.736,60.054,55.4225,DOWN,0
2022-10-05,61.52,61.36,59.364,60.1752,55.4997,DOWN,0
2022-10-06,60.89,61.21,60.1,60.2608,55.5803,DOWN,0
2022-10-07,60.83,60.7,60.836,60.3382,55.6554,UP,1
2022-10-10,61.05,61.33,61.21,60.4082,55.731,DOWN,0
2022-10-11,60.76,60.59,61.01,60.4854,55.8026,UP,1
2022-10-12,60.79,60.82,60.864,60.5864,55.8715,UP,1
2022-10-13,62.95,60.11,61.276,60.7314,55.9494,DOWN,0
2022-10-14,58.73,63.25,60.856,60.8016,56.0063,UP,1
2022-10-17,60.36,59.85,60.718,60.8508,56.0724,UP,1
2022-10-18,61.62,61.77,60.89,60.9014,56.1441,UP,1
2022-10-19,61.8,61.225,61.092,60.943,56.2186,UP,1
2022-10-20,61.93,62.38,60.888,60.9798,56.2894,UP,1
2022-10-21,62.88,61.96,61.718,61.032,56.3676,UP,1
2022-10-24,63.36,63.05,62.318,61.064,56.4449,UP,1
2022-10-25,64.96,63.01,62.986,61.131,56.5276,UP,1
2022-10-26,65.87,65.495,63.8,61.2064,56.62,UP,1
2022-10-27,65.97,66.35,64.608,61.2884,56.7078,UP,1
2022-10-28,66.02,66.09,65.236,61.3614,56.7936,DOWN,0
2022-10-31,65.34,65.98,65.632,61.4416,56.8758,UP,1
2022-11-01,67.11,66.03,66.062,61.563,56.9684,DOWN,0
2022-11-02,66.91,67.06,66.27,61.6658,57.0622,UP,1
2022-11-03,66.98,65.76,66.472,61.7674,57.1611,DOWN,0
2022-11-04,65.37,66.98,66.342,61.81,57.2552,UP,1
2022-11-07,66.04,65.33,66.482,61.8844,57.3582,UP,1
2022-11-08,67.19,66.09,66.498,61.99,57.4638,DOWN,0
2022-11-09,67.05,67.07,66.526,62.0956,57.5688,UP,1
2022-11-10,67.21,68.03,66.572,62.2112,57.6748,DOWN,0
2022-11-11,64.77,67.86,66.452,62.2904,57.7645,UP,1
2022-11-14,66.73,64.93,66.59,62.4002,57.8608,DOWN,0
2022-11-15,66.72,66.72,66.496,62.5282,57.954,DOWN,0
2022-11-16,65.35,66.3,66.156,62.5988,58.0411,UP,1
2022-11-17,65.43,64.55,65.8,62.6666,58.1276,DOWN,0
2022-11-18,65.2,65.64,65.886,62.7202,58.211,DOWN,0
2022-11-21,65.15,65.0,65.57,62.781,58.2855,UP,1
2022-11-22,66.09,65.925,65.444,62.8498,58.3682,DOWN,0
2022-11-23,65.8,65.99,65.534,62.8896,58.4453,UP,1
2022-11-25,66.33,66.0,65.714,62.9738,58.5192,DOWN,0
2022-11-28,64.93,65.71,65.66,63.0454,58.5891,UP,1
2022-11-29,65.57,65.01,65.744,63.1284,58.6617,UP,1
2022-11-30,67.16,65.74,65.958,63.2436,58.7431,X,X
