ticker,FMC US Equity,FMC US Equity,FMC US Equity,FMC US Equity,FMC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-09-22,5.752,5.7953,4.6873,5.84,5.356,UP,1
2003-09-23,5.7737,5.752,4.6872,5.8049,5.3698,DOWN,0
2003-09-24,5.6307,5.7737,4.6859,5.7633,5.3809,DOWN,0
2003-09-25,5.5419,5.6069,4.6847,5.7052,5.3904,DOWN,0
2003-09-26,5.4834,5.5419,4.6829,5.6363,5.4004,DOWN,0
2003-09-29,5.479,5.505,4.6808,5.5817,5.4082,DOWN,0
2003-09-30,5.4595,5.479,4.6787,5.5189,5.4168,UP,1
2003-10-01,5.6112,5.4487,4.6778,5.515,5.4253,UP,1
2003-10-02,5.6155,5.5852,4.6759,5.5297,5.4342,UP,1
2003-10-03,5.7823,5.687,4.6745,5.5895,5.4461,UP,1
2003-10-06,5.8083,5.7888,4.6744,5.6554,5.4578,UP,1
2003-10-07,5.8538,5.8083,4.6746,5.7342,5.468,UP,1
2003-10-08,5.9102,5.8603,4.6751,5.794,5.4812,UP,1
2003-10-09,5.9513,5.9535,4.6757,5.8612,5.4963,DOWN,0
2003-10-10,5.9383,5.9578,4.6764,5.8924,5.5115,UP,1
2003-10-13,6.025,5.921,4.6772,5.9357,5.5283,UP,1
2003-10-14,6.09,6.0401,4.6788,5.983,5.5476,UP,1
2003-10-15,6.1355,6.1528,4.6804,6.028,5.5709,DOWN,0
2003-10-16,6.0488,6.1203,4.6811,6.0475,5.5916,DOWN,0
2003-10-17,6.0163,6.0488,4.6814,6.0631,5.6124,DOWN,0
2003-10-20,6.0011,5.973,4.6816,6.0583,5.6316,DOWN,0
2003-10-21,5.9665,5.9903,4.6814,6.0336,5.6492,DOWN,0
2003-10-22,5.8777,5.9145,4.681,5.9821,5.663,DOWN,0
2003-10-23,5.8517,5.856,4.681,5.9427,5.6772,DOWN,0
2003-10-24,5.8235,5.7975,4.6806,5.9041,5.6898,UP,1
2003-10-27,5.9643,5.8105,4.6811,5.8967,5.7056,UP,1
2003-10-28,6.0878,5.9665,4.6819,5.921,5.7225,UP,1
2003-10-29,6.1398,6.0661,4.6828,5.9734,5.7405,UP,1
2003-10-30,6.1441,6.1528,4.6836,6.0319,5.7577,DOWN,0
2003-10-31,6.0683,6.1463,4.6842,6.0809,5.7718,UP,1
2003-11-03,6.2568,6.1116,4.6861,6.1394,5.7909,DOWN,0
2003-11-04,6.1745,6.246,4.6882,6.1567,5.808,UP,1
2003-11-05,6.272,6.207,4.6917,6.1831,5.8281,UP,1
2003-11-06,6.5103,6.3261,4.6962,6.2564,5.8522,DOWN,0
2003-11-07,6.2395,6.3478,4.7,6.2906,5.871,DOWN,0
2003-11-10,6.1636,6.2178,4.7041,6.272,5.8865,DOWN,0
2003-11-11,6.051,6.1203,4.707,6.2473,5.8982,UP,1
2003-11-12,6.298,6.051,4.7179,6.2525,5.9138,UP,1
2003-11-13,6.4149,6.3001,4.7288,6.2334,5.9296,DOWN,0
2003-11-14,6.2785,6.4019,4.7386,6.2412,5.9401,DOWN,0
2003-11-17,6.2135,6.2785,4.7478,6.2512,5.9476,DOWN,0
2003-11-18,6.1961,6.2286,4.7574,6.2802,5.9534,UP,1
2003-11-19,6.3023,6.1983,4.768,6.2811,5.963,DOWN,0
2003-11-20,6.285,6.2828,4.7794,6.2551,5.9729,DOWN,0
2003-11-21,6.2676,6.2828,4.7902,6.2529,5.9828,UP,1
2003-11-24,6.3456,6.3045,4.8015,6.2793,5.991,UP,1
2003-11-25,6.4431,6.3673,4.8138,6.3287,6.0008,UP,1
2003-11-26,6.5146,6.4864,4.8272,6.3712,6.0144,DOWN,0
2003-11-28,6.4864,6.5038,4.8403,6.4115,6.0275,UP,1
2003-12-01,6.5839,6.5103,4.8542,6.4747,6.0426,UP,1
2003-12-02,6.6316,6.5904,4.8679,6.5319,6.0602,UP,1
2003-12-03,6.6728,6.6316,4.8825,6.5779,6.0781,UP,1
2003-12-04,6.7789,6.6294,4.8981,6.6307,6.1011,UP,1
2003-12-05,6.7984,6.7746,4.9138,6.6931,6.1262,UP,1
2003-12-08,6.8569,6.7984,4.9307,6.7477,6.1537,UP,1
2003-12-09,6.8937,6.9002,4.9476,6.8001,6.182,DOWN,0
2003-12-10,6.8417,6.9002,4.9642,6.8339,6.2097,UP,1
2003-12-11,6.9111,6.8244,4.9815,6.8604,6.2356,UP,1
2003-12-12,7.1212,6.9284,5.0003,6.9249,6.2658,UP,1
2003-12-15,7.1277,7.2079,5.0188,6.9791,6.2927,DOWN,0
2003-12-16,7.1039,7.1277,5.0377,7.0211,6.3186,DOWN,0
2003-12-17,7.0627,7.1061,5.0566,7.0653,6.3428,UP,1
2003-12-18,7.2577,7.0627,5.0765,7.1347,6.3697,UP,1
2003-12-19,7.2685,7.2577,5.0964,7.1641,6.3961,UP,1
2003-12-22,7.366,7.2685,5.1174,7.2118,6.4246,UP,1
2003-12-23,7.3834,7.3335,5.1387,7.2677,6.4518,DOWN,0
2003-12-24,7.3552,7.3855,5.1599,7.3262,6.4771,UP,1
2003-12-26,7.3942,7.366,5.1811,7.3535,6.5023,UP,1
2003-12-29,7.483,7.3855,5.2022,7.3964,6.5309,UP,1
2003-12-30,7.5502,7.2794,5.2232,7.4332,6.5616,DOWN,0
2003-12-31,7.3942,7.5394,5.243,7.4354,6.5895,UP,1
2004-01-02,7.4202,7.4267,5.263,7.4484,6.6186,UP,1
2004-01-05,7.4245,7.4419,5.2828,7.4544,6.6495,UP,1
2004-01-06,7.4614,7.431,5.3023,7.4501,6.6817,DOWN,0
2004-01-07,7.457,7.4635,5.3224,7.4315,6.7144,UP,1
2004-01-08,7.5892,7.4505,5.343,7.4705,6.7469,DOWN,0
2004-01-09,7.3877,7.5675,5.3628,7.464,6.7728,UP,1
2004-01-12,7.5329,7.3985,5.3834,7.4856,6.8007,DOWN,0
2004-01-13,7.4354,7.5394,5.4035,7.4804,6.8265,UP,1
2004-01-14,7.4679,7.4679,5.4238,7.4826,6.8545,DOWN,0
2004-01-15,7.3054,7.4679,5.443,7.4258,6.8755,DOWN,0
2004-01-16,7.3032,7.3834,5.4615,7.4089,6.8981,DOWN,0
2004-01-20,7.2685,7.3465,5.48,7.3561,6.918,UP,1
2004-01-21,7.3032,7.2794,5.4989,7.3296,6.9339,UP,1
2004-01-22,7.3465,7.3465,5.5175,7.3054,6.956,DOWN,0
2004-01-23,7.3292,7.3509,5.5363,7.3101,6.9793,UP,1
2004-01-26,7.3747,7.3184,5.5556,7.3244,7.0058,UP,1
2004-01-27,7.4744,7.366,5.5752,7.3656,7.0293,UP,1
2004-01-28,7.5004,7.5827,5.595,7.405,7.051,DOWN,0
2004-01-29,7.3877,7.5437,5.6135,7.4133,7.0732,UP,1
2004-01-30,7.4072,7.3877,5.6321,7.4289,7.0971,DOWN,0
2004-02-02,7.3032,7.3877,5.6505,7.4146,7.1192,DOWN,0
2004-02-03,7.184,7.3249,5.668,7.3565,7.1369,UP,1
2004-02-04,7.2794,7.1819,5.6857,7.3123,7.1568,UP,1
2004-02-05,7.496,7.3119,5.7042,7.334,7.1813,UP,1
2004-02-06,7.652,7.4744,5.7234,7.3829,7.2074,UP,1
2004-02-09,7.7668,7.6693,5.7427,7.4757,7.2339,UP,1
2004-02-10,7.9705,7.769,5.7636,7.6329,7.263,UP,1
2004-02-11,8.1351,7.951,5.7846,7.8041,7.296,UP,1
2004-02-12,8.2326,8.1135,5.8065,7.9514,7.329,DOWN,0
2004-02-13,8.1915,8.2218,5.8278,8.0593,7.3602,UP,1
2004-02-17,8.4406,8.1871,5.8499,8.1941,7.3955,DOWN,0
2004-02-18,7.8383,8.4384,5.8682,8.1676,7.4167,UP,1
2004-02-19,8.0095,7.9358,5.8873,8.1425,7.4409,DOWN,0
2004-02-20,7.9575,8.0311,5.9064,8.0875,7.463,UP,1
2004-02-23,7.9748,7.99,5.9251,8.0441,7.4846,UP,1
2004-02-24,7.9965,7.9835,5.9444,7.9553,7.5077,UP,1
2004-02-25,8.0463,7.9748,5.9634,7.9969,7.5304,UP,1
2004-02-26,8.2218,8.0463,5.983,8.0394,7.5524,DOWN,0
2004-02-27,8.1135,8.2001,6.0021,8.0706,7.5721,UP,1
2004-03-01,8.4709,8.1373,6.0232,8.1698,7.5994,UP,1
2004-03-02,8.4753,8.4926,6.0441,8.2656,7.6277,DOWN,0
2004-03-03,8.4363,8.4753,6.0652,8.3435,7.6513,UP,1
2004-03-04,8.4948,8.4384,6.0871,8.3981,7.6758,UP,1
2004-03-05,8.6074,8.4493,6.1094,8.4969,7.7006,DOWN,0
2004-03-08,8.5511,8.5793,6.1311,8.513,7.724,DOWN,0
2004-03-09,8.3799,8.5576,6.152,8.4939,7.7445,DOWN,0
2004-03-10,8.0701,8.3821,6.1714,8.4207,7.758,DOWN,0
2004-03-11,8.0441,8.0485,6.19,8.3305,7.7692,UP,1
2004-03-12,8.2868,8.0766,6.2094,8.2664,7.7839,DOWN,0
2004-03-15,7.9791,8.2716,6.2278,8.152,7.7956,UP,1
2004-03-16,8.0636,8.0225,6.2456,8.0888,7.8085,UP,1
2004-03-17,8.1156,8.094,6.2635,8.0979,7.8223,DOWN,0
2004-03-18,8.1156,8.1156,6.2816,8.1122,7.8354,DOWN,0
2004-03-19,8.081,8.1156,6.2993,8.071,7.8479,DOWN,0
2004-03-22,7.9098,8.081,6.3163,8.0571,7.8543,UP,1
2004-03-23,7.9488,7.964,6.3333,8.0342,7.8655,DOWN,0
2004-03-24,7.8275,7.9272,6.3503,7.9765,7.8714,UP,1
2004-03-25,7.9575,7.8708,6.368,7.9449,7.8819,UP,1
2004-03-26,8.0355,7.99,6.3861,7.9358,7.8932,UP,1
2004-03-29,9.149,8.5793,6.4097,8.1837,7.9301,UP,1
2004-03-30,9.3657,9.0992,6.4343,8.467,7.9713,DOWN,0
2004-03-31,9.2769,9.3159,6.4577,8.7569,8.0115,DOWN,0
2004-04-01,9.24,9.266,6.4807,9.0134,8.0502,UP,1
2004-04-02,9.3159,9.2725,6.5041,9.2695,8.0896,UP,1
2004-04-05,9.4155,9.3354,6.5273,9.3228,8.1314,DOWN,0
2004-04-06,9.4025,9.3722,6.5503,9.3302,8.1719,DOWN,0
2004-04-07,9.3917,9.4134,6.5737,9.3531,8.2103,DOWN,0
2004-04-08,9.318,9.4567,6.5964,9.3687,8.2466,UP,1
2004-04-12,9.396,9.3505,6.6194,9.3848,8.2868,DOWN,0
2004-04-13,9.1317,9.3267,6.6405,9.328,8.3213,UP,1
2004-04-14,9.149,9.1425,6.6618,9.2773,8.3582,DOWN,0
2004-04-15,9.0819,9.1469,6.6827,9.2153,8.3961,UP,1
2004-04-16,9.2162,9.0841,6.7038,9.195,8.4349,UP,1
2004-04-19,9.4892,9.4134,6.7258,9.2136,8.4747,DOWN,0
2004-04-20,9.1555,9.4892,6.7464,9.2184,8.5048,UP,1
2004-04-21,9.37,9.2184,6.7678,9.2626,8.5369,UP,1
2004-04-22,9.7058,9.37,6.7908,9.3874,8.5716,DOWN,0
2004-04-23,9.5628,9.7492,6.8129,9.4567,8.6001,DOWN,0
2004-04-26,9.5628,9.5758,6.8353,9.4714,8.6268,DOWN,0
2004-04-27,9.4719,9.5628,6.8572,9.5347,8.6524,DOWN,0
2004-04-28,9.149,9.4935,6.8775,9.4905,8.6665,UP,1
2004-04-29,9.266,9.1534,6.8985,9.4025,8.6951,UP,1
2004-04-30,9.292,9.2552,6.9196,9.3484,8.7207,DOWN,0
2004-05-03,9.2725,9.3462,6.941,9.2903,8.747,DOWN,0
2004-05-04,9.2704,9.2725,6.9619,9.25,8.7729,DOWN,0
2004-05-05,9.2162,9.292,6.9829,9.2634,8.7973,DOWN,0
2004-05-06,9.0126,9.2162,7.002,9.2127,8.8167,DOWN,0
2004-05-07,8.6789,9.0126,7.0195,9.0901,8.8258,DOWN,0
2004-05-10,8.4796,8.5923,7.036,8.9315,8.8331,UP,1
2004-05-11,8.8479,8.5143,7.0541,8.847,8.8407,DOWN,0
2004-05-12,8.6183,8.8046,7.0705,8.7274,8.8435,UP,1
2004-05-13,8.7504,8.6334,7.088,8.675,8.8498,DOWN,0
2004-05-14,8.6594,8.7526,7.1053,8.6711,8.8531,DOWN,0
2004-05-17,8.5359,8.6226,7.1221,8.6824,8.8517,UP,1
2004-05-18,8.6508,8.5533,7.1394,8.643,8.8537,DOWN,0
2004-05-19,8.6291,8.6876,7.157,8.6451,8.8587,DOWN,0
2004-05-20,8.4991,8.5814,7.1746,8.5949,8.8672,DOWN,0
2004-05-21,8.4558,8.5143,7.1918,8.5541,8.8755,UP,1
2004-05-24,8.4839,8.5099,7.2093,8.5437,8.8794,UP,1
2004-05-25,8.4904,8.4081,7.2266,8.5117,8.8896,UP,1
2004-05-26,8.5208,8.4926,7.2438,8.49,8.8988,UP,1
2004-05-27,8.7266,8.5468,7.2615,8.5355,8.911,UP,1
2004-05-28,8.7894,8.7244,7.2797,8.6022,8.9245,UP,1
2004-06-01,8.9107,8.7742,7.2983,8.6876,8.9411,UP,1
2004-06-02,9.0169,8.9432,7.3175,8.7929,8.9632,DOWN,0
2004-06-03,8.8609,9.0191,7.3356,8.8609,8.9814,UP,1
2004-06-04,9.0017,8.9476,7.3544,8.9159,9.0049,UP,1
2004-06-07,9.1707,8.9909,7.3738,8.9922,9.0292,DOWN,0
2004-06-08,9.1252,9.1685,7.3926,9.0351,9.051,DOWN,0
2004-06-09,9.0429,9.1317,7.4113,9.0403,9.0489,DOWN,0
2004-06-10,9.0147,9.0559,7.4298,9.0711,9.0418,DOWN,0
2004-06-14,8.8999,9.0234,7.448,9.0507,9.0343,DOWN,0
2004-06-15,8.8566,8.9216,7.4657,8.9879,9.0266,UP,1
2004-06-16,8.9541,8.8934,7.484,8.9536,9.0194,UP,1
2004-06-17,8.9671,8.9541,7.5019,8.9385,9.0104,DOWN,0
2004-06-18,8.9671,8.9671,7.5194,8.9289,9.0017,DOWN,0
2004-06-21,8.9584,8.9476,7.5366,8.9406,8.9931,DOWN,0
2004-06-22,8.7591,8.9584,7.5523,8.9211,8.9819,UP,1
2004-06-23,8.9844,8.7591,7.5684,8.9272,8.9736,UP,1
2004-06-24,9.0862,9.0126,7.5847,8.951,8.9727,UP,1
2004-06-25,9.3332,9.0884,7.6018,9.0243,8.9764,DOWN,0
2004-06-28,9.2877,9.3462,7.6191,9.0901,8.9805,UP,1
2004-06-29,9.3505,9.2877,7.6369,9.2084,8.9832,DOWN,0
2004-06-30,9.3397,9.3505,7.6548,9.2795,8.9802,DOWN,0
2004-07-01,9.123,9.3397,7.6707,9.2868,8.9796,DOWN,0
2004-07-02,9.0949,9.123,7.6864,9.2392,8.9741,DOWN,0
2004-07-06,9.0126,9.0949,7.7023,9.1841,8.9602,DOWN,0
2004-07-07,8.9671,9.0342,7.718,9.1074,8.9483,DOWN,0
2004-07-08,8.9086,8.9454,7.7334,9.0212,8.9352,UP,1
2004-07-09,8.9801,8.9627,7.7495,8.9926,8.9254,DOWN,0
2004-07-12,8.7872,8.9692,7.7646,8.9311,8.9181,UP,1
2004-07-13,8.8154,8.8067,7.7805,8.8917,8.9091,DOWN,0
2004-07-14,8.7894,8.7981,7.7967,8.8561,8.8991,DOWN,0
2004-07-15,8.7634,8.8176,7.8132,8.8271,8.8889,DOWN,0
2004-07-16,8.6443,8.7612,7.829,8.7599,8.8764,UP,1
2004-07-19,8.6811,8.6768,7.8451,8.7387,8.8657,UP,1
2004-07-20,8.7006,8.6269,7.8605,8.7157,8.8594,DOWN,0
2004-07-21,8.5576,8.7006,7.8752,8.6694,8.857,UP,1
2004-07-22,8.6508,8.5576,7.8896,8.6469,8.8604,DOWN,0
2004-07-23,8.5034,8.6486,7.9031,8.6187,8.8535,DOWN,0
2004-07-26,8.3821,8.5034,7.9157,8.5589,8.8488,UP,1
2004-07-27,8.4969,8.4189,7.9286,8.5182,8.8437,UP,1
2004-07-28,9.4567,8.7742,7.9462,8.698,8.8597,UP,1
2004-07-29,9.5628,9.5737,7.9643,8.8804,8.8802,DOWN,0
2004-07-30,9.5217,9.5325,7.9818,9.0841,8.8976,DOWN,0
2004-08-02,9.4957,9.5043,7.9988,9.3068,8.915,UP,1
2004-08-03,9.5043,9.4307,8.0156,9.5082,8.9351,DOWN,0
2004-08-04,9.4459,9.4892,8.0326,9.5061,8.9549,DOWN,0
2004-08-05,9.318,9.5325,8.0491,9.4571,8.9716,DOWN,0
2004-08-06,9.0364,9.2942,8.0643,9.3601,8.9825,DOWN,0
2004-08-09,9.0234,9.0797,8.0796,9.2656,8.9925,UP,1
2004-08-10,9.3354,9.0776,8.0969,9.2318,9.0047,UP,1
2004-08-11,9.344,9.3332,8.1143,9.2114,9.0158,DOWN,0
2004-08-12,9.2032,9.3159,8.1312,9.1885,9.0217,DOWN,0
2004-08-13,9.0992,9.1859,8.1469,9.201,9.0233,UP,1
2004-08-16,9.2119,9.0884,8.1625,9.2387,9.0303,UP,1
2004-08-17,9.2357,9.227,8.178,9.2188,9.035,UP,1
2004-08-18,9.2639,9.2379,8.1936,9.2028,9.0369,UP,1
2004-08-19,9.3202,9.24,8.2099,9.2262,9.0408,UP,1
2004-08-20,9.5195,9.3202,8.2262,9.3102,9.0503,UP,1
2004-08-23,9.5455,9.5108,8.243,9.377,9.0609,UP,1
2004-08-24,9.9376,9.6408,8.2614,9.5173,9.0817,UP,1
2004-08-25,9.9788,9.9311,8.2787,9.6603,9.1041,UP,1
2004-08-26,10.0481,9.9658,8.2978,9.8059,9.126,DOWN,0
2004-08-27,9.9485,10.046,8.3167,9.8917,9.1456,DOWN,0
2004-08-30,9.8033,9.9658,8.3354,9.9433,9.1623,UP,1
2004-08-31,10.0156,9.8033,8.354,9.9589,9.1835,DOWN,0
2004-09-01,9.9246,10.0156,8.3716,9.948,9.2068,UP,1
2004-09-02,10.15,9.9441,8.3909,9.9684,9.2301,DOWN,0
2004-09-03,10.0416,10.1283,8.4101,9.987,9.2492,UP,1
2004-09-07,10.1283,10.15,8.4297,10.052,9.2651,UP,1
2004-09-08,10.1305,10.15,8.4489,10.075,9.282,UP,1
2004-09-09,10.2886,10.1521,8.4689,10.1478,9.3007,DOWN,0
2004-09-10,10.1825,10.1175,8.4885,10.1543,9.3176,DOWN,0
2004-09-13,10.1651,10.1781,8.5076,10.179,9.3384,DOWN,0
2004-09-14,10.0373,10.1608,8.5255,10.1608,9.3573,DOWN,0
2004-09-15,10.0026,10.02,8.543,10.1352,9.3771,UP,1
2004-09-16,10.0741,10.0026,8.5609,10.0923,9.3992,DOWN,0
2004-09-17,10.0091,10.1283,8.578,10.0577,9.4212,UP,1
2004-09-20,10.0481,10.0113,8.5951,10.0343,9.4426,UP,1
2004-09-21,10.2128,10.0503,8.6128,10.0694,9.4711,DOWN,0
2004-09-22,9.981,10.1608,8.6288,10.065,9.4944,UP,1
2004-09-23,10.0763,9.9875,8.6452,10.0655,9.5202,UP,1
2004-09-24,10.228,10.0958,8.6621,10.1092,9.5495,DOWN,0
2004-09-27,10.0633,10.1825,8.6779,10.1123,9.5778,UP,1
2004-09-28,10.6439,10.0091,8.6969,10.1985,9.6171,DOWN,0
2004-09-29,10.4901,10.4208,8.7148,10.3003,9.6529,UP,1
2004-09-30,10.5226,10.4641,8.7318,10.3896,9.6922,UP,1
2004-10-01,10.6244,10.5768,8.7493,10.4689,9.7317,DOWN,0
2004-10-04,10.5919,10.6547,8.7668,10.5746,9.7734,DOWN,0
2004-10-05,10.5703,10.5919,8.7843,10.5599,9.8172,UP,1
2004-10-06,10.7241,10.5833,8.8016,10.6067,9.8617,DOWN,0
2004-10-07,10.5508,10.6916,8.8181,10.6123,9.8836,DOWN,0
2004-10-08,10.4381,10.5074,8.8334,10.575,9.9011,DOWN,0
2004-10-11,10.4381,10.4598,8.8487,10.5443,9.9194,DOWN,0
2004-10-12,10.3363,10.4056,8.8636,10.4975,9.9363,DOWN,0
2004-10-13,9.9745,10.3709,8.8765,10.3475,9.9457,UP,1
2004-10-14,10.0785,9.9745,8.8895,10.2531,9.9583,UP,1
2004-10-15,10.3341,10.1001,8.9034,10.2323,9.9786,DOWN,0
2004-10-18,10.2561,10.3168,8.9177,10.1959,10.003,DOWN,0
2004-10-19,10.007,10.241,8.9306,10.13,10.0227,UP,1
2004-10-20,10.2799,10.0091,8.9449,10.1911,10.0416,DOWN,0
2004-10-21,10.2193,10.2583,8.9587,10.2193,10.0591,DOWN,0
2004-10-22,10.1066,10.2366,8.9719,10.1738,10.0772,UP,1
2004-10-25,10.2778,10.1088,8.9854,10.1781,10.1007,UP,1
2004-10-26,10.5833,10.2886,9.0014,10.2934,10.1282,DOWN,0
2004-10-27,9.5758,10.4749,9.0116,10.1526,10.135,UP,1
2004-10-28,9.5867,9.5325,9.0223,10.026,10.1414,DOWN,0
2004-10-29,9.5,9.5997,9.0325,9.9047,10.145,UP,1
2004-11-01,9.5932,9.4567,9.0439,9.7678,10.1465,DOWN,0
2004-11-02,9.5412,9.5975,9.0551,9.5594,10.1464,UP,1
2004-11-03,9.7167,9.695,9.0674,9.5875,10.142,UP,1
2004-11-04,9.9896,9.7275,9.0808,9.6681,10.1422,UP,1
2004-11-05,10.0546,10.0135,9.0943,9.7791,10.1423,DOWN,0
2004-11-08,10.0113,10.0655,9.1078,9.8627,10.1436,UP,1
2004-11-09,10.2171,9.9875,9.122,9.9979,10.1519,UP,1
2004-11-10,10.2388,10.2171,9.1358,10.1023,10.1563,UP,1
2004-11-11,10.3839,10.2669,9.1502,10.1812,10.1655,UP,1
2004-11-12,10.5204,10.3861,9.1659,10.2743,10.1729,DOWN,0
2004-11-15,10.5139,10.5204,9.1814,10.3748,10.1824,DOWN,0
2004-11-16,10.3514,10.5139,9.1966,10.4017,10.1868,UP,1
2004-11-17,10.4793,10.4056,9.2131,10.4498,10.1938,UP,1
2004-11-18,10.6158,10.4598,9.2298,10.4962,10.2004,DOWN,0
2004-11-19,10.4836,10.6158,9.2447,10.4888,10.2064,DOWN,0
2004-11-22,10.4749,10.4403,9.2589,10.481,10.2126,UP,1
2004-11-23,10.5486,10.4858,9.2728,10.5204,10.2228,UP,1
2004-11-24,10.6829,10.5703,9.2863,10.5612,10.2364,DOWN,0
2004-11-26,10.6417,10.6591,9.2989,10.5664,10.2478,UP,1
2004-11-29,10.7782,10.6807,9.3116,10.6253,10.2631,DOWN,0
2004-11-30,10.7349,10.8064,9.3243,10.6773,10.2769,UP,1
2004-12-01,10.8324,10.7782,9.3363,10.734,10.2893,DOWN,0
2004-12-02,10.6699,10.8324,9.3504,10.7314,10.303,DOWN,0
2004-12-03,10.5984,10.7132,9.3634,10.7228,10.3135,DOWN,0
2004-12-06,10.3124,10.5984,9.3751,10.6296,10.3152,DOWN,0
2004-12-07,10.15,10.3471,9.386,10.5126,10.3169,UP,1
2004-12-08,10.2994,10.0958,9.3975,10.406,10.31,DOWN,0
2004-12-09,10.1131,10.1911,9.4079,10.2947,10.3025,UP,1
2004-12-10,10.1391,10.1066,9.4175,10.2028,10.2948,UP,1
2004-12-13,10.2886,10.1933,9.4283,10.1981,10.2881,UP,1
2004-12-14,10.3124,10.2345,9.4375,10.2306,10.2825,UP,1
2004-12-15,10.5074,10.3449,9.4477,10.2721,10.2812,DOWN,0
2004-12-16,10.4338,10.5118,9.4577,10.3363,10.2754,DOWN,0
2004-12-17,10.4208,10.3991,9.4673,10.3926,10.2728,DOWN,0
2004-12-20,10.3969,10.4468,9.4763,10.4143,10.272,UP,1
2004-12-21,10.4728,10.4424,9.4859,10.4463,10.2727,UP,1
2004-12-22,10.5291,10.4944,9.4966,10.4507,10.2766,UP,1
2004-12-23,10.6201,10.5573,9.5094,10.4879,10.2895,DOWN,0
2004-12-27,10.4533,10.6742,9.5214,10.4944,10.297,UP,1
2004-12-28,10.6201,10.4858,9.5331,10.5391,10.3027,DOWN,0
2004-12-29,10.5248,10.6201,9.5458,10.5495,10.3081,DOWN,0
2004-12-30,10.4771,10.5031,9.5579,10.5391,10.3175,DOWN,0
2004-12-31,10.4641,10.5074,9.5696,10.5079,10.3212,DOWN,0
2005-01-03,10.2821,10.5183,9.5804,10.4736,10.3224,DOWN,0
2005-01-04,9.825,10.2821,9.5892,10.3146,10.3168,DOWN,0
2005-01-05,9.6192,9.7492,9.5977,10.1335,10.3036,UP,1
2005-01-06,9.7773,9.6408,9.6069,9.9935,10.2875,DOWN,0
2005-01-07,9.7448,9.812,9.6164,9.8497,10.2909,DOWN,0
2005-01-10,9.7015,9.6798,9.6252,9.7336,10.2932,DOWN,0
2005-01-11,9.6192,9.7058,9.6331,9.6924,10.2955,UP,1
2005-01-12,9.6647,9.6343,9.6357,9.7015,10.297,DOWN,0
2005-01-13,9.6625,9.6213,9.6371,9.6785,10.2994,UP,1
2005-01-14,9.7708,9.6733,9.6396,9.6837,10.3005,UP,1
2005-01-18,9.8878,9.7492,9.6429,9.721,10.2984,DOWN,0
2005-01-19,9.8012,9.8661,9.6453,9.7574,10.2934,DOWN,0
2005-01-20,9.6907,9.7903,9.6467,9.7626,10.287,DOWN,0
2005-01-21,9.6343,9.7232,9.6478,9.757,10.2753,DOWN,0
2005-01-24,9.4069,9.6213,9.6479,9.6842,10.2587,UP,1
2005-01-25,9.4372,9.4935,9.6485,9.594,10.2397,UP,1
2005-01-26,9.6235,9.4913,9.6496,9.5585,10.2218,DOWN,0
2005-01-27,9.5672,9.591,9.6518,9.5338,10.2029,UP,1
2005-01-28,10.0525,9.9766,9.6563,9.6174,10.1969,UP,1
2005-01-31,10.2236,10.1716,9.662,9.7808,10.1918,UP,1
2005-02-01,10.4078,10.2258,9.668,9.9749,10.1876,UP,1
2005-02-02,10.4598,10.4619,9.6728,10.1422,10.1871,DOWN,0
2005-02-03,10.2301,10.4381,9.6782,10.2747,10.1822,UP,1
2005-02-04,10.3991,10.2475,9.6834,10.3441,10.1792,DOWN,0
2005-02-07,10.3493,10.3926,9.6866,10.3692,10.1726,DOWN,0
2005-02-08,10.3168,10.3341,9.6903,10.351,10.1661,DOWN,0
2005-02-09,10.098,10.3384,9.693,10.2786,10.1525,DOWN,0
2005-02-10,9.9333,9.6408,9.6953,10.2193,10.1364,UP,1
2005-02-11,10.1283,9.955,9.7002,10.1651,10.1224,UP,1
2005-02-14,10.3774,10.1608,9.7058,10.1708,10.1165,UP,1
2005-02-15,10.4533,10.3666,9.7116,10.1981,10.1136,UP,1
2005-02-16,10.5313,10.4554,9.7179,10.2847,10.118,DOWN,0
2005-02-17,10.4121,10.5096,9.7236,10.3805,10.1232,UP,1
2005-02-18,10.4663,10.4598,9.7298,10.4481,10.1266,DOWN,0
2005-02-22,10.3341,10.4121,9.7364,10.4394,10.131,UP,1
2005-02-23,10.4533,10.3883,9.7453,10.4394,10.1373,UP,1
2005-02-24,10.6526,10.4511,9.7562,10.4637,10.1445,UP,1
2005-02-25,10.8649,10.6699,9.7663,10.5542,10.1556,DOWN,0
2005-02-28,10.6937,10.8844,9.7766,10.5997,10.1593,UP,1
2005-03-01,11.1725,10.6872,9.7888,10.7674,10.1741,DOWN,0
2005-03-02,10.9581,11.101,9.8002,10.8684,10.1848,UP,1
2005-03-03,10.9797,11.0166,9.8125,10.9338,10.1965,UP,1
2005-03-04,11.2527,11.036,9.8255,11.0114,10.2121,DOWN,0
2005-03-07,11.1747,11.2527,9.8382,11.1075,10.225,DOWN,0
2005-03-08,11.1054,11.1682,9.8512,11.0941,10.2347,UP,1
2005-03-09,11.2224,11.0837,9.8651,11.147,10.2501,DOWN,0
2005-03-10,11.1725,11.2007,9.8785,11.1855,10.2611,UP,1
