ticker,FMC US Equity,FMC US Equity,FMC US Equity,FMC US Equity,FMC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2017-04-19,63.6858,64.0238,47.1715,63.4813,54.4658,DOWN,0
2017-04-20,63.6165,63.8678,47.2959,63.5715,54.7497,DOWN,0
2017-04-21,62.9752,63.7465,47.4194,63.5905,55.0172,UP,1
2017-04-24,63.8245,63.4779,47.5444,63.62,55.3007,UP,1
2017-04-25,63.9025,63.8592,47.6626,63.6009,55.5763,DOWN,0
2017-04-26,63.6945,63.7725,47.7799,63.6027,55.8319,UP,1
2017-04-27,63.7205,63.2612,47.8902,63.6235,56.1,DOWN,0
2017-04-28,63.4605,63.9025,47.9982,63.7205,56.3657,UP,1
2017-05-01,63.7032,63.5645,48.106,63.6962,56.6375,UP,1
2017-05-02,63.9285,63.5732,48.2139,63.7014,56.9068,DOWN,0
2017-05-03,61.788,63.8072,48.3106,63.3201,57.1389,DOWN,0
2017-05-04,61.2941,61.606,48.4073,62.8349,57.3519,UP,1
2017-05-05,63.5125,61.424,48.5139,62.8453,57.6171,DOWN,0
2017-05-08,63.1312,62.8019,48.6217,62.7309,57.8722,DOWN,0
2017-05-09,62.9146,63.2179,48.7277,62.5281,58.1317,UP,1
2017-05-10,64.2058,63.0706,48.841,63.0116,58.4171,DOWN,0
2017-05-11,63.7292,64.0845,48.9481,63.4987,58.6653,DOWN,0
2017-05-12,63.0446,63.1572,49.0544,63.4051,58.8958,UP,1
2017-05-15,64.8644,64.1885,49.1705,63.7517,59.1657,UP,1
2017-05-16,65.575,65.1417,49.2924,64.2838,59.452,DOWN,0
2017-05-17,63.8765,64.8297,49.407,64.2179,59.7054,DOWN,0
2017-05-18,62.6893,61.9527,49.5183,64.01,59.9486,UP,1
2017-05-19,64.3965,63.1572,49.6315,64.2803,60.2169,UP,1
2017-05-22,64.6391,64.7431,49.745,64.2353,60.4689,DOWN,0
2017-05-23,64.5784,64.7344,49.8588,64.0359,60.7143,UP,1
2017-05-24,64.6998,64.8557,49.9724,64.2006,60.9757,UP,1
2017-05-25,65.2717,64.9771,50.0911,64.7171,61.2343,DOWN,0
2017-05-26,65.211,65.237,50.2097,64.88,61.4918,DOWN,0
2017-05-30,64.9944,65.1764,50.3252,64.9511,61.7312,UP,1
2017-05-31,65.315,64.9337,50.4453,65.0984,61.974,UP,1
2017-06-01,65.9736,65.3844,50.5659,65.3532,62.2605,UP,1
2017-06-02,66.2683,65.8783,50.6913,65.5525,62.5248,DOWN,0
2017-06-05,65.6963,65.9736,50.8161,65.6495,62.7719,UP,1
2017-06-06,65.861,65.523,50.9394,65.8229,63.0293,UP,1
2017-06-07,66.0256,66.0256,51.0624,65.965,63.2848,UP,1
2017-06-08,66.0776,65.9303,51.1866,65.9858,63.5351,UP,1
2017-06-09,66.3983,66.0863,51.3098,66.0118,63.7992,DOWN,0
2017-06-12,65.3584,66.2423,51.4329,65.9442,64.0405,UP,1
2017-06-13,66.5283,65.471,51.5611,66.0776,64.1649,DOWN,0
2017-06-14,65.705,66.6496,51.6879,66.0135,64.2592,DOWN,0
2017-06-15,65.705,64.9944,51.8118,65.939,64.3361,UP,1
2017-06-16,65.991,65.8697,51.9364,65.8575,64.4107,DOWN,0
2017-06-19,65.523,66.2683,52.0606,65.8905,64.4559,UP,1
2017-06-20,65.7137,65.211,52.1868,65.7275,64.4661,DOWN,0
2017-06-21,65.5057,65.7743,52.3085,65.6877,64.4724,DOWN,0
2017-06-22,64.3531,65.5144,52.4279,65.4173,64.453,UP,1
2017-06-23,64.8037,64.1451,52.5486,65.1799,64.4857,DOWN,0
2017-06-26,64.7951,65.1504,52.6673,65.0343,64.524,DOWN,0
2017-06-27,64.1365,65.1244,52.7936,64.7188,64.5332,UP,1
2017-06-28,65.0117,64.3791,52.9188,64.62,64.5535,DOWN,0
2017-06-29,63.5732,65.0031,53.0421,64.464,64.5512,DOWN,0
2017-06-30,63.3045,62.9319,53.1571,64.1642,64.545,UP,1
2017-07-03,63.7552,63.7985,53.2704,63.9562,64.5606,DOWN,0
2017-07-05,63.7378,63.8245,53.382,63.8765,64.5589,UP,1
2017-07-06,63.7812,63.4605,53.4939,63.6304,64.5564,UP,1
2017-07-07,64.6391,63.9892,53.6119,63.8436,64.5753,UP,1
2017-07-10,65.7483,64.4311,53.7302,64.3323,64.6159,DOWN,0
2017-07-11,64.3271,65.4797,53.8399,64.4467,64.6332,UP,1
2017-07-12,65.4537,64.9684,53.9567,64.7899,64.6682,UP,1
2017-07-13,66.5803,65.7743,54.0815,65.3497,64.7213,DOWN,0
2017-07-14,66.2856,66.7189,54.2034,65.679,64.8112,UP,1
2017-07-17,66.5369,66.251,54.3257,65.8367,64.9161,DOWN,0
2017-07-18,65.861,65.991,54.446,66.1435,64.963,UP,1
2017-07-19,66.017,65.9217,54.5667,66.2562,65.0207,DOWN,0
2017-07-20,65.679,66.0083,54.6866,66.0759,65.076,UP,1
2017-07-21,65.913,65.7223,54.8116,66.0014,65.1102,UP,1
2017-07-24,66.5543,65.861,54.9373,66.0048,65.1667,UP,1
2017-07-25,67.5855,66.9702,55.067,66.3497,65.2575,DOWN,0
2017-07-26,66.7276,67.6548,55.194,66.4919,65.2948,DOWN,0
2017-07-27,66.4069,66.9529,55.3187,66.6375,65.3114,UP,1
2017-07-28,66.4243,66.5716,55.4461,66.7397,65.3624,DOWN,0
2017-07-31,66.1903,66.7276,55.5734,66.6669,65.4324,UP,1
2017-08-01,67.0309,66.4329,55.7077,66.556,65.4851,UP,1
2017-08-02,72.6637,70.7226,55.8692,67.7432,65.6456,DOWN,0
2017-08-03,72.2218,72.6551,56.0292,68.9062,65.7984,UP,1
2017-08-04,73.097,72.8631,56.1901,70.2407,65.9664,UP,1
2017-08-07,73.3137,73.513,56.3491,71.6654,66.1272,DOWN,0
2017-08-08,73.1144,73.0364,56.5063,72.8821,66.2853,UP,1
2017-08-09,73.3223,73.149,56.6673,73.0138,66.4518,DOWN,0
2017-08-10,71.9705,73.0104,56.8198,72.9636,66.5849,DOWN,0
2017-08-11,71.6932,71.9271,56.9731,72.6828,66.6993,UP,1
2017-08-14,72.2304,72.0831,57.1299,72.4662,66.8186,UP,1
2017-08-15,73.279,72.2564,57.2927,72.4991,66.9702,UP,1
2017-08-16,73.435,73.4263,57.4556,72.5216,67.1217,DOWN,0
2017-08-17,71.7365,73.3483,57.6111,72.4748,67.2359,DOWN,0
2017-08-18,71.6065,71.6412,57.7646,72.4575,67.3465,UP,1
2017-08-21,72.3258,71.6325,57.9265,72.4766,67.4651,UP,1
2017-08-22,73.1924,72.6377,58.0718,72.4592,67.6217,DOWN,0
2017-08-23,73.1577,72.9757,58.2103,72.4038,67.7543,DOWN,0
2017-08-24,72.8891,73.409,58.3425,72.6343,67.898,UP,1
2017-08-25,73.0537,73.5997,58.4766,72.9237,68.045,UP,1
2017-08-28,73.2617,73.097,58.6078,73.1109,68.1904,DOWN,0
2017-08-29,73.1664,72.7764,58.7393,73.1057,68.3433,UP,1
2017-08-30,73.2097,72.9497,58.8783,73.1161,68.4932,UP,1
2017-08-31,74.7176,76.4161,59.0233,73.4818,68.6774,UP,1
2017-09-01,75.7488,75.1162,59.168,74.0208,68.9053,DOWN,0
2017-09-05,74.1976,75.9135,59.3072,74.208,69.0932,UP,1
2017-09-06,74.7869,74.6222,59.448,74.5321,69.293,UP,1
2017-09-07,75.9655,75.0729,59.5938,75.0833,69.5296,DOWN,0
2017-09-08,75.5148,75.6795,59.7354,75.2427,69.7397,UP,1
2017-09-11,77.1007,76.2601,59.8845,75.5131,70.0102,UP,1
2017-09-12,77.7333,77.7506,60.0336,76.2202,70.2988,DOWN,0
2017-09-13,77.6813,77.6986,60.1833,76.7991,70.5773,UP,1
2017-09-14,77.8286,77.56,60.3335,77.1718,70.8591,DOWN,0
2017-09-15,77.612,77.7333,60.4841,77.5912,71.1358,UP,1
2017-09-18,79.1718,77.9066,60.6368,78.0054,71.4264,UP,1
2017-09-19,79.8478,79.4405,60.7919,78.4283,71.7084,DOWN,0
2017-09-20,79.6831,80.4544,60.9454,78.8287,72.0155,DOWN,0
2017-09-21,78.3746,79.4838,61.0907,78.9379,72.2739,DOWN,0
2017-09-22,77.95,78.7559,61.235,79.0055,72.5013,DOWN,0
2017-09-25,74.5356,77.768,61.3554,78.0782,72.6663,DOWN,0
2017-09-26,74.2756,74.8389,61.4711,76.9638,72.8211,UP,1
2017-09-27,75.5582,74.9082,61.5941,76.1388,73.0151,UP,1
2017-09-28,76.2254,75.7055,61.7206,75.7089,73.2192,UP,1
2017-09-29,77.3953,76.5114,61.856,75.598,73.4536,DOWN,0
2017-10-02,76.9967,77.3953,61.9927,76.0902,73.6752,UP,1
2017-10-03,78.2619,77.2047,62.1315,76.8875,73.9094,UP,1
2017-10-04,78.8252,78.4266,62.2766,77.5409,74.1342,UP,1
2017-10-05,79.4838,79.2152,62.4264,78.1926,74.3893,DOWN,0
2017-10-06,78.9985,78.8945,62.5743,78.5132,74.6411,DOWN,0
2017-10-09,78.6519,79.1545,62.7198,78.8443,74.8857,DOWN,0
2017-10-10,78.5826,78.7472,62.8658,78.9084,75.1335,UP,1
2017-10-11,80.0991,79.1285,63.0207,79.1632,75.3949,UP,1
2017-10-12,80.5324,79.8911,63.175,79.3729,75.5523,UP,1
2017-10-13,81.217,81.1823,63.3356,79.8166,75.7322,UP,1
2017-10-16,82.3349,81.3903,63.5013,80.5532,75.9169,DOWN,0
2017-10-17,81.8236,82.1963,63.6654,81.2014,76.0871,DOWN,0
2017-10-18,81.5116,81.9103,63.8258,81.4839,76.2551,UP,1
2017-10-19,81.5636,81.243,63.9814,81.6902,76.4199,UP,1
2017-10-20,81.9363,82.0229,64.1379,81.834,76.6192,DOWN,0
2017-10-23,81.6416,82.3002,64.2934,81.6954,76.8182,DOWN,0
2017-10-24,81.607,81.711,64.4504,81.652,77.0057,DOWN,0
2017-10-25,80.775,81.477,64.6042,81.5047,77.1556,DOWN,0
2017-10-26,80.7144,81.347,64.7533,81.3349,77.3012,DOWN,0
2017-10-27,80.1684,80.7577,64.8973,80.9813,77.4699,DOWN,0
2017-10-30,80.0298,80.1684,65.0406,80.6589,77.6383,UP,1
2017-10-31,80.4717,80.1338,65.1884,80.4319,77.8012,DOWN,0
2017-11-01,79.6398,81.321,65.3329,80.2048,77.9302,DOWN,0
2017-11-02,78.1233,79.4232,65.4664,79.6866,78.0295,UP,1
2017-11-03,78.9552,77.9933,65.5998,79.444,78.1508,DOWN,0
2017-11-06,78.8252,79.1372,65.7308,79.203,78.2663,UP,1
2017-11-07,81.035,79.2585,65.8689,79.3157,78.4217,DOWN,0
2017-11-08,80.801,81.0957,66.0027,79.5479,78.5744,DOWN,0
2017-11-09,79.8651,80.2031,66.1327,79.8963,78.7075,UP,1
2017-11-10,80.7837,79.6485,66.2691,80.262,78.8288,UP,1
2017-11-13,82.2222,80.5497,66.418,80.9414,78.9583,DOWN,0
2017-11-14,80.6017,81.555,66.5604,80.8548,79.0864,DOWN,0
2017-11-15,79.8305,80.1598,66.6969,80.6607,79.1873,UP,1
2017-11-16,80.8704,79.9951,66.8392,80.8617,79.2854,DOWN,0
2017-11-17,80.5411,81.0697,66.9807,80.8132,79.3859,DOWN,0
2017-11-20,80.3071,80.5757,67.1193,80.4301,79.45,UP,1
2017-11-21,81.8236,80.853,67.2813,80.6745,79.5318,DOWN,0
2017-11-22,80.7404,82.0489,67.437,80.8565,79.593,UP,1
2017-11-24,81.9883,81.3123,67.5987,81.0801,79.6762,DOWN,0
2017-11-27,81.295,81.9883,67.7546,81.2309,79.7499,UP,1
2017-11-28,81.8929,81.4943,67.9095,81.548,79.8043,DOWN,0
2017-11-29,80.775,81.685,68.0618,81.3383,79.8228,UP,1
2017-11-30,81.8063,80.9224,68.2199,81.5515,79.8653,DOWN,0
2017-12-01,81.399,81.8929,68.3764,81.4337,79.9258,DOWN,0
2017-12-04,79.2672,82.0229,68.5204,81.0281,79.9521,DOWN,0
2017-12-05,77.8633,79.0852,68.6588,80.2222,80.0187,DOWN,0
2017-12-06,76.2514,77.4993,68.7868,79.3174,80.0582,UP,1
2017-12-07,76.4767,75.9828,68.9179,78.2515,80.0766,UP,1
2017-12-08,76.962,77.092,69.0509,77.3641,80.0913,UP,1
2017-12-11,77.6813,77.1094,69.1896,77.047,80.097,UP,1
2017-12-12,78.1233,77.6813,69.3305,77.099,80.1196,UP,1
2017-12-13,78.6086,78.1233,69.467,77.5704,80.1265,DOWN,0
2017-12-14,77.872,78.5826,69.5987,77.8494,80.1074,UP,1
2017-12-15,79.8998,78.5566,69.7414,78.437,80.1157,UP,1
2017-12-18,81.4163,80.6364,69.8922,79.184,80.1641,UP,1
2017-12-19,81.8669,81.4596,70.0455,79.9327,80.2284,UP,1
2017-12-20,82.2569,82.2396,70.2041,80.6624,80.3019,UP,1
2017-12-21,82.4476,82.5862,70.3614,81.5775,80.3489,UP,1
2017-12-22,82.7249,82.6035,70.5149,82.1425,80.3927,UP,1
2017-12-26,82.7942,82.9848,70.6673,82.4181,80.4242,DOWN,0
2017-12-27,82.1529,82.9155,70.8199,82.4753,80.4206,UP,1
2017-12-28,82.3262,82.0229,70.9698,82.4892,80.4307,DOWN,0
2017-12-29,82.0316,82.5602,71.1183,82.406,80.4411,UP,1
2018-01-02,82.9589,82.6555,71.268,82.4528,80.469,UP,1
2018-01-03,84.0248,83.1322,71.4222,82.6989,80.5107,UP,1
2018-01-04,84.4494,84.5794,71.5862,83.1582,80.5669,UP,1
2018-01-05,84.9953,84.9,71.7459,83.692,80.6347,UP,1
2018-01-08,85.0733,85.3593,71.9046,84.3003,80.7206,DOWN,0
2018-01-09,85.0387,85.2467,72.0648,84.7163,80.8071,DOWN,0
2018-01-10,84.5101,84.744,72.2211,84.8134,80.8939,UP,1
2018-01-11,84.822,84.744,72.3774,84.8879,80.9898,DOWN,0
2018-01-12,84.822,85.5326,72.5356,84.8532,81.0768,DOWN,0
2018-01-16,82.3089,85.1773,72.6806,84.3003,81.1302,DOWN,0
