ticker,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-11-18,6.7279,6.7793,6.3358,6.7887,6.8115,DOWN,0
2003-11-19,6.6923,6.7674,6.344,6.7611,6.81,DOWN,0
2003-11-20,6.5402,6.6528,6.3522,6.7101,6.8079,UP,1
2003-11-21,6.5995,6.5798,6.3606,6.6679,6.8065,UP,1
2003-11-24,6.7437,6.639,6.3694,6.6607,6.8094,UP,1
2003-11-25,6.7457,6.7635,6.3778,6.6643,6.8094,UP,1
2003-11-26,6.7556,6.7852,6.386,6.6769,6.8104,DOWN,0
2003-11-28,6.7457,6.7852,6.3941,6.718,6.8077,UP,1
2003-12-01,6.8602,6.7951,6.4017,6.7702,6.8067,DOWN,0
2003-12-02,6.7595,6.8405,6.4088,6.7733,6.8059,UP,1
2003-12-03,6.7654,6.799,6.416,6.7773,6.803,DOWN,0
2003-12-04,6.7556,6.7852,6.4229,6.7773,6.8031,DOWN,0
2003-12-05,6.7259,6.716,6.4295,6.7733,6.8021,DOWN,0
2003-12-08,6.716,6.7062,6.4361,6.7445,6.8027,DOWN,0
2003-12-09,6.6686,6.7358,6.4428,6.7263,6.8013,UP,1
2003-12-10,6.72,6.6884,6.4502,6.7172,6.8004,DOWN,0
2003-12-11,6.6548,6.7358,6.4567,6.6971,6.7946,DOWN,0
2003-12-12,6.5383,6.6054,6.4627,6.6596,6.7842,DOWN,0
2003-12-15,6.2815,6.4593,6.4673,6.5726,6.7678,UP,1
2003-12-16,6.4138,6.321,6.4727,6.5217,6.7529,DOWN,0
2003-12-17,6.3427,6.4138,6.4776,6.4462,6.736,UP,1
2003-12-18,6.4751,6.3269,6.4832,6.4103,6.7215,UP,1
2003-12-19,6.6864,6.6331,6.4898,6.4399,6.7148,UP,1
2003-12-22,6.6884,6.6844,6.4973,6.5213,6.7113,UP,1
2003-12-23,6.7556,6.7002,6.5056,6.5896,6.7083,UP,1
2003-12-24,6.8188,6.8346,6.5145,6.6848,6.7064,DOWN,0
2003-12-26,6.7793,6.8346,6.5224,6.7457,6.7053,UP,1
2003-12-29,6.884,6.8681,6.5304,6.7852,6.7063,UP,1
2003-12-30,6.9136,6.9235,6.5382,6.8302,6.7107,DOWN,0
2003-12-31,6.9037,6.9926,6.5462,6.8599,6.716,UP,1
2004-01-02,7.0005,6.9057,6.5541,6.8962,6.7192,DOWN,0
2004-01-05,6.963,7.0005,6.5613,6.9329,6.7243,UP,1
2004-01-06,6.9669,6.9728,6.5678,6.9495,6.7301,UP,1
2004-01-07,7.0321,6.963,6.5749,6.9732,6.7376,UP,1
2004-01-08,7.0637,7.0578,6.5824,7.0052,6.7452,UP,1
2004-01-09,7.1091,7.0578,6.5903,7.027,6.7562,UP,1
2004-01-12,7.2691,7.0795,6.5985,7.0882,6.7673,UP,1
2004-01-13,7.2751,7.2296,6.6067,7.1498,6.7773,UP,1
2004-01-14,7.4114,7.2691,6.6156,7.2257,6.7901,UP,1
2004-01-15,7.4667,7.443,6.6244,7.3063,6.8026,UP,1
2004-01-16,7.4765,7.4765,6.6337,7.3798,6.816,UP,1
2004-01-20,7.5556,7.5062,6.6437,7.437,6.8322,UP,1
2004-01-21,7.5654,7.4568,6.6534,7.4951,6.846,DOWN,0
2004-01-22,7.5338,7.5674,6.6635,7.5196,6.8606,UP,1
2004-01-23,7.5654,7.5536,6.6735,7.5394,6.8769,UP,1
2004-01-26,7.7531,7.5753,6.6846,7.5947,6.8976,DOWN,0
2004-01-27,7.6227,7.6741,6.695,7.6081,6.9135,DOWN,0
2004-01-28,7.5654,7.6721,6.7052,7.6081,6.9289,DOWN,0
2004-01-29,7.5457,7.516,6.7148,7.6105,6.9436,UP,1
2004-01-30,7.6069,7.5457,6.7247,7.6188,6.9601,DOWN,0
2004-02-02,7.6049,7.599,6.7344,7.5891,6.9777,DOWN,0
2004-02-03,7.5319,7.6049,6.7429,7.571,6.9944,DOWN,0
2004-02-04,7.4252,7.4825,6.7505,7.5429,7.0121,UP,1
2004-02-05,7.4884,7.4133,6.7584,7.5315,7.0299,UP,1
2004-02-06,7.6089,7.4765,6.7655,7.5319,7.0472,UP,1
2004-02-09,7.6286,7.599,6.773,7.5366,7.0649,UP,1
2004-02-10,7.759,7.6681,6.7813,7.582,7.085,UP,1
2004-02-11,7.8025,7.7393,6.7895,7.6575,7.1061,UP,1
2004-02-12,7.9249,7.8104,6.7987,7.7448,7.1274,DOWN,0
2004-02-13,7.9151,7.9249,6.8077,7.806,7.1505,UP,1
2004-02-17,8.0,8.1481,6.8165,7.8803,7.1752,DOWN,0
2004-02-18,7.9921,8.0395,6.8247,7.9269,7.1999,DOWN,0
2004-02-19,7.9704,7.9941,6.8327,7.9605,7.2248,DOWN,0
2004-02-20,7.9565,7.9704,6.8411,7.9668,7.2496,DOWN,0
2004-02-23,7.9368,7.9723,6.8493,7.9712,7.275,UP,1
2004-02-24,7.9506,7.9368,6.8576,7.9613,7.2996,UP,1
2004-02-25,8.004,7.9486,6.866,7.9637,7.3266,UP,1
2004-02-26,8.0988,8.0237,6.8744,7.9893,7.3578,UP,1
2004-02-27,8.2272,8.1185,6.8841,8.0435,7.3967,UP,1
2004-03-01,8.2746,8.2765,6.8939,8.111,7.4339,DOWN,0
2004-03-02,8.2528,8.2884,6.9035,8.1715,7.4721,UP,1
2004-03-03,8.3714,8.2568,6.9144,8.2449,7.51,UP,1
2004-03-04,8.397,8.4109,6.9252,8.3046,7.5443,DOWN,0
2004-03-05,8.3872,8.399,6.9357,8.3366,7.5782,UP,1
2004-03-08,8.4286,8.4168,6.9465,8.3674,7.6117,DOWN,0
2004-03-09,8.3437,8.4267,6.9567,8.3856,7.6422,UP,1
2004-03-10,8.3457,8.3279,6.9667,8.3804,7.6735,DOWN,0
2004-03-11,8.2252,8.2864,6.976,8.3461,7.7003,UP,1
2004-03-12,8.2568,8.237,6.9854,8.32,7.7272,DOWN,0
2004-03-15,8.0889,8.2489,6.994,8.252,7.7509,UP,1
2004-03-16,8.1383,8.1679,7.0023,8.211,7.7737,UP,1
2004-03-17,8.2449,8.2173,7.0107,8.1908,7.7993,DOWN,0
2004-03-18,8.2232,8.2647,7.0196,8.1904,7.8244,DOWN,0
2004-03-19,8.1343,8.2035,7.0279,8.1659,7.8465,DOWN,0
2004-03-22,8.0316,8.0849,7.0357,8.1545,7.8658,DOWN,0
2004-03-23,7.8637,8.0711,7.0424,8.0996,7.8809,DOWN,0
2004-03-24,7.6701,7.8637,7.0488,7.9846,7.8889,UP,1
2004-03-25,7.6998,7.7037,7.0547,7.8799,7.8974,UP,1
2004-03-26,7.838,7.7432,7.0604,7.8206,7.906,UP,1
2004-03-29,7.8933,7.8578,7.0663,7.793,7.9145,DOWN,0
2004-03-30,7.8519,7.8084,7.0722,7.7906,7.922,UP,1
2004-03-31,7.8775,7.8321,7.0778,7.8321,7.9285,UP,1
2004-04-01,8.2351,7.9012,7.0855,7.9392,7.9418,UP,1
2004-04-02,8.3062,8.3358,7.0935,8.0328,7.9573,UP,1
2004-04-05,8.3872,8.316,7.1025,8.1316,7.9737,UP,1
2004-04-06,8.5156,8.3872,7.1122,8.2643,7.989,DOWN,0
2004-04-07,8.4543,8.4662,7.1212,8.3797,8.0056,UP,1
2004-04-08,8.4859,8.4938,7.1299,8.4298,8.024,DOWN,0
2004-04-12,8.4444,8.4958,7.138,8.4575,8.042,DOWN,0
2004-04-13,8.3319,8.4938,7.1454,8.4464,8.0565,DOWN,0
2004-04-14,8.0948,8.3121,7.1513,8.3623,8.0663,UP,1
2004-04-15,8.1778,8.1106,7.1575,8.307,8.0792,UP,1
2004-04-16,8.2133,8.1383,7.1637,8.2524,8.095,UP,1
2004-04-19,8.2844,8.1738,7.17,8.2204,8.1109,DOWN,0
2004-04-20,8.1323,8.2963,7.1754,8.1805,8.1214,UP,1
2004-04-21,8.1857,8.1225,7.1812,8.1987,8.1325,UP,1
2004-04-22,8.2864,8.2054,7.1876,8.2204,8.1431,DOWN,0
2004-04-23,8.2311,8.2469,7.1935,8.224,8.1516,DOWN,0
2004-04-26,8.1501,8.2114,7.1997,8.1971,8.1561,DOWN,0
2004-04-27,8.0652,8.1995,7.2055,8.1837,8.1591,DOWN,0
2004-04-28,8.002,8.0494,7.2108,8.147,8.1592,DOWN,0
2004-04-29,7.9644,8.002,7.2163,8.0826,8.1586,UP,1
2004-04-30,8.0,8.0,7.2232,8.0363,8.1592,UP,1
2004-05-03,8.1185,8.0138,7.2309,8.03,8.1624,DOWN,0
2004-05-04,8.0593,8.158,7.2382,8.0288,8.1649,DOWN,0
2004-05-05,7.9664,8.079,7.2455,8.0217,8.1652,DOWN,0
2004-05-06,7.9625,7.9763,7.2534,8.0213,8.1644,DOWN,0
2004-05-07,7.8044,7.923,7.2614,7.9822,8.1585,UP,1
2004-05-10,7.8104,7.8123,7.2685,7.9206,8.1502,DOWN,0
2004-05-11,7.7886,7.8598,7.2742,7.8665,8.1404,DOWN,0
2004-05-12,7.678,7.7886,7.279,7.8088,8.1289,UP,1
2004-05-13,7.8519,7.6919,7.2847,7.7867,8.1186,UP,1
2004-05-14,7.8677,7.8123,7.2904,7.7993,8.108,DOWN,0
2004-05-17,7.7195,7.8183,7.2952,7.7811,8.0946,UP,1
2004-05-18,7.8479,7.7156,7.3009,7.793,8.083,DOWN,0
2004-05-19,7.7136,7.8775,7.3063,7.8001,8.0704,UP,1
2004-05-20,7.7709,7.7136,7.3117,7.7839,8.0589,UP,1
2004-05-21,7.8558,7.763,7.3169,7.7815,8.0515,UP,1
2004-05-24,7.8993,7.9052,7.3226,7.8175,8.0444,UP,1
2004-05-25,8.0099,7.8657,7.3283,7.8499,8.0428,UP,1
2004-05-26,8.1126,8.0,7.335,7.9297,8.0423,UP,1
2004-05-27,8.2133,8.1126,7.3424,8.0182,8.0416,UP,1
2004-05-28,8.2272,8.2272,7.35,8.0924,8.0417,DOWN,0
2004-06-01,8.2153,8.2272,7.3576,8.1557,8.0433,UP,1
2004-06-02,8.239,8.2548,7.3652,8.2015,8.0475,DOWN,0
2004-06-03,8.2094,8.239,7.372,8.2208,8.0544,UP,1
2004-06-04,8.3733,8.2173,7.3792,8.2528,8.0685,UP,1
2004-06-07,8.4188,8.4128,7.3868,8.2912,8.0828,DOWN,0
2004-06-08,8.397,8.3911,7.3945,8.3275,8.094,DOWN,0
2004-06-09,8.3358,8.3773,7.4022,8.3469,8.1029,UP,1
2004-06-10,8.4148,8.3378,7.4107,8.388,8.1141,DOWN,0
2004-06-14,8.2706,8.4109,7.4184,8.3674,8.122,UP,1
2004-06-15,8.3556,8.2805,7.4268,8.3548,8.1244,DOWN,0
2004-06-16,8.3358,8.3753,7.4357,8.3425,8.125,UP,1
2004-06-17,8.4168,8.3457,7.4451,8.3587,8.1256,UP,1
2004-06-18,8.5096,8.3773,7.4546,8.3777,8.1255,DOWN,0
2004-06-21,8.4247,8.559,7.463,8.4085,8.1249,UP,1
2004-06-22,8.5432,8.4444,7.4718,8.446,8.126,DOWN,0
2004-06-23,8.5333,8.5432,7.4811,8.4855,8.1278,DOWN,0
2004-06-24,8.478,8.5432,7.4899,8.4978,8.1307,UP,1
2004-06-25,8.5649,8.4879,7.4989,8.5088,8.1401,DOWN,0
2004-06-28,8.5235,8.5827,7.5077,8.5286,8.147,DOWN,0
2004-06-29,8.5156,8.5333,7.517,8.5231,8.1531,DOWN,0
2004-06-30,8.484,8.5235,7.5261,8.5132,8.1571,DOWN,0
2004-07-01,8.3931,8.4741,7.5351,8.4962,8.1623,DOWN,0
2004-07-02,8.3417,8.3951,7.5431,8.4516,8.1654,DOWN,0
2004-07-06,8.3141,8.322,7.5511,8.4097,8.166,UP,1
2004-07-07,8.4049,8.316,7.5587,8.3876,8.1694,UP,1
2004-07-08,8.4267,8.3852,7.5663,8.3761,8.175,UP,1
2004-07-09,8.4484,8.4306,7.5745,8.3872,8.1826,UP,1
2004-07-12,8.5373,8.4642,7.5827,8.4263,8.1933,UP,1
2004-07-13,8.6025,8.557,7.5919,8.484,8.2061,UP,1
2004-07-14,8.6696,8.6321,7.6014,8.5369,8.2195,UP,1
2004-07-15,8.6815,8.6854,7.6114,8.5879,8.2308,DOWN,0
2004-07-16,8.6459,8.7012,7.6209,8.6274,8.2425,UP,1
2004-07-19,8.6479,8.6459,7.6303,8.6495,8.2561,DOWN,0
2004-07-20,8.1086,8.6499,7.6361,8.5507,8.259,DOWN,0
2004-07-21,7.9506,8.1086,7.6406,8.4069,8.262,DOWN,0
2004-07-22,7.8459,7.9526,7.6443,8.2398,8.2627,DOWN,0
2004-07-23,7.7748,7.842,7.6474,8.0656,8.2624,UP,1
2004-07-26,7.9111,7.7748,7.651,7.9182,8.2671,DOWN,0
2004-07-27,7.842,7.8914,7.6542,7.8649,8.2669,UP,1
2004-07-28,8.1284,7.8815,7.6598,7.9004,8.2721,UP,1
2004-07-29,8.1363,8.1679,7.6661,7.9585,8.2804,DOWN,0
2004-07-30,8.0869,8.1363,7.672,8.0209,8.2852,UP,1
2004-08-02,8.1067,8.1185,7.678,8.06,8.2931,UP,1
2004-08-03,8.2074,8.156,7.6849,8.1331,8.3018,DOWN,0
2004-08-04,8.1165,8.2193,7.6913,8.1308,8.307,DOWN,0
2004-08-05,8.0257,8.1165,7.6979,8.1086,8.3095,DOWN,0
2004-08-06,7.8993,7.9664,7.7043,8.0711,8.3073,UP,1
2004-08-09,7.9111,7.9486,7.7096,8.032,8.3033,UP,1
2004-08-10,7.9941,7.9111,7.716,7.9893,8.2989,DOWN,0
2004-08-11,7.9565,7.9802,7.7224,7.9573,8.2935,DOWN,0
2004-08-12,7.9012,7.9605,7.7287,7.9324,8.2872,DOWN,0
2004-08-13,7.8657,7.8716,7.7346,7.9257,8.2797,UP,1
2004-08-16,8.002,7.8914,7.7418,7.9439,8.2756,DOWN,0
2004-08-17,7.996,8.0,7.7482,7.9443,8.268,UP,1
2004-08-18,8.0691,7.996,7.7547,7.9668,8.2611,DOWN,0
2004-08-19,8.0395,8.0593,7.761,7.9945,8.2539,UP,1
2004-08-20,8.0988,8.0494,7.7673,8.0411,8.2492,DOWN,0
2004-08-23,7.9743,8.0889,7.7731,8.0356,8.2404,DOWN,0
2004-08-24,7.9328,8.0138,7.7791,8.0229,8.2336,UP,1
2004-08-25,7.9585,7.9605,7.7845,8.0008,8.2257,UP,1
2004-08-26,7.9723,7.9605,7.7903,7.9874,8.2184,UP,1
2004-08-27,8.0,7.9644,7.7966,7.9676,8.2101,DOWN,0
2004-08-30,7.9388,7.9704,7.8027,7.9605,8.1986,UP,1
2004-08-31,7.9763,7.9407,7.8084,7.9692,8.1897,DOWN,0
2004-09-01,7.9407,7.9763,7.8141,7.9656,8.1776,UP,1
2004-09-02,8.0257,7.9309,7.8202,7.9763,8.1675,UP,1
2004-09-03,8.0751,8.0257,7.8267,7.9913,8.1594,UP,1
2004-09-07,8.1758,8.0691,7.8339,8.0387,8.1516,DOWN,0
2004-09-08,8.083,8.1778,7.8409,8.06,8.1428,UP,1
2004-09-09,8.156,8.0988,7.849,8.1031,8.1356,UP,1
2004-09-10,8.2054,8.1679,7.857,8.1391,8.1301,UP,1
2004-09-13,8.3121,8.2548,7.8648,8.1865,8.1284,DOWN,0
2004-09-14,8.3062,8.3457,7.8726,8.2125,8.1277,UP,1
2004-09-15,8.4642,8.3417,7.8812,8.2888,8.1307,UP,1
2004-09-16,8.5551,8.4879,7.8902,8.3686,8.1337,UP,1
2004-09-17,8.6123,8.5412,7.899,8.45,8.1374,DOWN,0
2004-09-20,8.4662,8.6025,7.9075,8.4808,8.1378,UP,1
2004-09-21,8.5689,8.484,7.9165,8.5333,8.1384,DOWN,0
2004-09-22,8.397,8.559,7.9247,8.5199,8.1343,DOWN,0
2004-09-23,8.2923,8.3556,7.9326,8.4674,8.1268,DOWN,0
2004-09-24,8.2627,8.2825,7.9403,8.3974,8.1184,DOWN,0
2004-09-27,8.1264,8.2528,7.9476,8.3295,8.108,DOWN,0
2004-09-28,8.079,8.079,7.9544,8.2315,8.0966,UP,1
2004-09-29,8.0988,8.0691,7.9616,8.1719,8.0964,UP,1
2004-09-30,8.3279,8.1086,7.9706,8.179,8.104,UP,1
2004-10-01,8.4425,8.3674,7.9814,8.2149,8.1159,UP,1
2004-10-04,8.4721,8.4425,7.9917,8.284,8.1299,DOWN,0
2004-10-05,8.3259,8.4721,8.0016,8.3334,8.1382,UP,1
2004-10-06,8.3496,8.3358,8.0109,8.3836,8.1483,DOWN,0
2004-10-07,8.32,8.3398,8.0191,8.382,8.1521,DOWN,0
2004-10-08,8.2667,8.3062,8.027,8.3469,8.1547,UP,1
2004-10-11,8.2765,8.243,8.0346,8.3078,8.1585,UP,1
2004-10-12,8.3279,8.2667,8.0422,8.3081,8.163,DOWN,0
2004-10-13,8.2193,8.3556,8.0494,8.2821,8.1632,DOWN,0
2004-10-14,8.0,8.2291,8.0549,8.2181,8.1609,UP,1
2004-10-15,8.0553,8.0,8.0606,8.1758,8.1615,DOWN,0
2004-10-18,7.9072,7.9012,8.0657,8.1019,8.1616,DOWN,0
2004-10-19,7.7333,7.9565,8.0693,7.983,8.1581,UP,1
2004-10-20,7.7551,7.7353,8.0733,7.8902,8.1533,UP,1
2004-10-21,7.8953,7.761,8.0779,7.8692,8.1521,DOWN,0
2004-10-22,7.8301,7.8854,8.0819,7.8242,8.1506,UP,1
2004-10-25,7.8933,7.8025,8.0861,7.8214,8.1512,UP,1
2004-10-26,8.158,7.9427,8.0913,7.9064,8.1543,UP,1
2004-10-27,8.1837,8.1383,8.0959,7.9921,8.1581,UP,1
2004-10-28,8.4346,8.1877,8.1017,8.1,8.1654,UP,1
2004-10-29,8.4425,8.4247,8.1068,8.2224,8.1734,UP,1
2004-11-01,8.478,8.4286,8.1119,8.3394,8.181,UP,1
2004-11-02,8.559,8.4741,8.1173,8.4196,8.1927,DOWN,0
2004-11-03,8.5274,8.6479,8.1222,8.4883,8.2046,UP,1
2004-11-04,8.7407,8.5294,8.128,8.5495,8.2202,DOWN,0
2004-11-05,8.7111,8.8494,8.1339,8.6033,8.235,DOWN,0
2004-11-08,8.6894,8.6716,8.1395,8.6455,8.2488,UP,1
2004-11-09,8.7664,8.6914,8.1446,8.687,8.2654,UP,1
2004-11-10,8.8198,8.7862,8.1506,8.7455,8.2822,UP,1
2004-11-11,8.879,8.7901,8.1572,8.7731,8.301,DOWN,0
2004-11-12,8.8731,8.879,8.1638,8.8055,8.3179,DOWN,0
2004-11-15,8.8435,8.8494,8.17,8.8363,8.3333,UP,1
2004-11-16,8.8869,8.8336,8.1764,8.8604,8.3475,DOWN,0
2004-11-17,8.8751,8.9185,8.1831,8.8715,8.3634,DOWN,0
2004-11-18,8.8514,8.8593,8.1902,8.866,8.3773,DOWN,0
2004-11-19,8.7605,8.8612,8.1966,8.8435,8.3884,UP,1
2004-11-22,8.9244,8.7012,8.2032,8.8597,8.4006,DOWN,0
2004-11-23,8.9027,8.881,8.2096,8.8628,8.4126,DOWN,0
2004-11-24,8.8928,8.9126,8.2152,8.8664,8.4211,UP,1
2004-11-26,8.958,8.9027,8.221,8.8877,8.4292,DOWN,0
2004-11-29,8.8869,8.9877,8.2258,8.913,8.4347,UP,1
2004-11-30,8.958,8.8869,8.231,8.9197,8.4445,UP,1
2004-12-01,9.116,8.9877,8.2366,8.9624,8.4555,DOWN,0
2004-12-02,9.0469,9.1299,8.2419,8.9932,8.4685,UP,1
2004-12-03,9.0686,9.0568,8.2474,9.0153,8.484,DOWN,0
2004-12-06,8.9225,9.0686,8.2522,9.0224,8.4972,DOWN,0
2004-12-07,8.8395,8.9205,8.2567,8.9987,8.5114,UP,1
2004-12-08,8.8889,8.8494,8.2614,8.9533,8.5276,DOWN,0
2004-12-09,8.8711,8.8968,8.2657,8.9181,8.5431,DOWN,0
2004-12-10,8.8198,8.8514,8.2693,8.8683,8.5529,UP,1
2004-12-13,8.9679,8.8731,8.273,8.8774,8.5634,UP,1
2004-12-14,9.0153,8.9837,8.2768,8.9126,8.5743,UP,1
2004-12-15,9.0272,9.0607,8.2806,8.9402,8.5883,UP,1
2004-12-16,9.0667,9.0331,8.2841,8.9794,8.6027,UP,1
2004-12-17,9.0904,8.9975,8.2876,9.0335,8.6181,UP,1
2004-12-20,9.1042,9.1141,8.2912,9.0607,8.6348,UP,1
2004-12-21,9.1338,9.0963,8.2947,9.0844,8.652,UP,1
2004-12-22,9.1575,9.2049,8.2987,9.1105,8.6686,DOWN,0
2004-12-23,9.1299,9.1575,8.3027,9.1232,8.6868,UP,1
2004-12-27,9.1674,9.1496,8.3074,9.1386,8.7101,UP,1
2004-12-28,9.2563,9.1852,8.3124,9.169,8.7341,UP,1
2004-12-29,9.2642,9.2741,8.3183,9.1951,8.7613,UP,1
2004-12-30,9.28,9.2642,8.324,9.2196,8.7922,UP,1
2004-12-31,9.3175,9.3037,8.3293,9.2571,8.8235,DOWN,0
2005-01-03,9.2346,9.3412,8.3344,9.2705,8.8503,DOWN,0
2005-01-04,9.2089,9.2365,8.3398,9.261,8.8778,DOWN,0
2005-01-05,9.1872,9.1733,8.3455,9.2456,8.9037,UP,1
2005-01-06,9.2405,9.1852,8.3524,9.2377,8.9254,DOWN,0
2005-01-07,9.1832,9.2346,8.36,9.2109,8.9453,UP,1
2005-01-10,9.2247,9.1635,8.3676,9.2089,8.9611,UP,1
2005-01-11,9.2306,9.2148,8.3746,9.2132,8.9769,UP,1
2005-01-12,9.2919,9.2148,8.3816,9.2342,8.9932,UP,1
2005-01-13,9.3136,9.2701,8.3889,9.2488,9.0083,UP,1
2005-01-14,9.4499,9.3432,8.3967,9.3021,9.0267,UP,1
2005-01-18,9.4558,9.4301,8.4028,9.3483,9.041,DOWN,0
2005-01-19,9.3827,9.4815,8.4082,9.3788,9.0545,DOWN,0
2005-01-20,9.2504,9.3807,8.4125,9.3705,9.0657,DOWN,0
2005-01-21,9.2385,9.2247,8.4161,9.3555,9.0751,UP,1
2005-01-24,9.3017,9.2444,8.4204,9.3258,9.0848,DOWN,0
2005-01-25,9.2938,9.3314,8.4244,9.2934,9.0931,DOWN,0
2005-01-26,9.282,9.3294,8.4286,9.2733,9.1012,UP,1
2005-01-27,9.3195,9.282,8.4336,9.2871,9.1108,DOWN,0
2005-01-28,9.197,9.3175,8.4391,9.2788,9.117,UP,1
2005-01-31,9.4222,9.2405,8.4453,9.3029,9.1279,UP,1
2005-02-01,9.5012,9.4617,8.4517,9.3444,9.1409,DOWN,0
2005-02-02,9.4005,9.5131,8.4573,9.3681,9.1537,DOWN,0
2005-02-03,9.3373,9.4005,8.4633,9.3717,9.162,UP,1
2005-02-04,9.3393,9.3175,8.4691,9.4001,9.1707,UP,1
2005-02-07,9.3531,9.3827,8.4744,9.3863,9.1799,UP,1
2005-02-08,9.436,9.3728,8.4805,9.3732,9.1895,UP,1
2005-02-09,9.4519,9.444,8.487,9.3835,9.2008,UP,1
2005-02-10,9.4736,9.4716,8.494,9.4108,9.2111,UP,1
2005-02-11,9.5407,9.5032,8.5017,9.4511,9.2196,UP,1
2005-02-14,10.1472,9.6395,8.5126,9.6099,9.2416,UP,1
2005-02-15,10.2914,10.1728,8.5241,9.7809,9.266,UP,1
2005-02-16,10.4395,10.323,8.5357,9.9785,9.2964,DOWN,0
2005-02-17,10.1807,10.4889,8.5463,10.1199,9.3232,UP,1
2005-02-18,10.2321,10.2163,8.5576,10.2582,9.35,DOWN,0
2005-02-22,10.0563,10.242,8.5681,10.24,9.3737,UP,1
2005-02-23,10.1491,10.1235,8.5798,10.2116,9.4003,UP,1
2005-02-24,10.1511,10.1096,8.5915,10.1539,9.424,UP,1
2005-02-25,10.1906,10.1551,8.6035,10.1559,9.4475,DOWN,0
2005-02-28,10.1452,10.1906,8.6159,10.1385,9.4699,UP,1
2005-03-01,10.3723,10.1847,8.6285,10.2017,9.496,DOWN,0
2005-03-02,10.2874,10.323,8.6406,10.2293,9.5199,DOWN,0
2005-03-03,10.2064,10.317,8.653,10.2404,9.542,UP,1
2005-03-04,10.321,10.2914,8.6654,10.2665,9.5657,DOWN,0
2005-03-07,10.2519,10.319,8.678,10.2878,9.5876,DOWN,0
2005-03-08,10.0978,10.2025,8.6897,10.2329,9.607,DOWN,0
2005-03-09,9.9595,10.078,8.7002,10.1673,9.6228,DOWN,0
2005-03-10,9.9536,10.0089,8.7105,10.1167,9.6367,UP,1
2005-03-11,10.0622,9.9832,8.7207,10.065,9.6527,UP,1
2005-03-14,10.236,10.1432,8.7313,10.0618,9.6718,UP,1
2005-03-15,10.3012,10.5185,8.7418,10.1025,9.6915,DOWN,0
2005-03-16,10.1748,10.3012,8.7515,10.1456,9.7103,UP,1
2005-03-17,10.2222,10.2716,8.7616,10.1993,9.7306,DOWN,0
2005-03-18,10.0543,10.1748,8.7706,10.1977,9.7479,DOWN,0
2005-03-21,9.9556,10.1136,8.7794,10.1416,9.7622,DOWN,0
2005-03-22,9.9358,10.0385,8.7872,10.0685,9.7773,DOWN,0
2005-03-23,9.8765,10.084,8.7945,10.0089,9.7903,DOWN,0
2005-03-24,9.8173,9.8765,8.8016,9.9279,9.802,UP,1
2005-03-28,9.8509,9.8667,8.8091,9.8872,9.8132,DOWN,0
2005-03-29,9.8509,9.8805,8.8163,9.8663,9.824,UP,1
2005-03-30,9.8627,9.8864,8.8243,9.8517,9.8322,DOWN,0
2005-03-31,9.7975,9.8923,8.8315,9.8359,9.8391,DOWN,0
2005-04-01,9.6948,9.7798,8.8383,9.8114,9.8453,UP,1
2005-04-04,9.7679,9.7244,8.845,9.7948,9.8556,UP,1
2005-04-05,9.8054,9.7679,8.8515,9.7857,9.867,UP,1
2005-04-06,9.8133,9.8351,8.8585,9.7758,9.8772,UP,1
2005-04-07,9.8548,9.8252,8.865,9.7873,9.8884,DOWN,0
2005-04-08,9.7284,9.8252,8.871,9.794,9.8974,UP,1
2005-04-11,9.7896,9.7778,8.8776,9.7983,9.9068,UP,1
2005-04-12,9.9615,9.8193,8.8845,9.8295,9.9221,DOWN,0
2005-04-13,9.8104,9.9496,8.891,9.8289,9.9298,DOWN,0
2005-04-14,9.6889,9.8548,8.8968,9.7958,9.9336,DOWN,0
2005-04-15,9.6681,9.6741,8.9028,9.7837,9.9389,DOWN,0
2005-04-18,9.5852,9.7304,8.9087,9.7428,9.9439,UP,1
2005-04-19,9.7215,9.6148,8.9156,9.6948,9.9515,DOWN,0
2005-04-20,9.4874,9.7422,8.9215,9.6302,9.9542,UP,1
2005-04-21,9.4963,9.4874,8.9269,9.5917,9.9554,DOWN,0
2005-04-22,9.4341,9.443,8.932,9.5449,9.9551,UP,1
2005-04-25,9.5259,9.5437,8.9374,9.533,9.9561,DOWN,0
2005-04-26,9.5052,9.5467,8.9422,9.4898,9.9554,UP,1
2005-04-27,9.6504,9.5348,8.9475,9.5224,9.9455,DOWN,0
2005-04-28,9.5852,9.683,8.952,9.5401,9.9313,UP,1
2005-04-29,9.6296,9.5822,8.9568,9.5793,9.9151,DOWN,0
2005-05-02,9.597,9.6059,8.9615,9.5935,9.9035,UP,1
2005-05-03,9.7778,9.6415,8.9672,9.648,9.8944,UP,1
2005-05-04,9.9556,9.763,8.9764,9.709,9.8924,UP,1
2005-05-05,10.0089,9.9319,8.9867,9.7938,9.8896,UP,1
2005-05-06,10.0148,10.0741,8.9975,9.8708,9.8868,UP,1
2005-05-09,10.0415,9.9911,9.0089,9.9597,9.8839,DOWN,0
2005-05-10,9.9526,10.0119,9.0191,9.9947,9.88,UP,1
2005-05-11,10.243,9.9822,9.0311,10.0521,9.8774,DOWN,0
