ticker,CRM US Equity,CRM US Equity,CRM US Equity,CRM US Equity,CRM US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2008-09-04,13.475,13.355,13.8375,16.1147,15.4375,UP,1
2008-09-05,13.6125,13.1875,13.675,16.0332,15.438,UP,1
2008-09-08,13.7125,13.945,13.6165,15.9718,15.4348,DOWN,0
2008-09-09,13.025,13.7,13.464,15.8892,15.4294,UP,1
2008-09-10,14.0225,13.7375,13.5695,15.8285,15.4306,UP,1
2008-09-11,14.5,13.7125,13.7745,15.7679,15.438,DOWN,0
2008-09-12,14.3,14.385,13.912,15.7044,15.4439,DOWN,0
2008-09-15,13.7,13.5675,13.9095,15.6407,15.4443,UP,1
2008-09-16,14.06,13.4525,14.1165,15.5862,15.4456,DOWN,0
2008-09-17,13.33,13.6675,13.978,15.5187,15.4413,UP,1
2008-09-18,13.8275,13.3775,13.8435,15.4692,15.4407,UP,1
2008-09-19,13.9525,14.3125,13.774,15.4237,15.4413,DOWN,0
2008-09-22,13.0925,13.9375,13.6525,15.3692,15.4367,DOWN,0
2008-09-23,13.0575,12.92,13.452,15.3185,15.4313,DOWN,0
2008-09-24,12.7475,13.2075,13.3355,15.2565,15.4227,UP,1
2008-09-25,13.01,12.815,13.172,15.1817,15.4157,DOWN,0
2008-09-26,12.6625,12.6075,12.914,15.0868,15.4073,DOWN,0
2008-09-29,11.19,12.2675,12.5335,14.9569,15.3905,UP,1
2008-09-30,12.1,11.5175,12.342,14.852,15.3769,DOWN,0
2008-10-01,11.6025,11.94,12.113,14.7557,15.3605,DOWN,0
2008-10-02,11.0475,11.495,11.7205,14.6537,15.3423,DOWN,0
2008-10-03,10.3925,10.2375,11.2665,14.5443,15.3211,DOWN,0
2008-10-06,10.1,9.915,11.0485,14.4275,15.2967,DOWN,0
2008-10-07,8.985,9.6975,10.4255,14.294,15.2604,UP,1
2008-10-08,9.125,8.4675,9.93,14.1579,15.2263,DOWN,0
2008-10-09,8.4925,9.3325,9.419,14.0031,15.1888,DOWN,0
2008-10-10,8.14,7.7275,8.9685,13.8469,15.1497,UP,1
2008-10-13,9.4325,8.7475,8.835,13.7141,15.1168,DOWN,0
2008-10-14,8.975,10.0425,8.833,13.5684,15.0812,DOWN,0
2008-10-15,7.73,9.0325,8.554,13.3819,15.0415,UP,1
2008-10-16,8.1225,7.9125,8.48,13.2016,15.0067,DOWN,0
2008-10-17,7.8975,7.9575,8.4315,13.0214,14.97,UP,1
2008-10-20,7.955,8.0525,8.136,12.8326,14.9362,DOWN,0
2008-10-21,7.4975,7.7775,7.8405,12.6304,14.9015,DOWN,0
2008-10-22,6.8825,7.4075,7.671,12.4164,14.8675,DOWN,0
2008-10-23,6.8025,7.0075,7.407,12.2067,14.8336,DOWN,0
2008-10-24,6.67,6.2475,7.1615,12.004,14.7975,DOWN,0
2008-10-27,6.3275,6.57,6.836,11.799,14.761,UP,1
2008-10-28,7.1425,6.5775,6.765,11.6187,14.7272,UP,1
2008-10-29,7.515,7.0525,6.8915,11.4416,14.697,UP,1
2008-10-30,7.63,7.8075,7.057,11.2677,14.6672,UP,1
2008-10-31,7.74,7.63,7.271,11.1562,14.639,DOWN,0
2008-11-03,7.6475,7.4075,7.535,11.0293,14.6124,UP,1
2008-11-04,7.8825,7.8575,7.683,10.9043,14.5865,DOWN,0
2008-11-05,7.45,7.8875,7.67,10.7706,14.5547,DOWN,0
2008-11-06,7.0875,7.2525,7.5615,10.6272,14.5196,UP,1
2008-11-07,7.14,7.1575,7.4415,10.4816,14.4891,DOWN,0
2008-11-10,7.08,7.3725,7.328,10.3431,14.4576,DOWN,0
2008-11-11,6.6925,6.9075,7.09,10.2012,14.426,DOWN,0
2008-11-12,6.0825,6.6025,6.8165,10.0529,14.3934,UP,1
2008-11-13,6.845,6.1,6.768,9.9203,14.3628,DOWN,0
2008-11-14,6.6,6.5925,6.66,9.78,14.3311,DOWN,0
2008-11-17,6.3975,6.5075,6.5235,9.6337,14.2984,DOWN,0
2008-11-18,5.95,6.325,6.375,9.4923,14.2622,DOWN,0
2008-11-19,5.49,5.91,6.2565,9.3216,14.2298,UP,1
2008-11-20,5.7075,5.425,6.029,9.1458,14.1948,DOWN,0
2008-11-21,5.58,6.3825,5.825,8.9713,14.1591,UP,1
2008-11-24,6.6475,5.8175,5.875,8.8303,14.1238,DOWN,0
2008-11-25,6.4925,6.855,5.9835,8.679,14.0882,UP,1
2008-11-26,7.2225,6.43,6.33,8.5568,14.0544,DOWN,0
2008-11-28,7.155,7.3075,6.6195,8.4234,14.0213,DOWN,0
2008-12-01,6.7375,6.82,6.851,8.2791,13.9877,UP,1
2008-12-02,7.2675,6.55,6.975,8.1626,13.9597,UP,1
2008-12-03,7.9325,6.955,7.263,8.0601,13.9329,DOWN,0
2008-12-04,7.1675,7.7825,7.252,7.9485,13.9018,UP,1
2008-12-05,7.79,7.12,7.379,7.8441,13.8754,UP,1
2008-12-08,8.71,8.1075,7.7735,7.765,13.8509,DOWN,0
2008-12-09,8.335,8.5325,7.987,7.7079,13.8266,UP,1
2008-12-10,8.645,8.38,8.1295,7.6388,13.8041,DOWN,0
2008-12-11,7.8775,8.655,8.2715,7.5643,13.7664,UP,1
2008-12-12,7.9875,7.75,8.311,7.5031,13.7317,DOWN,0
2008-12-15,7.6275,8.025,8.0945,7.4478,13.6964,UP,1
2008-12-16,8.18,7.795,8.0635,7.4094,13.6649,UP,1
2008-12-17,8.295,8.1,7.9935,7.3956,13.6326,DOWN,0
2008-12-18,8.0375,8.315,8.0255,7.3739,13.6006,UP,1
2008-12-19,8.075,8.175,8.043,7.3655,13.5702,DOWN,0
2008-12-22,7.7725,8.0825,8.072,7.3582,13.5389,UP,1
2008-12-23,7.895,8.02,8.015,7.3274,13.5054,DOWN,0
2008-12-24,7.8875,7.885,7.9335,7.3056,13.472,DOWN,0
2008-12-26,7.855,7.9075,7.897,7.3081,13.4377,DOWN,0
2008-12-29,7.7325,7.7825,7.8285,7.3003,13.404,UP,1
2008-12-30,7.74,7.8,7.822,7.2972,13.3733,UP,1
2008-12-31,8.0025,7.7125,7.8435,7.2982,13.3401,UP,1
2009-01-02,8.505,8.025,7.967,7.3183,13.3118,DOWN,0
2009-01-05,8.3375,8.3825,8.0635,7.3474,13.2837,UP,1
2009-01-06,8.65,8.5325,8.247,7.3843,13.2524,DOWN,0
2009-01-07,8.0,8.4375,8.299,7.4109,13.2162,UP,1
2009-01-08,8.2275,8.0725,8.344,7.4489,13.1833,DOWN,0
2009-01-09,7.8825,8.16,8.2195,7.4637,13.152,DOWN,0
2009-01-12,7.7125,7.85,8.0945,7.4677,13.1195,DOWN,0
2009-01-13,7.4075,7.56,7.846,7.4633,13.0842,DOWN,0
2009-01-14,6.965,7.3425,7.639,7.4477,13.0425,DOWN,0
2009-01-15,6.9225,7.035,7.378,7.4332,12.9992,UP,1
2009-01-16,7.0325,7.0975,7.208,7.4163,12.9559,DOWN,0
2009-01-20,6.5175,6.97,6.969,7.3976,12.907,UP,1
2009-01-21,6.8925,6.7725,6.866,7.3937,12.8602,DOWN,0
2009-01-22,6.62,6.7125,6.797,7.3833,12.8135,UP,1
2009-01-23,6.7725,6.4775,6.767,7.3772,12.7683,UP,1
2009-01-26,6.875,6.8,6.7355,7.3808,12.7206,DOWN,0
2009-01-27,6.85,6.88,6.802,7.3962,12.6785,UP,1
2009-01-28,7.3475,7.0275,6.893,7.4062,12.6401,DOWN,0
2009-01-29,6.9,7.285,6.949,7.4122,12.6004,DOWN,0
2009-01-30,6.6525,6.96,6.925,7.4173,12.5567,UP,1
2009-02-02,6.66,6.625,6.882,7.4315,12.5123,UP,1
2009-02-03,7.5,6.7975,7.012,7.4717,12.4699,DOWN,0
2009-02-04,7.3325,7.505,7.009,7.5042,12.4282,UP,1
2009-02-05,7.68,7.1975,7.165,7.5462,12.3899,DOWN,0
2009-02-06,7.26,7.4825,7.2865,7.5585,12.3417,DOWN,0
2009-02-09,7.23,7.2,7.4005,7.5732,12.2925,DOWN,0
2009-02-10,6.7125,7.2275,7.243,7.563,12.241,UP,1
2009-02-11,6.8075,6.7925,7.138,7.5561,12.1907,DOWN,0
2009-02-12,6.77,6.73,6.956,7.5567,12.1409,DOWN,0
2009-02-13,6.715,6.7525,6.847,7.5457,12.091,DOWN,0
2009-02-17,6.485,6.6475,6.698,7.5167,12.0393,DOWN,0
2009-02-18,6.4425,6.595,6.644,7.5022,11.9874,UP,1
2009-02-19,6.4825,6.5725,6.579,7.4761,11.9331,UP,1
2009-02-20,6.5125,6.3875,6.5275,7.4321,11.878,DOWN,0
2009-02-23,6.5,6.6375,6.4845,7.3954,11.827,UP,1
2009-02-24,6.8675,6.4325,6.561,7.3599,11.7768,UP,1
2009-02-25,7.025,6.8675,6.6775,7.3428,11.7286,UP,1
2009-02-26,7.1375,7.05,6.8085,7.3258,11.6798,DOWN,0
2009-02-27,7.0,6.9875,6.906,7.3133,11.6298,DOWN,0
2009-03-02,6.83,6.88,6.972,7.2863,11.5772,UP,1
2009-03-03,7.04,6.8875,7.0065,7.2612,11.5259,UP,1
2009-03-04,7.505,7.1825,7.1025,7.2505,11.4775,UP,1
2009-03-05,7.5325,7.37,7.1815,7.2397,11.4324,DOWN,0
2009-03-06,7.5175,7.5525,7.285,7.2346,11.3914,UP,1
2009-03-09,7.7225,7.4375,7.4635,7.2311,11.3517,UP,1
2009-03-10,8.1225,7.85,7.68,7.2358,11.3095,UP,1
2009-03-11,8.3325,8.2,7.8455,7.2454,11.2673,UP,1
2009-03-12,8.465,8.4325,8.032,7.26,11.2244,DOWN,0
2009-03-13,8.1975,8.465,8.168,7.2692,11.1776,DOWN,0
2009-03-16,8.0675,8.22,8.237,7.2705,11.1286,UP,1
2009-03-17,8.49,8.17,8.3105,7.2702,11.0806,UP,1
2009-03-18,8.745,8.39,8.393,7.2783,11.0352,UP,1
2009-03-19,8.885,8.8725,8.477,7.283,10.9894,DOWN,0
2009-03-20,8.69,8.95,8.5755,7.2968,10.9422,UP,1
2009-03-23,9.2575,8.9675,8.8135,7.3174,10.8961,DOWN,0
2009-03-24,8.73,9.135,8.8615,7.3344,10.851,DOWN,0
2009-03-25,8.53,8.36,8.8185,7.3507,10.8065,UP,1
2009-03-26,8.9275,8.6125,8.827,7.3811,10.7619,DOWN,0
2009-03-27,8.52,8.7975,8.793,7.4122,10.7177,DOWN,0
2009-03-30,8.1425,8.4025,8.57,7.4366,10.6707,UP,1
2009-03-31,8.1825,8.1625,8.4605,7.4596,10.6206,DOWN,0
2009-04-01,8.1725,7.815,8.389,7.4927,10.5705,UP,1
2009-04-02,8.5375,8.295,8.311,7.5256,10.5231,UP,1
2009-04-03,9.3175,8.5325,8.4705,7.5796,10.4809,DOWN,0
2009-04-06,9.12,9.16,8.666,7.6265,10.4345,UP,1
2009-04-07,9.155,9.18,8.8605,7.6721,10.3889,UP,1
2009-04-08,9.345,9.28,9.095,7.722,10.3426,UP,1
2009-04-09,9.35,9.09,9.2575,7.7621,10.3008,UP,1
2009-04-13,9.5625,9.65,9.3065,7.8153,10.2602,DOWN,0
2009-04-14,9.48,9.465,9.3785,7.8719,10.2237,DOWN,0
2009-04-15,9.34,9.4075,9.4155,7.9255,10.1846,UP,1
2009-04-16,9.455,9.4575,9.4375,7.9646,10.1466,UP,1
2009-04-17,9.5825,9.44,9.484,8.0096,10.1068,DOWN,0
2009-04-20,9.24,9.375,9.4195,8.0408,10.0657,UP,1
2009-04-21,9.6975,9.1925,9.463,8.0895,10.0297,UP,1
2009-04-22,10.0,9.6675,9.595,8.1449,9.9958,DOWN,0
2009-04-23,9.82,9.9025,9.668,8.2071,9.9614,UP,1
2009-04-24,10.0425,9.905,9.76,8.2718,9.9301,UP,1
2009-04-27,10.1625,9.8725,9.9445,8.3396,9.8998,DOWN,0
2009-04-28,10.145,10.0375,10.034,8.4082,9.8714,UP,1
2009-04-29,10.3675,10.175,10.1075,8.4859,9.8453,UP,1
2009-04-30,10.7025,10.4925,10.284,8.5711,9.8195,DOWN,0
2009-05-01,10.3525,10.54,10.346,8.6485,9.7876,UP,1
2009-05-04,10.9075,10.4925,10.495,8.7364,9.7551,UP,1
2009-05-05,11.225,10.9025,10.711,8.8309,9.7228,DOWN,0
2009-05-06,10.9675,11.2775,10.831,8.9129,9.6909,DOWN,0
2009-05-07,10.295,11.0825,10.7495,8.9783,9.6603,DOWN,0
2009-05-08,10.26,10.4375,10.731,9.0407,9.6308,UP,1
2009-05-11,10.3175,10.0575,10.613,9.1071,9.6031,DOWN,0
2009-05-12,10.2175,10.4325,10.4115,9.1748,9.5745,DOWN,0
2009-05-13,9.7525,10.0775,10.1685,9.2291,9.5449,UP,1
2009-05-14,9.9425,9.79,10.098,9.2778,9.515,UP,1
2009-05-15,10.05,10.0,10.056,9.3282,9.4841,UP,1
2009-05-18,10.1,10.1325,10.0125,9.3798,9.4549,UP,1
2009-05-19,10.255,10.0825,10.02,9.4305,9.4258,DOWN,0
2009-05-20,10.0675,10.3275,10.083,9.4694,9.3948,DOWN,0
2009-05-21,9.9125,10.0425,10.077,9.501,9.3591,DOWN,0
2009-05-22,9.0375,9.07,9.8745,9.5124,9.3186,UP,1
2009-05-26,9.375,9.115,9.7295,9.536,9.2809,DOWN,0
2009-05-27,9.125,9.34,9.5035,9.5571,9.2396,UP,1
2009-05-28,9.4425,9.145,9.3785,9.5762,9.1987,UP,1
2009-05-29,9.4875,9.385,9.2935,9.591,9.1583,UP,1
2009-06-01,9.945,9.59,9.475,9.6122,9.1216,DOWN,0
2009-06-02,9.815,9.92,9.563,9.6347,9.0866,UP,1
2009-06-03,9.82,9.76,9.702,9.646,9.0528,DOWN,0
2009-06-04,9.8175,9.855,9.777,9.6677,9.0211,DOWN,0
2009-06-05,9.7825,9.9225,9.836,9.6928,8.9882,DOWN,0
2009-06-08,9.6775,9.7425,9.7825,9.7078,8.9549,UP,1
2009-06-09,9.895,9.7525,9.7985,9.7353,8.9379,UP,1
2009-06-10,9.9925,9.9975,9.833,9.7723,8.9179,UP,1
2009-06-11,10.4,10.0,9.9495,9.8166,8.8992,DOWN,0
2009-06-12,10.4,10.39,10.073,9.8612,8.8805,DOWN,0
2009-06-15,10.1575,10.25,10.169,9.8936,8.86,DOWN,0
2009-06-16,9.99,10.285,10.188,9.907,8.8378,UP,1
2009-06-17,10.125,10.0375,10.2145,9.9271,8.8184,DOWN,0
2009-06-18,10.04,10.2175,10.1425,9.9448,8.7997,DOWN,0
2009-06-19,9.9775,10.06,10.058,9.9575,8.7821,DOWN,0
2009-06-22,9.325,9.8025,9.8915,9.957,8.7614,UP,1
2009-06-23,9.4525,9.37,9.784,9.9548,8.7406,UP,1
2009-06-24,9.81,9.56,9.721,9.9614,8.7211,UP,1
2009-06-25,9.945,9.75,9.702,9.9735,8.7057,DOWN,0
2009-06-26,9.7275,9.8975,9.652,9.9789,8.6842,DOWN,0
2009-06-29,9.7275,9.75,9.7325,9.9818,8.6603,DOWN,0
2009-06-30,9.5425,9.7375,9.7505,9.9879,8.6365,UP,1
2009-07-01,9.7275,9.6263,9.734,9.9885,8.6167,DOWN,0
2009-07-02,9.54,9.59,9.653,9.9793,8.5941,DOWN,0
2009-07-06,9.27,9.4075,9.5615,9.9683,8.5738,DOWN,0
2009-07-07,8.8925,9.2225,9.3945,9.9453,8.5491,UP,1
2009-07-08,9.125,8.8825,9.311,9.9245,8.525,UP,1
2009-07-09,9.205,9.21,9.2065,9.9057,8.5055,UP,1
2009-07-10,9.315,9.1,9.1615,9.8847,8.4868,UP,1
2009-07-13,9.555,9.3775,9.2185,9.8617,8.4708,DOWN,0
2009-07-14,9.535,9.54,9.347,9.8454,8.4535,UP,1
2009-07-15,9.925,9.7325,9.507,9.8257,8.4398,UP,1
2009-07-16,10.02,9.825,9.67,9.8016,8.4339,UP,1
2009-07-17,10.21,10.0175,9.849,9.7865,8.4245,UP,1
2009-07-20,10.4325,10.3125,10.0245,9.7892,8.4186,UP,1
2009-07-21,10.4525,10.4325,10.208,9.7931,8.4157,UP,1
2009-07-22,10.6175,10.44,10.3465,9.7991,8.4168,UP,1
2009-07-23,11.0425,10.6375,10.551,9.8156,8.4215,UP,1
2009-07-24,11.2825,10.905,10.7655,9.8462,8.433,DOWN,0
2009-07-27,11.135,11.2625,10.906,9.87,8.443,DOWN,0
2009-07-28,10.89,10.7975,10.9935,9.8868,8.455,DOWN,0
2009-07-29,10.7975,10.805,11.0295,9.9008,8.4683,UP,1
2009-07-30,10.9325,10.8325,11.0075,9.9143,8.4758,DOWN,0
2009-07-31,10.835,10.9525,10.918,9.9297,8.4851,UP,1
2009-08-03,11.165,10.9875,10.924,9.9547,8.5023,UP,1
2009-08-04,11.3725,11.0575,11.0205,10.0014,8.5185,DOWN,0
2009-08-05,11.275,11.4275,11.116,10.0394,8.5354,UP,1
2009-08-06,11.3425,11.2625,11.198,10.0838,8.5524,UP,1
2009-08-07,11.6825,11.5,11.3675,10.1286,8.5733,DOWN,0
2009-08-10,11.4475,11.6975,11.424,10.1678,8.5961,DOWN,0
2009-08-11,11.1975,11.4475,11.389,10.1928,8.6181,UP,1
2009-08-12,12.0275,11.3025,11.5395,10.2371,8.6449,DOWN,0
2009-08-13,11.9975,12.02,11.6705,10.2806,8.6732,DOWN,0
2009-08-14,11.78,12.005,11.69,10.3199,8.6964,DOWN,0
2009-08-17,11.235,11.6475,11.6475,10.3489,8.715,DOWN,0
2009-08-18,11.075,11.2925,11.623,10.3769,8.7322,UP,1
2009-08-19,11.26,10.94,11.4695,10.4042,8.7498,UP,1
2009-08-20,11.545,11.31,11.379,10.4352,8.7693,UP,1
2009-08-21,13.4175,12.9125,11.7065,10.4956,8.797,DOWN,0
2009-08-24,13.195,13.55,12.0985,10.5515,8.8257,DOWN,0
2009-08-25,13.075,12.8475,12.4985,10.6098,8.8557,UP,1
2009-08-26,13.2175,13.085,12.89,10.6744,8.886,DOWN,0
2009-08-27,13.17,13.1925,13.215,10.7353,8.9165,DOWN,0
2009-08-28,13.0625,13.195,13.144,10.7957,8.9483,DOWN,0
2009-08-31,12.9675,12.95,13.0985,10.8555,8.9828,DOWN,0
2009-09-01,12.785,12.875,13.0405,10.9247,9.0125,UP,1
2009-09-02,12.89,12.725,12.975,10.9935,9.0439,UP,1
2009-09-03,13.0875,13.015,12.9585,11.059,9.0774,UP,1
2009-09-04,13.2,13.075,12.986,11.1241,9.1136,UP,1
2009-09-08,13.6125,13.27,13.115,11.2018,9.1542,UP,1
2009-09-09,13.87,13.655,13.332,11.2847,9.195,UP,1
2009-09-10,14.105,13.925,13.575,11.3759,9.2377,UP,1
2009-09-11,14.48,14.1825,13.8535,11.471,9.2768,DOWN,0
2009-09-14,14.3675,14.3825,14.087,11.5675,9.3162,DOWN,0
2009-09-15,14.1825,14.2825,14.201,11.6658,9.351,UP,1
2009-09-16,14.3375,14.2825,14.2945,11.7747,9.3869,UP,1
2009-09-17,14.635,14.3325,14.4005,11.8849,9.4264,DOWN,0
2009-09-18,14.5425,14.705,14.413,11.9916,9.4628,DOWN,0
2009-09-21,14.27,14.475,14.3935,12.0907,9.4945,DOWN,0
2009-09-22,14.2175,14.34,14.4005,12.184,9.5297,UP,1
2009-09-23,14.385,14.315,14.41,12.281,9.5627,DOWN,0
2009-09-24,14.025,14.455,14.288,12.363,9.5893,DOWN,0
2009-09-25,13.765,14.025,14.1325,12.4379,9.6164,UP,1
2009-09-28,14.3675,13.8375,14.152,12.521,9.645,DOWN,0
2009-09-29,14.29,14.35,14.1665,12.5982,9.6771,DOWN,0
2009-09-30,14.2325,14.2825,14.136,12.6738,9.7083,DOWN,0
2009-10-01,13.6375,14.155,14.0585,12.7342,9.7384,DOWN,0
2009-10-02,13.6275,13.625,14.031,12.7859,9.7656,UP,1
2009-10-05,14.105,13.6725,13.9785,12.8423,9.7947,UP,1
2009-10-06,14.6425,14.2425,14.049,12.9125,9.8277,DOWN,0
2009-10-07,14.61,14.64,14.1245,12.9869,9.8604,UP,1
2009-10-08,15.09,14.7325,14.415,13.0727,9.8969,UP,1
2009-10-09,15.2425,15.1225,14.738,13.1589,9.9337,UP,1
2009-10-12,15.3675,15.285,14.9905,13.2496,9.9711,DOWN,0
2009-10-13,15.2825,15.3275,15.1185,13.3319,10.0082,UP,1
2009-10-14,15.6225,15.6025,15.321,13.4169,10.0477,UP,1
2009-10-15,15.745,15.5,15.452,13.5063,10.0877,DOWN,0
2009-10-16,15.59,15.38,15.5215,13.5913,10.1256,UP,1
2009-10-19,15.7175,15.575,15.5915,13.672,10.1617,DOWN,0
2009-10-20,15.5375,15.765,15.6425,13.7538,10.1977,UP,1
2009-10-21,15.8725,15.625,15.6925,13.8473,10.2338,DOWN,0
2009-10-22,15.6675,15.875,15.677,13.9201,10.2721,UP,1
2009-10-23,15.78,15.77,15.715,13.9957,10.3099,DOWN,0
2009-10-26,15.355,15.845,15.6425,14.0672,10.3473,DOWN,0
2009-10-27,14.84,15.3725,15.503,14.1393,10.3829,DOWN,0
2009-10-28,14.48,14.7,15.2245,14.2074,10.4183,UP,1
2009-10-29,14.915,14.6375,15.074,14.2805,10.458,DOWN,0
2009-10-30,14.1875,15.0,14.7555,14.3334,10.4943,UP,1
2009-11-02,14.4525,14.2275,14.575,14.3541,10.5314,UP,1
2009-11-03,14.6475,14.2575,14.5365,14.3831,10.5721,UP,1
2009-11-04,14.69,14.69,14.5785,14.4154,10.6111,UP,1
2009-11-05,15.1575,14.8775,14.627,14.4542,10.6538,UP,1
2009-11-06,15.2525,15.0275,14.84,14.4959,10.6962,UP,1
2009-11-09,15.8725,15.6225,15.124,14.5521,10.7412,UP,1
2009-11-10,15.9175,15.835,15.378,14.6111,10.7865,DOWN,0
2009-11-11,15.8825,16.1525,15.6165,14.673,10.8292,DOWN,0
2009-11-12,15.725,15.9325,15.73,14.7297,10.8733,UP,1
2009-11-13,16.5325,16.155,15.986,14.7986,10.9227,UP,1
2009-11-16,16.7125,16.58,16.154,14.8689,10.973,DOWN,0
2009-11-17,16.4025,16.8025,16.251,14.9247,11.0175,DOWN,0
2009-11-18,15.9025,15.9325,16.255,14.9653,11.0603,DOWN,0
2009-11-19,15.645,15.84,16.239,14.9961,11.1001,DOWN,0
2009-11-20,15.64,15.5175,16.0605,15.0193,11.142,UP,1
2009-11-23,16.125,15.815,15.943,15.0545,11.1865,UP,1
2009-11-24,16.36,16.2725,15.9345,15.098,11.2348,DOWN,0
2009-11-25,16.2725,16.29,16.0085,15.1367,11.2821,DOWN,0
2009-11-27,15.8125,15.4775,16.042,15.1603,11.3273,DOWN,0
2009-11-30,15.67,15.71,16.048,15.1828,11.3721,UP,1
2009-12-01,16.08,15.6675,16.039,15.219,11.42,UP,1
2009-12-02,16.18,16.035,16.003,15.2583,11.4687,DOWN,0
2009-12-03,16.1725,16.2475,15.983,15.294,11.5172,UP,1
2009-12-04,16.4875,16.4275,16.118,15.3433,11.5671,DOWN,0
2009-12-07,16.4675,16.5325,16.2775,15.3973,11.6169,DOWN,0
2009-12-08,16.035,16.275,16.2685,15.4307,11.6627,DOWN,0
2009-12-09,15.9425,16.04,16.221,15.4637,11.7073,UP,1
2009-12-10,16.1725,16.05,16.221,15.5025,11.7525,DOWN,0
2009-12-11,15.815,16.2225,16.0865,15.5461,11.7966,UP,1
2009-12-14,16.23,15.99,16.039,15.5981,11.8436,UP,1
2009-12-15,16.2675,16.19,16.0855,15.6414,11.8897,UP,1
2009-12-16,16.445,16.3188,16.186,15.6774,11.9344,DOWN,0
2009-12-17,16.22,16.3775,16.1955,15.7096,11.9778,UP,1
2009-12-18,16.97,16.375,16.4265,15.7472,12.0251,UP,1
2009-12-21,17.43,16.9925,16.6665,15.791,12.0736,UP,1
2009-12-22,17.825,17.24,16.978,15.8401,12.1222,UP,1
2009-12-23,18.15,17.8275,17.319,15.8975,12.1712,UP,1
2009-12-24,18.165,18.2325,17.708,15.9483,12.2197,UP,1
2009-12-28,18.405,18.1025,17.995,16.0015,12.2708,UP,1
2009-12-29,18.66,18.4175,18.241,16.0629,12.3237,DOWN,0
2009-12-30,18.505,18.565,18.377,16.1187,12.3738,DOWN,0
2009-12-31,18.4425,18.52,18.4355,16.1768,12.4223,UP,1
2010-01-04,18.705,18.6525,18.5435,16.2334,12.4714,DOWN,0
2010-01-05,18.625,18.6125,18.5875,16.2926,12.5211,DOWN,0
2010-01-06,18.5925,18.6875,18.574,16.3488,12.5678,DOWN,0
2010-01-07,18.51,18.63,18.575,16.4119,12.6167,UP,1
2010-01-08,18.5375,18.5175,18.594,16.4859,12.6667,DOWN,0
2010-01-11,18.4125,18.65,18.5355,16.5645,12.7141,DOWN,0
2010-01-12,17.0725,17.61,18.225,16.6077,12.7569,UP,1
2010-01-13,17.125,17.07,17.9315,16.6664,12.8018,UP,1
2010-01-14,17.2975,17.1225,17.689,16.7233,12.8474,DOWN,0
2010-01-15,17.1575,17.2625,17.413,16.7735,12.8923,UP,1
2010-01-19,17.375,17.1475,17.2055,16.8272,12.9365,DOWN,0
2010-01-20,17.1375,17.2,17.2185,16.8668,12.9756,DOWN,0
2010-01-21,16.72,17.155,17.1375,16.8962,13.0136,DOWN,0
2010-01-22,16.135,16.6825,16.905,16.9014,13.0485,DOWN,0
2010-01-25,16.0325,16.37,16.68,16.9037,13.0819,UP,1
2010-01-26,16.3525,16.04,16.4755,16.9131,13.1169,DOWN,0
2010-01-27,16.35,16.3525,16.318,16.9256,13.1509,DOWN,0
2010-01-28,16.04,16.3075,16.182,16.9158,13.1837,DOWN,0
2010-01-29,15.8875,16.2025,16.1325,16.8993,13.2164,UP,1
2010-02-01,16.295,16.005,16.185,16.8971,13.2506,DOWN,0
2010-02-02,16.265,16.3125,16.1675,16.9044,13.284,UP,1
2010-02-03,16.405,16.2,16.1785,16.9196,13.3198,DOWN,0
2010-02-04,15.6075,16.21,16.092,16.9189,13.3494,DOWN,0
2010-02-05,15.52,15.6225,16.0185,16.9068,13.377,UP,1
2010-02-08,15.53,15.5225,15.8655,16.8902,13.4055,UP,1
2010-02-09,16.165,15.67,15.8455,16.8881,13.4362,UP,1
2010-02-10,16.1825,16.195,15.801,16.8955,13.4663,UP,1
2010-02-11,16.49,16.1925,15.9775,16.9119,13.498,DOWN,0
2010-02-12,16.2725,16.3575,16.128,16.9157,13.5275,UP,1
2010-02-16,16.55,16.3675,16.332,16.9231,13.5567,UP,1
2010-02-17,16.695,16.5575,16.438,16.9336,13.5885,UP,1
2010-02-18,17.1125,16.915,16.624,16.9461,13.6195,UP,1
2010-02-19,17.23,17.03,16.772,16.9613,13.6495,UP,1
2010-02-22,17.26,17.3275,16.9695,16.9858,13.681,DOWN,0
2010-02-23,17.06,17.1825,17.0715,17.0082,13.7148,UP,1
2010-02-24,17.36,17.08,17.2045,17.0319,13.7503,DOWN,0
2010-02-25,17.0025,17.2075,17.1825,17.0557,13.7837,DOWN,0
2010-02-26,16.9875,16.815,17.134,17.0708,13.8176,UP,1
2010-03-01,17.725,16.935,17.227,17.1,13.8574,UP,1
2010-03-02,17.96,17.6975,17.407,17.1303,13.8975,DOWN,0
2010-03-03,17.6425,17.9925,17.4635,17.1587,13.9355,UP,1
2010-03-04,17.7225,17.675,17.6075,17.1738,13.9736,UP,1
2010-03-05,18.07,17.8,17.824,17.1866,14.0127,UP,1
2010-03-08,18.2375,18.08,17.9265,17.1948,14.0535,UP,1
2010-03-09,18.42,18.0175,18.0185,17.2002,14.0961,UP,1
2010-03-10,18.7975,18.4125,18.2495,17.2129,14.1449,UP,1
2010-03-11,18.855,18.7025,18.476,17.2219,14.1923,UP,1
