ticker,CMG US Equity,CMG US Equity,CMG US Equity,CMG US Equity,CMG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2010-04-22,144.72,136.27,128.606,114.1648,95.7366,DOWN,0
2010-04-23,142.98,145.0,132.392,115.0342,96.0596,DOWN,0
2010-04-26,141.98,142.95,136.102,115.8514,96.3714,DOWN,0
2010-04-27,139.04,141.87,139.094,116.5348,96.6686,DOWN,0
2010-04-28,135.27,141.95,140.798,117.1644,96.9415,UP,1
2010-04-29,139.13,136.0,139.68,117.8578,97.2261,DOWN,0
2010-04-30,134.91,139.69,138.066,118.4764,97.4912,UP,1
2010-05-03,138.9,135.27,137.45,119.1546,97.7596,DOWN,0
2010-05-04,133.39,137.55,136.32,119.7438,98.0013,UP,1
2010-05-05,135.0,131.33,136.266,120.371,98.2348,DOWN,0
2010-05-06,131.52,134.98,134.744,120.9046,98.4489,DOWN,0
2010-05-07,128.83,130.39,133.528,121.4048,98.6491,UP,1
2010-05-10,136.92,134.99,133.132,122.049,98.8752,UP,1
2010-05-11,138.06,136.07,134.066,122.6516,99.11,UP,1
2010-05-12,142.37,139.5,135.54,123.2966,99.3619,DOWN,0
2010-05-13,141.85,143.9,137.606,123.932,99.593,DOWN,0
2010-05-14,138.61,141.42,139.562,124.5236,99.8146,UP,1
2010-05-17,139.03,139.21,139.984,125.0916,100.0397,UP,1
2010-05-18,139.66,140.25,140.304,125.6548,100.2688,DOWN,0
2010-05-19,138.91,138.08,139.612,126.1928,100.4884,DOWN,0
2010-05-20,133.84,134.0,138.01,126.6232,100.6732,UP,1
2010-05-21,135.77,131.6,137.442,127.0794,100.869,UP,1
2010-05-24,137.48,136.77,137.132,127.5294,101.0901,DOWN,0
2010-05-25,136.28,136.0,136.456,127.9714,101.303,UP,1
2010-05-26,138.09,139.29,136.292,128.439,101.5253,UP,1
2010-05-27,143.99,140.77,138.322,129.0184,101.7834,DOWN,0
2010-05-28,142.28,144.8,139.624,129.5806,102.0393,DOWN,0
2010-06-01,141.25,141.35,140.378,130.133,102.2918,UP,1
2010-06-02,147.61,142.36,142.644,130.7964,102.5901,UP,1
2010-06-03,148.9,148.45,144.806,131.469,102.9018,DOWN,0
2010-06-04,143.81,147.04,144.77,132.0582,103.1896,DOWN,0
2010-06-07,139.07,146.25,144.128,132.54,103.4536,UP,1
2010-06-08,142.03,139.72,144.284,133.1002,103.7215,UP,1
2010-06-09,143.37,143.59,143.436,133.6756,103.995,UP,1
2010-06-10,146.14,145.99,142.884,134.3088,104.2905,UP,1
2010-06-11,149.48,144.88,144.018,135.045,104.6076,DOWN,0
2010-06-14,148.77,151.63,145.958,135.7308,104.926,UP,1
2010-06-15,152.92,150.74,148.136,136.4032,105.2653,DOWN,0
2010-06-16,152.52,153.28,149.966,137.0102,105.6026,DOWN,0
2010-06-17,151.85,153.84,151.108,137.5978,105.9424,UP,1
2010-06-18,152.74,153.14,151.76,138.198,106.3,DOWN,0
2010-06-21,151.59,154.5,152.324,138.7794,106.65,DOWN,0
2010-06-22,145.15,152.2,150.77,139.2182,106.9532,UP,1
2010-06-23,147.3,144.44,149.726,139.6534,107.2606,DOWN,0
2010-06-24,144.76,147.67,148.308,140.0292,107.5473,UP,1
2010-06-25,146.84,145.53,147.128,140.4644,107.8406,DOWN,0
2010-06-28,145.96,147.12,146.002,140.9026,108.1262,DOWN,0
2010-06-29,138.44,144.0,144.66,141.2028,108.3804,DOWN,0
2010-06-30,136.81,138.5,142.562,141.4574,108.6246,UP,1
2010-07-01,138.67,136.15,141.344,141.6958,108.8708,DOWN,0
2010-07-02,137.24,138.65,139.424,141.5462,109.1081,DOWN,0
2010-07-06,135.26,138.8,137.284,141.3918,109.3294,UP,1
2010-07-07,138.45,135.82,137.286,141.3212,109.5533,UP,1
2010-07-08,139.57,139.55,137.838,141.3318,109.7872,UP,1
2010-07-09,140.41,139.98,138.186,141.4346,110.0247,DOWN,0
2010-07-12,139.93,139.42,138.724,141.4506,110.2636,UP,1
2010-07-13,142.76,140.35,140.224,141.6076,110.5134,UP,1
2010-07-14,143.72,142.62,141.278,141.704,110.7736,DOWN,0
2010-07-15,142.46,144.17,141.856,141.8854,111.0226,DOWN,0
2010-07-16,136.82,141.91,141.138,141.9218,111.2249,DOWN,0
2010-07-19,130.24,136.17,139.2,141.8962,111.3908,UP,1
2010-07-20,133.97,128.45,137.442,141.999,111.5944,DOWN,0
2010-07-21,129.6,135.75,134.618,141.8526,111.7826,UP,1
2010-07-22,133.16,131.49,132.758,141.7546,111.9861,UP,1
2010-07-23,145.5,137.01,134.494,141.8172,112.2549,UP,1
2010-07-26,148.57,145.6,138.16,141.9516,112.5407,DOWN,0
2010-07-27,148.28,149.67,141.022,142.145,112.8236,DOWN,0
2010-07-28,147.94,147.68,144.69,142.3232,113.1044,DOWN,0
2010-07-29,146.01,148.89,147.26,142.4502,113.3807,UP,1
2010-07-30,147.9,144.0,147.74,142.63,113.6616,UP,1
2010-08-02,150.51,150.06,148.128,142.9634,113.9529,UP,1
2010-08-03,151.24,150.29,148.72,143.2728,114.254,UP,1
2010-08-04,152.54,150.94,149.64,143.574,114.564,DOWN,0
2010-08-05,150.93,151.21,150.624,143.867,114.8614,UP,1
2010-08-06,151.6,148.29,151.364,144.1372,115.1737,DOWN,0
2010-08-09,151.34,152.1,151.53,144.2842,115.503,DOWN,0
2010-08-10,150.03,150.03,151.288,144.4392,115.8056,DOWN,0
2010-08-11,146.32,147.01,150.044,144.5406,116.1254,DOWN,0
2010-08-12,146.23,144.31,149.104,144.513,116.4487,DOWN,0
2010-08-13,142.63,146.16,147.31,144.3876,116.7632,UP,1
2010-08-16,144.97,142.27,146.036,144.4108,117.0868,UP,1
2010-08-17,147.87,146.64,145.604,144.5868,117.4172,UP,1
2010-08-18,149.42,147.71,146.224,144.7346,117.7569,DOWN,0
2010-08-19,147.92,149.01,146.562,144.8256,118.0831,UP,1
2010-08-20,149.84,147.11,148.004,144.8996,118.4187,DOWN,0
2010-08-23,149.56,150.92,148.922,144.9012,118.7544,DOWN,0
2010-08-24,145.69,147.22,148.486,144.8396,119.0536,UP,1
2010-08-25,147.61,144.4,148.124,144.7334,119.3594,UP,1
2010-08-26,148.48,148.43,148.236,144.6526,119.6605,UP,1
2010-08-27,153.03,150.35,148.874,144.6762,119.9762,DOWN,0
2010-08-30,148.84,153.68,148.73,144.5982,120.27,UP,1
2010-08-31,150.83,148.39,149.758,144.583,120.5864,UP,1
2010-09-01,159.41,152.88,152.118,144.8682,120.9391,UP,1
2010-09-02,164.19,161.49,155.26,145.206,121.3121,DOWN,0
2010-09-03,163.51,165.88,157.356,145.581,121.6848,UP,1
2010-09-07,164.78,163.21,160.544,145.9398,122.0708,UP,1
2010-09-08,166.05,165.67,163.588,146.3416,122.4737,DOWN,0
2010-09-09,162.82,165.05,164.27,146.8292,122.8684,UP,1
2010-09-10,166.01,163.4,164.634,147.4132,123.2727,UP,1
2010-09-13,168.37,167.5,165.606,148.0072,123.6946,UP,1
2010-09-14,168.52,167.69,166.354,148.6328,124.115,UP,1
2010-09-15,169.66,167.71,167.076,149.3208,124.5466,DOWN,0
2010-09-16,167.03,168.53,167.918,149.8924,124.9645,UP,1
2010-09-17,168.31,167.54,168.378,150.4672,125.383,UP,1
2010-09-20,170.13,168.66,168.73,151.0616,125.8061,DOWN,0
2010-09-21,168.31,170.54,168.688,151.6292,126.2316,DOWN,0
2010-09-22,165.74,167.59,167.904,152.0888,126.6363,UP,1
2010-09-23,166.66,164.66,167.83,152.5476,127.0501,UP,1
2010-09-24,173.19,168.5,168.806,153.1622,127.4966,UP,1
2010-09-27,175.83,173.58,169.946,153.9424,127.95,UP,1
2010-09-28,176.67,176.4,171.618,154.871,128.4029,DOWN,0
2010-09-29,176.03,175.94,173.676,155.7122,128.8465,DOWN,0
2010-09-30,172.0,177.11,174.744,156.5602,129.2572,UP,1
2010-10-01,174.5,173.8,175.006,157.387,129.6803,DOWN,0
2010-10-04,172.96,173.77,174.432,157.9362,130.1008,UP,1
2010-10-05,178.98,174.37,174.894,158.5444,130.5499,DOWN,0
2010-10-06,174.82,177.2,174.652,159.0752,130.9765,UP,1
2010-10-07,177.01,176.01,175.654,159.6566,131.413,DOWN,0
2010-10-08,176.56,177.0,176.066,160.2676,131.8415,UP,1
2010-10-11,178.6,176.56,177.194,160.8816,132.2836,UP,1
2010-10-12,180.91,178.36,177.58,161.4896,132.7365,UP,1
2010-10-13,180.98,181.91,178.812,162.0844,133.1862,UP,1
2010-10-14,181.27,180.65,179.664,162.659,133.6361,UP,1
2010-10-15,181.87,182.47,180.726,163.2778,134.0956,UP,1
2010-10-18,183.69,182.96,181.744,163.9196,134.5732,DOWN,0
2010-10-19,181.86,181.56,181.934,164.53,135.0433,DOWN,0
2010-10-20,180.75,182.76,181.888,165.1444,135.502,DOWN,0
2010-10-21,179.25,181.72,181.484,165.803,135.9616,UP,1
2010-10-22,205.77,188.98,186.264,166.9938,136.5583,DOWN,0
2010-10-25,205.65,207.0,190.656,168.2542,137.1271,UP,1
2010-10-26,212.86,205.0,196.856,169.612,137.7076,DOWN,0
2010-10-27,212.3,210.7,203.166,170.9006,138.292,DOWN,0
2010-10-28,210.42,213.78,209.4,172.1206,138.8659,DOWN,0
2010-10-29,210.21,209.82,210.288,173.3664,139.4199,UP,1
2010-11-01,211.08,211.89,211.374,174.5912,139.985,UP,1
2010-11-02,215.21,212.5,211.844,175.9042,140.5635,UP,1
2010-11-03,219.32,215.68,213.248,177.3768,141.1709,UP,1
2010-11-04,222.86,221.24,215.736,178.8818,141.7848,UP,1
2010-11-05,230.56,223.0,219.806,180.5234,142.4488,DOWN,0
2010-11-08,229.9,228.98,223.57,182.0608,143.1191,DOWN,0
2010-11-09,227.34,231.44,225.996,183.6308,143.7683,UP,1
2010-11-10,236.55,227.31,229.442,185.3452,144.4588,UP,1
2010-11-11,237.76,234.97,232.422,186.9122,145.1545,DOWN,0
2010-11-12,234.02,236.51,233.114,188.3088,145.8423,DOWN,0
2010-11-15,230.37,236.14,233.208,189.646,146.4923,DOWN,0
2010-11-16,225.09,229.58,232.758,190.8522,147.1135,UP,1
2010-11-17,230.96,225.0,231.64,192.1504,147.7664,DOWN,0
2010-11-18,227.64,230.69,229.616,193.4468,148.412,UP,1
2010-11-19,232.27,229.94,229.266,194.772,149.0974,UP,1
2010-11-22,242.92,232.04,231.776,196.263,149.8124,UP,1
2010-11-23,243.9,240.74,235.538,197.7706,150.5286,UP,1
2010-11-24,250.19,248.02,239.384,199.3812,151.282,UP,1
2010-11-26,255.65,249.0,244.986,201.1536,152.0547,UP,1
2010-11-29,257.01,254.74,249.934,202.9276,152.8154,UP,1
2010-11-30,258.49,256.14,253.048,204.6948,153.5889,UP,1
2010-12-01,258.82,261.54,256.032,206.505,154.3607,DOWN,0
2010-12-02,250.96,258.33,256.186,208.2094,155.0956,DOWN,0
2010-12-03,235.95,244.14,252.246,209.5952,155.7504,UP,1
2010-12-06,241.06,235.28,249.056,210.9526,156.436,UP,1
2010-12-07,241.54,245.97,245.666,212.2668,157.1255,DOWN,0
2010-12-08,236.17,242.39,241.136,213.4568,157.7822,DOWN,0
2010-12-09,235.63,238.75,238.07,214.6488,158.4412,UP,1
2010-12-10,238.22,236.21,238.524,215.9732,159.1088,DOWN,0
2010-12-13,226.11,239.67,235.534,217.0054,159.6997,UP,1
2010-12-14,227.9,225.56,232.806,218.1042,160.2886,DOWN,0
2010-12-15,226.79,227.32,230.93,219.0604,160.8721,UP,1
2010-12-16,234.77,229.57,230.758,220.2594,161.5008,UP,1
2010-12-17,238.02,236.18,230.718,221.4796,162.1378,DOWN,0
2010-12-20,236.1,239.85,232.716,222.6704,162.7608,DOWN,0
2010-12-21,234.36,236.77,234.008,223.7856,163.3725,DOWN,0
2010-12-22,231.78,234.17,235.006,224.803,163.9698,DOWN,0
2010-12-23,228.29,231.7,233.71,225.7492,164.5465,DOWN,0
2010-12-27,222.73,223.5,230.652,226.5784,165.0852,DOWN,0
2010-12-28,220.04,222.72,227.44,227.3418,165.6145,UP,1
2010-12-29,221.06,220.7,224.78,228.0892,166.1463,DOWN,0
2010-12-30,217.77,220.14,221.978,228.8074,166.66,DOWN,0
2010-12-31,212.66,217.41,218.852,229.4456,167.1525,UP,1
2011-01-03,223.63,215.26,219.032,230.3332,167.7025,DOWN,0
2011-01-04,222.37,222.61,219.498,230.6652,168.2421,DOWN,0
2011-01-05,221.0,221.47,219.486,230.9722,168.7708,UP,1
2011-01-06,226.5,227.21,221.232,231.245,169.3315,DOWN,0
2011-01-07,224.26,227.98,223.552,231.4842,169.8779,DOWN,0
2011-01-10,223.67,223.4,223.56,231.7492,170.4262,DOWN,0
2011-01-11,220.79,226.15,223.244,231.9608,170.9571,DOWN,0
2011-01-12,217.67,222.83,222.578,232.0926,171.4731,UP,1
2011-01-13,229.64,220.01,223.206,232.3812,172.0579,UP,1
2011-01-14,234.89,229.35,225.332,232.6926,172.66,DOWN,0
2011-01-18,232.7,235.96,227.138,232.8894,173.227,DOWN,0
2011-01-19,229.33,232.45,228.846,232.8648,173.7628,DOWN,0
2011-01-20,223.04,227.34,229.92,232.7276,174.2656,UP,1
2011-01-21,223.63,225.51,228.718,232.6534,174.7701,DOWN,0
2011-01-24,220.46,224.83,225.832,232.3316,175.2598,UP,1
2011-01-25,221.99,220.0,223.69,232.0162,175.7537,DOWN,0
2011-01-26,217.74,217.53,221.372,231.6906,176.2147,UP,1
2011-01-27,225.52,218.08,221.868,231.5936,176.7125,DOWN,0
2011-01-28,219.43,226.91,221.028,231.4804,177.1842,DOWN,0
2011-01-31,218.92,221.14,220.72,231.2396,177.6586,UP,1
2011-02-01,221.9,219.94,220.702,231.1248,178.1509,UP,1
2011-02-02,228.9,221.62,222.934,231.0574,178.675,UP,1
2011-02-03,239.22,228.35,225.674,230.9834,179.2374,UP,1
2011-02-04,246.31,240.41,231.05,231.0316,179.7453,UP,1
2011-02-07,247.55,248.27,236.776,230.9788,180.2682,DOWN,0
2011-02-08,247.26,244.5,241.848,230.811,180.7945,UP,1
2011-02-09,252.51,247.6,246.57,230.721,181.3619,UP,1
2011-02-10,256.63,253.45,250.052,230.6838,181.9687,UP,1
2011-02-11,268.73,248.91,254.536,230.882,182.6167,UP,1
2011-02-14,272.95,269.42,259.616,231.3218,183.3069,DOWN,0
2011-02-15,265.58,270.8,263.28,231.9144,183.9403,DOWN,0
2011-02-16,264.01,267.51,265.58,232.3734,184.5934,UP,1
2011-02-17,265.54,264.43,267.362,232.8534,185.2461,DOWN,0
2011-02-18,260.15,265.73,265.646,233.333,185.8893,DOWN,0
2011-02-22,251.9,256.27,261.436,233.6584,186.5046,DOWN,0
2011-02-23,244.19,251.06,257.158,233.7778,187.041,UP,1
2011-02-24,245.3,242.5,253.416,234.1616,187.5772,UP,1
2011-02-25,248.36,247.0,249.98,234.5708,188.1071,DOWN,0
2011-02-28,245.0,250.85,246.95,234.935,188.6229,DOWN,0
2011-03-01,241.15,243.0,244.8,235.0626,189.1356,UP,1
2011-03-02,242.82,242.16,244.526,235.1586,189.6545,UP,1
2011-03-03,246.85,246.11,244.836,235.3736,190.1905,UP,1
2011-03-04,255.0,247.6,246.164,235.7864,190.7709,DOWN,0
2011-03-07,252.56,255.48,247.676,236.202,191.3645,DOWN,0
2011-03-08,249.67,245.42,249.38,236.6296,191.934,UP,1
2011-03-09,251.41,248.7,251.098,237.2032,192.5037,UP,1
2011-03-10,253.22,247.35,252.372,237.8668,193.0884,DOWN,0
2011-03-11,252.76,251.55,251.924,238.5008,193.6617,UP,1
2011-03-14,255.25,251.06,252.462,239.2504,194.218,UP,1
2011-03-15,258.0,249.85,254.128,240.1572,194.7966,UP,1
2011-03-16,258.22,258.84,255.49,240.849,195.3815,DOWN,0
2011-03-17,251.66,263.0,255.178,241.4348,195.9017,DOWN,0
2011-03-18,246.81,256.0,253.988,241.951,196.3913,UP,1
2011-03-21,247.5,250.0,252.438,242.371,196.9097,DOWN,0
2011-03-22,243.89,248.5,249.616,242.7636,197.4338,UP,1
2011-03-23,246.98,244.32,247.368,243.2298,197.9586,UP,1
2011-03-24,250.98,249.21,247.232,243.8336,198.4966,UP,1
2011-03-25,256.74,251.82,249.218,244.615,199.0496,UP,1
2011-03-28,257.96,258.27,251.31,245.1814,199.592,UP,1
2011-03-29,266.12,256.99,255.756,245.806,200.1788,UP,1
2011-03-30,272.2,271.52,260.8,246.596,200.7752,UP,1
2011-03-31,272.37,270.3,265.078,247.4568,201.3744,UP,1
2011-04-01,274.0,273.26,268.53,248.476,201.9852,DOWN,0
2011-04-04,273.91,276.0,271.72,249.4816,202.591,UP,1
2011-04-05,278.02,272.14,274.1,250.6328,203.2232,DOWN,0
2011-04-06,275.76,280.05,274.812,251.7082,203.8762,DOWN,0
2011-04-07,274.7,273.0,275.278,252.8474,204.5132,DOWN,0
2011-04-08,269.24,275.97,274.326,253.7218,205.1356,DOWN,0
2011-04-11,268.41,268.6,273.226,254.7014,205.7435,UP,1
2011-04-12,274.3,265.88,272.482,255.809,206.3852,UP,1
2011-04-13,281.31,277.72,273.592,256.9972,207.0995,UP,1
2011-04-14,282.91,280.11,275.234,258.0774,207.83,UP,1
2011-04-15,285.13,283.99,278.412,258.9956,208.5623,DOWN,0
2011-04-18,283.37,282.06,281.404,259.7368,209.293,DOWN,0
2011-04-19,279.85,283.31,282.514,260.3828,210.0159,UP,1
2011-04-20,288.1,283.49,283.872,261.1996,210.7642,DOWN,0
2011-04-21,277.3,282.48,282.75,261.6954,211.4528,DOWN,0
2011-04-25,272.65,275.54,280.254,262.0158,212.114,DOWN,0
2011-04-26,264.94,273.0,276.568,261.94,212.7391,DOWN,0
2011-04-27,263.0,265.6,273.198,261.741,213.3403,UP,1
2011-04-28,265.64,261.9,268.706,261.7422,213.9499,UP,1
2011-04-29,266.79,265.66,266.604,261.7978,214.5715,UP,1
2011-05-02,267.08,268.8,265.49,261.8286,215.2228,DOWN,0
2011-05-03,260.41,266.14,264.584,261.8338,215.8737,UP,1
2011-05-04,260.53,257.1,264.09,262.0064,216.5065,UP,1
2011-05-05,265.77,258.4,264.116,262.438,217.1873,UP,1
2011-05-06,268.1,270.11,264.378,262.894,217.862,DOWN,0
2011-05-09,266.41,268.1,264.244,263.255,218.4666,UP,1
2011-05-10,269.85,266.35,266.132,263.752,219.073,UP,1
2011-05-11,274.3,270.0,268.886,264.415,219.7031,UP,1
2011-05-12,275.88,272.07,270.908,265.0762,220.3428,UP,1
2011-05-13,280.4,276.16,273.368,265.7472,221.0147,DOWN,0
2011-05-16,272.69,278.7,274.624,266.101,221.6387,UP,1
2011-05-17,274.51,271.0,275.556,266.54,222.2587,UP,1
2011-05-18,278.75,275.17,276.446,267.1216,222.8962,UP,1
2011-05-19,281.12,280.8,277.494,267.7158,223.5391,DOWN,0
2011-05-20,279.89,279.99,277.392,268.2492,224.1839,UP,1
2011-05-23,283.33,277.52,279.52,268.8606,224.8426,DOWN,0
2011-05-24,280.57,284.24,280.732,269.367,225.4887,UP,1
2011-05-25,284.11,280.3,281.804,269.8892,226.1591,UP,1
2011-05-26,290.88,284.8,283.756,270.5424,226.8819,UP,1
2011-05-27,292.94,291.02,286.366,271.368,227.6155,DOWN,0
2011-05-31,289.07,294.53,287.514,272.2132,228.3477,DOWN,0
2011-06-01,285.56,288.5,288.512,272.9744,229.0506,UP,1
2011-06-02,285.79,287.13,288.848,273.8124,229.7402,UP,1
2011-06-03,286.51,281.95,287.974,274.603,230.4257,DOWN,0
2011-06-06,280.74,285.01,285.534,275.1982,231.0898,UP,1
2011-06-07,281.3,281.99,283.98,275.6894,231.7471,DOWN,0
2011-06-08,277.11,279.82,282.29,276.0724,232.3848,UP,1
2011-06-09,277.87,276.9,280.706,276.3074,233.0457,DOWN,0
2011-06-10,271.87,277.31,277.778,276.3008,233.667,DOWN,0
2011-06-13,270.9,271.99,275.81,276.2714,234.2791,UP,1
2011-06-14,276.77,273.81,274.904,276.3268,234.8978,UP,1
2011-06-15,277.3,274.75,274.942,276.3946,235.5401,DOWN,0
2011-06-16,271.81,277.3,273.73,276.2704,236.145,DOWN,0
2011-06-17,268.97,274.0,273.15,276.1346,236.6928,UP,1
2011-06-20,276.05,268.0,274.18,276.1616,237.2521,UP,1
2011-06-21,285.25,277.16,275.876,276.4818,237.8608,DOWN,0
2011-06-22,284.46,285.12,277.308,276.8028,238.4592,UP,1
2011-06-23,290.78,281.65,281.102,277.1324,239.0829,UP,1
2011-06-24,293.25,292.38,285.958,277.3712,239.735,UP,1
2011-06-27,301.46,293.26,291.04,277.7422,240.4123,UP,1
2011-06-28,304.72,302.5,294.934,278.134,241.094,DOWN,0
2011-06-29,304.46,306.5,298.934,278.5558,241.7737,UP,1
2011-06-30,308.19,305.24,302.416,279.1226,242.4664,UP,1
2011-07-01,315.72,307.24,306.91,279.675,243.2098,UP,1
2011-07-05,321.45,315.98,310.908,280.558,243.9755,UP,1
2011-07-06,324.94,320.88,314.952,281.6038,244.7496,UP,1
2011-07-07,328.49,326.66,319.758,282.8748,245.5505,DOWN,0
2011-07-08,325.3,324.75,323.18,284.1208,246.3483,DOWN,0
2011-07-11,320.69,321.7,324.174,285.2218,247.1184,DOWN,0
2011-07-12,319.71,320.46,323.826,286.2802,247.851,UP,1
2011-07-13,325.18,322.31,323.874,287.4422,248.5978,DOWN,0
2011-07-14,324.63,327.44,323.102,288.7266,249.3376,DOWN,0
2011-07-15,324.6,325.06,322.962,290.008,250.0804,UP,1
2011-07-18,327.99,324.78,324.422,291.2524,250.8604,UP,1
2011-07-19,333.71,330.2,327.222,292.5646,251.6564,DOWN,0
2011-07-20,330.02,324.75,328.19,293.8368,252.4417,DOWN,0
2011-07-21,328.22,330.5,328.908,295.0042,253.1879,UP,1
2011-07-22,335.52,329.66,331.092,296.2286,253.9914,DOWN,0
2011-07-25,334.46,332.79,332.386,297.4002,254.7787,DOWN,0
2011-07-26,331.4,333.44,331.924,298.4202,255.5529,DOWN,0
2011-07-27,322.74,329.18,330.468,299.4212,256.2736,UP,1
2011-07-28,324.16,323.0,329.656,300.4142,256.9898,UP,1
2011-07-29,324.58,320.89,327.468,301.3308,257.7078,UP,1
2011-08-01,327.55,328.97,326.086,302.2594,258.4392,DOWN,0
2011-08-02,320.65,325.62,323.936,303.0746,259.1331,UP,1
2011-08-03,325.58,321.01,324.504,303.9196,259.8426,DOWN,0
2011-08-04,311.4,322.5,321.952,304.5362,260.4903,UP,1
2011-08-05,311.52,314.34,319.34,305.0844,261.1441,DOWN,0
2011-08-08,291.7,303.2,312.17,305.1008,261.7064,UP,1
2011-08-09,302.56,294.02,308.552,305.2932,262.1903,DOWN,0
2011-08-10,299.76,298.61,303.388,305.507,262.6609,UP,1
2011-08-11,316.28,303.36,304.364,306.1214,263.178,UP,1
2011-08-12,317.7,319.04,305.6,306.7596,263.705,UP,1
2011-08-15,319.68,319.5,311.196,307.423,264.2513,DOWN,0
2011-08-16,315.89,317.62,313.862,308.126,264.7797,DOWN,0
2011-08-17,309.44,317.05,315.798,308.6888,265.2715,DOWN,0
2011-08-18,284.5,301.55,309.442,308.8366,265.6179,DOWN,0
2011-08-19,279.37,281.6,301.776,308.8666,265.9182,DOWN,0
2011-08-22,273.2,283.13,292.48,308.8932,266.1699,UP,1
2011-08-23,294.56,275.49,288.214,309.3664,266.4899,UP,1
2011-08-24,296.46,294.95,285.618,309.7602,266.8227,DOWN,0
2011-08-25,289.24,298.36,286.566,309.999,267.1322,UP,1
2011-08-26,298.88,288.96,290.468,310.5404,267.4438,UP,1
2011-08-29,305.25,300.75,296.878,311.266,267.7813,UP,1
2011-08-30,311.21,304.7,300.208,311.9692,268.1672,UP,1
2011-08-31,313.37,313.66,303.59,312.5316,268.5822,DOWN,0
2011-09-01,309.17,314.03,307.576,313.0258,269.0026,DOWN,0
2011-09-02,305.5,302.43,308.9,313.3202,269.3753,UP,1
2011-09-06,310.43,298.97,309.936,313.6638,269.7893,DOWN,0
2011-09-07,308.69,313.9,309.432,313.8084,270.1714,UP,1
2011-09-08,311.34,307.38,309.026,313.9408,270.5135,DOWN,0
2011-09-09,305.17,308.05,308.226,313.955,270.8198,UP,1
2011-09-12,307.75,301.81,308.676,313.9462,271.1076,UP,1
2011-09-13,311.41,306.31,308.872,313.86,271.3864,UP,1
2011-09-14,315.91,312.98,310.316,313.7492,271.6809,UP,1
2011-09-15,316.15,318.0,311.278,313.5734,271.9692,UP,1
2011-09-16,318.06,316.57,313.856,313.3648,272.2654,UP,1
2011-09-19,336.14,315.5,319.534,313.5816,272.6913,DOWN,0
2011-09-20,333.19,337.03,323.89,313.8316,273.1775,UP,1
2011-09-21,333.25,331.03,327.358,314.1024,273.6385,DOWN,0
2011-09-22,325.94,325.03,329.316,314.1176,274.0605,DOWN,0
2011-09-23,320.5,322.79,329.804,314.035,274.4821,UP,1
2011-09-26,329.44,324.74,328.464,314.1318,274.9512,DOWN,0
2011-09-27,320.61,334.48,325.948,313.9842,275.3631,DOWN,0
2011-09-28,319.06,322.47,323.11,313.6912,275.8279,DOWN,0
2011-09-29,313.14,323.82,320.55,313.3536,276.2541,DOWN,0
2011-09-30,302.95,308.09,317.04,312.8482,276.6349,DOWN,0
2011-10-03,292.7,300.81,309.692,311.9918,276.9245,UP,1
2011-10-04,301.09,290.0,305.788,311.3244,277.2399,DOWN,0
2011-10-05,300.79,300.92,302.134,310.7122,277.5633,DOWN,0
2011-10-06,298.99,292.75,299.304,310.2372,277.8865,DOWN,0
2011-10-07,294.59,296.98,297.632,309.6458,278.2005,UP,1
2011-10-10,307.85,298.77,300.662,309.3112,278.5983,UP,1
2011-10-11,309.95,305.02,302.434,308.9592,279.0344,UP,1
2011-10-12,314.0,313.47,305.076,308.8262,279.5042,UP,1
2011-10-13,317.31,311.36,308.74,308.6608,279.9855,UP,1
2011-10-14,320.8,320.0,313.982,308.8488,280.5006,DOWN,0
2011-10-17,319.79,319.6,316.37,309.0142,281.0363,UP,1
2011-10-18,319.85,320.5,318.35,309.5772,281.5174,DOWN,0
2011-10-19,310.27,319.47,317.604,309.7314,281.9569,DOWN,0
2011-10-20,307.91,308.97,315.724,309.8944,282.3914,UP,1
2011-10-21,333.49,320.07,318.262,310.2386,282.9264,UP,1
2011-10-24,342.49,334.0,322.802,310.7344,283.5175,DOWN,0
2011-10-25,334.18,339.59,325.668,311.0244,284.0701,DOWN,0
2011-10-26,332.85,338.96,330.184,311.3636,284.6304,UP,1
2011-10-27,343.52,341.25,337.306,312.0452,285.2596,DOWN,0
2011-10-28,341.4,341.32,338.888,313.1832,285.8184,DOWN,0
2011-10-31,336.12,338.98,337.614,314.3182,286.3246,DOWN,0
2011-11-01,328.18,326.64,336.414,315.4178,286.802,UP,1
2011-11-02,329.62,332.99,335.768,316.119,287.3034,UP,1
2011-11-03,337.5,333.63,334.564,316.9398,287.8757,UP,1
2011-11-04,338.97,334.31,334.078,317.9344,288.4524,UP,1
2011-11-07,339.16,338.87,334.686,318.74,289.0459,UP,1
2011-11-08,339.87,341.0,337.024,319.4324,289.6353,DOWN,0
2011-11-09,332.84,333.01,337.668,319.865,290.2108,DOWN,0
2011-11-10,325.88,336.92,335.344,320.1152,290.7126,UP,1
2011-11-11,332.02,329.82,333.954,320.5722,291.2756,DOWN,0
2011-11-14,327.03,330.75,331.528,321.0028,291.8161,UP,1
2011-11-15,327.46,326.0,329.046,321.3434,292.3439,DOWN,0
2011-11-16,316.67,325.03,325.812,321.503,292.7828,DOWN,0
2011-11-17,313.61,316.71,323.358,321.5484,293.1547,DOWN,0
