ticker,CZR US Equity,CZR US Equity,CZR US Equity,CZR US Equity,CZR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-03-09,5.14,5.0,4.914,4.2642,,UP,1
2015-03-10,5.55,5.1,5.092,4.2876,,DOWN,0
2015-03-11,5.43,5.56,5.222,4.312,,DOWN,0
2015-03-12,5.36,5.47,5.296,4.3344,,DOWN,0
2015-03-13,5.11,5.36,5.318,4.3538,,DOWN,0
2015-03-16,5.0,5.13,5.29,4.3728,,UP,1
2015-03-17,5.08,4.93,5.196,4.3936,,DOWN,0
2015-03-18,4.73,5.02,5.056,4.4032,,DOWN,0
2015-03-19,4.61,4.82,4.906,4.414,,UP,1
2015-03-20,4.83,4.57,4.85,4.4248,,UP,1
2015-03-23,4.92,4.81,4.834,4.4392,,UP,1
2015-03-24,5.02,4.93,4.822,4.4559,,DOWN,0
2015-03-25,4.95,4.97,4.866,4.4709,,UP,1
2015-03-26,5.04,4.88,4.952,4.4878,,UP,1
2015-03-27,5.12,4.995,5.01,4.5082,,DOWN,0
2015-03-30,5.04,5.12,5.034,4.5264,,DOWN,0
2015-03-31,5.03,5.0,5.036,4.5432,,UP,1
2015-04-01,5.12,5.0,5.07,4.562,,UP,1
2015-04-02,5.25,5.11,5.112,4.5864,,UP,1
2015-04-06,5.34,5.16,5.156,4.613,,UP,1
2015-04-07,5.91,5.8,5.33,4.6507,,UP,1
2015-04-08,6.08,5.99,5.54,4.6927,,UP,1
2015-04-09,6.14,6.17,5.744,4.7355,,UP,1
2015-04-10,6.33,6.21,5.96,4.7817,,UP,1
2015-04-13,6.64,6.3,6.22,4.8351,,DOWN,0
2015-04-14,6.62,6.64,6.362,4.8882,,UP,1
2015-04-15,6.84,6.63,6.514,4.9468,,UP,1
2015-04-16,7.0,6.8,6.686,5.009,,DOWN,0
2015-04-17,6.91,7.0,6.802,5.0694,,UP,1
2015-04-20,7.19,7.0,6.912,5.1302,,UP,1
2015-04-21,7.2,7.29,7.028,5.1918,,UP,1
2015-04-22,7.5,7.23,7.16,5.2582,,DOWN,0
2015-04-23,7.2,7.5,7.2,5.319,,DOWN,0
2015-04-24,7.0,7.3,7.218,5.3758,,DOWN,0
2015-04-27,7.0,7.19,7.18,5.432,,DOWN,0
2015-04-28,6.91,6.95,7.122,5.4862,,UP,1
2015-04-29,7.0,6.83,7.022,5.5412,,UP,1
2015-04-30,7.05,7.0,6.992,5.5996,,UP,1
2015-05-01,7.1,7.0,7.012,5.6516,,DOWN,0
2015-05-04,7.09,7.1,7.03,5.7024,,DOWN,0
2015-05-05,7.05,7.05,7.058,5.7534,,UP,1
2015-05-06,7.06,7.1,7.07,5.8016,,DOWN,0
2015-05-07,6.99,7.05,7.058,5.8514,,UP,1
2015-05-08,7.09,7.01,7.056,5.9022,,DOWN,0
2015-05-11,7.08,6.9,7.054,5.9518,,UP,1
2015-05-12,7.12,7.02,7.068,6.004,,UP,1
2015-05-13,7.53,7.12,7.162,6.0614,,UP,1
2015-05-14,7.87,7.53,7.338,6.1232,,UP,1
2015-05-15,8.0,7.9,7.52,6.1834,,UP,1
2015-05-18,8.08,8.0,7.72,6.245,,UP,1
2015-05-19,8.26,8.07,7.948,6.3074,,DOWN,0
2015-05-20,8.2,8.28,8.082,6.3604,,DOWN,0
2015-05-21,8.16,8.25,8.14,6.415,,DOWN,0
2015-05-22,8.16,8.1,8.172,6.471,,UP,1
2015-05-26,8.73,8.24,8.302,6.5434,,DOWN,0
2015-05-27,8.52,8.75,8.354,6.6138,,DOWN,0
2015-05-28,8.31,8.55,8.376,6.6784,,DOWN,0
2015-05-29,8.16,8.25,8.376,6.747,,UP,1
2015-06-01,8.37,8.1,8.418,6.8222,,DOWN,0
2015-06-02,8.2,8.44,8.312,6.8896,,UP,1
2015-06-03,8.49,8.23,8.306,6.961,,DOWN,0
2015-06-04,8.28,8.44,8.3,7.0262,,DOWN,0
2015-06-05,8.25,8.22,8.318,7.0922,,DOWN,0
2015-06-08,8.06,8.25,8.256,7.1526,,DOWN,0
2015-06-09,7.73,8.09,8.162,7.2048,,DOWN,0
2015-06-10,7.61,7.77,7.986,7.2562,,UP,1
2015-06-11,7.9,7.61,7.91,7.3136,,DOWN,0
2015-06-12,7.88,8.21,7.836,7.3688,,UP,1
2015-06-15,7.92,7.84,7.808,7.4222,,UP,1
2015-06-16,7.99,7.96,7.86,7.4752,,DOWN,0
2015-06-17,7.83,7.98,7.904,7.5136,,DOWN,0
2015-06-18,7.76,7.78,7.876,7.5472,,UP,1
2015-06-19,7.79,7.9,7.858,7.5802,,DOWN,0
2015-06-22,7.69,7.73,7.812,7.6074,,DOWN,0
2015-06-23,7.52,7.75,7.718,7.625,,DOWN,0
2015-06-24,7.45,7.49,7.642,7.6416,,UP,1
2015-06-25,7.96,7.7,7.682,7.664,,DOWN,0
2015-06-26,7.76,7.93,7.676,7.6792,,UP,1
2015-06-29,7.91,7.83,7.72,7.6992,,DOWN,0
2015-06-30,7.82,7.92,7.78,7.7118,,UP,1
2015-07-01,7.91,7.84,7.872,7.726,,DOWN,0
2015-07-02,7.83,7.96,7.846,7.7326,,UP,1
2015-07-06,8.13,7.83,7.92,7.7512,,DOWN,0
2015-07-07,8.05,8.25,7.948,7.7722,,DOWN,0
2015-07-08,8.01,7.89,7.986,7.7924,5.3824,UP,1
2015-07-09,8.33,8.07,8.07,7.8208,5.4023,UP,1
2015-07-10,8.95,8.35,8.294,7.8598,5.4257,DOWN,0
2015-07-13,8.89,8.95,8.446,7.8966,5.4485,UP,1
2015-07-14,9.18,8.84,8.672,7.9382,5.4744,DOWN,0
2015-07-15,9.02,9.14,8.874,7.9768,5.4975,DOWN,0
2015-07-16,9.02,9.09,9.012,8.0162,5.5214,DOWN,0
2015-07-17,8.79,9.06,8.98,8.0508,5.5443,DOWN,0
2015-07-20,8.77,8.88,8.956,8.0864,5.5677,UP,1
2015-07-21,8.83,8.83,8.886,8.1212,5.5905,UP,1
2015-07-22,8.98,8.84,8.878,8.1592,5.6146,DOWN,0
2015-07-23,8.71,9.11,8.816,8.191,5.6375,UP,1
2015-07-24,8.78,8.64,8.814,8.216,5.6614,DOWN,0
2015-07-27,8.37,8.74,8.734,8.226,5.682,DOWN,0
2015-07-28,8.27,8.37,8.622,8.2314,5.7029,DOWN,0
2015-07-29,8.11,8.27,8.448,8.232,5.7234,UP,1
2015-07-30,8.29,8.06,8.364,8.2326,5.745,UP,1
2015-07-31,8.45,8.31,8.298,8.2376,5.7672,DOWN,0
2015-08-03,8.41,8.42,8.306,8.2426,5.7893,UP,1
2015-08-04,8.78,8.45,8.408,8.255,5.8134,DOWN,0
2015-08-05,8.76,8.86,8.538,8.2556,5.8372,UP,1
2015-08-06,8.98,9.0,8.676,8.2648,5.8618,UP,1
2015-08-07,9.15,8.93,8.816,8.2816,5.8875,UP,1
2015-08-10,9.41,9.25,9.016,8.3066,5.9143,DOWN,0
2015-08-11,9.28,9.39,9.116,8.3248,5.9405,DOWN,0
2015-08-12,9.26,9.23,9.216,8.346,5.9663,UP,1
2015-08-13,9.35,9.3,9.29,8.3632,5.9923,DOWN,0
2015-08-14,8.8,9.3,9.22,8.3736,6.0155,UP,1
2015-08-17,9.79,8.82,9.296,8.4044,6.0443,DOWN,0
2015-08-18,9.72,9.79,9.384,8.4376,6.0725,DOWN,0
2015-08-19,9.7,9.69,9.472,8.477,6.1004,DOWN,0
2015-08-20,9.36,9.65,9.474,8.512,6.126,UP,1
2015-08-21,9.6,9.19,9.634,8.546,6.153,DOWN,0
2015-08-24,9.08,9.27,9.492,8.57,6.1771,UP,1
2015-08-25,9.09,9.36,9.366,8.5934,6.2013,UP,1
2015-08-26,9.27,9.33,9.28,8.619,6.2265,UP,1
2015-08-27,9.5,9.32,9.308,8.6524,6.253,UP,1
2015-08-28,9.7,9.52,9.328,8.6912,6.2805,DOWN,0
2015-08-31,9.42,9.11,9.396,8.7238,6.3062,DOWN,0
2015-09-01,9.3,9.27,9.438,8.756,6.3312,UP,1
2015-09-02,9.37,9.4,9.458,8.793,6.3564,UP,1
2015-09-03,9.39,9.38,9.436,8.8318,6.3821,DOWN,0
2015-09-04,9.21,9.27,9.338,8.8568,6.4069,UP,1
2015-09-08,9.35,9.37,9.324,8.8886,6.4326,DOWN,0
2015-09-09,9.06,9.47,9.276,8.9116,6.4569,UP,1
2015-09-10,9.16,9.1,9.234,8.9384,6.4812,UP,1
2015-09-11,9.25,9.12,9.206,8.9652,6.5059,DOWN,0
2015-09-14,9.15,9.3,9.194,8.9916,6.5305,UP,1
2015-09-15,9.29,9.23,9.182,9.0148,6.5563,UP,1
2015-09-16,9.38,9.32,9.246,9.0414,6.5825,UP,1
2015-09-17,9.77,9.44,9.368,9.0766,6.6104,DOWN,0
2015-09-18,9.28,9.59,9.374,9.0956,6.6355,UP,1
2015-09-21,9.5,9.35,9.444,9.1066,6.6616,DOWN,0
2015-09-22,9.23,9.52,9.432,9.1134,6.6864,DOWN,0
2015-09-23,9.22,9.29,9.4,9.1142,6.7113,UP,1
2015-09-24,9.3,9.19,9.306,9.1198,6.7371,DOWN,0
2015-09-25,9.05,9.43,9.26,9.1204,6.7618,DOWN,0
2015-09-28,8.795,9.0,9.119,9.1205,6.7855,UP,1
2015-09-29,9.02,8.8,9.077,9.1255,6.8102,DOWN,0
2015-09-30,9.02,9.13,9.037,9.1293,6.8351,UP,1
2015-10-01,9.06,9.08,8.989,9.1309,6.8596,UP,1
2015-10-02,9.25,9.02,9.029,9.1417,6.8846,DOWN,0
2015-10-05,9.0,9.25,9.07,9.1461,6.9084,UP,1
2015-10-06,9.06,9.03,9.078,9.1599,6.9322,UP,1
2015-10-07,9.26,9.09,9.126,9.1797,6.9573,DOWN,0
2015-10-08,9.17,9.26,9.148,9.2009,6.9815,UP,1
2015-10-09,9.19,9.24,9.136,9.2189,7.0058,UP,1
2015-10-12,9.29,9.22,9.194,9.2357,7.0303,DOWN,0
2015-10-13,9.29,9.29,9.24,9.2533,7.0557,UP,1
2015-10-14,9.39,9.26,9.266,9.2655,7.0815,UP,1
2015-10-15,9.41,9.45,9.314,9.2785,7.1078,DOWN,0
2015-10-16,9.41,9.44,9.358,9.2871,7.1346,DOWN,0
2015-10-19,9.08,9.4,9.316,9.2857,7.1598,DOWN,0
2015-10-20,8.88,9.03,9.234,9.2751,7.183,DOWN,0
2015-10-21,8.74,8.94,9.104,9.2643,7.2063,UP,1
2015-10-22,9.09,8.82,9.04,9.2609,7.2303,UP,1
2015-10-23,9.4,9.2,9.038,9.2619,7.2563,DOWN,0
2015-10-26,9.22,9.36,9.066,9.2703,7.2815,DOWN,0
2015-10-27,9.13,8.89,9.116,9.2571,7.3061,UP,1
2015-10-28,9.49,9.14,9.266,9.2525,7.3326,UP,1
2015-10-29,9.82,9.6,9.412,9.2549,7.3612,UP,1
2015-10-30,9.9,9.91,9.512,9.2657,7.3901,UP,1
2015-11-02,10.03,10.0,9.674,9.2743,7.4193,DOWN,0
2015-11-03,10.0,10.0,9.848,9.2927,7.4484,UP,1
2015-11-04,10.05,10.01,9.96,9.3119,7.4785,DOWN,0
2015-11-05,9.83,10.0,9.962,9.3231,7.5076,UP,1
2015-11-06,9.89,9.77,9.96,9.3309,7.5369,DOWN,0
2015-11-09,9.63,9.89,9.88,9.3295,7.5651,UP,1
2015-11-10,9.73,9.63,9.826,9.3357,7.5938,DOWN,0
2015-11-11,9.62,9.77,9.74,9.3421,7.6218,DOWN,0
2015-11-12,9.21,9.55,9.616,9.3389,7.648,DOWN,0
2015-11-13,9.14,9.16,9.466,9.3339,7.6739,DOWN,0
2015-11-16,8.87,9.12,9.314,9.3271,7.6987,DOWN,0
2015-11-17,8.71,8.85,9.11,9.3143,7.7228,UP,1
2015-11-18,8.94,8.75,8.974,9.3119,7.748,DOWN,0
2015-11-19,8.71,8.98,8.874,9.3029,7.7708,UP,1
2015-11-20,8.82,8.77,8.81,9.2943,7.7943,UP,1
2015-11-23,8.83,8.77,8.802,9.2879,7.8176,UP,1
2015-11-24,9.24,8.97,8.908,9.2869,7.843,UP,1
2015-11-25,9.26,9.4,8.972,9.2845,7.8685,UP,1
2015-11-27,9.79,9.29,9.188,9.2849,7.8965,DOWN,0
2015-11-30,9.69,9.92,9.362,9.2931,7.9239,UP,1
2015-12-01,9.75,9.73,9.546,9.2981,7.9514,DOWN,0
2015-12-02,9.48,9.75,9.594,9.3031,7.9782,UP,1
2015-12-03,9.74,9.48,9.69,9.3135,8.0044,UP,1
2015-12-04,10.39,9.73,9.81,9.3353,8.0336,DOWN,0
2015-12-07,10.23,10.28,9.918,9.3589,8.0622,UP,1
2015-12-08,10.29,10.21,10.026,9.3888,8.0904,DOWN,0
2015-12-09,10.23,10.27,10.176,9.413,8.1191,DOWN,0
2015-12-10,10.15,10.12,10.258,9.4356,8.1471,DOWN,0
2015-12-11,10.0,10.03,10.18,9.4544,8.1741,DOWN,0
2015-12-14,9.66,9.98,10.066,9.4626,8.1998,DOWN,0
2015-12-15,9.62,9.7,9.932,9.475,8.2246,UP,1
2015-12-16,9.88,9.72,9.862,9.4914,8.2501,UP,1
2015-12-17,10.57,10.0,9.946,9.5176,8.278,DOWN,0
2015-12-18,10.31,10.61,10.008,9.5404,8.3046,DOWN,0
2015-12-21,10.1,10.36,10.096,9.5586,8.3294,UP,1
2015-12-22,10.17,10.12,10.206,9.5762,8.3525,UP,1
2015-12-23,10.36,10.25,10.302,9.5976,8.3771,UP,1
2015-12-24,11.19,10.47,10.426,9.6336,8.4063,UP,1
2015-12-28,11.23,11.19,10.61,9.67,8.4369,UP,1
2015-12-29,11.4,11.15,10.87,9.7098,8.4689,DOWN,0
2015-12-30,11.1,11.35,11.056,9.7502,8.499,DOWN,0
2015-12-31,11.0,11.06,11.184,9.7926,8.5303,DOWN,0
2016-01-04,10.59,10.85,11.064,9.8296,8.5602,UP,1
2016-01-05,11.09,10.63,11.036,9.8696,8.5915,UP,1
2016-01-06,11.1,10.95,10.976,9.9036,8.6224,DOWN,0
2016-01-07,10.65,10.83,10.886,9.9322,8.6506,UP,1
2016-01-08,10.66,10.69,10.818,9.9628,8.6791,DOWN,0
2016-01-11,10.66,10.61,10.832,9.9862,8.7072,DOWN,0
2016-01-12,10.54,10.78,10.722,10.0006,8.7343,DOWN,0
2016-01-13,10.54,10.56,10.61,10.0134,8.7618,DOWN,0
2016-01-14,10.38,10.65,10.556,10.0204,8.7886,DOWN,0
2016-01-15,10.34,10.14,10.492,10.0272,8.8147,UP,1
2016-01-19,10.56,10.45,10.472,10.0374,8.8412,DOWN,0
2016-01-20,10.55,10.42,10.474,10.0518,8.8673,UP,1
2016-01-21,10.65,10.43,10.496,10.067,8.891,UP,1
2016-01-22,10.77,10.88,10.574,10.0898,8.9144,DOWN,0
2016-01-25,10.64,10.56,10.634,10.108,8.9369,DOWN,0
2016-01-26,10.59,10.65,10.64,10.1274,8.9582,DOWN,0
2016-01-27,10.48,10.57,10.626,10.1528,8.9774,DOWN,0
2016-01-28,10.33,10.53,10.562,10.1766,8.996,DOWN,0
2016-01-29,10.32,10.32,10.472,10.2056,9.0134,UP,1
2016-02-01,10.33,10.3,10.41,10.238,9.03,DOWN,0
2016-02-02,10.33,10.25,10.358,10.2658,9.0471,DOWN,0
2016-02-03,10.05,10.37,10.272,10.2926,9.0614,DOWN,0
2016-02-04,9.95,10.04,10.196,10.3152,9.0752,DOWN,0
2016-02-05,9.52,9.92,10.036,10.329,9.0853,DOWN,0
2016-02-08,9.46,9.39,9.862,10.3334,9.0966,DOWN,0
2016-02-09,9.17,9.35,9.63,10.3316,9.1074,UP,1
2016-02-10,9.25,9.25,9.47,10.3208,9.1187,DOWN,0
2016-02-11,9.18,9.09,9.316,10.3106,9.13,UP,1
2016-02-12,9.23,9.37,9.258,10.3002,9.1412,UP,1
2016-02-16,9.4,9.36,9.246,10.2986,9.1529,UP,1
2016-02-17,9.65,9.42,9.342,10.2968,9.1657,DOWN,0
2016-02-18,9.6,9.59,9.412,10.281,9.1782,DOWN,0
2016-02-19,9.57,9.58,9.49,10.2678,9.1908,UP,1
2016-02-22,9.75,9.56,9.594,10.257,9.2043,DOWN,0
2016-02-23,9.53,9.67,9.62,10.243,9.217,UP,1
2016-02-24,9.69,9.41,9.628,10.2338,9.23,UP,1
2016-02-25,9.87,9.69,9.682,10.2312,9.2439,UP,1
2016-02-26,9.92,9.86,9.752,10.2364,9.2579,UP,1
2016-02-29,10.01,9.89,9.804,10.2442,9.2703,UP,1
2016-03-01,10.21,10.06,9.94,10.2508,9.282,UP,1
2016-03-02,10.5,10.27,10.102,10.2494,9.2945,DOWN,0
2016-03-03,10.5,10.6,10.228,10.2532,9.3066,UP,1
2016-03-04,10.51,10.47,10.346,10.2614,9.3179,UP,1
2016-03-07,10.6,10.56,10.464,10.27,9.3299,DOWN,0
2016-03-08,10.5,10.5,10.522,10.2728,9.3416,UP,1
2016-03-09,10.77,10.59,10.576,10.2644,9.3546,UP,1
2016-03-10,11.03,10.79,10.682,10.2604,9.3661,DOWN,0
2016-03-11,10.86,11.06,10.752,10.2496,9.3778,DOWN,0
2016-03-14,10.8,10.97,10.792,10.2436,9.3903,DOWN,0
2016-03-15,10.8,10.84,10.852,10.2396,9.4035,UP,1
2016-03-16,11.01,10.81,10.9,10.248,9.4167,DOWN,0
2016-03-17,11.0,11.03,10.894,10.2462,9.4307,DOWN,0
2016-03-18,10.98,11.12,10.918,10.2438,9.4431,DOWN,0
2016-03-21,10.95,11.0,10.948,10.2498,9.4565,DOWN,0
2016-03-22,10.84,10.9,10.956,10.2534,9.4694,UP,1
2016-03-23,10.87,10.85,10.928,10.2576,9.4835,UP,1
2016-03-24,10.88,10.79,10.904,10.2644,9.4992,UP,1
2016-03-28,11.01,10.87,10.91,10.2738,9.5162,UP,1
2016-03-29,11.54,10.95,11.028,10.297,9.5344,UP,1
2016-03-30,11.6,11.6,11.18,10.3222,9.553,DOWN,0
2016-03-31,11.44,11.57,11.294,10.3398,9.5706,DOWN,0
2016-04-01,11.16,11.41,11.35,10.352,9.5865,UP,1
2016-04-04,11.48,11.13,11.444,10.3686,9.6047,UP,1
2016-04-05,11.7,11.39,11.476,10.3872,9.6244,UP,1
2016-04-06,11.85,11.65,11.526,10.4114,9.6447,DOWN,0
2016-04-07,11.84,11.89,11.606,10.4364,9.6655,UP,1
2016-04-08,12.23,11.9,11.82,10.4714,9.689,UP,1
2016-04-11,12.5,12.21,12.024,10.5148,9.7143,UP,1
2016-04-12,12.62,12.49,12.208,10.5608,9.7376,UP,1
2016-04-13,12.67,12.74,12.372,10.6076,9.7621,DOWN,0
2016-04-14,12.5,12.69,12.504,10.651,9.7851,UP,1
2016-04-15,12.72,12.47,12.602,10.7044,9.8096,UP,1
2016-04-18,12.83,12.8,12.668,10.762,9.8342,UP,1
2016-04-19,12.95,12.9,12.734,10.8306,9.8598,DOWN,0
2016-04-20,12.65,13.0,12.73,10.8944,9.8824,DOWN,0
2016-04-21,12.54,12.59,12.738,10.9618,9.9048,UP,1
2016-04-22,12.63,12.52,12.72,11.0294,9.9279,DOWN,0
2016-04-25,12.61,12.67,12.676,11.098,9.9493,UP,1
2016-04-26,12.86,12.61,12.658,11.1706,9.9689,DOWN,0
2016-04-27,12.78,12.85,12.684,11.2382,9.9883,UP,1
2016-04-28,13.25,12.84,12.826,11.3102,10.0087,DOWN,0
2016-04-29,13.11,13.28,12.922,11.3804,10.0291,UP,1
2016-05-02,13.36,13.15,13.072,11.4562,10.0508,DOWN,0
2016-05-03,13.21,13.34,13.142,11.5254,10.0729,DOWN,0
2016-05-04,12.9,13.12,13.166,11.5928,10.0936,UP,1
2016-05-05,13.15,12.96,13.146,11.662,10.1152,UP,1
2016-05-06,13.43,12.55,13.21,11.7332,10.1374,UP,1
2016-05-09,13.6,13.53,13.258,11.8068,10.1619,UP,1
2016-05-10,13.96,13.6,13.408,11.8858,10.1878,DOWN,0
2016-05-11,13.82,13.99,13.592,11.958,10.215,DOWN,0
2016-05-12,13.79,13.9,13.72,12.0238,10.2426,DOWN,0
2016-05-13,13.6,13.77,13.754,12.0858,10.2701,UP,1
2016-05-16,13.87,13.58,13.808,12.153,10.298,DOWN,0
2016-05-17,13.37,13.87,13.69,12.2084,10.3226,UP,1
2016-05-18,13.89,13.36,13.704,12.2762,10.35,DOWN,0
2016-05-19,13.74,13.8,13.694,12.3356,10.3748,DOWN,0
2016-05-20,13.66,13.83,13.706,12.3882,10.3993,DOWN,0
2016-05-23,13.32,13.65,13.596,12.4374,10.421,UP,1
2016-05-24,13.84,13.46,13.69,12.4982,10.4444,UP,1
2016-05-25,13.95,13.88,13.702,12.5612,10.4671,UP,1
2016-05-26,14.09,13.93,13.772,12.6228,10.4912,UP,1
2016-05-27,14.4,14.13,13.92,12.6908,10.5169,UP,1
2016-05-31,14.9,14.51,14.236,12.7692,10.5446,DOWN,0
2016-06-01,14.8,14.78,14.428,12.8462,10.5746,UP,1
2016-06-02,14.82,14.84,14.602,12.9258,10.5998,UP,1
2016-06-03,14.85,14.91,14.754,13.0054,10.6254,UP,1
2016-06-06,14.87,14.93,14.848,13.0852,10.6513,UP,1
2016-06-07,15.24,14.93,14.916,13.1698,10.6807,DOWN,0
2016-06-08,15.22,15.31,15.0,13.2434,10.7088,UP,1
2016-06-09,15.27,15.23,15.09,13.3168,10.7397,DOWN,0
2016-06-10,15.12,15.13,15.144,13.3904,10.7699,DOWN,0
2016-06-13,14.98,15.11,15.166,13.4668,10.7984,DOWN,0
2016-06-14,14.8,14.9,15.078,13.5332,10.8249,DOWN,0
2016-06-15,14.75,14.9,14.984,13.5942,10.8502,DOWN,0
2016-06-16,14.61,14.81,14.852,13.6494,10.8761,DOWN,0
2016-06-17,14.37,14.54,14.702,13.7,10.9015,UP,1
2016-06-20,14.93,14.49,14.692,13.754,10.9293,DOWN,0
2016-06-21,14.79,14.96,14.69,13.7998,10.9563,DOWN,0
2016-06-22,14.7,14.75,14.68,13.8414,10.9837,UP,1
2016-06-23,14.72,14.83,14.702,13.8824,11.0106,DOWN,0
2016-06-24,14.54,13.93,14.736,13.9232,11.038,DOWN,0
2016-06-27,14.09,14.33,14.568,13.9506,11.0626,UP,1
2016-06-28,14.31,14.13,14.472,13.9802,11.0879,UP,1
2016-06-29,14.74,14.44,14.48,14.016,11.1159,UP,1
2016-06-30,15.195,14.82,14.575,14.0669,11.1454,UP,1
2016-07-01,15.32,15.2,14.731,14.1225,11.1751,DOWN,0
2016-07-05,14.97,15.32,14.907,14.1693,11.2011,DOWN,0
2016-07-06,14.97,14.86,15.039,14.2165,11.2295,DOWN,0
2016-07-07,14.86,15.02,15.063,14.2565,11.2563,UP,1
2016-07-08,15.09,15.01,15.042,14.3027,11.2856,UP,1
2016-07-11,15.22,15.11,15.022,14.3421,11.3156,DOWN,0
2016-07-12,15.16,15.29,15.06,14.3831,11.3449,DOWN,0
2016-07-13,15.09,15.24,15.084,14.4177,11.3751,DOWN,0
2016-07-14,14.86,15.2,15.084,14.4507,11.4055,DOWN,0
2016-07-15,14.81,14.93,15.028,14.4889,11.4344,DOWN,0
2016-07-18,14.66,14.75,14.916,14.5191,11.4626,UP,1
2016-07-19,14.78,14.67,14.84,14.5461,11.4912,DOWN,0
2016-07-20,14.54,14.77,14.73,14.5649,11.5177,DOWN,0
2016-07-21,14.41,14.49,14.64,14.5739,11.5447,UP,1
2016-07-22,14.53,14.37,14.584,14.5881,11.5721,DOWN,0
2016-07-25,14.51,14.54,14.554,14.6025,11.5983,UP,1
2016-07-26,14.53,14.5,14.504,14.6211,11.6251,UP,1
2016-07-27,14.54,14.52,14.504,14.6345,11.6519,DOWN,0
2016-07-28,14.46,14.57,14.514,14.6563,11.6777,DOWN,0
2016-07-29,14.45,14.5,14.498,14.6675,11.7035,DOWN,0
2016-08-01,14.39,14.46,14.474,14.6805,11.7285,UP,1
2016-08-02,14.47,14.39,14.462,14.6967,11.7538,DOWN,0
2016-08-03,14.37,14.48,14.428,14.7177,11.7786,UP,1
2016-08-04,14.48,14.35,14.432,14.7305,11.8056,DOWN,0
2016-08-05,13.81,14.41,14.304,14.7277,11.8303,UP,1
2016-08-08,14.32,14.5,14.29,14.7323,11.8582,UP,1
2016-08-09,14.4,14.4,14.276,14.7323,11.8847,DOWN,0
2016-08-10,14.32,14.49,14.266,14.7207,11.9093,DOWN,0
2016-08-11,13.97,14.36,14.164,14.7041,11.9331,DOWN,0
2016-08-12,13.79,13.98,14.16,14.6835,11.9564,UP,1
2016-08-15,13.97,13.99,14.09,14.6659,11.9788,DOWN,0
2016-08-16,13.89,13.99,13.988,14.6463,11.9991,DOWN,0
2016-08-17,13.59,13.89,13.842,14.6133,12.0176,UP,1
2016-08-18,14.0,13.63,13.848,14.5889,12.0374,UP,1
2016-08-19,14.29,14.2,13.948,14.5693,12.0589,UP,1
2016-08-22,14.35,14.29,14.024,14.5539,12.0804,UP,1
2016-08-23,14.38,14.47,14.122,14.5419,12.1031,DOWN,0
2016-08-24,14.29,14.34,14.262,14.5317,12.1251,DOWN,0
2016-08-25,14.13,14.25,14.288,14.5193,12.1476,DOWN,0
2016-08-26,14.1,13.86,14.25,14.5091,12.1695,DOWN,0
2016-08-29,13.97,14.17,14.174,14.5011,12.1912,UP,1
2016-08-30,14.0,13.99,14.098,14.4825,12.2152,DOWN,0
2016-08-31,13.96,14.01,14.032,14.4659,12.2393,UP,1
2016-09-01,14.11,13.93,14.028,14.4541,12.2655,UP,1
2016-09-02,14.17,14.15,14.042,14.4431,12.2928,UP,1
2016-09-06,14.2,14.26,14.088,14.4363,12.3191,UP,1
2016-09-07,14.51,14.25,14.19,14.4447,12.3481,DOWN,0
2016-09-08,14.38,14.51,14.274,14.4461,12.3759,DOWN,0
2016-09-09,14.01,14.31,14.254,14.4315,12.4018,UP,1
2016-09-12,14.09,13.9,14.238,14.4094,12.426,DOWN,0
2016-09-13,13.95,14.05,14.188,14.382,12.4495,UP,1
2016-09-14,13.99,13.95,14.084,14.3624,12.4705,UP,1
2016-09-15,14.34,14.03,14.076,14.3498,12.4937,DOWN,0
2016-09-16,14.25,14.36,14.124,14.3376,12.5162,DOWN,0
2016-09-19,13.84,14.42,14.074,14.3126,12.538,DOWN,0
2016-09-20,13.61,13.9,14.006,14.2804,12.5574,UP,1
2016-09-21,14.04,13.69,14.016,14.258,12.5756,UP,1
2016-09-22,14.62,14.15,14.072,14.2486,12.5976,UP,1
2016-09-23,14.66,14.56,14.154,14.2446,12.6194,UP,1
2016-09-26,14.89,14.66,14.364,14.2462,12.6427,DOWN,0
2016-09-27,14.52,14.85,14.546,14.2434,12.6646,DOWN,0
2016-09-28,14.34,14.52,14.606,14.2346,12.6863,DOWN,0
2016-09-29,14.21,14.27,14.524,14.228,12.709,DOWN,0
2016-09-30,14.06,14.19,14.404,14.221,12.7312,UP,1
2016-10-03,14.13,14.04,14.252,14.213,12.7525,UP,1
2016-10-04,14.17,14.13,14.182,14.2062,12.7705,DOWN,0
2016-10-05,13.98,14.2,14.11,14.1952,12.7888,UP,1
2016-10-06,14.18,13.95,14.104,14.188,12.8092,DOWN,0
2016-10-07,14.09,14.24,14.11,14.1806,12.8288,UP,1
2016-10-10,14.3,14.05,14.144,14.1776,12.8485,DOWN,0
2016-10-11,13.9,14.25,14.09,14.1678,12.8621,DOWN,0
2016-10-12,13.85,13.95,14.064,14.1554,12.8752,DOWN,0
2016-10-13,13.4,13.75,13.908,14.136,12.8852,DOWN,0
2016-10-14,13.15,13.35,13.72,14.1094,12.8954,DOWN,0
2016-10-17,12.95,13.0,13.45,14.0922,12.9052,DOWN,0
