ticker,EQIX US Equity,EQIX US Equity,EQIX US Equity,EQIX US Equity,EQIX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2007-05-31,87.38,84.6,83.788,85.1998,75.7957,DOWN,0
2007-06-01,86.54,87.65,84.83,85.1592,75.9768,DOWN,0
2007-06-04,86.51,86.52,85.704,85.0968,76.1193,UP,1
2007-06-05,87.73,85.83,86.552,85.0546,76.2625,DOWN,0
2007-06-06,87.13,87.05,87.058,84.9972,76.4013,DOWN,0
2007-06-07,85.61,86.72,86.704,84.9858,76.5321,UP,1
2007-06-08,87.75,85.74,86.946,85.0326,76.6841,DOWN,0
2007-06-11,86.23,87.85,86.89,85.0406,76.8296,DOWN,0
2007-06-12,84.33,86.0,86.21,85.0146,76.9721,UP,1
2007-06-13,86.11,84.7,86.006,85.0194,77.1131,UP,1
2007-06-14,87.37,86.2,86.358,85.0348,77.2659,UP,1
2007-06-15,88.03,88.53,86.414,85.0602,77.4213,DOWN,0
2007-06-18,87.49,88.08,86.666,85.051,77.572,DOWN,0
2007-06-19,86.09,87.05,87.018,84.995,77.7106,DOWN,0
2007-06-20,84.38,86.34,86.672,84.8966,77.8441,UP,1
2007-06-21,85.03,84.09,86.204,84.8368,77.9751,DOWN,0
2007-06-22,84.15,84.83,85.428,84.7448,78.0874,DOWN,0
2007-06-25,84.06,83.87,84.742,84.6616,78.2098,UP,1
2007-06-26,86.64,84.18,84.852,84.6144,78.3413,UP,1
2007-06-27,88.0,86.49,85.576,84.6,78.4748,UP,1
2007-06-28,90.39,88.2,86.648,84.6612,78.6157,UP,1
2007-06-29,91.47,90.93,88.112,84.7808,78.764,UP,1
2007-07-02,95.98,93.23,90.496,84.987,78.9278,DOWN,0
2007-07-03,94.49,96.0,92.066,85.1356,79.0941,UP,1
2007-07-05,96.19,94.39,93.704,85.3086,79.2672,DOWN,0
2007-07-06,95.89,96.21,94.804,85.5036,79.4364,DOWN,0
2007-07-09,95.85,95.61,95.68,85.6754,79.614,DOWN,0
2007-07-10,91.71,95.62,94.826,85.7398,79.7677,DOWN,0
2007-07-11,91.16,91.48,94.16,85.8936,79.9233,UP,1
2007-07-12,93.25,91.15,93.572,86.1006,80.0918,DOWN,0
2007-07-13,92.96,93.47,92.986,86.2856,80.2425,DOWN,0
2007-07-16,91.91,92.78,92.198,86.4356,80.3942,UP,1
2007-07-17,92.29,91.85,92.314,86.6248,80.5575,DOWN,0
2007-07-18,91.48,91.59,92.378,86.8222,80.7148,UP,1
2007-07-19,94.49,91.57,92.626,87.0846,80.8868,DOWN,0
2007-07-20,92.68,94.28,92.57,87.3214,81.052,DOWN,0
2007-07-23,91.37,92.99,92.462,87.5276,81.2143,DOWN,0
2007-07-24,88.21,90.51,91.646,87.6412,81.3494,UP,1
2007-07-25,88.57,88.39,91.064,87.7824,81.4736,UP,1
2007-07-26,90.61,89.25,90.288,88.0304,81.612,DOWN,0
2007-07-27,90.19,90.48,89.79,88.269,81.7449,DOWN,0
2007-07-30,88.76,90.44,89.268,88.4194,81.8773,DOWN,0
2007-07-31,86.91,89.31,89.008,88.5058,82.0022,UP,1
2007-08-01,86.94,86.32,88.682,88.5622,82.117,UP,1
2007-08-02,88.76,86.44,88.312,88.6576,82.2382,DOWN,0
2007-08-03,86.59,88.75,87.592,88.7444,82.3468,UP,1
2007-08-06,87.93,86.83,87.426,88.8764,82.4629,UP,1
2007-08-07,91.74,87.78,88.392,89.0684,82.5947,UP,1
2007-08-08,96.15,91.9,90.234,89.3216,82.7428,UP,1
2007-08-09,96.99,95.39,91.88,89.5694,82.8917,DOWN,0
2007-08-10,94.23,96.0,93.408,89.7064,83.0232,DOWN,0
2007-08-13,93.68,94.17,94.558,89.8492,83.1512,DOWN,0
2007-08-14,88.93,93.67,93.996,89.8976,83.254,DOWN,0
2007-08-15,88.54,88.14,92.474,89.9138,83.3435,DOWN,0
2007-08-16,85.98,87.75,90.272,89.8908,83.4292,UP,1
2007-08-17,87.54,87.91,88.934,89.9294,83.5224,DOWN,0
2007-08-20,87.48,87.75,87.694,89.924,83.6178,UP,1
2007-08-21,88.12,87.06,87.532,89.9618,83.7234,UP,1
2007-08-22,88.39,89.0,87.502,90.043,83.8288,DOWN,0
2007-08-23,86.03,88.5,87.512,90.0414,83.9206,UP,1
2007-08-24,87.97,86.05,87.598,90.0534,84.0184,UP,1
2007-08-27,88.41,87.53,87.784,90.061,84.1138,DOWN,0
2007-08-28,85.86,88.4,87.332,90.0284,84.1937,UP,1
2007-08-29,88.65,86.09,87.384,90.0796,84.2869,DOWN,0
2007-08-30,86.32,88.21,87.442,90.1184,84.3685,UP,1
2007-08-31,88.51,87.08,87.55,90.188,84.4611,UP,1
2007-09-04,89.89,87.62,87.846,90.3028,84.548,DOWN,0
2007-09-05,89.63,89.14,88.6,90.4142,84.6308,DOWN,0
2007-09-06,87.16,89.73,88.302,90.4246,84.7051,UP,1
2007-09-07,88.43,86.07,88.724,90.4332,84.785,DOWN,0
2007-09-10,87.62,88.68,88.546,90.3778,84.8502,DOWN,0
2007-09-11,87.04,88.0,87.976,90.2892,84.9031,DOWN,0
2007-09-12,83.52,86.87,86.754,90.04,84.936,DOWN,0
2007-09-13,81.91,83.59,85.704,89.7884,84.9655,UP,1
2007-09-14,86.3,80.4,85.278,89.5906,85.0272,UP,1
2007-09-17,86.89,86.69,85.132,89.4106,85.0951,DOWN,0
2007-09-18,86.19,87.19,84.962,89.2174,85.1527,DOWN,0
2007-09-19,85.79,86.17,85.416,89.099,85.1991,DOWN,0
2007-09-20,84.05,85.54,85.844,88.9568,85.2452,UP,1
2007-09-21,85.32,84.7,85.648,88.7982,85.2902,UP,1
2007-09-24,89.95,85.73,86.26,88.738,85.3588,DOWN,0
2007-09-25,89.94,89.7,87.01,88.6986,85.4149,DOWN,0
2007-09-26,89.09,90.36,87.67,88.6346,85.4683,UP,1
2007-09-27,90.48,89.85,88.956,88.6146,85.5309,DOWN,0
2007-09-28,88.69,90.25,89.63,88.4986,85.5777,UP,1
2007-10-01,91.98,88.49,90.036,88.4846,85.6414,DOWN,0
2007-10-02,91.63,92.01,90.374,88.4898,85.6955,UP,1
2007-10-03,92.43,91.05,91.042,88.5742,85.7451,DOWN,0
2007-10-04,90.91,92.5,91.128,88.621,85.7901,UP,1
2007-10-05,93.61,91.99,92.112,88.681,85.8676,DOWN,0
2007-10-08,93.35,93.88,92.386,88.7442,85.9444,UP,1
2007-10-09,94.98,93.43,93.056,88.8686,86.0343,UP,1
2007-10-10,97.64,94.79,94.098,89.0832,86.143,DOWN,0
2007-10-11,96.65,98.33,95.246,89.2774,86.2493,UP,1
2007-10-12,98.02,96.41,96.128,89.4626,86.3593,UP,1
2007-10-15,98.48,97.82,97.154,89.7004,86.4609,UP,1
2007-10-16,99.24,98.5,98.006,89.9266,86.5753,UP,1
2007-10-17,101.59,100.39,98.796,90.1236,86.7051,DOWN,0
2007-10-18,101.07,101.29,99.68,90.222,86.8336,DOWN,0
2007-10-19,98.19,101.07,99.714,90.246,86.9385,UP,1
2007-10-22,102.26,97.95,100.47,90.4066,87.069,UP,1
2007-10-23,105.86,103.0,101.794,90.6502,87.2183,DOWN,0
2007-10-24,100.95,104.65,101.666,90.8906,87.3322,DOWN,0
2007-10-25,97.0,101.69,100.852,91.0598,87.4179,UP,1
2007-10-26,99.83,97.9,101.18,91.3368,87.5052,UP,1
2007-10-29,102.01,100.26,101.13,91.6262,87.6056,DOWN,0
2007-10-30,99.62,101.67,99.882,91.869,87.6934,UP,1
2007-10-31,116.66,112.7,103.024,92.4398,87.8687,DOWN,0
2007-11-01,114.34,116.43,106.492,92.9588,88.0427,UP,1
2007-11-02,114.69,115.13,109.464,93.532,88.2011,DOWN,0
2007-11-05,112.41,112.92,111.544,94.0208,88.3543,UP,1
2007-11-06,113.69,113.03,114.358,94.5264,88.5078,UP,1
2007-11-07,115.57,112.53,114.14,95.1206,88.6706,DOWN,0
2007-11-08,114.05,117.92,114.082,95.6286,88.8291,DOWN,0
2007-11-09,109.11,112.27,112.966,96.0844,88.9662,DOWN,0
2007-11-12,100.59,109.0,110.602,96.326,89.0594,UP,1
2007-11-13,108.6,103.16,109.584,96.7002,89.1845,DOWN,0
2007-11-14,104.16,108.84,107.302,96.9908,89.285,DOWN,0
2007-11-15,101.0,103.87,104.692,97.2676,89.374,UP,1
2007-11-16,104.36,101.21,103.742,97.5862,89.48,DOWN,0
2007-11-19,101.01,102.89,103.826,97.854,89.5716,UP,1
2007-11-20,101.03,101.0,102.312,98.1338,89.6664,DOWN,0
2007-11-21,100.48,100.24,101.576,98.473,89.7458,UP,1
2007-11-23,102.52,101.07,101.88,98.8852,89.8542,DOWN,0
2007-11-26,99.97,103.11,101.002,99.1586,89.9536,UP,1
2007-11-27,100.0,100.68,100.8,99.4208,90.0531,UP,1
2007-11-28,106.38,102.99,101.87,99.8246,90.1672,DOWN,0
2007-11-29,105.19,105.92,102.812,100.2126,90.2607,DOWN,0
2007-11-30,104.11,106.91,103.13,100.6138,90.3512,DOWN,0
2007-12-03,103.64,103.04,103.864,100.9802,90.4344,DOWN,0
2007-12-04,101.45,101.64,104.154,101.2102,90.5051,UP,1
2007-12-05,107.23,103.89,104.324,101.556,90.6053,UP,1
2007-12-06,110.46,107.24,105.378,101.9834,90.7158,DOWN,0
2007-12-07,107.0,110.0,105.956,102.3138,90.8079,DOWN,0
2007-12-10,104.35,107.48,106.098,102.627,90.8868,DOWN,0
2007-12-11,99.67,104.808,105.742,102.7808,90.9635,DOWN,0
2007-12-12,99.3,102.26,104.156,102.9342,91.0466,DOWN,0
2007-12-13,98.08,98.07,101.68,103.0472,91.1213,UP,1
2007-12-14,98.59,96.86,99.998,103.2008,91.2124,DOWN,0
2007-12-17,93.32,97.96,97.792,103.195,91.2834,UP,1
2007-12-18,96.8,94.37,97.218,103.264,91.3531,DOWN,0
2007-12-19,95.77,96.49,96.512,103.2798,91.4253,UP,1
2007-12-20,97.88,96.3,96.472,103.2846,91.4963,UP,1
2007-12-21,101.76,99.67,97.106,103.3868,91.589,UP,1
2007-12-24,103.0,101.78,99.042,103.4864,91.6898,UP,1
2007-12-26,104.63,102.27,100.608,103.6094,91.8074,DOWN,0
2007-12-27,102.05,104.72,101.864,103.6656,91.9077,UP,1
2007-12-28,102.11,103.09,102.71,103.676,92.0028,DOWN,0
2007-12-31,101.07,101.21,102.572,103.676,92.1004,DOWN,0
2008-01-02,98.62,100.05,101.696,103.6846,92.171,UP,1
2008-01-03,99.62,99.02,100.694,103.6318,92.2361,DOWN,0
2008-01-04,94.67,98.14,99.218,103.408,92.2666,DOWN,0
2008-01-07,88.8,95.32,96.556,103.165,92.2625,DOWN,0
2008-01-08,87.79,89.97,93.9,102.9808,92.2522,DOWN,0
2008-01-09,86.07,87.71,91.39,102.7056,92.2326,UP,1
2008-01-10,87.93,85.0,89.052,102.424,92.2413,DOWN,0
2008-01-11,86.78,90.57,87.474,102.1672,92.2482,DOWN,0
2008-01-14,86.42,87.88,86.998,101.5624,92.2511,DOWN,0
2008-01-15,83.96,85.03,86.232,100.9548,92.2428,DOWN,0
2008-01-16,81.15,82.95,85.248,100.284,92.2192,DOWN,0
2008-01-17,76.5,80.9,82.962,99.5658,92.1687,DOWN,0
2008-01-18,74.33,76.91,80.472,98.7786,92.1065,DOWN,0
2008-01-22,72.33,71.86,77.654,97.9138,92.0284,DOWN,0
2008-01-23,71.28,70.22,75.118,97.0584,91.9404,UP,1
2008-01-24,77.59,71.96,74.406,96.428,91.8818,DOWN,0
2008-01-25,75.58,78.87,74.222,95.9278,91.8196,UP,1
2008-01-28,76.56,75.27,74.668,95.287,91.7587,DOWN,0
2008-01-29,73.66,76.88,74.934,94.677,91.6859,DOWN,0
2008-01-30,72.9,72.91,75.258,94.115,91.6054,UP,1
2008-01-31,75.53,71.43,74.846,93.5384,91.5394,UP,1
2008-02-01,76.63,75.68,75.056,93.0508,91.4859,DOWN,0
2008-02-04,75.08,76.21,74.76,92.5318,91.4339,DOWN,0
2008-02-05,72.1,74.22,74.448,91.9642,91.366,DOWN,0
2008-02-06,69.65,72.83,73.798,91.3068,91.279,DOWN,0
2008-02-07,69.55,69.53,72.602,90.6984,91.189,DOWN,0
2008-02-08,69.29,72.33,71.134,90.0842,91.1048,UP,1
2008-02-11,70.69,69.18,70.256,89.3704,91.0219,UP,1
2008-02-12,72.65,71.2,70.366,88.7196,90.9427,UP,1
2008-02-13,72.75,73.9,70.986,88.0924,90.8891,UP,1
2008-02-14,77.15,80.0,72.506,87.5626,90.8604,DOWN,0
2008-02-15,74.91,76.29,73.63,87.0318,90.8164,DOWN,0
2008-02-19,71.97,75.6,73.886,86.3266,90.7542,DOWN,0
2008-02-20,69.36,71.61,73.228,85.5046,90.6868,UP,1
2008-02-21,70.02,69.69,72.682,84.765,90.6289,UP,1
2008-02-22,70.44,70.75,71.34,84.0868,90.5742,DOWN,0
2008-02-25,70.03,70.08,70.364,83.494,90.5202,DOWN,0
2008-02-26,69.85,69.42,69.94,82.905,90.4641,UP,1
2008-02-27,70.19,69.08,70.106,82.3472,90.4024,UP,1
2008-02-28,72.06,70.0,70.514,81.8166,90.3552,DOWN,0
2008-02-29,69.35,70.89,70.296,81.3372,90.3109,DOWN,0
2008-03-03,68.14,68.76,69.918,80.764,90.2603,DOWN,0
2008-03-04,64.5,67.29,68.848,80.1386,90.1766,DOWN,0
2008-03-05,61.53,64.55,67.116,79.4116,90.0713,DOWN,0
2008-03-06,60.2,61.43,64.744,78.5804,89.9517,UP,1
2008-03-07,61.05,60.24,63.084,77.7414,89.837,DOWN,0
2008-03-10,59.82,61.5,61.42,76.8452,89.7248,UP,1
2008-03-11,63.53,60.89,61.226,76.0748,89.6358,UP,1
2008-03-12,64.33,63.65,61.786,75.3192,89.5468,UP,1
2008-03-13,64.51,63.75,62.648,74.588,89.4519,DOWN,0
2008-03-14,64.49,64.56,63.336,73.9054,89.3513,DOWN,0
2008-03-17,60.56,63.0,63.484,73.1242,89.2172,UP,1
2008-03-18,63.88,60.59,63.554,72.5084,89.1039,DOWN,0
2008-03-19,60.52,63.9,62.792,71.9428,88.974,DOWN,0
2008-03-20,57.78,60.92,61.446,71.3426,88.8242,UP,1
2008-03-24,64.64,58.0,61.476,70.914,88.7118,UP,1
2008-03-25,68.32,64.78,63.028,70.5218,88.6253,UP,1
2008-03-26,68.8,67.86,64.012,70.1622,88.5306,DOWN,0
2008-03-27,68.18,69.2,65.544,69.7974,88.4403,DOWN,0
2008-03-28,66.68,69.77,67.324,69.4518,88.3521,DOWN,0
2008-03-31,66.49,66.65,67.694,69.1586,88.254,UP,1
2008-04-01,69.31,67.3,67.892,69.0148,88.1637,UP,1
2008-04-02,70.77,69.15,68.286,68.9436,88.0774,DOWN,0
2008-04-03,70.6,69.99,68.77,68.909,87.9929,UP,1
2008-04-04,74.02,70.8,70.238,68.9638,87.9326,DOWN,0
2008-04-07,72.12,73.75,71.364,68.8544,87.8713,UP,1
2008-04-08,72.73,71.12,72.048,68.7974,87.8098,DOWN,0
2008-04-09,71.4,72.8,72.174,68.6942,87.746,UP,1
2008-04-10,74.17,71.52,72.888,68.7044,87.6966,DOWN,0
2008-04-11,72.19,73.14,72.522,68.6902,87.6243,DOWN,0
2008-04-14,70.57,71.56,72.212,68.591,87.5372,DOWN,0
2008-04-15,69.89,70.98,71.644,68.4562,87.4347,UP,1
2008-04-16,73.65,70.8,72.094,68.4276,87.3456,UP,1
2008-04-17,73.82,73.47,72.024,68.462,87.2348,UP,1
2008-04-18,79.19,75.85,73.424,68.6528,87.1583,UP,1
2008-04-21,82.07,79.33,75.724,68.9032,87.0877,DOWN,0
2008-04-22,79.56,81.6,77.658,69.1086,87.006,UP,1
2008-04-23,81.28,80.83,79.184,69.3204,86.9332,UP,1
2008-04-24,86.53,89.58,81.726,69.598,86.9073,UP,1
2008-04-25,89.77,86.9,83.842,69.9384,86.9003,UP,1
2008-04-28,93.02,89.06,86.032,70.2558,86.8992,DOWN,0
2008-04-29,90.12,93.01,88.144,70.56,86.885,UP,1
2008-04-30,90.42,90.17,89.972,70.929,86.8775,UP,1
2008-05-01,91.2,91.54,90.906,71.3658,86.8721,DOWN,0
2008-05-02,89.85,91.99,90.922,71.7624,86.8639,DOWN,0
2008-05-05,88.65,89.1,90.048,72.1266,86.8347,DOWN,0
2008-05-06,88.34,87.94,89.692,72.4928,86.813,DOWN,0
2008-05-07,87.59,88.3,89.126,72.8476,86.7941,UP,1
2008-05-08,88.66,87.79,88.618,73.217,86.7964,DOWN,0
2008-05-09,88.39,87.6,88.326,73.5436,86.7955,UP,1
2008-05-12,89.18,88.87,88.432,73.9402,86.7883,DOWN,0
2008-05-13,88.31,89.43,88.426,74.3436,86.7789,DOWN,0
2008-05-14,88.29,88.48,88.566,74.8194,86.7766,UP,1
2008-05-15,89.99,88.12,88.832,75.3886,86.792,DOWN,0
2008-05-16,89.11,90.47,88.976,75.9668,86.8028,DOWN,0
2008-05-19,89.04,88.83,88.948,76.5266,86.8042,UP,1
2008-05-20,89.76,88.46,89.238,77.1254,86.8201,DOWN,0
2008-05-21,88.73,90.17,89.326,77.6294,86.8241,DOWN,0
2008-05-22,87.5,89.42,88.828,78.0928,86.8029,DOWN,0
2008-05-23,86.38,86.93,88.282,78.5302,86.754,UP,1
2008-05-27,89.01,86.39,88.276,79.0206,86.7141,UP,1
2008-05-28,91.93,89.32,88.71,79.648,86.7026,UP,1
2008-05-29,93.82,91.83,89.728,80.2468,86.7033,UP,1
2008-05-30,95.49,94.09,91.326,80.9462,86.7361,DOWN,0
2008-06-02,94.04,95.28,92.858,81.6714,86.7636,UP,1
2008-06-03,96.76,94.03,94.408,82.3138,86.8175,UP,1
2008-06-04,97.64,96.34,95.55,82.9002,86.868,UP,1
2008-06-05,99.63,97.89,96.712,83.5168,86.9288,DOWN,0
2008-06-06,97.64,98.87,97.142,84.106,86.9764,DOWN,0
2008-06-09,95.28,97.11,97.39,84.678,87.0108,DOWN,0
2008-06-10,93.14,94.85,96.666,85.211,87.0464,DOWN,0
2008-06-11,92.98,92.53,95.734,85.6844,87.0714,UP,1
2008-06-12,93.78,93.91,94.564,86.1446,87.0983,UP,1
2008-06-13,95.49,94.67,94.134,86.6424,87.1464,DOWN,0
2008-06-16,95.28,94.94,94.134,87.0676,87.1796,UP,1
2008-06-17,96.96,95.29,94.898,87.5644,87.2328,UP,1
2008-06-18,97.92,96.88,95.886,88.0682,87.2798,UP,1
2008-06-19,100.75,97.86,97.28,88.6552,87.3341,DOWN,0
2008-06-20,96.53,100.34,97.488,89.1024,87.3686,DOWN,0
2008-06-23,94.86,96.68,97.404,89.5558,87.4071,DOWN,0
2008-06-24,91.57,94.28,96.326,89.9758,87.4228,UP,1
2008-06-25,93.0,91.59,95.342,90.438,87.4497,DOWN,0
2008-06-26,88.81,91.23,92.954,90.7412,87.4586,UP,1
2008-06-27,90.66,88.78,91.78,91.078,87.4943,DOWN,0
2008-06-30,89.22,90.84,90.652,91.2786,87.5308,DOWN,0
2008-07-01,85.98,88.11,89.534,91.3568,87.5292,DOWN,0
2008-07-02,85.02,85.62,87.938,91.466,87.5199,DOWN,0
2008-07-03,84.83,84.79,87.142,91.537,87.5131,DOWN,0
2008-07-07,83.51,84.34,85.712,91.4766,87.5017,UP,1
2008-07-08,84.09,83.86,84.686,91.363,87.5019,DOWN,0
2008-07-09,82.52,84.6,83.994,91.153,87.4879,UP,1
2008-07-10,82.7,82.19,83.53,91.0046,87.4516,UP,1
2008-07-11,85.56,83.27,83.676,90.9074,87.4297,DOWN,0
2008-07-14,84.39,85.81,83.852,90.7712,87.4062,UP,1
2008-07-15,87.32,84.74,84.498,90.7206,87.3904,UP,1
2008-07-16,91.09,87.94,86.212,90.7694,87.4024,UP,1
2008-07-17,93.4,91.59,88.352,90.8706,87.4095,DOWN,0
2008-07-18,92.6,93.32,89.76,90.9708,87.4144,DOWN,0
2008-07-21,91.39,93.38,91.16,91.0254,87.4092,DOWN,0
2008-07-22,90.25,89.69,91.746,91.0626,87.4059,UP,1
2008-07-23,92.67,90.25,92.062,91.1324,87.4012,UP,1
2008-07-24,92.75,90.26,91.932,91.2212,87.3982,UP,1
2008-07-25,93.84,92.26,92.18,91.3322,87.3925,DOWN,0
2008-07-28,85.39,94.88,90.98,91.2402,87.3312,UP,1
2008-07-29,85.87,85.31,90.104,91.1754,87.2773,DOWN,0
2008-07-30,84.12,86.67,88.394,91.077,87.2078,DOWN,0
2008-07-31,81.36,82.74,86.116,90.909,87.1222,DOWN,0
2008-08-01,80.25,82.2,83.398,90.7394,87.0273,DOWN,0
2008-08-04,76.32,80.86,81.584,90.5158,86.9009,DOWN,0
2008-08-05,75.01,76.75,79.412,90.2884,86.7706,UP,1
2008-08-06,78.72,74.73,78.332,90.0826,86.6733,DOWN,0
2008-08-07,76.43,77.99,77.346,89.7726,86.5441,UP,1
2008-08-08,78.92,75.68,77.08,89.4746,86.4094,UP,1
2008-08-11,81.62,77.61,78.14,89.1972,86.3128,DOWN,0
2008-08-12,77.49,81.26,78.636,88.8662,86.2152,DOWN,0
2008-08-13,76.67,77.85,78.226,88.4644,86.0994,UP,1
2008-08-14,78.62,75.23,78.664,88.084,85.9825,UP,1
2008-08-15,78.73,78.62,78.626,87.666,85.878,DOWN,0
2008-08-18,77.59,78.79,77.82,87.265,85.6827,DOWN,0
2008-08-19,76.72,76.96,77.666,86.8938,85.4946,DOWN,0
2008-08-20,76.03,76.9,77.538,86.5516,85.3013,DOWN,0
2008-08-21,75.31,75.27,76.876,86.1982,85.1158,UP,1
2008-08-22,76.85,75.58,76.5,85.8596,84.9316,UP,1
2008-08-25,77.07,76.41,76.396,85.4912,84.7391,UP,1
2008-08-26,77.45,76.99,76.542,85.1346,84.5561,UP,1
2008-08-27,79.05,77.82,77.146,84.7764,84.4058,UP,1
2008-08-28,80.26,80.0,78.136,84.4232,84.3041,UP,1
2008-08-29,80.5,79.8,78.866,84.0182,84.1636,UP,1
2008-09-02,80.95,81.22,79.642,83.7066,84.0476,DOWN,0
2008-09-03,80.15,80.43,80.182,83.4124,83.9433,DOWN,0
2008-09-04,77.5,80.0,79.872,83.131,83.809,DOWN,0
2008-09-05,77.49,77.53,79.318,82.8208,83.6914,UP,1
2008-09-08,77.51,79.69,78.72,82.5948,83.5738,DOWN,0
2008-09-09,74.08,77.99,77.346,82.2632,83.4418,DOWN,0
2008-09-10,72.67,74.48,75.85,81.9322,83.2926,UP,1
2008-09-11,76.09,71.94,75.568,81.7344,83.1732,UP,1
2008-09-12,76.93,74.86,75.456,81.5726,83.0578,DOWN,0
2008-09-15,72.25,73.25,74.404,81.321,82.8872,UP,1
2008-09-16,74.87,71.33,74.562,81.1482,82.7356,DOWN,0
2008-09-17,72.65,73.04,74.558,80.9194,82.5783,UP,1
2008-09-18,76.65,72.74,74.67,80.802,82.4433,UP,1
2008-09-19,84.61,79.91,76.206,80.8402,82.3591,DOWN,0
2008-09-22,79.94,84.15,77.744,80.7278,82.2227,DOWN,0
2008-09-23,76.46,79.54,78.062,80.5692,82.0527,DOWN,0
2008-09-24,74.5,74.61,78.432,80.3128,81.8902,UP,1
2008-09-25,76.37,74.9,78.376,80.0184,81.7503,DOWN,0
2008-09-26,73.48,74.05,76.15,79.62,81.6193,DOWN,0
2008-09-29,65.71,72.31,73.304,79.0822,81.4514,UP,1
2008-09-30,69.46,68.33,71.904,78.6436,81.3083,DOWN,0
2008-10-01,67.59,68.28,70.522,78.1904,81.1533,DOWN,0
2008-10-02,65.29,66.76,68.306,77.6428,81.0131,DOWN,0
2008-10-03,61.98,65.42,66.006,77.0274,80.839,DOWN,0
2008-10-06,57.49,58.03,64.362,76.3004,80.6476,DOWN,0
2008-10-07,54.23,57.67,61.316,75.6772,80.4294,UP,1
2008-10-08,56.94,53.46,59.186,75.0986,80.2053,DOWN,0
2008-10-09,55.0,57.88,57.128,74.5162,79.9653,DOWN,0
2008-10-10,54.58,53.35,55.648,73.9806,79.715,UP,1
2008-10-13,61.71,54.66,56.492,73.6098,79.5133,DOWN,0
2008-10-14,58.72,62.76,57.39,73.2578,79.2964,DOWN,0
2008-10-15,53.68,57.37,56.738,72.8312,79.0594,UP,1
2008-10-16,53.96,53.39,56.53,72.336,78.8361,UP,1
2008-10-17,56.71,52.84,56.956,71.9416,78.6216,UP,1
2008-10-20,61.45,58.43,56.904,71.5922,78.4555,DOWN,0
2008-10-21,58.75,61.35,56.91,71.1348,78.3052,DOWN,0
2008-10-22,53.83,58.4,56.94,70.6616,78.1354,DOWN,0
2008-10-23,53.0,57.08,56.748,70.1882,77.9701,DOWN,0
2008-10-24,53.0,49.86,56.006,69.6758,77.7954,DOWN,0
2008-10-27,51.67,52.43,54.05,69.1346,77.6199,UP,1
2008-10-28,56.91,53.46,53.682,68.721,77.4723,UP,1
2008-10-29,59.61,57.79,54.838,68.3788,77.3506,UP,1
2008-10-30,62.65,62.26,56.768,68.1112,77.2581,DOWN,0
2008-10-31,62.42,61.02,58.652,67.8534,77.1877,UP,1
2008-11-03,62.87,62.49,60.892,67.5738,77.1304,UP,1
2008-11-04,66.82,63.83,62.874,67.3688,77.1028,DOWN,0
2008-11-05,63.67,65.97,63.686,67.0932,77.0648,DOWN,0
2008-11-06,59.74,64.23,63.104,66.707,76.9755,UP,1
2008-11-07,62.81,59.75,63.182,66.358,76.9117,DOWN,0
2008-11-10,61.85,63.34,62.978,65.985,76.8381,DOWN,0
2008-11-11,58.95,60.65,61.404,65.545,76.7646,DOWN,0
2008-11-12,52.24,57.64,59.118,64.9868,76.6613,UP,1
2008-11-13,54.62,52.19,58.094,64.5292,76.5567,DOWN,0
2008-11-14,52.91,54.11,56.114,64.0376,76.4381,DOWN,0
2008-11-17,49.65,51.89,53.674,63.4804,76.311,DOWN,0
2008-11-18,47.46,50.2,51.376,62.948,76.1878,DOWN,0
2008-11-19,41.14,47.66,49.156,62.3174,76.0452,DOWN,0
2008-11-20,36.8,40.75,45.592,61.5316,75.8815,DOWN,0
2008-11-21,35.14,37.97,42.038,60.6958,75.7107,UP,1
2008-11-24,40.69,36.76,40.246,60.0646,75.5607,UP,1
2008-11-25,40.93,41.1,38.94,59.3858,75.4021,UP,1
2008-11-26,44.85,40.04,39.682,58.8298,75.2626,UP,1
2008-11-28,45.41,44.31,41.404,58.205,75.1039,DOWN,0
2008-12-01,41.38,44.13,42.652,57.3404,74.9363,UP,1
2008-12-02,41.84,42.72,42.882,56.5784,74.7856,UP,1
2008-12-03,46.15,41.04,43.926,55.9722,74.6696,UP,1
2008-12-04,46.5,44.74,44.256,55.4122,74.552,UP,1
2008-12-05,48.6,45.46,44.894,54.8568,74.4428,UP,1
2008-12-08,52.15,49.59,47.048,54.4302,74.3534,DOWN,0
2008-12-09,50.34,51.68,48.748,54.1228,74.2558,DOWN,0
2008-12-10,50.16,50.96,49.55,53.7368,74.1557,DOWN,0
2008-12-11,49.53,50.11,50.156,53.3756,74.043,UP,1
2008-12-12,50.3,48.75,50.496,53.0758,73.9478,DOWN,0
2008-12-15,49.71,50.07,50.008,52.8304,73.8556,UP,1
2008-12-16,52.11,49.71,50.362,52.7228,73.7937,UP,1
2008-12-17,54.94,50.72,51.318,52.737,73.7607,DOWN,0
2008-12-18,53.87,55.64,52.186,52.6756,73.7291,UP,1
2008-12-19,54.08,53.82,52.942,52.6572,73.6942,DOWN,0
2008-12-22,51.38,53.16,53.276,52.5932,73.652,DOWN,0
2008-12-23,51.33,52.17,53.12,52.3856,73.591,UP,1
2008-12-24,51.62,51.09,52.456,52.2436,73.5275,UP,1
