ticker,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2003-10-03,31.19,29.46,29.456,34.1082,19.4935,UP,1
2003-10-06,32.66,31.1,30.176,34.1244,19.6115,DOWN,0
2003-10-07,32.43,32.46,30.854,34.0778,19.732,DOWN,0
2003-10-08,31.68,32.54,31.372,34.0668,19.8478,UP,1
2003-10-09,32.21,32.5,32.034,34.075,19.9626,DOWN,0
2003-10-10,32.05,32.31,32.206,34.0592,20.0776,UP,1
2003-10-13,33.06,32.17,32.286,34.0852,20.1964,UP,1
2003-10-14,33.59,33.1,32.518,34.1332,20.3187,DOWN,0
2003-10-15,32.29,33.6,32.64,34.1606,20.4346,UP,1
2003-10-16,32.55,32.1,32.708,34.2184,20.5493,DOWN,0
2003-10-17,30.45,32.53,32.388,34.191,20.6515,DOWN,0
2003-10-20,29.37,30.5,31.65,34.1562,20.7503,UP,1
2003-10-21,29.78,29.37,30.888,34.1268,20.8545,DOWN,0
2003-10-22,28.5,29.77,30.13,34.0478,20.9523,UP,1
2003-10-23,28.82,28.15,29.384,33.9642,21.0517,DOWN,0
2003-10-24,27.53,28.81,28.8,33.8256,21.1447,UP,1
2003-10-27,28.49,27.95,28.624,33.7024,21.2424,UP,1
2003-10-28,29.38,28.66,28.544,33.5248,21.3446,UP,1
2003-10-29,29.4,29.06,28.724,33.3622,21.447,UP,1
2003-10-30,29.65,30.1,28.89,33.208,21.5514,DOWN,0
2003-10-31,28.18,29.75,29.02,33.0202,21.6497,UP,1
2003-11-03,28.69,28.3,29.06,32.8696,21.7509,UP,1
2003-11-04,29.25,28.82,29.034,32.7528,21.8557,DOWN,0
2003-11-05,21.66,22.39,27.486,32.4604,21.9244,DOWN,0
2003-11-06,21.16,22.28,25.788,32.1442,21.9912,DOWN,0
2003-11-07,20.78,21.44,24.308,31.786,22.0573,DOWN,0
2003-11-10,20.55,20.63,22.68,31.4072,22.122,DOWN,0
2003-11-11,19.65,20.75,20.76,31.0156,22.1782,DOWN,0
2003-11-12,19.02,19.55,20.232,30.6334,22.2316,DOWN,0
2003-11-13,18.52,18.93,19.704,30.2432,22.286,DOWN,0
2003-11-14,17.9,18.7,19.128,29.8502,22.3365,DOWN,0
2003-11-17,17.25,17.75,18.468,29.4472,22.3844,UP,1
2003-11-18,17.35,17.45,18.008,29.0488,22.4327,UP,1
2003-11-19,18.1,17.5,17.824,28.692,22.4842,UP,1
2003-11-20,18.36,18.02,17.792,28.348,22.5391,DOWN,0
2003-11-21,18.26,18.46,17.864,27.9818,22.5929,UP,1
2003-11-24,18.86,18.49,18.186,27.6362,22.6455,UP,1
2003-11-25,19.32,19.01,18.58,27.2772,22.7046,DOWN,0
2003-11-26,19.1,19.5,18.78,26.9232,22.765,DOWN,0
2003-11-28,19.05,19.0,18.918,26.5488,22.8255,DOWN,0
2003-12-01,18.95,19.24,19.056,26.1746,22.8836,DOWN,0
2003-12-02,18.81,18.88,19.046,25.9148,22.9393,DOWN,0
2003-12-03,18.2,18.86,18.822,25.689,22.9931,DOWN,0
2003-12-04,17.93,18.24,18.588,25.4542,23.0447,DOWN,0
2003-12-05,17.68,17.54,18.314,25.2356,23.0953,DOWN,0
2003-12-08,17.65,17.5,18.054,25.028,23.1403,DOWN,0
2003-12-09,17.4,18.46,17.772,24.7948,23.1865,DOWN,0
2003-12-10,16.84,17.26,17.5,24.5508,23.2305,UP,1
2003-12-11,17.22,16.85,17.358,24.3134,23.2773,UP,1
2003-12-12,17.33,17.43,17.288,24.082,23.3244,DOWN,0
2003-12-15,16.8,17.85,17.118,23.7942,23.3667,UP,1
2003-12-16,17.25,16.91,17.088,23.486,23.4121,UP,1
2003-12-17,17.69,17.26,17.258,23.1912,23.4595,UP,1
2003-12-18,17.99,17.65,17.412,22.9174,23.5104,DOWN,0
2003-12-19,17.55,17.73,17.456,22.6242,23.5592,UP,1
2003-12-22,17.8,17.5,17.656,22.3392,23.6095,UP,1
2003-12-23,18.01,17.81,17.808,22.0382,23.6608,DOWN,0
2003-12-24,17.98,18.03,17.866,21.726,23.7117,UP,1
2003-12-26,18.04,17.55,17.876,21.441,23.7608,UP,1
2003-12-29,18.05,18.14,17.976,21.151,23.8088,DOWN,0
2003-12-30,18.0,18.06,18.016,20.902,23.8565,DOWN,0
2003-12-31,17.9,17.97,17.994,20.6726,23.9019,UP,1
2004-01-02,18.78,18.05,18.154,20.4526,23.9379,UP,1
2004-01-05,19.63,18.95,18.472,20.2752,23.9823,DOWN,0
2004-01-06,18.8,19.01,18.622,20.0748,24.022,DOWN,0
2004-01-07,18.68,18.75,18.758,19.8978,24.0641,DOWN,0
2004-01-08,18.659,18.8,18.9098,19.7012,24.1034,DOWN,0
2004-01-09,18.05,18.4,18.7638,19.4746,24.142,UP,1
2004-01-12,18.68,18.07,18.5738,19.2602,24.1844,DOWN,0
2004-01-13,18.41,18.69,18.4958,19.0354,24.227,DOWN,0
2004-01-14,18.4,18.273,18.4398,18.8398,24.2698,UP,1
2004-01-15,18.65,18.45,18.438,18.639,24.3135,UP,1
2004-01-16,19.22,18.6,18.672,18.4384,24.3589,UP,1
2004-01-20,19.3,19.36,18.796,18.3912,24.4053,UP,1
2004-01-21,21.22,19.01,19.358,18.3924,24.4616,DOWN,0
2004-01-22,20.35,21.19,19.748,18.3838,24.5121,UP,1
2004-01-23,20.58,20.47,20.134,18.3844,24.5646,UP,1
2004-01-26,20.74,20.85,20.438,18.4062,24.6197,DOWN,0
2004-01-27,20.7,20.83,20.718,18.4398,24.6731,DOWN,0
2004-01-28,19.34,20.85,20.342,18.4562,24.7191,UP,1
2004-01-29,19.9,19.49,20.252,18.4962,24.7685,DOWN,0
2004-01-30,19.13,19.65,19.962,18.5338,24.8108,UP,1
2004-02-02,19.25,19.3,19.664,18.5718,24.8515,DOWN,0
2004-02-03,18.79,19.25,19.282,18.5856,24.8876,DOWN,0
2004-02-04,18.28,18.78,19.07,18.584,24.9136,UP,1
2004-02-05,18.78,18.4,18.846,18.5944,24.9442,UP,1
2004-02-06,19.18,18.79,18.856,18.6008,24.9771,UP,1
2004-02-09,20.47,19.33,19.1,18.6238,25.0182,UP,1
2004-02-10,21.4,20.73,19.622,18.6698,25.0646,UP,1
2004-02-11,24.87,23.6,20.94,18.7862,25.1272,DOWN,0
2004-02-12,23.5,24.6,21.884,18.8772,25.1844,UP,1
2004-02-13,23.98,23.5,22.844,18.9806,25.2377,DOWN,0
2004-02-17,23.85,24.21,23.52,19.0936,25.2858,DOWN,0
2004-02-18,23.73,24.15,23.986,19.2096,25.3103,DOWN,0
2004-02-19,23.35,23.95,23.682,19.323,25.3319,DOWN,0
2004-02-20,22.3,23.33,23.442,19.416,25.342,DOWN,0
2004-02-23,21.71,22.231,22.988,19.5022,25.3552,DOWN,0
2004-02-24,21.2,21.73,22.458,19.5894,25.3709,UP,1
2004-02-25,21.5,21.2,22.012,19.675,25.3899,UP,1
2004-02-26,22.21,21.51,21.784,19.7726,25.404,UP,1
2004-02-27,23.02,23.17,21.928,19.897,25.4198,UP,1
2004-03-01,23.15,23.3,22.216,20.015,25.4366,DOWN,0
2004-03-02,22.47,23.16,22.47,20.1106,25.4533,UP,1
2004-03-03,22.75,22.37,22.72,20.2058,25.4662,UP,1
2004-03-04,23.14,22.7,22.906,20.3176,25.485,UP,1
2004-03-05,24.19,22.75,23.14,20.4454,25.513,DOWN,0
2004-03-08,23.61,24.06,23.232,20.5574,25.5368,DOWN,0
2004-03-09,22.79,24.2,23.296,20.6536,25.5383,DOWN,0
2004-03-10,22.32,22.8,23.21,20.7392,25.5221,UP,1
2004-03-11,22.4,22.12,23.062,20.8262,25.5144,UP,1
2004-03-12,23.5,22.45,22.924,20.9362,25.4984,DOWN,0
2004-03-15,22.25,23.34,22.652,21.0232,25.4794,UP,1
2004-03-16,22.63,22.3,22.62,21.1002,25.4696,UP,1
2004-03-17,23.8,22.76,22.916,21.1836,25.4683,UP,1
2004-03-18,24.88,23.71,23.412,21.3052,25.4787,DOWN,0
2004-03-19,24.61,24.93,23.634,21.4238,25.476,DOWN,0
2004-03-22,23.3,24.54,23.844,21.5166,25.4653,DOWN,0
2004-03-23,22.72,24.25,23.862,21.61,25.4592,UP,1
2004-03-24,23.58,22.81,23.818,21.708,25.4592,UP,1
2004-03-25,24.69,23.75,23.78,21.8336,25.4624,UP,1
2004-03-26,26.0,24.52,24.058,21.9856,25.4727,UP,1
2004-03-29,26.5,26.05,24.698,22.1426,25.4726,UP,1
2004-03-30,26.71,26.35,25.496,22.2924,25.479,UP,1
2004-03-31,26.96,26.85,26.172,22.4456,25.4877,UP,1
2004-04-01,27.0,27.07,26.634,22.5612,25.5019,UP,1
2004-04-02,27.2,27.43,26.874,22.6982,25.5134,DOWN,0
2004-04-05,26.92,27.05,26.958,22.825,25.5228,DOWN,0
2004-04-06,26.64,26.8,26.944,22.943,25.5271,UP,1
2004-04-07,26.65,26.88,26.882,23.062,25.5408,UP,1
2004-04-08,27.02,26.44,26.886,23.2156,25.561,UP,1
2004-04-12,27.25,27.22,26.896,23.3626,25.5802,DOWN,0
2004-04-13,26.36,27.25,26.784,23.5072,25.5958,UP,1
2004-04-14,26.38,26.44,26.732,23.6498,25.6192,DOWN,0
2004-04-15,25.66,26.37,26.534,23.7872,25.6361,DOWN,0
2004-04-16,24.64,25.65,26.058,23.9144,25.6504,UP,1
2004-04-19,25.31,24.7,25.67,24.045,25.6554,DOWN,0
2004-04-20,25.12,25.32,25.422,24.1638,25.6536,UP,1
2004-04-21,25.4,25.18,25.226,24.2624,25.6514,UP,1
2004-04-22,26.6,25.41,25.414,24.3664,25.6512,DOWN,0
2004-04-23,26.4,26.73,25.766,24.397,25.6507,DOWN,0
2004-04-26,26.09,26.54,25.922,24.4488,25.6609,DOWN,0
2004-04-27,25.91,26.1,26.08,24.4874,25.6674,DOWN,0
2004-04-28,25.23,25.83,26.046,24.515,25.6626,DOWN,0
2004-04-29,24.21,25.25,25.568,24.5246,25.6524,UP,1
2004-04-30,24.27,24.07,25.142,24.543,25.6465,UP,1
2004-05-03,24.87,24.31,24.898,24.5944,25.6613,UP,1
2004-05-04,25.42,24.85,24.8,24.6686,25.6661,DOWN,0
2004-05-05,24.23,25.45,24.6,24.7292,25.6681,UP,1
2004-05-06,24.41,24.2,24.64,24.7874,25.6698,DOWN,0
2004-05-07,23.57,24.49,24.5,24.8146,25.6646,DOWN,0
2004-05-10,22.9,23.31,24.106,24.8122,25.6529,UP,1
2004-05-11,23.47,22.95,23.716,24.8186,25.611,UP,1
2004-05-12,23.48,23.46,23.566,24.8388,25.5546,DOWN,0
2004-05-13,23.25,23.32,23.334,24.8488,25.5097,DOWN,0
2004-05-14,23.1,23.3,23.24,24.848,25.4662,DOWN,0
2004-05-17,22.69,22.86,23.198,24.818,25.4154,UP,1
2004-05-18,23.11,22.72,23.126,24.808,25.3722,DOWN,0
2004-05-19,22.76,23.21,22.982,24.8074,25.33,UP,1
2004-05-20,22.98,22.83,22.928,24.8206,25.2903,UP,1
2004-05-21,23.71,23.09,23.05,24.8468,25.2606,UP,1
2004-05-24,24.2,23.96,23.352,24.8608,25.2225,UP,1
2004-05-25,25.19,24.38,23.768,24.9196,25.1929,UP,1
2004-05-26,25.49,25.27,24.314,24.9768,25.1641,DOWN,0
2004-05-27,25.21,25.45,24.76,25.005,25.1279,UP,1
2004-05-28,26.2,25.33,25.258,25.0314,25.0939,UP,1
2004-06-01,28.22,26.2,26.062,25.1036,25.0627,DOWN,0
2004-06-02,27.1,28.32,26.444,25.1796,25.0249,DOWN,0
2004-06-03,26.8,26.87,26.706,25.2612,24.9676,UP,1
2004-06-04,27.17,27.12,27.098,25.333,24.9158,UP,1
2004-06-07,27.73,27.5,27.404,25.3938,24.8677,UP,1
2004-06-08,28.02,27.69,27.364,25.4342,24.8199,DOWN,0
2004-06-09,27.46,27.86,27.436,25.4534,24.7761,DOWN,0
2004-06-10,27.07,27.49,27.49,25.4606,24.736,UP,1
2004-06-14,27.17,26.8,27.49,25.4648,24.6905,UP,1
2004-06-15,27.67,27.11,27.478,25.4782,24.644,DOWN,0
2004-06-16,27.59,27.87,27.392,25.486,24.5885,UP,1
2004-06-17,28.23,27.71,27.546,25.5122,24.5322,UP,1
2004-06-18,28.65,28.1,27.862,25.5524,24.4793,DOWN,0
2004-06-21,28.0,28.98,28.028,25.5794,24.4286,DOWN,0
2004-06-22,27.6,29.03,28.014,25.591,24.3765,DOWN,0
2004-06-23,27.34,27.3,27.964,25.5928,24.3254,DOWN,0
2004-06-24,27.19,27.3,27.756,25.6094,24.2744,DOWN,0
2004-06-25,27.05,26.94,27.436,25.6228,24.2233,DOWN,0
2004-06-28,26.74,27.23,27.184,25.6444,24.1773,UP,1
2004-06-29,27.15,26.99,27.094,25.6946,24.1352,DOWN,0
2004-06-30,26.93,27.25,27.012,25.727,24.087,DOWN,0
2004-07-01,25.95,26.81,26.764,25.7436,24.0361,DOWN,0
2004-07-02,25.7,25.75,26.494,25.7496,23.9782,DOWN,0
2004-07-06,25.38,26.0,26.222,25.7252,23.9211,DOWN,0
2004-07-07,25.06,25.05,25.804,25.6984,23.8576,DOWN,0
2004-07-08,24.89,25.29,25.396,25.6744,23.7937,DOWN,0
2004-07-09,24.57,24.74,25.12,25.6476,23.7576,DOWN,0
2004-07-12,24.38,24.47,24.856,25.6306,23.732,UP,1
2004-07-13,24.42,24.54,24.664,25.6348,23.7058,DOWN,0
2004-07-14,24.3,24.38,24.512,25.6354,23.6842,DOWN,0
2004-07-15,24.23,24.33,24.38,25.6226,23.6652,DOWN,0
2004-07-16,23.72,24.35,24.21,25.5886,23.6385,DOWN,0
2004-07-19,23.52,23.76,24.038,25.5744,23.6109,UP,1
2004-07-20,24.11,23.53,23.976,25.5684,23.586,DOWN,0
2004-07-21,22.96,24.4,23.708,25.5562,23.5563,UP,1
2004-07-22,23.31,22.57,23.524,25.5644,23.5169,DOWN,0
2004-07-23,22.8,23.05,23.34,25.551,23.4676,DOWN,0
2004-07-26,22.62,22.79,23.16,25.5338,23.4186,UP,1
2004-07-27,23.1,22.77,22.958,25.5308,23.3757,DOWN,0
2004-07-28,23.04,23.12,22.974,25.5296,23.3298,UP,1
2004-07-29,23.59,23.12,23.03,25.5476,23.2875,UP,1
2004-07-30,23.68,23.48,23.206,25.559,23.2406,UP,1
2004-08-02,23.73,23.7,23.428,25.5784,23.1913,DOWN,0
2004-08-03,20.29,20.61,22.866,25.5246,23.1313,DOWN,0
2004-08-04,19.35,19.9,22.128,25.4374,23.0653,DOWN,0
2004-08-05,18.68,19.45,21.146,25.327,23.0065,DOWN,0
2004-08-06,18.4,18.68,20.09,25.1912,22.9516,UP,1
2004-08-09,18.62,19.0,19.068,25.0538,22.8958,UP,1
2004-08-10,19.1,19.05,18.83,24.9316,22.8488,DOWN,0
2004-08-11,19.03,19.16,18.766,24.7882,22.7999,DOWN,0
2004-08-12,18.6,18.82,18.75,24.5958,22.7552,DOWN,0
2004-08-13,18.56,18.54,18.782,24.425,22.7056,UP,1
2004-08-16,19.19,18.55,18.896,24.2728,22.6546,UP,1
2004-08-17,19.33,19.26,18.942,24.116,22.6043,UP,1
2004-08-18,20.21,19.01,19.178,23.9656,22.5571,DOWN,0
2004-08-19,20.01,20.34,19.46,23.8054,22.5162,UP,1
2004-08-20,20.29,19.95,19.806,23.662,22.4742,UP,1
2004-08-23,20.86,20.39,20.14,23.5378,22.4323,DOWN,0
2004-08-24,20.82,21.01,20.438,23.4108,22.4281,UP,1
2004-08-25,21.45,20.84,20.686,23.2864,22.4295,DOWN,0
2004-08-26,21.08,21.43,20.9,23.1562,22.431,UP,1
2004-08-27,21.15,21.09,21.072,23.0146,22.434,DOWN,0
2004-08-30,20.88,21.15,21.076,22.8592,22.4402,DOWN,0
2004-08-31,20.88,20.86,21.088,22.7168,22.4495,UP,1
2004-09-01,21.08,20.96,21.014,22.5864,22.4623,UP,1
2004-09-02,21.25,21.13,21.048,22.4646,22.479,DOWN,0
2004-09-03,20.4,21.11,20.898,22.3288,22.4948,DOWN,0
2004-09-07,19.99,20.53,20.72,22.1876,22.508,DOWN,0
2004-09-08,19.81,19.79,20.506,22.049,22.5165,UP,1
2004-09-09,20.09,19.81,20.308,21.9078,22.5252,UP,1
2004-09-10,20.42,20.1,20.142,21.7776,22.536,UP,1
2004-09-13,20.66,20.48,20.194,21.6718,22.545,DOWN,0
2004-09-14,20.65,20.76,20.326,21.5708,22.5516,DOWN,0
2004-09-15,20.11,20.59,20.386,21.4654,22.5567,DOWN,0
2004-09-16,20.0,19.97,20.368,21.3642,22.5614,DOWN,0
2004-09-17,20.0,20.1,20.284,21.2664,22.5667,DOWN,0
2004-09-20,19.5,19.8,20.052,21.165,22.5701,UP,1
2004-09-21,19.6,19.44,19.842,21.0694,22.5771,UP,1
2004-09-22,21.22,20.25,20.064,21.0054,22.5936,DOWN,0
2004-09-23,20.86,21.13,20.236,20.9366,22.6095,UP,1
2004-09-24,20.96,21.1,20.428,20.8712,22.626,DOWN,0
2004-09-27,20.13,20.79,20.554,20.7994,22.6397,DOWN,0
2004-09-28,19.98,20.04,20.63,20.7286,22.6554,UP,1
2004-09-29,22.13,22.2,20.812,20.689,22.6799,UP,1
2004-09-30,22.17,22.16,21.074,20.6732,22.7041,UP,1
2004-10-01,22.84,22.32,21.45,20.6638,22.7343,UP,1
2004-10-04,22.86,22.9,21.996,20.665,22.7624,DOWN,0
2004-10-05,22.61,22.7,22.522,20.6648,22.787,UP,1
2004-10-06,22.66,22.75,22.628,20.656,22.8103,DOWN,0
2004-10-07,22.28,22.66,22.65,20.6408,22.834,DOWN,0
2004-10-08,21.73,22.17,22.428,20.6036,22.8536,UP,1
2004-10-11,21.87,21.66,22.23,20.5674,22.8729,DOWN,0
2004-10-12,21.591,21.621,22.0262,20.5246,22.891,DOWN,0
2004-10-13,21.34,21.72,21.7622,20.5456,22.9075,DOWN,0
2004-10-14,21.11,21.3,21.5282,20.5808,22.9228,DOWN,0
2004-10-15,20.81,21.12,21.3442,20.6234,22.9368,DOWN,0
2004-10-18,20.6,20.67,21.0902,20.6674,22.9503,DOWN,0
2004-10-19,20.1,20.71,20.792,20.697,22.9569,UP,1
2004-10-20,20.16,20.0,20.556,20.7182,22.9596,UP,1
2004-10-21,20.69,20.25,20.472,20.7514,22.969,DOWN,0
2004-10-22,20.33,20.85,20.376,20.786,22.9773,DOWN,0
2004-10-25,20.15,20.2,20.286,20.8178,22.9848,DOWN,0
2004-10-26,19.89,20.23,20.244,20.8318,22.994,UP,1
2004-10-27,20.26,19.8,20.264,20.8504,23.0019,DOWN,0
2004-10-28,20.25,20.3,20.176,20.8512,23.0111,DOWN,0
2004-10-29,19.94,20.17,20.098,20.8498,23.0188,UP,1
2004-11-01,19.99,19.95,20.066,20.8438,23.0255,UP,1
2004-11-02,20.95,20.06,20.278,20.8456,23.0341,UP,1
2004-11-03,21.38,21.38,20.502,20.8568,23.0445,UP,1
2004-11-04,22.39,21.65,20.93,20.8756,23.0504,UP,1
2004-11-05,22.44,22.75,21.43,20.9028,23.0608,UP,1
2004-11-08,22.71,22.59,21.974,20.934,23.0715,UP,1
2004-11-09,23.0,22.71,22.384,20.9764,23.0828,DOWN,0
2004-11-10,22.7,23.0,22.648,21.0128,23.0928,UP,1
2004-11-11,23.55,22.88,22.88,21.0622,23.1138,UP,1
2004-11-12,24.46,24.05,23.284,21.1264,23.1366,DOWN,0
2004-11-15,24.43,24.7,23.628,21.207,23.1631,DOWN,0
2004-11-16,23.9,24.49,23.808,21.2852,23.1864,DOWN,0
2004-11-17,23.83,24.02,24.034,21.3656,23.2116,UP,1
2004-11-18,23.89,23.53,24.102,21.4416,23.2396,DOWN,0
2004-11-19,23.67,23.7,23.944,21.5066,23.2641,UP,1
2004-11-22,23.82,23.84,23.822,21.5698,23.2873,UP,1
2004-11-23,23.94,23.87,23.83,21.6356,23.3046,UP,1
2004-11-24,24.17,23.75,23.898,21.7168,23.3185,DOWN,0
2004-11-26,24.09,24.17,23.938,21.7986,23.3146,DOWN,0
2004-11-29,24.04,24.3,24.012,21.8794,23.3173,DOWN,0
2004-11-30,23.87,24.1,24.022,21.9668,23.3167,UP,1
2004-12-01,24.52,23.93,24.138,22.0652,23.3201,UP,1
2004-12-02,24.56,24.76,24.216,22.132,23.3242,UP,1
2004-12-03,24.7,25.3,24.338,22.2088,23.331,UP,1
2004-12-06,24.8,24.87,24.49,22.2856,23.3435,DOWN,0
2004-12-07,23.98,25.07,24.512,22.3626,23.3548,DOWN,0
2004-12-08,23.93,24.17,24.394,22.4416,23.3685,UP,1
2004-12-09,23.96,23.98,24.274,22.4782,23.3808,DOWN,0
2004-12-10,23.49,23.77,24.032,22.5046,23.3872,UP,1
2004-12-13,23.51,23.5,23.774,22.518,23.3896,UP,1
2004-12-14,23.74,23.48,23.726,22.5356,23.3926,UP,1
2004-12-15,23.91,23.85,23.722,22.5616,23.3998,DOWN,0
2004-12-16,23.27,23.82,23.584,22.5738,23.4024,DOWN,0
2004-12-17,23.04,23.34,23.494,22.589,23.4019,DOWN,0
2004-12-20,22.58,23.15,23.308,22.606,23.3938,UP,1
2004-12-21,24.02,22.85,23.364,22.649,23.3959,DOWN,0
2004-12-22,24.02,24.11,23.386,22.6976,23.402,DOWN,0
2004-12-23,23.98,24.17,23.528,22.7504,23.4103,DOWN,0
2004-12-27,23.78,24.08,23.676,22.8038,23.4172,UP,1
2004-12-28,23.97,24.48,23.954,22.867,23.4196,DOWN,0
2004-12-29,23.82,23.89,23.914,22.9314,23.4274,DOWN,0
2004-12-30,23.79,23.84,23.868,23.0052,23.4332,DOWN,0
2004-12-31,23.59,23.93,23.79,23.0738,23.4322,UP,1
2005-01-03,23.73,23.72,23.78,23.1346,23.4264,UP,1
2005-01-04,23.88,24.4,23.762,23.2056,23.4228,DOWN,0
2005-01-05,23.59,23.7,23.716,23.2744,23.4242,UP,1
2005-01-06,24.18,23.65,23.794,23.3602,23.4315,UP,1
2005-01-07,25.01,24.35,24.078,23.4552,23.4387,UP,1
2005-01-10,25.03,25.1,24.338,23.5508,23.4404,DOWN,0
2005-01-11,24.35,25.0,24.432,23.639,23.4321,DOWN,0
2005-01-12,24.23,24.39,24.56,23.7238,23.4208,DOWN,0
2005-01-13,24.06,24.14,24.536,23.786,23.4075,DOWN,0
2005-01-14,23.89,23.94,24.312,23.8362,23.3922,UP,1
2005-01-18,24.47,24.01,24.2,23.8778,23.3795,DOWN,0
2005-01-19,24.12,24.55,24.154,23.9114,23.3641,DOWN,0
2005-01-20,23.57,24.01,24.022,23.9286,23.3474,DOWN,0
2005-01-21,22.99,23.38,23.808,23.9284,23.3291,DOWN,0
2005-01-24,22.54,22.89,23.538,23.9252,23.3086,DOWN,0
2005-01-25,22.24,22.4,23.092,23.899,23.2847,UP,1
2005-01-26,22.52,22.28,22.772,23.8602,23.261,DOWN,0
2005-01-27,22.36,22.55,22.53,23.8188,23.241,DOWN,0
2005-01-28,22.11,22.35,22.354,23.783,23.2197,UP,1
2005-01-31,22.59,22.12,22.364,23.7582,23.2043,DOWN,0
2005-02-01,22.4,22.64,22.396,23.7284,23.1931,DOWN,0
2005-02-02,22.27,22.37,22.346,23.7004,23.1779,DOWN,0
2005-02-03,22.2,22.3,22.314,23.668,23.1633,DOWN,0
2005-02-04,21.82,22.26,22.256,23.6256,23.1454,DOWN,0
2005-02-07,21.82,21.82,22.102,23.5786,23.1215,DOWN,0
2005-02-08,21.2,21.76,21.862,23.5208,23.0955,DOWN,0
2005-02-09,21.03,21.14,21.614,23.4606,23.0702,DOWN,0
2005-02-10,20.94,21.24,21.362,23.402,23.0454,UP,1
2005-02-11,21.4,20.84,21.278,23.3396,23.0262,DOWN,0
2005-02-14,21.39,21.42,21.192,23.2762,23.0121,UP,1
2005-02-15,22.25,21.82,21.402,23.2272,23.002,DOWN,0
2005-02-16,21.78,22.3,21.552,23.1668,22.9866,DOWN,0
2005-02-17,21.14,21.76,21.592,23.11,22.9652,UP,1
2005-02-18,22.88,22.6,21.888,23.089,22.9584,DOWN,0
2005-02-22,22.44,22.79,22.098,23.0586,22.9486,DOWN,0
2005-02-23,22.05,22.38,22.058,23.0298,22.941,UP,1
2005-02-24,22.52,21.9,22.206,23.01,22.9391,DOWN,0
2005-02-25,22.25,22.6,22.428,22.9802,22.933,UP,1
2005-02-28,22.47,22.16,22.346,22.9514,22.9279,UP,1
2005-03-01,22.75,22.57,22.408,22.941,22.9254,UP,1
2005-03-02,22.8,22.66,22.558,22.9362,22.9239,UP,1
2005-03-03,22.87,22.75,22.628,22.942,22.9248,UP,1
2005-03-04,23.07,23.01,22.792,22.923,22.9246,UP,1
2005-03-07,23.23,23.18,22.944,22.9072,22.927,DOWN,0
2005-03-08,23.11,23.41,23.016,22.8898,22.9276,DOWN,0
2005-03-09,22.17,22.98,22.89,22.8576,22.9199,UP,1
2005-03-10,22.27,22.01,22.77,22.8236,22.9103,UP,1
2005-03-11,22.3,22.25,22.616,22.7932,22.8958,DOWN,0
2005-03-14,22.06,22.48,22.382,22.7586,22.8787,DOWN,0
2005-03-15,21.83,21.96,22.126,22.7234,22.8618,UP,1
2005-03-16,22.11,21.6,22.114,22.691,22.8413,UP,1
2005-03-17,22.79,22.1,22.218,22.6692,22.8142,UP,1
2005-03-18,23.18,22.85,22.394,22.661,22.7946,UP,1
2005-03-21,23.92,23.26,22.766,22.6558,22.7802,DOWN,0
2005-03-22,23.63,23.86,23.126,22.6282,22.7625,UP,1
2005-03-23,23.71,23.48,23.446,22.6018,22.7424,UP,1
2005-03-24,24.38,24.4,23.764,22.6024,22.7242,UP,1
2005-03-28,26.21,24.48,24.37,22.642,22.7179,DOWN,0
2005-03-29,25.88,25.92,24.762,22.6784,22.712,UP,1
2005-03-30,26.05,25.8,25.246,22.7216,22.7064,DOWN,0
2005-03-31,25.2,25.45,25.544,22.7362,22.694,DOWN,0
2005-04-01,25.07,25.27,25.682,22.7552,22.6814,UP,1
2005-04-04,25.24,25.02,25.488,22.7886,22.6665,DOWN,0
2005-04-05,25.08,25.16,25.328,22.8304,22.6486,DOWN,0
2005-04-06,24.94,24.99,25.106,22.8784,22.6333,UP,1
2005-04-07,25.29,24.85,25.124,22.9394,22.6218,UP,1
2005-04-08,26.53,25.35,25.416,23.0196,22.6177,DOWN,0
2005-04-11,26.41,26.5,25.65,23.1006,22.6138,DOWN,0
2005-04-12,25.29,26.2,25.692,23.1642,22.605,DOWN,0
2005-04-13,24.13,25.2,25.53,23.195,22.592,UP,1
2005-04-14,25.05,23.92,25.482,23.248,22.5815,DOWN,0
2005-04-15,24.71,24.85,25.118,23.2968,22.5704,UP,1
2005-04-18,24.8,24.86,24.796,23.3488,22.5646,UP,1
2005-04-19,25.49,25.08,24.836,23.4222,22.5636,DOWN,0
2005-04-20,24.97,25.5,25.004,23.4852,22.5615,DOWN,0
2005-04-21,24.49,25.01,24.892,23.551,22.5587,UP,1
2005-04-22,24.52,24.4,24.854,23.6208,22.5568,UP,1
2005-04-25,25.1,24.62,24.914,23.704,22.5595,DOWN,0
2005-04-26,24.66,25.02,24.748,23.7692,22.5609,UP,1
2005-04-27,25.53,24.57,24.86,23.852,22.5664,DOWN,0
2005-04-28,25.27,25.36,25.016,23.9124,22.5713,UP,1
2005-04-29,25.36,25.4,25.184,23.984,22.5769,DOWN,0
2005-05-02,25.04,25.3,25.172,24.062,22.5835,DOWN,0
2005-05-03,25.04,24.72,25.248,24.1052,22.5911,UP,1
2005-05-04,26.49,25.35,25.44,24.1862,22.603,UP,1
