ticker,NCLH US Equity,NCLH US Equity,NCLH US Equity,NCLH US Equity,NCLH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-06-01,54.76,54.82,54.688,52.8808,44.367,DOWN,0
2015-06-02,54.56,54.52,54.692,52.8982,44.4756,UP,1
2015-06-03,55.36,54.62,54.798,52.9528,44.5846,DOWN,0
2015-06-04,55.09,55.19,54.866,53.009,44.6917,UP,1
2015-06-05,55.13,55.39,54.98,53.0886,44.7998,DOWN,0
2015-06-08,54.37,55.0,54.902,53.1522,44.9027,UP,1
2015-06-09,54.825,54.2,54.955,53.1723,45.0081,DOWN,0
2015-06-10,54.74,55.0,54.831,53.2016,45.1129,UP,1
2015-06-11,54.95,54.93,54.803,53.2204,45.2187,DOWN,0
2015-06-12,54.92,54.8,54.761,53.2292,45.3243,DOWN,0
2015-06-15,54.7,54.46,54.827,53.234,45.4293,UP,1
2015-06-16,54.99,54.97,54.86,53.256,45.5383,UP,1
2015-06-17,55.32,55.22,54.976,53.2994,45.6484,UP,1
2015-06-18,56.09,55.3,55.204,53.326,45.7439,DOWN,0
2015-06-19,55.98,56.43,55.416,53.3494,45.8391,UP,1
2015-06-22,56.77,56.68,55.83,53.3946,45.9417,DOWN,0
2015-06-23,56.47,56.94,56.126,53.4484,46.0435,UP,1
2015-06-24,56.64,56.41,56.39,53.5066,46.1462,DOWN,0
2015-06-25,56.59,56.81,56.49,53.5778,46.2489,UP,1
2015-06-26,56.6,56.79,56.614,53.6471,46.3503,DOWN,0
2015-06-29,55.4,56.2,56.34,53.7109,46.4448,UP,1
2015-06-30,56.04,55.73,56.254,53.8065,46.5419,UP,1
2015-07-01,56.19,56.51,56.164,53.9007,46.6407,DOWN,0
2015-07-02,55.49,56.21,55.944,53.9886,46.736,DOWN,0
2015-07-06,55.34,55.34,55.692,54.0622,46.8293,UP,1
2015-07-07,56.54,55.49,55.92,54.1648,46.9272,DOWN,0
2015-07-08,55.79,56.1,55.87,54.2766,47.0223,DOWN,0
2015-07-09,55.48,56.32,55.728,54.3828,47.1158,UP,1
2015-07-10,57.65,56.06,56.16,54.5558,47.2198,UP,1
2015-07-13,58.5,58.38,56.792,54.7556,47.3296,UP,1
2015-07-14,59.22,58.59,57.328,54.9546,47.4463,DOWN,0
2015-07-15,58.74,59.11,57.918,55.1462,47.5571,UP,1
2015-07-16,59.19,59.23,58.66,55.3626,47.6719,DOWN,0
2015-07-17,59.0,59.38,58.93,55.5686,47.7868,UP,1
2015-07-20,59.13,59.64,59.056,55.7066,47.9066,UP,1
2015-07-21,59.29,59.38,59.07,55.8104,48.0279,UP,1
2015-07-22,59.89,59.02,59.3,55.9436,48.1484,DOWN,0
2015-07-23,59.84,60.05,59.43,56.0811,48.2696,DOWN,0
2015-07-24,58.77,60.34,59.384,56.2029,48.3904,DOWN,0
2015-07-27,58.12,58.2,59.182,56.2723,48.5062,UP,1
2015-07-28,58.43,57.98,59.01,56.3337,48.6284,UP,1
2015-07-29,59.88,58.43,59.008,56.4215,48.7591,DOWN,0
2015-07-30,59.69,59.48,58.978,56.4693,48.8977,UP,1
2015-07-31,62.42,61.71,59.708,56.6221,49.0496,DOWN,0
2015-08-03,62.0,62.97,60.484,56.7685,49.2042,DOWN,0
2015-08-04,59.43,62.7,60.684,56.8599,49.3449,UP,1
2015-08-05,61.18,60.0,60.944,56.9927,49.4907,DOWN,0
2015-08-06,60.14,61.17,61.034,57.0989,49.6268,UP,1
2015-08-07,61.06,60.4,60.762,57.2251,49.7613,UP,1
2015-08-10,61.42,61.93,60.646,57.3623,49.8952,DOWN,0
2015-08-11,59.38,59.46,60.636,57.4547,50.0208,DOWN,0
2015-08-12,58.45,59.42,60.09,57.5325,50.138,UP,1
2015-08-13,59.39,58.74,59.94,57.6131,50.2583,UP,1
2015-08-14,59.4,58.94,59.608,57.6993,50.3742,UP,1
2015-08-17,60.12,59.23,59.348,57.7991,50.4915,DOWN,0
2015-08-18,60.03,60.21,59.478,57.9123,50.5994,DOWN,0
2015-08-19,59.72,59.48,59.732,58.0102,50.703,DOWN,0
2015-08-20,57.0,59.0,59.254,58.0554,50.7927,DOWN,0
2015-08-21,56.1,56.11,58.594,58.0784,50.8812,DOWN,0
2015-08-24,54.93,52.06,57.556,58.0786,50.9607,DOWN,0
2015-08-25,54.79,56.63,56.508,58.0804,51.0398,UP,1
2015-08-26,56.86,55.76,55.936,58.1178,51.1291,UP,1
2015-08-27,57.76,57.0,56.088,58.1666,51.2211,DOWN,0
2015-08-28,57.74,57.43,56.416,58.1996,51.3104,DOWN,0
2015-08-31,57.6,57.61,56.95,58.232,51.3966,DOWN,0
2015-09-01,55.95,56.71,57.182,58.2156,51.4739,UP,1
2015-09-02,57.4,56.73,57.29,58.2342,51.5529,UP,1
2015-09-03,57.6,57.57,57.258,58.2534,51.6344,DOWN,0
2015-09-04,57.19,56.96,57.148,58.2654,51.7115,UP,1
2015-09-08,58.84,57.99,57.396,58.3102,51.7967,UP,1
2015-09-09,59.75,59.27,58.156,58.3972,51.8869,UP,1
2015-09-10,59.77,59.46,58.63,58.4718,51.9766,UP,1
2015-09-11,60.93,59.9,59.296,58.5666,52.0703,UP,1
2015-09-14,61.4,60.89,60.138,58.6848,52.1665,UP,1
2015-09-15,61.81,61.5,60.732,58.8142,52.2648,UP,1
2015-09-16,62.3,62.0,61.242,58.9294,52.3568,DOWN,0
2015-09-17,62.1,62.22,61.708,59.0556,52.454,DOWN,0
2015-09-18,61.36,62.25,61.794,59.1732,52.5401,UP,1
2015-09-21,62.32,61.82,61.978,59.2666,52.63,DOWN,0
2015-09-22,60.21,61.23,61.658,59.3008,52.7063,UP,1
2015-09-23,62.2,60.56,61.638,59.3604,52.7899,DOWN,0
2015-09-24,61.46,61.99,61.51,59.4148,52.8724,DOWN,0
2015-09-25,60.68,62.0,61.374,59.4446,52.9523,DOWN,0
2015-09-28,57.49,60.17,60.408,59.4144,53.0168,DOWN,0
2015-09-29,56.08,57.23,59.582,59.3534,53.0785,UP,1
2015-09-30,57.3,56.6,58.602,59.3136,53.1461,UP,1
2015-10-01,57.34,57.0,57.778,59.2626,53.2141,UP,1
2015-10-02,58.46,57.14,57.334,59.235,53.2875,UP,1
2015-10-05,58.98,58.87,57.632,59.2392,53.3536,DOWN,0
2015-10-06,56.85,59.13,57.786,59.2138,53.4081,UP,1
2015-10-07,57.1,56.75,57.746,59.1872,53.4593,UP,1
2015-10-08,57.11,56.79,57.7,59.1318,53.5115,UP,1
2015-10-09,57.95,57.36,57.598,59.097,53.5637,UP,1
2015-10-12,59.79,58.07,57.76,59.0444,53.6244,DOWN,0
2015-10-13,59.35,59.58,58.26,58.9914,53.6838,DOWN,0
2015-10-14,56.82,59.23,58.204,58.9392,53.7277,UP,1
2015-10-15,60.45,57.21,58.872,58.9246,53.7957,DOWN,0
2015-10-16,60.0,60.3,59.282,58.9218,53.8619,UP,1
2015-10-19,61.0,59.96,59.524,58.9206,53.9333,DOWN,0
2015-10-20,60.84,61.85,59.822,58.909,54.0074,DOWN,0
2015-10-21,60.2,61.13,60.498,58.9254,54.0803,UP,1
2015-10-22,60.9,60.84,60.588,58.9744,54.1538,UP,1
2015-10-23,62.24,61.91,61.036,59.0314,54.2316,UP,1
2015-10-26,63.23,62.44,61.482,59.108,54.3217,UP,1
2015-10-27,63.63,63.06,62.04,59.1782,54.4133,DOWN,0
2015-10-28,62.47,64.1,62.494,59.227,54.4974,UP,1
2015-10-29,63.37,62.23,62.988,59.3,54.5891,UP,1
2015-10-30,63.62,63.42,63.264,59.4324,54.6838,UP,1
2015-11-02,63.76,63.54,63.37,59.5856,54.7783,DOWN,0
2015-11-03,60.55,59.96,62.754,59.698,54.8561,DOWN,0
2015-11-04,58.94,60.52,62.048,59.781,54.9259,UP,1
2015-11-05,59.71,59.43,61.316,59.838,54.9954,UP,1
2015-11-06,60.56,59.4,60.704,59.894,55.0697,DOWN,0
2015-11-09,58.75,60.46,59.702,59.9142,55.1332,DOWN,0
2015-11-10,58.49,58.43,59.29,59.932,55.1977,DOWN,0
2015-11-11,58.25,58.49,59.152,59.978,55.2644,DOWN,0
2015-11-12,57.09,58.1,58.628,59.9718,55.3288,DOWN,0
2015-11-13,55.2,56.85,57.556,59.9238,55.386,DOWN,0
2015-11-16,54.33,55.09,56.672,59.8666,55.441,UP,1
2015-11-17,54.86,54.68,55.946,59.787,55.4953,UP,1
2015-11-18,55.73,54.92,55.442,59.7066,55.5553,UP,1
2015-11-19,56.86,55.79,55.396,59.6484,55.6189,UP,1
2015-11-20,57.13,56.89,55.782,59.5724,55.6853,UP,1
2015-11-23,58.3,56.83,56.576,59.5104,55.7621,DOWN,0
2015-11-24,57.23,57.46,57.05,59.4188,55.8277,UP,1
2015-11-25,57.53,57.52,57.41,59.3234,55.8941,UP,1
2015-11-27,57.82,57.7,57.602,59.2378,55.9613,DOWN,0
2015-11-30,57.44,57.81,57.664,59.1594,56.0299,UP,1
2015-12-01,58.7,57.35,57.744,59.087,56.1064,DOWN,0
2015-12-02,57.93,58.58,57.884,59.0414,56.1625,DOWN,0
2015-12-03,57.29,58.25,57.836,58.9432,56.207,UP,1
2015-12-04,58.27,57.51,57.926,58.8794,56.2594,UP,1
2015-12-07,58.76,58.56,58.19,58.841,56.314,DOWN,0
2015-12-08,58.61,57.73,58.172,58.8634,56.3666,DOWN,0
2015-12-09,57.03,56.85,57.992,58.8824,56.4072,UP,1
2015-12-10,58.53,57.47,58.24,58.907,56.4538,DOWN,0
2015-12-11,58.47,58.03,58.28,58.9296,56.4995,UP,1
2015-12-14,59.46,58.86,58.42,58.9496,56.5427,DOWN,0
2015-12-15,58.5,57.79,58.398,58.94,56.5834,UP,1
2015-12-16,59.79,58.82,58.95,58.9988,56.6295,DOWN,0
2015-12-17,57.11,60.01,58.666,58.999,56.6585,DOWN,0
2015-12-18,56.86,57.58,58.344,58.994,56.6926,UP,1
2015-12-21,59.04,57.25,58.26,59.0158,56.7334,DOWN,0
2015-12-22,58.84,59.23,58.328,58.9968,56.7781,DOWN,0
2015-12-23,58.47,59.06,58.064,58.9792,56.8209,UP,1
2015-12-24,58.61,58.78,58.364,59.015,56.8587,DOWN,0
2015-12-28,58.02,58.27,58.596,58.9664,56.8953,UP,1
2015-12-29,59.53,58.37,58.694,58.957,56.9359,DOWN,0
2015-12-30,59.51,59.6,58.828,58.9272,56.9744,DOWN,0
2015-12-31,58.6,59.12,58.854,58.8824,57.0029,DOWN,0
2016-01-04,57.99,57.56,58.73,58.8382,57.0248,DOWN,0
2016-01-05,57.71,58.06,58.668,58.7744,57.0449,DOWN,0
2016-01-06,56.97,56.77,58.156,58.669,57.0666,DOWN,0
2016-01-07,55.72,55.79,57.398,58.5188,57.0838,DOWN,0
2016-01-08,55.07,56.26,56.692,58.3476,57.1034,UP,1
2016-01-11,56.0,55.32,56.294,58.2182,57.1274,DOWN,0
2016-01-12,55.85,56.33,55.922,58.0678,57.1376,DOWN,0
2016-01-13,52.31,55.89,54.99,57.8416,57.1328,DOWN,0
2016-01-14,50.795,52.14,54.005,57.5823,57.1167,DOWN,0
2016-01-15,47.82,49.18,52.555,57.3277,57.0834,DOWN,0
2016-01-19,47.2,48.33,50.795,57.0929,57.0471,UP,1
2016-01-20,47.28,46.4,49.081,56.8443,57.014,UP,1
2016-01-21,47.9,47.93,48.199,56.5911,56.9878,UP,1
2016-01-22,47.98,48.68,47.636,56.3757,56.9539,DOWN,0
2016-01-25,47.32,47.85,47.536,56.1523,56.9164,UP,1
2016-01-26,48.61,47.95,47.818,55.9595,56.8869,DOWN,0
2016-01-27,45.23,48.57,47.408,55.7223,56.8442,DOWN,0
2016-01-28,42.46,45.51,46.32,55.4675,56.7878,UP,1
2016-01-29,45.37,42.57,45.798,55.2883,56.7495,UP,1
2016-02-01,47.06,44.96,45.746,55.1323,56.7192,DOWN,0
2016-02-02,43.02,45.25,44.628,54.8781,56.6732,DOWN,0
2016-02-03,41.96,43.51,43.974,54.5801,56.6267,UP,1
2016-02-04,42.5,42.24,43.982,54.2875,56.5818,DOWN,0
2016-02-05,39.46,42.17,42.8,53.9107,56.5236,DOWN,0
2016-02-08,38.2,38.51,41.028,53.5301,56.4563,UP,1
2016-02-09,39.18,37.68,40.26,53.1631,56.3952,DOWN,0
2016-02-10,38.74,39.78,39.616,52.7815,56.3379,UP,1
2016-02-11,39.0,38.01,38.916,52.4127,56.282,UP,1
2016-02-12,39.33,39.61,38.89,52.0253,56.2337,UP,1
2016-02-16,40.56,40.14,39.362,51.6779,56.1939,UP,1
2016-02-17,42.83,41.07,40.092,51.3887,56.1617,DOWN,0
2016-02-18,41.85,42.57,40.714,51.0603,56.1252,UP,1
2016-02-19,42.49,41.5,41.412,50.7349,56.0958,UP,1
2016-02-22,44.08,42.98,42.362,50.4443,56.0727,UP,1
2016-02-23,46.85,45.6,43.62,50.2407,56.0458,UP,1
2016-02-24,47.9,46.69,44.634,50.0281,56.0148,UP,1
2016-02-25,48.655,48.22,45.995,49.8318,55.9919,UP,1
2016-02-26,49.635,49.29,47.424,49.6353,55.9753,DOWN,0
2016-02-29,49.13,49.33,48.434,49.4479,55.9575,UP,1
2016-03-01,50.31,49.84,49.126,49.2583,55.9358,UP,1
2016-03-02,50.53,50.37,49.652,49.1267,55.9117,DOWN,0
2016-03-03,50.0,50.05,49.921,48.9895,55.8842,DOWN,0
