ticker,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-03-17,46.83,47.25,45.5899,47.782,48.5804,DOWN,0
2005-03-18,46.77,47.18,45.5917,47.434,48.6092,UP,1
2005-03-21,46.78,46.85,45.598,47.05,48.6308,DOWN,0
2005-03-22,46.67,46.76,45.6038,46.814,48.6508,UP,1
2005-03-23,46.99,46.67,45.6079,46.808,48.6686,UP,1
2005-03-24,47.0,46.99,45.6154,46.842,48.6654,DOWN,0
2005-03-28,46.9,47.05,45.6264,46.868,48.6334,DOWN,0
2005-03-29,46.26,46.9,45.6357,46.764,48.5886,DOWN,0
2005-03-30,36.74,37.51,45.598,44.778,48.3502,DOWN,0
2005-03-31,35.79,37.41,45.5559,42.538,48.1024,UP,1
2005-04-01,35.84,35.95,45.5138,40.306,47.8702,DOWN,0
2005-04-04,35.5,35.87,45.4699,38.026,47.6238,UP,1
2005-04-05,35.7,35.35,45.4278,35.914,47.384,UP,1
2005-04-06,36.15,35.85,45.388,35.796,47.157,UP,1
2005-04-07,36.66,36.24,45.3466,35.97,46.949,DOWN,0
2005-04-08,36.01,36.75,45.2967,36.004,46.7166,DOWN,0
2005-04-11,35.79,35.95,45.2451,36.062,46.4574,UP,1
2005-04-12,36.16,35.83,45.1947,36.154,46.2134,DOWN,0
2005-04-13,35.35,35.95,45.1459,35.994,45.9388,DOWN,0
2005-04-14,34.43,35.25,45.0876,35.548,45.6332,UP,1
2005-04-15,34.65,34.51,45.0219,35.276,45.3222,DOWN,0
2005-04-18,34.59,34.57,44.9604,35.036,45.021,UP,1
2005-04-19,34.87,34.7,44.9013,34.778,44.707,UP,1
2005-04-20,35.07,35.1,44.8465,34.722,44.3964,UP,1
2005-04-21,36.01,35.17,44.7891,35.038,44.0944,UP,1
2005-04-22,36.69,36.02,44.7377,35.446,43.8282,UP,1
2005-04-25,36.75,36.45,44.6887,35.878,43.5732,UP,1
2005-04-26,39.0,38.7,44.652,36.704,43.3506,DOWN,0
2005-04-27,38.72,38.39,44.6096,37.434,43.1308,UP,1
2005-04-28,38.88,38.5,44.5596,38.008,42.9102,UP,1
2005-04-29,39.63,38.85,44.5144,38.596,42.718,UP,1
2005-05-02,39.89,39.82,44.4729,39.224,42.5392,DOWN,0
2005-05-03,39.83,40.1,44.4358,39.39,42.3638,UP,1
2005-05-04,39.98,39.83,44.3976,39.642,42.2028,UP,1
2005-05-05,40.1,39.85,44.3686,39.886,42.0386,UP,1
2005-05-06,40.29,40.18,44.3422,40.018,41.8648,UP,1
2005-05-09,40.35,40.1,44.3154,40.11,41.6838,DOWN,0
2005-05-10,40.03,40.1,44.298,40.15,41.5074,UP,1
2005-05-11,40.3,40.1,44.2865,40.214,41.3434,DOWN,0
2005-05-12,40.08,40.6,44.2757,40.21,41.1674,DOWN,0
2005-05-13,39.35,39.85,44.2561,40.022,40.9688,DOWN,0
2005-05-16,39.0,39.17,44.2317,39.752,40.7506,DOWN,0
2005-05-17,38.8,38.75,44.209,39.506,40.5252,DOWN,0
2005-05-18,38.72,38.83,44.1902,39.19,40.3132,DOWN,0
2005-05-19,38.63,38.8,44.1738,38.9,40.1138,DOWN,0
2005-05-20,38.5,38.42,44.1618,38.73,39.9022,UP,1
2005-05-23,38.9,38.44,44.1574,38.71,39.71,UP,1
2005-05-24,39.21,38.75,44.1544,38.792,39.5202,DOWN,0
2005-05-25,38.57,39.0,44.1432,38.762,39.3346,DOWN,0
2005-05-26,38.51,38.7,44.1328,38.738,39.1644,UP,1
2005-05-27,38.81,38.54,44.1248,38.8,39.004,UP,1
2005-05-31,38.85,38.9,44.1168,38.79,38.8456,UP,1
2005-06-01,39.45,38.83,44.1102,38.838,38.699,DOWN,0
2005-06-02,38.93,39.45,44.0976,38.91,38.5442,DOWN,0
2005-06-03,38.4,38.8,44.0781,38.888,38.3724,DOWN,0
2005-06-06,38.12,38.3,44.0594,38.75,38.1948,UP,1
2005-06-07,38.31,38.25,44.0362,38.642,38.023,DOWN,0
2005-06-08,37.95,38.39,44.013,38.342,37.8568,UP,1
2005-06-09,38.3,37.91,43.9897,38.216,37.888,DOWN,0
2005-06-10,38.03,38.27,43.9663,38.142,37.9328,UP,1
2005-06-13,38.15,38.05,43.9451,38.148,37.979,UP,1
2005-06-14,38.53,38.23,43.9212,38.192,38.0396,UP,1
2005-06-15,38.71,38.6,43.9012,38.344,38.0998,UP,1
2005-06-16,38.75,38.6,43.8784,38.434,38.1518,UP,1
2005-06-17,39.61,38.97,43.8579,38.75,38.2108,DOWN,0
2005-06-20,39.51,39.45,43.8345,39.022,38.2808,DOWN,0
2005-06-21,39.4,39.51,43.8107,39.196,38.353,UP,1
2005-06-22,39.5,39.25,43.7856,39.354,38.4198,DOWN,0
2005-06-23,39.26,39.46,43.7591,39.456,38.498,UP,1
2005-06-24,39.45,39.26,43.7332,39.424,38.5984,DOWN,0
2005-06-27,38.26,39.35,43.7,39.174,38.6706,DOWN,0
2005-06-28,37.84,38.38,43.6642,38.862,38.7356,DOWN,0
2005-06-29,37.45,37.93,43.6251,38.452,38.7872,DOWN,0
2005-06-30,37.17,37.45,43.5881,38.034,38.8292,UP,1
2005-07-01,37.22,37.25,43.5495,37.588,38.8534,UP,1
2005-07-05,38.49,37.45,43.5126,37.634,38.8894,DOWN,0
2005-07-06,38.29,38.4,43.4752,37.724,38.9202,DOWN,0
2005-07-07,38.25,38.0,43.4375,37.884,38.9052,UP,1
2005-07-08,38.99,38.4,43.4067,38.248,38.9106,UP,1
2005-07-11,39.02,38.9,43.3768,38.608,38.9134,DOWN,0
2005-07-12,38.9,39.02,43.347,38.69,38.8988,UP,1
2005-07-13,39.11,38.96,43.3226,38.854,38.8832,DOWN,0
2005-07-14,39.05,39.0,43.3013,39.014,38.8676,UP,1
2005-07-15,39.51,39.02,43.2815,39.118,38.8582,DOWN,0
2005-07-18,38.91,39.64,43.2555,39.096,38.8344,UP,1
2005-07-19,39.55,39.01,43.2306,39.226,38.8196,UP,1
2005-07-20,41.68,41.59,43.2142,39.74,38.8462,UP,1
2005-07-21,42.25,41.98,43.2038,40.38,38.8906,DOWN,0
2005-07-22,41.4,42.05,43.1879,40.758,38.9126,DOWN,0
2005-07-25,40.7,41.4,43.1743,41.116,38.925,UP,1
2005-07-26,44.5,41.22,43.1819,42.106,39.028,UP,1
2005-07-27,44.53,44.72,43.1908,42.676,39.1386,UP,1
2005-07-28,45.72,44.85,43.2078,43.37,39.277,DOWN,0
2005-07-29,45.28,45.7,43.2253,44.146,39.4082,DOWN,0
2005-08-01,45.05,45.24,43.24,45.016,39.5366,UP,1
2005-08-02,45.07,45.16,43.2538,45.13,39.668,DOWN,0
2005-08-03,44.9,44.9,43.2643,45.204,39.788,DOWN,0
2005-08-04,44.51,44.75,43.2761,44.962,39.894,DOWN,0
2005-08-05,44.14,44.45,43.2908,44.734,40.0054,DOWN,0
2005-08-08,43.97,44.24,43.3054,44.518,40.1146,UP,1
2005-08-09,44.91,44.1,43.3262,44.486,40.2366,UP,1
2005-08-10,45.06,45.08,43.351,44.518,40.3608,UP,1
2005-08-11,45.35,45.06,43.3818,44.686,40.4788,DOWN,0
2005-08-12,44.52,45.25,43.4028,44.762,40.5906,UP,1
2005-08-15,45.26,44.53,43.429,45.02,40.7278,DOWN,0
2005-08-16,44.49,45.15,43.445,44.936,40.8552,UP,1
2005-08-17,44.62,44.35,43.4607,44.848,40.9814,DOWN,0
2005-08-18,44.4,44.48,43.4724,44.658,41.1104,UP,1
2005-08-19,44.6,44.65,43.4787,44.674,41.2364,DOWN,0
2005-08-22,44.38,44.67,43.4823,44.498,41.3634,DOWN,0
2005-08-23,44.19,44.22,43.4827,44.438,41.4842,UP,1
2005-08-24,44.41,44.23,43.4839,44.396,41.6018,UP,1
2005-08-25,45.15,44.41,43.4872,44.546,41.7306,DOWN,0
2005-08-26,44.94,45.05,43.4895,44.614,41.8544,DOWN,0
2005-08-29,44.79,44.6,43.487,44.696,41.958,UP,1
2005-08-30,44.96,44.7,43.4837,44.85,42.067,UP,1
2005-08-31,45.47,44.92,43.4785,45.062,42.1884,UP,1
2005-09-01,45.74,45.3,43.478,45.18,42.3132,DOWN,0
2005-09-02,45.58,45.54,43.4758,45.308,42.4396,UP,1
2005-09-06,46.1,45.75,43.4763,45.57,42.5726,DOWN,0
2005-09-07,45.96,45.83,43.4764,45.77,42.7266,DOWN,0
2005-09-08,45.36,45.8,43.4712,45.748,42.877,UP,1
2005-09-09,46.28,45.09,43.4706,45.856,43.0536,DOWN,0
2005-09-12,45.98,46.18,43.4645,45.936,43.2298,DOWN,0
2005-09-13,45.2,46.04,43.4547,45.756,43.3894,DOWN,0
2005-09-14,43.88,45.1,43.4381,45.34,43.4972,DOWN,0
2005-09-15,43.71,44.0,43.4233,45.01,43.6056,DOWN,0
2005-09-16,43.0,43.5,43.4008,44.354,43.7006,DOWN,0
2005-09-19,42.62,43.0,43.3759,43.682,43.7732,DOWN,0
2005-09-20,42.44,42.7,43.3511,43.13,43.8416,DOWN,0
2005-09-21,41.96,42.2,43.3229,42.746,43.9028,UP,1
2005-09-22,42.15,41.8,43.2988,42.434,43.9636,UP,1
2005-09-23,42.6,42.2,43.2762,42.354,44.0346,DOWN,0
2005-09-26,41.65,42.8,43.248,42.16,44.0774,UP,1
2005-09-27,42.13,41.75,43.2229,42.098,44.1418,DOWN,0
2005-09-28,41.75,42.33,43.1964,42.056,44.1858,UP,1
2005-09-29,41.82,41.73,43.1696,41.99,44.1886,DOWN,0
2005-09-30,41.6,41.77,43.1423,41.79,44.1756,UP,1
2005-10-03,42.02,41.75,43.1182,41.864,44.188,UP,1
2005-10-04,43.3,42.02,43.1002,42.098,44.24,UP,1
2005-10-05,43.31,43.4,43.0846,42.41,44.2162,DOWN,0
2005-10-06,42.2,43.44,43.0637,42.486,44.1696,UP,1
2005-10-07,42.47,42.2,43.0444,42.66,44.1046,UP,1
2005-10-10,42.5,42.37,43.0272,42.756,44.049,DOWN,0
2005-10-11,41.25,42.74,43.0044,42.346,43.973,DOWN,0
2005-10-12,40.67,41.21,42.973,41.818,43.885,UP,1
2005-10-13,41.38,41.17,42.945,41.654,43.8146,DOWN,0
2005-10-14,36.58,37.25,42.892,40.476,43.656,DOWN,0
2005-10-17,36.36,36.59,42.8398,39.248,43.5004,DOWN,0
2005-10-18,36.0,36.0,42.791,38.198,43.341,UP,1
2005-10-19,36.3,35.9,42.7475,37.324,43.1688,UP,1
2005-10-20,36.51,36.22,42.7034,36.35,42.9978,DOWN,0
2005-10-21,36.2,36.58,42.6559,36.274,42.8148,UP,1
2005-10-24,36.28,36.29,42.6089,36.258,42.65,DOWN,0
2005-10-25,35.75,36.4,42.5572,36.208,42.4598,DOWN,0
2005-10-26,35.39,35.8,42.4983,36.026,42.2778,UP,1
2005-10-27,35.66,35.44,42.4341,35.856,42.0986,DOWN,0
2005-10-28,35.43,35.8,42.3688,35.702,41.9192,UP,1
2005-10-31,36.2,35.55,42.3065,35.686,41.7512,UP,1
2005-11-01,36.51,36.19,42.2481,35.838,41.5938,UP,1
2005-11-02,37.77,36.45,42.1997,36.314,41.4654,UP,1
2005-11-03,38.95,38.0,42.1554,36.972,41.3562,DOWN,0
2005-11-04,38.38,38.77,42.1088,37.562,41.2208,DOWN,0
2005-11-07,38.35,38.5,42.0631,37.992,41.089,UP,1
2005-11-08,38.73,38.2,42.0214,38.436,40.9678,UP,1
2005-11-09,39.24,38.88,41.9795,38.73,40.8534,UP,1
2005-11-10,40.03,39.27,41.9359,38.946,40.7446,UP,1
2005-11-11,40.37,40.13,41.8959,39.344,40.6372,DOWN,0
2005-11-14,40.09,39.95,41.851,39.692,40.5274,DOWN,0
2005-11-15,40.05,39.84,41.8027,39.956,40.4064,DOWN,0
2005-11-16,39.48,39.87,41.7491,40.004,40.2768,UP,1
2005-11-17,39.9,39.5,41.7003,39.978,40.1676,UP,1
2005-11-18,40.05,40.1,41.6477,39.914,40.043,UP,1
2005-11-21,40.41,40.0,41.5968,39.978,39.9316,UP,1
2005-11-22,40.5,40.47,41.5437,40.068,39.8376,UP,1
2005-11-23,40.81,40.45,41.4978,40.334,39.7762,DOWN,0
2005-11-25,40.16,40.95,41.4511,40.386,39.7052,DOWN,0
2005-11-28,40.0,40.2,41.4004,40.376,39.6452,DOWN,0
2005-11-29,39.62,40.15,41.35,40.218,39.5852,DOWN,0
2005-11-30,39.23,39.62,41.2966,39.964,39.521,UP,1
2005-12-01,39.37,39.32,41.2472,39.676,39.4692,DOWN,0
2005-12-02,38.99,39.3,41.198,39.442,39.406,DOWN,0
2005-12-05,38.19,37.0,41.146,39.08,39.3178,UP,1
2005-12-06,38.55,38.25,41.0986,38.866,39.2558,UP,1
2005-12-07,38.62,38.7,41.0501,38.744,39.1856,DOWN,0
2005-12-08,38.58,38.53,40.9981,38.586,39.1222,UP,1
2005-12-09,38.95,38.65,40.9459,38.578,39.0648,UP,1
2005-12-12,39.19,39.0,40.8976,38.778,39.0166,UP,1
2005-12-13,39.29,39.12,40.8515,38.926,38.962,UP,1
2005-12-14,39.53,39.34,40.8048,39.108,38.8866,DOWN,0
2005-12-15,38.97,39.45,40.7532,39.186,38.7998,DOWN,0
2005-12-16,38.6,38.99,40.6967,39.116,38.7278,DOWN,0
2005-12-19,37.87,38.53,40.6357,38.852,38.6358,UP,1
2005-12-20,37.91,37.8,40.5786,38.576,38.544,UP,1
2005-12-21,37.92,38.39,40.5252,38.254,38.4774,UP,1
2005-12-22,38.03,37.92,40.47,38.066,38.4246,UP,1
2005-12-23,38.08,38.18,40.4178,37.962,38.3586,DOWN,0
2005-12-27,37.9,38.35,40.3638,37.968,38.385,UP,1
2005-12-28,38.23,38.08,40.3157,38.032,38.4224,DOWN,0
2005-12-29,38.12,38.27,40.2712,38.072,38.4648,DOWN,0
2005-12-30,37.8,37.95,40.2261,38.026,38.4948,UP,1
2006-01-03,38.1,38.01,40.1827,38.03,38.5266,DOWN,0
2006-01-04,37.83,37.95,40.138,38.016,38.5592,DOWN,0
2006-01-05,37.26,37.83,40.0909,37.822,38.5788,UP,1
2006-01-06,37.35,37.28,40.0427,37.668,38.6108,UP,1
2006-01-09,38.34,37.3,39.9994,37.776,38.6698,UP,1
2006-01-10,38.96,38.25,39.9597,37.948,38.7358,UP,1
2006-01-11,39.15,39.03,39.9242,38.212,38.8102,DOWN,0
2006-01-12,38.7,39.15,39.934,38.5,38.8602,UP,1
2006-01-13,38.8,37.76,39.949,38.79,38.906,DOWN,0
2006-01-17,38.34,38.45,39.9615,38.79,38.9174,UP,1
2006-01-18,38.4,38.2,39.976,38.678,38.9064,UP,1
2006-01-19,38.5,38.75,39.99,38.548,38.9088,DOWN,0
2006-01-20,38.1,38.5,39.9998,38.428,38.9038,DOWN,0
2006-01-23,37.76,38.1,40.0053,38.22,38.8844,UP,1
2006-01-24,43.08,42.45,40.0406,39.168,38.9612,DOWN,0
2006-01-25,41.09,42.0,40.0671,39.706,38.9824,UP,1
2006-01-26,41.46,41.05,40.0936,40.298,39.0042,UP,1
2006-01-27,41.9,41.37,40.1264,41.058,39.0404,DOWN,0
2006-01-30,41.83,41.9,40.1634,41.872,39.076,UP,1
2006-01-31,41.95,41.74,40.1999,41.646,39.1254,DOWN,0
2006-02-01,41.2,41.925,40.2329,41.668,39.1514,DOWN,0
2006-02-02,40.69,41.23,40.262,41.514,39.1642,UP,1
2006-02-03,40.83,40.4,40.2908,41.3,39.1726,DOWN,0
2006-02-06,40.25,40.74,40.312,40.984,39.1676,UP,1
2006-02-07,40.53,40.15,40.3312,40.7,39.162,UP,1
2006-02-08,41.33,40.58,40.3541,40.726,39.1854,DOWN,0
2006-02-09,40.98,41.32,40.364,40.784,39.205,DOWN,0
2006-02-10,40.82,41.05,40.3745,40.782,39.229,UP,1
2006-02-13,41.24,40.67,40.3863,40.98,39.2692,UP,1
2006-02-14,42.06,41.22,40.3985,41.286,39.323,UP,1
2006-02-15,42.54,42.0,40.4117,41.528,39.394,UP,1
2006-02-16,43.1,42.518,40.4281,41.952,39.4922,DOWN,0
2006-02-17,42.31,43.12,40.4397,42.25,39.5674,DOWN,0
2006-02-21,42.28,42.59,40.4506,42.458,39.6406,UP,1
2006-02-22,43.22,42.2,40.4653,42.69,39.7334,UP,1
2006-02-23,43.87,43.96,40.4829,42.956,39.8318,DOWN,0
2006-02-24,43.75,43.92,40.5015,43.086,39.923,DOWN,0
2006-02-27,43.64,43.76,40.5182,43.352,40.01,DOWN,0
2006-02-28,42.73,43.16,40.5314,43.442,40.074,UP,1
2006-03-01,43.39,42.73,40.5516,43.476,40.1624,DOWN,0
2006-03-02,42.92,43.21,40.5712,43.286,40.2488,DOWN,0
2006-03-03,42.55,42.75,40.59,43.046,40.3424,DOWN,0
2006-03-06,41.95,42.5,40.6061,42.708,40.4232,DOWN,0
2006-03-07,41.77,41.95,40.6218,42.516,40.5002,UP,1
2006-03-08,41.92,41.6,40.6389,42.222,40.578,DOWN,0
2006-03-09,41.42,41.85,40.6515,41.922,40.6448,UP,1
2006-03-10,41.77,41.33,40.6643,41.766,40.7222,UP,1
2006-03-13,41.9,41.63,40.681,41.756,40.7956,UP,1
2006-03-14,43.27,41.94,40.7048,42.056,40.8986,UP,1
2006-03-15,44.04,43.25,40.7309,42.48,41.0234,UP,1
2006-03-16,44.2,44.0,40.7577,43.036,41.1454,UP,1
2006-03-17,44.39,44.45,40.7824,43.56,41.2766,DOWN,0
2006-03-20,43.88,44.34,40.8071,43.956,41.409,DOWN,0
2006-03-21,43.47,43.93,40.8325,43.996,41.5314,UP,1
2006-03-22,44.17,43.39,40.8627,44.022,41.648,DOWN,0
2006-03-23,43.47,44.0,40.8885,43.876,41.7382,DOWN,0
2006-03-24,43.43,43.47,40.9159,43.684,41.8238,DOWN,0
2006-03-27,42.83,43.25,40.9386,43.474,41.9064,DOWN,0
2006-03-28,42.79,42.85,40.9624,43.338,41.9862,UP,1
2006-03-29,43.27,42.76,40.988,43.158,42.0848,DOWN,0
2006-03-30,43.08,43.2,41.0107,43.08,42.1784,UP,1
2006-03-31,43.15,43.12,41.0329,43.024,42.2714,UP,1
2006-04-03,43.19,43.75,41.0551,43.096,42.3732,UP,1
2006-04-04,43.95,43.13,41.0768,43.328,42.497,UP,1
2006-04-05,44.03,43.95,41.0994,43.48,42.516,DOWN,0
2006-04-06,44.0,44.09,41.1224,43.664,42.5742,DOWN,0
2006-04-07,43.38,44.05,41.1418,43.71,42.6126,UP,1
2006-04-10,43.5,43.5,41.163,43.772,42.6446,DOWN,0
2006-04-11,42.37,43.47,41.1776,43.456,42.6554,UP,1
2006-04-12,42.99,42.48,41.2013,43.248,42.6762,UP,1
2006-04-13,43.19,42.99,41.228,43.086,42.716,DOWN,0
2006-04-17,42.47,43.09,41.2531,42.904,42.7516,UP,1
2006-04-18,43.25,42.72,41.2835,42.854,42.8,DOWN,0
2006-04-19,43.25,43.35,41.3137,43.03,42.86,UP,1
2006-04-20,43.49,43.04,41.3387,43.13,42.9192,DOWN,0
2006-04-21,43.39,43.74,41.3642,43.17,42.9604,UP,1
2006-04-24,43.99,43.31,41.3929,43.474,43.0206,DOWN,0
2006-04-25,43.55,43.94,41.4157,43.534,43.0752,UP,1
2006-04-26,45.43,46.78,41.4477,43.97,43.159,DOWN,0
2006-04-27,45.01,45.43,41.4783,44.274,43.218,UP,1
2006-04-28,45.32,45.04,41.5093,44.66,43.2736,DOWN,0
2006-05-01,44.93,45.55,41.5387,44.848,43.3102,UP,1
2006-05-02,45.99,45.1,41.5711,45.336,43.3838,DOWN,0
2006-05-03,45.6,46.94,41.6046,45.37,43.4502,UP,1
2006-05-04,45.7,45.7,41.6353,45.508,43.4998,DOWN,0
2006-05-05,45.57,45.77,41.6548,45.558,43.5338,UP,1
2006-05-08,45.83,46.0,41.6727,45.738,43.5754,DOWN,0
2006-05-09,44.82,45.7,41.6898,45.504,43.599,UP,1
2006-05-10,45.05,44.62,41.7115,45.394,43.6454,DOWN,0
2006-05-11,44.25,44.97,41.7103,45.104,43.6626,DOWN,0
2006-05-12,44.23,43.91,41.7088,44.836,43.6888,DOWN,0
2006-05-15,44.0,44.14,41.7002,44.47,43.7178,DOWN,0
2006-05-16,43.69,43.8,41.6922,44.244,43.7526,DOWN,0
2006-05-17,42.89,43.34,41.6814,43.812,43.775,DOWN,0
2006-05-18,42.37,42.81,41.6679,43.436,43.784,UP,1
2006-05-19,43.1,42.22,41.6589,43.21,43.8176,DOWN,0
2006-05-22,41.92,42.9,41.646,42.794,43.8206,DOWN,0
2006-05-23,41.51,42.0,41.6328,42.358,43.8128,DOWN,0
2006-05-24,41.39,41.3,41.6199,42.058,43.7752,DOWN,0
2006-05-25,40.88,41.68,41.5998,41.76,43.712,UP,1
2006-05-26,42.18,40.85,41.5854,41.576,43.6716,DOWN,0
2006-05-30,41.78,41.87,41.5675,41.548,43.6194,DOWN,0
2006-05-31,41.65,41.8,41.5532,41.576,43.5748,UP,1
2006-06-01,42.56,41.86,41.5397,41.81,43.5566,UP,1
2006-06-02,43.11,42.65,41.5328,42.256,43.5354,DOWN,0
2006-06-05,42.63,42.9,41.5228,42.346,43.5186,UP,1
2006-06-06,43.54,42.85,41.5185,42.698,43.5208,DOWN,0
2006-06-07,43.15,43.65,41.5113,42.998,43.5272,DOWN,0
2006-06-08,42.95,43.0,41.5041,43.076,43.5304,UP,1
2006-06-09,43.0,42.9,41.4982,43.054,43.525,DOWN,0
2006-06-12,42.76,43.05,41.4899,43.08,43.5186,DOWN,0
2006-06-13,41.82,42.69,41.4733,42.736,43.492,UP,1
2006-06-14,42.56,41.72,41.4614,42.618,43.4794,UP,1
2006-06-15,43.39,42.65,41.4544,42.706,43.4682,DOWN,0
2006-06-16,42.49,43.1,41.442,42.604,43.4374,DOWN,0
2006-06-19,41.95,42.53,41.4244,42.442,43.3964,DOWN,0
2006-06-20,41.66,41.95,41.404,42.41,43.362,UP,1
2006-06-21,42.51,41.5,41.3887,42.4,43.3422,UP,1
2006-06-22,42.84,42.58,41.3724,42.29,43.3516,DOWN,0
2006-06-23,42.65,42.7,41.3558,42.322,43.3448,DOWN,0
2006-06-26,42.48,42.6,41.3414,42.428,43.3306,UP,1
2006-06-27,43.19,42.43,41.326,42.734,43.345,UP,1
2006-06-28,43.45,43.23,41.3133,42.922,43.349,UP,1
2006-06-29,44.54,43.6,41.31,43.262,43.3748,DOWN,0
2006-06-30,44.4,44.5,41.3126,43.612,43.393,UP,1
2006-07-03,44.48,45.0,41.3165,44.012,43.4148,UP,1
2006-07-05,44.74,44.3,41.3252,44.322,43.4298,UP,1
2006-07-06,44.8,44.7,41.3361,44.592,43.4548,DOWN,0
2006-07-07,44.12,44.63,41.3445,44.508,43.4286,DOWN,0
2006-07-10,43.61,44.35,41.3527,44.35,43.4006,UP,1
2006-07-11,44.04,43.65,41.3622,44.262,43.375,DOWN,0
2006-07-12,43.1,44.1,41.3647,43.934,43.3384,DOWN,0
2006-07-13,42.32,42.94,41.368,43.438,43.265,DOWN,0
2006-07-14,41.75,42.18,41.3661,42.964,43.188,DOWN,0
2006-07-17,41.71,41.64,41.3659,42.584,43.1082,DOWN,0
2006-07-18,41.69,41.72,41.3653,42.114,43.0306,UP,1
2006-07-19,42.6,41.8,41.3703,42.014,42.966,DOWN,0
2006-07-20,42.37,42.6,41.372,42.024,42.917,DOWN,0
2006-07-21,41.87,42.3,41.3649,42.048,42.8534,UP,1
2006-07-24,42.6,41.95,41.3613,42.226,42.8204,DOWN,0
2006-07-25,39.57,40.99,41.3482,41.802,42.7272,UP,1
2006-07-26,40.59,40.5,41.3388,41.4,42.659,DOWN,0
2006-07-27,40.03,40.84,41.3264,40.932,42.5858,UP,1
2006-07-28,40.59,39.7,41.3231,40.676,42.5398,UP,1
2006-07-31,40.68,40.39,41.3232,40.292,42.506,DOWN,0
2006-08-01,40.26,40.64,41.3176,40.43,42.4492,DOWN,0
2006-08-02,39.81,40.27,41.3337,40.274,42.407,UP,1
2006-08-03,40.5,39.41,41.3544,40.368,42.3868,UP,1
2006-08-04,41.07,40.85,41.3798,40.464,42.3804,DOWN,0
2006-08-07,40.87,41.05,41.4026,40.502,42.3802,DOWN,0
2006-08-08,40.62,41.12,41.4232,40.574,42.349,DOWN,0
2006-08-09,40.07,40.64,41.4425,40.626,42.3148,UP,1
2006-08-10,40.99,40.06,41.4661,40.724,42.3016,DOWN,0
2006-08-11,40.86,40.99,41.4916,40.682,42.2676,DOWN,0
2006-08-14,40.43,40.93,41.5168,40.594,42.214,UP,1
2006-08-15,41.6,40.7,41.5465,40.79,42.1934,UP,1
2006-08-16,42.68,41.75,41.5828,41.312,42.1762,UP,1
2006-08-17,43.36,42.71,41.6186,41.786,42.1804,DOWN,0
2006-08-18,42.87,43.39,41.6504,42.188,42.1788,DOWN,0
2006-08-21,42.66,42.75,41.6748,42.634,42.172,DOWN,0
2006-08-22,42.06,42.67,41.6904,42.726,42.158,DOWN,0
2006-08-23,41.5,42.06,41.706,42.49,42.1516,UP,1
2006-08-24,41.74,41.51,41.7229,42.166,42.1352,UP,1
2006-08-25,42.33,41.54,41.7409,42.058,42.114,UP,1
2006-08-28,42.76,42.34,41.7585,42.078,42.1194,UP,1
2006-08-29,43.3,42.76,41.7749,42.326,42.1464,DOWN,0
2006-08-30,43.08,43.25,41.7884,42.642,42.1748,DOWN,0
2006-08-31,42.65,43.15,41.8012,42.824,42.1776,UP,1
2006-09-01,43.06,43.05,41.8163,42.97,42.182,DOWN,0
2006-09-05,42.73,43.06,41.8325,42.964,42.1836,DOWN,0
2006-09-06,42.0,42.35,41.843,42.704,42.174,UP,1
2006-09-07,42.48,41.96,41.8552,42.584,42.1598,UP,1
2006-09-08,42.75,42.85,41.8669,42.604,42.1458,DOWN,0
2006-09-11,42.39,42.75,41.8763,42.47,42.1028,UP,1
2006-09-12,44.1,42.5,41.8928,42.744,42.0968,DOWN,0
2006-09-13,43.72,44.03,41.9106,43.088,42.0816,UP,1
2006-09-14,44.41,43.65,41.9326,43.474,42.075,UP,1
2006-09-15,44.54,44.5,41.9572,43.832,42.0698,DOWN,0
2006-09-18,44.09,44.4,41.9815,44.172,42.0692,DOWN,0
2006-09-19,44.02,44.05,42.0048,44.156,42.0774,UP,1
2006-09-20,44.9,44.12,42.0343,44.392,42.0946,DOWN,0
2006-09-21,44.21,44.95,42.0644,44.352,42.1168,DOWN,0
2006-09-22,43.99,44.25,42.0916,44.242,42.1502,UP,1
2006-09-25,44.2,44.15,42.1195,44.264,42.1992,UP,1
2006-09-26,44.26,44.75,42.1479,44.312,42.2502,UP,1
2006-09-27,44.54,44.25,42.1759,44.24,42.3072,UP,1
2006-09-28,45.23,44.5,42.2061,44.444,42.3598,UP,1
2006-09-29,45.28,45.3,42.236,44.702,42.418,DOWN,0
2006-10-02,45.25,45.13,42.2646,44.912,42.4856,DOWN,0
2006-10-03,44.88,45.4,42.2942,45.036,42.5312,UP,1
2006-10-04,45.0,44.7,42.3262,45.128,42.6398,UP,1
2006-10-05,45.01,44.88,42.3619,45.084,42.7282,UP,1
2006-10-06,45.15,44.97,42.3981,45.058,42.8306,UP,1
2006-10-09,45.64,45.0,42.4367,45.136,42.9316,DOWN,0
2006-10-10,45.5,45.59,42.474,45.26,43.028,DOWN,0
2006-10-11,45.25,45.16,42.5099,45.31,43.1278,UP,1
2006-10-12,45.72,45.5,42.549,45.452,43.246,DOWN,0
2006-10-13,45.26,45.72,42.5841,45.474,43.3412,DOWN,0
2006-10-16,45.16,45.2,42.6193,45.378,43.423,UP,1
