ticker,LEN US Equity,LEN US Equity,LEN US Equity,LEN US Equity,LEN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-08-03,42.164,42.6431,46.6243,42.2338,43.612,UP,1
2004-08-04,42.3536,41.8745,46.6259,42.4235,43.6148,DOWN,0
2004-08-05,42.124,43.1722,46.6285,42.3696,43.593,UP,1
2004-08-06,42.1939,42.3237,46.6296,42.2877,43.5351,DOWN,0
2004-08-09,41.9444,41.9543,46.6261,42.156,43.4738,UP,1
2004-08-10,42.8827,41.9743,46.6283,42.2997,43.4157,DOWN,0
2004-08-11,42.5034,42.6331,46.6245,42.3297,43.3494,DOWN,0
2004-08-12,42.3536,42.4235,46.6227,42.3756,43.2901,UP,1
2004-08-13,42.693,42.3836,46.6185,42.4754,43.2478,UP,1
2004-08-16,43.6313,42.693,46.6153,42.8128,43.2338,UP,1
2004-08-17,44.5197,44.0206,46.6064,43.1402,43.2418,UP,1
2004-08-18,44.919,44.6695,46.6026,43.6233,43.2149,DOWN,0
2004-08-19,44.6395,44.6695,46.5966,44.0805,43.2041,UP,1
2004-08-20,45.0188,44.6894,46.5901,44.5457,43.2217,UP,1
2004-08-23,45.5179,45.1685,46.5886,44.923,43.2476,DOWN,0
2004-08-24,45.3882,45.9971,46.5786,45.0967,43.2869,DOWN,0
2004-08-25,45.1186,45.7176,46.5672,45.1366,43.3193,UP,1
2004-08-26,45.1885,45.0687,46.566,45.2464,43.3666,UP,1
2004-08-27,45.4281,45.3183,46.5716,45.3283,43.4047,DOWN,0
2004-08-30,44.6894,45.4181,46.5706,45.1626,43.4153,UP,1
2004-08-31,45.7176,44.919,46.5691,45.2284,43.4536,UP,1
2004-09-01,46.7058,45.7275,46.5703,45.5459,43.5107,DOWN,0
2004-09-02,46.5361,46.6359,46.5738,45.8154,43.5573,DOWN,0
2004-09-03,46.3664,46.3165,46.5765,46.003,43.5764,UP,1
2004-09-07,47.6241,47.165,46.5849,46.59,43.6126,DOWN,0
2004-09-08,46.8156,47.5143,46.588,46.8096,43.6623,UP,1
2004-09-09,46.8555,46.7856,46.5913,46.8395,43.7224,DOWN,0
2004-09-10,46.6659,46.9653,46.5918,46.8655,43.7629,UP,1
2004-09-13,46.8954,46.7657,46.5843,46.9713,43.8142,UP,1
2004-09-14,47.1749,46.9154,46.5746,46.8815,43.8535,DOWN,0
2004-09-15,46.8056,47.1849,46.5657,46.8795,43.903,UP,1
2004-09-16,47.4045,46.9154,46.5584,46.9893,43.9609,UP,1
2004-09-17,47.4744,47.714,46.5425,47.151,44.0683,DOWN,0
2004-09-20,45.8673,47.4844,46.5202,46.9453,44.1344,UP,1
2004-09-21,47.155,46.1168,46.5121,46.9414,44.2245,UP,1
2004-09-22,48.2131,47.155,46.5083,47.2228,44.3113,DOWN,0
2004-09-23,47.4644,48.2031,46.5041,47.2348,44.3999,UP,1
2004-09-24,47.5243,47.5143,46.4934,47.2448,44.494,UP,1
2004-09-27,48.3728,47.5942,46.4967,47.7459,44.5998,DOWN,0
2004-09-28,47.6042,48.3728,46.5082,47.8357,44.7042,DOWN,0
2004-09-29,47.1051,47.6141,46.5135,47.6141,44.8032,UP,1
2004-09-30,47.5143,46.9553,46.5197,47.6241,44.927,DOWN,0
2004-10-01,47.5143,47.6141,46.5302,47.6221,45.032,DOWN,0
2004-10-04,45.2185,47.7639,46.5296,46.9913,45.1005,DOWN,0
2004-10-05,44.5497,44.5497,46.5183,46.3804,45.1731,UP,1
2004-10-06,44.9689,44.7693,46.5039,45.9531,45.2478,DOWN,0
2004-10-07,43.1522,44.9589,46.481,45.0807,45.2827,UP,1
2004-10-08,43.6213,43.8709,46.4543,44.3021,45.3073,DOWN,0
2004-10-11,43.242,43.7212,46.4231,43.9068,45.3201,UP,1
2004-10-12,43.6713,43.1522,46.3955,43.7311,45.3414,DOWN,0
2004-10-13,42.703,43.6713,46.361,43.278,45.3522,DOWN,0
2004-10-14,42.5533,42.8128,46.3256,43.1582,45.3562,UP,1
2004-10-15,42.6431,42.6231,46.2962,42.9625,45.3666,DOWN,0
2004-10-18,42.6132,41.9543,46.2697,42.8368,45.375,DOWN,0
2004-10-19,42.174,42.6132,46.2466,42.5373,45.3796,DOWN,0
2004-10-20,42.1141,41.575,46.2262,42.4195,45.3642,UP,1
2004-10-21,42.6531,42.3636,46.2037,42.4395,45.3672,DOWN,0
2004-10-22,42.3736,42.174,46.1828,42.3856,45.3676,UP,1
2004-10-25,43.7212,42.3836,46.1782,42.6072,45.3882,UP,1
2004-10-26,44.8691,43.9208,46.1725,43.1462,45.4129,UP,1
2004-10-27,44.9889,44.9689,46.1738,43.7212,45.4223,DOWN,0
2004-10-28,44.7493,44.9889,46.1792,44.1404,45.4189,UP,1
2004-10-29,44.899,44.7493,46.1811,44.6455,45.4241,DOWN,0
2004-11-01,44.6695,45.0188,46.1792,44.8352,45.4171,UP,1
2004-11-02,45.4181,44.8691,46.1797,44.945,45.4151,DOWN,0
2004-11-03,44.929,45.9172,46.1784,44.933,45.4059,DOWN,0
2004-11-04,44.6195,43.2221,46.1695,44.907,45.3959,DOWN,0
2004-11-05,43.801,44.6195,46.1531,44.6874,45.3682,DOWN,0
2004-11-08,43.4716,43.791,46.1374,44.4478,45.3291,UP,1
2004-11-09,44.0805,43.5714,46.126,44.1803,45.3169,UP,1
2004-11-10,44.1404,44.0705,46.114,44.0226,45.2853,DOWN,0
2004-11-11,43.9607,44.4698,46.1156,43.8909,45.2304,UP,1
2004-11-12,46.2167,44.2901,46.1267,44.374,45.224,UP,1
2004-11-15,48.0733,46.6659,46.1469,45.2943,45.2582,DOWN,0
2004-11-16,47.0651,47.6341,46.1631,45.8912,45.247,UP,1
2004-11-17,47.674,48.6623,46.1784,46.598,45.2642,UP,1
2004-11-18,47.7639,47.7938,46.1999,47.3586,45.2823,DOWN,0
2004-11-19,46.2766,47.8437,46.215,47.3706,45.2746,UP,1
2004-11-22,46.4063,46.1767,46.2224,47.0372,45.2648,DOWN,0
2004-11-23,46.017,46.4163,46.2263,46.8276,45.2416,UP,1
2004-11-24,46.8355,46.6159,46.2356,46.6599,45.2422,DOWN,0
2004-11-26,46.606,46.596,46.2354,46.4283,45.2262,DOWN,0
2004-11-29,45.0687,46.2067,46.2266,46.1867,45.1781,DOWN,0
2004-11-30,44.8491,44.919,46.2172,45.8753,45.1578,UP,1
2004-12-01,45.9971,45.1685,46.2092,45.8713,45.1346,DOWN,0
2004-12-02,44.7992,45.9172,46.1968,45.464,45.0663,UP,1
2004-12-03,45.9072,44.919,46.1938,45.3243,45.0352,UP,1
2004-12-06,45.9272,45.6177,46.1926,45.496,45.0032,DOWN,0
2004-12-07,44.8691,45.9372,46.1882,45.5,44.9332,DOWN,0
2004-12-08,44.1903,45.5179,46.1788,45.1386,44.8649,UP,1
2004-12-09,47.0651,45.3981,46.1837,45.5918,44.8641,UP,1
2004-12-10,50.0198,47.9136,46.1954,46.4143,44.9142,UP,1
2004-12-13,50.5089,50.1595,46.2011,47.3307,44.9741,UP,1
2004-12-14,50.7385,50.0298,46.195,48.5045,45.0845,UP,1
2004-12-15,56.2486,53.3139,46.2182,50.9162,45.3185,DOWN,0
2004-12-16,55.0807,55.1506,46.2338,52.5193,45.5207,DOWN,0
2004-12-17,54.7812,55.4999,46.2427,53.4716,45.7533,DOWN,0
2004-12-20,54.7014,55.6996,46.2402,54.3101,45.9749,DOWN,0
2004-12-21,54.4019,54.8311,46.2338,55.0427,46.1981,UP,1
2004-12-22,55.2903,54.6515,46.2341,54.8511,46.4305,DOWN,0
2004-12-23,54.8711,55.2404,46.2386,54.8092,46.6738,DOWN,0
2004-12-27,54.0625,54.901,46.2374,54.6654,46.904,UP,1
2004-12-28,55.2504,54.2622,46.2363,54.7752,47.1562,UP,1
2004-12-29,55.8493,55.7495,46.2361,55.0647,47.4209,UP,1
2004-12-30,56.3983,55.7994,46.2386,55.2863,47.7054,UP,1
2004-12-31,56.578,57.0471,46.2532,55.6277,47.9947,DOWN,0
2005-01-03,55.8992,56.578,46.2627,55.995,48.2596,DOWN,0
2005-01-04,53.3338,55.8593,46.2638,55.6117,48.4788,DOWN,0
2005-01-05,52.8347,54.4019,46.2635,55.0088,48.6611,UP,1
2005-01-06,53.4336,52.4055,46.2629,54.4159,48.8323,UP,1
2005-01-07,53.773,53.4336,46.2665,53.8549,49.008,UP,1
2005-01-10,54.901,53.9028,46.2741,53.6552,49.2111,DOWN,0
2005-01-11,54.8112,54.901,46.2799,53.9507,49.4093,UP,1
2005-01-12,55.0008,54.0226,46.289,54.3839,49.6159,UP,1
2005-01-13,55.9391,55.5398,46.296,54.885,49.8264,UP,1
2005-01-14,57.4264,56.1887,46.3134,55.6157,50.0763,UP,1
2005-01-18,57.7259,57.4364,46.3318,56.1807,50.3384,DOWN,0
2005-01-19,57.4963,58.1951,46.3586,56.7177,50.6123,DOWN,0
2005-01-20,55.3003,57.5063,46.3789,56.7776,50.8489,DOWN,0
2005-01-21,54.7113,55.45,46.3947,56.5321,51.0615,DOWN,0
2005-01-24,54.1923,54.5117,46.4094,55.8852,51.2626,UP,1
2005-01-25,55.0108,54.1923,46.4325,55.3422,51.4836,UP,1
2005-01-26,56.5979,55.0108,46.4681,55.1625,51.6912,DOWN,0
2005-01-27,55.7595,56.4881,46.5033,55.2544,51.8449,UP,1
2005-01-28,56.1587,55.9291,46.5409,55.5438,52.0268,UP,1
2005-01-31,56.3684,56.4083,46.5788,55.9791,52.2007,UP,1
2005-02-01,57.0671,56.568,46.6185,56.3903,52.3867,UP,1
2005-02-02,57.7459,57.0771,46.6654,56.6199,52.6161,DOWN,0
2005-02-03,57.0371,56.7477,46.715,56.8754,52.8287,UP,1
2005-02-04,59.5027,57.686,46.7726,57.5442,53.0985,DOWN,0
2005-02-07,58.6443,59.3929,46.8209,57.9994,53.3346,UP,1
2005-02-08,59.6524,59.1933,46.878,58.5165,53.5956,DOWN,0
2005-02-09,58.4147,59.343,46.9283,58.6502,53.8625,UP,1
2005-02-10,58.6542,58.1751,46.9749,58.9737,54.1386,DOWN,0
2005-02-11,57.5063,56.2985,47.0242,58.5744,54.3688,DOWN,0
2005-02-14,57.2767,57.7559,47.077,58.3009,54.6183,DOWN,0
2005-02-15,56.578,57.2568,47.1261,57.686,54.8317,UP,1
2005-02-16,57.9455,57.1969,47.1799,57.5921,55.0721,UP,1
2005-02-17,58.4446,58.0054,47.2368,57.5502,55.3436,DOWN,0
2005-02-18,57.8756,57.9455,47.289,57.6241,55.6173,DOWN,0
2005-02-22,55.7495,57.5462,47.3356,57.3186,55.791,DOWN,0
2005-02-23,55.7395,56.2486,47.3922,57.1509,55.9054,UP,1
2005-02-24,58.6343,55.8992,47.4697,57.2887,56.0679,UP,1
2005-02-25,62.1879,58.6942,47.5631,58.0373,56.2969,DOWN,0
2005-02-28,60.7105,61.9882,47.6479,58.6043,56.3861,UP,1
2005-03-01,61.2396,61.6888,47.735,59.7023,56.5093,DOWN,0
2005-03-02,59.4428,60.3911,47.8115,60.443,56.6025,DOWN,0
2005-03-03,59.3729,59.8421,47.8925,60.5907,56.696,UP,1
2005-03-04,61.8585,59.9918,47.9868,60.5249,56.8451,DOWN,0
2005-03-07,61.4492,61.8085,48.0863,60.6726,56.9683,DOWN,0
2005-03-08,59.4728,60.5009,48.1746,60.3192,57.0603,DOWN,0
2005-03-09,57.5562,59.1234,48.2513,59.9419,57.1302,DOWN,0
2005-03-10,57.0871,58.3947,48.3207,59.4847,57.1669,DOWN,0
2005-03-11,56.8675,57.097,48.3796,58.4865,57.1873,UP,1
2005-03-14,57.147,56.8675,48.4403,57.6261,57.2023,DOWN,0
2005-03-15,56.9273,58.245,48.4959,57.117,57.2092,DOWN,0
2005-03-16,56.4782,57.6261,48.5493,56.9014,57.2208,DOWN,0
2005-03-17,55.4001,56.5081,48.5997,56.564,57.2621,DOWN,0
2005-03-18,55.1006,55.46,48.6511,56.2106,57.3075,DOWN,0
2005-03-21,54.7712,55.1006,48.7033,55.7355,57.3342,UP,1
2005-03-22,55.4999,56.3983,48.7602,55.45,57.3688,DOWN,0
2005-03-23,55.1006,55.4999,48.8044,55.1745,57.3727,UP,1
2005-03-24,56.1787,55.8493,48.8594,55.3302,57.4001,UP,1
2005-03-28,56.6079,56.6479,48.9217,55.6317,57.4322,DOWN,0
2005-03-29,56.538,56.6978,48.9833,55.985,57.4442,DOWN,0
2005-03-30,56.3484,56.548,49.048,56.1547,57.4227,UP,1
2005-03-31,56.578,57.2468,49.1133,56.4502,57.3997,UP,1
2005-04-01,57.1869,57.4963,49.1852,56.6518,57.3935,UP,1
2005-04-04,57.7958,57.1969,49.2565,56.8894,57.4434,DOWN,0
2005-04-05,57.3765,58.0453,49.3226,57.0571,57.4967,DOWN,0
2005-04-06,56.4282,57.4165,49.3857,57.0731,57.5414,UP,1
2005-04-07,57.4065,56.7577,49.4535,57.2388,57.5894,DOWN,0
2005-04-08,56.8575,57.4065,49.5168,57.1729,57.5945,UP,1
2005-04-11,56.9473,56.7676,49.5745,57.0032,57.6183,UP,1
2005-04-12,58.235,56.1488,49.6365,57.1749,57.6598,DOWN,0
2005-04-13,56.9174,58.0453,49.6995,57.2727,57.6708,DOWN,0
2005-04-14,54.7213,56.8774,49.7538,56.7357,57.6239,DOWN,0
2005-04-15,52.9046,54.921,49.7952,55.9451,57.5271,UP,1
2005-04-18,53.4536,53.4436,49.8408,55.2464,57.4554,UP,1
2005-04-19,53.4935,52.9745,49.8822,54.2981,57.3352,DOWN,0
2005-04-20,52.3556,53.0543,49.9223,53.3857,57.2094,UP,1
2005-04-21,53.0543,52.6551,49.9651,53.0523,57.0775,DOWN,0
2005-04-22,52.4554,53.1841,50.0168,52.9625,56.9583,UP,1
2005-04-25,54.1224,52.9046,50.0746,53.0963,56.8677,DOWN,0
2005-04-26,53.7231,53.6732,50.13,53.1422,56.792,DOWN,0
2005-04-27,53.0543,53.6133,50.1759,53.2819,56.7075,DOWN,0
2005-04-28,51.3774,53.0543,50.2176,52.9465,56.6035,DOWN,0
2005-04-29,51.3774,51.9064,50.2604,52.7309,56.4722,DOWN,0
2005-05-02,51.3774,51.6768,50.3018,52.1819,56.3308,DOWN,0
2005-05-03,50.5289,51.3374,50.3426,51.5431,56.1839,UP,1
2005-05-04,51.8066,50.489,50.3908,51.2935,56.105,UP,1
2005-05-05,52.4554,51.557,50.4465,51.5091,56.0393,UP,1
2005-05-06,52.9046,52.3057,50.4997,51.8146,55.9248,UP,1
2005-05-09,53.7131,52.9146,50.5593,52.2817,55.7553,DOWN,0
2005-05-10,52.8048,53.7231,50.6187,52.7369,55.5971,UP,1
2005-05-11,53.214,53.0543,50.6786,53.0184,55.4366,DOWN,0
2005-05-12,51.547,53.4037,50.7293,52.8367,55.2787,DOWN,0
2005-05-13,51.1977,51.7068,50.7733,52.4953,55.1152,UP,1
2005-05-16,52.9944,50.9481,50.8253,52.3516,54.9379,UP,1
2005-05-17,53.1442,52.9845,50.878,52.4195,54.7718,UP,1
2005-05-18,55.6197,53.9926,50.9453,52.9006,54.6948,UP,1
2005-05-19,55.8792,55.6297,51.0129,53.767,54.6612,DOWN,0
2005-05-20,55.48,55.8992,51.0797,54.6235,54.6291,UP,1
2005-05-23,55.8693,54.9809,51.1481,55.1985,54.6091,DOWN,0
2005-05-24,55.8693,55.999,51.2177,55.7435,54.5836,DOWN,0
2005-05-25,55.2703,56.0689,51.2796,55.6736,54.5504,UP,1
2005-05-26,57.3666,56.1488,51.3539,55.9711,54.5682,UP,1
2005-05-27,57.4564,57.5662,51.4295,56.3664,54.6093,UP,1
2005-05-31,57.9056,57.7059,51.5055,56.7736,54.6654,UP,1
2005-06-01,58.7341,57.4065,51.581,57.3466,54.7447,UP,1
2005-06-02,59.2232,58.7441,51.6546,58.1372,54.8191,DOWN,0
2005-06-03,58.6443,59.4728,51.7232,58.3927,54.89,UP,1
2005-06-06,59.4728,58.9138,51.7973,58.796,54.9559,UP,1
2005-06-07,59.6125,59.8421,51.8703,59.1374,55.016,DOWN,0
2005-06-08,58.5444,59.7922,51.9354,59.0994,55.0561,UP,1
2005-06-09,59.2232,58.5544,52.0046,59.0994,55.1136,DOWN,0
2005-06-10,58.7341,59.2731,52.0727,59.1174,55.1567,UP,1
2005-06-13,59.4228,58.7341,52.1439,59.1074,55.2015,UP,1
2005-06-14,60.3711,59.1933,52.2186,59.2591,55.253,UP,1
2005-06-15,61.539,60.5408,52.3028,59.8581,55.3362,UP,1
2005-06-16,62.0781,61.8884,52.3846,60.429,55.4492,UP,1
2005-06-17,63.226,64.9828,52.4672,61.3274,55.5656,DOWN,0
2005-06-20,61.9583,63.4556,52.5443,61.8345,55.6676,UP,1
2005-06-21,63.2959,63.4855,52.629,62.4194,55.7946,DOWN,0
2005-06-22,62.8666,63.8349,52.7052,62.685,55.8872,DOWN,0
2005-06-23,62.1879,62.7868,52.7821,62.7069,55.9926,DOWN,0
2005-06-24,61.1098,62.3875,52.8533,62.2837,56.1204,UP,1
2005-06-27,62.9365,61.1897,52.9347,62.4793,56.321,UP,1
2005-06-28,63.6353,63.4855,53.0184,62.5472,56.5247,DOWN,0
2005-06-29,62.118,63.5953,53.0931,62.3975,56.6972,UP,1
2005-06-30,63.3358,63.1162,53.1758,62.6271,56.9168,DOWN,0
2005-07-01,63.2759,63.775,53.2551,63.0603,57.1212,UP,1
2005-07-05,63.9547,62.9365,53.3375,63.2639,57.3512,DOWN,0
2005-07-06,63.5853,64.0745,53.4261,63.2539,57.5404,UP,1
2005-07-07,65.0727,63.3857,53.5157,63.8449,57.7674,UP,1
2005-07-08,65.4021,65.0727,53.6016,64.2581,58.0144,UP,1
2005-07-11,66.6598,65.4819,53.6976,64.9349,58.32,DOWN,0
2005-07-12,66.0609,66.4302,53.7903,65.3561,58.6137,UP,1
2005-07-13,66.2905,66.3004,53.8799,65.8972,58.912,DOWN,0
2005-07-14,65.8313,66.8295,53.971,66.0489,59.218,UP,1
2005-07-15,66.57,65.8313,54.0684,66.2825,59.5133,DOWN,0
2005-07-18,66.1607,66.3803,54.1616,66.1827,59.7874,UP,1
2005-07-19,66.8794,66.2805,54.2584,66.3464,60.0669,UP,1
2005-07-20,67.6879,66.7297,54.3708,66.6259,60.3464,DOWN,0
2005-07-21,66.1507,67.4783,54.4788,66.6897,60.6133,UP,1
2005-07-22,66.2805,66.3404,54.5853,66.6318,60.8746,DOWN,0
2005-07-25,64.8131,66.2805,54.6936,66.3623,61.1399,UP,1
2005-07-26,65.4819,64.9828,54.8029,66.0828,61.4256,UP,1
2005-07-27,66.001,66.1407,54.9167,65.7454,61.6858,UP,1
2005-07-28,68.1471,66.8295,55.0391,66.1447,61.9858,DOWN,0
2005-07-29,67.1489,67.8776,55.1613,66.3184,62.2164,UP,1
2005-08-01,67.3685,66.1707,55.2854,66.8295,62.4462,DOWN,0
2005-08-02,67.0291,67.3685,55.4073,67.1389,62.6772,DOWN,0
2005-08-03,66.2406,66.8794,55.5255,67.1868,62.8846,DOWN,0
2005-08-04,65.8812,65.8812,55.644,66.7337,63.0848,DOWN,0
2005-08-05,62.9165,65.1825,55.748,65.8872,63.2378,DOWN,0
2005-08-08,61.1797,62.9165,55.8407,64.6494,63.314,UP,1
2005-08-09,61.4192,61.4292,55.9359,63.5274,63.3933,UP,1
2005-08-10,61.6389,62.3875,56.0255,62.6071,63.468,UP,1
2005-08-11,62.3975,62.0581,56.1131,61.9104,63.5412,UP,1
2005-08-12,62.6371,62.2378,56.2014,61.8545,63.6095,DOWN,0
2005-08-15,62.4274,62.5871,56.2897,62.104,63.6852,DOWN,0
2005-08-16,61.3993,62.4873,56.3722,62.1,63.7237,DOWN,0
2005-08-17,60.5408,61.3993,56.4516,61.8804,63.7423,DOWN,0
2005-08-18,60.4011,60.3212,56.5265,61.4811,63.7794,DOWN,0
2005-08-19,59.7822,60.3911,56.6008,60.9102,63.7906,DOWN,0
2005-08-22,59.6125,59.892,56.6757,60.3472,63.8081,DOWN,0
2005-08-23,58.8239,59.6225,56.7509,59.8321,63.7962,UP,1
2005-08-24,59.9918,58.7241,56.8335,59.7223,63.7886,DOWN,0
2005-08-25,59.1633,60.2913,56.9089,59.4748,63.7411,DOWN,0
2005-08-26,58.3049,59.1234,56.9797,59.1793,63.6656,DOWN,0
2005-08-29,58.2949,58.0952,57.0514,58.9158,63.567,UP,1
2005-08-30,59.363,58.2849,57.1171,59.0236,63.5151,UP,1
2005-08-31,61.9882,59.5925,57.1867,59.4228,63.4889,DOWN,0
2005-09-01,61.4791,61.8884,57.2587,59.886,63.4612,DOWN,0
2005-09-02,60.8902,61.7387,57.3248,60.4031,63.4352,UP,1
2005-09-06,62.0681,61.1398,57.3964,61.1577,63.4544,UP,1
2005-09-07,62.3476,62.0681,57.4767,61.7546,63.4426,DOWN,0
2005-09-08,60.8403,60.7005,57.5489,61.5251,63.3867,UP,1
2005-09-09,62.4374,61.2895,57.631,61.7167,63.3931,DOWN,0
2005-09-12,62.1879,62.2378,57.7077,61.9762,63.3701,DOWN,0
2005-09-13,61.6089,62.1879,57.7828,61.8844,63.3368,UP,1
2005-09-14,61.9782,61.4392,57.8673,61.8105,63.2973,UP,1
2005-09-15,62.1879,62.088,57.954,62.0801,63.2693,DOWN,0
2005-09-16,60.7005,62.4374,58.0275,61.7327,63.1819,DOWN,0
2005-09-19,58.8938,60.7405,58.098,61.0739,63.0517,DOWN,0
2005-09-20,54.0026,58.9337,58.1385,59.5526,62.7986,DOWN,0
2005-09-21,53.3937,55.7994,58.1758,57.8357,62.5452,UP,1
2005-09-22,57.0871,54.0525,58.2369,56.8155,62.3611,DOWN,0
2005-09-23,56.2985,57.097,58.2974,55.9351,62.1705,UP,1
2005-09-26,56.9673,56.5979,58.3469,55.5498,61.9784,DOWN,0
2005-09-27,56.8974,58.0453,58.3813,56.1288,61.7932,DOWN,0
2005-09-28,56.4482,57.1769,58.411,56.7397,61.5845,UP,1
2005-09-29,58.255,56.4482,58.4486,56.9733,61.3959,UP,1
2005-09-30,59.6524,59.7722,58.4656,57.6441,61.2659,UP,1
2005-10-03,61.5889,61.6888,58.4982,58.5684,61.1721,DOWN,0
2005-10-04,59.2032,61.1298,58.5203,59.0296,61.0599,DOWN,0
2005-10-05,57.5163,59.1434,58.5343,59.2432,60.9006,DOWN,0
2005-10-06,57.0471,57.7159,58.5476,59.0016,60.7215,UP,1
2005-10-07,57.4963,57.117,58.5586,58.5704,60.5085,DOWN,0
2005-10-10,55.0108,57.117,58.5593,57.2548,60.2657,UP,1
2005-10-11,55.3502,56.1987,58.5657,56.4841,60.0254,DOWN,0
2005-10-12,54.2622,54.8012,58.5608,55.8333,59.77,UP,1
2005-10-13,54.9309,54.0425,58.5562,55.4101,59.5438,UP,1
2005-10-14,55.6996,56.1987,58.5527,55.0507,59.3402,UP,1
2005-10-17,55.8193,55.6896,58.5489,55.2124,59.1983,DOWN,0
2005-10-18,53.7531,55.8193,58.5382,54.893,59.0497,UP,1
2005-10-19,56.1887,53.0044,58.5525,55.2783,58.9451,DOWN,0
2005-10-20,55.5299,55.8992,58.5659,55.3981,58.8229,DOWN,0
2005-10-21,55.3402,55.9591,58.5755,55.3262,58.6818,UP,1
2005-10-24,57.686,56.0988,58.595,55.6996,58.5828,DOWN,0
2005-10-25,56.6978,57.686,58.604,56.2885,58.4682,DOWN,0
2005-10-26,55.3402,56.3983,58.6067,56.1188,58.347,DOWN,0
2005-10-27,53.234,55.43,58.5978,55.6596,58.2008,UP,1
2005-10-28,55.0208,53.9527,58.5932,55.5957,58.0932,UP,1
2005-10-31,55.48,55.1406,58.5835,55.1545,58.0072,UP,1
2005-11-01,56.8575,55.48,58.5792,55.1865,57.9521,UP,1
2005-11-02,58.5444,56.8575,58.5844,55.8273,57.9465,DOWN,0
2005-11-03,57.8756,59.1434,58.5973,56.7557,57.9042,DOWN,0
2005-11-04,57.7259,58.2749,58.6124,57.2967,57.8754,UP,1
2005-11-07,58.245,57.9555,58.6326,57.8497,57.8742,DOWN,0
2005-11-08,55.2005,55.1605,58.6336,57.5183,57.8124,DOWN,0
2005-11-09,54.4019,55.2304,58.6226,56.6898,57.7131,UP,1
2005-11-10,56.1787,54.4019,58.6247,56.3504,57.5969,DOWN,0
2005-11-11,55.8193,56.0389,58.623,55.9691,57.4837,DOWN,0
2005-11-14,55.2703,55.6197,58.6175,55.3741,57.3713,DOWN,0
2005-11-15,54.901,55.2703,58.6067,55.3143,57.228,UP,1
2005-11-16,55.2803,55.3502,58.5943,55.4899,57.0867,UP,1
2005-11-17,57.0371,55.2903,58.5943,55.6616,57.0106,DOWN,0
2005-11-18,56.7976,57.6461,58.5808,55.8573,56.8978,UP,1
2005-11-21,57.2667,56.5281,58.5739,56.2566,56.7994,UP,1
2005-11-22,58.9936,56.8974,58.5706,57.0751,56.7471,UP,1
2005-11-23,59.0036,58.8938,58.5736,57.8197,56.6876,UP,1
2005-11-25,59.3031,59.6624,58.5768,58.2729,56.6299,DOWN,0
2005-11-28,57.5462,59.1434,58.577,58.4226,56.5668,DOWN,0
2005-11-29,57.3366,57.7958,58.5773,58.4366,56.5357,UP,1
2005-11-30,57.5762,57.3466,58.5823,58.1531,56.6071,UP,1
2005-12-01,58.4147,58.2749,58.5847,58.0353,56.7075,UP,1
2005-12-02,58.804,58.3947,58.5865,57.9355,56.7419,DOWN,0
2005-12-05,58.0254,58.6942,58.5872,58.0314,56.7764,UP,1
2005-12-06,58.255,58.2749,58.5997,58.215,56.8022,DOWN,0
2005-12-07,56.4782,58.0952,58.6034,57.9954,56.7938,UP,1
2005-12-08,57.2468,56.6778,58.5965,57.7618,56.8098,UP,1
2005-12-09,57.696,57.3266,58.574,57.5402,56.7986,UP,1
2005-12-12,58.0054,57.8856,58.5605,57.5362,56.7656,UP,1
2005-12-13,59.0136,57.8956,58.5494,57.688,56.7141,UP,1
2005-12-14,60.471,59.0236,58.5545,58.4865,56.7395,UP,1
2005-12-15,62.4973,61.8385,58.5701,59.5366,56.8391,UP,1
2005-12-16,62.7369,63.6353,58.5745,60.5448,56.9529,DOWN,0
2005-12-19,61.6189,62.7469,58.5754,61.2675,57.0354,UP,1
2005-12-20,61.9683,61.9583,58.5879,61.8585,57.1745,DOWN,0
2005-12-21,61.5889,62.0381,58.608,62.0821,57.2993,UP,1
2005-12-22,62.1579,61.7387,58.6334,62.0142,57.4572,DOWN,0
2005-12-23,61.539,62.1579,58.6567,61.7746,57.5894,UP,1
2005-12-27,61.7187,61.6888,58.6796,61.7946,57.7097,DOWN,0
2005-12-28,61.0799,61.4791,58.7003,61.6169,57.8149,UP,1
2005-12-29,61.3394,60.9501,58.7247,61.567,57.9667,DOWN,0
2005-12-30,60.9102,60.9401,58.7522,61.3174,58.0611,UP,1
2006-01-03,62.657,60.9102,58.79,61.541,58.2036,DOWN,0
2006-01-04,61.9683,62.4674,58.826,61.5909,58.3362,UP,1
2006-01-05,62.7968,61.9683,58.8625,61.9343,58.4384,DOWN,0
2006-01-06,62.5073,62.1879,58.8995,62.1679,58.5546,UP,1
2006-01-09,65.1226,62.5073,58.9442,63.0104,58.7503,UP,1
2006-01-10,65.7914,64.7333,58.9901,63.6372,59.0014,UP,1
2006-01-11,65.8313,65.8013,59.0366,64.4099,59.2176,DOWN,0
2006-01-12,65.1126,65.6316,59.0804,64.873,59.4103,DOWN,0
2006-01-13,63.8748,64.883,59.1169,65.1465,59.5506,DOWN,0
2006-01-17,63.3158,63.8748,59.1475,64.7852,59.646,DOWN,0
2006-01-18,63.1561,63.0663,59.1743,64.2581,59.7517,DOWN,0
2006-01-19,62.5073,62.9864,59.2,63.5933,59.8473,DOWN,0
