ticker,GE US Equity,GE US Equity,GE US Equity,GE US Equity,GE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-08-22,229.7774,233.0072,205.9296,229.3776,220.8647,DOWN,0
2003-08-25,229.5467,229.0084,206.0545,229.4545,220.7417,UP,1
2003-08-26,229.7774,228.0087,206.1995,229.5006,220.5171,DOWN,0
2003-08-27,228.7777,227.8549,206.3783,229.962,220.2941,DOWN,0
2003-08-28,228.2394,229.1622,206.5886,229.2238,220.1326,DOWN,0
2003-08-29,227.3935,227.4704,206.8085,228.747,220.088,UP,1
2003-09-02,234.0838,228.7777,207.0527,229.6544,220.1542,UP,1
2003-09-03,239.313,234.9297,207.3072,231.5615,220.3464,UP,1
2003-09-04,240.8511,239.2361,207.5941,233.9762,220.5602,DOWN,0
2003-09-05,238.6978,237.9288,207.8801,236.0679,220.834,UP,1
2003-09-08,241.3125,238.6209,208.1677,238.8516,221.1769,DOWN,0
2003-09-09,239.6206,238.8516,208.4123,239.959,221.5676,DOWN,0
2003-09-10,238.6209,238.7747,208.573,239.8206,221.929,UP,1
2003-09-11,242.0815,238.7747,208.7664,240.0667,222.3673,UP,1
2003-09-12,242.466,241.697,208.9483,240.8203,222.8164,DOWN,0
2003-09-15,241.4663,242.2353,209.1425,240.8511,223.2548,UP,1
2003-09-16,245.542,240.1589,209.3262,242.0353,223.6639,DOWN,0
2003-09-17,243.9271,244.3885,209.5031,243.0965,224.1114,UP,1
2003-09-18,246.9262,244.3116,209.6919,244.0655,224.6851,DOWN,0
2003-09-19,245.542,249.3101,209.8911,244.6807,225.2603,DOWN,0
2003-09-22,241.4663,243.0043,210.0787,244.6807,225.7648,UP,1
2003-09-23,242.6967,240.6973,210.3002,244.1116,226.3062,DOWN,0
2003-09-24,236.9291,243.0043,210.4832,242.712,226.7891,DOWN,0
2003-09-25,233.6224,237.0829,210.6708,240.0513,227.2505,DOWN,0
2003-09-26,229.7005,231.623,210.8223,236.883,227.6765,UP,1
2003-09-29,233.5455,230.7002,210.985,235.2989,228.0749,DOWN,0
2003-09-30,229.2391,232.6227,211.1353,232.6074,228.4824,UP,1
2003-10-01,235.5449,229.2391,211.3326,232.3305,228.9777,UP,1
2003-10-02,236.4677,234.8528,211.4987,232.8996,229.4898,UP,1
2003-10-03,237.006,239.5437,211.684,234.3607,230.0097,DOWN,0
2003-10-06,236.7753,238.3902,211.8813,235.0066,230.3726,DOWN,0
2003-10-07,236.3139,235.1604,212.0862,236.4216,230.7356,DOWN,0
2003-10-08,232.2382,234.9297,212.2496,235.7603,231.0894,DOWN,0
2003-10-09,231.6999,234.7759,212.4188,234.8067,231.4216,DOWN,0
2003-10-10,225.471,228.0087,212.5722,232.4997,231.5569,DOWN,0
2003-10-13,222.4719,227.009,212.7118,229.639,231.6292,UP,1
2003-10-14,225.2403,222.2412,212.8883,227.4243,231.7538,DOWN,0
2003-10-15,221.8567,226.1631,213.0555,225.348,231.9153,UP,1
2003-10-16,223.164,221.7029,213.2351,223.6408,232.1214,DOWN,0
2003-10-17,219.5497,223.164,213.3531,222.4566,232.1936,UP,1
2003-10-20,221.3184,221.0877,213.4831,222.2259,232.3013,UP,1
2003-10-21,222.0874,222.0105,213.5919,221.5953,232.3936,DOWN,0
2003-10-22,218.0117,221.3184,213.6861,220.8263,232.3967,UP,1
2003-10-23,218.3193,218.0117,213.7972,219.8573,232.4536,DOWN,0
2003-10-24,217.6272,218.3193,213.8895,219.4728,232.4151,DOWN,0
2003-10-27,217.012,219.1652,213.9883,218.6115,232.329,UP,1
2003-10-28,219.319,219.0114,214.0991,218.0579,232.1321,UP,1
2003-10-29,221.7029,219.319,214.219,218.7961,231.9752,UP,1
2003-10-30,222.0874,224.1637,214.3609,219.5497,231.8876,UP,1
2003-10-31,223.0871,222.6257,214.5139,220.6417,231.7107,DOWN,0
2003-11-03,221.4722,223.3947,214.6647,221.5338,231.5446,DOWN,0
2003-11-04,220.3956,221.5491,214.8415,221.7491,231.3616,DOWN,0
2003-11-05,218.6269,218.4731,215.0292,221.1339,231.1386,UP,1
2003-11-06,218.7038,217.6272,215.2018,220.4571,230.9371,DOWN,0
2003-11-07,216.243,219.4728,215.3964,219.0883,230.6972,UP,1
2003-11-10,216.6275,217.0889,215.5932,218.1194,230.4818,DOWN,0
2003-11-11,216.1661,216.4737,215.7839,217.2735,230.1235,UP,1
2003-11-12,220.7032,216.243,216.0019,217.6887,229.7513,DOWN,0
2003-11-13,217.9348,219.9342,216.2246,217.5349,229.293,DOWN,0
2003-11-14,214.3974,217.2427,216.4068,217.1658,228.807,DOWN,0
2003-11-17,213.8591,212.7825,216.5668,216.6121,228.2579,UP,1
2003-11-18,218.7038,218.55,216.774,217.1197,227.8396,UP,1
2003-11-19,226.6245,223.0102,217.0228,218.3039,227.5996,DOWN,0
2003-11-20,222.6257,223.933,217.2558,219.2421,227.2105,DOWN,0
2003-11-21,219.6266,223.6254,217.4811,220.288,226.7537,UP,1
2003-11-24,221.0877,221.5491,217.7164,221.7337,226.3462,UP,1
2003-11-25,222.3181,221.2415,217.9629,222.4566,225.8817,DOWN,0
2003-11-26,221.2415,223.8561,218.2136,221.38,225.428,DOWN,0
2003-11-28,220.4725,221.8567,218.4635,220.9493,224.8989,UP,1
2003-12-01,223.2409,224.5482,218.7154,221.6722,224.4529,UP,1
2003-12-02,226.7014,223.2409,218.968,222.7949,224.1576,UP,1
2003-12-03,227.009,227.5473,219.2052,223.7331,223.8438,DOWN,0
2003-12-04,224.1637,226.0862,219.4282,224.3175,223.5885,DOWN,0
2003-12-05,223.7792,224.2406,219.632,224.9789,223.3917,UP,1
2003-12-08,225.8555,224.1637,219.8608,225.5018,223.3148,UP,1
2003-12-09,227.3166,226.8552,220.0753,225.6248,223.1902,UP,1
2003-12-10,228.547,228.0087,220.3195,225.9324,223.1763,UP,1
2003-12-11,233.7762,228.7008,220.5694,227.8549,223.141,DOWN,0
2003-12-12,231.5461,232.8534,220.8024,229.4083,223.0425,UP,1
2003-12-15,233.2379,235.2373,221.0497,230.8848,222.9672,UP,1
2003-12-16,235.6987,233.93,221.3284,232.5612,222.9456,UP,1
2003-12-17,236.3139,235.6987,221.5949,234.1146,222.9456,UP,1
2003-12-18,237.2367,237.3905,221.8602,234.8067,223.0456,UP,1
2003-12-19,237.5443,237.5443,222.1136,236.0063,223.1625,UP,1
2003-12-22,238.3902,236.8522,222.3981,237.0368,223.4209,UP,1
2003-12-23,239.1592,238.0057,222.6961,237.7289,223.7546,DOWN,0
2003-12-24,237.6212,238.7747,222.9691,237.9904,224.0022,DOWN,0
2003-12-26,236.237,237.5443,223.181,237.7904,224.2898,UP,1
2003-12-29,237.0829,236.0832,223.3801,237.6981,224.5682,DOWN,0
2003-12-30,236.237,237.0829,223.5512,237.2675,224.902,UP,1
2003-12-31,238.2364,235.5449,223.7273,237.0829,225.2403,UP,1
2004-01-02,239.313,238.3902,223.8865,237.4213,225.5848,UP,1
2004-01-05,242.8505,240.2358,224.0684,238.744,226.0816,DOWN,0
2004-01-06,241.2356,241.6201,224.198,239.5745,226.5399,UP,1
2004-01-07,243.6195,241.0818,224.3883,241.051,227.0598,UP,1
2004-01-08,248.0028,245.0037,224.5909,243.0043,227.6796,DOWN,0
2004-01-09,244.5423,243.3888,224.7909,244.0501,228.1841,UP,1
2004-01-12,246.7724,245.6958,225.0081,244.8345,228.6855,DOWN,0
2004-01-13,243.0812,246.1572,225.2226,245.2036,229.1053,UP,1
2004-01-14,246.0803,244.4654,225.4726,245.6958,229.5652,DOWN,0
2004-01-15,246.0803,246.6186,225.6983,245.3113,230.0574,UP,1
2004-01-16,256.4618,249.1563,225.9405,247.6952,230.7787,UP,1
2004-01-20,256.5387,259.5378,226.1639,249.6484,231.5369,UP,1
2004-01-21,260.3068,257.3846,226.4031,253.0935,232.369,DOWN,0
2004-01-22,257.7691,261.3065,226.6245,255.4313,233.1995,DOWN,0
2004-01-23,255.3852,258.7688,226.8226,257.2923,233.9746,UP,1
2004-01-26,262.5369,257.4615,227.0856,258.5073,234.9021,UP,1
2004-01-27,262.9214,263.3828,227.3474,259.7839,235.7464,DOWN,0
2004-01-28,259.6147,263.7673,227.5935,259.6454,236.58,UP,1
2004-01-29,261.691,261.4603,227.8346,260.4298,237.5259,DOWN,0
2004-01-30,258.615,260.3837,228.0395,261.0758,238.421,DOWN,0
2004-02-02,258.615,259.0764,228.2625,260.2914,239.2192,DOWN,0
2004-02-03,255.3852,258.8457,228.444,258.7841,239.7944,DOWN,0
2004-02-04,255.1545,254.2317,228.637,257.8921,240.445,UP,1
2004-02-05,257.7691,256.1542,228.8112,257.1077,241.2079,DOWN,0
2004-02-06,255.1545,255.8466,228.9569,256.4156,241.8892,DOWN,0
2004-02-09,252.9244,256.4618,229.1026,255.2775,242.5013,DOWN,0
2004-02-10,249.9253,255.0776,229.233,254.1855,243.075,UP,1
2004-02-11,254.3855,249.9253,229.3699,254.0317,243.7533,DOWN,0
2004-02-12,252.6937,254.9238,229.5029,253.0166,244.3423,DOWN,0
2004-02-13,251.6171,253.7703,229.6286,252.3092,244.8406,UP,1
2004-02-17,254.1548,254.3855,229.7805,252.5552,245.3835,DOWN,0
2004-02-18,251.8478,254.1548,229.9216,252.9397,245.9372,DOWN,0
2004-02-19,250.6943,253.7703,230.0666,252.2015,246.4755,UP,1
2004-02-20,251.4633,252.1554,230.2042,251.9554,246.9877,UP,1
2004-02-23,257.0001,251.8478,230.38,253.032,247.5813,DOWN,0
2004-02-24,255.9235,256.9232,230.5649,253.3858,248.1289,DOWN,0
2004-02-25,253.5396,256.0773,230.7175,253.7241,248.5241,DOWN,0
2004-02-26,251.2326,251.6171,230.8598,253.8318,248.9179,DOWN,0
2004-02-27,250.0791,251.8478,231.0125,253.5549,249.2547,UP,1
2004-03-01,252.1554,251.3864,231.1732,252.586,249.5838,DOWN,0
2004-03-02,249.8484,253.232,231.3274,251.371,249.8545,UP,1
2004-03-03,252.6168,249.6177,231.5196,251.1864,250.1621,UP,1
2004-03-04,253.0013,251.4633,231.7253,251.5402,250.4713,DOWN,0
2004-03-05,252.0016,251.0788,231.9191,251.9247,250.7435,DOWN,0
2004-03-08,244.773,249.9253,232.0817,250.4482,250.8558,DOWN,0
2004-03-09,242.6967,242.9274,232.229,249.0178,250.9573,DOWN,0
2004-03-10,239.1592,243.3119,232.3621,246.3263,251.0157,DOWN,0
2004-03-11,233.93,237.775,232.4432,242.5121,250.9526,UP,1
2004-03-12,235.3142,235.5449,232.5328,239.1746,250.9342,DOWN,0
2004-03-15,233.0072,237.2367,232.6116,236.8215,250.8296,UP,1
2004-03-16,234.5452,235.6987,232.6808,235.1912,250.7342,UP,1
2004-03-17,236.5446,235.3142,232.7485,234.6683,250.6081,DOWN,0
2004-03-18,236.237,235.5449,232.8127,235.1297,250.5082,DOWN,0
2004-03-19,231.7768,235.468,232.8427,234.4222,250.2713,DOWN,0
2004-03-22,226.1631,230.2388,232.8284,233.0534,249.8345,DOWN,0
2004-03-23,224.5482,229.0853,232.7862,231.054,249.4346,DOWN,0
2004-03-24,224.3944,223.3947,232.7492,228.6239,248.9871,UP,1
2004-03-25,228.3932,224.6251,232.715,227.0552,248.6933,UP,1
2004-03-26,231.4692,230.854,232.6812,226.9937,248.4011,UP,1
2004-03-29,234.3914,235.1604,232.6585,228.6393,248.1673,UP,1
2004-03-30,236.0063,234.1607,232.66,230.9309,247.7582,DOWN,0
2004-03-31,234.699,235.9294,232.6285,232.9919,247.3214,UP,1
2004-04-01,235.468,233.93,232.6062,234.4068,246.8246,UP,1
2004-04-02,238.8516,237.6981,232.6189,235.8833,246.4463,UP,1
2004-04-05,242.8505,238.2364,232.685,237.5751,246.1956,DOWN,0
2004-04-06,242.3891,242.0815,232.7431,238.8516,245.7926,DOWN,0
2004-04-07,241.4663,243.4657,232.8019,240.2051,245.3635,UP,1
2004-04-08,241.5432,244.3885,232.8588,241.4201,245.0021,UP,1
2004-04-12,243.1581,242.6198,232.9496,242.2814,244.6315,DOWN,0
2004-04-13,238.3902,243.6964,233.0207,241.3894,244.227,DOWN,0
2004-04-14,234.3914,235.6987,233.0922,239.7898,243.7425,UP,1
2004-04-15,236.5446,236.0832,233.1722,238.8055,243.3657,UP,1
2004-04-16,240.1589,237.4674,233.2722,238.5287,243.0658,DOWN,0
2004-04-19,239.1592,239.7744,233.3679,237.7289,242.6936,DOWN,0
2004-04-20,234.3145,239.5437,233.4417,236.9138,242.2768,UP,1
2004-04-21,236.0832,234.9297,233.4967,237.2521,241.94,UP,1
2004-04-22,237.2367,234.5452,233.5751,237.3905,241.6862,DOWN,0
2004-04-23,236.0063,238.3902,233.664,236.56,241.3186,UP,1
2004-04-26,236.4677,237.2367,233.7624,236.0217,240.9941,DOWN,0
2004-04-27,234.9297,237.775,233.8558,236.1448,240.6603,DOWN,0
2004-04-28,230.854,233.3917,233.932,235.0989,240.1943,UP,1
2004-04-29,231.0847,231.8537,234.0235,233.8685,239.7791,DOWN,0
2004-04-30,230.3157,231.623,234.1223,232.7304,239.3715,UP,1
2004-05-03,233.0072,231.623,234.2453,232.0383,239.0024,UP,1
2004-05-04,234.0838,233.93,234.3476,231.8691,238.544,UP,1
2004-05-05,234.4683,227.778,234.4756,232.592,238.1149,DOWN,0
2004-05-06,234.3145,233.3917,234.5933,233.2379,237.7304,DOWN,0
2004-05-07,230.7002,233.161,234.6925,233.3148,237.3198,UP,1
2004-05-10,230.9309,228.7777,234.7921,232.8996,236.9368,UP,1
2004-05-11,232.6227,231.623,234.8621,232.6074,236.5462,UP,1
2004-05-12,233.7762,230.7002,234.9401,232.4689,236.2247,DOWN,0
2004-05-13,233.3917,231.8537,235.0343,232.2844,235.8402,DOWN,0
2004-05-14,231.9306,233.0072,235.1185,232.5305,235.4188,DOWN,0
2004-05-17,230.4695,228.3932,235.1774,232.4382,234.9882,UP,1
2004-05-18,234.0069,231.0847,235.2531,232.715,234.7729,DOWN,0
2004-05-19,232.6227,236.6984,235.3212,232.4843,234.5714,DOWN,0
2004-05-20,232.4689,232.6996,235.4146,232.2998,234.4376,UP,1
2004-05-21,235.6987,233.3917,235.5288,233.0534,234.473,UP,1
2004-05-24,236.6984,237.9288,235.6326,234.2992,234.5006,UP,1
2004-05-25,240.0051,236.0832,235.753,235.4988,234.6406,UP,1
2004-05-26,240.6204,239.7744,235.8687,237.0983,234.7621,DOWN,0
2004-05-27,240.3897,240.6973,235.9814,238.6825,234.839,DOWN,0
2004-05-28,239.313,240.4666,236.1005,239.4053,234.9005,DOWN,0
2004-06-01,238.6978,238.3902,236.1963,239.8052,235.0389,UP,1
2004-06-02,239.1592,239.7744,236.2855,239.636,235.2989,DOWN,0
2004-06-03,238.3902,239.1592,236.3316,239.19,235.5757,UP,1
2004-06-04,240.1589,239.9282,236.3847,239.1439,235.891,UP,1
2004-06-07,243.6195,242.0815,236.4704,240.0051,236.1955,DOWN,0
2004-06-08,242.0046,242.6198,236.5208,240.6665,236.4062,DOWN,0
2004-06-09,239.7744,241.4663,236.5708,240.7895,236.5139,UP,1
2004-06-10,242.1584,239.5437,236.6339,241.5432,236.6369,UP,1
2004-06-14,242.7736,241.0818,236.6988,242.0661,236.7984,UP,1
2004-06-15,244.6192,243.6964,236.778,242.266,236.9814,UP,1
2004-06-16,246.9262,244.3885,236.8715,243.2503,237.1429,UP,1
2004-06-17,248.8487,246.3879,236.9787,245.0652,237.2629,UP,1
2004-06-18,250.5405,248.6949,237.061,246.7416,237.4259,UP,1
2004-06-21,250.6943,250.5405,237.1179,248.3257,237.6105,UP,1
2004-06-22,252.6168,249.9253,237.1768,249.9253,237.832,UP,1
2004-06-23,257.0001,252.6937,237.2683,251.94,238.1088,DOWN,0
2004-06-24,255.8466,255.4621,237.3409,253.3396,238.4579,DOWN,0
2004-06-25,247.4645,255.3083,237.3802,252.7244,238.7194,UP,1
2004-06-28,248.4642,252.2323,237.4294,252.2784,238.9578,UP,1
2004-06-29,248.618,248.6949,237.4621,251.4786,239.127,UP,1
2004-06-30,249.1563,249.1563,237.4955,249.9099,239.3269,DOWN,0
2004-07-01,246.1572,249.1563,237.519,247.972,239.5637,DOWN,0
2004-07-02,243.5426,245.6958,237.509,247.1876,239.7129,UP,1
2004-07-06,244.773,243.0043,237.5132,246.4494,239.8637,UP,1
2004-07-07,246.2341,244.004,237.5097,245.9726,240.0682,DOWN,0
2004-07-08,243.7733,245.0806,237.5009,244.896,240.2143,UP,1
2004-07-09,247.3876,246.4648,237.5305,245.1421,240.4635,UP,1
2004-07-12,250.6943,247.7721,237.5705,246.5724,240.8603,UP,1
2004-07-13,252.5399,251.694,237.6485,248.1258,241.2894,UP,1
2004-07-14,254.77,252.2323,237.7543,249.833,241.7785,UP,1
2004-07-15,256.6156,254.6162,237.8889,252.4014,242.2506,DOWN,0
2004-07-16,254.4624,258.5381,237.9934,253.8164,242.6582,UP,1
2004-07-19,255.539,256.0773,238.1249,254.7853,243.0796,DOWN,0
2004-07-20,255.3852,254.77,238.2241,255.3544,243.501,DOWN,0
2004-07-21,250.6943,256.308,238.2953,254.5393,243.9009,UP,1
2004-07-22,252.8475,250.3098,238.3745,253.7856,244.3392,DOWN,0
2004-07-23,250.0791,252.463,238.441,252.909,244.6884,DOWN,0
2004-07-26,248.4642,251.2326,238.5018,251.494,244.9821,UP,1
2004-07-27,252.2323,249.9253,238.6017,250.8634,245.3589,UP,1
2004-07-28,256.0004,256.0773,238.7232,251.9247,245.8403,DOWN,0
2004-07-29,255.3852,256.4618,238.8728,252.4322,246.3386,UP,1
2004-07-30,255.6928,254.3086,239.0389,253.5549,246.7724,UP,1
2004-08-02,255.7697,251.0788,239.1915,255.016,247.2353,DOWN,0
2004-08-03,252.7706,255.3083,239.3461,255.1237,247.6413,UP,1
2004-08-04,252.8475,251.0788,239.4945,254.4931,247.9843,DOWN,0
2004-08-05,247.7721,252.6168,239.6356,252.9705,248.2058,DOWN,0
2004-08-06,242.3891,244.5423,239.741,250.3098,248.2535,UP,1
2004-08-09,244.9268,242.466,239.8552,248.1412,248.3396,UP,1
2004-08-10,246.7724,245.3113,239.999,246.9415,248.4672,UP,1
2004-08-11,247.6183,245.3113,240.1455,245.8957,248.6333,DOWN,0
2004-08-12,243.0812,245.9265,240.2728,244.9575,248.721,UP,1
2004-08-13,245.2344,243.7733,240.4139,245.5266,248.8425,UP,1
2004-08-16,248.3873,245.0806,240.5592,246.2187,249.0424,DOWN,0
2004-08-17,247.1569,248.4642,240.6865,246.2956,249.1824,UP,1
2004-08-18,252.0785,246.8493,240.8364,247.1876,249.3516,DOWN,0
2004-08-19,251.5402,250.925,240.9787,248.8794,249.5423,DOWN,0
2004-08-20,251.0788,251.1557,241.1267,250.0483,249.7684,DOWN,0
2004-08-23,250.0022,251.3095,241.2748,250.3713,249.9253,UP,1
2004-08-24,250.925,251.4633,241.4363,251.1249,250.0883,UP,1
2004-08-25,252.1554,250.0791,241.6035,251.1403,250.239,DOWN,0
2004-08-26,252.1554,251.8478,241.7831,251.2633,250.3436,DOWN,0
2004-08-27,252.0016,251.8478,241.9599,251.4479,250.4067,DOWN,0
2004-08-30,250.4636,250.925,242.1314,251.5402,250.4051,UP,1
2004-08-31,252.1554,249.8484,242.2887,251.7862,250.4343,UP,1
2004-09-01,252.8475,252.1554,242.4633,251.9247,250.439,UP,1
2004-09-02,254.6931,253.0013,242.6647,252.4322,250.3928,DOWN,0
2004-09-03,252.5399,253.7703,242.8581,252.5399,250.3267,UP,1
2004-09-07,256.3849,254.1548,243.0465,253.7241,250.5051,UP,1
2004-09-08,258.8457,256.3849,243.2077,255.0622,250.7127,UP,1
2004-09-09,260.3837,258.3843,243.3964,256.5694,250.948,UP,1
2004-09-10,260.5375,259.9223,243.601,257.7383,251.1757,DOWN,0
2004-09-13,259.5378,260.5375,243.7932,259.1379,251.4433,UP,1
2004-09-14,260.0761,258.3843,243.982,259.8761,251.7739,DOWN,0
2004-09-15,257.846,260.0761,244.1651,259.6762,252.0354,DOWN,0
2004-09-16,257.846,258.2305,244.3519,259.1686,252.2676,UP,1
2004-09-17,263.1521,259.1533,244.5515,259.6916,252.6552,DOWN,0
2004-09-20,263.0752,261.8448,244.7334,260.3991,252.969,UP,1
2004-09-21,264.9977,263.1521,244.9233,261.3834,253.255,DOWN,0
2004-09-22,260.922,262.9983,245.1071,261.9986,253.4227,DOWN,0
2004-09-23,257.0001,259.6916,245.2732,261.8294,253.4673,DOWN,0
2004-09-24,256.9232,257.6153,245.4285,260.5836,253.4734,DOWN,0
2004-09-27,254.6931,254.6931,245.5654,258.9072,253.478,UP,1
2004-09-28,256.1542,255.3083,245.7034,257.1385,253.4903,UP,1
2004-09-29,257.2308,257.2308,245.8207,256.4002,253.5273,UP,1
2004-09-30,258.2305,256.8463,245.9541,256.6463,253.678,UP,1
2004-10-01,261.2296,259.1533,246.0941,257.5076,253.8456,UP,1
2004-10-04,262.3831,261.4603,246.2275,259.0456,254.0917,DOWN,0
2004-10-05,261.8448,262.1524,246.3552,260.1837,254.3593,UP,1
2004-10-06,264.3825,262.1524,246.4909,261.6141,254.6023,DOWN,0
2004-10-07,261.0758,262.5369,246.6086,262.1831,254.7038,DOWN,0
2004-10-08,259.4609,261.3065,246.7139,261.8294,254.7853,UP,1
2004-10-11,261.4603,259.9223,246.8254,261.6448,254.9007,UP,1
2004-10-12,261.6141,259.9223,246.9454,261.5987,255.0176,DOWN,0
2004-10-13,259.2302,263.3828,247.0603,260.5682,255.1468,DOWN,0
2004-10-14,257.3077,259.1533,247.1615,259.8146,255.236,UP,1
2004-10-15,257.9998,257.7691,247.2703,259.5224,255.4405,UP,1
2004-10-18,260.6144,256.8463,247.3822,259.3532,255.805,DOWN,0
2004-10-19,257.077,260.5375,247.471,258.4458,256.048,DOWN,0
2004-10-20,255.4621,257.4615,247.5341,257.6922,256.2218,UP,1
2004-10-21,256.6156,254.9238,247.611,257.5537,256.4018,DOWN,0
2004-10-22,253.3858,256.6156,247.6598,256.6309,256.6079,DOWN,0
2004-10-25,253.0013,254.5393,247.6848,255.1083,256.7632,UP,1
2004-10-26,258.615,254.5393,247.7551,255.4159,256.9678,UP,1
2004-10-27,261.0758,258.1536,247.8267,256.5387,257.2461,UP,1
2004-10-28,261.691,259.9223,247.9197,257.5537,257.4384,UP,1
2004-10-29,262.3831,260.6913,248.0012,259.3532,257.6553,DOWN,0
2004-11-01,261.8448,262.2293,248.08,261.1219,257.8706,DOWN,0
2004-11-02,261.8448,261.0758,248.107,261.7679,258.1074,UP,1
2004-11-03,263.998,264.5363,248.1443,262.3523,258.3689,UP,1
2004-11-04,269.8424,264.2287,248.1919,263.9826,258.7226,UP,1
2004-11-05,270.6114,270.6883,248.2561,265.6283,259.0917,DOWN,0
2004-11-08,270.0731,269.8424,248.3296,267.2739,259.4532,UP,1
2004-11-09,272.3801,269.3041,248.3788,269.381,259.8915,DOWN,0
2004-11-10,271.6111,272.8415,248.4222,270.9036,260.2806,UP,1
2004-11-11,275.3023,272.3801,248.5007,271.9956,260.7297,UP,1
2004-11-12,278.7628,276.6096,248.586,273.6259,261.2111,DOWN,0
2004-11-15,277.6093,278.7628,248.681,275.1331,261.7125,DOWN,0
2004-11-16,277.6093,277.2248,248.776,276.1789,262.137,UP,1
2004-11-17,279.5318,278.9935,248.8967,277.7631,262.5507,UP,1
2004-11-18,283.223,279.9163,249.0371,279.3472,263.0075,DOWN,0
2004-11-19,278.9166,283.223,249.1428,279.378,263.3751,DOWN,0
2004-11-22,277.5324,278.7628,249.2547,279.3626,263.735,DOWN,0
2004-11-23,275.3792,276.6096,249.367,278.9166,264.041,DOWN,0
2004-11-24,274.0719,275.6868,249.4877,277.8246,264.3656,DOWN,0
2004-11-26,272.5339,273.7643,249.5784,275.6868,264.6593,DOWN,0
2004-11-29,271.4573,273.5336,249.6723,274.1949,264.8254,UP,1
2004-11-30,271.9187,271.4573,249.7738,273.0722,265.0023,UP,1
2004-12-01,276.9941,271.9187,249.888,273.3952,265.2422,DOWN,0
2004-12-02,276.3789,275.6868,250.0106,273.8566,265.5514,DOWN,0
2004-12-03,275.533,275.6099,250.1348,274.4564,265.922,DOWN,0
2004-12-06,274.3026,274.1488,250.249,275.0254,266.2696,DOWN,0
2004-12-07,271.5342,273.7643,250.3217,274.9485,266.6064,UP,1
2004-12-08,274.6102,274.1488,250.4151,274.4718,266.9755,UP,1
2004-12-09,276.9941,273.6105,250.5324,274.5948,267.3708,UP,1
2004-12-10,282.1464,277.9938,250.687,275.9175,267.8491,UP,1
2004-12-13,288.2215,283.3768,250.8777,278.7013,268.389,DOWN,0
2004-12-14,287.4525,287.5294,251.0542,281.8849,268.8904,UP,1
2004-12-15,287.5294,287.5294,251.2426,284.4688,269.4041,DOWN,0
2004-12-16,285.3762,286.8373,251.4064,286.1452,269.8239,DOWN,0
2004-12-17,282.6078,279.9163,251.5544,286.2375,270.2546,UP,1
2004-12-20,285.3762,283.9151,251.7213,285.6684,270.7729,UP,1
2004-12-21,285.8376,285.3762,251.9266,285.3454,271.2604,DOWN,0
2004-12-22,283.2999,282.7616,252.1296,284.4995,271.6941,DOWN,0
2004-12-23,282.7616,282.6078,252.3476,283.9766,272.1648,DOWN,0
2004-12-27,281.2236,283.3768,252.5841,283.6998,272.6431,UP,1
2004-12-28,282.1464,280.9929,252.8182,283.0538,273.126,DOWN,0
2004-12-29,281.1467,281.2236,253.0589,282.1156,273.5367,UP,1
2004-12-30,281.4543,281.685,253.2935,281.7465,274.0242,DOWN,0
2004-12-31,280.6853,282.2233,253.5142,281.3313,274.5287,UP,1
2005-01-03,281.3774,282.3002,253.7399,281.362,275.0239,DOWN,0
2005-01-04,277.9938,281.4543,253.971,280.5315,275.5161,DOWN,0
2005-01-05,276.302,277.9938,254.2217,279.5626,275.9821,UP,1
2005-01-06,278.5321,277.071,254.4916,278.9781,276.3804,DOWN,0
2005-01-07,276.8403,279.6087,254.7538,278.2091,276.6957,DOWN,0
2005-01-10,276.1482,275.9175,254.9926,277.1633,276.9849,DOWN,0
2005-01-11,272.2263,273.7643,255.1964,276.0098,277.1817,UP,1
2005-01-12,274.3795,272.457,255.3963,275.6253,277.4324,DOWN,0
2005-01-13,270.919,273.7643,255.5709,274.1026,277.6139,UP,1
2005-01-14,273.1491,271.9187,255.7631,273.3644,277.7969,UP,1
2005-01-18,276.5327,271.3035,255.9685,273.4413,277.9307,DOWN,0
2005-01-19,272.5339,275.4561,256.1369,273.5028,277.9692,DOWN,0
2005-01-20,271.9956,272.6108,256.2826,273.026,278.0076,DOWN,0
2005-01-21,270.15,275.3023,256.4214,272.8722,277.963,UP,1
2005-01-24,271.1497,270.8421,256.5698,272.4724,277.9538,UP,1
2005-01-25,274.5333,274.1488,256.7348,272.0725,277.9384,DOWN,0
2005-01-26,272.9184,276.3789,256.8836,272.1494,277.8215,UP,1
2005-01-27,273.8412,273.7643,257.0608,272.5185,277.7462,UP,1
2005-01-28,274.9178,273.3798,257.2635,273.4721,277.6923,UP,1
2005-01-31,277.84,276.4558,257.4699,274.8101,277.6585,UP,1
2005-02-01,278.9935,276.8403,257.6641,275.7022,277.5739,DOWN,0
2005-02-02,278.7628,278.2245,257.8621,276.871,277.5708,DOWN,0
2005-02-03,277.3786,277.9938,258.0774,277.5785,277.5678,UP,1
2005-02-04,278.7628,276.9941,258.2908,278.3475,277.6354,DOWN,0
2005-02-07,278.609,277.2248,258.4977,278.5013,277.7262,UP,1
2005-02-08,280.147,278.9935,258.7184,278.732,277.8784,DOWN,0
2005-02-09,277.5324,279.3011,258.9237,278.4859,277.9999,DOWN,0
