ticker,ICE US Equity,ICE US Equity,ICE US Equity,ICE US Equity,ICE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-11-29,42.658,43.0,42.9888,39.2589,35.4532,UP,1
2013-12-02,42.978,42.766,42.888,39.39,35.5116,DOWN,0
2013-12-03,42.542,42.83,42.7436,39.5162,35.5686,DOWN,0
2013-12-04,42.46,42.208,42.7044,39.6427,35.6262,UP,1
2013-12-05,42.53,42.354,42.6336,39.7777,35.6858,UP,1
2013-12-06,43.64,42.876,42.83,39.9308,35.748,DOWN,0
2013-12-09,43.474,43.248,42.9292,40.0752,35.8148,DOWN,0
2013-12-10,43.354,43.458,43.0916,40.2166,35.8788,UP,1
2013-12-11,43.7,43.652,43.3396,40.3548,35.9422,DOWN,0
2013-12-12,43.566,43.372,43.5468,40.4897,36.0052,UP,1
2013-12-13,44.088,43.766,43.6364,40.6194,36.0716,UP,1
2013-12-16,44.368,44.2,43.8152,40.7321,36.1369,UP,1
2013-12-17,44.444,44.458,44.0332,40.849,36.2006,UP,1
2013-12-18,45.03,44.316,44.2992,40.991,36.2654,DOWN,0
2013-12-19,44.526,45.0,44.4912,41.1256,36.3293,UP,1
2013-12-20,44.892,44.6,44.652,41.2508,36.3952,UP,1
2013-12-23,45.212,45.314,44.8208,41.3764,36.462,DOWN,0
2013-12-24,45.202,45.202,44.9724,41.4978,36.5295,DOWN,0
2013-12-26,44.972,45.246,44.9608,41.6207,36.5949,DOWN,0
2013-12-27,44.948,44.936,45.0452,41.7376,36.6573,DOWN,0
2013-12-30,44.704,45.076,45.0076,41.8427,36.7199,UP,1
2013-12-31,44.984,44.7,44.962,41.9495,36.7849,DOWN,0
2014-01-02,44.92,44.832,44.9056,42.0589,36.8499,UP,1
2014-01-03,45.176,44.92,44.9464,42.1726,36.9142,UP,1
2014-01-06,45.292,45.38,45.0152,42.2946,36.9792,UP,1
2014-01-07,45.564,45.768,45.1872,42.4211,37.0447,DOWN,0
2014-01-08,45.402,45.434,45.2708,42.5452,37.1098,UP,1
2014-01-09,45.506,45.588,45.388,42.68,37.1757,DOWN,0
2014-01-10,45.066,45.29,45.366,42.81,37.2412,DOWN,0
2014-01-13,44.102,45.0,45.128,42.9296,37.2987,DOWN,0
2014-01-14,43.96,44.212,44.8072,43.0379,37.3584,DOWN,0
2014-01-15,42.176,43.942,44.162,43.1,37.4078,DOWN,0
2014-01-16,41.866,41.76,43.434,43.162,37.4603,DOWN,0
2014-01-17,41.374,41.804,42.6956,43.1976,37.5101,UP,1
2014-01-21,41.6,41.676,42.1952,43.2304,37.563,UP,1
2014-01-22,41.996,41.832,41.8024,43.269,37.617,DOWN,0
2014-01-23,41.378,41.63,41.6428,43.2797,37.6688,DOWN,0
2014-01-24,40.872,41.2,41.444,43.2863,37.7154,DOWN,0
2014-01-27,40.632,41.645,41.2956,43.3077,37.7603,UP,1
2014-01-28,41.38,41.8,41.2516,43.336,37.809,DOWN,0
2014-01-29,40.956,40.608,41.0436,43.3584,37.8596,UP,1
2014-01-30,41.86,40.202,41.14,43.3862,37.9134,DOWN,0
2014-01-31,41.758,41.12,41.3172,43.4087,37.9682,DOWN,0
2014-02-03,40.69,41.636,41.3288,43.3968,38.0193,UP,1
2014-02-04,41.774,40.624,41.4076,43.38,38.0737,DOWN,0
2014-02-05,41.512,41.736,41.5188,43.3474,38.126,UP,1
2014-02-06,42.084,41.622,41.5636,43.3194,38.1791,UP,1
2014-02-07,43.106,42.036,41.8332,43.3163,38.2362,DOWN,0
2014-02-10,42.422,43.12,42.1796,43.3116,38.2887,UP,1
2014-02-11,43.296,42.68,42.484,43.3198,38.3457,UP,1
2014-02-12,43.482,43.31,42.878,43.3363,38.4012,DOWN,0
2014-02-13,43.382,43.292,43.1376,43.3444,38.4552,DOWN,0
2014-02-14,42.97,43.25,43.1104,43.353,38.5035,UP,1
2014-02-18,43.39,42.976,43.304,43.3716,38.5489,DOWN,0
2014-02-19,42.356,43.094,43.116,43.3681,38.5886,DOWN,0
2014-02-20,42.05,42.482,42.8296,43.3363,38.6272,UP,1
2014-02-21,42.582,42.274,42.6696,43.3184,38.669,UP,1
2014-02-24,43.064,42.534,42.6884,43.3126,38.7127,DOWN,0
2014-02-25,42.846,42.93,42.5796,43.2956,38.7557,DOWN,0
2014-02-26,41.778,43.046,42.464,43.2598,38.7925,UP,1
2014-02-27,41.816,42.692,42.4172,43.2144,38.8293,DOWN,0
2014-02-28,41.768,41.854,42.2544,43.1624,38.8622,UP,1
2014-03-03,41.996,41.482,42.0408,43.1134,38.8974,UP,1
2014-03-04,42.984,42.304,42.0684,43.0725,38.9383,DOWN,0
2014-03-05,42.78,42.916,42.2688,43.0376,38.9748,UP,1
2014-03-06,42.994,42.91,42.5044,42.9996,39.0137,DOWN,0
2014-03-07,42.528,43.146,42.6564,42.9459,39.0528,DOWN,0
2014-03-10,42.056,42.52,42.6684,42.883,39.0936,DOWN,0
2014-03-11,41.69,42.38,42.4096,42.8174,39.1338,UP,1
2014-03-12,41.828,41.59,42.2192,42.755,39.1752,DOWN,0
2014-03-13,40.81,41.834,41.7824,42.6771,39.2098,UP,1
2014-03-14,40.986,40.804,41.474,42.5971,39.2435,UP,1
2014-03-17,41.832,41.2,41.4292,42.5354,39.2752,DOWN,0
2014-03-18,41.188,41.832,41.3288,42.4556,39.3099,DOWN,0
2014-03-19,40.696,41.154,41.1024,42.3637,39.3442,DOWN,0
2014-03-20,40.682,40.81,41.0768,42.266,39.3829,UP,1
2014-03-21,40.77,41.24,41.0336,42.1734,39.4219,DOWN,0
2014-03-24,40.754,40.684,40.818,42.0784,39.4565,DOWN,0
2014-03-25,39.996,40.844,40.5796,41.977,39.4817,DOWN,0
2014-03-26,39.894,40.068,40.4192,41.8928,39.5061,DOWN,0
2014-03-27,39.884,39.972,40.2596,41.8113,39.5344,DOWN,0
2014-03-28,39.234,39.984,39.9524,41.7524,39.5585,UP,1
2014-03-31,39.566,39.336,39.7148,41.7064,39.581,DOWN,0
2014-04-01,38.628,39.518,39.4412,41.6515,39.6009,UP,1
2014-04-02,40.058,38.688,39.474,41.6207,39.6224,UP,1
2014-04-03,40.436,40.908,39.5844,41.5895,39.6415,DOWN,0
2014-04-04,39.31,40.468,39.5996,41.5481,39.6592,DOWN,0
2014-04-07,38.454,39.292,39.3772,41.4998,39.678,DOWN,0
2014-04-08,38.384,38.516,39.3284,41.4548,39.6973,UP,1
2014-04-09,38.54,38.41,39.0248,41.398,39.7181,DOWN,0
2014-04-10,38.102,38.566,38.558,41.3409,39.7335,DOWN,0
2014-04-11,37.826,37.818,38.2612,41.2602,39.7427,UP,1
2014-04-14,38.304,37.94,38.2312,41.1912,39.7546,UP,1
2014-04-15,38.77,38.31,38.3084,41.1528,39.7707,UP,1
2014-04-16,39.606,38.92,38.5216,41.1094,39.7907,UP,1
2014-04-17,39.654,39.512,38.832,41.0722,39.8144,UP,1
2014-04-21,40.118,39.58,39.2904,41.0329,39.8401,UP,1
2014-04-22,40.766,40.076,39.7828,40.9861,39.8669,UP,1
2014-04-23,40.858,40.746,40.2004,40.9548,39.8938,UP,1
2014-04-24,41.154,40.89,40.51,40.912,39.9243,DOWN,0
2014-04-25,40.49,41.066,40.6772,40.8522,39.9474,DOWN,0
2014-04-28,40.318,40.618,40.7172,40.7909,39.9698,UP,1
2014-04-29,40.67,40.512,40.698,40.7449,39.9925,UP,1
2014-04-30,40.888,40.716,40.704,40.6948,40.0151,UP,1
2014-05-01,41.096,40.956,40.6924,40.6696,40.039,DOWN,0
2014-05-02,40.46,41.168,40.6864,40.6378,40.0603,DOWN,0
2014-05-05,40.454,40.35,40.7136,40.5953,40.0811,DOWN,0
2014-05-06,39.642,40.23,40.508,40.5268,40.1003,UP,1
2014-05-07,40.35,39.734,40.4004,40.4769,40.1249,DOWN,0
2014-05-08,38.428,39.65,39.8668,40.4099,40.1385,DOWN,0
2014-05-09,37.646,38.374,39.304,40.3265,40.15,UP,1
2014-05-12,38.272,37.728,38.8676,40.2566,40.1627,DOWN,0
2014-05-13,38.164,38.242,38.572,40.18,40.1762,UP,1
2014-05-14,38.366,38.164,38.1752,40.0876,40.1898,DOWN,0
2014-05-15,37.814,38.24,38.0524,39.9883,40.1992,DOWN,0
2014-05-16,37.702,37.814,38.0636,39.8824,40.2053,UP,1
2014-05-19,38.312,37.442,38.0716,39.7981,40.211,DOWN,0
2014-05-20,37.576,38.266,37.954,39.7085,40.2105,UP,1
2014-05-21,38.438,37.728,37.9684,39.6435,40.217,UP,1
2014-05-22,38.77,38.39,38.1596,39.5823,40.224,DOWN,0
2014-05-23,38.534,38.722,38.326,39.5368,40.2317,UP,1
2014-05-27,39.478,38.7,38.5592,39.5066,40.2419,DOWN,0
2014-05-28,39.16,39.36,38.876,39.4532,40.2528,DOWN,0
2014-05-29,39.0,39.374,38.9884,39.4094,40.2647,UP,1
2014-05-30,39.28,39.0,39.0904,39.3811,40.2781,DOWN,0
2014-06-02,38.838,39.4,39.1512,39.3442,40.2902,UP,1
2014-06-03,38.96,38.806,39.0476,39.308,40.3046,DOWN,0
2014-06-04,38.568,38.79,38.9292,39.2643,40.3157,DOWN,0
2014-06-05,38.084,38.524,38.746,39.2261,40.3244,DOWN,0
2014-06-06,38.01,38.2,38.492,39.1884,40.3312,DOWN,0
2014-06-09,37.782,37.902,38.2808,39.1464,40.3384,UP,1
2014-06-10,38.024,37.612,38.0936,39.1222,40.343,DOWN,0
2014-06-11,37.668,37.998,37.9136,39.0842,40.3461,UP,1
2014-06-12,38.404,37.52,37.9776,39.0797,40.3547,UP,1
2014-06-13,38.652,38.394,38.106,39.0516,40.3677,DOWN,0
2014-06-16,38.504,38.69,38.2504,39.013,40.3803,UP,1
2014-06-17,38.932,38.522,38.432,39.0054,40.3947,UP,1
2014-06-18,39.636,38.85,38.8256,39.029,40.4131,DOWN,0
2014-06-19,39.392,40.6,39.0232,39.0492,40.4284,DOWN,0
2014-06-20,38.972,39.586,39.0872,39.0578,40.4403,UP,1
2014-06-23,39.638,38.948,39.314,39.0886,40.4575,DOWN,0
2014-06-24,38.036,38.822,39.1348,39.0928,40.4683,DOWN,0
2014-06-25,37.586,38.05,38.7248,39.0784,40.4748,UP,1
2014-06-26,37.85,37.526,38.4164,39.06,40.4831,DOWN,0
2014-06-27,37.586,37.682,38.1392,39.0196,40.4894,UP,1
2014-06-30,37.78,37.662,37.7676,38.9821,40.4983,DOWN,0
2014-07-01,37.264,37.968,37.6132,38.925,40.5041,UP,1
2014-07-02,37.544,37.298,37.6048,38.8606,40.5108,UP,1
2014-07-03,38.058,37.696,37.6464,38.8046,40.5195,DOWN,0
2014-07-07,37.882,38.06,37.7056,38.7392,40.5272,DOWN,0
2014-07-08,37.078,37.85,37.5652,38.6709,40.5296,UP,1
2014-07-09,37.382,37.1,37.5888,38.6122,40.5344,DOWN,0
2014-07-10,36.69,36.954,37.418,38.5326,40.5367,UP,1
2014-07-11,36.88,36.712,37.1824,38.4524,40.5404,UP,1
2014-07-14,37.302,37.192,37.0664,38.3766,40.548,UP,1
2014-07-15,37.51,37.22,37.1528,38.3176,40.5556,UP,1
2014-07-16,37.766,37.548,37.2296,38.2638,40.5632,UP,1
2014-07-17,38.244,37.622,37.5404,38.2358,40.573,UP,1
2014-07-18,38.872,38.32,37.9388,38.2063,40.5834,UP,1
2014-07-21,39.286,38.61,38.3356,38.2234,40.5957,UP,1
2014-07-22,39.796,38.894,38.7928,38.2664,40.6067,DOWN,0
2014-07-23,39.504,39.682,39.1404,38.2911,40.6105,DOWN,0
2014-07-24,39.192,39.486,39.33,38.3116,40.6135,UP,1
2014-07-25,39.348,39.192,39.4252,38.3313,40.6206,DOWN,0
2014-07-28,39.198,39.266,39.4076,38.359,40.6276,DOWN,0
2014-07-29,39.078,39.244,39.264,38.3865,40.6298,UP,1
2014-07-30,39.214,39.31,39.206,38.4045,40.6312,DOWN,0
2014-07-31,38.444,39.066,39.0564,38.4219,40.6278,DOWN,0
2014-08-01,38.436,38.402,38.874,38.4218,40.6259,UP,1
2014-08-04,38.79,38.548,38.7924,38.4222,40.6243,DOWN,0
2014-08-05,38.232,38.548,38.6232,38.4162,40.6182,UP,1
2014-08-06,38.444,38.166,38.4692,38.3955,40.6122,DOWN,0
2014-08-07,37.67,38.556,38.3144,38.3657,40.6033,UP,1
2014-08-08,38.27,37.8,38.2812,38.3511,40.5972,DOWN,0
2014-08-11,37.87,38.448,38.0972,38.3229,40.5906,DOWN,0
2014-08-12,37.568,37.688,37.9644,38.2975,40.5822,DOWN,0
2014-08-13,37.544,37.628,37.7844,38.2692,40.574,UP,1
2014-08-14,37.862,37.678,37.8228,38.2551,40.5695,DOWN,0
2014-08-15,37.52,37.986,37.6728,38.2438,40.5642,UP,1
2014-08-18,38.0,37.828,37.6988,38.2436,40.5636,DOWN,0
2014-08-19,37.138,37.934,37.6128,38.2307,40.5566,UP,1
2014-08-20,37.382,37.106,37.5804,38.2179,40.5481,UP,1
2014-08-21,37.714,37.384,37.5508,38.2188,40.5429,UP,1
2014-08-22,37.82,37.596,37.6108,38.2071,40.534,UP,1
2014-08-25,37.914,37.996,37.5936,38.1924,40.5238,DOWN,0
2014-08-26,37.878,37.866,37.7416,38.1798,40.5128,DOWN,0
2014-08-27,37.634,37.936,37.792,38.1539,40.4968,UP,1
2014-08-28,37.738,37.498,37.7968,38.1159,40.4828,UP,1
2014-08-29,37.8,37.818,37.7928,38.0841,40.474,DOWN,0
2014-09-02,37.66,37.99,37.742,38.0578,40.4624,DOWN,0
2014-09-03,37.068,37.776,37.58,38.0064,40.4486,UP,1
2014-09-04,37.124,36.922,37.478,37.9882,40.4319,UP,1
2014-09-05,37.334,37.1,37.3972,37.9832,40.4154,UP,1
2014-09-08,37.488,37.2,37.3348,37.9759,40.3964,DOWN,0
2014-09-09,37.432,37.458,37.2892,37.9728,40.3705,UP,1
2014-09-10,38.05,37.65,37.4856,37.9782,40.345,UP,1
2014-09-11,38.068,37.9,37.6744,37.9943,40.3179,UP,1
2014-09-12,38.936,37.934,37.9948,38.0222,40.2963,UP,1
2014-09-15,39.112,38.808,38.3196,38.0432,40.2786,UP,1
2014-09-16,39.362,38.86,38.7056,38.0728,40.261,UP,1
2014-09-17,40.366,39.418,39.1688,38.1386,40.2495,UP,1
2014-09-18,40.81,40.49,39.7172,38.2072,40.2387,DOWN,0
2014-09-19,40.76,41.008,40.082,38.2886,40.2298,DOWN,0
2014-09-22,40.152,40.73,40.29,38.354,40.2182,DOWN,0
2014-09-23,39.902,40.012,40.398,38.406,40.2051,DOWN,0
2014-09-24,39.81,39.868,40.2868,38.452,40.1859,DOWN,0
2014-09-25,39.126,39.72,39.95,38.4792,40.1642,UP,1
2014-09-26,39.294,39.126,39.6568,38.5002,40.1439,DOWN,0
2014-09-29,39.04,39.052,39.4344,38.5036,40.1206,DOWN,0
2014-09-30,39.01,39.138,39.256,38.498,40.0978,DOWN,0
2014-10-01,38.816,39.01,39.0572,38.4784,40.0714,UP,1
2014-10-02,39.546,39.136,39.1412,38.4793,40.0473,UP,1
2014-10-03,39.684,39.694,39.2192,38.4891,40.0235,UP,1
2014-10-06,39.82,39.85,39.3752,38.4986,39.9975,DOWN,0
2014-10-07,39.272,39.932,39.4276,38.5,39.9712,UP,1
2014-10-08,40.268,39.544,39.718,38.5238,39.9481,UP,1
2014-10-09,40.602,40.2,39.9292,38.5516,39.925,UP,1
2014-10-10,40.72,40.73,40.1364,38.5971,39.9026,DOWN,0
2014-10-13,39.732,40.676,40.1188,38.623,39.8764,UP,1
2014-10-14,40.214,39.712,40.3072,38.6515,39.8528,UP,1
2014-10-15,40.576,39.808,40.3688,38.6984,39.8321,DOWN,0
2014-10-16,39.536,39.734,40.1556,38.7202,39.8049,DOWN,0
2014-10-17,39.322,39.742,39.876,38.7533,39.7769,UP,1
2014-10-20,39.976,39.478,39.9248,38.7874,39.7509,DOWN,0
2014-10-21,39.9,40.16,39.862,38.828,39.7239,DOWN,0
2014-10-22,39.746,39.776,39.696,38.8716,39.6948,UP,1
2014-10-23,40.628,40.048,39.9144,38.9332,39.671,UP,1
2014-10-24,41.318,40.672,40.3136,39.0024,39.65,DOWN,0
2014-10-27,41.134,41.302,40.5452,39.0746,39.6304,DOWN,0
2014-10-28,41.082,41.166,40.7816,39.1363,39.6153,UP,1
2014-10-29,41.186,40.996,41.0696,39.2172,39.6014,DOWN,0
2014-10-30,40.746,41.052,41.0932,39.2845,39.5943,UP,1
2014-10-31,41.658,40.914,41.1612,39.3634,39.5932,UP,1
2014-11-03,41.958,41.69,41.326,39.4462,39.5961,UP,1
2014-11-04,43.504,42.032,41.8104,39.558,39.6057,DOWN,0
2014-11-05,43.484,43.668,42.27,39.6701,39.6131,UP,1
2014-11-06,43.984,43.238,42.9176,39.7971,39.6261,DOWN,0
2014-11-07,43.708,44.092,43.3276,39.9165,39.6403,UP,1
2014-11-10,43.866,43.6,43.7092,40.0378,39.6565,UP,1
2014-11-11,44.248,43.846,43.858,40.1696,39.6708,DOWN,0
2014-11-12,44.24,44.232,44.0092,40.313,39.6872,UP,1
2014-11-13,44.642,44.37,44.1408,40.4634,39.7011,DOWN,0
2014-11-14,44.512,44.53,44.3016,40.6069,39.7149,DOWN,0
2014-11-17,44.44,44.312,44.4164,40.746,39.7337,DOWN,0
2014-11-18,43.99,44.44,44.3648,40.8771,39.7447,UP,1
2014-11-19,44.144,44.206,44.3456,40.999,39.7579,DOWN,0
2014-11-20,43.97,43.9,44.2112,41.117,39.7673,UP,1
2014-11-21,44.058,44.25,44.1204,41.2195,39.7721,UP,1
2014-11-24,44.344,44.166,44.1012,41.3241,39.7817,DOWN,0
2014-11-25,44.216,44.254,44.1464,41.4212,39.7863,DOWN,0
2014-11-26,44.164,44.0,44.1504,41.4972,39.7897,UP,1
2014-11-28,45.198,44.39,44.396,41.5849,39.7988,DOWN,0
2014-12-01,44.764,45.202,44.5372,41.665,39.8078,UP,1
2014-12-02,44.946,44.902,44.6576,41.7609,39.8155,UP,1
2014-12-03,45.266,44.856,44.8676,41.8682,39.8301,UP,1
2014-12-04,45.41,45.312,45.1168,41.9802,39.8469,DOWN,0
2014-12-05,44.954,44.996,45.068,42.0967,39.8588,UP,1
2014-12-08,45.168,44.87,45.1488,42.2142,39.8693,DOWN,0
2014-12-09,44.894,45.02,45.1384,42.3313,39.8795,DOWN,0
2014-12-10,44.61,44.886,45.0072,42.4433,39.8937,UP,1
2014-12-11,45.09,44.794,44.9432,42.5688,39.91,DOWN,0
2014-12-12,43.818,44.722,44.716,42.6542,39.9203,UP,1
2014-12-15,43.896,43.884,44.4616,42.7384,39.9298,DOWN,0
2014-12-16,42.994,43.85,44.0816,42.8019,39.9298,UP,1
2014-12-17,44.318,43.196,44.0232,42.9028,39.9375,UP,1
2014-12-18,44.798,44.452,43.9648,42.9934,39.9466,DOWN,0
2014-12-19,44.324,45.148,44.066,43.0679,39.9555,UP,1
2014-12-22,45.018,44.296,44.2904,43.1538,39.9703,DOWN,0
2014-12-23,44.686,45.088,44.6288,43.2529,39.9853,DOWN,0
2014-12-24,44.346,44.734,44.6344,43.3356,39.9979,UP,1
2014-12-26,44.376,44.468,44.55,43.4116,40.0157,UP,1
2014-12-29,44.426,44.474,44.5704,43.5094,40.0329,DOWN,0
2014-12-30,44.358,44.4,44.4384,43.6101,40.0456,DOWN,0
2014-12-31,43.858,44.422,44.2728,43.6877,40.0589,DOWN,0
2015-01-02,43.528,44.078,44.1092,43.7603,40.0731,UP,1
2015-01-05,43.766,43.4,43.9872,43.8407,40.0885,DOWN,0
2015-01-06,43.14,43.916,43.73,43.8909,40.1004,UP,1
2015-01-07,43.75,43.294,43.6084,43.9396,40.1153,UP,1
2015-01-08,44.3,43.95,43.6968,44.0029,40.1369,UP,1
2015-01-09,44.326,44.358,43.8564,44.0678,40.159,DOWN,0
2015-01-12,43.166,44.258,43.7364,44.1074,40.1754,DOWN,0
2015-01-13,41.9,43.382,43.4884,44.1304,40.1888,DOWN,0
2015-01-14,41.6,41.464,43.0584,44.1293,40.1989,DOWN,0
2015-01-15,41.136,41.6,42.4256,44.1128,40.2115,UP,1
2015-01-16,41.88,41.048,41.9364,44.0804,40.2206,DOWN,0
2015-01-20,41.594,42.116,41.622,44.0426,40.2264,DOWN,0
2015-01-21,41.312,41.446,41.5044,43.9891,40.2364,UP,1
2015-01-22,42.838,41.362,41.752,43.9717,40.2583,UP,1
2015-01-23,43.342,43.008,42.1932,43.9612,40.2831,UP,1
2015-01-26,43.55,43.04,42.5272,43.9473,40.3081,DOWN,0
2015-01-27,42.54,43.052,42.7164,43.9133,40.3303,DOWN,0
2015-01-28,41.088,42.516,42.6716,43.8422,40.3466,DOWN,0
2015-01-29,40.974,41.05,42.2988,43.7714,40.36,UP,1
2015-01-30,41.146,40.65,41.8596,43.7056,40.3719,UP,1
2015-02-02,41.682,41.416,41.486,43.6594,40.3822,UP,1
2015-02-03,42.274,41.718,41.4328,43.622,40.3953,UP,1
2015-02-04,43.0,42.09,41.8152,43.6026,40.4098,UP,1
2015-02-05,45.17,43.148,42.6544,43.6248,40.4318,UP,1
2015-02-06,45.744,45.348,43.574,43.6528,40.4562,UP,1
2015-02-09,45.806,45.566,44.3988,43.6846,40.4795,UP,1
2015-02-10,46.26,45.936,45.196,43.7266,40.5083,UP,1
2015-02-11,46.368,46.176,45.8696,43.75,40.5386,UP,1
2015-02-12,46.886,46.354,46.2128,43.7924,40.5696,DOWN,0
2015-02-13,46.644,46.976,46.3928,43.8264,40.5984,UP,1
2015-02-17,46.962,46.718,46.624,43.8603,40.6278,DOWN,0
2015-02-18,46.954,46.85,46.7628,43.8912,40.6602,DOWN,0
2015-02-19,46.782,46.772,46.8456,43.9277,40.6919,UP,1
2015-02-20,47.004,46.782,46.8692,43.9644,40.7287,DOWN,0
2015-02-23,46.884,46.938,46.9172,44.0042,40.7613,UP,1
2015-02-24,47.106,46.808,46.946,44.0542,40.8047,UP,1
2015-02-25,47.77,47.01,47.1092,44.1078,40.8554,DOWN,0
2015-02-26,47.646,47.876,47.282,44.1843,40.9022,DOWN,0
2015-02-27,47.072,47.634,47.2956,44.2478,40.9468,UP,1
2015-03-02,47.864,46.978,47.4916,44.3452,40.9943,DOWN,0
2015-03-03,47.122,47.652,47.4948,44.4013,41.0408,DOWN,0
2015-03-04,46.59,47.024,47.2588,44.4372,41.0852,UP,1
2015-03-05,46.822,46.948,47.094,44.4871,41.1278,DOWN,0
2015-03-06,46.084,46.762,46.8964,44.5084,41.1703,UP,1
2015-03-09,46.786,46.25,46.6808,44.5504,41.2121,DOWN,0
2015-03-10,45.59,46.45,46.3744,44.5753,41.2462,UP,1
2015-03-11,45.72,45.888,46.2004,44.6022,41.2821,UP,1
2015-03-12,46.154,46.084,46.0668,44.6368,41.3155,DOWN,0
2015-03-13,45.818,46.03,46.0136,44.666,41.3488,UP,1
2015-03-16,46.59,46.096,45.9744,44.7206,41.3867,UP,1
2015-03-17,46.702,46.422,46.1968,44.7841,41.4238,DOWN,0
2015-03-18,46.294,46.542,46.3116,44.8346,41.4611,UP,1
2015-03-19,47.342,46.16,46.5492,44.9187,41.503,DOWN,0
2015-03-20,47.34,47.342,46.8536,44.9905,41.5469,DOWN,0
2015-03-23,47.066,47.462,46.9488,45.0458,41.5918,DOWN,0
2015-03-24,46.862,46.87,46.9808,45.0965,41.636,DOWN,0
2015-03-25,46.19,46.834,46.96,45.157,41.6781,DOWN,0
2015-03-26,45.95,45.894,46.6816,45.238,41.7177,UP,1
2015-03-27,46.396,45.78,46.4928,45.3339,41.7614,UP,1
2015-03-30,46.996,46.7,46.4788,45.4511,41.8043,DOWN,0
2015-03-31,46.654,46.684,46.4372,45.5466,41.8443,DOWN,0
2015-04-01,46.184,46.532,46.436,45.6384,41.8827,DOWN,0
2015-04-02,45.774,46.216,46.4008,45.7276,41.9169,UP,1
2015-04-06,45.866,45.566,46.2948,45.7882,41.9481,UP,1
2015-04-07,45.962,45.956,46.088,45.8406,41.9809,UP,1
2015-04-08,46.1,45.992,45.9772,45.8916,42.0166,UP,1
2015-04-09,46.178,46.0,45.976,45.9644,42.0493,UP,1
2015-04-10,46.382,46.228,46.0976,46.0702,42.091,DOWN,0
2015-04-13,46.158,46.256,46.156,46.1739,42.1339,DOWN,0
2015-04-14,45.776,46.126,46.1188,46.2665,42.1735,UP,1
2015-04-15,45.958,45.832,46.0904,46.352,42.2154,UP,1
2015-04-16,45.976,45.938,46.05,46.4261,42.2563,DOWN,0
2015-04-17,44.734,45.654,45.7204,46.4608,42.2937,UP,1
2015-04-20,45.134,44.864,45.5156,46.46,42.3316,DOWN,0
2015-04-21,44.824,45.134,45.3252,46.4416,42.3655,UP,1
2015-04-22,45.122,44.836,45.158,46.428,42.4017,DOWN,0
2015-04-23,45.038,45.02,44.9704,46.4035,42.4415,DOWN,0
2015-04-24,44.678,44.946,44.9592,46.3697,42.4779,DOWN,0
2015-04-27,44.55,44.672,44.8424,46.323,42.5172,UP,1
2015-04-28,44.858,44.55,44.8492,46.2873,42.5571,UP,1
2015-04-29,44.952,44.616,44.8152,46.2471,42.5954,DOWN,0
2015-04-30,44.906,44.75,44.7888,46.2061,42.6324,UP,1
2015-05-01,45.164,44.85,44.886,46.1738,42.6694,UP,1
2015-05-04,45.318,45.348,45.0396,46.14,42.7047,UP,1
2015-05-05,46.434,46.0,45.3548,46.131,42.7425,DOWN,0
2015-05-06,45.452,46.346,45.4548,46.098,42.7734,UP,1
2015-05-07,46.618,45.61,45.7972,46.0749,42.8075,UP,1
2015-05-08,47.648,47.152,46.294,46.075,42.8482,UP,1
2015-05-11,48.0,47.406,46.8304,46.0935,42.8922,DOWN,0
2015-05-12,47.988,47.8,47.1412,46.096,42.9354,UP,1
2015-05-13,48.016,47.992,47.654,46.1139,42.9795,UP,1
2015-05-14,48.102,48.23,47.9508,46.1441,43.0246,DOWN,0
2015-05-15,47.754,48.284,47.972,46.1628,43.0673,DOWN,0
2015-05-18,47.536,47.626,47.8792,46.1918,43.1128,UP,1
2015-05-19,47.57,47.666,47.7956,46.2075,43.1585,DOWN,0
2015-05-20,47.152,47.744,47.6228,46.2387,43.2003,DOWN,0
2015-05-21,47.07,47.03,47.4164,46.2657,43.2445,UP,1
2015-05-22,47.374,47.12,47.3404,46.2901,43.2891,DOWN,0
2015-05-26,46.736,47.288,47.1804,46.3085,43.3345,UP,1
2015-05-27,46.936,46.818,47.0536,46.3154,43.3778,UP,1
2015-05-28,47.288,47.068,47.0808,46.3271,43.4249,UP,1
2015-05-29,47.356,47.268,47.138,46.3484,43.4738,DOWN,0
2015-06-01,47.108,47.498,47.0848,46.3437,43.5216,UP,1
2015-06-02,47.18,46.894,47.1736,46.3405,43.5682,DOWN,0
2015-06-03,46.848,47.232,47.156,46.3361,43.6149,UP,1
2015-06-04,47.056,46.628,47.1096,46.34,43.6601,UP,1
2015-06-05,47.31,47.4,47.1004,46.3624,43.711,DOWN,0
2015-06-08,47.114,47.452,47.1016,46.3857,43.7597,UP,1
2015-06-09,47.376,47.01,47.1408,46.4053,43.808,UP,1
2015-06-10,48.094,47.46,47.39,46.4272,43.8593,UP,1
2015-06-11,48.4,48.158,47.6588,46.4622,43.9118,DOWN,0
2015-06-12,47.71,48.104,47.7388,46.4927,43.9609,DOWN,0
2015-06-15,47.462,47.33,47.8084,46.5264,44.0101,DOWN,0
2015-06-16,46.88,47.336,47.7092,46.5467,44.0558,DOWN,0
2015-06-17,46.862,47.046,47.4628,46.5647,44.1011,DOWN,0
2015-06-18,46.75,47.0,47.1328,46.5777,44.1465,DOWN,0
