ticker,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-07-17,47.42,46.85,47.3871,47.87,46.9762,UP,1
2003-07-18,48.05,47.8,47.4103,47.918,47.0092,DOWN,0
2003-07-21,47.39,48.15,47.4352,47.756,47.0504,UP,1
2003-07-22,47.97,47.3,47.4611,47.726,47.0878,DOWN,0
2003-07-23,47.8,48.0,47.4916,47.726,47.111,DOWN,0
2003-07-24,47.76,48.0,47.5275,47.794,47.13,UP,1
2003-07-25,48.77,48.21,47.5637,47.938,47.1824,UP,1
2003-07-28,49.09,48.7,47.61,48.278,47.2328,UP,1
2003-07-29,49.1,49.5,47.6452,48.504,47.2848,DOWN,0
2003-07-30,48.55,49.12,47.6672,48.654,47.3508,UP,1
2003-07-31,49.2,48.75,47.6978,48.942,47.4358,DOWN,0
2003-08-01,48.56,49.15,47.7071,48.9,47.5204,DOWN,0
2003-08-04,48.52,48.56,47.721,48.786,47.5966,DOWN,0
2003-08-05,47.86,48.42,47.718,48.538,47.6578,DOWN,0
2003-08-06,47.4,47.71,47.7161,48.308,47.6826,UP,1
2003-08-07,47.74,47.46,47.7039,48.016,47.7096,UP,1
2003-08-08,48.06,47.7,47.7042,47.916,47.7578,UP,1
2003-08-11,48.18,47.95,47.701,47.848,47.7874,UP,1
2003-08-12,48.51,48.15,47.7007,47.978,47.7986,UP,1
2003-08-13,48.93,48.45,47.6992,48.284,47.8222,UP,1
2003-08-14,49.53,49.0,47.7032,48.642,47.839,DOWN,0
2003-08-15,49.3,49.52,47.706,48.89,47.8324,UP,1
2003-08-18,49.88,49.15,47.7111,49.23,47.842,UP,1
2003-08-19,50.3,49.98,47.7203,49.588,47.8698,DOWN,0
2003-08-20,49.78,50.15,47.7246,49.758,47.9026,DOWN,0
2003-08-21,49.33,49.78,47.7253,49.718,47.9174,DOWN,0
2003-08-22,48.58,49.5,47.7218,49.574,47.9154,UP,1
2003-08-25,48.99,48.58,47.7135,49.396,47.951,UP,1
2003-08-26,49.09,48.9,47.7093,49.154,47.9748,UP,1
2003-08-27,49.47,49.0,47.7042,49.092,48.0086,DOWN,0
2003-08-28,49.44,49.52,47.7075,49.114,48.0454,UP,1
2003-08-29,49.83,49.44,47.7067,49.364,48.1108,UP,1
2003-09-02,52.25,50.75,47.7149,50.016,48.2202,DOWN,0
2003-09-03,51.95,52.2,47.7161,50.588,48.3388,DOWN,0
2003-09-04,51.85,51.95,47.7086,51.064,48.4578,DOWN,0
2003-09-05,51.5,51.65,47.7028,51.476,48.5848,DOWN,0
2003-09-08,51.32,51.38,47.698,51.774,48.6668,UP,1
2003-09-09,51.47,51.2,47.6923,51.618,48.7576,DOWN,0
2003-09-10,50.56,51.32,47.6832,51.34,48.8336,UP,1
2003-09-11,50.66,50.81,47.6734,51.102,48.9106,UP,1
2003-09-12,50.71,50.8,47.6649,50.944,48.9828,DOWN,0
2003-09-15,50.0,50.4,47.6555,50.68,49.0488,UP,1
2003-09-16,50.5,50.0,47.6407,50.486,49.118,DOWN,0
2003-09-17,50.27,50.7,47.6231,50.428,49.1742,UP,1
2003-09-18,50.7,50.23,47.6087,50.436,49.232,DOWN,0
2003-09-19,50.5,50.5,47.6008,50.394,49.291,DOWN,0
2003-09-22,50.15,50.3,47.59,50.424,49.3378,UP,1
2003-09-23,50.17,50.4,47.5836,50.358,49.3772,DOWN,0
2003-09-24,49.32,50.1,47.5701,50.168,49.4012,UP,1
2003-09-25,49.37,49.15,47.5636,49.902,49.4326,DOWN,0
2003-09-26,49.04,49.3,47.5527,49.61,49.465,DOWN,0
2003-09-29,48.24,49.04,47.5388,49.228,49.4688,DOWN,0
2003-09-30,47.55,48.24,47.518,48.704,49.472,UP,1
2003-10-01,48.55,47.58,47.5093,48.55,49.4836,UP,1
2003-10-02,49.0,48.7,47.5,48.476,49.5076,UP,1
2003-10-03,49.21,49.7,47.4905,48.51,49.5366,DOWN,0
2003-10-06,49.1,49.21,47.4855,48.682,49.5432,UP,1
2003-10-07,49.65,49.06,47.4852,49.102,49.5544,DOWN,0
2003-10-08,49.4,49.75,47.4789,49.272,49.5604,UP,1
2003-10-09,49.42,49.7,47.4722,49.356,49.5778,DOWN,0
2003-10-10,48.84,49.67,47.465,49.282,49.5706,UP,1
2003-10-13,49.2,48.92,47.458,49.302,49.5834,DOWN,0
2003-10-14,48.9,49.32,47.4511,49.152,49.591,UP,1
2003-10-15,50.73,49.0,47.4508,49.418,49.6484,DOWN,0
2003-10-16,47.01,50.73,47.4281,48.936,49.6406,DOWN,0
2003-10-17,46.4,47.25,47.3946,48.448,49.6138,DOWN,0
2003-10-20,45.75,46.4,47.3598,47.758,49.5676,DOWN,0
2003-10-21,44.9,45.675,47.3206,46.958,49.502,DOWN,0
2003-10-22,44.29,44.8,47.2813,45.67,49.4176,UP,1
2003-10-23,44.74,44.2,47.2486,45.216,49.3338,DOWN,0
2003-10-24,44.17,44.5,47.2078,44.77,49.2266,UP,1
2003-10-27,45.02,44.29,47.1736,44.624,49.141,UP,1
2003-10-28,45.35,45.27,47.1442,44.714,49.0504,UP,1
2003-10-29,45.64,45.34,47.115,44.984,48.9572,UP,1
2003-10-30,45.84,45.8,47.0927,45.204,48.8784,DOWN,0
2003-10-31,45.78,45.74,47.0702,45.526,48.8074,UP,1
2003-11-03,46.02,46.0,47.0535,45.726,48.7562,UP,1
2003-11-04,46.16,46.0,47.0422,45.888,48.6996,DOWN,0
2003-11-05,46.16,46.3,47.0353,45.992,48.641,DOWN,0
2003-11-06,46.11,45.92,47.0234,46.046,48.5738,DOWN,0
2003-11-07,45.92,46.11,47.0167,46.074,48.5034,DOWN,0
2003-11-10,45.6,45.93,47.0121,45.99,48.4188,UP,1
2003-11-11,46.01,45.6,47.0089,45.96,48.294,UP,1
2003-11-12,46.25,46.13,47.0009,45.978,48.18,DOWN,0
2003-11-13,46.0,46.25,46.9975,45.956,48.063,DOWN,0
2003-11-14,45.2,45.95,46.987,45.812,47.937,UP,1
2003-11-17,45.22,45.2,46.9761,45.736,47.815,DOWN,0
2003-11-18,45.02,45.2,46.9684,45.538,47.686,UP,1
2003-11-19,45.31,45.05,46.9618,45.35,47.581,DOWN,0
2003-11-20,45.22,45.25,46.9579,45.194,47.4722,UP,1
2003-11-21,45.4,45.45,46.9604,45.234,47.366,UP,1
2003-11-24,46.49,45.52,46.9714,45.488,47.2958,UP,1
2003-11-25,47.02,46.49,46.9789,45.888,47.2262,DOWN,0
2003-11-26,46.6,47.25,46.9885,46.146,47.1528,DOWN,0
2003-11-28,46.26,46.61,46.9963,46.354,47.064,UP,1
2003-12-01,46.65,46.5,46.9987,46.604,46.987,DOWN,0
2003-12-02,45.99,46.4,46.9931,46.504,46.9038,UP,1
2003-12-03,46.1,45.98,46.9903,46.32,46.8224,UP,1
2003-12-04,46.88,46.3,46.992,46.376,46.7736,DOWN,0
2003-12-05,46.5,46.88,46.9911,46.424,46.7162,UP,1
2003-12-08,46.91,46.6,46.9974,46.476,46.6736,UP,1
2003-12-09,47.44,47.15,47.005,46.766,46.6576,UP,1
2003-12-10,48.95,48.0,47.024,47.336,46.6856,UP,1
2003-12-11,49.22,48.85,47.0411,47.804,46.699,UP,1
2003-12-12,49.3,49.25,47.0574,48.364,46.705,DOWN,0
2003-12-15,48.6,49.65,47.0716,48.702,46.6928,DOWN,0
2003-12-16,44.8,46.49,47.0717,48.174,46.6068,DOWN,0
2003-12-17,44.59,44.65,47.0717,47.302,46.5056,UP,1
2003-12-18,46.09,44.8,47.0819,46.676,46.4394,UP,1
2003-12-19,46.51,46.5,47.0927,46.118,46.3812,UP,1
2003-12-22,47.1,46.52,47.1111,45.818,46.3464,DOWN,0
2003-12-23,46.6,47.1,47.1321,46.178,46.2944,DOWN,0
2003-12-24,46.26,46.6,47.1538,46.512,46.2416,UP,1
2003-12-26,46.49,46.4,47.1697,46.592,46.1568,UP,1
2003-12-29,46.96,46.85,47.1889,46.682,46.1558,DOWN,0
2003-12-30,46.89,46.96,47.2001,46.64,46.1656,UP,1
2003-12-31,47.39,47.0,47.2108,46.798,46.1984,DOWN,0
2004-01-02,47.36,47.37,47.2217,47.018,46.2476,UP,1
2004-01-05,47.43,47.5,47.2322,47.206,46.3104,DOWN,0
2004-01-06,47.36,47.4,47.2343,47.286,46.3628,DOWN,0
2004-01-07,46.97,47.36,47.2432,47.302,46.4188,DOWN,0
2004-01-08,46.9,47.07,47.2521,47.204,46.4564,DOWN,0
2004-01-09,46.86,46.85,47.2661,47.104,46.4866,DOWN,0
2004-01-12,46.03,46.77,47.276,46.824,46.4944,DOWN,0
2004-01-13,45.9,46.04,47.2881,46.532,46.4956,DOWN,0
2004-01-14,45.71,45.85,47.3022,46.28,46.4942,DOWN,0
2004-01-15,45.35,45.71,47.3133,45.97,46.4808,UP,1
2004-01-16,46.68,45.67,47.3217,45.934,46.4912,DOWN,0
2004-01-20,46.05,46.8,47.3269,45.938,46.489,UP,1
2004-01-21,46.25,46.13,47.3336,46.008,46.4918,DOWN,0
2004-01-22,46.06,46.5,47.3357,46.078,46.4946,DOWN,0
2004-01-23,45.44,46.0,47.3368,46.096,46.4914,UP,1
2004-01-26,45.72,45.2,47.3419,45.904,46.4856,DOWN,0
2004-01-27,45.7,45.77,47.3457,45.834,46.4746,DOWN,0
2004-01-28,45.6,45.71,47.3494,45.704,46.4666,UP,1
2004-01-29,47.5,46.6,47.3582,45.992,46.5126,UP,1
2004-01-30,48.14,46.0,47.3742,46.532,46.571,DOWN,0
2004-02-02,47.3,47.95,47.3835,46.848,46.6166,DOWN,0
2004-02-03,47.29,47.19,47.3954,47.166,46.6562,DOWN,0
2004-02-04,47.1,46.92,47.4064,47.466,46.6938,UP,1
2004-02-05,48.05,46.9,47.4221,47.576,46.7468,UP,1
2004-02-06,48.65,48.1,47.4386,47.678,46.79,DOWN,0
2004-02-09,47.77,48.5,47.4524,47.772,46.805,UP,1
2004-02-10,48.12,47.7,47.4737,47.938,46.8354,UP,1
2004-02-11,48.25,48.12,47.4886,48.168,46.8752,UP,1
2004-02-12,48.32,48.25,47.5027,48.222,46.9086,UP,1
2004-02-13,48.37,48.33,47.5138,48.166,46.9562,DOWN,0
2004-02-17,48.27,48.49,47.5261,48.266,46.9996,UP,1
2004-02-18,48.51,48.4,47.5359,48.344,47.0322,DOWN,0
2004-02-19,48.31,48.61,47.5447,48.356,47.0684,DOWN,0
2004-02-20,47.96,48.31,47.551,48.284,47.0894,DOWN,0
2004-02-23,47.8,47.88,47.558,48.17,47.0966,DOWN,0
2004-02-24,47.51,47.6,47.5689,48.018,47.0678,DOWN,0
2004-02-25,47.39,47.4,47.5754,47.794,47.0312,UP,1
2004-02-26,47.45,47.44,47.5794,47.622,46.9942,DOWN,0
2004-02-27,47.25,47.45,47.5816,47.48,46.9672,UP,1
2004-03-01,47.29,47.3,47.5873,47.378,47.017,DOWN,0
2004-03-02,46.83,47.29,47.5886,47.242,47.0618,UP,1
2004-03-03,47.01,46.83,47.5912,47.166,47.0802,UP,1
2004-03-04,47.42,47.05,47.602,47.16,47.0984,UP,1
2004-03-05,47.5,47.0,47.6148,47.21,47.1064,DOWN,0
2004-03-08,47.24,47.4,47.6293,47.2,47.1192,DOWN,0
2004-03-09,46.4,47.0,47.6378,47.114,47.122,DOWN,0
2004-03-10,45.59,46.3,47.6417,46.83,47.104,DOWN,0
2004-03-11,45.54,45.65,47.6386,46.454,47.0756,UP,1
2004-03-12,46.67,45.42,47.64,46.288,47.0712,DOWN,0
2004-03-15,45.74,46.63,47.6405,45.988,47.0382,UP,1
2004-03-16,46.33,45.83,47.6386,45.974,47.0176,UP,1
2004-03-17,47.09,46.33,47.6343,46.274,47.0108,DOWN,0
2004-03-18,46.76,47.0,47.6294,46.518,46.9988,DOWN,0
2004-03-19,46.55,46.59,47.6187,46.494,46.9904,DOWN,0
2004-03-22,45.76,46.5,47.5993,46.498,46.9676,DOWN,0
2004-03-23,45.63,46.0,47.5805,46.358,46.943,DOWN,0
2004-03-24,45.17,45.6,47.5618,45.974,46.9258,UP,1
2004-03-25,46.65,45.51,47.5543,45.952,46.9408,DOWN,0
2004-03-26,46.46,46.73,47.5437,45.934,46.9558,UP,1
2004-03-29,47.71,46.6,47.5388,46.324,47.003,UP,1
2004-03-30,48.17,47.46,47.5436,46.832,47.0328,DOWN,0
2004-03-31,48.0,48.2,47.5441,47.398,47.0718,DOWN,0
2004-04-01,47.81,47.7,47.5443,47.63,47.103,UP,1
2004-04-02,48.57,48.35,47.5491,48.052,47.1532,UP,1
2004-04-05,48.92,48.67,47.5609,48.294,47.2228,UP,1
2004-04-06,49.19,48.97,47.573,48.498,47.2922,UP,1
2004-04-07,50.01,49.95,47.5929,48.9,47.3784,UP,1
2004-04-08,50.16,50.25,47.6142,49.37,47.4696,UP,1
2004-04-12,50.64,50.22,47.6417,49.784,47.5324,DOWN,0
2004-04-13,49.8,50.6,47.6546,49.96,47.5656,UP,1
2004-04-14,50.18,49.3,47.6708,50.158,47.6232,UP,1
2004-04-15,50.62,50.1,47.6901,50.28,47.6898,UP,1
2004-04-16,54.22,51.66,47.7272,51.092,47.8322,DOWN,0
2004-04-19,53.82,53.6,47.7608,51.728,47.9476,UP,1
2004-04-20,55.0,53.95,47.8023,52.768,48.0746,UP,1
2004-04-21,55.48,54.8,47.8445,53.828,48.2288,UP,1
2004-04-22,56.09,55.45,47.8876,54.922,48.3882,DOWN,0
2004-04-23,54.77,56.1,47.9224,55.032,48.5186,DOWN,0
2004-04-26,53.82,54.3,47.9538,55.032,48.6286,UP,1
2004-04-27,54.14,53.82,47.9854,54.86,48.744,DOWN,0
2004-04-28,53.1,54.14,48.0099,54.384,48.8406,UP,1
2004-04-29,53.26,52.85,48.0356,53.818,48.9356,DOWN,0
2004-04-30,52.4,53.26,48.0586,53.344,49.0174,DOWN,0
2004-05-03,52.4,52.35,48.0835,53.06,49.1062,UP,1
2004-05-04,53.13,52.65,48.1089,52.858,49.2128,UP,1
2004-05-05,53.27,52.99,48.1383,52.892,49.328,DOWN,0
2004-05-06,52.25,52.89,48.1597,52.69,49.4252,DOWN,0
2004-05-07,51.7,52.4,48.1792,52.55,49.5102,DOWN,0
2004-05-10,50.25,51.1,48.1917,52.12,49.5702,UP,1
2004-05-11,51.49,50.4,48.2053,51.792,49.6542,DOWN,0
2004-05-12,51.23,51.5,48.216,51.384,49.7422,UP,1
2004-05-13,51.96,51.12,48.2303,51.326,49.8412,UP,1
2004-05-14,52.66,51.95,48.2508,51.518,49.946,DOWN,0
2004-05-17,51.1,52.41,48.2603,51.688,50.018,UP,1
2004-05-18,51.69,51.04,48.276,51.728,50.107,UP,1
2004-05-19,51.97,51.94,48.2932,51.876,50.2184,DOWN,0
2004-05-20,51.8,51.9,48.3129,51.844,50.3426,UP,1
2004-05-21,52.36,52.16,48.3377,51.784,50.479,UP,1
2004-05-24,52.56,52.5,48.3618,52.076,50.5968,UP,1
2004-05-25,53.14,52.36,48.3872,52.366,50.7448,UP,1
2004-05-26,53.43,53.23,48.4135,52.658,50.8868,UP,1
2004-05-27,54.0,53.61,48.4409,53.098,51.025,UP,1
2004-05-28,54.45,53.8,48.4685,53.516,51.1788,UP,1
2004-06-01,54.83,54.45,48.495,53.97,51.3444,UP,1
2004-06-02,54.98,54.69,48.5234,54.338,51.5288,DOWN,0
2004-06-03,53.84,55.1,48.5432,54.42,51.693,DOWN,0
2004-06-04,53.59,53.94,48.5597,54.338,51.8614,UP,1
2004-06-07,54.48,53.84,48.5832,54.344,52.018,UP,1
2004-06-08,55.65,54.61,48.6148,54.508,52.2018,DOWN,0
2004-06-09,54.89,55.76,48.6463,54.49,52.3454,UP,1
2004-06-10,55.98,54.91,48.6813,54.918,52.5016,DOWN,0
2004-06-14,54.72,55.58,48.7094,55.144,52.636,UP,1
2004-06-15,55.91,54.93,48.7416,55.43,52.798,DOWN,0
2004-06-16,55.45,55.71,48.7717,55.39,52.9356,DOWN,0
2004-06-17,55.15,55.17,48.7983,55.442,53.0602,UP,1
2004-06-18,55.4,55.2,48.814,55.326,53.1844,UP,1
2004-06-21,55.47,55.59,48.8316,55.476,53.2936,UP,1
2004-06-22,55.95,55.3,48.8521,55.484,53.4094,UP,1
2004-06-23,56.39,55.77,48.8766,55.672,53.5244,DOWN,0
2004-06-24,55.71,56.0,48.8985,55.784,53.6426,UP,1
2004-06-25,56.2,55.8,48.9222,55.944,53.763,DOWN,0
2004-06-28,56.02,56.4,48.9495,56.054,53.871,UP,1
2004-06-29,57.08,55.96,48.9816,56.28,53.9282,UP,1
2004-06-30,57.5,57.28,49.0155,56.502,54.0018,DOWN,0
2004-07-01,56.47,57.68,49.0479,56.654,54.0312,DOWN,0
2004-07-02,55.88,56.6,49.0748,56.59,54.0392,DOWN,0
2004-07-06,55.65,55.89,49.1017,56.516,54.0304,UP,1
2004-07-07,55.87,55.65,49.1275,56.274,54.0524,DOWN,0
2004-07-08,54.59,55.62,49.148,55.692,54.0678,UP,1
2004-07-09,55.67,54.4,49.1756,55.532,54.0984,UP,1
2004-07-12,55.93,55.88,49.2044,55.542,54.155,UP,1
2004-07-13,56.14,56.15,49.2385,55.64,54.2126,DOWN,0
2004-07-14,55.66,55.95,49.2699,55.598,54.2778,UP,1
2004-07-15,56.0,55.8,49.3047,55.88,54.3498,UP,1
2004-07-16,57.22,58.0,49.3496,56.19,54.4316,DOWN,0
2004-07-19,55.89,56.22,49.3913,56.182,54.484,DOWN,0
2004-07-20,55.5,56.2,49.4261,56.054,54.549,DOWN,0
2004-07-21,54.15,55.75,49.4518,55.752,54.598,DOWN,0
2004-07-22,53.81,54.16,49.4748,55.314,54.6692,DOWN,0
2004-07-23,53.33,53.56,49.496,54.536,54.706,DOWN,0
2004-07-26,53.17,53.47,49.5136,53.992,54.7448,UP,1
2004-07-27,53.2,53.03,49.5326,53.532,54.7696,DOWN,0
2004-07-28,52.62,53.15,49.5486,53.226,54.7688,UP,1
2004-07-29,53.0,53.0,49.5694,53.064,54.8068,DOWN,0
2004-07-30,52.95,53.0,49.5881,52.988,54.832,DOWN,0
2004-08-02,52.66,52.96,49.6069,52.886,54.8458,DOWN,0
2004-08-03,52.5,52.55,49.6158,52.746,54.8598,DOWN,0
2004-08-04,52.48,52.12,49.6431,52.718,54.8622,DOWN,0
2004-08-05,51.08,52.27,49.6665,52.334,54.8326,DOWN,0
2004-08-06,50.65,51.08,49.691,51.874,54.7828,UP,1
2004-08-09,50.89,50.5,49.721,51.52,54.732,UP,1
2004-08-10,52.09,50.87,49.76,51.438,54.6938,DOWN,0
2004-08-11,51.71,52.1,49.7948,51.284,54.639,DOWN,0
2004-08-12,50.91,51.51,49.8285,51.25,54.5606,DOWN,0
2004-08-13,50.88,50.91,49.8578,51.296,54.4786,UP,1
2004-08-16,52.16,50.83,49.8919,51.55,54.445,DOWN,0
2004-08-17,51.8,52.19,49.9227,51.492,54.4092,UP,1
2004-08-18,52.84,51.45,49.9577,51.718,54.3764,DOWN,0
2004-08-19,52.01,52.64,49.9888,51.938,54.3036,UP,1
2004-08-20,53.09,51.91,50.0242,52.38,54.2676,DOWN,0
2004-08-23,53.02,52.93,50.0585,52.552,54.2084,UP,1
2004-08-24,53.25,53.1,50.0939,52.842,54.179,UP,1
2004-08-25,53.36,53.14,50.1302,52.946,54.128,UP,1
2004-08-26,53.45,53.15,50.1678,53.234,54.088,UP,1
2004-08-27,53.8,53.6,50.2088,53.376,54.061,DOWN,0
2004-08-30,53.65,53.95,50.247,53.502,54.026,DOWN,0
2004-08-31,53.41,53.65,50.2828,53.534,53.9848,DOWN,0
2004-09-01,53.23,53.21,50.319,53.508,53.9304,UP,1
2004-09-02,53.77,53.23,50.3618,53.572,53.878,DOWN,0
2004-09-03,53.21,53.89,50.4018,53.454,53.828,DOWN,0
2004-09-07,53.02,53.26,50.4418,53.328,53.7644,DOWN,0
2004-09-08,52.44,52.89,50.4774,53.134,53.6928,DOWN,0
2004-09-09,52.06,52.54,50.5116,52.9,53.5924,UP,1
2004-09-10,53.67,52.28,50.553,52.88,53.5158,UP,1
2004-09-13,55.41,53.75,50.5976,53.32,53.4946,UP,1
2004-09-14,55.43,55.37,50.6396,53.802,53.4856,UP,1
2004-09-15,55.78,55.44,50.6855,54.47,53.4882,UP,1
2004-09-16,55.86,55.67,50.7335,55.23,53.488,UP,1
2004-09-17,56.17,56.16,50.7811,55.73,53.5196,DOWN,0
2004-09-20,55.76,55.97,50.83,55.8,53.5214,UP,1
2004-09-21,56.14,55.75,50.8802,55.942,53.5256,DOWN,0
2004-09-22,55.36,55.94,50.9226,55.858,53.51,DOWN,0
2004-09-23,55.02,55.11,50.9652,55.69,53.4972,UP,1
2004-09-24,55.2,55.0,51.0066,55.496,53.4812,DOWN,0
2004-09-27,55.08,55.18,51.0448,55.36,53.4384,UP,1
2004-09-28,55.4,54.94,51.0771,55.212,53.4286,UP,1
2004-09-29,56.56,55.32,51.1138,55.452,53.4498,UP,1
2004-09-30,57.65,56.79,51.1555,55.978,53.5198,UP,1
2004-10-01,57.97,57.66,51.2024,56.532,53.603,UP,1
2004-10-04,59.0,58.15,51.2734,57.316,53.7164,UP,1
2004-10-05,59.25,59.05,51.3467,58.086,53.838,UP,1
2004-10-06,59.4,59.04,51.4132,58.654,53.962,UP,1
2004-10-07,59.76,59.8,51.4795,59.076,54.1048,DOWN,0
2004-10-08,58.33,59.76,51.5356,59.148,54.2114,UP,1
2004-10-11,58.39,58.27,51.5946,59.026,54.3202,DOWN,0
2004-10-12,57.34,58.2,51.65,58.644,54.4138,DOWN,0
2004-10-13,57.31,57.59,51.7041,58.226,54.51,DOWN,0
2004-10-14,56.74,57.31,51.753,57.622,54.5952,UP,1
2004-10-15,57.77,57.0,51.8074,57.51,54.729,UP,1
2004-10-18,58.0,58.0,51.8604,57.432,54.876,DOWN,0
2004-10-19,56.95,58.0,51.9084,57.354,54.9972,UP,1
2004-10-20,57.67,56.95,51.9596,57.426,55.1088,UP,1
2004-10-21,57.87,57.57,52.0121,57.652,55.232,DOWN,0
2004-10-22,57.54,57.9,52.065,57.606,55.3646,DOWN,0
2004-10-25,57.12,57.29,52.1161,57.43,55.4894,UP,1
2004-10-26,57.13,57.1,52.1674,57.466,55.5888,DOWN,0
2004-10-27,56.93,56.89,52.2219,57.318,55.6914,UP,1
2004-10-28,58.11,56.93,52.283,57.366,55.7968,UP,1
2004-10-29,58.59,57.9,52.3474,57.576,55.9284,DOWN,0
2004-11-01,58.21,58.59,52.4117,57.794,56.0308,DOWN,0
2004-11-02,57.92,58.0,52.4679,57.952,56.1288,DOWN,0
2004-11-03,57.88,58.2,52.527,58.142,56.2214,UP,1
2004-11-04,59.47,57.88,52.5931,58.414,56.3436,UP,1
2004-11-05,59.6,59.47,52.6608,58.616,56.4666,DOWN,0
2004-11-08,59.45,59.5,52.7309,58.864,56.5796,UP,1
2004-11-09,59.86,59.55,52.8016,59.252,56.7038,DOWN,0
2004-11-10,59.6,59.75,52.8711,59.596,56.8276,UP,1
2004-11-11,59.96,59.75,52.9429,59.694,56.9622,UP,1
2004-11-12,60.06,59.99,53.0057,59.786,57.088,UP,1
2004-11-15,61.3,59.82,53.0715,60.156,57.2498,DOWN,0
2004-11-16,61.25,61.0,53.1412,60.434,57.4144,DOWN,0
2004-11-17,60.87,61.4,53.2091,60.688,57.583,UP,1
2004-11-18,61.9,61.2,53.2831,61.076,57.7798,DOWN,0
2004-11-19,60.42,61.65,53.345,61.148,57.9148,UP,1
2004-11-22,61.57,60.41,53.4096,61.202,58.038,DOWN,0
2004-11-23,61.17,61.76,53.4766,61.186,58.1528,UP,1
2004-11-24,61.84,61.42,53.5452,61.38,58.274,UP,1
2004-11-26,61.88,61.97,53.6133,61.376,58.3944,UP,1
2004-11-29,61.9,61.83,53.6812,61.672,58.509,DOWN,0
2004-11-30,61.86,61.85,53.7487,61.73,58.631,UP,1
2004-12-01,62.0,61.76,53.8173,61.896,58.7482,UP,1
2004-12-02,62.05,62.05,53.885,61.938,58.882,DOWN,0
