ticker,RJF US Equity,RJF US Equity,RJF US Equity,RJF US Equity,RJF US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-07-19,18.7267,17.8667,18.1365,18.276,19.3039,DOWN,0
2006-07-20,18.48,18.8333,18.1572,18.2693,19.2548,DOWN,0
2006-07-21,18.1667,18.3867,18.1754,18.2733,19.1995,UP,1
2006-07-24,18.5467,18.3333,18.197,18.3613,19.1633,UP,1
2006-07-25,18.5733,18.4667,18.2193,18.4987,19.1312,DOWN,0
2006-07-26,18.1467,18.58,18.2397,18.3827,19.0904,UP,1
2006-07-27,18.98,18.6533,18.2644,18.4827,19.0699,UP,1
2006-07-28,19.3333,19.0,18.2918,18.716,19.0724,UP,1
2006-07-31,19.3733,19.2333,18.3203,18.8813,19.0723,DOWN,0
2006-08-01,18.94,19.3467,18.347,18.9547,19.0528,UP,1
2006-08-02,19.46,19.0333,18.3752,19.2173,19.0597,UP,1
2006-08-03,19.5467,19.2667,18.403,19.3307,19.0668,DOWN,0
2006-08-04,19.5333,19.7667,18.4325,19.3707,19.0759,DOWN,0
2006-08-07,19.2467,19.54,18.4592,19.3453,19.0753,DOWN,0
2006-08-08,19.0067,19.3,18.4852,19.3587,19.0628,DOWN,0
2006-08-09,18.6533,19.2,18.5092,19.1973,19.0563,UP,1
2006-08-10,18.9133,18.6333,18.5325,19.0707,19.0437,DOWN,0
2006-08-11,18.8133,18.8667,18.5539,18.9267,19.0232,DOWN,0
2006-08-14,18.8,18.9,18.5742,18.8373,19.0065,UP,1
2006-08-15,19.14,18.9667,18.596,18.864,19.0101,UP,1
2006-08-16,19.3867,19.3067,18.6182,19.0107,19.0212,UP,1
2006-08-17,19.6933,19.32,18.6411,19.1667,19.0344,DOWN,0
2006-08-18,19.6533,19.68,18.6615,19.3347,19.0469,DOWN,0
2006-08-21,19.34,19.6533,18.6794,19.4427,19.0503,DOWN,0
2006-08-22,19.1667,19.2733,18.6973,19.448,19.0595,DOWN,0
2006-08-23,18.7933,19.2267,18.7131,19.3293,19.0812,DOWN,0
2006-08-24,18.4067,18.8333,18.7257,19.072,19.0935,DOWN,0
2006-08-25,18.1133,18.2933,18.7374,18.764,19.0749,UP,1
2006-08-28,18.4533,18.0267,18.7502,18.5867,19.0643,DOWN,0
2006-08-29,18.4267,18.5867,18.7618,18.4387,19.0615,DOWN,0
2006-08-30,18.2733,18.4933,18.7721,18.3347,19.052,UP,1
2006-08-31,18.48,18.3667,18.7829,18.3493,19.034,UP,1
2006-09-01,18.9333,18.5067,18.7976,18.5133,19.0308,UP,1
2006-09-05,19.08,18.8667,18.8127,18.6387,19.0177,DOWN,0
2006-09-06,18.64,18.8133,18.8239,18.6813,19.0,UP,1
2006-09-07,18.68,18.4733,18.8345,18.7627,18.9861,UP,1
2006-09-08,18.7133,18.6933,18.8447,18.8093,18.9744,UP,1
2006-09-11,18.7867,18.66,18.855,18.78,18.9532,UP,1
2006-09-12,19.3467,18.9333,18.8678,18.8333,18.9365,UP,1
2006-09-13,19.6267,19.3467,18.8826,19.0307,18.9228,UP,1
2006-09-14,19.66,19.56,18.8994,19.2267,18.9173,DOWN,0
2006-09-15,19.6133,19.76,18.9159,19.4067,18.9093,DOWN,0
2006-09-18,19.36,19.5467,18.9321,19.5213,18.9087,DOWN,0
2006-09-19,18.9133,19.3333,18.9435,19.4347,18.8993,UP,1
2006-09-20,19.5933,19.0667,18.9581,19.428,18.904,DOWN,0
2006-09-21,19.5067,19.6,18.9712,19.3973,18.9135,DOWN,0
2006-09-22,19.3333,19.4133,18.9854,19.3413,18.9299,UP,1
2006-09-25,19.6933,19.32,19.0011,19.408,18.9608,UP,1
2006-09-26,19.7867,19.5933,19.0177,19.5827,18.9944,DOWN,0
2006-09-27,19.3667,19.7533,19.0319,19.5373,19.024,UP,1
2006-09-28,19.4667,19.3867,19.0474,19.5293,19.0388,UP,1
2006-09-29,19.4933,19.5133,19.0615,19.5613,19.0591,DOWN,0
2006-10-02,19.2467,19.42,19.0739,19.472,19.0807,UP,1
2006-10-03,19.5333,19.2133,19.0879,19.4213,19.1004,UP,1
2006-10-04,20.02,19.4267,19.1048,19.552,19.1293,UP,1
2006-10-05,20.3467,20.0267,19.1235,19.728,19.1733,DOWN,0
2006-10-06,20.16,20.28,19.1409,19.8613,19.1969,UP,1
2006-10-09,20.7333,20.1667,19.1615,20.1587,19.2249,DOWN,0
2006-10-10,20.7,20.7667,19.1811,20.392,19.2515,DOWN,0
2006-10-11,20.5333,20.5667,19.199,20.4947,19.2833,UP,1
2006-10-12,20.88,20.6333,19.2194,20.6013,19.3117,UP,1
2006-10-13,20.9333,20.88,19.2391,20.756,19.3395,DOWN,0
2006-10-16,20.8533,20.9,19.2587,20.78,19.3659,DOWN,0
2006-10-17,20.4667,20.8,19.2773,20.7333,19.3903,UP,1
2006-10-18,20.6067,20.6267,19.2948,20.748,19.4223,DOWN,0
2006-10-19,20.4933,20.54,19.3104,20.6707,19.4591,DOWN,0
2006-10-20,20.28,20.5333,19.3244,20.54,19.4864,UP,1
2006-10-23,20.5333,20.24,19.3396,20.476,19.5208,UP,1
2006-10-24,20.7667,20.5333,19.3551,20.536,19.5601,UP,1
2006-10-25,21.18,21.3,19.3721,20.6507,19.6009,UP,1
2006-10-26,21.3733,21.3333,19.3905,20.8267,19.6407,DOWN,0
2006-10-27,20.9,21.2467,19.409,20.9507,19.6648,UP,1
2006-10-30,21.2333,20.9067,19.4286,21.0907,19.6964,UP,1
2006-10-31,21.24,21.3,19.449,21.1853,19.7344,DOWN,0
2006-11-01,20.6133,21.3733,19.4663,21.072,19.7633,UP,1
2006-11-02,20.9,20.6133,19.4827,20.9773,19.8055,DOWN,0
2006-11-03,20.6733,21.0,19.4997,20.932,19.8508,UP,1
2006-11-06,21.3267,20.8067,19.5194,20.9507,19.9151,UP,1
2006-11-07,21.52,21.3533,19.538,21.0067,19.9764,UP,1
2006-11-08,21.5467,21.48,19.554,21.1933,20.0388,DOWN,0
2006-11-09,21.0267,21.6067,19.5652,21.2187,20.0939,UP,1
2006-11-10,21.5933,21.0267,19.5801,21.4027,20.1561,UP,1
2006-11-13,21.7467,21.6,19.596,21.4867,20.2124,UP,1
2006-11-14,22.0333,21.7133,19.6116,21.5893,20.2715,UP,1
2006-11-15,22.16,22.1,19.6285,21.712,20.3419,UP,1
2006-11-16,22.1933,22.2667,19.645,21.9453,20.4121,DOWN,0
2006-11-17,22.0133,22.1933,19.6605,22.0293,20.4781,DOWN,0
2006-11-20,21.8733,21.48,19.675,22.0547,20.5399,UP,1
2006-11-21,21.96,21.94,19.6892,22.04,20.5921,UP,1
2006-11-22,22.1333,22.0,19.7024,22.0347,20.6423,DOWN,0
2006-11-24,22.04,22.0,19.7153,22.004,20.6899,DOWN,0
2006-11-27,21.0667,22.0,19.7239,21.8147,20.7189,UP,1
2006-11-28,21.1867,21.0533,19.7334,21.6773,20.7555,UP,1
2006-11-29,21.22,21.2667,19.7428,21.5293,20.8016,DOWN,0
2006-11-30,21.0067,21.2667,19.7495,21.304,20.8299,DOWN,0
2006-12-01,20.6533,21.0067,19.7528,21.0267,20.8528,UP,1
2006-12-04,21.3667,20.7533,19.7592,21.0867,20.8935,DOWN,0
2006-12-05,21.3533,21.4467,19.7659,21.12,20.9267,DOWN,0
2006-12-06,21.3533,21.3667,19.7692,21.1467,20.958,DOWN,0
2006-12-07,21.16,21.4867,19.7721,21.1773,20.9939,UP,1
2006-12-08,21.2467,21.04,19.7746,21.296,21.0295,DOWN,0
2006-12-11,21.1267,21.2267,19.7809,21.248,21.0621,DOWN,0
2006-12-12,21.1,21.1,19.7909,21.1973,21.0992,DOWN,0
2006-12-13,20.9533,21.2667,19.7975,21.1173,21.1276,UP,1
2006-12-14,20.96,20.9533,19.8049,21.0773,21.1464,DOWN,0
2006-12-15,20.9467,21.0667,19.8122,21.0173,21.1584,DOWN,0
2006-12-18,20.6,20.9333,19.8188,20.912,21.1672,DOWN,0
2006-12-19,20.3933,20.4333,19.8264,20.7707,21.1604,UP,1
2006-12-20,20.46,20.4333,19.8331,20.672,21.1556,DOWN,0
2006-12-21,20.1933,20.5333,19.8391,20.5187,21.1488,DOWN,0
2006-12-22,20.0733,20.18,19.8434,20.344,21.1327,UP,1
2006-12-26,20.3267,20.0067,19.8495,20.2893,21.1205,UP,1
2006-12-27,20.5067,20.4,19.8536,20.312,21.1136,DOWN,0
2006-12-28,20.3467,20.4333,19.8565,20.2893,21.1112,DOWN,0
2006-12-29,20.2067,20.3533,19.8587,20.292,21.1032,UP,1
2007-01-03,20.48,20.2667,19.8618,20.3733,21.1029,DOWN,0
2007-01-04,20.4,20.3867,19.8649,20.388,21.1053,DOWN,0
2007-01-05,20.1533,20.3667,19.8675,20.3173,21.0977,UP,1
2007-01-08,20.2667,20.1133,19.87,20.3013,21.0877,UP,1
2007-01-09,20.5533,20.2933,19.8766,20.3707,21.0752,UP,1
2007-01-10,20.76,20.4933,19.8837,20.4267,21.0629,UP,1
2007-01-11,21.0933,20.8533,19.891,20.5653,21.0668,UP,1
2007-01-12,21.1333,21.1267,19.9001,20.7613,21.0648,DOWN,0
2007-01-16,21.02,21.1467,19.9086,20.912,21.0604,DOWN,0
2007-01-17,20.8,20.9067,19.9156,20.9613,21.0641,DOWN,0
2007-01-18,20.8,20.8667,19.921,20.9693,21.0621,UP,1
2007-01-19,21.0267,20.8,19.9277,20.956,21.0692,DOWN,0
2007-01-22,20.82,21.1,19.9336,20.8933,21.0591,UP,1
2007-01-23,20.9667,20.8333,19.9399,20.8827,21.048,UP,1
2007-01-24,21.46,21.0333,19.9478,21.0147,21.0463,DOWN,0
2007-01-25,20.9333,21.3333,19.9535,21.0413,21.0444,DOWN,0
2007-01-26,20.8533,21.0467,19.96,21.0067,21.0296,DOWN,0
2007-01-29,20.72,20.8867,19.9677,20.9867,21.0091,UP,1
2007-01-30,20.9067,20.8,19.9753,20.9747,20.9865,UP,1
2007-01-31,21.28,20.9,19.9845,20.9387,20.9689,DOWN,0
2007-02-01,21.2733,21.4,19.9926,21.0067,20.9505,DOWN,0
2007-02-02,21.2733,21.2733,19.9986,21.0907,20.9357,DOWN,0
2007-02-05,21.2267,21.2467,20.0027,21.192,20.9228,UP,1
2007-02-06,21.2467,21.2333,20.0068,21.26,20.9085,UP,1
2007-02-07,21.3267,21.3267,20.0113,21.2693,20.8924,DOWN,0
2007-02-08,21.2467,21.3267,20.0155,21.264,20.8765,DOWN,0
2007-02-09,20.8267,21.2733,20.0174,21.1747,20.8717,DOWN,0
2007-02-12,20.8,20.8867,20.0211,21.0893,20.864,UP,1
2007-02-13,21.1933,20.88,20.0256,21.0787,20.8635,UP,1
2007-02-14,21.4333,21.24,20.0316,21.1,20.872,DOWN,0
2007-02-15,21.3667,21.4,20.0407,21.124,20.8863,DOWN,0
2007-02-16,21.2133,21.3533,20.047,21.2013,20.8832,UP,1
2007-02-20,21.3133,21.22,20.0527,21.304,20.8824,DOWN,0
2007-02-21,21.2467,21.22,20.0578,21.3147,20.8803,DOWN,0
2007-02-22,21.18,21.2467,20.0603,21.264,20.8807,DOWN,0
2007-02-23,20.94,21.16,20.0617,21.1787,20.8745,DOWN,0
2007-02-26,20.5067,21.06,20.0595,21.0373,20.8621,DOWN,0
2007-02-27,19.92,20.2667,20.0545,20.7587,20.8385,UP,1
2007-02-28,20.0667,19.9133,20.053,20.5227,20.8208,DOWN,0
2007-03-01,20.02,19.8667,20.0522,20.2907,20.802,DOWN,0
2007-03-02,19.6933,20.02,20.0498,20.0413,20.7769,DOWN,0
2007-03-05,19.08,19.5,20.0451,19.756,20.7465,UP,1
2007-03-06,19.42,19.2667,20.0462,19.656,20.7271,DOWN,0
2007-03-07,19.3533,19.34,20.0461,19.5133,20.7049,UP,1
2007-03-08,19.44,19.5333,20.0437,19.3973,20.6899,DOWN,0
2007-03-09,19.3733,19.6067,20.045,19.3333,20.6759,UP,1
2007-03-12,19.3933,19.38,20.046,19.396,20.6572,DOWN,0
2007-03-13,18.5,19.2667,20.0431,19.212,20.6171,UP,1
2007-03-14,18.88,18.4933,20.0411,19.1173,20.5877,UP,1
2007-03-15,19.1,18.88,20.0385,19.0493,20.5656,UP,1
2007-03-16,19.1533,19.2133,20.0393,19.0053,20.5391,UP,1
2007-03-19,19.4867,19.2867,20.0391,19.024,20.5208,UP,1
2007-03-20,19.5933,19.5,20.0378,19.2427,20.5096,UP,1
2007-03-21,20.3467,19.6733,20.0414,19.536,20.5112,UP,1
2007-03-22,20.36,20.38,20.0484,19.788,20.5073,UP,1
2007-03-23,20.5133,20.34,20.0568,20.06,20.5024,DOWN,0
2007-03-26,20.3667,20.5133,20.0635,20.236,20.4879,DOWN,0
2007-03-27,20.0533,20.2733,20.0686,20.328,20.4663,DOWN,0
2007-03-28,19.8667,20.0267,20.0721,20.232,20.4432,UP,1
2007-03-29,19.8867,20.06,20.078,20.1373,20.4249,DOWN,0
2007-03-30,19.84,19.8133,20.0886,20.0027,20.4057,UP,1
2007-04-02,19.8533,19.8733,20.0989,19.9,20.3823,UP,1
2007-04-03,19.9533,19.9667,20.1035,19.88,20.3649,DOWN,0
2007-04-04,19.9,19.9133,20.1081,19.8867,20.3436,DOWN,0
2007-04-05,19.86,19.8667,20.1145,19.8813,20.3116,DOWN,0
2007-04-09,19.6867,19.88,20.1192,19.8507,20.2867,UP,1
2007-04-10,19.9333,19.7,20.122,19.8667,20.2683,DOWN,0
2007-04-11,19.7733,19.9333,20.1254,19.8307,20.2493,UP,1
2007-04-12,19.9933,19.7067,20.1267,19.8493,20.2311,UP,1
2007-04-13,20.14,20.02,20.1298,19.9053,20.2083,UP,1
2007-04-16,20.5667,20.28,20.1357,20.0813,20.1941,UP,1
2007-04-17,20.58,20.62,20.1421,20.2107,20.1803,UP,1
2007-04-18,20.7533,20.4867,20.1467,20.4067,20.1708,DOWN,0
2007-04-19,20.6467,20.5467,20.149,20.5373,20.1588,UP,1
2007-04-20,20.6667,20.78,20.1508,20.6427,20.1456,UP,1
2007-04-23,20.7,20.6667,20.1546,20.6693,20.1347,DOWN,0
2007-04-24,20.02,19.6667,20.1546,20.5573,20.1185,UP,1
2007-04-25,20.5667,20.12,20.1605,20.52,20.1139,DOWN,0
2007-04-26,20.54,20.5067,20.1663,20.4987,20.1008,UP,1
2007-04-27,20.6667,20.44,20.1728,20.4987,20.0855,DOWN,0
2007-04-30,20.4533,20.64,20.1799,20.4493,20.0672,UP,1
2007-05-01,20.5,20.3933,20.1899,20.5453,20.0529,UP,1
2007-05-02,20.8133,20.5,20.2032,20.5947,20.0429,UP,1
2007-05-03,20.84,20.8067,20.2169,20.6547,20.0348,UP,1
