ticker,HCA US Equity,HCA US Equity,HCA US Equity,HCA US Equity,HCA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-06-09,55.38,55.58,55.3,51.7446,47.8141,DOWN,0
2014-06-10,55.26,55.35,55.452,51.827,47.8979,DOWN,0
2014-06-11,55.01,55.05,55.5,51.8772,47.9817,DOWN,0
2014-06-12,54.52,55.0,55.152,51.9296,48.0574,UP,1
2014-06-13,54.98,54.49,55.03,51.9844,48.1398,UP,1
2014-06-16,55.99,55.0,55.152,52.0812,48.2269,DOWN,0
2014-06-17,55.56,56.02,55.212,52.189,48.3109,UP,1
2014-06-18,55.81,55.52,55.372,52.33,48.399,UP,1
2014-06-19,56.49,55.73,55.766,52.4602,48.4881,UP,1
2014-06-20,57.61,56.54,56.292,52.5974,48.5836,UP,1
2014-06-23,58.01,57.69,56.696,52.7734,48.6802,DOWN,0
2014-06-24,56.54,57.98,56.892,52.94,48.7653,UP,1
2014-06-25,56.85,56.48,57.1,53.107,48.8553,DOWN,0
2014-06-26,55.76,56.6,56.954,53.2474,48.9374,DOWN,0
2014-06-27,55.43,55.66,56.518,53.3846,49.0161,UP,1
2014-06-30,56.38,55.62,56.192,53.532,49.0993,DOWN,0
2014-07-01,56.09,56.73,56.102,53.6646,49.1783,UP,1
2014-07-02,57.27,55.89,56.186,53.8216,49.2591,DOWN,0
2014-07-03,57.11,57.29,56.456,53.9558,49.3381,DOWN,0
2014-07-07,55.48,56.93,56.466,54.0548,49.4018,DOWN,0
2014-07-08,54.52,55.24,56.094,54.0764,49.4627,UP,1
2014-07-09,54.95,54.75,55.866,54.1232,49.5267,UP,1
2014-07-10,55.7,54.36,55.552,54.2092,49.5951,UP,1
2014-07-11,55.94,55.52,55.318,54.288,49.6676,DOWN,0
2014-07-14,55.78,56.0,55.378,54.3556,49.7363,DOWN,0
2014-07-15,55.21,55.37,55.516,54.4222,49.8005,UP,1
2014-07-16,60.99,58.52,56.724,54.595,49.8951,DOWN,0
2014-07-17,60.61,61.22,57.706,54.768,49.9844,UP,1
2014-07-18,62.44,60.46,59.006,54.986,50.0736,DOWN,0
2014-07-21,61.55,62.05,60.16,55.1934,50.1547,UP,1
2014-07-22,61.77,61.47,61.472,55.3986,50.2338,UP,1
2014-07-23,62.05,62.0,61.684,55.5936,50.3136,DOWN,0
2014-07-24,61.5,61.89,61.862,55.7764,50.3898,UP,1
2014-07-25,62.9,62.8,61.954,55.9808,50.4752,UP,1
2014-07-28,63.65,62.95,62.374,56.2118,50.5634,UP,1
2014-07-29,65.07,63.78,63.034,56.4882,50.6605,UP,1
2014-07-30,66.26,64.58,63.876,56.7832,50.759,DOWN,0
2014-07-31,65.31,65.53,64.638,57.055,50.8539,UP,1
2014-08-01,65.49,65.09,65.156,57.3194,50.9519,UP,1
2014-08-04,65.83,65.93,65.592,57.5894,51.0499,UP,1
2014-08-05,66.8,66.36,65.938,57.8566,51.147,UP,1
2014-08-06,67.03,66.56,66.092,58.1348,51.2395,UP,1
2014-08-07,67.22,67.43,66.474,58.4118,51.3379,DOWN,0
2014-08-08,67.13,67.21,66.802,58.6866,51.4386,DOWN,0
2014-08-11,65.93,67.4,66.822,58.9454,51.5344,DOWN,0
2014-08-12,65.41,65.82,66.544,59.1938,51.6324,UP,1
2014-08-13,66.39,65.81,66.416,59.4316,51.7298,UP,1
2014-08-14,67.2,66.72,66.412,59.6802,51.8307,UP,1
2014-08-15,67.74,67.35,66.534,59.9098,51.9327,UP,1
2014-08-18,68.87,68.18,67.122,60.1754,52.0437,DOWN,0
2014-08-19,68.69,69.15,67.778,60.4416,52.1514,DOWN,0
2014-08-20,68.53,68.35,68.206,60.707,52.2575,DOWN,0
2014-08-21,68.45,68.77,68.456,60.9758,52.3611,UP,1
2014-08-22,69.26,68.54,68.76,61.2706,52.4751,DOWN,0
2014-08-25,68.77,69.36,68.74,61.5464,52.5925,UP,1
2014-08-26,69.27,68.99,68.856,61.812,52.7176,DOWN,0
2014-08-27,69.25,69.25,69.0,62.0858,52.8382,DOWN,0
2014-08-28,68.98,69.2,69.106,62.3492,52.9556,UP,1
2014-08-29,69.82,68.98,69.218,62.6158,53.0775,UP,1
2014-09-02,70.15,70.0,69.494,62.8666,53.2001,DOWN,0
2014-09-03,69.15,70.1,69.47,63.0894,53.3166,DOWN,0
2014-09-04,68.08,69.15,69.236,63.3202,53.4317,UP,1
2014-09-05,69.24,68.18,69.288,63.568,53.5563,UP,1
2014-09-08,70.23,69.5,69.37,63.8574,53.6886,UP,1
2014-09-09,70.7,70.88,69.48,64.1628,53.8211,UP,1
2014-09-10,70.83,70.62,69.816,64.4518,53.953,UP,1
2014-09-11,72.35,70.71,70.67,64.777,54.091,DOWN,0
2014-09-12,71.56,72.55,71.134,65.0628,54.227,DOWN,0
2014-09-15,71.34,71.57,71.356,65.3474,54.3563,UP,1
2014-09-16,71.7,71.2,71.556,65.6718,54.4822,DOWN,0
2014-09-17,71.48,72.16,71.686,66.011,54.6075,UP,1
2014-09-18,72.36,71.77,71.688,66.3592,54.7357,UP,1
2014-09-19,73.48,72.8,72.072,66.7148,54.8678,DOWN,0
2014-09-22,72.63,73.56,72.33,67.0486,54.996,DOWN,0
2014-09-23,72.08,72.43,72.406,67.3746,55.1235,UP,1
2014-09-24,73.12,72.38,72.734,67.7328,55.2529,DOWN,0
2014-09-25,71.54,73.01,72.57,67.9438,55.3757,DOWN,0
2014-09-26,71.2,71.78,72.114,68.1556,55.4952,UP,1
2014-09-29,71.77,70.82,71.942,68.3422,55.6204,DOWN,0
2014-09-30,70.52,72.0,71.63,68.5216,55.7414,DOWN,0
2014-10-01,68.45,70.52,70.696,68.6552,55.8495,UP,1
2014-10-02,69.37,68.75,70.262,68.8016,55.9605,UP,1
2014-10-03,71.25,69.71,70.272,68.9966,56.089,DOWN,0
2014-10-06,70.91,71.54,70.1,69.1568,56.2108,UP,1
2014-10-07,70.99,70.51,70.194,69.3036,56.3375,UP,1
2014-10-08,72.09,71.28,70.922,69.444,56.4635,DOWN,0
2014-10-09,69.48,72.0,70.944,69.5084,56.5807,DOWN,0
2014-10-10,69.06,69.29,70.506,69.5834,56.6933,DOWN,0
2014-10-13,67.05,69.04,69.734,69.6146,56.7955,DOWN,0
2014-10-14,66.98,67.6,68.932,69.6376,56.898,DOWN,0
2014-10-15,64.84,65.73,67.482,69.5984,56.9863,UP,1
2014-10-16,68.23,66.56,67.232,69.6224,57.0889,UP,1
2014-10-17,69.44,69.2,67.308,69.6668,57.1972,UP,1
2014-10-20,70.46,69.38,67.99,69.7334,57.3057,UP,1
2014-10-21,71.61,70.63,68.916,69.847,57.4211,DOWN,0
2014-10-22,70.24,71.9,69.996,69.9436,57.523,UP,1
2014-10-23,71.36,71.08,70.622,70.043,57.6271,UP,1
2014-10-24,72.07,71.75,71.148,70.1404,57.7329,DOWN,0
2014-10-27,71.4,71.89,71.336,70.2136,57.8333,DOWN,0
2014-10-28,71.28,72.25,71.27,70.2618,57.9349,DOWN,0
2014-10-29,69.92,70.66,71.206,70.2864,58.0275,DOWN,0
2014-10-30,69.4,69.66,70.814,70.3038,58.1191,UP,1
2014-10-31,70.05,70.58,70.41,70.3358,58.2133,UP,1
2014-11-03,70.23,70.34,70.176,70.3552,58.3074,DOWN,0
2014-11-04,69.34,70.36,69.788,70.3666,58.4041,DOWN,0
2014-11-05,67.85,69.73,69.374,70.3382,58.4942,UP,1
2014-11-06,68.97,67.91,69.288,70.3326,58.5901,DOWN,0
2014-11-07,65.75,68.75,68.428,70.268,58.6769,DOWN,0
2014-11-10,65.75,66.15,67.532,70.1866,58.7601,UP,1
2014-11-11,66.01,65.92,66.866,70.1038,58.8426,DOWN,0
2014-11-12,64.84,64.75,66.264,70.0176,58.9203,DOWN,0
2014-11-13,64.77,65.0,65.424,69.9514,58.9967,DOWN,0
2014-11-14,62.94,64.78,64.862,69.8254,59.06,UP,1
2014-11-17,65.73,63.32,64.858,69.7354,59.1464,UP,1
2014-11-18,67.23,65.81,65.102,69.666,59.2399,DOWN,0
2014-11-19,67.04,67.38,65.542,69.5902,59.3353,UP,1
2014-11-20,67.87,66.7,66.162,69.5006,59.4328,UP,1
2014-11-21,68.47,68.23,67.268,69.4388,59.5335,UP,1
2014-11-24,69.43,68.5,68.008,69.4006,59.6358,UP,1
2014-11-25,69.6,69.47,68.482,69.3586,59.739,DOWN,0
2014-11-26,69.48,69.57,68.97,69.3186,59.8411,UP,1
2014-11-28,69.69,69.05,69.334,69.2652,59.9395,DOWN,0
2014-12-01,68.69,69.91,69.378,69.1694,60.0342,UP,1
2014-12-02,68.95,68.49,69.282,69.0958,60.1297,UP,1
2014-12-03,70.6,69.39,69.482,69.0662,60.2349,UP,1
2014-12-04,72.53,71.24,70.092,69.0544,60.3464,UP,1
2014-12-05,74.0,72.93,70.954,69.1036,60.4664,UP,1
2014-12-08,74.35,74.35,72.086,69.1666,60.5863,DOWN,0
2014-12-09,73.88,73.35,73.072,69.2088,60.7079,DOWN,0
2014-12-10,72.6,73.52,73.472,69.2504,60.8185,UP,1
2014-12-11,73.56,73.05,73.678,69.3526,60.9287,DOWN,0
2014-12-12,72.94,73.47,73.466,69.424,61.0374,UP,1
2014-12-15,73.49,73.24,73.294,69.4688,61.1464,DOWN,0
2014-12-16,72.46,73.0,73.01,69.4998,61.2534,UP,1
2014-12-17,72.58,72.6,73.006,69.5316,61.3648,UP,1
2014-12-18,74.22,73.99,73.138,69.5742,61.4878,UP,1
2014-12-19,74.47,74.69,73.444,69.674,61.612,UP,1
2014-12-22,74.96,74.43,73.738,69.792,61.739,UP,1
2014-12-23,75.0,74.97,74.246,69.951,61.8678,DOWN,0
2014-12-24,74.89,75.27,74.708,70.1092,61.9962,DOWN,0
2014-12-26,74.82,75.04,74.828,70.3088,62.1303,DOWN,0
2014-12-29,74.58,74.89,74.85,70.4358,62.265,DOWN,0
2014-12-30,74.27,74.64,74.712,70.5324,62.395,DOWN,0
2014-12-31,73.39,74.54,74.39,70.591,62.5158,UP,1
2015-01-02,73.97,73.94,74.206,70.6382,62.6359,DOWN,0
2015-01-05,71.81,73.93,73.604,70.6696,62.7478,DOWN,0
2015-01-06,71.69,71.89,73.026,70.6762,62.8555,UP,1
2015-01-07,72.99,72.48,72.77,70.6946,62.9765,UP,1
2015-01-08,74.93,73.77,73.078,70.7652,63.107,DOWN,0
2015-01-09,74.65,74.76,73.214,70.8326,63.2285,DOWN,0
2015-01-12,72.2,75.91,73.292,70.8782,63.3377,DOWN,0
2015-01-13,72.14,73.12,73.382,70.933,63.4427,DOWN,0
2015-01-14,70.46,71.27,72.876,70.9412,63.5325,DOWN,0
2015-01-15,70.07,70.75,71.904,70.938,63.6233,DOWN,0
2015-01-16,69.84,69.8,70.942,70.948,63.7113,DOWN,0
2015-01-20,67.86,69.86,70.074,70.9482,63.7949,UP,1
2015-01-21,69.27,67.69,69.5,70.9542,63.8904,UP,1
2015-01-22,70.4,69.52,69.488,71.0472,63.9986,DOWN,0
2015-01-23,68.64,70.45,69.202,71.105,64.0919,UP,1
2015-01-26,73.0,71.9,69.834,71.2448,64.2031,DOWN,0
2015-01-27,72.42,72.56,70.746,71.3964,64.3192,DOWN,0
2015-01-28,71.5,72.32,71.192,71.531,64.4356,UP,1
2015-01-29,72.19,71.92,71.55,71.716,64.5541,DOWN,0
2015-01-30,70.8,71.52,71.982,71.8174,64.6644,DOWN,0
2015-02-02,70.18,71.04,71.418,71.8764,64.7724,DOWN,0
2015-02-03,69.89,67.74,70.912,71.9334,64.8768,DOWN,0
2015-02-04,68.96,68.5,70.404,71.9552,64.9743,DOWN,0
2015-02-05,68.85,69.0,69.736,71.9628,65.0715,DOWN,0
2015-02-06,67.98,69.0,69.172,71.9338,65.1594,DOWN,0
2015-02-09,67.26,67.85,68.588,71.887,65.243,UP,1
2015-02-10,69.01,67.85,68.412,71.8776,65.3209,DOWN,0
2015-02-11,68.97,68.81,68.414,71.8632,65.4027,UP,1
2015-02-12,69.02,68.91,68.448,71.8698,65.4908,DOWN,0
2015-02-13,68.54,68.7,68.56,71.8616,65.5735,UP,1
2015-02-17,69.32,68.42,68.972,71.836,65.6581,DOWN,0
2015-02-18,69.0,69.24,68.97,71.7654,65.7437,UP,1
2015-02-19,69.6,69.03,69.096,71.6774,65.83,UP,1
2015-02-20,69.79,69.56,69.25,71.5862,65.9191,UP,1
2015-02-23,70.86,70.32,69.714,71.5258,66.0157,DOWN,0
2015-02-24,70.41,71.0,69.932,71.482,66.1118,UP,1
2015-02-25,70.98,70.29,70.328,71.4304,66.2092,UP,1
2015-02-26,72.27,70.92,70.862,71.417,66.3091,DOWN,0
2015-02-27,71.54,72.33,71.212,71.378,66.405,UP,1
2015-03-02,71.99,71.79,71.438,71.3686,66.5015,DOWN,0
2015-03-03,70.79,71.72,71.514,71.3328,66.595,UP,1
2015-03-04,74.93,70.73,72.304,71.347,66.7134,DOWN,0
2015-03-05,72.91,74.99,72.432,71.3158,66.8204,DOWN,0
2015-03-06,72.82,73.01,72.688,71.273,66.9259,DOWN,0
2015-03-09,71.69,73.0,72.628,71.2068,67.023,DOWN,0
2015-03-10,70.24,71.19,72.518,71.1138,67.1125,UP,1
2015-03-11,71.76,70.47,71.884,71.0526,67.2041,UP,1
2015-03-12,72.42,71.99,71.786,71.0094,67.3006,DOWN,0
2015-03-13,71.8,72.44,71.582,70.96,67.3927,UP,1
2015-03-16,73.14,72.38,71.872,70.955,67.4915,UP,1
2015-03-17,73.16,72.61,72.456,70.9388,67.5923,UP,1
2015-03-18,75.03,73.17,73.11,71.0032,67.7025,UP,1
2015-03-19,75.42,75.0,73.71,71.0778,67.8071,UP,1
2015-03-20,76.03,75.91,74.556,71.1386,67.9135,UP,1
2015-03-23,77.64,76.27,75.456,71.1928,68.0203,DOWN,0
2015-03-24,76.5,77.33,76.124,71.2298,68.1249,DOWN,0
2015-03-25,75.65,76.62,76.248,71.2988,68.2262,UP,1
2015-03-26,76.1,75.47,76.384,71.378,68.3304,DOWN,0
2015-03-27,76.07,76.22,76.392,71.4902,68.4357,UP,1
2015-03-30,76.17,76.95,76.098,71.6122,68.544,DOWN,0
2015-03-31,75.23,76.06,75.844,71.72,68.6452,DOWN,0
2015-04-01,74.85,75.7,75.684,71.8598,68.7395,UP,1
2015-04-02,75.05,74.96,75.474,71.9754,68.837,UP,1
2015-04-06,75.95,74.59,75.45,72.0864,68.9377,DOWN,0
2015-04-07,75.72,76.03,75.36,72.228,69.0338,UP,1
2015-04-08,76.76,75.82,75.666,72.3032,69.1296,UP,1
2015-04-09,77.85,76.72,76.266,72.4118,69.2288,UP,1
2015-04-10,78.24,77.85,76.904,72.5466,69.3373,DOWN,0
2015-04-13,77.41,78.23,77.196,72.651,69.4401,DOWN,0
2015-04-14,77.34,77.2,77.52,72.7818,69.548,UP,1
2015-04-15,79.24,79.12,78.016,72.963,69.667,DOWN,0
2015-04-16,77.81,79.94,78.008,73.1214,69.7742,UP,1
2015-04-17,78.04,77.22,77.968,73.303,69.8839,UP,1
2015-04-20,78.56,78.83,78.198,73.4972,69.9904,DOWN,0
2015-04-21,77.68,78.39,78.266,73.6912,70.0932,DOWN,0
2015-04-22,77.53,77.73,77.924,73.8966,70.2035,DOWN,0
2015-04-23,77.44,77.58,77.85,74.0652,70.3181,UP,1
2015-04-24,77.74,77.59,77.79,74.2406,70.432,DOWN,0
2015-04-27,76.38,77.85,77.354,74.3878,70.5354,DOWN,0
2015-04-28,75.95,76.58,77.008,74.536,70.6355,UP,1
2015-04-29,76.06,75.52,76.714,74.6708,70.7369,DOWN,0
2015-04-30,74.01,75.71,76.028,74.771,70.8309,UP,1
2015-05-01,74.5,74.31,75.38,74.869,70.8984,UP,1
2015-05-04,75.44,74.85,75.192,74.982,70.9726,DOWN,0
2015-05-05,73.61,75.5,74.724,75.037,71.0284,UP,1
2015-05-06,74.5,73.96,74.412,75.1188,71.0932,UP,1
2015-05-07,76.59,74.7,74.928,75.231,71.1673,UP,1
2015-05-08,76.9,77.08,75.408,75.3236,71.2415,UP,1
2015-05-11,77.63,76.74,75.846,75.4454,71.3222,DOWN,0
2015-05-12,76.51,77.25,76.426,75.5358,71.3902,UP,1
2015-05-13,77.73,76.51,77.072,75.6746,71.4606,UP,1
2015-05-14,79.07,78.51,77.568,75.7574,71.5306,UP,1
2015-05-15,79.84,79.04,78.156,75.896,71.5985,UP,1
2015-05-18,81.0,79.76,78.83,76.0596,71.677,UP,1
2015-05-19,82.52,81.0,80.032,76.2762,71.7621,DOWN,0
2015-05-20,82.14,82.34,80.914,76.5142,71.8437,DOWN,0
2015-05-21,81.59,82.22,81.418,76.7108,71.9176,UP,1
2015-05-22,82.13,81.35,81.876,76.905,71.9931,UP,1
2015-05-26,82.19,82.0,82.114,77.1128,72.068,DOWN,0
2015-05-27,81.95,82.58,82.0,77.289,72.1421,DOWN,0
2015-05-28,81.8,81.74,81.932,77.4618,72.2214,UP,1
2015-05-29,81.83,81.53,81.98,77.5978,72.3035,UP,1
2015-06-01,82.39,82.39,82.032,77.7372,72.3835,DOWN,0
2015-06-02,81.55,81.96,81.904,77.8476,72.4553,DOWN,0
2015-06-03,81.09,81.91,81.732,77.9166,72.522,DOWN,0
2015-06-04,80.48,80.81,81.468,77.9962,72.5801,UP,1
2015-06-05,81.28,80.8,81.358,78.1088,72.643,DOWN,0
2015-06-08,80.25,81.14,80.93,78.1918,72.7016,UP,1
2015-06-09,81.32,80.34,80.884,78.2968,72.766,UP,1
2015-06-10,83.09,81.71,81.284,78.4352,72.8351,UP,1
2015-06-11,83.62,82.83,81.912,78.603,72.9094,DOWN,0
2015-06-12,82.46,83.29,82.148,78.7552,72.9753,UP,1
2015-06-15,83.83,81.67,82.864,78.9308,73.0482,DOWN,0
2015-06-16,83.02,83.38,83.204,79.0722,73.1184,UP,1
2015-06-17,84.12,83.15,83.41,79.2402,73.1899,DOWN,0
2015-06-18,83.6,84.04,83.406,79.377,73.2572,UP,1
2015-06-19,84.4,83.71,83.794,79.508,73.3334,UP,1
2015-06-22,84.51,84.66,83.93,79.6334,73.4156,DOWN,0
2015-06-23,83.96,84.69,84.118,79.7644,73.4892,DOWN,0
2015-06-24,83.37,84.0,83.968,79.885,73.5549,UP,1
2015-06-25,90.72,84.02,85.392,80.1146,73.655,UP,1
2015-06-26,91.84,92.44,86.88,80.3952,73.76,DOWN,0
2015-06-29,90.61,91.02,88.1,80.6466,73.8513,UP,1
2015-06-30,90.72,91.58,89.452,80.8898,73.9471,UP,1
2015-07-01,90.87,91.2,90.952,81.1536,74.0448,DOWN,0
2015-07-02,90.5,91.0,90.908,81.413,74.1388,UP,1
2015-07-06,92.1,90.05,90.96,81.7062,74.2419,UP,1
2015-07-07,92.45,92.28,91.328,82.0004,74.3423,DOWN,0
2015-07-08,91.04,91.94,91.392,82.2936,74.4301,UP,1
2015-07-09,91.64,91.43,91.546,82.6074,74.5252,UP,1
2015-07-10,92.97,92.51,92.04,82.9456,74.6296,UP,1
2015-07-13,94.81,93.84,92.582,83.3616,74.7381,DOWN,0
2015-07-14,94.72,94.45,93.036,83.766,74.854,DOWN,0
2015-07-15,94.12,94.89,93.652,84.1396,74.9686,DOWN,0
2015-07-16,93.74,93.74,94.072,84.5422,75.0784,DOWN,0
2015-07-17,93.24,93.63,94.126,84.917,75.192,DOWN,0
2015-07-20,93.17,93.68,93.798,85.2486,75.3156,DOWN,0
2015-07-21,92.28,93.01,93.31,85.5562,75.4302,UP,1
2015-07-22,93.27,92.07,93.14,85.869,75.5403,UP,1
2015-07-23,93.32,93.44,93.056,86.2052,75.6523,DOWN,0
2015-07-24,92.83,92.97,92.974,86.5072,75.7615,DOWN,0
2015-07-27,92.03,92.6,92.746,86.7664,75.8612,UP,1
2015-07-28,92.29,92.2,92.748,87.0154,75.9753,UP,1
2015-07-29,93.56,92.5,92.806,87.2666,76.0978,DOWN,0
2015-07-30,92.96,93.3,92.734,87.4754,76.2273,UP,1
2015-07-31,93.01,93.65,92.77,87.6928,76.3575,DOWN,0
2015-08-03,92.88,92.88,92.94,87.9186,76.4977,UP,1
2015-08-04,94.04,93.7,93.29,88.1568,76.6267,DOWN,0
2015-08-05,92.26,93.73,93.03,88.3582,76.7408,DOWN,0
2015-08-06,91.38,90.78,92.714,88.5468,76.8454,UP,1
2015-08-07,91.46,91.8,92.404,88.74,76.9447,DOWN,0
2015-08-10,91.43,91.88,92.114,88.932,77.0506,DOWN,0
2015-08-11,90.46,90.69,91.398,89.0934,77.1461,UP,1
2015-08-12,90.88,89.46,91.122,89.28,77.2402,DOWN,0
2015-08-13,90.85,91.11,91.016,89.4752,77.3374,UP,1
2015-08-14,91.4,91.22,91.004,89.6936,77.438,DOWN,0
2015-08-17,91.32,90.81,90.982,89.8944,77.545,DOWN,0
2015-08-18,90.48,91.35,90.986,90.099,77.6504,DOWN,0
2015-08-19,89.82,90.26,90.774,90.269,77.7493,DOWN,0
2015-08-20,87.05,89.25,90.014,90.3482,77.8334,DOWN,0
2015-08-21,86.25,86.21,88.984,90.4008,77.9179,DOWN,0
2015-08-24,84.31,81.54,87.582,90.4378,78.0002,DOWN,0
2015-08-25,83.11,85.9,86.108,90.4234,78.0709,UP,1
2015-08-26,86.95,84.7,85.534,90.502,78.1769,UP,1
2015-08-27,88.84,87.48,85.892,90.5964,78.2924,DOWN,0
2015-08-28,88.82,88.48,86.406,90.7008,78.4064,DOWN,0
2015-08-31,86.62,89.0,86.868,90.7452,78.5153,DOWN,0
2015-09-01,84.32,84.89,87.11,90.7414,78.6131,UP,1
2015-09-02,85.47,85.25,86.814,90.7716,78.7257,UP,1
2015-09-03,86.4,86.17,86.326,90.8322,78.8291,DOWN,0
2015-09-04,85.41,85.26,85.644,90.726,78.92,UP,1
2015-09-08,87.42,87.04,85.804,90.6376,79.0219,DOWN,0
2015-09-09,85.97,88.44,86.134,90.5448,79.1124,DOWN,0
2015-09-10,85.28,85.8,86.096,90.436,79.1964,DOWN,0
2015-09-11,84.69,85.01,85.754,90.3124,79.2727,UP,1
2015-09-14,84.98,85.06,85.668,90.202,79.3496,UP,1
2015-09-15,85.84,85.11,85.352,90.0768,79.4314,DOWN,0
2015-09-16,85.2,85.59,85.198,89.9318,79.509,UP,1
2015-09-17,86.02,85.52,85.346,89.8314,79.5956,DOWN,0
2015-09-18,82.48,84.96,84.904,89.6482,79.6633,DOWN,0
2015-09-21,82.24,83.35,84.356,89.4336,79.7215,UP,1
2015-09-22,82.7,81.58,83.728,89.1914,79.7723,UP,1
2015-09-23,84.16,82.71,83.52,88.9802,79.8231,DOWN,0
2015-09-24,81.9,83.42,82.696,88.7358,79.8609,DOWN,0
2015-09-25,79.45,82.58,82.09,88.45,79.8887,DOWN,0
2015-09-28,74.03,78.96,80.448,88.0658,79.8959,UP,1
2015-09-29,74.08,74.05,78.724,87.684,79.8985,UP,1
2015-09-30,77.36,75.0,77.364,87.3856,79.9206,DOWN,0
2015-10-01,77.09,77.32,76.402,87.062,79.9386,UP,1
2015-10-02,77.89,75.78,76.09,86.7534,79.9657,UP,1
2015-10-05,78.85,78.67,77.054,86.4738,79.9971,DOWN,0
2015-10-06,77.2,78.95,77.678,86.1772,80.012,UP,1
2015-10-07,77.55,77.32,77.716,85.8824,80.0274,DOWN,0
2015-10-08,76.66,76.95,77.63,85.5444,80.0359,UP,1
2015-10-09,77.91,76.66,77.634,85.2434,80.0504,DOWN,0
2015-10-12,77.79,77.53,77.422,84.939,80.0649,DOWN,0
2015-10-13,75.86,77.32,77.154,84.5986,80.0701,UP,1
2015-10-14,76.02,76.11,76.848,84.2382,80.0773,DOWN,0
2015-10-15,72.21,69.5,75.958,83.8372,80.067,UP,1
2015-10-16,72.95,72.51,74.966,83.4686,80.0648,UP,1
2015-10-19,73.51,72.92,74.11,83.1096,80.0625,DOWN,0
2015-10-20,72.42,73.49,73.422,82.7294,80.0656,DOWN,0
2015-10-21,71.2,72.91,72.458,82.3442,80.0631,DOWN,0
2015-10-22,66.08,65.79,71.232,81.8482,80.0286,UP,1
2015-10-23,68.98,67.0,70.438,81.4108,79.9988,UP,1
2015-10-26,69.08,68.54,69.552,80.9644,79.971,DOWN,0
2015-10-27,68.8,69.64,68.828,80.514,79.954,UP,1
2015-10-28,68.98,68.74,68.384,80.084,79.9382,DOWN,0
2015-10-29,67.7,69.0,68.708,79.6416,79.9244,UP,1
2015-10-30,68.79,68.39,68.67,79.2764,79.918,UP,1
2015-11-02,69.75,68.96,68.804,78.9464,79.9175,DOWN,0
2015-11-03,68.8,69.35,68.804,78.6362,79.9222,DOWN,0
2015-11-04,68.67,68.98,68.742,78.3474,79.9192,DOWN,0
2015-11-05,68.59,68.67,68.92,77.9802,79.9102,UP,1
2015-11-06,69.97,68.46,69.156,77.6028,79.9168,UP,1
2015-11-09,69.98,69.59,69.202,77.226,79.9017,UP,1
2015-11-10,70.08,69.84,69.458,76.8952,79.89,DOWN,0
2015-11-11,67.66,70.32,69.256,76.562,79.8708,DOWN,0
2015-11-12,65.11,67.48,68.56,76.1548,79.8354,UP,1
2015-11-13,66.45,65.16,67.856,75.7558,79.8137,UP,1
2015-11-16,67.2,66.31,67.3,75.3916,79.7988,UP,1
2015-11-17,69.25,67.13,67.134,75.0282,79.7956,UP,1
2015-11-18,70.21,69.3,67.644,74.713,79.8019,DOWN,0
2015-11-19,65.39,68.97,67.7,74.3152,79.7846,UP,1
2015-11-20,67.42,66.03,67.894,73.9698,79.7817,DOWN,0
2015-11-23,67.36,66.43,67.926,73.6174,79.7822,UP,1
2015-11-24,68.99,67.09,67.874,73.2804,79.7821,DOWN,0
2015-11-25,68.96,68.99,67.624,72.9556,79.7821,UP,1
2015-11-27,69.45,69.2,68.436,72.6242,79.7842,DOWN,0
2015-11-30,68.06,69.51,68.564,72.3358,79.7818,UP,1
2015-12-01,71.16,68.77,69.324,72.1142,79.791,DOWN,0
2015-12-02,70.01,71.01,69.528,71.8604,79.7961,DOWN,0
2015-12-03,67.38,70.02,69.212,71.5248,79.785,DOWN,0
2015-12-04,67.25,67.72,68.772,71.2318,79.7723,DOWN,0
2015-12-07,66.42,67.28,68.444,70.9712,79.7501,UP,1
2015-12-08,67.25,66.13,67.662,70.8356,79.7343,UP,1
2015-12-09,67.38,66.97,67.136,70.7016,79.7163,UP,1
2015-12-10,68.43,67.44,67.346,70.523,79.6971,DOWN,0
2015-12-11,66.3,67.63,67.156,70.3072,79.6709,DOWN,0
2015-12-14,65.46,66.43,66.964,70.0586,79.6382,UP,1
2015-12-15,65.66,65.97,66.646,69.7948,79.6126,DOWN,0
2015-12-16,65.46,66.49,66.262,69.56,79.5652,DOWN,0
2015-12-17,64.74,64.42,65.524,69.3038,79.5244,DOWN,0
2015-12-18,64.47,64.31,65.158,69.06,79.4826,UP,1
2015-12-21,67.61,64.99,65.588,68.854,79.4622,DOWN,0
2015-12-22,66.86,67.68,65.828,68.6354,79.4453,UP,1
2015-12-23,69.54,67.32,66.644,68.509,79.4342,DOWN,0
2015-12-24,68.92,69.21,67.48,68.367,79.4167,DOWN,0
2015-12-28,68.04,68.79,68.194,68.2836,79.3979,UP,1
2015-12-29,68.99,68.34,68.47,68.2044,79.3772,DOWN,0
2015-12-30,68.44,68.81,68.786,68.103,79.3536,DOWN,0
2015-12-31,67.63,67.95,68.404,68.0072,79.3166,DOWN,0
2016-01-04,66.29,65.69,67.878,67.909,79.2709,UP,1
2016-01-05,66.44,66.56,67.558,67.9162,79.223,DOWN,0
2016-01-06,65.98,65.49,66.956,67.8562,79.1647,DOWN,0
2016-01-07,64.29,65.14,66.126,67.7604,79.1036,DOWN,0
