ticker,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-10-20,64.17,64.4,65.5167,63.632,63.4294,DOWN,0
2005-10-21,64.07,64.3,65.5229,63.706,63.4246,UP,1
2005-10-24,64.1,64.2,65.5303,63.926,63.4354,DOWN,0
2005-10-25,63.58,63.77,65.5327,64.048,63.44,DOWN,0
2005-10-26,62.81,63.2,65.5324,63.746,63.436,DOWN,0
2005-10-27,61.44,62.5,65.523,63.2,63.3948,UP,1
2005-10-28,62.95,62.05,65.5279,62.976,63.3688,DOWN,0
2005-10-31,62.62,62.91,65.5275,62.68,63.3498,DOWN,0
2005-11-01,61.9,62.62,65.5218,62.344,63.3178,DOWN,0
2005-11-02,61.3,61.86,65.5142,62.042,63.2886,DOWN,0
2005-11-03,61.2,61.3,65.5078,61.994,63.2676,DOWN,0
2005-11-04,60.88,61.2,65.5029,61.58,63.2346,UP,1
2005-11-07,61.43,60.5,65.5026,61.342,63.2244,DOWN,0
2005-11-08,60.77,60.95,65.4879,61.116,63.1796,UP,1
2005-11-09,61.02,60.92,65.4697,61.06,63.14,UP,1
2005-11-10,61.41,61.02,65.4557,61.102,63.1004,DOWN,0
2005-11-11,60.92,61.25,65.4372,61.11,63.0562,DOWN,0
2005-11-14,60.51,61.07,65.4162,60.926,63.0084,UP,1
2005-11-15,62.83,62.5,65.4033,61.338,62.9892,UP,1
2005-11-16,63.25,63.78,65.3895,61.784,62.9582,UP,1
2005-11-17,63.34,63.62,65.378,62.17,62.943,DOWN,0
2005-11-18,62.55,63.75,65.3595,62.496,62.8994,DOWN,0
2005-11-21,61.99,62.55,65.3372,62.792,62.8456,DOWN,0
2005-11-22,61.61,61.72,65.3136,62.548,62.7968,UP,1
2005-11-23,61.67,61.45,65.291,62.232,62.7442,UP,1
2005-11-25,62.15,62.1,65.2711,61.994,62.6998,UP,1
2005-11-28,62.4,62.75,65.2501,61.964,62.6442,DOWN,0
2005-11-29,62.0,62.8,65.2301,61.966,62.5912,DOWN,0
2005-11-30,61.75,62.0,65.2093,61.994,62.5382,DOWN,0
2005-12-01,61.69,61.85,65.1891,61.998,62.478,DOWN,0
2005-12-02,61.21,61.61,65.1684,61.81,62.4086,DOWN,0
2005-12-05,61.05,61.6,65.1465,61.54,62.3498,DOWN,0
2005-12-06,60.47,61.25,65.1235,61.234,62.2818,DOWN,0
2005-12-07,60.04,60.39,65.0966,60.892,62.2136,UP,1
2005-12-08,60.08,60.04,65.0676,60.57,62.151,UP,1
2005-12-09,60.1,60.0,65.037,60.348,62.078,UP,1
2005-12-12,60.15,60.15,65.0097,60.168,62.0154,UP,1
2005-12-13,60.25,60.13,64.9777,60.124,61.9688,DOWN,0
2005-12-14,60.11,60.4,64.9435,60.138,61.91,UP,1
2005-12-15,60.16,60.15,64.9105,60.154,61.8682,UP,1
2005-12-16,60.86,60.33,64.8761,60.306,61.854,UP,1
2005-12-19,61.19,61.55,64.8399,60.514,61.851,DOWN,0
2005-12-20,60.78,60.92,64.8028,60.62,61.8372,UP,1
2005-12-21,60.88,60.98,64.7684,60.774,61.829,UP,1
2005-12-22,61.32,60.96,64.735,61.006,61.8194,DOWN,0
2005-12-23,61.11,61.3,64.7026,61.056,61.7612,DOWN,0
2005-12-27,60.3,61.12,64.665,60.878,61.6932,UP,1
2005-12-28,60.42,60.3,64.6308,60.806,61.6416,DOWN,0
2005-12-29,60.25,60.53,64.5968,60.68,61.5872,DOWN,0
2005-12-30,60.1,60.1,64.5623,60.436,61.5028,UP,1
2006-01-03,61.63,61.07,64.5342,60.54,61.452,UP,1
2006-01-04,62.58,61.93,64.5129,60.996,61.4222,DOWN,0
2006-01-05,62.32,62.58,64.4905,61.376,61.3866,UP,1
2006-01-06,62.6,62.36,64.4625,61.846,61.367,UP,1
2006-01-09,62.99,62.52,64.437,62.424,61.3706,UP,1
2006-01-10,63.1,62.52,64.4108,62.718,61.4038,DOWN,0
2006-01-11,62.5,62.96,64.3837,62.702,61.3948,DOWN,0
2006-01-12,62.21,62.5,64.3545,62.68,61.3866,DOWN,0
2006-01-13,61.82,62.239,64.3278,62.524,61.385,DOWN,0
2006-01-17,61.28,61.31,64.2999,62.182,61.3846,UP,1
2006-01-18,62.19,61.75,64.271,62.0,61.4044,DOWN,0
2006-01-19,62.17,62.3,64.2368,61.934,61.4302,DOWN,0
2006-01-20,60.8,61.24,64.1967,61.652,61.4176,UP,1
2006-01-23,61.19,60.75,64.1565,61.526,61.426,DOWN,0
2006-01-24,59.36,60.19,64.1101,61.142,61.3928,DOWN,0
2006-01-25,58.5,61.0,64.0581,60.404,61.3346,UP,1
2006-01-26,58.64,58.75,64.0081,59.698,61.289,UP,1
2006-01-27,58.71,58.95,63.9587,59.28,61.253,DOWN,0
2006-01-30,58.4,58.71,63.9045,58.722,61.1644,DOWN,0
2006-01-31,57.54,58.15,63.8452,58.358,61.0502,UP,1
2006-02-01,57.86,57.67,63.7893,58.23,60.9406,DOWN,0
2006-02-02,57.65,57.838,63.7323,58.032,60.8426,DOWN,0
2006-02-03,57.38,57.26,63.6787,57.766,60.7504,DOWN,0
2006-02-06,56.85,57.5,63.6215,57.456,60.6552,DOWN,0
2006-02-07,56.8,57.0,63.563,57.308,60.5578,UP,1
2006-02-08,58.6,57.05,63.5133,57.456,60.4868,DOWN,0
2006-02-09,58.55,59.15,63.466,57.636,60.4098,DOWN,0
2006-02-10,58.39,58.7,63.4163,57.838,60.3376,UP,1
2006-02-13,58.5,58.38,63.3705,58.168,60.2726,UP,1
2006-02-14,59.05,58.7,63.3226,58.618,60.2198,UP,1
2006-02-15,59.1,59.08,63.2742,58.718,60.1776,DOWN,0
2006-02-16,58.98,59.45,63.2254,58.804,60.1362,UP,1
2006-02-17,59.07,59.18,63.1797,58.94,60.1082,UP,1
2006-02-21,59.14,59.13,63.1328,59.068,60.0902,DOWN,0
2006-02-22,59.03,59.01,63.0869,59.064,60.0692,DOWN,0
2006-02-23,58.59,59.0,63.039,58.962,60.039,DOWN,0
2006-02-24,57.76,58.69,62.9892,58.718,59.9912,UP,1
2006-02-27,57.91,57.96,62.939,58.486,59.9444,DOWN,0
2006-02-28,57.65,57.81,62.889,58.188,59.8952,UP,1
2006-03-01,57.66,57.65,62.8418,57.914,59.8452,UP,1
2006-03-02,57.69,57.66,62.792,57.734,59.7818,DOWN,0
2006-03-03,57.47,57.55,62.7398,57.676,59.7074,UP,1
2006-03-06,57.85,57.57,62.6911,57.664,59.6488,UP,1
2006-03-07,58.22,57.53,62.6451,57.778,59.5956,UP,1
2006-03-08,58.74,58.15,62.6028,57.994,59.544,DOWN,0
2006-03-09,58.31,58.95,62.5581,58.118,59.488,UP,1
2006-03-10,59.04,58.65,62.5153,58.432,59.4628,UP,1
2006-03-13,59.08,59.35,62.4733,58.678,59.436,UP,1
2006-03-14,59.29,59.058,62.4327,58.892,59.4168,UP,1
2006-03-15,59.8,59.15,62.3945,59.104,59.4108,UP,1
2006-03-16,60.02,59.778,62.3591,59.446,59.3786,UP,1
2006-03-17,60.34,60.4,62.3243,59.706,59.3338,UP,1
2006-03-20,60.48,60.4,62.2917,59.986,59.297,UP,1
2006-03-21,60.57,60.78,62.2623,60.242,59.2564,UP,1
2006-03-22,61.0,60.3,62.2354,60.482,59.2166,DOWN,0
2006-03-23,60.81,60.77,62.2067,60.64,59.1708,DOWN,0
2006-03-24,60.39,60.66,62.1769,60.65,59.1286,DOWN,0
2006-03-27,59.94,60.07,62.1429,60.542,59.0832,DOWN,0
2006-03-28,59.6,59.8,62.1085,60.348,59.0388,DOWN,0
2006-03-29,59.51,59.62,62.0738,60.05,59.0034,DOWN,0
2006-03-30,59.35,59.22,62.0376,59.758,58.9466,DOWN,0
2006-03-31,59.22,59.45,62.0019,59.524,58.8876,DOWN,0
2006-04-03,59.17,59.49,61.9663,59.37,58.855,DOWN,0
2006-04-04,58.82,59.27,61.9276,59.214,58.8076,DOWN,0
2006-04-05,58.4,58.6,61.8869,58.992,58.7884,UP,1
2006-04-06,58.5,58.4,61.8467,58.822,58.7884,DOWN,0
2006-04-07,57.83,58.45,61.8059,58.544,58.7722,DOWN,0
2006-04-10,57.71,57.85,61.7677,58.252,58.7522,UP,1
2006-04-11,57.75,57.71,61.7285,58.038,58.7392,UP,1
2006-04-12,57.87,57.85,61.6896,57.932,58.7458,UP,1
2006-04-13,57.91,57.84,61.6488,57.814,58.7468,DOWN,0
2006-04-17,57.65,57.68,61.6085,57.778,58.7468,UP,1
2006-04-18,58.13,57.7,61.5742,57.862,58.7618,DOWN,0
2006-04-19,58.02,58.28,61.5395,57.916,58.7852,UP,1
2006-04-20,58.22,58.06,61.5064,57.986,58.8136,UP,1
2006-04-21,58.37,58.5,61.4775,58.078,58.809,DOWN,0
2006-04-24,58.33,58.51,61.4495,58.214,58.8046,DOWN,0
2006-04-25,58.21,58.32,61.4192,58.23,58.801,UP,1
2006-04-26,58.54,58.38,61.3879,58.334,58.8018,UP,1
2006-04-27,58.65,58.2,61.3573,58.42,58.7938,DOWN,0
2006-04-28,58.61,58.65,61.3282,58.468,58.784,DOWN,0
2006-05-01,58.59,58.71,61.2982,58.52,58.7762,UP,1
2006-05-02,58.67,58.77,61.2664,58.612,58.7682,DOWN,0
2006-05-03,58.35,58.53,61.2351,58.574,58.7524,DOWN,0
2006-05-04,58.26,58.44,61.2013,58.496,58.737,UP,1
2006-05-05,58.7,58.5,61.17,58.514,58.7392,UP,1
2006-05-08,58.71,58.7,61.1437,58.538,58.7582,DOWN,0
2006-05-09,58.36,58.7,61.1139,58.476,58.7672,DOWN,0
2006-05-10,58.32,58.4,61.0888,58.47,58.7806,UP,1
2006-05-11,58.84,58.66,61.0696,58.586,58.8042,DOWN,0
2006-05-12,58.83,58.4,61.0411,58.612,58.827,UP,1
2006-05-15,59.97,58.97,61.0173,58.864,58.877,UP,1
2006-05-16,60.25,59.96,60.9987,59.242,58.925,DOWN,0
2006-05-17,60.13,60.0,60.9769,59.604,58.9632,UP,1
2006-05-18,60.14,60.3,60.9544,59.864,58.9912,DOWN,0
2006-05-19,59.9,60.16,60.9296,60.078,59.023,DOWN,0
2006-05-22,59.86,59.68,60.9081,60.056,59.0394,UP,1
2006-05-23,60.0,60.15,60.8904,60.006,59.0578,UP,1
2006-05-24,60.79,60.12,60.8772,60.138,59.0878,DOWN,0
2006-05-25,60.45,60.91,60.8593,60.2,59.1008,UP,1
2006-05-26,60.69,60.84,60.8435,60.358,59.1142,DOWN,0
2006-05-30,59.85,60.48,60.8212,60.356,59.1044,UP,1
2006-05-31,60.22,60.14,60.8045,60.4,59.0992,UP,1
2006-06-01,60.65,60.25,60.791,60.372,59.1008,UP,1
2006-06-02,60.74,60.7,60.7797,60.43,59.0956,DOWN,0
2006-06-05,60.13,60.35,60.7628,60.318,59.082,UP,1
2006-06-06,60.94,60.44,60.7463,60.536,59.093,UP,1
2006-06-07,61.17,61.12,60.7343,60.726,59.1176,UP,1
2006-06-08,61.56,61.18,60.7246,60.908,59.1568,DOWN,0
2006-06-09,61.38,61.43,60.7177,61.036,59.1942,DOWN,0
2006-06-12,61.38,61.45,60.7133,61.286,59.2348,DOWN,0
2006-06-13,61.05,61.55,60.7059,61.308,59.2714,UP,1
2006-06-14,61.25,61.28,60.7025,61.324,59.313,UP,1
2006-06-15,61.47,61.15,60.6948,61.306,59.366,UP,1
2006-06-16,61.68,61.3,60.6882,61.366,59.4316,DOWN,0
2006-06-19,61.35,61.6,60.678,61.36,59.4886,UP,1
2006-06-20,61.53,61.37,60.67,61.456,59.5626,UP,1
2006-06-21,61.79,61.5,60.6644,61.564,59.6442,DOWN,0
2006-06-22,61.18,61.3,60.6514,61.506,59.7128,UP,1
2006-06-23,61.32,61.06,60.634,61.434,59.7818,DOWN,0
2006-06-26,60.21,59.6,60.6145,61.206,59.8278,DOWN,0
2006-06-27,59.55,60.22,60.5886,60.81,59.8658,DOWN,0
2006-06-28,59.23,59.52,60.5614,60.298,59.8878,UP,1
2006-06-29,59.89,59.25,60.5406,60.04,59.9252,UP,1
2006-06-30,59.92,60.14,60.5187,59.76,59.9592,UP,1
2006-07-03,60.15,60.13,60.4976,59.748,59.9948,DOWN,0
2006-07-05,60.04,59.8,60.4719,59.846,60.029,UP,1
2006-07-06,60.52,60.12,60.4512,60.104,60.0752,UP,1
2006-07-07,60.62,60.6,60.4323,60.25,60.1168,UP,1
2006-07-10,60.95,60.85,60.4136,60.456,60.1628,DOWN,0
2006-07-11,60.77,60.95,60.394,60.58,60.206,DOWN,0
2006-07-12,60.62,60.81,60.3772,60.696,60.2466,DOWN,0
2006-07-13,60.27,60.73,60.3592,60.646,60.2786,UP,1
2006-07-14,60.46,60.31,60.3442,60.614,60.3208,UP,1
2006-07-17,60.91,60.55,60.3327,60.606,60.3738,DOWN,0
2006-07-18,60.6,60.8,60.317,60.572,60.4118,UP,1
2006-07-19,61.31,60.82,60.3071,60.71,60.4638,UP,1
2006-07-20,61.37,61.2,60.3011,60.93,60.524,UP,1
2006-07-21,61.73,61.67,60.2945,61.184,60.5922,UP,1
2006-07-24,61.98,61.67,60.2931,61.398,60.655,DOWN,0
2006-07-25,61.9,61.5,60.2948,61.658,60.7164,UP,1
2006-07-26,62.05,61.75,60.2983,61.806,60.758,UP,1
2006-07-27,62.56,62.15,60.3038,62.044,60.8042,UP,1
2006-07-28,62.92,62.55,60.3119,62.282,60.86,DOWN,0
2006-07-31,62.55,62.67,60.3157,62.396,60.9082,UP,1
2006-08-01,62.68,62.38,60.309,62.552,60.9638,UP,1
2006-08-02,63.15,63.1,60.3062,62.772,61.0296,DOWN,0
2006-08-03,63.08,63.1,60.3066,62.876,61.0912,UP,1
2006-08-04,63.53,63.25,60.3094,62.998,61.146,DOWN,0
2006-08-07,63.27,63.25,60.3042,63.142,61.2024,UP,1
2006-08-08,63.56,63.42,60.3011,63.318,61.2598,DOWN,0
2006-08-09,63.32,63.68,60.2974,63.352,61.3292,UP,1
2006-08-10,63.55,63.36,60.2946,63.446,61.3958,DOWN,0
2006-08-11,63.47,63.56,60.2941,63.434,61.4522,UP,1
2006-08-14,63.91,63.95,60.2996,63.562,61.5156,UP,1
2006-08-15,64.41,64.0,60.3144,63.732,61.6012,UP,1
2006-08-16,64.61,64.48,60.3227,63.99,61.6746,DOWN,0
2006-08-17,64.23,64.66,60.3308,64.126,61.7358,UP,1
2006-08-18,64.42,64.39,60.3434,64.316,61.793,DOWN,0
2006-08-21,64.27,64.27,60.3582,64.388,61.8508,DOWN,0
2006-08-22,64.16,64.24,60.373,64.338,61.9064,DOWN,0
2006-08-23,63.91,64.0,60.3882,64.198,61.9636,UP,1
2006-08-24,65.0,64.3,60.406,64.352,62.0386,DOWN,0
2006-08-25,64.67,64.73,60.4255,64.402,62.1026,DOWN,0
2006-08-28,64.58,64.79,60.4433,64.464,62.1606,UP,1
2006-08-29,64.6,64.5,60.4593,64.552,62.2256,DOWN,0
2006-08-30,64.6,64.72,60.4777,64.69,62.287,UP,1
2006-08-31,64.66,64.66,60.4984,64.622,62.3444,UP,1
2006-09-01,64.72,64.87,60.5079,64.632,62.4152,DOWN,0
2006-09-05,64.31,64.6,60.5132,64.578,62.475,DOWN,0
2006-09-06,63.92,64.0,60.5161,64.442,62.5492,DOWN,0
2006-09-07,63.46,63.51,60.5206,64.214,62.6274,UP,1
2006-09-08,63.59,63.51,60.5286,64.0,62.7146,UP,1
2006-09-11,64.04,63.65,60.5408,63.864,62.7976,DOWN,0
2006-09-12,63.83,63.96,60.5516,63.768,62.8758,DOWN,0
2006-09-13,63.81,63.95,60.5599,63.746,62.949,DOWN,0
2006-09-14,63.73,63.75,60.5665,63.8,63.0228,UP,1
2006-09-15,63.79,63.6,60.5755,63.84,63.0882,UP,1
2006-09-18,64.16,63.95,60.5875,63.864,63.159,UP,1
2006-09-19,64.18,64.16,60.6,63.934,63.2236,UP,1
2006-09-20,64.19,64.4,60.6149,64.01,63.292,UP,1
2006-09-21,64.23,64.17,60.6308,64.11,63.3642,DOWN,0
2006-09-22,63.96,64.04,60.6482,64.144,63.438,UP,1
2006-09-25,64.19,64.25,60.669,64.15,63.5126,UP,1
2006-09-26,64.67,64.4,60.6919,64.248,63.5878,UP,1
2006-09-27,64.82,64.54,60.7155,64.374,63.6722,UP,1
2006-09-28,64.9,64.88,60.7393,64.508,63.744,UP,1
2006-09-29,64.94,64.94,60.7627,64.704,63.8154,UP,1
2006-10-02,65.09,65.0,60.7876,64.884,63.8826,UP,1
2006-10-03,65.5,65.06,60.8143,65.05,63.953,UP,1
2006-10-04,65.83,65.54,60.8392,65.252,64.0316,DOWN,0
2006-10-05,65.11,65.3,60.8588,65.294,64.0928,DOWN,0
2006-10-06,65.06,65.01,60.8802,65.318,64.1428,DOWN,0
2006-10-09,64.87,64.9,60.9001,65.274,64.1818,UP,1
2006-10-10,64.96,64.84,60.9183,65.166,64.23,UP,1
2006-10-11,65.1,64.89,60.9383,65.02,64.2784,DOWN,0
2006-10-12,64.84,65.23,60.961,64.966,64.3122,DOWN,0
2006-10-13,64.58,64.81,60.9818,64.87,64.3422,UP,1
2006-10-16,64.93,65.05,61.0052,64.882,64.3702,UP,1
2006-10-17,66.08,65.63,61.0351,65.106,64.4264,UP,1
2006-10-18,68.15,66.68,61.0677,65.716,64.5182,DOWN,0
2006-10-19,68.04,68.0,61.095,66.356,64.6126,UP,1
2006-10-20,68.62,68.4,61.1265,67.164,64.714,UP,1
2006-10-23,69.1,68.35,61.159,67.998,64.8266,DOWN,0
2006-10-24,68.75,68.6,61.1878,68.532,64.9234,UP,1
2006-10-25,68.83,68.75,61.2164,68.668,65.0118,DOWN,0
2006-10-26,68.82,68.77,61.248,68.824,65.096,DOWN,0
2006-10-27,68.17,68.6,61.2778,68.734,65.1748,DOWN,0
2006-10-30,67.7,68.33,61.3072,68.454,65.2404,DOWN,0
2006-10-31,67.4,67.8,61.3378,68.184,65.303,DOWN,0
2006-11-01,67.18,67.38,61.3628,67.854,65.3634,UP,1
2006-11-02,67.9,67.15,61.3914,67.67,65.4432,DOWN,0
2006-11-03,67.81,68.0,61.4265,67.598,65.4994,UP,1
2006-11-06,68.42,68.23,61.4626,67.742,65.5744,UP,1
2006-11-07,68.71,68.17,61.5094,68.004,65.657,DOWN,0
2006-11-08,67.99,68.03,61.5568,68.166,65.7248,DOWN,0
2006-11-09,66.15,67.52,61.5944,67.816,65.7558,UP,1
2006-11-10,66.29,66.0,61.6323,67.512,65.7884,DOWN,0
2006-11-13,65.94,66.25,61.67,67.016,65.8128,UP,1
2006-11-14,66.56,65.42,61.7151,66.586,65.8578,DOWN,0
2006-11-15,66.54,66.56,61.7585,66.296,65.9102,DOWN,0
2006-11-16,66.53,66.5,61.8029,66.372,65.9716,UP,1
2006-11-17,67.24,66.64,61.8522,66.562,66.0446,DOWN,0
2006-11-20,67.01,67.58,61.903,66.776,66.104,DOWN,0
2006-11-21,66.6,66.9,61.952,66.784,66.1594,UP,1
2006-11-22,66.77,66.51,61.9928,66.83,66.2186,DOWN,0
2006-11-24,65.85,66.5,62.0293,66.694,66.261,DOWN,0
2006-11-27,65.65,65.5,62.0656,66.376,66.2982,UP,1
2006-11-28,65.97,65.55,62.103,66.168,66.3344,UP,1
2006-11-29,66.2,65.9,62.1387,66.088,66.3748,DOWN,0
2006-11-30,65.91,66.2,62.1728,65.916,66.4092,UP,1
2006-12-01,65.97,65.91,62.2077,65.94,66.444,UP,1
2006-12-04,66.28,66.39,62.2438,66.066,66.4904,DOWN,0
2006-12-05,66.17,66.35,62.2789,66.106,66.53,DOWN,0
2006-12-06,66.03,66.25,62.3139,66.072,66.5572,UP,1
2006-12-07,66.06,66.25,62.3513,66.102,66.582,DOWN,0
2006-12-08,65.95,65.9,62.3922,66.098,66.603,DOWN,0
2006-12-11,65.7,65.96,62.4312,65.982,66.6182,DOWN,0
2006-12-12,65.58,65.78,62.4708,65.864,66.628,DOWN,0
2006-12-13,65.47,65.8,62.5099,65.752,66.6274,UP,1
2006-12-14,66.25,65.78,62.5527,65.79,66.6358,UP,1
2006-12-15,66.29,66.4,62.5968,65.858,66.6594,UP,1
2006-12-18,66.6,66.22,62.6405,66.038,66.6902,UP,1
2006-12-19,66.88,66.65,62.6838,66.298,66.7304,DOWN,0
2006-12-20,66.43,66.65,62.7223,66.49,66.7598,DOWN,0
2006-12-21,66.0,66.23,62.7608,66.44,66.7778,DOWN,0
2006-12-22,65.65,65.78,62.7938,66.312,66.794,DOWN,0
2006-12-26,65.64,65.6,62.8266,66.12,66.8152,UP,1
2006-12-27,66.01,65.94,62.8602,65.946,66.8368,UP,1
2006-12-28,66.42,65.86,62.8933,65.944,66.8436,DOWN,0
2006-12-29,66.02,66.17,62.9233,65.948,66.801,UP,1
2007-01-03,66.4,66.13,62.9536,66.098,66.7682,UP,1
2007-01-04,67.23,65.9,62.9873,66.416,66.7404,DOWN,0
2007-01-05,66.62,66.8,63.0176,66.538,66.6908,DOWN,0
2007-01-08,66.51,66.51,63.0451,66.556,66.646,DOWN,0
2007-01-09,66.26,66.6,63.0724,66.604,66.5946,DOWN,0
2007-01-10,66.15,66.56,63.1012,66.554,66.5412,UP,1
2007-01-11,66.73,66.4,63.1352,66.454,66.5124,DOWN,0
2007-01-12,66.64,66.45,63.1703,66.458,66.4912,DOWN,0
2007-01-16,66.54,66.65,63.2055,66.464,66.474,UP,1
2007-01-17,66.87,66.6,63.2431,66.586,66.4678,UP,1
2007-01-18,67.71,66.46,63.2855,66.898,66.464,UP,1
2007-01-19,67.76,68.0,63.3285,67.104,66.463,DOWN,0
2007-01-22,67.18,68.0,63.3703,67.212,66.4382,DOWN,0
2007-01-23,66.5,66.99,63.4108,67.204,66.394,UP,1
2007-01-24,67.01,66.41,63.4534,67.232,66.3744,DOWN,0
2007-01-25,66.68,66.81,63.4976,67.026,66.385,DOWN,0
2007-01-26,66.07,66.68,63.5394,66.688,66.3806,UP,1
2007-01-29,66.15,66.25,63.5814,66.482,66.3848,UP,1
2007-01-30,66.39,66.15,63.624,66.46,66.3814,UP,1
2007-01-31,66.8,66.39,63.6684,66.418,66.3866,UP,1
2007-02-01,67.01,66.8,63.7153,66.484,66.3962,DOWN,0
2007-02-02,66.58,67.0,63.7575,66.586,66.383,DOWN,0
2007-02-05,66.3,66.38,63.7989,66.616,66.3688,DOWN,0
2007-02-06,66.0,66.39,63.8378,66.538,66.3568,DOWN,0
2007-02-07,65.8,66.0,63.8749,66.338,66.3374,DOWN,0
2007-02-08,65.76,65.76,63.9121,66.088,66.3356,DOWN,0
2007-02-09,65.6,65.86,63.9491,65.892,66.3346,DOWN,0
2007-02-12,65.46,65.72,63.9836,65.724,66.3244,DOWN,0
2007-02-13,65.38,65.41,64.0173,65.6,66.308,UP,1
2007-02-14,65.85,65.56,64.0535,65.61,66.3068,DOWN,0
2007-02-15,65.79,65.75,64.0895,65.616,66.3032,DOWN,0
2007-02-16,65.51,65.65,64.1237,65.598,66.2878,DOWN,0
2007-02-20,65.46,65.4,64.1592,65.598,66.2736,DOWN,0
2007-02-21,65.0,65.26,64.1929,65.522,66.253,DOWN,0
2007-02-22,64.78,64.97,64.2233,65.308,66.2274,DOWN,0
2007-02-23,64.15,64.61,64.2505,64.98,66.1914,UP,1
2007-02-26,64.3,64.25,64.2802,64.738,66.1634,DOWN,0
2007-02-27,63.05,64.0,64.3039,64.256,66.1128,DOWN,0
2007-02-28,62.93,63.27,64.3243,63.842,66.062,DOWN,0
2007-03-01,62.45,62.35,64.3424,63.376,65.986,DOWN,0
2007-03-02,61.95,62.3,64.3523,62.936,65.8992,DOWN,0
2007-03-05,61.83,61.45,64.3602,62.442,65.8038,DOWN,0
2007-03-06,61.7,62.15,64.3681,62.172,65.7002,UP,1
2007-03-07,61.86,61.65,64.3767,61.958,65.6088,DOWN,0
2007-03-08,61.72,62.0,64.3858,61.812,65.5232,UP,1
2007-03-09,62.14,62.18,64.3972,61.85,65.453,DOWN,0
2007-03-12,61.79,62.25,64.4062,61.842,65.376,DOWN,0
2007-03-13,60.77,61.4,64.406,61.656,65.2712,DOWN,0
2007-03-14,60.71,60.99,64.4073,61.426,65.157,DOWN,0
2007-03-15,60.53,60.7,64.4065,61.188,65.0472,DOWN,0
2007-03-16,60.51,60.57,64.4098,60.862,64.9294,UP,1
2007-03-19,60.73,60.65,64.4124,60.65,64.7994,UP,1
2007-03-20,61.07,60.66,64.4145,60.71,64.6884,UP,1
2007-03-21,61.22,61.07,64.4169,60.812,64.5826,DOWN,0
2007-03-22,60.86,61.22,64.4205,60.878,64.4746,DOWN,0
2007-03-23,60.51,61.25,64.4184,60.878,64.3618,DOWN,0
2007-03-26,60.25,60.8,64.4138,60.782,64.2322,DOWN,0
2007-03-27,60.03,60.1,64.4062,60.574,64.1,DOWN,0
2007-03-28,60.0,60.0,64.3993,60.33,63.9692,UP,1
2007-03-29,60.34,60.38,64.3941,60.226,63.8386,DOWN,0
2007-03-30,60.26,60.43,64.3901,60.176,63.6896,DOWN,0
2007-04-02,60.1,60.26,64.3844,60.146,63.5364,UP,1
2007-04-03,60.64,60.55,64.3802,60.268,63.4056,UP,1
2007-04-04,61.29,60.71,64.3783,60.526,63.3014,UP,1
2007-04-05,61.55,61.34,64.3793,60.768,63.1922,UP,1
2007-04-09,61.63,61.6,64.3798,61.042,63.0912,UP,1
2007-04-10,61.67,61.54,64.3792,61.356,63.0032,UP,1
2007-04-11,61.89,61.52,64.3827,61.606,62.918,UP,1
2007-04-12,61.92,61.55,64.3857,61.732,62.8286,UP,1
2007-04-13,62.35,62.15,64.3964,61.892,62.7396,UP,1
2007-04-16,63.02,62.49,64.4138,62.17,62.6598,UP,1
2007-04-17,64.55,65.3,64.4404,62.746,62.6192,DOWN,0
2007-04-18,64.43,64.45,64.4631,63.254,62.5818,UP,1
2007-04-19,64.94,64.94,64.4882,63.858,62.5606,UP,1
2007-04-20,65.12,65.45,64.513,64.412,62.547,DOWN,0
2007-04-23,64.75,65.0,64.5366,64.758,62.5268,DOWN,0
2007-04-24,64.49,65.15,64.5564,64.746,62.5046,UP,1
2007-04-25,64.68,64.75,64.5767,64.796,62.489,DOWN,0
2007-04-26,64.24,64.49,64.5932,64.656,62.4662,DOWN,0
2007-04-27,64.17,64.01,64.6102,64.466,62.4326,UP,1
2007-04-30,64.22,64.0,64.6281,64.36,62.4012,UP,1
2007-05-01,64.56,64.53,64.6496,64.374,62.3822,DOWN,0
2007-05-02,64.48,64.01,64.6697,64.334,62.3626,DOWN,0
2007-05-03,64.32,64.59,64.6867,64.35,62.349,UP,1
2007-05-04,64.48,64.56,64.7061,64.412,62.343,DOWN,0
2007-05-07,64.26,63.99,64.7209,64.42,62.3452,DOWN,0
2007-05-08,63.7,63.94,64.7325,64.248,62.3332,UP,1
2007-05-09,64.11,63.64,64.7445,64.174,62.3544,DOWN,0
2007-05-10,62.5,64.01,64.7471,63.81,62.3458,DOWN,0
2007-05-11,62.27,62.3,64.7489,63.368,62.3422,UP,1
2007-05-14,62.61,63.0,64.7517,63.038,62.3554,DOWN,0
2007-05-15,61.82,61.99,64.748,62.662,62.3552,UP,1
2007-05-16,63.05,62.78,64.7487,62.45,62.3822,DOWN,0
2007-05-17,62.74,63.1,64.7496,62.498,62.3998,UP,1
2007-05-18,63.42,62.98,64.7533,62.728,62.4338,UP,1
2007-05-21,63.52,63.85,64.7552,62.91,62.4614,UP,1
2007-05-22,63.58,63.55,64.7577,63.262,62.4972,UP,1
2007-05-23,63.81,63.77,64.7591,63.414,62.558,DOWN,0
