ticker,ZS US Equity,ZS US Equity,ZS US Equity,ZS US Equity,ZS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2022-04-05,238.61,251.0,243.622,240.4762,268.6558,DOWN,0
2022-04-06,226.07,233.89,240.856,240.42,268.6881,UP,1
2022-04-07,231.96,224.64,238.992,240.5222,268.7536,DOWN,0
2022-04-08,226.79,231.03,235.108,240.5964,268.7893,DOWN,0
2022-04-11,224.32,223.71,229.55,240.3088,268.8167,DOWN,0
2022-04-12,223.0,228.48,226.428,239.6266,268.8254,UP,1
2022-04-13,241.23,225.14,229.46,239.2294,268.9243,DOWN,0
2022-04-14,230.84,240.01,229.236,238.6962,268.9982,DOWN,0
2022-04-18,223.57,228.07,228.592,238.2672,269.0475,UP,1
2022-04-19,228.79,222.0,229.486,237.6634,269.1175,DOWN,0
2022-04-20,221.71,230.4,229.228,236.8392,269.1011,DOWN,0
2022-04-21,211.47,224.77,223.276,235.6544,269.0189,DOWN,0
2022-04-22,206.47,211.99,218.402,234.1668,268.9154,UP,1
2022-04-25,216.79,204.92,217.046,232.8206,268.8604,DOWN,0
2022-04-26,207.31,215.55,212.75,231.5068,268.7571,DOWN,0
2022-04-27,204.76,204.84,209.36,230.1134,268.645,UP,1
2022-04-28,213.59,208.9,209.784,228.6688,268.5904,DOWN,0
2022-04-29,202.74,212.12,209.038,227.1062,268.5076,UP,1
2022-05-02,208.23,201.31,207.326,226.032,268.4429,DOWN,0
2022-05-03,204.7,207.32,206.804,225.0216,268.3514,UP,1
2022-05-04,208.93,205.34,207.638,224.104,268.2505,DOWN,0
2022-05-05,190.41,206.2,203.002,223.1242,268.0472,DOWN,0
2022-05-06,172.94,186.8,197.042,221.3154,267.734,DOWN,0
2022-05-09,153.09,167.63,186.014,219.9402,267.3058,DOWN,0
2022-05-10,150.29,159.14,175.132,218.163,266.8847,DOWN,0
2022-05-11,136.57,144.99,160.66,215.9378,266.4024,UP,1
2022-05-12,137.63,132.34,150.104,213.6022,265.9063,UP,1
2022-05-13,153.23,142.23,146.162,211.8262,265.4873,DOWN,0
2022-05-16,140.08,149.87,143.56,210.1178,265.0082,UP,1
2022-05-17,141.78,145.19,141.858,208.866,264.5219,DOWN,0
2022-05-18,128.09,138.55,140.162,207.4552,263.947,UP,1
2022-05-19,132.3,126.72,139.096,205.8542,263.3688,UP,1
2022-05-20,136.89,139.43,135.828,204.4238,262.8149,UP,1
2022-05-23,138.17,135.96,135.446,203.1644,262.2955,DOWN,0
2022-05-24,127.81,136.01,132.652,201.93,261.7094,UP,1
2022-05-25,132.58,127.79,133.55,200.6494,261.1698,UP,1
2022-05-26,142.13,130.56,135.516,199.3514,260.6921,UP,1
2022-05-27,160.0,156.46,140.138,198.2548,260.2774,DOWN,0
2022-05-31,153.09,160.5,143.122,196.8624,259.8171,DOWN,0
2022-06-01,148.94,155.18,147.348,195.424,259.3446,UP,1
2022-06-02,160.84,148.9,153.0,193.993,258.9415,DOWN,0
2022-06-03,156.93,157.52,155.96,192.464,258.5134,UP,1
2022-06-06,158.57,160.41,155.674,190.9196,258.0819,UP,1
2022-06-07,162.81,155.5,157.618,189.5694,257.6639,UP,1
2022-06-08,165.57,162.0,160.944,188.1222,257.2377,DOWN,0
2022-06-09,160.42,163.91,160.86,186.4508,256.75,DOWN,0
2022-06-10,153.61,155.5,160.196,184.725,256.2029,DOWN,0
2022-06-13,140.98,146.0,156.678,182.719,255.5729,UP,1
2022-06-14,142.11,142.33,152.538,180.637,254.9148,UP,1
2022-06-15,148.25,145.29,149.074,178.5598,254.2652,DOWN,0
2022-06-16,136.03,141.6,144.196,176.5082,253.5537,UP,1
2022-06-17,144.22,138.2,142.318,174.8712,252.8912,UP,1
2022-06-21,150.25,146.5,144.172,173.237,252.2315,DOWN,0
2022-06-22,149.11,147.84,145.572,171.6834,251.54,UP,1
2022-06-23,162.76,151.62,148.474,170.4522,250.9393,UP,1
2022-06-24,170.82,165.9,155.432,169.4086,250.3901,DOWN,0
2022-06-27,164.23,170.0,159.434,167.8686,249.8102,DOWN,0
2022-06-28,154.92,163.55,160.368,166.3502,249.2316,UP,1
2022-06-29,154.95,153.68,161.536,164.9778,248.6671,DOWN,0
2022-06-30,149.51,154.36,158.886,163.3922,248.0357,UP,1
2022-07-01,155.37,149.65,155.796,162.0654,247.4453,UP,1
2022-07-05,166.31,154.69,156.212,161.1622,246.9049,DOWN,0
2022-07-06,163.75,165.86,157.978,160.3078,246.3454,UP,1
2022-07-07,167.43,163.03,160.474,159.3206,245.8326,DOWN,0
2022-07-08,166.89,164.0,163.95,158.5122,245.3054,DOWN,0
2022-07-11,162.42,165.15,165.36,157.6654,244.729,DOWN,0
2022-07-12,150.92,163.96,162.282,156.412,244.0835,DOWN,0
2022-07-13,148.95,146.652,159.322,155.3362,243.4283,DOWN,0
2022-07-14,146.06,148.11,155.048,154.0928,242.795,UP,1
2022-07-15,149.32,147.16,151.534,152.9852,242.2479,UP,1
2022-07-18,150.82,153.67,149.214,151.823,241.7076,UP,1
2022-07-19,155.84,153.48,150.198,151.1316,241.1757,UP,1
2022-07-20,162.95,156.67,152.998,150.9318,240.6746,UP,1
2022-07-21,164.64,163.01,156.714,151.1628,240.2385,DOWN,0
2022-07-22,159.93,165.13,158.836,151.3556,239.7457,DOWN,0
2022-07-25,156.09,157.99,159.89,151.746,239.2049,DOWN,0
2022-07-26,141.95,149.45,157.112,151.8324,238.5652,UP,1
2022-07-27,148.71,144.49,154.264,151.742,237.9755,UP,1
2022-07-28,153.06,149.05,151.948,152.0016,237.4023,UP,1
2022-07-29,155.06,154.14,150.974,152.2672,236.789,DOWN,0
2022-08-01,153.5,152.0,150.456,152.7754,236.1233,UP,1
2022-08-02,157.78,150.45,153.622,153.285,235.4427,UP,1
2022-08-03,165.29,160.0,156.938,153.853,234.8057,DOWN,0
2022-08-04,161.99,162.13,158.724,154.3294,234.1091,UP,1
2022-08-05,163.42,158.61,160.396,155.0416,233.436,UP,1
2022-08-08,168.15,164.78,163.326,155.753,232.7884,DOWN,0
2022-08-09,163.41,166.32,164.452,156.1786,232.077,UP,1
2022-08-10,180.41,171.38,167.476,156.5868,231.4397,DOWN,0
2022-08-11,178.71,184.25,170.82,157.0992,230.7773,UP,1
2022-08-12,182.64,182.18,174.664,157.7732,230.1139,DOWN,0
2022-08-15,181.71,180.32,177.376,158.1906,229.4719,DOWN,0
2022-08-16,178.6,179.12,180.414,158.624,228.7832,DOWN,0
2022-08-17,174.35,175.0,179.202,158.9396,228.0607,UP,1
2022-08-18,175.31,175.01,178.522,159.1896,227.3438,DOWN,0
2022-08-19,166.22,172.82,175.238,159.2026,226.5456,DOWN,0
2022-08-22,163.0,162.41,171.496,159.2542,225.7231,UP,1
2022-08-23,165.35,167.81,168.846,159.489,224.8903,UP,1
2022-08-24,165.65,165.61,167.106,159.9824,224.0261,UP,1
2022-08-25,167.72,169.38,165.588,160.4946,223.1139,DOWN,0
2022-08-26,161.19,167.52,164.582,160.7534,222.1568,DOWN,0
2022-08-29,158.53,158.32,163.688,161.2034,221.2639,UP,1
2022-08-30,160.88,160.25,162.794,161.5366,220.3502,DOWN,0
2022-08-31,159.24,163.69,161.512,161.7164,219.401,DOWN,0
2022-09-01,145.57,156.13,157.082,161.6456,218.3999,DOWN,0
2022-09-02,145.12,148.23,153.868,161.2928,217.3567,DOWN,0
2022-09-06,145.03,144.72,151.168,160.777,216.3019,UP,1
2022-09-07,147.71,146.25,148.534,160.4466,215.2122,UP,1
2022-09-08,154.25,145.53,147.536,160.4332,214.1395,UP,1
2022-09-09,188.0,174.95,156.022,161.0942,213.3602,UP,1
2022-09-12,193.6,188.51,165.718,161.976,212.6477,DOWN,0
2022-09-13,181.22,185.3,172.956,162.493,211.8414,UP,1
2022-09-14,182.98,182.15,180.01,162.8264,211.0718,DOWN,0
2022-09-15,175.99,179.21,184.358,163.0712,210.1722,DOWN,0
2022-09-16,169.49,171.65,180.656,163.1124,209.2847,UP,1
2022-09-19,174.57,167.0,176.85,163.266,208.5665,DOWN,0
2022-09-20,172.68,173.53,175.142,163.4712,207.7701,DOWN,0
2022-09-21,171.88,173.02,172.922,163.8904,207.0627,DOWN,0
2022-09-22,162.56,171.15,170.236,164.1626,206.5037,DOWN,0
2022-09-23,158.69,160.26,168.076,164.4152,205.8084,UP,1
2022-09-26,159.76,158.78,165.114,164.624,205.0482,UP,1
2022-09-27,163.21,163.91,163.22,164.8718,204.349,UP,1
2022-09-28,168.78,164.0,162.6,165.1306,203.6641,DOWN,0
2022-09-29,165.89,164.68,163.266,165.1894,202.9509,DOWN,0
2022-09-30,164.37,166.56,164.402,165.184,202.351,UP,1
2022-10-03,170.51,165.055,166.552,165.3956,201.6674,UP,1
2022-10-04,176.0,175.768,169.11,165.7938,201.0712,UP,1
2022-10-05,180.15,171.99,171.384,166.5578,200.4476,UP,1
2022-10-06,182.92,181.18,174.79,167.242,199.8325,DOWN,0
2022-10-07,170.09,178.0,175.934,167.5826,199.0858,DOWN,0
2022-10-10,157.18,169.49,173.268,167.625,198.2616,DOWN,0
2022-10-11,148.73,151.49,167.814,167.5296,197.3903,DOWN,0
2022-10-12,147.63,148.83,161.31,167.3266,196.479,DOWN,0
2022-10-13,145.13,141.28,153.752,166.9234,195.5813,DOWN,0
2022-10-14,135.31,148.1,146.796,166.3898,194.642,UP,1
2022-10-17,145.28,141.13,144.416,166.027,193.7454,UP,1
2022-10-18,149.69,151.1,144.608,165.6578,192.8872,DOWN,0
2022-10-19,148.77,147.91,144.836,165.365,192.1219,UP,1
2022-10-20,150.23,149.28,145.856,164.7614,191.4652,UP,1
2022-10-21,150.48,148.98,148.89,164.1968,190.9059,DOWN,0
2022-10-24,148.67,151.36,149.568,163.5174,190.3482,UP,1
2022-10-25,157.09,150.62,151.048,163.025,189.826,DOWN,0
2022-10-26,151.03,151.45,151.5,162.4736,189.2029,UP,1
2022-10-27,153.77,153.29,152.208,162.062,188.5841,UP,1
2022-10-28,153.96,152.85,152.904,161.635,187.984,UP,1
2022-10-31,154.1,152.73,153.99,161.3926,187.5022,DOWN,0
2022-11-01,150.39,159.0,152.65,161.1404,186.9804,DOWN,0
2022-11-02,138.09,149.99,150.062,160.5952,186.3749,DOWN,0
2022-11-03,131.07,135.38,145.522,159.9036,185.7647,DOWN,0
2022-11-04,121.0,132.0,138.93,158.9692,185.1163,DOWN,0
2022-11-07,117.36,121.59,131.582,158.0926,184.4934,UP,1
2022-11-08,119.93,119.71,125.49,157.3206,183.8771,DOWN,0
2022-11-09,116.25,117.55,121.122,156.428,183.3139,UP,1
2022-11-10,133.12,126.6,121.532,155.9056,182.8453,UP,1
2022-11-11,142.19,134.79,125.77,155.838,182.4408,DOWN,0
2022-11-14,136.85,140.49,129.668,155.6726,181.9316,UP,1
2022-11-15,147.26,143.75,135.134,155.7172,181.3823,DOWN,0
2022-11-16,140.35,144.66,139.954,155.57,180.7786,DOWN,0
2022-11-17,136.75,134.63,140.68,155.22,180.1749,UP,1
2022-11-18,138.73,142.99,139.988,154.2346,179.6434,DOWN,0
2022-11-21,135.92,136.88,139.802,153.081,179.0281,UP,1
2022-11-22,136.76,134.68,137.702,152.1918,178.3973,UP,1
2022-11-23,140.08,137.4,137.648,151.3338,177.7442,DOWN,0
2022-11-25,138.75,138.43,138.048,150.589,177.0337,DOWN,0
2022-11-28,136.72,137.62,137.646,149.9336,176.2968,DOWN,0
2022-11-29,134.85,136.65,137.432,149.1392,175.606,DOWN,0
2022-11-30,133.45,126.99,136.77,148.3546,174.9011,X,X
