ticker,ZS US Equity,ZS US Equity,ZS US Equity,ZS US Equity,ZS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2018-08-07,37.25,37.06,36.852,36.9313,,DOWN,0
2018-08-08,37.04,37.41,37.048,37.1595,,UP,1
2018-08-09,38.29,37.08,37.3,37.4153,,DOWN,0
2018-08-10,38.19,38.21,37.472,37.6539,,DOWN,0
2018-08-13,38.06,38.43,37.766,37.8515,,DOWN,0
2018-08-14,37.52,38.03,37.82,38.0177,,DOWN,0
2018-08-15,36.35,37.02,37.682,38.1421,,UP,1
2018-08-16,39.1,36.99,37.844,38.3111,,UP,1
2018-08-17,40.29,38.92,38.264,38.3611,,DOWN,0
2018-08-20,39.82,40.7,38.616,38.3469,,DOWN,0
2018-08-21,39.43,39.8,38.998,38.3105,,UP,1
2018-08-22,41.72,39.7,40.072,38.3663,,UP,1
2018-08-23,42.55,41.5,40.762,38.4407,,UP,1
2018-08-24,44.43,43.1,41.59,38.5415,,UP,1
2018-08-27,47.26,45.12,43.078,38.6667,,DOWN,0
2018-08-28,47.0,48.24,44.592,38.7987,,UP,1
2018-08-29,47.16,47.0,45.68,38.9587,,DOWN,0
2018-08-30,43.9,47.3,45.95,39.079,,DOWN,0
2018-08-31,42.79,43.4,45.622,39.2306,,UP,1
2018-09-04,44.26,43.0,45.022,39.3832,,DOWN,0
2018-09-05,44.07,44.54,44.436,39.5374,,DOWN,0
2018-09-06,41.87,42.01,43.378,39.6574,,UP,1
2018-09-07,46.05,41.8,43.808,39.8862,,DOWN,0
2018-09-10,45.76,45.19,44.402,40.0952,,DOWN,0
2018-09-11,42.95,45.74,44.14,40.2392,,DOWN,0
2018-09-12,42.68,41.37,43.862,40.3512,,DOWN,0
2018-09-13,42.44,42.25,43.976,40.4714,,UP,1
2018-09-14,42.64,42.28,43.294,40.5908,,DOWN,0
2018-09-17,40.26,42.57,42.194,40.6358,,DOWN,0
2018-09-18,39.75,40.01,41.554,40.6334,,DOWN,0
2018-09-19,37.83,39.15,40.584,40.6192,,UP,1
2018-09-20,38.82,37.6,39.86,40.6132,,UP,1
2018-09-21,40.13,38.9,39.358,40.605,,UP,1
2018-09-24,41.43,39.06,39.592,40.6388,,UP,1
2018-09-25,42.64,41.35,40.17,40.6692,,DOWN,0
2018-09-26,41.97,42.0,40.998,40.671,,DOWN,0
2018-09-27,41.61,41.87,41.556,40.6696,,DOWN,0
2018-09-28,40.78,41.42,41.686,40.6776,,DOWN,0
2018-10-01,39.93,41.5,41.386,40.6804,,DOWN,0
2018-10-02,37.03,39.79,40.264,40.5934,,UP,1
2018-10-03,38.21,38.07,39.512,40.5614,,DOWN,0
2018-10-04,37.81,38.3,38.752,40.4932,,DOWN,0
2018-10-05,37.04,37.52,38.004,40.4406,,DOWN,0
2018-10-08,36.35,36.72,37.288,40.42,,DOWN,0
2018-10-09,35.73,36.19,37.028,40.4102,,DOWN,0
2018-10-10,33.54,35.19,36.094,40.3748,,UP,1
2018-10-11,34.55,33.0,35.442,40.3446,,UP,1
2018-10-12,36.3,37.09,35.294,40.33,,UP,1
2018-10-15,36.86,36.3,35.396,40.3206,,UP,1
2018-10-16,38.96,37.3,36.042,40.368,,DOWN,0
2018-10-17,37.91,39.1,36.916,40.3812,,DOWN,0
2018-10-18,36.78,37.95,37.362,40.376,,DOWN,0
2018-10-19,35.68,37.11,37.238,40.3238,,UP,1
2018-10-22,36.3,36.14,37.126,40.286,,DOWN,0
2018-10-23,35.53,35.23,36.44,40.2354,,DOWN,0
2018-10-24,34.02,35.55,35.662,40.1654,,UP,1
2018-10-25,35.75,34.6,35.456,40.1534,,DOWN,0
2018-10-26,33.75,34.49,35.07,40.0464,,UP,1
2018-10-29,34.17,34.7,34.644,39.924,,UP,1
2018-10-30,35.49,33.97,34.636,39.8374,,UP,1
2018-10-31,36.29,36.59,35.09,39.7746,,UP,1
2018-11-01,38.96,36.3,35.732,39.7194,,UP,1
2018-11-02,39.42,39.26,36.866,39.6568,,UP,1
2018-11-05,39.77,39.84,37.986,39.5636,,UP,1
2018-11-06,40.97,39.81,39.082,39.4378,,UP,1
2018-11-07,41.0,41.07,40.024,39.3178,,UP,1
2018-11-08,41.74,41.25,40.58,39.2094,,DOWN,0
2018-11-09,40.71,41.74,40.838,39.1456,,DOWN,0
2018-11-12,39.34,40.52,40.752,39.0766,,UP,1
2018-11-13,40.32,39.27,40.622,38.9978,,DOWN,0
2018-11-14,40.09,41.0,40.44,38.9182,,UP,1
2018-11-15,40.99,40.03,40.29,38.9006,,DOWN,0
2018-11-16,37.65,40.26,39.678,38.7326,,DOWN,0
2018-11-19,33.1,37.6,38.43,38.4794,,DOWN,0
2018-11-20,32.25,31.28,36.816,38.2654,,UP,1
2018-11-21,33.48,32.95,35.494,38.0814,,UP,1
2018-11-23,33.85,33.11,34.066,37.9096,,UP,1
2018-11-26,34.68,34.46,33.472,37.7504,,DOWN,0
2018-11-27,34.61,34.25,33.774,37.6374,,UP,1
2018-11-28,36.9,35.16,34.704,37.5804,,UP,1
2018-11-29,37.56,36.58,35.52,37.575,,UP,1
2018-11-30,39.26,37.72,36.602,37.5838,,DOWN,0
2018-12-03,39.12,40.99,37.49,37.5636,,DOWN,0
2018-12-04,37.21,38.84,38.01,37.4792,,UP,1
2018-12-06,42.98,38.3,39.226,37.486,,DOWN,0
2018-12-07,40.39,42.61,39.792,37.4544,,UP,1
2018-12-10,40.6,39.3,40.06,37.4342,,DOWN,0
2018-12-11,39.76,41.25,40.188,37.4138,,UP,1
2018-12-12,41.22,40.75,40.99,37.4396,,UP,1
2018-12-13,41.86,41.33,40.766,37.5362,,UP,1
2018-12-14,42.47,41.11,41.182,37.6214,,DOWN,0
2018-12-17,38.27,41.9,40.716,37.6306,,UP,1
2018-12-18,39.6,38.26,40.684,37.6818,,DOWN,0
2018-12-19,39.33,39.53,40.306,37.7414,,DOWN,0
2018-12-20,37.23,39.25,39.38,37.7714,,DOWN,0
2018-12-21,34.96,37.5,37.878,37.7998,,UP,1
2018-12-24,35.55,34.41,37.334,37.8198,,UP,1
2018-12-26,39.13,35.95,37.24,37.8764,,UP,1
2018-12-27,40.17,38.18,37.408,37.9426,,DOWN,0
2018-12-28,39.8,40.14,37.922,37.9594,35.7354,DOWN,0
2018-12-31,39.21,40.24,38.772,37.9854,35.8514,UP,1
2019-01-02,39.81,38.39,39.624,38.046,35.8855,DOWN,0
2019-01-03,39.32,38.95,39.662,38.1188,35.9426,UP,1
2019-01-04,41.77,40.16,39.982,38.2282,35.9995,UP,1
2019-01-07,43.56,41.97,40.734,38.3888,36.0619,UP,1
2019-01-08,43.98,44.0,41.688,38.588,36.1327,UP,1
2019-01-09,44.88,43.68,42.702,38.7706,36.2099,UP,1
2019-01-10,45.41,43.97,43.92,39.0038,36.2978,DOWN,0
2019-01-11,45.2,44.91,44.606,39.2244,36.3851,DOWN,0
2019-01-14,45.01,44.51,44.896,39.4148,36.4725,UP,1
2019-01-15,45.32,43.32,45.164,39.5954,36.5587,DOWN,0
2019-01-16,44.15,45.5,45.018,39.6992,36.6442,UP,1
2019-01-17,44.84,44.16,44.904,39.8076,36.7344,UP,1
2019-01-18,45.35,45.39,44.934,39.9192,36.8213,DOWN,0
2019-01-22,44.59,45.1,44.85,39.9916,36.9016,UP,1
2019-01-23,45.05,45.0,44.796,40.0726,36.9857,UP,1
2019-01-24,45.06,45.0,44.978,40.139,37.0783,UP,1
2019-01-25,45.89,45.57,45.188,40.2426,37.1674,DOWN,0
2019-01-28,45.59,44.97,45.236,40.3676,37.2568,DOWN,0
2019-01-29,45.17,45.7,45.352,40.4646,37.3429,UP,1
2019-01-30,45.52,45.56,45.446,40.5732,37.4331,UP,1
2019-01-31,48.37,45.37,46.108,40.7208,37.53,DOWN,0
2019-02-01,48.32,48.04,46.594,40.9342,37.6278,UP,1
2019-02-04,49.07,48.42,47.29,41.2536,37.7299,DOWN,0
2019-02-05,48.32,49.38,47.92,41.575,37.8314,DOWN,0
2019-02-06,47.75,48.0,48.366,41.8604,37.934,UP,1
2019-02-07,48.03,47.22,48.298,42.144,38.0399,UP,1
2019-02-08,48.46,47.22,48.326,42.4196,38.1465,UP,1
2019-02-11,48.59,48.91,48.23,42.6992,38.2489,UP,1
2019-02-12,50.1,49.13,48.586,42.9632,38.3561,DOWN,0
2019-02-13,49.0,50.46,48.836,43.192,38.4576,UP,1
2019-02-14,50.08,48.855,49.246,43.4084,38.5585,UP,1
2019-02-15,50.11,50.4,49.576,43.6282,38.6634,DOWN,0
2019-02-19,49.99,50.18,49.856,43.8838,38.7636,DOWN,0
2019-02-20,49.83,50.18,49.802,44.0208,38.8749,DOWN,0
2019-02-21,49.67,50.04,49.936,44.2064,38.984,UP,1
2019-02-22,49.78,50.06,49.876,44.39,39.0946,UP,1
2019-02-25,49.93,50.3,49.84,44.5934,39.2066,UP,1
2019-02-26,50.0,50.03,49.842,44.769,39.3174,UP,1
2019-02-27,50.72,50.27,50.02,44.9462,39.4301,DOWN,0
2019-02-28,49.68,51.0,50.022,45.0904,39.5319,UP,1
2019-03-01,60.57,57.49,52.18,45.5364,39.6924,DOWN,0
2019-03-04,58.03,60.61,53.8,45.905,39.8455,DOWN,0
2019-03-05,57.53,57.0,55.306,46.269,39.9977,UP,1
2019-03-06,58.27,57.4,56.816,46.6898,40.1521,UP,1
2019-03-07,59.18,58.25,58.716,47.1742,40.3116,UP,1
2019-03-08,60.54,58.23,58.71,47.674,40.4772,UP,1
2019-03-11,63.34,60.8,59.772,48.1582,40.6584,UP,1
2019-03-12,63.65,63.35,60.996,48.6278,40.8439,UP,1
2019-03-13,64.8,64.0,62.302,49.1278,41.0351,UP,1
2019-03-14,66.94,65.0,63.854,49.6824,41.2451,UP,1
2019-03-15,67.19,67.23,65.184,50.23,41.4529,UP,1
2019-03-18,67.28,67.39,65.972,50.7892,41.6618,UP,1
2019-03-19,67.91,68.0,66.824,51.312,41.87,DOWN,0
2019-03-20,67.49,67.74,67.362,51.7906,42.0666,UP,1
2019-03-21,69.92,67.01,67.958,52.3094,42.2701,DOWN,0
2019-03-22,66.01,69.9,67.722,52.732,42.4495,UP,1
2019-03-25,67.81,65.55,67.828,53.18,42.6353,UP,1
2019-03-26,71.03,68.67,68.452,53.6966,42.8015,DOWN,0
2019-03-27,69.75,71.11,68.904,54.1914,42.9476,UP,1
2019-03-28,71.05,69.98,69.13,54.706,43.0966,DOWN,0
2019-03-29,70.93,71.39,70.114,55.2416,43.2566,DOWN,0
2019-04-01,70.74,72.0,70.7,55.7596,43.4162,UP,1
2019-04-02,70.91,70.93,70.676,56.2708,43.5738,DOWN,0
2019-04-03,69.34,71.3,70.594,56.7658,43.7155,DOWN,0
2019-04-04,63.28,69.71,69.04,57.1304,43.8299,DOWN,0
2019-04-05,63.14,63.5,67.482,57.492,43.9498,UP,1
2019-04-08,63.47,62.81,66.028,57.8436,44.0777,UP,1
2019-04-09,64.94,64.71,64.834,58.2306,44.2264,UP,1
2019-04-10,68.44,64.75,64.654,58.696,44.3854,DOWN,0
2019-04-11,67.75,68.23,65.548,59.1406,44.5424,DOWN,0
2019-04-12,66.64,68.31,66.248,59.506,44.6962,UP,1
2019-04-15,67.04,66.59,66.962,59.8804,44.8584,DOWN,0
2019-04-16,66.26,67.3,67.226,60.2242,45.0131,DOWN,0
2019-04-17,62.43,66.44,66.024,60.5064,45.1465,UP,1
2019-04-18,62.73,62.27,65.02,60.806,45.2748,UP,1
2019-04-22,64.26,62.5,64.544,61.1306,45.4139,UP,1
2019-04-23,65.42,65.0,64.22,61.4698,45.5577,DOWN,0
2019-04-24,64.99,65.93,63.966,61.7978,45.6926,UP,1
2019-04-25,66.96,65.85,64.872,62.135,45.828,DOWN,0
2019-04-26,66.94,66.77,65.714,62.4938,45.97,UP,1
2019-04-29,68.2,66.87,66.502,62.8562,46.1154,UP,1
2019-04-30,68.31,67.96,67.08,63.2202,46.2543,DOWN,0
2019-05-01,66.17,68.98,67.316,63.5438,46.3864,DOWN,0
2019-05-02,65.67,65.88,67.058,63.8606,46.5092,UP,1
2019-05-03,67.4,66.32,67.15,64.2152,46.6368,UP,1
2019-05-06,69.5,65.01,67.41,64.6096,46.7759,DOWN,0
2019-05-07,66.36,68.89,67.02,64.9382,46.9058,UP,1
2019-05-08,67.61,66.33,67.308,65.2904,47.0449,UP,1
2019-05-09,68.62,66.91,67.898,65.6484,47.1811,UP,1
2019-05-10,73.55,68.76,69.128,66.1258,47.3498,DOWN,0
2019-05-13,68.09,71.62,68.846,66.2762,47.4841,UP,1
2019-05-14,72.05,69.97,69.984,66.5566,47.646,UP,1
2019-05-15,75.02,71.65,71.466,66.9064,47.8342,UP,1
2019-05-16,78.66,75.13,73.474,67.3142,48.0464,UP,1
2019-05-17,78.79,77.68,74.522,67.7064,48.2638,DOWN,0
2019-05-20,76.64,77.6,76.232,68.0284,48.4667,DOWN,0
2019-05-21,76.09,77.53,77.04,68.2834,48.662,DOWN,0
2019-05-22,75.89,75.31,77.214,68.5282,48.8548,DOWN,0
2019-05-23,73.45,75.25,76.172,68.7012,49.0391,UP,1
2019-05-24,73.76,74.11,75.166,68.8376,49.2217,UP,1
2019-05-28,74.24,74.58,74.686,68.9786,49.4077,DOWN,0
2019-05-29,71.15,72.88,73.698,69.056,49.572,UP,1
2019-05-30,72.99,71.84,73.118,69.1576,49.746,DOWN,0
2019-05-31,68.63,71.98,72.154,69.1804,49.8988,DOWN,0
2019-06-03,66.9,68.66,70.782,69.12,50.0457,UP,1
2019-06-04,71.96,68.0,70.326,69.239,50.2238,UP,1
2019-06-05,72.45,72.97,70.586,69.3318,50.3905,DOWN,0
2019-06-06,72.33,72.5,70.454,69.3578,50.5507,UP,1
2019-06-07,75.51,72.5,71.83,69.473,50.7292,UP,1
2019-06-10,76.92,76.76,73.834,69.5904,50.9166,DOWN,0
2019-06-11,75.83,77.18,74.608,69.6884,51.0872,UP,1
2019-06-12,77.17,76.0,75.552,69.817,51.2603,UP,1
2019-06-13,79.72,77.39,77.03,69.9932,51.4367,DOWN,0
2019-06-14,77.67,79.7,77.462,70.1598,51.5888,DOWN,0
2019-06-17,76.74,78.43,77.426,70.429,51.7375,UP,1
2019-06-18,78.0,77.92,77.86,70.7262,51.8917,UP,1
2019-06-19,79.88,78.63,78.402,71.0544,52.0716,DOWN,0
2019-06-20,79.18,80.8,78.294,71.3392,52.2535,DOWN,0
2019-06-21,77.24,78.89,78.208,71.5152,52.4184,DOWN,0
2019-06-24,75.46,77.72,77.952,71.6694,52.5754,DOWN,0
2019-06-25,73.82,75.48,77.116,71.813,52.7351,UP,1
2019-06-26,74.3,74.85,76.0,71.9582,52.8764,UP,1
2019-06-27,77.5,75.96,75.664,72.183,53.0351,DOWN,0
2019-06-28,76.64,78.01,75.544,72.4672,53.2035,DOWN,0
2019-07-01,76.61,78.23,75.774,72.7448,53.3732,UP,1
2019-07-02,78.96,76.83,76.802,73.0388,53.5557,UP,1
2019-07-03,80.64,79.16,78.07,73.3432,53.7457,UP,1
2019-07-05,83.06,80.53,79.182,73.7046,53.9597,UP,1
2019-07-08,83.79,82.57,80.612,74.0412,54.1799,UP,1
2019-07-09,84.31,83.01,82.152,74.3886,54.4123,DOWN,0
2019-07-10,83.29,84.62,83.018,74.6904,54.6347,DOWN,0
2019-07-11,82.28,83.85,83.346,74.9698,54.8455,DOWN,0
2019-07-12,81.87,82.4,83.108,75.2838,55.0477,UP,1
2019-07-15,83.79,82.44,83.108,75.6462,55.2534,DOWN,0
2019-07-16,82.59,83.88,82.764,75.95,55.4565,DOWN,0
2019-07-17,82.0,82.95,82.506,76.2,55.6585,UP,1
2019-07-18,82.38,81.83,82.526,76.5204,55.8665,UP,1
2019-07-19,82.68,83.79,82.688,76.8218,56.0802,UP,1
2019-07-22,84.0,83.25,82.73,77.1294,56.3151,DOWN,0
2019-07-23,84.0,85.0,83.012,77.3384,56.544,UP,1
2019-07-24,86.69,83.81,83.95,77.7104,56.7884,DOWN,0
2019-07-25,86.42,86.51,84.758,77.9978,57.0353,UP,1
2019-07-26,88.21,87.0,85.864,78.2616,57.2946,DOWN,0
2019-07-29,85.57,88.5,86.178,78.3998,57.5438,DOWN,0
2019-07-30,84.68,84.7,86.314,78.5176,57.7995,DOWN,0
2019-07-31,84.27,85.2,85.83,78.6702,58.0481,UP,1
2019-08-01,85.26,84.83,85.598,78.8536,58.2929,DOWN,0
2019-08-02,83.48,84.14,84.652,79.0054,58.526,DOWN,0
2019-08-05,78.17,80.0,83.172,79.0998,58.7221,UP,1
2019-08-06,79.94,79.91,82.224,79.2234,58.9322,UP,1
2019-08-07,81.22,79.0,81.614,79.363,59.1544,UP,1
2019-08-08,84.72,82.88,81.506,79.6344,59.3996,UP,1
2019-08-09,85.18,84.39,81.846,79.8782,59.644,DOWN,0
2019-08-12,83.21,84.7,82.854,80.1698,59.8824,UP,1
2019-08-13,85.04,83.03,83.874,80.5326,60.1375,DOWN,0
2019-08-14,81.5,83.36,83.93,80.7234,60.3663,DOWN,0
2019-08-15,79.18,82.26,82.822,80.858,60.5934,UP,1
2019-08-16,80.91,80.0,81.968,81.0296,60.8271,DOWN,0
2019-08-19,71.8,80.28,79.686,80.9554,61.0087,DOWN,0
2019-08-20,70.8,71.5,76.838,80.833,61.1812,UP,1
2019-08-21,72.99,71.56,75.136,80.7762,61.3514,DOWN,0
2019-08-22,72.54,73.65,73.808,80.6836,61.517,DOWN,0
2019-08-23,71.28,72.5,71.882,80.5148,61.6745,UP,1
2019-08-26,71.78,72.1,71.878,80.397,61.8286,DOWN,0
2019-08-27,71.46,72.38,72.01,80.2914,61.9809,DOWN,0
2019-08-28,69.16,70.92,71.244,80.1146,62.118,UP,1
2019-08-29,70.51,70.2,70.838,79.9272,62.267,DOWN,0
2019-08-30,68.74,70.89,70.33,79.7184,62.414,DOWN,0
2019-09-03,65.67,68.09,69.108,79.487,62.5407,UP,1
2019-09-04,67.91,66.52,68.398,79.336,62.6798,DOWN,0
2019-09-05,66.98,68.94,67.962,79.1992,62.8098,DOWN,0
2019-09-06,64.05,65.86,66.67,78.9942,62.9418,DOWN,0
2019-09-09,62.02,64.31,65.326,78.6846,63.0864,DOWN,0
2019-09-10,61.6,60.94,64.512,78.3838,63.2331,DOWN,0
2019-09-11,49.67,48.36,60.864,77.845,63.3141,DOWN,0
2019-09-12,49.59,50.7,57.386,77.2576,63.3928,DOWN,0
2019-09-13,47.48,49.34,54.072,76.5944,63.4568,UP,1
2019-09-16,47.62,47.02,51.192,75.8856,63.5218,UP,1
2019-09-17,50.64,48.05,49.0,75.2226,63.5905,UP,1
2019-09-18,51.95,50.75,49.456,74.5754,63.6625,DOWN,0
2019-09-19,50.35,52.16,49.608,73.9166,63.7179,UP,1
2019-09-20,51.45,50.67,50.402,73.3,63.7796,DOWN,0
2019-09-23,50.32,51.2,50.942,72.669,63.8451,DOWN,0
2019-09-24,49.23,51.45,50.66,71.9778,63.8764,DOWN,0
2019-09-25,48.89,48.87,50.048,71.3038,63.9189,DOWN,0
2019-09-26,48.77,49.2,49.732,70.6392,63.9597,DOWN,0
2019-09-27,46.99,48.86,48.84,69.9314,63.9959,UP,1
2019-09-30,47.26,46.87,48.228,69.223,64.0261,DOWN,0
2019-10-01,47.02,47.4,47.786,68.4834,64.0519,DOWN,0
2019-10-02,46.94,46.46,47.396,67.7422,64.0742,UP,1
2019-10-03,48.97,47.6,47.436,66.9878,64.1277,UP,1
2019-10-04,49.21,49.31,47.88,66.2436,64.1758,UP,1
2019-10-07,49.88,49.37,48.404,65.477,64.2285,DOWN,0
2019-10-08,46.9,49.36,48.38,64.7036,64.2769,UP,1
2019-10-09,48.22,47.37,48.636,63.9744,64.3432,DOWN,0
2019-10-10,47.3,48.17,48.302,63.235,64.4019,UP,1
2019-10-11,48.12,47.88,48.084,62.4922,64.4469,DOWN,0
2019-10-14,47.5,48.15,47.608,61.7726,64.4835,DOWN,0
2019-10-15,46.385,47.59,47.505,61.1369,64.5164,DOWN,0
2019-10-16,45.65,45.1,46.991,60.4511,64.5486,DOWN,0
2019-10-17,45.15,45.73,46.561,59.7297,64.5753,DOWN,0
2019-10-18,42.84,44.89,45.505,58.8921,64.5929,DOWN,0
2019-10-21,42.17,42.87,44.439,58.0319,64.5949,DOWN,0
2019-10-22,40.75,42.6,43.312,57.1827,64.5809,UP,1
2019-10-23,41.09,40.21,42.4,56.3037,64.5664,UP,1
2019-10-24,43.33,41.66,42.036,55.5403,64.5587,DOWN,0
2019-10-25,42.86,43.38,42.04,54.8139,64.5459,DOWN,0
2019-10-28,42.41,43.34,42.088,54.0439,64.532,UP,1
2019-10-29,43.12,42.66,42.562,53.4703,64.5225,UP,1
2019-10-30,45.16,43.7,43.376,52.9575,64.5217,DOWN,0
2019-10-31,43.98,45.3,43.506,52.3773,64.5209,UP,1
2019-11-01,45.0,44.0,43.934,51.8265,64.5217,DOWN,0
2019-11-04,44.36,45.21,44.324,51.2881,64.5167,UP,1
2019-11-05,44.43,44.7,44.586,50.7411,64.5159,DOWN,0
2019-11-06,43.91,44.89,44.336,50.1901,64.5102,DOWN,0
2019-11-07,42.55,44.5,44.05,49.6579,64.4977,UP,1
2019-11-08,43.9,42.55,43.83,49.1257,64.4877,UP,1
2019-11-11,44.07,43.8,43.772,48.6323,64.4801,UP,1
2019-11-12,44.77,44.6,43.84,48.2143,64.4781,UP,1
2019-11-13,44.82,44.81,44.022,47.7525,64.4746,UP,1
2019-11-14,45.32,44.83,44.576,47.3193,64.4594,UP,1
2019-11-15,45.83,45.6,44.962,46.9549,64.4469,DOWN,0
2019-11-18,44.51,46.0,45.05,46.6047,64.4241,UP,1
2019-11-19,46.22,45.24,45.34,46.2971,64.4136,UP,1
2019-11-20,46.6,46.55,45.696,46.2357,64.4079,DOWN,0
2019-11-21,45.42,46.77,45.716,46.1523,64.3948,UP,1
2019-11-22,46.32,45.96,45.814,46.1291,64.3841,UP,1
2019-11-25,50.39,48.16,46.99,46.1845,64.3931,UP,1
2019-11-26,51.66,50.32,48.078,46.2049,64.4009,UP,1
2019-11-27,52.06,52.0,49.17,46.2071,64.4162,UP,1
2019-11-29,52.13,52.04,50.512,46.2427,64.4265,DOWN,0
2019-12-02,51.07,52.07,51.462,46.2351,64.4313,UP,1
2019-12-03,52.8,49.3,51.944,46.2847,64.4453,DOWN,0
2019-12-04,49.85,48.74,51.582,46.2971,64.4454,DOWN,0
2019-12-05,48.11,49.8,50.792,46.2815,64.4376,DOWN,0
2019-12-06,46.7,48.39,49.706,46.2401,64.4222,UP,1
2019-12-09,47.3,46.5,48.952,46.2463,64.4091,DOWN,0
2019-12-10,46.13,47.0,47.618,46.2237,64.3897,DOWN,0
2019-12-11,45.2,46.28,46.688,46.1873,64.3621,DOWN,0
2019-12-12,45.19,45.13,46.104,46.1523,64.3397,UP,1
2019-12-13,45.98,45.23,45.96,46.0925,64.2667,UP,1
2019-12-16,46.96,46.05,45.892,46.0475,64.2114,DOWN,0
2019-12-17,46.52,46.13,45.97,45.9803,64.1563,UP,1
2019-12-18,47.24,46.62,46.378,45.9871,64.1012,UP,1
2019-12-19,47.91,47.03,46.922,45.9809,64.0448,UP,1
2019-12-20,49.13,48.06,47.552,46.0175,63.9878,DOWN,0
2019-12-23,48.17,49.2,47.794,46.0185,63.9119,DOWN,0
2019-12-24,47.74,48.4,48.038,46.0233,63.8324,UP,1
2019-12-26,48.16,48.0,48.222,46.0588,63.7492,DOWN,0
2019-12-27,47.61,48.5,48.162,46.098,63.6525,DOWN,0
2019-12-30,46.5,47.25,47.636,46.125,63.5491,DOWN,0
2019-12-31,46.5,46.11,47.302,46.1982,63.4452,UP,1
2020-01-02,47.33,46.87,47.22,46.3014,63.3423,UP,1
2020-01-03,47.38,46.62,47.064,46.434,63.2417,UP,1
2020-01-06,48.7,46.9,47.282,46.5862,63.1356,DOWN,0
2020-01-07,48.4,49.04,47.662,46.6876,63.0476,UP,1
2020-01-08,50.75,48.14,48.512,46.8454,62.9623,UP,1
2020-01-09,54.0,51.16,49.846,47.0772,62.8771,UP,1
2020-01-10,55.0,54.0,51.37,47.3148,62.8034,UP,1
2020-01-13,59.62,55.5,53.554,47.604,62.7462,DOWN,0
2020-01-14,59.54,59.61,55.782,47.9152,62.6893,UP,1
2020-01-15,59.99,58.81,57.63,48.215,62.6355,UP,1
2020-01-16,61.82,60.01,59.194,48.5642,62.5901,DOWN,0
2020-01-17,59.43,62.0,60.08,48.8642,62.5405,UP,1
2020-01-21,60.51,59.29,60.258,49.1962,62.5267,DOWN,0
2020-01-22,59.92,61.12,60.334,49.5436,62.5106,DOWN,0
2020-01-23,59.31,59.99,60.198,49.8518,62.4898,DOWN,0
2020-01-24,57.8,59.7,59.394,50.1264,62.4541,DOWN,0
2020-01-27,56.04,55.55,58.716,50.3518,62.3921,UP,1
2020-01-28,56.5,56.52,57.914,50.5854,62.3358,UP,1
2020-01-29,57.13,56.93,57.356,50.8216,62.2883,UP,1
2020-01-30,57.69,56.91,57.032,51.0588,62.2415,DOWN,0
2020-01-31,56.09,57.75,56.69,51.2904,62.1907,UP,1
2020-02-03,56.82,56.56,56.846,51.5024,62.1626,UP,1
2020-02-04,58.88,58.19,57.322,51.748,62.1434,DOWN,0
2020-02-05,58.51,60.0,57.598,52.0098,62.1146,DOWN,0
2020-02-06,58.4,59.0,57.74,52.2514,62.0795,UP,1
2020-02-07,58.97,58.38,58.316,52.423,62.0494,UP,1
2020-02-10,60.84,59.05,59.12,52.6066,62.0188,UP,1
2020-02-11,60.92,61.26,59.528,52.7838,61.9887,DOWN,0
2020-02-12,60.48,61.22,59.922,52.9508,61.9501,UP,1
2020-02-13,61.9,60.09,60.622,53.1674,61.9181,UP,1
2020-02-14,62.11,62.16,61.25,53.3536,61.8978,UP,1
2020-02-18,63.86,62.0,61.854,53.6338,61.8887,UP,1
2020-02-19,65.17,64.64,62.704,53.975,61.8776,UP,1
2020-02-20,65.18,65.47,63.644,54.3446,61.856,DOWN,0
2020-02-21,54.51,56.715,62.166,54.4888,61.7967,DOWN,0
2020-02-24,51.86,50.17,60.116,54.6034,61.718,DOWN,0
2020-02-25,50.41,52.78,57.426,54.7076,61.6269,UP,1
2020-02-26,51.33,51.0,54.658,54.8304,61.5158,DOWN,0
2020-02-27,49.74,49.99,51.57,54.9056,61.4241,UP,1
2020-02-28,51.99,48.145,51.066,55.0062,61.3238,UP,1
2020-03-02,52.78,52.81,51.25,55.1314,61.2126,DOWN,0
2020-03-03,51.33,52.66,51.434,55.2132,61.0759,UP,1
2020-03-04,53.39,52.39,51.846,55.3228,60.9489,DOWN,0
2020-03-05,53.36,52.62,52.57,55.4074,60.8325,DOWN,0
2020-03-06,49.39,53.0,52.05,55.4318,60.699,DOWN,0
2020-03-09,43.94,44.95,50.282,55.3558,60.5393,UP,1
2020-03-10,47.01,46.15,49.418,55.3328,60.4071,DOWN,0
2020-03-11,42.88,45.79,47.316,55.2382,60.2527,DOWN,0
2020-03-12,39.5,37.5,44.544,55.0982,60.079,UP,1
2020-03-13,41.89,41.96,43.044,55.006,59.9327,DOWN,0
2020-03-16,41.82,37.0,42.62,54.8958,59.7768,UP,1
2020-03-17,46.86,40.97,42.59,54.8854,59.668,UP,1
2020-03-18,50.17,44.0,44.048,54.9148,59.5843,UP,1
2020-03-19,51.805,50.0,46.509,54.9829,59.4835,UP,1
2020-03-20,53.64,52.54,48.859,55.0407,59.3895,UP,1
2020-03-23,58.03,53.36,52.101,55.1213,59.318,UP,1
2020-03-24,62.14,58.55,55.157,55.2641,59.2511,DOWN,0
2020-03-25,59.13,61.93,56.949,55.2543,59.1622,UP,1
