ticker,ADSK US Equity,ADSK US Equity,ADSK US Equity,ADSK US Equity,ADSK US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-07-26,34.9,35.64,32.3007,35.674,36.0237,DOWN,0
2005-07-27,34.29,35.01,32.3504,35.234,35.9895,UP,1
2005-07-28,34.65,34.44,32.4024,35.066,35.9541,DOWN,0
2005-07-29,34.19,34.65,32.4554,34.726,35.9095,DOWN,0
2005-08-01,33.83,34.25,32.5027,34.372,35.8549,UP,1
2005-08-02,35.2,33.84,32.5545,34.432,35.8413,UP,1
2005-08-03,36.04,35.16,32.611,34.782,35.8417,UP,1
2005-08-04,36.39,35.875,32.6692,35.13,35.8345,DOWN,0
2005-08-05,35.91,36.12,32.7241,35.474,35.8111,UP,1
2005-08-08,36.04,36.05,32.7779,35.916,35.7721,UP,1
2005-08-09,36.6,36.02,32.8364,36.196,35.7411,UP,1
2005-08-10,36.68,36.75,32.8952,36.324,35.6831,UP,1
2005-08-11,36.69,36.74,32.9525,36.384,35.6545,UP,1
2005-08-12,36.83,36.55,33.0079,36.568,35.6305,UP,1
2005-08-15,37.75,36.78,33.0666,36.91,35.6471,DOWN,0
2005-08-16,37.56,37.75,33.1226,37.102,35.6387,UP,1
2005-08-17,37.76,37.75,33.1771,37.318,35.6223,UP,1
2005-08-18,38.35,37.7,33.2334,37.65,35.6361,UP,1
2005-08-19,40.41,39.97,33.2972,38.366,35.6991,DOWN,0
2005-08-22,40.41,40.22,33.3551,38.898,35.7759,UP,1
2005-08-23,40.6,40.13,33.414,39.506,35.8479,UP,1
2005-08-24,41.1,40.27,33.4759,40.174,35.9389,UP,1
2005-08-25,41.71,41.42,33.542,40.846,36.0369,DOWN,0
2005-08-26,41.32,41.58,33.6067,41.028,36.1223,UP,1
2005-08-29,41.41,41.1,33.6662,41.228,36.2133,UP,1
2005-08-30,41.77,41.3,33.7236,41.462,36.3085,UP,1
2005-08-31,43.2,41.77,33.7888,41.882,36.4359,DOWN,0
2005-09-01,42.61,42.87,33.8517,42.062,36.5717,DOWN,0
2005-09-02,42.59,42.44,33.9139,42.316,36.7235,UP,1
2005-09-06,43.44,42.58,33.9794,42.722,36.9127,UP,1
2005-09-07,43.84,43.5,34.0394,43.136,37.1105,UP,1
2005-09-08,43.91,43.81,34.0984,43.278,37.2925,DOWN,0
2005-09-09,43.72,43.89,34.1551,43.5,37.4801,UP,1
2005-09-12,44.22,43.75,34.2145,43.826,37.6777,DOWN,0
2005-09-13,43.6,43.86,34.27,43.858,37.8725,DOWN,0
2005-09-14,43.08,43.59,34.321,43.706,38.0515,DOWN,0
2005-09-15,42.81,43.25,34.3715,43.486,38.2331,DOWN,0
2005-09-16,42.38,42.75,34.4175,43.218,38.4155,DOWN,0
2005-09-19,41.63,42.1,34.4603,42.7,38.5737,UP,1
2005-09-20,42.15,41.61,34.5041,42.41,38.7353,DOWN,0
2005-09-21,41.36,41.91,34.5429,42.066,38.8567,DOWN,0
2005-09-22,41.25,41.01,34.5837,41.754,38.9762,UP,1
2005-09-23,42.27,41.03,34.6319,41.732,39.1156,UP,1
2005-09-26,42.72,42.75,34.6824,41.95,39.2636,UP,1
2005-09-27,43.37,42.67,34.7335,42.194,39.43,UP,1
2005-09-28,43.81,43.8,34.7802,42.684,39.5964,UP,1
2005-09-29,44.84,43.89,34.832,43.402,39.7634,UP,1
2005-09-30,46.44,44.94,34.8902,44.236,39.9824,UP,1
2005-10-03,46.74,45.95,34.9503,45.04,40.1994,DOWN,0
2005-10-04,46.47,46.75,35.0025,45.66,40.4168,DOWN,0
2005-10-05,44.81,45.96,35.0465,45.86,40.615,DOWN,0
2005-10-06,43.53,44.37,35.0731,45.598,40.7998,UP,1
2005-10-07,43.77,43.58,35.1013,45.064,40.9822,DOWN,0
2005-10-10,43.63,44.04,35.1318,44.442,41.171,DOWN,0
2005-10-11,43.44,43.7,35.1617,43.836,41.3632,DOWN,0
2005-10-12,42.98,43.3,35.1837,43.47,41.5188,DOWN,0
2005-10-13,42.21,42.9,35.2033,43.206,41.6422,UP,1
2005-10-14,43.06,42.1,35.2284,43.064,41.7756,UP,1
2005-10-17,43.17,43.16,35.2545,42.972,41.9208,DOWN,0
2005-10-18,42.1,42.84,35.2779,42.704,42.042,UP,1
2005-10-19,43.5,42.26,35.3204,42.808,42.18,UP,1
2005-10-20,43.6,43.75,35.362,43.086,42.3184,UP,1
2005-10-21,45.59,44.15,35.4145,43.592,42.4964,UP,1
2005-10-24,46.4,45.65,35.475,44.238,42.6878,DOWN,0
2005-10-25,46.25,46.43,35.535,45.068,42.8578,UP,1
2005-10-26,46.39,45.88,35.605,45.646,43.0344,DOWN,0
2005-10-27,44.09,46.04,35.6656,45.744,43.161,DOWN,0
2005-10-28,43.95,44.24,35.7265,45.416,43.273,UP,1
2005-10-31,45.12,44.1,35.7937,45.16,43.3672,UP,1
2005-11-01,45.77,44.5,35.8613,45.064,43.4744,UP,1
2005-11-02,47.6,45.87,35.9412,45.306,43.6144,DOWN,0
2005-11-03,45.9585,48.115,36.0129,45.6797,43.7116,UP,1
2005-11-04,46.16,46.03,36.0871,46.1217,43.8006,UP,1
2005-11-07,46.48,46.41,36.1816,46.3937,43.9038,UP,1
2005-11-08,46.73,46.43,36.2679,46.5857,44.0102,DOWN,0
2005-11-09,46.28,46.85,36.3516,46.3217,44.1004,UP,1
2005-11-10,47.24,46.58,36.4395,46.578,44.1812,DOWN,0
2005-11-11,46.96,47.32,36.5315,46.738,44.2682,DOWN,0
2005-11-14,46.5,46.88,36.6172,46.742,44.3464,DOWN,0
2005-11-15,45.85,45.81,36.7017,46.566,44.3946,DOWN,0
2005-11-16,45.67,45.74,36.7821,46.444,44.4312,UP,1
2005-11-17,47.1,45.7,36.8627,46.416,44.495,DOWN,0
2005-11-18,38.74,42.42,36.8996,44.772,44.3954,UP,1
2005-11-21,40.72,38.9,36.9443,43.616,44.3254,UP,1
2005-11-22,41.99,40.8,36.9949,42.844,44.2932,DOWN,0
2005-11-23,41.23,41.895,37.048,41.956,44.2562,DOWN,0
2005-11-25,40.85,41.07,37.1054,40.706,44.217,UP,1
2005-11-28,41.13,40.76,37.1634,41.184,44.192,UP,1
2005-11-29,41.29,41.33,37.2208,41.298,44.1852,UP,1
2005-11-30,41.77,41.3,37.2842,41.254,44.1776,UP,1
2005-12-01,41.93,41.56,37.3478,41.394,44.189,UP,1
2005-12-02,42.42,41.97,37.4173,41.708,44.2124,UP,1
2005-12-05,42.95,42.44,37.4875,42.072,44.226,UP,1
2005-12-06,43.62,43.0,37.556,42.538,44.244,UP,1
2005-12-07,44.54,43.45,37.6358,43.092,44.2674,DOWN,0
2005-12-08,43.39,44.63,37.7038,43.384,44.259,DOWN,0
2005-12-09,43.02,43.23,37.7692,43.504,44.2226,UP,1
2005-12-12,43.25,43.31,37.8369,43.564,44.1588,UP,1
2005-12-13,43.89,43.2,37.9086,43.618,44.1018,DOWN,0
2005-12-14,43.23,43.55,37.977,43.356,44.037,DOWN,0
2005-12-15,42.89,43.14,38.0471,43.256,43.9986,UP,1
2005-12-16,44.1,43.2,38.1219,43.472,44.01,UP,1
2005-12-19,45.25,44.26,38.1994,43.872,44.0396,DOWN,0
2005-12-20,45.24,45.03,38.2751,44.142,44.0718,DOWN,0
2005-12-21,44.78,45.0,38.3482,44.452,44.0986,UP,1
2005-12-22,45.13,44.595,38.4231,44.9,44.1416,DOWN,0
2005-12-23,44.98,45.08,38.4984,45.076,44.197,DOWN,0
2005-12-27,44.26,44.93,38.5703,44.878,44.221,DOWN,0
2005-12-28,44.18,44.16,38.6412,44.666,44.2412,UP,1
2005-12-29,44.25,44.06,38.7165,44.56,44.2842,DOWN,0
2005-12-30,42.93,44.01,38.7829,44.12,44.2728,DOWN,0
2006-01-03,42.75,42.97,38.8483,43.674,44.2558,DOWN,0
2006-01-04,42.52,42.99,38.9154,43.326,44.1944,DOWN,0
2006-01-05,41.87,42.66,38.9802,42.864,44.1038,UP,1
2006-01-06,44.29,41.95,39.0558,42.872,44.0646,DOWN,0
2006-01-09,43.64,44.1,39.13,43.014,44.0096,DOWN,0
2006-01-10,42.53,43.25,39.1998,42.97,43.9784,DOWN,0
2006-01-11,41.93,42.32,39.2646,42.852,43.938,DOWN,0
2006-01-12,41.7,41.655,39.3253,42.818,43.8696,UP,1
2006-01-13,42.88,41.9,39.3909,42.536,43.8118,DOWN,0
2006-01-17,42.57,42.34,39.4532,42.322,43.7112,UP,1
2006-01-18,43.1099,42.29,39.5122,42.438,43.6542,UP,1
2006-01-19,43.98,43.45,39.5776,42.848,43.6106,DOWN,0
2006-01-20,42.37,44.04,39.6291,42.982,43.5284,DOWN,0
2006-01-23,42.05,42.32,39.6733,42.816,43.4348,UP,1
2006-01-24,42.14,42.05,39.7159,42.73,43.352,DOWN,0
2006-01-25,41.56,42.07,39.7551,42.42,43.2384,DOWN,0
2006-01-26,41.09,42.24,39.7907,41.842,43.121,DOWN,0
2006-01-27,41.02,40.955,39.8317,41.572,43.0114,DOWN,0
2006-01-30,40.65,41.01,39.8766,41.292,42.9074,DOWN,0
2006-01-31,40.59,40.5,39.9212,40.982,42.8058,DOWN,0
2006-02-01,39.39,40.15,39.9597,40.548,42.6516,DOWN,0
2006-02-02,37.07,37.0,39.9838,39.744,42.6182,DOWN,0
2006-02-03,35.56,36.735,40.0029,38.652,42.515,DOWN,0
2006-02-06,35.3,35.46,40.0143,37.582,42.3812,UP,1
2006-02-07,35.66,35.41,40.0295,36.596,42.2698,UP,1
2006-02-08,36.58,35.75,40.0476,36.034,42.1844,UP,1
2006-02-09,37.16,36.65,40.0738,36.052,42.105,UP,1
2006-02-10,37.52,37.19,40.1029,36.444,42.0296,DOWN,0
2006-02-13,37.3,37.49,40.1329,36.844,41.9402,DOWN,0
2006-02-14,36.79,37.3,40.1577,37.07,41.8374,UP,1
2006-02-15,36.95,36.57,40.1803,37.144,41.728,UP,1
2006-02-16,37.79,36.98,40.2087,37.27,41.6248,DOWN,0
2006-02-17,36.46,37.745,40.2261,37.058,41.4816,DOWN,0
2006-02-21,36.17,36.3,40.2415,36.832,41.3142,UP,1
2006-02-22,36.31,36.08,40.2528,36.736,41.1726,UP,1
2006-02-23,36.75,36.34,40.2648,36.696,41.0472,UP,1
2006-02-24,37.49,36.97,40.2797,36.636,40.932,UP,1
2006-02-27,38.5,38.46,40.2944,37.044,40.8242,DOWN,0
2006-02-28,37.65,38.56,40.305,37.34,40.7126,UP,1
2006-03-01,41.68,39.6,40.3314,38.414,40.6884,DOWN,0
2006-03-02,41.16,41.54,40.3572,39.296,40.6296,DOWN,0
2006-03-03,40.5,40.5,40.3776,39.898,40.5346,DOWN,0
2006-03-06,39.35,39.96,40.3923,40.068,40.4168,DOWN,0
2006-03-07,39.25,39.31,40.4057,40.388,40.3062,DOWN,0
2006-03-08,38.58,39.0,40.4192,39.768,40.1752,DOWN,0
2006-03-09,38.0,38.58,40.4291,39.136,40.0356,DOWN,0
2006-03-10,37.82,37.83,40.4345,38.6,39.9068,UP,1
2006-03-13,37.83,37.95,40.4382,38.296,39.7798,UP,1
2006-03-14,38.38,37.43,40.4402,38.122,39.6624,UP,1
2006-03-15,39.59,38.79,40.4474,38.324,39.5956,DOWN,0
2006-03-16,38.95,39.37,40.4442,38.514,39.5196,UP,1
2006-03-17,39.31,39.13,40.4502,38.812,39.4554,DOWN,0
2006-03-20,38.54,38.62,40.4527,38.954,39.3888,DOWN,0
2006-03-21,38.06,37.93,40.4584,38.89,39.2642,DOWN,0
2006-03-22,37.73,37.99,40.4572,38.518,39.146,DOWN,0
2006-03-23,36.71,37.66,40.4478,38.07,39.0296,UP,1
2006-03-24,37.16,36.76,40.4453,37.64,38.9342,DOWN,0
2006-03-27,37.0,37.07,40.444,37.332,38.8402,UP,1
2006-03-28,37.6,36.71,40.4492,37.24,38.7346,UP,1
2006-03-29,38.27,37.495,40.4555,37.348,38.6486,DOWN,0
2006-03-30,38.07,38.21,40.4631,37.62,38.5478,UP,1
2006-03-31,38.52,38.01,40.4717,37.892,38.4386,DOWN,0
2006-04-03,37.25,38.23,40.4727,37.942,38.3362,UP,1
2006-04-04,37.87,37.38,40.4777,37.996,38.2526,UP,1
2006-04-05,39.32,37.99,40.4893,38.206,38.1962,UP,1
2006-04-06,41.31,39.03,40.5117,38.854,38.1912,UP,1
2006-04-07,42.6,41.18,40.5456,39.67,38.2214,UP,1
2006-04-10,42.68,42.6,40.584,40.756,38.2546,UP,1
2006-04-11,42.76,42.6,40.6279,41.734,38.2968,DOWN,0
2006-04-12,42.38,42.5,40.67,42.346,38.3326,DOWN,0
2006-04-13,42.01,42.225,40.706,42.486,38.385,DOWN,0
2006-04-17,41.66,41.9,40.7426,42.298,38.4768,UP,1
2006-04-18,43.62,41.95,40.789,42.486,38.638,DOWN,0
2006-04-19,43.31,43.44,40.8363,42.596,38.7982,DOWN,0
2006-04-20,42.93,43.31,40.8803,42.706,38.9436,DOWN,0
2006-04-21,42.85,42.95,40.9259,42.874,39.069,DOWN,0
2006-04-24,42.38,42.495,40.9715,43.018,39.1734,UP,1
2006-04-25,42.95,42.9,41.0176,42.884,39.282,DOWN,0
2006-04-26,42.24,42.915,41.0585,42.67,39.3808,DOWN,0
2006-04-27,42.05,42.13,41.0923,42.494,39.486,DOWN,0
2006-04-28,42.04,42.02,41.1261,42.332,39.5878,DOWN,0
2006-05-01,41.47,42.0,41.1569,42.15,39.6614,DOWN,0
2006-05-02,40.49,41.62,41.1828,41.658,39.742,DOWN,0
2006-05-03,39.82,40.27,41.2066,41.174,39.815,DOWN,0
2006-05-04,39.78,40.04,41.2281,40.72,39.8844,UP,1
2006-05-05,39.92,39.79,41.2452,40.296,39.9478,DOWN,0
2006-05-08,39.9,39.89,41.2673,39.982,39.996,DOWN,0
2006-05-09,39.44,40.08,41.285,39.772,40.0148,DOWN,0
2006-05-10,39.01,39.49,41.3021,39.61,40.042,DOWN,0
2006-05-11,38.1,38.85,41.3181,39.274,39.9704,UP,1
2006-05-12,39.3,38.11,41.3431,39.15,39.9332,DOWN,0
2006-05-15,38.69,39.45,41.3633,38.908,39.897,DOWN,0
2006-05-16,38.19,38.385,41.3833,38.658,39.8738,UP,1
2006-05-17,38.26,39.0,41.4055,38.508,39.854,DOWN,0
2006-05-18,38.01,38.59,41.4195,38.49,39.8426,DOWN,0
2006-05-19,37.49,36.705,41.4268,38.128,39.8324,DOWN,0
2006-05-22,36.77,37.14,41.4287,37.744,39.8114,DOWN,0
2006-05-23,35.92,36.915,41.4287,37.29,39.7732,UP,1
2006-05-24,36.6,35.96,41.4315,36.958,39.7376,DOWN,0
2006-05-25,36.48,36.63,41.4309,36.652,39.6754,UP,1
2006-05-26,37.14,37.12,41.4332,36.582,39.6392,DOWN,0
2006-05-30,36.49,36.84,41.4322,36.526,39.5828,DOWN,0
2006-05-31,36.39,36.7,41.43,36.62,39.5398,UP,1
2006-06-01,37.56,36.58,41.4291,36.812,39.5298,DOWN,0
2006-06-02,36.53,37.71,41.4239,36.822,39.5058,DOWN,0
2006-06-05,35.13,36.07,41.4108,36.42,39.4742,UP,1
2006-06-06,35.28,35.06,41.3954,36.178,39.4366,DOWN,0
2006-06-07,35.18,35.33,41.3693,35.936,39.4002,DOWN,0
2006-06-08,34.4,34.89,41.3392,35.304,39.3362,UP,1
2006-06-09,34.45,34.51,41.3085,34.888,39.2598,UP,1
2006-06-12,34.74,34.6,41.2767,34.81,39.1932,UP,1
2006-06-13,35.01,34.59,41.2432,34.756,39.123,UP,1
2006-06-14,35.27,34.95,41.2129,34.774,39.0834,UP,1
2006-06-15,36.69,35.43,41.1893,35.232,39.0598,UP,1
2006-06-16,36.82,36.7,41.1646,35.706,39.0098,DOWN,0
2006-06-19,36.13,36.75,41.1292,35.984,38.9062,DOWN,0
2006-06-20,35.6,36.09,41.0942,36.102,38.7662,UP,1
2006-06-21,35.82,35.36,41.0603,36.212,38.629,DOWN,0
2006-06-22,34.93,35.7,41.0178,35.86,38.4724,DOWN,0
2006-06-23,34.73,34.84,40.9722,35.442,38.3194,DOWN,0
2006-06-26,34.26,34.67,40.924,35.068,38.1644,DOWN,0
2006-06-27,32.88,34.33,40.8698,34.524,37.9888,DOWN,0
2006-06-28,32.86,32.78,40.813,33.932,37.7736,UP,1
2006-06-29,34.47,33.07,40.7673,33.84,37.5968,DOWN,0
2006-06-30,34.46,34.76,40.7242,33.786,37.4274,UP,1
2006-07-03,34.94,34.49,40.6849,33.922,37.2692,DOWN,0
2006-07-05,34.14,34.88,40.6437,34.174,37.1044,DOWN,0
2006-07-06,33.42,34.2,40.6026,34.286,36.9138,DOWN,0
2006-07-07,31.72,33.25,40.5505,33.736,36.7034,DOWN,0
2006-07-10,30.22,31.72,40.4948,32.888,36.4668,UP,1
2006-07-11,30.84,29.9,40.4427,32.068,36.2428,UP,1
2006-07-12,31.6,31.0,40.3894,31.56,36.0454,DOWN,0
2006-07-13,30.64,31.23,40.329,31.004,35.8484,DOWN,0
2006-07-14,30.45,30.63,40.2644,30.75,35.661,DOWN,0
2006-07-17,30.06,30.32,40.1956,30.718,35.4666,UP,1
2006-07-18,30.26,30.11,40.1227,30.602,35.2734,UP,1
2006-07-19,31.41,30.31,40.0476,30.564,35.1036,DOWN,0
2006-07-20,31.3,31.06,39.9704,30.696,34.9408,DOWN,0
2006-07-21,30.11,31.06,39.8886,30.628,34.7628,UP,1
2006-07-24,31.31,30.04,39.8211,30.878,34.627,UP,1
2006-07-25,32.49,31.31,39.7659,31.324,34.4908,DOWN,0
2006-07-26,31.64,32.48,39.7052,31.37,34.3498,DOWN,0
2006-07-27,31.4,31.88,39.6441,31.39,34.214,UP,1
2006-07-28,32.41,31.69,39.5889,31.85,34.097,UP,1
2006-07-31,34.11,32.5,39.5446,32.41,34.019,DOWN,0
2006-08-01,32.98,33.26,39.4984,32.508,33.9288,DOWN,0
2006-08-02,32.75,33.54,39.4469,32.73,33.8484,UP,1
2006-08-03,33.74,32.67,39.3997,33.198,33.8048,DOWN,0
2006-08-04,33.31,34.12,39.3558,33.378,33.739,DOWN,0
2006-08-07,33.06,33.1,39.3036,33.168,33.6706,DOWN,0
2006-08-08,32.37,33.06,39.2474,33.046,33.5752,UP,1
2006-08-09,32.9,32.79,39.184,33.076,33.5034,UP,1
2006-08-10,33.15,32.79,39.1177,32.958,33.4386,DOWN,0
2006-08-11,32.33,32.98,39.0481,32.762,33.334,UP,1
2006-08-14,32.35,32.56,38.9779,32.62,33.2504,UP,1
2006-08-15,33.83,32.65,38.9266,32.912,33.2244,UP,1
2006-08-16,34.42,34.75,38.879,33.216,33.2072,UP,1
2006-08-17,34.99,34.61,38.8283,33.584,33.2034,DOWN,0
2006-08-18,34.61,33.94,38.7725,34.04,33.2076,DOWN,0
2006-08-21,33.78,34.29,38.7034,34.326,33.1942,DOWN,0
2006-08-22,33.41,33.68,38.6407,34.242,33.1676,UP,1
2006-08-23,33.7,33.4,38.5784,34.098,33.1414,DOWN,0
2006-08-24,33.25,33.9,38.5122,33.75,33.101,UP,1
2006-08-25,33.51,33.03,38.4461,33.53,33.0374,UP,1
2006-08-28,33.89,33.53,38.3842,33.552,32.9788,DOWN,0
2006-08-29,33.58,33.68,38.3159,33.586,32.9278,UP,1
2006-08-30,34.27,33.68,38.2524,33.7,32.9012,UP,1
2006-08-31,34.76,34.35,38.1937,34.002,32.88,DOWN,0
2006-09-01,33.99,34.81,38.1344,34.098,32.8612,UP,1
2006-09-05,34.21,33.82,38.0771,34.162,32.8508,DOWN,0
2006-09-06,33.22,33.73,38.0077,34.09,32.83,DOWN,0
2006-09-07,31.48,33.0,37.9714,33.532,32.802,UP,1
2006-09-08,33.49,31.98,37.9353,33.278,32.8146,UP,1
2006-09-11,33.54,33.23,37.893,33.188,32.796,UP,1
2006-09-12,34.3,33.59,37.8584,33.206,32.7928,UP,1
2006-09-13,34.55,34.24,37.8269,33.472,32.785,DOWN,0
2006-09-14,34.49,34.4,37.7937,34.074,32.792,UP,1
2006-09-15,35.79,34.61,37.7662,34.534,32.8394,UP,1
2006-09-18,36.29,36.01,37.7388,35.084,32.9308,DOWN,0
2006-09-19,36.14,36.31,37.7098,35.452,33.0492,UP,1
2006-09-20,36.91,36.05,37.6823,35.924,33.1706,DOWN,0
2006-09-21,36.53,37.27,37.6502,36.332,33.2692,DOWN,0
2006-09-22,36.09,36.48,37.6125,36.392,33.3782,UP,1
2006-09-25,36.64,35.94,37.573,36.462,33.502,DOWN,0
2006-09-26,34.75,36.49,37.5298,36.184,33.5958,DOWN,0
2006-09-27,34.71,34.85,37.4883,35.744,33.6848,DOWN,0
2006-09-28,34.53,34.83,37.4447,35.344,33.7472,UP,1
2006-09-29,34.78,34.62,37.3991,35.082,33.8168,DOWN,0
2006-10-02,33.52,34.36,37.3506,34.458,33.885,DOWN,0
2006-10-03,33.29,33.3,37.3026,34.166,33.9246,UP,1
2006-10-04,34.12,33.17,37.2527,34.048,33.9572,UP,1
2006-10-05,35.16,34.01,37.2022,34.174,34.0276,DOWN,0
2006-10-06,35.1,35.05,37.1515,34.238,34.1016,UP,1
2006-10-09,35.27,34.99,37.104,34.588,34.1588,UP,1
2006-10-10,35.69,35.48,37.0568,35.068,34.1904,DOWN,0
2006-10-11,34.75,35.7,37.0056,35.194,34.2258,UP,1
2006-10-12,35.29,34.8,36.9608,35.22,34.2766,DOWN,0
2006-10-13,34.89,35.21,36.9143,35.178,34.2996,UP,1
2006-10-16,35.3,35.2,36.8696,35.184,34.3394,DOWN,0
