ticker,INCY US Equity,INCY US Equity,INCY US Equity,INCY US Equity,INCY US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-11-01,17.61,15.9,19.9031,16.51,18.2356,DOWN,0
2012-11-02,17.0404,17.47,19.9004,16.6481,18.1904,UP,1
2012-11-05,17.5,17.09,19.899,16.8581,18.1536,UP,1
2012-11-06,17.71,17.48,19.9011,17.1641,18.1098,DOWN,0
2012-11-07,16.9,18.16,19.8984,17.3521,18.047,DOWN,0
2012-11-08,16.5,16.9,19.8895,17.1301,17.9712,UP,1
2012-11-09,16.85,16.52,19.8809,17.092,17.9038,DOWN,0
2012-11-12,16.79,16.91,19.8739,16.95,17.8356,UP,1
2012-11-13,16.94,16.84,19.869,16.796,17.776,DOWN,0
2012-11-14,16.63,17.35,19.8645,16.742,17.7084,DOWN,0
2012-11-15,16.27,16.52,19.8573,16.696,17.6336,UP,1
2012-11-16,16.95,16.28,19.8521,16.716,17.5844,UP,1
2012-11-19,17.57,17.09,19.8496,16.872,17.5436,UP,1
2012-11-20,17.81,17.58,19.8504,17.046,17.5332,UP,1
2012-11-21,17.99,17.81,19.8503,17.318,17.5352,UP,1
2012-11-23,18.3,18.0,19.852,17.724,17.5426,DOWN,0
2012-11-26,17.97,18.28,19.8548,17.928,17.5386,UP,1
2012-11-27,18.06,18.0,19.859,18.026,17.5522,DOWN,0
2012-11-28,17.53,18.01,19.8618,17.97,17.5452,UP,1
2012-11-29,17.93,17.64,19.8599,17.958,17.5444,DOWN,0
2012-11-30,17.6,17.99,19.8566,17.818,17.5306,DOWN,0
2012-12-03,17.5003,17.67,19.8578,17.7241,17.5016,UP,1
2012-12-04,17.8023,17.54,19.8567,17.6725,17.4731,UP,1
2012-12-05,17.85,17.82,19.8581,17.7365,17.4311,UP,1
2012-12-06,17.98,17.8,19.8634,17.7465,17.4185,DOWN,0
2012-12-07,17.86,18.0,19.8679,17.7985,17.4213,UP,1
2012-12-10,18.16,17.87,19.8727,17.9305,17.4293,DOWN,0
2012-12-11,17.84,18.23,19.8772,17.938,17.4307,DOWN,0
2012-12-12,16.75,16.65,19.8775,17.718,17.4047,DOWN,0
2012-12-13,16.54,17.01,19.8761,17.43,17.3775,DOWN,0
2012-12-14,16.04,16.5,19.8715,17.066,17.3309,UP,1
2012-12-17,16.055,16.07,19.8631,16.645,17.2894,UP,1
2012-12-18,16.24,16.2,19.8566,16.325,17.2532,DOWN,0
2012-12-19,16.15,16.33,19.85,16.205,17.209,UP,1
2012-12-20,16.7195,16.3,19.8499,16.2409,17.1742,DOWN,0
2012-12-21,16.35,16.49,19.85,16.3029,17.1388,DOWN,0
2012-12-24,16.2,16.31,19.8457,16.3319,17.1176,DOWN,0
2012-12-26,16.06,16.16,19.8402,16.2959,17.0962,UP,1
2012-12-27,16.08,16.04,19.8378,16.2819,17.0828,DOWN,0
2012-12-28,16.07,16.08,19.8342,16.152,17.0616,UP,1
2012-12-31,16.61,16.08,19.8345,16.204,17.0414,UP,1
2013-01-02,17.0,16.72,19.8322,16.364,17.0204,UP,1
2013-01-03,17.1,17.01,19.8273,16.572,17.0072,UP,1
2013-01-04,17.28,17.18,19.8209,16.812,17.0084,UP,1
2013-01-07,17.8916,17.31,19.8195,17.1763,17.0338,UP,1
2013-01-08,18.8,17.87,19.8208,17.6143,17.0864,UP,1
2013-01-09,19.31,18.75,19.8196,18.0763,17.1456,DOWN,0
2013-01-10,18.96,19.4,19.8154,18.4483,17.1958,DOWN,0
2013-01-11,18.2,18.84,19.8067,18.6323,17.2362,UP,1
2013-01-14,19.22,18.76,19.8046,18.898,17.3014,UP,1
2013-01-15,19.54,19.11,19.8046,19.046,17.34,DOWN,0
2013-01-16,18.91,19.54,19.7998,18.966,17.3774,UP,1
2013-01-17,19.21,18.93,19.7994,19.016,17.4116,DOWN,0
2013-01-18,19.18,19.17,19.7966,19.212,17.441,DOWN,0
2013-01-22,19.18,19.18,19.7954,19.204,17.4866,DOWN,0
2013-01-23,18.38,18.63,19.7924,18.972,17.5242,DOWN,0
2013-01-24,18.25,18.42,19.7857,18.84,17.5522,UP,1
2013-01-25,18.7,18.34,19.7844,18.738,17.5904,UP,1
2013-01-28,18.74,18.79,19.7896,18.65,17.6264,DOWN,0
2013-01-29,18.6,18.73,19.7925,18.534,17.6658,DOWN,0
2013-01-30,17.84,18.62,19.7912,18.426,17.6972,UP,1
2013-01-31,18.38,17.86,19.7948,18.452,17.7258,UP,1
2013-02-01,18.44,18.38,19.8003,18.4,17.7432,DOWN,0
2013-02-04,18.04,18.39,19.8006,18.26,17.7478,UP,1
2013-02-05,18.27,18.04,19.8028,18.194,17.7534,UP,1
2013-02-06,18.34,18.32,19.8001,18.294,17.7542,DOWN,0
2013-02-07,18.02,18.29,19.7931,18.222,17.7552,UP,1
2013-02-08,18.32,18.0,19.7919,18.198,17.7604,UP,1
2013-02-11,18.36,18.33,19.7898,18.262,17.777,UP,1
2013-02-12,18.42,18.4,19.7849,18.292,17.7868,UP,1
2013-02-13,18.65,18.3,19.7685,18.354,17.8078,UP,1
2013-02-14,20.56,19.29,19.7566,18.862,17.869,UP,1
2013-02-15,22.0,20.47,19.7533,19.598,17.9529,DOWN,0
2013-02-19,21.86,21.99,19.7497,20.298,18.0331,DOWN,0
2013-02-20,21.2,21.88,19.7407,20.854,18.0975,DOWN,0
2013-02-21,20.98,21.11,19.733,21.32,18.1599,UP,1
2013-02-22,21.04,21.05,19.7263,21.416,18.2175,DOWN,0
2013-02-25,20.85,21.23,19.7181,21.186,18.2777,UP,1
2013-02-26,20.96,21.16,19.71,21.006,18.3619,UP,1
2013-02-27,21.64,20.5,19.7062,21.094,18.4639,UP,1
2013-02-28,22.23,21.64,19.7023,21.344,18.5877,UP,1
2013-03-01,22.46,22.0,19.6979,21.628,18.7158,UP,1
2013-03-04,22.72,22.33,19.6964,22.002,18.8454,DOWN,0
2013-03-05,22.63,22.72,19.6958,22.336,18.975,UP,1
2013-03-06,22.97,22.7,19.6921,22.602,19.1,UP,1
2013-03-07,23.03,22.89,19.6969,22.762,19.2336,UP,1
2013-03-08,23.53,23.27,19.7058,22.976,19.3802,DOWN,0
2013-03-11,23.39,23.48,19.7066,23.11,19.5268,UP,1
2013-03-12,23.48,23.43,19.7098,23.28,19.6748,UP,1
2013-03-13,24.49,23.52,19.7194,23.584,19.8432,UP,1
2013-03-14,24.95,24.14,19.7308,23.968,20.01,DOWN,0
2013-03-15,24.84,24.78,19.743,24.23,20.1668,DOWN,0
2013-03-18,23.79,21.82,19.75,24.31,20.3006,DOWN,0
2013-03-19,22.53,23.84,19.7524,24.12,20.4056,UP,1
2013-03-20,22.86,22.7,19.7602,23.794,20.505,DOWN,0
2013-03-21,22.79,22.86,19.7715,23.362,20.5848,DOWN,0
2013-03-22,22.57,22.87,19.7802,22.908,20.65,DOWN,0
2013-03-25,22.15,22.41,19.7823,22.58,20.7138,DOWN,0
2013-03-26,22.05,22.28,19.7765,22.484,20.7908,UP,1
2013-03-27,22.67,22.06,19.7738,22.446,20.8598,UP,1
2013-03-28,23.41,22.61,19.777,22.57,20.9372,DOWN,0
2013-04-01,23.0,23.42,19.7819,22.656,21.019,DOWN,0
2013-04-02,22.77,23.06,19.7859,22.78,21.0902,DOWN,0
2013-04-03,21.88,22.89,19.7881,22.746,21.1442,DOWN,0
2013-04-04,21.62,22.06,19.7862,22.536,21.193,DOWN,0
2013-04-05,21.37,21.34,19.7798,22.128,21.2528,DOWN,0
2013-04-08,21.27,21.46,19.7718,21.782,21.3132,UP,1
2013-04-09,21.48,21.5,19.7614,21.524,21.3688,UP,1
2013-04-10,21.9,21.62,19.7559,21.528,21.432,UP,1
2013-04-11,22.47,22.01,19.7543,21.698,21.5094,DOWN,0
2013-04-12,21.92,22.4,19.7472,21.808,21.591,DOWN,0
2013-04-15,21.03,21.78,19.7385,21.76,21.644,UP,1
2013-04-16,21.14,21.36,19.7311,21.692,21.698,UP,1
2013-04-17,21.2,21.08,19.7214,21.552,21.7612,DOWN,0
2013-04-18,21.14,21.34,19.7153,21.286,21.8186,UP,1
2013-04-19,21.7,21.29,19.7103,21.242,21.8858,DOWN,0
2013-04-22,21.46,21.74,19.6934,21.328,21.9546,UP,1
2013-04-23,22.67,21.52,19.6835,21.634,22.0416,DOWN,0
2013-04-24,22.16,22.6,19.6686,21.826,22.1176,UP,1
2013-04-25,22.77,22.36,19.6558,22.152,22.2046,DOWN,0
2013-04-26,22.5,22.78,19.6391,22.312,22.2816,DOWN,0
2013-04-29,22.02,22.57,19.6207,22.424,22.3108,UP,1
2013-04-30,22.15,22.02,19.6095,22.32,22.3138,DOWN,0
2013-05-01,21.52,22.04,19.5891,22.192,22.307,DOWN,0
2013-05-02,21.47,21.8,19.5691,21.932,22.3124,UP,1
2013-05-03,22.24,21.96,19.5529,21.88,22.3376,UP,1
2013-05-06,22.54,22.1,19.5381,21.984,22.3676,DOWN,0
2013-05-07,21.88,22.16,19.5205,21.93,22.3882,UP,1
2013-05-08,22.1,21.71,19.5055,22.046,22.411,UP,1
2013-05-09,22.37,22.41,19.4946,22.226,22.4256,UP,1
2013-05-10,23.29,22.38,19.4904,22.436,22.4468,UP,1
2013-05-13,23.89,23.36,19.4903,22.706,22.4754,UP,1
2013-05-14,24.49,23.84,19.4923,23.228,22.5108,DOWN,0
2013-05-15,23.83,24.43,19.4871,23.574,22.5348,DOWN,0
2013-05-16,23.17,23.71,19.4749,23.734,22.5388,DOWN,0
2013-05-17,23.04,23.26,19.4625,23.684,22.539,UP,1
2013-05-20,23.15,23.02,19.4533,23.536,22.5314,DOWN,0
2013-05-21,22.26,23.15,19.44,23.09,22.5088,UP,1
2013-05-22,22.32,22.24,19.4538,22.788,22.4856,DOWN,0
2013-05-23,22.17,22.11,19.4722,22.588,22.4392,UP,1
2013-05-24,23.0,22.14,19.4957,22.58,22.4002,UP,1
2013-05-28,23.71,23.08,19.5235,22.692,22.3776,DOWN,0
2013-05-29,22.98,23.57,19.5504,22.836,22.3614,DOWN,0
2013-05-30,22.74,22.89,19.5753,22.92,22.3656,DOWN,0
2013-05-31,22.17,22.56,19.5951,22.92,22.3518,DOWN,0
2013-06-03,21.91,22.31,19.6137,22.702,22.3342,DOWN,0
2013-06-04,21.12,21.81,19.628,22.184,22.3052,DOWN,0
2013-06-05,20.57,21.0,19.6384,21.702,22.2736,UP,1
2013-06-06,21.49,20.58,19.652,21.452,22.2624,DOWN,0
2013-06-07,21.4,21.53,19.6643,21.298,22.237,DOWN,0
2013-06-10,20.92,21.44,19.675,21.1,22.1872,DOWN,0
2013-06-11,20.44,20.65,19.6807,20.964,22.136,UP,1
2013-06-12,20.55,20.61,19.6867,20.96,22.0916,UP,1
2013-06-13,21.6,20.83,19.6952,20.982,22.086,DOWN,0
2013-06-14,21.17,21.52,19.7009,20.936,22.077,DOWN,0
2013-06-17,21.06,21.35,19.7047,20.964,22.0708,UP,1
2013-06-18,21.41,21.1,19.7107,21.158,22.0736,DOWN,0
2013-06-19,20.36,21.37,19.7115,21.12,22.0512,DOWN,0
2013-06-20,19.53,20.09,19.7095,20.706,22.0038,DOWN,0
2013-06-21,19.07,19.6,19.7048,20.286,21.9358,UP,1
2013-06-24,19.35,18.86,19.7015,19.944,21.8844,UP,1
2013-06-25,19.79,19.51,19.7034,19.62,21.8596,UP,1
2013-06-26,21.08,19.93,19.7108,19.764,21.8584,UP,1
2013-06-27,21.4,21.15,19.7261,20.138,21.8624,UP,1
2013-06-28,22.0,21.45,19.7467,20.724,21.8796,UP,1
2013-07-01,22.92,22.4,19.7716,21.438,21.904,UP,1
2013-07-02,22.95,22.82,19.7955,22.07,21.9338,UP,1
2013-07-03,23.15,22.75,19.8244,22.484,21.9434,UP,1
2013-07-05,23.69,23.34,19.8534,22.942,21.974,DOWN,0
2013-07-08,22.88,23.84,19.878,23.118,21.9762,UP,1
2013-07-09,23.02,23.06,19.9016,23.138,21.9866,UP,1
2013-07-10,23.25,23.02,19.9231,23.198,22.0112,UP,1
2013-07-11,23.64,23.68,19.9452,23.296,22.041,UP,1
2013-07-12,23.73,23.57,19.9641,23.304,22.0852,DOWN,0
2013-07-15,23.27,23.78,19.9874,23.382,22.1212,UP,1
2013-07-16,23.31,23.18,20.0153,23.44,22.1426,DOWN,0
2013-07-17,22.48,22.8,20.0389,23.286,22.1414,UP,1
2013-07-18,22.71,22.58,20.0636,23.1,22.158,UP,1
2013-07-19,23.11,22.55,20.0889,22.976,22.1782,UP,1
2013-07-22,23.24,23.23,20.1156,22.97,22.1956,DOWN,0
2013-07-23,22.85,23.32,20.138,22.878,22.1868,UP,1
2013-07-24,22.97,23.01,20.1622,22.976,22.1684,UP,1
2013-07-25,23.38,22.96,20.1889,23.11,22.1462,DOWN,0
2013-07-26,23.34,23.24,20.2138,23.156,22.1364,DOWN,0
2013-07-29,23.03,23.37,20.2366,23.114,22.1336,UP,1
2013-07-30,23.11,23.0,20.2616,23.166,22.135,UP,1
2013-07-31,23.41,23.25,20.2923,23.254,22.1402,UP,1
2013-08-01,25.83,23.59,20.3358,23.744,22.2116,UP,1
2013-08-02,26.84,25.94,20.3863,24.444,22.302,DOWN,0
2013-08-05,26.84,26.71,20.4348,25.206,22.3954,DOWN,0
2013-08-06,25.93,26.84,20.4764,25.77,22.454,UP,1
2013-08-07,26.44,25.88,20.5183,26.376,22.5086,UP,1
2013-08-08,26.76,26.52,20.5633,26.562,22.5842,UP,1
2013-08-09,27.29,26.64,20.6137,26.652,22.6752,DOWN,0
2013-08-12,27.25,27.22,20.6668,26.734,22.7768,UP,1
2013-08-13,27.33,27.3,20.7226,27.014,22.8852,DOWN,0
2013-08-14,27.3,27.26,20.7774,27.186,23.0088,DOWN,0
2013-08-15,26.6,26.85,20.8281,27.154,23.1294,UP,1
2013-08-16,26.67,26.65,20.8806,27.03,23.233,DOWN,0
2013-08-19,26.52,26.75,20.9334,26.884,23.3354,UP,1
2013-08-20,27.0,26.51,20.9803,26.818,23.457,UP,1
2013-08-21,36.04,33.0299,21.0753,28.566,23.769,DOWN,0
2013-08-22,34.66,35.26,21.1611,30.178,24.0512,UP,1
2013-08-23,34.76,34.55,21.2464,31.796,24.3144,UP,1
2013-08-26,36.58,34.97,21.3448,33.808,24.6226,DOWN,0
2013-08-27,34.12,35.85,21.4329,35.232,24.8838,UP,1
2013-08-28,35.0,34.07,21.5236,35.024,25.1556,DOWN,0
2013-08-29,34.24,34.91,21.6109,34.94,25.4332,DOWN,0
2013-08-30,33.89,34.25,21.6956,34.766,25.7204,UP,1
2013-09-03,34.25,34.54,21.7837,34.3,26.024,UP,1
2013-09-04,34.58,34.18,21.8753,34.392,26.3286,UP,1
2013-09-05,35.17,34.85,21.9664,34.426,26.6362,UP,1
2013-09-06,35.62,35.27,22.0566,34.702,26.927,UP,1
2013-09-09,37.589,35.81,22.1555,35.4418,27.2508,DOWN,0
2013-09-10,37.01,37.69,22.2506,35.9938,27.551,DOWN,0
2013-09-11,36.18,37.89,22.34,36.3138,27.8162,UP,1
2013-09-12,37.25,36.3,22.4364,36.7298,28.1022,DOWN,0
2013-09-13,36.391,36.75,22.5281,36.884,28.367,DOWN,0
2013-09-16,35.72,36.83,22.619,36.5102,28.6076,UP,1
2013-09-17,36.72,35.61,22.713,36.4522,28.8844,DOWN,0
2013-09-18,36.3,36.5,22.8065,36.4762,29.15,DOWN,0
2013-09-19,36.16,36.32,22.8998,36.2582,29.4082,DOWN,0
2013-09-20,35.66,36.16,22.9891,36.112,29.6486,DOWN,0
2013-09-23,35.44,35.56,23.077,36.056,29.8828,UP,1
2013-09-24,36.04,35.19,23.1673,35.92,30.1382,UP,1
2013-09-25,36.57,36.15,23.2609,35.974,30.4034,UP,1
2013-09-26,37.54,36.7,23.3578,36.25,30.7046,UP,1
2013-09-27,37.57,37.4,23.4564,36.632,31.0018,UP,1
2013-09-30,38.15,37.08,23.5634,37.174,31.3026,UP,1
2013-10-01,40.0,38.27,23.6807,37.966,31.6378,UP,1
2013-10-02,40.38,39.4,23.8024,38.728,31.9884,UP,1
2013-10-03,40.82,40.67,23.9263,39.384,32.3454,DOWN,0
2013-10-04,40.11,40.84,24.0456,39.892,32.68,DOWN,0
2013-10-07,38.27,39.8,24.1562,39.916,32.9786,DOWN,0
2013-10-08,35.63,38.3,24.2508,39.042,33.2306,DOWN,0
2013-10-09,34.71,35.8,24.3426,37.908,33.4626,UP,1
2013-10-10,37.23,35.5,24.4477,37.19,33.739,DOWN,0
2013-10-11,37.05,36.91,24.5527,36.578,33.9634,UP,1
2013-10-14,37.34,36.73,24.659,36.392,34.1734,DOWN,0
2013-10-15,37.19,36.76,24.7646,36.704,34.3804,UP,1
2013-10-16,39.11,37.71,24.8771,37.584,34.644,DOWN,0
2013-10-17,38.35,38.98,24.9838,37.808,34.8822,DOWN,0
2013-10-18,38.04,38.52,25.0885,38.006,35.1078,DOWN,0
2013-10-21,37.17,38.12,25.188,37.972,35.3054,UP,1
2013-10-22,38.51,37.55,25.291,38.236,35.5306,UP,1
2013-10-23,38.92,38.29,25.3916,38.198,35.7624,UP,1
2013-10-24,39.82,39.08,25.4942,38.492,36.0128,UP,1
2013-10-25,40.59,39.8,25.6023,39.002,36.2926,DOWN,0
2013-10-28,39.43,40.67,25.7085,39.454,36.5478,UP,1
2013-10-29,40.64,39.81,25.8156,39.88,36.8302,DOWN,0
2013-10-30,38.59,40.6,25.9108,39.814,37.062,UP,1
2013-10-31,39.0,38.0,26.0113,39.65,37.1212,UP,1
2013-11-01,40.4,39.04,26.1172,39.612,37.236,UP,1
2013-11-04,40.85,40.4,26.2256,39.896,37.3578,DOWN,0
2013-11-05,40.0,40.51,26.3297,39.768,37.4262,DOWN,0
2013-11-06,37.5,40.0,26.4253,39.55,37.4938,DOWN,0
2013-11-07,36.97,35.4,26.5189,39.144,37.5332,UP,1
2013-11-08,37.56,36.97,26.6132,38.576,37.5996,UP,1
2013-11-11,39.43,38.0,26.7166,38.292,37.7104,UP,1
2013-11-12,40.9,39.0,26.8281,38.472,37.8434,UP,1
2013-11-13,43.948,40.34,26.9587,39.7616,38.0308,UP,1
2013-11-14,45.01,44.48,27.0918,41.3696,38.2276,UP,1
2013-11-15,47.51,45.0,27.2372,43.3596,38.4654,DOWN,0
2013-11-18,46.96,47.95,27.3818,44.8656,38.6528,DOWN,0
2013-11-19,45.92,47.04,27.52,45.8696,38.831,UP,1
2013-11-20,46.83,46.0,27.6625,46.446,39.044,UP,1
2013-11-21,47.94,47.08,27.8121,47.032,39.2578,UP,1
2013-11-22,48.52,48.28,27.9631,47.234,39.5004,DOWN,0
2013-11-25,47.69,48.63,28.1097,47.38,39.7398,DOWN,0
2013-11-26,47.52,47.57,28.2552,47.7,39.9558,DOWN,0
2013-11-27,46.71,47.61,28.3955,47.676,40.164,DOWN,0
2013-11-29,46.6,47.18,28.5257,47.408,40.3728,UP,1
2013-12-02,47.24,46.63,28.6519,47.152,40.6044,DOWN,0
2013-12-03,45.85,46.69,28.7719,46.784,40.8126,UP,1
2013-12-04,46.14,45.62,28.8966,46.508,41.0146,UP,1
2013-12-05,46.55,46.01,29.0244,46.476,41.2142,UP,1
2013-12-06,46.59,46.77,29.1522,46.474,41.3952,DOWN,0
2013-12-09,46.15,46.99,29.2787,46.256,41.5668,UP,1
2013-12-10,47.82,46.35,29.413,46.65,41.7602,DOWN,0
2013-12-11,47.57,47.64,29.5426,46.936,41.9116,UP,1
2013-12-12,48.5,47.42,29.674,47.326,42.074,UP,1
2013-12-13,48.89,48.55,29.8061,47.786,42.2354,UP,1
2013-12-16,49.65,49.09,29.9408,48.486,42.4262,DOWN,0
2013-12-17,47.54,49.7,30.0653,48.43,42.6116,UP,1
2013-12-18,49.11,47.52,30.196,48.738,42.8812,UP,1
2013-12-19,50.11,49.0,30.3314,49.06,43.1892,UP,1
2013-12-20,51.34,50.3,30.4705,49.55,43.4714,DOWN,0
2013-12-23,51.28,51.94,30.6099,49.876,43.756,DOWN,0
2013-12-24,50.82,51.23,30.7466,50.532,44.0256,DOWN,0
2013-12-26,50.68,50.84,30.8776,50.846,44.2954,DOWN,0
2013-12-27,49.71,51.16,31.0014,50.766,44.5074,UP,1
2013-12-30,50.57,49.77,31.13,50.612,44.7518,UP,1
2013-12-31,50.63,50.74,31.2642,50.482,45.0036,UP,1
2014-01-02,51.23,50.32,31.4077,50.564,45.2848,UP,1
2014-01-03,51.99,51.23,31.5534,50.826,45.5544,UP,1
2014-01-06,52.31,52.5,31.701,51.346,45.8222,DOWN,0
2014-01-07,51.96,52.52,31.8479,51.624,46.065,UP,1
2014-01-08,54.74,52.33,32.0109,52.446,46.348,UP,1
2014-01-09,56.17,55.0,32.1815,53.434,46.6828,UP,1
2014-01-10,59.97,57.29,32.368,55.03,47.0694,DOWN,0
2014-01-13,59.11,60.0,32.5465,56.39,47.4798,UP,1
2014-01-14,63.46,60.0,32.7488,58.69,47.969,DOWN,0
2014-01-15,62.42,63.5,32.947,60.226,48.4094,UP,1
2014-01-16,63.48,62.18,33.155,61.688,48.862,DOWN,0
2014-01-17,61.87,63.55,33.3563,62.068,49.2994,UP,1
2014-01-21,64.55,64.19,33.5722,63.156,49.8404,UP,1
2014-01-22,64.86,64.54,33.7901,63.436,50.3982,UP,1
2014-01-23,65.6,64.97,34.0107,64.072,50.959,DOWN,0
2014-01-24,63.94,65.0,34.2209,64.164,51.4492,DOWN,0
2014-01-27,62.5,63.25,34.4211,64.29,51.8812,UP,1
2014-01-28,65.32,62.81,34.6381,64.444,52.3086,DOWN,0
2014-01-29,65.24,64.58,34.8591,64.52,52.7132,UP,1
2014-01-30,66.45,66.0,35.0857,64.69,53.092,DOWN,0
2014-01-31,65.52,65.37,35.3073,65.006,53.4632,DOWN,0
2014-02-03,63.0,65.89,35.5166,65.106,53.8048,DOWN,0
2014-02-04,62.93,63.63,35.7227,64.628,54.1268,DOWN,0
2014-02-05,62.26,64.1,35.9267,64.032,54.4132,UP,1
2014-02-06,62.58,62.63,36.1263,63.258,54.6944,UP,1
2014-02-07,65.89,63.06,36.3449,63.332,55.0584,UP,1
2014-02-10,66.13,66.0,36.5617,63.958,55.4306,DOWN,0
2014-02-11,66.0,66.1,36.7792,64.572,55.8164,UP,1
2014-02-12,68.83,65.34,37.0133,65.886,56.261,DOWN,0
2014-02-13,66.14,66.5,37.2332,66.598,56.639,DOWN,0
2014-02-14,64.17,66.55,37.4465,66.254,57.0054,UP,1
2014-02-18,65.5,64.68,37.6666,66.128,57.3926,DOWN,0
2014-02-19,61.65,65.5,37.8637,65.258,57.6946,UP,1
2014-02-20,63.92,61.44,38.0706,64.276,58.0412,UP,1
2014-02-21,64.98,61.96,38.2861,64.044,58.4178,UP,1
2014-02-24,67.03,65.43,38.5107,64.616,58.802,UP,1
2014-02-25,68.37,67.27,38.7407,65.19,59.218,DOWN,0
2014-02-26,67.26,69.95,38.9606,66.312,59.5932,DOWN,0
2014-02-27,65.91,66.96,39.1707,66.71,59.9336,DOWN,0
2014-02-28,64.26,66.0,39.3695,66.566,60.2258,DOWN,0
2014-03-03,63.75,62.81,39.5691,65.91,60.55,UP,1
2014-03-04,66.46,65.0,39.7856,65.528,60.897,UP,1
2014-03-05,66.54,66.67,40.0031,65.384,61.2256,DOWN,0
2014-03-06,65.61,67.21,40.2154,65.324,61.511,DOWN,0
2014-03-07,64.36,66.27,40.4259,65.344,61.7726,DOWN,0
2014-03-10,63.3,64.36,40.6308,65.254,62.0222,UP,1
2014-03-11,65.49,63.85,40.8474,65.06,62.3184,DOWN,0
2014-03-12,65.35,65.43,41.0591,64.822,62.6312,DOWN,0
2014-03-13,62.43,65.29,41.2527,64.186,62.8684,DOWN,0
2014-03-14,61.42,62.38,41.4449,63.598,63.0842,UP,1
2014-03-17,62.22,63.05,41.6423,63.382,63.304,UP,1
2014-03-18,64.94,63.07,41.8562,63.272,63.563,DOWN,0
2014-03-19,64.84,65.14,42.0708,63.17,63.8136,DOWN,0
2014-03-20,63.8,64.43,42.2842,63.444,64.0504,DOWN,0
2014-03-21,59.41,63.48,42.4784,63.042,64.1438,DOWN,0
2014-03-24,55.7,59.43,42.6495,61.738,64.1344,DOWN,0
2014-03-25,53.57,55.22,42.8103,59.464,64.0064,DOWN,0
2014-03-26,51.75,52.31,42.9645,56.846,63.8592,UP,1
2014-03-27,51.94,51.8,43.122,54.474,63.6288,DOWN,0
2014-03-28,49.94,51.75,43.2689,52.58,63.3792,UP,1
2014-03-31,53.52,50.34,43.4285,52.144,63.18,UP,1
2014-04-01,54.76,53.77,43.5965,52.382,63.0378,DOWN,0
2014-04-02,54.46,55.05,43.7635,52.924,62.836,DOWN,0
2014-04-03,51.42,54.33,43.9135,52.82,62.5672,DOWN,0
2014-04-04,50.5,52.08,44.0642,52.932,62.2652,DOWN,0
2014-04-07,50.15,50.14,44.2173,52.258,61.9894,DOWN,0
2014-04-08,49.05,49.77,44.3672,51.116,61.7204,UP,1
2014-04-09,52.01,49.19,44.5305,50.626,61.4542,DOWN,0
2014-04-10,47.13,52.2,44.6672,49.768,61.092,DOWN,0
2014-04-11,46.25,47.0,44.7931,48.918,60.688,DOWN,0
2014-04-14,44.32,46.36,44.9077,47.752,60.264,DOWN,0
2014-04-15,43.1,44.34,45.0132,46.562,59.866,UP,1
2014-04-16,43.98,43.31,45.1185,44.956,59.487,UP,1
2014-04-17,44.54,43.95,45.2264,44.438,59.1326,UP,1
2014-04-21,47.45,45.19,45.3479,44.678,58.83,UP,1
2014-04-22,49.32,47.58,45.4761,45.678,58.4986,DOWN,0
2014-04-23,46.96,49.32,45.5965,46.45,58.1152,UP,1
2014-04-24,47.3,48.04,45.7179,47.114,57.7412,DOWN,0
2014-04-25,45.41,47.04,45.8287,47.288,57.2728,DOWN,0
2014-04-28,45.08,45.82,45.9359,46.814,56.8516,UP,1
2014-04-29,48.61,45.98,46.0603,46.672,56.5404,DOWN,0
2014-04-30,48.56,48.09,46.1867,46.992,56.2016,UP,1
2014-05-01,50.05,47.32,46.3204,47.542,55.9696,UP,1
2014-05-02,51.61,49.15,46.4661,48.782,55.7234,UP,1
2014-05-05,53.48,50.69,46.6199,50.462,55.4934,DOWN,0
2014-05-06,53.38,53.49,46.7713,51.416,55.2204,DOWN,0
2014-05-07,51.99,53.72,46.915,52.102,54.8928,DOWN,0
2014-05-08,50.38,51.58,47.0527,52.168,54.5552,UP,1
2014-05-09,52.08,50.19,47.1982,52.262,54.2786,UP,1
2014-05-12,54.39,52.69,47.3533,52.444,54.0812,DOWN,0
2014-05-13,54.16,54.74,47.5074,52.6,53.8894,UP,1
2014-05-14,55.9,54.36,47.6717,53.382,53.6782,DOWN,0
2014-05-15,50.95,50.45,47.8109,53.496,53.3664,DOWN,0
2014-05-16,49.5901,50.68,47.9418,52.998,53.046,UP,1
2014-05-19,49.9,49.02,48.0622,52.1,52.7568,DOWN,0
2014-05-20,48.68,49.6,48.1714,51.004,52.4644,DOWN,0
2014-05-21,47.01,49.51,48.2722,49.226,52.0948,UP,1
2014-05-22,48.03,46.81,48.3827,48.642,51.7484,DOWN,0
2014-05-23,47.09,48.26,48.486,48.142,51.4416,UP,1
2014-05-27,49.19,48.06,48.5981,48.0,51.197,DOWN,0
2014-05-28,49.01,49.34,48.7067,48.066,50.9328,UP,1
2014-05-29,49.5,49.11,48.818,48.564,50.624,UP,1
2014-05-30,49.55,49.67,48.9291,48.868,50.3182,DOWN,0
2014-06-02,48.89,49.41,49.037,49.228,50.02,UP,1
2014-06-03,50.98,48.91,49.1589,49.586,49.8514,UP,1
2014-06-04,52.49,51.25,49.288,50.282,49.7872,UP,1
