ticker,DLTR US Equity,DLTR US Equity,DLTR US Equity,DLTR US Equity,DLTR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-05-05,8.85,8.9267,8.1828,8.7867,8.9632,UP,1
2006-05-08,9.17,8.87,8.1881,8.8933,8.9636,DOWN,0
2006-05-09,9.1433,9.1433,8.1931,8.968,8.9631,UP,1
2006-05-10,9.1567,9.1233,8.1982,9.0467,8.9635,DOWN,0
2006-05-11,9.04,9.12,8.2027,9.072,8.9587,DOWN,0
2006-05-12,8.9367,9.0333,8.2063,9.0893,8.9567,UP,1
2006-05-15,8.9533,8.8667,8.2094,9.046,8.9535,DOWN,0
2006-05-16,8.84,8.9367,8.212,8.9853,8.9473,DOWN,0
2006-05-17,8.7833,8.81,8.2144,8.9107,8.9469,DOWN,0
2006-05-18,8.7667,8.8267,8.2162,8.856,8.9462,UP,1
2006-05-19,8.8167,8.8033,8.2177,8.832,8.9486,DOWN,0
2006-05-22,8.7767,8.71,8.2198,8.7967,8.9477,UP,1
2006-05-23,8.7967,8.8,8.2223,8.788,8.9457,DOWN,0
2006-05-24,8.47,9.0133,8.2242,8.7253,8.9375,UP,1
2006-05-25,8.61,8.5833,8.2268,8.694,8.9308,UP,1
2006-05-26,8.7333,8.5867,8.2305,8.6773,8.9245,DOWN,0
2006-05-30,8.6567,8.72,8.2335,8.6533,8.9152,UP,1
2006-05-31,8.81,8.6667,8.2371,8.656,8.9088,DOWN,0
2006-06-01,8.74,8.8333,8.2407,8.71,8.9042,DOWN,0
2006-06-02,8.65,8.8,8.245,8.718,8.8995,DOWN,0
2006-06-05,8.5167,8.61,8.2481,8.6747,8.8861,DOWN,0
2006-06-06,8.15,8.26,8.2497,8.5733,8.8652,UP,1
2006-06-07,8.18,8.19,8.2518,8.4473,8.8437,UP,1
2006-06-08,8.4867,8.2033,8.2551,8.3967,8.8287,DOWN,0
2006-06-09,8.4533,8.4967,8.2589,8.3573,8.8114,UP,1
2006-06-12,8.5367,8.47,8.2632,8.3613,8.7955,DOWN,0
2006-06-13,8.45,8.5067,8.2666,8.4213,8.7801,UP,1
2006-06-14,8.5633,8.45,8.2706,8.498,8.7665,UP,1
2006-06-15,8.6267,8.5867,8.2749,8.526,8.7513,UP,1
2006-06-16,8.6733,8.64,8.28,8.57,8.7388,DOWN,0
2006-06-19,8.5533,8.6467,8.2848,8.5733,8.7238,DOWN,0
2006-06-20,8.5033,8.5567,8.29,8.584,8.7094,UP,1
2006-06-21,8.65,8.49,8.296,8.6013,8.7021,UP,1
2006-06-22,8.69,8.67,8.3018,8.614,8.7025,DOWN,0
2006-06-23,8.6333,8.6667,8.307,8.606,8.7016,UP,1
2006-06-26,8.7667,8.6333,8.3133,8.6487,8.7025,DOWN,0
2006-06-27,8.6433,8.82,8.3187,8.6767,8.702,UP,1
2006-06-28,8.65,8.6267,8.3231,8.6767,8.7012,UP,1
2006-06-29,8.67,8.69,8.3277,8.6727,8.701,UP,1
2006-06-30,8.8333,8.66,8.3326,8.7127,8.7007,UP,1
2006-07-03,8.99,8.8167,8.3382,8.7573,8.7075,DOWN,0
2006-07-05,8.83,8.99,8.3426,8.7947,8.7118,UP,1
2006-07-06,8.9233,8.82,8.3483,8.8493,8.7185,DOWN,0
2006-07-07,8.7967,8.8867,8.354,8.8747,8.7211,UP,1
2006-07-10,8.93,8.7833,8.3615,8.894,8.7235,DOWN,0
2006-07-11,8.8833,8.8933,8.3692,8.8727,8.7273,DOWN,0
2006-07-12,8.81,8.8467,8.3767,8.8687,8.7308,DOWN,0
2006-07-13,8.4467,8.74,8.3822,8.7733,8.7243,UP,1
2006-07-14,8.58,8.4533,8.3886,8.73,8.7207,DOWN,0
2006-07-17,8.54,8.59,8.3953,8.652,8.7132,DOWN,0
2006-07-18,8.3567,8.5333,8.401,8.5467,8.7033,UP,1
2006-07-19,8.4833,8.33,8.4074,8.4813,8.6896,DOWN,0
2006-07-20,8.4833,8.4733,8.4127,8.4887,8.6764,DOWN,0
2006-07-21,8.3667,8.4567,8.4178,8.446,8.6606,UP,1
2006-07-24,8.6867,8.43,8.425,8.4753,8.6535,UP,1
2006-07-25,8.7333,8.66,8.4322,8.5507,8.6495,DOWN,0
2006-07-26,8.6633,8.6967,8.4393,8.5867,8.6437,DOWN,0
2006-07-27,8.5867,8.6767,8.4461,8.6073,8.6386,UP,1
2006-07-28,8.8033,8.6133,8.4539,8.6947,8.639,UP,1
2006-07-31,8.8667,8.78,8.4623,8.7307,8.641,DOWN,0
2006-08-01,8.7167,8.82,8.4699,8.7273,8.639,DOWN,0
2006-08-02,8.6533,8.73,8.4777,8.7253,8.6365,UP,1
2006-08-03,9.55,8.85,8.4901,8.918,8.6516,UP,1
2006-08-04,9.67,9.6,8.5036,9.0913,8.6756,DOWN,0
2006-08-07,9.49,9.6233,8.5156,9.216,8.6932,DOWN,0
2006-08-08,9.47,9.47,8.527,9.3667,8.7079,DOWN,0
2006-08-09,9.3233,9.5067,8.5372,9.5007,8.7213,UP,1
2006-08-10,9.6233,9.29,8.5495,9.5153,8.7375,DOWN,0
2006-08-11,9.5033,9.6133,8.5611,9.482,8.7528,UP,1
2006-08-14,9.7233,9.5333,8.574,9.5287,8.7743,UP,1
2006-08-15,9.78,9.8333,8.5882,9.5907,8.7995,UP,1
2006-08-16,9.8733,9.8,8.603,9.7007,8.834,DOWN,0
2006-08-17,9.7967,9.88,8.616,9.7353,8.8663,DOWN,0
2006-08-18,9.7933,9.8167,8.6293,9.7933,8.8925,DOWN,0
2006-08-21,9.5833,9.7,8.64,9.7653,8.9151,DOWN,0
2006-08-22,9.5267,9.51,8.6498,9.7147,8.9349,DOWN,0
2006-08-23,9.4333,9.35,8.658,9.6267,8.9545,DOWN,0
2006-08-24,9.4233,9.5,8.6656,9.552,8.9717,DOWN,0
2006-08-25,9.39,9.43,8.6731,9.4713,8.987,UP,1
2006-08-28,9.5433,9.3733,8.6812,9.4633,9.0044,UP,1
2006-08-29,9.6,9.5267,8.6884,9.478,9.0253,DOWN,0
2006-08-30,9.5767,9.5833,8.6955,9.5067,9.0468,UP,1
2006-08-31,9.5933,9.57,8.7029,9.5407,9.0657,UP,1
2006-09-01,9.6633,9.61,8.7118,9.5953,9.0851,DOWN,0
2006-09-05,9.63,9.63,8.7213,9.6127,9.1051,DOWN,0
2006-09-06,9.4633,9.5667,8.7298,9.5853,9.119,DOWN,0
2006-09-07,9.4567,9.4567,8.7382,9.5613,9.1353,UP,1
2006-09-08,9.6667,9.4933,8.7473,9.576,9.1556,UP,1
2006-09-11,9.9167,9.5967,8.758,9.6267,9.1805,UP,1
2006-09-12,10.3267,9.8933,8.7706,9.766,9.2104,DOWN,0
2006-09-13,10.23,10.3467,8.7828,9.9193,9.2352,UP,1
2006-09-14,10.3033,10.1433,8.7954,10.0887,9.2647,DOWN,0
2006-09-15,10.2,10.34,8.8079,10.1953,9.2902,DOWN,0
2006-09-18,10.1133,10.16,8.8202,10.2347,9.3165,DOWN,0
2006-09-19,10.08,10.08,8.8317,10.1853,9.3395,UP,1
2006-09-20,10.3833,10.0933,8.8446,10.216,9.3695,DOWN,0
2006-09-21,10.1233,10.3333,8.8565,10.18,9.3958,DOWN,0
2006-09-22,10.08,10.1367,8.8681,10.156,9.4285,UP,1
2006-09-25,10.26,10.07,8.8805,10.1853,9.4621,UP,1
2006-09-26,10.4233,10.28,8.8936,10.254,9.4997,DOWN,0
2006-09-27,10.2633,10.42,8.9057,10.23,9.5379,UP,1
2006-09-28,10.3033,10.29,8.918,10.266,9.5743,UP,1
2006-09-29,10.32,10.29,8.93,10.314,9.611,UP,1
2006-10-02,10.4367,10.2733,8.9421,10.3493,9.6524,UP,1
2006-10-03,10.61,10.3733,8.9554,10.3867,9.6909,UP,1
2006-10-04,10.6333,10.54,8.9692,10.4607,9.7289,DOWN,0
2006-10-05,10.5667,10.6467,8.9832,10.5133,9.7669,DOWN,0
2006-10-06,10.2933,10.3233,8.9956,10.508,9.8011,UP,1
2006-10-09,10.4233,10.26,9.008,10.5053,9.8335,UP,1
2006-10-10,10.5,10.4167,9.0208,10.4833,9.8661,DOWN,0
2006-10-11,10.4467,10.43,9.033,10.446,9.9007,UP,1
2006-10-12,10.49,10.4433,9.0461,10.4307,9.9375,UP,1
2006-10-13,10.51,10.45,9.0583,10.474,9.9567,DOWN,0
2006-10-16,10.4733,10.4733,9.0704,10.484,9.9727,DOWN,0
2006-10-17,10.4333,10.45,9.0826,10.4707,9.9916,DOWN,0
2006-10-18,10.3767,10.4367,9.0942,10.4567,10.0097,UP,1
2006-10-19,10.4233,10.32,9.1057,10.4433,10.0317,DOWN,0
2006-10-20,10.3467,10.42,9.1168,10.4107,10.0462,UP,1
2006-10-23,10.41,10.3,9.1285,10.398,10.0643,DOWN,0
2006-10-24,10.3767,10.4133,9.1388,10.3867,10.0774,DOWN,0
2006-10-25,10.2567,10.3467,9.1488,10.3627,10.0869,UP,1
2006-10-26,10.3467,10.3167,9.1595,10.3473,10.0964,DOWN,0
2006-10-27,10.2567,10.29,9.1698,10.3293,10.1056,UP,1
2006-10-30,10.4333,10.1967,9.1806,10.334,10.1184,DOWN,0
2006-10-31,10.3633,10.47,9.1916,10.3313,10.134,DOWN,0
2006-11-01,10.18,10.42,9.2016,10.316,10.1471,DOWN,0
2006-11-02,10.1067,10.14,9.211,10.268,10.1605,UP,1
2006-11-03,10.1567,10.1033,9.2213,10.248,10.1752,UP,1
2006-11-06,10.36,10.2333,9.2326,10.2333,10.1946,UP,1
2006-11-07,10.3733,10.36,9.2435,10.2353,10.2112,DOWN,0
2006-11-08,10.3633,10.31,9.2545,10.272,10.2265,DOWN,0
2006-11-09,10.2467,10.3933,9.2643,10.3,10.2399,UP,1
2006-11-10,10.47,10.2733,9.2749,10.3627,10.2574,DOWN,0
2006-11-13,10.4333,10.4433,9.286,10.3773,10.2728,UP,1
2006-11-14,10.4733,10.4067,9.297,10.3973,10.2897,UP,1
2006-11-15,10.52,10.53,9.3087,10.4287,10.3108,UP,1
2006-11-16,10.6667,10.61,9.3177,10.5127,10.335,DOWN,0
2006-11-17,10.51,10.6567,9.3249,10.5207,10.3519,UP,1
2006-11-20,10.5833,10.4467,9.3328,10.5507,10.3652,DOWN,0
2006-11-21,10.4367,10.66,9.3399,10.5433,10.3674,DOWN,0
2006-11-22,10.3367,10.4233,9.3462,10.5067,10.3695,DOWN,0
2006-11-24,10.3167,10.29,9.3528,10.4367,10.3698,DOWN,0
2006-11-27,10.0733,10.3,9.358,10.3493,10.3673,UP,1
2006-11-28,10.1167,10.0367,9.3634,10.256,10.3673,DOWN,0
2006-11-29,10.1167,10.1367,9.3672,10.192,10.3681,DOWN,0
2006-11-30,10.0033,10.1,9.37,10.1253,10.3605,DOWN,0
2006-12-01,9.8767,10.0,9.3721,10.0373,10.3555,UP,1
2006-12-04,10.09,9.93,9.3749,10.0407,10.3557,DOWN,0
2006-12-05,10.0833,10.0133,9.3777,10.034,10.3522,UP,1
2006-12-06,10.1933,10.0833,9.3827,10.0493,10.3476,DOWN,0
2006-12-07,10.0667,10.1833,9.387,10.062,10.3437,DOWN,0
2006-12-08,10.0633,10.0067,9.3916,10.0993,10.3389,UP,1
2006-12-11,10.1033,10.3167,9.3963,10.102,10.3345,DOWN,0
2006-12-12,10.0067,10.0967,9.4006,10.0867,10.3259,UP,1
2006-12-13,10.0233,10.0667,9.4043,10.0527,10.3142,UP,1
2006-12-14,10.14,10.06,9.4098,10.0673,10.3043,DOWN,0
2006-12-15,10.1033,10.2133,9.4148,10.0753,10.2951,DOWN,0
2006-12-18,10.0767,10.1033,9.4194,10.07,10.2907,DOWN,0
2006-12-19,9.95,10.0233,9.4252,10.0587,10.2813,UP,1
2006-12-20,9.9933,9.9567,9.4311,10.0527,10.2711,DOWN,0
2006-12-21,9.9367,10.0133,9.4373,10.012,10.2609,UP,1
2006-12-22,10.02,9.9367,9.4433,9.9953,10.2515,UP,1
2006-12-26,10.0233,9.9867,9.4489,9.9847,10.2418,UP,1
2006-12-27,10.1833,10.0333,9.4555,10.0313,10.236,DOWN,0
2006-12-28,10.05,10.1467,9.461,10.0427,10.2283,DOWN,0
2006-12-29,10.0333,10.0333,9.4659,10.062,10.2215,UP,1
2007-01-03,10.23,10.1233,9.4715,10.104,10.2176,DOWN,0
2007-01-04,10.2167,10.25,9.4769,10.1427,10.215,UP,1
2007-01-05,10.6767,10.2033,9.4854,10.2413,10.2203,DOWN,0
2007-01-08,10.67,10.6967,9.4943,10.3653,10.2262,DOWN,0
2007-01-09,10.6533,10.7433,9.5017,10.4893,10.2341,UP,1
2007-01-10,10.67,10.6533,9.5091,10.5773,10.2406,UP,1
2007-01-11,10.6967,10.72,9.5163,10.6733,10.2494,UP,1
2007-01-12,10.7,10.7067,9.5236,10.678,10.2547,DOWN,0
2007-01-16,10.6667,10.7133,9.5303,10.6773,10.2608,DOWN,0
2007-01-17,10.5433,10.68,9.5364,10.6553,10.2681,UP,1
2007-01-18,10.5767,10.5733,9.5432,10.6367,10.2775,DOWN,0
2007-01-19,10.5333,10.57,9.5496,10.604,10.285,DOWN,0
2007-01-22,10.5,10.5567,9.5552,10.564,10.2878,DOWN,0
2007-01-23,10.47,10.52,9.561,10.5247,10.2897,UP,1
2007-01-24,10.5367,10.46,9.5672,10.5233,10.2932,DOWN,0
2007-01-25,10.2533,10.4733,9.5724,10.4587,10.2933,UP,1
2007-01-26,10.2833,10.2967,9.5787,10.4087,10.2896,UP,1
2007-01-29,10.4233,10.2867,9.5875,10.3933,10.2894,DOWN,0
2007-01-30,10.37,10.43,9.5959,10.3733,10.2873,UP,1
2007-01-31,10.4833,10.3767,9.6047,10.3627,10.2866,UP,1
2007-02-01,10.5533,10.5267,9.6142,10.4227,10.2843,UP,1
2007-02-02,10.58,10.5533,9.6236,10.482,10.2857,DOWN,0
2007-02-05,10.5333,10.53,9.6329,10.504,10.2847,DOWN,0
2007-02-06,10.5333,10.5333,9.6413,10.5367,10.2867,UP,1
2007-02-07,10.6033,10.5467,9.6511,10.5607,10.292,UP,1
2007-02-08,11.15,10.6133,9.6637,10.68,10.3087,DOWN,0
2007-02-09,11.1033,11.2267,9.6763,10.7847,10.3293,DOWN,0
2007-02-12,10.9967,11.13,9.688,10.8773,10.3469,UP,1
2007-02-13,11.1,11.0,9.6994,10.9907,10.3665,UP,1
2007-02-14,11.3333,11.1133,9.7126,11.1367,10.3931,UP,1
2007-02-15,11.3767,11.3133,9.7263,11.182,10.4231,UP,1
2007-02-16,11.39,11.3633,9.7394,11.2393,10.4491,UP,1
2007-02-20,11.5167,11.4,9.7532,11.3433,10.4778,UP,1
2007-02-21,11.5233,11.5067,9.7662,11.428,10.5044,DOWN,0
2007-02-22,11.41,11.5367,9.779,11.4433,10.5313,DOWN,0
2007-02-23,11.35,11.4467,9.7899,11.438,10.557,UP,1
2007-02-26,11.3933,11.3967,9.8012,11.4387,10.5828,DOWN,0
2007-02-27,10.9967,11.28,9.8104,11.3347,10.6026,UP,1
2007-02-28,11.37,11.1667,9.822,11.304,10.6295,UP,1
2007-03-01,11.4567,11.1467,9.8346,11.3133,10.6559,DOWN,0
2007-03-02,11.42,11.4033,9.847,11.3273,10.6822,DOWN,0
2007-03-05,11.24,11.3,9.859,11.2967,10.7055,UP,1
2007-03-06,11.5367,11.2833,9.8727,11.4047,10.7372,UP,1
2007-03-07,11.6433,11.55,9.8871,11.4593,10.7702,UP,1
2007-03-08,11.81,11.6633,9.9021,11.53,10.8077,UP,1
2007-03-09,11.8867,11.8633,9.9176,11.6233,10.845,UP,1
2007-03-12,12.22,12.2033,9.9348,11.8193,10.8889,DOWN,0
2007-03-13,11.9467,12.2733,9.9521,11.9013,10.9242,DOWN,0
2007-03-14,11.8533,11.92,9.9684,11.9433,10.9603,UP,1
2007-03-15,11.9933,11.8667,9.9847,11.98,10.9995,DOWN,0
2007-03-16,11.86,11.89,10.0007,11.9747,11.0321,UP,1
2007-03-19,12.0133,11.9067,10.0167,11.9333,11.068,UP,1
2007-03-20,12.0733,12.04,10.0334,11.9587,11.0959,UP,1
2007-03-21,12.2867,12.0867,10.0515,12.0453,11.1283,UP,1
2007-03-22,12.57,12.3,10.0718,12.1607,11.1666,UP,1
2007-03-23,12.7367,12.6333,10.0947,12.336,11.2079,DOWN,0
2007-03-26,12.71,12.7067,10.1174,12.4753,11.2482,DOWN,0
2007-03-27,12.5567,12.65,10.1377,12.572,11.2853,DOWN,0
2007-03-28,12.42,12.5333,10.1576,12.5987,11.3204,UP,1
2007-03-29,12.4467,12.45,10.1771,12.574,11.3585,UP,1
2007-03-30,12.7467,12.5033,10.1986,12.576,11.4019,DOWN,0
2007-04-02,12.6567,12.7033,10.2191,12.5653,11.4443,UP,1
2007-04-03,12.87,12.6833,10.2403,12.628,11.4917,DOWN,0
2007-04-04,12.7567,12.7233,10.2607,12.6953,11.5375,DOWN,0
2007-04-05,12.6933,12.6767,10.2814,12.7447,11.5806,DOWN,0
2007-04-09,12.6833,12.6633,10.3023,12.732,11.6292,UP,1
2007-04-10,12.8567,12.6,10.3233,12.772,11.6807,DOWN,0
2007-04-11,12.79,12.83,10.3438,12.756,11.728,UP,1
2007-04-12,13.0867,12.7767,10.3661,12.822,11.7823,DOWN,0
2007-04-13,12.8767,13.06,10.3867,12.8587,11.8302,UP,1
2007-04-16,12.9567,12.87,10.4082,12.9133,11.8783,DOWN,0
2007-04-17,12.8833,12.9433,10.4294,12.9187,11.9243,DOWN,0
2007-04-18,12.8367,12.86,10.4502,12.928,11.9704,DOWN,0
2007-04-19,12.8333,12.7567,10.4702,12.8773,12.0164,UP,1
2007-04-20,13.1767,12.9033,10.4912,12.9373,12.0679,DOWN,0
2007-04-23,13.1467,13.16,10.5127,12.9753,12.1078,DOWN,0
2007-04-24,12.99,13.1333,10.5331,12.9967,12.1455,UP,1
2007-04-25,13.1767,13.0333,10.555,13.0647,12.1891,UP,1
2007-04-26,13.2333,13.1767,10.5765,13.1447,12.2318,UP,1
2007-04-27,13.42,13.2333,10.5992,13.1933,12.2735,DOWN,0
2007-04-30,13.1067,13.3733,10.6207,13.1853,12.3081,DOWN,0
2007-05-01,12.99,13.1,10.6434,13.1853,12.3401,UP,1
2007-05-02,13.0833,13.05,10.6659,13.1667,12.3715,UP,1
2007-05-03,13.2333,13.0833,10.6894,13.1667,12.4057,UP,1
2007-05-04,13.28,13.2867,10.714,13.1387,12.4431,UP,1
2007-05-07,13.2967,13.32,10.738,13.1767,12.482,DOWN,0
2007-05-08,13.2133,13.2767,10.7617,13.2213,12.5184,UP,1
2007-05-09,13.4233,13.22,10.787,13.2893,12.5669,UP,1
2007-05-10,13.8,13.75,10.8125,13.4027,12.6155,UP,1
2007-05-11,13.9167,13.7767,10.8385,13.53,12.6647,DOWN,0
2007-05-14,13.83,13.8767,10.8643,13.6367,12.7129,DOWN,0
2007-05-15,13.63,13.8667,10.8895,13.72,12.7607,UP,1
2007-05-16,13.7133,13.7,10.9141,13.778,12.8043,UP,1
2007-05-17,13.72,13.71,10.9383,13.762,12.8458,UP,1
2007-05-18,13.7833,13.7867,10.9637,13.7353,12.8853,UP,1
2007-05-21,13.9267,13.7533,10.99,13.7547,12.9261,UP,1
2007-05-22,13.97,13.95,11.0121,13.8227,12.9611,UP,1
2007-05-23,14.1333,14.0,11.0344,13.9067,13.0048,DOWN,0
2007-05-24,13.86,14.1,11.0563,13.9347,13.0449,DOWN,0
2007-05-25,13.85,13.87,11.0782,13.948,13.0821,UP,1
2007-05-29,14.3233,13.9333,11.1032,14.0273,13.1313,UP,1
2007-05-30,14.3567,14.2767,11.1269,14.1047,13.1782,DOWN,0
2007-05-31,14.1033,14.3767,11.1499,14.0987,13.2188,UP,1
2007-06-01,14.1367,14.18,11.1719,14.154,13.2558,UP,1
2007-06-04,14.16,14.1567,11.1938,14.216,13.2876,UP,1
2007-06-05,14.5167,14.1333,11.217,14.2547,13.3232,UP,1
2007-06-06,15.19,14.5433,11.244,14.4213,13.3728,DOWN,0
2007-06-07,14.5567,15.19,11.2678,14.512,13.4128,DOWN,0
2007-06-08,14.54,14.6467,11.2926,14.5927,13.4552,UP,1
2007-06-11,14.7233,14.6667,11.3186,14.7053,13.5007,DOWN,0
2007-06-12,14.32,14.65,11.343,14.666,13.5322,UP,1
2007-06-13,14.5,14.44,11.3684,14.528,13.5691,UP,1
2007-06-14,14.6667,14.5467,11.3948,14.55,13.605,DOWN,0
2007-06-15,14.45,14.6667,11.4193,14.532,13.6389,UP,1
2007-06-18,14.5133,14.5567,11.4439,14.49,13.6753,DOWN,0
2007-06-19,14.2833,14.4433,11.4674,14.4827,13.7073,DOWN,0
2007-06-20,14.08,14.3,11.4899,14.3987,13.7317,UP,1
2007-06-21,14.22,14.0367,11.5126,14.3093,13.7603,DOWN,0
2007-06-22,14.0067,14.19,11.5345,14.2207,13.7787,DOWN,0
2007-06-25,13.9933,13.9633,11.5572,14.1167,13.8011,UP,1
2007-06-26,14.33,14.12,11.5815,14.126,13.8285,UP,1
2007-06-27,14.8067,14.29,11.6072,14.2713,13.867,DOWN,0
2007-06-28,14.7767,14.8167,11.6315,14.3827,13.9058,DOWN,0
2007-06-29,14.5167,14.8167,11.6525,14.4847,13.9395,UP,1
2007-07-02,14.6067,14.6167,11.6744,14.6073,13.9681,DOWN,0
2007-07-03,14.51,14.6733,11.6954,14.6433,13.9953,UP,1
2007-07-05,14.5767,14.5767,11.7173,14.5973,14.0271,UP,1
2007-07-06,14.7367,14.5767,11.7404,14.5893,14.0583,DOWN,0
2007-07-09,14.5267,14.7833,11.7626,14.5913,14.0841,DOWN,0
2007-07-10,13.9633,14.43,11.7805,14.4627,14.095,UP,1
2007-07-11,14.3233,13.99,11.8015,14.4253,14.1193,UP,1
2007-07-12,14.52,14.41,11.8237,14.414,14.1499,UP,1
2007-07-13,14.53,14.5333,11.8451,14.3727,14.1789,DOWN,0
2007-07-16,14.4633,14.5167,11.8653,14.36,14.2035,DOWN,0
2007-07-17,14.1233,14.4433,11.8846,14.392,14.2203,DOWN,0
2007-07-18,14.0967,14.1267,11.9036,14.3467,14.2363,DOWN,0
2007-07-19,14.09,14.2,11.9224,14.2607,14.2539,DOWN,0
2007-07-20,13.76,14.0667,11.939,14.1067,14.2606,UP,1
2007-07-23,13.7833,13.8467,11.9549,13.9707,14.2603,DOWN,0
2007-07-24,13.49,13.6833,11.9692,13.844,14.2517,DOWN,0
2007-07-25,13.4333,13.5167,11.9835,13.7113,14.2438,DOWN,0
2007-07-26,12.7167,13.28,11.9956,13.4367,14.2255,UP,1
2007-07-27,12.9533,12.6767,12.0083,13.2753,14.2103,UP,1
2007-07-30,13.09,12.9367,12.0212,13.1367,14.1977,DOWN,0
2007-07-31,12.7533,13.21,12.0328,12.9893,14.1771,UP,1
2007-08-01,12.9067,12.7633,12.0448,12.884,14.1567,UP,1
2007-08-02,13.3933,12.95,12.0593,13.0193,14.1452,DOWN,0
2007-08-03,12.8333,13.37,12.0711,12.9953,14.1192,UP,1
2007-08-06,13.3,12.7967,12.0854,13.0373,14.108,UP,1
2007-08-07,13.65,13.2667,12.1018,13.2167,14.104,UP,1
2007-08-08,14.15,13.7567,12.1204,13.4653,14.1005,DOWN,0
2007-08-09,13.0933,13.6467,12.1341,13.4053,14.0753,DOWN,0
2007-08-10,13.0267,13.0733,12.1472,13.444,14.0537,DOWN,0
2007-08-13,12.72,13.2067,12.1589,13.328,14.0254,DOWN,0
2007-08-14,12.4933,12.67,12.1701,13.0967,13.9921,DOWN,0
2007-08-15,12.2533,12.4467,12.1796,12.7173,13.9468,DOWN,0
2007-08-16,11.9633,12.1433,12.1882,12.4913,13.8823,UP,1
2007-08-17,12.4,12.2733,12.198,12.366,13.8391,UP,1
2007-08-20,12.74,12.6633,12.2099,12.37,13.8031,DOWN,0
2007-08-21,12.5833,12.6533,12.2219,12.388,13.7603,UP,1
2007-08-22,12.98,12.73,12.2363,12.5333,13.7335,DOWN,0
2007-08-23,12.73,13.06,12.2491,12.6867,13.6981,UP,1
2007-08-24,13.0833,12.7233,12.2628,12.8233,13.6665,UP,1
2007-08-27,13.3067,13.16,12.2774,12.9367,13.6436,DOWN,0
2007-08-28,12.9567,13.36,12.2904,13.0113,13.6125,UP,1
2007-08-29,13.6567,13.0433,12.3074,13.1467,13.5999,DOWN,0
2007-08-30,13.4867,13.44,12.3225,13.298,13.5881,UP,1
2007-08-31,14.4833,13.6667,12.3428,13.578,13.5933,DOWN,0
2007-09-04,14.4133,14.3933,12.3625,13.7993,13.6015,DOWN,0
2007-09-05,14.0767,14.2467,12.3803,14.0233,13.6031,DOWN,0
2007-09-06,14.0,14.14,12.3969,14.092,13.5965,DOWN,0
2007-09-07,13.7733,13.89,12.4132,14.1493,13.5759,DOWN,0
2007-09-10,13.7733,13.8667,12.4292,14.0073,13.5558,UP,1
2007-09-11,13.94,13.8067,12.4467,13.9127,13.5443,DOWN,0
2007-09-12,13.7867,13.9433,12.464,13.8547,13.5279,UP,1
2007-09-13,13.9867,13.8867,12.4823,13.852,13.5174,DOWN,0
2007-09-14,13.97,13.98,12.5018,13.8913,13.5053,DOWN,0
2007-09-17,13.74,13.9033,12.5199,13.8847,13.4853,UP,1
2007-09-18,14.2233,13.86,12.5404,13.9413,13.4793,UP,1
2007-09-19,14.2467,14.2133,12.5617,14.0333,13.4849,DOWN,0
2007-09-20,13.9733,14.1733,12.5821,14.0307,13.4779,DOWN,0
2007-09-21,13.87,14.0733,12.601,14.0107,13.4649,DOWN,0
2007-09-24,13.7333,13.9233,12.6193,14.0093,13.449,UP,1
2007-09-25,13.7533,13.5767,12.6371,13.9153,13.4348,UP,1
2007-09-26,13.86,13.74,12.6561,13.838,13.4295,UP,1
2007-09-27,13.89,13.9367,12.6752,13.8213,13.4254,DOWN,0
2007-09-28,13.5133,13.8733,12.6922,13.75,13.4139,UP,1
2007-10-01,13.75,13.4933,12.711,13.7533,13.4137,UP,1
2007-10-02,13.9767,13.8567,12.7307,13.798,13.4175,UP,1
2007-10-03,14.0267,13.8733,12.7502,13.8313,13.4283,DOWN,0
2007-10-04,13.5033,14.1067,12.7672,13.754,13.4297,UP,1
2007-10-05,13.79,13.7067,12.7857,13.8093,13.4511,DOWN,0
2007-10-08,13.7067,13.8169,12.8045,13.8007,13.4662,UP,1
2007-10-09,13.8,13.7167,12.8235,13.7653,13.4804,UP,1
2007-10-10,13.8467,13.75,12.8431,13.7293,13.5023,UP,1
2007-10-11,13.9567,13.9867,12.8628,13.82,13.5233,DOWN,0
2007-10-12,13.7533,13.9833,12.8814,13.8127,13.5305,DOWN,0
2007-10-15,13.56,13.73,12.8983,13.7833,13.545,DOWN,0
2007-10-16,13.13,13.4733,12.9137,13.6493,13.5416,DOWN,0
2007-10-17,13.1167,13.2,12.9291,13.5033,13.5309,DOWN,0
2007-10-18,13.0067,13.04,12.943,13.3133,13.5081,DOWN,0
2007-10-19,12.4867,12.9933,12.9544,13.06,13.4959,DOWN,0
2007-10-22,12.2967,11.9333,12.9625,12.8073,13.4813,DOWN,0
2007-10-23,12.1867,12.3233,12.97,12.6187,13.4707,UP,1
2007-10-24,12.2433,12.1367,12.978,12.444,13.4657,DOWN,0
2007-10-25,12.1067,12.3,12.9852,12.264,13.4627,UP,1
2007-10-26,12.6633,12.2367,12.995,12.2993,13.4767,DOWN,0
2007-10-29,12.4967,12.6067,13.004,12.3393,13.4787,UP,1
2007-10-30,12.79,12.51,13.0146,12.46,13.4797,DOWN,0
2007-10-31,12.7667,12.8733,13.0257,12.5647,13.4833,DOWN,0
2007-11-01,12.2033,12.5967,13.0339,12.584,13.4678,DOWN,0
