ticker,CSGP US Equity,CSGP US Equity,CSGP US Equity,CSGP US Equity,CSGP US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2005-04-13,3.584,3.582,4.2289,3.6214,3.8505,3.486
2005-04-14,3.486,3.566,4.2232,3.5826,3.8354,3.39
2005-04-15,3.39,3.483,4.2172,3.5338,3.8199,3.38
2005-04-18,3.38,3.356,4.2114,3.4916,3.8051,3.45
2005-04-19,3.45,3.39,4.2056,3.458,3.7916,3.372
2005-04-20,3.372,3.35,4.2002,3.4156,3.7726,3.724
2005-04-21,3.724,3.509,4.1964,3.4632,3.7606,3.785
2005-04-22,3.785,3.688,4.1937,3.5422,3.7514,3.794
2005-04-25,3.794,3.8,4.1908,3.625,3.7433,3.693
2005-04-26,3.693,3.76,4.1877,3.6736,3.7323,3.738
2005-04-27,3.738,3.709,4.185,3.7468,3.7231,3.816
2005-04-28,3.816,3.699,4.1829,3.7652,3.7162,3.955
2005-04-29,3.955,3.806,4.1819,3.7992,3.7143,3.924
2005-05-02,3.924,3.995,4.1816,3.8252,3.7135,3.812
2005-05-03,3.812,3.871,4.1811,3.849,3.7133,3.822
2005-05-04,3.822,3.795,4.1798,3.8658,3.7122,3.811
2005-05-05,3.811,3.813,4.1775,3.8648,3.7103,3.806
2005-05-06,3.806,3.823,4.1746,3.835,3.7104,3.85
2005-05-09,3.85,3.801,4.1722,3.8202,3.7124,3.853
2005-05-10,3.853,3.786,4.1699,3.8284,3.7158,3.861
2005-05-11,3.861,3.883,4.1672,3.8362,3.719,3.849
2005-05-12,3.849,3.862,4.1648,3.8438,3.7218,3.865
2005-05-13,3.865,3.828,4.1627,3.8556,3.7236,3.865
2005-05-16,3.865,3.832,4.1608,3.8586,3.7226,3.882
2005-05-17,3.882,3.827,4.1591,3.8644,3.725,3.922
2005-05-18,3.922,3.905,4.158,3.8766,3.7288,3.997
2005-05-19,3.997,3.921,4.1576,3.9062,3.7343,4.009
2005-05-20,4.009,3.998,4.1576,3.935,3.7403,3.978
2005-05-23,3.978,4.008,4.1585,3.9576,3.7456,4.024
2005-05-24,4.024,3.958,4.1593,3.986,3.7507,3.97
2005-05-25,3.97,4.014,4.1591,3.9956,3.7535,4.042
2005-05-26,4.042,3.953,4.1588,4.0046,3.7585,4.028
2005-05-27,4.028,4.054,4.1588,4.0084,3.763,4.018
2005-05-31,4.018,3.992,4.1588,4.0164,3.7674,4.137
2005-06-01,4.137,4.002,4.1593,4.039,3.7742,4.173
2005-06-02,4.173,4.131,4.1596,4.0796,3.7817,4.158
2005-06-03,4.158,4.167,4.1589,4.1028,3.7895,4.145
2005-06-06,4.145,4.177,4.1584,4.1262,3.7976,4.174
2005-06-07,4.174,4.145,4.158,4.1574,3.8058,4.181
2005-06-08,4.181,4.18,4.1573,4.1662,3.8144,4.214
2005-06-09,4.214,4.175,4.1568,4.1744,3.8243,4.195
2005-06-10,4.195,4.177,4.1564,4.1818,3.8345,4.224
2005-06-13,4.224,4.178,4.1565,4.1976,3.8465,4.341
2005-06-14,4.341,4.23,4.1571,4.231,3.8619,4.325
2005-06-15,4.325,4.316,4.1577,4.2598,3.8769,4.451
2005-06-16,4.451,4.293,4.1588,4.3072,3.8919,4.486
2005-06-17,4.486,4.468,4.1596,4.3654,3.908,4.435
2005-06-20,4.435,4.496,4.1598,4.4076,3.9241,4.486
2005-06-21,4.486,4.46,4.1605,4.4366,3.942,4.531
2005-06-22,4.531,4.494,4.1612,4.4778,3.9602,4.37
2005-06-23,4.37,4.5,4.1606,4.4616,3.9759,4.271
2005-06-24,4.271,4.363,4.1596,4.4186,3.9916,4.273
2005-06-27,4.273,4.24,4.158,4.3862,4.0093,4.46
2005-06-28,4.46,4.322,4.1575,4.381,4.0309,4.414
2005-06-29,4.414,4.463,4.1565,4.3576,4.0502,4.36
2005-06-30,4.36,4.426,4.1549,4.3556,4.0699,4.487
2005-07-01,4.487,4.37,4.1539,4.3988,4.0852,4.604
2005-07-05,4.604,4.475,4.1532,4.465,4.1016,4.481
2005-07-06,4.481,4.614,4.1519,4.4692,4.1153,4.508
2005-07-07,4.508,4.456,4.1507,4.488,4.1316,4.597
2005-07-08,4.597,4.517,4.1501,4.5354,4.1488,4.678
2005-07-11,4.678,4.576,4.15,4.5736,4.166,4.652
2005-07-12,4.652,4.673,4.1499,4.5832,4.18,4.629
2005-07-13,4.629,4.654,4.15,4.6128,4.1941,4.615
2005-07-14,4.615,4.652,4.1496,4.6342,4.2101,4.629
2005-07-15,4.629,4.57,4.1489,4.6406,4.2263,4.55
2005-07-18,4.55,4.611,4.1471,4.615,4.2411,4.668
2005-07-19,4.668,4.566,4.1463,4.6182,4.2583,4.701
2005-07-20,4.701,4.642,4.1457,4.6326,4.2753,4.765
2005-07-21,4.765,4.67,4.1457,4.6626,4.2936,4.758
2005-07-22,4.758,4.73,4.1451,4.6884,4.3115,4.62
2005-07-25,4.62,4.745,4.1443,4.7024,4.3269,4.55
2005-07-26,4.55,4.497,4.1436,4.6788,4.3406,4.656
2005-07-27,4.656,4.587,4.1435,4.6698,4.3564,4.716
2005-07-28,4.716,4.638,4.1439,4.66,4.3731,4.75
2005-07-29,4.75,4.715,4.145,4.6584,4.3897,4.838
2005-08-01,4.838,4.758,4.1463,4.702,4.4065,4.981
2005-08-02,4.981,4.819,4.1484,4.7882,4.4259,4.958
2005-08-03,4.958,4.971,4.15,4.8486,4.4455,4.912
2005-08-04,4.912,4.946,4.1512,4.8878,4.4633,4.824
2005-08-05,4.824,4.901,4.1545,4.9026,4.4804,4.746
2005-08-08,4.746,4.869,4.1563,4.8842,4.4945,4.746
2005-08-09,4.746,4.762,4.1582,4.8372,4.5088,4.681
2005-08-10,4.681,4.767,4.1611,4.7818,4.5221,4.799
2005-08-11,4.799,4.673,4.1648,4.7592,4.5353,4.706
2005-08-12,4.706,4.776,4.1678,4.7356,4.546,4.816
2005-08-15,4.816,4.7,4.172,4.7496,4.5591,4.656
2005-08-16,4.656,4.8,4.175,4.7316,4.5694,4.683
2005-08-17,4.683,4.675,4.1786,4.732,4.5795,4.602
2005-08-18,4.602,4.654,4.1816,4.6926,4.588,4.593
2005-08-19,4.593,4.588,4.1841,4.67,4.5955,4.582
2005-08-22,4.582,4.639,4.1865,4.6232,4.6033,4.612
2005-08-23,4.612,4.582,4.1888,4.6144,4.611,4.632
2005-08-24,4.632,4.598,4.1915,4.6042,4.6169,4.605
2005-08-25,4.605,4.637,4.1938,4.6048,4.6225,4.545
2005-08-26,4.545,4.604,4.1953,4.5952,4.6243,4.618
2005-08-29,4.618,4.544,4.1973,4.6024,4.627,4.622
2005-08-30,4.622,4.549,4.1988,4.6044,4.6307,4.676
2005-08-31,4.676,4.605,4.2009,4.6132,4.6345,4.664
2005-09-01,4.664,4.707,4.2025,4.625,4.6372,4.568
2005-09-02,4.568,4.652,4.2041,4.6296,4.6411,4.758
2005-09-06,4.758,4.591,4.2069,4.6576,4.6509,4.693
2005-09-07,4.693,4.751,4.2092,4.6718,4.6593,4.583
2005-09-08,4.583,4.673,4.2108,4.6532,4.6617,4.552
2005-09-09,4.552,4.584,4.2119,4.6308,4.6645,4.551
2005-09-12,4.551,4.536,4.2126,4.6274,4.6683,4.554
2005-09-13,4.554,4.567,4.2134,4.5866,4.6697,4.788
2005-09-14,4.788,4.555,4.215,4.6056,4.6733,4.74
2005-09-15,4.74,4.8,4.2168,4.637,4.6785,4.827
2005-09-16,4.827,4.764,4.2184,4.692,4.6849,4.786
2005-09-19,4.786,4.835,4.2196,4.739,4.6887,4.67
2005-09-20,4.67,4.798,4.2208,4.7622,4.6885,4.581
2005-09-21,4.581,4.639,4.2217,4.7208,4.6871,4.66
2005-09-22,4.66,4.599,4.2238,4.7048,4.6877,4.612
2005-09-23,4.612,4.648,4.2253,4.6618,4.6877,4.595
2005-09-26,4.595,4.655,4.227,4.6236,4.687,4.619
2005-09-27,4.619,4.584,4.2289,4.6134,4.6884,4.582
2005-09-28,4.582,4.619,4.2306,4.6136,4.6866,4.625
2005-09-29,4.625,4.527,4.2322,4.6066,4.6851,4.672
2005-09-30,4.672,4.601,4.2342,4.6186,4.6833,4.663
2005-10-03,4.663,4.638,4.2363,4.6322,4.6814,4.579
2005-10-04,4.579,4.667,4.2381,4.6242,4.6805,4.579
2005-10-05,4.579,4.56,4.2403,4.6236,4.6811,4.608
2005-10-06,4.608,4.624,4.242,4.6202,4.6802,4.617
2005-10-07,4.617,4.624,4.244,4.6092,4.6782,4.602
2005-10-10,4.602,4.629,4.2457,4.597,4.6752,4.587
2005-10-11,4.587,4.643,4.2477,4.5986,4.6702,4.586
2005-10-12,4.586,4.565,4.2483,4.6,4.6623,4.597
2005-10-13,4.597,4.567,4.249,4.5978,4.6551,4.56
2005-10-14,4.56,4.62,4.2487,4.5864,4.648,4.54
2005-10-17,4.54,4.602,4.2483,4.574,4.6424,4.471
2005-10-18,4.471,4.536,4.2476,4.5508,4.6369,4.498
2005-10-19,4.498,4.446,4.2478,4.5332,4.6319,4.42
2005-10-20,4.42,4.45,4.2479,4.4978,4.6267,4.491
2005-10-21,4.491,4.42,4.2483,4.484,4.6205,4.595
2005-10-24,4.595,4.502,4.2501,4.495,4.6183,4.867
2005-10-25,4.867,4.579,4.2525,4.5742,4.6193,4.718
2005-10-26,4.718,4.86,4.2544,4.6182,4.6206,4.565
2005-10-27,4.565,4.7,4.2554,4.6472,4.6182,4.691
2005-10-28,4.691,4.591,4.2573,4.6872,4.62,4.795
2005-10-31,4.795,4.701,4.2595,4.7272,4.624,4.695
2005-11-01,4.695,4.795,4.2611,4.6928,4.6263,4.817
2005-11-02,4.817,4.69,4.2634,4.7126,4.6304,4.837
2005-11-03,4.837,4.82,4.2657,4.767,4.6345,4.875
2005-11-04,4.875,4.831,4.2682,4.8038,4.6399,4.856
2005-11-07,4.856,4.894,4.2706,4.816,4.6461,4.829
2005-11-08,4.829,4.829,4.2731,4.8428,4.6503,4.789
2005-11-09,4.789,4.84,4.2753,4.8372,4.6537,4.833
2005-11-10,4.833,4.8,4.2779,4.8364,4.6568,4.919
2005-11-11,4.919,4.827,4.281,4.8452,4.6619,4.889
2005-11-14,4.889,4.93,4.284,4.8518,4.6683,4.85
2005-11-15,4.85,4.91,4.287,4.856,4.6702,4.795
2005-11-16,4.795,4.848,4.2902,4.8572,4.6722,4.84
2005-11-17,4.84,4.805,4.2938,4.8586,4.6773,4.89
2005-11-18,4.89,4.896,4.2976,4.8528,4.6841,4.777
2005-11-21,4.777,4.867,4.2999,4.8304,4.6886,4.785
2005-11-22,4.785,4.792,4.3022,4.8174,4.6932,4.793
2005-11-23,4.793,4.8,4.3049,4.817,4.6933,4.764
2005-11-25,4.764,4.824,4.3077,4.8018,4.6938,4.678
2005-11-28,4.678,4.746,4.3099,4.7594,4.6908,4.738
2005-11-29,4.738,4.722,4.3126,4.7516,4.6899,4.694
2005-11-30,4.694,4.765,4.3153,4.7334,4.6904,4.77
2005-12-01,4.77,4.699,4.3189,4.7288,4.6941,4.695
2005-12-02,4.695,4.743,4.3225,4.715,4.6948,4.623
2005-12-05,4.623,4.62,4.3265,4.704,4.6951,4.484
2005-12-06,4.484,4.666,4.3296,4.6532,4.6928,4.56
2005-12-07,4.56,4.5,4.3328,4.6264,4.6917,4.527
2005-12-08,4.527,4.54,4.3365,4.5778,4.6906,4.546
2005-12-09,4.546,4.527,4.3405,4.548,4.689,4.516
2005-12-12,4.516,4.56,4.3446,4.5266,4.6859,4.499
2005-12-13,4.499,4.529,4.3486,4.5296,4.6826,4.448
2005-12-14,4.448,4.48,4.3523,4.5072,4.68,4.479
2005-12-15,4.479,4.449,4.3558,4.4976,4.678,4.485
2005-12-16,4.485,4.5,4.3587,4.4854,4.6755,4.41
2005-12-19,4.41,4.473,4.3619,4.4642,4.6714,4.53
2005-12-20,4.53,4.41,4.3659,4.4704,4.6699,4.519
2005-12-21,4.519,4.518,4.3699,4.4846,4.6686,4.522
2005-12-22,4.522,4.503,4.3739,4.4932,4.6673,4.546
2005-12-23,4.546,4.501,4.3781,4.5054,4.6663,4.488
2005-12-27,4.488,4.52,4.3817,4.521,4.6648,4.494
2005-12-28,4.494,4.5,4.385,4.5138,4.6639,4.461
2005-12-29,4.461,4.47,4.3884,4.5022,4.6637,4.317
2005-12-30,4.317,4.441,4.391,4.4612,4.6601,4.406
2006-01-03,4.406,4.339,4.394,4.4332,4.6598,4.328
2006-01-04,4.328,4.374,4.3966,4.4012,4.6565,4.38
2006-01-05,4.38,4.303,4.3996,4.3784,4.6522,4.491
2006-01-06,4.491,4.397,4.4032,4.3844,4.6447,4.496
2006-01-09,4.496,4.522,4.407,4.4202,4.6403,4.576
2006-01-10,4.576,4.476,4.411,4.4542,4.6405,4.618
2006-01-11,4.618,4.542,4.4154,4.5122,4.639,4.674
2006-01-12,4.674,4.587,4.4201,4.571,4.6366,4.693
2006-01-13,4.693,4.66,4.4252,4.6114,4.6366,4.66
2006-01-17,4.66,4.688,4.4303,4.6442,4.6334,4.702
2006-01-18,4.702,4.62,4.436,4.6694,4.6307,4.802
2006-01-19,4.802,4.722,4.4421,4.7062,4.6293,4.735
2006-01-20,4.735,4.819,4.4473,4.7184,4.6269,4.886
2006-01-23,4.886,4.748,4.4533,4.757,4.628,4.959
2006-01-24,4.959,4.872,4.46,4.8168,4.6314,4.953
2006-01-25,4.953,4.918,4.4668,4.867,4.6338,5.076
2006-01-26,5.076,4.967,4.4741,4.9218,4.6369,5.092
2006-01-27,5.092,5.062,4.4816,4.9932,4.641,5.11
2006-01-30,5.11,5.075,4.4897,5.038,4.6462,5.0
2006-01-31,5.0,5.075,4.4978,5.0462,4.6503,5.054
2006-02-01,5.054,4.96,4.5061,5.0664,4.6546,4.93
2006-02-02,4.93,5.01,4.5135,5.0372,4.6554,5.016
2006-02-03,5.016,4.924,4.5218,5.022,4.6602,5.101
2006-02-06,5.101,5.046,4.5286,5.0202,4.6665,4.977
2006-02-07,4.977,5.045,4.5346,5.0156,4.6702,4.99
2006-02-08,4.99,5.002,4.5406,5.0028,4.6747,4.963
2006-02-09,4.963,5.015,4.5469,5.0094,4.6804,4.949
2006-02-10,4.949,4.98,4.553,4.996,4.6846,4.929
2006-02-13,4.929,4.919,4.5586,4.9616,4.6893,4.931
2006-02-14,4.931,4.968,4.5634,4.9524,4.6925,5.016
2006-02-15,5.016,4.935,4.5689,4.9576,4.6989,4.678
2006-02-16,4.678,4.928,4.5732,4.9006,4.7,4.782
2006-02-17,4.782,4.747,4.578,4.8672,4.706,4.876
2006-02-21,4.876,4.772,4.5833,4.8566,4.7123,5.13
2006-02-22,5.13,4.88,4.59,4.8964,4.7244,5.143
2006-02-23,5.143,5.12,4.5964,4.9218,4.7363,5.134
2006-02-24,5.134,5.122,4.6028,5.013,4.7487,5.177
2006-02-27,5.177,5.134,4.6094,5.092,4.7622,5.161
2006-02-28,5.161,5.164,4.616,5.149,4.7765,5.208
2006-03-01,5.208,5.156,4.6227,5.1646,4.7911,5.076
2006-03-02,5.076,5.195,4.6287,5.1512,4.8029,5.075
2006-03-03,5.075,5.04,4.6347,5.1394,4.8162,5.173
2006-03-06,5.173,5.073,4.641,5.1386,4.8291,5.144
2006-03-07,5.144,5.104,4.6467,5.1352,4.8416,5.185
2006-03-08,5.185,5.123,4.6526,5.1306,4.8548,5.155
2006-03-09,5.155,5.154,4.6585,5.1464,4.867,5.132
2006-03-10,5.132,5.165,4.664,5.1578,4.8799,5.136
2006-03-13,5.136,5.139,4.6698,5.1504,4.8927,5.099
2006-03-14,5.099,5.141,4.6751,5.1414,4.9055,5.097
2006-03-15,5.097,5.111,4.6805,5.1238,4.9211,5.102
2006-03-16,5.102,5.103,4.6859,5.1132,4.935,5.011
2006-03-17,5.011,5.1,4.6903,5.089,4.9487,5.002
2006-03-20,5.002,5.012,4.6944,5.0622,4.9611,4.955
2006-03-21,4.955,4.985,4.6984,5.0334,4.9704,5.004
2006-03-22,5.004,4.959,4.7027,5.0148,4.9805,5.038
2006-03-23,5.038,5.003,4.707,5.002,4.9898,5.067
2006-03-24,5.067,5.028,4.7114,5.0132,4.9988,5.045
2006-03-27,5.045,5.053,4.7156,5.0218,5.0062,5.135
2006-03-28,5.135,5.075,4.7203,5.0578,5.015,5.643
2006-03-29,5.643,5.111,4.7274,5.1856,5.0347,5.267
2006-03-30,5.267,5.644,4.732,5.2314,5.046,5.189
2006-03-31,5.189,5.246,4.7363,5.2558,5.0537,4.996
2006-04-03,4.996,5.185,4.7391,5.246,5.0589,5.0
2006-04-04,5.0,4.991,4.7416,5.219,5.0612,5.031
2006-04-05,5.031,5.023,4.7446,5.0966,5.0627,4.958
2006-04-06,4.958,5.031,4.747,5.0348,5.0628,4.894
2006-04-07,4.894,4.985,4.7488,4.9758,5.0591,4.919
2006-04-10,4.919,4.871,4.7515,4.9604,5.0557,4.865
2006-04-11,4.865,4.901,4.7545,4.9334,5.0508,4.913
2006-04-12,4.913,4.851,4.7577,4.9098,5.049,4.969
2006-04-13,4.969,4.896,4.7602,4.912,5.0473,4.95
2006-04-17,4.95,4.958,4.7629,4.9232,5.0477,5.118
2006-04-18,5.118,4.966,4.7667,4.963,5.0498,5.114
2006-04-19,5.114,5.1,4.7698,5.0128,5.05,5.122
2006-04-20,5.122,5.1,4.7724,5.0546,5.0529,5.09
2006-04-21,5.09,5.107,4.7755,5.0788,5.0549,4.949
2006-04-24,4.949,5.072,4.7777,5.0786,5.0546,4.99
2006-04-25,4.99,4.928,4.7797,5.053,5.0555,5.033
2006-04-26,5.033,4.966,4.7814,5.0367,5.0575,5.688
2006-04-27,5.688,5.0,4.7866,5.1499,5.0727,5.645
2006-04-28,5.645,5.697,4.7917,5.2609,5.0853,5.605
2006-05-01,5.605,5.623,4.7966,5.3921,5.1038,5.695
2006-05-02,5.695,5.586,4.802,5.5331,5.1221,5.854
2006-05-03,5.854,5.663,4.8085,5.6974,5.1416,5.865
2006-05-04,5.865,5.854,4.8145,5.7328,5.1563,5.916
2006-05-05,5.916,5.854,4.8205,5.787,5.1718,6.0
2006-05-08,6.0,5.944,4.8267,5.866,5.1891,5.907
2006-05-09,5.907,5.96,4.8325,5.9084,5.2037,5.77
2006-05-10,5.77,5.912,4.8382,5.8916,5.2159,5.692
2006-05-11,5.692,5.756,4.8439,5.857,5.2256,5.559
2006-05-12,5.559,5.682,4.8484,5.7856,5.2352,5.611
2006-05-15,5.611,5.517,4.8529,5.7078,5.2459,5.65
2006-05-16,5.65,5.604,4.8574,5.6564,5.2555,5.6
2006-05-17,5.6,5.617,4.8612,5.6224,5.2646,5.535
2006-05-18,5.535,5.632,4.864,5.591,5.2716,5.448
2006-05-19,5.448,5.496,4.8664,5.5688,5.2775,5.319
2006-05-22,5.319,5.416,4.8685,5.5104,5.2812,5.413
2006-05-23,5.413,5.355,4.8714,5.463,5.2867,5.449
2006-05-24,5.449,5.415,4.8749,5.4328,5.2937,5.507
2006-05-25,5.507,5.494,4.8787,5.4272,5.3019,5.524
2006-05-26,5.524,5.536,4.883,5.4424,5.3104,5.372
2006-05-30,5.372,5.4,4.8858,5.453,5.3176,5.335
2006-05-31,5.335,5.404,4.889,5.4374,5.3243,5.461
2006-06-01,5.461,5.354,4.8922,5.4398,5.3344,6.05
2006-06-02,6.05,5.65,4.8992,5.5484,5.3553,6.028
2006-06-05,6.028,6.062,4.9059,5.6492,5.3751,6.122
2006-06-06,6.122,6.028,4.9135,5.7992,5.3962,6.121
2006-06-07,6.121,6.109,4.9211,5.9564,5.4177,6.055
2006-06-08,6.055,6.096,4.9285,6.0752,5.4361,5.887
2006-06-09,5.887,6.07,4.9349,6.0426,5.441,5.708
2006-06-12,5.708,5.881,4.9403,5.9786,5.4498,5.586
2006-06-13,5.586,5.793,4.9452,5.8714,5.4578,5.607
2006-06-14,5.607,5.592,4.9505,5.7686,5.47,5.594
2006-06-15,5.594,5.635,4.9553,5.6764,5.4819,5.574
2006-06-16,5.574,5.568,4.9601,5.6138,5.4927,5.49
2006-06-19,5.49,5.617,4.9642,5.5702,5.5034,5.393
2006-06-20,5.393,5.455,4.9678,5.5316,5.5133,5.486
2006-06-21,5.486,5.385,4.9724,5.5074,5.5247,5.5
2006-06-22,5.5,5.44,4.9761,5.4886,5.5374,5.335
2006-06-23,5.335,5.405,4.9793,5.4408,5.5458,5.453
2006-06-26,5.453,5.356,4.9837,5.4334,5.5555,5.372
2006-06-27,5.372,5.46,4.9878,5.4292,5.5639,5.464
2006-06-28,5.464,5.369,4.9923,5.4248,5.5709,5.738
2006-06-29,5.738,5.478,4.9983,5.4724,5.5833,5.983
2006-06-30,5.983,5.78,5.0042,5.602,5.6006,6.057
2006-07-03,6.057,5.941,5.0108,5.7228,5.6199,6.003
2006-07-05,6.003,6.1,5.0167,5.849,5.641,5.982
2006-07-06,5.982,5.979,5.0227,5.9526,5.6608,5.808
2006-07-07,5.808,5.931,5.0284,5.9666,5.6763,5.722
2006-07-10,5.722,5.831,5.0341,5.9144,5.677,5.769
2006-07-11,5.769,5.699,5.0396,5.8568,5.6795,5.646
2006-07-12,5.646,5.732,5.0448,5.7854,5.6803,5.498
2006-07-13,5.498,5.631,5.0493,5.6886,5.6764,5.511
2006-07-14,5.511,5.488,5.0538,5.6292,5.6695,5.392
2006-07-17,5.392,5.497,5.0578,5.5632,5.66,5.36
2006-07-18,5.36,5.411,5.0615,5.4814,5.6489,5.527
2006-07-19,5.527,5.363,5.0658,5.4576,5.6395,5.396
2006-07-20,5.396,5.555,5.0694,5.4372,5.6292,5.364
2006-07-21,5.364,5.367,5.0734,5.4078,5.6211,5.487
2006-07-24,5.487,5.423,5.0779,5.4268,5.617,5.502
2006-07-25,5.502,5.506,5.0824,5.4552,5.6159,5.205
2006-07-26,5.205,5.456,5.0853,5.3908,5.6078,4.875
2006-07-27,4.875,5.298,5.0867,5.2866,5.5923,4.355
2006-07-28,4.355,4.867,5.0855,5.0848,5.5674,4.337
2006-07-31,4.337,4.377,5.0843,4.8548,5.5434,4.303
2006-08-01,4.303,4.323,5.0828,4.615,5.5205,4.147
2006-08-02,4.147,4.309,5.0807,4.4034,5.4971,4.12
2006-08-03,4.12,4.085,5.0786,4.2524,5.4712,4.1
2006-08-04,4.1,4.161,5.0768,4.2014,5.4442,4.058
2006-08-07,4.058,4.06,5.0746,4.1456,5.4152,4.058
2006-08-08,4.058,4.058,5.0728,4.0966,5.3859,3.902
2006-08-09,3.902,4.099,5.0698,4.0476,5.3565,3.906
2006-08-10,3.906,3.885,5.0664,4.0048,5.3279,3.884
2006-08-11,3.884,3.906,5.0615,3.9616,5.2964,3.907
2006-08-14,3.907,3.914,5.0574,3.9314,5.2535,4.007
2006-08-15,4.007,3.95,5.0546,3.9212,5.2131,4.152
2006-08-16,4.152,4.059,5.0519,3.9712,5.1737,4.191
2006-08-17,4.191,4.18,5.0489,4.0282,5.1351,4.051
2006-08-18,4.051,4.212,5.0457,4.0616,5.095,3.99
2006-08-21,3.99,4.029,5.0416,4.0782,5.0571,4.033
2006-08-22,4.033,3.992,5.0375,4.0834,5.0236,3.906
2006-08-23,3.906,4.047,5.0327,4.0342,4.99,3.852
2006-08-24,3.852,3.924,5.0277,3.9664,4.9549,3.958
2006-08-25,3.958,3.855,5.0233,3.9478,4.9222,3.954
2006-08-28,3.954,3.951,5.0191,3.9406,4.8898,4.027
2006-08-29,4.027,3.973,5.0151,3.9394,4.8605,3.968
2006-08-30,3.968,3.982,5.0104,3.9518,4.832,4.028
2006-08-31,4.028,3.965,5.006,3.987,4.8029,4.067
2006-09-01,4.067,4.084,5.0021,4.0088,4.7742,4.049
2006-09-05,4.049,4.083,4.9984,4.0278,4.7485,3.912
2006-09-06,3.912,4.021,4.9938,4.0048,4.7177,3.946
2006-09-07,3.946,3.886,4.989,4.0004,4.6891,3.949
2006-09-08,3.949,3.965,4.9849,3.9846,4.6588,4.007
2006-09-11,4.007,3.945,4.981,3.9726,4.6242,4.107
2006-09-12,4.107,3.999,4.9776,3.9842,4.5867,4.119
2006-09-13,4.119,4.095,4.9744,4.0256,4.5479,4.099
2006-09-14,4.099,4.098,4.9715,4.0562,4.5099,4.175
2006-09-15,4.175,4.134,4.9686,4.1014,4.4737,4.114
2006-09-18,4.114,4.144,4.9657,4.1228,4.4398,4.079
2006-09-19,4.079,4.13,4.9623,4.1172,4.407,3.919
2006-09-20,3.919,4.111,4.9584,4.0772,4.37,3.971
2006-09-21,3.971,3.94,4.9552,4.0516,4.3365,3.87
2006-09-22,3.87,3.952,4.9521,3.9906,4.3039,3.978
2006-09-25,3.978,3.871,4.9492,3.9634,4.2733,3.974
2006-09-26,3.974,3.966,4.9464,3.9424,4.2449,4.0
2006-09-27,4.0,3.944,4.9437,3.9586,4.2177,4.016
2006-09-28,4.016,4.027,4.9412,3.9676,4.1875,4.132
2006-09-29,4.132,4.004,4.9393,4.02,4.1622,4.104
2006-10-02,4.104,4.118,4.9376,4.0452,4.137,4.151
2006-10-03,4.151,4.108,4.936,4.0806,4.1103,4.304
2006-10-04,4.304,4.15,4.9351,4.1414,4.0863,4.456
2006-10-05,4.456,4.317,4.9353,4.2294,4.0713,4.337
2006-10-06,4.337,4.433,4.9343,4.2704,4.0606,4.324
2006-10-09,4.324,4.345,4.9334,4.3144,4.06,4.355
2006-10-10,4.355,4.342,4.9325,4.3552,4.0603,4.211
2006-10-11,4.211,4.329,4.9309,4.3366,4.0585,4.363
2006-10-12,4.363,4.247,4.9302,4.318,4.0628,4.344
2006-10-13,4.344,4.379,4.9295,4.3194,4.0673,4.475
2006-10-16,4.475,4.321,4.9296,4.3496,4.0748,4.597
2006-10-17,4.597,4.431,4.931,4.398,4.0856,4.594
2006-10-18,4.594,4.614,4.9319,4.4746,4.0963,4.589
2006-10-19,4.589,4.599,4.9332,4.5198,4.11,4.53
2006-10-20,4.53,4.615,4.9339,4.557,4.1225,4.638
2006-10-23,4.638,4.495,4.9347,4.5896,4.1376,4.436
2006-10-24,4.436,4.61,4.9344,4.5574,4.1482,4.535
2006-10-25,4.535,4.443,4.9342,4.5456,4.1587,4.595
2006-10-26,4.595,4.515,4.9341,4.5468,4.1676,4.699
2006-10-27,4.699,4.573,4.9342,4.5806,4.1777,4.815
2006-10-30,4.815,4.672,4.9348,4.616,4.193,4.735
2006-10-31,4.735,4.834,4.9352,4.6758,4.2079,4.675
2006-11-01,4.675,4.76,4.935,4.7038,4.2208,4.695
2006-11-02,4.695,4.666,4.9345,4.7238,4.2365,4.722
2006-11-03,4.722,4.717,4.9344,4.7284,4.2539,4.858
2006-11-06,4.858,4.765,4.9343,4.737,4.2719,4.817
2006-11-07,4.817,4.842,4.9336,4.7534,4.2892,4.75
2006-11-08,4.75,4.819,4.9326,4.7684,4.3037,4.686
2006-11-09,4.686,4.745,4.9306,4.7666,4.318,4.755
2006-11-10,4.755,4.676,4.9289,4.7732,4.3326,4.774
2006-11-13,4.774,4.739,4.9273,4.7564,4.3467,4.959
2006-11-14,4.959,4.774,4.9271,4.7848,4.3649,5.105
2006-11-15,5.105,4.953,4.9273,4.8558,4.3888,5.062
2006-11-16,5.062,5.099,4.928,4.931,4.4111,5.065
2006-11-17,5.065,5.002,4.9282,4.993,4.4334,5.047
2006-11-20,5.047,5.032,4.9279,5.0476,4.4542,5.019
2006-11-21,5.019,5.057,4.9282,5.0596,4.4724,4.997
2006-11-22,4.997,5.039,4.9282,5.038,4.49,4.986
2006-11-24,4.986,4.958,4.9283,5.0228,4.5077,4.878
2006-11-27,4.878,4.959,4.9279,4.9854,4.5218,4.863
2006-11-28,4.863,4.846,4.9276,4.9486,4.5368,4.868
2006-11-29,4.868,4.908,4.9273,4.9184,4.5526,4.931
