ticker,IQV US Equity,IQV US Equity,IQV US Equity,IQV US Equity,IQV US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2015-02-23,64.99,65.1,64.656,60.2118,56.245,64.49
2015-02-24,64.49,65.2,64.752,60.3574,56.3325,65.03
2015-02-25,65.03,64.66,64.836,60.5084,56.42,64.95
2015-02-26,64.95,64.9,64.922,60.66,56.5054,64.98
2015-02-27,64.98,64.91,64.888,60.8186,56.5928,65.54
2015-03-02,65.54,65.17,64.998,60.986,56.6817,65.54
2015-03-03,65.54,65.56,65.208,61.146,56.7633,64.93
2015-03-04,64.93,65.39,65.188,61.257,56.8399,65.7
2015-03-05,65.7,65.16,65.338,61.3632,56.9194,65.3
2015-03-06,65.3,65.6,65.402,61.4674,56.9939,65.34
2015-03-09,65.34,65.45,65.362,61.5848,57.0674,64.44
2015-03-10,64.44,65.0,65.142,61.684,57.1351,64.98
2015-03-11,64.98,64.78,65.152,61.7704,57.2038,65.34
2015-03-12,65.34,65.08,65.08,61.8782,57.2742,66.05
2015-03-13,66.05,65.37,65.23,62.0054,57.3501,66.57
2015-03-16,66.57,66.3,65.476,62.1594,57.4286,66.8
2015-03-17,66.8,66.34,65.948,62.3132,57.5077,66.75
2015-03-18,66.75,66.81,66.302,62.48,57.586,66.87
2015-03-19,66.87,66.67,66.608,62.676,57.6631,67.25
2015-03-20,67.25,67.45,66.848,62.8656,57.7362,67.97
2015-03-23,67.97,67.29,67.128,63.041,57.812,67.45
2015-03-24,67.45,67.99,67.258,63.2136,57.8843,66.31
2015-03-25,66.31,67.69,67.17,63.3586,57.951,66.29
2015-03-26,66.29,64.77,67.054,63.4946,58.0191,67.26
2015-03-27,67.26,66.3,67.056,63.6578,58.0937,68.0
2015-03-30,68.0,67.96,67.062,63.837,58.173,66.97
2015-03-31,66.97,68.9,66.966,63.9848,58.2498,67.87
2015-04-01,67.87,66.46,67.278,64.1432,58.3339,66.39
2015-04-02,66.39,67.88,67.298,64.2754,58.4096,66.46
2015-04-06,66.46,65.97,67.138,64.3938,58.4856,66.2
2015-04-07,66.2,66.45,66.778,64.4984,58.552,67.17
2015-04-08,67.17,66.14,66.818,64.6026,58.6212,67.41
2015-04-09,67.41,67.09,66.726,64.7128,58.6935,67.63
2015-04-10,67.63,67.43,66.974,64.8322,58.7672,67.87
2015-04-13,67.87,67.58,67.256,64.9544,58.8431,67.21
2015-04-14,67.21,67.9,67.458,65.0886,58.9178,67.16
2015-04-15,67.16,67.5,67.456,65.2206,58.994,67.48
2015-04-16,67.48,67.15,67.47,65.3648,59.0649,66.69
2015-04-17,66.69,66.95,67.282,65.4836,59.1306,66.49
2015-04-20,66.49,67.1,67.006,65.5892,59.1909,66.7
2015-04-21,66.7,66.75,66.904,65.714,59.2496,66.45
2015-04-22,66.45,66.73,66.762,65.8582,59.3054,67.69
2015-04-23,67.69,66.79,66.804,66.0098,59.3692,69.09
2015-04-24,69.09,68.5,67.284,66.178,59.4394,68.9
2015-04-27,68.9,69.09,67.766,66.291,59.5062,69.31
2015-04-28,69.31,69.06,68.288,66.411,59.5758,68.47
2015-04-29,68.47,64.51,68.692,66.5002,59.643,65.88
2015-04-30,65.88,68.11,68.33,66.5256,59.6969,67.3
2015-05-01,67.3,65.94,67.972,66.5812,59.7589,66.23
2015-05-04,66.23,67.28,67.438,66.6028,59.8177,64.59
2015-05-05,64.59,66.2,66.494,66.5948,59.8646,64.9
2015-05-06,64.9,65.07,65.78,66.603,59.9127,64.86
2015-05-07,64.86,65.19,65.576,66.5996,59.9622,64.85
2015-05-08,64.85,65.51,65.086,66.5976,60.0114,64.36
2015-05-11,64.36,64.7,64.712,66.5852,60.059,64.47
2015-05-12,64.47,64.01,64.688,66.5638,60.1064,65.48
2015-05-13,65.48,64.92,64.804,66.5626,60.1598,65.67
2015-05-14,65.67,65.7,64.966,66.5774,60.2085,67.14
2015-05-15,67.14,66.09,65.424,66.6062,60.2601,67.53
2015-05-18,67.53,67.5,66.058,66.6508,60.3231,68.37
2015-05-19,68.37,67.9,66.838,66.7114,60.3897,68.81
2015-05-20,68.81,68.72,67.504,66.7988,60.4567,68.71
2015-05-21,68.71,68.92,68.112,66.8734,60.5226,69.7
2015-05-22,69.7,68.53,68.624,66.9606,60.5958,69.27
2015-05-26,69.27,70.19,68.972,67.025,60.6634,70.52
2015-05-27,70.52,69.63,69.402,67.104,60.7367,70.59
2015-05-28,70.59,70.18,69.758,67.1798,60.81,69.71
2015-05-29,69.71,70.64,69.958,67.239,60.878,70.04
2015-06-01,70.04,69.71,70.026,67.3024,60.9463,69.68
2015-06-02,69.68,69.95,70.108,67.351,61.0088,69.64
2015-06-03,69.64,70.14,69.932,67.3844,61.0719,69.67
2015-06-04,69.67,69.35,69.748,67.4288,61.1349,69.71
2015-06-05,69.71,69.64,69.748,67.4968,61.2028,69.45
2015-06-08,69.45,69.88,69.63,67.56,61.2698,69.43
2015-06-09,69.43,69.29,69.58,67.6034,61.3352,69.42
2015-06-10,69.42,69.55,69.536,67.6318,61.4036,69.86
2015-06-11,69.86,69.71,69.574,67.6896,61.4755,70.03
2015-06-12,70.03,69.47,69.638,67.7328,61.5464,69.69
2015-06-15,69.69,69.77,69.686,67.7988,61.611,70.58
2015-06-16,70.58,69.74,69.916,67.8812,61.6821,70.78
2015-06-17,70.78,70.93,70.188,67.9728,61.7554,71.11
2015-06-18,71.11,70.72,70.438,68.0516,61.8316,71.85
2015-06-19,71.85,71.4,70.802,68.1404,61.9109,72.72
2015-06-22,72.72,72.16,71.408,68.2422,61.9932,73.51
2015-06-23,73.51,72.63,71.994,68.355,62.0823,72.9
2015-06-24,72.9,73.27,72.418,68.4688,62.167,73.49
2015-06-25,73.49,73.44,72.894,68.5954,62.2567,73.25
2015-06-26,73.25,73.45,73.174,68.7108,62.3405,72.08
2015-06-29,72.08,72.86,73.046,68.8186,62.4075,72.61
2015-06-30,72.61,72.41,72.866,68.941,62.4827,72.97
2015-07-01,72.97,72.75,72.88,69.0664,62.5613,72.8
2015-07-02,72.8,72.06,72.742,69.1934,62.6395,72.62
2015-07-06,72.62,72.48,72.616,69.292,62.7215,72.86
2015-07-07,72.86,72.9,72.772,69.3674,62.8008,71.67
2015-07-08,71.67,72.5,72.584,69.4228,62.8726,72.16
2015-07-09,72.16,72.59,72.422,69.4798,62.9519,74.17
2015-07-10,74.17,74.61,72.696,69.5938,63.044,75.24
2015-07-13,75.24,74.95,73.22,69.781,63.1353,76.07
2015-07-14,76.07,75.45,73.862,69.9564,63.2365,75.93
2015-07-15,75.93,76.28,74.714,70.1504,63.3315,76.72
2015-07-16,76.72,76.44,75.626,70.393,63.4291,76.86
2015-07-17,76.86,76.75,76.164,70.6322,63.5345,76.41
2015-07-20,76.41,77.21,76.398,70.8632,63.6438,75.29
2015-07-21,75.29,76.07,76.242,71.072,63.7474,76.23
2015-07-22,76.23,75.6,76.302,71.3094,63.8476,75.64
2015-07-23,75.64,76.43,76.086,71.5328,63.9489,74.94
2015-07-24,74.94,75.56,75.702,71.722,64.0506,74.58
2015-07-27,74.58,74.63,75.336,71.9002,64.147,76.75
2015-07-28,76.75,74.75,75.628,72.0924,64.2575,79.1
2015-07-29,79.1,78.25,76.202,72.3238,64.387,78.75
2015-07-30,78.75,79.11,76.824,72.5314,64.5178,76.72
2015-07-31,76.72,76.97,77.18,72.6896,64.6368,77.11
2015-08-03,77.11,76.72,77.686,72.8576,64.7597,77.49
2015-08-04,77.49,77.27,77.834,73.0134,64.8766,77.32
2015-08-05,77.32,77.85,77.478,73.1744,64.9867,76.0
2015-08-06,76.0,77.44,76.928,73.284,65.0928,75.29
2015-08-07,75.29,75.93,76.642,73.378,65.1867,76.14
2015-08-10,76.14,76.23,76.448,73.5066,65.2847,75.38
2015-08-11,75.38,75.82,76.026,73.6134,65.3766,75.04
2015-08-12,75.04,75.1,75.57,73.7206,65.464,75.0
2015-08-13,75.0,75.15,75.37,73.8278,65.5514,75.08
2015-08-14,75.08,74.94,75.328,73.936,65.6381,76.17
2015-08-17,76.17,74.75,75.334,74.0652,65.729,76.03
2015-08-18,76.03,76.16,75.464,74.1968,65.8276,75.69
2015-08-19,75.69,75.79,75.594,74.322,65.9134,74.04
2015-08-20,74.04,75.24,75.402,74.4144,65.9853,72.94
2015-08-21,72.94,73.32,74.974,74.476,66.0558,70.24
2015-08-24,70.24,69.52,73.788,74.4802,66.1217,71.01
2015-08-25,71.01,71.75,72.784,74.5066,66.187,73.32
2015-08-26,73.32,72.43,72.31,74.5614,66.2675,74.2
2015-08-27,74.2,73.79,72.342,74.6298,66.3524,75.24
2015-08-28,75.24,74.48,72.802,74.7124,66.4446,74.51
2015-08-31,74.51,74.96,73.656,74.7656,66.5351,71.9
2015-09-01,71.9,73.16,73.834,74.7492,66.6126,73.84
2015-09-02,73.84,72.43,73.938,74.7558,66.7027,74.34
2015-09-03,74.34,73.75,73.966,74.7846,66.7922,72.78
2015-09-04,72.78,73.26,73.474,74.7704,66.8695,74.35
2015-09-08,74.35,74.05,73.442,74.7924,66.9526,73.99
2015-09-09,73.99,74.57,73.86,74.8306,67.0338,74.42
2015-09-10,74.42,73.85,73.976,74.8668,67.1166,75.89
2015-09-11,75.89,74.15,74.286,74.9252,67.2081,75.61
2015-09-14,75.61,75.78,74.852,74.9814,67.2974,76.94
2015-09-15,76.94,75.99,75.37,75.0678,67.3923,77.44
2015-09-16,77.44,76.93,76.06,75.1594,67.4905,78.44
2015-09-17,78.44,77.43,76.864,75.2948,67.5989,77.57
2015-09-18,77.57,77.74,77.2,75.403,67.6991,76.65
2015-09-21,76.65,78.35,77.408,75.4526,67.7911,75.57
2015-09-22,75.57,75.64,77.134,75.4592,67.8819,76.01
2015-09-23,76.01,75.89,76.848,75.458,67.9751,75.2
2015-09-24,75.2,75.21,76.2,75.4434,68.0661,73.36
2015-09-25,73.36,75.76,75.358,75.3762,68.1439,69.06
2015-09-28,69.06,73.18,73.84,75.2202,68.2032,68.86
2015-09-29,68.86,68.77,72.498,75.0692,68.2601,69.57
2015-09-30,69.57,69.79,71.21,74.9548,68.3211,69.61
2015-10-01,69.61,69.17,70.092,74.8224,68.3839,71.33
2015-10-02,71.33,68.65,69.686,74.7362,68.4547,70.67
2015-10-05,70.67,71.51,70.008,74.6508,68.5203,66.37
2015-10-06,66.37,70.27,69.51,74.4866,68.5553,67.77
2015-10-07,67.77,66.66,69.15,74.307,68.5922,67.98
2015-10-08,67.98,67.5,68.824,74.0846,68.6317,69.83
2015-10-09,69.83,67.81,68.524,73.9062,68.6835,70.09
2015-10-12,70.09,69.82,68.408,73.7736,68.7365,69.88
2015-10-13,69.88,69.96,69.11,73.629,68.7826,69.23
2015-10-14,69.23,69.6,69.402,73.4638,68.829,70.63
2015-10-15,70.63,68.95,69.932,73.33,68.8837,71.57
2015-10-16,71.57,71.11,70.28,73.2414,68.9472,71.75
2015-10-19,71.75,71.63,70.612,73.1706,69.0104,70.18
2015-10-20,70.18,71.81,70.672,73.0514,69.0693,68.79
2015-10-21,68.79,70.17,70.584,72.9196,69.1279,67.69
2015-10-22,67.69,69.09,69.996,72.7726,69.1774,68.27
2015-10-23,68.27,68.44,69.336,72.638,69.2228,69.14
2015-10-26,69.14,68.21,68.814,72.5192,69.2744,68.76
2015-10-27,68.76,69.16,68.53,72.371,69.3229,66.99
2015-10-28,66.99,68.45,68.17,72.1902,69.3604,64.47
2015-10-29,64.47,66.99,67.526,71.9658,69.3873,63.65
2015-10-30,63.65,64.6,66.602,71.758,69.4103,66.05
2015-11-02,66.05,64.0,65.984,71.6202,69.4426,65.27
2015-11-03,65.27,65.64,65.286,71.5208,69.4692,65.82
2015-11-04,65.82,65.28,65.052,71.417,69.4994,65.89
2015-11-05,65.89,65.94,65.336,71.2684,69.5262,66.09
2015-11-06,66.09,65.85,65.824,71.1062,69.5518,67.06
2015-11-09,67.06,66.04,66.026,70.9426,69.5773,67.26
2015-11-10,67.26,66.69,66.424,70.7976,69.6041,66.58
2015-11-11,66.58,67.3,66.576,70.6912,69.6287,66.8
2015-11-12,66.8,66.39,66.758,70.5504,69.6539,66.71
2015-11-13,66.71,66.88,66.882,70.3978,69.6849,67.19
2015-11-16,67.19,66.56,66.908,70.286,69.7181,68.58
2015-11-17,68.58,67.26,67.172,70.1706,69.7596,69.73
2015-11-18,69.73,68.53,67.802,70.0854,69.8045,69.07
2015-11-19,69.07,69.53,68.256,69.9784,69.8438,68.73
2015-11-20,68.73,69.23,68.66,69.8352,69.8852,69.24
2015-11-23,69.24,68.77,69.07,69.7078,69.9352,69.16
2015-11-24,69.16,68.74,69.186,69.5522,69.9804,68.51
2015-11-25,68.51,69.18,68.942,69.3736,70.0196,69.26
2015-11-27,69.26,68.81,68.98,69.19,70.0496,67.99
2015-11-30,67.99,69.51,68.832,68.9984,70.073,68.94
2015-12-01,68.94,68.34,68.772,68.8442,70.0977,66.75
2015-12-02,66.75,68.55,68.29,68.6678,70.1084,65.78
2015-12-03,65.78,67.2,67.744,68.4632,70.1147,68.02
2015-12-04,68.02,65.91,67.496,68.3196,70.129,67.41
2015-12-07,67.41,67.74,67.38,68.2006,70.1411,67.53
2015-12-08,67.53,66.65,67.098,68.17,70.1563,66.69
2015-12-09,66.69,67.35,67.086,68.1266,70.1646,67.92
2015-12-10,67.92,66.33,67.514,68.0936,70.1795,67.35
2015-12-11,67.35,67.22,67.38,68.0484,70.1913,68.14
2015-12-14,68.14,67.15,67.526,67.9846,70.2043,68.93
2015-12-15,68.93,68.5,67.806,67.9498,70.2213,68.73
2015-12-16,68.73,69.23,68.214,67.997,70.2403,69.86
2015-12-17,69.86,70.0,68.602,68.0388,70.2611,69.52
2015-12-18,69.52,69.28,69.036,68.0696,70.2822,69.74
2015-12-21,69.74,69.91,69.356,68.0678,70.3042,69.29
2015-12-22,69.29,70.3,69.428,68.0518,70.3284,70.04
2015-12-23,70.04,69.58,69.69,68.055,70.3537,69.63
2015-12-24,69.63,69.96,69.644,68.063,70.3752,69.58
2015-12-28,69.58,69.58,69.656,68.042,70.3928,70.46
2015-12-29,70.46,70.18,69.8,68.0198,70.4123,69.59
2015-12-30,69.59,70.23,69.86,67.9766,70.4262,68.66
2015-12-31,68.66,69.65,69.584,67.9462,70.4358,67.04
2016-01-04,67.04,67.86,69.066,67.9112,70.4366,67.11
2016-01-05,67.11,66.99,68.572,67.8996,70.4359,66.74
2016-01-06,66.74,66.45,67.828,67.869,70.4298,65.18
2016-01-07,65.18,65.94,66.946,67.7898,70.4184,65.1
2016-01-08,65.1,65.4,66.234,67.7166,70.4124,64.57
2016-01-11,64.57,65.14,65.74,67.6682,70.4038,65.14
2016-01-12,65.14,64.95,65.346,67.6816,70.3932,63.76
2016-01-13,63.76,65.8,64.75,67.6838,70.372,63.96
2016-01-14,63.96,63.74,64.506,67.642,70.3569,63.34
2016-01-15,63.34,62.3,64.154,67.6034,70.3343,63.36
2016-01-19,63.36,63.99,63.912,67.5542,70.3191,63.25
2016-01-20,63.25,62.51,63.534,67.5014,70.3031,62.47
2016-01-21,62.47,63.43,63.276,67.429,70.2844,63.61
2016-01-22,63.61,63.09,63.206,67.36,70.2666,63.0
2016-01-25,63.0,63.39,63.138,67.2748,70.2446,63.5
2016-01-26,63.5,62.97,63.166,67.2132,70.2239,61.93
2016-01-27,61.93,63.32,62.902,67.1158,70.1942,60.43
2016-01-28,60.43,62.15,62.494,66.9902,70.1603,60.83
2016-01-29,60.83,60.75,61.938,66.863,70.1287,60.53
2016-02-01,60.53,60.86,61.444,66.702,70.0939,58.28
2016-02-02,58.28,60.22,60.4,66.473,70.0519,58.55
2016-02-03,58.55,58.52,59.724,66.2626,70.0122,59.53
2016-02-04,59.53,58.23,59.544,66.0786,69.9764,57.5
2016-02-05,57.5,59.53,58.878,65.8438,69.9316,55.91
2016-02-08,55.91,56.87,57.954,65.5788,69.8727,56.7
2016-02-09,56.7,55.11,57.638,65.3426,69.8107,58.35
2016-02-10,58.35,56.93,57.598,65.1244,69.758,59.0
2016-02-11,59.0,59.05,57.492,64.9446,69.7064,60.43
2016-02-12,60.43,60.95,58.078,64.7744,69.6663,61.79
2016-02-16,61.79,61.13,59.254,64.6752,69.6458,63.17
2016-02-17,63.17,62.03,60.548,64.623,69.6252,62.73
2016-02-18,62.73,63.3,61.424,64.5172,69.6077,63.43
2016-02-19,63.43,62.31,62.31,64.4376,69.6019,62.5
2016-02-22,62.5,64.0,62.724,64.337,69.5899,61.65
2016-02-23,61.65,62.37,62.696,64.2362,69.5738,62.1
2016-02-24,62.1,61.16,62.482,64.1198,69.5601,62.86
2016-02-25,62.86,62.49,62.508,64.03,69.5526,63.35
2016-02-26,63.35,62.9,62.492,63.9342,69.547,62.71
2016-02-29,62.71,63.26,62.534,63.8098,69.5331,65.36
2016-03-01,65.36,62.92,63.276,63.7424,69.5316,65.44
2016-03-02,65.44,65.0,63.944,63.654,69.5231,64.67
2016-03-03,64.67,65.29,64.306,63.557,69.5088,65.44
2016-03-04,65.44,64.72,64.724,63.471,69.4941,65.32
2016-03-07,65.32,65.31,65.246,63.3916,69.4767,65.65
2016-03-08,65.65,65.09,65.304,63.3038,69.4614,65.51
2016-03-09,65.51,65.75,65.318,63.2214,69.4404,65.28
2016-03-10,65.28,65.7,65.44,63.1354,69.4205,67.4
2016-03-11,67.4,65.89,65.832,63.0742,69.4049,66.83
2016-03-14,66.83,67.01,66.134,63.019,69.3861,65.4
2016-03-15,65.4,66.31,66.084,62.9538,69.3645,65.03
2016-03-16,65.03,65.25,65.988,62.9136,69.3395,64.65
2016-03-17,64.65,65.0,65.862,62.8644,69.3143,64.88
2016-03-18,64.88,64.7,65.358,62.8272,69.2905,64.6
2016-03-21,64.6,64.82,64.912,62.8156,69.2652,65.3
2016-03-22,65.3,64.17,64.892,62.8196,69.2431,64.54
2016-03-23,64.54,65.38,64.794,62.819,69.2186,64.23
2016-03-24,64.23,64.26,64.71,62.8008,69.1926,63.77
2016-03-28,63.77,63.66,64.488,62.801,69.1643,65.07
2016-03-29,65.07,63.96,64.582,62.8232,69.1404,64.7
2016-03-30,64.7,65.49,64.462,62.8504,69.1137,65.1
2016-03-31,65.1,64.61,64.574,62.8852,69.0908,67.52
2016-04-01,67.52,64.62,65.232,62.9706,69.0755,68.42
2016-04-04,68.42,67.49,66.162,63.0896,69.0637,67.69
2016-04-05,67.69,68.0,66.686,63.1712,69.0466,70.19
2016-04-06,70.19,67.58,67.784,63.315,69.0383,70.16
2016-04-07,70.16,69.94,68.796,63.4482,69.0255,70.83
2016-04-08,70.83,70.55,69.458,63.6262,69.0121,70.35
2016-04-11,70.35,71.23,69.844,63.8246,68.9993,69.4
2016-04-12,69.4,70.14,70.186,63.996,68.9789,70.0
2016-04-13,70.0,69.88,70.148,64.1854,68.9626,69.67
2016-04-14,69.67,69.99,70.05,64.4132,68.9506,70.09
2016-04-15,70.09,69.6,69.902,64.644,68.938,69.83
2016-04-18,69.83,69.69,69.798,64.85,68.9223,69.74
2016-04-19,69.74,70.09,69.866,65.0948,68.907,69.72
2016-04-20,69.72,69.73,69.81,65.371,68.8925,70.03
2016-04-21,70.03,70.09,69.882,65.6376,68.8783,70.04
2016-04-22,70.04,69.88,69.872,65.8714,68.8702,70.0
2016-04-25,70.0,70.1,69.906,66.0914,68.8594,70.08
2016-04-26,70.08,70.06,69.974,66.2844,68.8389,69.82
2016-04-27,69.82,70.02,69.994,66.445,68.8118,69.98
2016-04-28,69.98,69.45,69.984,66.5812,68.7814,69.07
2016-04-29,69.07,70.0,69.79,66.708,68.7471,69.1
2016-05-02,69.1,69.47,69.61,66.8214,68.709,67.46
2016-05-03,67.46,64.83,69.086,66.9206,68.662,65.03
2016-05-04,65.03,65.07,68.128,66.9882,68.6051,64.52
2016-05-05,64.52,65.02,67.036,67.0366,68.5512,65.96
2016-05-06,65.96,64.44,66.414,67.0986,68.4999,67.03
2016-05-09,67.03,65.93,66.0,67.1722,68.4568,67.65
2016-05-10,67.65,67.64,66.038,67.271,68.4204,65.95
2016-05-11,65.95,67.85,66.222,67.2828,68.3772,65.31
2016-05-12,65.31,65.57,66.38,67.2802,68.32,65.74
2016-05-13,65.74,65.31,66.336,67.3016,68.2532,65.58
2016-05-16,65.58,65.75,66.046,67.3044,68.1874,65.58
2016-05-17,65.58,65.51,65.632,67.3096,68.1317,65.85
2016-05-18,65.85,65.51,65.612,67.3136,68.0754,64.92
2016-05-19,64.92,65.41,65.534,67.3018,68.0125,66.55
2016-05-20,66.55,65.12,65.696,67.3272,67.9587,65.97
2016-05-23,65.97,66.38,65.774,67.2986,67.9085,66.92
2016-05-24,66.92,66.1,66.042,67.3004,67.8666,67.06
2016-05-25,67.06,67.0,66.284,67.3336,67.8213,66.74
2016-05-26,66.74,66.84,66.648,67.3678,67.7781,66.7
2016-05-27,66.7,66.58,66.678,67.4088,67.7364,67.89
2016-05-31,67.89,66.83,67.062,67.469,67.7008,67.86
2016-06-01,67.86,67.64,67.25,67.5342,67.6647,67.83
2016-06-02,67.83,67.51,67.404,67.5848,67.623,67.22
2016-06-03,67.22,67.63,67.5,67.6384,67.5789,67.21
2016-06-06,67.21,67.46,67.602,67.698,67.5365,67.24
2016-06-07,67.24,67.14,67.472,67.7674,67.5025,66.8
2016-06-08,66.8,66.82,67.26,67.802,67.4718,66.54
2016-06-09,66.54,66.44,67.002,67.8388,67.4533,65.57
2016-06-10,65.57,65.92,66.672,67.8482,67.4261,65.4
2016-06-13,65.4,65.09,66.31,67.8058,67.3865,65.17
2016-06-14,65.17,65.16,65.896,67.7408,67.3414,65.1
2016-06-15,65.1,65.14,65.556,67.689,67.2907,64.87
2016-06-16,64.87,65.04,65.222,67.5826,67.2425,63.4
2016-06-17,63.4,64.65,64.788,67.4474,67.2,63.69
2016-06-20,63.69,64.33,64.446,67.3046,67.1492,63.83
2016-06-21,63.83,64.01,64.178,67.1742,67.0967,63.92
2016-06-22,63.92,63.7,63.942,67.0646,67.0524,65.02
2016-06-23,65.02,64.49,63.972,66.965,67.0057,63.32
2016-06-24,63.32,62.89,63.956,66.838,66.9524,61.32
2016-06-27,61.32,62.78,63.482,66.6626,66.8869,62.4
2016-06-28,62.4,61.92,63.196,66.514,66.8194,63.49
2016-06-29,63.49,62.82,63.11,66.389,66.7588,65.32
2016-06-30,65.32,63.52,63.17,66.301,66.7007,66.86
2016-07-01,66.86,65.14,63.878,66.2376,66.6478,67.23
2016-07-05,67.23,67.18,65.06,66.1814,66.5918,68.31
2016-07-06,68.31,66.88,66.242,66.1476,66.5455,68.99
2016-07-07,68.99,68.4,67.342,66.1258,66.5072,71.41
2016-07-08,71.41,69.22,68.56,66.1576,66.4864,70.82
2016-07-11,70.82,71.76,69.352,66.1744,66.4604,71.06
2016-07-12,71.06,71.42,70.118,66.2142,66.4397,71.06
2016-07-13,71.06,71.42,70.668,66.2534,66.4282,72.82
2016-07-14,72.82,71.53,71.434,66.3606,66.447,71.67
2016-07-15,71.67,72.89,71.486,66.4934,66.4611,72.37
2016-07-18,72.37,71.58,71.796,66.6504,66.4751,72.14
2016-07-19,72.14,72.08,72.012,66.774,66.4877,73.22
2016-07-20,73.22,72.14,72.444,66.8978,66.4972,72.89
2016-07-21,72.89,73.39,72.458,67.0026,66.5083,74.03
2016-07-22,74.03,72.99,72.93,67.1642,66.5466,74.08
2016-07-25,74.08,73.89,73.272,67.3396,66.5781,75.45
2016-07-26,75.45,74.23,73.934,67.5338,66.6155,75.0
2016-07-27,75.0,74.2,74.29,67.7222,66.6413,77.92
2016-07-28,77.92,75.55,75.296,67.969,66.6805,77.64
2016-07-29,77.64,76.23,76.018,68.2048,66.7193,78.61
2016-08-01,78.61,77.89,76.924,68.4786,66.7662,77.56
2016-08-02,77.56,77.97,77.346,68.6988,66.8008,77.04
2016-08-03,77.04,77.66,77.754,68.9202,66.8282,77.38
2016-08-04,77.38,77.04,77.646,69.1294,66.8563,77.78
2016-08-05,77.78,77.77,77.674,69.3438,66.8943,76.56
2016-08-08,76.56,77.27,77.264,69.5402,66.9332,76.48
2016-08-09,76.48,76.78,77.048,69.7358,66.9771,76.81
2016-08-10,76.81,76.5,77.002,69.9142,67.0198,76.75
2016-08-11,76.75,76.98,76.876,70.092,67.0579,76.4
2016-08-12,76.4,76.64,76.6,70.2634,67.0961,76.51
2016-08-15,76.51,76.4,76.59,70.4492,67.1437,76.11
2016-08-16,76.11,76.44,76.516,70.6272,67.2019,75.3
2016-08-17,75.3,76.12,76.214,70.7884,67.2601,75.26
2016-08-18,75.26,74.18,75.916,70.9576,67.3062,75.05
2016-08-19,75.05,75.12,75.646,71.1278,67.3551,76.59
2016-08-22,76.59,75.09,75.662,71.3482,67.4089,76.01
2016-08-23,76.01,76.84,75.642,71.5604,67.4595,75.41
2016-08-24,75.41,76.01,75.664,71.7652,67.5061,75.68
2016-08-25,75.68,75.36,75.748,71.9768,67.5492,75.69
2016-08-26,75.69,75.64,75.876,72.1932,67.5914,77.42
2016-08-29,77.42,75.53,76.042,72.4736,67.6456,77.14
2016-08-30,77.14,77.24,76.268,72.7426,67.6973,77.3
2016-08-31,77.3,76.94,76.646,73.012,67.7502,77.42
2016-09-01,77.42,77.46,76.994,73.282,67.8014,76.96
2016-09-02,76.96,77.46,77.248,73.5208,67.8433,76.54
2016-09-06,76.54,77.02,77.072,73.7852,67.8773,77.69
2016-09-07,77.69,76.18,77.182,74.1126,67.9204,77.85
2016-09-08,77.85,77.61,77.292,74.4216,67.966,77.07
2016-09-09,77.07,77.06,77.222,74.6932,68.0052,77.74
2016-09-12,77.74,76.41,77.378,74.9416,68.0481,77.53
2016-09-13,77.53,77.23,77.576,75.155,68.0932,77.9
2016-09-14,77.9,77.59,77.618,75.3684,68.1364,77.85
2016-09-15,77.85,77.69,77.618,75.5592,68.1857,77.31
2016-09-16,77.31,77.65,77.666,75.7256,68.2275,77.38
2016-09-19,77.38,77.6,77.594,75.845,68.2807,77.47
2016-09-20,77.47,77.25,77.582,75.978,68.3391,78.0
2016-09-21,78.0,77.65,77.602,76.1168,68.389,78.13
2016-09-22,78.13,78.39,77.658,76.2582,68.4426,79.41
2016-09-23,79.41,77.85,78.078,76.39,68.502,78.98
2016-09-26,78.98,79.2,78.398,76.5362,68.5635,79.7
2016-09-27,79.7,78.98,78.844,76.6828,68.6224,79.57
2016-09-28,79.57,79.85,79.158,76.8314,68.6835,79.06
2016-09-29,79.06,79.41,79.344,76.9482,68.7381,81.06
2016-09-30,81.06,79.18,79.674,77.1116,68.7987,80.2
2016-10-03,80.2,80.87,79.918,77.235,68.8561,78.79
2016-10-04,78.79,80.2,79.736,77.3292,68.9007,80.54
2016-10-05,80.54,79.38,79.93,77.431,68.9558,79.27
2016-10-06,79.27,80.64,79.972,77.5164,69.0035,79.46
2016-10-07,79.46,79.07,79.652,77.5472,69.0543,79.81
2016-10-10,79.81,80.04,79.574,77.5906,69.1032,77.23
2016-10-11,77.23,79.3,79.262,77.563,69.1412,75.89
2016-10-12,75.89,77.1,78.332,77.5296,69.1727,75.7
2016-10-13,75.7,75.56,77.618,77.5028,69.1989,75.34
2016-10-14,75.34,75.51,76.794,77.462,69.2277,75.28
2016-10-17,75.28,75.37,75.888,77.412,69.2608,76.33
2016-10-18,76.33,75.91,75.708,77.4074,69.3072,75.21
2016-10-19,75.21,74.99,75.572,77.382,69.3477,74.42
2016-10-20,74.42,75.0,75.316,77.3342,69.3861,74.02
2016-10-21,74.02,74.29,75.052,77.2796,69.4303,74.54
2016-10-24,74.54,74.4,74.904,77.2424,69.4775,74.43
2016-10-25,74.43,74.32,74.524,77.2008,69.5268,73.12
