ticker,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2009-10-19,13.816,13.831,13.4795,12.0968,10.1369,13.806
2009-10-20,13.806,13.804,13.6076,12.1444,10.1649,13.791
2009-10-21,13.791,13.761,13.6866,12.193,10.1921,13.866
2009-10-22,13.866,13.763,13.8076,12.2408,10.2211,13.856
2009-10-23,13.856,13.895,13.8268,12.2866,10.2497,13.869
2009-10-26,13.869,13.907,13.8375,12.3337,10.2796,13.721
2009-10-27,13.721,13.788,13.8203,12.3855,10.3091,13.521
2009-10-28,13.521,13.71,13.7662,12.433,10.3374,13.79
2009-10-29,13.79,13.588,13.751,12.4866,10.3687,13.416
2009-10-30,13.416,13.763,13.6631,12.5245,10.3983,13.363
2009-11-02,13.363,13.44,13.5619,12.5589,10.4276,13.445
2009-11-03,13.445,13.263,13.5068,12.5933,10.4595,13.521
2009-11-04,13.521,13.533,13.507,12.6278,10.4892,13.73
2009-11-05,13.73,13.6,13.495,12.6681,10.5195,13.791
2009-11-06,13.791,13.706,13.57,12.7107,10.5478,14.076
2009-11-09,14.076,13.9,13.7127,12.7596,10.5777,14.183
2009-11-10,14.183,14.082,13.8602,12.8122,10.6071,14.278
2009-11-11,14.278,14.276,14.0115,12.8697,10.6349,14.21
2009-11-12,14.21,14.253,14.1076,12.9271,10.663,14.315
2009-11-13,14.315,14.246,14.2124,12.9845,10.6922,14.421
2009-11-16,14.421,14.389,14.2813,13.042,10.7217,14.451
2009-11-17,14.451,14.386,14.335,13.1015,10.7513,14.43
2009-11-18,14.43,14.43,14.3655,13.1579,10.7806,14.339
2009-11-19,14.339,14.358,14.3912,13.209,10.808,14.263
2009-11-20,14.263,14.251,14.3808,13.2579,10.8329,14.573
2009-11-23,14.573,14.426,14.4112,13.3116,10.8583,14.591
2009-11-24,14.591,14.577,14.4392,13.3644,10.8864,14.658
2009-11-25,14.658,14.674,14.4847,13.4132,10.9149,14.508
2009-11-27,14.508,14.314,14.5186,13.4573,10.942,14.589
2009-11-30,14.589,14.53,14.5838,13.5031,10.9702,14.761
2009-12-01,14.761,14.718,14.6215,13.5496,11.0012,14.702
2009-12-02,14.702,14.789,14.6436,13.5938,11.0305,14.658
2009-12-03,14.658,14.74,14.6436,13.6375,11.0609,14.639
2009-12-04,14.639,14.84,14.6699,13.6817,11.0908,14.67
2009-12-07,14.67,14.62,14.6861,13.7286,11.1228,14.69
2009-12-08,14.69,14.602,14.672,13.7729,11.153,14.74
2009-12-09,14.74,14.702,14.6796,13.8182,11.184,14.802
2009-12-10,14.802,14.775,14.7084,13.8661,11.2158,14.777
2009-12-11,14.777,14.881,14.7359,13.9178,11.2474,14.908
2009-12-14,14.908,14.895,14.7834,13.9734,11.281,14.843
2009-12-15,14.843,14.847,14.8139,14.0258,11.3145,14.958
2009-12-16,14.958,14.987,14.8576,14.0753,11.3494,14.863
2009-12-17,14.863,14.925,14.8698,14.1136,11.3855,14.925
2009-12-18,14.925,14.915,14.8994,14.1547,11.4215,14.982
2009-12-21,14.982,14.963,14.9142,14.196,11.46,15.043
2009-12-22,15.043,15.048,14.9541,14.2345,11.4966,15.307
2009-12-23,15.307,15.102,15.0238,14.2774,11.5334,15.477
2009-12-24,15.477,15.338,15.1466,14.319,11.5703,15.587
2009-12-28,15.587,15.557,15.279,14.3655,11.6076,15.5
2009-12-29,15.5,15.634,15.3827,14.4003,11.6451,15.583
2009-12-30,15.583,15.477,15.4908,14.4357,11.6811,15.515
2009-12-31,15.515,15.634,15.5324,14.4698,11.717,15.684
2010-01-04,15.684,15.689,15.5737,14.5077,11.7541,15.615
2010-01-05,15.615,15.695,15.5793,14.5427,11.7909,15.221
2010-01-06,15.221,15.662,15.5236,14.57,11.8234,14.867
2010-01-07,14.867,15.25,15.3803,14.59,11.8543,15.065
2010-01-08,15.065,14.814,15.2904,14.6169,11.8866,15.042
2010-01-11,15.042,15.126,15.1621,14.6473,11.9176,14.776
2010-01-12,14.776,14.967,14.9944,14.667,11.9479,14.691
2010-01-13,14.691,14.426,14.8884,14.6925,11.9785,14.761
2010-01-14,14.761,14.612,14.8672,14.7205,12.0088,14.514
2010-01-15,14.514,14.804,14.757,14.7419,12.037,14.705
2010-01-19,14.705,14.551,14.6894,14.7655,12.0652,14.524
2010-01-20,14.524,14.664,14.639,14.7814,12.0916,14.589
2010-01-21,14.589,14.6,14.6185,14.7974,12.1184,13.764
2010-01-22,13.764,14.126,14.4191,14.7911,12.1424,13.513
2010-01-25,13.513,13.678,14.2189,14.7777,12.1646,13.574
2010-01-26,13.574,13.462,13.9927,14.7637,12.1859,13.566
2010-01-27,13.566,13.545,13.8009,14.7508,12.2064,13.37
2010-01-28,13.37,13.625,13.5572,14.7319,12.2271,13.261
2010-01-29,13.261,13.475,13.4568,14.7087,12.2459,13.338
2010-02-01,13.338,13.378,13.4219,14.6864,12.264,13.291
2010-02-02,13.291,13.387,13.3653,14.6636,12.2814,13.534
2010-02-03,13.534,13.23,13.3589,14.6475,12.3016,13.182
2010-02-04,13.182,13.438,13.3213,14.6259,12.3198,13.295
2010-02-05,13.295,13.223,13.3281,14.6004,12.3382,13.35
2010-02-08,13.35,13.325,13.3303,14.5755,12.3568,13.424
2010-02-09,13.424,13.502,13.3569,14.5509,12.3752,13.374
2010-02-10,13.374,13.365,13.325,14.5282,12.3938,13.423
2010-02-11,13.423,13.319,13.3732,14.5049,12.4129,13.341
2010-02-12,13.341,13.337,13.3823,14.4765,12.4306,13.546
2010-02-16,13.546,13.442,13.4215,14.4533,12.4488,13.468
2010-02-17,13.468,13.563,13.4304,14.4295,12.4669,13.594
2010-02-18,13.594,13.452,13.4743,14.4086,12.4846,13.532
2010-02-19,13.532,13.538,13.4961,14.3859,12.5018,13.583
2010-02-22,13.583,13.697,13.5446,14.3637,12.5192,13.39
2010-02-23,13.39,13.588,13.5134,14.3367,12.5366,13.3
2010-02-24,13.3,13.373,13.4797,14.3067,12.5521,13.174
2010-02-25,13.174,13.191,13.3956,14.2746,12.5669,13.183
2010-02-26,13.183,13.198,13.3258,14.2401,12.5829,13.33
2010-03-01,13.33,13.243,13.2752,14.2098,12.6008,13.54
2010-03-02,13.54,13.4,13.3051,14.1815,12.62,13.646
2010-03-03,13.646,13.572,13.3745,14.1571,12.6395,13.878
2010-03-04,13.878,13.676,13.5154,14.1362,12.6592,14.119
2010-03-05,14.119,14.047,13.7026,14.1189,12.6799,14.076
2010-03-08,14.076,14.133,13.8517,14.0996,12.7006,14.018
2010-03-09,14.018,14.01,13.9475,14.0738,12.721,14.425
2010-03-10,14.425,14.108,14.1033,14.0528,12.7439,14.543
2010-03-11,14.543,14.37,14.2361,14.0319,12.7661,14.503
2010-03-12,14.503,14.718,14.3129,14.012,12.7878,14.093
2010-03-15,14.093,14.181,14.3164,13.9822,12.8069,14.144
2010-03-16,14.144,14.059,14.3414,13.9547,12.8255,14.153
2010-03-17,14.153,14.221,14.2869,13.9241,12.8428,14.174
2010-03-18,14.174,14.132,14.2132,13.8953,12.8601,14.014
2010-03-19,14.014,14.169,14.1154,13.8711,12.8762,13.951
2010-03-22,13.951,13.916,14.087,13.8528,12.8908,13.738
2010-03-23,13.738,13.94,14.0059,13.8263,12.9039,13.947
2010-03-24,13.947,13.651,13.9647,13.8044,12.9188,14.086
2010-03-25,14.086,13.989,13.9471,13.7906,12.9347,14.081
2010-03-26,14.081,14.145,13.9605,13.7784,12.951,14.075
2010-03-29,14.075,14.089,13.9853,13.7646,12.9677,14.181
2010-03-30,14.181,14.084,14.0739,13.758,12.9854,14.192
2010-03-31,14.192,14.14,14.1229,13.7477,13.0042,14.234
2010-04-01,14.234,14.298,14.1526,13.7419,13.0233,14.289
2010-04-05,14.289,14.286,14.1942,13.7359,13.0428,14.219
2010-04-06,14.219,14.25,14.2231,13.745,13.0621,14.102
2010-04-07,14.102,14.196,14.2072,13.7568,13.0801,14.201
2010-04-08,14.201,14.097,14.2091,13.7694,13.1001,14.169
2010-04-09,14.169,14.214,14.1962,13.7814,13.1202,14.332
2010-04-12,14.332,14.198,14.2048,13.8007,13.1407,14.683
