ticker,BALL US Equity,BALL US Equity,BALL US Equity,BALL US Equity,BALL US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2019-05-22,61.5,62.54,50.3331,62.216,59.5064,61.05
2019-05-23,61.05,61.18,50.4311,61.912,59.5852,61.35
2019-05-24,61.35,61.4,50.5292,61.668,59.6668,61.2
2019-05-28,61.2,61.41,50.6279,61.5,59.7408,60.5
2019-05-29,60.5,60.75,50.7241,61.12,59.7932,61.04
2019-05-30,61.04,60.4,50.8277,61.028,59.8528,61.39
2019-05-31,61.39,60.06,50.9364,61.096,59.9182,62.05
2019-06-03,62.05,61.5,51.0482,61.236,59.9824,63.09
2019-06-04,63.09,62.31,51.1631,61.614,60.0854,64.45
2019-06-05,64.45,63.8,51.2838,62.404,60.2122,65.66
2019-06-06,65.66,64.36,51.4088,63.328,60.3604,65.9
2019-06-07,65.9,65.94,51.5337,64.23,60.5146,66.32
2019-06-10,66.32,66.19,51.66,65.084,60.6822,66.44
2019-06-11,66.44,66.5,51.7889,65.754,60.8538,66.6
2019-06-12,66.6,66.53,51.9185,66.184,61.0178,64.92
2019-06-13,64.92,66.79,52.0376,66.036,61.1566,65.41
2019-06-14,65.41,65.09,52.1554,65.938,61.3044,65.32
2019-06-17,65.32,65.59,52.2737,65.738,61.4508,66.45
2019-06-18,66.45,65.85,52.3967,65.74,61.6176,66.66
2019-06-19,66.66,66.67,52.5208,65.752,61.7868,67.25
2019-06-20,67.25,67.23,52.6477,66.218,61.979,67.08
2019-06-21,67.08,67.29,52.776,66.552,62.1556,67.18
2019-06-24,67.18,67.12,52.9021,66.924,62.3268,68.06
2019-06-25,68.06,67.52,53.0317,67.246,62.5274,67.75
2019-06-26,67.75,68.15,53.1584,67.464,62.7156,68.1
2019-06-27,68.1,67.84,53.283,67.634,62.9264,69.99
2019-06-28,69.99,68.12,53.419,68.216,63.1852,70.26
2019-07-01,70.26,70.58,53.5543,68.832,63.4202,71.56
2019-07-02,71.56,70.41,53.693,69.532,63.6772,72.25
2019-07-03,72.25,71.9,53.8336,70.432,63.9322,71.77
2019-07-05,71.77,71.74,53.9717,71.166,64.1896,70.6
2019-07-08,70.6,71.17,54.1001,71.288,64.4224,70.92
2019-07-09,70.92,70.25,54.2336,71.42,64.6468,70.43
2019-07-10,70.43,71.0,54.3638,71.194,64.8628,71.15
2019-07-11,71.15,70.43,54.4967,70.974,65.087,70.0
2019-07-12,70.0,71.15,54.6224,70.62,65.3136,69.29
2019-07-15,69.29,69.76,54.7477,70.358,65.4994,69.07
2019-07-16,69.07,69.47,54.8716,69.988,65.65,68.51
2019-07-17,68.51,69.23,54.9934,69.604,65.7812,70.9
2019-07-18,70.9,67.93,55.128,69.554,65.9598,70.7
2019-07-19,70.7,71.15,55.2621,69.694,66.1348,71.11
2019-07-22,71.11,70.7,55.3954,70.058,66.3096,71.78
2019-07-23,71.78,71.53,55.5277,70.6,66.459,72.03
2019-07-24,72.03,71.74,55.6588,71.304,66.6114,71.29
2019-07-25,71.29,72.11,55.7856,71.382,66.7684,72.14
2019-07-26,72.14,71.5,55.9145,71.67,66.961,72.28
2019-07-29,72.28,72.09,56.0473,71.904,67.1552,72.78
2019-07-30,72.78,72.18,56.1919,72.104,67.3594,71.48
2019-07-31,71.48,72.58,56.3318,71.994,67.5482,74.74
2019-08-01,74.74,71.42,56.4847,72.684,67.795,74.73
2019-08-02,74.73,74.24,56.6353,73.202,68.0596,73.25
2019-08-05,73.25,73.25,56.7711,73.396,68.3036,73.95
2019-08-06,73.95,73.96,56.9098,73.63,68.5556,75.29
2019-08-07,75.29,73.42,57.0553,74.392,68.8374,76.08
2019-08-08,76.08,75.29,57.206,74.66,69.149,77.46
2019-08-09,77.46,76.12,57.3677,75.206,69.4774,76.84
2019-08-12,76.84,77.34,57.5263,75.924,69.7864,79.29
2019-08-13,79.29,76.9,57.7045,76.992,70.1312,76.85
2019-08-14,76.85,78.31,57.8722,77.304,70.4064,78.0
2019-08-15,78.0,76.99,58.0452,77.688,70.6774,79.63
2019-08-16,79.63,78.42,58.224,78.122,70.9568,79.74
2019-08-19,79.74,80.04,58.3979,78.702,71.2336,79.19
2019-08-20,79.19,79.51,58.5698,78.682,71.491,79.73
2019-08-21,79.73,79.55,58.7304,79.258,71.7568,79.76
2019-08-22,79.76,79.78,58.8924,79.61,72.02,78.2
2019-08-23,78.2,79.62,59.0463,79.324,72.2856,78.76
2019-08-26,78.76,78.41,59.2008,79.128,72.5526,79.02
2019-08-27,79.02,79.18,59.3517,79.094,72.8266,79.27
2019-08-28,79.27,78.79,59.5045,79.002,73.083,80.43
2019-08-29,80.43,79.82,59.6632,79.136,73.3584,80.41
2019-08-30,80.41,80.75,59.8238,79.578,73.6216,79.93
2019-09-03,79.93,80.0,59.978,79.812,73.8786,80.78
2019-09-04,80.78,80.55,60.1366,80.164,74.1506,78.71
2019-09-05,78.71,81.25,60.2782,80.052,74.3636,78.3
2019-09-06,78.3,78.71,60.4172,79.626,74.5746,75.07
2019-09-09,75.07,78.28,60.545,78.558,74.714,71.89
2019-09-10,71.89,73.92,60.6592,76.95,74.752,71.88
2019-09-11,71.88,71.44,60.7721,75.17,74.7844,73.36
2019-09-12,73.36,72.46,60.8945,74.1,74.8204,72.73
2019-09-13,72.73,73.11,61.0127,72.986,74.83,72.2
2019-09-16,72.2,72.76,61.1304,72.412,74.8386,75.0
2019-09-17,75.0,72.49,61.2574,73.034,74.9266,74.51
2019-09-18,74.51,75.0,61.3821,73.56,74.9984,74.28
2019-09-19,74.28,74.26,61.508,73.744,75.0754,73.84
2019-09-20,73.84,74.51,61.6282,73.966,75.1292,74.48
2019-09-23,74.48,74.0,61.7555,74.422,75.2188,74.72
2019-09-24,74.72,75.01,61.8855,74.366,75.3274,73.5
2019-09-25,73.5,74.6,62.011,74.164,75.416,74.47
2019-09-26,74.47,74.3,62.1419,74.202,75.5352,72.79
2019-09-27,72.79,74.44,62.2667,73.992,75.573,72.81
2019-09-30,72.81,73.0,62.3898,73.658,75.6152,72.11
2019-10-01,72.11,72.97,62.5077,73.136,75.6352,70.82
2019-10-02,70.82,71.5,62.6217,72.6,75.616,71.64
2019-10-03,71.64,70.88,62.7467,72.034,75.6082,72.73
2019-10-04,72.73,71.92,62.8764,72.022,75.637,72.45
2019-10-07,72.45,72.41,63.0093,71.95,75.6432,71.41
2019-10-08,71.41,71.79,63.1457,71.81,75.6258,72.27
2019-10-09,72.27,71.99,63.2889,72.1,75.6156,72.84
2019-10-10,72.84,72.03,63.4414,72.34,75.6428,72.61
2019-10-11,72.61,73.31,63.587,72.316,75.6002,72.92
2019-10-14,72.92,73.36,63.7293,72.41,75.564,72.16
2019-10-15,72.16,73.28,63.8661,72.56,75.5422,72.58
2019-10-16,72.58,72.31,63.9991,72.622,75.5148,73.87
2019-10-17,73.87,72.36,64.1451,72.828,75.4864,74.11
2019-10-18,74.11,74.04,64.2944,73.128,75.447,72.29
2019-10-21,72.29,74.36,64.4279,73.002,75.3436,70.85
2019-10-22,70.85,72.13,64.5499,72.74,75.2238,71.08
2019-10-23,71.08,71.03,64.6708,72.44,75.0596,71.8
2019-10-24,71.8,71.27,64.7943,72.026,74.9586,71.91
2019-10-25,71.91,71.73,64.9156,71.586,74.8368,71.34
2019-10-28,71.34,72.4,65.0317,71.396,74.671,72.74
2019-10-29,72.74,71.25,65.1531,71.774,74.531,73.96
2019-10-30,73.96,72.63,65.2764,72.35,74.4264,69.97
2019-10-31,69.97,73.57,65.384,71.984,74.2312,68.36
2019-11-01,68.36,69.83,65.4783,71.274,74.0032,66.55
2019-11-04,66.55,68.58,65.5598,70.316,73.7702,64.71
2019-11-05,64.71,66.26,65.6297,68.71,73.4892,66.66
2019-11-06,66.66,64.71,65.7091,67.25,73.242,65.07
2019-11-07,65.07,66.73,65.7802,66.27,72.958,64.65
2019-11-08,64.65,65.29,65.8447,65.528,72.6424,64.54
2019-11-11,64.54,64.17,65.9134,65.126,72.325,64.37
2019-11-12,64.37,64.41,65.9787,65.058,72.0138,65.13
2019-11-13,65.13,64.81,66.0484,64.752,71.7008,65.74
2019-11-14,65.74,64.74,66.1157,64.886,71.4414,65.6
2019-11-15,65.6,65.88,66.1836,65.076,71.1874,67.59
2019-11-18,67.59,65.42,66.2616,65.686,71.0378,67.25
2019-11-19,67.25,67.5,66.3329,66.262,70.945,67.44
2019-11-20,67.44,66.82,66.404,66.724,70.8562,66.16
2019-11-21,66.16,67.35,66.4685,66.808,70.7122,65.73
2019-11-22,65.73,66.47,66.5277,66.834,70.5722,64.97
2019-11-25,64.97,65.91,66.5833,66.31,70.4276,66.7
2019-11-26,66.7,65.12,66.6423,66.2,70.2616,66.55
2019-11-27,66.55,66.7,66.699,66.022,70.1024,66.06
2019-11-29,66.06,66.28,66.7546,66.002,69.938,65.79
2019-12-02,65.79,66.5,66.8129,66.014,69.777,66.44
2019-12-03,66.44,65.59,66.8748,66.308,69.6162,65.75
2019-12-04,65.75,66.74,66.9315,66.118,69.4368,66.14
2019-12-05,66.14,66.0,66.9898,66.036,69.2896,63.55
2019-12-06,63.55,66.8,67.0313,65.534,69.0712,64.13
2019-12-09,64.13,62.87,67.0775,65.202,68.898,63.91
2019-12-10,63.91,64.17,67.1237,64.696,68.72,63.87
2019-12-11,63.87,64.0,67.1656,64.32,68.5552,63.41
2019-12-12,63.41,63.79,67.2087,63.774,68.407,63.34
2019-12-13,63.34,63.37,67.2494,63.732,68.241,63.97
2019-12-16,63.97,63.64,67.293,63.7,68.0658,64.19
2019-12-17,64.19,63.75,67.3341,63.756,67.9006,64.4
2019-12-18,64.4,64.03,67.379,63.862,67.7604,63.72
2019-12-19,63.72,64.5,67.4242,63.924,67.5894,65.18
2019-12-20,65.18,64.1,67.4751,64.292,67.4362,65.25
2019-12-23,65.25,65.31,67.5233,64.548,67.289,65.23
2019-12-24,65.23,65.25,67.5663,64.756,67.1352,64.91
2019-12-26,64.91,65.21,67.6053,64.858,66.9902,64.69
2019-12-27,64.69,65.0,67.6424,65.052,66.8324,64.44
2019-12-30,64.44,64.63,67.6771,64.904,66.6438,64.67
2019-12-31,64.67,64.43,67.7111,64.788,66.455,63.88
2020-01-02,63.88,64.67,67.7402,64.518,66.2868,64.77
2020-01-03,64.77,63.35,67.7734,64.49,66.1652,64.17
2020-01-06,64.17,65.06,67.8001,64.386,66.027,63.92
2020-01-07,63.92,63.93,67.83,64.282,65.8694,64.47
2020-01-08,64.47,63.91,67.8618,64.242,65.7206,66.72
2020-01-09,66.72,64.92,67.9041,64.81,65.6282,66.27
2020-01-10,66.27,66.76,67.9445,65.11,65.4988,67.5
2020-01-13,67.5,66.25,67.9923,65.776,65.3696,66.55
2020-01-14,66.55,67.26,68.0358,66.302,65.3012,68.21
2020-01-15,68.21,66.68,68.0848,67.05,65.2982,69.18
2020-01-16,69.18,68.45,68.1408,67.542,65.3508,69.24
2020-01-17,69.24,69.27,68.1969,68.136,65.4414,69.26
2020-01-21,69.26,68.69,68.2532,68.488,65.4934,71.85
2020-01-22,71.85,69.7,68.3219,69.548,65.629,71.87
2020-01-23,71.87,71.52,68.3903,70.28,65.7734,71.93
2020-01-24,71.93,72.08,68.4617,70.83,65.9212,73.96
2020-01-27,73.96,71.06,68.5403,71.774,66.113,72.67
2020-01-28,72.67,73.95,68.6105,72.456,66.2638,72.59
2020-01-29,72.59,72.79,68.6833,72.604,66.4008,73.1
2020-01-30,73.1,72.45,68.7571,72.85,66.5508,72.18
2020-01-31,72.18,72.72,68.8302,72.9,66.6426,74.15
2020-02-03,74.15,72.55,68.9157,72.938,66.7806,75.01
2020-02-04,75.01,74.31,68.9982,73.406,66.932,76.63
2020-02-05,76.63,75.62,69.0878,74.214,67.1414,78.0
2020-02-06,78.0,75.99,69.1803,75.194,67.3868,76.92
2020-02-07,76.92,77.8,69.2704,76.142,67.6258,76.72
2020-02-10,76.72,77.06,69.3592,76.656,67.8262,77.64
2020-02-11,77.64,76.74,69.4489,77.182,68.048,76.53
2020-02-12,76.53,77.03,69.5334,77.162,68.2574,77.17
2020-02-13,77.17,76.53,69.6196,76.996,68.485,77.22
2020-02-14,77.22,77.18,69.7123,77.056,68.7006,78.04
2020-02-18,78.04,77.4,69.8025,77.32,68.9464,77.01
2020-02-19,77.01,78.73,69.8799,77.194,69.1638,76.6
2020-02-20,76.6,76.43,69.9531,77.208,69.4248,76.86
2020-02-21,76.86,76.7,70.0276,77.146,69.6794,76.37
2020-02-24,76.37,76.0,70.0997,76.976,69.9286,74.53
2020-02-25,74.53,76.5,70.1605,76.274,70.1418,75.67
2020-02-26,75.67,75.1,70.2173,76.006,70.387,72.01
2020-02-27,72.01,75.19,70.2553,75.088,70.5604,70.46
2020-02-28,70.46,70.13,70.2904,73.808,70.6902,75.17
2020-03-02,75.17,70.92,70.3537,73.568,70.9098,76.15
2020-03-03,76.15,75.3,70.4216,73.892,71.1448,78.56
2020-03-04,78.56,77.17,70.5015,74.47,71.4416,77.03
2020-03-05,77.03,77.6,70.5765,75.474,71.6786,76.05
2020-03-06,76.05,75.22,70.6447,76.592,71.8946,72.51
2020-03-09,72.51,72.03,70.6998,76.06,72.0402,72.96
2020-03-10,72.96,73.99,70.7593,75.422,72.2012,69.76
2020-03-11,69.76,71.12,70.8014,73.662,72.3026,63.18
2020-03-12,63.18,66.49,70.8113,70.892,72.2774,63.84
2020-03-13,63.84,65.24,70.828,68.45,72.2608,58.43
2020-03-16,58.43,59.25,70.8149,65.634,72.1518,64.63
2020-03-17,64.63,59.7,70.8311,63.968,72.149,64.45
2020-03-18,64.45,60.45,70.8431,62.906,72.1546,60.11
2020-03-19,60.11,63.92,70.8282,62.292,72.0784,54.89
2020-03-20,54.89,59.77,70.7804,60.502,71.8868,51.94
2020-03-23,51.94,54.24,70.7118,59.204,71.5912,58.22
2020-03-24,58.22,54.17,70.6734,57.922,71.4302,56.02
2020-03-25,56.02,58.06,70.6219,56.236,71.2006,62.56
2020-03-26,62.56,59.8,70.6025,56.726,71.1208,64.38
2020-03-27,64.38,61.08,70.5914,58.624,71.0442,65.99
2020-03-30,65.99,64.83,70.5968,61.434,70.9804,64.66
2020-03-31,64.66,65.55,70.593,62.722,70.8888,64.17
2020-04-01,64.17,62.0,70.5873,64.352,70.787,64.56
2020-04-02,64.56,63.73,70.5778,64.752,70.6412,62.17
2020-04-03,62.17,63.83,70.5554,64.31,70.4472,65.62
2020-04-06,65.62,64.1,70.5472,64.236,70.321,65.86
2020-04-07,65.86,67.17,70.5411,64.476,70.159,67.59
2020-04-08,67.59,66.04,70.5432,65.16,70.0574,69.94
2020-04-09,69.94,68.14,70.5526,66.236,70.0044,67.32
2020-04-13,67.32,69.27,70.5504,67.266,69.8888,67.96
2020-04-14,67.96,68.54,70.5497,67.734,69.8044,67.64
2020-04-15,67.64,66.99,70.538,68.09,69.6742,67.8
2020-04-16,67.8,67.54,70.5257,68.132,69.53,70.2
2020-04-17,70.2,69.04,70.5189,68.184,69.4014,68.54
2020-04-20,68.54,69.72,70.5003,68.428,69.2122,65.54
2020-04-21,65.54,67.77,70.4692,67.944,68.9846,66.62
2020-04-22,66.62,66.6,70.4493,67.74,68.7826,64.9
2020-04-23,64.9,66.77,70.4192,67.16,68.5278,65.27
2020-04-24,65.27,65.67,70.3934,66.174,68.3026,67.57
2020-04-27,67.57,65.5,70.3755,65.98,68.1106,67.01
2020-04-28,67.01,68.7,70.3605,66.274,67.9064,66.81
2020-04-29,66.81,67.82,70.3481,66.312,67.6818,65.59
2020-04-30,65.59,65.48,70.3307,66.45,67.4534,65.61
2020-05-01,65.61,64.8,70.3162,66.518,67.2336,66.15
2020-05-04,66.15,65.87,70.2925,66.234,67.0194,66.26
2020-05-05,66.26,66.44,70.2703,66.084,66.8172,65.72
2020-05-06,65.72,66.74,70.2433,65.866,66.641,65.89
2020-05-07,65.89,65.4,70.2139,65.926,66.4454,64.56
2020-05-08,64.56,66.07,70.1765,65.716,66.2964,63.37
2020-05-11,63.37,64.11,70.1369,65.16,66.1546,61.93
2020-05-12,61.93,63.52,70.0859,64.294,65.8898,61.17
2020-05-13,61.17,61.54,70.0303,63.384,65.5902,62.04
2020-05-14,62.04,60.86,69.9766,62.614,65.2598,62.23
2020-05-15,62.23,61.52,69.9304,62.148,64.9638,64.35
2020-05-18,64.35,63.74,69.8784,62.344,64.7298,64.28
2020-05-19,64.28,64.35,69.8262,62.814,64.5652,64.19
2020-05-20,64.19,64.93,69.7809,63.418,64.3898,64.04
2020-05-21,64.04,64.21,69.7313,63.818,64.2754,64.51
2020-05-22,64.51,64.17,69.6774,64.274,64.302,66.54
2020-05-26,66.54,65.44,69.6297,64.712,64.356,68.6
2020-05-27,68.6,67.59,69.5854,65.576,64.5594,70.55
2020-05-28,70.55,69.3,69.554,66.848,64.6778,71.26
2020-05-29,71.26,70.48,69.5138,68.292,64.814,71.17
2020-06-01,71.17,70.93,69.4854,69.624,65.0352,71.98
2020-06-02,71.98,71.03,69.4553,70.712,65.377,73.95
2020-06-03,73.95,72.41,69.4269,71.782,65.8172,75.4
2020-06-04,75.4,73.54,69.4052,72.752,66.1608,73.93
2020-06-05,73.93,75.86,69.3789,73.286,66.519,74.08
2020-06-08,74.08,72.72,69.3507,73.868,66.7494,72.44
2020-06-09,72.44,73.45,69.3141,73.96,66.9106,72.82
2020-06-10,72.82,72.46,69.2872,73.734,67.0472,67.16
2020-06-11,67.16,71.86,69.2292,72.086,67.0972,68.33
2020-06-12,68.33,69.06,69.1757,70.966,67.1804,68.2
2020-06-15,68.2,67.15,69.1204,69.79,67.2532,70.18
2020-06-16,70.18,70.46,69.0691,69.338,67.4134,69.6
2020-06-17,69.6,70.58,69.0151,68.694,67.493,70.47
2020-06-18,70.47,69.43,68.9678,69.356,67.5852,70.68
2020-06-19,70.68,71.66,68.9173,69.826,67.647,71.08
2020-06-22,71.08,70.55,68.8791,70.402,67.6698,70.57
2020-06-23,70.57,71.78,68.8405,70.48,67.7348,68.98
2020-06-24,68.98,70.19,68.81,70.356,67.7552,69.2
2020-06-25,69.2,68.82,68.7966,70.102,67.7864,67.34
2020-06-26,67.34,69.29,68.7739,69.434,67.7772,68.39
2020-06-29,68.39,68.07,68.749,68.896,67.741,69.49
2020-06-30,69.49,68.35,68.7328,68.68,67.76,70.68
2020-07-01,70.68,69.48,68.7252,69.02,67.8628,71.81
2020-07-02,71.81,71.08,68.7093,69.542,67.9666,72.44
2020-07-06,72.44,72.67,68.6989,70.562,68.1174,72.68
2020-07-07,72.68,71.96,68.6909,71.42,68.2656,72.14
2020-07-08,72.14,72.69,68.6824,71.95,68.357,71.75
2020-07-09,71.75,71.91,68.6688,72.164,68.4518,72.4
2020-07-10,72.4,71.58,68.6572,72.282,68.5636,71.63
2020-07-13,71.63,72.81,68.6478,72.12,68.6844,73.61
2020-07-14,73.61,71.63,68.6435,72.306,68.8444,69.52
2020-07-15,69.52,74.42,68.6272,71.782,68.9118,69.47
2020-07-16,69.47,70.03,68.6105,71.326,68.976,70.29
2020-07-17,70.29,69.95,68.6014,70.904,69.0674,72.76
2020-07-20,72.76,70.11,68.6111,71.13,69.2048,72.68
2020-07-21,72.68,73.05,68.6163,70.944,69.3672,73.18
2020-07-22,73.18,73.3,68.6185,71.676,69.5634,72.99
2020-07-23,72.99,73.27,68.6212,72.38,69.7846,73.16
2020-07-24,73.16,73.2,68.63,72.954,70.0244,74.57
2020-07-27,74.57,73.4,68.6415,73.316,70.275,74.08
2020-07-28,74.08,74.42,68.6477,73.596,70.512,73.77
2020-07-29,73.77,74.38,68.6535,73.714,70.7004,73.45
2020-07-30,73.45,73.11,68.6561,73.806,70.8838,73.63
2020-07-31,73.63,73.09,68.6635,73.9,71.0726,74.18
2020-08-03,74.18,74.0,68.6715,73.822,71.2754,75.13
2020-08-04,75.13,73.81,68.6778,74.032,71.4878,75.04
2020-08-05,75.04,75.5,68.6824,74.286,71.6578,74.44
2020-08-06,74.44,75.5,68.6932,74.484,71.7746,75.53
2020-08-07,75.53,74.78,68.7166,74.864,71.8742,75.33
2020-08-10,75.33,75.5,68.7378,75.094,71.9556,73.95
2020-08-11,73.95,75.26,68.7486,74.858,72.0112,74.38
2020-08-12,74.38,74.41,68.7609,74.726,72.0592,75.23
2020-08-13,75.23,74.07,68.7804,74.884,72.0848,75.5
2020-08-14,75.5,75.0,68.7942,74.878,72.0868,76.21
2020-08-17,76.21,75.91,68.8054,75.054,72.1324,76.36
2020-08-18,76.36,76.46,68.8374,75.536,72.178,75.88
2020-08-19,75.88,77.0,68.875,75.836,72.2468,75.76
2020-08-20,75.76,75.56,68.921,75.942,72.3056,76.62
2020-08-21,76.62,75.53,68.9806,76.166,72.4948,77.25
2020-08-24,77.25,76.92,69.0335,76.374,72.6732,77.47
2020-08-25,77.47,77.41,69.0955,76.596,72.8586,78.92
2020-08-26,78.92,77.9,69.1669,77.204,73.0334,79.34
2020-08-27,79.34,78.96,69.2409,77.92,73.2282,80.27
2020-08-28,80.27,79.21,69.3204,78.65,73.4242,80.37
2020-08-31,80.37,80.21,69.3966,79.274,73.618,81.97
2020-09-01,81.97,80.2,69.4777,80.174,73.8358,84.59
2020-09-02,84.59,82.0,69.5727,81.308,74.1162,83.24
2020-09-03,83.24,84.47,69.6509,82.088,74.4014,82.47
2020-09-04,82.47,83.79,69.727,82.528,74.6668,80.55
2020-09-08,80.55,81.47,69.7926,82.564,74.931,81.62
2020-09-09,81.62,81.3,69.8699,82.494,75.1956,81.0
2020-09-10,81.0,81.78,69.9462,81.776,75.4258,81.68
2020-09-11,81.68,81.57,70.0298,81.464,75.6458,83.28
2020-09-14,83.28,82.3,70.1127,81.626,75.8752,84.43
2020-09-15,84.43,83.88,70.2021,82.402,76.115,84.67
2020-09-16,84.67,84.69,70.2951,83.012,76.3548,84.1
2020-09-17,84.1,83.99,70.3867,83.632,76.594,82.89
2020-09-18,82.89,83.54,70.4689,83.874,76.8168,81.03
2020-09-21,81.03,81.78,70.5453,83.424,76.9894,81.58
2020-09-22,81.58,81.34,70.6225,82.854,77.1884,79.85
2020-09-23,79.85,81.53,70.704,81.89,77.3132,80.1
2020-09-24,80.1,79.53,70.7839,81.09,77.5248,81.47
2020-09-25,81.47,79.79,70.8717,80.806,77.7648,82.24
2020-09-28,82.24,82.24,70.9635,81.048,78.0038,82.36
2020-09-29,82.36,82.22,71.0583,81.204,78.1958,83.12
2020-09-30,83.12,82.77,71.1572,81.858,78.4046,82.6
2020-10-01,82.6,83.63,71.2503,82.358,78.593,82.67
2020-10-02,82.67,81.67,71.3427,82.598,78.7866,85.37
2020-10-05,85.37,83.82,71.4476,83.224,79.0308,84.31
2020-10-06,84.31,85.57,71.5505,83.614,79.2256,86.55
2020-10-07,86.55,85.75,71.6574,84.3,79.475,89.0
2020-10-08,89.0,88.13,71.7761,85.58,79.7796,90.26
2020-10-09,90.26,89.45,71.9013,87.098,80.1158,89.68
2020-10-12,89.68,90.93,72.0251,87.96,80.4368,90.26
2020-10-13,90.26,89.49,72.153,89.15,80.7584,90.06
2020-10-14,90.06,90.61,72.2811,89.852,81.057,90.81
2020-10-15,90.81,88.97,72.4118,90.214,81.3724,91.42
2020-10-16,91.42,91.41,72.5495,90.446,81.712,91.18
2020-10-19,91.18,91.59,72.6815,90.746,82.025,91.39
2020-10-20,91.39,91.94,72.8176,90.972,82.3462,92.78
2020-10-21,92.78,91.81,72.9619,91.516,82.7228,91.13
2020-10-22,91.13,92.11,73.0952,91.58,83.0578,92.72
2020-10-23,92.72,92.0,73.2252,91.84,83.4076,91.56
2020-10-26,91.56,91.74,73.3517,91.916,83.7288,91.1
2020-10-27,91.1,91.75,73.4697,91.858,84.0266,88.73
2020-10-28,88.73,89.71,73.5806,91.048,84.274,89.22
2020-10-29,89.22,88.54,73.6856,90.666,84.5408,89.0
2020-10-30,89.0,89.04,73.7847,89.922,84.8056,90.2
2020-11-02,90.2,90.19,73.8895,89.65,85.0772,93.75
2020-11-03,93.75,91.26,74.012,90.18,85.4072,94.11
2020-11-04,94.11,94.0,74.1233,91.256,85.74,97.16
2020-11-05,97.16,96.74,74.2497,92.844,86.1048,97.46
2020-11-06,97.46,97.67,74.3774,94.536,86.4672,92.98
2020-11-09,92.98,100.35,74.4725,95.092,86.7214,94.98
2020-11-10,94.98,92.9,74.584,95.338,87.0136,95.81
2020-11-11,95.81,95.52,74.7001,95.678,87.2904,94.2
2020-11-12,94.2,95.24,74.8056,95.086,87.4826,94.65
2020-11-13,94.65,94.95,74.918,94.524,87.7108,96.76
2020-11-16,96.76,95.73,75.031,95.28,87.9966,97.14
2020-11-17,97.14,96.19,75.1417,95.712,88.3284,96.56
2020-11-18,96.56,97.5,75.2413,95.862,88.6272,97.91
2020-11-19,97.91,96.06,75.3409,96.604,88.9654,97.25
2020-11-20,97.25,98.01,75.4425,97.124,89.2768,95.44
2020-11-23,95.44,97.2,75.5361,96.86,89.52,96.11
2020-11-24,96.11,95.62,75.6285,96.654,89.7536,96.3
2020-11-25,96.3,96.52,75.7273,96.602,89.9862,96.36
2020-11-27,96.36,95.91,75.8233,96.292,90.2314,96.01
2020-11-30,96.01,96.58,75.9172,96.044,90.4938,96.82
2020-12-01,96.82,97.25,76.0111,96.32,90.8096,94.0
2020-12-02,94.0,96.56,76.0961,95.898,91.058,92.64
2020-12-03,92.64,93.75,76.1763,95.166,91.3138,94.16
2020-12-04,94.16,93.0,76.2628,94.726,91.595,95.5
2020-12-07,95.5,94.63,76.3584,94.624,91.8756,95.89
2020-12-08,95.89,94.7,76.4652,94.438,92.1486,93.36
2020-12-09,93.36,95.94,76.5537,94.31,92.3686,93.26
2020-12-10,93.26,93.17,76.6599,94.434,92.5714,92.58
2020-12-11,92.58,92.47,76.7705,94.118,92.771,90.3
2020-12-14,90.3,93.02,76.8462,93.078,92.9236,92.04
2020-12-15,92.04,91.0,76.9256,92.308,93.057,90.43
2020-12-16,90.43,92.1,76.985,91.722,93.1794,91.98
2020-12-17,91.98,90.98,77.0597,91.466,93.288,92.19
2020-12-18,92.19,92.47,77.1404,91.388,93.3518,92.73
2020-12-21,92.73,90.92,77.2415,91.874,93.4012,92.49
2020-12-22,92.49,92.47,77.3392,91.964,93.4574,91.61
2020-12-23,91.61,92.38,77.4484,92.2,93.4844,92.34
2020-12-24,92.34,91.99,77.5942,92.272,93.53,91.37
2020-12-28,91.37,92.79,77.7319,92.108,93.5412,92.24
2020-12-29,92.24,92.04,77.9009,92.01,93.5576,92.86
2020-12-30,92.86,93.01,78.0421,92.084,93.5912,93.18
2020-12-31,93.18,93.1,78.1857,92.398,93.627,89.76
2021-01-04,89.76,91.73,78.334,91.882,93.5666,90.62
2021-01-05,90.62,89.75,78.5126,91.732,93.5564,91.67
2021-01-06,91.67,91.01,78.7113,91.618,93.5354,90.68
2021-01-07,90.68,91.93,78.8736,91.182,93.5178,90.57
2021-01-08,90.57,90.94,79.0463,90.66,93.5072,90.56
2021-01-11,90.56,90.24,79.1863,90.82,93.5438,90.24
2021-01-12,90.24,90.21,79.3156,90.744,93.5642,91.09
2021-01-13,91.09,90.72,79.4411,90.628,93.606,89.93
2021-01-14,89.93,91.43,79.5675,90.478,93.6006,90.42
2021-01-15,90.42,89.75,79.6987,90.448,93.534,90.42
2021-01-19,90.42,90.85,79.828,90.42,93.4602,92.26
2021-01-20,92.26,90.22,79.9785,90.824,93.3622,91.3
2021-01-21,91.3,91.73,80.1069,90.866,93.239,90.74
2021-01-22,90.74,91.13,80.2313,91.028,93.1942,89.86
2021-01-25,89.86,90.76,80.3426,90.916,93.0918,88.8
2021-01-26,88.8,89.92,80.4369,90.592,92.9516,85.33
