ticker,FOXA US Equity,FOXA US Equity,FOXA US Equity,FOXA US Equity,FOXA US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2022-08-17,36.17,36.13,36.396,33.642,37.3387,36.02
2022-08-18,36.02,36.3,36.314,33.6704,37.3135,35.68
2022-08-19,35.68,35.86,36.15,33.7028,37.2839,34.7
2022-08-22,34.7,35.3,35.814,33.7272,37.2495,34.51
2022-08-23,34.51,34.68,35.416,33.7696,37.2154,34.78
2022-08-24,34.78,34.53,35.138,33.8348,37.1819,34.98
2022-08-25,34.98,34.91,34.93,33.8938,37.154,34.24
2022-08-26,34.24,35.02,34.642,33.922,37.1225,34.32
2022-08-29,34.32,34.05,34.566,33.9628,37.0906,34.2
2022-08-30,34.2,34.22,34.504,34.0054,37.0559,34.18
2022-08-31,34.18,34.4,34.384,34.0378,37.0213,34.04
2022-09-01,34.04,34.0,34.196,34.0774,36.9851,33.74
2022-09-02,33.74,34.26,34.096,34.1108,36.9517,32.97
2022-09-06,32.97,33.81,33.826,34.1142,36.9151,33.42
2022-09-07,33.42,32.91,33.67,34.1218,36.8844,33.52
2022-09-08,33.52,33.3,33.538,34.138,36.857,34.52
2022-09-09,34.52,33.74,33.634,34.1756,36.8359,34.8
2022-09-12,34.8,34.64,33.846,34.2284,36.8143,33.49
2022-09-13,33.49,33.73,33.95,34.2368,36.7892,33.52
2022-09-14,33.52,33.58,33.97,34.2438,36.7688,34.56
2022-09-15,34.56,33.5,34.178,34.2718,36.7569,33.67
2022-09-16,33.67,34.54,34.008,34.2752,36.7468,34.36
2022-09-19,34.36,33.44,33.92,34.2976,36.7464,34.24
2022-09-20,34.24,34.03,34.07,34.3244,36.7409,32.72
2022-09-21,32.72,34.27,33.91,34.3144,36.7243,32.11
2022-09-22,32.11,32.65,33.42,34.2998,36.7022,31.71
2022-09-23,31.71,31.73,33.028,34.2838,36.6784,31.12
2022-09-26,31.12,31.5,32.38,34.2326,36.6503,30.95
2022-09-27,30.95,31.42,31.722,34.187,36.6223,31.44
2022-09-28,31.44,31.07,31.466,34.1308,36.5954,30.51
2022-09-29,30.51,31.08,31.146,34.0462,36.5664,30.68
2022-09-30,30.68,30.72,30.94,33.9608,36.5399,31.26
2022-10-03,31.26,31.07,30.968,33.8828,36.515,32.23
2022-10-04,32.23,31.41,31.224,33.8218,36.491,31.54
2022-10-05,31.54,31.71,31.244,33.7706,36.4639,31.17
2022-10-06,31.17,32.07,31.376,33.7006,36.4379,31.37
2022-10-07,31.37,30.9,31.514,33.6304,36.4102,31.14
2022-10-10,31.14,31.55,31.49,33.591,36.3818,30.67
2022-10-11,30.67,30.97,31.178,33.5356,36.3488,30.49
2022-10-12,30.49,30.69,30.968,33.4814,36.3146,31.7
2022-10-13,31.7,30.14,31.074,33.444,36.2857,31.55
2022-10-14,31.55,31.86,31.11,33.4044,36.258,28.58
2022-10-17,28.58,29.74,30.598,33.3094,36.2132,29.2
2022-10-18,29.2,29.3,30.304,33.224,36.1747,29.32
2022-10-19,29.32,29.32,30.07,33.1356,36.1331,29.01
2022-10-20,29.01,29.26,29.532,33.0182,36.0883,29.43
2022-10-21,29.43,29.02,29.108,32.8782,36.0474,29.62
2022-10-24,29.62,29.64,29.316,32.7406,36.0034,29.84
2022-10-25,29.84,29.51,29.444,32.6098,35.9575,28.97
2022-10-26,28.97,29.87,29.374,32.4592,35.9072,28.17
2022-10-27,28.17,29.0,29.206,32.2992,35.8533,28.84
2022-10-28,28.84,28.3,29.088,32.1556,35.801,28.87
2022-10-31,28.87,28.84,28.938,32.0194,35.745,30.53
2022-11-01,30.53,30.1,29.076,31.936,35.6926,30.05
2022-11-02,30.05,30.17,29.292,31.8468,35.6433,29.95
2022-11-03,29.95,29.85,29.648,31.7502,35.5948,29.84
2022-11-04,29.84,30.31,29.848,31.6474,35.553,29.14
2022-11-07,29.14,30.17,29.902,31.5454,35.5103,29.34
2022-11-08,29.34,29.06,29.664,31.4458,35.4615,28.44
2022-11-09,28.44,28.89,29.342,31.3306,35.4079,29.44
2022-11-10,29.44,29.35,29.24,31.2358,35.3649,30.52
2022-11-11,30.52,29.71,29.376,31.1654,35.3263,30.41
2022-11-14,30.41,30.59,29.63,31.0988,35.2778,30.75
2022-11-15,30.75,30.76,29.912,31.0544,35.2285,30.49
2022-11-16,30.49,30.74,30.322,30.9958,35.1794,30.63
2022-11-17,30.63,30.1,30.56,30.938,35.1292,30.93
2022-11-18,30.93,31.0,30.642,30.8662,35.0794,30.51
2022-11-21,30.51,31.05,30.662,30.7804,35.0285,30.9
2022-11-22,30.9,30.75,30.692,30.7286,34.9799,31.08
2022-11-23,31.08,30.8,30.81,30.6798,34.9312,31.29
2022-11-25,31.29,31.11,30.942,30.6144,34.8684,31.0
2022-11-28,31.0,31.08,30.956,30.561,34.8034,31.72
2022-11-29,31.72,31.12,31.198,30.5082,34.745,32.45
2022-11-30,32.45,31.63,31.508,30.4724,34.6939,32.1
2022-12-01,32.1,32.55,31.712,30.46,34.6387,32.55
2022-12-02,32.55,31.74,31.964,30.4688,34.5864,32.01
2022-12-05,32.01,32.49,32.166,30.4748,34.5319,31.0
2022-12-06,31.0,32.14,32.022,30.4724,34.475,30.7
2022-12-07,30.7,30.89,31.672,30.4674,34.4194,31.0
2022-12-08,31.0,30.82,31.452,30.4586,34.3695,31.31
2022-12-09,31.31,31.0,31.204,30.4746,34.3217,X
