ticker,CME US Equity,CME US Equity,CME US Equity,CME US Equity,CME US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2018-04-13,163.42,165.38,162.332,162.4952,143.1506,164.02
2018-04-16,164.02,164.94,163.3,162.5974,143.3369,164.76
2018-04-17,164.76,164.8,163.534,162.7104,143.5355,165.2
2018-04-18,165.2,164.94,164.322,162.9352,143.7353,164.47
2018-04-19,164.47,165.62,164.374,163.0716,143.9261,165.08
2018-04-20,165.08,165.22,164.706,163.1746,144.1218,164.2
2018-04-23,164.2,164.96,164.742,163.3978,144.3243,161.6
2018-04-24,161.6,164.98,164.11,163.4928,144.5082,161.08
2018-04-25,161.08,161.75,163.286,163.5118,144.693,159.45
2018-04-26,159.45,159.89,162.282,163.4976,144.8745,157.36
2018-04-27,157.36,157.91,160.738,163.4018,145.0444,157.68
2018-04-30,157.68,158.37,159.434,163.2532,145.2158,156.5
2018-05-01,156.5,157.56,158.414,163.1356,145.3955,156.38
2018-05-02,156.38,156.45,157.474,162.9962,145.5742,157.02
2018-05-03,157.02,155.7,156.988,162.901,145.7565,159.16
2018-05-04,159.16,156.81,157.348,162.8736,145.9514,159.22
2018-05-07,159.22,159.41,157.656,162.7776,146.1447,158.46
2018-05-08,158.46,159.06,158.048,162.6088,146.332,161.47
2018-05-09,161.47,158.74,159.066,162.5044,146.5373,159.96
2018-05-10,159.96,160.44,159.654,162.3804,146.7276,159.29
2018-05-11,159.29,159.83,159.68,162.321,146.9149,161.03
2018-05-14,161.03,159.94,160.042,162.2164,147.1133,160.45
2018-05-15,160.45,160.73,160.44,162.0556,147.3091,160.67
2018-05-16,160.67,160.6,160.28,161.8772,147.4994,160.7
2018-05-17,160.7,160.33,160.428,161.7196,147.6839,159.78
2018-05-18,159.78,160.62,160.526,161.5464,147.862,161.38
2018-05-21,161.38,160.15,160.596,161.3456,148.044,160.86
2018-05-22,160.86,161.27,160.678,161.1792,148.2191,160.11
2018-05-23,160.11,159.83,160.566,161.0852,148.3948,160.01
2018-05-24,160.01,158.68,160.428,161.0264,148.571,159.6
2018-05-25,159.6,159.4,160.392,160.9106,148.7381,158.68
2018-05-29,158.68,158.47,159.852,160.7818,148.9106,165.49
2018-05-30,165.49,159.6,160.778,160.8208,149.1217,162.9
2018-05-31,162.9,165.04,161.336,160.7952,149.3128,167.53
2018-06-01,167.53,164.41,162.84,160.8558,149.5209,170.3
2018-06-04,170.3,167.67,164.98,161.0586,149.7413,170.46
2018-06-05,170.46,169.08,167.336,161.3054,149.9668,173.54
2018-06-06,173.54,171.21,168.946,161.542,150.2075,171.74
2018-06-07,171.74,173.49,170.714,161.7968,150.4398,170.97
2018-06-08,170.97,171.41,171.402,162.0394,150.6628,170.63
2018-06-11,170.63,171.25,171.468,162.2172,150.8862,170.22
2018-06-12,170.22,170.34,171.42,162.4676,151.1077,170.48
2018-06-13,170.48,170.28,170.808,162.6658,151.3246,168.86
2018-06-14,168.86,170.79,170.232,162.8332,151.5343,169.83
2018-06-15,169.83,168.1,170.004,162.97,151.7515,169.2
2018-06-18,169.2,169.0,169.718,163.1888,151.9672,166.96
2018-06-19,166.96,167.85,169.066,163.3444,152.173,167.21
2018-06-20,167.21,167.87,168.412,163.4168,152.3778,168.22
2018-06-21,168.22,167.03,168.284,163.556,152.5916,168.42
2018-06-22,168.42,168.84,168.002,163.6402,152.7916,166.49
2018-06-25,166.49,168.2,167.46,163.7016,152.9954,165.55
2018-06-26,165.55,166.86,167.178,163.7322,153.1829,163.19
2018-06-27,163.19,163.02,166.374,163.7008,153.3549,163.86
2018-06-28,163.86,163.62,165.502,163.674,153.5239,163.92
2018-06-29,163.92,164.67,164.602,163.663,153.6891,163.99
2018-07-02,163.99,163.48,164.102,163.6412,153.8485,161.12
2018-07-03,161.12,164.0,163.216,163.5796,153.9976,160.3
2018-07-05,160.3,161.44,162.638,163.5536,154.1426,160.43
2018-07-06,160.43,160.08,161.952,163.5406,154.2857,163.53
2018-07-09,163.53,161.21,161.874,163.6222,154.4344,164.17
2018-07-10,164.17,163.64,161.91,163.7584,154.5862,165.43
2018-07-11,165.43,162.87,162.772,163.9134,154.7425,166.7
2018-07-12,166.7,166.44,164.052,164.1174,154.9045,166.91
2018-07-13,166.91,166.96,165.348,164.328,155.0736,168.22
2018-07-16,168.22,166.83,166.286,164.552,155.2421,169.02
2018-07-17,169.02,168.22,167.256,164.7492,155.4079,171.02
2018-07-18,171.02,169.46,168.374,164.9852,155.5846,168.85
2018-07-19,168.85,170.79,168.804,165.193,155.7468,169.0
2018-07-20,169.0,168.38,169.222,165.3436,155.9052,169.3
2018-07-23,169.3,169.0,169.438,165.5304,156.0673,168.46
2018-07-24,168.46,168.96,169.326,165.7138,156.2195,169.52
2018-07-25,169.52,168.0,169.026,165.8836,156.3811,166.46
2018-07-26,166.46,171.89,168.548,166.0038,156.5234,165.49
2018-07-27,165.49,166.0,167.846,166.1002,156.6647,161.21
2018-07-30,161.21,165.5,166.228,166.1104,156.7848,159.12
2018-07-31,159.12,161.49,164.36,166.0972,156.8919,161.43
2018-08-01,161.43,159.86,162.742,166.0982,157.0125,161.04
2018-08-02,161.04,161.43,161.658,166.1018,157.1301,161.63
2018-08-03,161.63,161.17,160.886,166.1322,157.2573,161.87
2018-08-06,161.87,161.63,161.018,166.1694,157.3848,163.42
2018-08-07,163.42,162.65,161.878,166.2458,157.5271,163.74
2018-08-08,163.74,163.4,162.34,166.347,157.6702,162.97
2018-08-09,162.97,163.69,162.726,166.2966,157.812,163.92
2018-08-10,163.92,162.26,163.184,166.317,157.9612,163.95
2018-08-13,163.95,163.99,163.6,166.2454,158.1117,166.31
2018-08-14,166.31,164.0,164.178,166.1656,158.2603,167.67
2018-08-15,167.67,165.86,164.964,166.1098,158.4109,168.48
2018-08-16,168.48,168.86,166.066,166.0086,158.5727,169.38
2018-08-17,169.38,168.68,167.158,165.9614,158.7338,169.68
2018-08-20,169.68,169.35,168.304,165.9356,158.9015,167.36
2018-08-21,167.36,169.4,168.514,165.8702,159.0368,166.89
2018-08-22,166.89,166.56,168.358,165.8036,159.1709,167.67
2018-08-23,167.67,166.9,168.196,165.7474,159.3185,169.32
2018-08-24,169.32,168.03,168.184,165.7566,159.4773,170.58
2018-08-27,170.58,169.98,168.364,165.7716,159.6422,169.6
2018-08-28,169.6,170.64,168.812,165.7796,159.8,172.17
2018-08-29,172.17,169.45,169.868,165.8838,159.9715,173.31
2018-08-30,173.31,171.88,170.996,166.0058,160.1373,174.73
2018-08-31,174.73,172.98,172.078,166.136,160.3099,177.05
2018-09-04,177.05,174.73,173.372,166.3086,160.4968,171.29
2018-09-05,171.29,176.95,173.71,166.4046,160.6528,173.5
2018-09-06,173.5,172.08,173.976,166.5636,160.8229,173.78
2018-09-07,173.78,172.57,174.07,166.7754,160.9823,174.1
2018-09-10,174.1,174.62,173.944,166.9802,161.1399,173.03
2018-09-11,173.03,174.49,173.14,167.1624,161.2957,171.65
2018-09-12,171.65,172.44,173.212,167.3156,161.4446,172.31
2018-09-13,172.31,171.74,172.974,167.5394,161.5958,173.15
2018-09-14,173.15,172.83,172.848,167.7964,161.736,171.84
2018-09-17,171.84,172.68,172.396,168.0246,161.856,172.4
2018-09-18,172.4,171.53,172.27,168.202,161.9703,173.61
2018-09-19,173.61,173.0,172.662,168.3908,162.0844,174.38
2018-09-20,174.38,174.49,173.076,168.5698,162.1893,175.12
2018-09-21,175.12,174.71,173.47,168.7382,162.3043,174.75
2018-09-24,174.75,174.95,174.052,168.895,162.4143,173.6
2018-09-25,173.6,175.11,174.292,169.0026,162.522,173.0
2018-09-26,173.0,173.6,174.17,169.0822,162.6229,171.93
2018-09-27,171.93,173.12,173.68,169.1004,162.719,170.21
2018-09-28,170.21,171.2,172.698,169.1276,162.8049,174.25
2018-10-01,174.25,171.35,172.598,169.2326,162.9181,174.5
2018-10-02,174.5,174.14,172.778,169.3366,163.0385,175.45
2018-10-03,175.45,175.57,173.268,169.4764,163.1604,180.51
2018-10-04,180.51,175.72,174.984,169.6962,163.3065,181.69
2018-10-05,181.69,180.95,177.28,170.0008,163.4642,180.91
2018-10-08,180.91,181.43,178.612,170.3092,163.6215,181.16
2018-10-09,181.16,180.0,179.944,170.7082,163.7729,180.25
2018-10-10,180.25,181.91,180.904,171.1308,163.9293,176.03
2018-10-11,176.03,179.86,180.008,171.4228,164.0647,176.5
2018-10-12,176.5,176.42,178.97,171.732,164.2175,173.82
2018-10-15,173.82,175.83,177.552,171.9758,164.355,178.06
2018-10-16,178.06,174.45,176.932,172.2996,164.5151,181.32
2018-10-17,181.32,178.89,177.146,172.6576,164.6977,181.92
2018-10-18,181.92,181.28,178.324,173.0212,164.8718,182.65
2018-10-19,182.65,180.85,179.554,173.4148,165.0416,181.22
2018-10-22,181.22,183.27,181.034,173.7608,165.1995,180.8
2018-10-23,180.8,178.26,181.582,174.0978,165.3448,181.08
2018-10-24,181.08,180.1,181.534,174.3932,165.4871,177.47
2018-10-25,177.47,182.32,180.644,174.5892,165.6099,178.64
2018-10-26,178.64,176.83,179.842,174.7924,165.7391,179.39
2018-10-29,179.39,180.43,179.476,174.9926,165.8724,182.47
2018-10-30,182.47,180.51,179.81,175.2484,166.0237,183.24
2018-10-31,183.24,183.0,180.242,175.566,166.1827,183.75
2018-11-01,183.75,183.76,181.498,175.9032,166.3404,183.86
2018-11-02,183.86,184.61,182.542,176.227,166.4883,185.5
2018-11-05,185.5,184.54,183.764,176.5506,166.6385,186.4
2018-11-06,186.4,186.23,184.55,176.867,166.7993,188.69
2018-11-07,188.69,187.76,185.64,177.2488,166.9678,189.43
2018-11-08,189.43,188.62,186.776,177.594,167.1441,189.74
2018-11-09,189.74,189.6,187.952,177.9226,167.317,186.45
2018-11-12,186.45,189.13,188.142,178.157,167.482,187.33
2018-11-13,187.33,187.2,188.328,178.3626,167.652,188.06
2018-11-14,188.06,188.17,188.202,178.698,167.8249,191.56
2018-11-15,191.56,187.1,188.628,179.0592,167.9881,195.61
2018-11-16,195.61,191.09,189.802,179.4958,168.1706,195.61
2018-11-19,195.61,195.6,191.634,179.926,168.3789,192.16
2018-11-20,192.16,194.5,192.6,180.3086,168.5514,190.01
2018-11-21,190.01,192.73,192.99,180.6758,168.7018,189.31
2018-11-23,189.31,189.42,192.54,181.0158,168.8832,191.52
2018-11-26,191.52,190.0,191.722,181.3832,169.0565,194.15
2018-11-27,194.15,191.15,191.43,181.8294,169.2266,187.11
2018-11-28,187.11,192.58,190.42,182.1236,169.3614,188.91
2018-11-29,188.91,186.45,190.2,182.4296,169.4952,190.08
2018-11-30,190.08,187.62,190.354,182.7436,169.62,188.11
2018-12-03,188.11,190.1,189.672,183.0034,169.7487,188.2
2018-12-04,188.2,188.73,188.482,183.2724,169.8729,189.02
2018-12-06,189.02,188.0,188.864,183.5808,170.0091,187.11
2018-12-07,187.11,188.81,188.504,183.863,170.142,190.35
2018-12-10,190.35,186.7,188.558,184.2314,170.2737,189.51
2018-12-11,189.51,192.14,188.838,184.6174,170.3867,188.57
2018-12-12,188.57,191.43,188.912,184.9038,170.4961,187.94
2018-12-13,187.94,188.08,188.696,185.1726,170.605,187.64
2018-12-14,187.64,186.87,188.802,185.4164,170.7319,185.59
2018-12-17,185.59,187.31,187.85,185.518,170.8286,182.79
2018-12-18,182.79,186.41,186.506,185.54,170.9001,185.53
2018-12-19,185.53,182.55,185.898,185.6324,170.9798,184.9
2018-12-20,184.9,185.51,185.29,185.7072,171.0614,182.65
2018-12-21,182.65,184.09,184.292,185.7552,171.1324,176.62
2018-12-24,176.62,181.46,182.498,185.767,171.1584,182.32
2018-12-26,182.32,177.12,182.404,185.8834,171.2241,184.32
2018-12-27,184.32,179.5,182.162,186.0934,171.3217,186.11
2018-12-28,186.11,185.72,182.404,186.2544,171.4375,188.12
2018-12-31,188.12,186.81,183.498,186.3904,171.5511,185.58
2019-01-02,185.58,186.46,185.29,186.4636,171.6534,181.5
2019-01-03,181.5,185.3,185.126,186.4406,171.7432,184.68
2019-01-04,184.68,183.52,185.198,186.5098,171.8457,183.75
2019-01-07,183.75,183.13,184.726,186.5688,171.942,182.66
2019-01-08,182.66,185.12,183.634,186.6004,172.0545,178.56
2019-01-09,178.56,182.08,182.23,186.6222,172.1567,179.85
2019-01-10,179.85,177.64,181.9,186.6464,172.2474,180.55
2019-01-11,180.55,178.05,181.074,186.6696,172.3551,178.67
2019-01-14,178.67,178.88,180.058,186.5936,172.4543,181.96
2019-01-15,181.96,177.49,179.918,186.568,172.5554,182.29
2019-01-16,182.29,182.7,180.664,186.5388,172.6783,181.26
2019-01-17,181.26,182.03,180.946,186.4868,172.7818,183.43
2019-01-18,183.43,182.26,181.522,186.4454,172.8965,186.33
2019-01-22,186.33,183.17,183.054,186.444,173.0132,187.82
2019-01-23,187.82,186.54,184.226,186.4266,173.161,186.32
2019-01-24,186.32,187.57,185.032,186.3644,173.2967,185.94
2019-01-25,185.94,187.15,185.968,186.2884,173.4084,184.96
2019-01-28,184.96,185.52,186.274,186.2586,173.5269,181.19
2019-01-29,181.19,184.81,185.246,186.1358,173.6118,180.37
2019-01-30,180.37,181.26,183.756,185.982,173.6966,182.28
2019-01-31,182.28,179.73,182.948,185.7964,173.7879,183.44
2019-02-01,183.44,182.98,182.448,185.553,173.8813,181.54
2019-02-04,181.54,183.14,181.764,185.2716,173.963,178.78
2019-02-05,178.78,179.58,181.282,185.004,174.0345,177.76
2019-02-06,177.76,178.14,180.76,184.759,174.0979,177.23
2019-02-07,177.23,176.36,179.75,184.5174,174.1631,178.2
2019-02-08,178.2,176.95,178.702,184.251,174.2461,177.32
2019-02-11,177.32,178.55,177.858,183.9144,174.3273,178.93
2019-02-12,178.93,178.03,177.888,183.7508,174.4247,180.4
2019-02-13,180.4,179.17,178.416,183.5806,174.5399,177.4
2019-02-14,177.4,181.0,178.45,183.327,174.6385,175.4
2019-02-15,175.4,176.6,177.89,183.0728,174.733,174.3
2019-02-19,174.3,175.26,177.286,182.7948,174.8226,175.59
2019-02-20,175.59,174.3,176.618,182.5262,174.9154,176.49
2019-02-21,176.49,175.41,175.836,182.3138,175.0021,178.06
2019-02-22,178.06,176.51,175.968,182.068,175.0963,177.49
2019-02-25,177.49,178.83,176.386,181.8276,175.1914,178.11
2019-02-26,178.11,177.6,177.148,181.6184,175.2746,179.86
2019-02-27,179.86,177.85,178.002,181.4568,175.3741,181.91
2019-02-28,181.91,180.45,179.086,181.3422,175.4872,182.59
2019-03-01,182.59,182.45,179.992,181.2822,175.595,180.3
2019-03-04,180.3,183.41,180.554,181.2324,175.6943,175.99
2019-03-05,175.99,181.01,180.13,181.0416,175.7709,174.25
2019-03-06,174.25,176.17,179.008,180.8286,175.8386,172.5
2019-03-07,172.5,173.19,177.126,180.6256,175.9022,171.54
2019-03-08,171.54,171.37,174.916,180.524,175.953,170.82
2019-03-11,170.82,171.52,173.02,180.294,176.0028,170.37
2019-03-12,170.37,171.27,171.896,180.015,176.0541,169.69
2019-03-13,169.69,170.89,170.984,179.6866,176.1025,168.43
2019-03-14,168.43,169.5,170.17,179.2928,176.1467,170.14
2019-03-15,170.14,167.95,169.89,178.984,176.204,169.89
2019-03-18,169.89,170.58,169.704,178.7518,176.226,168.73
2019-03-19,168.73,169.94,169.376,178.4328,176.2551,164.79
2019-03-20,164.79,168.39,168.396,178.0536,176.2414,164.33
2019-03-21,164.33,164.45,167.576,177.687,176.2116,163.32
2019-03-22,163.32,162.15,166.212,177.3822,176.1759,164.17
2019-03-25,164.17,163.08,165.068,177.0686,176.129,164.15
2019-03-26,164.15,164.94,164.152,176.7406,176.0911,162.58
2019-03-27,162.58,163.73,163.71,176.4188,176.0491,162.76
2019-03-28,162.76,162.72,163.396,176.0348,176.0098,164.58
2019-03-29,164.58,163.79,163.648,175.6806,175.9816,166.55
2019-04-01,166.55,165.66,164.124,175.3864,175.9619,168.07
2019-04-02,168.07,166.96,164.908,175.0792,175.958,168.44
2019-04-03,168.44,168.27,166.08,174.7214,175.951,169.36
2019-04-04,169.36,167.81,167.4,174.3522,175.9518,170.09
2019-04-05,170.09,169.7,168.502,174.0276,175.9675,172.39
2019-04-08,172.39,170.03,169.67,173.7566,175.9934,170.76
2019-04-09,170.76,171.48,170.208,173.4726,176.0061,170.06
2019-04-10,170.06,170.76,170.532,173.25,176.0143,170.54
2019-04-11,170.54,170.77,170.768,173.0534,176.0345,172.92
2019-04-12,172.92,172.15,171.334,172.8662,176.0714,173.4
2019-04-15,173.4,172.94,171.536,172.6654,176.1224,173.92
2019-04-16,173.92,174.285,172.168,172.513,176.1727,176.92
2019-04-17,176.92,173.92,173.54,172.4758,176.2377,176.36
2019-04-18,176.36,177.73,174.704,172.4478,176.2996,174.78
2019-04-22,174.78,175.41,175.076,172.3988,176.3679,174.79
2019-04-23,174.79,174.8,175.354,172.3306,176.4403,176.21
2019-04-24,176.21,174.35,175.812,172.3084,176.5192,178.01
2019-04-25,178.01,175.51,176.03,172.29,176.5916,179.01
2019-04-26,179.01,177.74,176.56,172.2622,176.6658,177.53
2019-04-29,177.53,178.61,177.11,172.2648,176.7263,178.9
2019-04-30,178.9,177.83,177.932,172.3348,176.7873,175.3
2019-05-01,175.3,174.71,177.75,172.3548,176.8293,172.8
2019-05-02,172.8,174.92,176.708,172.299,176.8522,173.91
2019-05-03,173.91,172.97,175.688,172.2474,176.8766,178.15
2019-05-06,178.15,171.01,175.812,172.2492,176.9123,178.11
2019-05-07,178.11,177.1,175.654,172.2616,176.9586,178.22
2019-05-08,178.22,178.47,176.238,172.2638,177.0047,180.01
2019-05-09,180.01,176.78,177.68,172.2668,177.0582,182.94
2019-05-10,182.94,179.9,179.486,172.2874,177.1306,182.3
2019-05-13,182.3,181.0,180.316,172.2816,177.1945,183.29
2019-05-14,183.29,182.48,181.352,172.3414,177.2787,181.83
2019-05-15,181.83,181.9,182.074,172.4582,177.3604,182.79
2019-05-16,182.79,182.64,182.63,172.629,177.4683,183.85
2019-05-17,183.85,182.19,182.812,172.856,177.5919,185.64
2019-05-20,185.64,183.93,183.48,173.138,177.713,186.57
2019-05-21,186.57,186.38,184.136,173.453,177.8406,185.82
2019-05-22,185.82,186.23,184.934,173.762,177.9616,186.8
2019-05-23,186.8,185.0,185.736,174.1042,178.0862,187.92
2019-05-24,187.92,187.67,186.55,174.494,178.2087,187.26
2019-05-28,187.26,187.46,186.874,174.8364,178.3263,190.52
2019-05-29,190.52,187.32,187.664,175.249,178.4641,192.36
2019-05-30,192.36,190.69,188.972,175.7216,178.6063,192.12
2019-05-31,192.12,190.06,190.036,176.2682,178.7471,193.0
2019-06-03,193.0,192.45,191.052,176.8416,178.8806,194.96
2019-06-04,194.96,194.39,192.592,177.4744,179.017,199.88
2019-06-05,199.88,195.11,194.464,178.1886,179.174,200.89
2019-06-06,200.89,199.94,196.17,178.9234,179.3316,202.11
2019-06-07,202.11,199.71,198.168,179.714,179.4937,203.18
2019-06-10,203.18,203.26,200.204,180.5224,179.6728,198.75
2019-06-11,198.75,203.58,200.962,181.2058,179.8321,198.88
2019-06-12,198.88,198.44,200.762,181.8524,179.9882,196.74
2019-06-13,196.74,198.77,199.932,182.4258,180.1253,197.1
2019-06-14,197.1,197.35,198.93,182.999,180.2579,194.77
2019-06-17,194.77,197.07,197.248,183.5072,180.3837,195.82
2019-06-18,195.82,194.96,196.662,184.0218,180.502,197.32
2019-06-19,197.32,195.81,196.35,184.5204,180.622,198.82
2019-06-20,198.82,198.83,196.766,185.0816,180.7425,197.46
2019-06-21,197.46,197.87,196.838,185.6296,180.8445,198.42
2019-06-24,198.42,197.99,197.568,186.1872,180.9802,198.32
2019-06-25,198.32,198.91,198.068,186.6952,181.1043,192.03
2019-06-26,192.03,198.37,197.01,187.0678,181.1955,193.9
2019-06-27,193.9,192.64,196.026,187.4674,181.2945,194.11
2019-06-28,194.11,194.74,195.356,187.8112,181.3999,196.59
2019-07-01,196.59,195.47,194.99,188.2158,181.5246,199.77
2019-07-02,199.77,196.3,195.28,188.7156,181.6619,201.67
2019-07-03,201.67,200.0,197.208,189.2532,181.8045,202.81
2019-07-05,202.81,201.83,198.99,189.7852,181.9594,201.99
2019-07-08,201.99,202.51,200.566,190.2648,182.1073,201.99
2019-07-09,201.99,201.3,201.646,190.7244,182.2492,203.17
2019-07-10,203.17,202.16,202.326,191.2372,182.3932,206.41
2019-07-11,206.41,203.67,203.274,191.7874,182.5496,207.47
2019-07-12,207.47,207.01,204.206,192.4308,182.7132,206.02
2019-07-15,206.02,207.51,205.012,193.0952,182.8753,203.48
2019-07-16,203.48,206.67,205.31,193.6866,183.0277,204.09
2019-07-17,204.09,203.45,205.494,194.2054,183.1885,206.26
2019-07-18,206.26,203.86,205.464,194.7684,183.3688,204.85
2019-07-19,204.85,206.47,204.94,195.301,183.5218,206.14
2019-07-22,206.14,205.62,204.964,195.8236,183.68,205.35
2019-07-23,205.35,204.79,205.338,196.2718,183.8295,201.64
2019-07-24,201.64,206.02,204.848,196.6586,183.9351,201.66
2019-07-25,201.66,201.88,203.928,197.026,184.035,201.07
2019-07-26,201.07,201.44,203.172,197.4108,184.1358,199.64
2019-07-29,199.64,201.55,201.872,197.7478,184.2282,197.31
2019-07-30,197.31,199.03,200.264,198.017,184.3135,194.42
2019-07-31,194.42,194.66,198.82,198.1926,184.4054,200.6
2019-08-01,200.6,194.05,198.608,198.4732,184.5259,205.16
2019-08-02,205.16,201.18,199.426,198.86,184.6826,201.88
2019-08-05,201.88,203.29,199.874,199.1616,184.8017,208.38
2019-08-06,208.38,202.38,202.088,199.5708,184.937,208.89
2019-08-07,208.89,206.74,204.982,200.0034,185.0719,211.1
2019-08-08,211.1,209.73,207.082,200.415,185.2141,215.72
2019-08-09,215.72,212.38,209.194,200.8822,185.3866,212.25
2019-08-12,212.25,213.2,211.268,201.2848,185.5439,213.3
2019-08-13,213.3,212.4,212.252,201.6908,185.705,208.34
2019-08-14,208.34,211.09,212.142,201.9584,185.8593,212.71
2019-08-15,212.71,210.77,212.464,202.215,186.0297,213.58
2019-08-16,213.58,214.34,212.036,202.4688,186.2006,216.7
2019-08-19,216.7,215.0,212.926,202.7606,186.3718,213.85
2019-08-20,213.85,216.74,213.036,202.974,186.5248,213.49
2019-08-21,213.49,215.07,214.066,203.2688,186.6735,213.24
2019-08-22,213.24,214.52,214.172,203.556,186.8204,211.22
2019-08-23,211.22,212.53,213.7,203.8456,186.949,214.64
2019-08-26,214.64,211.82,213.288,204.1964,187.0902,216.22
2019-08-27,216.22,215.44,213.762,204.6254,187.2279,215.76
2019-08-28,215.76,216.57,214.216,205.0242,187.3595,215.69
2019-08-29,215.69,216.83,214.706,205.3916,187.4893,217.29
2019-08-30,217.29,215.91,215.92,205.761,187.6435,217.76
2019-09-03,217.76,216.07,216.544,206.167,187.7956,221.06
2019-09-04,221.06,217.62,217.512,206.6198,187.9606,221.18
2019-09-05,221.18,224.03,218.596,207.077,188.1087,223.07
2019-09-06,223.07,221.52,220.072,207.6978,188.246,215.58
2019-09-09,215.58,223.99,219.73,208.1314,188.3459,205.43
2019-09-10,205.43,215.38,217.264,208.3578,188.4122,202.58
2019-09-11,202.58,206.0,213.568,208.4776,188.4751,205.38
2019-09-12,205.38,201.98,210.408,208.5898,188.5554,205.8
2019-09-13,205.8,206.13,206.954,208.6724,188.6268,207.0
2019-09-16,207.0,205.57,205.238,208.7562,188.6911,214.73
2019-09-17,214.73,207.02,207.098,209.011,188.8292,216.17
2019-09-18,216.17,215.1,209.816,209.2946,188.9655,211.95
2019-09-19,211.95,214.06,211.13,209.4702,189.0748,211.15
2019-09-20,211.15,212.89,212.2,209.565,189.19,212.28
2019-09-23,212.28,209.77,213.256,209.6612,189.3104,212.91
2019-09-24,212.91,213.06,212.892,209.799,189.4299,213.28
2019-09-25,213.28,213.42,212.314,209.995,189.5607,215.99
2019-09-26,215.99,214.82,213.122,210.233,189.6889,213.89
2019-09-27,213.89,217.18,213.67,210.3856,189.8108,211.34
2019-09-30,211.34,214.8,213.482,210.5154,189.9247,210.72
2019-10-01,210.72,211.34,213.044,210.607,190.0386,207.84
2019-10-02,207.84,210.05,211.956,210.6568,190.1396,209.43
2019-10-03,209.43,208.42,210.644,210.8126,190.2588,216.02
2019-10-04,216.02,210.25,211.07,211.0998,190.4249,213.33
2019-10-07,213.33,214.57,211.468,211.345,190.5639,212.14
2019-10-08,212.14,212.51,211.752,211.595,190.7001,215.13
2019-10-09,215.13,214.25,213.21,211.9514,190.8625,215.89
2019-10-10,215.89,214.22,214.502,212.3808,191.0589,212.83
2019-10-11,212.83,217.79,213.864,212.6254,191.2114,212.35
2019-10-14,212.35,213.43,213.668,212.7692,191.3516,212.57
2019-10-15,212.57,213.13,213.754,212.983,191.4839,212.01
2019-10-16,212.01,211.25,213.13,213.0556,191.6033,213.01
2019-10-17,213.01,211.95,212.554,213.138,191.7405,213.17
2019-10-18,213.17,213.58,212.622,213.1794,191.8988,206.07
2019-10-21,206.07,212.21,211.366,212.9864,192.0058,202.02
2019-10-22,202.02,206.23,209.256,212.7818,192.0971,202.23
2019-10-23,202.23,201.9,207.3,212.5604,192.195,203.25
2019-10-24,203.25,202.92,205.348,212.4586,192.3184,200.46
2019-10-25,200.46,203.52,202.806,212.2136,192.4215,200.66
2019-10-28,200.66,201.63,201.724,211.9552,192.522,201.0
2019-10-29,201.0,200.99,201.52,211.6412,192.6337,204.97
2019-10-30,204.97,203.89,202.068,211.4636,192.7487,205.75
2019-10-31,205.75,204.2,202.568,211.3088,192.866,201.51
2019-11-01,201.51,206.91,202.778,211.0742,192.9673,197.02
2019-11-04,197.02,201.75,202.05,210.7902,193.0352,196.95
2019-11-05,196.95,197.02,201.24,210.4364,193.0883,198.59
2019-11-06,198.59,196.81,199.964,210.0838,193.1422,199.0
2019-11-07,199.0,199.02,198.614,209.7486,193.2056,198.17
2019-11-08,198.17,198.94,197.946,209.3982,193.2667,198.65
2019-11-11,198.65,197.49,198.272,209.0254,193.3352,201.49
2019-11-12,201.49,198.97,199.18,208.7,193.4367,204.62
2019-11-13,204.62,202.6,200.386,208.3712,193.5579,206.05
2019-11-14,206.05,204.44,201.796,208.0686,193.6768,204.2
2019-11-15,204.2,206.78,203.002,207.6912,193.7806,205.33
2019-11-18,205.33,204.85,204.338,207.4862,193.8995,206.18
2019-11-19,206.18,204.29,205.276,207.5012,194.0365,206.64
2019-11-20,206.64,206.39,205.68,207.5824,194.1809,205.49
2019-11-21,205.49,207.38,205.568,207.5846,194.3222,206.9
2019-11-22,206.9,205.36,206.108,207.6066,194.4657,206.8
2019-11-25,206.8,207.5,206.402,207.6026,194.6131,205.87
2019-11-26,205.87,206.96,206.34,207.4254,194.7478,200.98
2019-11-27,200.98,205.84,205.208,207.1216,194.8507,202.73
2019-11-29,202.73,200.0,204.656,206.9372,194.9774,203.32
2019-12-02,203.32,202.8,203.94,206.7806,195.117,204.12
2019-12-03,204.12,203.4,203.404,206.6174,195.2661,204.78
2019-12-04,204.78,202.68,203.186,206.4548,195.412,207.43
2019-12-05,207.43,204.86,204.476,206.3378,195.5667,205.96
2019-12-06,205.96,206.98,205.122,206.1372,195.7062,204.99
2019-12-09,204.99,205.31,205.456,205.9592,195.8437,205.1
2019-12-10,205.1,205.15,205.652,205.8344,195.9787,204.71
2019-12-11,204.71,205.39,205.638,205.7142,196.1029,203.14
2019-12-12,203.14,204.19,204.78,205.6202,196.2091,204.59
2019-12-13,204.59,203.1,204.506,205.5234,196.3191,203.18
2019-12-16,203.18,204.59,204.144,205.2666,196.4335,203.57
2019-12-17,203.57,203.81,203.838,205.0714,196.5714,200.49
