ticker,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2002-04-26,31.77,32.48,32.5,31.5248,,32.0
2002-04-29,32.0,31.85,32.35,31.5242,,32.1
2002-04-30,32.1,32.0,32.25,31.5362,,32.1
2002-05-01,32.1,32.15,32.09,31.573,,32.11
2002-05-02,32.11,32.05,32.016,31.6022,,32.1
2002-05-03,32.1,32.0,32.082,31.6274,,31.67
2002-05-06,31.67,32.02,32.016,31.656,,31.16
2002-05-07,31.16,31.6,31.828,31.6736,,33.27
2002-05-08,33.27,32.5,32.062,31.729,,32.8
2002-05-09,32.8,33.4,32.2,31.778,,32.99
2002-05-10,32.99,32.85,32.378,31.8264,,33.16
2002-05-13,33.16,33.1,32.676,31.8726,,33.9
2002-05-14,33.9,33.55,33.224,31.9366,,33.65
2002-05-15,33.65,33.5,33.3,31.9808,,33.52
2002-05-16,33.52,33.85,33.444,32.0232,,34.13
2002-05-17,34.13,33.4,33.672,32.0744,,33.95
2002-05-20,33.95,33.6,33.83,32.1184,,33.7
2002-05-21,33.7,34.1,33.79,32.1654,,33.29
2002-05-22,33.29,33.65,33.718,32.2132,,34.05
2002-05-23,34.05,32.8,33.824,32.2816,,33.8
2002-05-24,33.8,34.05,33.758,32.3382,,33.76
2002-05-28,33.76,33.95,33.72,32.3914,,33.3
2002-05-29,33.3,33.55,33.64,32.4296,,33.75
2002-05-30,33.75,33.25,33.732,32.4766,,34.49
2002-05-31,34.49,34.0,33.82,32.5394,,34.4
2002-06-03,34.4,34.49,33.94,32.6024,,34.31
2002-06-04,34.31,34.4,34.05,32.6636,,35.6
2002-06-05,35.6,34.6,34.51,32.7514,,35.75
2002-06-06,35.75,35.55,34.91,32.8378,,35.31
2002-06-07,35.31,35.8,35.074,32.9166,,35.55
2002-06-10,35.55,35.5,35.304,33.0066,,34.3
2002-06-11,34.3,35.45,35.302,33.0716,,35.2
2002-06-12,35.2,34.3,35.222,33.1486,,33.65
2002-06-13,33.65,35.06,34.802,33.1946,,33.94
2002-06-14,33.94,33.41,34.528,33.2366,,34.0
2002-06-17,34.0,34.0,34.218,33.2704,,33.9
2002-06-18,33.9,34.25,34.138,33.294,,33.95
2002-06-19,33.95,33.4,33.888,33.313,,33.88
2002-06-20,33.88,33.8,33.934,33.3348,,33.15
2002-06-21,33.15,33.95,33.776,33.3458,,32.5
2002-06-24,32.5,33.1,33.476,33.3456,,32.73
2002-06-25,32.73,32.5,33.242,33.3588,,32.25
2002-06-26,32.25,31.0,32.902,33.3518,,32.5
2002-06-27,32.5,32.75,32.626,33.3574,,33.36
2002-06-28,33.36,34.0,32.668,33.3876,,32.7
2002-07-01,32.7,32.95,32.708,33.4036,,31.83
2002-07-02,31.83,32.46,32.528,33.3852,,30.4
2002-07-03,30.4,31.7,32.158,33.3412,,31.34
2002-07-05,31.34,31.0,31.926,33.31,,30.9
2002-07-08,30.9,31.66,31.434,33.2784,,30.31
2002-07-09,30.31,30.8,30.956,33.2492,,30.59
2002-07-10,30.59,31.5,30.708,33.221,,30.95
2002-07-11,30.95,30.65,30.818,33.198,,31.8
2002-07-12,31.8,30.95,30.91,33.192,,31.8
2002-07-15,31.8,31.7,31.09,33.1858,,31.55
2002-07-16,31.55,31.55,31.338,33.1748,,31.42
2002-07-17,31.42,31.95,31.504,33.1698,,31.39
2002-07-18,31.39,32.1,31.592,33.1744,,32.45
2002-07-19,32.45,31.0,31.722,33.158,,31.65
2002-07-22,31.65,31.5,31.692,33.135,,29.6
2002-07-23,29.6,31.84,31.302,33.0672,,30.21
2002-07-24,30.21,28.7,31.06,33.0082,,29.0
2002-07-25,29.0,29.75,30.582,32.9102,,30.25
2002-07-26,30.25,28.4,30.142,32.8422,,32.2
2002-07-29,32.2,30.65,30.252,32.8158,,32.15
2002-07-30,32.15,31.7,30.762,32.7762,,32.99
2002-07-31,32.99,32.15,31.318,32.757,,32.9
2002-08-01,32.9,32.6,32.098,32.741,,31.29
2002-08-02,31.29,32.4,32.306,32.701,,29.85
2002-08-05,29.85,30.95,31.836,32.617,,30.38
2002-08-06,30.38,30.6,31.482,32.5486,,30.6
2002-08-07,30.6,30.7,31.004,32.4854,,32.15
2002-08-08,32.15,30.6,30.854,32.4624,,32.88
2002-08-09,32.88,31.9,31.172,32.445,,32.3
2002-08-12,32.3,32.45,31.662,32.4012,,31.47
2002-08-13,31.47,32.25,31.88,32.3426,,32.79
2002-08-14,32.79,31.5,32.318,32.3122,,32.6
2002-08-15,32.6,32.9,32.408,32.2522,,32.0
2002-08-16,32.0,32.59,32.232,32.1772,,32.44
2002-08-19,32.44,32.0,32.26,32.1198,,31.98
2002-08-20,31.98,32.34,32.362,32.0484,,31.57
2002-08-21,31.57,31.78,32.118,31.9938,,32.29
2002-08-22,32.29,31.77,32.056,31.9356,,31.42
2002-08-23,31.42,32.25,31.94,31.891,,31.52
2002-08-26,31.52,31.66,31.756,31.8426,,30.16
2002-08-27,30.16,31.95,31.392,31.7658,,30.07
2002-08-28,30.07,30.19,31.092,31.6892,,30.0
2002-08-29,30.0,29.5,30.634,31.6102,,30.2
2002-08-30,30.2,30.0,30.39,31.5366,,28.76
2002-09-03,28.76,29.7,29.838,31.4488,,28.8
2002-09-04,28.8,28.6,29.566,31.3748,,28.75
2002-09-05,28.75,28.7,29.302,31.2952,,29.73
2002-09-06,29.73,29.1,29.248,31.2448,,30.32
2002-09-09,30.32,29.72,29.272,31.2012,,30.18
2002-09-10,30.18,30.32,29.556,31.1376,,30.15
2002-09-11,30.15,30.99,29.826,31.0866,,29.6
2002-09-12,29.6,29.7,29.996,31.042,,29.53
2002-09-13,29.53,29.6,29.956,31.0246,,29.25
2002-09-16,29.25,29.6,29.742,30.9828,,28.9
2002-09-17,28.9,29.42,29.486,30.9428,,28.96
2002-09-18,28.96,28.65,29.248,30.9158,,27.89
2002-09-19,27.89,28.75,28.906,30.8618,,27.51
2002-09-20,27.51,27.87,28.502,30.793,,27.9
2002-09-23,27.9,27.6,28.232,30.715,,27.35
2002-09-24,27.35,27.65,27.922,30.626,,28.11
2002-09-25,28.11,27.85,27.752,30.5572,,28.88
2002-09-26,28.88,28.45,27.95,30.5064,,28.24
2002-09-27,28.24,28.89,28.096,30.4434,31.5478,28.56
2002-09-30,28.56,28.24,28.228,30.3656,31.5531,29.82
2002-10-01,29.82,28.61,28.722,30.329,31.5557,29.7
2002-10-02,29.7,29.82,29.04,30.331,31.5558,29.0
2002-10-03,29.0,29.85,29.064,30.3068,31.5535,28.28
2002-10-04,28.28,29.45,29.072,30.2924,31.5452,27.4
2002-10-07,27.4,28.12,28.84,30.2354,31.5314,27.8
2002-10-08,27.8,27.6,28.436,30.1474,31.5196,25.5
2002-10-09,25.5,27.65,27.596,30.0144,31.4921,26.35
2002-10-10,26.35,25.7,27.066,29.8816,31.4666,27.48
2002-10-11,27.48,26.86,26.906,29.7732,31.443,27.24
2002-10-14,27.24,27.48,26.874,29.6922,31.415,29.42
2002-10-15,29.42,28.55,27.198,29.6836,31.3974,28.58
2002-10-16,28.58,29.42,27.814,29.6476,31.3743,29.45
2002-10-17,29.45,29.25,28.434,29.6246,31.3651,30.26
2002-10-18,30.26,29.2,28.99,29.5868,31.3601,30.17
2002-10-21,30.17,30.2,29.576,29.5326,31.3512,29.25
2002-10-22,29.25,29.89,29.542,29.4716,31.3377,29.35
2002-10-23,29.35,29.25,29.696,29.4292,31.3256,29.74
2002-10-24,29.74,29.35,29.754,29.3682,31.3178,30.01
2002-10-25,30.01,29.4,29.704,29.3164,31.3128,29.5
2002-10-28,29.5,30.01,29.57,29.2664,31.3058,28.74
2002-10-29,28.74,28.95,29.468,29.1924,31.2992,29.0
2002-10-30,29.0,28.49,29.398,29.1328,31.2903,29.2
2002-10-31,29.2,29.0,29.29,29.0854,31.2829,29.52
2002-11-01,29.52,29.12,29.192,29.03,31.2779,29.18
2002-11-04,29.18,29.7,29.128,28.9852,31.2726,28.9
2002-11-05,28.9,29.19,29.16,28.9328,31.2608,30.71
2002-11-06,30.71,29.25,29.502,28.9438,31.2618,29.93
2002-11-07,29.93,30.71,29.648,28.941,31.2602,30.25
2002-11-08,30.25,29.95,29.794,28.946,31.2593,29.38
2002-11-11,29.38,30.2,29.834,28.9296,31.2515,29.58
2002-11-12,29.58,29.8,29.97,28.946,31.2475,29.88
2002-11-13,29.88,29.7,29.804,28.9676,31.2461,30.28
2002-11-14,30.28,30.15,29.874,28.9982,31.2423,30.0
2002-11-15,30.0,29.91,29.824,29.0036,31.2393,29.72
2002-11-18,29.72,30.0,29.892,28.9916,31.2335,29.34
2002-11-19,29.34,29.85,29.844,28.9748,31.2249,29.57
2002-11-20,29.57,29.34,29.782,28.9632,31.217,29.82
2002-11-21,29.82,29.6,29.69,28.9676,31.213,30.13
2002-11-22,30.13,29.83,29.716,28.9796,31.2085,30.03
2002-11-25,30.03,29.95,29.778,28.9952,31.1999,29.3
2002-11-26,29.3,30.03,29.77,29.0032,31.1889,29.77
2002-11-27,29.77,29.25,29.81,29.0194,31.1773,30.08
2002-11-29,30.08,30.05,29.862,29.0632,31.1675,30.2
2002-12-02,30.2,30.25,29.876,29.117,31.161,30.6
2002-12-03,30.6,30.05,29.99,29.171,31.1627,30.5
2002-12-04,30.5,30.5,30.23,29.234,31.162,30.54
2002-12-05,30.54,30.7,30.384,29.2826,31.1605,31.21
2002-12-06,31.21,30.54,30.61,29.3292,31.1653,31.09
2002-12-09,31.09,31.0,30.788,29.3862,31.1694,31.71
2002-12-10,31.71,31.05,31.01,29.4492,31.1754,31.69
2002-12-11,31.69,31.8,31.248,29.4866,31.1821,31.42
2002-12-12,31.42,31.52,31.424,29.521,31.1864,31.39
2002-12-13,31.39,31.2,31.46,29.5688,31.1891,32.1
2002-12-16,32.1,31.37,31.662,29.6452,31.1961,31.84
2002-12-17,31.84,32.05,31.688,29.734,31.1981,32.0
2002-12-18,32.0,32.1,31.75,29.818,31.2011,32.02
2002-12-19,32.02,32.45,31.87,29.9484,31.2033,31.91
2002-12-20,31.91,31.85,31.974,30.0596,31.2041,31.66
2002-12-23,31.66,30.65,31.886,30.1432,31.2057,31.54
2002-12-24,31.54,31.5,31.826,30.2292,31.2089,31.67
2002-12-26,31.67,31.65,31.76,30.2742,31.2141,31.29
2002-12-27,31.29,31.75,31.614,30.3284,31.2157,31.66
2002-12-30,31.66,31.2,31.564,30.3726,31.2185,31.74
2002-12-31,31.74,31.5,31.58,30.4022,31.2202,32.2
2003-01-02,32.2,31.5,31.712,30.4428,31.2242,31.92
2003-01-03,31.92,32.2,31.762,30.4962,31.2271,32.3
2003-01-06,32.3,31.95,31.964,30.5552,31.2323,32.38
2003-01-07,32.38,32.3,32.108,30.608,31.238,32.2
2003-01-08,32.2,32.23,32.2,30.6518,31.2429,33.4
2003-01-09,33.4,32.4,32.44,30.7298,31.2528,33.64
2003-01-10,33.64,32.95,32.784,30.8278,31.2641,33.52
2003-01-13,33.52,33.86,33.028,30.9182,31.2765,33.53
2003-01-14,33.53,33.62,33.258,31.0048,31.2889,33.93
2003-01-15,33.93,33.68,33.604,31.093,31.3018,33.8
2003-01-16,33.8,33.9,33.684,31.1854,31.314,33.14
2003-01-17,33.14,33.72,33.584,31.2702,31.3205,32.85
2003-01-21,32.85,33.14,33.45,31.313,31.3232,32.4
2003-01-22,32.4,32.65,33.224,31.3624,31.3216,33.15
2003-01-23,33.15,32.47,33.068,31.4204,31.3224,31.82
2003-01-24,31.82,32.75,32.672,31.4692,31.3175,32.06
2003-01-27,32.06,31.5,32.456,31.5188,31.3148,32.34
2003-01-28,32.34,32.09,32.354,31.568,31.314,32.27
2003-01-29,32.27,31.92,32.328,31.6078,31.315,31.71
2003-01-30,31.71,32.31,32.04,31.642,31.3105,31.77
2003-01-31,31.77,31.32,32.03,31.683,31.3083,32.17
2003-02-03,32.17,31.98,32.052,31.7396,31.3099,31.3
2003-02-04,31.3,32.18,31.844,31.7742,31.3069,31.42
2003-02-05,31.42,31.3,31.674,31.8062,31.3002,30.65
2003-02-06,30.65,31.49,31.462,31.8166,31.2905,30.6
2003-02-07,30.6,30.99,31.228,31.828,31.279,30.4
2003-02-10,30.4,30.8,30.874,31.85,31.2686,29.9
2003-02-11,29.9,30.52,30.594,31.8526,31.2592,29.0
2003-02-12,29.0,29.0,30.11,31.831,31.2442,29.69
2003-02-13,29.69,29.09,29.918,31.8208,31.2322,30.72
2003-02-14,30.72,29.68,29.942,31.8232,31.2253,30.92
2003-02-18,30.92,30.9,30.046,31.8316,31.2193,30.31
2003-02-19,30.31,30.75,30.128,31.827,31.2104,30.46
2003-02-20,30.46,30.56,30.42,31.812,31.2043,30.45
2003-02-21,30.45,30.46,30.572,31.7992,31.2008,30.02
2003-02-24,30.02,30.46,30.432,31.7654,31.1845,30.27
2003-02-25,30.27,29.82,30.302,31.737,31.1719,29.98
2003-02-26,29.98,30.3,30.236,31.7082,31.1568,30.36
2003-02-27,30.36,30.1,30.216,31.6876,31.1428,30.03
2003-02-28,30.03,30.41,30.132,31.6462,31.1235,30.01
2003-03-03,30.01,30.22,30.13,31.6096,31.1053,29.34
2003-03-04,29.34,30.01,29.944,31.5564,31.0844,29.69
2003-03-05,29.69,29.19,29.886,31.5098,31.0622,29.68
2003-03-06,29.68,29.64,29.75,31.4652,31.0408,29.86
2003-03-07,29.86,29.43,29.716,31.4292,31.0216,28.5
2003-03-10,28.5,29.77,29.414,31.3684,30.9977,27.99
2003-03-11,27.99,28.65,29.144,31.2948,30.9674,27.56
2003-03-12,27.56,27.8,28.718,31.2202,30.9362,29.16
2003-03-13,29.16,27.84,28.614,31.1702,30.9132,29.44
2003-03-14,29.44,29.5,28.53,31.1242,30.8939,30.4
2003-03-17,30.4,29.28,28.91,31.0882,30.8771,30.05
2003-03-18,30.05,30.5,29.322,31.0508,30.8549,30.46
2003-03-19,30.46,30.2,29.902,31.014,30.8352,30.29
2003-03-20,30.29,30.39,30.128,30.9722,30.8151,31.2
2003-03-21,31.2,30.94,30.48,30.9522,30.7931,30.03
2003-03-24,30.03,30.7,30.406,30.8848,30.7645,30.61
2003-03-25,30.61,30.0,30.518,30.8242,30.741,30.39
2003-03-26,30.39,30.39,30.504,30.7616,30.7152,30.2
2003-03-27,30.2,30.16,30.486,30.695,30.6947,29.9
2003-03-28,29.9,30.09,30.226,30.6144,30.6682,29.25
2003-03-31,29.25,29.65,30.07,30.5234,30.6462,29.84
2003-04-01,29.84,29.29,29.916,30.4574,30.6257,30.79
2003-04-02,30.79,30.45,29.996,30.4162,30.6097,30.18
2003-04-03,30.18,30.89,29.992,30.3718,30.5911,30.72
2003-04-04,30.72,30.45,30.156,30.3232,30.5749,31.19
2003-04-07,31.19,31.43,30.544,30.3106,30.5615,31.13
2003-04-08,31.13,31.17,30.802,30.292,30.5514,30.15
2003-04-09,30.15,30.6,30.674,30.2482,30.5396,30.08
2003-04-10,30.08,30.25,30.654,30.2044,30.5264,29.97
2003-04-11,29.97,30.13,30.504,30.1696,30.515,30.73
2003-04-14,30.73,30.05,30.412,30.1488,30.5061,30.96
2003-04-15,30.96,30.73,30.378,30.1246,30.4941,30.53
2003-04-16,30.53,31.18,30.454,30.1092,30.4833,31.0
2003-04-17,31.0,30.62,30.638,30.1008,30.4791,30.87
2003-04-21,30.87,31.1,30.818,30.1052,30.4815,31.99
2003-04-22,31.99,30.83,31.07,30.133,30.4847,32.05
2003-04-23,32.05,32.24,31.288,30.166,30.4905,31.62
2003-04-24,31.62,32.05,31.506,30.2004,30.497,31.5
2003-04-25,31.5,31.76,31.606,30.2504,30.5016,31.95
2003-04-28,31.95,31.56,31.822,30.2956,30.5066,31.91
2003-04-29,31.91,31.92,31.806,30.3194,30.5071,31.97
2003-04-30,31.97,31.99,31.79,30.3404,30.508,31.66
2003-05-01,31.66,31.97,31.798,30.3674,30.5085,32.38
2003-05-02,32.38,31.58,31.974,30.4058,30.5133,32.36
2003-05-05,32.36,32.31,32.056,30.444,30.5182,32.26
2003-05-06,32.26,32.3,32.126,30.4888,30.5172,32.0
2003-05-07,32.0,31.92,32.132,30.5234,30.519,32.05
2003-05-08,32.05,31.85,32.21,30.5648,30.5312,32.46
2003-05-09,32.46,32.4,32.226,30.6068,30.5425,32.9
2003-05-12,32.9,32.55,32.334,30.6642,30.562,32.76
2003-05-13,32.76,32.7,32.434,30.7192,30.5745,32.62
2003-05-14,32.62,32.88,32.558,30.7848,30.5766,32.82
2003-05-15,32.82,32.75,32.712,30.8474,30.58,32.91
2003-05-16,32.91,32.82,32.802,30.912,30.5796,31.96
2003-05-19,31.96,32.4,32.614,30.954,30.5749,31.7
2003-05-20,31.7,32.2,32.402,31.018,30.5769,32.27
2003-05-21,32.27,31.72,32.332,31.1036,30.589,32.75
2003-05-22,32.75,32.15,32.318,31.2074,30.6009,32.88
2003-05-23,32.88,32.75,32.312,31.2818,30.6123,33.12
2003-05-27,33.12,32.89,32.544,31.3554,30.6171,33.2
2003-05-28,33.2,33.02,32.844,31.4114,30.6187,32.61
2003-05-29,32.61,33.3,32.912,31.4626,30.6203,33.52
2003-05-30,33.52,32.6,33.066,31.5238,30.6305,33.36
2003-06-02,33.36,33.7,33.162,31.5852,30.6334,33.61
2003-06-03,33.61,33.5,33.26,31.6334,30.6384,33.46
2003-06-04,33.46,33.61,33.312,31.702,30.6457,33.4
2003-06-05,33.4,33.46,33.47,31.7578,30.6505,33.07
2003-06-06,33.07,33.5,33.38,31.8114,30.656,32.83
2003-06-09,32.83,32.95,33.274,31.864,30.6623,33.04
2003-06-10,33.04,32.83,33.16,31.9268,30.666,33.68
2003-06-11,33.68,32.87,33.204,32.0154,30.6773,33.9
2003-06-12,33.9,33.8,33.304,32.0966,30.6892,33.64
2003-06-13,33.64,34.0,33.418,32.1536,30.7066,34.5
2003-06-16,34.5,33.68,33.752,32.24,30.7288,34.36
2003-06-17,34.36,34.46,34.016,32.3128,30.7506,34.17
2003-06-18,34.17,34.3,34.114,32.3724,30.7704,32.73
2003-06-19,32.73,34.17,33.88,32.4044,30.7903,32.85
2003-06-20,32.85,32.74,33.722,32.4584,30.8105,32.78
2003-06-23,32.78,32.75,33.378,32.5124,30.8307,33.24
2003-06-24,33.24,32.88,33.154,32.5778,30.8482,32.98
2003-06-25,32.98,32.95,32.916,32.6228,30.8615,33.62
2003-06-26,33.62,33.15,33.094,32.676,30.8787,33.8
2003-06-27,33.8,33.8,33.284,32.7414,30.897,33.65
2003-06-30,33.65,33.8,33.458,32.7944,30.9172,34.0
2003-07-01,34.0,33.65,33.61,32.857,30.9396,34.9
2003-07-02,34.9,34.07,33.994,32.9152,30.9678,34.83
2003-07-03,34.83,34.76,34.236,32.9708,30.9975,35.3
2003-07-07,35.3,35.0,34.536,33.0444,31.0292,35.45
2003-07-08,35.45,35.08,34.896,33.1234,31.067,35.45
2003-07-09,35.45,35.5,35.186,33.1934,31.1067,34.93
2003-07-10,34.93,35.3,35.192,33.2538,31.1418,35.19
2003-07-11,35.19,34.98,35.264,33.3182,31.181,35.85
2003-07-14,35.85,35.42,35.374,33.402,31.2197,35.45
2003-07-15,35.45,36.45,35.374,33.4634,31.2526,35.0
2003-07-16,35.0,35.55,35.284,33.5162,31.2864,35.15
2003-07-17,35.15,35.0,35.328,33.574,31.3193,36.23
2003-07-18,36.23,35.48,35.536,33.6586,31.3514,35.61
2003-07-21,35.61,36.35,35.488,33.7298,31.3809,35.3
2003-07-22,35.3,35.5,35.458,33.7866,31.4124,35.32
2003-07-23,35.32,35.3,35.522,33.835,31.4476,35.37
2003-07-24,35.37,35.8,35.566,33.8872,31.4875,36.15
2003-07-25,36.15,35.27,35.55,33.9578,31.5292,36.7
2003-07-28,36.7,36.08,35.768,34.0354,31.5852,36.2
2003-07-29,36.2,36.5,35.948,34.1012,31.6345,36.03
2003-07-30,36.03,36.05,36.09,34.1826,31.6772,35.58
2003-07-31,35.58,36.07,36.132,34.2602,31.7189,35.3
2003-08-01,35.3,35.6,35.962,34.3208,31.7483,34.65
2003-08-04,34.65,35.08,35.552,34.3588,31.7787,34.62
2003-08-05,34.62,34.75,35.236,34.3936,31.8045,35.55
2003-08-06,35.55,35.21,35.14,34.4422,31.831,35.9
2003-08-07,35.9,35.35,35.204,34.4962,31.8596,36.35
2003-08-08,36.35,36.0,35.414,34.571,31.8951,35.91
2003-08-11,35.91,36.49,35.666,34.6188,31.9279,36.57
2003-08-12,36.57,36.05,36.056,34.683,31.9621,35.97
2003-08-13,35.97,36.65,36.14,34.7302,31.9919,36.34
2003-08-14,36.34,36.1,36.228,34.7878,32.0261,36.55
2003-08-15,36.55,36.34,36.268,34.8508,32.0651,36.87
2003-08-18,36.87,36.54,36.46,34.9268,32.1045,36.98
2003-08-19,36.98,37.12,36.542,35.0098,32.1434,37.21
2003-08-20,37.21,36.95,36.79,35.0932,32.1818,36.46
2003-08-21,36.46,37.21,36.814,35.1488,32.2182,35.87
2003-08-22,35.87,36.65,36.678,35.1882,32.2531,35.92
2003-08-25,35.92,35.87,36.488,35.2338,32.2791,36.3
2003-08-26,36.3,35.86,36.352,35.2698,32.311,35.74
2003-08-27,35.74,36.1,36.058,35.2974,32.3384,35.88
2003-08-28,35.88,35.85,35.942,35.3316,32.3709,36.41
2003-08-29,36.41,35.82,36.05,35.4052,32.4051,37.16
2003-09-02,37.16,36.55,36.298,35.4914,32.4415,37.45
2003-09-03,37.45,37.1,36.528,35.5848,32.4773,36.8
2003-09-04,36.8,37.47,36.74,35.656,32.5113,36.46
2003-09-05,36.46,36.5,36.856,35.7256,32.545,36.94
2003-09-08,36.94,36.45,36.962,35.792,32.583,36.23
2003-09-09,36.23,36.95,36.776,35.8406,32.6163,35.98
2003-09-10,35.98,36.2,36.482,35.8872,32.6471,36.1
2003-09-11,36.1,36.35,36.342,35.9292,32.677,37.09
2003-09-12,37.09,36.4,36.468,35.973,32.7123,36.97
2003-09-15,36.97,37.03,36.474,36.0158,32.7506,37.4
2003-09-16,37.4,36.95,36.708,36.0578,32.7888,37.23
2003-09-17,37.23,37.05,36.958,36.0934,32.8245,37.8
2003-09-18,37.8,37.5,37.298,36.1404,32.8625,37.7
2003-09-19,37.7,37.55,37.42,36.1958,32.898,37.47
2003-09-22,37.47,37.71,37.52,36.2414,32.9329,37.92
2003-09-23,37.92,37.6,37.624,36.2828,32.9698,37.02
2003-09-24,37.02,37.92,37.582,36.3142,32.9988,37.03
2003-09-25,37.03,36.88,37.428,36.3548,33.0285,37.01
2003-09-26,37.01,36.8,37.29,36.392,33.055,38.06
