ticker,WST US Equity,WST US Equity,WST US Equity,WST US Equity,WST US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2004-06-03,9.44,9.5,8.7517,9.475,9.5446,9.37
2004-06-04,9.37,9.3875,8.7633,9.4525,9.552,9.3825
2004-06-07,9.3825,9.395,8.7749,9.4285,9.5581,9.325
2004-06-08,9.325,9.3825,8.7862,9.4035,9.564,9.38
2004-06-09,9.38,9.325,8.7981,9.3795,9.5673,9.415
2004-06-10,9.415,9.395,8.8098,9.3745,9.5677,9.4775
2004-06-14,9.4775,9.415,8.8214,9.396,9.5703,9.6875
2004-06-15,9.6875,9.4375,8.8344,9.457,9.5768,9.77
2004-06-16,9.77,9.65,8.8484,9.546,9.5812,9.95
2004-06-17,9.95,9.7825,8.8619,9.66,9.589,10.025
2004-06-18,10.025,9.9525,8.8743,9.782,9.5989,9.9875
2004-06-21,9.9875,10.0125,8.8867,9.884,9.606,10.105
2004-06-22,10.105,9.975,8.898,9.9675,9.6141,10.2475
2004-06-23,10.2475,10.1,8.9101,10.063,9.6256,10.5925
2004-06-24,10.5925,10.2475,8.9236,10.1915,9.642,9.9375
2004-06-25,9.9375,10.575,8.9335,10.174,9.6455,10.1725
2004-06-28,10.1725,10.075,8.9451,10.211,9.6534,10.3525
2004-06-29,10.3525,10.1475,8.957,10.2605,9.6655,10.575
2004-06-30,10.575,10.3525,8.9696,10.326,9.682,10.77
2004-07-01,10.77,10.625,8.9828,10.3615,9.7014,10.67
2004-07-02,10.67,10.77,8.9943,10.508,9.7178,10.5375
2004-07-06,10.5375,10.625,9.005,10.581,9.7318,10.455
2004-07-07,10.455,10.5575,9.0149,10.6015,9.7452,10.175
2004-07-08,10.175,10.455,9.024,10.5215,9.7529,10.365
2004-07-09,10.365,10.1925,9.0336,10.4405,9.764,10.135
2004-07-12,10.135,10.34,9.0408,10.3335,9.7715,10.145
2004-07-13,10.145,10.125,9.0487,10.255,9.7806,10.09
2004-07-14,10.09,10.145,9.0582,10.182,9.7884,10.125
2004-07-15,10.125,10.1,9.0688,10.172,9.7971,10.0525
2004-07-16,10.0525,10.125,9.0797,10.1095,9.8039,9.9025
2004-07-19,9.9025,9.9875,9.0901,10.063,9.8082,10.345
2004-07-20,10.345,9.905,9.1008,10.103,9.8212,9.9275
2004-07-21,9.9275,10.375,9.1094,10.0705,9.8273,9.735
2004-07-22,9.735,9.915,9.1165,9.9925,9.8329,9.7125
2004-07-23,9.7125,9.76,9.1241,9.9245,9.8386,9.425
2004-07-26,9.425,9.725,9.1301,9.829,9.8344,9.53
2004-07-27,9.53,9.425,9.1369,9.666,9.835,9.515
2004-07-28,9.515,9.5,9.1431,9.5835,9.8375,9.5875
2004-07-29,9.5875,9.5625,9.1501,9.554,9.8433,9.5225
2004-07-30,9.5225,9.58,9.1562,9.516,9.8486,9.5675
2004-08-02,9.5675,9.46,9.1627,9.5445,9.8529,9.5775
2004-08-03,9.5775,9.5375,9.1693,9.554,9.8575,9.67
2004-08-04,9.67,9.545,9.1765,9.585,9.8631,9.43
2004-08-05,9.43,9.6375,9.1823,9.5535,9.8641,9.2375
2004-08-06,9.2375,9.38,9.187,9.4965,9.8574,9.2125
2004-08-09,9.2125,9.325,9.1929,9.4255,9.8509,9.325
2004-08-10,9.325,9.2,9.1997,9.375,9.8478,9.365
2004-08-11,9.365,9.2625,9.2069,9.314,9.845,9.1525
2004-08-12,9.1525,9.3275,9.2133,9.2585,9.8391,9.2375
2004-08-13,9.2375,9.205,9.2198,9.2585,9.8338,9.335
2004-08-16,9.335,9.2625,9.2265,9.283,9.8317,9.285
2004-08-17,9.285,9.36,9.2326,9.275,9.83,9.37
2004-08-18,9.37,9.25,9.2387,9.276,9.8298,9.55
2004-08-19,9.55,9.325,9.2452,9.3555,9.8343,9.7875
2004-08-20,9.7875,9.58,9.2513,9.4655,9.8424,9.6275
2004-08-23,9.6275,9.775,9.2561,9.524,9.8467,9.8125
2004-08-24,9.8125,9.6575,9.2615,9.6295,9.8534,9.8525
2004-08-25,9.8525,9.8375,9.2671,9.726,9.8567,9.775
2004-08-26,9.775,9.875,9.2723,9.771,9.8568,9.97
2004-08-27,9.97,9.7875,9.2816,9.8075,9.8572,9.91
2004-08-30,9.91,9.95,9.2901,9.864,9.8549,9.9975
2004-08-31,9.9975,9.91,9.2988,9.901,9.8551,10.0625
2004-09-01,10.0625,9.9625,9.3077,9.943,9.8542,10.0
2004-09-02,10.0,10.075,9.3167,9.988,9.8493,9.875
2004-09-03,9.875,10.005,9.3252,9.969,9.8349,10.0
2004-09-07,10.0,9.875,9.3344,9.987,9.8362,9.9925
2004-09-08,9.9925,10.0,9.3435,9.986,9.8326,10.0
2004-09-09,10.0,9.855,9.353,9.9735,9.8255,10.0125
2004-09-10,10.0125,9.9875,9.3622,9.976,9.8143,10.0
2004-09-13,10.0,10.02,9.37,10.001,9.7989,9.9
2004-09-14,9.9,9.9375,9.377,9.981,9.7835,9.885
2004-09-15,9.885,9.905,9.3832,9.9595,9.7704,9.925
2004-09-16,9.925,9.8875,9.3903,9.9445,9.7598,9.84
2004-09-17,9.84,9.94,9.3965,9.91,9.7531,9.8875
2004-09-20,9.8875,9.87,9.4031,9.8875,9.7436,9.9725
2004-09-21,9.9725,9.875,9.4109,9.902,9.7403,9.7625
2004-09-22,9.7625,9.9475,9.416,9.8775,9.7327,9.755
2004-09-23,9.755,9.7875,9.4224,9.8435,9.726,9.75
2004-09-24,9.75,9.7575,9.4274,9.8255,9.7185,9.64
2004-09-27,9.64,9.8,9.4328,9.776,9.7102,10.0825
2004-09-28,10.0825,9.64,9.441,9.798,9.7138,10.275
2004-09-29,10.275,10.045,9.449,9.9005,9.7124,10.425
2004-09-30,10.425,10.2,9.4566,10.0345,9.7224,10.765
2004-10-01,10.765,10.4,9.4678,10.2375,9.743,11.13
2004-10-04,11.13,10.765,9.481,10.5355,9.7713,11.055
2004-10-05,11.055,11.125,9.4937,10.73,9.8039,11.13
2004-10-06,11.13,11.0,9.5053,10.901,9.8359,10.775
2004-10-07,10.775,11.025,9.5155,10.971,9.8611,10.635
2004-10-08,10.635,10.7,9.5243,10.945,9.8821,10.81
2004-10-11,10.81,10.635,9.534,10.881,9.9078,10.855
2004-10-12,10.855,10.805,9.5446,10.841,9.9336,10.6
2004-10-13,10.6,10.73,9.5541,10.735,9.954,10.26
2004-10-14,10.26,10.575,9.5617,10.632,9.9658,10.83
2004-10-15,10.83,10.28,9.5731,10.671,9.9938,10.68
2004-10-18,10.68,10.725,9.5841,10.645,10.0227,10.5
2004-10-19,10.5,10.805,9.594,10.574,10.0484,10.44
2004-10-20,10.44,10.5,9.6038,10.542,10.0707,10.38
2004-10-21,10.38,10.49,9.6137,10.566,10.091,10.205
2004-10-22,10.205,10.69,9.6227,10.441,10.1121,10.91
2004-10-25,10.91,10.18,9.6351,10.487,10.1455,11.175
2004-10-26,11.175,10.915,9.6496,10.622,10.1823,11.545
2004-10-27,11.545,11.125,9.6622,10.843,10.2275,11.65
2004-10-28,11.65,11.5,9.6761,11.097,10.2731,11.455
2004-10-29,11.455,11.65,9.6884,11.347,10.3112,11.515
2004-11-01,11.515,11.47,9.701,11.468,10.3458,11.375
2004-11-02,11.375,11.465,9.7136,11.508,10.3807,11.5
2004-11-03,11.5,11.45,9.7261,11.499,10.4145,11.535
2004-11-04,11.535,11.5,9.7396,11.476,10.4481,11.46
2004-11-05,11.46,11.565,9.7526,11.477,10.4818,11.395
2004-11-08,11.395,11.46,9.7653,11.453,10.5103,11.455
2004-11-09,11.455,11.4,9.7781,11.469,10.5412,11.745
2004-11-10,11.745,11.485,9.7923,11.518,10.5762,11.7
2004-11-11,11.7,11.745,9.8065,11.551,10.6089,11.745
2004-11-12,11.745,11.675,9.8211,11.608,10.6438,11.65
2004-11-15,11.65,11.725,9.8348,11.659,10.6793,11.395
2004-11-16,11.395,11.71,9.8473,11.647,10.7072,11.6
2004-11-17,11.6,11.475,9.8605,11.618,10.7394,11.47
2004-11-18,11.47,11.56,9.8733,11.572,10.7688,11.43
2004-11-19,11.43,11.45,9.8859,11.509,10.7971,11.545
2004-11-22,11.545,11.43,9.8991,11.488,10.828,11.545
2004-11-23,11.545,11.49,9.9123,11.518,10.8609,11.57
2004-11-24,11.57,11.545,9.9235,11.512,10.8946,11.485
2004-11-26,11.485,11.52,9.9344,11.515,10.9258,11.655
2004-11-29,11.655,11.5,9.9465,11.56,10.9621,11.69
2004-11-30,11.69,11.655,9.9598,11.589,10.9982,12.05
2004-12-01,12.05,11.625,9.9747,11.69,11.0397,11.8
2004-12-02,11.8,12.0,9.9881,11.736,11.0805,11.725
2004-12-03,11.725,11.84,10.0012,11.784,11.1199,11.805
2004-12-06,11.805,11.725,10.0148,11.814,11.161,11.75
2004-12-07,11.75,11.79,10.0279,11.826,11.2032,11.845
2004-12-08,11.845,11.755,10.0414,11.785,11.2384,12.0
2004-12-09,12.0,11.77,10.0556,11.825,11.2729,11.9
2004-12-10,11.9,12.075,10.0693,11.86,11.3024,12.0
2004-12-13,12.0,11.875,10.0832,11.899,11.3271,12.0
2004-12-14,12.0,11.94,10.0973,11.949,11.3445,11.97
2004-12-15,11.97,11.965,10.1115,11.974,11.3628,11.7
2004-12-16,11.7,11.91,10.124,11.914,11.3742,11.75
2004-12-17,11.75,11.725,10.1361,11.884,11.3937,11.54
2004-12-20,11.54,11.675,10.1464,11.792,11.4118,11.53
2004-12-21,11.53,11.59,10.158,11.698,11.4262,11.52
2004-12-22,11.52,11.53,10.1691,11.608,11.4395,11.455
2004-12-23,11.455,11.52,10.1805,11.559,11.4566,11.065
2004-12-27,11.065,11.375,10.1903,11.422,11.4727,11.655
2004-12-28,11.655,11.05,10.2031,11.445,11.4892,12.51
2004-12-29,12.51,11.6,10.2206,11.641,11.5258,12.42
2004-12-30,12.42,12.5,10.2395,11.821,11.5642,12.515
2004-12-31,12.515,12.42,10.2572,12.033,11.6057,12.65
2005-01-03,12.65,12.5,10.2758,12.35,11.6511,12.75
2005-01-04,12.75,12.675,10.2946,12.569,11.702,12.75
2005-01-05,12.75,12.75,10.3137,12.617,11.7388,12.735
2005-01-06,12.735,12.745,10.3322,12.68,11.77,12.7
2005-01-07,12.7,12.74,10.3506,12.717,11.7931,12.875
2005-01-10,12.875,12.65,10.3696,12.762,11.8176,12.725
2005-01-11,12.725,12.85,10.3881,12.757,11.843,12.82
2005-01-12,12.82,12.675,10.4061,12.771,11.8691,12.725
2005-01-13,12.725,12.86,10.4228,12.769,11.8961,12.7
2005-01-14,12.7,12.71,10.4395,12.769,11.9201,12.885
2005-01-18,12.885,12.7,10.4572,12.771,11.9471,13.03
2005-01-19,13.03,12.925,10.4746,12.832,11.9785,12.86
2005-01-20,12.86,13.0,10.4911,12.84,12.0078,12.955
2005-01-21,12.955,12.9,10.5082,12.886,12.0378,12.77
2005-01-24,12.77,12.965,10.5239,12.9,12.0583,12.82
2005-01-25,12.82,12.815,10.5395,12.887,12.0807,12.78
2005-01-26,12.78,12.825,10.555,12.837,12.1014,12.96
2005-01-27,12.96,12.8,10.571,12.857,12.1276,12.905
2005-01-28,12.905,12.95,10.5867,12.847,12.1578,13.05
2005-01-31,13.05,12.885,10.603,12.903,12.1868,13.4
2005-02-01,13.4,13.1,10.6213,13.019,12.2254,13.165
2005-02-02,13.165,13.35,10.6384,13.096,12.2601,13.195
2005-02-03,13.195,13.115,10.6553,13.143,12.2931,13.2
2005-02-04,13.2,13.195,10.6721,13.202,12.3262,13.265
2005-02-07,13.265,13.15,10.6892,13.245,12.3601,13.235
2005-02-08,13.235,13.245,10.7065,13.212,12.3951,13.08
2005-02-09,13.08,13.21,10.7229,13.195,12.4236,13.005
2005-02-10,13.005,13.06,10.7389,13.157,12.4499,13.16
2005-02-11,13.16,13.01,10.7559,13.149,12.4721,13.165
2005-02-14,13.165,13.185,10.7733,13.129,12.4994,13.435
2005-02-15,13.435,13.165,10.792,13.169,12.5336,13.48
2005-02-16,13.48,13.41,10.8109,13.249,12.5671,13.375
2005-02-17,13.375,13.45,10.8292,13.323,12.5996,13.26
2005-02-18,13.26,13.375,10.8471,13.343,12.6279,13.26
2005-02-22,13.26,13.225,10.8649,13.362,12.6531,12.77
2005-02-23,12.77,13.23,10.8806,13.229,12.6705,12.6
2005-02-24,12.6,12.65,10.8964,13.053,12.6825,12.925
2005-02-25,12.925,12.525,10.9139,12.963,12.701,12.85
2005-02-28,12.85,12.65,10.9299,12.881,12.7186,12.8
2005-03-01,12.8,12.825,10.9464,12.789,12.7406,12.765
2005-03-02,12.765,12.775,10.9633,12.788,12.7609,12.645
2005-03-03,12.645,12.825,10.98,12.797,12.783,12.92
2005-03-04,12.92,12.675,10.9983,12.796,12.8108,12.785
2005-03-07,12.785,12.625,11.0155,12.783,12.8361,12.45
2005-03-08,12.45,12.74,11.031,12.713,12.856,12.385
2005-03-09,12.385,12.425,11.046,12.637,12.8824,12.13
2005-03-10,12.13,12.425,11.0598,12.534,12.8919,12.11
2005-03-11,12.11,12.1,11.0724,12.372,12.8839,12.045
2005-03-14,12.045,12.05,11.085,12.224,12.8764,12.005
2005-03-15,12.005,12.095,11.0976,12.135,12.8662,11.89
2005-03-16,11.89,12.005,11.1095,12.036,12.851,12.05
2005-03-17,12.05,11.94,11.1225,12.02,12.837,11.955
2005-03-18,11.955,12.14,11.1348,11.989,12.8211,11.995
2005-03-21,11.995,12.0,11.1476,11.979,12.8063,11.765
2005-03-22,11.765,12.05,11.1596,11.931,12.7876,11.64
2005-03-23,11.64,11.75,11.1708,11.881,12.7629,11.855
2005-03-24,11.855,11.64,11.1835,11.842,12.7455,11.84
2005-03-28,11.84,11.88,11.1958,11.819,12.7259,11.91
2005-03-29,11.91,11.84,11.2083,11.802,12.7096,12.36
2005-03-30,12.36,11.95,11.2227,11.921,12.7028,11.95
2005-03-31,11.95,12.29,11.234,11.983,12.6841,11.8
2005-04-01,11.8,11.95,11.2441,11.972,12.6595,12.275
2005-04-04,12.275,11.825,11.2558,12.059,12.6478,12.36
2005-04-05,12.36,12.275,11.2674,12.149,12.6359,11.845
2005-04-06,11.845,12.35,11.2767,12.046,12.6174,12.28
2005-04-07,12.28,11.975,11.2876,12.112,12.6066,11.95
2005-04-08,11.95,12.3,11.2961,12.142,12.59,12.03
2005-04-11,12.03,11.96,11.3033,12.093,12.5714,12.425
2005-04-12,12.425,11.995,11.3157,12.106,12.5618,12.09
2005-04-13,12.09,12.42,11.3253,12.155,12.5426,11.835
2005-04-14,11.835,12.0,11.3327,12.066,12.5113,11.795
2005-04-15,11.795,11.835,11.3388,12.035,12.4839,11.69
2005-04-18,11.69,11.735,11.3434,11.967,12.4538,11.85
2005-04-19,11.85,11.815,11.3493,11.852,12.4268,11.555
2005-04-20,11.555,11.785,11.3544,11.745,12.3926,13.3
2005-04-21,13.3,12.0,11.3687,12.038,12.3939,13.305
2005-04-22,13.305,13.315,11.3843,12.34,12.3984,13.125
2005-04-25,13.125,13.2,11.3981,12.627,12.4008,12.92
2005-04-26,12.92,13.075,11.412,12.841,12.396,13.315
2005-04-27,13.315,12.92,11.4279,13.193,12.399,13.025
2005-04-28,13.025,13.25,11.4426,13.138,12.3908,13.17
2005-04-29,13.17,13.3,11.4578,13.111,12.3846,13.525
2005-05-02,13.525,13.265,11.4751,13.191,12.3876,13.805
2005-05-03,13.805,13.3,11.4947,13.368,12.3985,13.8
2005-05-04,13.8,13.5,11.5119,13.465,12.4093,13.96
2005-05-05,13.96,13.75,11.5321,13.652,12.4331,13.875
2005-05-06,13.875,13.97,11.5528,13.793,12.4586,14.345
2005-05-09,14.345,13.95,11.576,13.957,12.487,14.225
2005-05-10,14.225,14.275,11.6,14.041,12.5145,14.24
2005-05-11,14.24,14.21,11.6235,14.129,12.5433,13.97
2005-05-12,13.97,14.265,11.6458,14.131,12.5674,13.68
2005-05-13,13.68,14.0,11.6662,14.092,12.5881,13.9
2005-05-16,13.9,13.625,11.6881,14.003,12.6077,14.01
2005-05-17,14.01,13.825,11.7103,13.96,12.6322,14.2
2005-05-18,14.2,14.1,11.7335,13.952,12.6672,14.185
2005-05-19,14.185,14.175,11.756,13.995,12.7032,14.05
2005-05-20,14.05,14.185,11.7791,14.069,12.7416,14.08
2005-05-23,14.08,14.0,11.8033,14.105,12.781,14.0
2005-05-24,14.0,14.125,11.8273,14.103,12.8201,13.82
2005-05-25,13.82,13.95,11.8498,14.027,12.8564,14.105
2005-05-26,14.105,13.825,11.8735,14.011,12.9007,13.955
2005-05-27,13.955,14.105,11.8975,13.992,12.9388,13.92
2005-05-31,13.92,14.025,11.9209,13.96,12.9781,13.925
2005-06-01,13.925,13.88,11.9438,13.945,13.0167,13.825
2005-06-02,13.825,13.875,11.9665,13.946,13.0579,13.715
2005-06-03,13.715,13.725,11.9883,13.868,13.0994,13.725
2005-06-06,13.725,13.41,12.0091,13.822,13.1368,13.76
2005-06-07,13.76,13.5,12.029,13.79,13.1752,13.825
2005-06-08,13.825,13.81,12.05,13.77,13.2135,14.02
2005-06-09,14.02,13.775,12.071,13.809,13.2467,13.935
2005-06-10,13.935,13.825,12.0914,13.853,13.2864,14.14
2005-06-13,14.14,13.91,12.1133,13.936,13.3332,14.29
2005-06-14,14.29,14.1,12.1349,14.042,13.3735,14.445
2005-06-15,14.445,14.2,12.1575,14.166,13.4152,14.285
2005-06-16,14.285,14.335,12.179,14.219,13.464,14.22
2005-06-17,14.22,14.285,12.1998,14.276,13.5028,14.21
2005-06-20,14.21,14.195,12.2208,14.29,13.548,14.18
2005-06-21,14.18,14.175,12.2423,14.268,13.591,14.27
2005-06-22,14.27,14.24,12.2637,14.233,13.6279,14.25
2005-06-23,14.25,14.22,12.285,14.226,13.6711,13.99
2005-06-24,13.99,14.2,12.3049,14.18,13.7142,14.0
2005-06-27,14.0,13.865,12.3249,14.138,13.7583,14.25
2005-06-28,14.25,14.035,12.3461,14.152,13.8095,14.15
2005-06-29,14.15,14.18,12.3674,14.128,13.8555,14.025
2005-06-30,14.025,14.2,12.3881,14.083,13.9049,14.05
2005-07-01,14.05,14.075,12.4087,14.095,13.9199,14.3
2005-07-05,14.3,14.015,12.431,14.155,13.9398,14.205
2005-07-06,14.205,14.23,12.4526,14.146,13.9614,14.25
2005-07-07,14.25,14.01,12.474,14.166,13.988,14.5
2005-07-08,14.5,14.225,12.4976,14.261,14.0117,14.5
2005-07-11,14.5,14.485,12.5214,14.351,14.0412,14.5
2005-07-12,14.5,14.45,12.5451,14.391,14.0678,14.045
2005-07-13,14.045,14.475,12.5671,14.359,14.0782,13.775
2005-07-14,13.775,14.125,12.5856,14.264,14.0776,13.93
2005-07-15,13.93,13.675,12.6039,14.15,14.0802,13.765
2005-07-18,13.765,13.835,12.6206,14.003,14.0763,13.77
2005-07-19,13.77,13.875,12.6356,13.857,14.0742,13.9
2005-07-20,13.9,13.66,12.6495,13.828,14.0653,13.205
2005-07-21,13.205,13.775,12.6602,13.714,14.0449,13.65
2005-07-22,13.65,13.235,12.6728,13.658,14.0331,13.705
2005-07-25,13.705,13.75,12.6875,13.646,14.0278,13.5
2005-07-26,13.5,13.65,12.7018,13.592,14.0242,13.545
2005-07-27,13.545,13.475,12.7155,13.521,14.0171,13.56
2005-07-28,13.56,13.585,12.729,13.592,14.0081,13.755
2005-07-29,13.755,13.51,12.7448,13.613,13.9992,13.62
2005-08-01,13.62,13.775,12.7616,13.596,13.9879,13.905
2005-08-02,13.905,13.625,12.7769,13.677,13.985,13.755
2005-08-03,13.755,13.84,12.7923,13.719,13.9785,13.54
2005-08-04,13.54,13.65,12.8075,13.715,13.9693,13.53
2005-08-05,13.53,13.54,12.823,13.67,13.9635,13.375
2005-08-08,13.375,13.53,12.8379,13.621,13.9489,13.45
2005-08-09,13.45,13.45,12.8542,13.53,13.9388,13.255
2005-08-10,13.255,13.445,12.8659,13.43,13.9255,13.505
2005-08-11,13.505,13.205,12.8775,13.423,13.9171,13.31
2005-08-12,13.31,13.405,12.8864,13.379,13.9068,13.52
2005-08-15,13.52,13.25,12.8957,13.408,13.9029,13.14
2005-08-16,13.14,13.5,12.9041,13.346,13.8912,13.155
2005-08-17,13.155,13.075,12.9123,13.326,13.8791,13.02
2005-08-18,13.02,13.125,12.9206,13.229,13.863,13.015
2005-08-19,13.015,12.95,12.9281,13.17,13.8429,13.265
2005-08-22,13.265,13.035,12.9368,13.119,13.8295,13.41
2005-08-23,13.41,13.3,12.9465,13.173,13.8149,13.45
2005-08-24,13.45,13.425,12.9568,13.232,13.7981,13.545
2005-08-25,13.545,13.365,12.9673,13.337,13.7801,13.4
2005-08-26,13.4,13.485,12.9755,13.414,13.7624,13.61
2005-08-29,13.61,13.35,12.9851,13.483,13.7502,13.865
2005-08-30,13.865,13.61,12.9957,13.574,13.7433,14.175
2005-08-31,14.175,13.9,13.0083,13.719,13.7432,14.055
2005-09-01,14.055,14.15,13.0216,13.821,13.7389,14.2
2005-09-02,14.2,14.045,13.0346,13.981,13.7379,14.55
2005-09-06,14.55,14.175,13.05,14.169,13.7491,14.385
2005-09-07,14.385,14.425,13.0648,14.273,13.7568,14.45
2005-09-08,14.45,14.315,13.0793,14.328,13.7608,14.525
2005-09-09,14.525,14.45,13.0942,14.422,13.7683,14.505
2005-09-12,14.505,14.485,13.1089,14.483,13.7779,14.215
2005-09-13,14.215,14.5,13.1225,14.416,13.7812,14.2
2005-09-14,14.2,14.215,13.1353,14.379,13.7792,14.265
2005-09-15,14.265,14.225,13.1481,14.342,13.7804,14.6
2005-09-16,14.6,14.355,13.1609,14.357,13.7874,14.39
2005-09-19,14.39,14.6,13.1738,14.334,13.7852,14.47
2005-09-20,14.47,14.4,13.1876,14.385,13.7846,14.14
2005-09-21,14.14,14.445,13.1992,14.373,13.7774,14.5
2005-09-22,14.5,14.105,13.213,14.42,13.7865,14.525
2005-09-23,14.525,14.47,13.2264,14.405,13.8015,14.7
2005-09-26,14.7,14.54,13.2399,14.467,13.8169,14.75
2005-09-27,14.75,14.65,13.2541,14.523,13.8366,14.825
2005-09-28,14.825,14.75,13.2683,14.66,13.8577,14.915
2005-09-29,14.915,14.8,13.2828,14.743,13.878,14.835
2005-09-30,14.835,14.9,13.2972,14.805,13.9106,14.755
2005-10-03,14.755,14.795,13.3124,14.816,13.9327,14.695
2005-10-04,14.695,14.79,13.3272,14.805,13.9525,14.22
2005-10-05,14.22,14.685,13.3406,14.684,13.9669,14.105
2005-10-06,14.105,14.215,13.3534,14.522,13.9781,14.19
2005-10-07,14.19,14.17,13.3668,14.393,13.9907,13.925
2005-10-10,13.925,14.24,13.3791,14.227,13.9941,13.735
2005-10-11,13.735,13.945,13.3925,14.035,13.9964,13.675
2005-10-12,13.675,13.71,13.4026,13.926,13.9918,13.71
2005-10-13,13.71,13.65,13.4086,13.847,13.9909,13.92
2005-10-14,13.92,13.785,13.4161,13.793,13.9985,13.67
2005-10-17,13.67,13.83,13.4219,13.742,14.0013,13.5
2005-10-18,13.5,13.69,13.4261,13.695,14.0038,13.7
2005-10-19,13.7,13.425,13.4309,13.7,14.0088,11.715
2005-10-20,11.715,13.5,13.4257,13.301,13.978,11.88
2005-10-21,11.88,11.715,13.4214,12.893,13.9455,11.665
2005-10-24,11.665,11.93,13.4162,12.492,13.9126,11.55
2005-10-25,11.55,11.69,13.4096,12.102,13.8732,11.59
2005-10-26,11.59,11.54,13.4039,11.68,13.8422,11.66
2005-10-27,11.66,11.565,13.3981,11.669,13.8123,11.93
2005-10-28,11.93,11.725,13.3942,11.679,13.7905,11.99
2005-10-31,11.99,11.97,13.3906,11.744,13.77,11.76
2005-11-01,11.76,11.9,13.385,11.786,13.7399,12.075
2005-11-02,12.075,11.775,13.3802,11.883,13.7132,11.915
2005-11-03,11.915,12.05,13.3755,11.934,13.6825,11.89
2005-11-04,11.89,11.915,13.3702,11.926,13.6494,12.475
2005-11-07,12.475,11.89,13.3687,12.023,13.6309,12.6
2005-11-08,12.6,12.425,13.3676,12.191,13.6107,12.385
2005-11-09,12.385,12.55,13.3656,12.253,13.5811,12.45
2005-11-10,12.45,12.45,13.3631,12.36,13.5466,12.575
2005-11-11,12.575,12.435,13.3614,12.497,13.517,12.7
2005-11-14,12.7,12.625,13.3597,12.542,13.487,12.65
2005-11-15,12.65,12.7,13.3559,12.552,13.449,12.65
2005-11-16,12.65,12.7,13.3533,12.605,13.4143,13.085
2005-11-17,13.085,12.7,13.3528,12.732,13.387,12.945
2005-11-18,12.945,13.21,13.3515,12.806,13.3554,12.89
2005-11-21,12.89,12.925,13.3496,12.844,13.3231,12.6
2005-11-22,12.6,12.84,13.3465,12.834,13.2908,12.54
2005-11-23,12.54,12.6,13.3438,12.812,13.2576,12.64
2005-11-25,12.64,12.55,13.3419,12.723,13.2251,12.45
2005-11-28,12.45,12.61,13.3384,12.624,13.1821,12.335
2005-11-29,12.335,12.525,13.3342,12.513,13.141,12.485
2005-11-30,12.485,12.335,13.3295,12.49,13.1013,12.55
2005-12-01,12.55,12.55,13.3248,12.492,13.0695,12.835
2005-12-02,12.835,12.525,13.3221,12.531,13.0362,12.735
2005-12-05,12.735,12.83,13.3195,12.588,13.0004,12.46
2005-12-06,12.46,12.81,13.3155,12.613,12.9556,12.305
2005-12-07,12.305,12.4,13.3132,12.577,12.9067,12.255
2005-12-08,12.255,12.275,13.3115,12.518,12.8553,12.335
2005-12-09,12.335,12.225,13.3085,12.418,12.8037,12.295
2005-12-12,12.295,12.325,13.3057,12.33,12.7529,12.27
2005-12-13,12.27,12.265,13.3031,12.292,12.7032,12.21
2005-12-14,12.21,12.27,13.3003,12.273,12.6535,12.19
2005-12-15,12.19,12.2,13.298,12.26,12.6129,12.25
2005-12-16,12.25,12.21,13.2947,12.243,12.5758,12.21
2005-12-19,12.21,12.225,13.2918,12.226,12.5362,12.21
2005-12-20,12.21,12.205,13.2906,12.214,12.5019,12.54
2005-12-21,12.54,12.26,13.2914,12.28,12.478,12.59
2005-12-22,12.59,12.545,13.2937,12.36,12.4563,12.615
2005-12-23,12.615,12.625,13.2962,12.433,12.4344,12.36
2005-12-27,12.36,12.65,13.2978,12.463,12.4032,12.455
2005-12-28,12.455,12.375,13.3,12.512,12.3789,12.505
2005-12-29,12.505,12.455,13.3031,12.505,12.359,12.515
2005-12-30,12.515,12.5,13.3054,12.49,12.3353,12.93
2006-01-03,12.93,12.575,13.3103,12.553,12.3596,12.65
2006-01-04,12.65,12.86,13.3136,12.611,12.375,12.695
2006-01-05,12.695,12.625,13.3182,12.659,12.3956,12.685
2006-01-06,12.685,12.725,13.3235,12.695,12.4183,12.795
2006-01-09,12.795,12.685,13.3282,12.751,12.4424,12.925
2006-01-10,12.925,12.75,13.3336,12.75,12.4677,13.8
2006-01-11,13.8,12.925,13.343,12.98,12.5051,14.47
2006-01-12,14.47,13.75,13.3536,13.335,12.5547,14.11
2006-01-13,14.11,14.325,13.3644,13.62,12.6017,14.675
2006-01-17,14.675,14.0,13.3788,13.996,12.6537,14.945
2006-01-18,14.945,14.69,13.3921,14.4,12.7143,15.22
2006-01-19,15.22,14.945,13.4064,14.684,12.7809,15.135
2006-01-20,15.135,15.275,13.4229,14.817,12.8341,15.1
2006-01-23,15.1,15.18,13.437,15.015,12.8841,15.335
2006-01-24,15.335,15.135,13.4539,15.147,12.9431,15.175
2006-01-25,15.175,15.28,13.4696,15.193,12.9976,15.25
2006-01-26,15.25,15.15,13.4837,15.199,13.0511,15.46
2006-01-27,15.46,15.25,13.5006,15.264,13.1063,15.15
2006-01-30,15.15,15.46,13.5172,15.274,13.1563,15.265
2006-01-31,15.265,15.05,13.5345,15.26,13.2086,15.45
