ticker,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2005-06-21,16.43,16.54,15.8769,16.557,16.2974,16.49
2005-06-22,16.49,16.5375,15.8878,16.5715,16.2816,16.3125
2005-06-23,16.3125,16.49,15.8961,16.505,16.2703,16.0425
2005-06-24,16.0425,16.2475,15.9034,16.3725,16.2681,15.8025
2005-06-27,15.8025,16.03,15.9088,16.2155,16.2693,16.255
2005-06-28,16.255,15.865,15.9168,16.1805,16.2792,16.235
2005-06-29,16.235,16.3,15.9247,16.1295,16.2836,16.2
2005-06-30,16.2,16.3075,15.9322,16.107,16.291,16.255
2005-07-01,16.255,16.245,15.9399,16.1495,16.2895,16.235
2005-07-05,16.235,16.1875,15.947,16.236,16.2918,16.1775
2005-07-06,16.1775,16.2375,15.9547,16.2205,16.2881,16.05
2005-07-07,16.05,16.0,15.9616,16.1835,16.2873,16.3375
2005-07-08,16.3375,16.0475,15.9706,16.211,16.2951,16.45
2005-07-11,16.45,16.4475,15.98,16.25,16.3086,16.1875
2005-07-12,16.1875,16.4375,15.987,16.2405,16.3127,16.14
2005-07-13,16.14,16.215,15.9943,16.233,16.3124,16.38
2005-07-14,16.38,16.25,16.003,16.299,16.3218,16.275
2005-07-15,16.275,16.3575,16.0109,16.2865,16.3233,16.1375
2005-07-18,16.1375,16.2375,16.0183,16.224,16.3247,16.0
2005-07-19,16.0,16.2,16.0239,16.1865,16.3247,16.4825
2005-07-20,16.4825,15.975,16.0315,16.255,16.3323,16.9975
2005-07-21,16.9975,17.175,16.042,16.3785,16.354,17.115
2005-07-22,17.115,16.9975,16.0506,16.5465,16.3748,17.035
2005-07-25,17.035,17.0625,16.0591,16.726,16.4029,17.13
2005-07-26,17.13,17.0775,16.0675,16.952,16.4394,17.275
2005-07-27,17.275,17.175,16.0765,17.1105,16.4719,17.6225
2005-07-28,17.6225,17.325,16.0877,17.2355,16.5069,17.5775
2005-07-29,17.5775,17.5625,16.1002,17.328,16.5261,17.725
2005-08-01,17.725,17.6,16.1135,17.466,16.5474,17.7975
2005-08-02,17.7975,17.725,16.1268,17.5995,16.5699,17.7525
2005-08-03,17.7525,17.7625,16.1393,17.695,16.5899,17.5625
2005-08-04,17.5625,17.69,16.1512,17.683,16.6063,17.43
2005-08-05,17.43,17.5,16.1625,17.6535,16.6242,17.3325
2005-08-08,17.3325,17.465,16.1729,17.575,16.638,17.5
2005-08-09,17.5,17.36,16.1842,17.5155,16.6554,17.4825
2005-08-10,17.4825,17.5625,16.195,17.4615,16.6702,17.38
2005-08-11,17.38,17.4075,16.2041,17.425,16.6802,17.2975
2005-08-12,17.2975,17.3425,16.2116,17.3985,16.6906,17.39
2005-08-15,17.39,17.3,16.2202,17.41,16.7053,17.2275
2005-08-16,17.2275,17.205,16.2277,17.3555,16.7198,17.3025
2005-08-17,17.3025,17.185,16.2356,17.3195,16.736,17.1425
2005-08-18,17.1425,17.25,16.2428,17.272,16.7541,17.215
2005-08-19,17.215,17.2375,16.2491,17.2555,16.7719,17.3325
2005-08-22,17.3325,17.2875,16.254,17.244,16.7923,17.105
2005-08-23,17.105,17.3125,16.2584,17.2195,16.8077,17.0925
2005-08-24,17.0925,17.07,16.2629,17.1775,16.821,17.265
2005-08-25,17.265,17.0925,16.2683,17.202,16.8379,17.3025
2005-08-26,17.3025,17.2325,16.2748,17.2195,16.8511,17.295
2005-08-29,17.295,17.1525,16.2813,17.212,16.8629,17.0875
2005-08-30,17.0875,17.2075,16.2858,17.2085,16.8729,17.0675
2005-08-31,17.0675,17.1,16.2906,17.2035,16.8856,17.04
2005-09-01,17.04,17.1,16.2958,17.1585,16.8966,17.12
2005-09-02,17.12,17.0625,16.3021,17.122,16.9128,17.32
2005-09-06,17.32,17.1825,16.3096,17.127,16.9383,17.12
2005-09-07,17.12,17.265,16.3163,17.1335,16.9647,17.0
2005-09-08,17.0,17.085,16.322,17.12,16.9796,16.9625
2005-09-09,16.9625,17.0125,16.3274,17.1045,16.9941,16.975
2005-09-12,16.975,16.8725,16.3329,17.0755,17.0096,16.7625
2005-09-13,16.7625,16.9975,16.3374,16.964,17.0198,16.74
2005-09-14,16.74,16.75,16.3422,16.888,17.0299,16.75
2005-09-15,16.75,16.7625,16.3466,16.838,17.0413,16.9625
2005-09-16,16.9625,16.8225,16.3504,16.838,17.0596,17.0675
2005-09-19,17.0675,16.96,16.3554,16.8565,17.0742,17.27
2005-09-20,17.27,17.085,16.362,16.958,17.0906,17.1825
2005-09-21,17.1825,17.1775,16.3688,17.0465,17.1105,17.3275
2005-09-22,17.3275,17.1375,16.3766,17.162,17.1342,17.4575
2005-09-23,17.4575,17.3275,16.385,17.261,17.1558,17.0625
2005-09-26,17.0625,17.46,16.3925,17.26,17.1715,17.1375
2005-09-27,17.1375,17.065,16.4014,17.2335,17.1915,17.5925
2005-09-28,17.5925,17.2325,16.4117,17.3155,17.2234,17.7825
2005-09-29,17.7825,17.5375,16.4218,17.4065,17.2494,17.925
2005-09-30,17.925,17.705,16.4325,17.5,17.2679,17.9075
2005-10-03,17.9075,17.925,16.4444,17.669,17.2838,17.7825
2005-10-04,17.7825,17.88,16.4553,17.798,17.2987,17.49
2005-10-05,17.49,17.7225,16.4649,17.7775,17.306,17.3775
2005-10-06,17.3775,17.49,16.4697,17.6965,17.308,17.65
2005-10-07,17.65,17.49,16.4752,17.6415,17.3086,17.6625
2005-10-10,17.6625,17.7025,16.48,17.5925,17.3103,17.515
2005-10-11,17.515,17.6625,16.4848,17.539,17.3061,17.405
2005-10-12,17.405,17.49,16.4883,17.522,17.2982,17.3325
2005-10-13,17.3325,17.3425,16.4914,17.513,17.2898,17.305
2005-10-14,17.305,17.375,16.4939,17.444,17.2846,17.3625
2005-10-17,17.3625,17.3075,16.4967,17.384,17.2833,17.1825
2005-10-18,17.1825,17.33,16.4983,17.3175,17.2803,17.575
2005-10-19,17.575,17.1525,16.5039,17.3515,17.2818,17.535
2005-10-20,17.535,17.575,16.5101,17.392,17.2829,16.7775
2005-10-21,16.7775,17.465,16.512,17.2865,17.2708,17.17
2005-10-24,17.17,16.8125,16.5168,17.248,17.2682,17.265
2005-10-25,17.265,17.15,16.5222,17.2645,17.2657,17.1875
2005-10-26,17.1875,17.305,16.5277,17.187,17.265,17.03
2005-10-27,17.03,17.19,16.5329,17.086,17.2595,17.0625
2005-10-28,17.0625,17.125,16.5407,17.143,17.2579,17.295
2005-10-31,17.295,17.0475,16.5499,17.168,17.2595,17.355
2005-11-01,17.355,17.32,16.5589,17.186,17.2599,17.5975
2005-11-02,17.5975,17.355,16.5698,17.268,17.2698,17.75
2005-11-03,17.75,17.6975,16.5824,17.412,17.2829,17.4875
2005-11-04,17.4875,17.7125,16.5943,17.497,17.2874,17.68
2005-11-07,17.68,17.5875,16.609,17.574,17.2949,17.52
2005-11-08,17.52,17.53,16.6224,17.607,17.2994,17.62
2005-11-09,17.62,17.5425,16.6369,17.6115,17.3101,17.75
2005-11-10,17.75,18.1075,16.6515,17.6115,17.3237,17.6875
2005-11-11,17.6875,17.75,16.6663,17.6515,17.3367,17.72
2005-11-14,17.72,17.6875,16.6804,17.6595,17.3487,17.8125
2005-11-15,17.8125,17.79,16.695,17.718,17.3585,17.75
2005-11-16,17.75,17.815,16.7097,17.744,17.3711,18.44
2005-11-17,18.44,18.0375,16.7281,17.882,17.3999,18.75
2005-11-18,18.75,18.5375,16.7479,18.0945,17.4357,18.855
2005-11-21,18.855,18.75,16.7685,18.3215,17.4733,19.0725
2005-11-22,19.0725,18.77,16.7906,18.5735,17.5195,19.1525
2005-11-23,19.1525,19.0,16.8128,18.854,17.5677,19.2125
2005-11-25,19.2125,19.25,16.8347,19.0085,17.617,19.185
2005-11-28,19.185,19.325,16.855,19.0955,17.6614,19.2325
2005-11-29,19.2325,19.2375,16.8761,19.171,17.7047,19.135
2005-11-30,19.135,19.235,16.8969,19.1835,17.742,19.3025
2005-12-01,19.3025,19.2425,16.9189,19.2135,17.7844,19.2975
2005-12-02,19.2975,19.2625,16.9396,19.2305,17.8238,18.9425
2005-12-05,18.9425,19.185,16.9547,19.182,17.8535,18.91
2005-12-06,18.91,18.9875,16.9716,19.1175,17.8905,18.7825
2005-12-07,18.7825,18.8925,16.9871,19.047,17.9234,18.8025
2005-12-08,18.8025,18.845,17.0018,18.947,17.9476,18.955
2005-12-09,18.955,18.875,17.0166,18.8785,17.971,18.8775
2005-12-12,18.8775,19.0,17.0317,18.8655,17.9901,18.975
2005-12-13,18.975,18.8625,17.0473,18.8785,18.0114,19.1275
2005-12-14,19.1275,18.99,17.0643,18.9475,18.0383,19.4075
2005-12-15,19.4075,19.25,17.0809,19.0685,18.0767,19.4575
2005-12-16,19.4575,19.56,17.0974,19.169,18.1183,19.26
2005-12-19,19.26,19.3525,17.1112,19.2455,18.1505,19.2025
2005-12-20,19.2025,19.25,17.1243,19.291,18.1813,19.6575
2005-12-21,19.6575,19.2625,17.1398,19.397,18.2241,20.09
2005-12-22,20.09,19.725,17.1579,19.5335,18.2778,20.0875
2005-12-23,20.0875,20.075,17.1756,19.6595,18.3329,19.925
2005-12-27,19.925,20.055,17.1923,19.7925,18.3854,20.04
2005-12-28,20.04,19.9125,17.2104,19.96,18.4389,20.25
2005-12-29,20.25,20.0,17.2306,20.0785,18.5002,20.1275
2005-12-30,20.1275,20.1125,17.2485,20.086,18.5513,20.0375
2006-01-03,20.0375,20.125,17.2657,20.076,18.6014,20.02
2006-01-04,20.02,20.0,17.2832,20.095,18.6662,19.79
2006-01-05,19.79,19.99,17.2955,20.045,18.7186,19.645
2006-01-06,19.645,19.79,17.3067,19.924,18.7662,19.9175
2006-01-09,19.9175,19.7325,17.3201,19.882,18.8208,19.875
2006-01-10,19.875,19.8925,17.3334,19.8495,18.8777,19.95
2006-01-11,19.95,19.9375,17.3477,19.8355,18.9355,19.78
2006-01-12,19.78,19.9125,17.3593,19.8335,18.9852,19.6825
2006-01-13,19.6825,19.835,17.3706,19.841,19.0317,19.675
2006-01-17,19.675,19.5125,17.3832,19.7925,19.0733,20.0
2006-01-18,20.0,19.6325,17.3967,19.8175,19.1183,21.255
2006-01-19,21.255,19.75,17.4167,20.0785,19.1936,20.955
2006-01-20,20.955,21.1,17.4355,20.3135,19.2591,21.46
2006-01-23,21.46,20.9575,17.4558,20.669,19.3379,21.575
2006-01-24,21.575,21.45,17.4786,21.049,19.417,21.3325
2006-01-25,21.3325,21.675,17.4989,21.3155,19.4887,21.5725
2006-01-26,21.5725,21.48,17.5203,21.379,19.5664,21.79
2006-01-27,21.79,21.6,17.5449,21.546,19.6478,22.075
2006-01-30,22.075,21.7425,17.5745,21.669,19.733,22.115
2006-01-31,22.115,21.95,17.6064,21.777,19.8203,21.805
2006-02-01,21.805,22.1088,17.6366,21.8715,19.8876,21.5
2006-02-02,21.5,21.8105,17.664,21.857,19.9426,21.4175
2006-02-03,21.4175,21.4938,17.6919,21.7825,19.9939,21.425
2006-02-06,21.425,21.375,17.7174,21.6525,20.0409,21.165
2006-02-07,21.165,21.4168,17.7427,21.4625,20.0812,21.27
2006-02-08,21.27,21.1125,17.7672,21.3555,20.1223,21.3275
2006-02-09,21.3275,21.2725,17.7934,21.321,20.1652,21.5775
2006-02-10,21.5775,21.3175,17.8215,21.353,20.2121,21.5025
2006-02-13,21.5025,21.5775,17.8502,21.3685,20.2594,22.1675
2006-02-14,22.1675,21.505,17.8811,21.569,20.3167,22.4725
2006-02-15,22.4725,22.1625,17.9127,21.8095,20.3802,22.395
2006-02-16,22.395,22.475,17.9451,22.023,20.4493,22.185
2006-02-17,22.185,22.25,17.975,22.1445,20.5148,22.28
2006-02-21,22.28,22.185,18.0061,22.3,20.5847,22.445
2006-02-22,22.445,22.4125,18.0383,22.3555,20.6576,22.1
2006-02-23,22.1,22.3825,18.0683,22.281,20.7205,22.115
2006-02-24,22.115,22.0945,18.0993,22.225,20.7852,22.5275
2006-02-27,22.5275,22.21,18.1316,22.2935,20.8563,22.1375
2006-02-28,22.1375,22.495,18.1641,22.265,20.9165,22.3625
2006-03-01,22.3625,22.1625,18.1994,22.2485,20.9755,22.205
2006-03-02,22.205,22.3,18.2322,22.2695,21.0305,22.455
2006-03-03,22.455,22.2075,18.2651,22.3375,21.0944,22.095
2006-03-06,22.095,22.35,18.2925,22.251,21.1522,21.7325
2006-03-07,21.7325,22.095,18.3178,22.17,21.1937,21.2725
2006-03-08,21.2725,21.67,18.3408,21.952,21.2174,21.235
2006-03-09,21.235,21.3125,18.3633,21.758,21.2403,21.44
2006-03-10,21.44,21.2125,18.3867,21.555,21.2706,21.425
2006-03-13,21.425,21.4875,18.4112,21.421,21.2983,21.3025
2006-03-14,21.3025,21.425,18.4345,21.335,21.3194,22.5625
2006-03-15,22.5625,22.3475,18.4641,21.593,21.3681,22.505
2006-03-16,22.505,22.54,18.493,21.847,21.4175,22.7675
2006-03-17,22.7675,22.6325,18.5224,22.1125,21.4724,22.8925
2006-03-20,22.8925,22.725,18.553,22.406,21.5344,22.7125
2006-03-21,22.7125,22.9875,18.5833,22.688,21.5958,23.0375
2006-03-22,23.0375,22.7475,18.6159,22.783,21.6582,23.0
2006-03-23,23.0,23.0,18.6485,22.882,21.7207,23.045
2006-03-24,23.045,22.95,18.6825,22.9375,21.7826,23.27
2006-03-27,23.27,23.045,18.7172,23.013,21.8524,23.1325
2006-03-28,23.1325,23.2725,18.7513,23.097,21.9214,23.1925
2006-03-29,23.1925,23.25,18.7856,23.128,21.9918,23.165
2006-03-30,23.165,23.1,18.8193,23.161,22.0551,23.3375
2006-03-31,23.3375,23.2,18.8539,23.2195,22.0967,23.6675
2006-04-03,23.6675,23.4875,18.889,23.299,22.151,23.9275
2006-04-04,23.9275,23.6675,18.9251,23.458,22.2003,23.92
2006-04-05,23.92,23.94,18.9618,23.6035,22.2472,23.7825
2006-04-06,23.7825,23.9525,18.9986,23.727,22.2962,23.4075
2006-04-07,23.4075,23.8625,19.0331,23.741,22.3329,23.195
2006-04-10,23.195,23.41,19.0676,23.6465,22.361,23.01
2006-04-11,23.01,23.125,19.1024,23.463,22.3797,23.2425
2006-04-12,23.2425,22.9875,19.1396,23.3275,22.4023,23.38
2006-04-13,23.38,23.35,19.1752,23.247,22.4338,23.155
2006-04-17,23.155,23.335,19.2098,23.1965,22.4669,23.995
2006-04-18,23.995,23.1725,19.2488,23.3565,22.5184,23.7575
2006-04-19,23.7575,24.075,19.2863,23.506,22.5651,23.6275
2006-04-20,23.6275,23.875,19.3233,23.583,22.6143,23.9875
2006-04-21,23.9875,24.25,19.3623,23.7045,22.6687,24.3025
2006-04-24,24.3025,23.8925,19.4036,23.934,22.7282,23.7675
2006-04-25,23.7675,24.2225,19.4407,23.8885,22.7719,23.555
2006-04-26,23.555,23.83,19.4763,23.848,22.813,22.955
2006-04-27,22.955,23.375,19.5101,23.7135,22.8287,22.8025
2006-04-28,22.8025,22.995,19.5434,23.4765,22.8353,23.0775
2006-05-01,23.0775,22.8625,19.5769,23.2315,22.849,23.52
2006-05-02,23.52,23.4875,19.6131,23.182,22.8757,23.3225
2006-05-03,23.3225,23.5,19.649,23.1355,22.8965,23.375
2006-05-04,23.375,23.475,19.6859,23.2195,22.9151,23.3125
2006-05-05,23.3125,23.375,19.7201,23.3215,22.9394,23.4
2006-05-08,23.4,23.3125,19.7521,23.386,22.9651,24.0675
2006-05-09,24.0675,23.6875,19.7868,23.4955,22.9959,24.19
2006-05-10,24.19,24.015,19.8226,23.669,23.037,24.15
2006-05-11,24.15,24.275,19.8577,23.824,23.0727,23.5925
2006-05-12,23.5925,24.0875,19.8893,23.88,23.1005,23.5925
2006-05-15,23.5925,23.655,19.9192,23.9185,23.1232,23.4975
2006-05-16,23.4975,24.1625,19.9488,23.8045,23.1513,23.3025
2006-05-17,23.3025,23.35,19.9766,23.627,23.1827,22.945
2006-05-18,22.945,23.51,20.0024,23.386,23.2161,22.925
2006-05-19,22.925,22.965,20.0282,23.2525,23.2499,23.065
2006-05-22,23.065,22.715,20.0558,23.147,23.2824,22.985
2006-05-23,22.985,23.25,20.0835,23.0445,23.3136,22.825
2006-05-24,22.825,22.875,20.111,22.949,23.3441,23.09
2006-05-25,23.09,22.9575,20.1389,22.978,23.3546,23.165
2006-05-26,23.165,23.2425,20.1674,23.026,23.3678,22.71
2006-05-30,22.71,23.03,20.194,22.955,23.3667,23.2
2006-05-31,23.2,22.7425,20.2235,22.998,23.3728,23.315
2006-06-01,23.315,23.2,20.2531,23.096,23.3849,23.5125
2006-06-02,23.5125,23.725,20.2846,23.1805,23.3944,22.8275
2006-06-05,22.8275,23.45,20.3122,23.113,23.3909,22.4975
2006-06-06,22.4975,22.83,20.339,23.0705,23.38,21.7925
2006-06-07,21.7925,22.465,20.3619,22.789,23.3504,21.99
2006-06-08,21.99,21.7875,20.3851,22.524,23.3276,21.615
2006-06-09,21.615,22.0875,20.4077,22.1445,23.296,21.33
2006-06-12,21.33,21.6525,20.4289,21.845,23.2593,21.6275
2006-06-13,21.6275,21.1775,20.4507,21.671,23.2251,21.8975
2006-06-14,21.8975,21.5575,20.4737,21.692,23.1897,22.545
2006-06-15,22.545,22.085,20.4999,21.803,23.1621,22.44
2006-06-16,22.44,22.545,20.5267,21.968,23.1325,22.0275
2006-06-19,22.0275,22.5,20.5515,22.1075,23.0974,21.825
2006-06-20,21.825,22.0525,20.5754,22.147,23.0657,22.4875
2006-06-21,22.4875,21.8875,20.6022,22.265,23.0516,22.4275
2006-06-22,22.4275,22.7025,20.6278,22.2415,23.0399,22.2
2006-06-23,22.2,22.265,20.6532,22.1935,23.0191,22.2525
2006-06-26,22.2525,22.25,20.6794,22.2385,22.9965,22.04
2006-06-27,22.04,22.2525,20.7048,22.2815,22.9742,22.3625
2006-06-28,22.3625,22.0575,20.7318,22.2565,22.9416,22.885
2006-06-29,22.885,22.4875,20.7624,22.348,22.9241,23.24
2006-06-30,23.24,23.0,20.7949,22.556,22.9164,23.0575
2006-07-03,23.0575,23.24,20.8264,22.717,22.8978,23.03
2006-07-05,23.03,22.9,20.8568,22.915,22.8723,22.7075
2006-07-06,22.7075,23.0925,20.885,22.984,22.8511,22.53
2006-07-07,22.53,22.6825,20.9113,22.913,22.8306,22.59
2006-07-10,22.59,22.6825,20.9383,22.783,22.8233,22.5575
2006-07-11,22.5575,22.54,20.9644,22.683,22.8184,22.0575
2006-07-12,22.0575,22.575,20.9874,22.4885,22.798,21.8625
2006-07-13,21.8625,22.0,21.0114,22.3195,22.7648,21.54
2006-07-14,21.54,21.8625,21.0335,22.1215,22.7292,21.165
2006-07-17,21.165,21.4125,21.0513,21.8365,22.685,21.5975
2006-07-18,21.5975,21.1875,21.0704,21.6445,22.6507,21.85
2006-07-19,21.85,21.5275,21.09,21.603,22.6197,21.0025
2006-07-20,21.0025,22.4625,21.1055,21.431,22.5584,20.76
2006-07-21,20.76,20.9975,21.1204,21.275,22.4898,21.355
2006-07-24,21.355,20.89,21.1397,21.313,22.4339,21.06
2006-07-25,21.06,21.355,21.1581,21.2055,22.3832,20.775
2006-07-26,20.775,21.0,21.1737,20.9905,22.3269,20.9425
2006-07-27,20.9425,20.9275,21.1901,20.9785,22.2758,21.305
2006-07-28,21.305,20.975,21.2091,21.0875,22.2358,21.25
2006-07-31,21.25,21.12,21.2283,21.0665,22.2019,20.785
2006-08-01,20.785,21.085,21.2456,21.0115,22.1592,21.19
2006-08-02,21.19,20.8625,21.265,21.0945,22.1217,21.73
2006-08-03,21.73,21.0,21.2868,21.252,22.0966,20.9625
2006-08-04,20.9625,21.605,21.3057,21.1835,22.0593,20.2475
2006-08-07,20.2475,20.83,21.3191,20.983,22.0025,20.2
2006-08-08,20.2,20.36,21.3324,20.866,21.9432,19.7175
2006-08-09,19.7175,20.45,21.3471,20.5715,21.8833,20.1025
2006-08-10,20.1025,19.72,21.3618,20.246,21.8214,19.8025
2006-08-11,19.8025,19.98,21.3745,20.014,21.7511,19.895
2006-08-14,19.895,20.0,21.388,19.9435,21.6788,20.53
2006-08-15,20.53,20.125,21.4055,20.0095,21.6328,21.1475
2006-08-16,21.1475,20.65,21.4259,20.2955,21.6058,21.075
2006-08-17,21.075,21.075,21.4448,20.49,21.5914,20.935
2006-08-18,20.935,21.075,21.4627,20.7165,21.5703,20.3825
2006-08-21,20.3825,20.875,21.4767,20.814,21.5457,20.4
2006-08-22,20.4,20.4,21.4899,20.788,21.5271,20.375
2006-08-23,20.375,20.45,21.5044,20.6335,21.5021,20.1425
2006-08-24,20.1425,20.375,21.5167,20.447,21.4669,20.235
2006-08-25,20.235,20.125,21.5302,20.307,21.4207,20.165
2006-08-28,20.165,20.275,21.543,20.2635,21.3752,20.0225
2006-08-29,20.0225,20.125,21.5543,20.188,21.3351,20.03
2006-08-30,20.03,20.125,21.566,20.119,21.2992,20.0875
2006-08-31,20.0875,20.09,21.5779,20.108,21.2512,20.135
2006-09-01,20.135,20.125,21.5895,20.088,21.2054,20.1875
2006-09-05,20.1875,20.0375,21.6017,20.0925,21.1651,20.065
2006-09-06,20.065,20.1,21.6098,20.101,21.1214,19.97
2006-09-07,19.97,19.9925,21.6159,20.089,21.08,20.025
2006-09-08,20.025,20.05,21.6218,20.0765,21.0333,19.97
2006-09-11,19.97,19.8175,21.6262,20.0435,20.975,20.4875
2006-09-12,20.4875,19.975,21.6329,20.1035,20.9199,21.185
2006-09-13,21.185,20.4875,21.6428,20.3275,20.8825,21.295
2006-09-14,21.295,21.125,21.6533,20.5925,20.8478,20.95
2006-09-15,20.95,21.3875,21.6619,20.7775,20.8126,21.515
2006-09-18,21.515,21.0925,21.6738,21.0865,20.7923,21.2425
2006-09-19,21.2425,21.5175,21.6835,21.2375,20.7654,21.15
2006-09-20,21.15,21.475,21.6928,21.2305,20.7372,20.805
2006-09-21,20.805,21.2875,21.7021,21.1325,20.7122,20.855
2006-09-22,20.855,20.8125,21.7118,21.1135,20.692,21.105
2006-09-25,21.105,21.02,21.7234,21.0315,20.6833,21.5125
2006-09-26,21.5125,21.2375,21.737,21.0855,20.6903,21.9125
2006-09-27,21.9125,21.39,21.7518,21.238,20.6966,21.88
2006-09-28,21.88,21.8875,21.7668,21.453,20.6972,22.0
2006-09-29,22.0,21.8325,21.7819,21.682,20.7171,21.79
2006-10-02,21.79,22.0625,21.7952,21.819,20.7377,21.9075
2006-10-03,21.9075,21.79,21.8077,21.898,20.7488,22.385
2006-10-04,22.385,21.9225,21.8224,21.9925,20.7753,22.4825
2006-10-05,22.4825,22.28,21.8385,22.113,20.8094,22.215
2006-10-06,22.215,22.375,21.8535,22.156,20.8349,22.3325
2006-10-09,22.3325,22.165,21.8669,22.2645,20.8554,22.6
2006-10-10,22.6,22.5,21.8795,22.403,20.8824,22.5
2006-10-11,22.5,22.525,21.8915,22.426,20.9167,22.695
2006-10-12,22.695,22.59,21.9054,22.4685,20.9468,22.77
2006-10-13,22.77,22.65,21.919,22.5795,20.9676,23.085
2006-10-16,23.085,22.6575,21.9332,22.73,21.0101,22.8775
2006-10-17,22.8775,22.8825,21.9469,22.7855,21.0627,22.825
2006-10-18,22.825,23.175,21.9609,22.8505,21.1152,22.8375
2006-10-19,22.8375,22.8,21.975,22.879,21.1776,22.7075
2006-10-20,22.7075,22.8825,21.9896,22.8665,21.2297,22.8
2006-10-23,22.8,22.7075,22.0053,22.8095,21.2896,22.875
2006-10-24,22.875,22.865,22.0201,22.809,21.3492,22.945
2006-10-25,22.945,23.0,22.0355,22.833,21.3975,22.78
2006-10-26,22.78,23.0075,22.0496,22.8215,21.4302,22.715
2006-10-27,22.715,22.6075,22.0643,22.823,21.463,22.7325
2006-10-30,22.7325,22.775,22.0795,22.8095,21.4989,22.6575
2006-10-31,22.6575,22.7325,22.0945,22.766,21.5444,22.69
2006-11-01,22.69,22.8125,22.1079,22.715,21.5902,22.715
2006-11-02,22.715,22.6,22.1152,22.702,21.637,22.5475
2006-11-03,22.5475,22.715,22.1232,22.6685,21.6851,22.8025
2006-11-06,22.8025,22.6375,22.1299,22.6825,21.7365,22.765
2006-11-07,22.765,22.8275,22.1358,22.704,21.7885,22.925
2006-11-08,22.925,22.7675,22.1438,22.751,21.8465,22.67
2006-11-09,22.67,22.9425,22.1493,22.742,21.8993,22.785
2006-11-10,22.785,22.75,22.1543,22.7895,21.9533,23.1375
2006-11-13,23.1375,22.785,22.1596,22.8565,22.0133,22.8675
2006-11-14,22.8675,23.09,22.1633,22.877,22.0669,22.81
2006-11-15,22.81,22.93,22.1684,22.854,22.1218,22.9975
2006-11-16,22.9975,22.825,22.1758,22.9195,22.1824,22.8375
2006-11-17,22.8375,22.9725,22.1829,22.93,22.2386,22.8375
2006-11-20,22.8375,22.9,22.19,22.87,22.296,22.8725
2006-11-21,22.8725,22.8125,22.1985,22.871,22.3437,23.1575
2006-11-22,23.1575,22.9225,22.208,22.9405,22.3831,22.8625
2006-11-24,22.8625,22.975,22.2157,22.9135,22.4145,22.695
2006-11-27,22.695,22.825,22.2212,22.885,22.4494,22.385
2006-11-28,22.385,22.65,22.2257,22.7945,22.4668,22.5075
2006-11-29,22.5075,22.465,22.2274,22.7215,22.4921,22.63
2006-11-30,22.63,22.5,22.2281,22.616,22.5217,22.62
2006-12-01,22.62,22.63,22.2293,22.5675,22.558,23.0275
2006-12-04,23.0275,22.775,22.2335,22.634,22.6014,23.9875
2006-12-05,23.9875,23.125,22.242,22.9545,22.659,23.41
2006-12-06,23.41,23.9375,22.2468,23.135,22.697,23.295
2006-12-07,23.295,23.445,22.2528,23.268,22.7247,23.2
2006-12-08,23.2,23.2325,22.2582,23.384,22.7511,23.4725
2006-12-11,23.4725,23.19,22.263,23.473,22.7805,23.2025
2006-12-12,23.2025,23.425,22.2683,23.316,22.8088,23.1275
2006-12-13,23.1275,23.205,22.2721,23.2595,22.8332,23.655
2006-12-14,23.655,23.175,22.2794,23.3315,22.8586,23.4825
2006-12-15,23.4825,23.5225,22.2845,23.388,22.8786,23.35
2006-12-18,23.35,23.525,22.2908,23.3635,22.9013,23.155
2006-12-19,23.155,23.1275,22.2979,23.354,22.9177,22.85
2006-12-20,22.85,23.0875,22.3058,23.2985,22.9227,22.8
2006-12-21,22.8,22.85,22.3136,23.1275,22.9287,22.6525
2006-12-22,22.6525,22.85,22.3197,22.9615,22.9279,22.8325
2006-12-26,22.8325,22.6125,22.3267,22.858,22.9291,22.9375
2006-12-27,22.9375,22.89,22.3349,22.8145,22.9262,23.0
2006-12-28,23.0,22.9375,22.3371,22.8445,22.9286,23.005
2006-12-29,23.005,23.0,22.3396,22.8855,22.9322,23.12
2007-01-03,23.12,23.1175,22.3413,22.979,22.9378,22.95
2007-01-04,22.95,23.095,22.3416,23.0025,22.9427,22.665
2007-01-05,22.665,22.93,22.3414,22.948,22.94,22.7
2007-01-08,22.7,22.605,22.3397,22.888,22.9365,22.7125
2007-01-09,22.7125,22.755,22.3383,22.8295,22.9319,22.5325
2007-01-10,22.5325,22.6,22.3357,22.712,22.9269,22.625
2007-01-11,22.625,22.5575,22.3325,22.647,22.9251,22.99
2007-01-12,22.99,22.6275,22.3318,22.712,22.9303,23.8575
2007-01-16,23.8575,22.99,22.3351,22.9435,22.9543,23.51
2007-01-17,23.51,23.7675,22.3368,23.103,22.9707,24.18
2007-01-18,24.18,23.3075,22.341,23.4325,23.0,24.0825
2007-01-19,24.0825,24.175,22.3431,23.724,23.0307,23.8275
2007-01-22,23.8275,24.115,22.3426,23.8915,23.0512,24.555
2007-01-23,24.555,23.525,22.3458,24.031,23.087,24.24
2007-01-24,24.24,24.375,22.3481,24.177,23.1133,24.1225
